wavelength,Back_TanCycm,Belly_TanCycm,Breast_TanCycm,Crissum_TanCycm,Crown_TanCycm,DorTail_TanCycm,Patch10_TanCycm,Patch11_TanCycm,Patch12_TanCycm,Patch13_TanCycm,Rump_TanCycm,Throat_TanCycm,WingTip_TanCycm
186.77,53.4082666667,61.9474000001,49.2135333333,32.8088666667,52.8089333333,38.427,62.5468,40.2248,30.8613333333,46.8164,72.5092666667,49.7377999999,54.7565333333
187.15,53.2716666667,57.9629333333,48.7036666667,38.6419333333,50.9878,38.8271333333,61.8518666667,43.3950666667,40.9876666667,48.0864666667,66.6049333333,48.395,51.5432
187.53,53.3912,55.4202,49.1594666667,35.4782666667,50.3766666667,35.6522666667,59.2463333333,42.8986,39.0723333333,45.6232,62.4926666667,45.3912666667,50.4928
187.91,56.7777333333,62.5556,52.9444,43.1667333333,56.1667333333,37.5,67.3889333333,45.6110666667,44.9444,50.7778,70.2778,54.7778,56.2222666667
188.29,49.4829333334,57.9310666667,42.9886,36.2643333333,49.1379333333,31.0919333333,59.9427333333,33.276,33.6782666667,37.0688,61.6092666667,43.9082,47.5861333333
188.67,36.2051333333,50.205,36.9742,26.9744,37.0257333334,25.9486,48.7179333333,27.8461333333,26.8718666667,32.7692666667,51.436,35.0256666667,40.5128
189.05,33.8784,47.3794666667,33.3333333333,28.3017333333,35.346,28.5954666667,45.87,29.0565333333,29.7694666667,33.2914,48.7212,34.9685333333,38.1971333333
189.43,31.9018666666,49.1208,33.7832,28.9161333333,36.4008,32.5152666667,46.9529333333,29.8567333333,31.2475333333,32.5561333333,47.5665333333,34.4377333333,36.5644666667
189.81,36.5918666666,49.4382,35.4682,32.9213333333,36.8164666667,35.5806,49.2884,31.1986,33.5204666667,35.4306666667,49.0634666667,38.0898666666,39.251
190.19,31.1702,40.8511333333,28.8297333333,25.4256666666,30.6737333333,31.9149333333,42.0212666667,24.3263333333,28.0496666667,28.546,42.1631333333,32.1276,31.7376666667
190.57,32.4444666667,42.4444666667,29.4814666667,26.9628666666,29.8146666667,33.3703333333,42.7778666667,23.7408,29.185,29.7408,45.5556,31.2592666667,32.2964
190.95,28.7719333334,37.9298666667,25.1578666667,23.5439333334,23.0175333333,29.7194,37.1228666667,17.0524666667,27.3333333333,28.1053333333,40.3858666667,25.1229333333,28.9825333333
191.33,31.9048666667,40.374,27.6190666667,26.6325333333,26.3606,33.0954,38.0614,19.8299333333,28.5035333334,31.2924666667,42.9251333333,29.7278,32.9931333333
191.71,29.3333333333,39.5237333333,27.3016,27.7144,25.5556666667,35.2064,37.8730666667,20.9206666667,29.6507333333,33.3015333333,41.3968,30.3491333333,33.2698666667
192.09,29.5912666667,39.2450666667,28.4277333333,27.0755333333,24.0252,35.9433333333,37.1382666667,21.5722,32.9245333333,34.1195333333,40.1887333333,29.4340666667,34.4340666666
192.47,31.5253333334,39.7740666667,30.3389333333,29.1524666667,25.9604,37.3729333333,38.5876,24.9436,36.9491333333,36.2711333333,41.8362,32.9096,35.2259333333
192.85,35.3129333333,41.2226666667,31.9651333333,32.4891333333,28.7335333333,40.2911333333,41.8631333333,28.4425333333,41.2808666667,38.6024666666,46.7249333333,38.1368,37.4381333333
193.23,35.1026666667,40.853,32.575,30.2052,27.109,38.2306666667,41.8326,24.7711333333,40.6950666667,36.8720666667,44.6128,36.3980666667,35.4185333333
193.61,37.7570666667,42.866,33.9875333333,29.7508,27.7882,37.4764,42.6790666667,24.7664666667,41.4642,38.7227333333,45.919,39.7507333333,37.2896666667
193.99,34.1712,40.4370666667,28.0145333333,23.7887333333,23.0236666667,32.2768666667,37.7777333333,20.3644,38.6520666667,34.8998666667,40.9472666667,37.0491333333,34.0982666667
194.37,30.4763333333,37.9048666667,26.2095333333,21.9428666667,21.7904666667,29.6000666667,35.6570666667,18.9332,38.0571333333,35.1238,37.8666666667,35.5047333333,34.4000666667
194.75,29.0174666667,37.5438666667,28.8772666667,22.7720666667,21.3683333333,30.8071333333,36.2456,21.0878,37.5789333333,34.7368666667,36.5966666667,36.7368,33.5087333334
195.13,26.1049333333,33.8202666667,24.5317333333,18.3145333333,17.3407333333,27.1161333333,31.9474666667,18.8016,32.4344666667,29.6629333333,34.457,36.8538,28.6516
195.51,23.7985333333,30.9302,21.938,15.8139333333,14.186,25.8916,29.4573333333,18.8372,28.7984666667,28.9147333333,32.0542,34.3024666667,25.5424666667
195.89,22.1119333333,29.1096666667,18.1366666667,12.7950666667,11.7597333333,20.0414666667,23.7682,13.0849333333,25.3002666667,25.4244,29.3994666667,31.0972666667,22.8157333333
196.27,20.6706,28.0866666666,17.436,12.5443333333,11.4792,19.3688666667,25.6014666667,14.4773333333,19.9211333333,25.9960666667,28.9151333333,28.2840666667,20.4733333333
196.65,18.6347333333,24.2972666667,15.6226,7.1486,8.75499999999,14.6987333333,21.6465333333,10.3614,14.3373333333,22.49,25.3414,24.4578,18.3936
197.03,22.1545333333,28.4145333334,19.8373333333,7.27646666665,13.3739333333,18.6991333333,24.7561333333,10.2844666667,16.4633333333,24.187,28.1706666667,27.561,23.9838666667
197.40,29.6031333333,30.3572,24.8412,12.4999333333,18.9682666667,24.6032,29.3253333333,18.1744,22.857,30.3967333333,33.8888666667,33.8888666667,31.627
197.78,20.7456666667,20.0877333333,16.5788,2.14906666669,8.33333333333,18.9912,19.6051333333,10.6140666667,15.263,20.7456666667,25.7455333333,23.5964,24.9560666667
198.16,19.7807333333,20.0877333333,18.4210666667,1.66673333334,9.78060000001,21.2279333333,21.7106,12.0613333333,14.9122,18.9036,28.8158,23.5964666667,24.035
198.54,23.9376666667,21.8713333333,23.7036666667,8.53813333333,14.152,24.6002666667,26.6276,16.6083333333,19.2982,23.8206,32.3976666667,26.2767333333,24.6393333334
198.92,31.1891333333,26.8616,29.0059333333,14.1129333333,22.885,30.2532,29.6296666667,19.3372,26.6666,29.4736,38.2456,32.5145333334,31.1892
199.30,30.0401333334,26.3052,28.5142666667,13.3734666667,21.8875333333,29.2368666667,29.9999333333,18.9156666667,26.8272666667,29.2770666667,37.0682,32.4899333333,29.9197333333
199.68,22.5996,20.0419333334,21.4674666667,5.3668,12.4948666666,22.4738666667,23.1866666667,8.30180000001,20.8386666667,19.6226666667,30.2726666667,23.3962666666,22.0125333333
200.06,31.4056,26.0240666667,29.5582,9.759,18.1526,30.3214,30.8032666667,15.7028,27.9518666667,24.8192,38.5542666667,30.8434,28.0722
200.44,28.8095333333,19.2857333333,25.9523333333,-0.238199999994,13.4762666667,28.5238,22.6666666667,7.90486666666,24.7142,17.619,36.6190666667,29.5714666667,22.4762
200.82,33.0092666667,24.4907333333,32.0833333333,5.32413333333,17.4536666667,33.9815333333,25.8796,16.2500666667,31.3888666667,21.9444666667,43.6110666667,33.3335333333,27.2223333333
201.19,27.9898,14.0458,25.0382,-1.67926666666,8.19326666667,25.5471333334,18.1170666667,12.3155333334,24.6309333333,17.3535333333,37.6590666667,23.1043333333,19.6436666667
201.57,21.5476,7.91673333334,17.3214666667,-9.70233333335,3.75013333331,21.8453333333,12.0834666667,6.78579999999,21.1905333333,10.5357333333,36.0714666667,17.6786,17.2617333333
201.95,19.6038666667,4.22433333334,14.7194666667,-16.7656,1.1882,16.1716666667,9.83500000001,0.594200000014,19.1419333333,8.38286666668,38.2178666667,15.7095333333,13.5975333333
202.33,30.6306,18.5585333333,28.2282666667,-1.98206666668,14.9549333333,25.2853333333,17.5976666667,11.7117333333,32.6726666667,23.6034,45.7056666667,26.4264666667,24.3243333333
202.71,31.7460666666,21.9046666667,26.8254,-13.2539333333,12.4603333333,24.3652,12.4604,8.492,31.1904,19.4443333333,51.9841333333,23.492,26.9842
203.09,6.19879999998,-5.14620000002,-2.45606666666,-57.1930666667,-21.4034666667,-6.66666666666,-18.8304,-20.9356666667,5.14613333331,-4.44433333333,36.8421333333,-5.38013333333,3.04093333332
203.47,12.1904666667,3.4286,8.19039999999,-33.6192,-3.71426666666,4.28573333336,-8.66673333332,-8.47606666666,16.0950666667,7.52386666666,42.8571333333,-3.14286666668,10.0952666667
203.85,-5.28726666666,-21.3793333333,-15.1724,-66.0918666666,-21.4942666667,-25.2873333333,-34.2529333333,-29.1953333333,-1.60926666666,-11.3792,27.3562,-20.1148666667,-13.6781333333
204.22,-32.3576666666,-53.0081333332,-40.9755333333,-106.6666,-41.4634,-46.1788666667,-58.5365999999,-52.3576666667,-19.6748666667,-31.5446666667,20.8131333333,-44.0649333333,-34.7966666667
204.60,-17.2120666667,-19.2728,-12.7272666667,-54.7877333333,-16.7273333333,-20.7272666667,-26.788,-24.4847333334,1.93946666667,-8.48486666667,28.0001333333,-19.2727333333,-4.96966666667
204.98,-70.3704666666,-62.9629333333,-54.9999999999,-125.926066667,-59.8148666667,-78.7036666666,-75.3703333333,-73.5184666666,-36.8517333334,-53.8889333333,-2.0372,-61.8519333333,-52.0369333333
205.36,-59.6826000001,-47.7778666666,-45.2380666666,-106.984133333,-48.5714000001,-62.2222666666,-62.3808666667,-65.8729333335,-24.7618666667,-46.3492666667,-8.254,-38.8888,-57.1428666666
205.74,-33.7777333332,-18.2222,-17.0,-64.1111333333,-24.5556,-35.7777333333,-32.2222,-38.3333333333,-10.5554666667,-19.7777333333,2.00006666664,-15.7777333333,-36.6666666667
206.12,-9.54953333334,2.34226666669,2.61266666668,-25.4954666667,2.61266666666,-12.3424,-5.85593333333,-7.83793333333,11.1712,2.70280000001,14.2342666667,6.30633333334,-13.5134666667
206.50,-33.3333333333,-22.3808666667,-23.2381333333,-53.3332,-25.6189333333,-34.3808,-31.0476666667,-32.5714,-19.4285333333,-24.0952666667,-8.95240000001,-13.9048666667,-39.2381333333
206.87,-15.935,-12.9268,-6.82919999999,-30.0813333334,-10.4065333333,-17.7235333333,-15.2845333333,-11.7887333333,-0.569066666674,-9.75613333333,1.38206666666,0.65046666666,-24.7968666667
207.25,-14.4960666667,-9.06973333333,-5.27126666668,-28.8371333333,-9.06979999999,-11.3178666667,-10.3876666667,-7.3642,6.00000049644e-12,-5.42633333333,2.48073333333,5.96893333333,-25.4264
207.63,-14.7154666666,-9.26833333333,-9.75606666667,-31.4634,-13.0082,-16.2602666667,-14.309,-10.569,-2.43893333334,-8.21139999999,1.30073333333,5.60973333335,-28.3738666667
208.01,0.44946666666,4.04493333332,6.36713333334,-16.1798666667,5.69299999997,1.19840000001,-0.973866666654,2.39693333333,13.1835333333,10.7866,13.1086,17.1536,-13.2585333333
208.39,-16.2016,-3.33333333335,-7.20926666668,-29.8448,-8.91493333332,-14.1086,-14.6512,-10.9302666667,1.70540000001,-3.64340000003,-0.31000000002,3.0232,-27.752
208.77,-19.8008666667,-8.85566666666,-16.7164666667,-48.2587333333,-18.1093333333,-23.3831333333,-20.0996,-22.1890666667,-5.5722,-13.3333333333,-13.2337333333,-5.87060000002,-43.0845333334
209.14,-11.7808666667,-5.66213333334,-12.6028,-36.347,-12.1462,-17.7168666666,-13.6073333333,-16.6210666667,-1.09573333333,-2.10039999999,-6.30139999999,0.63926666666,-39.9086666667
209.52,-22.1505333333,-10.7526,-21.0752666667,-50.4300666667,-15.5914666667,-26.0216,-20.7526,-18.4945333333,-7.20433333333,-11.6129333333,-13.9783333333,-5.05386666668,-54.086
209.90,-71.238,-61.7142666667,-77.1429333335,-127.4286,-59.238,-70.8569999999,-73.9048000001,-63.8096,-50.4762,-61.3333333334,-54.6666666666,-31.8096666668,-137.523733333
210.28,-138.550666667,-105.797066667,-128.115933333,-228.6956,-134.4928,-119.710133333,-141.1594,-110.724666667,-102.898466667,-116.231733333,-95.0726,-77.9710000001,-231.884133333
210.66,-282.380933333,-236.666733333,-250.476266667,-386.666666667,-247.619066667,-261.428666667,-207.142866667,-182.857133333,-170.4764,-197.142733333,-199.523933333,-210.000066667,-409.523933334
211.03,-560.666666667,-428.0,-518.0,-702.666666667,-464.666666667,-513.333333333,-448.0,-426.0,-361.333333333,-413.333333333,-415.333333333,-421.333333333,-690.0
211.41,-2108.889,-1606.66673333,-1766.66653333,-2431.1112,-1702.22233333,-1920.0,-1686.66666667,-1511.111,-1326.66666667,-1653.33333333,-1662.22213333,-1544.44446667,-2444.4444
211.79,800.740666668,660.740733333,614.074133333,933.333199999,628.148133333,731.111133333,639.259266667,619.259266666,563.7038,650.370400001,680.7406,608.148133334,905.925866666
212.17,632.7778,496.111,457.777866667,672.7778,494.4444,542.222266667,477.777866667,439.444466667,450.0,514.999866667,504.444333333,466.666666667,675.000200001
212.55,1170.0,994.444466665,843.333333333,1161.1112,898.888933334,996.666733333,927.777666667,815.555466666,846.666666667,986.666733333,904.4444,824.444466667,1262.22213333
212.92,378.484866667,323.939333333,290.606133333,366.969666667,292.727133333,337.575933333,320.909133333,254.242533333,265.151533333,325.454666667,289.393866667,269.090866667,407.5758
213.30,258.5586,220.901,209.549533333,254.054133333,199.279133333,212.972933333,230.630733333,187.207266667,193.693666666,229.909866667,209.189133333,201.261266667,254.594666667
213.68,263.5,225.333333333,209.833333333,246.333333333,202.666666667,217.166666667,235.833333333,199.833333333,207.5,234.833333333,218.0,216.333333333,253.333333333
214.06,284.833333333,230.833333333,221.5,255.833333333,218.5,246.833333333,259.0,220.833333333,218.0,255.666666667,243.666666667,242.666666667,262.166666667
214.44,279.666666667,232.5,226.5,250.666666667,206.333333333,243.666666667,259.166666667,224.166666666,219.166666667,256.166666667,257.0,244.0,258.0
214.81,228.496733333,192.679733333,185.620866667,203.5294,170.849666667,187.973866666,226.535933333,197.908533333,189.019533333,213.594666667,218.169866667,198.5622,213.986933333
215.19,172.338266667,148.955266667,132.8358,145.8706,126.268533333,136.019866667,164.676666666,142.388266667,140.995,159.5024,166.3682,149.751266667,160.796
215.57,163.737333333,142.7272,127.979733333,135.5556,122.222266667,135.6564,160.404133333,135.151333333,135.050466666,156.0606,157.6768,150.403933333,152.222266667
215.95,160.597,136.119466667,134.029933333,126.9652,120.597066667,128.855666666,158.109533333,128.955133333,129.054866667,152.636866667,155.024866667,150.248733333,143.582066667
216.32,174.179933333,146.455066667,146.3492,145.502666667,131.111133333,143.9152,165.079266667,141.904666667,140.105933333,167.936466667,171.957666667,166.0318,154.709
216.70,141.0,117.083333333,114.583333334,126.333333333,108.75,124.5,135.666666667,114.083333333,115.333333334,129.416666667,144.25,139.416666666,122.5
217.08,184.2858,151.785666667,136.9048,162.619133333,135.952466667,157.500066667,170.357066667,144.643,147.619066667,157.261933333,182.380866667,177.1428,154.285733333
217.46,204.202933333,165.5072,145.072533333,166.666666667,149.565266667,184.782466667,182.898333333,145.942,147.101533333,171.449333333,200.579866666,188.695666667,173.043466667
217.83,164.4026,128.1762,108.427733333,134.9686,114.591266667,145.4088,138.616333333,110.691733333,103.1446,131.823933333,152.830133333,144.402466667,140.503066667
218.21,202.666666667,148.9524,115.809466667,145.1428,135.4286,161.5238,154.476266667,109.7142,122.8572,142.095266666,178.0954,172.1904,170.8572
218.59,198.919,148.288333333,111.171066667,131.1712,142.162266666,171.892,155.675666667,111.351266667,125.2252,143.6036,160.1802,160.900933333,166.3062
218.97,164.3244,107.027133333,84.6847333334,107.5676,113.693733333,152.2522,117.477466667,68.6485999999,88.1082666668,110.450333333,121.261333333,130.450533333,129.5496
219.34,154.902133333,100.392133333,86.0785333334,118.431466667,116.666466667,156.274533333,128.627466667,69.6077999999,100.588266667,112.1568,132.352866667,140.3922,134.509733333
219.72,138.2858,92.5714666668,74.8572,105.523866667,89.3334,132.1904,113.1428,55.2381333333,76.9523333333,97.5238666667,115.619133333,118.4762,122.285666667
220.10,99.1357333333,64.321,47.0369333333,76.2964,67.5309333333,89.7531333335,68.7654666667,38.2715333333,59.0123333333,68.7653333333,75.6788666667,75.4321333333,95.5554666666
220.47,76.3636666667,43.5151999999,26.4242666666,45.091,49.5758666666,63.5150666667,57.9394,16.1212,33.697,44.0,48.2424666666,45.5758,73.091
220.85,78.8148666667,38.8147999999,12.1481333333,23.9999333333,33.3332666667,52.5925333333,53.4815333334,-1.7778,27.2592,36.7408666667,40.4444666666,35.1110666667,75.4074000001
221.23,82.5927333335,42.4690666666,27.0370666667,26.1729333333,35.1851333333,51.6050000001,53.9505333332,14.8147333333,29.2591333334,43.0864666667,48.7654666666,41.6049333333,74.6914666667
221.61,72.6569333333,42.7054,33.3333333333,29.6619333333,39.7100666667,51.0144666667,57.1981333333,28.5991333333,45.1208666667,46.5702,53.8164666667,49.2753333334,74.8791333333
221.98,80.4519333333,46.7796666667,38.5311999999,24.1807333333,46.3277333334,60.226,70.3955333333,30.2824666667,60.4520000001,51.5253999999,63.9546666665,64.6329333334,75.3672666667
222.36,73.7719333333,49.1228666666,46.4034666666,36.3158,45.965,63.5965999999,69.1228,44.5613333333,56.579,61.4035333333,62.9825333333,64.5614,72.8069333333
222.74,78.8405333333,53.6230666667,49.7584666667,43.8646666667,46.7633333333,67.5362,68.3093333333,41.0628,58.6472666667,65.2173333334,77.8743333333,76.9082666666,81.8356666668
223.11,100.564933333,76.8362,63.3897333333,56.1582666666,58.87,83.5028,89.3785333333,60.904,77.9661999999,90.2825333333,99.8869333333,96.6102,108.8136
223.49,116.969666667,92.6061333333,74.5454666667,68.1212666666,71.0302666667,100.484733333,102.909133333,79.5151333333,87.2727333334,102.181733333,102.4242,110.060466667,121.454466667
223.87,144.313733333,111.764666667,102.0914,98.3006666665,101.6994,131.2418,128.889,110.5882,121.829933333,123.398733333,132.549066667,143.267866667,153.072
224.24,186.666666667,146.8628,137.451,117.843266667,122.549066667,179.215733333,181.960866667,148.0392,163.5294,160.7842,191.764666667,190.980466667,203.5294
224.62,193.958333333,140.625,131.25,125.0,114.583333333,186.666666667,174.166666667,166.458333334,171.458333333,166.666666666,202.083333333,200.416666667,216.875
225.00,294.444533333,229.629733333,238.888733333,205.555466667,178.5186,298.1482,281.111133333,273.703666667,272.963,291.111066667,327.037133334,332.5926,377.407466667
225.38,190.617133333,150.123466667,160.493866667,135.308733333,122.715933333,200.4938,192.839466667,175.802466667,202.2222,206.666666667,233.3334,236.0494,250.1236
225.75,222.8986,168.985533333,178.550666667,154.7826,124.927533333,217.1014,189.855,203.188333333,218.260933333,228.9854,254.782533333,269.855066667,245.797133333
226.13,160.7018,128.421066667,144.736866667,128.596533333,111.228133333,156.315866667,138.421,153.6842,149.298266667,164.912333333,185.263133333,176.3158,171.052666667
226.51,199.375,168.75,182.5,163.125,139.791666667,197.291666667,174.166666667,188.75,200.625,196.458333333,216.875,232.916666667,204.583333333
226.88,210.714266667,156.190466667,198.333333333,167.8572,145.000066667,207.381,209.285733333,217.142733333,230.714133333,205.0,223.571533333,234.761933333,212.857133333
227.26,-3813.33333333,-1920.0,-3693.33333333,-2500.0,-2013.33333333,-3486.66666667,-3733.33333333,-3953.33333333,-4593.33333333,-3300.0,-3920.0,-4266.66666667,-3613.33333333
227.64,-206.666666667,-49.1666666667,-176.666666667,-71.2500000001,-56.2499999998,-140.0,-149.583333333,-187.5,-246.25,-162.083333333,-177.916666667,-180.416666667,-161.666666667
228.01,-96.9445333333,8.88893333332,-73.0555999999,-2.5,-0.83339999998,-43.0556,-49.4443999999,-87.4998666667,-126.111066667,-70.5555333334,-70.5555999999,-70.2777333334,-52.5000666667
228.39,-58.7096,22.3655333333,-48.1720666667,0.43006666668,8.38713333334,-15.914,-18.2796000001,-53.7635999999,-77.4192000001,-50.1074000001,-30.5377333333,-50.7526666667,-13.9785333333
228.76,-149.0196,-9.01959999988,-156.862733333,-31.3725333333,-29.4117333332,-89.0196,-75.2941333334,-115.2942,-198.823533333,-133.333266667,-73.3333333331,-153.333266667,-49.8038666665
229.14,-273.3332,-36.6666666667,-279.4444,-106.666666667,-116.111133333,-168.888733333,-136.111,-218.333333333,-341.1112,-222.222266667,-125.555533333,-256.666666667,-75.0
229.52,-60.7619333335,23.4286,-67.0474666667,-1.52386666668,-18.857,-27.8095333333,-15.4286666667,-39.0477333334,-78.8571333333,-33.9048,6.6667333332,-47.2381333333,4.19033333334
229.89,-47.9363999999,33.9682666667,-44.9206666667,4.12706666668,-6.82533333334,-4.76193333332,-8.25406666667,-21.5872666666,-53.4921333334,-18.7302,19.9998666667,-20.4763333333,-3.01593333334
230.27,-84.1906000001,18.0952,-68.381,-10.2856666667,-31.2382,-24.7618666666,-30.6666666667,-46.4761999999,-93.5238,-45.1427999999,4.57146666668,-51.0475333333,-20.3808666666
230.65,-226.0318,-45.3968000001,-197.460333333,-93.0159333333,-146.984133333,-109.841333333,-126.984133333,-146.3492,-217.460066666,-140.952333333,-89.2062,-140.6348,-94.6030666666
231.02,-255.087733333,-86.6666666666,-230.526333333,-111.929666667,-182.807133333,-123.859733333,-118.596533334,-171.228,-247.017666667,-147.017533333,-96.4912666666,-181.403533333,-108.421066667
231.40,718.518533333,391.111133333,668.1482,425.925933333,555.5556,443.703733333,393.333133333,505.185266667,673.3334,537.037,375.555666667,574.074133333,361.481466667
231.78,311.579066667,159.298333333,308.771866667,196.4912,256.140333333,209.473666667,182.105266667,203.508666667,295.087733333,241.754266667,167.368466667,258.596466667,152.982466667
232.15,219.696866667,101.515266667,224.848533333,117.575666667,175.757533333,135.151533333,113.333333333,123.939466667,230.000066667,163.030266667,99.6968666666,178.182,101.515133333
232.53,281.7544,145.614066667,283.157866667,165.614066667,254.7368,174.035066667,157.543866667,160.701866667,309.824533333,213.333266667,147.368266667,244.561466667,169.4738
232.90,-1130.0,-568.333333333,-1255.0,-773.333333333,-1145.0,-641.666666667,-658.333333334,-756.666666666,-1326.66666667,-816.666666666,-723.333333333,-1050.0,-568.333333334
233.28,-2.80195544998e+15,-1.64620213652e+15,-3.05357702007e+15,-1.89355893424e+15,-3.0151940687e+15,-1.5822305509e+15,-1.76135099063e+15,-2.21768163469e+15,-3.32652245203e+15,-2.20488731757e+15,-2.12385664245e+15,-2.84460317373e+15,-1.69311463264e+15
233.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234.03,-108.717866667,-67.6923999999,-156.410133333,-80.513,-158.205,-80.0000666667,-84.8716666667,-109.230866667,-184.358933333,-122.051266667,-113.846266667,-150.769266667,-45.6410666667
234.41,-8.606,-1.69680000001,-42.7878666666,-2.303,-40.3636,-2.54553333333,0.363666666686,-19.1516,-51.5152,-19.0302666667,-17.3332666667,-40.3637333333,7.27280000001
234.78,34.5453333333,39.0909333333,17.1212,36.8181333333,17.3484,40.8334666667,40.5302666667,25.6818666667,7.95453333332,26.7424666667,28.4091333333,12.4999333334,40.4546
235.16,23.5125333333,31.3262,10.9676,27.9572,7.95713333334,29.1038666667,31.0394,13.7634666667,2.07886666668,16.0572,21.2904666667,6.23660000001,30.4658
235.54,22.559,32.5251333333,14.2087333333,28.1482666666,7.4074,30.1682666667,26.8013333333,13.9393333333,4.64646666667,18.7206,22.5589333333,8.82153333333,28.8215333334
235.91,16.7309333333,23.718,7.82053333332,20.1923333333,-0.320533333327,21.6667333333,21.0898,6.08973333333,-1.21799999999,11.218,14.9359333333,-2.7564,21.4102666667
236.29,11.051,18.5585333333,1.08106666667,14.5345333334,-6.30626666667,15.0150666667,14.5945333333,-3.30320000001,-0.960866666666,4.20413333332,8.10806666665,-6.60666666667,16.5765333333
236.66,2.01399999999,11.0415333333,-8.54166666667,11.389,-10.4166666667,6.73606666665,2.08333333332,-16.875,-9.65279999999,-1.87499999998,2.29160000001,-11.3193333333,13.9582
237.04,-0.57979999998,9.05793333333,-5.36226666665,15.0,-10.8696,6.59426666666,3.4058,-15.2174,-9.13039999999,-7.24653333332,7.60866666667,-4.85500000001,11.8840666667
237.41,-13.4767333333,2.72393333333,-10.9677333333,4.15766666668,-22.1506,-5.5914,-7.88513333333,-25.233,-20.3584666667,-14.7669333333,-2.07886666665,-12.4014,5.51973333333
