wavelength,Back_TanXacf,Belly_TanXacf,Breast_TanXacf,Crissum_TanXacf,Crown_TanXacf,DorTail_TanXacf,Patch10_TanXacf,Patch11_TanXacf,Patch12_TanXacf,Rump_TanXacf,Throat_TanXacf,WingTip_TanXacf
186.39,53.7036666666,86.8519333333,98.2407333333,64.2592,76.7592666666,99.5418395555,103.935166667,78.2408,73.9814,81.4353333333,65.2777333334,47.7313666667
186.77,30.8108666667,71.0810666666,81.7116666668,46.4865333333,55.5856,80.5487363334,88.2883,64.2793,52.1621333333,62.2972333333,49.8197999999,33.2883333333
187.15,18.6854666667,62.3473333333,74.3663333334,36.9013333333,49.3897333333,74.3782726667,84.1783666666,55.7746666667,44.4132,56.291,46.0096,26.0562666667
187.53,23.2323333333,67.7777333333,81.5151333333,41.6162,56.9697333333,72.4960066667,91.3132333333,63.8384666667,49.9999333334,63.4848666667,47.6768666666,29.9493666667
187.91,5.83333333331,59.8810000001,69.5237333333,25.4762,41.5476,56.9280736666,87.5595000001,50.8332666667,37.2618666667,52.0832666667,30.2381333333,6.72633333333
188.29,-17.3610666667,49.3055333333,56.3889333332,3.05559999994,25.9720666667,42.8284286667,79.9999666667,36.875,21.9444666666,34.1666,15.4168,-8.54166666668
188.67,-45.0451333333,38.5585999999,47.7477333334,-16.0360666666,11.3514,38.3197707778,80.7207,30.8108333333,10.0900000001,19.3693666667,3.42346666674,-23.5135666667
189.05,-10.0,50.1333333334,53.2,4.80000000002,37.4666666667,48.0064444444,77.2666666667,42.0666666667,33.0666666667,34.8,25.0666666667,5.73333333334
189.43,-3.46133333333,53.5897333334,54.7436666667,9.8718,44.8719333333,37.23667,77.0513000001,42.4358666667,37.5641333333,36.4743,26.4103333333,11.5384666667
189.81,23.5978666667,65.2909333333,67.9364,34.1799333333,59.7883333334,52.7046138889,86.4020666666,61.5341666667,55.6613333334,52.963,46.9841333333,33.7567666667
190.19,6.0,53.1111333334,54.9998666667,22.3334,48.3333333334,43.5001732222,74.1109999999,50.0,44.6666,44.1112,35.0001333334,23.3889666667
190.57,22.7956,67.3117999999,64.1935333334,35.699,64.7311333333,54.572582,77.8494666667,61.0754666667,57.0967333333,55.9140666667,41.6128666667,37.7957
190.95,41.9671333333,84.4807999999,75.7378,51.6939333334,85.3552,67.4832997778,87.3772333335,78.0327333333,78.4697999999,71.1474333333,51.5847333333,51.9673333333
191.33,43.9048,80.0001333333,69.7141999999,51.1428666667,77.0475333334,61.881857,77.3332666667,75.5713,76.8571333335,69.0476333334,51.4286666667,50.9047333333
191.71,48.3922,77.2548666665,66.8234666666,55.3726666667,69.8038666667,62.4060125556,74.6275,75.0588,74.1960666667,69.2548666667,57.1764666666,50.0784
192.09,51.6312,75.2481333333,68.9362666667,59.3616666667,71.3474666666,62.2899993333,75.0001666667,76.0283,76.2410666667,69.8581333333,59.1490666667,51.312
192.47,56.8159333333,72.4379333333,66.0198666667,59.8008666667,70.1492666666,58.0980954445,68.8059666667,72.786,70.8458,68.0845666667,61.0446,49.4776
192.85,53.9743333334,67.1793333333,62.0086,55.8547333333,65.8547333333,52.4409393333,62.5214333333,65.3205666667,65.2136666666,64.0170333333,56.9658,46.5170666667
193.23,47.3202666667,60.3921333333,58.7364,50.196,59.7384666667,45.1383286667,56.7538,59.6732,58.6494,58.6494333334,50.9803333333,38.4095
193.61,45.8442666667,56.7533333333,57.1860666667,47.4026,55.4978,43.9370205556,53.2899666667,55.1731666667,55.0215333334,58.7662333333,50.0,33.7447333333
193.99,40.218,52.3747333333,51.6776666667,44.0958666667,47.5817333333,37.9876071111,48.0392666667,50.2179,47.4945333333,55.1416,46.6232,28.3225666667
194.37,40.4824666667,52.9385333333,50.4385333333,42.4122666667,46.3158,35.2457534445,46.5788666667,49.4737666667,46.5350666666,55.7016666667,46.7983333334,27.5656666667
194.75,36.3204,49.3073333333,47.4458,40.303,42.857,32.7580771111,45.2812666667,46.1688,42.5975333333,51.8615333333,44.9784,26.5367666667
195.13,25.7635333333,39.9569333333,37.4192666667,30.4946666667,31.699,24.6677784444,36.4732,34.3871,32.9462,41.3977333333,37.8065333333,18.9461333333
195.51,22.7071333333,34.8283333333,34.5454666667,27.8787333333,29.3334,21.8402024445,33.3738666667,29.6364,29.3333333333,37.5758,34.7474666667,17.2928666666
195.89,14.8052,25.8009333333,25.5412,18.5281333333,21.4718,13.3667265556,24.4805,19.4371666667,20.4762,28.5280666667,26.1905333333,9.74033333333
196.27,6.88313333334,18.3982666667,14.8918666667,8.05206666667,12.8570666667,6.91318777779,16.1473666667,10.4112333333,9.48053333334,20.9091333333,18.6148,2.12133333334
196.65,-19.3732666667,-1.53840000001,-4.21653333334,-16.2393333334,-11.1112,-11.1615487778,-2.10816666667,-10.7122666667,-12.4786,4.44433333333,-2.05139999999,-20.6839
197.03,-31.3394666667,-12.5857333333,-14.1432666667,-28.9096,-24.5481333333,-22.1880617778,-12.4299,-22.9906666667,-26.0436666667,-5.54513333335,-13.0841333333,-31.5265666667
197.40,-30.303,-13.5756666667,-20.1211333333,-29.4545333333,-24.485,-22.3251058889,-12.4849,-24.3029333333,-25.8181333333,-7.15136666667,-15.6970666667,-26.5757333333
197.78,-26.7214,-12.2404666667,-18.1420666667,-23.8250666667,-20.8196666667,-20.0505262222,-8.55189999999,-19.2896333333,-18.6885333333,-4.69940000001,-15.6831333333,-18.8251
198.16,-27.8430666667,-16.8627333333,-22.3526666667,-28.0672,-21.4565333333,-22.1204297778,-10.7844333333,-23.2211666667,-19.1597333333,-7.59116666667,-17.3109333333,-22.269
198.54,-24.2424666667,-16.6942,-22.92,-26.3911333333,-19.9448666667,-19.3067187778,-9.50413333333,-21.8182,-19.5591333333,-6.63916666667,-13.113,-20.9641666667
198.92,-29.2436666667,-24.4818,-29.9719333333,-33.2772,-27.7872666667,-27.2508562222,-13.2212,-28.5712666667,-27.395,-15.4622,-19.1036,-28.3193333333
199.30,-27.1304,-22.9565333333,-25.2754666667,-30.4347333333,-24.3477333333,-24.8059568889,-10.6666333333,-23.9419666667,-23.3623333333,-12.8985666667,-16.1158666667,-26.8407
199.68,-29.903,-24.1424,-28.932,-35.2752,-26.3430666667,-28.1563236667,-12.8156,-23.5922,-25.5016,-14.8868666667,-18.9643333333,-28.9320666667
200.06,-26.1280666667,-17.8452666667,-23.165,-32.2559333333,-22.0202666667,-20.8609713333,-7.57573333333,-19.7643333333,-24.0404666667,-12.8282333334,-14.7475333333,-22.6937
200.44,-10.8738666667,-3.30106666667,-6.21353333334,-13.4626,-4.46606666667,-6.9176672222,5.66343333334,-6.95790000002,-8.09073333335,-1.29443333332,1.55333333336,-2.2654
200.82,0.194133333328,2.39493333332,1.29446666667,-6.08393333335,4.53086666668,-4.04196577778,7.11966666667,-1.35919999999,-0.970933333319,2.65383333333,9.83813333332,9.54693333334
201.19,8.82713333332,7.96299999998,6.17279999999,3.70373333334,12.2222666667,-1.06797255556,12.4999666667,7.90123333334,8.395,9.19756666667,14.4444666667,14.2284666667
201.57,11.1727333333,9.81493333332,11.1728666667,7.03700000001,14.5677333333,1.24031011112,14.321,10.5863,10.1234,10.4011333333,19.6913333333,13.5801666667
201.95,10.6367333333,8.53933333334,8.01493333332,5.54326666667,14.8315333333,-1.92307977778,13.4083,11.7229666667,6.442,5.16843333331,25.9176,12.1348
202.33,8.7356,6.5134,10.3448666667,5.05753333335,15.6320666667,-4.15836155556,12.2605333333,8.9272,6.58993333333,1.83900000001,24.4444666667,14.4827666667
202.71,16.7041333333,10.4868,20.6742,7.34086666667,26.7415333333,0.60315466666,18.6517333333,13.3333333333,17.678,3.70790000001,27.1909333333,22.9588333333
203.09,25.1515333333,18.7878,29.0150666667,14.2424666667,40.5303333333,5.67603911114,24.4316666667,19.8484666667,26.3636666667,14.5074666667,36.9697333333,32.1591333333
203.47,28.9824666667,19.1579333333,25.1228666667,15.9297333333,42.7368,6.69245966666,21.8245666667,19.5087666667,20.4912,16.4209333333,34.5966,32.6666333333
203.85,25.0,10.7970666667,19.058,10.4348,37.6086,-0.21183611112,16.2681,11.6303666667,10.0,5.57976666666,27.5362,27.1377666667
204.22,26.0805333334,9.81686666667,19.4872,13.6996666667,38.0951333333,-6.03813311112,12.8937666667,11.6848666667,12.9670666667,8.20506666668,28.5714666667,28.0953
204.60,21.5686666667,0.235333333326,13.1764666667,6.98053333334,29.0982,-12.2787664445,2.0392,4.58800000001,6.35293333334,0.117733333306,21.4902,20.9410666667
204.98,22.0974,1.87266666667,13.5580666666,15.2808666667,28.4643333333,-7.02500222222,7.79023333334,4.79406666666,7.56560000001,4.23219999999,24.5692,22.6216666667
205.36,11.0144666667,-11.9807333333,0.9662,2.41546666668,20.1932,-20.6402933333,-4.44436666666,-12.7536,-11.0144666667,-10.5314333333,15.4589333333,16.3769333333
205.74,15.6789333333,-14.321,4.07406666668,2.96293333334,23.8270666667,-25.1929903333,-6.41973333334,-18.0863666667,-11.4814666667,-3.88876666668,17.6543333333,20.5556
206.12,19.885,-3.10353333336,5.17233333332,3.10346666666,22.9885333333,-24.6396028889,-4.08056666666,-15.4022333333,-7.24126666666,5.80456666667,11.7240666667,17.7011
206.50,19.2907333333,-8.93606666666,-9.50353333334,-4.25533333332,19.4326,-37.7059978889,-18.7942666667,-24.1844333333,-21.9858,6.59580000001,5.39013333333,12.6949
206.87,-74.7369333335,-128.771866667,-147.3684,-102.456266667,-76.1402666665,-194.839845222,-151.578866667,-160.8771,-183.157933333,-84.9122333334,-109.473733333,-84.0351333333
207.25,167.878733333,203.9394,235.7576,195.757666667,190.606133333,265.770125667,227.878833333,230.4545,261.818133333,173.030266667,210.606066667,181.8182
207.63,97.1211333334,110.151533333,120.606066667,114.2424,116.212133333,142.378190222,117.424366667,126.666733333,131.8182,100.302866667,119.545466667,101.363666667
208.01,85.9862666667,84.4898666666,97.4149333334,93.7415333332,99.0478,116.466747333,96.1225333334,102.7891,105.3062,72.449,102.857133333,86.4626
208.39,95.0326666667,90.7191333333,105.751533333,102.745066667,107.451,115.371436445,100.718966667,105.163266667,116.732,79.0850000001,110.457533334,95.0328
208.77,90.1886666667,83.7736000001,101.132133333,101.257733334,104.402533333,119.373246,96.5408333333,105.5974,109.9372,73.3961333333,108.804933333,89.0565666667
209.14,96.2068666667,89.4252666667,99.0805999999,106.551866667,109.885133333,126.589504889,100.6896,104.770066667,114.597733333,79.9425333333,115.1724,90.2299666667
209.52,101.2,88.6666666667,102.666666667,108.933333333,112.266666667,130.545111111,104.866666667,111.2,117.733333333,78.1333333333,120.8,89.0
209.90,107.619,96.7347333333,112.517,118.231333333,117.959333333,139.575606555,107.346966667,113.4014,126.1224,91.0884333333,127.210933333,91.5646666667
210.28,105.4166,98.0554000001,102.222133333,112.5,107.777666667,130.466814889,104.6528,107.847133333,123.055533333,89.9304666666,119.444466667,82.9166666667
210.66,100.833333333,94.1666000001,94.0278000001,103.8888,103.8888,126.449372111,96.4583333333,100.624966667,117.777866667,83.9584,112.361133333,74.9998333333
211.03,91.7778000001,83.7778000001,80.8888666665,98.2222,114.888866667,140.718785889,99.6665333333,90.8888333333,116.444466667,63.6666333333,103.777933333,53.1110666667
211.41,65.0,52.5000000001,40.8333333332,74.1666666666,119.166666667,170.318055556,94.5833333333,68.75,97.9166666667,29.7916666667,71.6666666667,-18.9583333334
211.79,68.0,54.2222000001,29.3333333332,38.2221333333,97.7777333333,173.703140667,96.4444333332,39.1110666667,120.888933333,2.6666,43.5555999999,-46.6666
212.17,36.6665999999,52.9628,25.9260000002,37.4073333333,67.4073999999,157.383890778,77.5925666667,30.9259,112.222333333,16.1110333333,15.9258666668,-48.3334333333
212.55,19.9999999999,46.6666666666,13.6666666667,45.6666666667,44.3333333334,144.108333333,61.4999999999,26.8333333334,101.666666667,19.1666666667,6.66666666666,-30.5000000001
212.92,12.6666666667,53.9999999999,-31.9999999999,36.6666666667,11.3333333334,233.568888889,55.6666666666,-45.6666666667,167.333333333,-3.66666666661,-75.3333333334,-81.6666666667
213.30,-184.444599999,-24.4445999999,-117.7778,73.3333999993,-248.888866667,480.274147221,12.2221,-369.9999,393.333266667,-158.888933333,-426.6666,-201.111166667
213.68,-326.666666667,106.666666667,-83.3333333334,300.0,-326.666666667,940.849999999,95.0000000012,-616.666666667,696.666666666,-65.0000000001,-763.333333332,-40.0000000014
214.06,380.0,-386.666666666,-66.666666664,-700.000000001,606.666666667,-2420.74444445,-496.666666668,1163.33333333,-1866.66666667,-199.999999999,1506.66666667,-350.000000001
214.44,67.9999999999,-190.666666667,-65.3333333336,-244.0,38.6666666668,-547.573333332,-104.0,205.333333333,-466.666666666,-101.333333333,246.666666667,-166.666666667
214.81,58.0392666667,-36.8627333333,19.6079333333,-52.1569333333,32.5491333334,-126.400611333,-8.62753333334,67.4510666667,-116.862866667,-4.5098666666,103.137333333,-46.2746
215.19,40.3333333333,-43.3333333333,2.66666666666,-62.3333333334,31.6666666665,-113.191111111,-7.3333333334,39.6666666667,-100.333333333,-8.66666666666,68.3333333334,-35.1666666667
215.57,48.6820666667,8.06193333333,36.4342,0.930266666674,51.6279333333,-18.3070785555,29.8448666667,47.4419333333,-16.7441333333,35.6588666667,59.8449333333,17.9845333333
215.95,46.5536,13.1071333333,30.8474,6.44073333333,48.1356,-1.52943633334,30.0566,40.6214666667,1.24293333332,35.3672,50.6214666667,17.5706
216.32,51.605,13.4567333333,36.0493999999,14.4444,54.3211333333,8.60973588888,30.8024,45.4320666666,5.67906666666,42.7778333333,55.432,21.7283333333
216.70,43.1184,10.6451333333,31.0753333333,14.8386666667,43.3332666667,6.4533688889,29.9462666667,42.043,12.3654666667,38.5483,48.0646,26.3440666667
217.08,43.4188,-7.86339999999,19.1453333333,-7.35046666666,41.3674666667,-11.9976363333,22.9059333333,36.9230666666,-2.39313333332,38.0340666667,45.9829333333,19.1452666667
217.46,41.8182666667,-20.2020000001,6.46466666668,-23.2323333334,22.0201333333,-40.6895639999,10.404,21.5151666667,-13.7373333332,34.9495333333,39.7979333333,10.707
217.83,42.7026666666,-17.6576,5.22519999994,-20.1800666667,9.00906666669,-36.0930262222,4.4144,18.0180666667,-20.0000000001,31.0810666666,34.5945333333,23.6035666667
218.21,50.1075333333,-24.0860666667,8.60200000006,-32.2580666665,5.59146666668,-29.9128708889,-2.90323333332,11.9355,-28.8172,32.6882,35.0536000001,28.4946666667
218.59,63.7682666665,-41.1594666667,1.44920000007,-37.6810666666,-5.50720000008,-43.3710472223,-23.7682,-4.9274333334,-41.4491333333,30.1448666667,37.1015333333,39.4202333333
218.97,81.8518,-29.9999999999,9.25926666652,-40.7408666667,7.77779999991,-37.537067889,-9.44453333333,14.4444666666,-32.5926,53.5186666667,50.0000666667,72.5926666667
219.34,127.6922,-17.9486666667,16.9230666667,-45.1282,2.56400000006,-47.3949240001,5.89746666666,27.1797333333,-32.8205333334,57.1795333333,92.3077333332,78.9743666667
219.72,-213.333333333,1693.33333333,1153.33333333,2020.0,1466.66666666,2005.63333333,1160.0,870.0,1700.0,683.333333334,79.9999999994,460.0
220.10,16.6666666666,173.888933333,110.555533333,197.7778,155.555533333,217.684333667,111.6666,106.944466667,144.444533333,96.1110999998,35.0000000001,76.6666666667
220.47,-48.3333333333,-396.666666667,-233.333333333,-571.666666667,-493.333333333,-701.163888887,-258.333333333,-303.333333333,-375.000000001,-189.166666667,-40.0,-259.166666667
220.85,6.66666666672,-105.333333333,-50.0,-158.666666667,-162.666666667,-251.126666667,-86.3333333333,-105.666666667,-106.0,-6.3333333334,-6.66666666654,-83.3333333333
221.23,19.5833333333,-42.0833333332,-14.9999999999,-69.1666666666,-97.9166666666,-136.335416667,-33.7500000001,-65.8333333332,-48.3333333333,19.375,19.5833333334,-29.3749999999
221.61,8.3334,-61.6667333334,1.42108547152e-15,-72.7778666667,-128.333333333,-162.864749889,-36.1109666667,-77.2223333334,-25.0000666668,19.7222666667,32.2222666668,-16.9444666667
221.98,240.000000001,566.666666667,99.9999999986,1066.66666667,1500.0,2111.42222222,266.666666667,1093.33333333,-100.0,-273.333333335,93.333333332,593.333333333
222.36,6.6666666666,-226.666666666,-220.0,600.000000001,1066.66666667,1888.53333333,-30.0,673.333333332,-900.000000002,-653.333333334,-166.666666668,136.666666666
222.74,17.777866667,-149.999933333,-96.6666000001,105.5556,164.4444,307.088901,-101.111133333,23.3332666668,-188.888866667,-147.777766667,-81.1110666666,-13.8889333333
223.11,10.3704,-102.222266667,-47.4074,86.6667333335,118.518533333,232.436976444,-38.1480666666,-10.0001333333,-134.074,-66.6667000001,-68.8888666667,-30.7408333334
223.49,26.6666666667,-45.3333333334,-21.7778000001,60.4444,69.3334000001,164.404474222,-15.7777999999,-2.66666666666,-35.1112000001,-36.8889999999,-21.7778,-18.8887666666
223.87,450.0,886.666666666,720.0,156.666666667,16.6666666668,-682.083333333,538.333333334,586.666666667,676.666666667,753.333333333,613.333333334,610.000000001
224.24,62.3528666668,128.235333333,93.7255333333,25.098,13.7256,-64.698726,74.3136666667,72.9410666666,47.4510666668,82.1567666665,71.7647333335,84.1176000001
224.62,87.1793333332,161.538533334,109.2308,13.3334000001,26.6667333333,-57.8683662221,99.2306666666,108.9744,57.9488666668,108.205266667,88.7180666667,139.2307
225.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.38,64.1666666664,-33.3333333334,3.33333333333,209.166666667,118.333333334,291.205555556,23.75,-65.4166666667,145.0,45.8333333332,31.6666666665,42.0833333333
225.75,-253.333333334,513.333333334,660.0,-1226.66666667,-533.333333334,-1815.48888889,366.666666666,1060.0,-1033.33333333,89.9999999994,-66.6666666666,-96.6666666654
226.13,28.2758666666,52.6436666667,71.7241333333,11.0344666667,37.2414666667,-6.52296822212,53.1034,78.8505666667,-2.52893333334,57.2414,51.4940666667,40.4599666667
226.51,22.2764,30.0813333333,56.0976,8.61793333336,25.6910666667,0.97482877776,45.6097666667,60.8129,-0.48793333334,46.748,41.7885333333,28.5365666667
226.88,25.6566,27.8787333333,43.8383333333,15.6566,27.9798,14.0914021111,39.798,44.8485,13.7373333333,43.0807333333,37.6767333333,26.7677
227.26,21.4815333333,23.5017333333,35.2862,17.1044,21.2120666667,15.5065634444,33.2996666667,30.9428,12.7274,34.6128,27.4076,22.8618
227.64,21.5714666667,20.2856,29.6190666667,17.6190666667,20.2382,17.5539722222,29.6665666667,26.5953666667,15.4286,30.9760666666,25.3334,22.4523333333
228.01,22.0613333333,19.2543333333,27.4122,16.0966,20.1754,17.931984,29.2104333333,24.4957333333,17.4122,31.5130666667,26.7105333333,22.8509333333
228.39,23.8986666667,20.0780666667,28.421,16.9589333333,20.5458,19.06887,28.6159,25.4578333333,20.5068,35.7113333333,27.9922,23.6646666667
228.76,21.7468666667,16.2566666667,24.1712,14.4385333333,17.1123333334,14.3903441111,24.7416,21.3547666667,16.5062666667,30.8555666667,22.5668,19.6079333333
229.14,22.6976,17.9844666667,25.1472666667,16.6511333333,19.5347333333,16.4321667778,24.6201333333,21.8605,17.7364666667,31.5968333333,23.2247333333,21.3178
229.52,20.9177333333,17.1390666667,22.0782666667,14.089,15.8974,15.3378798889,23.0768,18.4478666667,14.4938666667,28.826,20.6478666667,19.1768666667
229.89,21.7106666667,18.0628666667,20.7798,14.0125333333,15.522,15.9849173333,23.6477333333,17.6351666667,13.283,27.9874666667,20.2012,18.9183666667
230.27,18.5296666667,14.0177333333,15.64,8.54253333333,10.3675333333,12.3308637778,19.4423333333,14.4485333333,9.27746666667,23.8403,15.5893333333,14.1699666667
230.65,15.5805333333,10.7116,11.5606,4.94373333333,6.11733333334,8.01202588888,16.1173,10.1747333333,4.34453333333,19.3509,11.6354666667,10.4870333333
231.02,11.9434,6.435,8.1854,1.36426666667,1.4672,3.81971822222,12.072,5.25113333334,-0.669066666675,15.7914,6.87253333335,6.24199999999
231.40,6.10406666667,0.731399999998,3.91,-6.16033333333,-4.36013333333,-1.7162161111,7.63723333333,0.689166666668,-7.14499999999,11.4486666667,1.15326666667,-0.829700000002
231.78,4.56966666667,-1.06426666667,2.03433333333,-9.60886666667,-8.51333333333,-3.94107188889,3.99059999999,-2.7074,-11.2989333333,9.76523333333,-2.97333333334,-4.49143333333
232.15,0.669866666672,-3.41306666667,0.574133333334,-11.7383333333,-12.3126,-5.90654555555,1.08453333333,-3.70020000001,-15.6618,5.64603333334,-6.12439999999,-7.78316666667
232.53,-4.33859999999,-6.91366666666,-1.93993333333,-17.6366666667,-18.4832666667,-9.58894644445,-1.28733333333,-8.04243333333,-20.9875333333,0.864299999992,-11.2170666667,-10.635
232.90,-4.35766666667,-5.66093333333,1.6388,-18.2123333333,-18.8082,-7.17280811111,-0.670400000001,-7.784,-19.8137333333,2.51399999999,-8.566,-10.8938333333
233.28,-5.11980000001,-7.07186666667,0.515599999999,-19.4106,-20.6630666667,-7.05288922222,-0.257733333332,-6.99816666666,-20.1104666667,1.01283333333,-10.092,-10.5157333333
233.66,-1.29146666668,-4.36299999999,6.2128,-13.6474,-14.0312666667,-2.5008701111,1.71043333333,-1.1867,-12.1116666667,5.28793333333,-6.03833333333,-5.25309999999
234.03,2.64700000001,-0.0981333333334,10.6862,-7.64706666666,-6.01306666666,1.61079688888,3.77443333333,4.77143333333,-4.01959999999,9.98366666667,-0.130666666664,0.441099999993
234.41,7.74106666666,5.08686666666,16.4296666667,-2.52766666667,-0.126399999994,5.71372799999,9.02043333333,8.4044,1.70619999999,14.1706666667,4.45506666667,6.42953333334
234.78,12.7829333333,12.3546,22.2018666667,3.54733333333,5.90206666667,11.6387071111,14.1283333333,14.48,8.53213333333,21.8959666667,8.50153333333,12.0947
235.16,16.0344666667,16.2068666667,23.4769333333,6.98280000001,9.31026666666,15.0165867778,15.6896666667,17.7156,11.4368,24.4109666667,11.4943333333,14.6120333333
235.54,22.0967333333,21.2633333333,26.9624666667,13.9516666667,14.9193333333,20.4004584444,20.4302,22.1774333333,17.3387333333,29.5833666667,16.371,20.8467666667
235.91,20.1025333333,20.0768666667,24.8974,12.0769333333,13.5642,18.4339741111,19.782,22.1282,16.7691333333,27.2179666667,15.8462,19.6538666667
236.29,20.0236,20.3781333333,23.6406,12.2931333333,14.5863333333,18.3471332222,21.1347666667,20.7211666667,16.8794,27.8486666667,15.1064,20.4846333333
236.66,19.7945333333,19.7946,22.6256,13.1734,15.685,19.0052203333,20.9587666667,20.3653666667,17.6027333333,26.9863,14.6576,20.3539333333
237.04,21.3549333333,20.8816666667,23.6558666667,16.5806666667,18.0429333333,20.4835184444,24.1935333333,21.7850333333,19.7421333333,28.3763666667,16.5806,23.2366
237.41,23.9747333333,24.3744,26.7296666667,18.8434,21.0515333333,22.4068292222,25.9832666667,22.3028,22.3554,29.6846,19.1586666667,25.4890666667
237.79,24.7794666667,26.1333333333,27.4666666667,19.4460666667,22.3999333333,24.2093045555,27.8564666667,22.5333666667,22.6872,30.4102333333,20.1230666667,26.4511333333
238.17,24.0994,24.5548666667,26.2939333333,16.9978,20.0621333333,23.5592937778,28.1575666667,19.9068,20.6004,30.1243,18.5094,25.1036
238.54,22.8682,23.779,24.9999333333,16.4534,18.314,22.3150848889,28.2365,18.5562,19.3411333333,29.0794666667,18.0426666667,23.4497666667
238.92,20.1624,20.325,21.0657333333,14.2004,14.4894666667,19.6926967778,25.2572,16.1335333333,16.2961333333,26.0702,15.6999333333,20.4876
239.29,18.55,18.1,19.8833333333,12.95,12.65,18.1883611111,23.4666666667,15.0,15.3833333333,24.2666666667,14.3166666667,18.9083333333
239.67,16.6144666667,16.2417333333,17.5989333333,11.1708,11.2752,15.6675658889,21.4317333333,12.8038666667,13.5421333333,22.1775666667,13.3633333333,17.5615333333
240.04,15.6499333333,15.1608,16.7824666667,10.7078666667,10.7464,14.8135204444,20.3797333333,11.7053,12.8186666667,21.6344666667,12.5996666667,17.0012666667
240.42,15.3602666667,14.3354666667,17.0269333333,10.6418,10.6081333333,14.025374,18.9581,11.4808,12.3762,20.8334333333,12.1057333333,16.3175
240.79,14.762,13.1388666667,16.1030666667,9.66946666667,9.75706666666,13.046124,17.4877,10.6318333333,10.962,20.1069333334,11.5159333333,15.1604333333
241.17,13.4954,11.9864,14.6546666667,8.36313333333,8.0392,11.6506634445,15.3452333333,9.64626666667,9.71860000001,18.9855,10.2472,13.3630666667
