wavelength,Back_SicRaim,Belly_SicRaim,Breast_SicRaim,Crissum_SicRaim,Crown_SicRaim,DorTail_SicRaim,Patch10_SicRaim,Rump_SicRaim,Throat_SicRaim,WingTip_SicRaim
358.75,15.7113333333,21.9826666667,13.3573333333,24.7853333333,8.285,7.37466666667,9.00966666667,11.3053333333,20.6166666667,11.062
359.11,15.695,22.0396666667,13.5446666667,24.637,8.168,7.33833333333,8.803,11.0796666667,20.38,10.8755
359.48,16.0216666667,22.0753333333,13.7096666667,24.76,8.384,7.58866666667,8.89166666667,11.2943333333,20.4673333333,11.053
359.84,16.096,22.012,13.813,24.5926666667,8.33666666667,7.72366666667,8.84766666667,11.345,20.371,11.0955
360.20,15.851,22.0653333333,13.8813333333,24.604,8.24133333333,7.73033333333,8.82733333333,11.216,20.285,10.958
360.57,16.1713333333,22.224,14.066,24.8726666667,8.35433333333,7.839,9.02066666667,11.294,20.3593333333,11.1375
360.93,16.0246666667,22.2603333333,14.1773333333,24.8946666667,8.20866666667,7.81533333333,9.01766666667,11.2586666667,20.4406666667,11.0265
361.29,15.8096666667,22.1563333333,14.1073333333,24.7556666667,7.857,7.71833333333,8.82833333333,11.017,20.4806666667,10.9525
361.66,15.831,22.271,14.1013333333,24.7866666667,7.897,7.876,8.898,11.0413333333,20.5783333333,10.855
362.02,15.618,22.2446666667,13.8623333333,24.584,7.86566666667,7.783,8.89333333333,10.903,20.6536666667,10.846
362.39,15.5246666667,22.2906666667,13.9916666667,24.549,7.86966666667,7.71133333333,8.90166666667,10.7923333333,20.543,11.0225
362.75,15.5193333333,22.2493333333,13.925,24.493,7.90533333333,7.788,9.02433333333,10.7566666667,20.5633333333,11.0685
363.11,15.544,22.0346666667,13.8,24.597,7.99933333333,7.93333333333,9.053,10.7413333333,20.577,11.102
363.48,15.6226666667,22.0793333333,14.0716666667,24.8706666667,8.17866666667,8.09566666667,9.207,10.789,20.797,11.267
363.84,15.6103333333,22.2153333333,14.3153333333,25.088,8.193,8.09866666667,9.21,10.8033333333,20.8156666667,11.3225
364.20,15.821,22.3093333333,14.5516666667,25.3506666667,8.534,8.04166666667,9.396,10.97,20.95,11.532
364.57,15.6,22.2603333333,14.436,25.222,8.40933333333,7.99233333333,9.281,10.9273333333,20.7926666667,11.5335
364.93,15.8153333333,22.4233333333,14.6393333333,25.489,8.78366666667,8.28933333333,9.56366666667,11.1183333333,20.9513333333,11.7335
365.29,16.0486666667,22.5286666667,14.74,25.478,8.936,8.404,9.64566666667,11.259,20.9156666667,11.8325
365.66,15.9286666667,22.3226666667,14.6366666667,25.575,8.9,8.471,9.41266666667,11.2003333333,20.908,11.9635
366.02,16.325,22.4703333333,14.874,25.8656666667,9.02533333333,8.504,9.58533333333,11.4006666667,20.9133333333,12.0675
366.38,16.2113333333,22.3683333333,14.7626666667,25.8173333333,9.13933333333,8.57766666667,9.516,11.4986666667,20.8683333333,11.872
366.75,16.1046666667,22.314,14.9586666667,25.8823333333,9.12566666667,8.56933333333,9.45133333333,11.396,20.892,11.8005
367.11,16.0576666667,22.4176666667,14.8343333333,25.812,9.11133333333,8.55333333333,9.42133333333,11.3946666667,21.0983333333,11.8825
367.47,15.9466666667,22.5726666667,14.6976666667,25.779,8.89333333333,8.522,9.332,11.2666666667,20.9023333333,11.821
367.84,15.8243333333,22.3356666667,14.5186666667,25.619,8.879,8.57933333333,9.314,11.258,20.945,11.784
368.20,15.718,22.3846666667,14.2906666667,25.4263333333,8.57566666667,8.59233333333,9.11933333333,11.0676666667,20.9063333333,11.614
368.56,15.582,22.226,14.332,25.3996666667,8.39633333333,8.476,8.92133333333,10.9703333333,20.9816666667,11.3355
368.93,15.2826666667,21.931,14.1126666667,25.161,7.98966666667,8.155,8.509,10.5686666667,20.6016666667,11.077
369.29,15.112,21.6946666667,13.8023333333,25.2646666667,7.86333333333,7.89766666667,8.23366666667,10.2263333333,20.3846666667,10.8815
369.65,15.406,21.9016666667,14.1056666667,25.362,8.056,7.95466666667,8.50266666667,10.2496666667,20.426,10.8975
370.01,15.3953333333,21.9283333333,14.1216666667,25.6776666667,8.155,8.05966666667,8.486,10.2596666667,20.5253333333,10.9865
370.38,15.441,21.668,14.1216666667,25.6706666667,8.10033333333,8.001,8.422,10.152,20.3646666667,10.9195
370.74,15.756,21.8293333333,14.176,25.779,8.207,8.163,8.59666666667,10.3083333333,20.4413333333,11.0515
371.10,15.8393333333,22.0956666667,14.499,25.8233333333,8.42166666667,8.29133333333,8.83933333333,10.5543333333,20.3753333333,11.1835
371.46,15.5593333333,21.5956666667,14.3303333333,25.6856666667,8.21333333333,7.97633333333,8.61233333333,10.461,20.113,10.962
371.83,15.5856666667,21.742,14.3896666667,25.7836666667,8.25466666667,7.84333333333,8.58033333333,10.433,20.0813333333,10.996
372.19,15.5506666667,21.492,14.3106666667,25.7346666667,8.411,7.83066666667,8.71733333333,10.2793333333,19.846,11.01
372.55,15.5576666667,21.514,14.3146666667,25.7353333333,8.60966666667,7.792,8.83533333333,10.2616666667,19.6946666667,11.0585
372.92,15.702,21.5006666667,14.273,25.8083333333,8.86533333333,7.93166666667,9.095,10.4663333333,19.7903333333,11.217
373.28,15.715,21.5133333333,14.3683333333,25.8713333333,8.991,8.13333333333,9.29766666667,10.65,19.839,11.279
373.64,15.705,21.4166666667,14.2396666667,25.8546666667,8.82466666667,8.13833333333,9.22966666667,10.5806666667,19.6496666667,11.2335
374.00,15.5183333333,21.1073333333,14.1606666667,25.4836666667,8.67033333333,8.056,9.20166666667,10.461,19.389,10.9305
374.37,15.5743333333,21.3276666667,14.1326666667,25.5666666667,8.48833333333,8.045,9.343,10.5733333333,19.376,11.071
374.73,15.2443333333,21.0916666667,13.7886666667,25.392,8.299,7.83933333333,9.177,10.2653333333,19.146,10.893
375.09,14.994,20.8176666667,13.5503333333,25.3393333333,8.04966666667,7.66066666667,8.98833333333,9.947,19.0513333333,10.7495
375.45,15.2286666667,21.0946666667,13.5823333333,25.459,8.33066666667,7.929,9.32733333333,10.0216666667,19.2003333333,10.9415
375.81,15.065,20.7283333333,13.2223333333,25.2296666667,8.16166666667,7.875,9.16333333333,9.85366666667,18.9003333333,10.6025
376.18,14.9526666667,20.682,13.129,25.1836666667,8.01133333333,7.763,9.047,9.88733333333,18.8196666667,10.5845
376.54,15.1016666667,20.7346666667,13.1603333333,25.3426666667,8.005,7.97633333333,9.03866666667,9.993,18.8723333333,10.6735
376.90,15.1246666667,20.7186666667,13.1836666667,25.3443333333,7.86066666667,7.92033333333,8.94366666667,9.87533333333,18.7316666667,10.6415
377.26,15.1746666667,20.7106666667,13.245,25.548,7.808,7.993,8.93033333333,9.954,18.7403333333,10.887
377.63,15.179,20.7033333333,13.2606666667,25.5753333333,7.88733333333,8.07366666667,8.92633333333,9.974,18.785,11.0645
377.99,15.2733333333,21.0573333333,13.4623333333,25.7736666667,8.09166666667,8.14866666667,9.10266666667,10.096,18.9876666667,11.3195
378.35,15.3536666667,21.0363333333,13.5553333333,25.8826666667,8.23866666667,8.191,9.16166666667,10.111,19.1116666667,11.326
378.71,15.3823333333,20.8993333333,13.6336666667,25.9076666667,8.21133333333,8.18566666667,9.066,10.0503333333,18.996,11.2095
379.07,15.647,20.9903333333,13.6293333333,26.14,8.20433333333,8.23866666667,9.07333333333,10.179,18.9853333333,11.293
379.44,15.6553333333,20.9566666667,13.5766666667,26.232,8.13833333333,8.284,8.92233333333,10.1356666667,18.9123333333,11.404
379.80,15.846,21.0726666667,13.628,26.4403333333,8.06833333333,8.22666666667,8.953,10.09,18.9916666667,11.5065
380.16,15.8823333333,21.067,13.647,26.6016666667,8.08233333333,8.27466666667,8.97566666667,10.121,19.0493333333,11.5845
380.52,15.767,20.9693333333,13.5743333333,26.544,8.009,8.14166666667,8.94733333333,10.0563333333,19.0296666667,11.6815
380.88,15.5396666667,20.7916666667,13.4983333333,26.5326666667,7.91,8.04633333333,8.901,9.91333333333,19.0056666667,11.546
381.24,15.473,20.662,13.298,26.333,7.95666666667,7.89733333333,8.84966666667,9.80233333333,18.8886666667,11.376
381.61,15.5013333333,20.5603333333,13.3683333333,26.3306666667,7.94966666667,7.887,8.94733333333,9.87733333333,18.8626666667,11.384
381.97,15.5603333333,20.3913333333,13.194,26.3306666667,7.867,7.958,8.843,9.76966666667,18.712,11.2915
382.33,15.4803333333,20.425,13.189,26.297,7.90733333333,7.887,8.819,9.714,18.569,11.25
382.69,15.5983333333,20.486,13.1683333333,26.4376666667,8.02,7.82733333333,8.95566666667,9.81933333333,18.6906666667,11.452
383.05,15.4426666667,20.3033333333,13.369,26.3676666667,8.17766666667,7.828,9.083,9.76766666667,18.674,11.405
383.41,15.4863333333,20.327,13.4246666667,26.3536666667,8.286,7.89433333333,9.224,9.91,18.7423333333,11.388
383.77,15.423,20.3623333333,13.525,26.4193333333,8.40633333333,7.966,9.36266666667,9.89833333333,18.7406666667,11.438
384.14,15.4313333333,20.3046666667,13.465,26.332,8.40366666667,8.04666666667,9.31,9.89266666667,18.556,11.3145
384.50,15.3853333333,20.281,13.3493333333,26.2973333333,8.38633333333,7.93366666667,9.273,9.76233333333,18.46,11.1435
384.86,15.538,20.4503333333,13.4803333333,26.3633333333,8.462,8.07866666667,9.30833333333,9.95,18.4446666667,11.3035
385.22,15.5916666667,20.5163333333,13.5963333333,26.352,8.47033333333,8.12233333333,9.37866666667,9.94233333333,18.3553333333,11.2415
385.58,15.5536666667,20.4103333333,13.4273333333,26.2406666667,8.53866666667,8.052,9.343,9.939,18.206,11.2
385.94,15.4803333333,20.2076666667,13.4076666667,26.2156666667,8.56866666667,8.077,9.406,9.961,18.132,11.257
386.30,15.4286666667,20.07,13.2706666667,26.2266666667,8.47733333333,8.12866666667,9.33366666667,9.85833333333,18.077,11.209
386.66,15.334,20.055,13.2376666667,26.1423333333,8.52666666667,8.22533333333,9.332,9.86333333333,18.0266666667,11.141
387.03,15.3033333333,20.111,13.0653333333,26.172,8.52433333333,8.166,9.26933333333,9.806,17.948,11.137
387.39,15.2303333333,19.924,13.0966666667,26.0263333333,8.44366666667,8.093,9.18933333333,9.7,17.8406666667,11.0475
387.75,15.2253333333,19.8913333333,13.1026666667,26.0246666667,8.43633333333,8.076,9.15633333333,9.77766666667,17.779,10.978
388.11,15.151,19.8536666667,13.1106666667,26.0183333333,8.394,7.961,9.13866666667,9.62566666667,17.7593333333,11.008
388.47,15.1546666667,19.7273333333,13.1523333333,26.0263333333,8.439,8.04266666667,9.23533333333,9.689,17.6746666667,11.157
388.83,15.0663333333,19.7133333333,12.995,25.9036666667,8.248,7.87733333333,9.13666666667,9.494,17.5086666667,10.959
389.19,15.086,19.7253333333,13.0583333333,26.0106666667,8.327,7.97566666667,9.142,9.54966666667,17.6736666667,11.034
389.55,15.0966666667,19.7706666667,13.174,26.124,8.31166666667,8.00566666667,9.15133333333,9.53633333333,17.7826666667,11.0065
389.91,15.1506666667,19.7896666667,13.1646666667,26.0186666667,8.28333333333,7.988,9.12866666667,9.46233333333,17.6513333333,10.972
390.27,15.1916666667,19.7836666667,13.0793333333,25.9793333333,8.346,7.92033333333,9.14633333333,9.43733333333,17.5786666667,10.9355
390.63,15.305,19.818,13.1343333333,26.1543333333,8.388,7.94933333333,9.23666666667,9.49833333333,17.508,10.958
391.00,15.3713333333,19.6743333333,13.0873333333,26.1556666667,8.30566666667,7.96033333333,9.219,9.47033333333,17.372,10.934
391.36,15.3773333333,19.574,13.129,26.3126666667,8.32366666667,8.09366666667,9.29333333333,9.501,17.2433333333,10.9385
391.72,15.348,19.5113333333,13.018,26.3006666667,8.30966666667,8.12866666667,9.26366666667,9.41733333333,17.1366666667,11.037
392.08,15.47,19.551,13.1096666667,26.3416666667,8.428,8.26833333333,9.349,9.54166666667,17.17,11.1675
392.44,15.558,19.5106666667,13.1356666667,26.4203333333,8.42366666667,8.37133333333,9.35233333333,9.56433333333,17.1093333333,11.125
392.80,15.6736666667,19.41,13.2163333333,26.5513333333,8.68466666667,8.56666666667,9.52366666667,9.72766666667,17.2396666667,11.2855
393.16,15.7193333333,19.3186666667,13.158,26.4866666667,8.65033333333,8.59066666667,9.60933333333,9.71233333333,17.065,11.35
393.52,15.6193333333,19.104,13.015,26.4463333333,8.42933333333,8.53133333333,9.511,9.58466666667,16.7543333333,11.1795
393.88,15.6263333333,19.1046666667,13.0376666667,26.5523333333,8.39966666667,8.51333333333,9.46,9.62733333333,16.7803333333,11.2815
394.24,15.665,19.091,13.1213333333,26.652,8.464,8.58033333333,9.551,9.67833333333,16.6953333333,11.3805
394.60,15.704,18.984,13.0203333333,26.5593333333,8.45933333333,8.63066666667,9.52933333333,9.67166666667,16.6053333333,11.444
394.96,15.7456666667,18.9976666667,13.07,26.6236666667,8.626,8.821,9.68633333333,9.78666666667,16.634,11.56
395.32,15.847,18.994,12.9183333333,26.661,8.696,8.75066666667,9.70466666667,9.785,16.5843333333,11.6125
395.68,15.952,18.955,12.9266666667,26.687,8.84933333333,8.84066666667,9.811,9.86566666667,16.544,11.6715
396.04,15.9266666667,18.8433333333,12.887,26.8256666667,8.92933333333,8.87966666667,9.87333333333,9.87066666667,16.422,11.5715
396.40,15.915,18.815,12.8416666667,26.7036666667,9.006,8.79733333333,9.865,9.80333333333,16.3503333333,11.502
396.76,15.9076666667,18.618,12.7396666667,26.7123333333,8.991,8.75433333333,9.87866666667,9.772,16.1593333333,11.4805
397.12,15.9173333333,18.551,12.6213333333,26.7226666667,9.01833333333,8.81933333333,9.87466666667,9.75566666667,16.1226666667,11.526
397.48,16.0553333333,18.632,12.65,26.749,9.32766666667,8.91633333333,10.0553333333,9.87066666667,16.2163333333,11.7195
397.84,16.1623333333,18.609,12.6476666667,26.7813333333,9.38966666667,9.02866666667,10.1383333333,9.894,16.216,11.703
398.20,16.113,18.4556666667,12.5676666667,26.6773333333,9.261,9.10566666667,10.0553333333,9.862,16.155,11.6045
398.56,16.0256666667,18.3276666667,12.615,26.5776666667,9.17833333333,9.149,10.0116666667,9.75466666667,16.0343333333,11.4935
398.92,16.0546666667,18.243,12.561,26.475,9.11733333333,9.111,9.88766666667,9.71966666667,15.993,11.3505
399.28,15.892,18.149,12.423,26.2926666667,8.96,8.98033333333,9.74066666667,9.57033333333,15.8303333333,11.2345
399.64,15.8186666667,17.9816666667,12.4296666667,26.196,8.88533333333,9.01733333333,9.67666666667,9.54233333333,15.7373333333,11.1655
400.00,15.7836666667,17.7913333333,12.3126666667,25.958,8.725,8.935,9.58633333333,9.37133333333,15.6296666667,11.076
400.36,15.7723333333,17.7663333333,12.212,26.0186666667,8.66033333333,9.00766666667,9.64433333333,9.38133333333,15.61,11.176
400.72,15.7026666667,17.706,12.1533333333,25.9296666667,8.55766666667,9.007,9.551,9.27433333333,15.5783333333,11.196
401.08,15.667,17.5743333333,12.1353333333,25.9406666667,8.42933333333,8.89333333333,9.46066666667,9.208,15.4036666667,11.037
401.44,15.6433333333,17.48,12.0953333333,25.9246666667,8.32266666667,8.85333333333,9.36433333333,9.092,15.2656666667,10.947
401.80,15.4856666667,17.1903333333,11.8943333333,25.7956666667,8.18333333333,8.75033333333,9.25333333333,8.98266666667,15.061,10.8245
402.16,15.5906666667,17.194,11.9973333333,25.903,8.30866666667,8.803,9.39566666667,9.07166666667,15.0773333333,10.9395
402.52,15.6676666667,17.2666666667,11.9846666667,26.0156666667,8.399,8.784,9.48533333333,9.07033333333,15.045,11.0285
402.88,15.59,17.213,11.981,25.9246666667,8.366,8.783,9.49533333333,8.99433333333,14.8196666667,11.018
403.24,15.7003333333,17.2363333333,12.0756666667,26.013,8.43133333333,8.91266666667,9.62133333333,9.048,14.8686666667,11.0685
403.60,15.735,17.2546666667,12.174,26.0563333333,8.44066666667,8.862,9.642,8.98966666667,14.8246666667,11.1075
403.95,15.8633333333,17.3133333333,12.183,26.0153333333,8.519,8.88266666667,9.72733333333,9.08266666667,14.7236666667,11.1675
404.31,15.819,17.1513333333,12.168,25.8786666667,8.51966666667,8.85366666667,9.66566666667,9.033,14.575,11.0675
404.67,15.842,17.1133333333,12.1696666667,25.926,8.56866666667,8.862,9.69933333333,9.10366666667,14.507,11.0895
405.03,15.8046666667,17.079,12.2356666667,25.8826666667,8.7,8.87966666667,9.771,9.127,14.5673333333,11.194
405.39,15.7726666667,17.003,12.2646666667,25.86,8.736,8.95533333333,9.80166666667,9.13833333333,14.5786666667,11.2755
405.75,15.7586666667,17.0453333333,12.3046666667,25.8006666667,8.812,8.99633333333,9.88,9.178,14.5636666667,11.289
406.11,15.738,16.9703333333,12.247,25.7533333333,8.80133333333,8.971,9.84333333333,9.16166666667,14.4533333333,11.2545
406.47,15.6383333333,16.787,12.136,25.6233333333,8.70433333333,8.92966666667,9.774,9.093,14.3823333333,11.1495
406.83,15.685,16.6916666667,12.0716666667,25.6756666667,8.69633333333,8.94733333333,9.82166666667,9.073,14.432,11.175
407.19,15.7923333333,16.722,12.1763333333,25.6683333333,8.82666666667,9.01766666667,9.933,9.15333333333,14.4653333333,11.2875
407.55,15.7236666667,16.6666666667,12.096,25.645,8.85566666667,9.05366666667,9.98333333333,9.19466666667,14.471,11.3015
407.90,15.6243333333,16.5676666667,12.1006666667,25.7636666667,8.88233333333,9.06466666667,9.98666666667,9.17333333333,14.5406666667,11.33
408.26,15.65,16.6403333333,12.087,25.875,8.85866666667,9.12633333333,9.99633333333,9.18866666667,14.556,11.3365
408.62,15.6033333333,16.6056666667,12.045,25.767,8.89266666667,9.14,10.0306666667,9.122,14.5523333333,11.2775
408.98,15.6233333333,16.638,11.902,25.744,8.81966666667,9.13533333333,10.0036666667,9.08066666667,14.396,11.158
409.34,15.6636666667,16.68,11.9093333333,25.872,8.82566666667,9.135,10.056,9.11233333333,14.445,11.1645
409.70,15.736,16.655,11.9526666667,25.9973333333,8.862,9.19933333333,10.0123333333,9.109,14.4093333333,11.167
410.06,15.752,16.653,11.99,26.0003333333,8.88766666667,9.20733333333,10.0206666667,9.10866666667,14.4656666667,11.1855
410.42,15.8143333333,16.701,12.0753333333,26.1086666667,9.033,9.30633333333,10.07,9.194,14.5016666667,11.231
410.77,15.8613333333,16.768,12.1366666667,26.196,9.12066666667,9.32966666667,10.105,9.285,14.4823333333,11.328
411.13,15.7796666667,16.6466666667,12.02,26.1903333333,9.02633333333,9.323,9.998,9.21133333333,14.3823333333,11.266
411.49,15.7716666667,16.61,11.9643333333,26.192,8.96666666667,9.31466666667,9.95633333333,9.159,14.3006666667,11.2405
411.85,15.7683333333,16.6743333333,11.951,26.2036666667,8.991,9.402,9.93966666667,9.172,14.248,11.1765
412.21,15.825,16.6183333333,12.0316666667,26.2603333333,9.10633333333,9.48766666667,10.0323333333,9.216,14.3363333333,11.2615
412.57,15.9066666667,16.7243333333,12.1196666667,26.294,9.10533333333,9.50166666667,10.022,9.20466666667,14.2573333333,11.296
412.92,15.951,16.5386666667,12.1813333333,26.2926666667,9.137,9.49733333333,10.0153333333,9.19333333333,14.2346666667,11.3785
413.28,16.006,16.59,12.2403333333,26.313,9.181,9.57633333333,10.0306666667,9.21466666667,14.2006666667,11.4885
413.64,16.1143333333,16.6606666667,12.24,26.3556666667,9.30966666667,9.60466666667,10.173,9.27833333333,14.2413333333,11.7115
414.00,16.115,16.6316666667,12.205,26.3726666667,9.37566666667,9.57066666667,10.2126666667,9.179,14.13,11.754
414.36,16.1933333333,16.5116666667,12.1406666667,26.3726666667,9.34333333333,9.51766666667,10.228,9.14633333333,14.083,11.858
414.72,16.1853333333,16.4626666667,11.991,26.297,9.29733333333,9.48066666667,10.153,9.04433333333,13.9986666667,11.7755
415.07,16.1536666667,16.4326666667,11.9936666667,26.272,9.29066666667,9.439,10.172,8.98766666667,13.91,11.7605
415.43,16.2313333333,16.3506666667,11.9536666667,26.1853333333,9.27766666667,9.44033333333,10.1916666667,8.94933333333,13.7986666667,11.734
415.79,16.297,16.269,11.865,26.226,9.283,9.427,10.243,8.963,13.741,11.849
416.15,16.3026666667,16.139,11.8476666667,26.2553333333,9.29433333333,9.41566666667,10.3206666667,8.97066666667,13.6746666667,11.8415
416.51,16.3223333333,16.0016666667,11.8136666667,26.2973333333,9.34766666667,9.40933333333,10.3663333333,9.02866666667,13.684,11.8675
416.86,16.315,16.0803333333,11.8473333333,26.3563333333,9.38966666667,9.511,10.4113333333,9.03033333333,13.721,11.912
417.22,16.3636666667,15.963,11.75,26.181,9.34333333333,9.49766666667,10.4146666667,9.00333333333,13.5743333333,11.8605
417.58,16.2376666667,15.8013333333,11.7113333333,26.05,9.234,9.434,10.3383333333,8.919,13.4143333333,11.654
417.94,16.2423333333,15.7533333333,11.6696666667,25.9313333333,9.14433333333,9.43466666667,10.301,8.934,13.3446666667,11.6455
418.29,16.263,15.7526666667,11.652,25.8553333333,9.13466666667,9.47066666667,10.3173333333,8.90633333333,13.2543333333,11.647
418.65,16.2483333333,15.6056666667,11.6546666667,25.8133333333,9.142,9.47333333333,10.4003333333,8.888,13.174,11.7065
419.01,16.249,15.4843333333,11.5766666667,25.723,9.09566666667,9.44866666667,10.3393333333,8.85166666667,13.1116666667,11.709
419.37,16.274,15.4516666667,11.5873333333,25.7286666667,9.17066666667,9.48666666667,10.3986666667,8.84666666667,13.0903333333,11.7575
419.73,16.2683333333,15.352,11.584,25.5983333333,9.12533333333,9.472,10.3536666667,8.799,13.0276666667,11.7145
420.08,16.2316666667,15.3173333333,11.534,25.503,9.104,9.452,10.3013333333,8.73566666667,12.9456666667,11.7385
420.44,16.26,15.3176666667,11.546,25.445,9.13633333333,9.525,10.3543333333,8.75233333333,12.908,11.7765
420.80,16.2716666667,15.189,11.4896666667,25.3423333333,9.14633333333,9.51,10.39,8.766,12.7973333333,11.7555
421.16,16.247,15.122,11.4303333333,25.3486666667,9.212,9.51133333333,10.4463333333,8.73366666667,12.785,11.783
421.51,16.2873333333,15.1146666667,11.3786666667,25.327,9.26266666667,9.54733333333,10.4893333333,8.72566666667,12.7643333333,11.8755
421.87,16.32,15.0016666667,11.3726666667,25.3243333333,9.289,9.59466666667,10.5263333333,8.71,12.7296666667,11.901
422.23,16.2836666667,14.9623333333,11.3313333333,25.2976666667,9.37033333333,9.58966666667,10.5743333333,8.731,12.68,11.9025
422.58,16.286,14.946,11.341,25.2563333333,9.38166666667,9.62533333333,10.56,8.74566666667,12.662,11.897
422.94,16.2896666667,14.866,11.3,25.2183333333,9.43133333333,9.64933333333,10.6166666667,8.75,12.602,11.8815
423.30,16.306,14.8353333333,11.284,25.175,9.39333333333,9.68,10.628,8.791,12.596,11.9035
423.66,16.2883333333,14.7266666667,11.2313333333,25.1433333333,9.374,9.67566666667,10.6403333333,8.78433333333,12.507,11.909
424.01,16.343,14.6866666667,11.1806666667,25.087,9.38533333333,9.67366666667,10.6666666667,8.79233333333,12.4113333333,11.895
424.37,16.3736666667,14.5983333333,11.1283333333,25.0163333333,9.35466666667,9.67133333333,10.6393333333,8.708,12.3423333333,11.879
424.73,16.3523333333,14.558,11.0863333333,24.974,9.312,9.64766666667,10.597,8.64966666667,12.279,11.891
425.08,16.3503333333,14.4753333333,11.114,24.8696666667,9.24633333333,9.63933333333,10.5353333333,8.62366666667,12.2016666667,11.8565
425.44,16.373,14.3726666667,11.096,24.8136666667,9.22333333333,9.66633333333,10.5243333333,8.61,12.135,11.8835
425.80,16.343,14.3243333333,11.021,24.7203333333,9.259,9.66566666667,10.5273333333,8.621,12.0836666667,11.8525
426.16,16.3856666667,14.1923333333,10.9996666667,24.6656666667,9.18633333333,9.672,10.5076666667,8.60033333333,12.024,11.84
426.51,16.4323333333,14.1453333333,10.974,24.6303333333,9.179,9.68166666667,10.5486666667,8.591,11.9716666667,11.8875
426.87,16.442,14.1366666667,10.9666666667,24.621,9.17433333333,9.66366666667,10.5753333333,8.581,11.9136666667,11.9045
427.23,16.421,14.0806666667,10.9356666667,24.5506666667,9.22,9.628,10.5473333333,8.55366666667,11.82,11.8835
427.58,16.4583333333,14.104,10.95,24.5353333333,9.33433333333,9.69966666667,10.607,8.551,11.809,11.924
427.94,16.4476666667,14.079,11.0133333333,24.5793333333,9.363,9.77266666667,10.624,8.57266666667,11.818,11.944
428.30,16.344,14.0053333333,10.8823333333,24.5003333333,9.353,9.74533333333,10.5856666667,8.58666666667,11.7333333333,11.9125
428.65,16.3406666667,13.9606666667,10.8076666667,24.432,9.35266666667,9.73666666667,10.564,8.568,11.71,11.844
429.01,16.328,13.935,10.734,24.48,9.398,9.77033333333,10.6223333333,8.62866666667,11.7246666667,11.865
429.37,16.26,13.9256666667,10.724,24.521,9.38833333333,9.76966666667,10.636,8.651,11.6826666667,11.772
429.72,16.3053333333,13.9933333333,10.771,24.6286666667,9.40133333333,9.82366666667,10.656,8.62466666667,11.6713333333,11.874
430.08,16.2326666667,13.9796666667,10.736,24.573,9.324,9.79933333333,10.6006666667,8.558,11.6866666667,11.8215
430.44,16.2296666667,13.926,10.7303333333,24.568,9.36266666667,9.805,10.5836666667,8.546,11.6913333333,11.78
430.79,16.2696666667,14.0133333333,10.8013333333,24.6286666667,9.425,9.905,10.6543333333,8.61166666667,11.7806666667,11.8625
431.15,16.349,14.02,10.8166666667,24.7463333333,9.46833333333,9.939,10.7366666667,8.59366666667,11.8393333333,11.896
431.50,16.354,13.9836666667,10.8713333333,24.7506666667,9.399,9.90233333333,10.7083333333,8.555,11.8566666667,11.8795
431.86,16.3843333333,13.9926666667,10.852,24.6913333333,9.377,9.85966666667,10.6936666667,8.54833333333,11.8593333333,11.888
432.22,16.3936666667,13.9746666667,10.909,24.754,9.387,9.83433333333,10.734,8.55733333333,11.876,11.8795
432.57,16.4443333333,14.028,11.0086666667,24.882,9.40733333333,9.92833333333,10.774,8.60766666667,11.93,11.9605
432.93,16.4293333333,14.037,10.986,24.8863333333,9.39533333333,9.92733333333,10.74,8.57966666667,11.937,11.9885
433.29,16.446,14.0593333333,11.0383333333,24.871,9.41233333333,9.913,10.7556666667,8.56466666667,11.9496666667,11.9985
433.64,16.453,14.0153333333,11.062,24.87,9.41266666667,9.856,10.7773333333,8.596,11.9453333333,11.958
434.00,16.4876666667,14.0416666667,11.0993333333,24.9413333333,9.473,9.89666666667,10.81,8.61533333333,11.9283333333,12.0105
434.35,16.5253333333,14.0936666667,11.1026666667,24.9953333333,9.50633333333,9.94633333333,10.837,8.622,11.9456666667,12.01
434.71,16.5356666667,14.1173333333,11.0983333333,25.009,9.492,9.94033333333,10.8233333333,8.608,11.9206666667,12.0015
435.07,16.528,14.1043333333,11.084,25.0243333333,9.47466666667,9.95466666667,10.7996666667,8.61966666667,11.9253333333,11.986
435.42,16.533,14.1666666667,11.0586666667,25.0986666667,9.52,9.97066666667,10.862,8.65966666667,11.978,12.048
435.78,16.526,14.148,11.053,25.2173333333,9.54866666667,10.026,10.912,8.68633333333,12.036,12.0925
436.13,16.5673333333,14.286,11.1376666667,25.3343333333,9.61333333333,10.083,10.959,8.724,12.1366666667,12.189
436.49,16.502,14.2923333333,11.0713333333,25.3433333333,9.61133333333,10.024,10.9583333333,8.71466666667,12.155,12.159
436.84,16.5766666667,14.3576666667,11.173,25.4153333333,9.68533333333,10.0666666667,11.044,8.751,12.1276666667,12.1865
437.20,16.6296666667,14.442,11.1706666667,25.5223333333,9.732,10.115,11.07,8.80533333333,12.1936666667,12.2465
437.56,16.6763333333,14.5293333333,11.224,25.5893333333,9.74966666667,10.1873333333,11.1003333333,8.83533333333,12.2543333333,12.3325
437.91,16.7036666667,14.6213333333,11.283,25.6716666667,9.79933333333,10.2583333333,11.147,8.88333333333,12.3773333333,12.3395
438.27,16.6823333333,14.6503333333,11.3416666667,25.6916666667,9.784,10.279,11.1666666667,8.90566666667,12.424,12.3565
