wavelength,Back_SalRuff,Belly_SalRuff,Breast_SalRuff,Crissum_SalRuff,Crown_SalRuff,DorTail_SalRuff,Patch10_SalRuff,Rump_SalRuff,Throat_SalRuff,WingTip_SalRuff
194.75,79.9020666667,90.9803333334,103.431333333,107.549,93.9215809525,83.0392666667,99.6079333333,93.1372333335,117.7452,61.8137499999
195.13,86.1636000001,96.9811333334,111.698,121.8868,98.4725142858,87.9244666666,104.150866667,103.899433333,125.974833333,61.1321
195.51,97.3610000002,103.055466667,125.694533333,134.166666667,113.611209524,99.4443333335,116.527933333,113.2639,147.3611,75.0695166667
195.89,96.3440666667,99.0322666666,115.591533333,119.3548,110.537752381,100.860266667,107.419466667,108.655966667,133.709566667,80.0806333333
196.27,101.990133333,104.079666667,117.213866667,125.472733333,117.881961905,107.363133333,110.447733333,114.626866667,133.5821,86.0944333333
196.65,107.077,111.897466667,117.230933333,126.564133333,122.578790476,108.2052,115.589666667,121.435866667,137.487233333,96.6922666667
197.03,152.9524,169.714333333,162.476333333,186.857133334,183.918409524,152.1906,172.3808,184.095233334,212.571366667,152.857133333
197.40,279.583333333,301.25,287.916666667,349.166666667,322.380952381,276.666666667,310.833333333,335.0,418.541666667,308.4375
197.78,251.4286,266.666733334,268.571466667,330.476266667,299.455895238,279.047533333,285.714333333,321.190666667,391.1906,286.666716666
198.16,153.333466667,154.848533333,167.878733333,190.303,170.779304762,175.1514,150.606133333,193.030333333,227.121233333,175.984916667
198.54,112.683,115.122,123.577133333,134.308933333,122.322980952,124.5528,113.008066667,129.756133333,148.130066667,129.065166667
198.92,96.7407999999,101.925933333,98.8148666668,118.8148,99.470847619,103.703733333,99.1110666668,109.185233333,119.8518,111.592583333
199.30,80.3775333334,87.9244666667,85.2829333332,110.314266667,89.3800571429,96.2264000001,90.4402666666,95.3458,106.666766667,99.7170500001
199.68,66.0000000001,75.4666666667,67.0666666667,106.266666667,81.5428571429,94.1333333333,80.6666666666,84.7999999999,92.3999999999,96.9666666667
200.06,84.0476000001,99.0476000002,87.8570666666,161.9048,109.183695238,128.333333333,111.6666,121.666733333,138.4525,151.726233333
200.44,112.380933333,164.285733333,110.952333333,243.333266666,161.156514286,200.952266667,165.7142,199.5238,236.904833333,271.666766667
200.82,232.222333333,423.333266667,274.444533333,596.666666666,413.333409523,484.444466667,397.777733334,493.3333,546.666666667,642.499783333
201.19,90.7142666667,131.666733333,108.095333333,160.7144,126.020447619,153.0952,123.8096,160.357166667,153.214333333,184.6428
201.57,85.6666666667,113.5,92.0,137.0,108.214285714,136.666666667,110.333333333,135.583333333,118.333333333,153.833333333
201.95,93.0496,116.737733333,90.7800666668,129.3618,106.099380952,128.084933333,111.6312,131.5603,109.361733333,150.461116667
202.33,126.666666667,159.999866667,114.712666667,181.3794,152.413752381,171.954066666,160.229933333,181.379333333,141.953866667,219.0803
202.71,150.476333333,199.999933333,137.1428,227.9366,190.476152381,217.142666667,200.952466667,231.1111,164.603233333,277.619
203.09,280.000066667,357.948733333,302.564133333,374.359,343.370104762,399.999866667,348.718066667,414.1026,293.333333333,476.410216667
203.47,1726.66666666,2083.33333333,1643.33333333,1873.33333333,2016.66666667,2253.33333334,2026.66666667,2413.33333333,1726.66666667,2987.5
203.85,-930.0,-1125.0,-891.666666666,-868.333333334,-909.999999998,-1116.66666667,-985.000000001,-1228.33333333,-831.666666667,-1525.83333333
204.22,1823.33333333,2403.33333333,1956.66666667,1843.33333333,1864.28571429,2266.66666667,2013.33333333,2560.0,1491.66666667,3263.33333333
204.60,214.736866667,272.631466667,235.438333333,234.736866667,219.94987619,259.649133333,242.1052,287.5439,178.2457,362.280866667
204.98,189.2064,225.079266667,210.793533333,204.761866667,192.789133333,204.762,214.603066667,239.682566667,167.3015,317.61905
205.36,182.5926,208.148066667,221.1112,216.296333333,179.68247619,177.777733333,209.259133333,219.4444,157.777833333,313.055633333
205.74,221.212,237.575733333,295.757666667,256.9698,222.684,167.2728,291.5152,264.545433333,205.757666667,400.909
206.12,264.166666667,288.333333333,404.166666667,357.5,299.047619047,214.166666667,377.5,317.916666666,320.0,510.0
206.50,-271.666666667,-291.666666667,-616.666666667,-508.333333333,-346.428571428,-283.333333332,-491.666666667,-407.5,-564.166666667,-746.250000001
206.87,-65.9999999999,-74.6666666666,-249.333333333,-190.666666667,-130.380952381,-104.666666667,-190.0,-135.0,-245.333333333,-283.666666667
207.25,1.66666666667,-3.3333333334,-81.6666666667,-72.0000000002,-42.6190476189,-20.3333333335,-71.3333333333,-33.0,-96.8333333334,-122.333333333
207.63,-4.91226666668,-11.9298666667,-120.701733333,-111.929866667,-58.947304762,-48.4211333333,-88.4210000001,-59.8246333333,-119.824533333,-151.0526
208.01,-38.7879333333,-38.7880666666,-252.727266667,-230.909066667,-163.549866667,-117.575866667,-186.666666667,-154.848366667,-256.6665,-270.15155
208.39,-11.9999999999,-29.3333333334,-248.0,-228.0,-174.0,-116.666666667,-201.333333333,-148.0,-315.666666667,-240.833333333
208.77,16.9048,0.47613333334,-65.4761999999,-64.5237999999,-48.1632095238,-23.5714000001,-50.4760666667,-36.6667333333,-109.761933333,-80.3571166667
209.14,8.17213333334,-10.5376666666,-55.0536666668,-67.0967333334,-47.4654857142,-40.2149999999,-55.9139333333,-44.4086333333,-99.3547333332,-72.5806
209.52,-34.1025333333,-54.6152666667,-94.6153333332,-125.384666667,-107.216019048,-96.9230000001,-117.179666667,-95.6409333333,-171.025733333,-143.846333333
209.90,-42.8204666667,-74.1025333334,-90.7693999999,-139.2308,-117.545790476,-105.384666667,-114.6154,-101.666633333,-191.025633333,-165.897466667
210.28,-53.3331999999,-81.111,-84.7222000001,-136.944466667,-123.254028571,-98.3332666665,-126.388866667,-116.944466667,-210.694333333,-191.874966667
210.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.03,165.666666667,200.0,157.0,235.0,222.761904762,186.0,257.333333333,242.5,324.833333333,341.333333333
211.41,99.9999333332,109.787266667,89.3618000001,121.276666667,117.38607619,99.4325333333,134.184266667,128.085166667,168.439633333,163.43975
211.79,95.5555333333,107.134533333,89.9413999999,112.280666667,105.513685714,89.1228666667,123.742733333,120.643366667,151.812766667,139.1229
212.17,97.2123333333,111.8788,89.2122000001,114.7878,106.0606,87.0304000001,129.3334,122.969633333,157.090766667,143.182
212.55,113.888933333,127.916666666,105.555666667,135.694466667,122.480209524,100.9722,149.027666667,141.250033333,181.041833333,170.9028
212.92,109.398866667,113.7704,97.0491333333,120.546333333,108.259180952,94.8635333333,133.551933333,125.300533333,150.928933333,147.70485
213.30,107.499933333,107.499933333,103.8096,118.333266667,103.843552381,89.8809333333,131.785666667,123.095333333,150.654833333,151.488133333
213.68,99.8449333334,95.969,103.100866667,106.3566,91.1628666667,73.1784,131.1626,117.2869,146.8216,149.147166667
214.06,84.7618666665,78.0951333334,91.7858000001,91.3094666665,82.0067428571,63.5714000001,106.071333333,99.5831666667,114.1667,117.113133333
214.44,86.6666,81.2120000001,97.2121333333,101.0908,86.0605428571,72.8483333333,106.303,102.060666667,113.272666667,118.878683333
214.81,95.2174,88.1159333332,111.159466667,116.666733333,99.2545428571,81.3044000001,113.913066667,112.463733333,129.420333333,129.094033333
215.19,72.2806666665,70.1754000001,92.9821999999,101.929666667,77.6442095238,51.9298666667,92.1053333334,95.1753333333,127.456,112.3246
215.57,48.7619333333,51.2381999999,71.0476,92.3809333333,62.9114857142,40.3808666667,74.4763333334,76.2857,109.238033333,98.71425
215.95,37.3333333333,34.5000000001,45.8333333333,80.1666666666,57.2380952381,35.8333333333,60.0,58.25,92.8333333333,86.7083333333
216.32,26.0162666667,19.5122,33.6584666667,80.0000666666,45.7606857143,33.6584000001,48.6178,47.7236333333,79.2682333333,71.3415
216.70,20.0000666667,8.19453333334,20.9722,58.75,36.507847619,21.3888,32.0834,35.6250666667,55.0695333333,50.2779166667
217.08,9.03706666667,-4.74079999999,20.2963333333,48.5926666667,34.0105238095,8.44439999993,20.1480666667,29.5556,51.4074666667,48.5187333333
217.46,6.79739999999,2.09146666667,22.6144,37.2548666667,28.8141809524,7.45113333332,14.9019333333,26.2744333333,45.6209,41.66655
217.83,19.7948,22.1538,31.7948,47.1794666667,36.9669904762,17.5385999999,24.3076666667,39.9999,52.2565666666,47.9743166667
218.21,0.983599999995,8.52446666668,11.3662,27.7596,22.0923238095,0.2186,2.95086666665,22.8416333334,39.3443,33.6066333333
218.59,-11.3939333333,-1.57573333332,-5.93926666666,14.4241333333,14.7359428571,-16.1212,-11.8787333333,12.1212,36.4848,25.33335
218.97,-4.06246666666,-0.416666666681,-0.6248,19.1666666667,12.2918,-10.3126,-6.56260000002,11.8229,31.4063333333,22.1875833333
219.34,-1.858,-0.10940000002,3.27866666666,20.3278666667,8.71190476192,-9.07106666668,-3.49726666665,13.5519,25.6831666667,23.9345
219.72,-10.8333333333,-11.3887333333,-0.138866666654,17.2222666667,-6.52775238096,-20.6945333333,-12.9166,1.80556666667,17.7777666667,18.2292166667
220.10,-32.3578,-28.2927333333,-19.0245333333,-2.76433333335,-30.1508761905,-40.3251333333,-33.4959333333,-23.2519666667,-3.82130000006,-0.20315
220.47,-22.3809333333,-23.6507333334,-16.9840666667,-12.6984666666,-17.1654952381,-31.5872000002,-23.3334,-17.0634,0.55563333326,17.7777333333
220.85,-22.0512666667,-30.0854,-26.8376666666,-19.3162,-23.5164095238,-32.3076666666,-19.1451333333,-20.5984333334,6.9233333334,13.97435
221.23,-22.7536666667,-35.5072666666,-39.71,-25.9421333333,-29.7307904762,-34.4927333333,-13.1884666667,-25.5071333333,-2.68113333332,-1.77531666668
221.61,-27.9365333333,-56.0318000001,-62.8573333333,-38.8888666667,-39.5692190475,-53.9684000001,-11.1111333333,-35.3968333333,-5.71433333342,-6.19023333334
221.98,-31.2962,-65.7407333335,-76.6667333333,-52.9629333334,-43.1481523809,-55.3703333335,-10.3705333333,-37.3148,-5.37050000006,3.88890000002
222.36,-10.4505333333,-43.4234000001,-49.3694666666,-31.3512,-23.8349809525,-27.5675333333,21.8018666667,-6.93700000001,8.46849999998,29.4145166667
222.74,-20.2021333333,-63.8384,-52.1212666667,-43.0302666667,-42.4819523809,-29.8989333333,18.1817333334,-13.3333,0.2022,26.3636333333
223.11,-1.42108547152e-15,-24.1666666667,-12.5,-14.0,-3.0238095238,-0.999999999992,33.5,19.75,28.5833333333,50.6666666667
223.49,25.7143333333,5.16999999998,17.8231333333,10.8842666667,29.2905333333,27.7549333333,51.8366,42.7890333333,48.4353666667,68.4353833333
223.87,18.0117333333,8.65500000002,21.4034,5.84813333331,34.7201904762,28.7718666666,44.3274,45.2048,42.2806,64.3859333333
224.24,27.4317333333,18.0328,34.2076,12.0218,45.5113047619,35.5192,52.8962666667,53.7158666667,48.6338,72.2948833333
224.62,20.9662,16.5218,33.6231333333,12.2705333333,36.9772,25.2174,41.6427333333,45.7003333333,40.3381,60.3865333333
225.00,19.3798,19.1472,33.8758666667,15.8139333333,33.7763238095,23.0233333333,36.8992,41.8991333333,33.0231333333,55.46515
225.38,18.0069333333,20.2748,34.9140666667,15.6013333333,30.5546952381,24.3299333333,31.3403333333,41.1682333333,32.3025,52.9039
225.75,16.6666,18.7178666667,33.3972666667,18.2051333333,31.3004095238,26.9229333333,25.7052,39.1989333333,28.3655666667,48.2851166667
226.13,4.76199999999,6.66666666667,25.7876,9.37733333335,20.0523333333,20.2931333333,12.0879333333,27.1061333333,15.9340666667,36.0071166667
226.51,-5.39326666667,-6.66653333334,13.4082666667,-1.49806666667,4.77264761904,6.96626666667,-2.32206666666,7.49063333334,2.92136666666,19.1199
226.88,-4.66666666667,-8.86666666667,14.2666666667,-1.53333333333,6.89523809525,4.73333333335,0.333333333328,7.89999999998,-1.10000000001,15.6
227.26,-14.8148,-23.2996,0.673466666666,-13.8046666667,-4.55019047618,-6.46459999999,-8.82146666667,-4.34340000001,-12.6936666667,2.79463333333
227.64,-19.5870666667,-26.2537333333,-7.31573333334,-17.3451333333,-10.9398,-11.0914666667,-17.1680666667,-12.4188666667,-16.0766,-4.45454999999
228.01,-4.2206,-15.0600666667,-0.8634,-6.18699999999,-1.61012380953,-1.87039999998,-8.00946666666,-2.63786666666,-4.26863333334,4.96410000001
228.39,-8.52599999999,-19.1836,-5.39673333333,-10.6576,-6.31026666667,-5.89586666667,-12.8798666667,-6.87076666666,-9.79583333335,0.113316666661
228.76,-5.18059999999,-16.3454666667,-4.05633333333,-8.07226666667,-4.3546095238,-1.2048,-9.11640000001,-5.64256666666,-7.46996666666,8.33333334002e-05
229.14,-2.9706,-12.8498,-2.27986666667,-4.14506666666,-1.50505714287,1.89986666666,-5.94139999999,-3.71336666667,-4.69796666667,0.906699999998
229.52,-0.911933333332,-11.1005333333,-0.062999999998,-0.6918,0.561609523808,3.64766666667,-3.55346666667,-2.54723333333,-4.15079999999,1.86311666667
229.89,2.04906666667,-5.02733333333,3.52453333333,2.56833333333,3.20456190475,7.21313333334,1.09273333333,0.423533333327,-1.27056666667,5.56713333333
230.27,1.84766666667,-3.67046666667,3.49553333333,2.2472,3.70957142858,6.54186666666,1.79773333333,1.06106666667,-0.187333333332,6.18613333334
230.65,3.49100000001,-0.460533333334,6.7636,4.89693333333,6.38946666666,8.8728,3.97573333333,4.87276666666,2.47276666666,9.87875000001
231.02,2.71433333333,0.476133333333,5.0238,4.50000000001,4.32659047619,7.38086666666,2.9762,3.15476666667,2.08336666667,9.54755
231.40,3.58786666667,0.7274,4.33966666667,4.8728,3.2071047619,6.08473333334,3.46680000001,2.37573333333,0.593833333335,9.64246666666
231.78,5.6154,2.84353333333,5.94986666667,7.33573333333,5.55731428572,6.88160000001,7.4074,4.67136666667,1.8878,12.2282333333
232.15,3.40486666667,2.64273333333,4.238,5.78573333333,3.21429523809,3.8808,6.69046666667,2.44043333333,0.571433333333,10.92845
232.53,7.48019999999,6.82493333335,8.45193333333,9.76273333332,6.84111428571,6.48579999999,11.2318,6.67803333333,5.79663333333,14.1243166667
232.90,5.11019999999,6.06280000001,7.7816,8.80366666666,5.38581904762,3.69346666667,10.4529333333,5.3079,4.49473333334,13.5016
233.28,0.493800000002,2.39506666667,4.66666666667,4.66673333333,0.895942857142,-1.43199999999,6.14819999999,1.27153333334,0.629600000001,10.0741333333
233.66,0.182333333333,2.70833333333,4.11473333333,3.95826666667,-0.368295238093,-1.17193333333,5.80733333333,1.87513333333,0.455899999998,9.67448333333
234.03,-3.33353333333,-0.056,1.56866666667,1.37266666667,-4.04563809524,-4.79000000001,2.04466666667,0.504266666666,-1.5407,6.61071666667
234.41,-0.027266666666,3.388,5.4372,5.54639999999,0.398114285714,-2.21313333333,6.06546666668,4.01633333334,2.7596,9.97255
234.78,2.28406666667,3.66526666667,5.81686666667,5.76373333333,1.47598095238,-0.929666666666,7.35726666667,5.69730000001,4.20990000001,10.0863833333
235.16,5.00613333333,5.47693333333,8.25280000001,6.96399999999,4.12816190476,2.15606666667,9.59113333333,8.58726666667,6.70373333333,11.7285166667
235.54,5.62493333334,7.22226666666,10.2547333333,6.94446666666,4.68264761905,5.2082,9.95373333333,10.3935666667,8.72693333333,11.90385
235.91,6.86946666666,8.91879999999,12.1398,8.06313333334,5.34757142857,8.37819999999,10.4279333333,12.0609,10.2475333333,12.5619833333
236.29,7.99566666667,8.94153333333,13.2884,8.08553333333,5.34433333333,9.72966666668,11.3062666667,13.0856666667,11.1035,12.0439666667
236.66,3.7092,3.4424,7.97579999999,2.497,-0.290942857143,6.66659999999,6.08479999999,9.26063333334,6.6789,7.29086666667
237.04,3.70639999999,2.1678,5.50113333333,0.745933333334,-1.725,6.43346666667,4.75526666667,7.69243333333,5.09323333333,5.64098333333
237.41,6.79946666667,4.7396,7.3754,2.96786666667,0.784552380953,10.3433333333,8.26133333335,10.8084,7.87383333333,7.32551666667
237.79,6.26186666667,4.1534,6.94373333333,2.705,1.25052380952,9.43546666666,7.77413333333,10.1809666667,7.6357,6.45908333333
238.17,6.19486666667,3.11793333333,6.09226666667,1.47686666667,0.750238095238,7.83593333333,6.72819999999,8.95376666666,6.50263333333,5.66166666666
238.54,4.85400000001,1.47033333333,3.58506666667,-0.886266666667,-1.94786666666,5.88113333333,4.77333333333,6.84786666667,4.9346,2.64858333333
238.92,4.53553333333,2.55,3.49713333333,-0.473599999999,-1.49875238095,5.9198,4.93613333333,5.592,5.54653333333,2.78238333333
239.29,5.38933333334,3.37713333334,3.902,0.332466666667,0.207466666666,7.2616,6.10673333333,5.748,6.16796666667,3.76205
239.67,4.54893333333,2.76086666667,3.0118,0.0783999999994,1.5037047619,6.05493333333,5.72540000001,4.98043333333,5.70196666667,3.81178333333
240.04,2.22686666667,0.169266666665,0.028133333332,-2.6216,-0.410638095237,4.03106666667,3.17126666666,1.69823333333,3.39676666667,1.89928333334
240.42,0.608266666666,-1.1298,-1.5022,-3.20293333333,-1.15638095238,3.15326666667,1.6636,0.223433333332,1.8809,1.5454
240.79,2.28093333333,1.27533333333,0.497733333333,-0.300666666666,1.0160952381,5.02846666667,3.45266666667,1.9751,3.6858,4.03831666667
241.17,3.9854,3.32426666667,2.58166666667,1.83886666667,3.04611428571,6.84773333333,5.03626666667,4.04873333333,5.80616666667,6.32696666667
241.54,4.07233333333,3.4778,2.42573333333,1.91166666667,3.19560952381,6.38566666667,4.77913333333,3.67476666667,5.62656666666,6.88341666667
241.92,3.355,3.49966666667,1.79326666667,1.75713333333,2.81153333333,6.28353333333,4.00573333333,3.02963333333,5.02523333333,6.60881666667
242.29,3.98433333333,3.89973333333,2.27866666667,2.5716,3.47815238095,7.3112,4.5574,3.54176666667,5.5567,6.87333333334
242.67,4.85566666667,4.47646666667,3.24326666667,3.28526666667,4.40094285714,8.48379999999,5.26473333333,4.40423333333,5.89626666667,7.82491666666
243.05,5.25013333333,4.585,3.35373333333,3.56173333333,4.64209523809,8.94466666667,5.3888,4.83376666667,5.94396666667,8.24668333333
243.42,4.5922,4.06513333333,2.78673333333,3.15106666666,3.93927619048,8.44973333333,4.50233333333,4.40713333333,5.18353333333,7.50913333333
243.80,4.72386666667,4.09093333333,2.3924,3.43586666667,3.64686666667,8.46506666665,4.41293333333,4.4434,4.75443333333,7.57013333333
244.17,4.9918,4.36306666666,2.63966666667,3.77226666667,3.62527619048,8.28713333334,4.57466666667,4.9566,4.76973333333,7.85895
244.55,5.17166666667,4.5528,2.8324,3.68213333333,3.79000952381,8.17206666667,4.69966666667,5.114,4.91216666667,7.72491666666
244.92,4.99873333333,4.18493333333,2.60733333333,3.12486666667,3.63159047619,7.52573333333,4.4764,4.7977,4.58163333333,7.23188333333
245.30,5.1224,4.166,2.73873333333,2.99973333333,3.62228571429,7.35233333333,4.40873333333,4.80283333333,4.6234,7.07956666667
245.67,4.88806666667,3.9278,2.60993333333,2.68313333333,3.32542857143,7.49373333333,3.95353333333,4.72006666667,4.44446666667,6.80675
246.05,5.03226666667,3.64106666667,2.6416,2.4808,3.30117142857,7.5328,3.8722,4.7444,4.59126666667,6.80781666666
246.42,5.35286666667,4.01006666667,3.2378,2.69266666667,3.71563809524,7.8144,4.15453333333,5.0606,5.03156666667,7.36155
246.79,5.06246666667,3.80093333333,3.11866666667,2.57933333333,3.54796190476,7.74506666667,3.78106666667,4.78603333333,4.98576666667,7.22323333333
247.17,4.94386666667,3.67293333334,3.1652,2.56686666667,3.49671428571,7.68853333333,3.57946666667,4.7196,4.7943,7.13153333333
247.54,5.0736,3.62613333333,3.3022,2.60953333333,3.59920952381,7.83773333333,3.71206666667,4.83716666667,5.00673333333,7.51226666667
247.92,4.96353333333,3.332,3.35193333333,2.2938,3.51501904762,7.88233333333,3.40646666667,4.60786666666,5.0623,7.38496666667
248.29,4.70113333333,2.96513333333,3.16333333333,1.95413333333,3.30664761905,7.6976,2.97093333333,4.2269,4.7393,6.95191666667
248.67,4.50746666667,2.78773333333,2.9508,1.87946666667,3.15791428571,7.64913333333,2.7136,4.03736666667,4.45003333333,6.9679
249.04,4.28106666667,2.48886666667,2.72813333333,1.63873333333,2.86303809524,7.64106666666,2.25873333333,3.8175,4.16583333333,6.8011
249.42,3.41013333333,1.7348,1.81026666666,0.787466666667,2.05084761905,6.9678,1.27993333333,3.0321,3.2847,5.89248333333
249.79,3.17646666667,1.4412,1.50886666667,0.455666666667,1.94279047619,6.62613333333,1.0162,2.7901,3.04296666667,5.64396666667
250.17,2.93913333333,1.3586,1.32953333333,0.239666666666,1.95398095238,6.27793333333,1.02453333333,2.73746666667,2.9046,5.48581666667
250.54,2.144,0.6288,0.476600000001,-0.472666666666,1.09409523809,5.49113333333,0.3126,2.06796666667,2.0815,4.75481666667
250.92,2.31193333333,0.563533333334,0.435066666667,-0.484866666667,0.960590476191,5.1876,0.372866666665,2.04263333333,2.03443333333,4.80011666667
251.29,2.01006666667,0.440533333334,0.0218000000006,-0.920066666667,0.664504761905,4.805,0.326866666667,1.7703,2.00996666667,4.60433333333
251.66,1.87653333333,0.8036,0.0583333333326,-0.906933333335,0.622076190476,4.61946666667,0.350266666667,1.5624,2.04506666667,4.32666666667
252.04,2.092,1.3654,0.326599999999,-0.482733333333,0.687733333335,4.6344,0.951666666667,1.90816666667,2.3126,4.51275
252.41,2.5402,1.8796,0.804866666666,0.0139999999992,1.104,4.97333333333,1.833,2.67733333333,3.06123333333,5.17003333333
252.79,3.338,2.80433333333,1.7416,0.702133333333,1.92818095238,5.75373333333,2.70133333333,3.46196666667,4.09636666667,5.79836666667
253.16,3.3638,3.2084,2.139,1.0884,2.23780952381,5.87033333333,3.06233333333,3.5665,4.23553333333,6.12018333333
