wavelength,Back_VolJacf,Belly_VolJacf,Breast_VolJacf,Crissum_VolJacf,Crown_VolJacf,DorTail_VolJacf,Patch10_VolJacf,Rump_VolJacf,Throat_VolJacf,WingTip_VolJacf
186.01,-6.66666666674,264.666666666,2.0,264.0,278.666666667,386.666666667,257.333333333,387.333333333,306.666666667,254.0
186.39,302.666666667,-285.333333333,234.666666667,-212.0,-285.333333333,-541.333333333,-312.0,-521.333333333,-343.333333334,-326.666666667
186.77,67.9012666667,-28.3950666665,66.6667333333,-9.38266666673,-33.8271333333,-81.9752666667,-50.6174000001,-77.0370000001,-43.3331666667,-46.6666666666
187.15,58.772,-5.96493333333,53.1578666667,1.75453333341,-19.2982,-47.1929333333,-25.614,-37.8947333333,-10.0000999999,-18.421
187.53,51.2280666667,7.48540000002,48.3040666667,15.5555333333,3.15800000001,-21.5204666667,3.27486666665,-2.10533333335,6.66656666667,2.45606666668
187.91,44.935,14.0259333333,41.5583333333,22.2508,10.2163333333,-6.92646666669,12.4676,6.14713333333,15.1517,9.09093333334
188.29,45.7265333333,22.2221333333,42.8205333333,24.7864,16.8374666667,-0.940199999993,15.9828666667,11.624,22.0512666667,13.1624
188.67,47.3504666667,26.2392,41.795,28.0341333333,17.0085333334,0.683799999994,20.6836666667,17.9487333333,27.0940666667,16.4956666667
189.05,51.9414,34.2124666667,44.1024666667,44.1028,28.8645333333,17.216,30.6228,29.2307333333,39.4505333333,30.2563333333
189.43,59.1372666667,37.2548666667,47.5294,52.2351333333,31.7646666666,25.8823333333,34.4314,35.9214666667,44.7058666667,37.8823333333
189.81,66.4103333334,45.7263333333,53.7606666667,58.4614000001,37.1793333333,34.1025333334,45.6412,44.188,50.6838666667,47.3505333333
190.19,77.3180000001,60.8428666667,63.8314,67.7393333333,51.4943333333,52.4904,62.682,58.7739333333,62.1839000001,62.9885333334
190.57,91.3675999999,73.8461333333,75.8974666667,81.9658666666,62.4786666666,62.8204666667,75.2991333334,68.7179333333,66.8804,77.6923999999
190.95,98.5857333335,83.2324,78.2827333333,86.5656666666,67.8788666667,65.6565333333,81.3131333332,68.6868666667,72.3736333333,82.2222666666
191.33,95.3005333333,84.8087999999,81.9672000001,83.9345333333,72.4590666666,65.9016,83.6065333334,70.3826,74.0436999999,82.2951333333
191.71,85.1282,74.4616000001,71.0769333333,72.1026666667,66.2564,58.1539333333,80.6155333333,67.1794,68.2051333334,80.0000000001
192.09,66.0162666667,58.6178,49.9186666667,54.9594,56.6666000001,45.4473333333,62.4391333333,53.8212,57.1546000001,62.683
192.47,67.3642666667,54.8839333333,52.0155333333,50.3102666667,53.8759333333,44.4961333333,62.1705333333,53.566,56.5503666666,64.2635333334
192.85,59.8059333333,52.3625333333,51.4562,47.3137333333,54.1748666667,42.3948,57.4110666667,50.2912,52.5243333333,61.7475333333
193.23,57.2894666667,47.6189999999,48.9377333333,40.2197333333,46.2272,36.7766,54.7985333333,45.7876,48.9012333333,59.7069333334
193.61,41.3177333333,35.1937333333,37.6744,25.7366,31.2403333333,21.4728,41.1628,32.8682,33.1396,44.7287333333
193.99,23.6946666667,27.9517333333,28.1125333333,16.3856666667,22.6504666667,10.2006666667,31.1647333333,22.0081333333,27.5101,31.7268666667
194.37,34.8484666667,40.9848,39.6211333333,33.0303333333,32.5,25.4545333333,41.9697333333,36.2878,39.2046666667,41.9696666667
194.75,38.2328,43.8554666667,41.2852,40.7228666667,29.7189333333,26.9076,43.9357333333,41.6064666667,45.5822666667,46.9076
195.13,42.4031333333,48.7596,46.5892,49.2248666667,33.6433333333,30.0775333333,46.6666666667,44.4186666667,49.1085666667,49.3022
195.51,62.3932666666,70.8547333333,72.7350666666,72.0512666667,50.7692666667,45.2991333333,65.3846666667,64.017,69.6154,70.5982666667
195.89,55.2809333333,68.9138666666,65.9175333334,63.9699333334,49.0635333333,37.7528,61.5730666667,58.8762666667,64.4194666667,64.8689333334
196.27,61.7829333334,77.1318,70.9302666666,69.6122666668,51.4728666667,42.7132666667,73.3334,64.4185333333,71.5890666666,70.6200666666
196.65,59.9326000001,77.0371333334,71.1111333333,70.9764000001,55.0840666667,43.3668666667,72.5925333333,64.9830666667,71.6160999999,72.4579333333
197.03,67.5501999999,87.2288666667,79.5984000001,79.2771333333,59.5984666667,44.0161333334,81.7672000001,69.9598,81.3253000001,82.4096000001
197.40,80.9388666666,97.6526,90.8918666667,87.324,69.1079333333,48.5446666666,88.0751333333,81.2206666667,90.3287000001,97.4648666668
197.78,75.4429333333,86.6667333334,85.1477333333,76.8775333334,61.8564666667,41.4346666667,77.8902,71.308,80.5485,88.2700666668
198.16,75.0725333333,83.7681333334,84.1305333333,68.3334,63.3332666667,43.1883333333,74.6376666668,66.739,78.4421,83.6956000001
198.54,77.6030666667,84.9439333333,86.0674,67.7902000001,63.5206666666,45.9925333333,78.7265333332,69.5880666667,81.4982333333,83.6704
198.92,68.5271333334,75.7363999999,76.8217333333,58.6822,54.4961333333,41.7829333334,71.6279333334,62.4031333333,69.6123,75.814
199.30,70.6306,82.1622666667,82.2523333333,63.3335333333,54.1442666667,47.7477333333,76.0361333332,67.2071333333,74.1443,82.3424
199.68,58.2858,73.8095333334,73.3332666666,52.8572,43.619,35.2382,63.0476666666,58.4760666667,64.1429333333,72.8572
200.06,65.4794000001,76.1645333333,79.7260666667,60.4567333333,50.5936,47.5798,66.9407333334,64.2921333333,71.3699333333,79.0866
200.44,68.2575333334,73.4091333333,80.2272666666,63.8638666667,58.2575333333,55.1514666667,69.2425333333,70.7575333333,75.2271333333,81.7423333333
200.82,65.8973999999,71.5384666667,77.7564,61.7949333333,58.2692666667,58.0768666667,69.1024666666,69.8716,75.0962666666,76.4102000001
201.19,64.2855333334,71.2925333333,73.6734666666,60.1361333333,56.8707333333,54.5578,67.619,71.5647333333,76.2244666667,77.1429999999
201.57,67.6078666667,78.5882000001,78.5881999999,63.5293999999,59.8430666667,58.3529333333,69.5686666667,77.0981333334,76.7843666667,84.4706666667
201.95,73.6752,87.9486666666,84.7863333333,74.9573333333,68.8888666667,62.8205333333,71.5384666667,80.0854,81.7949666666,95.4700666666
202.33,74.878,89.9999999999,86.3413999999,76.4227333333,73.4146,63.1706666667,71.9512666668,79.2681333333,88.13,97.0732666667
202.71,73.0232666667,84.6512666666,81.7054666667,75.3488666667,74.3410666667,58.5270666667,69.38,78.9921333333,84.9224333333,92.8680666667
203.09,71.9865333333,84.6464666667,79.0572000001,77.239,76.2962,62.2222,71.8519333333,80.0673999999,82.7273333334,91.4478666667
203.47,66.7383999999,80.1434666666,71.1827333333,67.5985333334,69.8926,51.9714,62.9392000001,74.4086666667,75.2330333333,81.8637333335
203.85,72.6666666666,89.9166666666,75.8333333333,75.8333333334,76.3333333333,53.25,66.4166666666,81.5000000001,81.3333333333,88.9166666667
204.22,75.0647999999,91.8615333334,73.8530000001,80.4328666666,78.2684,52.5540666667,71.4284666667,83.7229999999,82.2943999999,91.4285999999
204.60,71.8518666667,88.8888666665,73.4156,77.5309333333,77.3662666667,56.214,72.1811333333,79.4238000001,73.1687666667,86.0082
204.98,71.8071999999,91.1646666667,75.4216,83.8553333332,79.6788,59.8392666666,78.8754666667,86.265,76.4658000001,88.4336
205.36,68.3524,87.8160666666,74.7892666667,75.2489333333,72.4136666667,58.161,80.6896666667,86.6666666667,71.6092666667,82.1455333333
205.74,71.2820666667,90.8546666667,79.4017999999,75.3847333333,72.4785333333,62.9059333333,86.2393333333,91.9658666666,70.5983,87.8632000001
206.12,81.6424666666,107.1498,93.8165333334,83.7681999999,80.0000666667,74.1062666667,97.5845333334,102.4156,80.2414333333,101.642466667
206.50,76.9491333333,102.9378,93.5592666668,73.6723333333,72.2035333333,66.1016666667,89.1525333333,103.502933333,77.6835999999,98.7570666666
206.87,74.2307333334,107.0512,92.3077333333,79.9999999999,77.4358666667,67.0513999999,91.9229999999,105.769266667,73.9102333333,101.666666667
207.25,61.0062666667,92.8304,80.6291333332,63.7736000001,62.1384,53.9623333334,75.8490666667,90.6919333334,60.6919666667,85.6603333333
207.63,68.3999999999,99.0666666667,94.5333333334,69.4666666667,64.1333333333,58.9333333333,76.9333333333,93.4666666666,64.9333333333,95.1999999999
208.01,91.0476000001,139.238066667,130.2858,102.095066667,79.0475999999,71.8095999999,103.619066667,117.333266667,94.9524666667,134.6666
208.39,72.1568666666,156.0784,131.764666667,90.1961999999,30.1961333334,25.4901333333,73.7255333333,91.7646666666,57.2549333333,139.999933333
208.77,4.5614666666,74.7368666665,51.9298,19.2983333333,-34.035,-58.2455333334,-9.12279999986,2.10533333328,-13.8596999999,66.6665999999
209.14,15.9421333333,64.0579333333,48.9856000001,28.1159333334,-18.8405333333,-48.1158666667,0.28979999992,10.1449333333,2.17396666666,60.8694666666
209.52,-4.52373333334,26.6665999999,19.2856,4.28566666668,-36.1903333333,-50.2381333334,-19.5237999999,-19.0476,-14.0475333333,24.5239333334
209.90,-5.33333333339,27.6666666666,6.99999999995,-0.33333333334,-64.9999999999,-71.0,-29.0000000001,-40.0000000001,-38.6666666668,14.3333333333
210.28,-50.3031333333,39.3939999999,6.0605333334,-47.2725999998,-157.575866667,-153.939466667,-44.8484,-89.6969999999,-67.5758333333,22.4242000001
210.66,-326.666666665,196.666666667,-66.6666666672,-243.333333333,-820.000000001,-736.666666667,-160.0,-526.666666666,-401.666666667,99.9999999999
211.03,-113.333333333,62.4999999999,-44.9999999999,-76.6666666667,-195.833333333,-225.833333333,-29.1666666667,-165.0,-99.1666666665,-11.6666666667
211.41,-239.166666667,-55.8333333335,-150.0,-225.0,-269.166666667,-319.166666667,-122.5,-259.166666667,-204.583333333,-145.0
211.79,-10.9091333333,69.3939333333,44.2425333332,4.2423333334,2.42413333334,-22.4242000001,45.1515333333,2.7272,23.1818,46.0607333333
212.17,38.7878666668,112.424333333,95.1515333333,57.2727333333,66.6666,32.1212,86.3635999999,57.8786666666,70.1514666667,96.0605333335
212.55,14.8148666668,110.0,80.7406666667,38.889,43.7038,-2.59253333334,62.5926666667,40.3704666666,46.2963333333,71.111
212.92,12.3076666665,164.6154,94.8718000001,35.8974666666,39.4871333333,-37.4358,75.3846666667,44.6154,38.7178666666,69.2307333334
213.30,-14.4444666667,190.5554,125.000066667,39.9999333333,66.6666000001,-50.5555999999,96.1110666667,19.9998666667,56.1111000001,83.8888666667
213.68,9.74346666666,178.4614,132.307733333,54.8716666667,85.1282666668,-20.5128,84.6152666667,25.1282666666,92.0513,69.7436666667
214.06,-26.6664666667,177.5758,133.3334,48.4847333334,69.0908666666,-63.6362666666,40.6060666667,-20.606,99.0908333333,6.06059999994
214.44,98.8888666666,-207.777733333,-148.889,24.4444666666,-40.0000666665,158.8888,15.5555999998,86.6665999999,-121.111,93.3334
214.81,-84.4444000007,-580.0,-499.999933333,-117.777800001,-275.5556,28.8888666666,-104.444466667,-113.333333333,-509.999999999,2.22220000014
215.19,-3.99999999993,225.333333333,173.333333333,-32.0000000001,86.6666666667,-145.333333333,-34.6666666667,-55.9999999999,195.333333333,-162.666666667
215.57,300.0,33.3333333334,178.333333333,456.666666667,261.666666667,488.333333333,373.333333333,385.0,-38.3333333326,551.666666667
215.95,185.185133334,78.5185333333,142.222133333,285.926,157.7778,249.629666667,208.8888,227.407466667,61.4814999999,299.2592
216.32,122.564133333,73.8461333334,97.4358666666,186.153733333,74.8718666668,145.640866667,132.8206,132.307733333,50.2563666666,167.179466667
216.70,95.8333333334,72.9166666666,97.4999999999,149.166666667,60.4166666665,119.583333333,102.5,104.583333333,42.2916666666,146.25
217.08,62.2222666666,82.2221999999,141.111066667,284.444533333,60.0000666666,217.777733333,168.889,166.666666667,65.0000333332,298.888866667
217.46,70.8333333333,4.99999999994,-56.6666666667,-181.666666667,15.8333333331,-75.8333333333,-45.8333333333,-13.3333333332,-21.6666666666,-108.333333333
217.83,58.5714666667,33.3334,-5.23813333334,-68.0954,16.6666,-29.0476000001,3.33326666686,24.7618666667,-30.9523999999,-8.09526666667
218.21,70.2083333333,67.9166666667,44.1666666667,18.125,46.6666666666,28.75,46.4583333333,57.7083333333,32.8125,42.0833333333
218.59,95.8333333335,94.7916666665,72.9166666667,39.1666666666,65.8333333334,58.9583333333,73.9583333334,87.7083333334,57.3958333334,68.7499999999
218.97,133.103466667,133.5632,115.632066666,80.4598666667,99.7701999999,98.6208,110.115,120.4598,75.7471333333,103.4482
219.34,169.8766,174.8148,160.740866667,118.2718,134.568066667,129.135666667,146.666666667,159.0124,116.2964,133.5802
219.72,176.231866667,196.811666667,177.101533333,128.115933333,130.4348,130.4348,155.942,168.985466667,116.2319,128.6956
220.10,180.952333333,205.396866667,189.8414,141.904666667,132.698333333,125.397,148.571533333,177.460333333,100.317366667,127.619066667
220.47,182.0,238.0,218.666666667,170.0,152.666666667,140.0,176.333333333,197.333333333,122.666666667,170.666666667
220.85,157.894666667,249.824466666,220.701733333,172.6314,157.192933333,126.6666,187.017466667,182.807066667,129.1229,175.0878
221.23,118.0556,203.888866667,170.277666667,135.277666667,123.888866667,96.3888666666,142.500066667,135.555533333,101.805466667,123.611133333
221.61,152.0,384.0,244.666666667,207.333333333,168.666666667,90.6666666666,228.0,192.666666667,108.666666667,170.0
221.98,-138.666666667,-670.666666667,-308.0,-288.0,-169.333333333,-72.0,-332.0,-278.666666666,-155.333333333,-218.666666667
222.36,-39.3939333333,-304.2424,-135.151533333,-123.030333333,-78.7879333334,-35.1514666667,-145.4544,-140.605933333,-75.4546666665,-99.3939333333
222.74,293.333399999,1297.77773333,568.888866667,746.6666,415.555466667,362.222333333,720.000000001,644.444466667,408.888866667,568.888799999
223.11,116.000066667,313.777733333,171.1112,218.222266667,155.555533333,141.333266667,187.1112,173.333266667,167.5557,172.4444
223.49,68.5715333333,154.095266667,88.0000666667,103.238133333,72.3809333332,82.4761333332,92.3810000001,81.3333999999,95.8094666667,89.9048666667
223.87,43.0952,138.809466666,53.5715333333,81.4285333334,40.7141999999,55.9523333333,67.1428666667,48.3332666667,74.1665999999,52.6190666667
224.24,78.7096666667,148.387,78.0645333333,108.172,61.7204,86.0214666667,82.1506,76.7740666667,88.3872000001,71.6128666667
224.62,63.9216,116.078533333,61.1764666667,93.3333999999,50.3921333334,78.4313333334,64.1176666667,59.6077333333,92.549,56.2745333333
225.00,59.1666666667,124.722333333,75.2776666666,106.1112,48.0554666667,90.0,64.7223333333,59.4443333334,106.666666667,58.6110000001
225.38,40.1801333333,72.0720666667,44.5046666667,62.7026,35.1351333333,46.4866,36.5765333333,26.8468000001,61.7118,38.1982
225.75,31.6666,49.8718,34.4872666667,46.7948,27.1795333333,33.8461333333,29.8718,17.3076666667,42.6281666667,28.9742666667
226.13,32.3808666667,48.9946,42.8572,40.9522,34.3915333333,37.7778,33.3334,23.1746,47.4073333333,36.1904666667
226.51,35.0724666667,50.0484,39.3237333333,37.5845333334,33.7198,36.715,30.8213333333,23.5749333333,42.4637333333,35.6523333333
226.88,40.4234,56.2962666667,43.5979333333,42.1163333333,41.7988,43.5978,36.7196,32.1692666667,47.4073333333,45.3968666667
227.26,39.7530666667,53.0041333333,43.7035333333,40.1648,40.9053333333,43.3743333333,36.9547333333,37.1192666667,46.0904333333,48.5596
227.64,22.3612666667,34.1666666667,28.5416,20.4862,23.1944,24.4444,22.2222,20.139,29.4791666667,30.9722
228.01,21.6232666667,32.2897333333,26.7246,15.0723333333,20.2319333333,21.8552,19.3622666667,17.6232,21.1015666667,25.6812666667
228.39,20.9092,30.606,23.3838666667,15.8586,17.9798,19.6464666667,17.4747333333,16.4646666666,17.4747333333,24.5960666667
228.76,22.5238,31.1904,25.8571333333,20.9525333333,17.5713333333,20.6191333333,20.1428666667,17.7142,15.4285666667,25.0952
229.14,18.5548,27.4125333333,21.4452,18.6945333333,11.8415333333,16.8298666667,16.5501333333,13.0069333333,11.8416,20.0002666667
229.52,17.9784,24.2151333333,18.4516666667,20.2150666667,9.67733333333,15.0968,13.8064,11.8709333333,9.54843333334,18.2795333334
229.89,18.8467333333,23.2792666667,19.4956666666,20.9008,10.6306,15.7837333333,16.7929333333,15.5316666667,12.6307,20.6846
230.27,16.0745333333,19.9322666667,16.6836666666,18.6464,7.78326666667,12.2166,14.1793333333,14.3146,10.0338,17.4281333333
230.65,14.4028,18.6809333333,15.7933333333,17.4688,5.13373333334,10.6596,12.0499333333,13.583,6.2746,14.6524
231.02,18.4421333333,23.4058666667,18.5505333334,22.0652,9.13033333333,14.6378,15.2174,18.4782666667,10.7609333333,17.5724666667
231.40,20.3704,25.3704,21.2593333333,25.3332,11.7407333333,17.1852666667,18.2961333333,23.5555333333,13.5557,20.2963333333
231.78,25.3751333333,28.9702666667,26.2129333333,28.3070666667,20.0348666667,24.2932,24.2233333333,29.4939333333,21.1867666667,23.9442
232.15,21.7392,27.3189333333,22.7536666667,22.5,18.1883333333,21.5942666667,21.0145333333,27.645,20.8333,21.5580666667
232.53,24.0800666667,30.0547333333,24.9543333333,24.0802666667,23.0236,23.4244,23.388,31.3297333333,24.0982666667,25.8286666667
232.90,19.6006666667,27.6645333333,20.1996,18.6825333333,19.8402666667,19.2814666667,19.9601333333,28.8221333334,22.4949,23.2335333333
233.28,12.2726666667,22.8788,17.0706666667,11.8180666667,14.9494666667,13.0302666667,15.7070666666,25.0504,16.9192333333,16.7171333334
233.66,11.7436,22.6666,16.1538666667,9.07686666667,15.5898,12.7180666667,13.6411333333,22.0000666667,14.4102666667,15.5384666667
234.03,12.7659333334,23.6878666667,15.2245333333,10.4965333333,18.4870666667,14.1842666667,13.6643333333,21.5129333333,16.714,14.7518
234.41,11.3889333333,21.4815333333,13.3333333333,10.2776,17.2221333333,12.361,13.4258666667,20.0926666666,14.9767333333,16.6203333333
234.78,8.65759999999,19.0277333333,8.6574,10.0463333333,15.0926,7.31486666666,11.0184666667,16.2499333333,12.5230333333,15.6944
235.16,4.36613333334,14.9766666667,3.4272,5.35206666667,8.49766666667,0.891999999992,4.88253333335,8.49759999999,4.34276666667,10.5634666667
235.54,7.20346666666,16.9574666666,7.96413333333,8.76966666666,11.32,5.86120000001,8.45640000001,10.4698,6.12973333333,13.4228
235.91,6.45700000001,13.8784,6.83440000001,6.87640000001,9.43393333334,5.36700000001,6.83426666665,7.79866666667,4.86366666667,13.1656666667
236.29,0.867599999994,8.3562,2.78526666666,1.09573333335,3.74426666666,1.36999999999,1.68946666667,0.913266666667,-2.80823333334,8.76720000001
236.66,0.516133333334,9.84953333333,0.946266666673,2.32266666667,4.90326666667,3.87100000001,0.989333333327,0.258199999999,-0.838666666666,9.54826666667
237.04,5.38913333333,14.491,6.22753333333,8.58266666666,9.02206666665,9.66073333334,6.90626666667,5.1896,5.16983333333,14.1318
237.41,11.2281333333,19.8946666667,11.4737333333,13.8596666667,13.5439333333,16.4914,14.1405333333,11.2280666667,10.8596333333,20.1052
237.79,14.2628666667,22.2436,14.4872666667,16.7628666667,17.1152666667,20.2244,17.0834,14.1666666667,12.3236666667,22.3397333333
238.17,18.9126,25.5794666667,18.6552666667,18.9412,20.4579333334,25.1216666667,20.3147333333,17.6252,16.0370333333,25.9799333333
238.54,18.7566666667,24.6826666667,18.4656,19.5238666667,20.3176,23.9419333333,20.3174666667,17.5661333333,16.6933,26.6666666667
238.92,17.413,22.0398,16.8407333333,18.8804666667,18.1093333333,21.5672,17.7114,15.6964666667,14.4652,25.0746666667
239.29,18.5830666667,23.7862,18.0487333333,19.4426666667,18.7223333333,22.0676,18.9778666667,17.4449333333,15.0989,25.3426
239.67,20.1864,25.4038,19.1511333333,21.9876,20.7453333333,23.2919333333,21.1178666667,20.1447333333,17.1117333333,25.7349333334
240.04,21.8198,25.7476666667,20.5764666667,23.7118666667,21.4773333333,23.7478666667,22.4866,21.5496,17.3603666667,26.4864666667
240.42,20.1904666667,23.0318666667,18.8095333333,21.4285333333,19.9047333333,22.381,21.3016,19.9206,15.6904,25.0316666667
240.79,17.7481333333,19.3482,16.8592,18.3406666667,17.363,19.5258666667,18.8147333333,17.0666666667,12.1482666667,23.0222
241.17,15.2168666667,16.3008,14.2545333333,14.7291333333,13.4552,16.8292666667,15.5554666667,13.6585333333,9.66813333333,19.3766
241.54,12.699,13.9924666667,12.612,12.9353333333,11.1815333333,15.2984666667,13.4328,11.7537333333,7.88543333334,17.4006
241.92,11.9616666666,13.2434,12.0965333333,11.9393333333,10.6014666667,14.8284,12.6925333333,11.3322,7.23443333333,17.1332666667
242.29,12.2524666667,13.4546,11.9091333333,11.3636666667,10.8686666667,15.3636666667,13.6666666667,12.384,7.86873333333,17.2322666667
242.67,11.7464666667,12.6667333333,11.2582666667,10.8825333333,10.4883333333,15.1548666667,13.0705333333,11.7652666667,7.59159999999,16.4319333334
243.05,12.4498,13.1905333333,12.3159333333,11.4056666667,11.2359333333,15.4663333334,13.3600666667,12.4231333333,8.30439999999,17.0192
243.42,11.1464666667,11.9167333333,11.1732666667,9.06606666667,10.1638666667,14.2452666666,11.8546666667,10.8278,7.48126666667,15.7502666666
243.80,10.9903333333,11.8390666667,11.7329333333,9.22193333332,9.96466666666,13.8636666667,11.5295333333,10.8930666667,7.9663,15.8267333333
244.17,11.4712,12.5252666667,12.3144,9.98673333335,10.3821333333,14.2292666667,11.3482666667,11.5765333333,9.46843333333,16.1178
244.55,10.6684,12.3657333333,11.9172666667,9.98213333333,10.8708,13.9575333333,10.8796666667,11.8733333333,9.89443333333,16.4732
244.92,10.5444666667,11.5537333334,10.9960666667,9.84506666667,10.6773333333,13.3776,10.7305333333,11.8548,9.99123333334,16.1309333333
245.30,10.0257333333,10.6186,10.3523333333,9.4158,10.0774,12.8350666667,10.2921333333,11.2285333333,9.78513333333,15.0344
245.67,7.7804,8.69246666667,8.48253333333,7.63513333334,8.10326666666,10.6618666667,7.48186666667,8.402,7.724,12.4858666667
246.05,7.76813333333,8.43053333333,8.272,7.40086666667,7.70333333333,10.4319333333,7.0986,8.06346666667,7.6889,12.2247333333
246.42,6.9388,7.19860000001,6.45146666667,5.9578,6.06526666667,9.38913333333,5.76753333333,6.78066666666,6.5717,10.7439333333
246.79,7.31926666667,7.13193333333,6.37173333333,6.4228,5.8666,9.41846666667,5.84953333333,6.97859999999,6.50213333333,10.7574666667
247.17,7.13553333333,6.9912,5.7754,6.15153333333,5.63113333333,9.30446666667,5.66213333333,6.65633333334,6.20556666667,10.4225333333
247.54,6.76746666667,6.4746,5.23046666667,5.68206666667,5.19226666667,8.852,5.63406666667,6.14306666667,5.4971,10.0241333333
247.92,7.67726666667,7.00506666667,5.78413333333,6.15006666667,5.5236,9.5152,6.2826,6.74433333333,5.9441,10.471
248.29,8.09393333333,7.642,6.46533333333,6.38933333333,5.92853333333,9.97313333332,6.5862,7.0738,6.12313333333,10.9575333333
248.67,8.07653333333,7.80626666667,6.69366666667,6.42353333333,6.01806666667,10.0135333333,6.45053333333,7.06319999999,6.0135,11.0090666666
249.04,8.84813333333,8.29793333333,7.2262,7.0992,6.73253333333,10.6724,7.08506666667,7.82313333333,6.7537,11.7536
249.42,8.18606666667,7.78206666667,6.47226666667,6.54893333333,6.2266,10.2174666667,6.544,7.36253333334,6.16276666667,11.1897333333
249.79,8.81220000001,8.50886666666,7.25626666666,7.4362,7.16093333333,10.9069333333,7.32386666667,7.95826666666,7.08513333333,12.1539333333
250.17,9.1906,9.18446666668,7.67140000001,7.90073333333,7.73319999999,11.2,8.01866666667,8.32239999999,7.45733333333,12.8496666667
250.54,9.63039999999,9.75360000002,8.10400000001,8.18606666667,8.2,11.3278666667,8.54893333333,8.60379999999,7.62493333333,13.0252666667
250.92,10.0436,10.5386,8.79913333333,8.60993333333,8.94466666667,12.0306,8.97386666666,9.11933333334,8.1879,13.4207333333
251.29,8.83826666667,9.65833333333,8.02579999999,7.71433333333,8.05626666666,10.9794666667,8.15493333333,7.44860000001,7.17146666667,12.3614
251.66,7.78539999999,8.67413333332,6.67433333333,6.8046,7.20306666667,10.0000666667,7.17233333333,6.25279999999,6.4099,10.9194
252.04,7.4098,7.84993333333,5.96893333333,6.23413333333,6.7654,9.579,6.92453333334,5.66553333334,5.98033333333,10.4512
252.41,8.6998,9.00193333333,6.9538,7.4916,7.83793333333,10.5561333333,8.27253333333,7.05706666666,7.30386666667,11.4328666667
252.79,10.4360666667,10.5368666667,8.62706666667,9.07386666666,9.14586666665,11.6397333334,9.76573333334,8.58386666667,8.7026,12.6342
253.16,10.713,10.8650666667,9.01186666667,9.23633333333,9.43900000001,11.625,10.1555333333,8.91793333334,8.63570000001,13.0003333333
253.54,9.90813333333,10.2535333333,8.3204,8.4748,8.91586666666,11.0106,9.34206666666,8.57766666667,8.21393333333,11.8485333333
253.91,9.17819999999,9.33186666666,7.72666666667,8.1106,8.41766666667,10.4302,8.60213333333,8.23346666667,7.45786666667,11.2596666667
254.28,8.64959999999,8.71486666667,6.97693333333,7.58073333333,7.44186666666,9.34326666667,7.7112,7.34393333333,6.4871,10.5181333333
