wavelength,Back_AniLacm,Belly_AniLacm,Breast_AniLacm,Crissum_AniLacm,Crown_AniLacm,DorTail_AniLacm,Patch10_AniLacm,Patch11_AniLacm,Patch12_AniLacm,Patch13_AniLacm,Rump_AniLacm,Throat_AniLacm,WingTip_AniLacm
303.37,12.1202,11.7261333333,10.9578666667,11.2267333333,12.5632,13.0736,12.6942,12.8612666667,27.5202666667,12.311,24.6162,10.6654,13.1662666667
303.74,12.1403333333,11.6771333333,11.0069333333,11.234,12.656,12.9884,12.6595333333,12.9774666667,27.6328666667,12.2527333333,24.6907333333,10.6220666667,13.0064
304.10,11.9842666667,11.4475333333,10.7302666667,10.9930666667,12.5484666667,12.6233333333,12.4278666667,12.8695333333,27.53,12.0446666667,24.5818666667,10.4598666667,12.7418666667
304.47,11.668,11.1366666667,10.3983333333,10.763,12.3421333333,12.2176666667,12.1132,12.5804,27.3628,11.6643333333,24.3381333333,10.1052666667,12.3678666667
304.84,11.6458666667,11.1396,10.1709333333,10.6626666667,12.2835333333,12.0674,12.1448,12.4038666667,27.478,11.668,24.3859333334,9.93793333333,12.265
305.21,11.7152,11.1560666667,10.1601333333,10.7638,12.304,12.1003333333,12.2040666667,12.4428,27.5404666667,11.7208,24.4896,9.90646666668,12.204
305.58,11.6071333333,10.9951333333,9.89953333335,10.6845333333,12.2508,11.9624,12.074,12.273,27.5298,11.6388,24.4047333333,9.68746666666,11.9902666667
305.95,11.5120666667,10.825,9.73553333334,10.5654666667,12.0745333333,11.6944666666,11.8769333333,12.0012,27.5529333333,11.5758666667,24.4012,9.39119999999,11.7696666667
306.32,11.3999333333,10.7692666667,9.69313333333,10.4728,11.9870666667,11.5794,11.8607333333,11.7832,27.4974666667,11.5699333333,24.3896666667,9.24773333335,11.6510666667
306.69,11.3710666667,10.6986666667,9.646,10.4539333333,11.9397333333,11.3654,11.7476,11.6384,27.3126666667,11.4726,24.3013333333,9.13360000001,11.5310666667
307.06,11.2594666667,10.5912666667,9.49326666667,10.4128666667,11.8094,11.2556666667,11.6442666667,11.5277333333,27.2429333333,11.3982666667,24.2248666667,8.96026666667,11.3250666667
307.43,11.1702666667,10.5504666667,9.46060000001,10.4025333334,11.7123333333,11.1777333333,11.6809333333,11.5385333333,27.146,11.2758,24.1613333333,8.86840000001,11.1962
307.80,11.127,10.6144666667,9.40386666666,10.3646666667,11.6247333333,11.1432666667,11.6886,11.519,27.1536,11.2674,24.1994666667,8.78,11.2527333333
308.17,11.0926666667,10.5873333333,9.43046666667,10.3790666667,11.5518666667,11.0927333333,11.6764666667,11.4325333333,27.2682666667,11.2867333333,24.3015333333,8.59933333334,11.2120666667
308.54,11.1778666667,10.6208,9.45246666667,10.3803333333,11.5765333333,11.143,11.7542666667,11.4094666667,27.438,11.3764666667,24.459,8.6062,11.2874
308.90,11.0477333333,10.5045333333,9.44840000001,10.3902,11.5759333333,11.0932666667,11.687,11.3587333333,27.3729333333,11.3303333333,24.4097333333,8.53680000001,11.2158666667
309.27,10.9212,10.3874666667,9.38646666667,10.3516666667,11.5284666667,10.9407333334,11.6552666666,11.3036666666,27.3892666667,11.2988666667,24.3604666667,8.43913333333,11.1229333333
309.64,10.8862666667,10.3332,9.37053333333,10.3473333333,11.5197333333,10.8453333333,11.6458666667,11.2549333333,27.5080666667,11.3086,24.3693333333,8.4866,11.0974
310.01,10.7338,10.2225333333,9.25106666667,10.3588,11.5016,10.8203333333,11.5988,11.2544,27.4845333333,11.3059333333,24.2459333333,8.53626666666,11.0494
310.38,10.723,10.2174666667,9.18126666667,10.4224,11.5454666667,10.8511333334,11.6044666667,11.2696666666,27.5746,11.345,24.3260666667,8.55779999999,11.0796666667
310.75,10.9806,10.467,9.38933333334,10.6208,11.8365333333,11.1124666667,11.9189333333,11.4809333333,27.9736666667,11.6188666667,24.6504,8.81633333334,11.3548
311.12,11.1868,10.6669333333,9.59013333333,10.8669333333,12.0723333333,11.2824,12.1693333333,11.6566666667,28.2462666667,11.8479333333,24.9086,9.00306666665,11.6209333333
311.49,11.3556,10.7672,9.75566666667,11.055,12.2562,11.437,12.3389333333,11.7803333333,28.4848666667,12.1093333333,25.1151333333,9.18573333333,11.8145333333
311.85,11.3940666667,10.7709333333,9.8278,11.2013333333,12.3315333333,11.4684666667,12.4258666667,11.7570666666,28.5503333333,12.2915333333,25.2319333333,9.2804,11.8328
312.22,11.6030666667,11.0205333333,10.0145333333,11.4541333333,12.5686666667,11.7434,12.6539333333,11.963,28.7597333333,12.5817333333,25.3975333333,9.62140000001,12.0366
312.59,11.8883333333,11.3812,10.3013333334,11.8062,12.8805333333,12.0714666667,13.0198,12.3221333333,29.0760666667,12.989,25.8268,9.97733333333,12.3176666667
312.96,12.2576,11.7338666667,10.5773333333,12.0978666667,13.2394666666,12.3648666667,13.3719333333,12.6724,29.4389333333,13.302,26.1920666667,10.3700666667,12.5560666667
313.33,12.5939333333,12.0587333333,10.8285333333,12.3806666667,13.6062666667,12.5984666667,13.6383333333,12.9644666667,29.7995333333,13.6564666667,26.5828666667,10.6578,12.8058666667
313.70,12.793,12.2294,10.9906,12.5144666667,13.7389333333,12.7478,13.8203333333,13.1486,29.9395333333,13.8546666667,26.8576666667,10.7979333333,12.9292
314.07,13.0887333334,12.4592666667,11.2296666667,12.6829333333,13.8482,12.9132666667,14.0271333333,13.2995333333,30.0692666667,14.0463333333,27.1319333334,10.9447333333,13.0241333333
314.43,13.4044666667,12.8604666667,11.6385333333,12.9926666667,14.1518,13.1647333333,14.446,13.6706,30.4681333333,14.3569333333,27.4586666667,11.2796666666,13.2788666667
314.80,13.4554666667,13.0413333333,11.7400666667,13.1653333333,14.2172666667,13.2772,14.584,13.8694,30.7084,14.5532666667,27.7016,11.3431333333,13.3586666667
315.17,13.4523333333,13.0692,11.6832,13.1531333333,14.1977333333,13.2197333333,14.5356,13.916,30.9098,14.6142666667,27.8546,11.3718,13.2476666666
315.54,13.525,13.179,11.6586666667,13.218,14.2168,13.1701333333,14.4986666667,13.9223333333,30.9704,14.6372666667,27.9138666667,11.4386666667,13.1169333333
315.91,13.5249333333,13.1867333333,11.6044666667,13.1579333333,14.1244,13.0290666667,14.3696666667,13.9024666667,30.9959333333,14.4178666667,27.7528666667,11.3878666667,13.0165333333
316.28,13.6280666667,13.2344666667,11.6132,13.2794,14.1907333333,13.0042666667,14.4136666667,13.8778,31.058,14.4207333333,27.7362666667,11.3489333334,13.0476
316.64,13.6976666667,13.2382,11.6932666667,13.3980666667,14.2898666667,13.039,14.5267333333,13.8698,31.0685333333,14.4656666667,27.5442666667,11.449,13.1198
317.01,13.6428,13.1398,11.6215333333,13.4402,14.2327333333,12.9968,14.4860666667,13.7512666667,31.0587333333,14.4463333333,27.481,11.2814,13.0709333333
317.38,13.7701333333,13.2601333333,11.7320666667,13.6550666667,14.2893333333,13.2547333333,14.6586,13.8908666667,31.2566666667,14.6311333333,27.6757333333,11.3481333333,13.2201333333
317.75,14.0199333333,13.5959333333,12.0242,14.0622666667,14.6571333333,13.6270666667,14.9381333333,14.2404,31.7232,14.9528,28.0309333333,11.6057333333,13.5351333333
318.12,14.1442,13.8542,12.2046666667,14.4656,15.0901333333,13.8984666667,15.1916666667,14.5819333333,32.1510666667,15.2618666667,28.3494,11.8481333334,13.8541333333
318.49,14.2739333334,13.862,12.1369333333,14.6057333333,15.2402,13.9714666667,15.2162666667,14.6299333333,32.2298,15.4091333333,28.4398666666,11.8734666667,13.9046
318.85,14.3214666667,13.8014666667,12.1054666667,14.6224666666,15.2224,13.8367333333,15.1684666667,14.5480666667,32.2077333333,15.3246,28.3608,11.8824666667,13.835
319.22,14.5072,14.0042,12.3552,14.8238666667,15.4257333333,13.9556666667,15.3904,14.7325333333,32.3290666667,15.5319333333,28.4814,12.0700666667,14.0563333333
319.59,14.6470666667,14.1453333333,12.4254,14.9648666667,15.5324666667,14.0231333333,15.4966,14.8332,32.4726,15.7842,28.6119333333,12.1549333333,14.2636666667
319.96,14.9872,14.381,12.6856,15.243,15.8075333333,14.2236666667,15.8245333333,15.0553333333,32.7063333333,16.2357333333,28.9778666667,12.3994,14.451
320.32,14.9306666667,14.3402666667,12.697,15.2345333334,15.7466,14.1758666667,15.8344666667,15.0834666667,32.7543333333,16.2511333333,29.0550666667,12.3188666667,14.3556666667
320.69,14.9598666667,14.3128,12.7054666667,15.2401333333,15.7577333333,14.0481333333,15.7925333333,15.072,32.9006,16.1692666667,29.3016,12.1897333333,14.2277333333
321.06,15.0386666667,14.4174,12.867,15.1668,15.8090666667,13.9949333333,15.7097333333,15.1306,32.7253333333,16.1954666667,29.1424666667,12.3296,14.2434
321.43,15.0484666667,14.4292,12.9552666667,15.1623333333,15.8727333333,13.8784,15.6316,15.0940666667,32.6078666667,16.2032,29.0960666667,12.4235333333,14.1976666667
321.80,14.7898,14.1853333333,12.7043333333,14.8937333333,15.6097333333,13.4805333333,15.3226666667,14.7482,32.2564666666,15.9403333333,28.7409333333,12.1468666667,13.8810666666
322.16,14.6524666667,14.0848,12.5594666667,14.6804666667,15.3157333333,13.1684666667,15.1508666667,14.4295333333,32.0142666667,15.7859333333,28.5309333333,11.9261333333,13.6556
322.53,14.45,13.9377333333,12.4736,14.5072,15.1045333333,13.0209333333,14.9306,14.2208666667,31.9930666667,15.5462666667,28.4304,11.6452666667,13.4811333333
322.90,14.5330666667,14.0523333333,12.4958666667,14.6641333333,15.2029333333,13.1278,14.9991333334,14.3309333333,32.1228,15.5943333333,28.5909333333,11.7130666666,13.5499333333
323.27,14.2638666667,13.8031333333,12.193,14.4187333334,14.9506,12.8831333333,14.8278666667,14.0804,31.9508666667,15.3704666667,28.3872,11.4366,13.2692666667
323.63,14.2032,13.6810666667,12.1158,14.3398,14.8914666667,12.8388,14.7928666667,14.0146666667,31.8306,15.2892,28.3336666667,11.3463333333,13.1413333333
324.00,14.1870666667,13.7862,12.1127333333,14.3432666666,14.9495333333,12.9057333333,14.8082666667,14.0252,31.9445333333,15.3536666667,28.3872,11.3872666667,13.1144666667
324.37,14.0525333333,13.7107333333,11.9356666667,14.251,14.915,12.8304666667,14.7018,13.8199333333,31.7856,15.2144,28.1896,11.3726666667,12.9624666667
324.74,14.0252666667,13.7086666667,11.9034,14.2994666667,14.8709333333,12.8851333333,14.6554,13.8115333333,31.7798,15.2891333333,28.1457333333,11.3744666667,12.8724
325.10,13.8721333333,13.518,11.686,14.2214,14.6856,12.7263333333,14.5054,13.6484666667,31.7264,15.2196666667,28.1432,11.1938666667,12.6423333333
325.47,13.7444666667,13.3288,11.5185333333,14.0169333333,14.4750666667,12.5370666667,14.4264666666,13.4108666667,31.6359333333,15.0704666666,27.9576,10.9902666667,12.3986
325.84,13.7209333334,13.2513333333,11.4862666667,13.9326,14.3753333333,12.4656666667,14.4172666667,13.3734666667,31.5564,15.0254,27.9278666667,10.9362,12.3316
326.21,13.8426666667,13.1753333333,11.4689333333,13.9016666667,14.3874,12.5124666667,14.4656,13.4381333333,31.7302666667,15.0428,28.0646,10.9153333333,12.3252
326.57,13.8923333333,13.0816666667,11.4237333334,13.9639333333,14.3693333333,12.429,14.5084666667,13.3741333333,31.6154666667,15.0776,28.0245333333,10.9774,12.2388
326.94,13.7972666667,12.9146666667,11.2935333333,13.8542666667,14.2306,12.2842666667,14.3532,13.2124,31.4743333333,15.0798,27.9346,10.8498666667,12.0916
327.31,13.9563333333,13.0248,11.3930666666,13.9797333333,14.3537333333,12.3596,14.3813333333,13.2344666667,31.5036666667,15.195,28.0204,10.9083333333,12.1426666667
327.67,13.8308,13.0369333333,11.3908666667,13.9833333333,14.4073333333,12.2490666667,14.3867333333,13.1822666667,31.5683333334,15.1261333333,28.0781333333,10.8686666667,12.1552666666
328.04,13.6756,12.9124666667,11.3018,13.9408666667,14.3706,12.1686,14.329,13.1243333333,31.5536666667,14.9914666667,27.9854,10.7489333333,12.1449333334
328.41,13.6364666667,12.8907333333,11.2551333333,13.8946666667,14.3356666667,12.0188666667,14.2786666667,13.0527333333,31.5807333333,15.0139333333,27.8881333333,10.643,12.1194
328.78,13.6264666667,12.9232,11.1901333333,13.821,14.2324,11.9071333333,14.2552666667,12.9536,31.5363333333,15.0132666667,27.8530666667,10.5505333333,12.115
329.14,13.6194,12.9159333333,11.1650666667,13.8483333333,14.235,11.8332666666,14.3045333333,12.9436666667,31.6538,14.9741333333,27.8774666667,10.4523333333,12.0605333333
329.51,13.6882666667,13.0467333333,11.2331333333,14.0322,14.3421333333,11.8979333333,14.35,13.0732666667,31.6722666667,15.088,27.9574,10.5760666667,12.1842666667
329.88,13.7115333333,13.164,11.2081333333,14.153,14.4331333333,11.9439333333,14.3335333333,13.0579333333,31.8823333333,15.1894,28.1289333333,10.6544,12.1481333333
330.24,13.5035333333,13.1519333333,11.0856,14.1435333333,14.4048,11.8083333333,14.1212666667,12.8970666667,31.6937333333,15.1354,27.9624666667,10.5540666667,11.9708
330.61,13.2310666667,13.0362666667,10.8722666667,13.8969333333,14.1886,11.5521333333,13.8552,12.6869333333,31.5968,14.9214,27.7774,10.3216666667,11.8153333333
330.98,12.9313333333,12.8535333333,10.6943333333,13.6304666667,13.9577333333,11.2552,13.6892666667,12.4468666667,31.3664666667,14.6726666667,27.5437333333,10.0842666667,11.592
331.34,12.6792,12.6918666667,10.4970666667,13.5334,13.7495333333,11.1197333333,13.5557333333,12.3105333333,31.3372,14.5388,27.44,9.8904,11.4070666667
331.71,12.8353333333,12.8480666667,10.5797333333,13.6649333333,13.7275333333,11.2488,13.6192,12.4048666667,31.4372,14.6245333333,27.5023333333,10.0629333333,11.4404666667
332.08,12.7624666667,12.7233333333,10.4908666666,13.5684,13.6118666667,11.0912666666,13.45,12.1835333333,31.2904666667,14.5079333333,27.4134,9.95406666665,11.2438666667
332.44,12.6563333333,12.5841333333,10.4178,13.5043333333,13.5536666667,10.9837333333,13.3874,12.1507333333,31.1748666667,14.4374,27.4992,9.81186666666,11.1439333333
332.81,12.6054,12.5602,10.3933333333,13.4707333333,13.6292666667,10.9143333333,13.3015333333,12.0950666667,30.9972,14.3992666667,27.4110666667,9.83626666667,11.1135333333
333.18,12.6618,12.6438666667,10.4088666667,13.4763333333,13.7324,11.0236666667,13.3362666667,12.0662666667,31.0222666667,14.5232,27.4663333333,9.93373333333,11.2038666667
333.54,12.599,12.6223333333,10.3402,13.3994666667,13.6976,11.0082,13.276,11.9894666666,31.0730666667,14.532,27.407,9.83313333333,11.1345333333
333.91,12.6278,12.6736666667,10.3629333333,13.3907333333,13.7284666667,11.034,13.3564,12.0199333333,31.0109333333,14.5362666667,27.2975333333,9.79953333332,11.2109333333
334.28,12.7963333333,12.9383333333,10.5376,13.5681333333,13.9222,11.2139333333,13.6032,12.2552666667,31.1435333333,14.7023333333,27.3905333333,10.0471333333,11.4190666667
334.64,12.9830666667,13.1270666667,10.7038,13.7292,14.1181333333,11.4178,13.7263333333,12.4074,31.1894,14.9304666667,27.4872666667,10.2014,11.5258
335.01,13.2434666667,13.3837333333,10.8942666666,13.9049333333,14.3595333333,11.6387333333,13.8723333333,12.6242,31.2958666666,15.1953333333,27.5772,10.4504666667,11.7178
335.38,13.5158,13.6312666667,11.0542666667,14.0299333333,14.5723333333,11.7589333333,14.0460666667,12.7575333333,31.3818,15.4310666667,27.7283333333,10.6448666667,11.9306666667
335.74,13.4182666667,13.5269333333,10.898,13.8973333333,14.4654,11.6636,13.9530666667,12.6272,31.2628666667,15.4158666667,27.6038,10.4625333333,11.7712
336.11,13.4639333333,13.5981333333,10.8902666667,13.9088666667,14.5002,11.7031333333,13.9912666667,12.6951333334,31.2202,15.5155333333,27.5684666667,10.5285333333,11.7908666667
336.47,13.7366,13.8220666666,11.1196,14.1427333333,14.6585333333,11.9420666667,14.2164,12.9428666667,31.523,15.7964,27.7502,10.7614666667,11.9434
336.84,13.7177333333,13.7487333333,11.0772,14.1692,14.6078,11.8949333333,14.2273333333,12.9308666667,31.6655333333,15.7661333333,27.7760666667,10.6954666667,11.8408666667
337.21,13.6946666667,13.7406,11.1348,14.2346666667,14.5767333333,11.8332666667,14.1975333333,12.958,31.6251333333,15.7601333333,27.7288,10.6805333333,11.8358
337.57,13.5654,13.6124,11.018,14.1326,14.4053333333,11.6612666667,14.0767333333,12.7954,31.4290666667,15.6345333334,27.5534,10.5574666667,11.6752666667
337.94,13.3750666667,13.3675333333,10.8790666667,14.0422,14.2219333333,11.4802666667,13.9167333333,12.6219333333,31.2714,15.523,27.3691333333,10.4209333333,11.4651333333
338.31,13.2407333333,13.0768666667,10.7839333333,13.8856,14.0316,11.3285333333,13.7497333333,12.3950666667,31.1877333333,15.4382666667,27.2278,10.2024,11.2372666667
338.67,13.2686666667,13.1153333333,10.821,13.9124,14.0541333333,11.343,13.8186,12.4617333333,31.2605333333,15.4682,27.2558,10.2471333333,11.2237333333
339.04,13.1776,13.0045333333,10.7317333333,13.8785333333,13.9530666667,11.2414,13.7684666667,12.3506666667,31.1945333333,15.4176,27.2118666667,10.1650666667,11.0958666667
339.40,12.9281333334,12.7198,10.6173333333,13.7424,13.7172,11.0488,13.5364,12.1578666667,30.9986,15.2514,26.9753333333,10.0463333333,10.7789333333
339.77,12.7912666667,12.5844666667,10.5282666667,13.6337333333,13.5987333333,10.8710666667,13.3806666667,12.0,30.896,15.1414666667,26.8648,9.90899999999,10.6367333333
340.14,12.549,12.4337333333,10.3344666667,13.5017333333,13.3928,10.6060666667,13.2192666667,11.8487333333,30.736,14.9504666667,26.7397333333,9.64313333334,10.4336666666
340.50,12.4297333333,12.3866666667,10.2354,13.4475333334,13.3099333333,10.48,13.1182,11.745,30.5722666667,14.8798666667,26.7194666667,9.56173333332,10.3336666667
340.87,12.5549333333,12.4989333333,10.3656,13.5157333333,13.3578,10.6464666667,13.2202666667,11.8105333333,30.6136666667,15.0751333333,26.8480666667,9.65633333334,10.4568
341.23,12.6071333333,12.5371333333,10.3728,13.5934,13.3718666667,10.7304,13.2923333333,11.8567333333,30.6462666667,15.1486,26.8882,9.64293333334,10.5137333333
341.60,12.7720666667,12.6431333333,10.5124,13.7644666667,13.5386666667,10.8587333333,13.4324,12.0279333333,30.8323333333,15.2775333333,27.1263333333,9.6942,10.6627333333
341.96,12.8570666667,12.8004,10.537,13.8060666667,13.5560666667,10.864,13.4506666667,12.1147333333,30.9220666666,15.3347333333,27.2374666667,9.74580000002,10.7065333333
342.33,12.7458666667,12.7344,10.4024,13.7624666667,13.4472,10.7468,13.3646666667,12.0248666667,30.777,15.2232666667,27.2132666667,9.70706666667,10.6292666667
342.70,12.5826666667,12.5024,10.2185333333,13.6316666667,13.2827333333,10.5331333333,13.1381333333,11.8299333333,30.6548,15.1143333333,27.0523333333,9.51973333333,10.4618666667
343.06,12.5230666667,12.4146666667,10.1045333333,13.5906,13.1944666667,10.4080666666,13.0512,11.7136666667,30.5896666666,15.0205333333,26.9804666667,9.42619999999,10.3742
343.43,12.3906,12.3193333334,9.91360000001,13.5272666667,13.0803333333,10.2634666667,12.9132,11.6252,30.5109333333,14.8565333333,26.934,9.2496,10.2902
343.79,12.4516666667,12.3582666667,9.95053333335,13.6246666667,13.1431333333,10.3068,12.9824666667,11.7051333333,30.4991333333,14.889,26.9481333333,9.29866666667,10.3496
344.16,12.6403333333,12.4796666666,10.1227333333,13.7624,13.2606,10.4680666667,13.1280666667,11.7812,30.6321333333,15.0754666667,27.1391333334,9.46779999999,10.4802666667
344.52,12.6588,12.4686666667,10.1375333333,13.7308,13.2742666667,10.4510666667,13.0947333333,11.7100666667,30.7069333333,15.0606666667,27.1136,9.49066666666,10.4736666667
344.89,12.5662,12.4427333333,10.0499333333,13.6865333333,13.2248666667,10.3266,13.0674,11.7128666667,30.6958,14.9762,27.0507333333,9.49480000001,10.399
345.25,12.4221333333,12.3070666667,9.91566666667,13.4981333333,13.0926,10.1425333333,12.8624,11.5902,30.6028666667,14.8643333333,26.9908,9.41506666667,10.2175333333
345.62,12.2673333333,12.2620666667,9.85666666666,13.3804666667,12.9773333333,10.0439333333,12.7426666667,11.5163333334,30.378,14.8298,26.8436666667,9.42813333333,10.0931333333
345.99,12.4815333333,12.4284666667,10.0886,13.5832,13.2124666667,10.2914666667,12.9884,11.6598666667,30.5801333334,15.0890666667,27.0987333333,9.62186666666,10.3032
346.35,12.6457333333,12.5412,10.2403333333,13.697,13.3332666667,10.3762,13.1139333333,11.8380666667,30.7826,15.2727333333,27.2644,9.72720000002,10.4712
346.72,12.8088,12.7648,10.4008,13.8685333333,13.4378666667,10.543,13.2998666667,12.0123333333,30.9014666667,15.4026,27.4390666667,9.94106666668,10.6329333333
347.08,12.9111333333,12.9351333333,10.5478,13.9824,13.5716666667,10.6769333333,13.3974,12.1694,31.0444666667,15.5620666667,27.5720666667,10.0804,10.7608666667
347.45,13.0565333334,13.0965333333,10.7341333334,14.0679333333,13.7407333334,10.8396,13.5206,12.2795333333,31.149,15.7291333333,27.6456,10.2636666667,10.8659333333
347.81,13.0264,13.0917333333,10.7888,14.0641333333,13.7730666667,10.8289333333,13.4399333333,12.2609333333,31.1895333333,15.7723333333,27.6622,10.2467333333,10.8172666667
348.18,12.95,13.0131333333,10.6925333333,13.9832,13.6682666667,10.7179333333,13.2976,12.2082666667,31.0770666667,15.7361333333,27.5440666667,10.1237333333,10.7401333333
348.54,12.9098666667,13.0464666667,10.6982666667,13.9913333333,13.6644666667,10.7299333333,13.3009333333,12.2719333333,31.0662666667,15.7612666667,27.538,10.1077333333,10.7372
348.91,12.9776,13.1326,10.8614,14.1601333333,13.7792666667,10.807,13.3638,12.3465333333,31.1282,15.8974666667,27.6138,10.1433333333,10.8403333333
349.27,13.0491333333,13.2215333334,10.9665333334,14.2862,13.8997333333,10.8694666667,13.5140666667,12.4346666667,31.209,16.0126,27.651,10.2174,10.906
349.64,13.0644666667,13.1994,10.8796666667,14.2912666667,13.9117333333,10.8367333333,13.5424,12.4128666667,31.3994666667,16.0277333333,27.7324666667,10.205,10.9256
350.00,12.8352666667,12.9666,10.6485333333,14.1116666667,13.7304,10.5182666667,13.3040666667,12.2854,31.2090666667,15.7826,27.5147333333,9.9704,10.6870666667
350.37,12.6897333333,12.8602,10.5036666667,13.9727333333,13.641,10.3807333334,13.166,12.1587333333,30.9892,15.6465333333,27.3061333333,9.82593333333,10.4954
350.73,12.4958666667,12.7050666667,10.343,13.8194666667,13.5352666667,10.1988666667,13.0242,11.9458666667,30.9023333333,15.5828666667,27.1962,9.63133333334,10.3202
351.10,12.3841333333,12.595,10.3005333333,13.7889333333,13.4644,10.1070666667,12.9360666667,11.8874666667,30.8617333333,15.5102,27.1244,9.47826666667,10.1918666667
351.46,12.3618666667,12.5470666667,10.2672666667,13.8209333333,13.4545333333,10.0433333333,12.9412666667,11.8762,30.9272,15.5053333333,27.0984666667,9.39146666667,10.1941333333
351.83,12.4799333333,12.6573333333,10.3688666667,13.9626,13.5624,10.1733333333,13.1388,11.9812666666,31.1026666667,15.5934,27.1978,9.50746666667,10.3181333333
352.19,12.5014,12.6739333333,10.4502666667,14.0624666667,13.5853333333,10.2263333333,13.2042666667,11.9920666667,31.1642,15.6163333333,27.2476,9.6052,10.3383333333
352.55,12.4165333333,12.5802666667,10.3682,14.0264666667,13.4702666667,10.1092666667,13.1136666667,11.8553333333,31.0332666667,15.5414666667,27.1490666667,9.55006666667,10.2381333333
352.92,12.2977333333,12.3903333333,10.1399333333,13.8223333333,13.3143333333,9.94866666667,12.9579333333,11.6953333333,30.8628666667,15.4104,27.0658666667,9.44979999999,10.0222666667
353.28,12.128,12.2354,9.93773333334,13.7048,13.1341333333,9.81173333333,12.8640666667,11.4862666666,30.7066,15.2522666666,27.0176666667,9.31799999999,9.8552
353.65,12.1391333333,12.2044,9.9542,13.7294666667,13.0988,9.79453333334,12.8712,11.4054666667,30.6540666667,15.2507333333,26.9724,9.29546666666,9.76046666667
354.01,12.0610666667,12.1184666667,9.88819999999,13.6546,13.0207333333,9.74646666667,12.7886,11.2632,30.5220666667,15.1750666667,26.8709333333,9.22673333333,9.65833333333
354.38,12.0363333333,12.0808666667,9.88173333333,13.6608666667,12.9583333333,9.73593333334,12.7777333333,11.2128,30.5634,15.1462666667,26.8966666667,9.22846666667,9.58626666667
354.74,12.1320666667,12.0659333333,9.91773333333,13.6788,12.9739333333,9.74900000001,12.8436666667,11.3143333333,30.6056666667,15.1631333334,26.9562,9.28799999999,9.63353333333
355.11,12.1381333333,12.0312666667,9.83426666667,13.5340666666,12.9269333333,9.7238,12.8329333334,11.2166666666,30.5712,15.1002666667,26.9187333333,9.24980000001,9.55673333334
355.47,12.1453333333,12.0422666667,9.88319999999,13.4865333333,12.8882,9.76933333334,12.8584666667,11.2065333333,30.5362666667,15.1405333333,26.9928,9.24166666667,9.51666666666
355.83,12.0402666667,11.9895333333,9.77593333333,13.3122666667,12.7848,9.6406,12.7384666667,11.1224666667,30.3570666667,15.0244666667,26.9368666667,9.16973333333,9.413
356.20,12.0182,12.0422666667,9.77446666667,13.2792666667,12.8111333333,9.60093333333,12.7354,11.1386666667,30.4634,14.9895333333,26.9337333333,9.14926666667,9.42053333333
356.56,12.1789333333,12.2254666667,9.8908,13.4045333333,12.9854666667,9.71906666666,12.8635333334,11.3069333333,30.6509333333,15.1186,27.1253333333,9.22986666665,9.53613333334
356.93,12.1428,12.237,9.8634,13.3598666667,12.9661333334,9.70119999999,12.7738,11.2588,30.6609333333,15.0632666667,27.0429333334,9.16920000001,9.56293333334
357.29,12.3196666667,12.386,10.0284666667,13.4671333333,13.1168,9.84213333333,12.8282666666,11.4102666667,30.7902666667,15.1761333333,27.1177333333,9.29840000001,9.75113333333
357.66,12.2966,12.3840666667,10.0230666667,13.4522666667,13.1546,9.86606666666,12.7716666667,11.4360666667,30.8072666667,15.1526666667,27.1232,9.3004,9.79239999999
358.02,12.4310666667,12.5573333333,10.2125333333,13.5504,13.2791333333,10.0016666667,12.8862666667,11.5944,31.0235333333,15.3414,27.3124666667,9.47153333333,9.9594
358.38,12.5010666667,12.6519333333,10.2919333333,13.5511333333,13.3616666667,10.0389333333,12.9207333333,11.65,31.1046,15.3774666667,27.3582666667,9.54066666668,10.031
358.75,12.3922,12.6224666667,10.2402,13.4741333334,13.2710666667,9.95773333333,12.8096,11.5565333333,31.0142666667,15.2556666667,27.3129333333,9.45386666668,9.92213333334
359.11,12.306,12.5292666667,10.1908,13.4661333333,13.2088,9.90273333334,12.7352,11.4883333333,31.0115333333,15.2228666667,27.2686666667,9.41979999999,9.86873333335
359.48,12.1588,12.3989333333,10.0088,13.3215333333,13.0889333333,9.73806666667,12.5655333333,11.3418666667,30.9153333333,15.0700666667,27.1658666667,9.27986666667,9.73486666667
359.84,12.0118666667,12.1808666667,9.806,13.1726666667,12.9275333333,9.6254,12.381,11.1805333333,30.8506666667,14.9460666667,27.0631333333,9.08966666667,9.5786
360.20,11.8906,11.9959333333,9.64293333335,12.9870666667,12.8174666667,9.50546666667,12.2548666667,11.0438666667,30.6888,14.8382666666,26.9562666667,8.94653333334,9.40006666667
360.57,11.6338666667,11.7187333333,9.40813333333,12.6909333333,12.5409333333,9.29126666667,12.026,10.7973333333,30.4318666667,14.6216666667,26.6910666667,8.72900000001,9.1808
360.93,11.5612,11.6746666667,9.3508,12.6211333333,12.5096,9.23733333333,12.0201333333,10.7554,30.4198,14.6046,26.6752666666,8.66426666667,9.094
361.29,11.4625333334,11.5686,9.25020000001,12.4896666667,12.4122666667,9.11993333333,11.9497333333,10.6643333333,30.3810666667,14.5346,26.644,8.55833333334,8.98573333333
361.66,11.4101333333,11.4904,9.18846666667,12.4093333333,12.3489333333,9.0352,11.9016,10.6091333333,30.2946,14.4535333333,26.5788666667,8.45966666667,8.92840000001
