wavelength,Back_ChlRief,Belly_ChlRief,Breast_ChlRief,Crissum_ChlRief,Crown_ChlRief,DorTail_ChlRief,Patch10_ChlRief,Patch11_ChlRief,Patch12_ChlRief,Rump_ChlRief,Throat_ChlRief,WingTip_ChlRief
287.44,0.943133333332,5.45556666667,3.12126666666,2.23973333333,0.6636,4.01686666667,12.2826666667,0.1952,6.2258,3.85866666667,0.465399999999,4.5623
287.82,0.768466666667,5.43973333333,3.0082,2.0752,0.454733333333,3.84646666667,12.3445333333,0.0449333333332,6.229,3.77953333333,0.309000000001,4.384
288.19,0.757866666665,5.60136666667,3.05493333333,2.0644,0.495399999999,3.79073333333,12.6195333333,-0.0142,6.31606666667,3.95286666667,0.341266666667,4.3531
288.56,0.949466666667,6.01523333333,3.38093333333,2.29993333333,0.733866666666,4.00853333333,13.1289333333,0.2838,6.71113333333,4.305,0.556333333333,4.5768
288.93,0.785466666666,6.03106666667,3.32126666667,2.18486666667,0.655599999999,3.83906666667,13.2243333333,0.0576666666666,6.80613333333,4.27993333333,0.4458,4.41616666667
289.30,0.904533333333,6.3362,3.50786666667,2.21353333333,0.7682,3.86513333333,13.494,0.0812666666667,7.06933333333,4.41093333333,0.526266666668,4.41583333333
289.67,0.856333333333,6.46683333333,3.58926666667,2.16253333333,0.706866666667,3.7988,13.6778666667,0.0032666666668,7.07606666667,4.46006666667,0.5216,4.309
290.04,0.830800000001,6.621,3.68133333333,2.1464,0.664933333333,3.64226666667,13.8878,-0.0228,7.18866666667,4.54953333333,0.482866666668,4.2617
290.41,0.803200000001,6.72486666667,3.7276,2.05553333333,0.649066666667,3.54226666667,14.0824666667,-0.101666666666,7.30753333333,4.6472,0.3688,4.10283333333
290.78,1.129,7.08936666667,4.11386666667,2.37093333333,1.03546666667,3.8158,14.5588666667,0.1752,7.75793333332,5.0414,0.691466666666,4.3269
291.15,1.45733333333,7.5245,4.497,2.747,1.37833333333,4.0662,15.0028666667,0.498466666666,8.20480000001,5.3754,1.02646666667,4.61076666667
291.52,1.75913333333,7.95653333334,4.81426666667,2.97373333333,1.79246666666,4.3012,15.5876,0.735866666666,8.60886666667,5.66486666667,1.35393333333,4.8809
291.89,1.85466666667,8.1915,4.96566666667,3.01753333333,1.93306666667,4.24906666667,15.8194,0.838800000001,8.85046666667,5.69266666667,1.43853333333,5.06936666667
292.26,1.61673333333,7.9888,4.71246666667,2.755,1.62033333333,3.91,15.7867333333,0.570800000001,8.77593333333,5.3888,1.162,4.76363333333
292.64,1.6956,8.08016666667,4.76166666667,2.77886666667,1.56586666667,3.85486666667,15.9546,0.503533333334,8.90386666666,5.43646666667,1.1628,4.76756666667
293.01,1.9128,8.42530000001,4.9466,3.00753333333,1.71306666667,4.03926666667,16.3654,0.683066666667,9.24673333333,5.6822,1.25766666666,4.97636666667
293.38,2.02093333333,8.58743333333,5.1338,3.16393333333,1.77333333333,4.08213333333,16.6481333333,0.749666666667,9.46706666666,5.87126666667,1.35886666667,5.04776666667
293.75,2.2216,8.92336666667,5.39093333333,3.32726666667,1.91973333333,4.08713333333,16.9624,0.956266666666,9.79373333333,6.08593333334,1.58793333333,5.23376666667
294.12,2.43193333333,9.11926666666,5.62613333333,3.49846666667,2.20546666666,4.2626,17.2154,1.184,10.1494666667,6.33653333333,1.78206666667,5.4679
294.49,2.4392,9.16836666666,5.6122,3.4732,2.2384,4.2038,17.414,1.0948,10.3120666667,6.29053333333,1.73086666667,5.5314
294.86,2.23973333333,9.1268,5.52366666667,3.2446,2.0524,4.01573333334,17.4083333333,0.838600000001,10.3009333333,6.13053333333,1.4454,5.33293333333
295.23,2.09613333333,9.08656666667,5.43053333333,3.01906666667,1.934,3.94826666667,17.3305333333,0.686666666667,10.3345333333,6.10453333333,1.25526666667,5.1279
295.60,2.49246666667,9.52176666667,5.75666666667,3.3544,2.26133333333,4.3002,17.7868,1.00593333333,10.8183333333,6.42786666667,1.50153333333,5.4489
295.97,2.72226666667,9.81469999999,5.99253333333,3.54893333333,2.48226666667,4.61426666667,18.1989333333,1.20306666667,11.2003333333,6.75286666667,1.66726666667,5.56476666667
296.34,2.6796,9.86886666667,5.98326666667,3.42233333333,2.41046666667,4.54753333333,18.3087333333,1.0948,11.3453333333,6.73713333333,1.51033333333,5.45036666667
296.71,2.93126666667,10.2145333333,6.25926666667,3.61613333333,2.68866666667,4.74326666667,18.7198666667,1.28133333333,11.6512666667,6.9856,1.68326666667,5.61996666667
297.08,2.86873333333,10.1748,6.1934,3.46153333333,2.55953333333,4.59473333333,18.7917333333,1.19253333333,11.6926666667,6.88486666667,1.55646666666,5.44143333333
297.45,2.917,10.3111666667,6.2896,3.4676,2.6194,4.63586666667,19.0955333333,1.25166666667,11.9354666667,6.99426666667,1.54133333333,5.42733333333
297.82,3.00213333333,10.4405,6.426,3.60446666667,2.70526666667,4.78593333333,19.4145333333,1.2508,12.2367333333,7.12146666667,1.51473333333,5.52046666667
298.19,3.0036,10.5173666667,6.4618,3.6168,2.72086666667,4.77966666667,19.7224666667,1.233,12.4058,7.149,1.4696,5.4643
298.56,2.9394,10.486,6.43173333333,3.53653333333,2.5206,4.71126666666,19.8496666667,1.14226666667,12.5293333333,7.19146666667,1.37313333333,5.29843333333
298.93,3.00133333333,10.6750333333,6.45166666667,3.5476,2.48366666667,4.64706666667,20.1041333333,1.20073333333,12.7184666667,7.27713333333,1.44446666667,5.32826666667
299.30,3.0604,10.9387333333,6.575,3.65286666667,2.59226666667,4.68086666667,20.5120666667,1.17766666667,12.9722666667,7.37886666667,1.51313333333,5.43556666667
299.67,3.00393333333,10.9569333333,6.63893333333,3.616,2.564,4.6314,20.6662666666,1.01246666667,13.1113333333,7.46286666667,1.44366666667,5.2589
300.04,2.88673333333,10.9597666667,6.62273333333,3.57366666667,2.58506666667,4.50313333334,20.8430666667,0.891466666665,13.256,7.48986666667,1.29933333333,5.01106666667
300.41,3.1978,11.4123333333,7.0036,3.92973333333,3.0426,4.93606666667,21.3622,1.22106666667,13.7692,7.95506666667,1.66633333333,5.26056666667
300.78,3.24426666667,11.4624,7.0168,3.9478,3.09806666667,4.87426666667,21.4646666667,1.14833333333,14.0512666667,8.02053333334,1.73933333333,5.1699
301.15,3.26333333333,11.4669,7.03233333333,3.91366666667,3.12026666667,4.8194,21.6184666667,0.986333333333,14.201,8.03986666667,1.70426666667,5.0769
301.52,3.2348,11.452,6.9656,3.87606666667,3.08453333333,4.7864,21.7135333333,0.854933333333,14.2667333333,8.01953333333,1.70173333333,5.00663333333
301.89,3.45533333333,11.6915666667,7.21233333333,4.09026666667,3.31073333333,4.98253333334,22.0038,1.0188,14.6098,8.25799999999,1.87746666667,5.06596666667
302.26,3.77633333333,12.0441333333,7.54593333333,4.43846666667,3.56073333333,5.31913333333,22.3649333333,1.30366666667,15.0666,8.58353333333,2.12553333334,5.32096666667
302.63,3.76026666667,12.1345,7.7164,4.48346666667,3.79206666667,5.31226666667,22.4074666667,1.3694,15.1866666667,8.53666666666,2.13786666667,5.4127
303.00,3.96986666667,12.1924666667,7.81086666667,4.75193333333,4.0596,5.4256,22.6486666667,1.45606666667,15.4649333333,8.6482,2.23013333333,5.4989
303.37,4.1668,12.3471333333,8.04006666667,4.92966666667,4.22033333333,5.59033333333,22.9136,1.5936,15.8515333333,8.86946666667,2.3612,5.61626666667
303.74,4.19086666667,12.4674666667,8.10353333333,4.9684,4.17246666666,5.49113333333,23.0253333333,1.59006666667,15.9823333333,8.871,2.351,5.5645
304.10,4.36106666667,12.5918666667,8.28006666667,5.09173333334,4.22593333333,5.5306,23.1716666667,1.58653333333,16.1360666667,8.90906666667,2.4826,5.6764
304.47,4.53086666667,12.7153,8.34926666666,5.13793333334,4.27313333333,5.46413333333,23.3401333333,1.5856,16.2518666667,8.94633333334,2.58073333333,5.86203333333
304.84,4.26593333333,12.6005666666,8.23266666667,4.94433333333,3.999,5.3048,23.443,1.4486,16.2391333333,8.75453333333,2.3174,5.7059
305.21,4.38306666666,12.8587333333,8.4988,5.11926666667,4.16993333333,5.50953333333,23.7235333333,1.68193333333,16.6411333334,8.9912,2.53226666667,5.88613333333
305.58,4.36746666667,12.9787,8.48026666667,5.06846666667,4.1642,5.4478,23.7539333333,1.70773333333,16.8153333333,9.03773333333,2.51286666667,5.85223333333
305.95,4.12013333333,12.8041666667,8.1292,4.70586666667,3.9438,5.14426666667,23.6853333333,1.51206666667,16.7446,8.82793333334,2.30853333333,5.59973333333
306.32,3.82146666667,12.5774333333,7.81466666667,4.42566666666,3.66893333333,4.7962,23.5384,1.1138,16.6108,8.48393333333,1.975,5.22863333333
306.69,3.8916,12.7422,7.78833333333,4.45573333334,3.56026666667,4.77346666667,23.9279333333,1.0026,16.8832,8.54266666666,2.0088,5.17213333334
307.06,3.78813333334,12.7372333333,7.85746666667,4.316,3.4096,4.80426666667,23.9990666667,0.892533333334,16.9998,8.45879999999,1.89673333333,5.0167
307.43,3.64613333333,12.5807,7.71946666667,4.05606666666,3.24653333333,4.56453333333,24.0883333333,0.6974,17.0289333333,8.19393333333,1.65786666667,4.7509
307.80,3.64106666667,12.4596,7.6244,3.91453333333,3.2184,4.46806666667,24.2230666667,0.652266666668,17.1924,8.16266666667,1.54133333333,4.71786666667
