wavelength,Back_BanArcm,Belly_BanArcm,Breast_BanArcm,Crissum_BanArcm,Crown_BanArcm,DorTail_BanArcm,Patch10_BanArcm,Rump_BanArcm,Throat_BanArcm,WingTip_BanArcm
187.91,-22.1915,5.06449999998,-7.82683333332,-18.6003333334,-20.8103333334,7.96483333335,-11.3258333333,-27.0410833333,-39.0425,-40.6998333333
188.29,-31.8181666667,1.40683333333,-13.3115,-31.4396666666,-29.1125,4.1125,-17.0996666666,-35.119,-53.1386666666,-55.0865
188.67,-44.9451666666,-2.32250000002,-20.355,-53.0739166666,-40.3006666667,4.03025,-18.8525,-45.8106388889,-73.224,-75.8196666667
189.05,-46.0056666667,-0.964166666685,-18.3195,-53.099,-39.6695,7.23133333335,-8.40233333334,-37.1443333333,-69.6968333333,-70.11
189.43,-48.132,-4.02300000002,-16.3793333334,-54.3820833333,-45.1148333333,5.74725,-6.17816666665,-39.0325555555,-67.2413333333,-71.5516666667
189.81,-72.2225,-15.625,-36.8056666666,-81.8576666667,-61.2846666666,-3.12516666666,-19.2708333333,-54.7451944445,-92.7083333331,-94.0971666666
190.19,-73.1183333333,-18.1003333333,-38.7096666667,-93.1003333333,-61.828,-8.60233333334,-15.0536666667,-50.5078333333,-101.2545,-97.6705000001
190.57,-79.2156666667,-15.2941666666,-41.3726666667,-98.3334166665,-67.255,-5.78433333335,-14.5098333333,-51.1437222222,-103.3335,-104.1175
190.95,-72.6496666667,0.64083333333,-27.9915,-91.98725,-55.983,2.67091666665,-1.0685,-40.4558888888,-93.5898333334,-98.2904999998
191.33,-65.5701666667,8.11400000002,-25.0,-84.42975,-46.4911666667,10.3070833334,12.0615,-28.9474166667,-87.9386666668,-98.2456666667
191.71,-69.6236666666,15.5913333333,-26.344,-103.897833333,-47.8495,17.473,30.1075,-23.2974166667,-95.9678333331,-109.4085
192.09,-111.4035,38.5965,-42.5438333334,-202.193,-71.0526666666,37.5,51.3156666668,-30.7019722222,-149.122666667,-187.719333334
192.47,-82.5925,47.4075,-40.7408333333,-160.5555,-57.778,42.5925,46.6668333333,-19.5062777778,-113.3335,-140.000166667
192.85,-61.9883333333,43.5673333333,-30.117,-116.374083333,-51.1696666667,38.7426666667,28.6551666667,-14.0836944444,-84.2106666669,-110.526166667
193.23,-65.4086666665,46.5408333333,-37.4211666667,-127.3585,-55.6603333333,44.96875,15.723,-23.8995833333,-90.8805,-130.503166666
193.61,-90.9418333333,39.1303333333,-68.8406666667,-173.731916667,-73.5505,50.3624166665,-10.8695,-38.587,-128.9855,-166.666666667
193.99,-125.520833333,57.2916666665,-88.0208333333,-257.03125,-124.479166667,68.2291666665,-32.2916666667,-55.7291666667,-169.791666667,-231.770833334
194.37,-783.333333332,141.666666666,-611.111,-1529.1665,-766.6665,202.777666667,-313.888833333,-463.888888889,-999.999999999,-1294.4445
194.75,588.333333333,68.3333333332,461.666666667,1120.83333333,646.666666667,50.8333333335,356.666666667,431.388888888,780.0,890.0
195.13,271.428333334,91.0713333335,225.595333333,469.04775,295.238166666,71.72625,192.857,220.039694444,336.904833333,381.547833333
195.51,328.0,104.666666667,274.666666667,563.666666666,371.333333334,124.666666667,237.333333333,264.666666667,389.333333334,416.666666666
195.89,394.696833333,155.303,334.8485,664.015333333,457.575666667,200.757583334,326.515333333,337.500138889,472.727,502.272666667
196.27,659.523833333,321.428666667,561.904833333,1042.26183333,776.190333333,379.16675,578.571333333,550.59525,752.381,834.523833334
196.65,378.666666667,218.0,335.333333334,602.0,460.0,254.0,340.0,314.444444444,436.666666667,508.0
197.03,208.035666666,138.690333334,197.619166667,316.8155,246.131,164.583166667,191.964333334,177.182583333,234.524,267.5595
197.40,174.637666666,125.8455,170.048166667,270.652083334,211.111166666,150.966333333,160.869833333,149.758555556,198.309166667,222.463666666
197.78,138.505833333,106.13,131.800666667,214.846666666,170.881333333,131.800916667,122.6055,120.051138889,154.597666667,175.479166667
198.16,134.751833334,110.993,130.319333333,205.319083333,162.411333334,131.737666667,118.7945,117.907972222,153.014,166.489166667
198.54,140.0,119.629666667,142.222333333,217.4075,174.6295,141.75925,128.333333333,123.888805555,159.074,175.925833334
198.92,129.629666667,113.804666667,134.175,194.612833334,154.882,129.377,114.141666667,112.289722222,140.5725,158.080833333
199.30,121.617166666,106.9305,126.2375,183.085666667,148.185,118.234333333,108.085833333,102.200388889,131.353166667,147.359666667
199.68,102.150333333,95.699,105.779666667,152.957,126.613,101.209583333,98.2528333333,89.8075,109.4085,126.344166667
200.06,90.6318333335,85.7298333333,93.7906666666,129.793083333,113.289666667,83.8236666666,88.4533333335,80.5920277779,94.2265,109.695
200.44,83.4416666665,75.866,86.7965,119.642833333,105.9525,75.6493333334,83.225,76.5329722223,89.0691666667,100.2165
200.82,83.2160000001,73.2396666667,83.6853333333,119.718416666,107.3945,76.2910833334,83.0986666666,76.4083333334,88.6151666666,100.586833333
201.19,80.0848333334,66.243,73.1638333333,118.290916667,107.2035,71.1865,80.0846666667,70.9274722222,79.0958333334,100.8475
201.57,82.8788333335,68.1818333333,76.0606666667,119.545583333,109.8485,74.2425,83.7878333333,74.2675833334,76.8181666667,103.787833334
201.95,89.3938333331,68.9393333333,81.6666666665,120.909,112.121333333,80.0000833334,88.4848333331,76.8434722221,79.5455,103.030333333
202.33,90.0000000001,69.365,83.9683333331,120.0795,116.984333333,83.4918333334,86.508,74.762,77.4606666666,104.285666667
202.71,94.7196666669,70.297,85.9735000001,120.462,121.122166667,86.3036666667,90.9241666665,78.0803888888,74.5875,108.250833333
203.09,92.0000000001,62.1666666667,84.5000000001,119.416666667,119.333333333,85.9166666667,91.9999999998,77.0555555555,70.6666666667,105.166666667
203.47,95.8825,63.5293333333,86.2745000001,124.215916666,125.490166667,96.3726666666,95.8821666665,81.7318055555,71.5685,104.706
203.85,103.048833333,71.9511666667,89.634,125.711583333,131.504,101.117833333,104.268333333,88.3468888889,76.0161666667,104.4715
204.22,132.795666666,93.2793333333,120.161166667,161.424666667,172.580666667,146.63975,133.871166667,114.516166667,102.419166667,127.1505
204.60,122.428166667,99.1766666668,116.8725,145.576,149.7945,139.197666666,125.925833333,108.161805555,97.5308333335,113.580166667
204.98,111.467666667,97.2476666667,109.939,127.293666667,126.4525,119.8775,111.926666667,98.9296666669,90.3668333333,93.578
205.36,107.462833333,98.7561666667,110.447666667,118.034833333,117.413,116.044583333,107.7115,98.5489444447,93.408,88.9303333332
205.74,101.888833334,92.6666666667,102.4445,109.888833334,108.222,110.166666667,99.5556666665,91.499972222,92.4445,81.1111666667
206.12,99.5338333331,93.5898333334,100.466,107.867,108.508333333,110.95575,99.6501666665,90.3456388887,92.6573333335,80.07
206.50,104.3425,96.479,105.046833333,108.15725,112.206666667,115.668916667,109.6245,98.7480555557,96.2441666667,83.92
206.87,109.592333333,99.9999999999,106.594666667,112.649666666,116.307,119.184833333,114.1485,101.878277778,101.6785,85.6115
207.25,125.132333333,114.021,119.312166667,126.058083334,132.9365,135.251416667,126.719333333,115.079222222,112.565833333,93.1215000002
207.63,120.091,110.388166667,115.867666666,121.289666667,128.881166667,130.251166667,122.032,110.806777778,105.251,92.694
208.01,127.173833333,118.961333333,125.241333333,130.19325,135.869666666,141.787166667,126.208,115.217361111,110.628166667,93.8406666667
208.39,116.7765,108.333166667,113.815666666,119.078833334,120.394666667,133.168666667,115.68,104.513805555,103.179666667,84.8683333332
208.77,115.342,104.967,109.933833334,116.390916667,116.114833334,132.450333333,113.465833334,104.672527778,101.655666667,82.8918333335
209.14,120.714166667,107.619,107.380833333,120.476416667,118.095,140.595083334,119.285833333,108.194277778,105.714166667,87.2618333333
209.52,124.378,109.826,109.204,127.611666666,118.159166666,146.890666667,121.766333334,112.520694444,107.711333333,87.3133333331
209.90,138.0,124.266666667,122.0,142.266666666,130.4,166.933333334,135.466666667,124.044444445,114.0,99.7333333332
210.28,154.545333333,141.597666667,138.429833333,160.055,145.317,185.261833334,156.198333333,140.266277777,126.446166667,114.6005
210.66,144.4445,134.420333333,128.9855,153.623083334,135.748666667,174.094166667,148.792166667,132.387138889,119.082166667,109.541166667
211.03,145.289666667,133.816333333,126.690833333,149.93975,130.555666667,177.11375,150.362333333,132.850055556,116.666666666,105.797166667
211.41,147.564,138.974333333,131.923166667,148.717916667,130.128166667,183.33325,156.282,133.589694444,117.435666666,107.307833333
211.79,163.194333333,154.722166667,147.639,162.291833333,142.361166667,201.944583333,171.6665,146.573916666,131.111333333,116.805666667
212.17,162.737166667,155.42,149.5935,161.38225,142.0055,200.4065,170.325333333,147.831944445,129.810333333,119.241333334
212.55,171.186333333,162.5705,158.192166667,164.760083334,152.542333333,209.816416667,179.519833333,157.956638888,130.508333333,125.989
212.92,194.7195,181.353166667,184.983666667,182.92075,173.597333333,241.33675,203.135166666,175.852555555,140.099,136.798833333
213.30,194.965333333,186.111166667,199.652833333,185.503333333,182.2915,250.694416666,216.319333333,183.014972222,138.020666667,135.763833334
213.68,200.925833334,196.666666667,211.851833333,182.777916667,195.925833334,263.333166667,231.110833334,189.10475,142.777666667,134.629833333
214.06,200.793666667,203.571333333,216.269666667,180.6545,199.404666667,270.337333333,247.024,195.138944444,154.762,132.341333333
214.44,188.505666667,189.655166667,203.8315,165.996166666,190.996,254.59775,232.567166667,188.282527778,146.935,119.9235
214.81,227.860833333,234.328333333,243.035,183.209,228.607,309.825916667,277.363333334,219.900583334,165.423,127.114333333
215.19,226.767666667,240.1515,254.040333334,185.22725,233.838333333,314.26775,277.525333333,223.23225,166.414,128.283
215.57,203.205,214.316333333,227.350333333,174.145166666,206.837666667,283.653833334,253.6325,210.00725,163.034166667,126.0685
215.95,205.868666667,219.953,233.802833334,184.506916666,208.450666667,301.525916666,268.074833334,222.691583333,174.882666667,122.300333334
216.32,205.882333333,217.402,235.049166667,182.353,210.049,313.848083333,281.1275,229.044222223,178.431333333,121.0785
216.70,221.584666666,233.879833334,252.458833333,195.901916667,217.7595,342.486083334,319.672333333,257.103861111,192.622833334,124.043833333
217.08,276.333333333,308.666666666,304.0,246.333333334,275.333333333,422.166666666,397.0,324.166666666,254.666666666,168.333333333
217.46,373.504166667,435.8975,410.683666667,338.46175,364.957166667,560.8975,526.923,442.378944445,345.7265,232.4785
217.83,489.444333334,578.333333333,531.111333333,449.722333333,461.111,715.833416666,681.111166667,585.370277777,457.777833333,321.666833333
218.21,658.695666667,778.9855,737.681,619.927833333,635.507166666,963.768083334,907.246500001,807.850222222,595.652333333,450.724833333
218.59,581.4815,703.7035,648.765333334,539.81475,543.827166667,843.827166667,788.271666667,698.353777777,525.926,408.0245
218.97,887.962833334,1062.96283333,967.592500002,833.333333335,807.407333333,1271.29641666,1176.852,1064.66044445,791.666833333,605.555333334
219.34,-7758.33333334,-9366.66666666,-8191.66666667,-6975.0,-6925.0,-10887.5,-10425.0,-9293.05555555,-6925.0,-5116.66666667
219.72,-920.833333333,-1143.75,-1013.54166667,-804.6875,-859.375,-1303.125,-1229.16666666,-1104.51388889,-808.333333333,-610.416666667
220.10,-836.111166667,-1036.11116667,-932.4075,-696.296333334,-770.370333333,-1151.38891667,-1100.92583333,-989.197305553,-712.963166667,-566.666666667
220.47,-610.0,-764.0,-683.333333333,-503.666666667,-554.0,-832.0,-794.666666667,-734.555555555,-515.333333333,-413.333333333
220.85,-527.222,-663.333166667,-577.777666666,-429.16675,-477.777666667,-687.500083334,-633.888833333,-601.666805555,-428.888833333,-362.222333333
221.23,-626.388833333,-784.028,-691.666833333,-503.472083333,-578.472333334,-821.180416667,-752.0835,-719.328805556,-493.055333333,-380.555666667
221.61,-1937.5,-2304.16666666,-2041.66666666,-1516.66666667,-1797.91666666,-2469.79166666,-2262.5,-2171.52777777,-1525.0,-1158.33333333
221.98,-1902.08333334,-2241.66666667,-1985.41666667,-1484.375,-1764.58333334,-2471.875,-2208.33333334,-2098.95833334,-1439.58333333,-1079.16666666
222.36,14983.3333334,17516.6666667,15066.6666666,11450.0,13750.0,19275.0,17133.3333333,16472.2222223,11033.3333333,8033.33333334
222.74,-1340.909,-1537.87866667,-1372.72716667,-1031.06075,-1277.27266667,-1737.87875,-1581.81816667,-1521.46477778,-965.1515,-686.3635
223.11,-1046.42866667,-1179.762,-1148.8095,-810.119083335,-1047.619,-1358.33325,-1264.28583333,-1212.10322223,-791.666833333,-563.095166667
223.49,-1018.88883333,-1112.22216667,-1135.5555,-804.444666665,-1026.6665,-1316.111,-1190.00016667,-1156.11111111,-761.111166667,-542.2225
223.87,-1419.697,-1559.091,-1521.212,-1107.576,-1386.3635,-1800.75741666,-1646.96966667,-1601.76777778,-1057.57566667,-730.303166667
224.24,-740.0,-829.166666667,-802.5,-566.666666667,-741.666666667,-943.75,-885.0,-853.611111111,-553.333333333,-380.833333334
224.62,-617.360833334,-677.083333333,-643.749833333,-465.625083334,-617.361,-752.777833333,-711.111166667,-694.560194444,-474.3055,-313.889166667
225.00,-401.960833333,-450.000166667,-426.960666667,-317.156666666,-419.117666666,-509.313833334,-485.294333334,-466.4215,-328.9215,-195.588333333
225.38,-344.871833333,-379.914666667,-376.495666667,-279.487,-352.564166667,-436.324833334,-417.5215,-402.136638889,-282.478666667,-182.051166666
225.75,-197.9885,-228.448,-227.011333334,-156.609166666,-202.586166666,-253.30475,-251.724333333,-243.726083334,-154.885166667,-99.4253333335
226.13,-113.333333333,-136.2745,-132.9415,-86.4706666665,-118.039166666,-147.548666666,-150.588333333,-146.209305556,-88.4313333333,-49.608
226.51,-80.9526666667,-102.698333333,-96.6666666667,-57.6191666667,-84.9206666666,-105.158666666,-114.127,-107.169444444,-66.0316666667,-32.8571666667
226.88,-67.2566666667,-92.183,-82.8908333334,-50.44225,-73.7463333333,-87.168,-99.2625000001,-94.6163888886,-58.5545,-29.7936666666
227.26,-66.3688333333,-96.4284999999,-81.8451666667,-55.6549166667,-75.2976666667,-83.1845,-102.827333334,-96.4285833335,-63.2441666667,-35.268
227.64,-62.0118333333,-96.9968333335,-81.2313333333,-56.38125,-74.3243333333,-76.9518333334,-103.4535,-97.3725277778,-65.3153333333,-39.0391666667
228.01,-45.3088333334,-70.6171666667,-61.358,-40.7409166667,-56.2963333334,-54.01225,-80.8643333333,-73.0863055556,-45.0616666666,-25.9258333333
228.39,-42.206,-66.187,-59.3525,-37.2304166667,-52.638,-50.8994166666,-73.1413333333,-66.7865555555,-40.0481666667,-21.7025
228.76,-43.674,-66.5451666667,-63.8688333333,-35.3405,-51.8246666667,-53.893,-77.9806666667,-67.0519444445,-40.7541666667,-24.5741666667
229.14,-54.297,-77.6043333333,-77.0833333333,-40.4950833334,-58.8543333333,-62.4348333333,-88.9321666667,-78.4288611111,-47.9165,-34.5051666666
229.52,-56.3801666666,-81.2498333333,-78.255,-39.9738333334,-61.3278333333,-64.5830833334,-90.2341666666,-82.7256666666,-51.302,-37.8906666666
229.89,-66.9293333334,-87.0078333333,-86.8768333333,-49.2784166667,-69.4225,-75.7874166666,-94.4881666665,-87.5108055555,-64.1735,-48.8188333333
230.27,-90.5406666665,-111.261166667,-120.4205,-71.17125,-96.3965,-102.928,-123.873833334,-116.016,-90.3903333334,-71.6218333333
230.65,-96.5151666665,-115.606166667,-129.696833333,-78.409,-103.788,-110.757583333,-126.666666667,-121.212138889,-95.7575,-77.2726666666
231.02,-83.051,-101.836333333,-115.960333333,-69.633,-91.6666666667,-98.02275,-110.1695,-105.90875,-86.582,-65.5368333333
231.40,-72.4868333334,-88.0953333335,-102.91,-56.0186666666,-75.529,-84.98675,-97.0898333335,-93.8491944445,-71.8251666667,-55.1588333334
231.78,-63.566,-74.9353333334,-91.4728333331,-44.2505,-62.0155,-73.7079166666,-83.5916666667,-81.7181944445,-60.4651666667,-46.77
232.15,-58.3333333333,-67.0513333333,-82.6921666666,-41.4101666666,-54.4871666666,-67.2435833334,-73.9743333333,-73.0769166666,-57.564,-43.0766666666
232.53,-52.1276666667,-59.1016666667,-73.5223333333,-40.189,-48.3453333333,-58.1559166667,-67.2578333333,-65.2876944445,-53.1915,-41.8438333334
232.90,-37.8405,-45.7023333333,-57.9663333333,-32.4423333333,-37.8406666667,-40.4610833334,-53.5638333334,-49.4583611111,-40.2515,-30.2936666666
233.28,-35.3783333333,-39.468,-52.2495,-32.05525,-37.73,-33.7420833334,-49.5911666666,-44.5467222222,-34.7646666667,-26.0736666666
233.66,-32.0203333333,-36.9698333333,-49.6968333333,-30.6565833333,-35.7576666667,-29.0908333334,-48.283,-39.4276388889,-33.3331666667,-25.3533333334
234.03,-27.1676666666,-31.5028333333,-43.16,-26.58975,-31.6955,-22.7358333334,-46.1463333334,-36.4485,-29.4796666667,-19.846
234.41,-23.4463333334,-28.1545,-36.7233333333,-26.7419166666,-27.5895,-18.50275,-43.4086666667,-33.4590277778,-27.8721666666,-18.1735
234.78,-18.8145,-23.4535,-29.7251666666,-24.9568333333,-20.8761666667,-11.89875,-35.3951666666,-26.9043333333,-25.0,-15.0343333333
235.16,-19.0,-22.6666666667,-30.5833333333,-25.4583333333,-18.9166666667,-10.6666666667,-33.6666666667,-24.9444444444,-24.5833333333,-16.5
235.54,-21.5486666666,-24.6631666666,-31.0606666667,-28.5354166667,-23.4846666666,-14.1836666666,-34.0908333333,-25.2525555555,-29.377,-17.5926666667
235.91,-31.3671666667,-36.7978333333,-43.1645,-42.0413333333,-36.985,-27.8089166666,-48.9701666667,-37.7340833334,-42.6028333333,-27.7151666667
236.29,-44.3738333333,-53.2908333334,-56.7941666666,-55.52025,-54.6708333334,-43.0998333333,-66.5605,-53.5384444445,-59.5541666667,-39.5965
236.66,-52.9883333333,-63.7931666666,-66.7816666666,-68.8506666666,-68.5056666667,-54.023,-79.4253333333,-66.0152222222,-73.1033333334,-47.8161666667
237.04,-55.518,-68.8063333333,-70.2703333333,-70.43925,-72.2973333333,-59.0089166667,-79.617,-72.1471111111,-79.617,-54.1666666667
237.41,-46.0316666667,-59.7221666666,-59.6228333334,-60.66475,-59.8213333333,-52.8770833334,-70.238,-63.4755833333,-72.9166666667,-49.3055
237.79,-49.0531666667,-62.0265,-61.3635,-63.9678333334,-64.4886666667,-56.91275,-73.4848333333,-65.9089444445,-73.2953333333,-51.4203333333
238.17,-48.919,-59.6398333333,-58.919,-64.5045833333,-62.973,-55.7205833333,-68.5583333333,-61.2913333334,-70.901,-50.991
238.54,-50.614,-59.2983333333,-59.5613333333,-65.7018333334,-64.5613333333,-56.31575,-65.5261666667,-61.4181111111,-69.4738333334,-52.0176666667
238.92,-57.4773333334,-62.3423333333,-65.0451666667,-69.3241666667,-71.1713333333,-61.6215,-70.0,-66.4865833333,-71.5315,-59.5496666666
239.29,-53.9763333333,-54.6531666667,-57.2756666667,-62.30975,-66.5821666666,-53.8493333334,-61.8441666666,-58.6435,-64.1286666667,-52.7918333333
239.67,-41.4846666666,-42.5035,-44.8326666666,-50.5823333334,-53.7845,-41.3755,-48.4716666667,-45.4877222222,-49.345,-42.358
240.04,-31.4008333334,-32.9106666667,-33.6353333333,-37.4698333334,-42.21,-29.1969166667,-35.6881666667,-33.3736111111,-37.802,-32.7295
240.42,-24.172,-25.4658333333,-28.7785,-30.48675,-34.4718333333,-21.6614166666,-27.6396666667,-26.4146666667,-29.9171666667,-26.8633333333
240.79,-20.578,-21.9556666666,-24.2221666667,-24.5778333334,-28.9333333333,-17.8888333334,-22.2221666667,-20.7554444444,-23.911,-22.1335
241.17,-20.8023333333,-22.4978333334,-24.4416666667,-25.7445,-28.2053333333,-18.11425,-22.1671666667,-19.6166944444,-22.9113333334,-21.1745
241.54,-23.5341666667,-26.003,-27.392,-29.5908333333,-30.9413333333,-20.8720833334,-23.6881666667,-21.3026944444,-24.6141666667,-22.6468333334
241.92,-20.1863333333,-23.5335,-25.0863333333,-26.915,-27.0531666667,-16.891,-19.0476666666,-17.7998055556,-22.2911666666,-19.8413333333
242.29,-17.2316666666,-20.9353333333,-22.8813333333,-23.5404166667,-23.8858333333,-15.0345,-15.9133333333,-15.5575833333,-19.8683333334,-16.7606666666
242.67,-17.9346666667,-22.4336666667,-24.4868333333,-23.8528333333,-24.5168333333,-16.1535833333,-17.1193333333,-15.6651388888,-20.5311666667,-17.3311666667
243.05,-15.9696666667,-20.8186666666,-23.2871666667,-22.8515,-23.7513333333,-15.1858333334,-16.2891666667,-14.3919722222,-19.2508333333,-14.7503333333
243.42,-18.7351666667,-24.7341666667,-25.7681666666,-25.3988333333,-26.5958333333,-18.2034166666,-19.5628333333,-17.4448055555,-22.2813333333,-17.3168333334
243.80,-20.2171666667,-26.6433333333,-28.228,-27.7728333334,-28.169,-19.513,-21.8601666667,-19.4298888889,-24.4426666666,-19.4248333334
244.17,-20.7826666667,-27.9503333334,-29.3608333333,-29.2314166666,-29.2746666666,-19.6171666667,-22.7118333334,-19.9770277778,-25.5615,-20.0345
244.55,-19.1336666667,-27.0833333333,-27.0283333333,-28.0563333333,-27.3028333333,-18.421,-20.7783333333,-18.6904166667,-23.7115,-18.2016666666
244.92,-17.7566666666,-26.0233333333,-25.678,-26.4223333334,-25.8905,-16.6003333334,-19.1918333334,-17.5571944445,-22.8605,-16.6931666667
245.30,-16.1828333334,-22.9076666667,-23.3915,-23.5485833334,-23.6331666667,-14.5501666667,-16.6185,-15.5821388889,-20.9965,-14.4655
245.67,-11.6923333333,-17.9633333333,-18.4523333334,-17.9101666666,-18.1975,-9.44933333335,-12.394,-11.6176944444,-15.9861666666,-10.2466666667
246.05,-10.448,-15.423,-15.9586666667,-15.748,-16.4561666666,-8.32375,-11.2321666667,-10.2977777778,-14.2938333333,-8.40033333333
246.42,-9.8855,-14.6203333334,-15.1405,-15.4094166666,-15.2965,-7.53566666666,-10.7353333333,-9.4029722222,-13.545,-8.02966666667
246.79,-8.1015,-11.7036666667,-12.6003333333,-13.0025,-12.724,-5.08666666666,-8.39533333335,-7.49858333333,-11.348,-5.84416666667
247.17,-6.779,-10.464,-11.2518333333,-11.46975,-10.8153333333,-3.3685,-7.01833333333,-6.35727777778,-10.0001666666,-4.86633333333
247.54,-5.3695,-8.81966666667,-10.2463333333,-10.4996666667,-8.92350000002,-2.40583333333,-5.44733333334,-5.01075,-8.5735,-3.77416666667
247.92,-5.05083333333,-8.06666666667,-9.28266666668,-9.54958333334,-7.59516666667,-1.68158333333,-4.20683333334,-4.19458333334,-7.47083333333,-3.00333333334
248.29,-4.48816666667,-7.01116666666,-8.491,-8.92775,-6.5745,-1.06741666667,-3.17783333334,-3.55208333334,-6.22283333334,-2.09833333333
248.67,-4.849,-7.16366666666,-9.19849999998,-9.5945,-6.98083333333,-1.2185,-3.44783333334,-3.63452777778,-6.591,-2.50983333333
249.04,-5.53083333333,-7.62183333333,-9.81200000002,-10.7830833333,-7.89416666667,-1.90533333334,-4.541,-4.60283333333,-7.05283333333,-3.48916666667
249.42,-4.78916666667,-7.406,-9.22266666669,-10.7720833333,-7.93966666666,-2.12141666667,-4.4845,-4.42091666667,-6.44066666667,-3.849
249.79,-4.52966666667,-7.05633333333,-9.328,-11.0416666667,-8.03766666667,-2.18416666666,-4.2875,-3.99180555556,-6.30366666667,-3.36033333333
250.17,-4.91466666667,-7.719,-9.78616666667,-11.81675,-8.58633333334,-3.21633333334,-4.727,-4.60638888889,-6.765,-4.0765
250.54,-5.17716666667,-8.0845,-10.059,-11.9013333333,-9.2195,-3.77775,-4.95966666667,-5.23947222223,-7.16716666667,-4.60183333333
250.92,-5.69833333334,-8.90983333331,-10.1941666667,-12.64825,-9.76633333331,-4.743,-5.56666666667,-5.61044444445,-8.06983333333,-5.12183333333
251.29,-6.5105,-9.75700000002,-10.2605,-12.9515,-11.0936666666,-5.71175,-5.83316666667,-5.87669444445,-8.75,-5.45166666666
251.66,-6.88616666667,-10.2661666667,-10.6975,-13.017,-12.4775,-5.80741666667,-6.4365,-6.37061111111,-9.16933333334,-5.93283333333
252.04,-7.098,-10.6745,-10.9328333333,-13.0716666666,-14.2513333334,-6.56333333333,-7.06133333333,-6.87986111111,-10.1585,-6.02866666666
