wavelength,Back_TanPrem,Belly_TanPrem,Breast_TanPrem,Crissum_TanPrem,Crown_TanPrem,DorTail_TanPrem,Patch10_TanPrem,Patch11_TanPrem,Rump_TanPrem,Throat_TanPrem,WingTip_TanPrem
553.06,16.2816,40.1094,43.2597333333,16.2014,21.4083333333,9.03333333333,48.0362,7.14666666666,48.0108,36.1792,8.9706
553.40,16.4067333334,40.1342666667,43.2604,16.2662,21.6002666667,9.07173333334,48.0862666666,7.21093333334,48.0959333333,36.1943333334,9.02233333333
553.74,16.4512,40.1273333333,43.2075333333,16.2470666667,21.697,9.03166666667,48.1172666667,7.16793333333,48.1058,36.1474,8.9814
554.09,16.4821333333,40.1003333333,43.1523333333,16.2282,21.7879333333,8.95953333333,48.0924666667,7.14213333334,48.1227333333,36.0488666666,8.94186666667
554.43,16.5642,40.092,43.1146,16.2591333333,21.9337333333,8.94826666667,48.0965333333,7.15139999999,48.1219333333,36.0012,8.93586666667
554.77,16.6660666667,40.0652,43.0666,16.3033333333,22.1132666667,8.96006666666,48.0984666667,7.20286666667,48.1534666667,35.9874666667,8.96666666667
555.11,16.8182666667,40.083,43.0574,16.4116666667,22.2974666667,9.00680000001,48.0902666667,7.27433333333,48.1628666667,35.9739333333,9.03346666667
555.45,16.8746,39.9772,42.9139333333,16.3931333333,22.3833333333,8.97253333333,48.0195333333,7.26733333333,48.1242666667,35.8491333333,9.0076
555.80,16.9712666667,39.9902666667,42.8858666667,16.4370666667,22.5617333333,8.99826666667,47.9896666667,7.32626666666,48.1028666667,35.8324,9.04773333333
556.14,17.1361333333,40.0333333333,42.8931333333,16.5686,22.8122,9.06866666666,48.0128666667,7.45886666666,48.1064,35.8394,9.17466666667
556.48,17.2861333333,40.0428,42.8596666667,16.6502,23.0222,9.09573333334,47.9966666667,7.50826666666,48.1770666667,35.8418666667,9.22446666667
556.82,17.3606,40.0202666667,42.8072666667,16.6715333333,23.1999333333,9.05666666666,48.0172,7.52386666667,48.2092,35.8222,9.21426666667
557.16,17.3959333333,39.9174666667,42.6733333333,16.6583333333,23.3023333333,9.00866666667,47.9186666666,7.50966666667,48.1178,35.6979333333,9.18333333333
557.50,17.4882666667,39.8885333333,42.6570666667,16.6764666667,23.4556666667,8.95793333333,47.9018,7.52613333333,48.1284,35.6274,9.16306666667
557.85,17.5885333333,39.8558666667,42.5818,16.7172,23.6558,8.9708,47.8982666667,7.544,48.1186666667,35.5922666667,9.1822
558.19,17.6794,39.8199333333,42.4841333333,16.7416666667,23.7816,8.95940000001,47.8382,7.5678,48.0774,35.5189333333,9.20646666666
558.53,17.6596,39.6558,42.2620666667,16.6820666666,23.8256,8.88999999999,47.6566,7.52253333333,47.9050666667,35.3256,9.11553333333
558.87,17.731,39.627,42.1906666667,16.7113333333,24.0196666667,8.89053333333,47.6627333333,7.54126666667,47.9184666667,35.2427333333,9.13106666666
559.21,17.7863333333,39.5542,42.081,16.7186666667,24.1701333333,8.8348,47.5746,7.51233333333,47.8312666667,35.1154,9.13226666667
559.55,17.9110666667,39.5432666667,42.0262,16.7897333333,24.3525333333,8.86199999999,47.5908,7.5656,47.9258,35.0722666667,9.19206666667
559.89,17.9443333333,39.4589333333,41.8770666667,16.7864,24.4632666667,8.86593333334,47.5368666667,7.55026666666,47.9074,34.9602,9.17246666667
560.23,17.9654,39.3654,41.7202,16.7469333334,24.5388,8.82113333334,47.4182,7.50993333334,47.784,34.774,9.16446666667
560.58,18.0127333333,39.3114666667,41.5863333333,16.7295333333,24.6124666667,8.77079999999,47.3516666667,7.47860000001,47.7452666667,34.6612666667,9.13980000001
560.92,18.1098,39.357,41.5631333333,16.7610666667,24.8062666667,8.77446666666,47.4199333333,7.49893333333,47.7983333333,34.636,9.15926666667
561.26,18.1210666667,39.2320666667,41.3670666667,16.7341333333,24.8922,8.73340000001,47.2806,7.47200000001,47.6969333333,34.4634666667,9.12633333333
561.60,18.1480666667,39.1854,41.2622,16.7407333333,24.9926,8.6906,47.2133333333,7.44866666666,47.7034,34.3354,9.09526666667
561.94,18.2397333333,39.1445333333,41.1644,16.7705333333,25.1571333333,8.68833333333,47.2289333333,7.44593333333,47.7113333333,34.268,9.11479999999
562.28,18.3534,39.1881333333,41.1321333333,16.8482,25.3637333333,8.71599999999,47.2912666667,7.4578,47.7808,34.2522,9.16933333334
562.62,18.4018,39.1257333333,41.0026,16.7968,25.4273333333,8.65540000001,47.2182,7.41126666667,47.7359333333,34.1438,9.1322
562.96,18.4552,39.0834,40.8759333333,16.7484,25.5302666667,8.60733333333,47.2016,7.36466666667,47.7236,34.0703333333,9.08193333333
563.30,18.5244666666,39.0197333333,40.7639333333,16.7496666667,25.6622,8.5774,47.1552,7.30586666666,47.6976666667,33.9432,9.0842
563.64,18.5828,38.963,40.6098,16.7052,25.7564,8.49860000001,47.0991333333,7.2276,47.6310666667,33.8148666667,9.038
563.99,18.6642666667,38.9610666667,40.5342,16.7526,25.9312,8.47893333334,47.1383333333,7.22013333334,47.6719333333,33.7861333334,9.02113333333
564.33,18.7822,38.9516666667,40.4357333333,16.8436666666,26.1128666667,8.56166666666,47.1023333333,7.27746666667,47.6705333333,33.7413333333,9.08993333333
564.67,18.7710666667,38.8298,40.2670666667,16.8136666667,26.1584,8.51193333333,46.9502666667,7.17706666666,47.5989333333,33.5536666667,9.04206666667
565.01,18.8556666667,38.8412666667,40.2154,16.8429333333,26.3155333333,8.52519999999,46.9750666667,7.14886666666,47.6429333333,33.4994666667,9.0612
565.35,18.9384,38.8338,40.1671333333,16.8582666667,26.4824,8.51900000001,47.0011333333,7.12326666667,47.6459333333,33.4659333333,9.08226666667
565.69,18.9403333333,38.7481333334,40.0367333333,16.8238666667,26.5757333333,8.48586666666,46.9056666667,7.10079999999,47.5797333333,33.3442666667,9.03846666667
566.03,19.0192666667,38.7284,39.9440666667,16.8428,26.7001333333,8.45986666667,46.875,7.09833333333,47.5571333333,33.2558,9.0608
566.37,19.0842,38.6828666667,39.8256666667,16.8767333333,26.8477333333,8.47593333334,46.8386666666,7.1122,47.5440666667,33.2017333333,9.08159999999
566.71,19.1487333333,38.6657333333,39.7654,16.9319333333,26.9905333333,8.48893333334,46.8302666667,7.13486666667,47.5433333333,33.1034,9.09693333334
567.05,19.204,38.6452666667,39.6817333333,16.9212,27.1307333333,8.46306666667,46.8318666667,7.12533333333,47.5180666666,33.0430666667,9.04626666667
567.39,19.2892,38.6074666667,39.6291333333,16.9706666667,27.3006666667,8.48960000001,46.8184666667,7.17226666666,47.5510666667,32.9892666666,9.08566666666
567.73,19.3504,38.5483333333,39.4862,16.9942666667,27.4459333333,8.52113333333,46.7684666667,7.20660000001,47.5132,32.8831333333,9.129
568.07,19.4362666667,38.505,39.3735333333,17.0075333333,27.5961333333,8.52206666667,46.7109333333,7.21466666667,47.4526666667,32.775,9.14899999999
568.41,19.6228,38.5771333333,39.3525333334,17.1237333333,27.8708666667,8.60306666666,46.805,7.34473333333,47.535,32.8195333334,9.26506666666
568.75,19.699,38.5086666667,39.1706666667,17.1408666667,28.0211333333,8.61086666666,46.7036666667,7.36773333334,47.4518666667,32.7056,9.27966666667
569.09,19.7880666667,38.4760666667,38.9975333333,17.168,28.1421333333,8.60826666666,46.6573333333,7.40606666666,47.3763333333,32.5806666667,9.29973333332
569.43,19.8718666667,38.4880666667,38.9096666667,17.206,28.312,8.57479999999,46.6678,7.39066666667,47.388,32.5248666667,9.29466666667
569.77,19.9573333333,38.4503333333,38.791,17.2391333333,28.4566666667,8.608,46.6391333333,7.4276,47.3748,32.4363333333,9.29979999999
570.11,20.0418,38.4624,38.6950666667,17.2638,28.6307333333,8.60019999999,46.6322,7.41406666667,47.3920666667,32.3388,9.2902
570.45,20.1861333333,38.499,38.6231333333,17.3773333333,28.8623333334,8.68046666666,46.6333333333,7.50753333333,47.416,32.3348,9.40466666667
570.79,20.2585333333,38.4486,38.4839333333,17.4312,29.0059333333,8.70706666666,46.5812,7.54986666667,47.3842,32.2284666667,9.45479999999
571.13,20.3510666667,38.4614,38.3572666667,17.4596,29.1634,8.71966666667,46.5604666667,7.56693333334,47.3448,32.1490666667,9.4644
571.47,20.4727333333,38.531,38.3573333333,17.5104666667,29.3727333333,8.72073333333,46.6352666667,7.56613333334,47.4036666667,32.1219333333,9.47786666665
571.81,20.5682666667,38.5830666667,38.3404666667,17.5784,29.6134,8.73886666667,46.7076,7.60066666666,47.4583333333,32.0832666667,9.52219999999
572.15,20.6298666667,38.5272666667,38.2030666667,17.5730666667,29.7438,8.69406666666,46.674,7.55853333334,47.388,31.9576666667,9.47999999999
572.49,20.7486666667,38.5357333333,38.1364666667,17.6395333333,29.9238666667,8.72433333333,46.7182,7.60359999999,47.4058666667,31.9158,9.53740000001
572.83,20.7431333333,38.4348666667,37.9432666667,17.5903333333,30.0110666667,8.64033333334,46.5966,7.52313333333,47.2942666667,31.7553333333,9.47286666666
573.17,20.861,38.4151333333,37.8436,17.6362666666,30.1874,8.69753333334,46.5655333333,7.57079999999,47.2882,31.6866666667,9.54560000001
573.51,20.9186666667,38.3879333333,37.7184666666,17.6426666667,30.3678,8.66646666666,46.5015333333,7.57286666667,47.2310666667,31.5908,9.57320000001
573.85,21.0042666667,38.3640666667,37.5923333333,17.7110666667,30.5340666667,8.67933333333,46.4763333333,7.61753333333,47.1574,31.4962,9.6222
574.19,21.0785333333,38.3304666667,37.468,17.7443333333,30.689,8.68393333332,46.4480666667,7.65780000001,47.0966,31.3926,9.63046666666
574.53,21.0927333333,38.2394666667,37.2920666667,17.7086666667,30.7949333333,8.63566666666,46.362,7.62326666666,47.0006,31.2579333333,9.58746666665
574.87,21.1568666667,38.2029333334,37.2075333333,17.7449333333,30.9506666667,8.61833333333,46.3551333333,7.64046666667,46.9790666666,31.1911333333,9.6066
575.21,21.2258666667,38.1927333333,37.1067333333,17.8078,31.1060666667,8.63326666667,46.3234,7.69759999999,46.9558666667,31.1283333333,9.6348
575.55,21.2769333333,38.1518,36.9581333333,17.8024666667,31.1944666667,8.61946666667,46.2619333333,7.72313333334,46.9038666666,31.0426,9.59746666668
575.89,21.3036,38.1170666667,36.8057333333,17.8379333333,31.3026,8.62333333333,46.1647333333,7.7506,46.8344666667,30.9532,9.61139999999
576.22,21.3497333333,38.1178666667,36.6868,17.8930666667,31.4646,8.62773333334,46.1279333333,7.80839999999,46.7912,30.8794,9.64006666667
576.56,21.5396666667,38.1819333333,36.7036666667,18.0730666667,31.7688,8.77966666667,46.2152,7.99153333333,46.9067333333,30.9264,9.78713333335
576.90,21.6426,38.1845333333,36.6142666667,18.1714,31.9517333333,8.85160000001,46.2200666667,8.10353333334,46.8613333333,30.872,9.85886666667
577.24,21.7703333333,38.2131333333,36.5592,18.2978666667,32.1475333333,8.92433333334,46.2918666667,8.1772,46.9084,30.863,9.90186666665
577.58,21.9042666667,38.2345333333,36.5310666667,18.3939333333,32.3906,9.00026666666,46.3072666667,8.31533333333,46.9412,30.8535333333,9.977
577.92,21.9494,38.1846666667,36.3782,18.4156,32.5416666667,8.98319999999,46.232,8.3356,46.8872,30.7602666667,9.95859999999
578.26,22.0811333333,38.2647333334,36.3168666666,18.5183333333,32.7627333333,8.9906,46.2623333333,8.41440000001,46.9231333333,30.7553333333,9.99953333334
578.60,22.1548666667,38.2425333334,36.1830666667,18.5649333333,32.9105333334,9.0178,46.1908666667,8.45173333333,46.8506666667,30.6537333333,10.0090666667
578.94,22.2006666667,38.166,35.9878,18.5852666667,33.0340666667,9.05373333333,46.078,8.50513333333,46.7442666667,30.5086,10.0290666667
579.28,22.3268666667,38.1620666667,35.8781333333,18.7102666667,33.2454,9.08953333334,46.1174,8.59093333333,46.7286,30.4622666667,10.1196
579.61,22.4536,38.1392,35.8103333333,18.7828666667,33.4354,9.14613333333,46.1131333333,8.66406666667,46.7289333333,30.3837333333,10.1771333333
579.95,22.5726,38.1032666667,35.7174666667,18.8372,33.5977333333,9.176,46.0564666667,8.72739999999,46.6800666667,30.3322666667,10.202
580.29,22.6066,38.0751333333,35.5542,18.844,33.6892,9.15406666667,45.9524,8.73953333334,46.5536,30.2014666667,10.1660666667
580.63,22.6611333334,38.0270666667,35.3798,18.844,33.8305333333,9.10273333334,45.9018666667,8.72406666667,46.5014,30.0821333333,10.1242666667
580.97,22.7609333333,37.9810666667,35.2046,18.8533333333,33.9722,9.07459999999,45.8076666667,8.75693333334,46.4334666666,29.9608,10.1426
581.31,22.8339333333,37.9632666667,35.0512,18.8714,34.0984,9.0766,45.7697333333,8.7786,46.3978,29.8554,10.1546
581.65,22.9276,37.9718666667,34.931,18.9035333333,34.2358,9.0858,45.7574,8.78873333333,46.3898,29.7844,10.1916666667
581.98,23.0102,37.9356666667,34.8184666666,18.9323333333,34.3538,9.16353333333,45.7136666667,8.84746666667,46.3207333333,29.6987333334,10.2166
582.32,23.0839333333,37.9111333333,34.6982,18.9664,34.5042666667,9.16220000001,45.6972666667,8.88680000001,46.2904,29.6211333333,10.2706666667
582.66,23.2168,37.8690666667,34.6054666667,19.0110666667,34.6807333333,9.18026666667,45.6652666667,8.93726666667,46.2628,29.5804666667,10.3188
583.00,23.2002,37.7224,34.3866666667,18.9177333333,34.7336666667,9.11593333334,45.4834,8.86373333333,46.1119333333,29.3919333333,10.222
583.34,23.3022,37.697,34.2203333333,18.9750666667,34.9127333333,9.15019999999,45.4544666667,8.96700000001,46.0332666667,29.3549333333,10.2884666667
583.68,23.3819333333,37.7262666667,34.1205333333,19.0062666667,35.059,9.14893333333,45.4849333333,8.94879999999,46.0665333333,29.3056666667,10.2794
584.01,23.4754,37.7118666667,33.9668,19.0343333334,35.2134,9.16813333334,45.4544666667,8.96406666667,46.006,29.2386,10.3269333333
584.35,23.62,37.7738666667,33.9224,19.1532666667,35.4302666667,9.23499999999,45.4892666667,9.06706666667,46.0065333333,29.2133333333,10.4409333333
584.69,23.5465333333,37.6758666667,33.7194666667,19.0850666667,35.4798666667,9.17919999999,45.3534666667,8.96560000001,45.8316,29.0156,10.3780666667
585.03,23.5569333333,37.5583333333,33.4995333333,19.0648666667,35.5472,9.10380000001,45.2789333333,8.89493333333,45.7154,28.8642666667,10.3368666667
585.37,23.5442,37.48,33.2975333333,18.9933333333,35.6373333333,9.01126666667,45.1775333333,8.81186666667,45.6031333333,28.6893333333,10.2746666667
585.70,23.6582,37.4985333334,33.2072,19.0904,35.8656666667,9.06366666667,45.1710666667,8.86013333333,45.5910666667,28.6251333333,10.3779333333
586.04,23.7837333333,37.5009333333,33.0944666667,19.1442,36.0382,9.09566666667,45.1783333333,8.86913333333,45.5898,28.5246666667,10.387
586.38,23.7817333333,37.4186,32.8724666667,19.083,36.0831333333,9.00533333334,45.0684666667,8.76659999999,45.452,28.3504,10.3449333333
586.72,23.9386,37.5194,32.8218666667,19.1938666667,36.3366,9.09393333333,45.1770666667,8.82106666666,45.5304666667,28.3365333333,10.4765333333
587.06,24.0146,37.548,32.7010666667,19.2200666667,36.4964666667,9.06826666666,45.1617333333,8.78673333333,45.4914666667,28.219,10.4700666667
587.39,24.0632,37.4780666666,32.4776,19.1967333333,36.5794666667,9.00513333333,45.0739333333,8.73553333334,45.3843333333,28.0316,10.4558
587.73,24.1211333333,37.3606,32.2980666667,19.2004,36.6330666667,8.99893333334,45.0005333333,8.70233333334,45.3136,27.9044,10.4450666667
588.07,24.1065333333,37.2330666667,32.0582,19.1339333333,36.6438,8.92666666667,44.8249333333,8.60699999999,45.1762,27.7169333333,10.3435333333
588.41,24.2732666666,37.2502,31.9521333333,19.2104,36.8160666667,8.98646666667,44.8674,8.68300000001,45.2016,27.6996,10.4224666667
588.74,24.2838,37.1986666667,31.8236,19.1936,36.9527333333,8.952,44.8008,8.60020000001,45.1157333333,27.6088666667,10.3768
589.08,24.3339333333,37.1246666667,31.6612666667,19.2139333333,37.0396666667,8.95793333334,44.7792,8.59233333333,45.0422666667,27.4986,10.3545333334
589.42,24.3628,37.0532,31.4960666667,19.1988,37.0882,8.8888,44.6954666667,8.54026666666,44.963,27.3853333333,10.3226666667
589.76,24.3239333333,36.9538666667,31.2820666666,19.1695333333,37.1322666667,8.84739999999,44.5553333333,8.52373333333,44.8328666667,27.2324,10.2835333333
590.09,24.4063333333,36.9038,31.1257333333,19.2010666667,37.2316,8.90846666667,44.5145333333,8.56740000001,44.7634,27.1608,10.313
590.43,24.4000666667,36.783,30.9271333333,19.1595333333,37.2581333333,8.84393333334,44.3442,8.53140000001,44.5937333333,27.0329333333,10.2674666667
590.77,24.4184,36.6536,30.7184,19.1349333333,37.274,8.81460000001,44.2214,8.46340000001,44.4958,26.887,10.2467333333
591.11,24.4450666667,36.5893333333,30.6033333333,19.1326666667,37.4265333333,8.85706666667,44.1921333333,8.4826,44.4157333333,26.7779333333,10.266
591.44,24.4412,36.5236666667,30.4164666667,19.0875333333,37.5055333333,8.77186666667,44.153,8.41213333333,44.3475333333,26.6084666667,10.1833333333
591.78,24.3698666667,36.3854666667,30.1824,18.9726666667,37.5244666667,8.64306666667,44.0548666667,8.26986666667,44.2064666667,26.4083333333,10.0834666667
592.12,24.3604666667,36.2733333333,30.0343333333,18.9584666667,37.5804,8.59933333333,43.9352666667,8.22473333334,44.0860666667,26.2416,10.0388
592.46,24.3524666667,36.1908666667,29.8228,18.9180666667,37.5792666667,8.59226666666,43.7816666667,8.21686666667,43.957,26.0885333333,10.0384666667
592.79,24.5456,36.2310666667,29.8313333333,19.0385333333,37.8128666667,8.70020000001,43.8444666667,8.29473333334,44.0399333333,26.131,10.1447333333
593.13,24.5720666667,36.1414666667,29.6707333333,19.0261333333,37.907,8.68966666666,43.7878,8.28733333334,43.9638,26.0292,10.1302666667
593.47,24.6345333333,36.0720666667,29.5412,19.0176,38.0074666667,8.67446666667,43.7364666667,8.23846666667,43.8462,25.9373333333,10.1409333333
593.80,24.6914666667,36.0246,29.447,19.0799333333,38.1387333333,8.65746666667,43.7126,8.22993333334,43.8118666667,25.89,10.1725333333
594.14,24.7766,36.0086,29.3244,19.1366,38.3012666667,8.70393333333,43.7242,8.24953333333,43.797,25.7895333333,10.2309333333
594.48,24.807,36.0068,29.2061333333,19.0973333333,38.4338,8.65686666667,43.7354,8.17973333333,43.7614,25.7081333333,10.1740666667
594.81,24.8540666667,35.9336,29.0556666666,19.1035333333,38.4580666667,8.65126666667,43.6235333333,8.16400000001,43.6252,25.6420666667,10.2038666667
595.15,24.86,35.8520666667,28.9078666667,19.0788666667,38.5360666667,8.61813333333,43.5048,8.12700000001,43.4574666667,25.5389333333,10.2219333333
595.49,25.0530666667,35.9053333333,28.8874,19.2174666667,38.7302666667,8.76486666666,43.5566,8.24493333333,43.4961333333,25.5736666667,10.3671333333
595.82,25.1191333333,35.9157333333,28.7798,19.2563333333,38.8344666667,8.76013333333,43.5668666667,8.22639999999,43.4744,25.5295333333,10.3552
596.16,25.2268,35.9227333333,28.6971333333,19.2942,38.955,8.72893333333,43.5968,8.19686666666,43.461,25.4527333333,10.3488666667
596.50,25.2089333333,35.8265333333,28.5053333333,19.2474666667,38.9156666667,8.68693333334,43.4646666666,8.16306666666,43.3090666667,25.2954666667,10.3244
596.83,25.2191333333,35.7299333333,28.3636,19.24,38.9494,8.64473333334,43.4026666667,8.11646666667,43.1966666667,25.1558666667,10.2863333333
597.17,25.254,35.6558666666,28.2250666667,19.23,39.0000666667,8.64146666667,43.3365333333,8.11840000001,43.1602,25.0530666667,10.2928666667
597.51,25.2743333333,35.606,28.0968,19.1997333333,39.0674666667,8.618,43.3086666667,8.08293333333,43.0689333333,24.9179333334,10.2504
597.84,25.2753333334,35.5014666667,27.9551333333,19.1747333333,39.0686666667,8.57820000001,43.1928666667,8.05986666667,42.9312,24.7782,10.2033333333
598.18,25.3266666667,35.3910666667,27.8323333333,19.2148,39.1086666667,8.62393333333,43.0816,8.1326,42.8198,24.6552666667,10.2518
598.52,25.3951333333,35.3748666667,27.7649333333,19.2893333333,39.2581333333,8.64973333334,43.0915333333,8.19113333333,42.8416,24.5631333334,10.2584666667
598.85,25.5754666667,35.436,27.7551333333,19.415,39.4684,8.76966666666,43.1762666667,8.28113333333,42.945,24.5758,10.334
599.19,25.5489333333,35.3342666667,27.6123333333,19.3911333333,39.5015333333,8.71226666667,43.1041333333,8.26666666667,42.8587333333,24.4364666667,10.2902
599.53,25.492,35.1488,27.4066,19.2825333333,39.4682666667,8.61333333333,42.9432666667,8.18673333333,42.6659333333,24.2427333333,10.24
599.86,25.5454,35.1036666667,27.2860666667,19.3096,39.577,8.64733333334,42.9054,8.25526666666,42.6064,24.1688,10.2775333333
600.20,25.5556,35.0315333333,27.1535333333,19.3105333333,39.6938,8.61120000001,42.8933333333,8.2214,42.5097333333,24.0474,10.2646666667
600.53,25.6316,35.0284,27.0132666667,19.3178,39.7796,8.64406666666,42.8189333333,8.26160000001,42.4404666667,23.9531333333,10.3071333333
600.87,25.6548,34.9446666667,26.8254,19.3208666667,39.829,8.59073333334,42.6960666667,8.22393333333,42.281,23.8387333333,10.2685333333
601.21,25.6314666667,34.8734666667,26.6136,19.2668,39.8267333333,8.52726666667,42.5432666667,8.16920000001,42.1737333333,23.6718,10.2186666667
601.54,25.623,34.8020666667,26.4418,19.2528666667,39.8500666667,8.47573333334,42.4516,8.14013333334,42.0894,23.5465333333,10.2006666667
601.88,25.6210666667,34.7232666667,26.242,19.2260666667,39.8717333333,8.42979999999,42.3994666667,8.06393333334,41.9766666667,23.4030666667,10.1836
602.21,25.6320666667,34.6673333333,26.0738,19.2049333333,39.8985333333,8.40266666666,42.3536,8.01960000001,41.902,23.3175333333,10.1499333333
602.55,25.6198666667,34.6226666667,25.9364666666,19.2113333333,39.9585333333,8.37853333333,42.3265333333,7.98826666666,41.8231333333,23.2283333333,10.1534666667
602.88,25.6502666667,34.5757333333,25.7896666667,19.2023333333,39.9921333333,8.35553333333,42.2584666667,7.93733333333,41.7386666667,23.1219333333,10.1296666666
603.22,25.7753333334,34.6560666667,25.7596666667,19.2895333333,40.1460666667,8.47459999999,42.2982666667,8.03033333334,41.786,23.1361333333,10.2374666666
603.56,25.7316666667,34.5319333333,25.6064,19.2290666667,40.1188,8.42826666666,42.1992,7.9542,41.6748666667,23.0105333333,10.1816666667
603.89,25.7466,34.4764,25.5283333333,19.2309333333,40.1346,8.43953333334,42.0795333333,7.95960000001,41.5912,22.9178666667,10.2060666666
604.23,25.7386666667,34.3988666666,25.3900666667,19.169,40.1439333333,8.38786666667,42.0195333333,7.87546666667,41.4997333333,22.7918666667,10.1476666667
604.56,25.766,34.4272,25.3452,19.1730666667,40.245,8.39673333333,42.0516666667,7.887,41.5540666667,22.7462,10.1662
604.90,25.8218666667,34.3835333333,25.2504,19.1970666667,40.3092,8.41686666667,42.0119333333,7.90819999999,41.4910666667,22.6814,10.1936666667
605.23,25.8917333333,34.3711333333,25.1674666667,19.202,40.3873333333,8.44166666667,42.0282,7.89893333334,41.4945333333,22.6427333333,10.2052
605.57,25.8984666667,34.3508666667,25.0934666667,19.1786666667,40.4244666667,8.42713333334,41.9817333333,7.90326666666,41.4180666667,22.5839333333,10.1909333333
605.90,25.9314,34.3326,25.0059333333,19.1829333333,40.4641333333,8.40646666667,41.9168,7.87906666667,41.3446666667,22.4861333333,10.2000666667
606.24,25.9591333333,34.2482666666,24.8816666666,19.1608,40.4402,8.38906666667,41.8023333333,7.91113333333,41.225,22.3619333333,10.2094
606.58,26.0209333333,34.2324,24.8113333334,19.2258666667,40.5347333333,8.45293333334,41.8034666667,7.94973333333,41.1903333333,22.3192,10.2660666667
606.91,26.1684,34.3133333333,24.8018,19.3498666666,40.7056666667,8.5516,41.8814666667,8.04026666666,41.2412,22.3175333333,10.3686
607.25,26.2594,34.3657333333,24.754,19.4389333333,40.7989333333,8.6294,41.9100666667,8.10699999999,41.2235333333,22.3052666667,10.4538
607.58,26.2634,34.3194,24.6052,19.4428,40.8226666667,8.57526666667,41.9002,8.07893333333,41.1464,22.2043333333,10.4236
607.92,26.3003333334,34.3352,24.5428,19.5052666667,40.9244666667,8.61360000001,41.9104,8.09933333333,41.1526666667,22.1936,10.4767333333
608.25,26.3846,34.3766666667,24.5180666667,19.5909333334,41.0049333333,8.65386666667,41.9434,8.14726666667,41.1401333333,22.1784,10.5489333333
608.59,26.3514,34.3204,24.3952666667,19.5600666666,41.0069333333,8.61,41.9457333333,8.11546666667,41.0916666667,22.0748666667,10.5248666667
608.92,26.3884,34.3385333333,24.3465333333,19.6021333333,41.0812,8.62286666667,41.938,8.14773333333,41.0709333333,22.0208,10.549
609.26,26.4274666667,34.3725333333,24.2908,19.6783333333,41.1680666667,8.6528,41.9570666667,8.22306666667,41.115,21.9962666667,10.6054
609.59,26.4778666666,34.3451333333,24.1779333333,19.6886666667,41.2551333333,8.66226666667,41.9553333333,8.23940000001,41.1230666667,21.9632,10.6342
609.93,26.4852,34.3351333333,24.1089333333,19.7366666667,41.3260666667,8.6594,41.9544666667,8.23906666667,41.1079333333,21.9394,10.6476666667
610.26,26.4597333333,34.2773333333,23.9718,19.6974,41.3139333333,8.56313333334,41.8404666666,8.226,40.9935333333,21.8474,10.5882
610.60,26.3606666667,34.1059333333,23.7936666667,19.6137333333,41.262,8.45479999999,41.6754,8.16913333333,40.8598666667,21.6870666666,10.4667333333
610.93,26.4347333333,34.1207333333,23.7838666666,19.6865333333,41.4061333333,8.45846666667,41.6914666667,8.24193333333,40.9068666667,21.6518,10.5529333333
611.27,26.5106666667,34.1978,23.7735333333,19.7805333334,41.5741333334,8.51460000001,41.7516,8.32446666666,40.9756,21.6792666667,10.6256
611.60,26.4920666667,34.1066666667,23.6316666667,19.7982,41.5403333333,8.48873333333,41.6689333333,8.3434,40.8917333333,21.5816,10.5988
611.93,26.4658666667,34.0227333333,23.5206,19.8184666667,41.5622,8.48773333333,41.6062666667,8.37273333333,40.7950666667,21.4882,10.5600666667
612.27,26.6246,34.1651333334,23.6280666667,20.0202666667,41.7756,8.6222,41.7168,8.57113333333,40.8864666667,21.6075333333,10.6998
612.60,26.5997333333,34.1395333333,23.5217333334,20.0206666667,41.8162,8.57886666667,41.6877333333,8.55086666666,40.8120666667,21.5608,10.6848
612.94,26.647,34.0852,23.4525333333,20.0453333333,41.8399333333,8.56079999999,41.6224,8.53280000001,40.7588666667,21.5116,10.6400666667
613.27,26.6441333333,34.0121333333,23.4004,20.0696,41.8322666667,8.53199999999,41.5552666667,8.58460000001,40.6438,21.4169333333,10.6378
613.61,26.6493333333,33.9935333333,23.2644,20.0582,41.8632,8.47886666666,41.5124666667,8.53040000001,40.629,21.2908,10.5688666667
613.94,26.6798,33.9708666667,23.1999333333,20.0580666667,41.9265333333,8.51293333333,41.5049333333,8.57359999999,40.6586,21.2423333333,10.6176666667
614.28,26.6852,33.9890666667,23.1173333333,20.0978,41.9991333333,8.50006666666,41.5341333333,8.62733333333,40.6383333333,21.2025333333,10.6490666667
614.61,26.5746,33.856,22.892,20.0244666667,41.8727333333,8.47239999999,41.3430666667,8.55793333334,40.4029333333,21.0351333333,10.5727333333
614.94,26.6518,33.8352666667,22.8432,20.0707333333,41.893,8.5366,41.3017333333,8.604,40.3744666667,21.0038,10.6266666667
615.28,26.7099333333,33.8884666667,22.8386,20.1642,41.9924,8.58666666666,41.3242666667,8.71026666667,40.383,21.0017333333,10.768
615.61,26.7644666667,33.9066,22.7514,20.2130666667,42.0144,8.58186666667,41.3151333333,8.71793333333,40.3934666667,20.9634666667,10.8336
615.95,26.7410666667,33.8611333333,22.6069333333,20.1974,42.018,8.49366666666,41.2358666667,8.62666666666,40.339,20.9056666667,10.7664
616.28,26.817,33.8487333333,22.542,20.2933333333,42.0352,8.49633333333,41.2458,8.68760000001,40.3246,20.834,10.8199333333
