wavelength,Back_TanPrem,Belly_TanPrem,Breast_TanPrem,Crissum_TanPrem,Crown_TanPrem,DorTail_TanPrem,Patch10_TanPrem,Patch11_TanPrem,Rump_TanPrem,Throat_TanPrem,WingTip_TanPrem
186.01,-4.51613333334,-17.2044,1.3978,-0.537533333346,-30.7527333333,-27.9570666667,-39.4623333333,-23.0108,2.79573333333,-12.9032,-41.1828666667
186.39,-12.0468,-25.8479333333,1.1696,-9.59060000002,-41.9883333333,-43.1579333333,-43.1579333333,-29.2398,-3.97666666667,-22.8070666667,-49.1228666667
186.77,-11.5492666667,-24.4132,-4.03760000002,-16.0564,-36.1502666667,-36.9953333333,-34.8356666667,-27.3240666667,-6.85446666669,-18.4038666667,-35.1173333333
187.15,-39.7484,-52.7044,-28.4275333333,-52.7042,-66.2892666667,-77.61,-67.6728666667,-60.1257333333,-26.7923333333,-48.5534666667,-76.3522666668
187.53,-40.9195333333,-41.839,-28.5057333333,-52.7586666667,-62.4136666667,-72.4138666667,-61.4943333333,-54.4828666667,-22.069,-50.9194666667,-61.8390000001
187.91,-162.2222,-158.0246,-121.728533333,-188.148066667,-191.357933333,-201.9752,-206.913466667,-175.5556,-119.999866667,-177.284,-189.629666667
188.29,-601.481533333,-574.074066667,-520.000066666,-734.074,-656.2962,-739.999933333,-711.111133333,-637.777733333,-505.925866667,-655.555533333,-690.370333334
188.67,612.0,618.666666667,560.0,744.0,734.666666667,766.0,712.666666667,672.0,602.0,710.666666667,735.333333333
189.05,246.9136,256.790133333,228.888866667,311.111,309.629666667,304.197666667,279.0122,281.4814,252.098733333,296.0494,300.247
189.43,161.904733334,158.8572,148.5714,207.809533333,202.0952,192.5714,182.4762,175.6192,161.523866667,189.142733333,191.619133333
189.81,134.1498,134.1496,130.8844,167.483,174.2858,162.585066666,157.959266667,148.979533333,141.7688,156.326466667,158.639466667
190.19,110.044466666,108.977733333,102.0444,119.555533333,130.2222,124.355533333,118.577666667,117.422266667,114.311133333,120.888933333,126.488866667
190.57,106.0674,110.786533333,104.4944,112.659333333,120.898866667,116.104933333,116.329466667,109.887533333,111.310933334,113.707866667,121.348333333
190.95,95.7929333333,102.459466667,98.4465999999,103.753933333,112.103466666,106.278333333,105.695933333,95.6635333332,103.883533333,108.284733333,112.8802
191.33,102.5264,113.684266667,106.877133333,111.368466667,124.210466667,113.754333333,116.1404,106.456133333,115.649133333,116.491133333,116.5614
191.71,97.4918000001,110.362933333,106.534666667,106.996666667,119.868066667,107.1286,108.382933333,100.6602,116.501666667,110.164933333,113.333333333
192.09,109.0598,121.367466667,119.4016,118.290533333,139.145333333,122.820533333,118.546933333,109.3162,126.6666,123.3334,124.871866667
192.47,123.849866667,141.220533333,137.370933333,132.8638,159.530533333,141.1268,137.089133333,125.258133333,148.262866667,140.938866667,147.793533333
192.85,122.5108,135.844066667,131.774866667,129.264133333,152.2944,136.363666666,135.497733333,123.723,142.684,129.3506,144.242333333
193.23,115.588266667,138.333266667,125.686333333,124.999866667,157.450933333,142.353,141.568666667,121.176533333,146.4708,132.450933333,147.2548
193.61,129.651666667,151.3434,136.1194,144.577066667,175.920333333,157.810933333,159.004933333,147.363133333,167.363333333,149.850933333,160.298533333
193.99,122.845533333,136.8294,127.6422,136.748,155.528466667,142.764133333,145.7724,135.609733333,150.813,140.813066667,144.4716
194.37,122.407466667,143.703733333,128.0556,144.444333333,163.425933333,143.518533334,156.944466667,143.055666667,156.0186,150.370466666,147.5926
194.75,158.181866667,189.394066667,167.272733333,196.969733333,234.545466667,197.727266667,222.727266667,198.030333334,213.333266667,209.697066667,206.060666667
195.13,177.833333333,208.0,172.166666667,216.166666667,252.833333334,218.5,247.5,231.5,226.0,230.166666667,227.666666667
195.51,117.142866667,132.976266667,114.047666667,133.690533333,163.8096,136.309666667,159.285733333,151.5476,145.952266667,145.238133333,155.7144
195.89,124.656133333,137.4604,118.412733333,138.201066667,165.291066667,141.693066667,168.359733333,157.9894,150.582,149.418,161.6932
196.27,121.428533333,131.1428,116.0,135.7142,159.0476,130.9524,161.904866667,151.047666667,145.238066667,146.6666,158.761866667
196.65,111.979,122.1872,101.041466667,131.978933333,157.3956,124.479,157.187333333,139.062266667,130.8332,155.833133333,150.6248
197.03,103.580266667,101.9752,84.0742,124.938333333,151.357933334,114.074133333,150.493733334,133.456866667,117.530866667,154.4444,144.4444
197.40,98.1610666665,88.2758,84.1379333333,115.977066667,128.045866667,96.6667333333,133.9082,116.091866667,98.6207333332,137.816133333,128.620533333
197.78,70.7462666667,57.9104666667,61.1941333333,84.5770666666,100.895533333,70.4477333333,96.8159333333,76.8159333333,66.3682,106.368066667,102.189066667
198.16,99.4737999999,67.0176,74.7369333333,118.771933333,150.8772,99.6491333333,133.3334,100.3508,85.9648666666,156.842133333,147.7192
198.54,103.3334,52.5000666666,73.3333333335,141.1112,170.2778,106.111133333,134.444266667,91.6665333334,87.5000666666,187.222266667,175.277866667
198.92,131.111133333,1.33326666666,62.2221999999,183.111066667,202.666666667,107.555533333,154.222333333,100.444466667,82.2222000002,238.222333333,195.555466667
199.30,150.3704,-70.3703999999,64.4444666666,224.4444,237.037066667,88.8890000001,195.555533333,43.7037333332,94.8147333333,280.740666667,246.6666
199.68,-2293.33333333,-39.9999999994,-1113.33333333,-3206.66666667,-3133.33333333,-1626.66666666,-2940.0,-1320.0,-1706.66666667,-3413.33333334,-2913.33333333
200.06,-128.333333333,102.5,-10.0,-282.5,-268.333333333,-91.6666666666,-192.5,-54.9999999999,-38.3333333334,-352.5,-215.0
200.44,-63.0769999999,52.3076666667,-11.2821333333,-158.974266667,-165.1282,-60.0000666667,-87.6923333335,-22.0513333333,-14.8718666665,-186.154,-115.897466667
200.82,-196.666666667,-24.1666666668,-131.666666667,-365.833333333,-355.833333333,-146.666666667,-269.166666667,-192.5,-195.0,-344.166666667,-316.666666667
201.19,-98.3333333334,-77.0833333334,-106.25,-210.0,-208.333333333,-100.0,-169.583333333,-92.5000000001,-111.666666667,-205.0,-182.5
201.57,-76.1904,-71.4285333333,-84.4443333334,-156.8254,-186.666666667,-78.7301333334,-144.7618,-80.3175333335,-105.0792,-186.666733333,-153.650733333
201.95,-47.7037999999,-55.8519333333,-54.8147333333,-87.8517333333,-91.5555333333,-56.0000000001,-93.9258666666,-51.7037333333,-69.4816,-100.888866667,-75.7037333333
202.33,-65.0505333334,-86.4646666667,-84.4445333333,-122.626266667,-114.141333333,-67.4746666666,-129.090866667,-77.1716666667,-101.4142,-122.424133333,-95.7575333333
202.71,-52.1481333334,-66.3704666667,-60.0000666667,-87.5555333333,-91.2591999999,-46.0740000001,-98.6667333335,-63.7036,-71.5555999999,-95.7037333335,-75.5555333332
203.09,-117.777866667,-163.209866667,-135.308733333,-178.2716,-188.888933333,-110.6172,-189.135866667,-144.444533333,-142.2222,-197.037066667,-172.3456
203.47,-193.0,-264.0,-204.333333333,-302.0,-313.666666667,-193.333333333,-298.333333333,-277.0,-232.333333333,-329.666666667,-275.666666667
203.85,-42.3808666667,-81.746,-41.4285333333,-97.619,-113.1746,-45.8729333333,-89.6825333333,-80.6348000001,-65.238,-108.254,-87.3015999999
204.22,-30.3876666667,-56.4340666667,-25.7366000001,-75.5038666667,-95.5038666667,-24.9612,-73.3333999999,-72.5582000001,-47.7521333333,-86.0464666665,-69.4573999999
204.60,-2.17046666665,-24.1860666667,-1.40000011584e-11,-46.5117333333,-69.3023333333,-4.18600000001,-55.3488666667,-61.2402666666,-26.9767333333,-64.4960666667,-44.0310000001
204.98,3.73986666664,-17.2357333333,-1.626,-39.9999333333,-59.8373333333,-5.04066666667,-45.2033333333,-63.7397333333,-19.187,-57.3984666667,-42.2765333332
205.36,18.7878,13.3333333333,16.7675999999,-35.3536,-38.3838,24.4445333333,-29.293,-58.7879333333,-6.86853333333,-51.5151333333,-23.2322666666
205.74,-40.2666666667,-29.6,-31.7333333333,-99.7333333333,-85.6000000001,-8.79999999999,-89.3333333333,-133.6,-54.6666666667,-106.666666667,-71.4666666666
206.12,-5.8824666666,28.2352666667,8.62753333327,-90.9804666667,-59.2157333333,72.1569333335,-56.0784,-125.4902,-9.41179999999,-97.2547333333,-45.8823999999
206.50,-7.91666666667,31.2499999999,15.4166666668,-96.2499999999,-103.333333333,54.1666666667,-61.25,-147.083333334,-22.9166666667,-155.833333333,-98.3333333333
206.87,1200.0,786.666666668,1260.0,2993.33333333,2853.33333333,899.999999999,2620.0,3546.66666667,1460.0,3586.66666667,2873.33333333
207.25,-140.952333333,-61.9048666666,-137.1428,-350.476266667,-335.238066667,-77.1429333333,-356.190333333,-480.000066667,-221.9048,-443.809466667,-334.285733333
207.63,7.6189333332,72.8572000001,-24.2857333332,-87.1428666667,-78.5714666665,51.4286,-86.1903999999,-116.666733333,-13.8094000001,-138.5714,-64.7618666667
208.01,-1780.0,-833.333333335,-2666.66666667,-3006.66666667,-2533.33333333,-1193.33333333,-3426.66666667,-3566.66666667,-2020.0,-3680.0,-2380.0
208.39,-436.0,-384.0,-616.0,-716.0,-545.333333334,-226.666666667,-788.0,-632.000000001,-468.0,-717.333333333,-533.333333333
208.77,728.333333333,629.999999999,868.333333333,1088.33333333,765.0,363.333333333,1083.33333333,873.333333333,656.666666667,1028.33333333,901.666666666
209.14,-431.666666666,-372.5,-425.0,-537.5,-465.833333333,-189.166666667,-556.666666667,-405.833333333,-371.666666667,-540.0,-487.5
209.52,-112.258066667,-110.1076,-113.7636,-122.365533333,-126.2366,-55.2688666667,-140.645133333,-112.903266667,-89.4624666666,-136.989266666,-130.322666667
209.90,-39.4326,-44.1135333333,-34.1844666667,-49.22,-49.3615333334,-12.0566666667,-55.0355333333,-43.1206666666,-27.0922,-51.9149333333,-52.4822666667
210.28,-18.3335333333,-25.2084,-11.3544,-21.146,-24.5835333333,-0.83346666668,-25.7293333333,-23.021,-6.97933333332,-27.1876,-31.1459333333
210.66,-35.8974666666,-41.9232,-34.1025333333,-35.8974666667,-41.7946666666,-7.56413333334,-47.4358666667,-37.3076666666,-16.923,-39.7434666667,-39.4870666667
211.03,-43.8463333334,-46.6666666667,-34.8717999999,-35.2564,-45.3846,-15.7692,-47.5641333333,-43.5898000001,-26.6668,-45.1282,-40.7692666667
211.41,-34.2666666667,-34.9333333333,-38.1333333334,-33.6,-42.3999999999,-9.46666666667,-37.3333333333,-28.6666666666,-24.2666666667,-44.4,-43.2
211.79,-38.1481333333,-39.6296,-38.5184666667,-33.7038666667,-48.5186,-14.9383333333,-42.8394666667,-37.9011333334,-34.1975333333,-45.8024666667,-44.4443333334
212.17,-24.6062,-25.9393333333,-24.4848666667,-21.2122,-28.4848666667,1.57566666667,-18.0606,-27.0303333334,-21.2122,-35.394,-33.8180666667
212.55,-6.35913333333,-1.74366666665,-10.7692,-7.79480000001,-11.282,8.71799999999,-2.35919999999,-21.5384,-13.2308,-22.5641333333,-20.7179333333
212.92,-6.48140000001,-3.33333333331,-10.4628,-3.88886666668,-10.3702666667,9.16653333333,2.68519999999,-19.1665333333,-16.6666,-17.3148,-14.1666
213.30,-7.08313333334,-3.54159999999,-13.7498666667,-5.00006666668,-1.66673333334,8.33353333335,3.85420000001,-28.75,-23.0206666667,-19.5831333333,-9.16646666667
213.68,1.58206666665,1.69486666666,-6.89266666668,-4.40686666666,1.01693333333,16.7232,12.4293333334,-26.5535333333,-22.7117333333,-12.0904,-2.59886666668
214.06,-6.81806666666,-15.7576,-40.7575333333,-23.788,-22.1212666667,9.54533333336,3.03033333333,-48.0302666667,-42.1211333334,-36.0605333333,-13.6363333333
214.44,-62.8204666666,-78.7180000001,-126.666666667,-107.4358,-94.1026,-30.2564000001,-51.7947999999,-144.102666667,-132.051333333,-110.512666667,-65.1280666667
214.81,-25.045,-31.892,-65.2252666666,-59.4596666666,-28.2882666667,4.68466666666,-2.70266666668,-80.5404666667,-66.3063333333,-55.4954666667,-32.9728666667
215.19,31.6364,27.5152,1.45453333334,-1.69693333334,29.5756,58.0606,38.7879333333,-11.7574666666,5.21206666667,13.3333333333,20.6060666667
215.57,29.7268,18.9071333333,6.44813333333,2.7324,31.366,55.8470666667,38.7977333333,-10.4919333333,10.2732,16.1748,23.8251333333
215.95,29.6296,19.9999333333,0.740733333332,-11.8517333333,48.0,61.3332666667,51.7036666667,-12.5926000001,6.07406666666,16.4442666667,15.8518666667
216.32,19.8518,11.2592666667,-12.0000666667,-21.4815333333,30.9630666666,48.2964666667,38.2220666667,-21.4814666666,-8.00013333334,5.48153333333,4.44453333333
216.70,25.3334,18.9629333333,1.33326666666,-6.66673333334,42.3702666667,56.1482000001,48.1481333333,-6.37046666668,7.11099999999,14.8148,13.6296666667
217.08,19.8831333333,9.35680000001,-3.39186666666,-6.78366666667,34.5029333333,38.2456666667,28.6549333333,-1.40333333332,5.73106666667,10.8771333333,5.84793333333
217.46,34.9333333333,18.8,-1.86666666666,-2.93333333333,35.0666666666,50.5333333333,33.0666666667,9.06666666667,25.2,22.2666666667,12.2666666667
217.83,-3.2432,-14.0540666667,-47.7477333333,-49.3693333333,8.10806666666,29.0090666667,-4.68453333332,-23.6034666667,-12.6126,-15.4955333333,-25.9459333333
218.21,-16.7619333333,-21.1428,-57.7142666667,-54.0952666666,6.66666666666,19.2381333333,-11.2380666666,-31.8094666667,-29.1428666667,-14.8571333333,-40.3809333333
218.59,-26.6666666667,-45.2380000001,-82.6189999999,-48.3333333333,-2.85713333334,7.1428,-25.0,-45.2382000001,-50.4761333333,-18.5714,-72.6191333333
218.97,-66.9230666666,-93.077,-114.871733333,-79.7435333333,-44.1025333334,-42.0512000001,-70.0001333333,-69.2308666667,-102.051266667,-43.3332666666,-113.3334
219.34,-179.682533333,-211.745933333,-245.396733333,-177.460333333,-157.7778,-149.206266667,-155.5554,-172.063466667,-234.285666667,-154.285733333,-219.0476
219.72,-1664.44446667,-1953.33346667,-2126.66666667,-1644.44446667,-1440.0,-1484.44446667,-1622.2222,-1668.88886666,-2111.11113333,-1486.6666,-1848.8888
220.10,-650.0,-833.333333333,-827.5,-527.5,-597.5,-585.0,-641.666666667,-687.5,-812.5,-578.333333333,-709.166666667
220.47,825.833333334,1032.5,981.666666667,670.833333333,777.5,737.5,821.666666667,823.333333333,937.5,734.166666667,888.333333333
220.85,542.4242,693.3334,682.424266667,412.727333333,505.4546,463.636333333,526.666666667,526.666733333,628.4848,462.4242,560.606133333
221.23,277.066666667,340.0,346.4,224.0,265.333333333,239.466666667,264.0,271.733333333,303.466666667,255.466666667,275.466666667
221.61,-6660.0,-8206.66666667,-8360.0,-5393.33333333,-6133.33333333,-5533.33333333,-6320.0,-6320.0,-7720.0,-6153.33333333,-6620.0
221.98,925.714333334,1142.857,1220.0,749.523733334,918.0952,807.619066666,885.7144,922.857133333,1085.71426667,863.809533333,968.571399999
222.36,-1152.0,-1442.66666667,-1553.33333333,-940.0,-1128.0,-973.333333333,-1118.66666667,-1128.0,-1384.0,-1104.0,-1232.0
222.74,-642.2222,-797.777799999,-898.518466667,-589.629533333,-659.999933333,-543.703733333,-634.074,-593.3334,-773.333333333,-637.037066667,-679.259333333
223.11,604.848466667,753.333333333,815.151333333,572.121066667,627.272733333,526.6668,589.090866667,596.363666667,696.969666667,626.060733334,641.212066667
223.49,202.5,263.333333334,286.458333333,201.458333333,216.666666667,192.291666667,205.208333333,201.666666667,236.458333333,210.625,237.708333333
223.87,169.549533333,221.801933333,242.7028,179.099066667,193.873866667,170.270266667,173.333333333,169.1892,201.2614,176.9368,201.982
224.24,148.571533333,201.269866667,223.968133334,173.809466666,180.000133333,154.920533333,161.1112,148.730266667,186.190533333,160.634866667,185.7144
224.62,113.481466667,161.777666667,184.5926,140.888933333,135.851866667,127.8518,129.037,117.3332,154.518533333,127.7036,150.963066667
225.00,101.313133333,136.060733333,142.020133333,117.979733333,115.151466667,116.767666667,112.0202,102.929266667,128.686866667,111.4142,127.070666667
225.38,88.6666000002,117.5238,116.952466667,98.6667333334,101.047733333,98.1905333332,93.9999333332,85.2379333333,115.143,94.4762666666,105.6192
225.75,73.5,97.1666666666,95.6666666667,76.9166666667,82.3333333333,78.4166666667,72.5833333333,68.9166666667,91.3333333333,75.9166666667,88.1666666667
226.13,64.6211333333,91.9697333334,82.6515333333,65.8332666667,68.1818,70.5303333333,66.5151333333,59.3180666667,82.9545999999,65.7576666667,79.8486666667
226.51,57.8160666667,78.9653333333,68.3908,59.7126,61.0345333333,63.5058666667,59.3678,52.3562666667,69.8851333334,59.4827333333,67.5862666667
226.88,50.2362666667,68.8189333334,56.9028666667,50.0788666667,52.6508666667,55.2755333333,49.0288666667,47.1916,62.3623333333,52.651,59.4750666667
227.26,38.5364,55.1763333333,45.9078,36.8562666667,41.9512,41.0298,38.6991333333,31.3820666667,47.8589333333,41.6258666666,45.2574
227.64,44.6666666667,60.1667333333,47.7778666666,38.7778666667,46.389,42.2777333333,42.0000666667,34.2778,54.3332666666,47.2222666667,47.5556
228.01,49.3766,57.7779333333,49.7018666667,39.8915333333,46.5042,40.5962666667,41.7885333333,31.3820666667,52.6287333333,44.878,49.0514666667
228.39,42.1446,45.5944666667,40.9324,36.5036,35.8974666667,30.0233333333,33.4266,25.0349333333,43.217,37.5758,40.7459333333
228.76,41.6542666667,46.7669333333,41.654,37.1428666667,38.9975333333,28.3708666667,31.629,24.7619333333,44.1604,38.4460666667,40.1001333333
229.14,48.0104,51.9380666667,48.5272,43.7726666667,47.3384,32.093,35.6072,29.0955333333,51.8863333333,44.2894,43.6177333333
229.52,47.2533333333,51.6266666666,51.3066666667,43.52,47.68,29.44,34.08,29.3333333333,52.2133333334,44.6933333333,44.32
229.89,54.7748,57.1622,55.9459333333,49.5495333333,55.7656666667,43.4684666667,43.1531333333,37.7927333333,57.2072,52.7928666667,48.5134
230.27,64.1096,62.4657333333,63.0594,57.4886,64.0181333333,50.0912666666,49.452,45.6622,62.4656666667,60.6848666667,53.7443333333
230.65,64.5742,63.3089333333,63.7471333333,53.4794,65.2068666667,49.2457333333,52.944,46.3261333333,61.4598666667,60.2433333333,53.8685333333
231.02,66.6666,66.2830666667,67.0024,53.3812666667,67.9135333334,52.47,55.8753333333,47.0982,60.2878,62.2063333333,56.8824666667
231.40,65.5222666667,65.5721333333,65.9204666667,55.5722,70.4974666667,55.1742666667,57.5124666666,47.214,61.5423333333,62.0895333333,58.408
231.78,59.4486666667,60.1003333333,61.6039333333,50.6767333333,65.2130666667,52.3309333333,55.9399333333,43.9097333333,53.6341333333,56.4411333333,52.431
232.15,57.1850666667,61.5802666667,62.1234,50.4197333333,66.8147333333,56.0000666667,56.1482,46.3208666666,56.3456666667,60.5432666667,53.8766666667
232.53,66.0706666667,69.2142,68.5095333333,56.3144666667,77.5610666667,68.6178666667,65.5284,57.9944,63.6314666667,70.2982666667,61.1382
232.90,57.7777333333,59.6296,61.3228,47.7248666667,66.3491333334,61.9048,57.4074,46.2434,55.6613333333,59.5238666667,52.4867333333
233.28,49.2345333333,52.3456,53.284,43.1111333333,57.2344666667,54.0246666667,53.7282666667,40.5430666667,46.2716666667,52.8394666667,47.7532
233.66,48.1529333333,50.191,50.5307333333,42.3354,53.2908,54.8621333333,51.9743333333,38.5137333333,45.86,50.5732,47.983
234.03,40.1973333333,42.1302,43.1164,37.5936,44.1026666667,46.6272,44.6942,33.2543333333,38.8558666667,44.0632666667,41.9328666667
234.41,28.5184666667,31.4072666667,32.0371333333,26.1482666667,33.2593333333,35.1851333333,33.5185333333,23.2222666667,29.6668,34.4444666667,29.7408666667
234.78,32.3662666667,33.7478666667,36.7184666667,31.7097333333,36.1314,38.0656,34.2659333333,27.5993333333,33.7133333333,38.5492,32.9188
235.16,35.5555333333,34.5423333333,37.3855333333,35.2287333333,37.6145333333,39.5098,36.7973333333,29.7058,36.83,40.5882666667,34.4443333333
235.54,38.2539333333,37.8412666667,40.5079333333,37.111,38.4444666667,41.0476666667,38.6032666667,32.5397333333,40.5078666667,42.9206666667,35.6826
235.91,42.7342666667,41.2903333333,42.9492666667,40.8909333333,41.8126,45.0076,39.6006666667,33.7326666667,43.0416666667,47.1582666667,37.2656
236.29,38.0993333334,37.2221333333,38.4794,35.4678,37.1344666667,39.2105333333,34.9706666667,29.0935333333,37.7194,42.4560666667,32.4268666667
236.66,33.4509333333,32.4816666667,34.4492666667,28.928,32.9220666667,34.3026,29.721,20.3818,31.6006666667,36.8869333333,26.7546666667
237.04,37.9404,35.9078,37.561,31.0568,36.748,37.019,34.038,25.393,33.1166,41.6530666667,30.4876666667
237.41,38.0646,35.7257333333,37.5808,31.0483333333,36.7203333333,38.6021333333,33.6288666667,25.3494666667,32.9570666667,41.8549333333,30.9946666667
237.79,38.7955333333,37.6192,38.6275333333,33.4453333333,37.8150666667,38.8514666667,34.4537333333,27.7591333333,33.7534,42.1568,30.3640666667
238.17,39.0774,37.0832666667,38.1547333333,31.3096666667,36.9940666667,36.9047333333,33.869,24.6428666667,32.7974666667,39.4941333333,30.0892
238.54,45.2802666667,42.9203333333,43.3333333333,36.8142,41.4453333333,44.4542666667,41.1798666667,29.6165333333,37.5515333333,45.5161333333,37.4631333333
238.92,41.0965333333,38.5859333333,38.6147333333,33.1602,38.2107333333,40.8946666667,36.3348,24.2713333333,34.7474,41.876,35.0938666667
239.29,36.8104666667,36.6954666667,36.7241333333,30.9195333333,35.3161333333,37.9598666667,32.4137333333,22.2126666667,33.1896,39.6552,32.0115333333
239.67,35.1218666667,34.4714666667,32.8726666667,28.1030666667,33.5773333333,34.9051333333,29.3495333333,19.973,30.7588,36.0975333333,30.1083333333
240.04,31.4999333333,30.2618666667,29.1905333334,23.9761333333,29.9047333333,30.3810666667,26.2857333333,18.3810666667,28.1666666667,31.0953333333,28.2619333333
240.42,32.6852,30.6712666667,29.2824666667,24.838,30.8565333333,31.2732,28.3333333333,19.3518666667,29.8844,31.2268666667,28.6806
240.79,31.0911333333,30.3903333333,28.6886,24.6045333333,29.5494666667,30.1503333333,27.4874666667,20.8808666667,30.1702,29.7698,29.4494666667
241.17,29.9630666667,29.5395333333,28.3978,25.1933333333,29.8157333333,29.8526666667,27.5875333333,20.8102666667,30.4972,28.674,29.2634666667
241.54,28.7392666666,28.5146666667,27.0294,23.5924666667,28.3765333334,27.9792666667,25.8722,19.3956,29.2747333333,26.8912,28.6356
241.92,24.9638666667,24.0642,23.2610666667,19.0843333333,24.4819333333,24.7228666667,23.1646,14.9398,25.0280666667,23.5180666667,25.7188666667
242.29,19.7202,20.6526666667,19.3163333333,15.6954,21.3519333333,21.2586666667,19.6115333333,12.8205333333,22.5020666667,20.715,22.6728
242.67,18.3588666667,18.9302666667,17.8020666667,14.6080666667,20.7324666667,19.3700666667,17.8609333333,11.1501333333,21.1428666667,19.3406666667,21.7289333333
243.05,19.419,20.3632,18.6201333333,15.6862,21.4087333333,20.8715333333,19.9564666667,12.6506,21.8590666667,20.1308,23.4568666667
243.42,19.4784666666,19.6758666667,17.9562666667,15.6588666667,20.7753333333,20.0422,19.873,11.7970666667,20.4086666667,19.1543333333,23.1430666667
243.80,19.9464,20.0668666667,18.5809333333,16.5193333333,20.9504,20.482,20.4016,12.5702666667,20.7096,19.8393333334,23.5073333333
244.17,19.5565333334,19.8434,18.7475333333,17.5211333333,20.5219333333,20.7698666667,20.8348666667,13.1376666667,21.0958,19.8696,24.3706
244.55,18.4916,19.6714666667,18.1144,16.4964,20.3649333334,20.5475333333,19.5012666667,13.1630666667,20.5597333333,19.3431333333,24.3917333333
244.92,18.0344666667,18.816,17.3332666667,15.9885333333,19.5632,20.1838666667,19.3217333333,12.2758666667,19.9998666667,19.2182666667,23.6782
245.30,14.0896666667,15.181,13.5278666667,12.6202666667,15.5699333333,16.2506666667,15.732,8.38466666667,16.4342666667,15.7967333333,20.8212
245.67,14.1430666667,14.7126,13.6433333333,11.9340666667,15.2423333333,16.1319333333,15.8721333333,8.36580000001,16.2221333333,15.3424,20.23
246.05,15.0804,15.5678,14.446,12.8367333333,16.2666666667,17.1585333333,16.5148666667,9.14933333333,17.4896,16.2575333333,21.5448
246.42,16.2906,15.5640666667,14.8711333333,13.1221333333,16.0879333333,17.2370666667,16.8483333333,9.30293333332,17.6848,17.0089333333,21.4364666666
246.79,13.6174,13.1745333334,12.4646,10.4427333333,13.1662666667,14.294,14.3025333333,6.533,15.188,13.9765333333,18.8638
247.17,11.9365333333,11.4761333333,11.381,8.48426666667,12.0,12.619,12.6826,4.75386666667,13.7063333333,12.4840666667,17.0873333333
247.54,11.5194,11.0775333333,11.2712,7.92246666667,11.5657333333,12.7209333333,12.9224,5.20926666666,13.7519333333,12.2324666667,17.1086
247.92,10.7104,10.4917333333,10.5932666667,7.24426666667,10.9446,12.1858,12.9274,4.74633333333,13.4661333333,12.0062666667,16.9867333333
