wavelength,Back_SalMamf,Belly_SalMamf,Breast_SalMamf,Crissum_SalMamf,Crown_SalMamf,DorTail_SalMamf,Patch10_SalMamf,Patch11_SalMamf,Patch12_SalMamf,Rump_SalMamf,Throat_SalMamf,WingTip_SalMamf
325.10,5.71826666667,11.2378666667,6.0444,5.7598,5.27353333333,5.54173333333,5.62833333333,4.07346666667,18.0905333333,5.48920740741,7.21886666667,7.43333333334
325.47,5.73146666667,11.3521333333,6.09946666667,5.79206666667,5.2752,5.58336666667,5.5672,4.1478,18.2181333333,5.5182,7.2436,7.44026666667
325.84,5.5,11.2779333333,5.95973333334,5.511,5.08733333333,5.40236666667,5.31986666667,3.91806666667,18.0850666667,5.27701481481,7.1152,7.2432
326.21,5.3082,11.1138,5.804,5.26493333333,4.91586666667,5.1603,5.08826666667,3.70013333333,17.972,5.05053333333,6.92473333333,7.04833333333
326.57,5.28953333333,11.0826666667,5.8566,5.24366666667,4.8738,5.06143333333,5.0642,3.6708,17.9436666667,4.96163703704,6.89906666667,6.92046666667
326.94,5.26486666667,11.1476666667,5.96906666667,5.22973333334,4.83706666667,5.0463,5.07846666667,3.66873333333,17.9856,4.95334074074,6.87053333333,6.838
327.31,5.27573333333,11.1988666667,6.054,5.24593333333,4.82213333333,4.97203333333,5.07466666667,3.67793333333,18.0070666667,4.93641481481,6.92166666667,6.90953333333
327.67,5.209,11.135,5.9818,5.19933333333,4.825,4.8949,4.97973333334,3.58426666667,18.0079333333,4.83531851852,6.94733333333,6.87133333333
328.04,5.2436,11.1588666667,5.93873333333,5.25026666667,4.86633333333,4.8952,4.96346666667,3.59753333334,18.1193333333,4.82900740741,6.97806666667,6.89453333333
328.41,5.3242,11.2366,5.90266666667,5.20573333333,4.91526666667,4.94426666667,5.01026666667,3.55786666667,18.3092,4.94974074074,6.9766,7.01086666667
328.78,5.27206666667,11.2351333333,5.83493333333,5.08546666667,4.7788,4.87846666667,4.94886666667,3.49126666667,18.342,4.92036296296,6.93126666667,6.89653333333
329.14,5.32713333333,11.2472,5.80886666667,5.1186,4.8426,4.8926,5.00446666667,3.537,18.4844,4.90993333333,6.94126666667,6.89353333333
329.51,5.52246666667,11.4702666667,5.97913333334,5.1978,4.93406666667,5.0051,5.18066666667,3.6864,18.6942,5.06547407407,7.10193333333,7.03253333333
329.88,5.78366666667,11.6817333333,6.26293333333,5.48873333333,5.16673333333,5.30986666667,5.4558,3.92306666667,19.0882666667,5.33379259259,7.35506666667,7.28206666667
330.24,6.0136,11.9694,6.5062,5.752,5.30273333333,5.54116666667,5.75353333333,4.12813333333,19.4104,5.65578518519,7.57266666667,7.55233333333
330.61,5.9468,12.0234666667,6.46126666667,5.7732,5.25993333333,5.50563333333,5.76306666667,4.0844,19.4751333333,5.64186666667,7.58193333333,7.58913333333
330.98,6.0144,12.0950666667,6.46793333333,5.87626666667,5.36346666667,5.59106666667,5.7868,4.18146666667,19.6084,5.69106666667,7.67606666667,7.63413333333
331.34,6.2628,12.3891333333,6.715,6.1604,5.60993333333,5.84683333333,6.04373333333,4.427,19.8776,6.01067407407,7.86126666666,7.78153333333
331.71,6.43133333333,12.5880666667,6.88946666667,6.32913333333,5.665,5.9642,6.2128,4.53606666667,20.0322,6.16342962963,7.89666666667,7.88406666667
332.08,6.55446666667,12.7726,7.00453333333,6.42413333333,5.74853333333,6.02633333334,6.30106666667,4.58106666667,20.1896666667,6.30955555555,7.9698,7.97946666667
332.44,6.63113333333,12.8816666667,7.14973333334,6.5816,5.80726666667,6.12193333333,6.34093333333,4.70406666667,20.2682,6.39665185185,8.116,8.13253333333
332.81,6.55453333334,12.8588666667,7.1074,6.5978,5.7664,6.14496666667,6.2206,4.69593333333,20.2811333333,6.34565185185,8.07506666667,8.094
333.18,6.59220000001,12.9448,7.22813333333,6.66393333333,5.8204,6.1976,6.25426666667,4.7266,20.3634,6.37028888888,8.11326666667,8.07966666667
333.54,6.47626666667,12.7305333333,7.05406666667,6.47893333333,5.75013333333,6.06583333333,6.11646666667,4.53286666667,20.344,6.24031851852,7.9824,7.93133333333
333.91,6.30466666666,12.5718,6.83406666667,6.24106666667,5.57033333333,5.7694,5.9194,4.3274,20.2076,6.0596,7.83173333333,7.77733333333
334.28,6.40800000001,12.7306,7.0056,6.36713333333,5.795,5.8906,6.08686666667,4.4458,20.3812,6.19663703704,8.08753333333,7.91666666667
334.64,6.56506666666,12.853,7.13213333333,6.461,5.963,6.0132,6.20013333333,4.54553333333,20.5442666667,6.33867407407,8.18813333333,8.08006666667
335.01,6.5264,12.8362,7.07286666667,6.402,5.92213333333,5.91166666667,6.183,4.47233333333,20.4578666667,6.28391851852,8.14233333333,8.02546666667
335.38,6.43213333334,12.7934,6.96226666667,6.28193333333,5.83346666667,5.8016,6.06426666667,4.39686666666,20.5242,6.18801481481,8.09106666667,7.97766666667
335.74,6.45566666667,12.8034,6.99173333334,6.30666666667,5.893,5.81913333333,6.09313333333,4.4526,20.6632666667,6.21980740741,8.19453333333,8.01753333333
336.11,6.44426666666,12.7843333333,6.9668,6.28866666667,5.839,5.8551,6.11773333333,4.48146666666,20.6841333333,6.20964444445,8.20239999999,8.01453333333
336.47,6.18526666666,12.4914,6.72246666667,6.03346666667,5.62906666667,5.6124,5.92673333333,4.2132,20.5702666667,5.96235555555,7.9426,7.73626666667
336.84,6.16260000001,12.425,6.66313333333,5.91453333333,5.59033333333,5.4862,5.87933333333,4.1236,20.5958,5.88889629629,7.83473333333,7.69253333333
337.21,6.03046666666,12.3017333333,6.5706,5.81746666667,5.47113333333,5.35293333333,5.7614,4.0182,20.5627333333,5.76945925926,7.7382,7.60826666667
337.57,5.92606666667,12.3164,6.60746666667,5.88313333333,5.4096,5.31253333333,5.7078,4.02,20.4644,5.73017777778,7.7602,7.55466666667
337.94,5.9442,12.4021333333,6.62533333333,5.943,5.45953333333,5.3188,5.72273333333,4.01833333333,20.5218,5.75588888889,7.79766666667,7.55526666667
338.31,5.804,12.1958666667,6.42046666667,5.7464,5.22433333334,5.08956666667,5.47946666667,3.82093333333,20.3610666667,5.57395555556,7.56726666667,7.33593333333
338.67,5.70179999999,12.0977333333,6.29826666667,5.60566666667,5.04673333333,5.0079,5.32086666666,3.70566666667,20.2891333333,5.47211111111,7.4824,7.20933333333
339.04,5.71186666667,12.0688666667,6.30753333333,5.541,5.00846666667,4.9764,5.30686666667,3.64426666667,20.3901333333,5.52924444445,7.49966666667,7.20486666667
339.40,5.78393333333,12.1156,6.38493333333,5.56573333333,5.00233333333,5.08356666667,5.42146666667,3.67633333333,20.4112666667,5.57002222222,7.6426,7.22106666667
339.77,5.91953333333,12.3442666667,6.52953333333,5.69793333333,5.1264,5.2888,5.5348,3.82433333333,20.5559333333,5.73314814815,7.8088,7.33733333333
340.14,5.90680000001,12.4389333333,6.6028,5.6916,5.16373333333,5.29303333333,5.50673333333,3.80186666667,20.6556666667,5.71714814815,7.79766666667,7.34153333333
340.50,6.08439999999,12.6723333334,6.7608,5.7866,5.31053333333,5.40796666667,5.615,3.92673333333,20.8614,5.83882222222,7.93866666667,7.4006
340.87,6.17193333333,12.8363333333,6.84226666667,5.89773333333,5.36113333333,5.4704,5.7572,4.0162,21.0005333333,5.92537777778,8.09813333334,7.49706666667
341.23,6.28039999999,13.0011333333,6.9282,5.92126666667,5.43626666667,5.56476666667,5.8898,4.07233333333,21.1448,6.00187407407,8.19006666666,7.6052
341.60,6.47320000001,13.2259333333,7.05053333333,6.02906666666,5.61293333333,5.73263333333,6.08606666667,4.20533333333,21.4033333333,6.12977037037,8.28386666667,7.7722
341.96,6.35826666667,13.1238666667,6.98246666667,5.96353333333,5.54126666667,5.7036,6.04873333333,4.10013333334,21.3231333333,6.03677037037,8.2036,7.625
342.33,6.21106666667,13.1056666667,6.87986666667,5.88766666667,5.4688,5.6436,5.9884,4.01573333333,21.3290666667,5.92062222222,8.10713333334,7.48666666667
342.70,6.25006666667,13.1602,6.92566666667,5.98606666667,5.53406666667,5.6202,6.06046666667,4.07306666667,21.5366,5.93172592592,8.16693333334,7.4572
343.06,6.23053333334,13.2508,6.9652,6.01853333333,5.58753333333,5.67716666667,6.10013333334,4.1244,21.5834666667,5.92434074074,8.21146666667,7.4582
343.43,6.17079999999,13.1955333333,6.9452,6.00086666667,5.5484,5.58616666667,5.95973333333,4.04486666667,21.5971333333,5.81582222222,8.0644,7.36566666667
343.79,5.84353333334,12.8716666667,6.63306666667,5.66693333333,5.22806666667,5.2332,5.68173333333,3.75686666667,21.3402666667,5.49857037037,7.72406666667,7.0598
344.16,5.64913333333,12.6453333333,6.42866666667,5.44546666667,5.0074,5.00686666667,5.48653333333,3.57346666667,21.233,5.28813333333,7.53806666667,6.83526666667
344.52,5.59073333333,12.6374666667,6.4082,5.42553333334,4.88786666667,4.975,5.46546666667,3.52426666667,21.2081333333,5.21368148148,7.50453333333,6.8094
344.89,5.46973333333,12.5340666667,6.37173333333,5.36886666667,4.831,4.89296666667,5.3678,3.38713333333,21.1585333333,5.10252592593,7.41106666667,6.70033333333
345.25,5.44813333334,12.5272666667,6.37413333333,5.4136,4.84893333333,4.88366666667,5.3852,3.39566666666,21.2596666667,5.10054074074,7.42686666667,6.67726666667
345.62,5.3672,12.4541333333,6.34653333333,5.34726666667,4.74853333333,4.79066666667,5.35853333333,3.34433333333,21.1936666667,5.01315555555,7.40046666667,6.54673333333
345.99,5.44033333333,12.5296666667,6.4432,5.38493333333,4.77653333333,4.82866666667,5.37093333333,3.41993333333,21.3154666666,5.07674074074,7.45353333333,6.5354
346.35,5.638,12.6944666667,6.647,5.5496,4.92953333333,4.98206666667,5.51026666667,3.602,21.5464,5.27549629629,7.63146666667,6.68826666667
346.72,5.57493333333,12.6733333333,6.661,5.4828,4.86413333333,4.9817,5.4678,3.5656,21.4978666667,5.26317777778,7.5902,6.59506666667
347.08,5.421,12.5838,6.5702,5.38326666667,4.71993333333,4.84576666667,5.32566666667,3.40806666667,21.4951333333,5.14483703704,7.43313333334,6.46346666667
347.45,5.38233333334,12.6383333333,6.54226666667,5.34233333333,4.73966666667,4.836,5.36513333333,3.4098,21.5463333333,5.15839259259,7.484,6.47113333333
347.81,5.58066666666,12.8663333333,6.76646666666,5.5494,4.9826,5.03436666667,5.55986666667,3.56166666667,21.8215333333,5.32888148148,7.65766666667,6.6144
348.18,5.72193333334,13.0084,6.96986666667,5.73726666667,5.16313333333,5.1481,5.71546666667,3.6938,21.9572666667,5.50580740741,7.82066666667,6.71686666667
348.54,5.82740000001,13.1008,7.11093333333,5.87653333333,5.38873333333,5.26163333333,5.79993333333,3.84793333333,22.1399333333,5.65556296296,8.03706666667,6.8414
348.91,6.1434,13.4492666667,7.388,6.14046666666,5.70886666667,5.52686666667,6.06893333333,4.1606,22.492,5.96045925926,8.39113333333,7.09566666667
349.27,6.19393333333,13.4743333333,7.4408,6.18933333333,5.74313333333,5.56416666667,6.07846666667,4.16766666667,22.4566666667,5.96604444445,8.41513333333,7.05566666667
349.64,6.12166666666,13.4264,7.3594,6.1112,5.68166666667,5.5092,5.9458,4.06786666667,22.4963333333,5.91582222222,8.37086666667,7.0192
350.00,6.1772,13.5287333333,7.3956,6.11806666667,5.68973333333,5.53483333333,5.98,4.075,22.6264666667,5.93747407407,8.44573333334,7.0838
350.37,6.19266666667,13.5913333333,7.3726,6.11813333333,5.73613333333,5.54956666667,6.01933333333,4.06633333334,22.593,5.90043703704,8.45486666667,7.0896
350.73,6.23653333333,13.6774666667,7.36786666667,6.15873333334,5.8248,5.53523333333,6.03553333333,4.055,22.6829333333,5.91856296296,8.5168,7.1848
351.10,6.45313333334,13.8818666667,7.58406666667,6.32166666667,5.98953333334,5.6739,6.168,4.2208,22.8802,6.0458,8.68926666667,7.34013333333
351.46,6.55186666666,13.9272,7.66113333333,6.40266666667,6.0574,5.70413333333,6.2022,4.25953333333,22.9289333333,6.1214,8.73146666667,7.40173333333
351.83,6.71366666666,14.0568666667,7.77186666667,6.50606666667,6.13613333333,5.8154,6.3166,4.38706666667,23.0576666667,6.22126666667,8.88206666667,7.49733333333
352.19,6.78746666667,14.1620666667,7.84086666667,6.55133333333,6.17253333333,5.9461,6.40866666666,4.42093333334,23.2107333333,6.24581481481,8.98173333333,7.573
352.55,6.67746666666,14.0801333333,7.67526666667,6.39393333333,5.99773333333,5.79023333333,6.30446666667,4.27093333333,23.0753333333,6.08371851852,8.7976,7.3642
352.92,6.46753333333,13.8632666667,7.48286666667,6.14373333333,5.72506666667,5.6157,6.08426666667,4.0196,22.8950666667,5.81897037037,8.55246666667,7.09186666667
353.28,6.44833333333,13.9234,7.4864,6.1428,5.706,5.56823333333,6.06346666667,3.97493333333,23.0202666667,5.83205925926,8.58453333333,7.10873333333
353.65,6.62586666667,14.1308666667,7.695,6.3604,5.86493333333,5.73646666667,6.2874,4.1534,23.1718,6.00523703704,8.733,7.28286666667
354.01,6.59566666666,14.1212666667,7.67433333333,6.3752,5.88633333333,5.72993333333,6.28806666667,4.1428,23.2290666667,5.98117777778,8.72393333333,7.26073333333
354.38,6.47613333333,14.0580666667,7.6106,6.30086666667,5.75646666667,5.63126666667,6.1744,4.0076,23.2728,5.86917037037,8.69033333333,7.1378
354.74,6.40566666666,14.0618666667,7.57006666667,6.24093333333,5.65713333333,5.5748,6.15073333333,3.98713333334,23.2386,5.81322962963,8.6332,7.0532
355.11,6.32933333334,14.0529333333,7.4796,6.213,5.60606666667,5.55686666667,6.12393333333,3.98166666667,23.2207333333,5.77122222222,8.6312,7.00246666667
355.47,6.20206666666,13.9803333333,7.36313333333,6.0842,5.46526666667,5.44443333333,6.0204,3.858,23.2181333333,5.61091851852,8.56453333333,6.8444
355.83,6.07393333333,13.9244666667,7.24146666667,5.96913333333,5.306,5.31296666667,5.91026666667,3.70353333333,23.2102,5.47607407407,8.45293333333,6.75906666667
356.20,6.03073333334,13.9452666667,7.19946666667,5.9454,5.28426666666,5.234,5.85953333333,3.6552,23.2561333333,5.46001481481,8.40593333333,6.71813333333
356.56,6.09893333333,14.123,7.35046666667,6.0906,5.4024,5.3239,5.98233333333,3.73433333334,23.4872,5.58502222222,8.55086666667,6.8698
356.93,6.11813333333,14.1720666667,7.3928,6.15686666667,5.41426666667,5.299,6.00773333333,3.7458,23.5890666667,5.65019259259,8.5526,6.91733333333
357.29,6.12433333333,14.2246666667,7.4108,6.16026666667,5.39846666667,5.31696666666,6.0338,3.79246666667,23.6512,5.67971851852,8.58766666666,6.96706666667
357.66,6.06293333333,14.2726666667,7.34206666667,6.11973333334,5.35606666667,5.2398,5.96353333333,3.73053333333,23.7399333333,5.64288888889,8.60000000001,6.938
358.02,6.04106666667,14.3164666667,7.3866,6.14393333333,5.31813333334,5.2504,5.97686666667,3.74686666667,23.7742,5.64256296296,8.57026666667,6.91393333333
358.38,6.07066666667,14.3162,7.41873333333,6.14086666667,5.3384,5.25573333333,6.00826666667,3.78466666667,23.8391333333,5.65081481482,8.5802,6.9676
358.75,6.0432,14.3080666667,7.4314,6.10466666667,5.27993333333,5.2221,5.967,3.69986666667,23.9206,5.59756296296,8.55533333333,6.92133333333
359.11,6.07466666667,14.3460666667,7.4642,6.0966,5.25173333333,5.17536666667,5.98586666667,3.6512,24.0091333333,5.58873333333,8.57993333334,6.94926666667
359.48,6.04186666666,14.3737333333,7.45473333333,6.11353333333,5.22646666667,5.14596666667,5.9484,3.60653333333,24.0076666666,5.56485925926,8.54833333335,6.95733333333
359.84,5.87719999999,14.2842,7.38573333333,6.00426666667,5.12706666667,5.01563333333,5.81593333333,3.5178,23.9081333333,5.4688,8.47566666667,6.7946
360.20,5.82253333333,14.306,7.34546666667,5.953,5.0498,4.98146666667,5.7754,3.50433333333,23.9054,5.42430370371,8.45013333333,6.73733333334
360.57,5.81746666666,14.3323333333,7.34766666666,5.92893333333,5.0256,4.9696,5.76813333333,3.49113333333,23.9440666666,5.40047407407,8.45619999999,6.71233333333
360.93,5.84733333333,14.3880666667,7.3684,5.94946666667,5.06873333333,5.00916666667,5.80853333333,3.5422,23.9908666667,5.41868148148,8.54146666666,6.76573333333
361.29,5.88546666667,14.4594,7.44146666667,6.0,5.11353333333,5.04626666667,5.84353333333,3.5774,24.0711333333,5.42314814815,8.61526666667,6.76913333333
361.66,5.91146666666,14.4876666667,7.50786666667,5.9966,5.11433333333,5.05996666667,5.8984,3.61813333333,24.1492666667,5.42947407407,8.65240000001,6.75593333333
362.02,6.00526666667,14.5974,7.59773333333,6.08,5.21373333333,5.09063333333,5.9644,3.71293333333,24.281,5.50639259259,8.75093333333,6.86
362.39,5.98026666667,14.6360666667,7.6246,6.10486666667,5.17606666667,5.04063333333,5.96746666667,3.71866666667,24.3106666667,5.51357037037,8.78199999999,6.82126666667
362.75,6.12000000001,14.7714666667,7.73473333333,6.2454,5.304,5.16503333333,6.07986666667,3.87326666667,24.402,5.61877777778,8.91466666666,6.9372
363.11,6.17140000001,14.896,7.82266666667,6.3262,5.41313333333,5.2751,6.16626666667,3.97853333334,24.5112666667,5.71417777778,9.01726666667,7.0236
363.48,6.297,15.0527333333,7.9696,6.41493333333,5.52066666667,5.38173333333,6.30653333333,4.12746666667,24.7164666667,5.84033333333,9.17160000001,7.1224
363.84,6.40293333333,15.1726666667,8.06546666667,6.51793333333,5.58286666667,5.44853333334,6.44373333333,4.22393333333,24.858,5.92160740741,9.26546666666,7.20753333333
364.20,6.47333333333,15.2634,8.19706666667,6.6258,5.69,5.48416666667,6.53933333333,4.3188,24.9618666667,5.95968148148,9.36880000001,7.2714
364.57,6.49806666666,15.2922666667,8.23093333333,6.67206666667,5.69373333333,5.4881,6.5872,4.383,24.9917333333,5.97308148148,9.38313333333,7.30133333333
364.93,6.46633333334,15.3348,8.22353333333,6.68546666666,5.7032,5.44593333333,6.59686666667,4.36566666667,25.0545333333,5.94212592593,9.37473333334,7.25233333333
365.29,6.3742,15.2876,8.12746666667,6.58106666667,5.64126666667,5.33086666667,6.54226666666,4.2778,25.015,5.84435555555,9.28406666667,7.1632
365.66,6.30626666666,15.2298,8.04953333333,6.534,5.5894,5.25123333333,6.45826666667,4.1854,24.9649333333,5.7734,9.20560000001,7.11133333333
366.02,6.23813333333,15.1894,8.0336,6.4838,5.5156,5.20313333333,6.43833333333,4.12066666666,24.9168,5.68516296296,9.16713333334,7.04913333333
366.38,6.31226666667,15.2914,8.09093333333,6.54246666667,5.6118,5.28316666667,6.4936,4.1588,25.0215333333,5.71044444445,9.19480000001,7.1232
366.75,6.1772,15.2312,8.0196,6.44053333333,5.51766666667,5.16786666667,6.43493333333,4.05753333333,24.9912666666,5.60674814815,9.0842,7.037
367.11,6.08206666667,15.1261333334,7.946,6.38026666667,5.40713333333,5.05673333333,6.34226666667,3.94946666667,24.9824666667,5.48437037037,8.947,6.93193333334
367.47,5.93180000001,15.0159333333,7.84153333333,6.27833333333,5.2766,4.93243333333,6.22593333333,3.8302,24.939,5.33801481481,8.84826666668,6.80913333333
367.84,5.90733333334,15.0282666667,7.8364,6.2974,5.2914,4.917,6.19693333333,3.79826666667,24.9633333334,5.31807407407,8.85746666667,6.79306666667
368.20,5.87826666666,15.0002,7.76446666667,6.25606666667,5.23953333333,4.88986666667,6.19093333333,3.76586666667,24.9889333333,5.28014074074,8.83606666667,6.76386666667
368.56,5.75986666667,14.9476666667,7.675,6.11853333333,5.14686666667,4.76733333333,6.06013333333,3.64733333333,24.9806,5.16817037037,8.75566666667,6.64613333333
368.93,5.74940000001,14.9686,7.70386666667,6.09746666667,5.10786666667,4.73316666667,6.03526666667,3.61986666667,25.0088666667,5.13825185186,8.75899999999,6.65066666666
369.29,5.77226666667,15.0238666667,7.769,6.12713333334,5.1134,4.75423333333,6.04073333333,3.6538,25.0897333333,5.17627407407,8.80093333333,6.66793333333
369.65,5.79859999999,15.1122,7.8626,6.17193333333,5.17033333333,4.7683,6.0818,3.70013333333,25.2041333333,5.20924444445,8.86846666667,6.697
370.01,5.73320000001,15.1195333333,7.7952,6.13233333333,5.102,4.68346666667,6.01873333333,3.65206666667,25.2456,5.17216296296,8.88186666666,6.64966666667
370.38,5.76973333333,15.1822666667,7.86153333333,6.16446666667,5.1308,4.68583333333,6.08146666667,3.6974,25.3446666667,5.21503703704,8.957,6.678
370.74,5.79280000001,15.2612,7.92926666667,6.21893333333,5.16366666666,4.7158,6.1604,3.7272,25.4164,5.2736,9.066,6.70033333333
371.10,5.82160000001,15.3614666667,7.95826666667,6.22193333333,5.17626666667,4.7075,6.18626666667,3.7712,25.489,5.28150370371,9.1712,6.72013333333
371.46,5.85393333334,15.4420666667,7.9918,6.27886666667,5.22813333333,4.7303,6.20913333333,3.82813333333,25.494,5.30863703704,9.22173333334,6.75693333333
371.83,5.9828,15.6175333333,8.13066666667,6.38713333333,5.3384,4.81373333333,6.3308,3.95806666667,25.6695333334,5.41046666667,9.35340000001,6.88733333333
372.19,6.03853333334,15.7365333333,8.23966666667,6.45413333333,5.37746666667,4.85743333333,6.3758,4.0008,25.7350666667,5.49192592593,9.43846666666,6.94833333333
372.55,6.18526666667,15.9032666667,8.406,6.63546666667,5.50373333333,4.9963,6.5092,4.12593333333,25.8946,5.62987407408,9.61373333333,7.0752
372.92,6.22073333333,15.9682,8.4616,6.6858,5.5164,5.0134,6.5674,4.18593333333,26.0144,5.65834074074,9.65193333332,7.09233333333
373.28,6.20779999999,15.9726666667,8.45673333333,6.69353333333,5.485,4.9967,6.558,4.1626,26.0467333333,5.60285925926,9.63893333334,7.086
373.64,6.29153333333,16.0942666667,8.54726666667,6.82253333333,5.55506666667,5.09153333333,6.65173333333,4.26173333333,26.1381333333,5.66506666667,9.74439999999,7.1534
374.00,6.36513333334,16.1946,8.63466666667,6.9114,5.62553333333,5.17886666667,6.7412,4.342,26.2640666667,5.73203703704,9.82113333333,7.21753333333
374.37,6.25786666667,16.1991333333,8.5688,6.86013333333,5.5564,5.12913333333,6.65773333333,4.3034,26.2471333333,5.67657037037,9.76026666669,7.16073333333
374.73,6.23140000001,16.2407333334,8.5308,6.8196,5.54293333333,5.09896666667,6.60353333333,4.2774,26.3446,5.62988148148,9.75026666665,7.14393333333
375.09,6.13113333332,16.1696,8.4862,6.785,5.47046666666,4.97953333333,6.54253333333,4.1658,26.3047333333,5.57163703704,9.70260000001,7.04293333333
375.45,6.15040000001,16.2526,8.5278,6.804,5.45233333333,4.98743333333,6.57733333334,4.1304,26.4259333333,5.58758518519,9.68939999999,7.0496
375.81,6.07346666667,16.2013333333,8.46313333333,6.74426666667,5.35166666667,4.93056666667,6.53886666666,4.03566666667,26.3972,5.52368148148,9.63573333334,6.9754
376.18,5.96946666667,16.1080666667,8.363,6.63993333333,5.2204,4.81853333333,6.44813333333,3.9252,26.4340666666,5.39071851852,9.53700000001,6.88726666667
376.54,5.84066666667,16.0394,8.27406666667,6.51946666667,5.06566666667,4.6822,6.3434,3.7824,26.4101333333,5.24696296296,9.40986666667,6.7528
376.90,5.85093333334,16.0922,8.30933333333,6.5468,5.0712,4.68613333333,6.36193333333,3.7898,26.4484,5.25929629629,9.47806666666,6.74613333333
377.26,5.85766666667,16.1673333333,8.31946666667,6.56753333333,5.064,4.68503333334,6.39073333333,3.81626666666,26.4987333333,5.31862962963,9.51766666667,6.76686666667
377.63,5.76606666667,16.1016666667,8.23386666667,6.45573333333,4.9332,4.5534,6.32133333333,3.71086666667,26.4755333333,5.23227407407,9.42580000001,6.704
377.99,5.68339999999,16.0598666667,8.15466666667,6.33666666667,4.8278,4.44923333333,6.2226,3.60906666667,26.4509333333,5.1188074074,9.31360000001,6.617
378.35,5.66786666667,16.0605333333,8.16026666667,6.31786666667,4.77353333333,4.39563333333,6.1984,3.57746666667,26.491,5.05958518519,9.29860000001,6.57073333333
378.71,5.6574,16.0618666667,8.18446666667,6.32633333333,4.72286666667,4.348,6.17053333333,3.57486666667,26.5083333333,5.03314074074,9.30713333333,6.584
379.07,5.72100000001,16.1388666667,8.2566,6.38026666667,4.73426666667,4.39513333333,6.20893333333,3.64746666667,26.5984666667,5.06651111111,9.35973333333,6.61526666667
379.44,5.79840000001,16.2166666667,8.34553333333,6.4524,4.77746666667,4.45806666667,6.27526666667,3.72653333333,26.7037333333,5.15054814815,9.47813333333,6.68286666667
379.80,5.74519999999,16.2114,8.35193333333,6.396,4.74353333333,4.41173333334,6.20966666667,3.71666666667,26.7332,5.10908888889,9.43153333334,6.6296
380.16,5.80499999999,16.3358666667,8.4372,6.49613333334,4.82766666667,4.47353333333,6.29273333333,3.79566666667,26.8116,5.19439259259,9.54646666666,6.72626666667
380.52,5.88306666667,16.4024666667,8.50366666667,6.56206666667,4.90046666666,4.5464,6.37286666667,3.89726666667,26.9168,5.26410370371,9.64193333331,6.78106666667
380.88,5.87306666666,16.4405333333,8.50253333333,6.52813333333,4.8824,4.55716666667,6.37106666667,3.89433333333,26.9671333333,5.23275555555,9.62653333333,6.79
381.24,5.89206666666,16.4458666667,8.53513333333,6.521,4.88453333333,4.53456666667,6.37426666667,3.90466666667,27.0435333333,5.21311111111,9.63173333333,6.77686666666
381.61,5.97219999999,16.536,8.59773333333,6.58546666667,4.9586,4.58893333333,6.40573333334,3.97426666667,27.1492666667,5.25265185185,9.70839999999,6.8206
381.97,6.06613333333,16.6619333333,8.72513333333,6.7122,5.0518,4.67863333333,6.52013333333,4.079,27.2628666667,5.37152592593,9.8478,6.90953333333
382.33,6.11533333333,16.7176666667,8.77593333333,6.74486666666,5.08326666667,4.725,6.60413333333,4.11966666667,27.3032666666,5.43285185185,9.92233333333,6.97466666667
382.69,6.17199999999,16.7742,8.837,6.80453333333,5.1504,4.75653333333,6.6694,4.1514,27.3934,5.47942222222,9.96366666665,6.9942
383.05,6.11800000001,16.7588,8.79526666667,6.74226666667,5.117,4.70173333333,6.63766666667,4.09426666667,27.4075333333,5.39186666667,9.89013333334,6.94846666667
383.41,6.06553333334,16.7792666666,8.7658,6.7102,5.06986666667,4.63976666667,6.61566666666,4.0432,27.4123333333,5.31857037037,9.84220000001,6.88746666667
383.77,6.13246666667,16.8416,8.83626666667,6.8012,5.12786666667,4.68636666667,6.66186666667,4.07913333333,27.4752,5.35117037037,9.92246666667,6.93093333333
384.14,6.17973333333,16.9006666667,8.8952,6.85086666667,5.1476,4.70316666667,6.6888,4.1004,27.5584666667,5.37363703704,9.96106666667,6.93266666667
384.50,6.18073333334,16.9379333333,8.92366666667,6.8844,5.15393333333,4.68286666667,6.6846,4.1008,27.5839333333,5.37865925926,9.97073333333,6.963
384.86,6.17926666666,16.9715333333,8.94226666667,6.92633333333,5.1632,4.6677,6.70066666667,4.11426666667,27.6698,5.39136296296,9.99746666668,6.955
385.22,6.16573333333,17.0093333333,8.9736,6.97493333333,5.15986666667,4.69463333333,6.7262,4.11946666667,27.6948666667,5.40129629629,10.0351333333,6.9512
385.58,6.06793333333,16.9876666667,8.95386666666,6.93066666667,5.07686666667,4.64333333333,6.68953333333,4.0594,27.6785333333,5.34879259259,9.98633333333,6.8874
385.94,6.02006666666,16.9310666667,8.89713333333,6.87193333333,5.03186666667,4.55493333333,6.64306666667,4.00386666667,27.7074666667,5.27394074074,9.94273333332,6.8156
386.30,6.03646666666,16.9602666667,8.9126,6.911,5.0294,4.55096666667,6.63433333333,3.9908,27.8388666667,5.25537777778,9.98673333335,6.8
386.66,5.99793333333,16.9816666667,8.89153333333,6.88706666667,4.96906666667,4.53406666667,6.62846666667,3.95906666667,27.8508666667,5.22105185186,9.96139999999,6.77253333333
387.03,6.05446666666,17.0877333333,8.96593333333,6.96133333333,5.00593333333,4.59416666667,6.679,4.01526666667,27.9584666667,5.28368888889,10.0614,6.80906666667
