wavelength,Back_ThlFulf,Belly_ThlFulf,Breast_ThlFulf,Crissum_ThlFulf,Crown_ThlFulf,DorTail_ThlFulf,Rump_ThlFulf,Throat_ThlFulf,WingTip_ThlFulf
186.39,55.0000000001,-41.6666666668,-31.1111111111,-51.6666666663,72.2222222222,155.0,101.0,195.833333333,21.6666666667
186.77,91.3043333334,-15.459111111,10.1446666666,11.5942222222,119.323777778,163.768055555,112.511911111,220.289666667,58.9371111113
187.15,149.074,-12.962888889,2.77777777777,67.5926666664,221.296333333,300.926,211.851944444,394.4445,55.5556666667
187.53,7.60551073437e+14,-5.04664730972e+14,-3.4118178995e+14,1.70590894977e+14,1.61350554832e+15,2.00444301597e+15,1.07614422914e+15,2.6334969412e+15,3.7672155974e+14
187.91,239.814777778,37.0371111113,42.5926666667,175.925888889,357.407333333,412.5,273.7963,469.444333334,174.074
188.29,444.444444445,112.963,-0.000111112333324,303.703888889,792.592666666,791.666499999,458.148144444,952.777833332,229.629777778
188.67,-811.111111112,-237.037111111,225.926,-477.777777777,-1648.14822222,-1524.07411111,-638.889055556,-1716.66666667,-277.77777778
189.05,-2555.55555556,-1088.88888889,1055.55555556,-1688.88888889,-5033.33333333,-4227.77777778,-2060.0,-5133.33333334,-433.333333333
189.43,880.555555557,594.444444444,-105.555555557,580.555555556,1575.0,1191.66666667,600.833333333,1404.16666667,352.77777778
189.81,-56.0386666668,9.17866666657,107.729444444,-5.314,-190.821444444,-114.734222222,-19.2271555556,-157.971166667,42.029111111
190.19,-27.572,32.5102222222,111.111,4.93822222223,-143.621555556,-60.2879999999,-11.1111888889,-117.901333333,68.7242222221
190.57,10.3174444444,46.8255555556,100.793444444,36.2433333333,-62.9627777778,-5.5555,27.2223,-52.3808333334,79.8943333333
190.95,24.8888888889,41.1111111111,92.0,41.1111111111,-41.1111111111,3.0,27.3111111111,-27.0,81.5555555556
191.33,23.5632222222,48.4673333333,85.249,45.2107777778,-26.4367777778,1.72405555557,33.3716666667,-22.9886666667,65.9003333333
191.71,24.2734444444,47.0085555556,79.145111111,33.3334444445,-16.5813333333,5.64105555556,24.6497444445,-15.8975,68.7178888889
192.09,35.1388888889,45.9722222222,81.6666666666,38.75,-3.05555555556,22.0138888889,33.7638888889,4.79166666665,75.2777777778
192.47,41.7212222222,47.8211111111,77.8865555557,43.6818888889,19.9345555556,35.9476666667,39.1503222222,25.6536666667,73.2026666667
192.85,45.926,51.5345555556,78.9420000001,41.6932222222,26.9841111111,38.6243888889,40.7937555556,22.2221666667,69.9472222222
193.23,45.6675555556,54.5361111111,72.8848888888,43.4251111111,29.3575555555,40.163,39.9287333334,20.795,68.5015555556
193.61,42.1486666667,52.0658888889,69.4214444444,36.4553333333,31.3132222222,37.0984444445,36.3728333333,18.4571666667,63.6364444444
193.99,40.8101111111,51.6095555556,75.9087777777,35.2026666667,33.4371111111,38.889,41.6404666667,17.913,64.7972222222
194.37,57.732,64.032,87.7434444444,45.5898888889,45.0171111111,49.5991111111,56.1283333334,25.0858333333,74.456
194.75,47.826,60.7085555555,93.8807777778,35.749,37.0368888889,39.1302777778,52.0128888889,6.5218333333,71.4974444444
195.13,39.8031111111,54.7116666667,82.1376666667,30.9423333333,37.5526666667,35.0913888889,52.7286333333,0.844,60.3374444444
195.51,49.2536666667,68.1591111111,94.5273333332,36.4842222222,51.2436666667,49.2537222222,68.2088888889,2.98516666665,71.8075555556
195.89,48.0843333333,77.3945555556,95.0193333334,38.8888888889,57.0882222222,53.3527222222,76.1112777779,-8.3335,77.9694444444
196.27,42.7013333333,70.8062222222,83.8777777779,24.4008888889,55.5555555556,40.3049444444,69.2374555556,-35.6211666666,61.6557777778
196.65,25.0592222222,63.5936666667,60.0472222223,-0.709333333343,26.2412222222,7.80133333333,53.0025,-76.5956666667,29.7874444444
197.03,-0.775333333343,44.4443333333,35.141888889,-38.7596666667,3.35911111111,-15.6332777778,32.5064555556,-100.775166667,6.20166666667
197.40,6.59133333332,35.9697777778,43.126,-32.2033333333,9.22788888888,-7.72150000001,37.6836777778,-64.9716666667,14.3125555555
197.78,22.3808888889,56.984,48.7301111111,-8.57144444443,23.9682222222,12.5395555556,48.8094111111,-34.762,33.3332222222
198.16,31.4074444444,64.8887777778,58.8151111112,-2.074,29.4815555555,19.4816111111,50.4592555556,-25.7778333333,43.4075555556
198.54,17.1957777778,46.9577777778,50.1324444444,-14.418,20.6351111111,9.59016666667,34.3253555556,-22.6186666667,36.2434444444
198.92,26.8686666667,49.6968888889,54.9493333333,1.61622222224,28.3837777778,22.5757222222,36.9797222222,0.909,40.909
199.30,36.7991111111,57.0844444445,69.1131111111,14.8826666667,34.8624444444,32.8747222222,46.3098555556,19.2661666667,55.0462222222
199.68,38.2608888889,50.8215555556,67.1495555555,10.628,30.7246666667,30.8211666667,42.3670444445,23.6233333333,52.8503333333
200.06,41.6162222222,46.5657777778,73.9393333333,7.7777777778,30.3031111111,32.9291666667,46.2121333333,27.5758333333,51.919
200.44,39.9034444444,50.7246666667,72.3671111111,8.98544444443,28.8888888889,32.5122222222,47.5362666667,28.4058333333,50.338
200.82,35.2882222222,48.1481111111,75.3085555556,10.1852222222,29.9384444445,35.597,46.3579444444,29.0123333333,52.4691111111
201.19,45.8628888889,58.156,94.3261111111,22.104,40.662,48.6407777779,58.3097222222,39.0071666666,61.466
201.57,55.1111111111,66.3333333333,97.5555555556,36.1111111111,55.2222222222,58.4444444443,64.9777777779,52.3333333333,65.7777777778
201.95,52.0408888889,64.8523333333,99.7734444444,36.1677777778,57.8232222222,62.6417222222,64.3424444443,55.7823333333,65.4196666667
202.33,52.6666666667,59.6666666667,93.3333333333,34.2222222222,57.1111111111,67.6111111111,60.1555555555,59.1666666667,68.0
202.71,58.0857777778,65.2365555555,94.4995555556,41.2541111111,63.1464444445,76.8978333333,67.9208333333,67.4918333333,72.9375555556
203.09,65.5774444444,68.3008888889,96.7322222222,48.2568888889,67.3204444445,77.5602222221,71.5577222223,69.608,80.0653333333
203.47,62.3403333333,68.3382222222,88.5937777778,44.9361111111,70.4031111111,79.1053333333,69.174,59.1446666667,77.2862222222
203.85,55.179,67.3258888889,81.1675555556,46.0452222222,69.9623333333,77.4483888889,66.3087444444,55.2261666667,79.6611111111
204.22,53.7176666667,68.6714444445,78.1956666667,49.7912222222,68.7552222222,75.1462222222,65.3967888889,52.381,77.193
204.60,50.9132222222,57.6104444445,70.5481111111,46.8797777778,66.5144444444,74.9239444445,62.1158333334,52.3975,75.9515555556
204.98,54.982,62.724,73.0466666667,47.9568888889,68.3871111111,74.0142777778,64.2366666667,53.4408333333,76.9891111111
205.36,53.5238888889,62.3492222222,71.4284444444,50.5395555555,64.8254444445,71.4602777778,64.1523111111,53.238,75.4285555556
205.74,54.0304444444,64.7785555555,69.2085555556,48.8017777778,62.3821111111,74.2556666667,67.0224666667,51.5251666667,77.0514444445
206.12,55.4795555556,63.6985555555,64.0028888889,45.2815555556,60.959,75.3046111111,65.9284333333,46.5755,70.7763333333
206.50,47.9453333333,54.4903333333,55.4034444444,36.5297777778,53.8051111111,66.3241111111,63.0974111111,34.3606666667,60.274
206.87,50.313,59.4676666667,57.2772222222,41.7057777778,55.5555555556,70.3052222222,69.5618222222,33.0986666667,60.4852222222
207.25,44.586,55.6972222222,49.8941111111,37.8626666667,51.4505555555,64.5081666667,66.0933555556,30.7855,52.7953333333
207.63,44.3717777778,56.4996666667,49.9636666667,36.6738888889,45.3884444444,60.5662777778,67.4871444444,32.7886666667,47.2037777778
208.01,41.3492222222,53.4127777778,50.397,32.1427777778,41.1112222222,59.2858888889,68.6903777778,25.7143333333,41.9047777778
208.39,36.0511111111,44.6043333333,42.8457777778,25.0998888889,35.092,57.234,62.1903666667,23.621,33.8128888889
208.77,41.4565555556,54.7153333333,47.5258888889,27.2642222222,42.1102222222,62.6985555556,72.875811111,26.3305,37.7217777778
209.14,51.1751111111,64.7436666667,48.3972222222,32.158,49.8932222222,77.4572777778,90.0853222223,36.6986666666,45.6194444445
209.52,48.6112222222,55.1585555556,37.996,26.0911111111,48.6113333333,69.5437222222,81.3690000001,35.268,43.1548888889
209.90,47.1948888889,58.0857777778,34.6534444445,25.1924444445,52.8052222222,77.4477777779,84.2795222221,41.089,50.7151111111
210.28,52.8986666667,57.4878888889,45.773,29.5893333334,58.2124444444,86.2319444444,95.6279333333,51.993,64.6133333333
210.66,57.7266666667,66.7945555555,54.5338888889,38.4418888889,64.3677777778,93.9337777777,102.694655556,63.7931666667,75.7343333333
211.03,52.0,61.7778888889,53.037,25.7776666667,64.4443333333,85.4812777777,98.3999444444,64.6665,80.7406666667
211.41,53.1744444445,58.9285555556,40.8728888889,9.52377777776,61.7063333333,93.4523888889,112.896822222,61.3094999998,85.1192222222
211.79,25.7144444444,27.6191111111,-10.7936666667,-40.3174444446,53.0158888889,87.3018888889,108.857133333,34.7619999999,80.6347777778
212.17,34.6403333333,26.1437777778,-3.26799999999,-16.1217777777,42.0478888889,64.270111111,84.3356222223,41.83,48.802
212.55,48.5043333333,57.0512222222,15.8118888889,9.18811111112,66.0256666667,71.4743333334,101.282255556,63.4614999998,67.0941111111
212.92,27.4748888889,44.2426666667,2.8282222222,-3.43444444443,55.3535555555,57.0707222221,78.1212444445,57.5758333334,45.2527777778
213.30,23.7548888889,38.6972222222,12.2606666667,0.574444444433,56.705,55.0767222223,69.0994333334,62.069,45.7853333333
213.68,12.3186666667,37.1978888889,-5.79722222223,-17.1496666668,52.8985555557,54.8307777777,73.8165444445,66.6666666665,40.8213333333
214.06,33.1541111111,40.5014444445,17.3837777778,3.22577777776,56.2723333333,52.7778333334,67.8674000001,64.5161666666,37.4551111111
214.44,35.3371111111,49.1801111111,14.3896666667,10.9289999999,61.0201111111,48.087388889,71.511688889,70.7649999999,37.3406666667
214.81,47.7477777778,57.0568888889,24.024,20.7206666667,65.1649999999,54.1288888889,72.2823666668,72.9728333332,38.2881111111
215.19,49.495,52.9742222222,34.7923333333,30.9764444444,63.1874444444,56.6217222222,68.5297444444,64.1413333333,37.7103333333
215.57,58.6838888889,61.5967777778,52.3192222222,42.2867777778,70.9816666667,67.3677222222,71.1541777777,73.7863333334,47.6806666667
215.95,65.29,70.5997777778,61.3568888889,49.5576666667,78.4661111111,77.9252777777,77.3057999999,83.4806666665,58.6038888889
216.32,72.0468888889,78.9474444444,70.8773333332,62.69,94.7368888889,93.4502222223,86.9940222222,94.9121666666,73.6841111111
216.70,77.5413333333,73.2858888889,71.5129999999,63.1205555556,95.5083333333,99.0545,88.6760111111,93.4398333335,77.5412222222
217.08,81.1695555555,73.2164444444,74.5027777778,69.0057777777,90.0583333333,102.514555555,90.7135222222,92.6316666669,76.2575555556
217.46,78.4511111111,73.9618888889,63.1875555556,63.973,83.8385555556,98.2040555556,87.7105333334,82.8283333335,65.9931111111
217.83,85.3594444445,78.9542222222,69.0196666667,71.1111111111,95.1635555557,110.392166667,95.2418555557,91.7646666665,72.8104444444
218.21,76.1034444444,77.9301111111,66.8187777778,67.5798888889,93.7595555557,114.002944444,98.4320888888,85.8448333335,73.364
218.59,72.6495555557,83.077111111,64.9573333333,61.5385555555,97.9487777778,118.718,102.735044444,80.7691666668,72.6497777778
218.97,54.9467777778,76.2557777778,49.9238888889,53.5767777778,79.9086666668,101.293833333,86.1947888888,67.58,61.035
219.34,52.8735555556,82.7585555554,36.2067777777,52.2986666667,78.9272222223,115.325611111,87.7968888888,74.1378333335,73.5633333333
219.72,64.5391111112,104.255444444,39.9527777777,60.5202222223,101.654777778,144.444222222,121.229411111,94.6808333335,101.891333333
220.10,80.1168888888,126.900555555,50.0001111112,69.2982222222,110.818555555,162.719277778,149.532111111,111.842,127.777888889
220.47,78.7877777778,111.616111111,51.7677777778,62.1212222223,90.6565555556,136.868722222,136.186888889,103.409,109.595888889
220.85,64.9305555556,105.902777778,41.6666666666,40.9722222222,85.0694444443,141.666666667,139.166666667,93.2291666667,109.722222222
221.23,100.0,154.444444444,74.4444444444,68.8888888889,133.888888889,221.666666667,231.444444444,148.333333333,191.666666667
221.61,438.888888888,622.222222222,283.333333332,322.222222221,616.666666667,1497.22222222,1543.88888889,1050.0,1738.88888889
221.98,142.105333333,150.877222222,116.374111111,110.526444444,139.181222222,232.7485,236.432866667,175.4385,252.046888889
222.36,290.0,242.222222222,187.777777778,232.222222222,254.444444444,420.555555556,443.0,350.0,448.888888889
222.74,156.790111111,111.934111111,113.168777778,137.860111111,125.102888889,205.555388889,197.695522222,180.246833333,200.823
223.11,362.393111111,189.743444444,231.624222222,285.470111111,288.888888889,438.034277778,447.008533334,384.6155,409.401777778
223.49,191.756222222,132.616555555,131.182777778,160.573333333,166.308222222,213.440944445,238.064488889,193.010666667,199.283
223.87,155.820222222,113.756444444,96.5606666667,135.185111111,133.069,177.910166667,180.608488889,162.698333333,150.529222222
224.24,145.252555556,109.899111111,97.373777778,132.929333333,128.484777778,166.363611111,162.868922222,150.303166667,138.989777778
224.62,131.329666667,112.204111111,98.3606666666,127.504555555,130.783222222,166.666666667,154.335144445,145.355333333,134.608333333
225.00,147.165444444,144.217666667,117.460222222,154.421666667,155.782444444,200.906944444,191.111111111,184.013666667,162.811888889
225.38,133.151222222,139.708555556,112.021888889,138.433444444,144.262333333,169.399,162.531888889,161.748833333,141.53
225.75,117.516444445,127.451,104.052333333,120.522666667,129.803888889,146.470777778,141.764733334,132.745,117.777666667
226.13,112.698333333,126.719444444,102.116444444,125.793777778,126.851888889,144.576722222,143.055622222,136.110833334,114.285555555
226.51,97.888888889,119.888888889,90.3333333333,113.333333334,110.777777778,126.944444444,122.144444445,121.333333333,102.222222222
226.88,100.407666667,127.319,95.6167777778,115.902111111,113.965333333,126.503611111,123.435466667,122.782833334,107.645444445
227.26,94.2915555555,128.644222222,93.1701111111,113.557666667,107.543333333,117.533111111,119.367922222,116.8195,102.242444445
227.64,89.6617777778,119.710222222,89.5652222222,108.792222222,99.3235555555,115.217444445,112.386388889,114.347833333,93.4299999999
228.01,79.8133333333,111.365555556,81.764,97.285888889,90.5004444445,98.3884444443,99.1857111111,101.653833334,82.6971111111
228.39,67.2104444444,95.105,68.7645555556,82.9058888889,78.0107777778,82.5951111111,82.6340777778,85.4310000001,66.744
228.76,68.6025555555,96.7171111111,66.835,80.0504444444,79.2928888889,80.6817777778,81.1615111111,83.7121666667,64.7307777778
229.14,69.5498888889,90.9282222222,61.3922222222,74.6835555556,76.2306666667,75.3868333333,75.0492111111,78.1645,62.4471111111
229.52,72.1543333333,90.0408888889,60.1627777778,77.3714444445,77.168,76.9648333333,78.7804777778,79.1666666667,67.141
229.89,76.0101111111,98.3166666667,60.9426666667,81.5656666667,84.0908888889,82.6598333333,84.9327777779,90.0251666666,70.7067777778
230.27,71.6535555555,90.7262222222,59.0548888889,72.2658888889,79.0026666667,79.9214444445,77.4192555556,83.071,69.204
230.65,71.4666666667,85.2444444445,59.8222222222,68.2666666667,76.2666666667,79.2444444444,78.4355555556,80.1333333334,66.8444444445
231.02,63.1225555556,67.9121111111,51.9157777778,59.2913333333,65.4214444444,70.6895,69.77,70.977,57.4711111111
231.40,57.5163333333,62.6516666667,44.6312222222,56.3025555556,64.6124444445,69.3276666667,63.7162222222,70.8683333333,55.4621111111
231.78,54.6614444444,59.0037777778,34.6104444444,51.9794444444,68.327,72.2859444445,64.2400555556,73.9463333333,58.6207777778
232.15,56.8823333333,44.4443333333,32.504,58.8723333333,68.1592222222,81.9237222222,69.8175,74.3781666667,54.8921111111
232.53,61.8357777777,41.7874444444,27.5363333333,69.5652222221,80.1931111112,103.140055556,84.0338222223,93.1158333331,68.3573333333
232.90,69.4443333332,48.4567777778,32.4072222222,82.4075555556,77.7778888889,107.561833333,91.4507333334,106.018666667,70.679
233.28,60.1306666667,41.5032222222,30.7188888889,77.7777777779,61.1111111111,97.3853333333,90.0979555556,110.294166666,68.6273333333
233.66,48.4126666667,25.397,29.1006666667,53.9682222223,38.6243333333,75.1321666667,51.8254,84.5238333335,46.0316666667
234.03,35.4891111111,31.3434444444,32.6697777778,39.8011111111,30.5142222222,46.0197777778,41.8076555555,59.7016666666,36.6502222222
234.41,36.7966666667,38.6722222222,27.5614444445,44.0115555556,32.7561111111,40.1876111111,45.2524777778,58.8745,31.6017777778
234.78,38.8147777778,46.5183333333,31.8518888889,50.963,41.4815555556,42.9632222222,48.0147888889,61.7778333333,41.1851111111
235.16,37.4998888889,65.6248888889,22.5694444444,41.8404444444,40.6248888889,38.5415555556,44.3405111111,65.3643333334,32.6391111111
235.54,56.2864444445,77.1931111111,45.1754444445,61.2572222222,59.3566666667,59.9414444445,66.0232666667,72.3685,54.0934444445
235.91,56.9767777778,80.8784444444,49.6121111111,59.1732222222,57.6226666667,57.752,63.8758555556,68.6045,51.5504444445
236.29,53.9682222222,76.7855555555,45.8332222222,52.4802222222,55.4562222222,53.6708888889,57.9663,65.0296666667,58.0356666667
236.66,52.8218888889,75.3086666667,48.7655555556,49.3827777778,55.2028888889,53.6156666667,54.0916888889,63.492,58.9948888889
237.04,49.4757777778,69.6015555556,42.4181111111,48.0082222222,53.3191111111,51.9565555555,52.1383888889,61.9496666667,57.4422222222
237.41,46.7202222222,65.6628888889,38.5541111111,47.1217777778,48.5274444444,50.4014444444,45.4017,56.4256666667,50.6024444444
237.79,41.8471111111,66.739,31.5295555556,42.9292222222,45.0938888889,48.9177222222,40.4474222222,53.2468333333,46.609
238.17,43.9731111111,62.8955555556,28.2152222222,43.7035555555,43.7036666667,50.1008333333,40.1952333334,51.818,49.2928888889
238.54,44.517,63.6163333333,26.7246666667,45.1706666667,47.6397777778,53.4492777778,40.5519111111,55.0108333333,53.9577777778
238.92,40.7408888889,56.9137777778,24.5676666667,39.5678888889,42.7162222222,48.0247222222,38.2654777778,51.9445,48.0246666667
239.29,37.9024444444,47.7154444444,24.2471111111,37.3312222222,39.6676666667,44.0031666667,36.9522222222,47.3521666667,46.3137777778
239.67,32.1156666667,42.8208888889,17.8084444445,29.5787777778,31.101,33.8152777778,28.2800555555,38.8888333334,41.2481111111
240.04,29.184,37.6208888889,16.5976666667,26.4177777778,27.2935555556,30.0136111111,26.5375333333,35.408,37.7132222222
240.42,19.917,29.5067777778,9.54333333334,18.6722222222,18.2572222222,21.5768333333,17.3765555556,28.285,28.354
240.79,17.4604444445,23.9683333333,9.16677777777,16.7461111111,15.1191111111,17.4206666667,15.7381333333,22.0835,23.4125555556
241.17,16.4487777778,21.3144444444,10.603,15.2506666666,14.4518888889,18.6456666667,15.7299555556,22.0588333334,23.8201111111
241.54,14.9378888889,17.4221111111,8.72755555556,13.0917777778,14.5015555556,16.9015555555,15.1326111111,18.0261666666,22.9273333333
241.92,12.141,12.2348888889,5.7428888889,10.8302222222,11.2045555556,13.8264444444,13.0368111111,14.6535,19.7566666667
242.29,9.23444444443,9.05555555555,3.00833333333,8.60866666665,8.40033333334,11.8111666667,9.54704444444,11.5728333333,15.9367777778
242.67,11.166,10.48,4.55444444445,7.87377777779,8.12055555555,12.7981666667,10.5269222222,10.6585,16.6255555555
243.05,11.792,10.5935555556,4.71133333333,8.30611111111,7.46177777779,12.1594444444,9.74121111112,9.43616666669,16.5303333333
243.42,10.9221111111,11.2731111111,4.63855555555,8.49511111112,6.93077777779,10.9762777778,8.79426666668,9.14233333333,16.1813333333
243.80,12.8931111111,9.98422222222,6.42033333332,9.5912222222,8.83133333334,13.2337222222,9.82180000001,13.0898333334,17.3743333333
244.17,13.653,10.5085555556,6.60366666667,10.1676666667,9.53877777777,13.6266666667,10.2121777778,14.19,17.6626666667
244.55,17.3263333333,12.7854444445,9.91866666667,12.684,13.4705555556,17.0853333333,13.5870222222,15.8295,21.385
244.92,17.9178888889,12.9131111111,8.9591111111,12.7877777778,13.9637777778,18.7687222222,14.5044555555,17.3795,22.1971111111
245.30,17.4136666667,13.2818888889,8.63655555557,11.0176666667,13.2585555556,18.5807222222,12.7684,15.9661666667,21.4753333333
245.67,14.7255555555,11.5351111111,6.35866666666,8.05444444443,9.77244444444,16.4213333333,10.4660888889,15.964,19.2994444445
246.05,14.7342222222,12.3391111111,7.93077777777,8.77611111112,11.7148888889,17.2805555555,10.5857333333,17.5118333334,20.3704444444
246.42,15.379,13.1164444444,9.21622222222,9.97055555556,12.8954444445,18.7361666667,12.2257888889,19.0673333333,22.0751111111
246.79,14.9357777778,13.0727777778,9.7758888889,11.0451111111,13.4357777778,18.5460555555,12.5452666667,19.9308333334,21.5957777778
247.17,13.2305555556,11.7034444445,8.16588888888,9.69299999999,12.2176666666,17.5548888889,11.1283111111,18.9576666667,21.0068888889
247.54,13.9945555556,12.6111111111,9.24722222221,10.8052222222,13.7178888889,19.3753333333,12.2791,19.7683333334,21.9165555556
247.92,12.2262222222,12.296,8.74099999999,10.6093333333,12.8677777778,18.3187777778,11.5779888889,17.9425,20.5911111111
248.29,13.162,12.9992222222,9.92955555556,11.9805555555,14.2081111111,19.9672222222,12.6093444444,18.3981666666,21.8144444444
248.67,13.0941111111,12.809,10.1332222222,11.8991111111,13.6511111111,19.9741666667,12.4843222222,18.643,21.0265555555
249.04,13.2117777778,13.2946666667,10.2682222222,12.424,13.9718888889,20.0316666667,12.2595,19.1336666667,21.5174444444
249.42,12.3392222222,11.4183333333,9.12288888889,12.617,13.041,18.6403888889,11.3991,18.1796666667,20.2921111111
249.79,14.735,12.8334444444,11.2908888889,15.4686666667,15.5735555555,20.7697222222,13.4155333333,20.3505,22.6264444445
250.17,15.5396666667,13.73,11.8095555556,16.0317777778,15.4284444444,21.2221666667,14.9303222222,20.3093333333,22.6506666667
250.54,14.7868888889,13.1662222222,11.98,15.8896666667,13.9682222222,19.7158888889,14.3242333333,18.8973333333,20.8856666667
250.92,12.9358888889,13.2613333333,11.0388888889,15.7182222222,12.7551111111,19.1327222222,13.2265888889,17.7506666667,19.7651111111
251.29,13.322,13.0953333333,10.9598888889,16.0432222222,13.3032222222,20.6445,13.9134444444,18.6225,19.1612222222
251.66,13.8146666667,11.9061111111,11.29,15.7624444444,12.1447777778,20.1551666667,13.1305888889,18.8135,18.068
252.04,15.4378888889,11.9513333333,12.2243333333,15.669,12.0143333333,21.5816111111,13.2514777778,19.912,19.0715555556
252.41,12.7381111111,9.54833333333,8.92722222223,13.2733333333,8.97011111112,18.0796111111,10.7901888889,17.5335,16.3562222222
252.79,11.0441111111,8.65688888888,6.24733333332,12.1597777778,7.60811111112,17.7710555556,9.43999999999,17.5701666667,15.3948888889
253.16,11.5565555556,8.95144444446,6.12355555556,12.0017777778,7.5708888889,17.9024444445,9.98218888889,17.1008333333,15.4085555556
253.54,12.9291111111,9.92133333334,6.48711111112,12.7944444445,8.91144444443,18.698,11.6474888889,18.5858333334,16.9474444444
253.91,10.7362222222,9.79844444444,4.64155555554,11.6736666667,8.25133333334,17.8856111111,10.9073111111,16.8775,16.2211111111
254.28,11.0397777778,8.97444444444,4.701,10.6836666667,9.42533333334,17.9841111111,10.7004555556,17.5926666667,17.5687777778
254.66,10.9351111111,9.17544444445,3.69522222222,9.50233333334,9.85422222221,19.4821666667,9.83154444446,18.5898333333,18.9037777778
255.03,13.6065555556,9.27233333333,3.51966666667,9.37755555555,10.1392222222,20.7905555556,9.80287777779,20.6461666667,21.1717777778
255.41,14.4341111111,10.5401111111,5.14011111111,10.1245555556,10.5918888889,19.7819444445,9.67809999999,20.1711666667,20.8463333333
255.78,12.0347777778,10.0242222222,1.82011111111,8.80177777777,10.5677777778,19.2610555556,7.94076666666,18.2963333333,21.3528888889
256.15,10.1482222222,10.3043333333,-0.208,8.3008888889,9.47155555553,18.0586666667,7.90012222223,17.0178333334,19.6201111111
256.53,12.4595555555,12.6593333333,4.31955555556,10.5367777778,12.0351111111,20.6867777778,9.65284444445,19.0638333334,21.4232222222
256.90,13.8388888889,13.7501111111,7.73999999999,12.2201111111,13.1515555556,20.3261111111,11.0290111111,18.6958333333,22.6657777778
257.28,13.4405555556,14.4918888889,7.99833333333,11.9976666667,13.358,21.2737777778,11.3913222222,18.9238333334,22.2635555556
257.65,13.1232222222,14.9536666667,7.95722222222,12.3074444444,12.7786666667,21.0348888889,11.6601777778,18.6515,22.2948888889
258.02,13.9304444445,15.5435555555,9.85977777777,12.6943333334,13.1463333333,20.8051111111,12.6187888889,18.702,22.0413333333
258.40,12.0831111111,14.749,9.24622222222,12.1355555556,11.1767777778,19.5364444444,11.0444444444,16.5091666666,19.3326666667
258.77,12.7601111111,15.1708888889,10.622,12.4986666667,12.1005555556,19.6462222222,11.7023555556,16.6836666666,19.8794444444
259.15,11.9261111111,14.2885555555,10.3166666667,11.8848888889,11.4103333333,18.9982222222,11.2038666667,15.1655,18.9723333333
259.52,11.6722222222,14.7925555556,10.9684444445,12.053,11.7294444445,19.3873888889,11.7665333333,15.2111666667,20.12
