wavelength,Back_DigMysf,Belly_DigMysf,Breast_DigMysf,Crissum_DigMysf,Crown_DigMysf,DorTail_DigMysf,Patch10_DigMysf,Patch11_DigMysf,Patch12_DigMysf,Rump_DigMysf,Throat_DigMysf,WingTip_DigMysf
299.30,7.73473333333,5.51726666667,6.73026666667,5.12206666667,7.4688,9.99593333333,9.65266666667,5.03473333333,8.3791,8.32111111111,5.76543333333,9.99986666668
299.67,8.44253333333,6.17393333333,7.28053333334,5.6442,8.04433333333,10.5698,10.3644666667,5.56186666667,9.11806666666,8.91528888889,6.2796,10.5225333333
300.04,8.5168,6.20573333333,7.28406666667,5.65826666667,8.20813333333,10.6332666667,10.4430666667,5.74266666667,9.24616666667,8.97428148149,6.41943333333,10.627
300.41,8.80493333333,6.5068,7.50493333333,5.9182,8.60139999999,10.9038666667,10.7616666667,6.06473333333,9.62543333334,9.24715555556,6.73016666667,10.8818666667
300.78,8.56853333333,6.25926666667,7.18673333333,5.69186666667,8.34333333334,10.6640666667,10.5199333333,5.79566666667,9.36093333334,8.94841481482,6.33703333333,10.4862
301.15,8.03213333333,5.57393333333,6.5478,5.04486666667,7.80379999999,10.0920666667,10.1014,5.18693333333,8.84650000001,8.35242962963,5.7089,9.76586666667
301.52,8.14473333334,5.64806666667,6.72133333333,5.15046666667,7.79013333334,10.1035333333,10.2344,5.25286666667,9.22406666667,8.24624444444,5.70983333333,9.80359999999
301.89,8.48479999999,6.09186666667,6.92166666667,5.4594,7.94853333333,10.3295333333,10.6518,5.58186666667,9.68006666666,8.45241481481,5.85743333333,10.1082666667
302.26,8.95033333333,6.3624,7.22026666667,5.6386,8.30573333333,10.5870666667,10.9658,5.9502,10.0564333333,8.82710370371,6.17306666667,10.2396666667
302.63,9.38606666667,6.82126666666,7.69206666666,6.1148,8.70346666667,11.0422,11.4584666667,6.4906,10.5436666667,9.39917037038,6.7381,10.6732
303.00,9.31206666665,6.82026666666,7.67840000001,6.15366666667,8.69973333333,10.9835333333,11.5696666667,6.5864,10.5579333333,9.49096296295,6.8109,10.5673333333
303.37,9.35273333331,7.05240000001,7.72213333333,6.15073333333,8.79666666666,11.0047333333,11.7501333333,6.77086666667,10.7810333333,9.57369629629,6.81096666667,10.6047333333
303.74,9.33540000001,6.97159999999,7.81033333333,6.15906666667,8.68246666666,10.8482,11.8274666667,6.78106666667,10.8625333333,9.55654074075,6.78336666667,10.6052666666
304.10,9.55720000001,7.16200000001,8.09760000001,6.44166666667,8.77719999999,10.926,12.0340666667,6.92513333333,11.2192,9.78478518519,6.86753333333,10.816
