wavelength,Back_OryMaxm,Belly_OryMaxm,Breast_OryMaxm,Crissum_OryMaxm,Crown_OryMaxm,DorTail_OryMaxm,Rump_OryMaxm,Throat_OryMaxm,WingTip_OryMaxm
377.99,3.12716666666,3.19983333334,3.09916666667,2.328,2.703,4.77833333334,3.649,2.75583333333,4.189
378.35,3.19216666666,3.29183333333,3.13633333334,2.40683333334,2.78616666667,4.85416666667,3.763,2.85316666667,4.27366666667
378.71,3.19833333333,3.34616666667,3.16566666666,2.43883333333,2.8675,4.8795,3.84083333333,2.86883333334,4.28233333333
379.07,3.18933333334,3.45483333333,3.246,2.5,2.92383333333,4.953,3.93516666667,2.953,4.26066666666
379.44,3.3285,3.52483333334,3.30266666666,2.6525,3.0225,5.051,3.9995,3.08066666666,4.35866666667
379.80,3.52416666667,3.71716666667,3.46,2.813,3.205,5.24883333333,4.19733333334,3.23533333334,4.56816666667
380.16,3.64633333333,3.76016666667,3.514,2.77633333333,3.287,5.27583333333,4.27716666667,3.25966666667,4.627
380.52,3.66066666667,3.71383333333,3.50733333334,2.75916666667,3.2155,5.22816666667,4.28633333333,3.2155,4.58316666666
380.88,3.767,3.71733333334,3.50683333333,2.822,3.259,5.24616666667,4.33316666666,3.2765,4.62583333333
381.24,3.78,3.72533333334,3.4615,2.797,3.2485,5.22483333333,4.343,3.33333333334,4.6025
381.61,3.88766666667,3.82266666666,3.59316666666,2.8545,3.33616666667,5.35216666667,4.43283333333,3.463,4.69116666666
381.97,3.97733333333,3.85,3.5485,2.873,3.34433333334,5.41316666667,4.439,3.50616666667,4.75516666666
382.33,4.03816666667,3.9345,3.6065,2.91233333333,3.37633333334,5.46166666667,4.46933333333,3.57266666666,4.86666666667
382.69,4.125,3.98616666666,3.66133333333,2.9525,3.445,5.52366666667,4.51983333333,3.6615,4.9305
383.05,4.086,3.91383333333,3.5655,2.8695,3.381,5.44583333333,4.42233333333,3.594,4.93083333333
383.41,4.11016666667,3.93183333334,3.54816666667,2.8215,3.34616666667,5.41816666666,4.41333333334,3.5855,4.98433333333
383.77,4.16366666667,3.95266666667,3.58783333334,2.86666666667,3.3795,5.46966666667,4.4495,3.674,5.07383333333
384.14,4.1125,3.9715,3.5645,2.90266666667,3.40483333334,5.4905,4.43316666667,3.6765,5.079
384.50,4.154,4.021,3.59266666667,2.931,3.4865,5.56066666666,4.50016666666,3.71283333333,5.17483333334
384.86,4.15033333334,4.01966666666,3.58266666667,2.961,3.51566666667,5.59166666666,4.51216666667,3.712,5.1645
385.22,4.1825,4.11933333333,3.69383333334,3.0705,3.54316666666,5.68583333333,4.54666666667,3.77166666667,5.27066666666
385.58,4.18583333333,4.14133333333,3.68016666667,3.0735,3.571,5.70233333333,4.53333333334,3.77266666666,5.26983333334
385.94,4.17183333333,4.17583333334,3.79283333333,3.10833333333,3.64416666666,5.72483333333,4.532,3.80883333333,5.31516666667
386.30,4.16733333333,4.17533333333,3.768,3.1085,3.64966666666,5.72816666667,4.50833333333,3.793,5.27683333333
386.66,4.14066666667,4.207,3.786,3.12316666666,3.60083333334,5.7385,4.5335,3.77683333333,5.27416666666
387.03,4.2725,4.3055,3.903,3.248,3.70033333334,5.8365,4.60783333333,3.853,5.40516666667
387.39,4.27733333334,4.3305,3.886,3.23516666667,3.706,5.82383333334,4.59283333333,3.8505,5.323
387.75,4.238,4.364,3.8645,3.23333333333,3.71083333334,5.789,4.61416666667,3.81633333333,5.29566666667
388.11,4.2615,4.395,3.89366666667,3.25466666666,3.71216666667,5.78666666666,4.6245,3.81983333333,5.29833333334
388.47,4.3425,4.45916666667,3.98233333333,3.33883333333,3.7895,5.84666666666,4.6425,3.96816666667,5.33766666667
388.83,4.29583333334,4.47983333333,3.964,3.3025,3.76083333333,5.76766666666,4.57016666667,3.96,5.35483333333
389.19,4.3105,4.43566666666,3.96283333333,3.2735,3.763,5.73766666666,4.565,3.92566666667,5.35
389.55,4.39166666667,4.45866666666,4.01666666666,3.31383333334,3.81366666667,5.75,4.62766666667,3.96383333333,5.39033333333
389.91,4.4445,4.51183333333,4.01816666667,3.281,3.83683333333,5.77183333333,4.63066666667,3.97983333333,5.40133333333
390.27,4.43966666666,4.538,4.06733333333,3.2615,3.85383333334,5.7825,4.63483333334,3.98633333334,5.4005
390.63,4.4095,4.503,4.0355,3.221,3.84566666667,5.77633333333,4.55616666666,3.975,5.35866666667
391.00,4.4005,4.5235,4.04866666667,3.245,3.88783333333,5.78783333333,4.588,4.00616666666,5.3715
391.36,4.395,4.48216666666,4.08033333334,3.22516666666,3.90016666667,5.78033333333,4.6245,3.99433333333,5.395
391.72,4.432,4.49833333334,4.09916666667,3.24633333333,3.94033333333,5.8005,4.6095,4.02716666666,5.43066666667
392.08,4.4875,4.5355,4.13783333333,3.31433333334,3.9845,5.82866666667,4.6755,4.11983333333,5.46
392.44,4.4875,4.579,4.07233333333,3.30116666667,3.99266666667,5.8105,4.67833333333,4.07933333334,5.47883333334
392.80,4.59833333333,4.66883333333,4.176,3.40433333333,4.10566666667,5.92316666667,4.77366666667,4.1915,5.56616666667
393.16,4.6705,4.7655,4.25433333333,3.4985,4.2025,5.9915,4.85916666667,4.303,5.63833333333
393.52,4.71833333333,4.85466666667,4.27833333333,3.58433333334,4.266,6.02966666666,4.88116666666,4.35633333333,5.68866666667
393.88,4.75216666666,4.86,4.3505,3.64233333334,4.272,6.05133333333,4.93933333334,4.38,5.77416666666
394.24,4.77133333333,4.85816666667,4.34216666666,3.62733333333,4.261,6.0325,4.92966666666,4.38983333333,5.77916666667
394.60,4.7975,4.874,4.36833333334,3.664,4.29116666667,6.001,4.96566666667,4.42516666666,5.82066666667
394.96,4.76333333333,4.847,4.33633333334,3.60633333333,4.21916666667,5.94166666667,4.90483333333,4.38533333333,5.74883333333
395.32,4.8,4.91233333333,4.39066666667,3.6645,4.26933333334,5.97666666667,4.90233333334,4.41766666666,5.78916666667
395.68,4.8615,4.93366666667,4.43266666667,3.71066666667,4.302,6.0115,4.96516666667,4.45666666666,5.8545
396.04,4.92016666667,5.01316666667,4.50016666667,3.761,4.38,6.101,4.99966666667,4.5115,5.9545
396.40,4.88966666667,4.977,4.56866666666,3.7255,4.36733333334,6.09416666667,4.98716666666,4.48766666666,5.90833333333
