wavelength,Back_BanMelm,Belly_BanMelm,Breast_BanMelm,Crissum_BanMelm,Crown_BanMelm,DorTail_BanMelm,Patch10_BanMelm,Rump_BanMelm,Throat_BanMelm,WingTip_BanMelm
196.27,-6.21691666668,-43.4524166667,-20.76725,-65.344,-62.4338333333,-46.6932500001,-18.9153333333,5.02650000001,4.10066666668,-21.5608333333
196.65,3.09833333333,-33.3867499999,-12.393,-51.6025000001,-45.7263333333,-36.6454166667,-9.40183333332,12.39325,1.38891666668,-16.1323333333
197.03,2.93050000002,-29.0750833334,-13.27825,-39.3773333334,-37.2710833333,-27.83875,-6.86816666667,9.61550000001,1.46533333332,-12.36275
197.40,-0.765416666682,-27.4660416666,-19.7279166667,-37.755,-35.4590833334,-24.915,-5.69733333333,5.61233333332,-1.87058333333,-11.5644166667
197.78,2.86725000001,-28.7185,-22.3119166667,-34.13975,-36.9175833333,-24.9105,-3.40500000001,4.12175000001,-0.806416666657,-7.34766666666
198.16,3.85974999998,-31.0965416667,-26.9298333333,-29.6491666667,-31.1403333333,-21.9299166667,-5.43841666667,2.19299999999,-1.05283333334,-6.05258333335
198.54,17.5065,-9.69016666668,-1.55033333333,-1.55041666666,-5.55575000001,-2.06716666667,11.0466666667,13.8889166667,13.372,12.0155
198.92,26.0555,3.138875,10.9443333333,13.5,7.88891666665,9.05549999997,20.27775,20.3889166667,23.9445,21.9445
199.30,31.19675,11.2714166666,18.1089166667,19.6579166667,14.5299166667,14.9038333333,26.5491666667,25.0534166667,31.7306666667,29.0063333333
199.68,36.5181666667,14.6496666667,25.8490833333,23.673,22.3460833333,20.7538333333,30.3079166667,29.2994166667,38.9596666667,35.5625833333
200.06,40.5419166667,16.1554583333,30.1635,29.2431666667,26.3291666666,23.46625,34.35575,32.4130833333,42.3313333333,36.80975
200.44,36.6666666667,19.2857916667,30.52375,29.2381666667,25.3809166667,24.0953333333,33.8095,33.8096666667,42.1429166667,36.2380833333
200.82,34.2424166667,19.6464166667,29.3435833333,28.0300833333,24.7475,25.909,32.3738333333,30.9090833333,42.32325,35.1008333334
201.19,38.566,25.9205416667,33.4301666667,32.655,31.2984166667,31.4921666667,35.9495833333,36.8701666667,44.37975,39.3895833333
201.57,38.3135,25.591625,35.651,32.4950833333,32.19925,29.24075,33.97425,36.7356666667,42.30775,39.5464166667
201.95,41.6666666667,31.371375,40.7848333333,36.4639166667,35.7143333333,30.42325,36.3315833333,42.6806666666,44.7531666666,42.9453333333
202.33,41.0479166667,32.7969583333,42.16175,37.2113333333,34.61225,30.73425,36.5923333333,42.5328333333,44.0593333333,42.9041666666
202.71,38.9666666667,32.076375,41.66675,34.6834166666,32.8678333333,29.19,34.9163333333,41.5735,42.7374166667,40.9218333333
203.09,33.0491666667,28.6222083333,40.7669166666,27.4145833333,28.1250833333,25.37875,30.4924166667,37.12125,36.7425,35.9849166667
203.47,29.4753333333,21.9393333333,38.9918333333,21.1421666667,22.63375,21.2448333333,26.3889166667,34.0535833333,30.4011666667,31.2758333333
203.85,31.0653333334,21.4926666667,38.92425,20.7804166666,19.7785833333,19.19825,28.42825,34.6519166666,29.5886666667,29.1665833333
204.22,31.27775,22.1665833333,39.6110833333,23.2779166667,20.2778333333,17.5555833333,28.72225,36.6110833334,29.5554166667,32.83325
204.60,33.0398333333,22.0070833333,39.37825,24.9999166667,21.831,15.5516666667,30.6925,39.7888333333,29.51875,34.6244166667
204.98,35.4599166667,20.201,34.0231666667,24.1953333333,21.0345,13.5059166667,31.3216666667,40.40225,30.3448333333,34.36775
205.36,28.25525,6.83575,22.1355,13.6068333333,6.70558333333,-0.716083333325,22.3305833333,28.90625,21.6796666667,24.9348333333
205.74,31.2785,11.8435833333,21.0615833334,15.4680833333,9.36075,4.16675,24.8288333333,28.3105,24.7715833333,26.8835833333
206.12,21.10325,-0.629416666658,13.4891666667,7.07441666664,2.03825000002,-4.07675,16.3070833334,17.9855833333,15.34775,18.4651666667
206.50,19.5775833333,-2.7395,12.8995833334,4.73749999999,0.970166666675,-8.16216666665,14.6118333333,17.06625,10.7875833333,14.5546666667
206.87,23.9374166667,-0.16766666665,14.3175833333,5.64891666666,2.29308333331,-6.31975000003,17.2818333333,19.463,13.3109166667,16.6666666667
207.25,25.6193333333,-0.562916666675,10.473,7.65766666669,4.5045,-6.53141666667,17.6803333333,22.1285,15.2025833333,16.723
207.63,17.5675,-4.61708333333,2.08341666667,3.71608333333,0.337916666665,-14.4144166667,12.1059166667,16.3289166667,9.45941666666,10.5293333333
208.01,19.1301666666,0.864666666657,8.1235,9.22433333332,6.81325,-7.8615,15.9328333333,18.2914166667,11.3731666667,15.566
208.39,20.2793333333,6.52695833334,13.3429166667,11.03075,12.3313333333,-0.529749999992,18.3526666667,20.80925,13.1985,17.5819166667
208.77,17.7689166667,6.85625000001,13.1835833333,10.4498333333,12.38975,3.08633333332,16.3579166667,16.75475,12.7865833333,18.0776666666
209.14,20.8758333333,10.7144166667,18.1548333333,16.4116666667,16.7941666667,5.35708333333,19.9829166667,19.6004166667,15.9011666667,22.1089166667
209.52,29.4494166667,22.53025,31.5231666667,27.3755,29.6004166667,17.4963333333,29.4495833333,27.5640833333,24.9246666667,32.6923333333
209.90,29.5813333334,21.623125,36.0188333333,31.1610833333,32.93825,18.2858333333,30.21325,29.8971666667,25.079,34.3995833334
210.28,33.5736666667,27.7645,39.4230833334,36.3380833333,36.2580833334,22.4359166667,35.537,34.0946666667,28.8461666667,38.1409166666
210.66,34.6256666667,30.79325,41.444,37.6115,39.1265,25.0446666666,38.85925,35.4724166666,30.83775,41.934
211.03,29.82725,27.4135416667,41.7175,37.7539166667,38.0080833333,22.1038333333,36.992,32.77425,26.8799166667,40.6505
211.41,32.5806666667,32.4194166667,48.2795,42.2044166667,43.2795833333,25.3225833333,40.3763333333,34.56975,29.4084166667,48.3333333333
211.79,33.808,32.6212916667,49.7364166667,46.14975,44.7784166667,27.7955,41.4555,34.22975,30.0633333333,48.62875
212.17,30.0490833333,28.03925,43.8235,38.6765833333,39.3628333333,23.7745833333,36.6666666667,30.83325,26.6175833333,41.7646666667
212.55,27.1186666667,24.83525,36.2525,34.2749166667,34.793,20.6213333333,33.1449166667,28.1545,23.9171666667,38.0415833333
212.92,28.5275,24.6165,36.1450833334,34.9693333333,36.4518333333,18.7115833333,34.15125,30.8280833333,22.54575,37.6788333333
213.30,26.8405,28.6808333333,36.0940833333,33.1798333333,38.0366666667,21.9836666667,34.8159166667,32.6685833333,21.67675,39.5705
213.68,25.5876666667,27.4037916667,31.7844166667,28.84625,35.7371666667,18.7499166667,33.6003333333,33.6004166667,20.513,36.1646666667
214.06,23.8661666667,29.2232916667,28.6846666666,26.5306666667,34.0703333333,18.3673333333,33.7301666667,32.8231666667,19.6145833333,33.9001666667
214.44,19.9495,22.8849583333,19.1920833333,17.3611666667,30.871,16.91925,27.8409166667,27.77775,12.3105,27.3358333333
214.81,20.0368333333,21.1090416667,12.1323333333,18.5663333333,29.5956666667,14.70575,25.7966666667,25.55125,10.4165833333,24.4485833333
215.19,12.4708333333,13.51975,5.18666666667,10.31475,20.6879166666,4.95333333334,17.8904166667,18.881,2.97191666667,16.3751666667
215.57,12.4449166667,10.115125,1.04158333335,7.29183333335,15.8991666667,4.27641666667,18.147,16.11825,-0.657833333333,12.00675
215.95,15.4761666667,12.8400416667,3.28783333335,5.55558333332,19.7279166666,7.36966666666,21.882,17.9705,1.64400000001,15.2493333333
216.32,6.90891666665,8.47575,-5.27058333335,-0.42725,15.812,-1.4245,15.4559166667,9.90025000002,-8.68933333332,10.8263333333
216.70,-9.1485,-6.29545833334,-16.12325,-16.848,3.53258333334,-22.9166666667,9.23891666667,-7.51816666667,-31.7933333333,-4.16658333334
217.08,-13.3513333333,-11.6935416667,-17.9210833333,-24.6416666667,-3.94274999999,-28.4049166666,5.46591666664,-16.5770833333,-36.5590833333,-8.60216666666
217.46,-28.7148333334,-32.83125,-29.2169166667,-41.6666666667,-19.2770833333,-45.4818333333,-13.3534166667,-37.7510833333,-57.2289166667,-29.51825
217.83,-63.4327499999,-67.475,-58.5821666667,-78.1095833333,-54.8508333333,-81.2190833333,-50.87075,-71.0200000001,-100.995,-65.9204166667
218.21,-67.8403333334,-71.889625,-59.0376666667,-78.5210833333,-63.4975833333,-80.6338333333,-57.7464166667,-70.3050833334,-103.051666667,-70.54
218.59,-50.2840833333,-49.0529583333,-37.9735,-52.5569166667,-46.4016666667,-65.9090833334,-42.4243333333,-49.1475833333,-80.9658333334,-50.37875
218.97,-55.0725,-49.8187083333,-27.627,-52.8080000001,-47.4636666666,-66.9384999999,-41.8478333333,-49.4564166668,-78.2608333332,-51.1775833333
219.34,-34.72225,-30.9460833333,-7.46524999999,-34.0279166667,-27.77775,-43.1424166667,-25.1736666666,-32.03125,-59.6353333333,-33.5938333333
219.72,-46.7260833333,-36.2103333333,-8.73033333332,-43.2539166667,-34.6228333333,-53.0755833333,-33.7300833333,-41.0714166667,-72.5198333333,-42.16275
220.10,-45.8334166666,-34.9639166667,-7.88041666667,-43.20675,-39.7645,-49.2753333333,-37.2283333334,-40.1269166667,-69.0215833333,-42.0289166667
220.47,-28.6231666667,-21.811625,-2.60883333334,-28.47825,-26.0145833333,-31.8115833333,-23.9131666667,-25.1449166667,-50.6521666667,-28.6234166667
220.85,-21.2250833333,-17.20075,-1.70941666667,-23.2194166667,-21.0825,-21.7236666667,-21.154,-19.7294166667,-43.3048333333,-23.4331666667
221.23,-15.4558333333,-9.93600000001,4.416,-13.604,-13.4615,-14.6725833333,-16.2393333333,-12.7491666667,-38.03425,-16.5953333333
221.61,-18.3334166667,-10.3125,1.87500000001,-14.86125,-13.88875,-17.3610833333,-16.8055,-14.72225,-37.1529166667,-18.4028333333
221.98,-13.77675,-4.80516666667,6.92216666665,-7.72858333335,-4.03216666665,-10.2823333333,-6.58616666665,-9.13975000001,-29.0321666667,-10.8199166667
222.36,-3.54341666668,4.29795833334,13.4515,1.05,7.48025,-3.21533333332,2.29666666668,-2.03408333333,-17.9134166667,1.96841666666
222.74,-6.51516666667,2.916625,15.4545833334,-0.454333333325,7.95458333333,-3.71225,3.10608333332,-7.12124999999,-19.0909166667,3.71233333333
223.11,-4.8415,7.50000000002,17.6984166667,4.76191666665,12.9365833333,1.03174999999,4.99991666665,-6.66674999998,-17.77775,7.85725
223.49,-10.22325,6.01370833333,11.5978333333,3.09275,9.70791666666,-4.12391666668,2.23375,-13.5739166667,-21.1340833333,6.27150000001
223.87,-10.28375,3.28020833334,8.68774999999,1.95016666665,8.59925000001,-2.65958333335,-0.532,-14.273,-18.7056666666,7.97883333333
224.24,-12.1031666667,-1.24000000001,-2.18258333333,5.25808333332,9.02775000002,-2.77766666666,-4.76183333332,-19.0475,-23.1151666667,5.45625000001
224.62,-30.9723333334,-17.9860416667,-34.16675,-8.33325000003,-2.91666666667,-13.47225,-19.8611666667,-35.9723333333,-42.7776666667,1.38883333333
225.00,-18.1216666667,-8.46579166665,-21.69325,8.201,5.02633333335,3.70366666666,-15.6085833333,-22.8835,-26.58725,15.0794166667
225.38,-29.5699166666,-23.2525416667,-31.5861666667,-7.93008333335,-10.2149166667,-9.54291666666,-27.8224166666,-40.1881666667,-37.6344166667,-1.47858333332
225.75,-33.0065833334,-36.5196666667,-32.8431666667,-11.111,-22.2221666667,-18.4641666667,-31.86275,-47.0589166667,-49.0196666667,1.63400000001
226.13,-20.6283333333,-25.9565,-21.0383333333,-0.136666666657,-14.7540833333,-8.87975,-23.6339166667,-32.3770833333,-33.8796666666,11.0655
226.51,-26.4925,-32.8356666667,-29.3530833333,-3.23366666668,-22.3881666667,-14.801,-29.4775,-33.45775,-42.03975,2.73616666668
226.88,-28.6585,-38.8720833333,-32.5205,-11.4836666667,-25.9145833333,-20.6299166667,-33.33325,-33.2318333333,-47.561,-8.13008333333
227.26,-29.8076666667,-50.8547083333,-42.628,-24.5728333333,-35.2564166666,-24.359,-41.1325,-43.26925,-54.8078333334,-14.7435833333
227.64,-32.4714166667,-58.0459583333,-47.9885833334,-35.9195833333,-39.3678333333,-29.5975833333,-48.5631666666,-47.5096666667,-60.82375,-22.5094166667
228.01,-35.9928333333,-64.5390833333,-50.8864166667,-40.337,-42.1985,-36.1701666667,-52.0389166667,-55.3190833333,-68.17375,-35.10625
228.39,-26.9566666667,-49.2028333334,-32.6811666667,-31.3044166666,-30.4348333333,-28.4058333333,-36.44925,-41.8116666667,-52.6086666667,-26.81175
228.76,-16.3711666667,-37.8546666667,-15.0118333333,-20.6856666667,-19.7400833333,-18.3805833333,-25.1773333333,-31.3829166667,-39.1254166666,-22.5175833333
229.14,-17.2763333333,-33.3843333333,-13.8209166667,-20.4775833333,-18.8008333333,-21.5955,-21.189,-28.6076666667,-37.5001666667,-22.51025
229.52,-18.02225,-31.7521666666,-14.6586666667,-20.5824166667,-18.6245,-21.08425,-21.1345833333,-27.6104166667,-37.2490833334,-21.988
229.89,-10.663,-21.0349583333,-7.66141666666,-11.46975,-7.88533333333,-12.50025,-11.4246666667,-18.9516666667,-25.5825833334,-13.26175
230.27,-13.2716666667,-23.0377083334,-12.6985,-13.6683333333,-10.8024166667,-16.0495,-13.007,-21.3403333333,-27.8659166667,-16.2256666667
230.65,-11.4261666667,-20.253375,-9.02083333332,-11.9415833333,-6.74391666666,-14.3039166667,-9.66491666667,-21.1769166667,-24.5703333333,-15.24925
231.02,-8.73216666666,-16.0904583333,-6.69341666668,-11.2145833333,-4.07799999999,-12.3228333333,-7.18083333334,-19.1045833333,-18.4841666667,-12.5443333334
231.40,-9.13700000002,-15.2284583333,-3.76483333334,-7.65633333333,-1.86116666666,-11.4635,-5.88000000001,-15.5669166667,-17.5971666667,-12.1826666667
231.78,-4.28333333333,-6.97045833334,2.9985,1.16808333333,4.94558333333,-3.73841666668,1.09033333333,-8.33325000001,-9.73525,-4.28341666667
232.15,1.23883333333,1.12604166667,8.93399999999,6.38141666668,10.3603333333,1.87691666665,7.05716666667,-1.051,-3.22825,4.054
232.53,0.934833333333,1.19908333333,10.6504166667,6.21941666667,9.878,1.30091666664,6.78875,-0.446999999998,-4.39016666667,4.91883333332
232.90,3.40308333333,4.51566666667,12.7835,6.93725,10.3403333333,2.18158333332,8.07149999999,1.22175,-4.31933333333,9.55491666666
233.28,6.23891666666,6.795875,15.32975,8.24424999998,11.8091666666,4.67908333333,9.893,4.14433333333,-0.311833333333,13.7255
233.66,1.62025000001,3.564875,12.1758333333,4.76866666667,10.1389166667,0.833500000001,8.10183333334,2.54633333334,-3.37975,10.6480833333
234.03,-6.7365,-6.26250000001,2.29533333335,-4.29141666667,-0.548916666666,-7.33508333334,-1.69666666667,-4.64066666669,-14.3710833333,1.09766666667
234.41,-5.11608333333,-6.48724999998,4.905,-5.11591666666,-2.500055718e-12,-6.11791666668,-3.69208333334,-4.53608333333,-17.3523333333,3.05891666666
234.78,-8.39075000001,-10.689625,0.68983333335,-12.0115833333,-7.24125,-8.85049999999,-9.42541666666,-8.67816666668,-23.9655,-0.574750000015
235.16,-10.2190833333,-11.8614583333,2.73733333332,-10.6445833333,-9.91475000001,-9.12408333333,-10.8881666667,-9.48908333333,-29.197,-0.791000000008
235.54,-9.61075,-9.33687499999,2.00741666668,-13.0171666667,-11.1314166667,-8.94158333335,-10.2796666667,-9.97566666667,-30.5354166667,1.70325
235.91,-18.12875,-21.3085,-6.28625,-27.9239166667,-24.04975,-16.3741666667,-18.93275,-19.883,-44.4444166666,-5.84800000003
236.29,-37.0915,-42.7289583333,-23.2843333333,-46.3233333333,-45.5065833333,-29.82025,-39.62425,-41.66675,-64.46075,-26.8790833333
236.66,-49.6565,-55.5412083333,-42.5258333333,-57.5601666667,-55.5840833334,-39.1751666667,-48.36775,-56.0996666667,-75.6014166667,-36.3401666667
237.04,-52.3463333333,-56.0680416667,-43.2846666667,-53.31725,-53.64075,-39.0775833333,-46.683,-57.0388333333,-70.793,-38.2685833333
237.41,-60.9966666667,-62.500125,-48.4534166667,-59.4501666666,-58.0755833333,-44.2440833333,-52.4055,-65.5499166667,-78.3504166667,-46.47775
237.79,-38.6905,-45.6845416667,-30.5804166667,-39.0625833333,-39.0625833333,-24.9999166667,-33.11025,-47.84225,-54.3898333333,-26.7113333333
238.17,-23.3074166666,-30.0132083333,-18.099,-24.6095833333,-25.7813333333,-11.7188333333,-21.3543333333,-33.6589166667,-36.7839166667,-13.542
238.54,-9.87108333333,-12.0288333333,-7.09316666667,-9.17658333334,-10.1686666667,0.892916666673,-5.20825,-17.4108333333,-17.90675,-3.96841666666
238.92,-7.10658333333,-8.50262499999,-2.45341666667,-4.65308333333,-5.45691666667,3.08800000001,-0.0422499999993,-10.78675,-11.7173333333,-0.465250000017
239.29,-8.74625,-10.0036666667,-5.48033333334,-6.64416666667,-6.26875,2.32741666666,-1.53891666667,-11.14875,-10.5855833333,-3.75391666667
239.67,-5.32958333334,-6.347,-3.52066666667,-4.78041666668,-3.71449999999,3.87583333333,0.968833333333,-6.91208333333,-6.00766666666,-1.77641666667
240.04,-3.70058333333,-4.68754166667,-1.06925,-2.85083333333,-2.22033333333,3.48141666667,1.75458333333,-3.17983333333,-4.87933333334,-0.575666666665
240.42,0.184249999991,-0.472,2.60116666668,0.897833333334,1.33516666667,5.36383333334,5.59408333333,3.13075,-1.266,4.39708333333
240.79,3.34891666667,3.15416666667,6.79525,4.34183333333,3.77716666667,8.02175,6.951,6.69775,1.65491666667,7.57408333333
241.17,5.52266666667,4.947375,8.843,6.50908333333,5.76925,9.96058333333,8.76075000001,8.46483333335,3.97775,9.13883333334
241.54,6.46883333334,5.45041666667,9.22283333334,6.75575,6.00983333333,10.1691666667,9.05041666666,8.74924999999,4.561,9.69591666668
241.92,6.9875,6.651125,9.79566666667,7.47941666667,6.74158333333,10.8694166667,9.29091666668,9.66616666666,5.15016666667,10.4944166667
242.29,5.74591666666,5.5515,9.13491666668,6.70558333333,6.04933333333,10.2163333334,8.79491666666,8.60049999999,4.13025,9.97341666666
242.67,3.999,3.62804166667,8.30925,5.08858333333,4.33425,8.66850000001,7.43541666667,7.48325,2.8615,8.76441666668
243.05,2.96016666667,2.66279166667,7.10891666666,3.85166666667,3.22158333333,7.39425,6.32433333333,6.20541666667,2.08033333333,7.75066666666
243.42,3.87808333333,3.9185,8.59891666666,4.83625,4.32833333333,8.17174999999,7.31766666667,7.41008333333,2.85083333333,9.46441666667
243.80,2.76625,3.24458333334,8.26408333333,4.63366666667,4.01108333333,7.43416666666,6.25866666667,6.83491666667,2.25925,8.92116666668
244.17,2.27683333333,2.72666666667,7.49083333332,3.96166666667,4.00725,6.85325,6.19325000001,5.91983333334,2.44758333333,8.32208333333
244.55,3.20075,3.68641666667,8.36641666667,4.60258333333,5.27583333334,7.85866666668,7.69325000001,6.71083333333,4.21633333333,9.20541666666
244.92,4.372,4.50375,8.60725,4.84625,6.30016666666,8.48075000002,9.35516666667,7.55366666666,5.45725,10.2190833333
245.30,3.16883333333,3.43458333333,6.58849999999,3.33933333333,4.86358333333,7.27033333333,8.22300000001,6.67866666667,4.35208333333,9.10558333333
245.67,2.67116666667,2.922625,5.57983333333,2.7625,4.034,6.71408333334,7.64725,6.20191666667,3.85108333334,8.46141666666
246.05,2.19816666667,2.73945833333,4.6425,2.46858333333,2.83791666667,6.29116666668,7.39816666666,5.44625,3.42016666667,7.69383333334
246.42,2.82983333333,3.70254166667,4.61208333333,3.008,3.25325,6.97416666666,7.93958333333,6.19433333333,3.80283333333,8.2665
246.79,3.68808333333,4.464375,5.00683333333,3.55416666667,3.5475,7.71758333334,8.53425,6.29183333333,4.45116666666,8.96908333334
247.17,4.12408333333,5.02254166667,5.14108333333,3.88033333333,3.70366666667,8.13833333334,8.94250000001,6.652,4.53216666666,9.00358333334
247.54,4.29641666667,4.96716666667,4.80866666666,3.80116666667,3.27116666667,7.91866666666,9.05316666667,6.57108333333,4.371,8.75366666667
247.92,4.856,5.071875,4.88391666667,4.15841666666,3.12841666667,8.26674999999,9.59016666667,6.74416666667,4.50716666667,9.05866666667
248.29,4.98275,4.98816666667,4.80025,4.58008333333,2.93166666667,8.12941666668,9.35350000001,6.76,4.45108333334,9.23008333334
248.67,4.81158333333,4.51204166667,3.90141666666,4.26541666667,2.61725,7.79283333332,8.85774999999,6.13891666667,3.72516666667,8.98083333333
249.04,4.5945,4.11479166667,3.44983333333,4.26733333333,2.21291666667,7.78283333334,8.62766666668,5.8645,3.40633333334,8.70391666667
249.42,4.66425,4.061375,3.58333333333,4.37416666667,2.12733333333,7.79283333334,8.74858333332,5.5915,3.28208333333,8.58933333334
249.79,5.46341666667,4.860125,4.08858333334,5.12125,2.85191666667,8.44149999999,9.51608333334,6.38208333334,3.9925,9.31208333333
250.17,5.473,4.5955,3.861,4.888,2.496,8.32666666667,9.48358333333,6.3375,3.7895,9.45108333333
250.54,5.85266666666,4.36029166667,3.73108333333,4.83,2.28025,8.12591666667,9.34216666667,5.8595,3.84875,9.32166666666
