wavelength,Back_BanMelm,Belly_BanMelm,Breast_BanMelm,Crissum_BanMelm,Crown_BanMelm,DorTail_BanMelm,Patch10_BanMelm,Rump_BanMelm,Throat_BanMelm,WingTip_BanMelm
566.03,5.03366666667,42.1702083333,29.2975,39.3028333333,4.10858333333,7.03883333333,12.6493333334,8.12,4.75941666667,8.2845
566.37,5.11566666667,42.2490833333,29.3768333333,39.3779166667,4.18825,7.109,12.6870833333,8.19983333333,4.82508333333,8.35191666667
566.71,5.16791666667,42.3794583333,29.5225,39.4999166667,4.22516666667,7.17441666666,12.7220833333,8.24025,4.865,8.40591666667
567.05,5.181,42.44225,29.61575,39.51425,4.25383333333,7.19166666667,12.7239166667,8.2565,4.86641666667,8.44158333334
567.39,5.176,42.49725,29.6993333333,39.537,4.25533333333,7.20683333334,12.7015,8.26208333333,4.86758333334,8.45225
567.73,5.1535,42.5813333334,29.7975833333,39.5838333333,4.25016666666,7.20325,12.6866666666,8.24108333333,4.86183333333,8.44616666667
568.07,5.1645,42.6242916667,29.90975,39.5873333333,4.28941666667,7.22158333333,12.6664166667,8.26083333333,4.87241666666,8.47533333333
568.41,5.19483333333,42.6513333334,29.98525,39.598,4.35816666667,7.28216666667,12.6640833333,8.28491666667,4.939,8.52916666667
568.75,5.22108333333,42.7553333333,30.1028333334,39.63975,4.37525,7.30691666667,12.6855833333,8.30041666667,4.99533333334,8.588
569.09,5.22258333334,42.7962916667,30.1471666667,39.6284166666,4.37666666666,7.32233333334,12.65975,8.30025,5.0225,8.609
569.43,5.23233333333,42.82475,30.188,39.63,4.38241666666,7.34833333333,12.6468333333,8.2985,5.02483333333,8.61583333333
569.77,5.223,42.83875,30.2586666667,39.6410833333,4.34633333333,7.30808333334,12.6025833334,8.26133333334,5.012,8.58166666666
570.11,5.21066666667,42.8344583333,30.3515,39.6366666667,4.34525,7.30616666667,12.5721666667,8.25483333333,5.018,8.58391666667
570.45,5.20091666667,42.7819583333,30.3656666667,39.5764166667,4.35425,7.28716666667,12.5276666667,8.22808333334,5.01758333333,8.542
570.79,5.19783333333,42.8254583333,30.42775,39.6375833333,4.35641666666,7.25283333333,12.4880833333,8.20841666667,5.01033333333,8.51941666667
571.13,5.22841666666,42.8779583333,30.5324166667,39.6894166666,4.38183333333,7.25925,12.5074166667,8.22541666667,5.03816666667,8.5465
571.47,5.20841666667,42.8415,30.509,39.64175,4.3465,7.22408333333,12.44375,8.20191666666,5.01125,8.5215
571.81,5.20383333333,42.8415833333,30.5025,39.603,4.32408333333,7.21775,12.4145,8.18033333333,5.00708333333,8.51858333334
572.15,5.22225,42.96625,30.5750833334,39.6821666666,4.30925,7.21691666666,12.41775,8.19166666667,5.00858333334,8.536
572.49,5.211,42.9776666667,30.6198333333,39.717,4.29108333334,7.20175,12.3651666667,8.169,4.99533333333,8.50475
572.83,5.21916666667,42.959,30.6781666667,39.704,4.28108333333,7.19125,12.3340833333,8.15183333334,4.98166666667,8.50283333333
573.17,5.17108333333,42.9093333333,30.69925,39.67825,4.26041666667,7.156,12.2564166667,8.12008333333,4.9315,8.4865
573.51,5.16408333333,42.9315,30.7705,39.68475,4.25483333333,7.17091666667,12.2563333333,8.10108333333,4.92383333333,8.4905
573.85,5.12291666667,42.9495416666,30.7750833333,39.7095833333,4.19683333333,7.13066666667,12.2003333333,8.04583333334,4.88633333333,8.45208333333
574.19,5.1375,43.0265,30.88275,39.7740833333,4.179,7.14883333333,12.1833333333,8.06133333333,4.89175,8.4905
574.53,5.161,43.033375,30.929,39.76175,4.18583333333,7.1835,12.17375,8.06416666666,4.91491666667,8.49758333333
574.87,5.12966666667,43.0215833334,30.90875,39.7161666666,4.15666666667,7.17891666667,12.0840833333,8.01875,4.87875,8.48033333334
575.21,5.13641666667,43.0835,31.0394166667,39.8023333333,4.15691666667,7.20916666667,12.0805,8.02366666667,4.88091666666,8.5
575.55,5.17866666667,43.179,31.1795833333,39.9204166667,4.21391666667,7.26641666667,12.0851666667,8.07191666667,4.93233333334,8.55125
575.89,5.18208333334,43.1515833333,31.2340833333,39.9091666667,4.2405,7.28508333333,12.0521666667,8.06633333333,4.93475,8.55366666667
576.22,5.17441666667,43.1014166667,31.1989166667,39.8295,4.21666666666,7.27316666667,12.0186666667,8.04841666667,4.92925,8.569
576.56,5.11075,43.103625,31.20025,39.81975,4.17458333333,7.23916666667,11.9413333333,7.98925,4.88533333333,8.55133333334
576.90,5.14,43.2320833333,31.30225,39.8900833333,4.183,7.28833333333,11.9668333333,8.01016666667,4.92458333333,8.59108333333
577.24,5.16833333334,43.2757083333,31.3555833333,39.9225,4.22416666666,7.33025,11.9385833333,8.03441666667,4.99041666667,8.66383333334
577.58,5.17583333333,43.287125,31.4325,39.9038333334,4.25516666667,7.38416666667,11.9258333333,8.0275,5.00916666667,8.70366666667
577.92,5.12391666667,43.26825,31.4425833333,39.8585833333,4.22183333333,7.36258333333,11.8470833333,7.96325,4.96425,8.67816666667
578.26,5.09091666666,43.2718333333,31.5395833333,39.8588333333,4.19041666667,7.35683333333,11.7833333334,7.93225,4.93441666667,8.70483333333
578.60,5.1295,43.2600833333,31.6426666667,39.8948333334,4.22941666667,7.40958333333,11.8036666667,7.96166666667,4.99008333333,8.76141666666
578.94,5.18458333334,43.26475,31.6825,39.8595833334,4.27841666666,7.48975,11.8005,7.98175,5.06383333333,8.84341666667
579.28,5.137,43.2440416666,31.6981666666,39.8275,4.20958333333,7.47666666667,11.7445,7.92466666667,5.01508333334,8.81466666667
579.61,5.1475,43.2970416667,31.77525,39.8348333333,4.21275,7.50733333333,11.7408333333,7.92641666667,5.02991666667,8.874
579.95,5.19191666667,43.39325,31.8833333333,39.9019166667,4.26475,7.58508333333,11.7571666666,7.94783333333,5.06425,8.9485
580.29,5.26983333333,43.5158333333,32.0495833333,39.9916666667,4.33841666667,7.67558333333,11.8125833333,8.03991666667,5.16525,9.049
580.63,5.28375,43.5115416667,32.1135833333,39.9955,4.36441666667,7.72291666667,11.7840833333,8.04116666667,5.20175,9.08933333333
580.97,5.26808333333,43.558125,32.1984166667,40.05025,4.33533333333,7.73883333333,11.77,8.03775,5.17133333334,9.102
581.31,5.29008333333,43.6359166667,32.3226666667,40.10925,4.34991666666,7.74908333334,11.733,8.078,5.18941666667,9.12775
581.65,5.32083333333,43.6832916667,32.3750833333,40.169,4.39558333333,7.77733333333,11.7625833333,8.10725,5.2535,9.158
581.98,5.37183333334,43.798125,32.44375,40.23175,4.44583333333,7.83833333334,11.8191666667,8.17025,5.3165,9.235
582.32,5.3625,43.922625,32.4744166667,40.2829166667,4.41966666667,7.81516666667,11.8145,8.15016666666,5.29058333333,9.204
582.66,5.295,43.8852916667,32.4719166667,40.26425,4.36341666667,7.73133333333,11.7509166667,8.08166666667,5.21133333333,9.11633333333
583.00,5.28266666667,43.8587916667,32.5115833334,40.2158333333,4.34708333334,7.69758333333,11.6794166667,8.02308333334,5.17233333333,9.09491666667
583.34,5.246,43.8100833334,32.5415833333,40.199,4.30425,7.68208333334,11.6098333333,7.98375,5.14183333334,9.05025
583.68,5.21491666666,43.8590416667,32.6226666666,40.1695,4.26691666666,7.65608333334,11.5515,7.94575,5.12091666666,8.99991666666
584.01,5.23191666667,43.8987916667,32.68675,40.1929166666,4.28516666667,7.65933333333,11.5726666667,7.95441666667,5.11608333333,8.995
584.35,5.2745,43.8882083334,32.7720833333,40.2093333333,4.31525,7.67316666667,11.60675,7.96016666666,5.15608333334,9.02316666667
584.69,5.28908333334,43.9245833333,32.85425,40.2065833333,4.34366666667,7.66508333333,11.5944166667,7.97025,5.17508333333,9.02008333334
585.03,5.30583333333,43.9100416667,32.8189166667,40.1829166667,4.3425,7.65491666666,11.5851666667,7.9515,5.16225,9.03666666667
585.37,5.35583333334,43.9427083333,32.9118333334,40.2045833333,4.38741666667,7.74241666667,11.5985,7.99225,5.19533333333,9.11333333333
585.70,5.27566666666,43.880375,32.8630833334,40.1506666667,4.34166666667,7.69783333333,11.4810833333,7.91841666667,5.13175,9.04
586.04,5.25158333333,43.8319583333,32.89525,40.14575,4.35158333334,7.70758333334,11.4229166666,7.87891666666,5.12866666666,9.0425
586.38,5.2945,43.9241666667,32.999,40.22925,4.42033333333,7.76016666667,11.434,7.92833333333,5.20008333333,9.09733333333
586.72,5.38783333333,43.9929583333,33.1219166667,40.3490833333,4.51516666667,7.87391666667,11.5534166667,8.03108333333,5.30633333333,9.18858333333
587.06,5.37466666667,43.980625,33.1145833333,40.3073333333,4.51458333334,7.8285,11.51225,7.969,5.30466666666,9.13175
587.39,5.40375,43.9517083333,33.1788333333,40.3855833333,4.56283333333,7.83516666667,11.5258333334,7.98966666667,5.329,9.14091666666
587.73,5.41116666667,43.9252916667,33.2143333333,40.3919166667,4.54975,7.8445,11.4903333333,7.9525,5.34458333333,9.13041666667
588.07,5.41975,43.9615416667,33.23,40.3910833333,4.53825,7.85825,11.4605,7.92508333334,5.32625,9.10841666667
588.41,5.40508333333,43.90175,33.21825,40.3444166667,4.5,7.84533333334,11.4048333334,7.87975,5.31525,9.07708333333
588.74,5.35091666667,43.8709583334,33.2061666666,40.334,4.44816666667,7.782,11.3651666666,7.815,5.28308333334,9.00116666667
589.08,5.29883333333,43.77,33.15025,40.2163333333,4.367,7.70016666667,11.27825,7.735,5.21858333333,8.89183333333
589.42,5.36675,43.7762916667,33.2645,40.2224166666,4.40191666667,7.71358333334,11.3214166667,7.75541666667,5.26358333333,8.93675
589.76,5.358,43.7394166667,33.2585833333,40.1575833333,4.3935,7.70216666667,11.3018333333,7.75266666667,5.26158333334,8.92033333333
590.09,5.35208333333,43.7016666666,33.27275,40.1111666667,4.34533333333,7.697,11.2754166667,7.72891666667,5.25841666667,8.91233333333
590.43,5.32158333333,43.729625,33.2723333333,40.07925,4.33091666667,7.65475,11.1776666667,7.71533333333,5.26333333333,8.891
590.77,5.30291666667,43.7300416667,33.3516666667,40.07775,4.31966666667,7.66041666667,11.1524166667,7.74333333333,5.25283333334,8.913
591.11,5.22466666666,43.7109583333,33.338,40.08575,4.242,7.61433333333,11.0425,7.6855,5.1945,8.85141666667
591.44,5.18883333333,43.6801666666,33.3241666667,40.0645,4.21775,7.60608333333,10.9843333333,7.65025,5.14191666667,8.843
591.78,5.19083333333,43.698875,33.37425,40.0799166666,4.22116666667,7.61516666667,10.953,7.66441666667,5.12575,8.86233333333
592.12,5.294,43.7399166667,33.477,40.1235833333,4.31583333333,7.71416666667,10.9981666667,7.74141666666,5.21591666667,8.94375
592.46,5.382,43.7679166667,33.6205,40.0991666667,4.4235,7.83608333333,11.0394166667,7.80275,5.30683333333,9.0345
592.79,5.39041666667,43.8641666667,33.71525,40.1906666667,4.45633333333,7.85008333333,11.0345,7.8415,5.338,9.05941666667
593.13,5.41141666666,43.9244166667,33.8273333333,40.2738333333,4.48641666667,7.87966666666,11.0255,7.88983333333,5.37241666666,9.06916666667
593.47,5.46108333333,44.0329583333,33.9546666667,40.3543333333,4.48633333333,7.88808333333,11.0125,7.91308333333,5.37675,9.0885
593.80,5.48391666667,44.001,33.9491666667,40.327,4.51416666666,7.87425,11.0185833333,7.9385,5.383,9.09633333333
594.14,5.50391666666,44.0333333333,34.0364166667,40.3739166667,4.51725,7.90633333333,11.0553333333,7.93466666667,5.39891666667,9.10583333333
594.48,5.55725,44.080375,34.1133333333,40.4506666667,4.5445,7.89858333333,11.0801666667,7.944,5.43091666667,9.13816666667
594.81,5.61583333333,44.1176666667,34.2149166667,40.4440833333,4.58658333333,7.92925,11.1118333333,7.9755,5.47941666667,9.21408333333
595.15,5.62175,44.1439583333,34.2401666667,40.4390833333,4.58408333333,7.88383333334,11.09325,7.97933333333,5.47133333333,9.19616666667
595.49,5.586,44.1305,34.2705833333,40.439,4.55108333333,7.81025,11.06525,7.94333333334,5.45983333333,9.13241666666
595.82,5.51466666667,44.1645,34.307,40.4196666667,4.51633333333,7.74091666667,11.0054166667,7.89866666667,5.40441666667,9.07958333334
596.16,5.49091666667,44.1605416667,34.3483333333,40.43725,4.48516666667,7.70775,10.95975,7.86458333334,5.37666666667,9.05916666666
596.50,5.51283333333,44.2033333333,34.45925,40.48175,4.49458333334,7.72158333334,10.9745833334,7.82566666667,5.40583333333,9.097
596.83,5.51266666667,44.1840416667,34.4476666667,40.46575,4.48175,7.72225,10.94425,7.79316666667,5.38016666666,9.07866666667
597.17,5.529,44.1965,34.4980833333,40.4690833333,4.51108333333,7.74233333333,10.9533333333,7.81208333333,5.422,9.12016666666
597.51,5.55483333333,44.3262083333,34.6636666667,40.55025,4.55666666667,7.80216666667,10.9665,7.82016666667,5.47783333333,9.18433333333
597.84,5.50958333333,44.314,34.6879166667,40.5270833333,4.51741666666,7.751,10.8889166667,7.75825,5.41816666667,9.137
598.18,5.45525,44.3485833333,34.7073333333,40.4819166667,4.47016666667,7.74716666666,10.8425,7.70358333333,5.38433333333,9.12441666666
598.52,5.45266666667,44.3893333333,34.7795,40.5165,4.47791666667,7.8075,10.85475,7.70408333333,5.4005,9.11783333333
598.85,5.463,44.4405,34.8530833333,40.56525,4.49008333333,7.85658333333,10.82575,7.71058333334,5.4215,9.13916666667
599.19,5.4565,44.455875,34.9130833333,40.539,4.52008333333,7.89283333333,10.7888333334,7.71241666667,5.44291666667,9.21933333333
599.53,5.39783333333,44.3612916667,34.8651666666,40.495,4.43133333334,7.83408333333,10.6871666667,7.60575,5.35116666666,9.15575
599.86,5.34183333333,44.443875,34.911,40.5221666667,4.392,7.79575,10.6308333334,7.55266666666,5.29908333334,9.11558333333
600.20,5.30608333333,44.4029583333,34.9308333334,40.4864166667,4.33833333333,7.75766666667,10.5376666667,7.54991666667,5.23466666666,9.095
600.53,5.2795,44.408,34.9266666667,40.4339166666,4.29858333333,7.7415,10.5109166667,7.53891666667,5.23266666667,9.11033333333
600.87,5.26283333333,44.3429583333,34.9558333333,40.4226666667,4.30341666667,7.75825,10.49775,7.53883333333,5.23175,9.12575
601.21,5.18233333333,44.233,34.9250833334,40.3435,4.21966666667,7.68858333333,10.4154166667,7.44191666667,5.12475,9.02116666666
601.54,5.19608333334,44.2175,34.9079166667,40.3699166667,4.22208333333,7.701,10.4116666666,7.44491666667,5.13983333333,9.058
601.88,5.2035,44.181125,34.9188333333,40.3925833333,4.242,7.68666666667,10.3929166667,7.45808333333,5.142,9.03958333333
602.21,5.191,44.0901666667,34.9024166667,40.3245,4.22641666667,7.58766666667,10.3245833333,7.41483333333,5.117,9.03341666667
602.55,5.11558333333,44.06225,34.9425,40.258,4.16533333333,7.51541666667,10.2793333333,7.34941666667,5.068,8.99258333333
602.88,5.07425,44.042875,34.9161666667,40.2261666667,4.11058333333,7.44491666666,10.1966666667,7.27233333333,5.00058333334,8.90733333333
603.22,5.12325,44.05225,34.9675,40.2561666667,4.14541666667,7.45375,10.2320833333,7.31508333333,5.06333333333,8.92116666667
603.56,5.17358333333,44.0483333333,35.0099166667,40.2604166667,4.175,7.4835,10.2535,7.36275,5.1065,8.9515
603.89,5.20666666666,44.08925,35.05775,40.2628333333,4.23691666667,7.51383333333,10.2624166667,7.36466666667,5.12658333333,8.97241666667
604.23,5.20233333333,44.1028333333,35.1041666667,40.2628333333,4.2545,7.50041666667,10.26275,7.33933333334,5.129,8.94108333333
604.56,5.21525,44.1325,35.13025,40.2645,4.25258333334,7.48341666667,10.2331666667,7.33225,5.12025,8.93783333333
604.90,5.22541666666,44.1525833333,35.1155,40.271,4.25133333333,7.5095,10.1798333333,7.34216666666,5.11391666667,8.96141666666
605.23,5.24433333333,44.1720833334,35.2535,40.2759166667,4.27133333333,7.508,10.1631666667,7.35008333333,5.10358333334,8.98241666667
605.57,5.26266666667,44.1685416667,35.32075,40.2886666667,4.27366666667,7.53541666667,10.1484166667,7.35941666667,5.10733333333,8.98883333333
605.90,5.29925,44.2524166666,35.3980833333,40.3034166667,4.31683333333,7.6145,10.16325,7.37591666667,5.1445,9.02833333334
606.24,5.35575,44.3188333333,35.4935,40.3653333334,4.35041666666,7.66508333333,10.17675,7.41091666666,5.18408333333,9.08391666667
606.58,5.407,44.371,35.5908333333,40.4069166667,4.37083333333,7.726,10.2195833333,7.46316666666,5.2295,9.15725
606.91,5.42233333333,44.4395,35.6940833334,40.4430833333,4.40716666667,7.8115,10.2324166667,7.47758333333,5.24875,9.24116666667
607.25,5.4175,44.4931666667,35.834,40.492,4.39016666667,7.81925,10.2081666667,7.46641666666,5.23875,9.29308333333
607.58,5.43708333333,44.5199166667,35.9129166667,40.549,4.39766666666,7.89008333333,10.2605,7.515,5.2835,9.34491666667
607.92,5.45091666666,44.5309583334,35.9866666667,40.551,4.4105,7.93725,10.2341666667,7.516,5.29733333333,9.38791666666
608.25,5.33225,44.5270416666,35.97925,40.5078333333,4.32475,7.90866666667,10.1430833333,7.40833333333,5.23441666667,9.33775
608.59,5.35416666667,44.5829166667,36.0425,40.5174166667,4.345,7.92366666667,10.1419166667,7.39375,5.25216666667,9.36075
608.92,5.3605,44.532125,35.9558333334,40.4425833333,4.3545,7.99408333333,10.15275,7.41175,5.28075,9.40891666667
609.26,5.37408333333,44.5861666667,35.9713333334,40.43475,4.40175,8.07816666667,10.1825833333,7.45141666667,5.32891666667,9.50691666667
609.59,5.348,44.5494583334,35.96325,40.4026666667,4.36766666667,8.102,10.1755833333,7.4425,5.32016666667,9.53016666668
609.93,5.38933333333,44.5777916667,36.0093333333,40.4355,4.44058333333,8.21008333333,10.2175,7.50583333333,5.39191666667,9.62600000001
610.26,5.403,44.6296666667,36.0796666667,40.4908333333,4.46891666667,8.3095,10.2173333333,7.52483333333,5.41841666667,9.68708333333
610.60,5.33825,44.5995833333,36.07875,40.43675,4.41875,8.30225,10.1579166667,7.47233333333,5.381,9.67833333333
610.93,5.33983333334,44.575,36.055,40.3911666667,4.43633333333,8.38991666667,10.14675,7.49675,5.40825,9.72491666667
611.27,5.30408333333,44.5305,36.026,40.3365,4.39775,8.39916666666,10.0851666667,7.45433333333,5.40216666667,9.73941666666
611.60,5.26816666667,44.4931666667,35.9955,40.3075,4.36941666666,8.45916666666,10.0465,7.42091666667,5.38075,9.75741666667
611.93,5.29858333333,44.4454166667,36.0395,40.30825,4.40333333333,8.54483333334,10.0676666667,7.4595,5.43875,9.82966666667
612.27,5.25416666667,44.3825416667,36.07275,40.26825,4.38783333333,8.56899999999,10.0706666667,7.443,5.44891666667,9.87833333332
612.60,5.18516666666,44.3569583334,36.1350833333,40.2535833333,4.31733333333,8.50400000001,9.99083333334,7.37991666667,5.40141666666,9.83166666665
612.94,5.20891666667,44.3581666666,36.217,40.2865833333,4.31358333333,8.48991666668,9.95624999999,7.35083333333,5.41533333333,9.83049999999
613.27,5.21633333333,44.425625,36.3135,40.343,4.34758333333,8.47466666666,9.939,7.34591666667,5.401,9.84358333334
613.61,5.2365,44.3780833333,36.3760833333,40.3063333333,4.37458333333,8.48849999999,9.94783333334,7.32625,5.39733333333,9.84441666665
613.94,5.28766666667,44.394,36.4238333333,40.3774166666,4.45066666667,8.50216666666,9.98699999999,7.34908333333,5.46725,9.88041666667
614.28,5.32716666667,44.4410416667,36.48525,40.42225,4.46416666667,8.49349999999,9.97833333333,7.34858333333,5.46183333333,9.87808333334
614.61,5.29591666667,44.4476666667,36.46475,40.4198333333,4.44283333333,8.42391666667,9.96533333333,7.30891666667,5.45566666667,9.87016666666
614.94,5.26375,44.4554583333,36.48675,40.3864166667,4.4095,8.36800000001,9.90241666668,7.25383333333,5.388,9.84083333334
615.28,5.34166666667,44.6099583333,36.691,40.5549166667,4.44183333333,8.37233333333,9.93624999999,7.32316666667,5.41733333333,9.90500000001
615.61,5.44483333333,44.7256666667,36.8141666667,40.6490833333,4.53216666667,8.42808333334,9.99225000001,7.39166666667,5.47675,9.92891666666
615.95,5.45391666667,44.7515833333,36.8440833333,40.66275,4.54266666667,8.41708333333,9.96941666666,7.39366666667,5.44258333333,9.89508333333
616.28,5.51316666667,44.780625,36.869,40.6540833334,4.59091666666,8.45216666667,9.98583333334,7.40875,5.45316666667,9.89841666667
616.61,5.48475,44.7596666666,36.8826666667,40.63875,4.55058333333,8.39933333334,9.92833333334,7.35166666667,5.38016666667,9.83266666667
616.95,5.51183333333,44.747625,36.9301666667,40.6081666667,4.57541666667,8.43766666667,9.93633333334,7.41525,5.43266666667,9.84158333335
617.28,5.44666666667,44.7840833333,36.8769166667,40.611,4.51408333333,8.35591666667,9.84691666666,7.33875,5.37233333333,9.75833333334
617.62,5.39225,44.853625,36.9426666667,40.4926666667,4.457,8.32216666667,9.81474999999,7.292,5.326,9.69575
617.95,5.38541666667,44.9402916666,36.9643333333,40.4736666667,4.46775,8.35358333333,9.82483333334,7.31625,5.357,9.72474999999
618.28,5.44466666667,44.9418333333,37.1195833334,40.5458333333,4.509,8.41725,9.87691666666,7.35516666667,5.39783333333,9.74883333333
618.62,5.50741666667,44.9718333333,37.2244166667,40.6074166667,4.621,8.51175,9.95099999999,7.43258333333,5.486,9.83391666666
618.95,5.46466666667,44.9410833333,37.15025,40.5358333333,4.64983333333,8.51216666667,9.93858333333,7.43341666667,5.516,9.85758333332
619.28,5.38283333333,44.8944166667,37.0724166666,40.4556666667,4.56008333333,8.40516666667,9.86375,7.34191666667,5.40825,9.79624999998
619.62,5.384,44.9247916667,37.148,40.5338333334,4.56308333334,8.41966666667,9.88291666667,7.36658333333,5.46583333333,9.81991666668
619.95,5.35683333334,45.0484583333,37.185,40.64,4.55708333334,8.44283333334,9.91858333333,7.37783333333,5.49866666667,9.85216666667
620.28,5.38941666666,45.185,37.3251666666,40.7283333333,4.61525,8.54766666667,9.99391666666,7.46175,5.61441666667,9.93866666665
620.62,5.34866666667,45.2153333334,37.2975,40.7473333333,4.60058333333,8.5425,9.95716666666,7.4165,5.57325,9.93133333333
620.95,5.34825,45.1708333333,37.2995833333,40.7074166667,4.56475,8.48991666667,9.89758333334,7.422,5.55041666666,9.93891666667
621.28,5.36291666666,45.1017083333,37.3383333334,40.7634166667,4.58358333333,8.47650000001,9.86058333332,7.43383333334,5.54891666667,9.98550000002
621.62,5.45941666667,45.0744583334,37.39875,40.7965,4.64116666667,8.51766666667,9.88991666668,7.46808333333,5.58775,10.022
621.95,5.41408333333,45.102375,37.3769166667,40.77825,4.59483333333,8.49091666667,9.80408333333,7.43833333333,5.54091666667,9.98433333335
622.28,5.37,45.0884166667,37.3414166667,40.7038333333,4.49425,8.41316666667,9.72758333332,7.36991666667,5.45616666667,9.90416666667
622.62,5.377,45.0689583333,37.4319166667,40.683,4.45125,8.3895,9.67191666666,7.33308333333,5.42741666666,9.85266666668
622.95,5.41425,45.0492916666,37.467,40.5901666666,4.457,8.41558333333,9.65491666667,7.36625,5.42716666667,9.87733333333
623.28,5.43033333333,45.0740833333,37.4998333333,40.5335833333,4.43858333333,8.35966666667,9.63116666667,7.36283333333,5.38191666667,9.84441666668
623.62,5.44016666667,44.979625,37.4864166667,40.4681666667,4.47341666666,8.37291666667,9.59091666668,7.3645,5.41425,9.85316666667
623.95,5.42,44.8510416667,37.4666666667,40.3343333334,4.41708333334,8.28575,9.51775,7.27566666666,5.30441666667,9.78525
624.28,5.42033333333,44.803375,37.4175833334,40.3130833333,4.34483333333,8.19441666667,9.46333333333,7.21816666667,5.26183333333,9.72475000001
624.62,5.36841666667,44.7716666667,37.50125,40.3203333333,4.32291666667,8.18225,9.45075000001,7.17241666666,5.23808333334,9.69174999999
624.95,5.39133333333,44.7819583333,37.4921666667,40.337,4.32933333333,8.15883333334,9.46591666667,7.16033333333,5.28141666666,9.68475000001
625.28,5.35633333333,44.738625,37.5245,40.2696666666,4.31958333333,8.12641666667,9.44141666667,7.14758333333,5.27741666667,9.67274999999
625.61,5.40241666666,44.7677083333,37.5468333333,40.24175,4.37125,8.10391666667,9.47175,7.14433333333,5.32016666667,9.70125
625.95,5.4785,44.8487916667,37.596,40.2955833333,4.45991666667,8.14958333333,9.53308333334,7.18041666666,5.39608333333,9.75833333333
626.28,5.44416666667,44.8012083333,37.5693333333,40.2538333333,4.44858333333,8.116,9.51341666666,7.15025,5.36275,9.71691666666
626.61,5.44591666667,44.8052083334,37.6588333334,40.31275,4.47258333333,8.07741666667,9.49075,7.1305,5.39875,9.71433333334
626.94,5.44225,44.8339583333,37.6760833334,40.3389166667,4.48016666667,8.1105,9.45883333333,7.12791666667,5.4145,9.74066666666
627.28,5.4195,44.8941666666,37.7560833333,40.38275,4.40791666666,8.01575,9.39941666667,7.0555,5.34283333333,9.68808333333
627.61,5.39125,44.9435,37.769,40.4055833333,4.393,8.0025,9.39183333334,7.03058333333,5.34658333333,9.67991666667
627.94,5.35833333333,44.9469166667,37.8140833333,40.3966666666,4.41441666667,8.03166666667,9.366,7.00275,5.3445,9.68225000001
628.27,5.40883333333,44.9928333333,37.8155833333,40.4069166667,4.45008333333,8.10775,9.39758333333,7.02633333333,5.42058333333,9.74941666667
628.61,5.32041666667,44.9195416667,37.7914166667,40.3074166667,4.38108333333,8.08375,9.30041666667,6.96708333333,5.32691666667,9.66008333332
628.94,5.33525,45.0027083333,37.8744166667,40.4425,4.43741666667,8.11908333333,9.33641666667,7.01233333333,5.37666666667,9.729
629.27,5.24716666667,44.934375,37.8681666667,40.3684166667,4.37008333333,8.12183333333,9.25116666667,6.95191666667,5.28966666667,9.66283333334
629.60,5.1555,44.8745,37.84025,40.3176666667,4.30266666667,8.10341666667,9.17975,6.92425,5.23316666667,9.60916666667
629.94,5.2405,45.0457083333,38.0050833333,40.43525,4.38491666667,8.19941666667,9.25858333333,6.9685,5.3225,9.70499999999
630.27,5.24833333333,45.1824583333,38.0679166667,40.4905833334,4.37233333333,8.25716666667,9.31083333334,6.98858333333,5.3195,9.72775000001
630.60,5.24108333334,45.1667083334,38.1034166666,40.43575,4.38283333333,8.27366666667,9.31075,6.96925,5.31458333333,9.72949999999
630.93,5.2595,45.1498333334,38.1520833333,40.4124166667,4.42816666666,8.34191666666,9.32616666666,7.00825,5.35883333333,9.76749999998
631.26,5.36891666667,45.2234166667,38.2354166667,40.4755833334,4.51541666667,8.45208333334,9.35575,7.11058333333,5.45066666667,9.86433333334
631.60,5.42183333333,45.2390833333,38.3091666667,40.49625,4.53916666667,8.47883333333,9.37075,7.16166666666,5.48558333333,9.90075000001
631.93,5.41841666667,45.3038333333,38.41375,40.55175,4.55808333333,8.4675,9.37958333333,7.19066666666,5.48091666667,9.88116666669
632.26,5.5115,45.49025,38.6646666667,40.7024166667,4.63758333333,8.55158333333,9.47916666666,7.27658333334,5.56283333333,10.0054166667
632.59,5.48225,45.3945833333,38.6256666667,40.5565,4.57716666667,8.49041666667,9.43133333333,7.19608333334,5.49333333333,9.88708333334
632.92,5.53408333333,45.4449166667,38.67325,40.6353333333,4.62875,8.47816666667,9.46625,7.20341666666,5.53858333333,9.90633333333
633.26,5.51008333333,45.4402083333,38.7204166667,40.6608333333,4.58075,8.42308333333,9.41266666667,7.15791666667,5.5165,9.86983333332
633.59,5.40233333333,45.3246666667,38.547,40.5289166667,4.44083333333,8.26608333333,9.2555,7.06133333333,5.40158333333,9.74658333333
633.92,5.38441666667,45.2293333333,38.5105833333,40.46425,4.45683333333,8.23133333333,9.22041666667,7.02641666667,5.39308333333,9.75983333335
634.25,5.369,45.2718333334,38.5340833333,40.5609166667,4.44,8.18608333333,9.22025,6.99466666666,5.40208333333,9.76108333334
634.58,5.31666666667,45.2764583333,38.45675,40.5133333333,4.41075,8.15908333333,9.22475,6.9655,5.35016666667,9.75891666667
634.91,5.26416666666,45.2585833334,38.3648333333,40.4904166666,4.38275,8.11491666666,9.21991666667,6.92691666666,5.32566666666,9.74424999999
635.25,5.27416666667,45.2312916667,38.4244166667,40.4423333333,4.40291666667,8.11141666667,9.23975,6.91266666667,5.34733333333,9.75083333334
