wavelength,Back_IriRufm,Belly_IriRufm,Breast_IriRufm,Crissum_IriRufm,Crown_IriRufm,DorTail_IriRufm,Patch10_IriRufm,Patch11_IriRufm,Rump_IriRufm,Throat_IriRufm,WingTip_IriRufm
220.10,-50.1333333333,-27.7333333333,-74.3999999999,-50.9333333333,-87.1999999999,-38.2666666667,-83.0666666667,-32.2666666666,-67.6533333333,-77.1999999999,-51.3333333333
220.47,-43.2652666667,-21.9047333333,-69.9319333334,-48.5714666666,-83.8095333333,-34.4218,-73.3334666667,-27.0748666666,-58.1587644444,-71.2924000001,-41.4966666667
220.85,-1.68886666665,9.51119999999,-18.3111333333,-2.84446666667,-22.2221333333,-0.177733333332,-19.8222666667,7.20013333332,-10.0948066667,-17.2444666667,-2.2222
221.23,12.1404,18.8772666666,-3.99999999999,13.2632,-7.01766666666,13.8946666667,-3.22806666666,18.4560666666,3.74036666667,-0.28059999998,7.92979999999
221.61,3.45993333334,10.5486,-21.5189333333,3.71319999999,-20.6750666667,2.53153333335,-15.7805333333,11.4769333333,-4.74265111112,-11.0548,-5.654
221.98,-0.991000000006,11.1710666667,-23.964,2.97286666666,-21.3514,-0.810800000014,-15.3153333333,12.4325333333,-4.01794444444,-10.8107333333,-3.24326666666
222.36,-4.65753333333,10.8676,-29.7717333333,0.18260000002,-21.644,-1.36999999998,-10.6849333333,11.9635333333,-8.12177555556,-12.0547333333,-2.3744
222.74,-13.4258666667,3.24066666666,-39.6296,-10.1852,-29.8147333333,-5.83339999999,-11.9444,11.3888,-16.48768,-20.2778666667,-10.8333333333
223.11,-53.3333333333,-37.4999333333,-94.8612000001,-46.8054666666,-76.2499333334,-42.6388666667,-48.4721999999,-13.3333333333,-61.1944977778,-65.9721999999,-52.6389333333
223.49,-50.6383333333,-40.0,-93.6171333334,-38.1560666667,-75.3191333333,-39.5744,-40.7092,-8.93613333332,-60.2694888888,-66.2412000001,-53.4752666667
223.87,-71.3513999999,-65.5854,-129.910066667,-56.9369999999,-104.8648,-48.4684666667,-43.9640666668,-13.5134,-93.3754111111,-88.2882666667,-76.7568666668
224.24,-56.2319333335,-51.3044,-92.3188666667,-32.8984666667,-76.3768666667,-31.1594,-25.6522,2.6088,-71.6666422223,-61.0145333334,-54.2028666667
224.62,-45.8620000001,-39.885,-71.1494666666,-25.1723333333,-60.5746,-25.7470666667,-19.3103333334,-1.83906666668,-58.1839711111,-47.4712666667,-38.5057333333
225.00,-112.0368,-110.370133333,-164.074133333,-94.6295333334,-142.962866667,-79.2593333333,-72.7778000001,-51.6666666667,-134.493868889,-119.259133333,-97.5927333333
225.38,-251.0,-259.666666667,-348.333333333,-232.0,-302.333333334,-192.333333334,-181.333333333,-158.666666667,-290.022222222,-262.666666667,-221.0
225.75,-202.133333333,-204.0,-255.466666666,-200.533333333,-239.466666667,-148.533333333,-146.4,-141.6,-226.871111111,-202.933333333,-170.4
226.13,-118.3334,-134.4444,-163.703733334,-135.185133334,-163.148133333,-92.2222666667,-91.1112666667,-89.0741333332,-158.586524445,-129.4444,-101.6666
226.51,-68.6206666666,-94.7126,-99.1954666667,-85.8620000001,-108.5058,-63.6782666667,-62.4136666666,-61.0344,-103.923491111,-88.7358000001,-58.9655333333
226.88,-76.5027999999,-103.606533333,-107.322333333,-93.0054666665,-116.8306,-72.5684,-71.4754666667,-68.7431333333,-109.060111111,-98.5791333333,-67.1039333333
227.26,-19.7100666667,-36.3476666667,-37.8552,-33.6231333333,-44.6377333333,-19.5941333334,-17.4492666667,-17.1015333333,-38.0387422222,-31.4783333333,-16.9856
227.64,-5.35780000001,-17.955,-16.5234666667,-18.3230666667,-24.2944,-5.93039999999,-4.94880000001,-3.19006666667,-18.7552311111,-12.3108,-1.30886666666
228.01,2.08153333333,-8.41626666665,-4.85666666667,-7.90353333333,-10.8898666667,-0.362,0.874800000008,4.16280000001,-7.09392888889,-2.35286666667,4.5552
228.39,0.180133333334,-9.9872,-5.32826666667,-8.98326666668,-11.8147333333,-2.188,-1.62166666667,1.1326,-7.78392666668,-3.86113333334,2.21353333333
228.76,2.36993333333,-5.82500000001,-1.99333333333,-5.44839999999,-7.7298,0.908066666667,0.952466666666,4.14180000001,-4.76552888889,-1.55033333333,4.03099999999
229.14,4.65526666667,-1.55173333333,1.3218,-1.8774,-3.7548,3.0652,3.67806666667,6.57093333333,-1.96730444445,0.651399999993,6.53260000001
229.52,6.5976,1.31266666667,2.608,-0.379800000007,-1.32986666667,4.11046666667,5.5614,8.61833333333,0.423728888888,2.4352,8.06553333333
229.89,7.53913333333,2.38693333333,3.2592,1.33326666667,-0.674933333334,5.21813333333,6.58433333333,9.64613333333,0.855957777778,3.029,9.5144
230.27,7.78546666667,2.7816,4.14913333333,2.29993333333,0.435133333332,6.2782,6.97740000001,9.63493333332,2.45288666666,3.40326666667,9.77466666667
230.65,7.60359999999,2.9492,4.62386666667,2.0738,0.844866666664,6.62053333333,6.75886666666,10.0613333333,2.96012888889,3.80953333333,9.00153333333
231.02,8.43146666666,3.84606666667,5.807,2.86586666667,2.57906666667,7.87326666668,6.75726666665,10.6182666667,3.35652666667,4.46453333334,9.36646666667
231.40,3.82106666666,-0.255866666666,1.7586,-0.367866666666,-1.34293333333,3.40526666667,1.71066666667,6.53886666666,-1.43194444444,-0.255866666665,4.89199999999
231.78,1.70426666667,-2.63986666667,-1.28653333333,-2.08853333334,-3.8596,0.701666666667,-0.334133333334,4.5448,-3.96436222222,-3.30826666667,2.0552
232.15,1.69266666667,-2.26253333333,-1.58893333334,-1.74446666667,-3.8688,0.984466666667,0.086333333332,3.45420000001,-4.18089333333,-3.64426666667,2.4008
232.53,4.73633333333,1.4836,1.64433333333,1.0546,-1.26906666667,3.12773333333,3.11006666667,6.63080000001,-1.42277333333,-0.983066666666,6.1306
232.90,2.68199999999,-1.53246666667,-0.842866666667,-1.62813333333,-3.5058,0.1916,0.287399999998,4.04206666667,-4.12716222222,-3.37166666667,3.69733333333
233.28,3.56413333333,-0.553999999999,-0.369333333332,-0.609466666672,-1.95746666667,0.978733333334,0.720199999992,4.87526666666,-2.66227777778,-2.43766666667,4.09973333333
233.66,1.24426666667,-3.8068,-1.33713333333,-2.80400000001,-4.15973333334,-1.78273333333,-1.67126666666,2.637,-5.82294222222,-4.60546666666,1.41126666667
234.03,2.40973333334,-4.09846666667,-0.879533333335,-2.11086666667,-2.92006666667,-1.91733333333,-1.05546666667,3.53560000001,-4.9377,-4.6966,0.914799999998
234.41,1.87826666666,-4.41626666667,-1.23513333333,-2.63966666666,-3.21486666667,-2.335,-1.40426666666,3.36719999999,-5.70563333333,-4.99153333333,0.101466666666
234.78,2.84773333333,-3.53906666667,-0.493866666667,-0.905400000007,-2.09053333333,-1.08626666667,-0.51026666666,4.24693333333,-4.72870444444,-3.8846,1.36613333333
235.16,3.83173333334,-3.22433333334,-0.233533333334,-0.108999999998,-2.72586666667,-1.26173333333,0.342666666666,4.22119999999,-3.36133333333,-3.48926666667,2.61673333333
235.54,6.57813333334,-1.25366666667,2.46299999999,1.8878,-0.885,1.31273333333,2.3746,6.16513333333,-1.43351777778,-1.41606666667,5.26553333333
235.91,7.5862,0.114866666667,3.18973333333,2.44253333333,0.273000000001,2.4568,3.0172,6.59473333334,-0.036799999998,-0.445400000001,6.0202
236.29,8.50286666666,0.2966,3.99720000001,2.55646666667,0.946133333334,3.48866666666,3.14973333334,7.45753333333,0.829531111112,0.932133333333,6.27126666667
236.66,5.55333333333,-3.17533333333,0.467399999998,-0.948333333331,-1.3608,1.7044,0.164866666667,4.30246666667,-1.74034444445,-1.7044,3.07906666667
237.04,6.07499999999,-2.47206666667,0.026333333334,-0.972933333334,-1.23593333334,2.7614,0.157800000002,5.29920000001,-1.18290666667,-1.51206666667,3.64226666667
237.41,5.04780000001,-4.0952,-0.802666666668,-2.109,-2.3946,2.21773333333,-6.666666e-05,4.68033333333,-2.51554222222,-1.7008,3.06126666667
237.79,4.47619999999,-3.592,-1.4286,-1.72766666667,-1.89113333333,2.68033333333,0.176800000006,5.31966666667,-2.14373111111,-1.00673333333,3.74133333333
238.17,2.37786666667,-5.19593333333,-3.35393333333,-3.4914,-3.54646666667,1.45686666667,-1.63579999999,3.90393333333,-3.61420444444,-2.50173333333,2.43286666667
238.54,2.91586666667,-4.3872,-2.58446666667,-2.59773333333,-2.9026,2.4388,-1.03359999999,5.11599999999,-2.17053555555,-1.9616,2.99533333333
238.92,4.01693333333,-2.27466666667,-1.11326666667,-1.71826666667,-1.91153333333,2.6254,0.375066666666,6.49733333334,-0.777419999999,-0.484066666665,3.8838
239.29,6.05140000001,0.458599999999,1.33106666667,-0.302066666666,0.425133333335,4.7092,2.46086666667,9.17213333333,1.11851333333,1.82313333334,5.33546666667
239.67,6.48093333333,1.29,1.7544,-0.443733333333,0.619199999999,4.91233333333,2.71413333333,10.1446,1.99967333333,2.12593333333,5.51086666667
240.04,7.89713333333,1.89173333333,3.2048,0.578533333332,1.46906666667,5.92293333333,3.70066666667,11.8825333333,2.85916444445,2.8466,6.5196
240.42,7.59300000001,1.31513333333,2.70473333333,-0.322599999998,0.264533333334,4.96293333333,3.30026666667,11.3812,1.93552,1.588,5.59973333333
240.79,8.28420000001,1.8214,2.81233333333,0.116533333335,0.240399999999,4.57566666666,3.65026666667,11.9344666667,2.23192666667,1.55193333334,5.5084
241.17,9.29999999999,2.2414,3.91153333333,1.06606666667,0.924733333333,4.95193333333,4.88133333333,12.9222,3.26576444445,2.45986666667,5.9922
241.54,9.81513333334,2.59733333333,4.3024,1.27886666667,0.903733333333,5.16613333333,4.95593333333,13.6400666667,3.68097333333,2.55173333333,6.06426666667
241.92,10.6625333333,3.03126666667,5.057,1.711,1.47766666666,5.56493333333,5.5344,14.1,4.16499555555,2.7012,6.682
242.29,11.238,3.36386666667,5.52973333334,1.96373333333,1.8228,5.8962,5.88206666667,14.7286666667,4.61267777778,3.10086666667,6.97193333333
242.67,11.6237333333,3.4644,5.59473333333,1.72786666667,1.9042,5.7758,6.01086666667,14.9344,4.79802666667,3.1118,7.0376
243.05,11.7654666667,3.33113333333,5.54733333333,1.6166,2.01213333333,6.04933333333,6.1382,15.221,5.07005333333,2.94033333333,7.09753333333
243.42,11.7409333333,3.14093333333,5.36746666667,1.5268,1.93353333333,5.9492,6.1636,15.4856,5.04223333333,2.6946,7.04293333333
243.80,11.7664,3.05226666667,5.20713333333,1.66973333333,2.14633333334,5.72233333333,6.34033333333,15.6643333333,5.14995111111,2.67866666666,6.82553333333
244.17,11.7558666667,3.0996,4.9362,1.68786666667,2.13853333333,5.34446666667,6.39446666667,15.7822666667,5.05564888889,2.64886666667,6.46686666667
244.55,12.0214666667,3.14086666667,5.11293333333,2.16493333333,2.37406666667,5.4614,6.53166666667,16.2321333333,5.38665555555,2.75133333333,6.71193333333
