wavelength,Back_ConTamm,Belly_ConTamm,Breast_ConTamm,Crissum_ConTamm,Crown_ConTamm,DorTail_ConTamm,Patch10_ConTamm,Rump_ConTamm,Throat_ConTamm,WingTip_ConTamm
214.44,36.3809333333,47.4285333333,53.3715,52.1269333334,49.0794,41.7776,44.1905333333,30.3068444445,30.4761333333,30.3492
214.81,33.5873333333,45.1426666667,54.0381933333,51.9364666667,47.6190666667,43.1112,38.0952666667,27.7035555556,31.4284666667,27.3016
215.19,28.6276,36.1437333333,50.7058933333,47.8430666666,43.3333333333,38.6276,31.0457333333,23.2243333333,26.6013333334,21.3071333334
215.57,28.5803333333,32.5927333333,47.9567266667,46.6048666666,41.6051333333,36.0494666667,28.1482,23.1892444444,26.1728666667,22.2839333333
215.95,28.7654,31.9134666667,51.0245466667,49.3828,44.1358,39.1356666667,28.8888666667,25.6378444444,33.2098666667,25.9258666667
216.32,25.7935333333,38.2539333333,59.1905466665,55.3174666667,43.1747333333,44.2064666667,25.6349333333,20.8200444444,37.1428,22.3808
216.70,15.0236,23.5681333333,49.4083933333,52.0187333334,29.1079333333,36.0564,15.1173333333,3.34891111111,23.1926666666,5.72773333331
217.08,-15.1634666667,3.26806666668,46.5620800001,44.4444000001,12.6798666667,17.2548,-3.39866666667,-21.2200444444,-1.56866666668,-26.6665333334
217.46,7.39839999999,21.6260666667,48.0405533334,46.4228666667,24.4715333333,27.8862,19.1870666667,6.3956888889,15.2846,1.95119999999
217.83,18.4946,31.0394,56.9677133333,50.9678,32.7597333333,37.921,34.6952666667,20.0476666667,23.1541333333,16.8458666667
218.21,14.7368666667,26.1052666666,55.7613466666,48.7018,27.9298666667,31.579,29.7545333333,14.269,18.2456666667,10.5964
218.59,9.49020000002,24.4706666667,56.8862133334,46.9018666667,26.1962666667,30.9804666667,24.3139333334,13.2549111111,12.3922,9.4902
218.97,-0.263266666686,16.0526,50.4210199999,40.7018,16.228,19.6492,19.1228666667,5.90633333333,1.1404,2.98253333334
219.34,-2.73966666667,23.6529333333,51.9268600001,41.0959333333,17.7169333333,20.4566,23.4703333333,5.50988888888,-5.11413333334,3.65286666668
219.72,-12.0773333333,23.9615333333,44.9177399999,27.3429333333,9.95173333331,10.2416,16.1352,-4.28342222221,-16.2318666667,-7.14966666667
220.10,-31.1864666667,14.6891333333,29.2202666667,11.5254,-8.70039999992,-8.9265333334,1.24300000001,-26.2147333333,-43.5027333334,-30.2824666667
220.47,-33.4408666667,-1.07533333331,15.1182866667,6.66660000002,-9.3548666666,-20.5376000001,-6.45166666666,-28.4948222222,-51.3978666666,-37.3117333333
220.85,-31.1906,2.85713333333,20.4405599999,-0.35713333332,0.2382,-22.5000666667,-3.92853333334,-25.3571333333,-57.0238666667,-36.7856666666
221.23,-13.2184,10.0001333333,27.4942866667,8.39086666666,12.9885333333,-3.90813333334,6.20693333331,-15.4405555555,-41.3794,-24.7126666667
221.61,-29.9320666667,1.3604,21.1020133333,-4.21773333332,8.57146666666,-12.9251333333,-5.0338,-32.6075111111,-60.6802,-40.1360000001
221.98,-58.7719333332,-23.6841333334,3.24554,-31.2279333334,-15.7895333334,-37.0174666666,-40.0,-70.1170222223,-95.4385999999,-77.0176
222.36,-60.6203333334,-29.4574666667,-5.8448333332,-40.4649999999,-24.1862,-36.8991333334,-41.3953333333,-67.5968444445,-90.8526666666,-75.0386666667
222.74,-50.6172000001,-26.4197333333,-14.5309133333,-36.9136666666,-22.963,-30.2468666666,-30.0000666668,-54.1563777777,-74.4444000001,-63.7038000001
223.11,-37.7777333333,-9.73533333333,-5.79888,-25.2910666667,-10.1586666667,-14.3915333333,-16.8255333333,-41.5167555555,-54.3916,-44.2328666667
223.49,-27.9228,-2.60866666666,-0.22221333334,-16.5218666667,-5.79720000001,-8.01939999999,-6.85993333334,-27.8904222222,-34.9758,-32.2706
223.87,-36.1904,-11.746,-4.46561333332,-15.2380666666,-7.09,-9.73546666667,-6.0318,-31.3580222222,-34.1799333333,-42.3281333333
224.24,-22.723,-0.469533333347,5.53052666664,-7.51180000002,3.09866666666,-1.22073333333,4.13139999999,-17.6838444444,-16.9952666667,-27.6056
224.62,-16.3888666667,3.05533333333,13.03698,-1.75933333334,8.61113333335,10.5554666667,15.7406,-11.1112888889,-2.87046666669,-17.037
225.00,-13.4848666667,-0.227333333334,13.8408866667,4.394,6.43933333333,7.19706666666,14.4698666667,-7.87877777777,2.2726,-12.0456
225.38,-16.5217333333,0.724533333346,14.43482,2.53613333334,3.33326666665,-2.82600000001,11.8840666667,-7.85035555556,-0.507133333347,-10.8694666667
225.75,-14.2858,1.08846666668,14.66676,2.99313333334,2.78913333333,-5.64613333333,12.3809333333,-7.39231111112,-0.476199999999,-7.347
226.13,-9.73913333335,2.60866666666,15.88984,5.15939999999,7.30433333333,-2.66673333334,14.2029333333,-0.444377777774,3.65213333332,-2.78266666667
226.51,-2.53966666668,6.40193333333,19.33862,11.2698666667,10.2646,4.127,17.5133333334,5.46737777777,8.25406666667,3.43913333334
226.88,3.63186666666,8.60693333334,21.8159066667,13.9304,13.0348666667,6.36826666667,20.7462666667,7.1144,11.8408,9.70160000001
227.26,8.3966,11.941,23.2826533333,14.8102,14.7681333333,10.8016666667,20.7596,10.9706,13.7973333333,13.0802
227.64,2.68946666665,3.7878,18.2423533333,7.84086666667,8.48486666665,8.44713333333,12.3864,4.78531111111,7.72719999999,9.09086666669
228.01,4.0192,7.27273333333,17.8436466667,7.97453333335,8.16573333335,11.834,11.7704,6.90055555556,8.00639999999,11.8022666667
228.39,1.86780000001,5.51720000001,15.9023066667,7.58613333333,6.23566666668,10.3160666667,9.71259999999,5.19142222223,5.57453333333,11.0057333333
228.76,1.72466666668,5.19946666667,12.9059333333,6.74380000001,4.09273333334,9.13766666667,7.18146666668,4.27284444445,2.80559999999,10.0386666667
229.14,0.05013333334,5.03759999999,10.1780066667,3.55906666666,1.30326666665,8.09533333333,5.36353333333,2.29742222222,0.82693333334,7.84460000001
229.52,-0.282733333326,5.58293333334,9.26017333334,2.921,0.424000000007,8.22140000001,4.45226666666,1.24064444444,0.400399999999,7.84453333334
229.89,-2.73146666667,2.91666666667,5.18284,0.347333333326,-2.91666666666,6.06480000001,1.5972,-0.77162222223,-2.19906666667,5.60186666666
230.27,-7.05880000001,-0.576733333334,1.38170666667,-3.96786666667,-7.65859999999,2.4684,-2.46833333333,-4.96735555555,-7.31266666665,1.73006666666
230.65,-8.03166666666,-0.273266666666,0.666619999994,-5.2786,-7.78160000001,2.13873333333,-2.93513333333,-4.92215555556,-7.69059999999,1.29686666667
231.02,-4.77986666667,3.52213333333,3.58493333333,-0.8386,-3.92033333333,5.11539999999,0.775800000008,-1.23682222222,-3.16559999999,3.1028
231.40,-3.09386666667,4.95026666667,4.08378000001,1.17746666667,-1.93606666666,4.96993333333,2.27533333333,0.133044444445,-1.49693333334,4.07186666667
231.78,-1.78966666667,6.84373333333,4.10826,1.55353333333,-1.1602,5.34906666667,4.28719999999,1.06193333334,-1.19953333333,4.44446666667
232.15,-2.2754,6.66666666667,4.1416,1.73660000001,-0.638666666667,4.95019999999,4.59073333334,1.43704444444,-1.85626666667,5.20953333333
232.53,-0.992200000001,7.08333333334,4.63491333333,1.3294,-0.178466666673,5.59526666667,5.0,2.65871111111,-0.674599999998,5.99206666667
232.90,-1.39713333333,6.36713333333,5.32925333333,1.21759999999,-0.039866666674,4.89013333334,5.22953333333,2.48171111111,-1.17766666667,6.6268
233.28,1.3134,7.64179999999,7.21584,3.64173333333,2.40806666667,7.88040000001,7.86073333333,4.96859999999,1.29346666667,8.95526666666
233.66,1.0078,4.99993333334,6.01342666667,3.66280000001,1.9574,6.93793333333,7.69366666667,4.32159999999,0.8722,7.69380000001
234.03,3.72973333333,6.81080000001,7.86851999999,6.10806666667,4.25233333333,8.41433333333,9.2432,6.06004444444,3.74773333333,9.33346666665
234.41,4.70993333333,7.25533333333,8.72214000001,6.64933333332,5.1082,8.53686666667,10.1472,6.52237777777,5.45453333333,9.64493333332
234.78,4.61813333333,5.81593333333,8.55550000001,6.4584,5.38193333333,8.24646666667,10.6770666667,6.49882222224,5.2952,9.30559999999
235.16,3.79226666667,4.12126666667,8.34640000001,5.43733333334,4.60606666667,7.70560000001,9.55846666668,5.92766666667,3.61893333333,8.1212
235.54,3.34226666667,3.04000000001,8.61323333333,5.90233333335,3.6444,8.62226666667,9.22666666667,6.2637111111,2.84446666666,7.89333333333
235.91,4.05946666667,2.76480000001,8.90121333334,7.12166666665,4.392,7.80413333332,9.18633333332,6.97575555557,4.28700000001,9.02880000001
236.29,4.39286666667,1.34379999999,8.51666,6.64940000001,3.4798,7.14906666667,8.5272,5.8628,4.65126666667,8.21693333333
236.66,3.98266666667,1.24660000001,9.19655333334,7.32466666667,4.0692,7.5324,9.02159999999,5.40839999999,3.94786666667,8.38099999999
237.04,3.13513333333,1.49886666666,8.58578,6.61493333333,3.77253333333,7.5624,8.95766666668,4.89811111112,3.27306666667,6.68393333334
237.41,1.9934,1.75893333333,7.51745999999,5.97993333333,2.84746666667,6.11386666667,7.6046,4.00339999999,2.16086666666,6.2982
237.79,2.4478,3.607,7.16582666667,6.13519999999,2.6248,7.27853333333,7.40740000001,4.59477777776,2.54426666666,7.29466666667
238.17,1.25606666667,2.68940000001,6.4041,4.87926666667,1.77133333333,6.37693333335,6.5056,4.39606666665,0.676400000001,6.21566666666
238.54,4.11546666666,5.26946666667,8.1002,7.51700000001,4.085,8.5954,8.38266666667,7.27911111111,3.18913333333,9.17233333333
238.92,4.04826666667,5.02453333333,6.50115333333,6.8082,3.18473333333,8.25213333334,7.33206666667,6.02982222222,2.81686666667,9.44086666668
239.29,2.9008,3.646,4.0851,4.72380000001,1.72986666667,6.66666666666,5.70853333334,4.32462222221,1.5302,8.82226666666
239.67,2.5402,2.86233333333,3.11160666667,3.64313333333,1.5986,5.71246666666,5.03106666667,3.37884444445,1.834,8.40146666668
240.04,1.90306666667,2.62393333333,2.92226,3.55860000001,1.1262,6.11499999999,4.56086666667,2.7966,1.04733333333,7.61266666666
240.42,1.54166666667,2.18473333333,2.2103,2.75646666667,1.20466666667,5.29873333333,4.56366666667,2.22562222222,0.479866666667,7.24866666667
240.79,0.267066666668,0.782599999999,-0.034206666666,0.865533333336,-0.156599999999,4.04233333333,3.18593333333,0.730466666666,-0.745866666666,5.96673333333
241.17,1.30246666667,1.28633333333,1.08592,1.54666666667,1.12333333334,4.80253333333,3.842,1.1612,0.708266666668,7.0574
241.54,1.68493333333,1.46706666667,1.58747333333,1.9898,2.08433333333,4.8874,4.32106666667,1.69217777778,1.51053333333,7.30573333333
241.92,1.7426,1.04693333333,1.90125333333,2.1412,2.7626,5.18066666667,4.56606666667,1.83491111111,2.02633333333,7.34886666667
242.29,2.10553333333,1.41226666667,2.61834,2.74813333333,2.93886666667,5.7506,5.0636,2.10557777778,2.86893333333,7.88813333333
242.67,1.40906666667,0.725799999999,1.94324666667,2.09206666667,2.1654,5.37353333333,4.55626666667,1.3642,2.01906666667,7.30706666666
243.05,1.65173333333,1.10106666667,2.12503333333,2.20826666667,2.4654,5.2184,4.79946666667,1.566,1.89706666667,7.2472
243.42,1.37606666667,0.919400000001,2.15595333333,2.24193333333,2.4436,5.19553333333,4.63833333333,1.39195555556,1.60133333333,6.98700000001
243.80,1.83346666667,1.51746666667,2.631,2.81193333333,2.90566666667,5.61806666667,5.45993333333,2.03271111111,1.78673333333,7.47506666667
244.17,2.2358,1.42213333333,2.92662666667,2.8034,3.37126666667,5.56633333333,5.80613333333,2.507,2.00193333333,7.87240000001
244.55,2.55566666667,2.11546666667,3.37344,3.31606666667,3.54493333333,6.07773333333,5.94626666667,2.98084444444,2.36133333333,8.32466666667
244.92,3.25826666667,2.66233333333,3.80422666667,3.98806666667,3.94526666667,6.58093333333,6.43046666667,3.71984444445,2.86626666667,8.67433333333
245.30,3.13573333333,2.5406,3.41484,3.83106666667,3.54093333333,6.3066,6.20173333334,4.04948888889,2.7208,8.48206666667
245.67,3.3054,2.59406666667,3.55876666667,3.80286666667,3.29613333333,6.51326666667,6.1414,4.00591111111,2.66386666667,8.85633333334
246.05,3.0586,2.44926666667,3.3176,3.27586666667,2.87113333333,6.15973333333,5.93393333333,3.83113333333,2.33013333333,8.52393333333
246.42,3.33326666667,2.81753333333,3.09908,3.391,3.05626666667,6.4588,5.93533333333,3.94542222222,2.49806666667,8.52579999999
246.79,3.46173333334,2.923,3.13173333333,3.39753333333,3.17273333333,6.49893333333,5.84573333333,3.98397777778,2.64813333333,8.58326666667
247.17,3.1554,2.62613333333,2.87560666667,3.0654,2.7958,6.3972,5.38513333333,3.83642222222,2.54946666667,8.45066666667
247.54,3.47773333333,2.9838,3.09355333333,3.26286666667,2.897,6.70826666667,5.66253333333,4.16644444445,2.98366666667,8.83533333333
247.92,3.55926666667,3.0142,3.12848666667,3.27886666667,2.81506666667,6.9656,5.6672,4.21613333333,3.1108,8.87440000001
248.29,3.67753333333,3.3914,3.25307333333,3.44906666667,2.97373333333,7.34313333333,5.85926666667,4.33273333333,3.35473333333,8.90626666667
248.67,3.6286,3.41013333333,3.12607333333,3.50866666667,2.96133333333,7.4722,5.76886666667,4.19233333333,3.2842,8.82833333334
249.04,4.18846666667,4.0266,3.76424,4.10286666667,3.46186666667,7.79926666667,6.159,4.71848888889,3.9346,9.27499999999
249.42,4.00286666667,3.9416,3.48985333333,3.93146666667,3.2298,7.63273333333,5.83293333333,4.41275555556,3.65366666667,9.046
249.79,3.54493333333,3.53773333333,2.89521333333,3.45373333333,2.70253333333,7.41073333333,5.3356,4.0518,3.26773333333,8.40259999999
250.17,3.8078,3.855,2.91302666667,3.7764,2.82353333333,7.69446666667,5.50493333333,4.30535555556,3.40226666667,8.67873333333
250.54,2.91093333333,3.11466666667,2.24854,2.82873333333,2.13993333333,7.01313333333,4.86013333333,3.65753333333,2.6206,7.91853333333
250.92,2.7704,2.85906666667,2.01217333333,2.8544,2.13033333334,7.1058,4.81653333333,3.71417777778,2.51813333333,7.84386666666
251.29,3.64886666667,3.62913333333,2.75476,3.5312,3.03246666667,7.97746666667,5.7812,4.34344444444,3.1744,8.44706666667
251.66,3.9344,3.7904,3.00196,3.86493333334,3.48233333333,8.21646666667,5.89166666667,4.43606666667,3.34826666667,8.49973333334
