wavelength,Back_TiaCanm,Belly_TiaCanm,Breast_TiaCanm,Crissum_TiaCanm,Crown_TiaCanm,DorTail_TiaCanm,Patch10_TiaCanm,Rump_TiaCanm,Throat_TiaCanm,WingTip_TiaCanm
186.39,93.8272666667,57.284,91.2756666667,90.6174666667,60.9874666667,72.0988666667,88.1480666667,82.5514666667,102.880666667,69.7119333333
186.77,94.9742666667,49.3334,94.1537333333,91.5897333333,55.5897333334,70.9744,82.5640000001,81.9486666666,105.0258,63.3845999999
187.15,104.632666667,56.2710666667,105.197733333,103.841866667,64.0678000001,77.853,91.9774,91.9774,114.124266667,68.0225999999
187.53,92.5001333333,44.4794666666,88.1251333333,88.3335333333,56.1459999999,71.2502000001,75.5208,81.5626666667,100.4168,56.9793333333
187.91,76.9443999999,35.8333333334,75.5554666667,74.9073333333,47.7776666667,61.9445333333,60.1852666667,68.0554,88.0555333333,49.4445333333
188.29,71.1794666667,26.8717333334,65.8461333333,76.9231333333,41.3332,57.2308,51.1795333333,58.2564,85.0255999999,48.6153333334
188.67,66.0512666667,21.7435333334,53.5385333333,72.3075999999,34.7692666667,50.7692,40.5128000001,49.8460666667,79.9999333333,41.6411333334
189.05,59.2406666667,27.2573333333,53.6709333333,67.0885333333,37.6371333333,46.4135333333,36.287,45.8228,75.6119333333,39.7467333333
189.43,53.3334666667,32.3906666667,50.5724666667,58.9898666667,39.7306666667,43.0302666667,34.0067333333,44.0403333333,73.6025999999,41.2120666667
189.81,50.9196,34.0805333333,50.4598666667,55.6895999999,40.4021333333,44.5401333333,38.9080666667,43.5056666667,69.6550666667,42.7011333333
190.19,47.0202666667,33.6363333333,43.6869333333,51.2626,37.0201333333,41.5154,38.5352,40.2526,63.6868666666,39.7978666667
190.57,38.5747333333,25.7931333333,33.3793333333,42.7584666667,26.161,32.4599333334,30.3908666667,31.2643333333,52.7357333333,32.9654666667
190.95,31.8204,18.9598666667,27.7541333333,37.4941333334,14.9408666667,24.7280666667,25.5791333333,25.2955333333,45.5791333333,29.078
191.33,32.7913333333,16.6396,24.4986666667,36.9104666667,13.8753333333,22.8184,28.5637333333,22.5474,46.2872,27.7507333333
191.71,37.12,19.8933333334,28.2666666666,37.5466666666,17.0666666667,25.9733333333,34.2933333333,25.6,47.6266666667,28.8
192.09,39.2,24.1066666667,33.3866666667,42.08,22.6666666667,30.3466666666,39.68,28.1066666667,51.0933333333,28.5333333333
192.47,38.5354,24.6464,31.2123333334,40.3030666667,21.6667333333,30.5556,42.0202,28.2828,48.6364,29.4444666667
192.85,37.5062666667,22.5444666667,30.0254,40.4072666667,16.8956666667,27.2264666666,41.7303333333,26.4122,42.9006,26.1577333333
193.23,37.7961333333,21.4876,28.7603333333,42.0936666667,14.3251333333,24.9036,42.5344666667,25.5096666667,43.1404,24.4078
193.61,39.9999333333,22.147,30.8473333333,44.8588,14.9152666667,26.8363333333,47.6836666667,26.5535333333,43.2768,25.3107333333
193.99,50.033,29.769,42.0463333333,58.7457999999,26.9966,37.2276666667,64.9504,38.4159333333,57.2935999999,37.2936666667
194.37,62.2679333333,41.7868666666,51.2027333333,67.8350666667,38.2130666667,44.3299333333,79.3126000001,48.7284666667,69.2095999999,46.1168
194.75,55.2188,35.1514666667,43.9056666667,64.1751333333,32.9293333333,38.1145333333,71.3806,44.7811333333,63.0977333334,40.8082
195.13,46.2963333333,26.8147333333,36.1482,58.4444,23.4813333333,28.2962666667,62.7408666667,32.2221333333,53.4074666667,30.9628
195.51,40.9777333333,10.6666666667,25.5110666667,48.8887333333,10.0444,12.0000666667,59.9110666667,20.2666666667,46.2223333333,22.7555333333
195.89,47.1697333333,4.65406666668,33.3332666667,55.2200666666,8.93080000001,7.16986666666,67.0440666666,15.7231333333,54.8427333333,19.7484
196.27,59.9999333333,-1.8803333334,35.5555333333,64.2734666667,5.47006666667,9.40159999999,81.3676,10.2564,73.6753333334,19.4872666667
196.65,74.0351333333,-36.4912,34.0351333334,88.7719999999,-32.2805333333,-26.3157333334,116.842266667,-16.1402666667,116.140333333,12.2808
197.03,117.333333333,-320.0,-30.6666666666,165.333333333,-272.0,-244.000000001,202.666666667,-200.0,373.333333334,-34.6666666664
197.40,31.4287333333,-265.714333333,-60.9523999999,85.7144000001,-264.7618,-198.095266667,53.3332666668,-222.8572,222.8572,-87.6190666668
197.78,15.9999999999,-91.0,-18.6666666667,51.6666666668,-67.3333333332,-46.0,8.33333333346,-67.6666666668,95.9999999999,-27.0000000001
198.16,14.0741333332,-107.037066667,-22.2222666665,44.8148666667,-89.6296666666,-54.4444,-14.0740666667,-96.6666666667,99.9999333333,-43.7038666666
198.54,37.8946666666,-76.8420666666,-8.7718666666,77.5438666666,-65.9648666667,-12.2807333333,9.82473333326,-34.0351333335,118.596533333,-6.66659999999
198.92,28.8889333333,-37.1110666667,1.55553333334,60.6666666666,-48.4445333333,9.99999999994,-1.77766666666,-13.1111333333,77.5555999999,11.7778666667
199.30,1.86666666674,-82.9333333333,-47.7333333334,45.3333333335,-97.0666666666,-12.2666666667,-44.0000000001,-53.3333333335,62.6666666666,7.9997874991e-11
199.68,-11.1112666666,-84.4444666666,-54.0741333333,30.8641999999,-91.6048666668,-14.5679333333,-52.0987999999,-50.6173333333,45.4321333333,4.44453333341
200.06,6.0464,-50.6976666667,-25.5814,25.5812666666,-47.1318,6.51159999993,-24.0309333334,-24.8062666667,38.1396,16.1240666666
200.44,-3.10073333334,-53.4884,-34.2634,16.5890666667,-48.0621333333,-3.25573333326,-29.3021333334,-33.6433333333,24.9612000001,7.59693333335
200.82,0.93553333334,-35.5556666667,-20.3508666667,11.4618666667,-29.1226,1.05273333334,-16.7252666667,-15.7893333333,25.6140666667,10.0584666667
201.19,-6.53333333332,-50.5333333333,-33.0666666667,7.1054273576e-16,-43.4666666667,-5.60000000006,-32.4000000001,-30.0,12.6666666667,5.2
201.57,-2.10513333334,-36.3743333333,-27.2515333333,0.467800000006,-32.1638,5.84793333334,-20.9356666667,-20.1171333333,13.6842,7.71933333333
201.95,-6.91353333332,-39.9999333333,-33.0865333334,-9.87666666666,-29.1357333333,5.92593333334,-20.2468666667,-26.2962666667,12.8394666667,5.92586666667
202.33,-29.3616666667,-64.6808666666,-56.8794666667,-32.9077333333,-46.8084666667,-8.22693333328,-39.0071333334,-50.6383333333,-8.7944,-8.6524
202.71,-21.1494666667,-50.6896666667,-37.3563333333,-25.4022,-32.9885333333,-6.55173333334,-22.5287333333,-30.3447333333,-7.58626666667,-4.82753333332
203.09,-42.8757333333,-80.7842666666,-67.0587999999,-51.3726,-60.2614,-32.2874666667,-47.9737999999,-57.5164,-33.3334,-30.7190666667
203.47,-88.3334,-139.259333333,-127.2222,-100.370266667,-111.481466667,-75.9258,-94.8148666667,-109.814733333,-86.6666666667,-80.9260000001
203.85,-62.3809999999,-105.555533333,-97.7775999999,-75.7142666667,-79.2063333333,-50.3173999999,-72.0634666667,-82.2222,-67.3016,-56.984
204.22,-91.3130000001,-155.959533333,-147.0708,-108.484933333,-116.5656,-82.4242000001,-111.3132,-121.212266667,-116.3636,-92.1212
204.60,-69.9999999999,-117.777866667,-110.952266667,-77.6190000001,-82.8570666666,-64.7618666666,-82.5396666667,-87.7779333332,-88.2539999999,-69.5238666667
204.98,-62.5758666666,-108.1818,-95.1514666665,-64.2423333334,-70.1515999999,-60.9090666667,-73.7879333333,-72.7272666667,-75.7575999999,-62.4242666668
205.36,-66.5218,-116.087,-94.2028666667,-71.1594000001,-82.1740666667,-78.1159999999,-87.3912,-81.3042666667,-83.4783333333,-70.4348000001
205.74,-43.2624666667,-99.1488666667,-74.7518,-49.0780666666,-61.4184666667,-69.0781333334,-65.9574,-60.9929333332,-61.7021333333,-57.8722666667
206.12,-64.8148666667,-144.444333333,-118.7036,-77.2221333333,-95.9258000001,-101.851733333,-102.777933333,-97.5926000001,-88.5185999999,-99.6296666667
206.50,-41.3952666667,-107.597,-79.3798000002,-50.3876,-58.4495333333,-66.8217333333,-69.1474,-64.031,-55.969,-68.3720666666
206.87,-33.8888666667,-94.5832666667,-71.5277333335,-42.3612,-47.0832666667,-58.8890666667,-55.9722,-52.361,-45.5555333333,-63.6112
207.25,-22.8572,-104.4444,-65.3968000001,-47.619,-52.6984666667,-54.2857333333,-54.7618666666,-42.6982666666,-39.3652,-74.603
207.63,-10.074,-81.0370666667,-46.2220666667,-36.1480666666,-36.0000666667,-32.0001333333,-34.6666,-28.8888000001,-17.6296,-56.5924666667
208.01,-14.6342,-91.2195333332,-44.7154,-43.7398,-46.504,-34.7967333333,-34.3089999999,-31.7073333333,-13.8210666666,-61.6260666666
208.39,-30.5051333333,-133.535466667,-71.5151333335,-75.5552666667,-84.8483999999,-61.0100000001,-67.0708666666,-58.1817333333,-34.5455333333,-80.0000000001
208.77,-133.333333333,-321.1766,-212.9412,-203.921533333,-240.7844,-172.156933333,-196.862733333,-176.470666666,-127.450933333,-221.568666667
209.14,656.0,1238.66666667,914.666666667,880.000000001,1061.33333333,747.999999999,895.999999999,806.666666667,661.333333334,933.333333334
209.52,-181.666666666,-383.888933333,-268.888866667,-242.777866667,-347.7778,-218.888866667,-267.777733333,-239.4444,-197.7776,-252.7778
209.90,-265.926,-528.888933333,-370.3704,-328.148133333,-512.592466667,-288.888866667,-402.222266667,-320.0,-289.629866667,-320.0
210.28,-148.0952,-290.000066667,-179.0476,-167.619,-298.0954,-142.381,-266.6666,-180.476133333,-162.857066666,-144.761933333
210.66,-138.181933333,-201.212133333,-153.9394,-120.909066667,-222.121133333,-126.0606,-194.8484,-155.151466667,-134.8484,-109.394
211.03,-424.444466667,-605.185133333,-510.3704,-389.629533333,-654.814866667,-422.962933333,-578.5186,-488.148133333,-469.629666667,-380.0
211.41,-2063.33333333,-2850.0,-2506.66666667,-2050.0,-3170.0,-1983.33333333,-2753.33333333,-2370.0,-2363.33333333,-2006.66666667
211.79,683.333333333,812.5,752.499999999,613.333333333,910.833333333,623.333333333,804.166666667,734.166666666,715.833333333,624.166666667
212.17,-1462.22213333,-1837.77786667,-1577.77766667,-1226.66666667,-1986.6668,-1291.11126667,-1739.99993333,-1504.44446667,-1511.11113334,-1293.33333333
212.55,-82.2222666667,-112.136733333,-94.3589333333,-55.8974666667,-110.427266667,-52.6496000001,-97.0940666666,-76.2393333335,-76.7521333333,-62.0512666667
212.92,-132.444533333,-170.888933333,-145.333333333,-101.3334,-166.000066667,-91.5555999999,-153.777733333,-120.8888,-126.000066667,-108.444533333
213.30,-136.7816,-176.092,-153.3334,-105.057466667,-166.666666667,-99.3103999999,-150.344733333,-140.229933333,-140.229866667,-132.873533333
213.68,-46.2499333333,-80.2778666667,-71.5278666667,-36.1110666667,-75.8335333333,-26.2500666667,-56.6666,-51.2499333333,-54.8611333333,-56.1111333333
214.06,-25.1283333333,-61.2821333333,-55.6408666667,-19.6154,-57.9487333333,-10.3845333333,-45.0,-32.6922666667,-39.9999333333,-40.7693333333
214.44,-26.0606,-54.7878,-50.6667333333,-18.3030666667,-52.8484,-9.4546,-44.3636,-31.0302666667,-31.2728666667,-33.697
214.81,-13.3332666667,-44.7952666667,-45.3801333333,-0.93573333334,-39.1812666667,-2.10539999999,-32.8654666667,-23.041,-14.6201333333,-20.3508666667
215.19,3.69373333333,-25.7659333333,-27.5676,11.8018666667,-18.2882666667,3.60366666667,-16.8468,-4.14406666666,-1.71166666667,-11.6216666667
215.57,5.00000000001,-19.2063333333,-23.3332,10.9522666667,-15.5554,2.77786666667,-14.6031333333,-7.06360000001,-0.396866666672,-13.0952666667
215.95,9.60786666666,-19.9021333333,-25.4902666667,8.52933333334,-19.804,-3.03920000001,-18.2352,-9.11760000001,-0.392066666674,-18.9215333334
216.32,8.88886666668,-24.9274666667,-31.7875333333,5.314,-23.6715333333,-8.8888,-22.6087333333,-15.2657333333,-0.8696,-25.314
216.70,15.282,-22.4614666666,-33.8461333333,5.641,-18.7692666667,-9.74366666667,-22.7692,-8.51286666667,5.94873333331,-21.5383333333
217.08,-64.7619333333,-140.952466667,-157.380933333,-79.5238,-129.762066667,-120.4762,-142.857066667,-105.000066667,-74.2856666666,-144.762066666
217.46,-250.000066667,-413.333266667,-460.555666667,-283.333333333,-386.1112,-400.000066667,-417.777733333,-339.999866667,-282.777866667,-421.666733333
217.83,-163.333333333,-287.5,-324.166666667,-175.416666667,-260.833333333,-285.0,-300.833333333,-222.5,-178.75,-303.75
218.21,-175.686266667,-276.470666667,-302.745,-199.215733333,-253.725533333,-289.019533333,-298.8234,-214.509866667,-206.666533333,-310.980266667
218.59,-118.8888,-199.259333333,-197.407333333,-144.0742,-181.851933333,-209.259266667,-209.6296,-143.333333333,-152.962933333,-231.1112
218.97,-215.0,-426.666666666,-427.5,-304.166666667,-366.666666667,-422.5,-410.833333333,-250.0,-325.833333333,-436.666666667
219.34,-109.122866667,-205.614133333,-197.192866667,-132.982466667,-169.824666667,-178.245466667,-186.666666667,-112.280733333,-145.614066667,-181.754266667
219.72,-65.8334666667,-136.6666,-126.3888,-64.1666,-95.8332666665,-105.0,-117.777866667,-55.0001333334,-90.8333333333,-110.000066667
220.10,-71.4943333333,-123.678133333,-111.0344,-54.4828,-95.8621333334,-100.919666667,-109.885066667,-57.2413333333,-90.3448000001,-105.057466667
220.47,-12.3404,-44.5390666667,-39.7162666667,1.98579999998,-27.9433333333,-27.6596666667,-35.3192666667,-6.38300000001,-19.1489333333,-26.5247333333
220.85,-0.555600000006,-38.7499333333,-24.1668,12.7778,-13.0555333333,-4.99999999998,-17.9166666667,2.77786666667,-4.30566666669,-13.1946
221.23,-4.30546666665,-45.0000666667,-26.5278,2.08340000001,-17.2222666667,-9.86106666665,-16.25,-4.0278,-10.6945333333,-23.3334
221.61,-16.2602,-62.9269333333,-39.5122666667,-0.975666666666,-25.3658666667,-6.34153333334,-25.3658666667,-10.5690666667,-17.8862,-32.6828666667
221.98,-15.2844666667,-68.4554,-50.5690666667,-7.96746666665,-27.9674666667,2.11386666666,-28.4552,-17.5610666666,-18.2113333333,-28.943
222.36,-10.5796666667,-55.0726,-45.3623333333,-3.47820000001,-19.5653333333,7.10133333333,-24.6375333333,-15.3623333333,-15.0724,-22.3190666667
222.74,-7.20726666668,-54.5945333333,-46.8468,2.70273333332,-14.9548666667,14.955,-23.2432666667,-10.6306666667,-9.36933333336,-25.2251333334
223.11,-23.7037333333,-75.3087333334,-73.0864666667,-26.6668,-33.5803333333,21.2344,-33.3332,-31.3580666667,-24.1975333333,-47.9011333335
223.49,-8.10813333334,-38.5584666667,-35.1350666667,-3.96393333334,-12.973,43.063,-12.0721333333,-16.3964666667,-1.98200000001,-14.0541333333
223.87,10.8197333333,-0.76493333332,-1.8578,12.0219333333,8.85246666667,42.9506,5.683,6.66673333334,8.19680000001,9.39900000002
224.24,17.0,13.5,5.58333333333,15.8333333333,18.0833333333,36.8333333333,13.1666666667,14.5,15.5833333333,15.5833333333
224.62,11.6017333333,8.48480000001,-4.41559999999,7.09946666667,9.61033333333,33.2468,8.13853333332,8.39813333333,2.59733333333,11.0822666667
225.00,14.4445333333,8.49199999999,-3.01586666666,7.06340000001,5.71426666665,25.9524666667,5.0,4.76193333333,-0.15866666666,9.6032
225.38,7.2649333333,-0.769199999999,-15.2990666667,2.22213333335,-3.41879999999,16.5811333333,-5.983,-2.90593333333,-8.9744,4.18800000001
225.75,4.97786666666,-0.622200000007,-14.6666666667,-0.888800000009,-6.66653333333,16.1778666667,-6.48886666666,-4.44433333333,-6.75553333334,7.02233333334
226.13,-0.170933333334,-2.64946666666,-16.9230666667,-4.87179999999,-11.5384,10.3419333333,-10.769,-7.43586666666,-11.9658666667,6.41033333331
226.51,7.90860000001,4.64053333334,-6.73199999998,6.66666666667,-1.6994,11.4378666666,-1.63386666666,4.37900000001,-1.11113333333,13.2678666667
226.88,13.4042,3.68793333333,-7.44673333333,9.14880000001,-0.070866666666,8.51066666667,2.69506666667,7.94326666668,-0.425466666666,16.8084
227.26,7.87873333334,-9.00433333333,-20.4329333333,2.59753333333,-10.2164666667,-2.59739999999,-3.3766,-6.49346666667,-9.52380000001,7.6192
227.64,-5.58333333334,-20.5833333333,-27.75,-2.08333333335,-24.1666666667,-14.25,-16.6666666667,-19.9166666667,-18.9166666667,-2.33333333335
228.01,6.66653333333,-2.41266666666,-6.41260000001,14.0317333333,-6.2222,0.25406666666,-4.12693333332,-3.30160000002,1.20633333333,13.3969333333
228.39,16.5353333333,10.0264,6.40426666667,22.0472,8.084,12.5460666667,7.45426666667,10.6560666667,16.273,25.3543333333
228.76,20.8000666667,15.8666,14.489,25.8666666667,14.489,16.9777333333,15.3777333334,18.1332666667,21.8222666667,28.2220666667
229.14,17.31,13.0994,10.6433333333,21.7934,12.7096,13.0604666667,12.3197333333,15.5166,16.4132666667,19.922
229.52,16.5045333333,11.5674666667,7.63966666667,20.0720666667,11.2432666667,11.6758,9.65753333333,12.1800666667,12.2161333333,15.964
229.89,14.5054666667,7.54586666666,3.73626666667,17.3993333333,7.03306666667,8.93766666665,4.90833333333,8.64466666666,8.7912,14.1026
230.27,15.5554666667,11.1112,5.55553333333,20.2084,9.09713333333,12.6736666667,6.94433333332,11.7361333333,12.2568666667,16.7709333333
230.65,14.6454,10.3545333333,3.36886666667,19.8228666667,8.75879999999,13.4397333333,7.30486666666,11.4894,13.2623333333,16.8083333333
231.02,17.9380666667,12.3712,5.36086666667,22.8523333333,11.8900666667,17.8006666667,11.9930666667,15.7732,17.3539333333,20.7560666667
231.40,18.2564,11.2478,5.36746666667,22.9060666666,12.2734,17.0256,10.8718666667,15.2820666667,16.6495333333,21.2306
231.78,13.2264,6.77359999999,-1.39046666666,18.4313333334,4.88419999999,12.9414,6.77366666667,8.59193333334,9.48306666666,16.1496666667
232.15,13.26,6.95973333334,-2.74726666666,17.9121333333,3.40646666667,12.9670666667,4.79846666667,6.15366666667,8.38826666666,17.0329333333
232.53,16.7766,10.2932,0.842599999995,22.4176,6.08046666667,16.63,8.4248,7.47266666666,11.3918666667,21.8681333333
232.90,16.5765333333,10.0180666667,2.8468,21.3332666667,6.81086666667,15.1352666667,8.28826666667,6.55859999999,13.0451333333,21.2252666667
233.28,13.1216666667,9.73553333334,3.4216,21.0934666667,7.40746666667,15.8026666667,7.16040000001,6.17286666666,11.2522666667,19.8237333333
233.66,10.973,8.73993333333,4.56146666667,18.2136666667,5.5822,16.1723333333,6.69873333334,5.51846666667,8.42100000001,17.0654666667
234.03,11.0058,10.0286666667,8.44826666666,17.8162,7.32759999999,16.5517333333,7.29893333333,8.04586666666,7.44246666668,18.4196666667
234.41,8.83033333333,8.50873333332,6.49120000001,14.766,5.17533333334,14.9415333333,3.45033333333,5.43866666667,2.42693333333,16.2864666666
234.78,8.65766666667,9.47219999999,5.61093333333,14.6606666667,5.00753333333,16.2293333333,4.46453333333,5.55053333334,0.874733333333,15.0529333333
235.16,10.5728,11.6593333333,8.54633333333,16.2702666667,9.33919999999,16.8282666667,6.57866666667,7.57713333333,3.55346666667,16.7989333334
235.54,8.47706666666,12.1265333333,7.35639999999,14.885,8.93673333333,15.6610666667,5.66086666667,5.7758,1.86786666666,14.7988
235.91,7.92800000001,13.9938666667,6.57666666667,14.5345333333,9.5496,16.4565333334,5.10513333333,6.09593333334,2.70266666666,16.8468
236.29,11.5650666667,19.2754,9.18840000001,18.8695333333,13.6521333333,21.5652666667,9.5942,10.9564666667,8.14479999999,21.3042
236.66,17.5206,22.9752,12.5618666667,20.6611333333,17.8236666667,23.0853333333,13.7741333333,14.2423333333,12.81,24.3802666667
237.04,19.0637333333,24.0283333333,11.6028666667,20.5956,20.7658,22.0995333333,13.9574666666,14.1278,13.8724,26.6951333333
237.41,16.8421333333,22.3390666667,7.3976,18.1578666667,18.158,20.0877333333,10.7602,11.2572666667,13.5381333333,23.6842
237.79,18.2352666667,24.5657333333,8.87953333333,19.0755333333,19.4398,21.9888666667,12.605,12.1568,16.9467333333,24.7619333333
238.17,15.7812,21.5365333333,8.2812,16.0937333333,17.3438,20.3125333333,10.4948666667,9.79186666667,16.3802666667,22.9166666667
238.54,14.0351333333,18.6967333333,6.7418,14.4611333333,13.8095333333,18.9224,7.89480000001,8.396,13.1078666667,21.1278666667
238.92,14.6762666667,17.3142666667,6.33093333333,13.6690666667,13.1175333333,18.1534666667,8.24946666667,8.41726666667,13.4771333333,20.8153333333
239.29,15.0165333333,14.9280666667,7.06526666668,14.2635333333,12.4696,17.7186666667,8.34986666667,8.4164,12.9348,20.0886666667
239.67,14.7412,13.1884666667,7.28766666667,13.5610666667,12.1531333333,17.7434666667,8.19866666665,8.1366,11.8012,19.7308666667
240.04,11.3274,9.97053333333,4.95586666667,11.6027333333,9.14446666667,15.1426,5.44726666667,5.15233333333,8.67266666665,17.4238
240.42,9.92126666667,8.83633333333,5.5292,10.4461333333,7.0166,13.3683333333,4.05953333333,4.567,7.6642,16.133
240.79,10.3167333333,8.82346666668,6.89286666666,10.7239333333,7.97893333332,13.0468,4.96213333333,5.47506666667,7.07399999999,16.4403333333
241.17,9.98019999999,7.92073333333,7.43233333333,10.4952,7.77546666667,11.7226,4.858,5.74253333333,6.9968,15.8152
241.54,9.93579999999,8.21946666666,7.43726666667,10.6128666667,8.4998,11.7104,5.429,6.7366,7.44886666667,16.6725333333
241.92,9.93793333332,8.19880000001,7.23606666667,10.7556666667,9.04753333333,11.6976666667,5.82806666667,7.34979999999,8.12633333333,17.0082
242.29,9.81613333333,8.06226666666,7.58126666666,10.4666666667,9.26926666665,11.9848,5.93113333333,7.69446666667,8.15653333333,17.1710666667
242.67,8.42026666667,6.77939999999,6.52773333333,8.78466666666,8.2638,10.8766666667,4.4618,6.36286666667,7.00526666667,15.9722666667
243.05,6.86840000001,5.4898,5.49819999999,7.20480000001,6.80106666667,9.29806666667,3.34593333333,4.95173333333,5.41413333333,15.0903333333
243.42,6.59286666667,5.41053333334,5.6814,6.84726666667,6.67486666666,9.33493333334,3.7274,5.156,5.3858,15.0001333333
243.80,5.7618,4.35046666667,4.68233333333,6.16846666667,5.76166666667,8.59253333334,2.94733333334,4.21746666667,4.57453333333,14.1967333334
244.17,5.44166666667,3.94166666667,4.09166666667,5.79166666667,5.34166666667,7.86666666667,2.60833333333,3.925,4.25833333333,13.8833333334
244.55,4.97926666667,3.61726666667,3.726,5.50553333333,4.86213333333,7.52719999999,2.47293333333,3.64266666667,3.84293333333,13.7678
244.92,4.99793333333,3.4952,4.1262,5.4546,4.17606666667,7.15653333333,2.26653333333,3.34566666667,3.42893333333,13.6322666667
245.30,4.5152,2.86606666667,3.9184,4.89206666667,3.72993333334,6.6038,1.72753333333,2.64626666667,2.70113333333,12.4222666667
245.67,4.10253333333,2.38593333334,3.55393333333,4.9502,3.3974,6.47426666667,1.13946666667,2.43586666667,2.08686666667,12.0086
246.05,3.99493333333,2.8688,4.02033333333,5.15266666667,3.58786666667,6.78126666667,1.41866666667,3.2124,2.27086666667,12.2263333333
246.42,4.5058,3.27206666667,4.55613333333,5.85153333333,4.11493333333,7.31440000001,1.6248,3.875,2.84753333333,12.4734
246.79,4.65193333333,3.2444,4.3752,5.87653333334,4.03453333333,7.3778,1.33826666667,3.75813333333,2.84453333333,12.5727333334
247.17,5.14646666667,3.82693333333,4.7968,6.28213333333,4.4736,7.82446666667,1.62953333333,4.12846666667,3.3028,12.8048
247.54,5.48046666667,4.218,5.13066666667,6.51,4.69646666667,8.25906666666,1.74513333333,4.32646666667,3.67513333333,13.0155333333
247.92,5.94606666667,4.68213333333,5.43346666667,6.77086666667,5.07893333333,8.65906666667,1.96146666667,4.6666,3.92673333333,13.5299333333
248.29,6.13806666667,4.76893333333,5.35466666667,6.73126666667,5.233,8.89899999999,2.17913333333,4.75766666667,3.95893333333,13.4626666666
248.67,6.11786666667,4.9662,5.4262,6.717,5.2444,9.03953333333,2.28406666667,4.68786666667,4.0504,13.7042666667
249.04,5.95226666667,4.98466666667,5.43793333333,6.56866666667,5.2786,9.02220000001,2.25346666667,4.42533333333,4.22526666667,13.7415333333
249.42,6.3368,5.3474,5.48813333333,7.09753333333,5.47493333333,9.22153333334,2.7354,4.47673333333,4.52053333333,14.0413333333
249.79,6.08773333333,5.2678,5.0412,6.7342,4.8674,8.83740000001,2.46006666667,3.90253333333,4.2306,13.5891333333
250.17,6.10353333333,5.6256,5.23253333333,6.74646666667,4.9934,8.89773333333,2.44353333333,4.00533333333,4.28146666667,13.652
250.54,5.49586666667,5.33093333333,4.5718,6.043,4.725,8.3494,2.16533333334,3.25393333333,3.7834,12.892
