wavelength,Back_TiaCanm,Belly_TiaCanm,Breast_TiaCanm,Crissum_TiaCanm,Crown_TiaCanm,DorTail_TiaCanm,Patch10_TiaCanm,Rump_TiaCanm,Throat_TiaCanm,WingTip_TiaCanm
550.32,14.6236,20.7682,8.30706666667,38.7566,12.5970666666,11.171,5.56786666667,15.5296,43.7052666667,15.4900666667
550.66,14.6610666667,20.8200666667,8.35773333333,38.8492,12.6342,11.2116666667,5.5948,15.5603333334,43.8952666667,15.5560666667
551.01,14.6554,20.8369333333,8.3592,38.8888,12.6318666667,11.1935333333,5.5582,15.5661333334,43.9974,15.5641333333
551.35,14.7239333333,20.9594666667,8.4388,39.0467333333,12.71,11.2652,5.5872,15.6485333333,44.2296,15.6462666666
551.69,14.7434666667,20.9458666667,8.47946666667,39.0230666667,12.7221333333,11.272,5.6206,15.6554666666,44.2813333333,15.675
552.03,14.7698,20.9947333333,8.53253333333,39.0572666667,12.7598,11.3141333333,5.6574,15.6916,44.3480666667,15.6883333333
552.38,14.8175333333,21.0302666666,8.54820000001,39.1006,12.7867333333,11.3334,5.6578,15.7045333333,44.4796,15.7442
552.72,14.8143333333,21.0236,8.54600000001,39.0788666667,12.7666,11.3445333333,5.64946666667,15.6736666667,44.5029333333,15.7264666667
553.06,14.8044,21.0300666667,8.5512,39.0999333333,12.775,11.3406666667,5.6316,15.6795333333,44.5712666667,15.7337333333
553.40,14.8697333333,21.1058,8.60993333333,39.2122666667,12.8246666667,11.3546666667,5.6526,15.745,44.7664,15.7985333333
553.74,14.8869333333,21.0806666667,8.59840000001,39.2009333333,12.8160666667,11.3579333334,5.64333333333,15.7434,44.8254666667,15.8185333333
554.09,14.9374,21.1318,8.60673333333,39.2446666667,12.8387333333,11.3996,5.6558,15.7734666667,44.9540666667,15.8347333333
554.43,14.9488,21.1514,8.60553333334,39.2691333334,12.8349333334,11.3914666667,5.67786666667,15.7758666667,45.0389333333,15.8626666667
554.77,14.9753333333,21.1523333333,8.58133333333,39.2898666667,12.8238666667,11.3762666667,5.65613333333,15.7667333333,45.1565333333,15.8563333333
555.11,14.9768,21.1588,8.58666666667,39.3724,12.8556,11.3809333333,5.64433333333,15.7799333333,45.2836666667,15.8708
555.45,14.8946666667,21.1330666667,8.53713333334,39.3482,12.8084666667,11.3258666667,5.5832,15.747,45.2784666667,15.7903333333
555.80,14.8234666667,21.0722666667,8.4812,39.3347333333,12.7650666667,11.2515333333,5.49893333333,15.7106666667,45.3351333333,15.7557333333
556.14,14.7651333333,21.0603333333,8.4374,39.3219333334,12.7332,11.1931333334,5.42466666667,15.6581333333,45.4234666667,15.7041333333
556.48,14.6513333333,20.9429333334,8.32426666667,39.1458666667,12.6415333333,11.1231333333,5.3244,15.5182,45.2972,15.614
556.82,14.615,20.9606666667,8.3234,39.1524666667,12.6456,11.1296666667,5.32066666667,15.5132,45.3236,15.5860666667
557.16,14.6389333333,20.9874,8.34993333333,39.2111333333,12.6888,11.1538666667,5.3454,15.5426666667,45.4075333333,15.6245333333
557.50,14.6241333333,20.9888,8.35233333333,39.2190666667,12.7104,11.1966666667,5.34873333333,15.5538,45.4766,15.6112666667
557.85,14.6013333333,21.0052,8.37706666667,39.2692666667,12.7118,11.232,5.37426666667,15.5463333333,45.4796666667,15.6214
558.19,14.6114,21.0188,8.35766666667,39.2869333333,12.6738666667,11.2202,5.3424,15.5524666667,45.5149333333,15.6356666667
558.53,14.6115333333,20.9825333333,8.39946666667,39.3236666667,12.6966666667,11.2526666667,5.34313333333,15.5583333333,45.6097333333,15.6510666667
558.87,14.6789333333,21.0498,8.42806666667,39.3952,12.7468,11.2912,5.38953333333,15.6058,45.7555333333,15.7014666667
559.21,14.7264666667,21.0837333333,8.44306666668,39.4067333333,12.7564,11.3452,5.4298,15.6572,45.7919333333,15.7240666666
559.55,14.8266,21.1869333333,8.55593333333,39.5508666667,12.8323333333,11.4306,5.51933333333,15.7662666667,45.9837333333,15.8055333334
559.89,14.8828666667,21.2342666667,8.608,39.6168666667,12.8702666667,11.4606,5.5544,15.7912666667,46.1069333333,15.8299333333
560.23,14.9152666667,21.2893333333,8.64906666667,39.6596666667,12.9057333333,11.4933333333,5.6026,15.8178666667,46.1824,15.8856666667
560.58,14.9375333333,21.2920666667,8.63960000001,39.6956666667,12.9117333333,11.4952666667,5.60553333333,15.8326666667,46.2100666667,15.8822
560.92,14.9626666667,21.3785333333,8.65673333334,39.7455333333,12.9518,11.5321333333,5.63573333333,15.8967333333,46.3671333333,15.9206
561.26,14.9302,21.36,8.64193333334,39.7577333333,12.9361333333,11.5489333333,5.62013333333,15.8658666667,46.4371333333,15.9122
561.60,14.9700666667,21.4513333333,8.6706,39.7818666667,12.9766,11.5661333333,5.667,15.9248666667,46.5163333333,15.9515333333
561.94,14.9649333333,21.47,8.6848,39.8108666667,12.9927333333,11.582,5.68333333333,15.9452666667,46.5619333333,15.9569333333
562.28,14.9722,21.4584,8.70100000001,39.7986,13.0194,11.5868,5.69,15.9207333333,46.5752666667,15.9793333333
562.62,14.9933333333,21.5270666667,8.71686666667,39.8403333334,13.0442,11.6234666667,5.7074,15.9472666667,46.6728,15.9838666667
562.96,15.0002,21.5641333333,8.71620000001,39.8542,13.0492,11.6284,5.71206666667,15.9716666667,46.7471333333,16.0279333333
563.30,15.0179333333,21.5571333333,8.73866666666,39.8540666667,13.0538666667,11.6375333334,5.70993333333,15.9774,46.8221333333,16.0414
563.64,15.0119333333,21.5625333333,8.74313333333,39.8081333333,13.0487333333,11.6282,5.679,15.9576666667,46.8428,16.0371333333
563.99,14.9937333333,21.5194,8.71819999999,39.7508666666,13.0046,11.6012,5.6032,15.9146,46.8253333333,16.0001333333
564.33,15.0141333333,21.5438666667,8.69573333334,39.7351333333,13.0201333333,11.6030666667,5.5966,15.9311333333,46.9136,16.04
564.67,15.0452,21.5511333334,8.68259999999,39.7879333333,13.0179333333,11.6257333333,5.5728,15.9219333333,46.9754666667,16.0774
565.01,15.0734666667,21.593,8.70420000001,39.7976666667,13.0353333333,11.6569333333,5.5692,15.9266666667,47.0449333334,16.115
565.35,15.0734,21.6169333333,8.70726666667,39.8384666667,13.038,11.6816,5.56546666667,15.955,47.1136666667,16.1426666667
565.69,15.0258,21.5392666667,8.65500000001,39.7602666667,13.0047333333,11.6645333333,5.535,15.9208,47.033,16.1226
566.03,14.9932,21.5108,8.62939999999,39.7512,13.0009333333,11.6591333333,5.51166666667,15.9014,47.0442666667,16.0694666667
566.37,14.95,21.5142,8.58926666666,39.7286,12.9761333333,11.6666666667,5.48306666667,15.8667333333,47.0543333333,16.0572
566.71,14.9498,21.521,8.58326666667,39.7412,12.966,11.6586666667,5.50846666667,15.8725333333,47.0936,16.0881333333
567.05,14.9668,21.5522,8.61606666667,39.8298666667,13.0098,11.6746,5.56193333333,15.9187333333,47.1756,16.1394
567.39,14.9315333333,21.5311333333,8.63646666667,39.7648,13.0160666667,11.6732666667,5.54886666667,15.9134,47.1211333333,16.1044666667
567.73,14.9530666667,21.6021333333,8.68266666667,39.7961333333,13.0614,11.7265333333,5.60493333333,15.9634666667,47.2425333333,16.1486
568.07,14.9508,21.6092,8.69573333333,39.7991333333,13.0715333333,11.7291333333,5.62393333333,15.9839333333,47.2511333333,16.1298
568.41,14.9431333333,21.5949333333,8.70679999999,39.7752666667,13.0716,11.7154,5.61806666667,15.9743333333,47.2752,16.1456
568.75,14.9572666667,21.6490666667,8.74120000001,39.8342666667,13.0753333333,11.7139333333,5.62666666667,15.99,47.4075333333,16.1709333333
569.09,14.9602666666,21.623,8.74920000001,39.7708,13.0632,11.7084,5.64133333333,15.9752,47.3912,16.2025333333
569.43,14.9930666667,21.6509333333,8.79273333333,39.814,13.0863333333,11.7152666667,5.6592,16.0496666667,47.4897333333,16.2316666667
569.77,15.0043333333,21.7078,8.82006666667,39.8634666667,13.1349333333,11.7602,5.65973333333,16.0814666667,47.5932666667,16.2834666667
570.11,15.0182666667,21.743,8.83686666667,39.8659333334,13.1726,11.7690666667,5.64686666667,16.0856666667,47.7026666667,16.2934
570.45,15.0134,21.7306,8.82220000001,39.8538666667,13.1437333333,11.7701333333,5.65633333333,16.0536,47.7029333333,16.2945333333
570.79,14.9590666667,21.6672,8.82333333333,39.7485333333,13.1077333333,11.7324666667,5.64766666667,16.0279333333,47.6099333333,16.266
571.13,14.9371333333,21.6721333333,8.80160000001,39.7362666667,13.0949333333,11.7515333333,5.64326666667,16.0124,47.6517333333,16.2892
571.47,14.9456666667,21.6986,8.8132,39.7430666667,13.1183333333,11.7638,5.67646666667,16.03,47.7032,16.2801333333
571.81,14.9351333333,21.689,8.80026666667,39.7434,13.1262666667,11.7512,5.65913333333,16.0232666667,47.7162,16.2845333333
572.15,14.9574666667,21.7466666667,8.84133333333,39.7486666667,13.1452,11.7994,5.66373333333,16.0578666667,47.7904666666,16.3212
572.49,14.9808,21.7636666667,8.84446666666,39.7305333333,13.1612,11.8357333333,5.69413333333,16.0764,47.7789333333,16.3602666667
572.83,14.9705333333,21.7618,8.84633333334,39.7323333333,13.1408666667,11.8281333333,5.70193333333,16.0878,47.8384666667,16.3588
573.17,14.9330666667,21.7355333333,8.81813333333,39.6616666667,13.0937333333,11.8136,5.682,16.0715333333,47.8071333333,16.3567333333
573.51,14.9495333333,21.7618,8.81126666667,39.6838666667,13.1073333333,11.8298,5.6894,16.0946666667,47.8864666667,16.3764666667
573.85,14.9788,21.7756666667,8.80086666667,39.7398666667,13.1246,11.8428666667,5.66866666667,16.0784,47.9387333333,16.3806
574.19,15.0203333333,21.8105333333,8.83160000001,39.8046666667,13.1529333333,11.8492666667,5.67646666667,16.1061333333,48.0372666667,16.4179333333
574.53,15.0585333333,21.8557333333,8.86313333333,39.8663333333,13.1842,11.875,5.6958,16.1292,48.1654,16.4631333333
574.87,15.0757333333,21.8739333333,8.896,39.867,13.2106666667,11.9030666667,5.713,16.1452,48.2089333333,16.4941333333
575.21,15.0896,21.884,8.87493333333,39.912,13.2016666667,11.8870666667,5.7212,16.1549333333,48.2600666667,16.4984
575.55,15.0701333333,21.8684,8.89066666667,39.9679333333,13.2008,11.8651333333,5.70046666667,16.1255333333,48.3466,16.4846666667
575.89,15.0962,21.8656,8.90946666667,39.9566666667,13.2375333333,11.9059333333,5.73686666667,16.1542666667,48.3385333333,16.505
576.22,15.1208,21.9036,8.93673333333,40.0054666667,13.2656666666,11.944,5.75133333333,16.1598666667,48.3799333333,16.5006
576.56,15.1456,21.9176666667,8.96700000001,40.0774666667,13.2878,11.9265333333,5.762,16.1628,48.4574,16.506
576.90,15.1112666667,21.9378,8.95406666667,40.0725333333,13.2811333333,11.9093333333,5.74506666667,16.1795333333,48.5397333333,16.4999333333
577.24,15.0874,21.9158666667,8.91093333333,40.0586666667,13.2708,11.9064,5.7236,16.1534,48.5359333333,16.4728666667
577.58,15.0279333333,21.8848666667,8.86253333333,40.0228666667,13.2516,11.8775333333,5.6772,16.125,48.4764,16.4654
577.92,15.0491333333,21.9064666667,8.86626666667,40.0796666667,13.2569333333,11.9016,5.71686666667,16.1469333333,48.5258,16.4724666667
578.26,14.9956,21.8658,8.82719999999,40.0651333333,13.257,11.868,5.68666666667,16.1097333333,48.5016,16.4446666667
578.60,14.9701333333,21.8778,8.80433333333,40.0145333333,13.2526666667,11.8516,5.67033333333,16.0910666667,48.4594,16.4195333333
578.94,14.9982,21.9255333333,8.83066666667,40.0571333333,13.2934,11.8574,5.68573333333,16.0805333334,48.5002,16.4464
579.28,15.0008,21.8946,8.8016,40.0581333333,13.3136,11.8698666667,5.69926666667,16.0659333333,48.4466,16.4304666667
579.61,15.0161333333,21.9359333333,8.85013333333,40.0606666667,13.3575333333,11.9537333333,5.74586666667,16.1102666667,48.4773333333,16.4700666667
579.95,15.0528,21.9672666667,8.87940000001,40.1732,13.4054,12.0059333333,5.79753333333,16.143,48.5337333333,16.5403333333
580.29,15.0914666667,22.0315333333,8.95873333333,40.1794,13.4486,12.0456666667,5.8634,16.1998,48.5363333333,16.5855333333
580.63,15.0941333333,22.0309333333,8.946,40.1650666667,13.4206,12.0580666667,5.88153333333,16.2078666667,48.5634666667,16.5512666667
580.97,15.0754,22.0497333333,8.96206666667,40.1682666667,13.4384666667,12.0763333333,5.86566666667,16.2234,48.5990666667,16.5474
581.31,15.1028666667,22.1342666667,9.00933333334,40.2438666667,13.4558666667,12.13,5.90786666667,16.2636,48.7131333333,16.5732
581.65,15.1147333333,22.1406,9.00866666667,40.2364,13.4636666667,12.1424,5.93446666667,16.2742,48.8158666667,16.5841333333
581.98,15.1492666667,22.2052,9.04153333333,40.3288666667,13.5022666667,12.1898,5.9608,16.3302,48.9904,16.6361333333
582.32,15.1548666667,22.2348,9.04499999999,40.2994,13.493,12.1987333333,5.97226666667,16.3564666667,49.0614666667,16.6616
582.66,15.1574666667,22.2828666667,9.06953333334,40.3761333333,13.476,12.2177333333,5.9844,16.385,49.1684666667,16.7278
583.00,15.1452666667,22.3089333333,9.0806,40.2877333333,13.4746,12.2320666667,6.01513333333,16.3913333333,49.1440666667,16.7328666667
583.34,15.1384,22.2684666667,9.08753333334,40.3063333333,13.4580666667,12.2340666667,5.99833333333,16.3848666667,49.2329333333,16.7301333333
583.68,15.1799333333,22.2995333333,9.11780000001,40.3816666667,13.4768666666,12.2584,6.0002,16.4072,49.3534666667,16.7848666667
584.01,15.2004,22.3080666667,9.0888,40.3996,13.4747333333,12.2400666667,5.98633333333,16.3748,49.445,16.8264666666
584.35,15.3043333333,22.3885333333,9.14846666667,40.4994,13.5448,12.3177333333,6.037,16.4594,49.5756,16.9299333333
584.69,15.299,22.4206,9.19160000001,40.4981333333,13.5484,12.3176,6.02,16.4608,49.5004,16.9424666667
585.03,15.1859333333,22.2612666667,9.07406666667,40.3004666666,13.4018666667,12.2048666667,5.8752,16.3145333333,49.3304,16.8142
585.37,15.161,22.2663333333,9.07226666667,40.3665333334,13.3917333333,12.1919333333,5.8424,16.3228,49.4328,16.8511333333
585.70,15.1674666667,22.2842,9.04513333332,40.3684,13.4352,12.1547333333,5.8164,16.3223333333,49.4518,16.851
586.04,15.1804666667,22.2751333333,9.03933333334,40.4316,13.4206,12.1288,5.78146666667,16.3327333333,49.5144,16.8306666667
586.38,15.1533333333,22.2743333333,9.01013333334,40.4031333333,13.416,12.0978666667,5.74433333333,16.319,49.493,16.8093333333
586.72,15.1440666667,22.2893333333,9.02093333333,40.3800666667,13.4189333333,12.0969333333,5.74166666667,16.3272666667,49.4930666667,16.7902666667
587.06,15.2214,22.3559333333,9.119,40.3861333333,13.4662,12.1952666667,5.8104,16.4164666667,49.5093333333,16.8591333333
587.39,15.0875333333,22.252,8.99853333334,40.3002,13.3677333333,12.0914666667,5.70726666667,16.2911333333,49.5096666667,16.7624
587.73,15.1094666667,22.228,8.96466666666,40.3354666667,13.3633333333,12.1328666667,5.73066666667,16.2947333333,49.5539333333,16.789
588.07,15.1206,22.281,8.97246666666,40.3834,13.3912666667,12.1424,5.71946666667,16.327,49.6203333333,16.7998
588.41,15.1118666667,22.2886666667,8.98893333333,40.4011333333,13.3854,12.1619333333,5.73433333333,16.3053333334,49.6526,16.7862666667
588.74,15.1348666667,22.3124,9.00933333333,40.3775333333,13.3742666667,12.1915333333,5.7162,16.3174666667,49.699,16.7759333333
589.08,15.1608666667,22.3574666667,9.02593333333,40.3466,13.3610666667,12.2281333333,5.7106,16.3238666667,49.7058,16.7584
589.42,15.1885333333,22.4205333333,9.06866666667,40.3965333333,13.3996,12.2832666667,5.7502,16.3478666667,49.78,16.7846666666
589.76,15.1817333333,22.4584666667,9.09413333333,40.3930666667,13.4174666667,12.2948,5.77753333333,16.3628,49.8426666667,16.7988666667
590.09,15.1263333333,22.4384666667,9.03906666667,40.4064,13.3978,12.2634,5.73406666667,16.2969333333,49.8208666667,16.7068
590.43,15.2778,22.5694666667,9.178,40.5228666667,13.5368666667,12.4138,5.84446666667,16.4359333333,49.9556,16.8092666667
590.77,15.2395333333,22.5734666667,9.1854,40.4881333333,13.5198,12.3730666667,5.80806666667,16.3952666667,50.003,16.7421333333
591.11,15.2628666667,22.6128666667,9.21506666667,40.5617333333,13.5512,12.4268666667,5.86313333333,16.4366,50.0676666667,16.7782
591.44,15.3670666667,22.7064666667,9.2816,40.6107333333,13.6314666667,12.4532666667,5.9418,16.5256666667,50.1314666667,16.8505333333
591.78,15.4099333333,22.7894666667,9.35520000001,40.7132666667,13.7018666667,12.5291333333,6.04893333333,16.591,50.2211333333,16.955
592.12,15.3636666667,22.7313333333,9.27893333333,40.6706666666,13.6805333333,12.4946,6.0384,16.5608,50.2106666667,16.9302666666
592.46,15.3778,22.7312666666,9.26293333334,40.6917333333,13.6833333333,12.5252,6.06513333333,16.5444,50.2462,16.9511333333
592.79,15.4337333333,22.7999333333,9.30566666667,40.8081333333,13.741,12.5901333333,6.079,16.584,50.3502666667,17.0121333333
593.13,15.4550666667,22.8302666667,9.31513333333,40.8358,13.7567333333,12.5981333333,6.082,16.6108666667,50.4676666667,17.0760666667
593.47,15.339,22.7682,9.23406666667,40.7913333333,13.636,12.505,5.96833333333,16.5236,50.3923333333,17.0185333334
593.80,15.3295333333,22.7158,9.16386666666,40.7660666667,13.5738,12.4672666667,5.922,16.484,50.3770666667,16.9886666666
594.14,15.331,22.7592666667,9.21380000001,40.7544666667,13.5966,12.4965333333,5.93053333334,16.5128,50.4140666667,16.9931333333
594.48,15.2906666667,22.7278666667,9.19566666667,40.6780666667,13.5683333333,12.4674,5.85873333333,16.4717333333,50.4504,16.9678666667
594.81,15.2407333333,22.6581333333,9.09666666666,40.6167333333,13.4918,12.4287333333,5.7686,16.4081333333,50.4189333333,16.8986
595.15,15.3386,22.7561333334,9.22726666667,40.6832,13.6196,12.5504666667,5.83753333333,16.4826666667,50.4900666667,17.0316
595.49,15.3318,22.7688,9.21546666666,40.672,13.5814666667,12.4962,5.74513333333,16.475,50.5779333333,17.0273333333
595.82,15.3315333333,22.7371333333,9.21093333333,40.6467333333,13.5841333333,12.4924,5.74666666667,16.5099333333,50.5516666667,17.0274666667
596.16,15.3373333333,22.7677333334,9.24153333333,40.6246,13.5912,12.5169333333,5.78693333333,16.5343333333,50.5295333333,17.0261333333
596.50,15.4341333333,22.8672666667,9.32280000001,40.6803333333,13.7063333333,12.6164666667,5.8894,16.6255333333,50.6422666667,17.1524
596.83,15.5538,23.0233333333,9.46646666666,40.8360666667,13.8542,12.7585333334,5.99546666667,16.769,50.7652666666,17.3140666667
597.17,15.6370666667,23.0909333333,9.51793333335,40.9588666667,13.9326666667,12.8038,6.0352,16.8091333333,50.8945333333,17.4218
597.51,15.6539333333,23.1243333333,9.54293333333,41.0508666667,13.9564,12.8443333333,6.07686666667,16.8514,50.9341333333,17.453
597.84,15.6771333333,23.1669333333,9.61506666665,41.1134,13.9974666667,12.8770666667,6.10426666667,16.8742666667,51.019,17.4928
598.18,15.6008666667,23.1271333333,9.55826666665,41.0999333333,13.9192,12.7695333333,6.05186666667,16.8302,51.0706666667,17.4554666667
598.52,15.5674,23.0898666667,9.55526666667,41.0445333333,13.9368666667,12.8028,6.10133333333,16.8103333333,50.9394,17.4622666667
598.85,15.6207333333,23.1823333333,9.59453333333,41.1366,13.9790666667,12.8794666667,6.16206666667,16.8298,51.0687333333,17.5512666667
599.19,15.5894666667,23.1355333333,9.55866666667,41.1181333333,13.9509333333,12.8331333333,6.1168,16.7913333333,51.0523333333,17.5512666667
599.53,15.5888666666,23.1289333334,9.59280000001,41.1468,13.9628666667,12.8355333333,6.13573333333,16.7894666667,51.0554666667,17.5076
599.86,15.4758,23.0640666667,9.50413333334,41.0678,13.9154,12.7788,6.09713333333,16.726,51.0426,17.424
600.20,15.4308,23.0232666667,9.43566666667,40.9944666667,13.8616666667,12.7503333333,6.079,16.7099333333,50.9512666667,17.3279333333
600.53,15.5084666666,23.0938,9.47873333334,41.0037333333,13.934,12.8422,6.1532,16.7488666667,50.9711333333,17.3926
600.87,15.5445333333,23.0956,9.51613333332,40.9766666667,13.9929333333,12.8804,6.1928,16.8102,50.9108666667,17.3806666667
601.21,15.5308,23.0848,9.51366666667,40.9402666666,13.9832666667,12.938,6.17726666667,16.7880666667,50.8878,17.3689333333
601.54,15.5832666667,23.1778666667,9.56820000001,41.0779333333,14.0213333333,12.9702666667,6.1766,16.8866,51.1314666667,17.4204666667
601.88,15.499,23.1435333333,9.51906666667,40.9936666667,13.9318666667,12.8994666667,6.0714,16.8168,51.1111333333,17.3418
602.21,15.4722666667,23.1344666667,9.46246666668,40.9075333333,13.9042,12.8522666667,6.011,16.7456666667,51.0443333333,17.3037333333
602.55,15.4926666667,23.1637333333,9.41986666665,40.9444666667,13.8739333333,12.8572,5.9492,16.7724,51.1258666667,17.3177333333
602.88,15.5244,23.1844666667,9.45633333334,40.9234,13.861,12.8499333333,5.9366,16.7866,51.1514,17.3448
603.22,15.5264666667,23.2482666667,9.46100000001,40.9582,13.8494666667,12.8447333333,5.9338,16.7800666667,51.2572666667,17.3751333334
603.56,15.4917333333,23.2054,9.42713333333,40.9693333333,13.7992,12.7932666667,5.8756,16.7358,51.3196,17.3831333333
603.89,15.5096,23.2606666667,9.42613333332,41.0178,13.8023333333,12.8117333333,5.8928,16.7191333333,51.3913333333,17.4318666667
604.23,15.5724,23.3216666667,9.44966666666,41.0849333333,13.8656,12.8310666667,5.89993333333,16.7604,51.4794,17.4726
604.56,15.6172,23.3794666667,9.47919999999,41.1192666667,13.8943333333,12.8682,5.92706666667,16.7583333333,51.5146666667,17.5092
604.90,15.6004666667,23.3330666667,9.47413333333,41.0718,13.9225333333,12.8549333333,5.93953333333,16.7436666667,51.3964,17.5055333333
605.23,15.6292666667,23.4075333333,9.53646666666,41.2428666666,13.9646,12.9214666667,5.96606666667,16.8440666667,51.5724,17.5734
605.57,15.593,23.3838666667,9.55333333333,41.1886,13.9785333333,12.9360666667,5.96293333333,16.7933333333,51.492,17.5809333333
605.90,15.6157333333,23.4355333333,9.56800000001,41.2898,14.0038,12.9863333333,5.98013333333,16.8150666667,51.5718666667,17.6314666667
606.24,15.6094,23.4131333333,9.57746666667,41.2764,13.9802,12.9996,5.96806666667,16.7950666667,51.5693333333,17.6194666667
606.58,15.594,23.4364,9.5796,41.2998666667,14.0143333334,13.0011333333,5.9572,16.8114666667,51.5178666667,17.6251333333
606.91,15.5492,23.3988,9.54686666668,41.2649333333,13.9632,12.9676666667,5.89406666667,16.8173333334,51.5182666667,17.5808
607.25,15.5236,23.3607333333,9.51439999999,41.2274,13.9169333333,12.9464666667,5.87073333333,16.77,51.4251333333,17.5154666667
607.58,15.5378,23.3262666667,9.53333333333,41.2396,13.9421333333,12.9863333333,5.88973333333,16.801,51.3936666667,17.5181333333
607.92,15.5721333333,23.3459333333,9.5372,41.2534,13.9196,12.989,5.85706666667,16.8099333333,51.4160666666,17.5260666667
608.25,15.5916,23.3177333334,9.53799999999,41.1723333333,13.9377333333,12.9865333333,5.86553333333,16.7720666667,51.3400666666,17.5194
608.59,15.5868666667,23.3183333333,9.52953333334,41.1633333333,13.9104666667,12.9591333333,5.90146666667,16.7842666667,51.3282666667,17.5398666667
608.92,15.587,23.2909333333,9.50420000001,41.1357333333,13.9069333333,12.9602,5.90253333333,16.7727333333,51.2666,17.537
609.26,15.5965333333,23.2770666667,9.53326666666,41.0953333333,13.9494666667,12.9657333333,5.94246666667,16.7748666667,51.1987333333,17.6074
609.59,15.5261333333,23.2166666667,9.5162,40.9674,13.8787333333,12.9643333333,5.94953333333,16.7114,51.0749333333,17.5166666667
609.93,15.5160666667,23.1887333333,9.56246666667,40.8348,13.8934,12.9738,6.0232,16.6983333333,50.9396,17.5627333333
610.26,15.5844666667,23.2595333333,9.65046666667,40.9064666667,13.9575333333,13.0952,6.12026666667,16.7735333333,51.0155333334,17.6988
610.60,15.4968666667,23.2090666667,9.60679999999,40.8262666667,13.9029333333,13.0418,6.14453333333,16.728,50.9245333333,17.6788666667
610.93,15.5834666667,23.2798,9.68486666667,40.8962,13.9993333333,13.1782666667,6.27853333333,16.8179333333,50.9823333333,17.7873333333
611.27,15.572,23.2936666667,9.7158,40.8946,14.0310666667,13.2153333333,6.34093333333,16.8459333333,51.0006666667,17.8007333334
611.60,15.5496,23.2710666667,9.71999999999,40.8407333334,14.0585333333,13.2020666667,6.32886666667,16.7940666667,50.9405333333,17.7787333333
611.93,15.5488666667,23.2922666667,9.75220000001,40.8271333333,14.0693333333,13.1997333333,6.36233333334,16.8008666667,50.9636666667,17.7797333333
612.27,15.56,23.2877333333,9.76546666668,40.7858,14.0944,13.2445333333,6.37026666667,16.7982666667,50.9172666667,17.7518666667
612.60,15.6979333333,23.4583333333,9.88919999999,40.9761333333,14.2268666667,13.3962,6.45373333333,16.9182666666,51.135,17.9398666667
612.94,15.8248,23.6052666667,9.95013333333,41.1803333333,14.3436,13.5036,6.531,17.0256,51.3381333333,18.0465333333
613.27,15.7656,23.5884,9.95459999999,41.1218,14.3438666667,13.4440666667,6.54426666667,17.0118666667,51.3240666667,17.9763333333
613.61,15.8081333333,23.6061333333,9.94579999999,41.0904666667,14.3516,13.4447333333,6.5042,17.0198,51.3589333333,18.0042
613.94,15.7222,23.5666666667,9.90173333333,41.039,14.2825333333,13.3774666667,6.438,16.9404,51.3141333333,17.9452
614.28,15.7715333333,23.6312666667,9.94313333333,41.0878,14.2835333333,13.4418,6.45293333333,16.9711333334,51.396,18.0055333334
614.61,15.8445333333,23.7396,9.9834,41.2077333333,14.3181333333,13.4940666667,6.471,17.0637333333,51.5648666667,18.0162
614.94,15.8492,23.7862,9.99086666667,41.2874,14.3314,13.5057333333,6.429,17.0747333333,51.68,18.0068666667
615.28,15.9215333333,23.8724666667,10.0826,41.4852,14.3717333334,13.5750666667,6.46553333333,17.1770666667,51.8352666667,18.0797333333
615.61,15.9277333333,23.8621333334,10.0796,41.5254666667,14.3512666667,13.5602,6.42913333333,17.1808666667,51.8924666667,18.0828666667
615.95,15.7978,23.7367333333,9.96426666666,41.4702666667,14.2831333333,13.4670666667,6.2716,17.0594666667,51.8422,17.9573333333
616.28,15.8637333333,23.8032666667,10.0181333333,41.6092666667,14.3261333333,13.5316666667,6.30446666667,17.113,51.9726,18.0982666667
616.61,15.9532666666,23.9654,10.1584,41.7645333334,14.4358,13.6418,6.40053333333,17.2283333334,52.1332,18.1762666667
616.95,16.0618,24.0456,10.2216,41.8796666667,14.4811333333,13.7044,6.43246666667,17.3110666667,52.3078666667,18.2355333333
617.28,16.1312,24.1227333333,10.2696,41.9978,14.5604666667,13.7567333333,6.4506,17.3747333333,52.4959333333,18.3285333333
617.62,16.1508,24.1408,10.3136666667,42.0484666667,14.609,13.8124666667,6.45653333333,17.4073333333,52.5728,18.422
617.95,16.1650666667,24.1568666667,10.3487333333,42.0287333333,14.6432,13.8612666667,6.4858,17.4434666667,52.5659333333,18.4836
618.28,16.0934666667,24.1083333333,10.272,41.9179333333,14.5921333333,13.8211333333,6.45326666667,17.3920666667,52.4756,18.4657333333
618.62,16.0390666667,24.0786666667,10.1871333333,41.85,14.5388,13.7246,6.42306666667,17.3061333333,52.4046666667,18.3802
618.95,15.9995333333,24.0576,10.1094666667,41.8690666667,14.4344,13.6675333333,6.31193333333,17.2418,52.4544666667,18.3113333333
619.28,16.0408666667,24.0679333333,10.1051333333,41.8544666667,14.4734666667,13.6826,6.34013333333,17.2611333333,52.4322,18.2915333333
619.62,16.0241333333,24.0252666667,10.0159333333,41.8415333333,14.4332,13.6518,6.27713333333,17.1867333333,52.4282,18.245
619.95,15.8898666667,23.9457333333,9.90246666665,41.7941333333,14.3661333333,13.5394666667,6.174,17.0808666667,52.4098666667,18.1342666667
