wavelength,Back_SalAtpm,Belly_SalAtpm,Breast_SalAtpm,Crissum_SalAtpm,Crown_SalAtpm,DorTail_SalAtpm,Patch10_SalAtpm,Patch11_SalAtpm,Rump_SalAtpm,Throat_SalAtpm,WingTip_SalAtpm
247.17,1.110933333,4.498966667,3.626766667,3.489733333,1.863766667,6.803533333,3.3736,2.446466667,2.630933333,4.883466667,9.747033333
247.54,1.450533333,4.7446,4.0868,4.1112,2.367566667,7.286,3.773266667,2.9004,2.828466667,5.1448,10.35996667
247.92,1.937933333,5.047966667,4.790933333,4.385666667,2.6894,7.701133333,4.3574,3.4814,3.353333333,5.8208,10.58843333
248.29,2.139666667,5.312933333,5.012033333,4.501933333,2.828466667,7.835466667,4.364933333,3.5806,3.3966,6.1416,10.61386667
248.67,2.038666667,5.502933333,5.0789,4.3112,2.785066667,8.078,4.6192,3.528866667,3.180866667,5.8732,10.66543333
249.04,1.3502,5.504833333,4.883533333,3.938933333,2.161066667,7.668666667,3.941333333,2.823733333,2.317533333,5.370933333,10.2938
249.42,0.569466667,5.187,4.395766667,3.585933333,1.4839,6.9784,3.385666667,2.4252,1.879933333,4.941733333,9.5789
249.79,0.407666667,5.251433333,4.591666667,3.852466667,1.799833333,6.872266667,3.383333333,2.543666667,1.691533333,5.104333333,9.7406
250.17,0.475666667,5.6842,5.0664,4.281266667,2.183633333,6.919866667,3.7402,3.017266667,2.255133333,5.289533333,10.20036667
250.54,-0.222533333,5.174366667,4.583866667,3.408466667,1.819966667,6.376333333,3.291666667,2.003066667,2.035866667,4.8932,9.774266667
250.92,-1.2458,4.411466667,3.6671,2.570466667,0.6892,5.3096,2.304933333,1.010933333,0.868466667,4.133066667,8.491866667
251.29,-1.275133333,4.4614,3.567733333,2.511466667,0.596233333,4.7874,2.08,1.0046,0.545933333,4.3694,8.2893
