wavelength,Back_ButExim,Belly_ButExim,Breast_ButExim,Crissum_ButExim,Crown_ButExim,DorTail_ButExim,Patch10_ButExim,Patch11_ButExim,Patch12_ButExim,Patch13_ButExim,Rump_ButExim,Throat_ButExim,WingTip_ButExim
183.35,-358.75,-364.5833333,-321.6666667,-365,-410,-342.7083333,-364.5833333,-345,-406.6666667,-321.25,-355.4166667,-300,-315.8333333
183.73,1213.333333,1168.333333,1084,1174.666667,1329.333333,1150,1142.666667,1142.666667,1313.333333,1070.666667,1185.333333,947.3333333,1058.666667
184.11,404.1024,400.6409583,390.2564,395.3848,477.9486667,406.1538333,398.4615333,360.5128667,451.2819333,389.2307333,395.8973333,318.7179,361.0254667
184.49,202.3077333,206.0898333,200.2564,203.3333333,230.7690667,200.3847333,200,173.0769333,229.4872,207.1794667,196.9231333,163.2050667,185.3846
184.87,294.7368667,303.7280833,288.4212,287.0177333,329.1228,287.3684667,300.3508667,238.9473333,323.8597333,309.4737333,265.2632,228.2455333,278.2456
185.25,240.6349333,252.579375,248.5714,234.6030667,283.8095333,236.1905,254.6032667,194.9206667,261.9048,267.9364667,204.1272,177.1429667,221.9048667
185.63,179.0806,189.5113333,182.0688667,177.931,213.1033333,184.4829333,197.4712,140.6895333,204.3677333,221.3792667,161.1493333,130.5746333,173.5632
186.01,146.6667333,164.0277083,157.9999333,162,183.7778,154.2222,175.9999333,117.1111333,179.1111333,210.6665333,134.4444,102.8888,147.5554667
186.39,122.3931333,129.2734583,128.376,129.4017333,144.2735333,127.0940667,144.2734667,97.9486,142.7350667,179.829,104.6154,74.87186667,122.3932
186.77,152.2808,194.5174583,194.0351333,168.0702,191.9297333,165.2632,217.8948667,108.0702,188.421,308.7719333,112.2808,52.6315,171.9296667
187.15,986.6666667,1439.583333,1186.666667,943.3333333,1190,960,1513.333333,460,1133.333333,2543.333333,556.6666667,33.33333333,1156.666667
187.53,-113.3333333,-337.5,-180.8333333,-114.1666667,-180,-99.16666667,-356.6666667,-19.16666667,-121.6666667,-533.3333333,-11.66666667,87.5,-199.1666667
187.91,-9.1666,-113.54175,-56.94453333,-16.11106667,-36.66666667,-13.74996667,-105.2779333,17.50006667,-21.111,-145.5555333,27.2222,40.00013333,-47.77766667
188.29,-78.66673333,-256.666625,-151.5553333,-84,-96.44446667,-70.66666667,-238.6666667,-48.88886667,-92.44453333,-278.6666,-19.11113333,-0.888866667,-138.6665333
188.67,-480,-1098.958333,-748.3333333,-556.6666667,-521.6666667,-420,-1155,-465,-573.3333333,-1193.333333,-221.6666667,-219.1666667,-673.3333333
189.05,2380,4658.333333,3340,2940,2333.333333,2146.666667,4960,2393.333333,2640,4833.333333,1446.666667,1283.333333,3040
189.43,286.6667333,528.7037917,347.4074667,353.3334,245.926,229.2592333,571.8518667,296.2962,299.2593333,531.1112,161.4814667,144.4443333,370.3703333
189.81,436.6667333,803.472125,458.8890667,490.0001333,315.5555333,277.2222667,816.6666667,426.6666,369.9999333,694.4444,140.0001333,126.1110333,487.7778667
190.19,-2953.333333,-4625,-2806.666667,-2806.666667,-1920,-2013.333333,-5100,-2500,-2346.666667,-3986.666667,-1053.333333,-746.6666667,-3613.333333
190.57,-1104.4446,-1616.666708,-1011.1112,-1044.4444,-773.3334,-675.5555,-1784.444333,-991.1111333,-997.7778667,-1355.5556,-511.1111333,-477.7777,-1357.777733
190.95,619.9999333,831.250125,624.4445333,630,503.3333333,390.0000333,972.2223333,579.9999333,654.4444,695.5556,353.3333333,397.2222667,763.3332667
191.33,372,511.6666667,419.3333333,402.6666667,330.6666667,229.3333333,623.3333333,401.3333333,441.3333333,430.6666667,221.3333333,264,467.3333333
191.71,2966.666667,4116.666667,3573.333333,3373.333333,2766.666667,1716.666667,5400,3340,3940,3686.666667,1846.666667,2053.333333,4386.666667
192.09,291.1111333,353.1249583,330,281.6665333,265.0000667,154.4444,490,308.8889333,332.2221333,346.6666667,176.6666,193.6111333,364.4444
192.47,-748.3333333,-923.9583333,-875,-703.3333333,-715,-327.5,-1363.333333,-811.6666667,-838.3333333,-823.3333333,-408.3333333,-363.3333333,-926.6666667
192.85,-198.5714,-283.63075,-250.4763333,-188.5714,-221.4286,-88.09526667,-379.0476,-212.3808,-234.7618667,-231.9048,-116.6666667,-79.76196667,-263.8095333
193.23,-656,-890.8333333,-766.6666667,-597.3333333,-757.3333333,-266,-1162.666667,-684,-826.6666667,-820,-465.3333333,-325.3333333,-841.3333333
193.61,-3580,-5083.333333,-4293.333333,-3386.666667,-4046.666667,-1750,-6286.666667,-3713.333333,-4893.333333,-4406.666667,-2700,-2283.333333,-4733.333333
193.99,-721.6666667,-1118.75,-898.3333333,-748.3333333,-865,-388.3333333,-1448.333333,-893.3333333,-1236.666667,-968.3333333,-573.3333333,-563.3333333,-1105
194.37,494.2857333,744.0477083,587.6190667,540.9524,614.2857333,281.9047667,901.9046,688.5714,819.0476667,680.9523333,391.4286,454.2857,718.0952
194.75,230.2222667,348.3333333,282.6667333,268,292.8889333,120.2222,425.3332667,314.2222667,359.1111333,323.9999333,169.3332667,212,312.0000667
195.13,137.3809333,206.6962917,159.5238667,151.6665333,165.4762,81.54763333,240.4762667,184.2856667,196.9047333,195.4762,97.61913333,125.1188667,167.1429333
195.51,108.1482,142.4998333,116.4444667,119.2592,120.8888667,67.1851,169.6296667,136.0000667,140.5926,145.1852,81.77786667,100.3703667,125.7777333
195.89,95.80953333,115.7739583,99.9048,101.5237333,104.8571333,61.33333333,133.3333333,113.4285333,116.1904667,119.5238,74.6666,89.85706667,102.4761333
196.27,79.6338,88.23233333,79.12093333,86.22706667,84.39566667,49.3773,104.8351333,98.75466667,99.56046667,98.68133333,65.934,74.4687,86.81306667
196.65,72.0568,77.88120833,69.64526667,77.8724,70.07086667,36.98586667,91.56033333,90.85106667,89.21993333,92.97866667,58.08513333,68.9362,76.87933333
197.03,73.46806667,76.34675,68.35026667,74.88206667,64.64646667,36.86873333,89.96646667,89.9664,85.522,86.06066667,56.633,68.98993333,74.41073333
197.4,69.57846667,79.549875,71.80073333,72.03066667,58.62053333,31.83906667,91.49406667,93.4866,85.44073333,84.751,51.72426667,66.09193333,73.79306667
197.78,78.7682,83.605125,76.59433333,77.8986,69.71006667,39.02173333,97.17386667,103.7682,88.40586667,91.88413333,57.8986,69.63776667,80.79713333
198.16,79.9326,86.74241667,78.92253333,78.7206,72.52533333,39.02353333,99.59606667,101.7508667,88.2156,93.266,58.4512,68.7206,78.92253333
198.54,79.158,89.16683333,79.29813333,74.3158,70.45606667,37.9299,99.579,101.5439333,83.50866667,91.71926667,57.26313333,65.26316667,74.31573333
198.92,80.78013333,91.71108333,80.63826667,74.39713333,72.4822,41.13463333,101.7732,103.6169333,85.74466667,93.6172,60.78006667,69.21986667,76.24106667
199.3,84.84206667,96.88608333,88.07026667,79.29826667,74.52626667,46.00003333,102.5963333,109.2632,92.21046667,99.01753333,66.59653333,71.92986667,76.84213333
199.68,83.43646667,100.6872083,88.72853333,75.05153333,75.25773333,49.27816667,101.1684667,110.8592,92.02746667,95.60133333,67.69773333,72.13066667,73.67693333
200.06,84.3298,100.343875,89.622,76.35733333,74.77666667,53.47093333,100.6874,113.5394,90.9278,95.67013333,69.1408,73.29896667,72.0276
200.44,101.2194667,124.9492083,106.8292667,90.89433333,90.00006667,68.49606667,118.1301333,130.4065333,107.1544,109.8374667,81.78873333,89.30886667,82.52026667
200.82,93.33326667,118.5930417,99.2832,83.87106667,89.24726667,71.5771,112.4732,121.5771333,103.7993333,102.2222,78.3512,82.25816667,80.64513333
201.19,87.19466667,109.9423333,94.32346667,77.6898,86.8648,68.48183333,104.5546,116.7657333,97.8878,98.94393333,76.63373333,78.6468,78.1518
201.57,82.15873333,100.7937083,83.80953333,71.74606667,82.47626667,62.5398,95.68253333,106.8570667,88.38086667,87.8096,70.41273333,72.8253,70.73013333
201.95,70.24246667,86.74258333,71.8788,59.93926667,69.15153333,55.303,81.8788,95.2726,74.606,76.42426667,62.60613333,62.9394,58.72726667
202.33,63.8016,76.79066667,64.2976,54.76586667,61.3224,53.9118,73.0028,88.6502,65.12393333,70.303,59.6144,58.8705,52.67226667
202.71,63.76346667,71.74058333,61.29026667,54.67746667,60.3226,52.2849,71.50533333,84.03226667,63.54846667,67.36553333,59.13986667,57.84943333,53.17213333
203.09,65.51526667,71.85625,57.9394,50.1818,57.39386667,50.212,76.121,86.78793333,63.27266667,66.96973333,57.7576,56.03023333,53.515
203.47,71.70066667,74.40483333,59.04753333,49.31973333,59.65986667,50.5101,81.3604,93.87753333,67.755,69.72786667,61.9048,57.9932,63.60553333
203.85,82.29893333,83.2375,64.59766667,56.70486667,63.3714,54.36773333,89.57846667,102.1456667,72.79686667,78.54406667,68.96546667,61.91573333,71.41786667
204.22,73.97153333,74.99991667,55.0354,47.73046667,51.56013333,46.59576667,78.72346667,89.85806667,62.97873333,69.5036,62.9788,56.09926667,63.4752
204.6,62.4,67.875,47.06666667,39.66666667,44.33333333,38.43333333,70,80.66666667,51.6,63.8,53.8,48.26666667,56.33333333
204.98,63.20513333,63.34116667,46.79473333,42.62813333,42.75633333,36.76276667,67.1794,76.7948,50.25633333,61.79486667,49.8718,48.91026667,53.78206667
205.36,58.1144,57.49166667,40.202,37.71046667,35.5556,34.0067,59.86533333,72.9966,46.1952,57.7106,42.02013333,46.53203333,47.13813333
205.74,61.29433333,59.74916667,45.95486667,44.40133333,37.73453333,39.25583333,63.62466667,78.83493333,50.74426667,65.178,44.466,55.6958,48.4142
206.12,67.6984,66.86495833,49.762,49.76193333,37.93646667,42.89676667,71.26986667,85.0002,56.34933333,71.746,47.1428,61.0715,48.0954
206.5,72.0274,72.33695833,60.48106667,57.31973333,48.7286,50.7903,71.82126667,86.1856,63.7802,71.68393333,54.08933333,64.8453,58.07566667
206.87,66.77866667,68.8375,58.65553333,55.12613333,46.66666667,49.6079,61.56873333,79.49566667,59.71993333,65.9384,51.87673333,63.27723333,53.4452
207.25,68.64573333,70.6705,61.04166667,58.64573333,48.021,54.42703333,57.18733333,80.52073333,59.01033333,65.677,52.6042,62.7863,55.36466667
207.63,64.17926667,69.46525,56.56713333,56.81586667,48.60693333,54.55236667,55.0248,77.21386667,54.72633333,62.83573333,48.45786667,62.23876667,52.786
208.01,64.54553333,66.66679167,56.2626,54.09093333,48.3838,57.07073333,53.3838,74.99993333,53.23226667,60.606,47.62633333,63.10596667,53.78786667
208.39,71.76146667,74.153125,62.981,57.23586667,54.74253333,63.60436667,58.5908,83.36033333,59.02446667,65.36586667,51.05706667,68.2386,58.37373333
208.77,79.11493333,81.2685,70.97346667,61.29793333,58.82013333,71.9174,64.6018,87.31573333,63.48073333,69.2626,58.407,74.5132,64.9558
209.14,85.49386667,87.15279167,76.35806667,66.48133333,62.284,79.25936667,70.43226667,93.27173333,65.61733333,72.96293333,66.9136,83.6111,69.75313333
209.52,95.44213333,98.682,86.2584,75.78226667,70.06813333,83.80956667,77.21093333,103.1971333,67.07486667,80.136,72.78913333,88.43533333,74.89793333
209.9,94.72533333,99.08433333,83.15013333,75.31133333,67.17953333,84.72536667,72.967,101.9780667,62.49086667,76.4834,74.1392,84.57876667,72.6008
210.28,89.02773333,95.83341667,77.22213333,68.54166667,58.26386667,75.8334,65.62493333,94.23613333,58.54173333,68.88886667,69.51393333,80.20826667,71.7362
210.66,99.63453333,104.7944167,81.36993333,69.7716,57.44286667,80.5935,65.66213333,103.7443333,55.15973333,75.15993333,73.1506,84.7945,79.5434
211.03,115.8192667,119.5619167,96.15813333,80.113,65.0848,99.60453333,83.1638,121.4689333,59.548,90.39553333,83.84173333,91.97746667,96.83626667
211.41,110,113.33325,99.77786667,79,66.22206667,101.7223333,84.99986667,120.5555333,60.22226667,90.33333333,88.22233333,96.4444,94.44446667
211.79,104.3010667,107.32525,97.31186667,74.51606667,59.67733333,99.03233333,79.67733333,112.0430667,56.12913333,84.8386,87.84953333,91.88183333,87.41946667
212.17,97.66666667,97.153,95.11113333,75.33333333,55.5554,93.05566667,71.7778,109.8888667,53.66666667,83.22213333,81.8888,88.16663333,84.66673333
212.55,79.64906667,77.302625,78.24546667,67.98246667,50.8772,78.5087,54.29813333,88.7718,46.14026667,67.19293333,70.61393333,71.272,78.3334
212.92,86.6666,75.980375,80.07846667,72.23533333,55.92153333,81.29396667,61.17653333,95.13733333,52.07846667,72.3922,73.7254,75.05876667,85.49006667
213.3,85.31913333,75.35445833,77.51766667,70.85106667,57.30493333,76.87946667,61.2766,92.766,52.4114,70.42553333,70.35466667,70.74476667,86.9502
213.68,81.4604,68.05558333,69.14293333,69.20626667,51.74593333,76.73023333,60.57133333,84.63486667,50.85706667,63.80953333,67.23806667,70.2857,83.80946667
214.06,81.3836,67.25625,68.74206667,67.92433333,53.64786667,75.59743333,60.75473333,83.83653333,50.6918,60.56606667,64.90566667,67.64153333,81.76106667
214.44,88.11326667,68.59295833,75.59726667,72.95606667,60.31446667,80.8176,66.35233333,91.3836,55.15726667,64.3396,69.1824,70.47156667,84.46533333
214.81,83.92526667,64.05770833,72.02493333,69.65726667,52.39873333,77.00936667,63.9252,87.28966667,50.84106667,58.13086667,64.17446667,67.66346667,76.26173333
215.19,88.8,66.45833333,74.73333333,72.46666667,53.6,80.16666667,66.6,92.2,54.93333333,58.33333333,67.93333333,72.46666667,81.06666667
215.57,86.86266667,68.382375,71.438,70.6536,51.50306667,75.8497,66.47053333,87.71246667,53.7254,57.5164,65.94766667,68.2026,79.73853333
215.95,91.63266667,71.04575,74.48986667,74.1498,52.9932,80.91833333,71.29253333,87.68693333,52.58513333,56.39446667,67.3468,69.65973333,81.70066667
216.32,82.89546667,66.666625,63.973,63.9058,40.26933333,71.88556667,62.2896,75.95966667,41.75073333,47.0034,58.5186,57.27266667,65.72386667
216.7,97.17653333,81.91158333,75.37246667,75.3724,44.0784,85.21573333,75.13733333,86.7452,45.09806667,57.80393333,65.0196,68.78436667,69.72553333
217.08,87.08333333,77.5,66.33333333,72.58333333,35.91666667,75.625,62.83333333,76.91666667,35.75,44.33333333,53.75,61.20833333,55.16666667
217.46,83.5296,71.99758333,61.76466667,67.45093333,26.76473333,72.59783333,52.45086667,71.0784,23.0392,36.07833333,45.58826667,49.1666,41.4706
217.83,86.6666,73.991875,66.45153333,64.6238,27.95713333,71.07536667,47.84933333,71.5054,22.47306667,39.2472,47.3118,48.06453333,38.0646
218.21,81.18266667,67.06995833,64.086,62.15053333,20.75273333,70.48383333,42.90326667,69.24733333,16.88153333,36.45173333,45.16126667,46.93536667,38.92473333
218.59,67.43173333,56.48916667,53.44253333,52.02173333,14.4262,61.14753333,32.24053333,54.97273333,2.622933333,31.8034,33.0054,41.4755,31.14746667
218.97,67.4854,51.16966667,45.1462,41.2864,12.39766667,50.9357,25.38006667,53.45033333,-6.549666667,22.924,25.4972,32.16373333,26.43266667
219.34,72.47326667,64.98654167,54.19346667,44.62353333,21.29046667,51.88176667,30.3226,56.23646667,0.752733333,25.48373333,30.10746667,37.79576667,27.20433333
219.72,67.6058,63.55633333,52.39426667,45.25833333,24.69486667,52.72286667,28.73226667,54.2722,1.502266667,24.4132,30.14093333,41.40836667,30.51653333
220.1,64.902,61.27445833,47.94106667,47.8432,21.6666,47.89226667,22.25486667,54.5098,-4.019533333,23.92166667,29.41186667,40.6372,26.56873333
220.47,71.081,69.0315,55.67566667,56.12633333,37.65773333,54.0992,32.16213333,63.1532,8.6488,34.05406667,41.7118,55.18033333,43.7838
220.85,60.0814,58.23191667,47.80486667,45.93493333,32.6016,45.69093333,28.2926,54.3088,9.918733333,25.20326667,36.58533333,47.9674,40.40653333
221.23,62.249,59.8895,50.36126667,47.30926667,36.86753333,50.88346667,32.9316,58.55426667,15.743,33.01206667,37.5904,51.1245,48.59433333
221.61,64.09646667,62.90179167,50.84326667,49.95986667,42.81113333,54.33743333,33.73493333,64.49806667,25.14066667,35.8232,39.75906667,60.72296667,52.93186667
221.98,68.43866667,73.365,57.80586667,58.9874,55.5274,67.21506667,42.36286667,75.1898,33.4178,42.95373333,50.2954,70.00006667,60.7594
222.36,62.34433333,68.77291667,54.79853333,54.43213333,52.16113333,58.75446667,40.21973333,65.49453333,33.99273333,41.978,49.7438,65.38463333,58.75453333
222.74,66.10513333,72.98245833,57.96486667,60.14033333,55.22793333,62.7719,46.87726667,68.00013333,41.1928,46.52633333,57.05266667,69.05263333,61.33346667
223.11,65.18526667,73.86345833,58.98986667,61.9528,56.90226667,67.13806667,50.37033333,65.3872,44.9158,49.49506667,61.8182,72.49156667,63.2324
223.49,55.25926667,59.39791667,46.29633333,58.96293333,51.5556,61.88896667,42.59253333,59.7778,39.62973333,41.7038,57.4816,66.55556667,55.5556
223.87,54.84853333,51.51504167,42.04546667,59.46986667,50.37873333,54.73483333,39.3182,57.2726,40.45466667,39.2424,53.93933333,63.48473333,48.33346667
224.24,50.85706667,45.59520833,38.60313333,51.8096,48.06353333,51.58726667,38.03166667,54.0954,41.65073333,38.60326667,48.76186667,56.19053333,47.238
224.62,52.88466667,45.75308333,37.88466667,52.69226667,49.42313333,53.81416667,40.25653333,56.28213333,43.39733333,39.6794,48.58973333,56.47436667,46.2822
225,58.50333333,48.767125,39.4558,59.728,55.03393333,58.7075,43.12933333,61.70066667,47.9592,43.1974,54.5578,59.28563333,48.70746667
225.38,56.88473333,45.09329167,40.2492,54.5794,53.76953333,54.04986667,41.61993333,56.8848,47.10286667,39.87546667,55.26473333,55.63866667,47.2274
225.75,45.6508,34.60329167,28.5078,45.07926667,41.9048,45.14286667,34.0318,45.8412,36.635,30.22213333,48.69846667,46.09523333,39.30166667
226.13,36.0234,26.46216667,17.54386667,36.31573333,29.76606667,35.90643333,25.0878,36.25733333,29.94146667,21.40353333,36.25733333,37.1637,33.21646667
226.51,37.2024,26.41383333,15.7142,34.88086667,27.55966667,39.1965,26.66666667,38.63093333,30.53566667,21.131,33.3928,34.97016667,32.0834
226.88,20.4726,11.64695833,2.362266667,17.9528,13.64826667,25.80043333,14.64553333,26.1416,17.48026667,6.929066667,16.48286667,19.3175,16.483
227.26,11.69813333,5.948791667,-1.383666667,12.0336,6.163466667,18.28093333,9.433866667,19.62266667,10.7756,2.725466667,8.763066667,12.99786667,10.4402
227.64,13.04766667,11.15104167,5.111,12.6348,7.650866667,18.6031,9.714333333,18.28566667,12.34926667,6.761933333,9.6508,15.2063,11.5556
228.01,10.2978,10.37225,4.340333333,10.15593333,6.1844,17.3334,8.964533333,16.87933333,10.6666,4.936133333,7.6596,12.95036667,10.18433333
228.39,8.880533333,9.748125,5.4228,9.502533333,5.621733333,15.03733333,8.383066667,16.14433333,10.3234,4.1792,7.2638,11.76616667,9.5026
228.76,9.8268,11.44479167,7.142733333,10.54113333,6.320333333,15.4437,9.6104,16.42846667,11.4286,5.714266667,7.943666667,12.37003333,11.64486667
229.14,6.803466667,9.249666667,5.102533333,7.7224,4.711533333,13.1768,8.3088,14.03706667,9.775133333,4.535666667,5.1808,10.80163333,10.28346667
229.52,3.2294,6.291291667,1.0576,5.2502,0.604333333,10.43436667,4.8348,11.40713333,5.779,2.190733333,1.548733333,7.459866667,7.403266667
229.89,6.5108,8.9285,4.934933333,8.675333333,4.086466667,12.47606667,7.636466667,14.02593333,7.809533333,5.177666667,4.381,10.22513333,10.64946667
230.27,9.575466667,11.03575,8.946466667,11.16353333,7.185666667,13.95436667,10.97486667,16.50953333,10.75486667,7.9558,8.113333333,12.9088,13.91486667
230.65,12.02953333,12.12033333,11.4074,13.55546667,10.38526667,15.39996667,12.63713333,17.8816,13.05186667,10.87406667,10.48893333,14.89633333,16.4148
231.02,14.60866667,14.30258333,14.20286667,16.56513333,13.27533333,17.73933333,13.95653333,19.53626667,15.855,14.04346667,13.5218,17.66676667,19.49266667
231.4,17.32173333,17.08075,17.6896,19.45553333,16.82133333,20.72856667,16.7624,22.2664,19.49973333,17.41006667,16.64466667,21.18483333,22.60493333
231.78,17.75166667,16.59820833,17.51746667,20.10933333,16.7682,21.36606667,18.71973333,23.4816,20.04686667,18.01713333,16.90873333,20.765,24.153
232.15,15.89486667,14.46004167,16.1246,18.06246667,14.33493333,20.0739,16.97866667,21.64206667,18.19373333,16.798,15.50093333,18.47283333,22.98853333
232.53,14.79386667,12.779125,14.14086667,16.87286667,12.73186667,19.0035,15.94506667,20.60133333,16.89006667,16.787,13.9862,17.68033333,21.64933333
232.9,14.51813333,11.671,14.53573333,15.98593333,13.40393333,18.5941,15.95046667,21.14933333,16.56946667,17.4888,14.00533333,17.1971,22.1928
233.28,16.09626667,12.61133333,15.3118,17.34406667,13.60066667,18.6097,16.524,22.2816,17.4866,18.4492,15.5972,17.86103333,22.74513333
233.66,17.70833333,14.83275,17.5,19.3402,15.79853333,19.61813333,17.83,24.01053333,19.7048,19.34026667,17.743,19.9131,23.57646667
234.03,18.28473333,16.467625,17.98413333,19.7878,15.42,21.17583333,18.74466667,25.19873333,20.77813333,19.87626667,18.12553333,20.41546667,23.466
234.41,15.7592,14.93708333,15.02246667,17.78986667,13.2974,19.371,15.68733333,23.1448,17.5382,17.01706667,15.63346667,16.88236667,20.70073333
234.78,12.77153333,13.00316667,12.7714,14.6066,10.2248,17.2473,12.22833333,21.34826667,14.32593333,13.61426667,12.5468,14.5319,17.05986667
235.16,15.63673333,15.57825,15.35573333,15.95486667,11.87253333,18.3428,13.83873333,23.78273333,15.6366,13.65173333,14.15733333,16.83523333,18.53926667
235.54,16.8228,15.00216667,14.87586667,16.0698,11.29466667,17.20856667,12.83733333,23.72813333,14.63726667,13.07626667,13.68233333,15.7484,18.09
235.91,16.5756,13.60433333,13.86166667,14.2076,10.2186,14.4991,10.1274,22.16766667,13.5884,11.858,12.51366667,14.4171,16.08386667
236.29,18.32033333,14.80508333,14.9436,15.48046667,11.79226667,14.88316667,11.22086667,22.4762,15.49766667,12.41566667,13.61053333,16.26833333,17.45473333
236.66,21.01926667,17.79454167,17.12613333,18.42933333,15.18793333,16.90896667,13.55046667,24.2774,17.64413333,13.51693333,16.09013333,18.4627,20.31733333
237.04,19.1626,16.75908333,16.10833333,18.09533333,14.20366667,15.85376667,12.66006667,22.88993333,17.24146667,11.78986667,14.54846667,17.537,17.91466667
237.41,17.08033333,14.926125,15.39246667,16.15173333,12.5064,15.0211,10.616,21.16446667,15.40933333,9.097,11.865,15.4514,15.9324
237.79,17.068,14.39395833,14.75826667,15.2498,12.85833333,15.52013333,10.92546667,21.49066667,15.0862,9.0744,11.3022,15.26613333,15.29893333
238.17,15.95013333,13.72683333,14.78193333,13.53573333,13.4112,13.8318,9.953266667,20.31153333,14.704,8.987533333,10.56086667,14.6651,15.00013333
238.54,16.0444,13.20379167,16.22213333,13.76293333,13.80746667,14.074,10.8888,21.03713333,15.49633333,10.48886667,10.77033333,16.12593333,15.8222
238.92,17.20086667,14.63820833,17.06573333,15.7268,15.37533333,16.0108,13.6038,22.7316,17.84986667,12.3462,12.63013333,17.64713333,18.891
239.29,17.20766667,14.85833333,17.37106667,16.20126667,15.69806667,17.2768,14.805,23.15713333,18.8554,13.8616,13.09426667,17.1508,19.4718
239.67,14.85946667,13.73358333,15.3758,14.17093333,14.23993333,15.766,13.23,21.70973333,17.07406667,11.6926,11.84166667,14.85936667,17.556
240.04,13.30313333,13.36491667,14.41406667,13.36366667,14.05046667,15.5151,12.69693333,21.293,16.15153333,10.72726667,11.8688,14.05563333,17.25266667
240.42,11.8628,11.924875,13.14393333,11.8268,13.16206667,14.24,11.88093333,20.67666667,14.9662,10.0678,11.006,12.62513333,16.0218
240.79,9.7252,9.7785,11.9064,9.348,11.1766,12.628,10.578,19.6964,12.8986,8.2656,9.2988,10.8363,14.3254
241.17,7.8038,7.557791667,9.936933333,7.0604,8.985466667,10.88446667,8.740333333,17.66633333,10.22666667,6.3174,7.499133333,9.022633333,12.93186667
241.54,7.206933333,6.492791667,8.814066667,6.205533333,8.451733333,10.0264,8.5178,16.94326667,9.393866667,6.0276,7.1936,8.412266667,12.51646667
241.92,6.6002,5.748041667,8.121933333,5.5192,7.783866667,9.3237,7.977066667,16.28626667,8.876866667,5.61,6.793533333,7.533266667,12.17986667
242.29,6.301933333,5.208458333,7.615,5.224466667,7.1156,8.8609,8.131266667,15.91473333,8.518666667,5.190866667,6.666733333,7.0089,11.73973333
242.67,6.222933333,4.978291667,7.364666667,4.891733333,7.002133333,8.763533333,8.1656,15.8604,8.241266667,4.962133333,6.7316,6.723466667,11.54226667
243.05,5.5512,4.490666667,6.912866667,4.105666667,6.5724,8.010033333,7.593733333,15.50666667,7.6198,4.734266667,6.404866667,6.2085,10.73586667
243.42,4.469933333,3.5535,5.6398,3.106,5.767466667,6.904166667,6.681933333,14.8402,6.3244,3.713866667,5.389533333,5.376866667,9.869733333
243.8,4.928733333,3.856625,6.015333333,3.631466667,6.466266667,7.628333333,7.357933333,15.5122,6.771866667,4.3176,5.780066667,5.8227,10.42326667
244.17,4.5404,3.386,5.5514,3.370533333,6.017266667,7.4053,7.316133333,15.42013333,6.279866667,3.975266667,5.274,5.387833333,10.1264
244.55,4.298933333,3.378125,5.473066667,3.614666667,6.1474,7.6905,7.2586,15.61853333,6.157133333,3.9738,5.448866667,5.337166667,10.1262
244.92,4.773933333,3.993416667,5.8402,4.025866667,6.717466667,8.238733333,7.373066667,16.071,6.6576,4.5568,6.0156,5.5264,10.3232
