wavelength,Back_HapRusm,Belly_HapRusm,Breast_HapRusm,Crissum_HapRusm,Crown_HapRusm,DorTail_HapRusm,Rump_HapRusm,Throat_HapRusm,WingTip_HapRusm
364.93,8.9132,13.6515333334,11.8796333333,14.6509333333,7.73033333333,8.36173333333,9.58393333334,12.3742,8.8098
365.29,8.8038,13.5598,11.8146666666,14.5708,7.63086666667,8.28973333333,9.49006666667,12.2747333333,8.66786666667
365.66,8.6714,13.4918,11.7201666667,14.4886,7.5482,8.18,9.41080000001,12.1676666667,8.5568
366.02,8.67173333333,13.4452,11.7019666667,14.5602,7.49533333333,8.13006666667,9.42753333333,12.1839333333,8.48993333333
366.38,8.57973333334,13.3808666667,11.6016666667,14.4901333333,7.4042,8.05873333333,9.38053333333,12.1156,8.4274
366.75,8.55306666667,13.3395333333,11.5554333333,14.4269333333,7.31326666667,8.0086,9.34506666666,12.0791333333,8.3992
367.11,8.69806666667,13.3828,11.5517666667,14.4472,7.36186666667,8.0448,9.37179999999,12.0953333333,8.49253333333
367.47,8.6848,13.4346666667,11.5524333333,14.4686666667,7.3628,8.05366666667,9.34426666667,12.0852666667,8.46826666667
367.84,8.77013333333,13.4752,11.6139333333,14.5248,7.42406666667,8.12113333333,9.423,12.1366666667,8.5254
368.20,8.85733333333,13.5317333333,11.7071333333,14.5691333333,7.479,8.16273333333,9.46713333333,12.1974666667,8.556
368.56,8.872,13.5345333333,11.6870333333,14.5813333333,7.4608,8.097,9.41446666667,12.1995333333,8.56766666667
368.93,8.97333333333,13.5912666667,11.8242666667,14.6499333333,7.55286666667,8.1338,9.5428,12.2623333333,8.69253333333
369.29,9.15320000001,13.782,11.9879666666,14.8172,7.7262,8.27213333333,9.66266666666,12.4368666667,8.83826666667
369.65,9.15359999999,13.7196666667,11.9330333333,14.7665333333,7.67206666667,8.19973333333,9.56433333333,12.4012666667,8.7524
370.01,9.11593333333,13.7352,11.9322666667,14.7371333333,7.66033333333,8.13506666667,9.54033333333,12.3395333333,8.74193333333
370.38,9.0904,13.7151333333,11.9684666667,14.7214666667,7.6444,8.12086666666,9.49260000001,12.3073333334,8.62586666667
370.74,9.03746666666,13.6642666667,11.9556,14.7146,7.6158,8.0794,9.45026666667,12.2374,8.537
371.10,8.8816,13.5416,11.9199666667,14.629,7.47793333333,7.93,9.3614,12.1735333333,8.4252
371.46,8.99033333333,13.5628,12.0309333333,14.6976666667,7.5896,7.983,9.47926666666,12.2624,8.52046666667
371.83,8.95893333333,13.5288666667,12.0072,14.7106,7.56213333333,7.9194,9.45233333333,12.2125333334,8.45906666667
372.19,8.90926666667,13.5198666667,11.9517666667,14.6415333333,7.5026,7.85826666667,9.43726666666,12.1698,8.4372
372.55,8.85366666667,13.5409333333,11.9435333333,14.6288,7.4864,7.91973333333,9.46020000001,12.1780666667,8.40673333333
372.92,8.91933333333,13.6722666667,12.0427666667,14.7798,7.5434,8.01846666667,9.48139999999,12.2897333333,8.44146666667
373.28,8.9854,13.723,12.1181333333,14.8934,7.62433333334,8.09293333333,9.60573333333,12.3978666667,8.53186666667
373.64,9.2064,13.9787333333,12.4023666667,15.1515333333,7.89666666667,8.35426666667,9.894,12.6681333333,8.764
374.00,9.30566666667,14.0750666667,12.5514,15.2618666667,8.00893333333,8.487,10.0093333333,12.7997333333,8.85246666667
374.37,9.43253333333,14.175,12.6456,15.4169333334,8.1594,8.57093333333,10.1565333333,12.938,9.0082
374.73,9.50166666666,14.2735333333,12.7334333334,15.5215333333,8.2856,8.68466666667,10.2807333333,13.0722666667,9.15080000001
375.09,9.611,14.4225333333,12.8602666667,15.6434,8.4204,8.85153333334,10.3787333333,13.1908666667,9.26893333333
375.45,9.62973333333,14.5102,12.8743333333,15.6904,8.4158,8.92106666667,10.444,13.2328,9.29726666667
375.81,9.70273333334,14.6536666667,12.978,15.7610666667,8.48126666667,9.0128,10.5181333333,13.3373333333,9.39426666666
376.18,9.75326666665,14.7319333333,13.0979666667,15.8822,8.56953333333,9.07066666667,10.5704666667,13.4084666667,9.46013333333
376.54,9.75619999999,14.6914,13.1090333333,15.8451333333,8.47893333333,8.99653333333,10.5128,13.3602,9.41993333333
376.90,9.61573333333,14.5580666667,12.9745333333,15.6638,8.3344,8.81393333334,10.3748,13.1947333333,9.25886666667
377.26,9.5588,14.4987333333,12.9175,15.5932666667,8.2582,8.7162,10.2934666667,13.0907333333,9.19773333333
377.63,9.50433333334,14.4313333333,12.8585666667,15.5509333333,8.19426666667,8.60526666667,10.2139333333,13.0268666667,9.13059999999
377.99,9.46153333334,14.4053333333,12.8266333333,15.5099333333,8.17906666667,8.57273333333,10.161,12.9813333333,9.10346666667
378.35,9.36519999999,14.3524,12.7892666667,15.4343333333,8.07666666667,8.49006666667,10.0674,12.9051333333,8.99873333333
378.71,9.30546666667,14.3190666667,12.7318333333,15.4021333333,7.9852,8.39846666667,9.99266666666,12.8043333333,8.94180000001
379.07,9.28466666666,14.3474666667,12.7205666667,15.3871333333,7.9994,8.37806666667,9.97539999999,12.7894,8.93686666667
379.44,9.25633333333,14.3606666667,12.7442,15.3948,7.99653333333,8.3538,9.95213333334,12.7855333333,8.91333333333
379.80,9.28006666667,14.3430666667,12.8377333333,15.3865333333,8.03353333333,8.38246666667,9.97420000001,12.8074,8.91293333333
380.16,9.236,14.2665333333,12.7883,15.3483333333,7.98253333333,8.34166666667,9.90726666666,12.7719333334,8.85506666666
380.52,9.3194,14.3555333333,12.8869666667,15.4692,8.103,8.431,9.99766666667,12.8731333333,8.93486666667
380.88,9.40966666668,14.4675333333,13.0274,15.6246,8.2384,8.52133333333,10.1572666667,13.0326666667,9.05426666667
381.24,9.40460000001,14.4992,13.0445333333,15.6449333333,8.24973333333,8.5398,10.1470666666,13.055,9.03673333334
381.61,9.38773333333,14.5206666667,13.0776,15.6424,8.2138,8.56606666667,10.1433333333,13.081,9.07553333333
