wavelength,Back_GeoMagm,Belly_GeoMagm,Breast_GeoMagm,Crissum_GeoMagm,Crown_GeoMagm,DorTail_GeoMagm,Patch10_GeoMagm,Rump_GeoMagm,Throat_GeoMagm,WingTip_GeoMagm
534.87,7.151,6.2212,5.14933333333,6.26573333333,5.73573333333,7.62513333333,26.4995333334,6.1466,5.72183333333,9.55489999999
535.21,7.15726666667,6.22736666667,5.14633333333,6.27593333333,5.73153333333,7.621,26.5151333333,6.1318,5.72233333334,9.56486666667
535.56,7.17073333334,6.23443333333,5.16273333333,6.2932,5.74733333334,7.64326666667,26.5583333333,6.141,5.7401,9.58993333333
535.90,7.17673333333,6.25286666667,5.1752,6.2998,5.75313333333,7.65366666667,26.5822666667,6.1366,5.7476,9.61286666666
536.25,7.1928,6.27683333333,5.19366666667,6.30213333333,5.77893333334,7.67813333333,26.5795333333,6.15346666666,5.7628,9.64566666665
536.59,7.2084,6.29523333333,5.21053333333,6.30986666667,5.79306666667,7.68646666667,26.5782,6.1614,5.77573333333,9.66650000001
536.93,7.22633333333,6.30876666667,5.24213333333,6.3342,5.81466666666,7.70473333333,26.6152666667,6.17346666667,5.80306666667,9.68643333334
537.28,7.24686666667,6.3146,5.2624,6.343,5.82873333333,7.70093333334,26.6188666667,6.18493333333,5.8092,9.68383333333
537.62,7.2598,6.33343333333,5.3008,6.35746666667,5.84626666667,7.70733333333,26.6285333333,6.20033333333,5.81763333334,9.71263333333
537.97,7.25026666667,6.32203333333,5.29266666667,6.34466666667,5.83166666667,7.70393333333,26.6724666667,6.188,5.8193,9.71766666666
538.31,7.224,6.2963,5.2728,6.31773333333,5.80026666667,7.66846666667,26.6358,6.15693333333,5.78196666667,9.68770000001
538.65,7.2208,6.30903333333,5.2862,6.29273333333,5.8062,7.65313333333,26.5966666667,6.15073333333,5.76226666666,9.6888
539.00,7.18646666667,6.26963333333,5.24886666667,6.25773333333,5.77026666667,7.63493333333,26.5821333333,6.13326666667,5.7324,9.66163333333
539.34,7.1702,6.24693333333,5.23306666667,6.2298,5.7416,7.62493333333,26.5599333333,6.11766666667,5.6981,9.64126666666
539.69,7.14753333333,6.2213,5.20486666667,6.20726666667,5.71026666667,7.60306666667,26.5069333333,6.10353333333,5.67776666667,9.60213333333
540.03,7.14793333333,6.2165,5.20426666667,6.19906666667,5.704,7.60006666667,26.4996,6.0902,5.68423333334,9.59500000001
540.37,7.10253333333,6.19193333333,5.17306666667,6.1656,5.67726666667,7.57386666667,26.4676666667,6.0632,5.64936666667,9.55460000001
540.72,7.08186666667,6.165,5.13786666667,6.1416,5.64166666667,7.54413333333,26.4385333333,6.0412,5.62186666667,9.51526666666
541.06,7.0546,6.15693333333,5.12246666667,6.12046666667,5.6284,7.52606666667,26.4071333333,6.0242,5.6161,9.50066666667
541.40,7.0516,6.1552,5.10953333333,6.1176,5.62446666666,7.52013333333,26.405,6.02086666667,5.60736666667,9.49446666665
541.75,7.05346666667,6.15666666667,5.1196,6.1266,5.63553333333,7.51266666667,26.3902666667,6.02913333333,5.61083333333,9.4977
542.09,7.0312,6.141,5.09933333333,6.101,5.62733333333,7.4906,26.3759333333,6.02366666667,5.60193333333,9.48893333334
542.43,7.02093333333,6.13436666667,5.09286666667,6.11006666666,5.60913333333,7.48346666667,26.3792,6.0146,5.59863333333,9.48036666667
542.78,7.02133333333,6.1323,5.09953333333,6.0944,5.61686666667,7.47153333333,26.3638,6.00673333333,5.59183333333,9.46976666667
543.12,7.00713333333,6.1307,5.089,6.08546666667,5.6036,7.44566666667,26.3420666667,6.00553333333,5.59563333333,9.46093333333
543.46,7.00593333333,6.1317,5.09453333333,6.07293333333,5.60253333333,7.4448,26.3482,5.99386666667,5.5936,9.46120000001
543.81,7.01406666667,6.14663333333,5.1138,6.0906,5.60693333333,7.44866666667,26.3805333333,6.01126666667,5.58996666667,9.46836666667
544.15,7.00506666667,6.1287,5.103,6.06906666667,5.57846666667,7.42946666667,26.3811333334,5.9858,5.56063333333,9.45936666668
544.49,7.02846666667,6.16976666667,5.12826666667,6.09886666667,5.612,7.46126666666,26.3996,6.00953333333,5.59336666667,9.50156666667
544.84,7.03146666667,6.16706666667,5.1292,6.10146666667,5.59566666667,7.46313333333,26.4019333333,6.00993333333,5.58783333333,9.50403333333
545.18,7.01986666667,6.17153333333,5.1248,6.09206666667,5.579,7.4638,26.4256,6.00626666667,5.59076666667,9.5011
545.52,7.029,6.18166666667,5.1276,6.10473333333,5.58313333333,7.48093333333,26.4432,6.00653333333,5.592,9.50699999999
545.87,7.03633333333,6.18186666667,5.1342,6.11633333333,5.56726666667,7.49133333333,26.4564666667,5.99706666667,5.58963333333,9.52153333334
546.21,7.0414,6.1837,5.13413333333,6.1048,5.57106666667,7.49753333333,26.4833333333,5.98893333333,5.59766666667,9.55156666667
546.55,7.06806666667,6.20003333333,5.16066666667,6.1504,5.5792,7.51746666667,26.5004,6.0022,5.62936666667,9.57576666667
546.90,7.0624,6.20253333333,5.1638,6.14993333333,5.59053333333,7.5356,26.5426666667,5.9852,5.62726666667,9.58553333334
547.24,7.05106666667,6.1893,5.14853333333,6.14706666667,5.57746666667,7.52926666667,26.5721333333,5.991,5.6106,9.59896666666
547.58,6.9966,6.1245,5.07893333333,6.0996,5.52906666667,7.47173333333,26.4980666667,5.93146666667,5.57506666667,9.52553333333
547.92,7.00573333333,6.12536666667,5.07993333333,6.09366666667,5.53633333333,7.47273333333,26.5045333334,5.93513333333,5.5915,9.53773333333
548.27,6.9756,6.09846666667,5.0622,6.06133333333,5.49453333333,7.45,26.5052,5.88353333333,5.56833333333,9.51173333333
548.61,6.9598,6.09273333333,5.0578,6.06173333333,5.4932,7.43046666667,26.5480666667,5.86606666667,5.55926666667,9.52199999999
548.95,6.95586666667,6.07966666667,5.0494,6.05826666667,5.49813333333,7.44206666667,26.5747333334,5.84953333333,5.55573333333,9.5368
549.29,6.94573333333,6.061,5.02926666667,6.01053333333,5.45606666667,7.4142,26.5794,5.82273333333,5.5346,9.51796666666
549.64,6.936,6.07866666667,5.03066666667,5.99373333333,5.46913333333,7.39453333333,26.5732666667,5.805,5.53823333333,9.49726666668
549.98,6.94206666667,6.089,5.05146666667,6.01666666667,5.47506666667,7.40973333333,26.6177333333,5.81086666667,5.5398,9.50609999999
550.32,6.90373333333,6.06203333333,5.00313333333,5.96506666667,5.44633333333,7.364,26.6382666667,5.783,5.47913333333,9.50379999999
550.66,6.9624,6.08476666667,5.03266666667,5.98666666667,5.46586666667,7.37626666667,26.684,5.81926666667,5.5055,9.52969999999
551.01,6.96086666666,6.09556666667,5.04266666667,5.9918,5.48053333333,7.3882,26.7082666667,5.80726666667,5.5177,9.52640000001
551.35,6.9994,6.13406666667,5.0874,6.0232,5.51113333333,7.4368,26.7915333333,5.82553333333,5.5405,9.59706666667
551.69,7.02453333333,6.16813333333,5.09413333333,6.061,5.5222,7.481,26.8744666667,5.85593333333,5.56313333333,9.62223333335
552.03,7.039,6.1894,5.1144,6.0622,5.54413333334,7.483,26.9398666667,5.89066666667,5.5817,9.64873333333
552.38,7.07993333333,6.21176666667,5.14153333334,6.0832,5.57913333333,7.54986666667,26.9953333333,5.93406666666,5.6308,9.67506666667
552.72,7.08166666667,6.22546666667,5.15113333333,6.08706666667,5.58573333334,7.55173333333,26.9902666667,5.94653333333,5.62386666667,9.67866666667
553.06,7.10013333333,6.23966666667,5.17486666667,6.12686666667,5.605,7.5816,27.051,5.96986666667,5.63246666667,9.71543333334
553.40,7.15333333334,6.25346666667,5.2152,6.1514,5.6346,7.6464,27.1227333333,6.01826666667,5.65643333333,9.76783333334
553.74,7.17766666667,6.2792,5.23626666667,6.1734,5.663,7.7072,27.1936666667,6.06886666667,5.70346666667,9.79736666667
554.09,7.20593333333,6.33233333333,5.25286666667,6.20186666667,5.67513333333,7.76826666667,27.265,6.10786666667,5.7431,9.82233333333
554.43,7.1646,6.3367,5.22866666667,6.202,5.64413333333,7.78006666667,27.2822666667,6.09173333333,5.69916666667,9.80466666667
554.77,7.2076,6.37536666667,5.2658,6.2312,5.69193333333,7.81146666667,27.3316,6.14693333333,5.73643333333,9.8551
555.11,7.23226666667,6.4117,5.28893333333,6.2664,5.71833333333,7.85353333333,27.375,6.21326666667,5.76233333333,9.86729999999
555.45,7.2418,6.41016666667,5.31746666667,6.2884,5.72753333333,7.8492,27.3817333333,6.2342,5.7776,9.87070000001
555.80,7.28873333333,6.4544,5.3554,6.358,5.78106666667,7.92713333334,27.4326,6.30546666667,5.81963333333,9.92946666667
556.14,7.31073333333,6.4784,5.3776,6.37193333333,5.7714,7.92746666667,27.4362,6.30113333333,5.79443333333,9.96336666665
556.48,7.34033333333,6.48833333333,5.38953333333,6.39786666667,5.80093333333,7.9506,27.4910666667,6.321,5.83053333333,9.9926
556.82,7.3872,6.56846666667,5.44526666667,6.44713333333,5.8708,8.03446666667,27.5316666667,6.39093333333,5.88643333333,10.0663666667
557.16,7.36986666667,6.56906666667,5.4318,6.47853333333,5.85633333333,8.0382,27.5509333333,6.40566666667,5.89046666667,10.0673333333
557.50,7.359,6.55356666667,5.38246666667,6.43493333333,5.8134,7.9774,27.4942,6.38373333333,5.84226666667,10.0207666667
557.85,7.36106666667,6.54796666667,5.4106,6.4324,5.85133333333,8.00133333333,27.4954666667,6.3894,5.85903333333,10.0580666667
558.19,7.34866666667,6.50596666667,5.38266666667,6.3752,5.83293333333,7.9492,27.4936,6.3476,5.83433333333,10.0446
558.53,7.3736,6.5402,5.4068,6.417,5.84353333333,7.9988,27.5307333333,6.39933333333,5.8816,10.087
558.87,7.37806666667,6.56906666667,5.4136,6.41866666667,5.85586666667,8.01186666667,27.5533333333,6.38853333333,5.907,10.1171666667
559.21,7.39066666667,6.5908,5.4118,6.44206666667,5.88093333333,8.03226666667,27.6084666667,6.40666666667,5.9244,10.1410333333
559.55,7.32386666667,6.5032,5.32833333333,6.36753333333,5.80286666667,7.9576,27.5537333333,6.325,5.834,10.0619
559.89,7.3438,6.51926666667,5.31753333333,6.38266666667,5.82686666667,8.00753333333,27.5976666666,6.3764,5.86786666667,10.0670666667
560.23,7.31146666667,6.47626666667,5.27753333333,6.34506666667,5.78326666667,7.971,27.5716666667,6.35106666667,5.82596666667,10.0227333333
560.58,7.26466666667,6.42896666667,5.2298,6.32213333333,5.74706666667,7.91913333333,27.5706666667,6.312,5.79273333333,9.97246666667
560.92,7.3328,6.49403333333,5.2632,6.37006666667,5.7942,7.96553333333,27.6310666667,6.365,5.8534,10.0316
561.26,7.39446666667,6.55596666667,5.3596,6.46186666667,5.87786666667,8.0582,27.7188666667,6.45426666667,5.92723333333,10.1171
561.60,7.45173333333,6.59396666667,5.4026,6.5246,5.88513333333,8.0924,27.7495333333,6.5218,5.9821,10.1279
561.94,7.48286666667,6.6208,5.4288,6.56973333333,5.91926666666,8.1534,27.7409333333,6.58346666667,6.0269,10.1546333333
562.28,7.4426,6.5968,5.4116,6.54006666667,5.90013333333,8.12873333333,27.7116666667,6.52326666667,6.0038,10.1141
562.62,7.46813333333,6.60116666667,5.43866666667,6.58046666667,5.92253333333,8.16346666667,27.747,6.5574,6.01716666667,10.1601666667
562.96,7.49473333333,6.60846666667,5.4628,6.58186666667,5.94033333333,8.19113333333,27.769,6.57206666667,6.02283333334,10.1934666667
563.30,7.57973333333,6.6966,5.5606,6.66666666666,6.0396,8.2906,27.9023333333,6.66946666667,6.1325,10.2835
563.64,7.58766666667,6.71033333333,5.58266666667,6.68673333333,6.04846666667,8.28613333333,27.9344666667,6.66273333333,6.15673333333,10.2967333333
563.99,7.65246666667,6.7833,5.66613333333,6.76946666666,6.11266666667,8.35146666667,28.0100666667,6.72026666667,6.23526666667,10.4030333333
564.33,7.6456,6.75366666667,5.6552,6.72793333333,6.08126666667,8.3312,27.9882666667,6.69313333333,6.20573333333,10.3748
564.67,7.6084,6.7095,5.6316,6.69073333333,6.06553333333,8.31373333333,27.9784666667,6.65753333333,6.16613333333,10.3268333333
565.01,7.60006666667,6.71113333333,5.61493333333,6.67993333333,6.05886666667,8.30633333333,27.9818666667,6.6506,6.1639,10.3085333333
565.35,7.581,6.7158,5.60593333333,6.69333333334,6.07626666667,8.31006666667,28.0137333333,6.6338,6.15103333333,10.3263666667
565.69,7.6354,6.75803333333,5.67686666667,6.77046666667,6.12646666667,8.36753333333,28.0819333333,6.70053333333,6.2117,10.4047
566.03,7.68853333333,6.80376666667,5.7078,6.8318,6.14853333333,8.39593333333,28.1408,6.7474,6.247,10.4290333333
566.37,7.68086666667,6.7789,5.68813333333,6.80353333333,6.11693333333,8.37753333333,28.1362666667,6.72286666667,6.21553333333,10.3956333333
566.71,7.67993333333,6.7758,5.694,6.81133333333,6.13566666667,8.39413333333,28.1157333334,6.74113333333,6.23203333333,10.4190666667
567.05,7.6534,6.76486666667,5.67433333333,6.79866666667,6.113,8.37433333333,28.0734666667,6.721,6.20366666667,10.4039666667
567.39,7.62126666667,6.72296666667,5.63013333333,6.771,6.0806,8.34966666667,28.0503333333,6.69506666667,6.15303333333,10.373
567.73,7.6674,6.75806666667,5.6666,6.8168,6.12893333333,8.40786666667,28.1096666667,6.76533333333,6.20076666667,10.4034333333
568.07,7.71273333333,6.8107,5.69806666666,6.8734,6.19186666666,8.45666666667,28.1510666667,6.81306666667,6.2535,10.4492666667
568.41,7.74253333333,6.8383,5.7238,6.92086666667,6.23706666667,8.477,28.2039333333,6.8594,6.2814,10.4933333333
568.75,7.72026666667,6.79973333333,5.7116,6.8942,6.22286666667,8.46,28.2234666667,6.83386666667,6.2542,10.4937666667
569.09,7.72293333333,6.78646666667,5.70026666667,6.85553333333,6.2104,8.44406666667,28.1810666667,6.82493333333,6.21683333334,10.4842333333
569.43,7.6988,6.7727,5.65706666667,6.83026666667,6.1954,8.3934,28.15,6.79486666667,6.1925,10.4564333333
569.77,7.71173333333,6.7768,5.6566,6.83013333333,6.217,8.42053333334,28.143,6.80073333333,6.18986666667,10.4761333333
570.11,7.75966666667,6.84163333333,5.718,6.89233333333,6.28506666667,8.47,28.176,6.8554,6.267,10.5415
570.45,7.7428,6.85206666667,5.7184,6.8918,6.26246666667,8.44953333333,28.1951333333,6.84773333333,6.2675,10.5145
570.79,7.76753333333,6.85326666667,5.74166666667,6.91106666667,6.2796,8.47406666667,28.2282666667,6.86606666667,6.29013333333,10.5417333333
571.13,7.80726666667,6.91553333333,5.81213333333,6.9588,6.351,8.54206666667,28.2790666667,6.93213333333,6.35826666667,10.6295666667
571.47,7.744,6.87566666667,5.759,6.86886666667,6.27806666667,8.48773333333,28.2243333333,6.86393333333,6.27796666667,10.5539
571.81,7.77893333333,6.90366666667,5.7906,6.90273333333,6.3092,8.51466666667,28.2604666667,6.905,6.31673333333,10.5811
572.15,7.7696,6.9071,5.80753333334,6.90026666667,6.282,8.52213333333,28.2526666667,6.90066666667,6.32423333333,10.5886666667
572.49,7.79893333333,6.91653333333,5.80893333333,6.9234,6.29326666666,8.534,28.2558,6.91253333333,6.34043333333,10.6162666667
572.83,7.78913333333,6.91336666667,5.80833333333,6.9424,6.29133333333,8.5264,28.3064,6.92226666667,6.3482,10.6036666667
573.17,7.7684,6.90356666667,5.7974,6.93026666667,6.26693333333,8.5256,28.3246666667,6.9124,6.35093333333,10.5855
573.51,7.7798,6.90696666667,5.8136,6.94653333333,6.28946666667,8.528,28.3464,6.914,6.38213333333,10.6008666667
573.85,7.78546666667,6.90446666667,5.803,6.95466666667,6.297,8.53826666667,28.3563333333,6.93426666667,6.4014,10.6299333333
574.19,7.80433333333,6.91136666667,5.796,6.96493333333,6.30186666667,8.54966666667,28.3708666667,6.92906666667,6.4017,10.6607666667
574.53,7.79066666667,6.88846666667,5.761,6.948,6.2878,8.5158,28.3558,6.89566666667,6.381,10.6389666667
574.87,7.73926666667,6.82483333333,5.69966666667,6.89193333333,6.2328,8.446,28.2839333333,6.84413333333,6.32296666667,10.5759666667
575.21,7.75946666667,6.84446666667,5.70613333333,6.9364,6.25753333333,8.45986666667,28.3006,6.85253333333,6.36386666667,10.6226666667
575.55,7.7062,6.7831,5.6722,6.89366666666,6.20293333333,8.41253333333,28.2645333333,6.79713333333,6.3248,10.6056333333
575.89,7.7008,6.76486666667,5.64946666667,6.8744,6.20113333333,8.3718,28.2607333333,6.76846666667,6.3249,10.6071666667
576.22,7.7094,6.80636666667,5.6864,6.90173333333,6.2236,8.39346666667,28.2887333333,6.79066666667,6.3453,10.6222666667
576.56,7.68753333333,6.77976666667,5.66,6.8662,6.19273333333,8.37546666666,28.2433333333,6.76306666667,6.3447,10.6255
576.90,7.73353333333,6.81213333333,5.68173333333,6.88906666667,6.2422,8.41446666667,28.2676666667,6.79033333334,6.35683333333,10.6651666667
577.24,7.7174,6.80733333333,5.67426666667,6.87053333333,6.22226666667,8.4046,28.2938,6.79,6.32796666667,10.6664
577.58,7.64333333333,6.73043333333,5.59366666667,6.7848,6.154,8.33153333333,28.2716,6.7126,6.24383333333,10.5793666667
577.92,7.6128,6.68766666667,5.57686666667,6.75873333333,6.1402,8.2828,28.2405333333,6.68053333333,6.23203333333,10.5179
578.26,7.6124,6.7042,5.567,6.7574,6.13253333333,8.29466666667,28.2384,6.6834,6.21533333333,10.5305666667
578.60,7.66546666667,6.77803333333,5.62653333333,6.8234,6.19033333333,8.34646666667,28.3399333333,6.7284,6.2584,10.5764333333
578.94,7.68113333333,6.77313333333,5.64646666667,6.82546666667,6.20866666667,8.34486666667,28.3446666667,6.74653333333,6.2496,10.5695
579.28,7.6776,6.82016666667,5.64393333333,6.83933333333,6.20746666667,8.37966666667,28.3674666667,6.75493333334,6.2588,10.5758333333
579.61,7.64206666667,6.78856666667,5.63433333334,6.823,6.20093333333,8.40373333333,28.3453333333,6.74186666667,6.23126666667,10.5518666667
579.95,7.55986666667,6.6997,5.54853333333,6.74286666667,6.13446666666,8.33513333333,28.2724666667,6.66833333333,6.148,10.4569333333
580.29,7.585,6.72483333333,5.58086666666,6.80313333334,6.18733333333,8.3822,28.2868666667,6.7008,6.1698,10.4423
580.63,7.63026666667,6.7788,5.6344,6.87566666667,6.22053333333,8.4256,28.3370666667,6.72166666667,6.22163333333,10.4665666667
580.97,7.60913333333,6.76533333333,5.61593333333,6.88686666667,6.18726666667,8.39733333333,28.2762666666,6.724,6.1814,10.4584666667
581.31,7.69433333333,6.8394,5.717,7.00113333333,6.27186666667,8.4596,28.3512666667,6.80273333333,6.2607,10.5433666667
581.65,7.67026666667,6.8699,5.73133333333,7.0184,6.28533333333,8.50373333333,28.3317333333,6.82906666667,6.2568,10.5623333333
581.98,7.69013333333,6.90226666667,5.7932,7.07406666667,6.34293333333,8.52446666667,28.3332,6.87766666667,6.3122,10.5994
582.32,7.6712,6.9095,5.77406666667,7.05566666667,6.30973333333,8.51566666667,28.3084666667,6.83853333334,6.31853333333,10.5771
582.66,7.68173333333,6.9407,5.80526666667,7.0938,6.33186666667,8.55193333333,28.3256666666,6.85093333333,6.36716666667,10.5975
583.00,7.69933333333,6.92906666666,5.84253333333,7.11026666667,6.35706666667,8.5316,28.3114,6.86686666667,6.3729,10.5935
583.34,7.7848,7.03256666667,5.89633333333,7.15853333333,6.41953333333,8.57833333334,28.3958,6.94146666667,6.4385,10.6679333333
583.68,7.85806666666,7.099,5.966,7.2382,6.47166666667,8.5886,28.4444666667,6.97893333333,6.54776666667,10.7857666667
584.01,7.85813333333,7.10236666667,5.94106666667,7.1964,6.4534,8.55553333333,28.4502,6.94233333333,6.54313333333,10.8189
584.35,7.79873333333,7.05006666667,5.8994,7.1438,6.42326666667,8.49,28.4195333333,6.8988,6.50946666667,10.8129333333
584.69,7.8092,7.0384,5.90753333333,7.12946666667,6.46086666667,8.5066,28.4582,6.87453333333,6.55863333333,10.8104
585.03,7.7444,7.03896666667,5.8304,7.06073333333,6.38533333333,8.47693333333,28.3804666667,6.80026666667,6.5281,10.7598666667
585.37,7.77526666667,7.0639,5.8696,7.06733333333,6.38886666667,8.48293333333,28.4178666666,6.8232,6.54636666666,10.8089
585.70,7.73973333333,7.04486666667,5.85273333333,6.99726666667,6.34546666667,8.44353333333,28.4249333333,6.78113333333,6.5327,10.7801
586.04,7.762,7.03813333333,5.84953333333,7.01046666667,6.34546666667,8.4532,28.4187333333,6.7844,6.52266666667,10.8031666667
586.38,7.74286666667,7.01626666667,5.8106,6.98713333333,6.3548,8.44493333333,28.4611333333,6.77613333334,6.5067,10.8219333333
586.72,7.75633333333,7.02103333333,5.80053333333,6.9848,6.37153333333,8.47706666667,28.5009333334,6.76493333333,6.50456666666,10.8589333333
587.06,7.67673333333,6.94236666667,5.74493333334,6.95246666667,6.3036,8.4164,28.4452,6.68246666667,6.4067,10.7812
587.39,7.64786666667,6.92323333333,5.72706666667,6.941,6.3028,8.42186666667,28.4447333333,6.69066666667,6.3416,10.7196666667
587.73,7.65006666667,6.92406666667,5.7484,6.95726666667,6.3158,8.46186666667,28.4848,6.6974,6.3699,10.7241333333
588.07,7.609,6.88946666667,5.71713333333,6.92353333333,6.26893333333,8.45853333333,28.4883333333,6.6396,6.31556666666,10.6921666667
588.41,7.59713333333,6.87153333333,5.6954,6.88486666667,6.22386666667,8.43266666667,28.4557333333,6.6276,6.28513333333,10.6782
588.74,7.64413333333,6.88853333333,5.76533333333,6.89326666667,6.26906666667,8.47533333333,28.5292,6.67926666667,6.2857,10.7360666667
589.08,7.66313333333,6.86496666667,5.72133333333,6.88653333333,6.27453333333,8.49326666666,28.5786666667,6.64766666667,6.273,10.7113
589.42,7.71553333333,6.87066666667,5.7336,6.93426666667,6.28866666667,8.52486666667,28.6269333333,6.66933333333,6.25683333333,10.7273
589.76,7.7164,6.85036666667,5.7516,6.923,6.29806666667,8.51486666667,28.6049333333,6.67173333333,6.26076666667,10.7148333333
590.09,7.7466,6.84326666667,5.78413333333,6.95653333333,6.2846,8.51753333333,28.541,6.64653333333,6.2639,10.7208
590.43,7.7466,6.85006666667,5.78406666667,6.95153333333,6.28033333333,8.50493333333,28.5765333333,6.644,6.26823333333,10.7049
590.77,7.83966666667,6.95193333333,5.8268,7.0134,6.37066666667,8.56266666667,28.6321333333,6.72613333333,6.38606666667,10.7739666667
591.11,7.83766666667,6.9545,5.80953333333,6.96493333333,6.34633333333,8.5588,28.5808,6.68106666667,6.39663333333,10.7713666667
591.44,7.8546,6.9718,5.81466666667,7.01793333333,6.3628,8.56066666667,28.575,6.70413333333,6.39236666667,10.8025
591.78,7.89326666666,6.97853333333,5.8582,7.01086666667,6.38973333333,8.551,28.5666,6.7424,6.41436666667,10.8279666667
592.12,7.8676,6.97623333333,5.82386666667,7.0004,6.364,8.55126666667,28.6005333333,6.692,6.3684,10.8344666667
592.46,7.81006666667,6.91206666667,5.77853333333,6.99513333333,6.3382,8.50786666667,28.5254,6.62793333333,6.32433333333,10.7457666667
592.79,7.8102,6.9006,5.76813333333,6.97933333333,6.325,8.4948,28.5018,6.62206666667,6.27146666667,10.7361666667
593.13,7.74346666667,6.86846666667,5.73153333333,6.92313333333,6.27766666667,8.4508,28.4544,6.59033333333,6.23893333333,10.709
593.47,7.6908,6.84263333333,5.6878,6.88753333333,6.244,8.41186666667,28.4662,6.55386666667,6.20203333333,10.6904666667
593.80,7.62906666667,6.81593333333,5.6156,6.81406666667,6.20173333333,8.38526666666,28.5063333333,6.5392,6.15713333333,10.6535666667
594.14,7.65306666667,6.81833333333,5.62413333334,6.85133333333,6.1956,8.40553333333,28.4665333333,6.5618,6.18953333333,10.6930333333
594.48,7.58833333333,6.73556666667,5.5778,6.80246666667,6.12886666666,8.36053333333,28.4115333333,6.48806666667,6.0941,10.6608666667
594.81,7.6198,6.72046666667,5.57933333333,6.83053333333,6.15093333333,8.42386666667,28.5329333333,6.5128,6.0805,10.7151
595.15,7.62626666667,6.70793333334,5.59193333333,6.8008,6.1292,8.41273333333,28.5261333333,6.502,6.0763,10.705
595.49,7.5972,6.6809,5.52353333333,6.77266666667,6.09486666667,8.39346666667,28.4958,6.4412,6.01923333333,10.6589333333
595.82,7.61186666667,6.68283333333,5.54453333333,6.784,6.11593333333,8.39766666667,28.5102666667,6.47033333333,6.02623333333,10.6754
596.16,7.679,6.7366,5.58473333333,6.8204,6.16233333333,8.44806666667,28.6005333333,6.5164,6.08603333333,10.7659
596.50,7.69286666667,6.75093333333,5.59106666667,6.86893333333,6.1716,8.42926666667,28.6223333333,6.53166666667,6.1296,10.8093
596.83,7.62933333333,6.6833,5.48553333333,6.78853333333,6.09633333333,8.36293333333,28.5527333333,6.44966666667,6.05793333333,10.7422
597.17,7.58606666667,6.63083333333,5.42986666667,6.71473333333,6.04346666667,8.29833333333,28.4824666667,6.3924,6.0092,10.673
597.51,7.5828,6.62366666667,5.4132,6.70766666667,6.0212,8.249,28.4861333333,6.37673333333,5.98856666666,10.6458
597.84,7.5382,6.60216666667,5.38353333333,6.65886666667,6.01446666667,8.21526666667,28.4718666667,6.36373333333,5.94453333333,10.6307333333
598.18,7.5372,6.56693333333,5.3532,6.60833333333,5.968,8.2026,28.5059333333,6.341,5.91163333333,10.5962
598.52,7.56626666667,6.60823333333,5.37973333333,6.62473333333,5.98666666667,8.1882,28.515,6.3632,5.92503333333,10.6230666667
598.85,7.53153333333,6.5856,5.3602,6.5938,5.96993333333,8.14913333333,28.4764,6.3224,5.86083333333,10.5891333333
599.19,7.5018,6.586,5.3556,6.5844,5.94933333333,8.14573333333,28.4796666667,6.34073333333,5.85466666667,10.6407
599.53,7.46713333333,6.55086666667,5.31946666667,6.5724,5.90546666667,8.10633333333,28.4442666666,6.31033333333,5.83656666667,10.5935
599.86,7.46626666667,6.58076666667,5.32346666667,6.55346666667,5.891,8.09213333333,28.4374,6.3086,5.81323333333,10.6038
600.20,7.484,6.57936666667,5.3548,6.5348,5.8826,8.1362,28.4354666667,6.32986666667,5.8235,10.6131
600.53,7.6164,6.68153333333,5.49513333333,6.66573333333,6.01473333333,8.26833333334,28.5947333333,6.4592,5.97223333333,10.7213
600.87,7.6962,6.73703333333,5.56733333333,6.76946666667,6.09506666667,8.40773333333,28.6988666667,6.53873333333,6.03083333333,10.8144333333
601.21,7.7194,6.7196,5.59753333333,6.81073333333,6.12886666667,8.43326666667,28.6654,6.5326,6.03806666667,10.8386
601.54,7.698,6.6926,5.56793333333,6.75606666667,6.0596,8.41466666667,28.6747333333,6.44333333333,5.9745,10.796
601.88,7.64793333333,6.68766666667,5.555,6.7718,6.04626666666,8.40086666667,28.6380666667,6.43573333333,5.991,10.7705666667
602.21,7.61026666667,6.64446666667,5.5544,6.76606666667,6.0178,8.40426666666,28.6016666667,6.43826666667,6.00333333333,10.7580333333
602.55,7.70586666667,6.7168,5.59246666667,6.83713333333,6.076,8.49713333333,28.73,6.5104,6.1308,10.8755333333
602.88,7.8242,6.7974,5.6896,6.945,6.1536,8.58673333333,28.8532,6.5984,6.24703333333,10.9178333333
603.22,7.90646666667,6.87886666667,5.7524,6.98413333333,6.21926666666,8.6582,28.9062,6.6628,6.3162,11.0084
603.56,7.8614,6.80946666667,5.69353333334,6.9512,6.13893333333,8.60366666667,28.901,6.62166666667,6.28533333333,10.9408333333
603.89,7.80606666667,6.8147,5.65193333333,6.90433333333,6.10446666667,8.54026666667,28.8698666667,6.57146666667,6.2356,10.9144666667
604.23,7.75793333333,6.78096666667,5.61093333333,6.84806666667,6.03606666666,8.477,28.8109333333,6.49113333333,6.13956666667,10.8955
604.56,7.78553333333,6.7861,5.61286666667,6.83986666667,6.02846666667,8.45026666667,28.8382666667,6.4942,6.1438,10.9085666667
604.90,7.77873333334,6.81256666667,5.58833333333,6.80106666667,6.00373333333,8.44446666667,28.8503333333,6.48993333333,6.12843333333,10.8956
