wavelength,Back_SpoPluf,Belly_SpoPluf,Breast_SpoPluf,Crissum_SpoPluf,Crown_SpoPluf,DorTail_SpoPluf,Patch10_SpoPluf,Rump_SpoPluf,Throat_SpoPluf,WingTip_SpoPluf
183.73,-537.777777778,-463.333333333,-876.666666667,-676.666666667,-676.666666667,-590.555555555,-425.555555556,-595.555555555,-514.166666666,-629.166666667
184.11,-1200.0,-957.777777778,-1602.22222222,-1335.55555556,-1333.33333333,-1225.55555556,-997.77777778,-1306.66666666,-945.0,-1175.0
184.49,783.333333333,581.944444444,959.722222221,826.388888889,773.611111111,799.305555557,715.277777777,776.38888889,577.083333334,755.439814814
184.87,204.321,152.160444444,237.962777778,209.259444444,196.913555556,194.753111111,175.308555556,186.419666667,169.444416666,205.96712037
185.25,229.777777778,160.0,292.444444444,253.777777778,223.111111111,233.777777778,205.777777778,223.111111111,192.0,262.111111111
185.63,204.444333334,140.740666667,251.111222222,215.185111111,175.185222222,196.481277778,175.925888889,174.814666667,164.4445,211.635768518
186.01,164.599555556,115.762444445,187.596777778,175.193666667,142.118777778,155.297111111,149.353888889,134.108555556,137.790666666,174.289388889
186.39,188.359777778,137.301555556,184.126888889,194.709111111,158.730111111,162.830777778,170.105888889,147.619,153.17475,189.859046296
186.77,191.989555556,133.850222222,196.124,196.124222222,165.116222222,167.441944445,182.428888889,155.814,174.224583333,203.811287037
187.15,282.478666667,190.171,287.179555556,308.974333333,235.897444444,235.256277778,273.504333333,224.359,270.19225,312.036962963
187.53,290.476111111,205.291,321.164111111,353.439,260.846666667,282.275277778,316.931444444,267.195888889,290.873,364.285740741
187.91,330.864444444,277.777666667,363.580222222,416.666555556,322.839444445,372.222444444,412.963111111,341.358111111,365.27775,444.34162963
188.29,209.053666667,188.888777778,267.077888889,267.489777778,246.502111111,255.761388889,290.535,242.386888889,310.493833333,333.333222222
188.67,314.286,274.603333333,375.397,422.222222222,403.174777778,425.396833333,491.269888889,419.047555555,530.357333334,600.000064815
189.05,-361.111111111,-276.666666667,-423.333333333,-517.777777778,-507.777777778,-580.555555555,-665.555555554,-548.888888889,-655.0,-776.296296298
189.43,-966.666666665,-861.111111112,-1188.88888889,-1319.44444445,-1433.33333333,-1538.88888889,-1808.33333333,-1472.22222222,-1927.08333334,-2061.57407407
189.81,-327.777777778,-291.111111111,-344.444444444,-518.888888889,-555.555555556,-605.555555556,-683.333333333,-524.444444444,-770.833333333,-797.685185185
190.19,-103.111111111,-115.111111111,-113.777777778,-163.555555556,-184.888888889,-224.444444445,-248.888888889,-180.444444445,-285.333333334,-298.037037037
190.57,-45.9770000001,-56.3218888889,-80.0763333334,-107.279555556,-122.605444444,-165.325777778,-194.252777778,-134.866,-234.770166667,-234.642351852
190.95,-71.6048888888,-92.1811111111,-97.1194444444,-135.802555556,-147.325111111,-192.592444444,-219.341777778,-155.967111111,-265.1235,-263.477444444
191.33,-100.0,-136.666666667,-101.666666667,-121.111111111,-207.222222222,-274.722222222,-299.444444444,-217.222222222,-346.666666666,-339.768518519
191.71,-97.1193333333,-108.641888889,-93.8273333334,-92.181111111,-170.781888889,-210.287944444,-219.753,-169.547222222,-287.65425,-266.015083333
192.09,-72.9166666668,-93.7500000002,-81.5972222222,-70.1388888888,-138.194444445,-155.902777778,-166.319444444,-131.25,-237.760416667,-214.525462963
192.47,-40.2776666667,-54.761888889,-30.9522222221,-37.5,-67.4602222222,-85.9126111111,-88.2936666666,-59.3253333333,-122.024083333,-111.342638889
192.85,-31.7461111111,-51.4991111112,-35.2733333332,-29.1005555555,-54.8501111111,-56.5256111111,-72.3106666668,-37.918888889,-102.1165,-85.3616203703
193.23,-26.215,-49.8262222222,-24.1318888889,-18.229,-40.6247777778,-44.5309444444,-64.0621111111,-29.5137777778,-91.0155,-76.4031851853
193.61,-41.7563333333,-69.3548888889,-29.0322222221,-27.7776666667,-48.5662222222,-55.8244444444,-71.1467777779,-37.4552222222,-98.3873333335,-80.4360185186
193.99,-41.4814444445,-67.2223333334,-32.7778888888,-23.3333333333,-46.1111111111,-49.7221666667,-77.2221111112,-43.3334444445,-94.4443333335,-83.2560370369
194.37,-20.8081111111,-46.4646666668,-10.1012222222,-14.9495555556,-27.4748888889,-32.8282777778,-65.8585555555,-21.6162222222,-85.4545,-66.0269074073
194.75,-13.8888888889,-33.7301111111,6.54755555557,-2.381,-11.7064444444,-18.2541111111,-57.5396666668,-10.3174444444,-75.2976666665,-51.8850462963
195.13,6.19655555553,-20.5126666667,29.9146666667,16.2394444444,5.98277777777,-3.41883333333,-48.0768888889,7.265,-63.62175,-42.4678981481
195.51,-3.78777777777,-29.7981111111,20.7071111111,2.02022222223,-9.84844444446,-3.409,-69.6969999999,0.757444444433,-100.379,-59.3012407407
195.89,12.1526666667,-1.38911111112,38.1944444444,18.7498888889,17.1875555556,16.4930555556,-42.1875555555,15.6248888889,-53.3855833333,-26.2009537037
196.27,18.7792222222,10.9546666667,53.6776666667,24.8825555555,23.1611111111,24.9608333333,-26.291,18.1533333333,-45.5399166667,-18.4402592593
196.65,33.9683333333,22.5395555556,55.7142222222,28.7302222222,37.9365555556,35.4763333333,-17.4602222222,19.8414444444,-40.8335,-14.748712963
197.03,39.6012222222,28.205,62.5356666667,28.7748888889,41.3104444444,27.2789444444,-9.11688888889,18.661,-32.5853333334,-8.1078240741
197.40,44.7918888889,34.8957777778,71.7013333333,29.1664444444,45.8334444445,20.3126111111,-12.8471111111,21.5277777778,-51.3019166667,-14.3806296298
197.78,41.5824444445,45.1178888889,70.2019999999,30.4714444444,43.4344444445,23.3164444444,-14.6464444444,23.569,-50.7574166667,-18.7710648147
198.16,26.5992222222,30.9765555556,59.0907777778,21.8855555555,26.936,7.15494444446,-28.9563333333,7.07077777778,-67.2976666665,-34.4838888888
198.54,20.5128888889,11.1111111111,35.1852222222,15.527,12.1083333333,3.06277777777,-24.359,-2.70655555557,-70.9403333335,-35.8736388889
198.92,4.80922222222,-17.413,16.4178888889,-1.49255555553,-13.5987777778,-23.3001111111,-46.9318888889,-21.559,-99.8755833335,-62.2720925927
199.30,15.6863333333,1.17644444444,32.6797777778,13.2025555556,1.17666666667,-3.92149999999,-26.4052222222,-4.31377777777,-61.6665833334,-30.337712963
199.68,33.1417777778,19.0613333333,47.1263333333,27.1074444445,25.6704444444,15.0383333333,0.574666666667,17.9118888889,-21.4079166666,-5.49166666669
200.06,47.17,24.2136666667,56.6037777778,33.8573333333,31.5513333333,24.7905,12.9978888889,30.3982222222,-12.6573333333,1.64210185184
200.44,49.2997777778,28.4781111111,53.5014444444,39.309,37.6283333333,26.1906111111,18.2071111111,38.0016666667,0.77016666665,11.9903981482
200.82,57.1864444445,33.4352222222,65.6473333334,48.42,44.7502222222,35.5759444445,27.3192222222,49.5414444444,11.7735833333,20.0562037037
201.19,62.2932222222,35.6973333333,70.8038888888,58.747,44.5628888889,40.3664444445,32.6241111111,52.1274444444,7.80133333335,18.8731666667
201.57,57.5838888889,31.9223333333,60.8466666667,50.6173333333,38.624,42.0193888889,30.9524444445,46.0316666667,19.31225,21.5094074074
201.95,67.2743333333,38.0208888889,68.9236666667,63.5418888889,47.1353333333,48.3073888889,37.8471111111,52.3438888889,31.1850833333,30.9896203704
202.33,77.0431111111,46.2808888889,80.1654444444,77.4103333333,58.9531111111,58.8612777778,52.1578888889,67.033888889,40.8400833333,44.4673055555
202.71,76.1248888889,52.3416666667,84.6648888889,82.0016666667,65.1975555556,58.1267222222,54.178,66.5747777777,47.5205833333,50.2983148148
203.09,78.4868888889,61.7021111111,89.9134444444,87.8646666665,71.8675555556,66.588,66.5092222222,70.8432222222,53.428,58.4055555556
203.47,79.5525555556,62.6542222222,86.8054444444,91.1265555555,73.2254444444,64.5834444444,71.065,73.1483333333,56.192,57.2146111111
203.85,84.3588888889,66.5812222222,90.7692222221,101.623777778,76.2393333333,65.1707777778,76.4955555556,76.0682222223,63.9744166667,60.6053981483
204.22,73.3506666667,62.3264444445,89.3228888889,98.7849999999,70.9201111111,58.4636111111,70.7466666667,66.6666666667,60.8723333333,59.4763796296
204.60,67.9365555555,62.4337777778,92.6985555556,107.725111111,67.8306666667,59.3651111111,69.5236666667,63.0686666667,61.0318333333,58.8007314814
204.98,56.0764444445,53.0383333333,80.2083333334,94.9654444446,58.3333333333,50.5642222222,60.6771111111,54.8611111111,55.1433333334,53.6529259259
205.36,54.2287777778,52.8193333333,82.9189999999,91.2936666668,61.6914444444,51.8239444445,59.2866666667,58.6235555556,59.7636666666,55.4310925926
205.74,51.819,55.8505555556,91.9372222222,102.851666667,72.5663333334,50.5408333333,66.8632222222,60.5702222222,66.0766666666,60.701462963
206.12,48.4674444445,52.9693333333,90.5172222221,95.5937777779,73.18,54.8849444444,70.7854444444,63.889,63.5054166667,56.8726851852
206.50,45.5866666667,50.0517777778,88.7850000001,92.1079999999,73.9355555556,48.8577222222,68.7435555556,59.8131111111,60.6698333333,52.9681574074
206.87,50.0491111111,58.5054444444,95.9684444444,95.2802222222,73.4514444444,54.8673333333,72.5663333335,69.2232222222,66.0025833334,53.4334259259
207.25,44.3396666667,52.5156666666,96.8552222221,87.526111111,70.8596666667,47.6413888889,66.2473333332,68.1342222222,69.5753333334,48.7072037037
207.63,35.6061111111,50.505,103.661444444,88.8890000001,68.1818888889,44.5076666667,60.4798888889,65.6566666667,69.8864166667,44.2339814815
208.01,23.3091111111,36.3526666667,87.1981111112,76.57,56.4008888889,36.7149444444,50.1206666667,53.744,56.8839166667,35.2053796296
208.39,33.0808888889,46.2121111111,97.2223333332,84.2171111112,64.6465555556,43.3078333333,59.0908888889,65.4041111111,70.64375,36.9212592592
208.77,45.7341111111,50.2976666666,97.6189999999,78.769888889,68.353111111,48.0655555556,63.1943333333,71.23,74.1816666667,43.749962963
209.14,50.6822222222,56.8225555556,101.851777778,81.4815555554,70.663,49.3664444444,65.691888889,74.659,75.8043333334,46.4262222222
209.52,44.3451111111,50.0993333333,94.841111111,75.7936666667,60.0197777778,37.8471111111,56.0515555555,67.3612222222,65.4760833334,38.6904907408
209.90,42.7051111111,45.8938888889,89.0823333332,72.657,52.4637777778,38.2125,54.6858888889,66.9565555556,62.7535833333,38.389787037
210.28,40.0,42.1053333333,92.7486666666,75.5554444444,46.9006666666,29.0644444444,51.5789999999,66.7837777778,63.158,42.7679166667
210.66,45.5782222222,50.4535555556,96.1451111112,78.6847777777,46.712,36.5648333333,58.39,72.6756666667,74.2346666666,50.0567777778
211.03,51.7544444444,56.4327777778,116.666888889,94.1520000001,52.6316666668,35.5995555555,68.1286666666,77.7776666667,83.2236666666,59.1129814815
211.41,49.5125555557,60.0391111111,129.044777778,110.721333333,43.8595555557,28.4599444445,79.5322222222,76.8032222223,79.9705833334,65.8057685184
211.79,53.0865555557,64.5058888889,114.351666667,103.240777778,48.6112222222,40.5864444445,82.4076666667,78.3952222222,76.8519166667,74.4726944446
212.17,63.7343333334,83.0245555557,123.148111111,110.802333333,53.7036666667,49.4599444445,95.6788888888,90.277888889,88.4259166667,84.6321944446
212.55,56.1642222222,68.4931111111,104.718666667,101.826555556,40.7913333334,41.0198888889,79.9085555554,77.9301111112,67.1234166667,78.183425926
212.92,59.1835555557,75.2834444444,114.285888889,133.786888889,33.7867777778,34.3538333333,87.754888889,81.8594444443,73.6393333334,85.0341296296
213.30,30.3522222221,45.2574444444,99.7289999999,124.932222222,8.13011111113,20.1898333333,68.8344444443,57.4526666665,44.7155833334,69.805601852
213.68,44.1798888888,49.4708888889,110.581888889,137.566,22.2222222222,44.8413333333,91.0052222222,56.6136666666,71.8254166666,84.9207314816
214.06,50.7576666667,55.808,116.414111111,135.606111111,35.6062222221,58.5856666667,88.889,59.8484444446,74.0528333333,88.5102592591
214.44,43.9614444443,49.2753333333,100.724777778,120.772777778,32.8501111111,46.4975555556,78.7438888889,44.9276666668,77.35525,67.5120925926
214.81,32.2851111111,27.2536666667,89.518,110.062888889,24.109,38.3647222222,60.5867777777,37.9454444445,63.0505,52.6379166667
215.19,11.1111111111,11.6858888889,59.3868888889,84.6743333333,9.96188888889,33.0459444444,45.0192222222,31.2261111111,56.1783333333,35.6480833333
215.57,29.4117777778,34.6404444444,64.8695555555,94.6078888889,30.5555555555,48.6111111111,48.366111111,47.2222222222,67.2794166666,38.4941111111
215.95,10.1586666667,13.016,45.8731111111,74.6031111111,15.8728888889,31.1111111111,23.8092222223,26.1902222222,49.286,17.8173796296
216.32,-13.4503333333,-15.0097777778,39.1813333333,74.6588888889,6.23777777776,18.9086111111,6.82266666668,8.5771111111,34.7954166667,6.985
216.70,-28.1893333333,-26.3374444444,34.5678888889,62.5513333333,-1.23455555553,6.37883333332,0.205555555567,-12.1401111111,30.24675,4.0808888889
217.08,-29.9603333333,-20.2381111111,33.7302222222,59.9205555556,-1.19044444444,8.43250000001,13.4919999999,-7.93666666667,29.0179166667,12.0535740741
217.46,-30.1932222222,-2.6571111111,53.14,87.1980000002,-3.14000000001,14.9759444444,19.0821111109,6.76322222221,58.5145,21.0346666667
217.83,-50.149888889,-9.90988888877,45.9460000001,99.3994444444,-15.3153333333,-2.25211111111,11.7116666667,7.80777777778,63.2883333333,18.7937777778
218.21,-47.0587777778,0.326888888867,49.6733333334,114.052222222,-21.2418888889,-9.31372222221,17.6471111109,2.28766666668,83.5785,27.9955555557
218.59,-3.56377777778,34.172,64.150888889,101.886666667,16.3521111111,26.5202222222,37.5262222222,29.9788888889,77.2011666666,52.6554629629
218.97,-37.0371111111,24.5014444445,60.6838888888,100.854666667,-6.26788888887,11.5382222222,5.98300000023,5.12822222223,66.0258333333,46.3914166667
219.34,-34.367111111,8.78544444447,62.7906666667,83.4625555557,-11.1113333333,1.16283333334,-8.01033333357,-10.5944444444,53.10075,33.333537037
219.72,-89.2592222223,-34.4443333332,73.7034444443,71.8517777778,-49.6295555555,-23.5185555555,-45.1851111113,-52.2223333333,58.889,36.6975370369
220.10,-83.9504444443,-4.321,158.642111111,129.629444444,-68.5186666668,-6.17294444443,-34.5676666667,-65.4321111112,124.537083333,97.3768240742
220.47,-27.7776666667,33.3332222224,147.474666667,102.525111111,-48.9897777778,22.2222777778,-4.54555555557,-35.3534444444,120.075916667,103.535425926
220.85,6.410111111,48.2905555554,145.726444445,106.410333334,-22.2223333333,54.2734444443,9.40166666677,-3.8461111111,125.641166667,87.0014537036
221.23,30.5553333332,64.6824444444,179.762,100.397111111,-0.39688888889,62.4999444446,33.3334444447,13.0953333333,141.964166667,100.066148148
221.61,13.8888888889,24.4444444443,210.0,97.2222222223,-46.111111111,60.2777777777,22.7777777778,-17.7777777778,145.416666667,129.583333333
221.98,30.5555555556,43.7498888889,115.046444444,68.2872222221,6.48155555556,58.7961666667,24.3056666668,17.5925555556,80.03475,81.2113425926
222.36,17.094,25.356,131.339111111,58.9741111111,-4.8432222222,46.5812222222,14.8148888889,9.40177777778,71.1536666667,67.5450555557
222.74,-17.6766666668,-42.9292222222,146.464777778,49.9997777777,-54.5454444444,2.77777777777,-44.4444444446,-47.4748888889,65.9091666666,51.9361666667
223.11,16.4019999999,-20.1058888889,143.386333333,75.6614444446,-34.9206666667,8.46577777777,-5.29088888887,-38.0952222222,73.4126666666,60.9348055555
223.49,59.8291111111,38.4615555555,158.119666667,122.649777778,13.2477777778,43.3761111111,59.8289999999,38.4616666667,112.820583333,99.0741296296
223.87,92.3075555555,55.5555555556,161.111111111,155.555666667,48.2904444443,57.0512777778,93.1623333332,77.3504444445,130.128083333,115.705157407
224.24,59.375,25.6944444445,96.5277777778,111.111111111,31.25,26.0416666667,63.888888889,62.1527777778,102.083333333,79.2824074076
224.62,53.7373333333,34.3433333333,67.4747777778,92.1210000002,39.798,37.9797222222,57.7777777778,56.1615555556,86.9695,63.9731018518
225.00,44.0858888889,33.3333333333,62.7242222222,82.9749999999,42.473,33.2439444444,55.5555555556,59.3187777778,73.3870833334,65.4718333333
225.38,31.9444444444,19.2902222222,42.9011111111,70.5247777778,33.3333333333,30.0927222222,37.5001111111,50.0,54.0506666667,50.5528611111
225.75,35.1165555556,25.7888888889,39.9175555556,62.8257777777,44.0328888889,33.1961666667,41.8382222222,50.8917777778,55.6585833334,46.2847407408
226.13,30.7568888889,18.1962222222,33.6553333333,54.1064444445,39.9355555556,22.7858888889,40.4185555555,45.8938888889,49.6375833334,40.6064814815
226.51,20.7206666666,16.9668888889,20.7206666667,49.5495555556,31.081,20.2704444445,30.6305555556,38.8891111111,47.7475,35.5856296296
226.88,22.9797777778,25.7576666667,23.3583333333,43.8132222222,27.5252222222,28.9773333333,39.1413333334,43.5605555556,46.4961666666,39.0887314815
227.26,22.8338888889,30.8868888889,23.6492222222,40.6727777778,27.4211111111,35.4229444445,39.3475555556,47.6044444444,48.2415,38.6338888889
227.64,26.2344444445,33.9506666667,26.6463333333,38.0658888889,31.3787777778,39.3519444444,41.0494444445,46.8107777778,46.91375,40.3377407408
228.01,12.8526666667,19.9005555555,19.32,20.315,14.5937777778,25.9122222222,22.8026666667,29.8506666667,29.7263333333,25.3040185185
228.39,0.86122222222,10.4221111111,17.399,11.4557777778,3.1868888889,16.236,9.73288888889,19.0353333333,20.6718333333,13.2141388889
228.76,-14.3161111111,5.3418888889,8.97433333333,1.28211111112,-11.2181111111,7.90616666667,-5.66244444443,11.5383333333,12.25975,-0.151250000023
229.14,-9.72211111112,16.9868888889,10.5768888889,11.1108888889,-11.2177777778,10.0426111111,-2.99133333337,16.987,15.9454166667,4.69205555556
229.52,-1.43011111112,29.9231111111,14.9617777778,15.5115555556,-7.92066666666,11.8262777778,3.63044444443,21.5621111111,19.0594166667,9.5984537037
229.89,2.58900000002,36.8932222222,21.575,18.6623333333,-5.3937777778,12.0819444444,3.4521111111,23.9481111111,23.1391666667,12.549462963
230.27,5.37622222223,39.1874444445,25.209,20.4301111111,-5.2567777778,17.5027777778,5.85444444443,30.3464444445,30.8240833333,16.7262777778
230.65,11.9417777778,34.787,23.9875555556,20.5607777778,-4.36155555553,15.7839444444,6.85355555555,27.8297777778,25.70075,16.8742685185
231.02,15.4968888889,38.2066666666,29.6297777778,23.5865555555,-2.53422222223,15.0097222222,5.848,26.0233333333,27.4121666667,20.8981851852
231.40,16.5755555556,28.0511111111,31.4206666667,23.4971111111,-1.63933333333,10.3825,4.82677777778,21.0382222222,25.9561666666,19.2015
231.78,-4.89300000001,6.72777777779,9.07266666666,2.24255555556,-25.5861111111,-9.07233333334,-21.3046666667,1.12133333334,5.04583333334,-0.552148148143
232.15,10.4937777778,19.4443333333,14.9178888889,15.0205555555,-8.33322222223,2.93199999999,-10.391,11.7283333333,20.75625,10.7340277778
232.53,23.5555555555,29.4444444444,25.6666666667,26.0,1.1111111111,11.7777777778,-1.0,20.3333333333,27.75,23.6388888889
232.90,20.021,21.6982222222,22.7463333333,23.585,2.72544444443,7.33766666668,-0.314444444467,16.9811111111,21.462,24.8513888889
233.28,16.854,7.49077777777,20.4742222222,9.61288888889,-5.99255555557,0.187222222223,-5.36844444447,8.11488888888,16.3856666667,13.5247685185
233.66,14.0485555556,-3.32055555557,20.8172222222,-2.55455555557,-11.4941111111,-7.53516666667,-16.7304444445,0.12766666668,13.4101666667,9.05718518517
234.03,14.8147777778,-5.05033333333,19.641,0.112111111123,-8.41766666667,-1.62727777778,-8.30522222223,1.68355555554,11.2794166667,11.9996388889
234.41,19.0861111111,1.52333333334,23.029,11.5591111111,0.7168888889,3.49466666667,-0.0895555555667,6.72055555557,15.18825,16.3905092592
234.78,23.4666666667,5.06666666668,28.7111111111,17.2444444445,8.17777777777,14.0444444444,10.2222222222,12.6222222222,17.4666666666,23.0814814815
235.16,16.6666666667,0.292333333323,22.2222222222,15.7894444444,3.80111111112,16.1793333333,9.64911111111,11.3061111111,15.2778333333,17.1052685185
235.54,20.7951111111,9.684,21.5085555556,15.3924444444,7.33944444444,18.7565,15.3924444444,13.1497777778,17.27825,21.2538148148
235.91,27.8618888889,20.9595555555,30.9765555555,29.293,19.0235555556,26.5995,23.7372222222,20.7913333333,28.346,27.7849074074
236.29,16.0306666667,13.6555555555,22.5616666667,18.2357777778,8.56666666666,15.6063888889,15.0975555556,10.687,17.30275,17.027037037
236.66,19.7531111111,22.8394444444,28.6008888889,25.583,18.1071111111,26.2001111111,25.1715555556,21.1934444444,27.9836666667,24.5256018518
237.04,16.8698888889,20.0541111111,28.3198888889,19.9185555555,14.9051111111,22.7642777778,22.1546666667,19.9186666666,26.8291666666,19.8452037037
237.41,12.8718888889,21.8578888889,27.5654444444,18.2756666666,15.5433333333,21.7667777778,19.6114444445,19.6115555555,26.3205,20.5273888889
237.79,6.07177777778,18.5185555555,21.7367777778,15.7862222222,13.5397777778,18.7006666667,16.6363333333,16.1504444445,20.7195833334,14.9615462963
238.17,2.20966666667,17.1084444445,18.5605555555,12.0581111111,11.0481111111,16.6035,9.65922222222,11.8687777778,17.8504166666,10.8271388889
238.54,-7.72344444443,11.9917777778,7.79122222222,1.21966666667,2.50666666665,10.7723333333,1.152,4.1328888889,9.65441666665,1.70522222222
238.92,-9.20644444444,13.7143333333,8.95244444444,-1.33331864068e-11,-0.190333333347,9.61905555555,-2.66655555554,6.03177777778,10.857,0.20111111111
239.29,-3.68511111111,16.1362222222,14.0144444445,3.79688888889,4.29922222222,10.2736666667,1.73077777777,9.65944444443,11.7671666667,4.64829629631
239.67,-5.09922222222,13.6875555556,12.3992222222,3.59633333333,3.27433333334,8.93727777778,-0.805111111123,8.53455555557,10.3865833333,4.74146296295
240.04,-4.031,13.6951111111,8.37211111112,1.03355555556,2.94566666668,8.08783333333,0.671777777777,8.0621111111,10.3876666667,6.67525925926
240.42,-2.583,15.2046666667,6.38422222222,3.75222222222,4.19122222222,10.0147222222,3.07022222223,10.2824444444,7.71183333333,9.66121296296
240.79,-3.97755555556,9.33833333333,0.259222222223,-2.9831111111,-0.907777777777,3.89116666667,-1.51333333333,4.88522222222,-0.51875,5.95553703704
241.17,-1.22633333334,9.62466666666,2.67555555556,-1.63488888888,-0.00011111111,6.96772222222,-0.6688888889,5.27688888889,0.111666666665,6.3948611111
241.54,4.18333333333,10.8434444445,3.68122222222,2.40977777778,2.04155555555,9.06961111111,2.27577777778,7.66388888889,0.979,8.57605555557
241.92,8.14233333333,11.7577777778,5.40866666667,4.93844444444,3.67444444444,11.6403888889,4.8208888889,9.55333333333,3.41691666667,11.1039166667
242.29,9.25922222221,10.7353333333,5.68955555556,4.831,3.94522222222,10.6415,6.146,9.98377777777,3.84475,11.2767777778
242.67,12.0886666667,11.8826666667,8.66733333333,6.09577777777,5.99266666665,12.2815555555,8.38466666667,11.4967777778,5.28558333333,13.6058796296
243.05,14.4495555555,13.1537777778,9.46688888889,8.44566666666,9.09322222223,14.1877222222,10.5877777778,11.983,5.58683333333,15.5558703704
243.42,14.074,11.4072222222,9.11122222222,6.17277777777,8.07400000001,13.4322222222,9.037,10.3456666667,5.27775,13.8724907408
243.80,13.7067777778,10.6501111111,9.6311111111,4.51222222223,7.20533333332,13.8038333333,7.76333333334,10.4805555556,4.02108333333,12.3787129629
244.17,13.403,9.6991111111,10.4396666667,4.79155555555,6.64355555556,12.9165,7.80099999999,9.4908888889,4.184,11.7554537037
244.55,14.5608888889,10.551,12.2313333333,5.37633333335,7.52688888889,14.2138888889,9.22944444445,10.4166666667,5.71208333334,11.4938240741
244.92,13.8513333333,10.3831111111,11.2182222222,5.93022222223,8.04966666665,14.2795,10.0192222222,9.50533333332,5.95691666667,10.7862870371
245.30,13.6072222222,10.3865555556,10.6278888889,6.38055555557,7.93066666666,14.0097222222,10.95,9.80266666667,5.767,11.2669537037
245.67,12.2058888889,8.59322222221,8.15533333333,4.94411111111,6.53166666668,13.7383333333,9.26833333334,8.41066666667,6.26716666667,9.93423148148
246.05,11.1278888889,8.22744444444,7.888,4.68188888889,6.42911111111,13.2317222222,8.87188888889,8.43077777778,6.13225,9.43181481483
246.42,10.3362222222,8.25955555557,7.31444444445,4.44755555556,5.88888888889,13.2884444444,8.60066666668,8.29077777778,5.52083333334,8.48567592591
246.79,8.50755555555,7.28411111111,5.84722222222,3.71322222222,4.41022222222,11.8651666667,7.09911111111,7.61133333333,4.108,7.18326851851
247.17,6.72755555556,6.09188888889,4.92644444445,1.89388888889,2.42355555556,10.3959444444,5.125,5.91966666667,3.04908333334,5.75644444444
247.54,5.90322222222,5.71355555555,3.91888888889,1.78222222222,1.45377777778,10.119,4.29788888889,5.33433333333,2.02883333334,5.58716666666
247.92,6.18911111111,5.80766666667,3.16211111111,2.06722222222,1.698,9.61016666667,4.762,4.94655555555,2.19633333333,5.69710185185
248.29,5.90511111111,5.53155555555,2.75966666667,1.42211111111,1.91611111111,9.65283333332,4.51944444444,5.49533333333,1.53658333333,5.2794537037
248.67,6.15044444444,5.11544444444,2.75977777778,1.84388888889,1.73688888889,9.74305555554,4.40144444444,5.51977777778,1.81125,5.73290740741
249.04,6.31777777778,5.17122222222,2.73211111111,2.12222222222,1.74422222222,9.52566666667,3.73222222222,5.79333333333,2.10408333334,5.52218518519
249.42,7.12488888889,6.31466666666,3.18888888889,3.16366666667,2.68288888889,9.7253888889,3.961,5.84666666667,3.05633333334,5.89300925926
249.79,6.47922222222,6.091,3.10555555556,2.83811111111,2.51677777778,8.66811111112,3.41344444445,5.42177777778,2.249,5.43169444445
250.17,6.55555555556,6.47222222222,3.59722222222,3.09722222222,2.79166666667,8.79166666668,3.70833333333,5.45833333333,2.39583333334,5.76388888889
250.54,6.217,6.27588888889,3.63011111111,2.57211111111,2.29277777778,8.53911111111,3.88,4.83533333333,1.97333333334,5.5737962963
