wavelength,Back_SpoPluf,Belly_SpoPluf,Breast_SpoPluf,Crissum_SpoPluf,Crown_SpoPluf,DorTail_SpoPluf,Patch10_SpoPluf,Rump_SpoPluf,Throat_SpoPluf,WingTip_SpoPluf
545.52,14.2658888889,31.6424444444,26.949,31.4434444444,13.5681111111,10.5686666667,15.5701111111,15.9657777778,25.9910833333,12.5503796296
545.87,14.2592222222,31.64,26.9505555556,31.4336666667,13.5564444444,10.5661111111,15.5423333333,15.9643333333,25.99625,12.5307314815
546.21,14.2583333333,31.7025555556,26.987,31.5093333333,13.566,10.5795,15.5702222222,15.9707777778,26.0505833333,12.5401296296
546.55,14.2418888889,31.6941111111,26.9788888889,31.4967777778,13.5678888889,10.5402777778,15.5545555556,15.9804444445,26.0794166667,12.5352037037
546.90,14.3122222222,31.7854444444,27.068,31.59,13.6415555555,10.5875,15.6126666667,16.0244444445,26.1785,12.5679814815
547.24,14.3108888889,31.8414444445,27.1103333333,31.6555555556,13.6737777778,10.5865555556,15.6487777778,16.0366666667,26.23625,12.5939166667
547.58,14.3683333333,31.944,27.2048888889,31.7543333333,13.7281111111,10.6456111111,15.7188888889,16.1162222222,26.3269166666,12.6418703704
547.92,14.4466666667,31.9924444444,27.3107777778,31.8227777778,13.8271111111,10.6883888889,15.79,16.162,26.40525,12.7031111111
548.27,14.4825555555,32.0627777778,27.3655555556,31.87,13.8312222222,10.7288888889,15.8162222222,16.1727777778,26.4766666667,12.7170740741
548.61,14.5196666667,32.1705555556,27.4323333333,31.9838888889,13.8675555556,10.7663333333,15.8791111111,16.2361111111,26.5645,12.7183148148
548.95,14.5656666667,32.264,27.5711111111,32.0625555556,13.911,10.7987777778,15.9021111111,16.2843333333,26.637,12.738212963
549.29,14.5645555556,32.2725555556,27.6096666667,32.077,13.9387777778,10.8001666667,15.8947777778,16.272,26.7009166667,12.7486111111
549.64,14.622,32.3516666667,27.6837777778,32.1111111111,14.0026666667,10.8243333333,15.958,16.3167777778,26.7965833334,12.7944537037
549.98,14.6838888889,32.4171111111,27.784,32.1868888889,14.0455555556,10.8569444445,15.9913333334,16.3932222222,26.8836666667,12.8252962963
550.32,14.771,32.5087777778,27.8888888889,32.3198888889,14.1166666667,10.9463333333,16.1128888889,16.4801111111,27.0414166667,12.9108055556
550.66,14.8706666667,32.6007777778,27.9815555555,32.4013333334,14.153,11.0143888889,16.1677777778,16.5592222222,27.1229166666,13.009787037
551.01,14.9514444444,32.6461111111,28.0722222222,32.4407777778,14.1667777778,11.0387222222,16.1714444444,16.5846666667,27.1796666667,13.0298333334
551.35,14.9185555555,32.6228888889,28.074,32.4614444444,14.1636666667,11.0001666667,16.144,16.5467777778,27.2025,13.0168518519
551.69,14.8798888889,32.6308888889,28.0871111111,32.5218888889,14.1402222222,11.0061111111,16.1351111111,16.5581111111,27.23225,12.9883611111
552.03,14.855,32.6287777778,28.1307777778,32.5533333333,14.1731111111,10.9707777778,16.1025555555,16.558,27.2165833334,12.9641018519
552.38,14.8922222222,32.5676666667,28.1434444444,32.5035555556,14.1734444444,10.9803333333,16.1195555555,16.5763333333,27.20475,12.9957592593
552.72,14.944,32.6435555556,28.1724444444,32.5681111111,14.1934444444,11.0581111111,16.1802222222,16.6316666666,27.2924166666,13.0708888889
553.06,14.9753333334,32.7357777778,28.2607777778,32.6334444444,14.237,11.0805555556,16.2332222222,16.6776666667,27.3605,13.1126759259
553.40,14.9997777778,32.7876666667,28.2942222222,32.7472222222,14.2775555556,11.0717777778,16.2638888889,16.7242222222,27.4473333333,13.1584444444
553.74,15.0401111111,32.8581111111,28.3461111111,32.8177777778,14.3227777778,11.0755555556,16.2732222222,16.7243333333,27.4746666667,13.1478240741
554.09,15.0517777778,32.8862222222,28.3601111111,32.8335555555,14.3398888889,11.0600555555,16.2113333333,16.7164444444,27.4756666666,13.1354444445
554.43,15.0607777778,32.9181111111,28.4234444445,32.8568888889,14.3936666667,11.0637777778,16.2246666667,16.7157777778,27.5080833334,13.1382592593
554.77,15.0518888889,33.0302222222,28.4968888889,32.8955555556,14.4224444444,11.0563333333,16.265,16.7641111111,27.58275,13.1433611111
555.11,15.0791111111,33.0737777778,28.5658888889,32.9331111111,14.4457777778,11.0576666667,16.3087777778,16.7762222222,27.6076666667,13.1371944445
555.45,15.1543333333,33.1672222222,28.6107777778,32.9577777778,14.4718888889,11.0633888889,16.3234444444,16.7934444445,27.6340833333,13.1458703704
555.80,15.1822222222,33.2093333334,28.6343333333,33.0197777778,14.4935555556,11.0831666667,16.3731111111,16.7895555556,27.66525,13.1656203704
556.14,15.1944444444,33.2928888889,28.7435555556,33.1208888889,14.5364444444,11.1031111111,16.3807777778,16.8086666667,27.7373333334,13.1813333334
556.48,15.2044444444,33.2476666667,28.762,33.1587777778,14.5668888889,11.0562222222,16.3753333333,16.7913333334,27.7145833333,13.1441018519
556.82,15.2578888889,33.2646666666,28.7873333333,33.2112222222,14.575,11.0895,16.4314444444,16.8534444444,27.727,13.1568703704
557.16,15.2581111111,33.2851111111,28.8255555556,33.2234444444,14.5767777778,11.0967777778,16.4095555556,16.8626666667,27.7443333333,13.1082037037
557.50,15.2405555556,33.2893333333,28.8075555556,33.2131111111,14.5127777778,11.0872777778,16.4131111111,16.8521111111,27.7665,13.0977777778
557.85,15.2268888889,33.2702222222,28.8342222222,33.2116666667,14.5063333333,11.084,16.4404444444,16.8406666667,27.7505,13.0813240741
558.19,15.1941111111,33.2785555555,28.7815555556,33.2217777778,14.4894444445,11.0715555555,16.4322222222,16.8162222222,27.7521666666,13.0630648148
558.53,15.2093333333,33.2887777778,28.7501111111,33.2511111111,14.477,11.1114444444,16.4528888889,16.8614444445,27.7755,13.0907314815
558.87,15.205,33.2947777778,28.7003333333,33.2621111111,14.4608888889,11.121,16.4303333333,16.8505555556,27.7765833334,13.130462963
559.21,15.1697777778,33.2947777778,28.6832222222,33.3038888889,14.4358888889,11.0988333333,16.4027777778,16.824,27.8355,13.1336018518
559.55,15.1777777778,33.3377777778,28.7351111111,33.3191111111,14.4493333334,11.1071666667,16.4101111111,16.8451111111,27.9009166666,13.1593611111
559.89,15.1688888889,33.3612222222,28.7183333333,33.3048888889,14.4101111111,11.0857222222,16.3671111111,16.8224444444,27.9299166667,13.1349074074
560.23,15.1461111111,33.5,28.7972222222,33.3688888889,14.4038888889,11.0921111111,16.3766666667,16.8207777778,28.0091666666,13.1200925926
560.58,15.094,33.4658888889,28.7366666667,33.3217777778,14.3845555556,11.0458888889,16.3423333333,16.724,28.0221666667,13.0563333333
560.92,15.1008888889,33.4852222222,28.7965555556,33.3557777778,14.383,11.0474444444,16.3681111111,16.7061111111,28.0116666667,13.0884351852
561.26,15.0983333333,33.5342222222,28.7811111111,33.3891111111,14.4448888889,11.0442777778,16.3602222222,16.7025555556,28.0801666667,13.07375
561.60,15.1582222222,33.6032222222,28.8108888889,33.4224444445,14.4624444444,11.0432222222,16.4016666667,16.753,28.1589166667,13.0808425926
561.94,15.1418888889,33.5816666667,28.8586666667,33.4403333333,14.4354444444,11.0185,16.4114444444,16.7262222222,28.1636666667,13.0800092593
562.28,15.1107777778,33.5183333333,28.854,33.4695555555,14.4127777778,10.9619444444,16.36,16.6747777778,28.1611666666,13.028
562.62,15.1377777778,33.6172222222,28.9425555556,33.5174444444,14.4336666667,10.986,16.3888888889,16.7161111111,28.25875,13.0222962963
562.96,15.1836666667,33.6855555555,29.0084444445,33.5508888889,14.4397777778,11.0065,16.4093333333,16.7336666667,28.315,13.0202314815
563.30,15.1546666667,33.6685555556,28.9395555555,33.5127777778,14.3803333333,10.9406111111,16.3894444444,16.7084444445,28.3121666667,12.9720555556
563.64,15.1396666667,33.6683333333,28.9967777778,33.5748888889,14.3722222222,10.9448888889,16.4057777778,16.7062222222,28.2946666667,12.9811111111
563.99,15.1373333333,33.603,28.9427777778,33.5474444445,14.3385555556,10.9154444445,16.3546666667,16.6848888889,28.1984166666,12.9688888889
564.33,15.2017777778,33.643,29.0208888889,33.6131111111,14.3701111111,10.9753888889,16.3998888889,16.7387777778,28.2505,13.03475
564.67,15.228,33.6367777778,28.9954444444,33.6128888889,14.4,10.999,16.4362222222,16.7642222222,28.3126666667,13.06475
565.01,15.2724444444,33.6878888889,29.082,33.6634444444,14.4488888889,11.0355,16.5377777778,16.8618888889,28.3221666666,13.1460092593
565.35,15.3091111111,33.8093333333,29.1882222222,33.744,14.5032222222,11.0915555556,16.5703333333,16.8757777778,28.3840833333,13.2050092593
565.69,15.3007777778,33.8383333334,29.162,33.749,14.5065555556,11.0729444444,16.5417777778,16.9042222222,28.4225833333,13.1788425926
566.03,15.322,33.8832222222,29.1905555556,33.7567777778,14.5508888889,11.0983333333,16.5884444444,16.9168888889,28.454,13.2449907407
566.37,15.373,33.9131111111,29.2361111111,33.7931111111,14.6175555556,11.1328333333,16.6563333333,16.9756666667,28.5206666667,13.3032962963
566.71,15.3881111111,33.9267777778,29.2772222222,33.8171111111,14.676,11.1455555555,16.6892222222,17.0023333333,28.5333333334,13.3380833333
567.05,15.3955555555,33.9672222222,29.3428888889,33.881,14.7291111111,11.2162777778,16.7241111111,17.0652222222,28.5850833333,13.4012592593
567.39,15.385,33.9778888889,29.3325555556,33.8747777778,14.758,11.2316111111,16.7522222222,17.093,28.639,13.3903888889
567.73,15.3834444445,34.0275555556,29.3533333333,33.9238888889,14.7984444445,11.27,16.8206666667,17.1494444445,28.7089166666,13.4417685185
568.07,15.3785555556,34.0646666667,29.3621111111,33.9123333333,14.8035555555,11.2811111111,16.8147777778,17.1756666667,28.7075,13.4409259259
568.41,15.403,34.1488888889,29.4517777778,34.0215555556,14.8444444444,11.3348333333,16.8651111111,17.2375555555,28.77675,13.489537037
568.75,15.3624444445,34.1215555556,29.4775555556,34.0423333333,14.8125555555,11.3254444445,16.7813333333,17.1622222222,28.7795,13.4181944445
569.09,15.3727777778,34.1054444444,29.4886666667,34.0987777778,14.8528888889,11.3113888889,16.7722222222,17.2002222222,28.8491666666,13.4412870371
569.43,15.4157777778,34.1751111111,29.5806666667,34.1684444444,14.8945555556,11.3969444444,16.8278888889,17.262,28.8935,13.4813796296
569.77,15.4805555556,34.2278888889,29.6321111111,34.2662222222,14.9236666667,11.4757222222,16.8768888889,17.3083333334,28.9881666667,13.5001018518
570.11,15.452,34.2013333333,29.6465555556,34.337,14.9037777778,11.4789444445,16.8501111111,17.3052222222,28.98375,13.4900277778
570.45,15.4418888889,34.2082222222,29.6676666667,34.3955555556,14.8958888889,11.4857222222,16.8605555555,17.3502222222,29.0365833333,13.4968333333
570.79,15.4141111111,34.1401111111,29.6125555556,34.3433333333,14.8301111111,11.452,16.8021111111,17.2774444444,28.9699166667,13.4351574074
571.13,15.4545555556,34.1916666667,29.6482222222,34.3867777778,14.8438888889,11.4292222222,16.8176666667,17.2833333333,29.00375,13.4530277778
571.47,15.5103333334,34.2183333333,29.6901111111,34.4013333333,14.8627777778,11.4461666667,16.7965555556,17.2725555555,29.0309166667,13.4314537037
571.81,15.527,34.2184444445,29.7302222222,34.4613333333,14.8751111111,11.423,16.7946666667,17.2495555555,29.1199166666,13.4303796296
572.15,15.5195555555,34.22,29.7107777778,34.4424444444,14.8534444444,11.3748333333,16.7503333333,17.2243333333,29.0810833334,13.3955
572.49,15.5516666667,34.2293333333,29.7107777778,34.4245555556,14.8184444444,11.3472222222,16.75,17.2288888889,29.0638333333,13.4094907407
572.83,15.4752222222,34.2108888889,29.6994444445,34.3921111111,14.7542222222,11.3237777778,16.716,17.1804444444,29.0131666667,13.3402962963
573.17,15.4363333333,34.2083333333,29.7016666667,34.4004444445,14.7344444445,11.2449444445,16.6941111111,17.1298888889,28.9815,13.3253981481
573.51,15.4246666667,34.2332222222,29.7658888889,34.4235555556,14.7453333333,11.2126666667,16.7012222222,17.1324444444,28.92725,13.3237222222
573.85,15.4462222222,34.254,29.7582222222,34.413,14.7676666667,11.1919444445,16.7093333333,17.1204444444,28.9101666666,13.3386944444
574.19,15.4901111111,34.2967777778,29.8261111111,34.468,14.7783333333,11.2210555556,16.7386666667,17.1198888889,28.9378333333,13.3534537037
574.53,15.561,34.3608888889,29.9085555556,34.5504444445,14.8524444444,11.2457777778,16.8008888889,17.1746666667,29.0089166667,13.4000092593
574.87,15.5932222222,34.3513333333,29.9564444444,34.5913333333,14.8946666667,11.2480555555,16.8394444444,17.1675555555,28.9928333333,13.4112037037
575.21,15.6072222222,34.3787777778,30.005,34.6445555556,14.9141111111,11.2520555556,16.8935555556,17.1713333334,29.04475,13.4548240741
575.55,15.6006666667,34.3666666667,30.0077777778,34.6613333333,14.886,11.2302222222,16.8941111111,17.1606666667,28.9879166667,13.442537037
575.89,15.6233333333,34.3772222222,30.055,34.693,14.9181111111,11.2455,16.9305555555,17.1803333333,29.0230833334,13.4473425926
576.22,15.6382222222,34.4091111111,30.0841111111,34.7628888889,15.0087777778,11.2991666667,16.991,17.2286666667,29.1361666666,13.4966296296
576.56,15.7124444444,34.4325555556,30.0915555555,34.7927777778,15.0762222222,11.3478333333,17.0593333333,17.2701111111,29.1685,13.5490185185
576.90,15.7688888889,34.4814444444,30.1328888889,34.8431111111,15.1315555555,11.4266111111,17.1082222222,17.3405555556,29.26275,13.5582314815
577.24,15.7925555556,34.4961111111,30.1135555556,34.8548888889,15.141,11.451,17.1164444444,17.3583333333,29.2855,13.5637962963
577.58,15.7397777778,34.47,30.141,34.853,15.0835555555,11.4503333333,17.0965555555,17.347,29.3176666666,13.4675462963
577.92,15.758,34.4994444445,30.1526666667,34.9067777778,15.1378888889,11.4949444444,17.1175555555,17.3721111111,29.3534166666,13.48075
578.26,15.778,34.5222222222,30.1646666667,34.9541111111,15.13,11.5263333333,17.1268888889,17.4018888889,29.3893333334,13.4862314815
578.60,15.7603333333,34.53,30.1553333333,34.9421111111,15.1067777778,11.5747777778,17.1077777778,17.4426666667,29.4415,13.4932037037
578.94,15.7034444444,34.4811111111,30.0544444444,34.8557777778,15.1023333333,11.5338888889,17.0603333333,17.3953333333,29.4036666666,13.4169907407
579.28,15.6757777778,34.4926666667,30.0496666667,34.8345555556,15.0967777778,11.5374444444,17.0284444445,17.3845555556,29.4,13.3846574074
579.61,15.6193333333,34.4442222222,30.0167777778,34.7641111111,15.0427777778,11.5116666667,17.0186666667,17.3382222222,29.4036666667,13.3276481481
579.95,15.6802222222,34.5464444445,30.1034444444,34.8328888889,15.059,11.5696111111,17.0982222222,17.3844444444,29.4899166667,13.3649907408
580.29,15.7128888889,34.6304444444,30.1372222222,34.9064444444,15.0426666666,11.5986111111,17.1467777778,17.4163333333,29.5051666666,13.3891203703
580.63,15.7915555556,34.6653333333,30.1921111111,34.9733333333,15.0923333333,11.6251111111,17.167,17.3753333333,29.5589166666,13.4740092592
580.97,15.7931111111,34.7147777778,30.2572222222,35.0234444445,15.1254444445,11.6364444444,17.1471111111,17.4006666667,29.6283333333,13.4811574074
581.31,15.8801111111,34.7821111111,30.2938888889,35.1128888889,15.1858888889,11.679,17.2087777778,17.4354444444,29.64175,13.5758796296
581.65,15.8404444445,34.7606666667,30.2382222222,35.0906666667,15.1597777778,11.6122222222,17.2106666667,17.4464444444,29.624,13.5338148148
581.98,15.8167777778,34.7348888889,30.2365555556,35.0745555555,15.1404444444,11.5765555556,17.2252222222,17.399,29.6346666666,13.5076296296
582.32,15.7758888889,34.7091111111,30.1724444444,35.0446666667,15.0732222222,11.4975,17.1927777778,17.3531111111,29.55175,13.4552592593
582.66,15.858,34.8638888889,30.3724444444,35.2421111111,15.1308888889,11.5727777778,17.3098888889,17.4473333333,29.775,13.5683333333
583.00,15.8818888889,34.9023333333,30.3888888889,35.3112222222,15.1636666667,11.6076111111,17.3533333333,17.4938888889,29.881,13.6036203704
583.34,15.958,35.0531111111,30.5055555556,35.4877777778,15.2982222222,11.7082222222,17.414,17.5771111111,30.0295833334,13.7438796296
583.68,15.9088888889,35.0032222222,30.442,35.4575555556,15.2285555556,11.6106666667,17.3376666667,17.5093333333,29.9111666667,13.6795277778
584.01,15.8713333333,34.9384444445,30.4271111111,35.4415555556,15.213,11.596,17.3147777778,17.4585555555,29.9508333333,13.6876944444
584.35,15.8516666667,34.9183333333,30.3956666667,35.4752222222,15.1702222222,11.6035555556,17.36,17.5077777778,29.9301666667,13.6985185185
584.69,15.8061111111,34.8556666666,30.3173333333,35.4147777778,15.0971111111,11.4945,17.3308888889,17.4204444444,29.9019166666,13.6305092593
585.03,15.7673333333,34.8325555556,30.2935555556,35.3965555556,15.0622222222,11.4182777778,17.3252222222,17.3514444444,29.9048333333,13.5811666667
585.37,15.778,34.8911111111,30.3211111111,35.4203333333,15.0956666667,11.4140555556,17.3591111111,17.2871111111,29.8984166667,13.5989259259
585.70,15.9273333333,35.1118888889,30.4342222222,35.5587777778,15.2387777778,11.5276666667,17.45,17.4033333333,30.035,13.7129814815
586.04,16.0598888889,35.3067777778,30.6103333333,35.7193333334,15.3948888889,11.6294444444,17.5623333334,17.5156666667,30.2129166667,13.8547222222
586.38,16.1351111111,35.3093333333,30.6057777778,35.7958888889,15.4747777778,11.6718333333,17.5944444444,17.6226666666,30.2575,13.8821388889
586.72,16.247,35.5163333333,30.7894444444,35.9006666667,15.6032222222,11.7747777778,17.7436666667,17.7494444444,30.3085833334,14.0212407407
587.06,16.1583333334,35.4333333333,30.6655555556,35.8363333333,15.4456666667,11.6556111111,17.6604444445,17.6704444444,30.2675833334,13.89575
587.39,16.2162222222,35.5268888889,30.818,35.9626666666,15.5526666667,11.7582777778,17.7172222222,17.8193333333,30.4234166666,13.9552962963
587.73,16.2707777778,35.5615555555,30.8625555556,36.0238888889,15.5688888889,11.7757777778,17.7227777778,17.8516666667,30.4486666666,13.9447777778
588.07,16.2374444444,35.5326666666,30.9103333333,36.0514444445,15.6158888889,11.7597222222,17.7035555556,17.8618888889,30.5015,13.8912222222
588.41,16.302,35.6091111111,30.9425555556,36.1174444444,15.6696666667,11.8346666667,17.8073333333,17.9427777778,30.6173333333,13.9712222222
588.74,16.4006666667,35.7212222222,31.0,36.2057777778,15.7906666667,11.9646111111,17.9111111111,18.0521111111,30.69275,14.0507685185
589.08,16.4815555555,35.776,31.1291111111,36.2674444444,15.8377777778,12.0461666667,17.9675555556,18.1703333333,30.7509166666,14.1448425926
589.42,16.4153333333,35.7372222222,31.1785555556,36.2841111111,15.8188888889,12.0131666667,17.9878888889,18.2003333333,30.7865833334,14.1554074074
589.76,16.3211111111,35.6677777778,31.0714444444,36.2526666667,15.7153333333,11.9882777778,17.9244444444,18.1127777778,30.7313333334,14.0753518519
590.09,16.273,35.6705555556,31.0785555556,36.2086666667,15.6374444444,11.9564444445,17.9167777778,18.0457777778,30.6916666667,14.0800833333
590.43,16.1692222222,35.5185555556,30.9242222222,36.1768888889,15.5302222222,11.8272222222,17.8676666667,17.9617777778,30.6866666666,13.9694722222
590.77,16.2671111111,35.6676666667,31.0844444444,36.289,15.6491111111,11.9304444445,17.9558888889,18.0344444445,30.7514166667,14.0383703704
591.11,16.2266666666,35.614,31.0048888889,36.2576666667,15.619,11.9043888889,17.9891111111,17.9638888889,30.7093333333,14.0536203704
591.44,16.162,35.5916666667,30.9282222222,36.179,15.5885555555,11.8968888889,17.9882222222,17.9497777778,30.7271666666,14.0335740741
591.78,16.1855555555,35.6635555556,30.9195555555,36.157,15.5221111111,11.9099444445,18.0071111111,17.9743333334,30.782,14.0791388889
592.12,16.2264444444,35.7456666666,31.0147777778,36.2633333333,15.5771111111,11.9676111111,17.9963333333,18.0031111111,30.7989166667,14.1190648148
592.46,16.1752222222,35.7413333333,31.0832222222,36.26,15.5377777778,11.9479444445,17.9654444444,18.0082222222,30.8430833334,14.1141574074
592.79,16.1632222222,35.7674444444,31.0708888889,36.2657777778,15.5044444444,11.9418888889,17.9385555556,18.0145555556,30.91925,14.122537037
593.13,16.1684444444,35.7363333333,31.1102222222,36.3205555556,15.4827777778,11.9271666667,17.9124444445,17.9592222222,30.9726666666,14.0961018519
593.47,16.2013333333,35.7138888889,31.1646666667,36.2893333333,15.5254444444,11.9227777778,17.8814444444,17.9913333333,31.0268333333,14.1153518519
593.80,16.2844444445,35.6902222222,31.2024444444,36.2864444444,15.5877777778,11.9510555556,17.9178888889,18.049,31.0165,14.1355648148
594.14,16.3541111111,35.7351111111,31.3028888889,36.298,15.6526666667,12.0245,17.9508888889,18.1146666667,31.0453333334,14.2331018518
594.48,16.4327777778,35.7537777778,31.3481111111,36.3206666667,15.7335555556,12.0792777778,18.0328888889,18.1853333333,31.0886666666,14.3015740741
594.81,16.5133333333,35.7895555555,31.424,36.318,15.788,12.1215555556,18.1006666667,18.2196666667,31.1274166666,14.376787037
595.15,16.5945555556,35.8787777778,31.6125555555,36.4787777778,15.891,12.1770555556,18.1838888889,18.276,31.2015,14.4358425926
595.49,16.5886666667,35.8001111111,31.594,36.4805555555,15.9105555555,12.1823333333,18.1636666667,18.2238888889,31.153,14.4068148148
595.82,16.5765555556,35.747,31.5164444445,36.3636666667,15.9167777778,12.174,18.2185555555,18.2115555555,31.09625,14.4175185185
596.16,16.6164444444,35.7255555556,31.4955555555,36.3621111111,15.9508888889,12.2265555556,18.2505555556,18.2367777778,31.09975,14.476037037
596.50,16.6298888889,35.684,31.5232222222,36.35,15.9538888889,12.2547777778,18.2563333334,18.2521111111,31.1166666666,14.4777777778
596.83,16.6611111111,35.6941111111,31.5538888889,36.3398888889,15.9888888889,12.3030555556,18.3023333333,18.3135555556,31.0395833333,14.506
597.17,16.7244444444,35.7542222222,31.6133333333,36.438,16.0516666667,12.3788333333,18.4148888889,18.3512222222,31.1116666667,14.5861574074
597.51,16.7348888889,35.8217777778,31.6937777778,36.4883333333,16.0997777778,12.3917222222,18.4473333333,18.3901111111,31.1681666666,14.6115740741
597.84,16.7583333334,35.846,31.7248888889,36.5684444444,16.1792222222,12.4212222222,18.4827777778,18.4477777778,31.1875833334,14.6193055555
598.18,16.824,35.889,31.8391111111,36.6762222222,16.1935555556,12.4550555556,18.518,18.5152222222,31.2665833333,14.6735833333
598.52,16.856,35.9207777778,31.8868888889,36.7455555556,16.2436666667,12.4725,18.483,18.5567777778,31.3699166666,14.6635092593
598.85,16.7771111111,35.926,31.7967777778,36.6612222222,16.1891111111,12.4394444445,18.4211111111,18.504,31.3424166666,14.624787037
599.19,16.8644444444,36.0552222222,31.958,36.7225555556,16.3037777778,12.4846666667,18.4883333333,18.5795555556,31.4598333333,14.6850740741
599.53,16.9542222222,36.1638888889,32.1345555556,36.8941111111,16.3766666667,12.5539444444,18.5026666667,18.6696666667,31.634,14.7302037037
599.86,16.985,36.256,32.2724444444,36.9077777778,16.3902222222,12.5026111111,18.4858888889,18.684,31.7153333334,14.7023333333
600.20,17.0066666667,36.3323333334,32.2865555556,36.9535555555,16.4496666667,12.4976111111,18.5251111111,18.6783333333,31.7095833334,14.7012314815
600.53,17.017,36.4906666667,32.2925555555,36.9545555556,16.5005555556,12.5358888889,18.5047777778,18.7091111111,31.7725833333,14.7028703704
600.87,16.9983333333,36.5118888889,32.2432222222,36.9157777778,16.488,12.4523888889,18.4586666667,18.7093333333,31.7763333333,14.6356388889
601.21,16.9492222222,36.5187777778,32.2335555555,36.97,16.4436666667,12.4353333333,18.388,18.6798888889,31.7255833334,14.6021851852
601.54,16.9748888889,36.581,32.2741111111,36.9192222222,16.4037777778,12.447,18.3706666667,18.6437777778,31.766,14.5734537037
601.88,16.9015555556,36.5392222222,32.1942222222,36.8438888889,16.3746666667,12.4066111111,18.3254444445,18.5558888889,31.6683333333,14.5123148148
602.21,16.8832222222,36.5982222222,32.1846666667,36.8635555556,16.3692222222,12.4040555555,18.3836666667,18.5626666667,31.6360833334,14.5425092593
602.55,17.0195555556,36.6706666667,32.3382222222,36.9828888889,16.4857777778,12.4538333333,18.474,18.6908888889,31.7319166667,14.6565740741
602.88,16.9968888889,36.6564444444,32.3248888889,36.986,16.445,12.4049444444,18.5036666667,18.6856666667,31.6959166666,14.6658518518
603.22,16.9476666667,36.5335555556,32.2568888889,36.8558888889,16.4082222222,12.3243888889,18.4418888889,18.5834444444,31.6121666666,14.5890925926
603.56,16.9826666667,36.5498888889,32.2608888889,36.8836666667,16.465,12.3981666667,18.4922222222,18.6272222222,31.6274166666,14.6616388889
603.89,16.9784444444,36.5398888889,32.2001111111,36.8678888889,16.4285555556,12.4256111111,18.5118888889,18.6114444444,31.6076666667,14.6504074074
604.23,16.9808888889,36.5118888889,32.2436666667,36.8685555555,16.4352222222,12.3790555556,18.5242222222,18.5933333333,31.6320833334,14.6845462963
604.56,16.9421111111,36.5067777778,32.3054444444,36.9304444444,16.4142222222,12.3411111111,18.5262222222,18.5948888889,31.61425,14.6611666667
604.90,16.9912222222,36.5283333333,32.3277777778,36.9347777778,16.4387777778,12.3587222222,18.5917777778,18.5818888889,31.6404166666,14.675
605.23,17.0144444444,36.5704444444,32.3958888889,37.0092222222,16.4886666666,12.4,18.6627777778,18.6153333333,31.6756666667,14.733212963
605.57,17.0097777778,36.5622222222,32.3755555556,36.9977777778,16.5125555556,12.4223333333,18.6747777778,18.6407777778,31.7139166667,14.7587962963
605.90,17.057,36.6127777778,32.4277777778,37.1161111111,16.5661111111,12.4822222222,18.7438888889,18.6703333333,31.7824166667,14.79275
606.24,17.1061111111,36.5882222222,32.4452222222,37.148,16.5815555556,12.4936111111,18.8018888889,18.6793333333,31.8195833333,14.7965740741
606.58,17.167,36.6453333333,32.453,37.2096666666,16.6996666667,12.5647777778,18.8314444445,18.7678888889,31.9345833333,14.8638425926
606.91,17.2391111111,36.789,32.5263333333,37.3502222222,16.756,12.6723888889,18.9485555556,18.8766666667,32.0361666666,15.0006111111
607.25,17.1692222222,36.7622222222,32.4738888889,37.344,16.6876666667,12.5545,18.9391111111,18.8133333333,32.0440833334,14.90925
607.58,17.2755555556,36.8273333333,32.6096666667,37.4812222222,16.7604444444,12.5589444445,19.0157777778,18.941,32.14325,14.9817592593
607.92,17.2187777778,36.7496666667,32.5228888889,37.4998888889,16.6716666667,12.5313888889,18.9991111111,18.9272222222,32.158,14.8911666667
608.25,17.3277777778,36.8284444444,32.5483333333,37.5046666667,16.7836666667,12.685,19.1296666667,19.0196666667,32.2186666667,15.0346481481
608.59,17.333,36.8665555555,32.5134444444,37.5611111111,16.8262222222,12.6757777778,19.1545555556,19.0347777778,32.2349166667,15.0603703703
608.92,17.2823333333,36.8008888889,32.39,37.4933333333,16.7637777778,12.6465555556,19.1228888889,19.0118888889,32.20275,15.0055555555
609.26,17.2896666667,36.8158888889,32.3764444444,37.473,16.7573333333,12.5976666667,19.1556666667,18.98,32.1871666667,14.9852962963
609.59,17.2354444445,36.7752222222,32.3155555555,37.3306666667,16.6467777778,12.5211111111,19.1404444444,18.9231111111,32.0834166666,14.9215092593
609.93,17.1663333333,36.8194444444,32.2627777778,37.3391111111,16.6387777778,12.5614444444,19.1314444444,18.9648888889,32.1250833333,14.9276388889
610.26,17.0683333333,36.7436666666,32.168,37.2618888889,16.4951111111,12.4807222222,19.1387777778,18.8514444445,31.9575,14.8146296296
610.60,17.0195555556,36.6793333333,32.1873333333,37.2582222222,16.4488888889,12.4338333333,19.1875555556,18.8353333333,31.8795833333,14.7513425926
610.93,17.022,36.6925555555,32.1567777778,37.2963333333,16.4471111111,12.4626666667,19.1898888889,18.8411111111,31.8605833334,14.7661851852
611.27,16.9446666667,36.6475555556,32.0287777778,37.182,16.4134444444,12.4678333333,19.1174444444,18.7404444444,31.7935833333,14.7136851852
611.60,17.0164444444,36.7443333333,32.0804444444,37.219,16.4704444444,12.4702777778,19.1312222222,18.7266666667,31.794,14.7430370371
