wavelength,Back_SicLebm,Belly_SicLebm,Breast_SicLebm,Crissum_SicLebm,Crown_SicLebm,DorTail_SicLebm,Rump_SicLebm,Throat_SicLebm,WingTip_SicLebm
542.78,24.4423333333,52.76,26.2216666667,60.099,14.9976666667,13.3253333333,17.471,23.411,13.072
543.12,24.419,52.71,26.1513333333,60.0096666667,15.014,13.325,17.4163333333,23.349,13.1315
543.46,24.4031666667,52.7606666667,26.1596666667,59.9776666667,15.0223333333,13.3663333333,17.442,23.3785,13.199
543.81,24.3788333333,52.7436666667,26.1366666667,59.9063333333,15.0466666667,13.3716666667,17.433,23.378,13.2775
544.15,24.3691666667,52.7526666667,26.104,59.873,15.07,13.3843333333,17.4293333333,23.3785,13.329
544.49,24.3801666667,52.7943333333,26.092,59.9473333333,15.0923333333,13.3963333333,17.4226666667,23.351,13.3845
544.84,24.414,52.9093333333,26.1366666667,60.0133333333,15.1736666667,13.422,17.5093333333,23.3945,13.501
545.18,24.4856666667,52.9816666667,26.151,60.0466666667,15.213,13.4733333333,17.5343333333,23.455,13.518
545.52,24.5386666667,53.1013333333,26.1603333333,60.142,15.264,13.4886666667,17.566,23.508,13.553
545.87,24.6121666667,53.156,26.1993333333,60.3186666667,15.308,13.4806666667,17.5913333333,23.606,13.5475
546.21,24.7398333333,53.269,26.33,60.4953333333,15.3926666667,13.5356666667,17.662,23.736,13.604
546.55,24.8341666667,53.3636666667,26.4433333333,60.7223333333,15.404,13.5646666667,17.699,23.791,13.6065
546.90,24.942,53.5816666667,26.591,60.9846666667,15.4583333333,13.6423333333,17.8563333333,23.9135,13.661
547.24,25.0241666667,53.6056666667,26.667,61.161,15.513,13.6906666667,17.9063333333,23.9465,13.6395
547.58,25.169,53.81,26.8916666667,61.4073333333,15.6066666667,13.7913333333,18.0563333333,24.117,13.6885
547.92,25.2986666667,54.0076666667,27.024,61.624,15.6426666667,13.854,18.129,24.2675,13.689
548.27,25.4016666667,54.153,27.144,61.7923333333,15.6596666667,13.9013333333,18.225,24.4225,13.697
548.61,25.4428333333,54.124,27.2026666667,61.7996666667,15.6703333333,13.9046666667,18.2456666667,24.495,13.684
548.95,25.4081666667,54.221,27.2013333333,61.8946666667,15.6846666667,13.9293333333,18.2473333333,24.5145,13.6785
549.29,25.4825,54.4103333333,27.3613333333,62.0836666667,15.7343333333,14.0116666667,18.352,24.6355,13.733
549.64,25.5028333333,54.4266666667,27.3983333333,62.039,15.753,14.091,18.4153333333,24.6625,13.7605
549.98,25.5203333333,54.5256666667,27.3423333333,62.1233333333,15.7573333333,14.154,18.3906666667,24.708,13.7035
550.32,25.545,54.7486666667,27.484,62.209,15.8306666667,14.2173333333,18.471,24.7295,13.7605
550.66,25.513,54.81,27.546,62.2706666667,15.8086666667,14.1716666667,18.4073333333,24.7525,13.6975
551.01,25.4543333333,55.0076666667,27.6026666667,62.3566666667,15.8133333333,14.1453333333,18.4213333333,24.7575,13.685
551.35,25.4005,55.1566666667,27.506,62.41,15.794,14.1473333333,18.3623333333,24.692,13.6015
551.69,25.414,55.2486666667,27.5796666667,62.5196666667,15.8663333333,14.253,18.3913333333,24.6995,13.682
552.03,25.3921666667,55.249,27.5603333333,62.441,15.9583333333,14.228,18.4143333333,24.6475,13.6945
552.38,25.4586666667,55.412,27.5866666667,62.6173333333,16.019,14.3086666667,18.411,24.707,13.6875
552.72,25.4573333333,55.388,27.6276666667,62.571,15.9386666667,14.3073333333,18.3566666667,24.6925,13.5925
553.06,25.4401666667,55.4703333333,27.6283333333,62.5663333333,15.986,14.3156666667,18.3273333333,24.626,13.6175
553.40,25.5613333333,55.8256666667,27.7556666667,62.8396666667,16.0956666667,14.4,18.4133333333,24.674,13.702
553.74,25.5453333333,55.8783333333,27.7983333333,62.893,16.062,14.3353333333,18.3996666667,24.673,13.6505
554.09,25.5541666667,55.8116666667,27.745,62.8893333333,16.0086666667,14.276,18.3826666667,24.7045,13.589
554.43,25.6168333333,55.8783333333,27.6876666667,62.9643333333,15.9976666667,14.2753333333,18.369,24.738,13.5205
554.77,25.7726666667,55.929,27.6603333333,63.0406666667,16.0423333333,14.3056666667,18.4116666667,24.8405,13.58
555.11,25.7926666667,55.8963333333,27.6796666667,62.997,16.0886666667,14.3213333333,18.4,24.978,13.62
555.45,25.7593333333,55.8603333333,27.595,63.025,16.0866666667,14.2456666667,18.3796666667,24.966,13.5615
555.80,25.8408333333,56.0036666667,27.7076666667,63.2423333333,16.0503333333,14.2713333333,18.3706666667,25.079,13.5055
556.14,25.792,56.0223333333,27.67,63.1743333333,15.9513333333,14.2063333333,18.3023333333,25.0015,13.4045
556.48,25.8776666667,56.1206666667,27.7066666667,63.31,16.0903333333,14.2213333333,18.4083333333,25.0885,13.5345
556.82,25.9075,56.0313333333,27.76,63.3323333333,16.0463333333,14.1703333333,18.4466666667,25.188,13.4275
557.16,25.8605,55.807,27.831,63.2936666667,16.04,14.0953333333,18.4763333333,25.2465,13.4295
557.50,25.937,55.8353333333,27.8883333333,63.3083333333,16.107,14.2743333333,18.5066666667,25.3475,13.4815
557.85,26.0186666667,55.9433333333,28.0236666667,63.4653333333,16.1626666667,14.3256666667,18.62,25.4045,13.562
558.19,26.0853333333,56.0093333333,28.0996666667,63.505,16.2416666667,14.407,18.632,25.455,13.634
558.53,26.088,55.9543333333,28.1083333333,63.4453333333,16.2723333333,14.446,18.652,25.4405,13.5565
558.87,26.1461666667,55.9486666667,28.1143333333,63.4823333333,16.2253333333,14.488,18.6553333333,25.37,13.4835
559.21,26.1963333333,56.0736666667,28.2706666667,63.494,16.2236666667,14.4916666667,18.6813333333,25.3925,13.5325
559.55,26.1961666667,56.1086666667,28.23,63.5523333333,16.2036666667,14.498,18.663,25.34,13.501
559.89,26.287,56.3026666667,28.46,63.7366666667,16.233,14.5166666667,18.7213333333,25.396,13.5545
560.23,26.2898333333,56.4403333333,28.5556666667,63.7353333333,16.2013333333,14.5283333333,18.6696666667,25.4185,13.487
560.58,26.3456666667,56.5393333333,28.575,63.7536666667,16.257,14.5783333333,18.6583333333,25.39,13.5575
560.92,26.394,56.7593333333,28.594,63.804,16.2513333333,14.6613333333,18.6406666667,25.4275,13.52
561.26,26.341,56.7886666667,28.63,63.795,16.2056666667,14.4956666667,18.6866666667,25.339,13.522
561.60,26.3526666667,56.788,28.679,63.8303333333,16.188,14.523,18.6786666667,25.3475,13.53
561.94,26.435,56.7953333333,28.7606666667,63.8506666667,16.2383333333,14.532,18.8013333333,25.369,13.6045
562.28,26.4703333333,56.9056666667,28.7893333333,63.884,16.223,14.6016666667,18.8113333333,25.4685,13.698
562.62,26.4961666667,56.9173333333,28.8286666667,63.9246666667,16.3353333333,14.577,18.819,25.4255,13.764
562.96,26.4868333333,56.9086666667,28.7846666667,63.9626666667,16.3663333333,14.5673333333,18.851,25.426,13.745
563.30,26.5115,56.857,28.8276666667,63.9366666667,16.405,14.615,18.8663333333,25.442,13.8495
563.64,26.4573333333,56.7223333333,28.743,63.9553333333,16.4983333333,14.701,18.9486666667,25.4165,13.9435
563.99,26.5476666667,56.7053333333,28.714,64.0216666667,16.5853333333,14.78,19.077,25.4595,14.1305
564.33,26.6325,56.7773333333,28.853,64.1793333333,16.65,14.85,19.114,25.643,14.2275
564.67,26.63,56.7146666667,28.77,64.167,16.601,14.8286666667,19.0776666667,25.649,14.2265
565.01,26.6046666667,56.7283333333,28.7516666667,64.158,16.574,14.838,19.006,25.689,14.2025
565.35,26.6205,56.7886666667,28.7246666667,64.11,16.5933333333,14.8023333333,18.959,25.749,14.1615
565.69,26.6035,56.8516666667,28.6193333333,64.157,16.5436666667,14.8,18.9106666667,25.824,14.1425
566.03,26.5698333333,56.812,28.6493333333,64.2136666667,16.526,14.7403333333,18.8663333333,25.7745,14.116
566.37,26.5695,56.8276666667,28.678,64.2463333333,16.4416666667,14.689,18.88,25.801,14.1175
566.71,26.578,56.8246666667,28.6816666667,64.2756666667,16.4316666667,14.7086666667,18.8686666667,25.8085,14.105
567.05,26.6211666667,56.9063333333,28.6396666667,64.2833333333,16.461,14.6623333333,18.865,25.873,14.0575
567.39,26.6063333333,56.872,28.511,64.114,16.3553333333,14.65,18.7806666667,25.8735,13.97
567.73,26.5905,56.866,28.5586666667,64.082,16.3463333333,14.6576666667,18.7293333333,25.9055,13.885
568.07,26.547,56.852,28.443,63.918,16.348,14.5733333333,18.769,25.861,13.858
568.41,26.5186666667,56.824,28.4383333333,63.8726666667,16.383,14.4983333333,18.7553333333,25.867,13.8645
568.75,26.6076666667,56.8756666667,28.497,63.9723333333,16.482,14.5266666667,18.7883333333,25.9,13.9075
569.09,26.5715,56.8066666667,28.4576666667,63.949,16.4763333333,14.6096666667,18.8323333333,25.905,13.9485
569.43,26.5171666667,56.806,28.4743333333,63.8683333333,16.4983333333,14.5363333333,18.8516666667,25.8425,13.9205
569.77,26.4765,56.8093333333,28.4926666667,63.8583333333,16.4906666667,14.6163333333,18.8276666667,25.835,13.872
570.11,26.5576666667,56.967,28.5683333333,64.0063333333,16.5726666667,14.737,18.8706666667,25.8815,13.931
570.45,26.605,57.0023333333,28.6343333333,64.052,16.5833333333,14.8013333333,18.8843333333,25.9085,13.939
570.79,26.5728333333,57.0446666667,28.7613333333,64.0816666667,16.5993333333,14.8953333333,18.9096666667,25.9145,13.987
571.13,26.6208333333,57.0716666667,28.9003333333,64.2646666667,16.679,14.899,18.985,25.964,14.039
571.47,26.6028333333,57.0796666667,28.7796666667,64.2176666667,16.6256666667,14.8026666667,18.9856666667,25.9025,14.0205
571.81,26.5546666667,57.148,28.7833333333,64.2663333333,16.5806666667,14.848,18.957,25.798,13.984
572.15,26.6433333333,57.2206666667,28.8873333333,64.3623333333,16.6286666667,14.969,19.041,25.792,14.0905
572.49,26.6461666667,57.2683333333,28.8463333333,64.375,16.653,15.006,19.0996666667,25.843,14.178
572.83,26.6703333333,57.3006666667,28.8533333333,64.363,16.7256666667,15.024,19.1283333333,25.8405,14.213
573.17,26.6676666667,57.2276666667,28.859,64.438,16.6696666667,15.0703333333,19.0796666667,25.825,14.204
573.51,26.7266666667,57.3426666667,28.871,64.5266666667,16.7383333333,15.0146666667,19.1716666667,25.896,14.274
573.85,26.6425,57.2873333333,28.7626666667,64.4116666667,16.7453333333,14.9756666667,19.1986666667,25.881,14.3125
574.19,26.6596666667,57.3086666667,28.7483333333,64.345,16.7536666667,14.9986666667,19.207,25.9215,14.3705
574.53,26.667,57.2713333333,28.6446666667,64.293,16.7353333333,14.9606666667,19.216,25.888,14.376
574.87,26.6508333333,57.2883333333,28.6113333333,64.173,16.72,14.893,19.191,25.904,14.3935
575.21,26.675,57.2676666667,28.699,64.2516666667,16.7146666667,14.9313333333,19.1666666667,25.9235,14.3455
575.55,26.7181666667,57.1613333333,28.7386666667,64.24,16.6846666667,14.9516666667,19.1833333333,25.9945,14.3335
575.89,26.601,57.1346666667,28.6613333333,64.2056666667,16.6173333333,14.8443333333,19.115,25.9885,14.279
576.22,26.6343333333,57.152,28.6873333333,64.1786666667,16.5783333333,14.8496666667,19.085,26.029,14.2385
576.56,26.5981666667,57.1543333333,28.7113333333,64.173,16.5893333333,14.8096666667,19.0676666667,26.0825,14.251
576.90,26.5885,57.2233333333,28.823,64.1553333333,16.638,14.8343333333,19.103,26.104,14.3405
577.24,26.5771666667,57.0826666667,28.8036666667,64.0453333333,16.609,14.823,19.098,26.028,14.343
577.58,26.6056666667,57.0413333333,28.8656666667,64.016,16.6143333333,14.8883333333,19.046,26.09,14.3365
577.92,26.6251666667,57.0493333333,28.855,64.0863333333,16.63,14.9126666667,19.0943333333,26.16,14.3915
578.26,26.6136666667,57.0506666667,28.9913333333,64.0913333333,16.714,14.9586666667,19.147,26.1745,14.5075
578.60,26.7351666667,57.1256666667,29.1066666667,64.235,16.7693333333,15.062,19.1763333333,26.327,14.5695
578.94,26.7271666667,57.1953333333,29.142,64.2553333333,16.892,15.227,19.2763333333,26.335,14.7545
579.28,26.7625,57.3016666667,29.149,64.3053333333,16.9876666667,15.287,19.3446666667,26.3895,14.9275
579.61,26.7996666667,57.3403333333,29.1936666667,64.314,16.9893333333,15.399,19.349,26.3635,14.8865
579.95,26.6933333333,57.2523333333,29.1673333333,64.2806666667,16.9193333333,15.3653333333,19.2956666667,26.212,14.829
580.29,26.8025,57.4166666667,29.102,64.4446666667,16.891,15.393,19.3116666667,26.201,14.842
580.63,26.9138333333,57.5233333333,29.0313333333,64.4913333333,17.016,15.4026666667,19.3606666667,26.271,14.94
580.97,26.8616666667,57.5606666667,29.0673333333,64.3626666667,16.9886666667,15.3856666667,19.2526666667,26.271,14.919
581.31,26.8396666667,57.521,29.0886666667,64.443,16.8873333333,15.3296666667,19.2086666667,26.2435,14.9175
581.65,26.7198333333,57.46,29.0633333333,64.2793333333,16.8076666667,15.251,19.1273333333,26.022,14.8735
581.98,26.6658333333,57.3006666667,28.8233333333,64.0926666667,16.7226666667,15.208,19.022,26.048,14.7965
582.32,26.5201666667,57.2973333333,28.577,63.9333333333,16.6026666667,15.1426666667,18.9716666667,25.7915,14.7645
582.66,26.582,57.332,28.5343333333,64.0346666667,16.5823333333,15.049,18.9846666667,25.8245,14.727
583.00,26.5643333333,57.317,28.556,64.0956666667,16.625,15.0023333333,18.9043333333,25.7075,14.747
583.34,26.563,57.284,28.582,63.9586666667,16.6796666667,14.9993333333,18.9353333333,25.7095,14.866
583.68,26.6885,57.3166666667,28.612,64.063,16.7983333333,14.9993333333,19.0256666667,25.821,14.96
584.01,26.6433333333,57.2443333333,28.7003333333,63.9863333333,16.7566666667,14.9576666667,18.9236666667,25.7105,14.935
584.35,26.5598333333,57.1143333333,28.6646666667,63.8676666667,16.6746666667,15.0073333333,18.9396666667,25.649,14.87
584.69,26.5821666667,57.085,28.6786666667,63.9746666667,16.6933333333,15.1713333333,18.9956666667,25.749,14.9135
585.03,26.6108333333,57.1966666667,28.5623333333,63.8923333333,16.7603333333,15.2463333333,19.004,25.6235,14.932
585.37,26.6938333333,57.1526666667,28.5763333333,63.9283333333,16.7513333333,15.2413333333,19.0356666667,25.72,14.9725
585.70,26.733,57.3406666667,28.754,64.128,16.7946666667,15.3326666667,19.145,25.7285,15.0635
586.04,26.8965,57.4003333333,28.9756666667,64.2526666667,17.013,15.5643333333,19.2633333333,25.9515,15.286
586.38,26.9451666667,57.4073333333,29.0766666667,64.188,17.1133333333,15.6673333333,19.3046666667,26.1165,15.438
586.72,26.9228333333,57.3533333333,29.0363333333,64.149,17.013,15.6756666667,19.2926666667,26.142,15.302
587.06,26.9561666667,57.375,28.9906666667,64.326,17.0086666667,15.678,19.2856666667,26.2985,15.324
587.39,26.941,57.4116666667,28.9926666667,64.248,17.0053333333,15.7456666667,19.3073333333,26.286,15.33
587.73,26.8538333333,57.3666666667,29.004,64.127,17.0323333333,15.699,19.371,26.3685,15.3755
588.07,26.8705,57.408,29.1036666667,64.2403333333,17.045,15.6543333333,19.335,26.4035,15.3075
588.41,26.9776666667,57.5203333333,29.1023333333,64.2833333333,17.136,15.6413333333,19.4853333333,26.46,15.449
588.74,27.0708333333,57.498,29.2973333333,64.2793333333,17.2816666667,15.7116666667,19.6383333333,26.6895,15.4975
589.08,27.069,57.6566666667,29.416,64.325,17.324,15.808,19.733,26.7775,15.502
589.42,27.106,57.6133333333,29.3516666667,64.3506666667,17.2543333333,15.7006666667,19.648,26.7175,15.3985
589.76,27.0181666667,57.6103333333,29.2816666667,64.4343333333,17.1703333333,15.5533333333,19.6076666667,26.7015,15.251
590.09,26.9353333333,57.5146666667,29.2803333333,64.4746666667,17.1376666667,15.537,19.5453333333,26.515,15.227
590.43,26.9541666667,57.599,29.1773333333,64.4983333333,17.2043333333,15.5696666667,19.5603333333,26.5515,15.257
590.77,26.9091666667,57.4913333333,29.185,64.3903333333,17.1486666667,15.581,19.5636666667,26.4395,15.189
591.11,27.0,57.623,29.3043333333,64.4546666667,17.1916666667,15.7016666667,19.6806666667,26.5935,15.2985
591.44,27.0768333333,57.7186666667,29.2253333333,64.578,17.2443333333,15.7866666667,19.789,26.674,15.3585
591.78,27.1143333333,57.717,29.1483333333,64.4783333333,17.2876666667,15.8806666667,19.877,26.713,15.442
592.12,27.0148333333,57.595,29.047,64.426,17.2276666667,15.8733333333,19.7833333333,26.6705,15.4185
592.46,26.9966666667,57.5603333333,28.9713333333,64.5086666667,17.131,15.8006666667,19.7283333333,26.645,15.3945
592.79,26.9043333333,57.3213333333,28.7873333333,64.4203333333,17.193,15.6863333333,19.637,26.5225,15.3045
593.13,26.9091666667,57.526,28.9526666667,64.4976666667,17.2696666667,15.8266666667,19.7346666667,26.669,15.4275
593.47,26.9413333333,57.5126666667,29.0533333333,64.3543333333,17.274,15.8656666667,19.801,26.7265,15.4335
593.80,26.9173333333,57.576,29.031,64.2543333333,17.2286666667,15.8873333333,19.801,26.9135,15.3095
594.14,26.9861666667,57.5933333333,29.263,64.2696666667,17.24,15.8996666667,19.8613333333,26.9795,15.392
594.48,27.1136666667,57.764,29.3043333333,64.3796666667,17.288,15.8653333333,19.958,27.1145,15.442
594.81,26.9711666667,57.6133333333,29.3956666667,64.226,17.154,15.763,19.8843333333,26.997,15.366
595.15,27.031,57.6,29.5103333333,64.2913333333,17.1883333333,15.828,19.8563333333,27.048,15.3615
595.49,27.1078333333,57.7116666667,29.606,64.517,17.178,15.8196666667,19.8046666667,27.064,15.385
595.82,27.1571666667,57.7746666667,29.781,64.5453333333,17.3013333333,15.8286666667,19.8496666667,27.1605,15.3495
596.16,27.1658333333,57.9456666667,29.8406666667,64.531,17.267,15.8503333333,19.8413333333,27.238,15.3365
596.50,27.2501666667,58.2346666667,29.9176666667,64.735,17.302,15.8476666667,19.91,27.3475,15.4125
596.83,27.3085,58.14,29.8933333333,64.7593333333,17.3183333333,15.7816666667,19.9066666667,27.3795,15.4355
597.17,27.282,58.1456666667,29.8573333333,64.8013333333,17.3406666667,15.7813333333,19.835,27.366,15.441
597.51,27.354,58.3463333333,29.8603333333,64.931,17.3873333333,15.7353333333,19.881,27.3505,15.5455
597.84,27.3203333333,58.432,29.7853333333,65.0533333333,17.4263333333,15.8056666667,19.914,27.3135,15.5635
598.18,27.2578333333,58.3153333333,29.821,64.9756666667,17.436,15.8153333333,19.8976666667,27.209,15.491
598.52,27.3583333333,58.41,29.7163333333,65.1303333333,17.58,15.881,19.8613333333,27.308,15.498
598.85,27.3735,58.523,29.792,65.1996666667,17.6356666667,15.9046666667,19.878,27.276,15.542
599.19,27.3513333333,58.618,29.7316666667,65.204,17.6726666667,15.9113333333,19.9343333333,27.244,15.5655
599.53,27.3566666667,58.7666666667,29.6896666667,65.3296666667,17.6046666667,15.858,19.9006666667,27.073,15.5675
599.86,27.3546666667,58.725,29.6573333333,65.461,17.5966666667,15.8646666667,19.8933333333,27.014,15.582
600.20,27.2985,58.5513333333,29.7183333333,65.3093333333,17.5663333333,15.93,19.837,27.003,15.571
600.53,27.3728333333,58.6913333333,29.716,65.328,17.6783333333,16.0753333333,19.9323333333,27.0555,15.565
600.87,27.3958333333,58.6683333333,29.7656666667,65.341,17.6706666667,16.053,19.9933333333,27.0445,15.632
601.21,27.4328333333,58.5973333333,29.783,65.3573333333,17.733,16.0863333333,20.001,27.151,15.6805
601.54,27.3791666667,58.5256666667,29.764,65.2263333333,17.6573333333,15.9533333333,19.8673333333,27.2,15.5345
601.88,27.4541666667,58.7756666667,29.854,65.3643333333,17.8333333333,16.0446666667,20.0046666667,27.376,15.791
602.21,27.4651666667,58.5853333333,29.8973333333,65.37,17.8303333333,16.0566666667,20.0756666667,27.299,15.803
602.55,27.4238333333,58.5303333333,29.8253333333,65.319,17.713,16.0536666667,20.0223333333,27.257,15.751
602.88,27.3498333333,58.4236666667,29.8523333333,65.1303333333,17.5826666667,16.056,19.9433333333,27.315,15.675
603.22,27.3116666667,58.3743333333,29.8073333333,65.03,17.535,16.0906666667,19.9666666667,27.4045,15.648
603.56,27.4246666667,58.4796666667,29.9326666667,65.0763333333,17.6563333333,16.1153333333,20.0226666667,27.4835,15.685
603.89,27.4995,58.5933333333,29.9903333333,65.2813333333,17.7436666667,16.1973333333,20.1333333333,27.5235,15.7935
604.23,27.4115,58.5783333333,29.9953333333,65.3213333333,17.6543333333,16.1483333333,20.062,27.443,15.702
604.56,27.4793333333,58.6323333333,29.9446666667,65.2866666667,17.6806666667,16.296,20.0563333333,27.4475,15.726
604.90,27.3968333333,58.4393333333,29.8713333333,65.091,17.5363333333,16.2763333333,19.984,27.318,15.595
605.23,27.469,58.4286666667,29.9776666667,65.053,17.616,16.4326666667,20.089,27.357,15.708
605.57,27.504,58.396,29.89,65.008,17.6366666667,16.4686666667,20.0516666667,27.3105,15.684
605.90,27.4836666667,58.5323333333,29.936,65.0356666667,17.6383333333,16.434,20.001,27.321,15.719
606.24,27.435,58.4626666667,29.859,64.9546666667,17.6953333333,16.459,20.019,27.343,15.753
606.58,27.5128333333,58.5276666667,29.898,65.031,17.8573333333,16.4853333333,20.116,27.4105,15.9075
606.91,27.5261666667,58.3626666667,29.8503333333,64.9003333333,17.8866666667,16.541,20.0816666667,27.386,16.011
607.25,27.4131666667,58.278,29.7963333333,64.7786666667,17.8806666667,16.685,20.0523333333,27.297,16.047
607.58,27.3976666667,58.2656666667,29.7096666667,64.683,17.7796666667,16.6436666667,19.958,27.3345,16.007
607.92,27.3786666667,58.0226666667,29.6806666667,64.4143333333,17.7996666667,16.6313333333,19.8796666667,27.34,16.1295
608.25,27.2003333333,57.7783333333,29.6353333333,64.2293333333,17.7136666667,16.4816666667,19.8163333333,27.27,16.1435
608.59,27.2035,57.7153333333,29.636,64.164,17.7716666667,16.556,19.8003333333,27.176,16.3415
608.92,27.1253333333,57.528,29.4786666667,63.8993333333,17.8436666667,16.504,19.804,27.155,16.603
609.26,26.9421666667,57.227,29.3313333333,63.5626666667,17.7393333333,16.5126666667,19.7146666667,26.9935,16.7275
609.59,26.809,56.946,29.0466666667,63.1003333333,17.6756666667,16.5543333333,19.715,26.9445,16.875
609.93,26.8408333333,56.8873333333,28.9323333333,62.896,17.6593333333,16.58,19.7066666667,26.902,17.125
610.26,26.7048333333,56.6763333333,28.7706666667,62.6093333333,17.6173333333,16.641,19.617,26.793,17.24
610.60,26.6115,56.6806666667,28.6896666667,62.519,17.61,16.623,19.5563333333,26.688,17.3315
610.93,26.4481666667,56.449,28.483,62.184,17.5113333333,16.5166666667,19.4376666667,26.483,17.398
611.27,26.4088333333,56.3456666667,28.4196666667,61.9613333333,17.5586666667,16.6166666667,19.4843333333,26.463,17.539
611.60,26.2708333333,56.287,28.3716666667,61.8566666667,17.5383333333,16.63,19.5613333333,26.44,17.734
611.93,26.2591666667,56.259,28.25,61.6663333333,17.617,16.722,19.6203333333,26.386,17.8905
612.27,26.2123333333,56.2183333333,28.1533333333,61.5743333333,17.587,16.7163333333,19.6493333333,26.405,17.8605
612.60,26.1998333333,56.2743333333,28.2636666667,61.7706666667,17.4666666667,16.7373333333,19.6336666667,26.4185,17.7695
612.94,26.4025,56.4673333333,28.424,62.1253333333,17.4333333333,16.776,19.6556666667,26.5285,17.7225
613.27,26.593,56.7636666667,28.6796666667,62.525,17.564,16.7496666667,19.748,26.5465,17.7515
613.61,26.5926666667,56.7346666667,28.756,62.5886666667,17.5593333333,16.7243333333,19.8106666667,26.5035,17.5715
613.94,26.6708333333,56.777,28.925,62.7393333333,17.4633333333,16.644,19.8003333333,26.5575,17.4335
614.28,26.7856666667,56.9393333333,29.078,62.823,17.584,16.717,19.953,26.6705,17.495
614.61,27.027,57.0816666667,29.3603333333,63.2706666667,17.7026666667,16.7786666667,20.1873333333,26.8915,17.5465
614.94,26.944,56.9536666667,29.4256666667,63.286,17.676,16.572,20.164,26.793,17.417
615.28,27.0226666667,57.136,29.43,63.5123333333,17.7353333333,16.6143333333,20.1636666667,26.819,17.2925
615.61,27.1651666667,57.3853333333,29.722,64.0073333333,17.7523333333,16.7326666667,20.2316666667,26.908,17.207
615.95,27.3963333333,57.7156666667,30.0893333333,64.476,17.9856666667,16.9776666667,20.4713333333,27.197,17.383
616.28,27.599,58.076,30.0676666667,64.8086666667,18.0483333333,17.0806666667,20.5283333333,27.2485,17.266
616.61,27.568,58.2603333333,30.2543333333,64.8656666667,18.1683333333,17.0506666667,20.6296666667,27.3165,17.2615
616.95,27.5735,58.3673333333,30.4046666667,64.9583333333,18.2243333333,17.1506666667,20.6983333333,27.513,17.259
617.28,27.5511666667,58.6856666667,30.663,65.2576666667,18.3036666667,17.1573333333,20.741,27.6235,17.258
617.62,27.5766666667,58.8616666667,30.556,65.4326666667,18.358,17.2063333333,20.8226666667,27.621,17.196
617.95,27.7031666667,58.9666666667,30.5563333333,65.699,18.3383333333,17.1933333333,20.8586666667,27.7,17.078
618.28,27.6353333333,59.0066666667,30.5476666667,65.6996666667,18.3423333333,17.2013333333,20.8453333333,27.6865,17.119
618.62,27.7625,59.1313333333,30.5453333333,65.7166666667,18.3843333333,17.4606666667,20.8763333333,27.7345,17.1955
618.95,27.8396666667,59.05,30.6013333333,65.7023333333,18.3733333333,17.5866666667,20.8223333333,27.8515,17.1475
619.28,27.9125,59.098,30.5743333333,65.587,18.423,17.5176666667,20.8363333333,27.921,17.1555
619.62,27.7651666667,59.0196666667,30.292,65.352,18.3483333333,17.222,20.688,27.765,16.996
619.95,27.54,58.651,30.1743333333,65.069,18.1983333333,17.016,20.465,27.5695,16.8855
620.28,27.5178333333,58.567,29.9636666667,64.926,18.142,16.998,20.364,27.6135,16.8035
620.62,27.5803333333,58.5006666667,29.851,64.9983333333,18.0333333333,16.9976666667,20.3306666667,27.5025,16.7175
620.95,27.5808333333,58.2566666667,29.7603333333,64.8986666667,18.02,16.965,20.2196666667,27.563,16.7595
621.28,27.7048333333,58.108,29.883,64.7456666667,18.164,16.9643333333,20.2943333333,27.61,16.811
621.62,27.7771666667,57.9786666667,30.0336666667,64.6386666667,18.2083333333,17.073,20.273,27.677,16.858
621.95,27.8313333333,57.9996666667,29.9896666667,64.5933333333,18.2566666667,17.0996666667,20.2063333333,27.766,16.9275
622.28,27.828,58.009,30.018,64.5616666667,18.2873333333,17.0906666667,20.248,27.818,16.943
622.62,27.9193333333,58.0516666667,30.0973333333,64.5706666667,18.3033333333,17.1026666667,20.3623333333,27.777,16.992
622.95,27.9223333333,58.1636666667,30.063,64.704,18.3036666667,17.097,20.3806666667,27.803,17.0045
623.28,27.9185,58.0206666667,30.2496666667,64.65,18.242,17.2183333333,20.3993333333,27.7445,17.1535
623.62,28.0473333333,58.1783333333,30.4306666667,64.766,18.3743333333,17.3453333333,20.5613333333,27.871,17.211
623.95,28.0273333333,58.164,30.3363333333,64.858,18.3056666667,17.3513333333,20.54,27.879,17.1355
624.28,27.8258333333,58.1023333333,30.197,64.652,18.246,17.2353333333,20.4106666667,27.803,16.917
624.62,27.9685,58.177,30.3016666667,64.723,18.3616666667,17.394,20.618,27.8055,17.058
624.95,27.812,58.2543333333,30.2936666667,64.728,18.2976666667,17.3716666667,20.5176666667,27.709,17.0325
625.28,27.7035,58.4386666667,30.1966666667,64.776,18.2763333333,17.2863333333,20.5146666667,27.682,17.0235
625.61,27.7248333333,58.4586666667,30.2333333333,64.8273333333,18.1836666667,17.2003333333,20.5023333333,27.637,16.754
625.95,27.7191666667,58.507,30.378,64.944,18.1816666667,17.1213333333,20.43,27.6645,16.704
626.28,27.7955,58.7533333333,30.5176666667,65.1603333333,18.2673333333,17.1393333333,20.5253333333,27.819,16.843
626.61,27.6903333333,58.702,30.575,65.0233333333,18.1936666667,17.085,20.424,27.7615,16.7335
626.94,27.8246666667,58.8276666667,30.6786666667,65.122,18.3383333333,17.1683333333,20.5226666667,27.9355,16.8075
