wavelength,Back_LanAurm,Belly_LanAurm,Breast_LanAurm,Crissum_LanAurm,Crown_LanAurm,DorTail_LanAurm,Patch10_LanAurm,Patch11_LanAurm,Rump_LanAurm,Throat_LanAurm,WingTip_LanAurm
566.03,27.1972666667,49.0788,44.0300666667,39.9404,3.71153333333,6.57786666667,45.3282,14.0710666667,38.1518666667,4.10406666667,7.0738
566.37,27.2345333333,49.1165333333,44.0547333334,39.9557333334,3.70253333333,6.56386666667,45.3350333333,14.1048666667,38.164,4.08733333333,7.05646666667
566.71,27.2996,49.1718666667,44.0936666667,40.0073333333,3.7214,6.5998,45.3552666667,14.1587333333,38.2196,4.1092,7.0712
567.05,27.3609333333,49.2012666667,44.1064666667,40.0134666667,3.73573333333,6.61526666667,45.3561666667,14.2219333333,38.2281333334,4.13486666667,7.0894
567.39,27.4632,49.2975333333,44.1727333333,40.1144666667,3.8018,6.6726,45.4195666667,14.3119333333,38.3158666667,4.19386666667,7.1382
567.73,27.5697333333,49.4066666667,44.2384,40.1898666667,3.854,6.70826666667,45.4585333333,14.3961333333,38.4073333333,4.25033333333,7.17653333333
568.07,27.6055333333,49.4395333333,44.2756,40.2106,3.86753333333,6.705,45.4593333333,14.4255333333,38.4138,4.23606666667,7.16746666667
568.41,27.6306666667,49.4234,44.2534666667,40.2036666667,3.86186666667,6.68686666666,45.4314666667,14.4492666667,38.4196666667,4.2264,7.15546666667
568.75,27.719,49.4808,44.3122666667,40.2488,3.86326666667,6.68766666667,45.4598333333,14.5032666667,38.4800666667,4.223,7.18286666667
569.09,27.788,49.531,44.3642666667,40.285,3.87926666667,6.71526666667,45.4903666667,14.5503333333,38.5378666667,4.22826666667,7.20006666667
569.43,27.9104666667,49.6504,44.4701333333,40.3774,3.91246666667,6.7496,45.5811333334,14.6486666666,38.6440666667,4.24546666667,7.23126666667
569.77,28.0019333333,49.7122666667,44.5721333333,40.4358666667,3.9196,6.768,45.6253666667,14.7032666667,38.7298666667,4.25913333333,7.24026666667
570.11,28.0742,49.7346,44.6324,40.4897333333,3.935,6.78746666667,45.643,14.7666,38.8122666667,4.2762,7.2602
570.45,28.1278,49.7420666667,44.6748666667,40.519,3.9466,6.78426666667,45.6360333334,14.8031333333,38.8312666667,4.2852,7.27046666667
570.79,28.182,49.7901333333,44.7116,40.5568,3.94,6.79066666667,45.6395,14.8213333333,38.8792,4.2672,7.25973333333
571.13,28.2412666667,49.8441333333,44.7766666667,40.5646666667,3.90073333333,6.76086666667,45.6768666667,14.8331333333,38.9114,4.22586666666,7.2398
571.47,28.2554666667,49.8188666667,44.7663333333,40.5377333333,3.86326666667,6.7498,45.6475666667,14.8328666667,38.9135333333,4.19666666667,7.22146666667
571.81,28.3057333333,49.8716,44.7969333333,40.5558,3.86506666667,6.75833333333,45.6591,14.8950666667,38.9783333333,4.20926666667,7.23446666667
572.15,28.3926,49.9134,44.8824,40.6284666667,3.89466666667,6.7818,45.6905,14.9572,39.0517333333,4.23493333333,7.27266666667
572.49,28.3893333333,49.8765333333,44.8447333333,40.5817333333,3.87173333333,6.75513333333,45.6422333333,14.9682666667,39.0278666667,4.22666666667,7.22173333333
572.83,28.4390666667,49.8706,44.8516666667,40.5790666667,3.86773333333,6.7304,45.6457333333,14.9962666667,39.0485333333,4.2314,7.2264
573.17,28.5078,49.9226666666,44.9296666667,40.6220666667,3.88973333333,6.74793333333,45.6569333333,15.0581333333,39.1274666667,4.25553333333,7.24106666667
573.51,28.5535333333,49.9491333333,44.9482,40.6456,3.87933333333,6.7206,45.6616333334,15.0772666667,39.1335333333,4.24506666667,7.221
573.85,28.6342,50.0518,45.0250666667,40.7081333333,3.87486666667,6.72506666667,45.712,15.1236666667,39.2049333333,4.2448,7.23653333333
574.19,28.6630666667,50.0428666667,45.0186666667,40.6907333333,3.86526666667,6.72946666667,45.6747666667,15.1582666667,39.2336666667,4.25026666667,7.22626666667
574.53,28.7095333333,50.0795333333,45.0618666667,40.7106,3.8414,6.6954,45.6778,15.1829333333,39.2804,4.23873333333,7.20666666667
574.87,28.7456,50.073,45.0724666667,40.7184,3.84406666667,6.70526666667,45.6475666667,15.2313333333,39.2818666667,4.247,7.1988
575.21,28.7914,50.1024666667,45.0968666667,40.7560666667,3.8478,6.69293333333,45.6380666667,15.2712,39.3125333333,4.2354,7.19146666667
575.55,28.8875333333,50.1458666667,45.1828666667,40.8419333333,3.87013333333,6.703,45.6514666667,15.3306666667,39.3584666667,4.2562,7.2166
575.89,28.9453333333,50.2158,45.2165333333,40.8742666667,3.86973333333,6.7072,45.6472333333,15.3572666667,39.4024666666,4.2602,7.21113333333
576.22,29.0561333333,50.3150666667,45.3163333333,40.9804,3.90973333333,6.74973333333,45.7023333333,15.4340666667,39.5015333333,4.29846666667,7.26913333334
576.56,29.0902,50.3742666667,45.3496666667,41.0316666667,3.89133333333,6.72973333333,45.6619666667,15.4695333333,39.5313333333,4.27986666667,7.24626666667
576.90,29.1062,50.3408666667,45.2915333333,40.9869333333,3.88146666667,6.70446666667,45.5885,15.4637333333,39.4918666667,4.27086666667,7.2458
577.24,29.2088,50.4066,45.3248,41.0228,3.92806666667,6.7508,45.6058,15.5484666667,39.5618666667,4.31373333333,7.2914
577.58,29.2808666667,50.4366666667,45.3435333333,41.0293333333,3.9628,6.76806666667,45.5887,15.5872,39.576,4.33973333333,7.30666666667
577.92,29.3805333333,50.5422666667,45.4158,41.0932,3.96886666667,6.7742,45.6537666667,15.6325333333,39.6402,4.3248,7.3316
578.26,29.4337333333,50.5145333333,45.4112666667,41.1137333333,3.98553333333,6.779,45.6333,15.6782,39.6408,4.32706666667,7.35526666667
578.60,29.4933333333,50.5226,45.4065333333,41.1526,3.99026666667,6.78873333333,45.6057,15.6999333333,39.6859333333,4.33206666667,7.345
578.94,29.6147333333,50.6427333333,45.4898666667,41.2352,4.018,6.8224,45.6724333333,15.7887333333,39.7715333333,4.3688,7.36766666667
579.28,29.6328666667,50.6150666667,45.4432666667,41.2033333333,4.00886666667,6.811,45.6448666667,15.8048,39.7668666667,4.35293333333,7.34913333333
579.61,29.6900666667,50.627,45.4734,41.2067333333,4.00253333333,6.79446666667,45.6293333333,15.8354,39.7797333333,4.3402,7.34006666667
579.95,29.7332,50.6002,45.4625333333,41.1908,4.00833333333,6.80353333333,45.5966,15.8863333333,39.7898,4.3336,7.34073333334
580.29,29.8437333334,50.6738666667,45.5114,41.2411333333,4.0364,6.85053333333,45.6609666667,15.9468,39.8834,4.36193333333,7.358
580.63,29.9127333333,50.7190666667,45.5736,41.3120666667,4.00846666667,6.85126666666,45.6882666667,15.9636666667,39.9316,4.34053333333,7.3348
580.97,29.8862666667,50.708,45.5483333333,41.2996,3.95593333334,6.80466666667,45.6476666667,15.9346,39.9092,4.29026666667,7.2928
581.31,29.8483333333,50.6283333333,45.4748,41.2498666667,3.91333333333,6.7638,45.5640666667,15.9171333333,39.8544,4.23273333333,7.234
581.65,29.9186,50.6652666667,45.5218666667,41.2864,3.961,6.80373333333,45.5662666667,16.0077333333,39.9026,4.268,7.25913333333
581.98,29.997,50.7080666667,45.5552666667,41.3149333333,4.00346666667,6.87113333333,45.5593,16.0694,39.9398666667,4.3096,7.2784
582.32,30.0764666667,50.7662,45.6032,41.3315333333,4.00653333333,6.87573333333,45.5940666667,16.1206666667,39.9858,4.312,7.30473333333
582.66,30.0983333333,50.7386666667,45.6218666667,41.3022666667,3.9848,6.85086666667,45.5631,16.1215333333,39.9889333333,4.2898,7.302
583.00,30.2157333333,50.7938666667,45.6899333333,41.3763333333,4.01666666667,6.9062,45.5980666667,16.1760666667,40.1018666667,4.32093333333,7.34366666667
583.34,30.2927333334,50.8496,45.7396,41.4426,4.0206,6.92393333333,45.6501,16.242,40.167,4.31793333333,7.342
583.68,30.3245333333,50.8872666667,45.7723333333,41.483,3.98673333333,6.8742,45.6507666667,16.2436666667,40.1799333333,4.2932,7.2932
584.01,30.2991333333,50.8573333333,45.7621333333,41.4345333333,3.964,6.83046666667,45.6073333333,16.2418666667,40.1537333333,4.259,7.25846666667
584.35,30.2946,50.8375333333,45.7395333333,41.3866,3.9566,6.79033333333,45.5818333333,16.2778,40.1463333333,4.23046666667,7.23086666667
584.69,30.3648666667,50.8526,45.7305333333,41.4025333333,3.95506666667,6.79333333333,45.5617,16.3379333333,40.1681333333,4.2166,7.22813333333
585.03,30.4392,50.9048,45.8126666667,41.4429333333,3.9488,6.78486666667,45.5915,16.4002,40.2198,4.2114,7.23406666667
585.37,30.4628666667,50.8860666667,45.7772,41.4446666667,3.9172,6.74926666667,45.5466,16.4158,40.2128,4.19133333333,7.2214
585.70,30.4880666667,50.9321333333,45.8338666667,41.4597333333,3.88246666667,6.70226666667,45.5542333334,16.4368,40.2656666667,4.14226666667,7.21626666667
586.04,30.5357333334,50.9725333333,45.8717333333,41.4936666667,3.86253333333,6.66893333333,45.5713333333,16.4719333333,40.3048666667,4.11766666667,7.20026666667
586.38,30.5094666667,50.9021333333,45.8182,41.4306,3.8484,6.6262,45.4815666667,16.4747333333,40.2411333333,4.076,7.165
586.72,30.552,50.9378,45.8593333333,41.4339333333,3.84346666667,6.63966666667,45.4818,16.5496,40.2669333333,4.0708,7.18573333333
587.06,30.5534,50.929,45.8540666667,41.397,3.82986666667,6.5874,45.4501666667,16.5300666667,40.2650666667,4.02846666666,7.1476
587.39,30.6384,50.9890666667,45.9082666667,41.4319333333,3.84113333333,6.62006666667,45.4800333333,16.5807333333,40.3282,4.03173333333,7.1794
587.73,30.7897333333,51.1114,46.0234,41.5552666667,3.87746666667,6.66046666667,45.5708666667,16.6663333333,40.4394666667,4.05233333333,7.2364
588.07,30.8960666667,51.2043333333,46.0972666667,41.6414666667,3.91246666667,6.71433333333,45.6273,16.763,40.5259333333,4.1094,7.29613333333
588.41,30.9682,51.251,46.1838,41.6534,3.9562,6.75573333333,45.6454333333,16.8280666667,40.5930666667,4.14973333333,7.33586666667
588.74,31.0572,51.3199333333,46.2167333333,41.7110666667,3.9988,6.8064,45.6918,16.8960666667,40.6705333333,4.20013333333,7.4018
589.08,31.1024,51.3403333333,46.2542666667,41.7232666667,3.9944,6.78613333333,45.7000666667,16.8910666667,40.7086666667,4.19146666667,7.3822
589.42,31.1454,51.3524666667,46.2543333333,41.7432666667,4.01646666667,6.8026,45.6975666667,16.9466,40.7358,4.2188,7.39646666667
589.76,31.1450666667,51.3184,46.2328,41.7320666667,4.02393333333,6.819,45.6345333333,16.9618666667,40.7394666667,4.23846666667,7.41593333333
590.09,31.2321333333,51.4168666667,46.2699333333,41.7868,4.03186666667,6.8574,45.6858,17.0313333333,40.8303333333,4.24913333333,7.426
590.43,31.1831333333,51.3390666667,46.1672,41.7188,4.00026666667,6.78026666667,45.5877333333,16.9556666667,40.7418,4.20966666667,7.3458
590.77,31.2101333333,51.3446,46.1649333333,41.7140666667,3.9988,6.81886666667,45.5636333333,17.0050666667,40.7266666667,4.2338,7.36933333333
591.11,31.2625333333,51.3719333333,46.1916,41.7305333333,4.0152,6.8144,45.5790333333,17.0617333333,40.7793333333,4.2492,7.3656
591.44,31.2637333333,51.3491333333,46.1742,41.7032,4.00146666667,6.80566666667,45.4985333333,17.0706,40.7478,4.22826666667,7.33133333333
591.78,31.3134666667,51.3528666667,46.1922666667,41.6967333333,4.0062,6.807,45.5089,17.0822,40.7503333333,4.22026666666,7.3308
592.12,31.3286,51.3476,46.2095333333,41.7147333333,3.95793333333,6.75686666667,45.4983666666,17.0925333333,40.7572666667,4.18,7.2828
592.46,31.3722,51.3681333333,46.255,41.7155333333,3.9544,6.76633333333,45.5311333333,17.1158,40.7716666667,4.17486666667,7.285
592.79,31.4050666666,51.359,46.2353333333,41.715,3.96353333333,6.7824,45.5153,17.175,40.7716666667,4.19933333333,7.31193333333
593.13,31.4925333333,51.4369333333,46.3300666667,41.7917333333,3.97593333334,6.80153333333,45.5485,17.2357333333,40.8354,4.209,7.32933333333
593.47,31.4987333333,51.4147333333,46.2900666667,41.7224,3.9848,6.80233333333,45.5025666667,17.2468,40.8056666667,4.18946666667,7.30613333333
593.80,31.5430666667,51.3892,46.3116,41.7462,4.008,6.8174,45.4795333333,17.2727333333,40.8123333333,4.22706666667,7.33206666667
594.14,31.6536666667,51.5046666667,46.4529333333,41.8243333333,4.01366666667,6.84146666667,45.5737,17.3622666667,40.8974,4.24046666667,7.34586666667
594.48,31.7798666667,51.5642666667,46.5395333334,41.913,4.04806666667,6.86653333333,45.6532,17.4539333333,40.9902666667,4.27973333333,7.39486666667
594.81,31.8377333333,51.6239333333,46.5923333333,41.963,4.075,6.89226666667,45.7006,17.5178666667,41.0605333333,4.29506666667,7.4404
595.15,31.8508666667,51.555,46.5438666667,41.9295333333,4.06846666667,6.88266666667,45.6743,17.5466666667,41.0524,4.31993333333,7.45773333333
595.49,31.8829333333,51.5472666667,46.545,41.9255333333,4.0594,6.885,45.6293,17.5822,41.0553333333,4.30413333333,7.43826666667
595.82,31.9563333333,51.5881333333,46.5800666667,41.951,4.07446666667,6.907,45.6519,17.6266666667,41.0457333334,4.30573333333,7.45813333333
596.16,31.9516,51.5346,46.522,41.9130666667,4.0392,6.86433333333,45.5479666667,17.6272666667,41.0208666667,4.2766,7.409
596.50,31.9708,51.4980666666,46.5183333333,41.879,4.04726666667,6.8566,45.5078,17.6395333333,41.0251333333,4.26446666667,7.40126666667
596.83,31.9716666667,51.4279333333,46.4450666667,41.8352666667,4.01213333333,6.82946666667,45.4604666667,17.6166666667,40.9637333333,4.2252,7.36793333334
597.17,32.0728666667,51.5015333333,46.5333333333,41.9266666667,4.00966666667,6.83293333333,45.5267666667,17.6822,41.0559333333,4.22653333333,7.3798
597.51,32.1161333333,51.5170666667,46.5384,41.9385333333,3.99806666667,6.8164,45.5316,17.7014666667,41.0797333333,4.1932,7.3618
597.84,32.1923333333,51.5568,46.5596,41.9854,4.02886666667,6.83426666667,45.5285333333,17.7526,41.1404666667,4.21426666667,7.38846666667
598.18,32.1420666667,51.4982,46.4684,41.9119333333,3.98573333333,6.775,45.4217,17.7052,41.0981333333,4.15553333333,7.32346666667
598.52,32.1932,51.4767333333,46.4441333333,41.8948666666,3.96886666667,6.76413333333,45.3654333333,17.7222666667,41.0742666667,4.13933333333,7.3048
598.85,32.2679333334,51.5652,46.5306666667,41.9655333333,3.94253333333,6.7446,45.4046333333,17.7412,41.1537333333,4.09666666667,7.2736
599.19,32.2797333333,51.5942666667,46.5224,41.9982666667,3.88313333333,6.69186666667,45.3832666667,17.7316,41.1545333333,4.03893333334,7.23593333333
599.53,32.3072666667,51.5845333333,46.5056666667,42.0157333333,3.8666,6.676,45.3483333333,17.7537333333,41.1787333333,4.03313333333,7.2184
599.86,32.4387333333,51.6774,46.6153333333,42.1398,3.92453333333,6.73613333333,45.4491666667,17.8696,41.2681333333,4.08586666667,7.29466666667
600.20,32.5694666667,51.8275333333,46.7114,42.2734666667,3.95413333333,6.78206666667,45.5568666667,17.9506666667,41.3851333333,4.1092,7.31906666667
600.53,32.6607333333,51.9243333333,46.7945333333,42.3149333333,3.98393333333,6.7958,45.598,18.037,41.4818,4.13313333333,7.32493333333
600.87,32.6904666667,51.9670666667,46.807,42.3225333333,3.9884,6.79433333333,45.6204333333,18.0918666667,41.4855333333,4.14406666667,7.3302
601.21,32.8070666667,52.0784,46.9468666667,42.4318,4.00086666667,6.8456,45.7242,18.1836,41.5855333333,4.198,7.40553333333
601.54,32.8158,52.0531333333,46.9434,42.392,3.97586666667,6.82633333333,45.7282,18.2152666667,41.5955333333,4.17746666667,7.4104
601.88,32.9462,52.1598666667,47.0628666667,42.4634,4.01593333333,6.89933333333,45.8016666667,18.3212666667,41.6598,4.22893333333,7.47326666667
602.21,32.9485333333,52.1848666667,47.1081333333,42.48,3.99373333334,6.8736,45.8121,18.3315333334,41.6786666667,4.21106666667,7.45546666667
602.55,32.9943333333,52.2090666667,47.1675333333,42.4975333333,4.04313333333,6.91673333333,45.859,18.425,41.6857333333,4.2492,7.51866666667
602.88,33.0865333333,52.2406666667,47.2287333333,42.5303333333,4.1334,6.98673333333,45.9034666667,18.5229333333,41.7587333333,4.33326666667,7.58766666667
603.22,33.1112,52.2300666667,47.2466,42.536,4.16946666667,7.0106,45.9081,18.5689333333,41.7928,4.3552,7.61053333333
603.56,33.1314666667,52.2446,47.2330666667,42.5116666667,4.197,7.02853333333,45.8890666667,18.585,41.8193333334,4.3676,7.62426666667
603.89,33.1196666667,52.1964,47.2407333333,42.4745333333,4.1874,7.03553333333,45.8512333333,18.6052666667,41.8014666667,4.36286666667,7.61953333333
604.23,33.1634666667,52.2254,47.2623333334,42.5156,4.219,7.07286666667,45.8888,18.6453333333,41.8317333333,4.3968,7.65586666667
604.56,33.2192,52.2194666667,47.3059333333,42.5544,4.24913333333,7.099,45.8922,18.6873333333,41.8634,4.42066666667,7.6832
604.90,33.2196666667,52.1808666667,47.2562666667,42.4921333333,4.24826666667,7.07306666667,45.8201,18.6818,41.8436,4.39986666667,7.64993333333
605.23,33.2532666667,52.1864666667,47.2532,42.5080666667,4.2272,7.06133333333,45.7953333333,18.6956666666,41.8332,4.39286666667,7.63553333333
605.57,33.2732,52.173,47.2461333333,42.528,4.22786666667,7.05526666667,45.7886333333,18.7232666667,41.8470666667,4.39093333333,7.629
605.90,33.3012666667,52.1496,47.237,42.499,4.27226666667,7.0956,45.7588666667,18.7590666667,41.8492,4.42826666667,7.6528
606.24,33.3207333333,52.1377333333,47.1612666667,42.4526666667,4.25533333334,7.07986666667,45.7011666667,18.7686666667,41.835,4.4302,7.62953333333
606.58,33.3554666667,52.1146,47.1643333333,42.4344,4.25253333333,7.08493333333,45.6752333333,18.8003333333,41.8559333333,4.43173333333,7.6356
606.91,33.424,52.1713333333,47.2192666667,42.4688666667,4.24686666667,7.10566666667,45.6869333333,18.8601333333,41.8932,4.44813333333,7.6326
607.25,33.4665333333,52.1870666667,47.2598666667,42.4886666667,4.22313333333,7.1092,45.676,18.8945333333,41.8880666667,4.43073333333,7.6102
607.58,33.5402,52.1955333333,47.2474,42.4987333333,4.23813333334,7.11733333333,45.6796666666,18.9262666666,41.8882,4.43686666667,7.6314
607.92,33.5582666667,52.1710666667,47.2662666667,42.4590666667,4.21673333333,7.10293333333,45.6503333333,18.9540666667,41.8760666667,4.425,7.62113333333
608.25,33.5843333333,52.1819333333,47.2434,42.404,4.22193333333,7.1064,45.6164,18.9782666667,41.8658,4.41593333333,7.63213333333
608.59,33.6244,52.2017333333,47.2724,42.4404666667,4.24433333333,7.12413333333,45.6459666667,19.031,41.8857333333,4.43293333333,7.6546
608.92,33.6922,52.2218666667,47.2954666667,42.4647333333,4.29973333333,7.1758,45.6624,19.0907333333,41.9287333333,4.47113333333,7.6846
609.26,33.7404666667,52.2227333333,47.324,42.4876,4.32786666667,7.20213333333,45.6584333333,19.1556666667,41.9819333333,4.49506666666,7.70286666667
609.59,33.8128,52.2384,47.3428,42.5512666667,4.34826666667,7.22293333333,45.6513333333,19.2039333333,42.0295333333,4.51153333333,7.7246
609.93,33.9184666667,52.2906666667,47.4133333333,42.6400666667,4.41506666667,7.30733333333,45.696,19.292,42.0936,4.58093333333,7.77773333333
610.26,33.954,52.3344,47.4443333333,42.6842666667,4.38933333333,7.28753333333,45.7245,19.3030666667,42.094,4.57593333333,7.76033333333
610.60,33.9864,52.3222666667,47.412,42.6738,4.3712,7.27673333333,45.6912333333,19.2918666667,42.0978666667,4.55,7.76286666667
610.93,34.0134666667,52.3007333333,47.3816666667,42.669,4.3598,7.24093333333,45.6696333333,19.3056,42.1112,4.54106666667,7.74800000001
611.27,34.1024666667,52.3724,47.4538,42.7368666667,4.3632,7.25313333333,45.7162666667,19.3633333333,42.1835333334,4.55393333333,7.75200000001
611.60,34.1785333333,52.3976,47.4654,42.7907333333,4.39566666667,7.28186666666,45.7162,19.4209333333,42.2461333333,4.59193333333,7.77700000001
611.93,34.2717333333,52.4872,47.5793333333,42.9309333333,4.39813333333,7.29613333333,45.768,19.488,42.3542,4.6102,7.77906666667
612.27,34.3412666667,52.5116,47.5952,42.9460666667,4.4034,7.31393333333,45.7508333333,19.5247333333,42.3951333333,4.60793333333,7.79706666666
612.60,34.3744666667,52.5489333333,47.6555333334,42.9938,4.40833333333,7.32066666667,45.7675666667,19.5817333333,42.4272666667,4.61826666667,7.82966666667
612.94,34.4524666667,52.6016,47.6720666667,43.0188,4.45366666667,7.34193333333,45.8143,19.6225333333,42.4606,4.65133333333,7.84586666666
613.27,34.4997333333,52.6036,47.6491333333,42.9954666667,4.4512,7.35073333333,45.8258666667,19.6404,42.4262,4.6466,7.85053333333
613.61,34.5562666667,52.6436666667,47.7082,43.0058,4.41546666667,7.2888,45.8564333333,19.6424,42.5044666667,4.58453333333,7.82373333333
613.94,34.6363333333,52.6967333333,47.7364666667,43.0406666667,4.44593333333,7.32293333333,45.8629333333,19.7115333333,42.5884,4.58493333333,7.86086666667
614.28,34.7438666667,52.7840666667,47.8240666667,43.1272,4.51273333333,7.36326666667,45.9429666667,19.8002666667,42.7046666666,4.64133333334,7.9164
614.61,34.8495333333,52.8398,47.8976,43.2062,4.57946666667,7.4364,46.0142,19.8928666667,42.8066,4.703,7.98913333333
614.94,34.8618,52.7900666667,47.8786666667,43.1996666667,4.61173333333,7.43786666667,45.9410333333,19.9319333333,42.7768,4.72553333333,8.0208
615.28,34.9707333333,52.8536,47.9298,43.2812666667,4.67853333333,7.49626666666,45.9706333333,20.0103333333,42.8535333333,4.7458,8.08713333334
615.61,35.0381333333,52.82,47.8639333333,43.2795333333,4.7218,7.51646666667,45.9434333333,20.0456666667,42.8394,4.78226666667,8.1258
615.95,35.0903333333,52.8272,47.8628666667,43.3089333333,4.7574,7.54653333333,45.9436,20.0964666667,42.8402,4.82846666667,8.15399999999
616.28,35.1186666667,52.7966,47.8084666667,43.2852666667,4.71826666667,7.5282,45.9006333333,20.0862,42.8566,4.78426666667,8.11166666667
616.61,35.1168,52.769,47.7772666667,43.2748666667,4.67946666667,7.4994,45.8333666667,20.1041333333,42.8232,4.74433333333,8.09966666668
616.95,35.1488,52.8398666667,47.8502,43.3068,4.68613333333,7.525,45.8382,20.1572666667,42.8918,4.7864,8.11553333333
617.28,35.1578,52.8052,47.8274,43.3148,4.68753333333,7.5188,45.7985,20.1762,42.8706,4.7798,8.11106666667
617.62,35.1980666667,52.8266,47.8422666667,43.3296666667,4.7034,7.53306666667,45.7961666667,20.2175333333,42.8905333333,4.77866666667,8.11059999999
617.95,35.2549333334,52.9078666667,47.9359333333,43.3953333333,4.67846666667,7.54286666667,45.8464333333,20.2781333333,42.9327333333,4.76466666667,8.08573333333
618.28,35.2480666667,52.9223333333,47.9464666667,43.3871333333,4.58873333333,7.4484,45.8087333333,20.2491333333,42.8762666667,4.67973333333,8.00820000001
618.62,35.3095333333,53.0016666667,47.9902,43.4080666667,4.56106666667,7.45746666667,45.8491,20.2916666667,42.9508,4.67013333333,7.98306666666
618.95,35.3171333333,53.0024666667,48.0078666667,43.3592,4.50153333333,7.40726666667,45.8426,20.2845333333,42.9142666667,4.6354,7.93859999999
619.28,35.3368666667,52.981,48.0214,43.3105333333,4.48953333333,7.42146666667,45.8505333333,20.3140666667,42.9326,4.62793333333,7.92373333333
619.62,35.3914,53.0546666667,48.1188,43.3793333333,4.47206666667,7.42393333334,45.9078,20.3575333333,43.0283333333,4.62773333333,7.92366666667
619.95,35.5115333333,53.1382666667,48.2206,43.4619333333,4.5428,7.50066666667,45.9371,20.4422666667,43.0768666667,4.70226666667,8.00446666666
620.28,35.5967333333,53.1941333333,48.2968666667,43.5103333333,4.51613333333,7.525,45.9760666667,20.4543333333,43.1630666667,4.68126666667,8.00973333333
620.62,35.664,53.2109333333,48.3036666667,43.5524666667,4.47186666667,7.48173333333,45.9963,20.4784,43.1752,4.6096,7.96733333333
620.95,35.6199333333,53.1628,48.2975333333,43.5138666666,4.4448,7.47713333333,45.9296333333,20.4799333333,43.1271333333,4.58146666667,7.94039999999
621.28,35.6000666667,53.0562,48.2515333333,43.4474,4.4108,7.45393333333,45.8579,20.4596,43.075,4.54946666666,7.91140000001
621.62,35.6244,53.0082,48.1915333334,43.4264666667,4.43913333333,7.4404,45.8231,20.4561333333,43.0460666667,4.5498,7.94306666666
621.95,35.6553333334,52.9396,48.1386,43.3784666667,4.50673333333,7.51186666667,45.7939333333,20.5078666666,43.0599333333,4.59526666667,7.99506666667
622.28,35.6644,52.9273333333,48.153,43.3864666666,4.49273333333,7.48766666667,45.7812,20.5296666667,43.0637333334,4.5528,7.98133333333
622.62,35.6526,52.8745333333,48.1179333333,43.3796666667,4.51206666667,7.50713333333,45.7509,20.565,43.0895333333,4.56406666667,7.98753333333
622.95,35.6984666667,52.9232666667,48.1506666667,43.4372666667,4.5086,7.50213333333,45.7649333333,20.6124666667,43.1087333333,4.54393333333,7.99526666666
623.28,35.6844666667,52.8708666666,48.1178,43.3778,4.48726666667,7.46126666667,45.7006333333,20.6285333333,43.0813333333,4.48426666667,7.95366666667
623.62,35.6735333333,52.8326666667,48.0926,43.3171333333,4.493,7.44333333333,45.6830333333,20.6286666667,43.0676666667,4.48486666667,7.9362
623.95,35.7514,52.9126,48.1846,43.3551333333,4.5164,7.447,45.7666333333,20.7272,43.1394666667,4.51786666667,7.95646666666
624.28,35.8142666667,52.9426666667,48.2694666667,43.3486,4.51266666667,7.43193333333,45.8071,20.7803333333,43.1798,4.51146666667,7.96973333334
624.62,35.9178666667,52.9879333333,48.2991333333,43.3969333333,4.54926666667,7.45926666667,45.8359,20.8410666667,43.2165333333,4.54586666667,8.01539999999
624.95,35.9979333333,53.0784,48.3696666667,43.4824666667,4.552,7.47526666667,45.9063,20.9160666667,43.2668666667,4.5592,8.03859999999
625.28,36.0300666666,53.0788,48.3765333333,43.4780666667,4.5154,7.46646666667,45.8811333333,20.946,43.3042,4.54206666667,8.03766666667
625.61,36.1124,53.1838666667,48.4520666667,43.5142,4.51853333333,7.49333333333,45.9187666667,21.0136666667,43.3774,4.5524,8.06580000001
625.95,36.1346666667,53.2114666667,48.462,43.4898,4.50186666666,7.48233333333,45.9097,21.0344666667,43.3794,4.53626666667,8.068
626.28,36.1793333333,53.2834666667,48.5126,43.5215333333,4.44373333333,7.44506666667,45.9368666667,21.0312,43.3732,4.4944,8.05159999999
626.61,36.1886,53.2935333333,48.5052,43.5040666667,4.41753333333,7.40533333334,45.9405333333,21.0326666667,43.3810666667,4.47126666667,8.0304
626.94,36.2459333333,53.3348,48.5312,43.5483333333,4.4318,7.43593333333,45.9643666666,21.0683333333,43.4194666667,4.51333333333,8.06713333333
627.28,36.3173333333,53.3853333333,48.5789333333,43.5928,4.411,7.42166666667,46.0270666667,21.1256,43.4638666667,4.46973333333,8.03666666666
627.61,36.3115333333,53.3848666667,48.5728,43.622,4.4562,7.4668,46.0353333333,21.1708,43.4537333333,4.51046666667,8.08133333333
627.94,36.367,53.4266,48.5852,43.6825333333,4.47766666666,7.498,46.0660666667,21.2104666667,43.4973333333,4.5198,8.10853333333
628.27,36.3810666667,53.4542,48.5932666667,43.6748,4.44833333333,7.4644,46.0719666667,21.2211333333,43.5180666667,4.48506666667,8.0812
628.61,36.3452666667,53.3366,48.4656666666,43.5959333333,4.47886666667,7.47753333333,45.9566666667,21.1866666667,43.4323333333,4.5068,8.09660000001
628.94,36.3755333333,53.3262666667,48.4727333333,43.6000666667,4.54266666667,7.53073333333,45.9372333334,21.2535333333,43.4296,4.58233333334,8.13633333333
629.27,36.3874666667,53.3209333333,48.4939333333,43.6538,4.55006666667,7.5178,45.9393,21.2908666667,43.4292666667,4.60533333333,8.14306666667
