wavelength,Back_TanNicf,Belly_TanNicf,Breast_TanNicf,Crissum_TanNicf,Crown_TanNicf,DorTail_TanNicf,Patch10_TanNicf,Patch11_TanNicf,Patch12_TanNicf,Patch13_TanNicf,Patch14_TanNicf,Rump_TanNicf,Throat_TanNicf,WingTip_TanNicf
578.26,9.4425,65.1893333333,7.24966666667,73.017125,20.18275,7.83433333333,39.9706666667,18.7120833334,54.7966666667,18.2749166667,29.53375,45.2437291666,33.6524166667,9.12350000001
578.60,9.40266666666,65.1933333333,7.23983333333,73.027,20.14,7.8025,39.8221666667,18.6091666667,54.5655,18.24825,29.4489166667,44.9961041667,33.53575,9.11183333334
578.94,9.39825,65.1851666667,7.25383333333,73.0509166666,20.1140833333,7.82808333333,39.655,18.5309166667,54.2991666667,18.2198333333,29.3714166667,44.7912291666,33.43875,9.13541666667
579.28,9.35941666667,65.0315833333,7.24758333333,72.9092916667,20.0470833333,7.82158333333,39.38775,18.4019166667,53.9284166667,18.1474583333,29.2409166667,44.4698333333,33.2495,9.13908333333
579.61,9.34383333333,64.9655833333,7.23675,72.8347916667,20.0000833333,7.811,39.1469166667,18.3274166667,53.6494166667,18.0966666667,29.1621666666,44.2541041667,33.12025,9.11900000001
579.95,9.31458333333,64.97025,7.23358333333,72.821,20.0029166666,7.81316666667,38.9643333333,18.2120833333,53.4155833333,18.063625,29.0559166667,44.0326875,32.9979166667,9.16033333333
580.29,9.28458333332,64.946,7.25116666667,72.754375,19.9495,7.80175,38.7968333333,18.1105,53.1683333333,18.0368333333,28.98425,43.7892708334,32.85225,9.15058333333
580.63,9.31491666667,64.99025,7.28366666666,72.82775,19.9815833333,7.83083333333,38.6495833333,18.0674166667,52.9968333333,18.0654583334,28.9538333333,43.572,32.7805,9.20541666668
580.97,9.33783333334,65.0146666667,7.279,72.8388333333,19.9565,7.84183333333,38.5114166667,18.0185,52.8005833333,18.0509166667,28.9083333333,43.365875,32.6778333333,9.21674999999
581.31,9.33166666667,64.9581666667,7.26983333333,72.7979583333,19.9363333333,7.8665,38.34775,17.9676666667,52.556,18.0549583333,28.8186666667,43.1244375,32.5573333333,9.2865
581.65,9.37808333332,64.9019166667,7.31566666666,72.725125,19.9549166667,7.89566666666,38.1635,17.8745,52.2781666667,18.0535,28.7300833333,42.8833958334,32.4084166666,9.31191666667
581.98,9.33691666668,64.7923333334,7.27583333334,72.6420416667,19.8558333333,7.85458333333,37.9155833333,17.771,51.9868333333,17.97775,28.5871666667,42.5909583333,32.2091666667,9.27449999999
582.32,9.32400000001,64.7245,7.27058333333,72.5415,19.8193333334,7.85441666667,37.6753333333,17.6954166667,51.6883333334,17.9169583333,28.4850833333,42.3513333333,32.0323333333,9.27041666668
582.66,9.28916666667,64.5780833333,7.24891666667,72.3463333333,19.7471666667,7.7925,37.4155,17.59325,51.3933333334,17.8637083334,28.3606666667,42.0253125,31.8434166667,9.23650000001
583.00,9.33733333333,64.5985,7.31816666667,72.3747916666,19.7426666667,7.80508333334,37.2899166667,17.537,51.2095,17.8765833334,28.3234166667,41.867625,31.7804166667,9.29133333334
583.34,9.30191666667,64.523,7.30308333333,72.3175833333,19.7075833333,7.80091666666,37.0875833333,17.4365,50.9405833333,17.86275,28.18575,41.5932291667,31.6149166667,9.31033333333
583.68,9.26516666668,64.437,7.26525,72.2662083333,19.5923333333,7.74741666666,36.8855833333,17.3324166667,50.6813333333,17.7662916667,28.0521666667,41.2754583333,31.47625,9.24233333334
584.01,9.26391666667,64.3871666667,7.22433333333,72.2722916667,19.5460833333,7.72375,36.646,17.2310833333,50.4275,17.7064166667,27.90975,41.0250416667,31.34925,9.21741666666
584.35,9.19216666667,64.1993333333,7.14191666667,72.0609166667,19.4365833333,7.65675,36.387,17.087,50.0835833333,17.593125,27.7119166667,40.7149375,31.1354166667,9.16733333333
584.69,9.13716666667,64.1155833333,7.1225,71.9408333333,19.3845833334,7.64366666667,36.1361666667,17.01,49.7511666667,17.51275,27.5589166667,40.4467708333,30.9729166667,9.16316666667
585.03,9.09358333333,64.1685,7.11883333333,71.9700416667,19.3363333333,7.59083333334,35.932,16.9368333333,49.52725,17.4265416667,27.4780833333,40.2367708333,30.8775,9.11783333334
585.37,9.02508333333,64.1144166667,7.07475,71.9041666667,19.2644166667,7.53175,35.7110833333,16.8319166667,49.2601666667,17.3626666667,27.3580833333,39.9861041667,30.7640833333,9.09491666667
585.70,9.01266666667,64.14425,7.09183333333,71.9280833333,19.23225,7.55575,35.5688333333,16.7946666667,49.06175,17.3553333333,27.3190833333,39.813125,30.6676666667,9.15608333333
586.04,9.05508333334,64.1440833333,7.14008333333,71.8992083333,19.2380833333,7.61075,35.4419166667,16.7815833333,48.8910833333,17.366875,27.299,39.60925,30.6051666667,9.25025000001
586.38,9.06608333332,64.1520833333,7.14966666667,71.8468333333,19.2195,7.65175,35.2701666667,16.75175,48.6753333333,17.3405416667,27.2404166666,39.4058541667,30.4925833333,9.29775000001
586.72,9.1235,64.1466666667,7.19583333333,71.8055416667,19.2951666667,7.76983333333,35.1216666667,16.7873333333,48.4418333333,17.4004583333,27.2388333333,39.2447083333,30.4185,9.37666666666
587.06,9.05375,64.1536666666,7.14841666667,71.8168333333,19.1629166667,7.68675,34.8825833333,16.63525,48.1971666667,17.2914166667,27.1575833333,39.0252083333,30.2879166667,9.32675000001
587.39,9.05491666666,64.2464166666,7.12841666667,71.8675,19.1595833333,7.71,34.6965833333,16.5678333333,47.9908333333,17.2831666667,27.1193333333,38.93075,30.21325,9.35266666667
587.73,9.04541666667,64.273,7.14725,71.9135416667,19.1395,7.72175,34.5658333333,16.5253333333,47.8151666667,17.2719583333,27.1169166667,38.7897291666,30.156,9.39675000001
588.07,9.05341666666,64.4100833333,7.19708333333,72.0287083333,19.1421666666,7.76441666666,34.4603333334,16.494,47.69925,17.2894166667,27.1500833333,38.6815625,30.132,9.42358333333
588.41,9.07225000001,64.4995,7.22475,72.1151666667,19.1173333334,7.77975,34.3484166667,16.47225,47.59525,17.3429583333,27.1738333334,38.5651041667,30.112,9.47624999999
588.74,9.06691666666,64.3599166667,7.20683333333,71.9665416667,19.0895,7.79041666667,34.158,16.37425,47.28425,17.315,27.0913333333,38.3591666666,29.9770833333,9.50608333334
589.08,9.02541666666,64.39,7.22825,71.9954166667,19.0394166667,7.804,33.9916666667,16.345,47.1025,17.2812916667,27.0396666667,38.2139583333,29.8918333333,9.52875
589.42,9.01691666667,64.3136666667,7.22291666667,71.8809583334,19.04025,7.77766666667,33.7736666667,16.2611666667,46.79575,17.2252083333,26.9595833334,37.9701041667,29.7941666667,9.51691666666
589.76,8.99158333334,64.2494166667,7.18758333333,71.8470416667,18.9500833333,7.74525,33.5639166667,16.15975,46.52125,17.16225,26.8149166667,37.7734375,29.6696666667,9.47225000001
590.09,8.99400000001,64.2636666667,7.19641666667,71.9209583333,18.9545833334,7.77266666666,33.4215833333,16.104,46.28775,17.15725,26.7799166667,37.6584791667,29.6225,9.49158333334
590.43,8.841,64.0633333334,7.06916666667,71.736625,18.735,7.61758333334,33.05775,15.8911666667,45.9128333333,16.9786666667,26.5135,37.3116458333,29.3783333333,9.33916666666
590.77,8.82891666668,63.9753333333,7.07591666667,71.6156666667,18.7480833333,7.65908333333,32.8643333333,15.8775,45.6370833333,16.95625,26.4240833333,37.0916458333,29.30925,9.34658333334
591.11,8.81158333333,63.7760833333,7.0985,71.403875,18.6636666666,7.65466666667,32.6445,15.8060833333,45.3091666667,16.8960416667,26.29825,36.7991458333,29.1559166667,9.34041666666
591.44,8.78158333332,63.6404166666,7.08008333334,71.2250416667,18.6125,7.64608333333,32.3901666667,15.7431666666,45.0055,16.8488333333,26.2073333334,36.5391041667,29.0105833333,9.31616666666
591.78,8.78466666666,63.5436666667,7.06466666667,71.1521666667,18.5684166667,7.63866666667,32.167,15.68625,44.7059166666,16.80275,26.1105833333,36.3403333333,28.8885833333,9.344
592.12,8.73933333332,63.34975,7.03225,70.9517916666,18.4990833333,7.64725,31.89975,15.5425,44.3371666666,16.7143333334,25.9504166667,36.0620416667,28.7040833333,9.32216666668
592.46,8.74408333333,63.324,7.034,70.967,18.4600833333,7.63433333334,31.6959166666,15.5018333333,44.1409166666,16.7105416667,25.8876666666,35.8769791667,28.6521666667,9.30133333334
592.79,8.75958333334,63.26625,7.00725,70.8554166667,18.4073333333,7.59283333333,31.5045833333,15.4355833333,43.8493333333,16.658625,25.79275,35.6291875,28.51225,9.28199999999
593.13,8.76150000001,63.33775,7.00366666667,70.96375,18.3828333333,7.62558333334,31.3445,15.3929166667,43.6975,16.6575416667,25.7301666667,35.5008541667,28.4518333333,9.26991666667
593.47,8.73033333334,63.3121666667,7.01233333333,70.9351666666,18.3694166667,7.62241666667,31.1258333334,15.3325833333,43.50125,16.63,25.6804166667,35.327875,28.3553333333,9.28224999999
593.80,8.74033333333,63.29275,7.034,70.8955416667,18.3219166667,7.61,30.9339166667,15.2620833334,43.2743333334,16.6219583333,25.6065,35.115125,28.2558333333,9.29433333333
594.14,8.77766666666,63.3838333333,7.06358333333,70.978,18.331,7.61858333333,30.8534166667,15.253,43.10775,16.6523333333,25.6314166667,35.0052708333,28.2400833333,9.37316666666
594.48,8.82658333333,63.4918333333,7.09108333333,71.022375,18.33475,7.63,30.71275,15.2214166667,42.9551666667,16.6904166667,25.6395833333,34.8852708333,28.1849166667,9.41141666668
594.81,8.89033333334,63.4970833333,7.1555,71.0542916667,18.3606666667,7.66558333334,30.5611666667,15.2334166667,42.7723333333,16.7416666667,25.651,34.759875,28.1285833333,9.50416666667
595.15,8.90541666667,63.5765,7.18433333334,71.131,18.3704166667,7.69066666667,30.4490833333,15.1840833333,42.58375,16.7612083334,25.6151666667,34.6307083333,28.0760833333,9.54191666666
595.49,8.90541666667,63.5844166667,7.19241666667,71.1389166667,18.327,7.70558333333,30.29325,15.135,42.3908333334,16.7365833333,25.5939166666,34.456625,27.995,9.55591666666
595.82,8.88558333333,63.624,7.19091666667,71.209,18.3165,7.66766666667,30.1485833334,15.07075,42.2535,16.6887916667,25.55725,34.3147916667,27.9273333333,9.54916666667
596.16,8.87108333333,63.6855,7.22083333333,71.2538333333,18.2936666667,7.7035,30.044,15.02275,42.0718333333,16.690875,25.5451666667,34.159,27.8496666667,9.56716666667
596.50,8.904,63.7789166667,7.27908333333,71.3597083333,18.3295833334,7.78433333333,29.969,15.0153333333,41.9651666666,16.7540833333,25.5749166667,34.0924583334,27.8794166667,9.63408333332
596.83,8.89658333333,63.7233333333,7.27141666667,71.308375,18.2986666666,7.75475,29.83225,14.9445,41.7543333333,16.7378333333,25.5238333333,33.9231458333,27.8005833333,9.66983333333
597.17,8.90733333333,63.7108333334,7.2515,71.3015,18.25275,7.73283333333,29.7045,14.88,41.5619166666,16.7141666667,25.51575,33.7616041667,27.7543333333,9.66741666668
597.51,8.89733333333,63.6775833333,7.233,71.282625,18.2405833333,7.72616666667,29.5590833333,14.83475,41.3991666667,16.6735,25.4554166666,33.6151666667,27.7005833333,9.68950000001
597.84,8.86725,63.6751666667,7.234,71.245375,18.24075,7.74991666667,29.4144166667,14.7720833333,41.221,16.6499166667,25.3813333333,33.4538958333,27.629,9.68808333334
598.18,8.88466666666,63.65075,7.26366666667,71.2554583333,18.2145833333,7.80066666667,29.3094166667,14.7505833333,41.0524166667,16.6288333333,25.36175,33.3267083333,27.5828333333,9.73041666667
598.52,8.88066666668,63.67875,7.27816666667,71.223375,18.2108333333,7.82375,29.2125,14.6938333333,40.8661666667,16.6315,25.3138333333,33.2018958333,27.5503333333,9.75666666667
598.85,8.90641666667,63.4956666667,7.29216666667,71.0430833333,18.1606666667,7.84808333333,29.0196666667,14.6568333333,40.6034166667,16.5699583334,25.229,32.9801875,27.4368333333,9.80983333334
599.19,8.85425000001,63.40225,7.26733333333,70.9250833334,18.0995,7.79475,28.7935833333,14.5783333333,40.2935833333,16.498625,25.0821666667,32.7417916667,27.3074166667,9.74916666667
599.53,8.87841666667,63.3715,7.26291666667,70.8700416666,18.0830833333,7.80733333334,28.6354166667,14.5763333333,40.0301666667,16.5188333333,25.0094166667,32.565,27.2238333333,9.76649999999
599.86,8.80858333334,63.2605,7.20483333334,70.7027083333,17.9811666667,7.733,28.37675,14.4789166667,39.7104166667,16.4364583334,24.8525,32.3161458333,27.0955833333,9.73558333334
600.20,8.76291666666,63.1716666667,7.18308333333,70.6199583333,17.931,7.68566666667,28.1478333333,14.4096666667,39.4301666667,16.3756666666,24.7305,32.1370833333,26.9150833334,9.71416666667
600.53,8.77433333334,63.1195833333,7.23325,70.5155,17.9130833333,7.77108333333,27.979,14.4171666667,39.18075,16.376125,24.6758333333,31.9712708333,26.84975,9.75466666666
600.87,8.72416666667,63.0444166667,7.248,70.4100416667,17.90025,7.78383333334,27.7608333333,14.3535833334,38.8754166666,16.346125,24.56575,31.7547708333,26.7415,9.75333333333
601.21,8.64858333334,63.02525,7.22991666667,70.3802916667,17.8485,7.76991666667,27.5604166666,14.28025,38.5899166667,16.2889583333,24.502,31.5820625,26.6125833333,9.69158333334
601.54,8.63274999999,62.8523333333,7.21866666666,70.2690416667,17.765,7.74533333333,27.3345,14.2114166667,38.2850833334,16.2184583334,24.4005,31.3554583333,26.4970833333,9.64566666667
601.88,8.63275000001,62.80125,7.2245,70.252875,17.74375,7.74233333333,27.168,14.17325,38.0346666666,16.2252083333,24.3400833333,31.2054375,26.3996666666,9.63983333333
602.21,8.56175,62.789,7.16183333333,70.2509583333,17.6635,7.71033333333,26.92525,14.08275,37.81875,16.1661666666,24.2395833333,30.9891458333,26.2679166667,9.58433333332
602.55,8.45841666667,62.84875,7.078,70.3305,17.5840833333,7.64591666667,26.7179166666,13.95825,37.59875,16.1166666667,24.1654166666,30.8275625,26.1698333333,9.51149999999
602.88,8.50758333333,62.8873333333,7.14108333333,70.3784166667,17.6296666667,7.74833333334,26.6464166667,13.9945833334,37.4693333334,16.2101666667,24.1739166667,30.7547291667,26.18825,9.618
603.22,8.51508333333,62.931,7.17266666667,70.4135416667,17.6081666666,7.78833333333,26.5386666667,13.9746666667,37.29525,16.2320416667,24.1763333333,30.6413333333,26.1513333333,9.66525000001
603.56,8.56824999999,62.9361666667,7.18858333333,70.4224583333,17.6405,7.814,26.452,13.98375,37.1885,16.2515416667,24.198,30.57575,26.1121666667,9.71924999999
603.89,8.58433333333,62.9648333333,7.18591666667,70.457125,17.6100833334,7.84458333333,26.3408333333,13.9455,37.06175,16.2582916667,24.16125,30.4405,26.0895,9.74116666666
604.23,8.59658333334,62.96275,7.18941666667,70.439,17.5855,7.80658333333,26.2155833333,13.92325,36.9268333333,16.277625,24.1093333333,30.3291875,26.0123333333,9.76225
604.56,8.61833333333,62.9725833333,7.16291666667,70.4488333333,17.5833333333,7.82075,26.12075,13.9294166667,36.8055,16.2901666667,24.0515,30.2247291667,25.9806666667,9.80624999999
604.90,8.66241666667,62.9626666667,7.19258333333,70.4434166667,17.5763333334,7.85125,26.0283333333,13.91825,36.6703333333,16.3164583333,24.006,30.1105416667,25.95625,9.85516666666
605.23,8.70799999999,63.0828333333,7.22025,70.5550416667,17.62225,7.90508333333,25.9815,13.9545,36.6173333333,16.359125,24.03875,30.0676041666,25.9629166667,9.94866666666
605.57,8.69591666668,63.0706666666,7.23575,70.5634166666,17.6344166667,7.90341666667,25.8665833333,13.9229166667,36.4626666667,16.3554583333,23.954,29.9270833333,25.9415,9.95025000001
605.90,8.73641666666,62.9900833333,7.27833333333,70.5116666667,17.6569166667,7.93883333333,25.7695,13.94225,36.2965833333,16.3655416666,23.9248333333,29.8186458333,25.9256666667,10.0009166667
606.24,8.79133333332,62.9965833333,7.35491666667,70.5265,17.6893333333,8.00741666667,25.7205833333,13.9658333333,36.15125,16.4106666667,23.90675,29.7338333333,25.9251666667,10.0663333333
606.58,8.74616666668,62.9839166667,7.32725,70.5216666667,17.6219166666,7.94891666667,25.5839166667,13.8646666667,35.946,16.3309166667,23.8245833333,29.5675625,25.8309166667,10.0310833333
606.91,8.74474999999,62.9471666666,7.32508333333,70.44575,17.6201666667,7.92733333333,25.4198333333,13.82725,35.7255833333,16.3032916667,23.7451666667,29.4418958333,25.7879166666,10.0324166667
607.25,8.75525000001,62.93075,7.34258333333,70.415125,17.5915,7.97533333333,25.285,13.76075,35.4750833333,16.3001666667,23.6821666666,29.305,25.7333333334,10.0358333333
607.58,8.66058333333,62.83475,7.23883333333,70.274875,17.5138333333,7.874,25.0858333333,13.6325,35.1538333333,16.2095416667,23.5841666666,29.1006875,25.5863333333,9.96383333333
607.92,8.60991666666,62.7905833333,7.19275,70.232625,17.4585833333,7.87208333334,24.9471666667,13.5546666667,34.9044166667,16.13325,23.52725,28.9547916667,25.5068333333,9.93175
608.25,8.58941666667,62.7403333333,7.19383333333,70.1320833333,17.3836666667,7.85808333334,24.8163333334,13.46825,34.6941666667,16.094375,23.45675,28.8194791667,25.3865,9.89908333334
608.59,8.55341666668,62.6004166667,7.1535,69.997625,17.3048333333,7.82266666667,24.67225,13.3959166667,34.44975,16.0385416667,23.377,28.6418333334,25.2545833333,9.87166666668
608.92,8.49291666668,62.37625,7.10408333333,69.7282916666,17.2020833333,7.7745,24.49,13.2576666667,34.12675,15.9665833333,23.2431666667,28.4207291667,25.0803333334,9.83258333332
609.26,8.43599999999,62.25275,7.04391666666,69.5735416667,17.1229166666,7.746,24.34925,13.1531666667,33.8809166667,15.8803333333,23.138,28.25325,24.90225,9.82341666668
609.59,8.36508333332,62.1705833333,6.95575,69.4605416667,17.00875,7.67516666666,24.1969166667,13.0396666667,33.64725,15.769125,23.0291666666,28.057875,24.7523333333,9.76133333334
609.93,8.34466666666,62.0483333333,6.909,69.2894583333,16.96825,7.6185,24.05425,12.98675,33.4583333333,15.7151666667,22.94475,27.9034791667,24.6504166667,9.73775000001
610.26,8.34166666666,61.9744166667,6.87658333333,69.146375,16.9546666667,7.59808333333,23.90475,12.9275833333,33.2693333333,15.679,22.8795833333,27.7525416667,24.5650833333,9.71541666667
610.60,8.2945,61.84175,6.83,68.9779166667,16.8575,7.5805,23.7533333333,12.8228333334,33.0815833333,15.5933333333,22.7744166667,27.55075,24.4134166667,9.64991666666
610.93,8.27008333334,61.7094166667,6.82325,68.8594166667,16.8111666666,7.56441666667,23.6133333333,12.7865833334,32.92225,15.5225416667,22.6945,27.3902083333,24.2904166667,9.64291666667
611.27,8.33291666668,61.6104166666,6.90008333333,68.7735416667,16.8445833334,7.6405,23.51475,12.8236666667,32.8025833333,15.5408333333,22.6575,27.304875,24.2524166666,9.72083333333
611.60,8.32466666666,61.5423333333,6.8725,68.6922083333,16.8096666667,7.61983333333,23.3738333333,12.7694166667,32.6125,15.490375,22.5688333333,27.1099166667,24.1554166667,9.68824999999
611.93,8.27508333334,61.41525,6.85708333333,68.5411666667,16.7630833334,7.56666666667,23.20125,12.666,32.377,15.4215416667,22.4618333333,26.9166041667,24.0066666666,9.66616666667
612.27,8.24575,61.3764166667,6.85041666667,68.443125,16.7445833333,7.55108333333,23.0325833333,12.6215833333,32.2210833334,15.3720416667,22.3768333333,26.7578125,23.9381666667,9.63533333333
612.60,8.25141666668,61.4189166667,6.87333333333,68.4642083333,16.7501666666,7.54183333333,22.91875,12.6290833333,32.1291666667,15.3657916667,22.3495,26.6420208333,23.9138333333,9.65833333334
612.94,8.31191666667,61.4653333334,6.91741666666,68.505375,16.7510833333,7.58708333333,22.8046666667,12.6465,32.0280833333,15.4005,22.3406666667,26.530375,23.9535833333,9.72216666666
613.27,8.34374999999,61.5455833333,6.99325,68.6018333334,16.82825,7.66533333333,22.7313333334,12.65575,31.9174166667,15.4725,22.3498333333,26.504,23.97075,9.79808333334
613.61,8.36025000001,61.6304166667,7.05358333333,68.650375,16.8411666667,7.71858333333,22.6320833333,12.67,31.79375,15.5038333333,22.3435833333,26.4426666666,23.9290833334,9.85291666666
613.94,8.36825,61.6394166666,7.06975,68.6507083333,16.8281666667,7.75116666667,22.5239166666,12.6694166667,31.6646666667,15.5236666667,22.3236666667,26.3300416667,23.888,9.92366666666
614.28,8.38316666668,61.5510833333,7.08808333333,68.6067083333,16.8276666667,7.75308333333,22.3674166667,12.6548333334,31.481,15.488,22.2663333333,26.2142083334,23.8543333333,9.96025000001
614.61,8.39041666666,61.6589166667,7.10141666667,68.6957916666,16.8294166667,7.755,22.2748333333,12.6185,31.35775,15.5160833333,22.2391666667,26.1413541667,23.8575833334,9.97216666667
614.94,8.37433333333,61.6655833333,7.10091666667,68.66575,16.7575833333,7.72766666666,22.1538333333,12.55675,31.2143333333,15.4604166667,22.2021666667,25.9910833333,23.8134166667,9.95041666668
615.28,8.37075000001,61.6215833334,7.1425,68.6253333333,16.7473333333,7.72233333333,22.0211666667,12.5406666666,31.07025,15.4595416667,22.182,25.9533125,23.7849166666,9.977
615.61,8.44774999999,61.75175,7.21316666666,68.8420833333,16.82625,7.85816666667,22.0024166666,12.6408333333,31.01725,15.5488333334,22.29425,25.9614583333,23.8761666667,10.05175
615.95,8.48525,61.7799166666,7.23666666667,68.869875,16.8144166667,7.91308333333,21.9171666666,12.6093333333,30.8616666666,15.5565,22.2998333333,25.9049583333,23.8595833333,10.1238333333
616.28,8.46591666666,61.829,7.17416666667,68.964125,16.77975,7.88983333333,21.75,12.5369166667,30.6923333333,15.5247083334,22.2545833333,25.8288958333,23.8116666667,10.0716666667
616.61,8.45458333334,61.8973333334,7.17633333333,68.9947083333,16.8005,7.88641666667,21.6905,12.52575,30.59525,15.5451666667,22.2601666667,25.7816875,23.8055833333,10.0713333333
616.95,8.48991666668,61.8781666667,7.18875,68.97425,16.8033333334,7.87858333333,21.6280833333,12.5453333333,30.4784166666,15.5788333334,22.2773333333,25.7127916667,23.7693333333,10.1136666667
617.28,8.49108333332,61.927,7.17225,68.988375,16.77775,7.85841666667,21.5396666667,12.5,30.3625,15.5655,22.2465,25.6015,23.776,10.0855
617.62,8.51174999999,61.9360833333,7.21258333334,69.0332916667,16.75875,7.88366666667,21.4465833333,12.4540833334,30.19575,15.5545416667,22.236,25.527625,23.7636666667,10.0700833333
617.95,8.57575000001,62.0860833333,7.28325,69.1705833333,16.8148333333,7.93283333333,21.4561666667,12.5026666667,30.1489166666,15.6675833333,22.3121666667,25.5121458333,23.8228333333,10.1475833333
618.28,8.58000000001,62.0418333333,7.30025,69.0835416667,16.8135833333,7.923,21.3975833333,12.5043333333,30.0253333334,15.6292083334,22.2845,25.3928125,23.7948333333,10.2089166667
618.62,8.60500000001,62.0343333333,7.35566666667,69.0463333334,16.8499166667,7.96941666667,21.352,12.54675,29.892,15.6898333334,22.2451666667,25.3387291667,23.7825,10.27525
618.95,8.64641666667,62.0841666667,7.39683333333,69.071625,16.8873333333,8.04858333333,21.3431666666,12.5565,29.8438333333,15.7690833333,22.2449166667,25.2497291666,23.7828333333,10.341
619.28,8.63175000001,62.1546666667,7.39625,69.1134583333,16.87725,8.02741666667,21.2669166667,12.5294166667,29.731,15.7764583333,22.2270833334,25.1855,23.7929166667,10.3689166666
619.62,8.6215,62.117,7.39108333333,69.0792083333,16.8710833333,8.0115,21.1746666667,12.5281666667,29.62775,15.8095,22.1780833333,25.0772708333,23.738,10.3676666667
619.95,8.66641666667,62.205,7.47733333333,69.11275,16.9441666667,8.10258333333,21.2074166667,12.57725,29.5759166667,15.8407916666,22.2095833334,25.0450208333,23.742,10.463
620.28,8.6495,62.1268333333,7.4825,69.08275,16.8843333333,8.09708333333,21.0798333333,12.5320833333,29.4131666666,15.8076666667,22.1704166666,24.9025416667,23.6406666666,10.4479166667
620.62,8.56175,62.0109166667,7.41816666666,68.9465833333,16.7373333333,8.01975,20.8846666667,12.41425,29.20475,15.6725416667,22.0358333333,24.7302291667,23.533,10.3600833333
620.95,8.50425,61.9823333333,7.36,68.9277916666,16.67825,7.995,20.786,12.3466666667,29.0659166667,15.6351666667,21.95675,24.621,23.45325,10.35025
621.28,8.49525,61.923,7.32833333333,68.858,16.65,7.97683333333,20.6951666667,12.331,28.94325,15.6537083333,21.8764166667,24.5343541667,23.3701666667,10.3554166667
621.62,8.46983333333,61.8448333333,7.29358333333,68.7636666667,16.58075,7.97641666667,20.5913333333,12.2765,28.797,15.6050416667,21.7935833333,24.404375,23.2611666667,10.3755833333
621.95,8.41508333333,61.851,7.2215,68.7619166667,16.5044166667,7.94625,20.47175,12.234,28.6025833333,15.5697916667,21.77225,24.28325,23.1895833333,10.3373333333
622.28,8.40516666666,61.9976666666,7.20216666667,68.9729583333,16.50525,7.9535,20.4040833333,12.2015833333,28.5339166667,15.5517083333,21.8273333333,24.2285416667,23.204,10.314
622.62,8.34566666667,61.965,7.14641666667,68.9086666667,16.4465,7.89208333334,20.2576666666,12.1504166667,28.3534166667,15.4759583334,21.7545,24.1381666667,23.1538333333,10.2379166667
622.95,8.29116666666,61.8708333333,7.07675,68.7972916666,16.374,7.83991666666,20.1055833333,12.0829166667,28.1645833334,15.424,21.6279166667,23.9637291667,23.0195,10.19475
623.28,8.28858333334,61.869,7.09108333333,68.7880833334,16.36475,7.84616666667,20.0385833333,12.0445833333,28.049,15.4345416667,21.6184166667,23.9094166666,22.9968333334,10.2220833333
623.62,8.26966666667,61.7684166667,7.04816666667,68.6864166667,16.27225,7.77766666667,19.8906666667,12.0085833333,27.8811666666,15.4070416667,21.5459166667,23.801125,22.92825,10.1760833333
623.95,8.22591666667,61.6861666667,7.02383333333,68.5578333333,16.2470833333,7.758,19.76175,11.9645833334,27.73225,15.3592083333,21.4906666667,23.6782083333,22.9038333334,10.1685833333
624.28,8.31983333333,61.847,7.10091666667,68.7089166666,16.3225,7.84733333333,19.7915,12.0144166667,27.7484166667,15.4922916667,21.5649166667,23.6620208333,22.95875,10.2614166667
624.62,8.35841666667,61.83475,7.16866666667,68.6914166667,16.3171666667,7.91858333334,19.7081666667,12.0089166667,27.6331666667,15.4985833333,21.59025,23.61825,22.9396666667,10.3185833333
624.95,8.30849999999,61.7749166667,7.14666666667,68.6961666667,16.2645833333,7.88491666667,19.601,11.9533333333,27.49975,15.439125,21.558,23.5396041667,22.89775,10.3155833333
625.28,8.32533333333,61.7968333333,7.16641666666,68.7672083333,16.2655,7.91108333333,19.5049166667,11.9416666667,27.4161666666,15.420375,21.5825833334,23.4935416667,22.87775,10.3184166667
625.61,8.3705,61.7388333333,7.21458333333,68.7897083333,16.28025,7.93891666667,19.4240833333,11.92175,27.3550833333,15.4805416667,21.5495833334,23.4411666666,22.8740833334,10.3496666667
625.95,8.34208333334,61.6189166667,7.17441666667,68.60375,16.2455833333,7.90391666667,19.3200833333,11.849,27.208,15.4519166667,21.4545,23.3218541667,22.7790833333,10.3264166667
626.28,8.36233333334,61.6544166667,7.16341666667,68.6821666667,16.2113333333,7.89708333333,19.2575833333,11.8025833334,27.12525,15.428375,21.4759166667,23.2417916667,22.7141666667,10.3663333333
626.61,8.35483333333,61.6689166667,7.18925,68.71025,16.18025,7.89766666667,19.2080833334,11.7974166666,27.0161666667,15.4034583333,21.4735833333,23.1681875,22.72975,10.34625
626.94,8.38141666666,61.7456666667,7.22525,68.800875,16.2169166667,7.91833333333,19.1639166666,11.8285,26.9355,15.4011666667,21.4975,23.1541458333,22.7451666667,10.3948333333
627.28,8.41291666666,61.8605,7.2965,68.964625,16.2774166667,7.99708333333,19.1585833334,11.841,26.8995833333,15.44575,21.5294166667,23.1486458334,22.8000833333,10.4798333333
627.61,8.50466666667,61.86275,7.383,68.9725416667,16.3609166667,8.082,19.1695833333,11.9106666667,26.83925,15.523875,21.5725,23.1585416667,22.7986666666,10.5896666667
627.94,8.41566666667,61.829,7.33941666667,68.9697083333,16.331,8.04124999999,19.0474166667,11.823,26.6385833333,15.4440833333,21.4860833333,23.0330625,22.73525,10.5076666667
