wavelength,Back_TanNicf,Belly_TanNicf,Breast_TanNicf,Crissum_TanNicf,Crown_TanNicf,DorTail_TanNicf,Patch10_TanNicf,Patch11_TanNicf,Patch12_TanNicf,Patch13_TanNicf,Patch14_TanNicf,Rump_TanNicf,Throat_TanNicf,WingTip_TanNicf
188.67,242.916666667,252.083333333,238.125,242.708333333,214.791666667,202.291666667,254.375,226.458333334,194.791666667,97.6041666665,125.625,198.28125,229.166666667,201.041666667
189.05,193.749916667,203.72025,195.53575,192.410666666,180.357166667,163.690333333,206.84525,181.994083333,159.672583334,95.1637916668,118.154666667,167.447916667,193.15475,158.9285
189.43,178.4315,189.09325,183.455916667,176.16425,170.220666667,154.044166667,190.9315,165.931416667,150.1225,96.6299999999,113.603,167.953416667,181.862833333,145.710916667
189.81,169.017166667,175.534166667,175.534083334,169.230958333,161.004166667,147.863333333,180.875916667,157.478583333,143.055416667,97.2222083332,105.021333333,161.244604166,173.717916667,139.529833333
190.19,156.609083333,163.984666667,168.678,159.195541667,152.77775,139.080416667,166.379416667,143.86975,132.662833334,91.6186666667,99.4253333333,146.599645834,163.314083333,130.076583333
190.57,148.207916667,155.913916667,161.29025,151.254458333,146.415833333,134.498166667,156.98925,139.068,130.913833333,86.6487083335,93.7275,137.948104166,154.48025,126.434083333
190.95,136.083333333,143.0,147.75,144.666666667,140.333333333,124.416666667,144.75,130.333333333,125.916666667,83.3333333334,84.9166666668,129.375,144.083333333,121.0
191.33,145.698833333,153.3155,157.437333333,154.39075,147.043083333,132.34775,154.301166666,138.440833333,135.573416667,86.9175416667,86.8280833334,129.547479167,152.061,125.08975
191.71,169.5205,176.027333333,178.082166667,175.114083333,163.127833333,146.11875,176.7125,158.33325,152.397166667,88.6413750001,87.4429166668,139.355020833,171.6895,139.383666667
192.09,158.225,166.66675,169.697083333,165.530166667,144.91325,136.580166666,166.558583333,148.701333333,136.580166667,79.1666249998,80.5195833332,128.0575,160.606083333,132.684
192.47,163.0435,173.309166667,176.449416667,175.664333333,145.53125,139.613583333,169.082083333,152.536166667,137.318833333,80.4347083332,69.8068333334,127.113520834,163.88875,125.362166667
192.85,158.4505,174.76525,172.535166667,170.246541667,152.46475,138.4975,168.5445,152.816916667,134.389833333,84.6830416665,63.9670833332,123.826291667,159.272333333,123.826333333
193.23,189.444416667,210.138916667,208.888916667,209.861083333,178.0555,161.9445,194.166583333,183.611166667,164.861166667,96.8749166665,74.5834166666,146.423416667,182.5,151.944416667
193.61,254.45725,282.752083334,277.325583333,288.75975,237.790583333,216.08525,252.907,253.100833333,220.155,128.972916667,101.74425,178.1976875,246.31775,205.426333333
193.99,253.985583333,283.5145,273.731833333,280.978291667,240.398416666,218.840583333,245.108666666,249.818833334,225.543416667,131.884083333,110.869416667,178.396666667,243.478166666,212.318916667
194.37,203.906166667,227.21325,218.88,229.426791667,194.531166667,180.859083333,200.520583333,206.900833333,188.932083334,122.525916667,109.37475,155.501125,198.046666667,172.916583333
194.75,182.277166667,205.046916667,191.6665,208.274833333,177.347416667,161.854583333,176.173583334,182.042333333,166.9015,109.74175,98.5914166667,136.561020833,179.9295,154.577333334
195.13,191.53225,221.505333333,204.301166667,221.169333333,181.720416667,171.370916667,181.451583333,189.785083333,170.29575,113.440958333,97.4462500002,137.0630625,190.994583333,160.48375
195.51,200.718333333,234.195416667,209.77,238.002791667,192.959833333,182.471416667,190.229833333,195.258583333,172.701166667,120.40225,105.02875,145.115041667,202.0115,165.517166667
195.89,178.01925,207.367083333,185.990333333,213.0435,176.932416666,166.666666667,172.94675,169.56525,156.884083333,113.3455,100.604083333,139.311541667,175.966166667,150.000166667
196.27,188.88875,218.47825,196.497583333,223.490375,192.753583333,177.294666667,182.729583333,179.589333333,169.32375,124.4565,107.1255,152.053229167,188.16425,160.144833334
196.65,200.483166667,232.004916667,209.903333334,235.809166667,209.541083333,187.802083333,196.4975,191.42525,182.970916667,131.884,120.773166667,165.428791667,199.033666666,181.763166666
197.03,216.2635,246.102083333,220.02675,259.274125,219.8925,200.403166667,205.3765,195.96775,197.715083333,136.155875,127.822583333,175.907208334,215.860083333,184.94625
197.40,183.9285,212.738083333,184.999833333,224.821416667,194.761916667,179.285666667,181.4285,166.547666666,171.190416667,118.809583333,107.619083333,149.821458334,193.33325,160.000166667
197.78,197.916583333,241.388916667,207.916666667,255.555625,220.27775,198.750083333,210.833416666,187.916833333,190.000083333,136.180541667,110.416583333,170.000020833,220.694583333,184.305583334
198.16,252.41225,333.114,283.33325,359.101,298.903416666,270.614,291.885916667,245.614,249.12275,182.346375,136.184083333,226.206,304.824666666,233.77175
198.54,282.527,377.956833333,323.387166667,409.94625,342.473,308.064416666,326.344166667,271.505416667,280.913833333,203.628958333,147.8495,267.405854167,352.41925,261.827833333
198.92,306.333333334,421.666666667,381.0,485.833333333,375.0,337.666666667,374.333333333,300.0,310.0,231.333333333,158.333333333,299.333333333,398.666666667,289.0
199.30,310.416666667,426.389,380.555416667,499.479125,387.5,335.069416666,391.319416667,309.722333333,312.152833333,231.770833333,167.70825,307.725770833,419.09725,285.76375
199.68,267.333333333,374.666666667,350.0,444.666666667,358.333333333,300.666666667,353.666666667,288.666666667,277.0,211.166666666,149.0,282.5,391.0,256.333333333
200.06,382.352916667,525.490083334,496.568666667,628.676625,527.451,422.549083333,499.019666667,417.647083333,385.294,327.696166667,239.706,404.901895833,593.13725,381.862666667
200.44,496.794833332,674.358999998,660.2565,798.717750001,689.102583334,539.743749999,641.666666666,525.000083333,491.025666667,452.563916667,367.307666667,561.057687499,786.538333334,537.820666668
200.82,765.624999999,1112.5,1026.04166666,1238.54166667,1063.54166667,856.249999999,959.375000001,827.083333333,768.75,733.854166668,633.333333332,902.864583332,1260.41666667,871.875
201.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.57,-619.444500001,-927.777750001,-887.036999999,-1033.796375,-940.740583333,-690.74075,-800.925833333,-741.666583333,-605.555666667,-673.148249999,-589.814833333,-857.4075,-1035.18525,-797.22225
201.95,1420.83333334,2037.5,1872.91666667,2202.08333333,2035.41666667,1562.5,1714.58333333,1543.75,1395.83333333,1358.33333333,1377.08333333,1934.89583333,2250.0,1625.0
202.33,490.47625,677.381,632.142833334,719.047583333,694.643000001,512.499833333,585.714333333,531.5475,502.976249999,444.642916667,495.833416667,644.791604167,734.52375,548.214166667
202.71,1560.41666667,2179.16666667,1956.25,2311.45833333,2245.83333333,1516.66666667,1870.83333333,1683.33333333,1595.83333333,1197.91666667,1514.58333333,1983.85416667,2389.58333334,1670.83333333
203.09,-1568.75,-2233.33333333,-1804.16666667,-2191.66666667,-2277.08333333,-1495.83333333,-1897.91666667,-1581.25,-1556.25,-1138.54166667,-1441.66666667,-1988.02083333,-2329.16666666,-1612.5
203.47,-804.762,-1240.47616667,-948.8095,-1202.38108333,-1239.28566667,-795.237999999,-1029.762,-821.428583333,-827.381000003,-608.928541668,-740.476166667,-1082.14275,-1186.90475,-876.190583334
203.85,-441.666666667,-693.055583334,-501.38875,-674.999999999,-662.500083333,-393.749916667,-560.416583333,-428.472166667,-465.972333334,-289.236208333,-381.250083333,-613.020770834,-628.472166667,-464.583416667
204.22,-277.77775,-503.333333333,-346.666583333,-544.999958333,-470.555499999,-261.66675,-393.333416666,-296.111166667,-330.555583333,-159.444416667,-233.888833334,-427.638854166,-443.888916667,-289.999916667
204.60,-168.5185,-382.870416667,-229.6295,-424.074,-332.407333333,-180.555416666,-272.685166667,-206.018416667,-236.111,-84.027875,-128.240583334,-300.347354167,-323.610916666,-156.944416667
204.98,1030.5555,2277.77783333,1330.5555,2708.33333333,2125.00008333,1374.99991667,1797.22233333,1308.33325,1499.99991667,652.777708335,741.666499998,1838.888875,2152.77775,883.33325
205.36,298.611166667,627.777833333,373.611083334,715.277708333,552.777666665,403.47225,460.416833333,354.166666667,423.611000001,214.583291667,191.66675,476.736083334,575.0,263.194416667
205.74,226.041666667,488.541666667,280.208333333,546.354166667,396.354166667,315.625,339.0625,280.729166667,315.104166667,156.770833333,166.666666667,342.96875,465.625,213.020833333
206.12,288.636333333,678.787833335,368.939333333,748.863666667,566.666750001,421.96975,442.424166667,378.030333333,402.27275,212.121125,229.545416666,452.272791667,646.969833333,318.181666667
206.50,-1791.66666666,-6174.99999999,-2233.33333333,-6904.16666667,-4591.66666666,-3216.66666666,-3375.0,-2866.66666666,-2991.66666668,-1283.33333333,-766.666666668,-3872.91666667,-5883.33333333,-2783.33333333
206.87,10.4166666665,-229.583333333,-41.6666666667,-262.5,-145.833333333,-96.2499999998,-108.75,-60.0000000002,-63.3333333333,-6.45833333325,37.0833333332,-111.979166667,-215.0,-80.0000000001
207.25,40.1235833334,-141.049333333,-16.3579999998,-164.814833333,-89.1974999999,-64.1974166668,-56.4814166668,-36.7283333334,-18.5185000001,5.0925,49.0741666668,-68.8271250002,-146.605083333,-33.9505833334
207.63,22.4536666666,-97.9168333332,-17.5925833332,-118.750041667,-66.6666666667,-58.3333333334,-35.8795833334,-37.2685833333,-12.5000833333,3.35654166665,25.6944166667,-53.6459791666,-123.842666667,-24.3055833333
208.01,21.81375,-111.029166666,-24.0196666667,-126.960666667,-79.9019999999,-83.5783333331,-36.7649166666,-47.7941666669,-19.8528333333,-17.5244999999,18.6275833333,-54.0441041666,-153.431416667,-41.6665833333
208.39,22.8570833334,-106.42875,-23.8095833335,-106.428583334,-76.4285,-85.4761666667,-34.0476666667,-36.9048333334,-15.2381666666,-12.9762916667,11.1905,-54.4643541667,-141.190333333,-48.5714166667
208.77,15.5915,-124.193666666,-31.7205833335,-130.241916667,-95.9677499999,-105.37625,-48.9246666666,-53.7634166667,-34.9460833334,-18.9515833333,-7.527,-68.8843541668,-166.666833333,-81.1828333335
209.14,2.83691666657,-82.44675,-31.3829166667,-85.9929999999,-63.4753333332,-58.6879166667,-37.05675,-33.3333333333,-25.1772499999,-9.75170833332,-14.5389166667,-51.6843958333,-106.205833333,-65.78
209.52,0.605999999908,-71.2120833333,-28.9394166666,-74.9242083334,-57.1210833335,-44.8485,-41.0605833334,-28.6364166668,-19.3937500002,-12.5000416666,-20.4545,-54.6591874999,-96.6665833333,-56.66675
209.90,-0.821499999982,-55.1641666666,-27.9341666667,-62.0304999999,-52.2299999998,-33.6854999999,-39.4365833332,-22.4178333334,-19.6009166667,-13.5564166666,-17.7230833333,-45.393375,-76.0564999999,-48.5915
210.28,-13.12775,-62.2145833333,-47.4888333334,-75.3424583334,-55.3654166665,-43.0365833334,-53.3105000001,-31.1645,-31.5069166665,-25.3424166667,-30.2510833333,-56.9348749999,-83.6759166666,-59.2465833334
210.66,-28.55375,-76.7157499999,-70.7107500001,-90.5637083333,-71.5686666668,-61.1519166667,-66.5441666668,-44.9755833334,-43.2598333334,-40.3186666667,-47.4264166666,-70.2204375001,-103.186166667,-72.0588333334
211.03,-60.1389166666,-108.611083333,-99.4444166669,-126.25,-104.16675,-92.7778333334,-91.6667500001,-68.4722499999,-68.3332499999,-65.1389583333,-68.1944166668,-100.9375,-135.972083333,-100.97225
211.41,-83.3334166665,-134.39375,-124.2425,-154.469666667,-130.757416666,-113.939333333,-114.848416667,-92.8787499998,-86.0605833332,-80.2272916667,-94.2422500001,-123.371145833,-166.969666667,-133.484666667
211.79,-64.1666666667,-116.944416667,-109.305583333,-127.569333333,-106.111083334,-94.5834166667,-98.7500833333,-70.2778333332,-67.0834166667,-60.7639166667,-71.6665833333,-101.354104167,-141.111083333,-115.97225
212.17,-42.8240000001,-83.6804166668,-76.5046666667,-96.4119999999,-76.5045833334,-65.27775,-70.4859999999,-49.0740833332,-37.0371666666,-37.0949166667,-44.6759166666,-74.18975,-104.745333333,-82.1759166666
212.55,-42.7083333333,-78.0091666667,-74.7686666666,-97.2221666668,-76.8519166668,-65.9722499999,-66.4350833333,-52.7779166667,-35.6480833334,-39.5833333332,-38.4260833334,-74.5659583332,-108.33325,-78.2407499999
212.92,-42.5925833334,-78.9351666667,-78.3565833333,-98.2639583333,-83.3332500001,-65.2777499999,-66.55075,-54.2825833333,-37.2684999998,-39.4674583334,-33.9119999999,-73.6978541666,-106.9445,-77.4305000001
213.30,-34.2465,-74.0867500001,-68.9497499999,-91.7237916667,-74.0866666668,-62.8995833334,-58.1050833333,-53.1964166666,-30.8219166666,-36.5296250002,-30.1370833332,-68.3504583333,-101.027333333,-68.0365
213.68,-37.8415,-79.5081666665,-81.6940833333,-100.136625,-87.1585000001,-72.5410833333,-60.3825833333,-59.8360833332,-38.1146666668,-34.836125,-29.2349166668,-73.9071666668,-113.934416667,-78.27875
214.06,-65.5039166667,-124.031166667,-130.620166667,-143.895416667,-125.0,-112.984416666,-89.7288333333,-94.7674166668,-66.8605833333,-58.1394583335,-46.7053333332,-121.802458333,-171.89925,-115.891333333
214.44,-76.9737500001,-141.4475,-136.622916667,-167.214833333,-149.342166666,-128.947416667,-105.482416667,-119.298166667,-73.6841666665,-69.0789166668,-51.3159166667,-142.598833333,-200.0,-129.824416667
214.81,-64.0350000002,-123.903416667,-95.3947499999,-146.710375,-125.4385,-100.657916667,-93.6404166667,-98.24575,-56.3595833333,-48.3552083332,-30.7018333334,-126.0418125,-170.614083333,-108.33325
215.19,-56.4813333332,-118.055416667,-84.2593333333,-135.300958333,-118.75,-91.4351666666,-93.9815000002,-101.389,-50.2315,-32.9861666665,-23.6110833331,-119.5023125,-170.601833333,-96.75925
215.57,-59.0910000001,-122.97975,-81.5655,-146.338458333,-117.42425,-98.73725,-101.262833333,-98.9899999998,-67.6768333333,-21.212,-21.969666667,-129.671791667,-173.73725,-90.404
215.95,-522.619,-804.761916666,-560.714250001,-955.357166667,-773.809583332,-689.28575,-701.190416667,-716.666583332,-603.571416668,-316.666708332,-320.238083334,-838.988062501,-1002.38108333,-615.476083333
216.32,434.615333333,599.358999999,455.769166666,645.833416667,549.999916667,495.51275,539.7435,508.97425,501.923166667,295.192333333,320.512833333,612.500125,653.846166667,503.205
216.70,438.461416667,635.256416667,429.48725,622.435958333,529.487166666,460.89725,545.512916667,508.97425,503.205,263.14125,330.12825,606.410291667,628.205166667,534.615166667
217.08,418.888833333,575.000083334,363.33325,554.444541666,453.333416667,411.111083333,517.222333333,469.444333333,453.333333333,236.666583333,306.111083333,562.083375,565.000083334,484.444416667
217.46,321.428583333,424.206333333,274.999916666,385.118916667,348.809583333,289.682583333,391.269916667,349.603166667,332.539666667,160.714375,215.872916667,417.956458333,408.73025,358.73025
217.83,568.939333333,787.121166666,488.6365,703.787958332,629.545333333,515.909166667,710.605916667,638.636333332,562.121250001,265.53025,380.303166667,749.2423125,722.727166667,628.030416666
218.21,504.545416667,714.393916667,382.575833333,630.681916667,568.181749999,422.727333333,650.757666667,585.606000001,475.7575,174.242333333,324.242416667,649.621333333,641.666666667,546.96975
218.59,411.538583334,612.179500002,353.846166667,518.910333333,478.205083333,363.461583334,532.692333333,516.666583333,398.718,146.794875,258.97425,539.904,530.769416667,417.94875
218.97,230.0,343.0,236.333333333,306.166666666,298.666666667,221.666666667,294.333333333,305.333333333,231.0,96.3333333332,169.333333333,307.083333333,307.333333333,253.333333333
219.34,175.4065,245.935,182.927,225.508083333,223.373833333,163.41475,201.01625,219.715416666,175.813,97.154625,146.341416667,228.760270833,212.398416666,195.935
219.72,159.333333333,216.666666667,167.0,200.25,205.0,147.833333333,180.166666667,199.5,150.166666667,100.583333333,134.833333333,203.333333333,184.5,176.0
220.10,144.535583333,188.387916666,156.694083333,176.980791667,187.43175,136.748666667,162.705083333,182.787,134.426166667,101.639166667,128.415416667,185.7239375,170.355166667,162.1585
220.47,170.56725,222.872333333,189.893416667,208.422041667,227.127583333,160.815666667,196.453833333,223.759,160.106416666,120.656166667,147.163166667,218.838729167,209.219916667,187.588583333
220.85,158.17625,201.729666667,180.974833333,188.522083333,213.67925,157.232666666,192.924583334,208.64775,149.371083333,124.763958333,136.63525,207.468583333,196.85525,174.528
221.23,136.979166667,173.307333333,160.546833333,161.718708333,187.890416667,139.843583333,164.062583334,179.6875,127.2135,113.932166667,126.4325,181.8360625,173.437583334,144.79175
221.61,137.93525,166.542416667,159.950083333,165.547375,189.427833333,137.189,159.328333333,175.124416667,127.36325,119.589583334,130.099583333,183.955166666,178.482583333,151.243666667
221.98,127.243583333,150.640916667,144.978583333,150.480708333,170.085416667,127.8845,144.658166667,161.752,120.299,114.476458333,120.19225,171.180458333,163.141,140.277666667
222.36,130.4215,151.907583333,149.899666666,155.020166667,172.18875,136.245083333,147.389583333,162.048,124.598416667,120.130541667,122.8915,175.100541666,165.963916667,146.687
222.74,128.277166667,144.194666667,143.632833334,152.762125,167.13475,129.119916667,144.94375,149.438166667,120.97375,120.458791667,122.565666667,171.067333333,161.04875,148.876416667
223.11,139.197333334,154.423833333,152.675,163.837458333,177.057666667,139.094583333,158.02475,158.127583333,128.600833333,127.366208333,127.26325,185.3908125,173.868333333,160.493666667
223.49,130.196083333,139.117666667,140.392083334,157.451125,160.78425,129.60775,152.941333333,150.098,115.490166667,117.549083333,116.176583333,172.328333334,165.588166667,147.843083333
223.87,139.583416667,150.767666666,146.491,169.407958333,167.543916666,136.622916667,165.350916667,159.868416667,123.574583333,125.712583334,122.587666666,186.595458334,181.25,156.3595
224.24,155.242083333,165.457083333,147.8495,181.115583333,176.344,132.526833333,183.60225,168.2795,129.301166667,132.929958333,127.1505,205.611583333,198.655916667,170.026916667
224.62,133.4445,142.111,127.666583333,156.555583333,149.88875,115.666583333,154.999916667,141.777666667,110.000083333,116.888833333,112.555583333,180.4999375,164.333416667,145.777666667
225.00,142.093916667,149.252083333,132.478583334,163.354666667,151.922916667,121.3675,154.38025,143.910166667,116.666666667,122.16875,118.269166667,183.4135,169.23075,143.269333333
225.38,151.6665,155.357166667,137.142833333,166.071458333,158.809666667,124.880916667,165.119083333,150.357166667,122.619083333,127.202458333,119.166666667,194.136708333,180.000166667,160.0
225.75,140.411,150.57075,128.310583334,157.648375,146.917833333,120.662,159.2465,144.178166667,118.607416667,120.490958333,113.356333333,180.108458334,172.945166667,146.232833333
226.13,130.996083333,143.597583333,118.0895,149.339333333,141.565083333,115.04075,151.422666667,139.126,113.821166667,113.770333333,111.48375,165.167708333,160.365916667,138.719416667
226.51,131.1245,145.18075,119.277333333,145.532041666,142.469833333,113.35325,153.1125,141.867333333,115.963916667,116.516125,111.144666667,166.566291667,161.245,138.654666667
226.88,119.981,137.026583333,108.712083333,129.592833333,133.427916667,107.386333333,141.666666667,134.185416667,111.0795,106.581458333,101.231083333,155.1136875,149.337166667,124.336916667
227.26,99.0278333333,110.555583333,92.8471666667,103.472125,110.347166667,90.8334166667,116.874833333,109.097333334,94.1664999998,89.8264166668,88.3333333333,125.208354167,123.75,99.3054166667
227.64,88.5869999999,101.509666667,83.8769166668,90.0361666667,100.483166667,83.8164999999,105.616,96.3769166667,86.1715000002,82.669125,81.0990833333,113.979520833,110.567583333,89.1909999999
228.01,80.0682499998,87.0370000002,78.07025,78.8498333334,87.5731666665,75.8772500001,92.5926666666,85.1851666667,77.0467499999,72.8070416666,73.0995,100.182854167,93.37225,79.3860833334
228.39,72.6631666667,80.6879166666,73.23625,74.5149583333,82.1868333334,72.4425833333,85.0088333333,79.1003333333,70.194,66.203625,70.9435833332,93.7060625001,86.0228333333,73.8095
228.76,64.4230833334,72.4759166666,63.90225,66.8067916667,72.9968333333,65.7853333333,76.1619166667,71.75475,63.18125,56.51025,64.8638333332,83.7740625001,78.4055,67.1073333333
229.14,57.8766666667,65.60125,59.4369166666,62.5952083333,67.80825,60.2359166667,71.7274166667,67.1614166667,56.8874166667,49.162875,60.9589166667,77.6065416667,71.6135,63.5084166667
229.52,56.41025,64.8944166667,60.2564166666,63.3671666667,66.5533333333,59.3138333333,69.68325,66.13875,55.5806666667,48.30325,60.1811666668,76.3480625,69.4948333334,60.9350833333
229.89,56.8348333333,64.91225,62.9386666667,64.7478333334,66.8860833333,59.5394166667,70.4679166667,67.50725,55.70175,49.8172083333,60.5628333333,76.8914375,68.6770833333,61.5496666667
230.27,56.9734166666,64.993,63.1451666667,65.0801666667,63.5984166667,59.13525,70.6065833333,64.0865,55.3695,50.0696666667,60.3206666666,77.8328958333,68.9679166666,60.5999166667
230.65,55.9478333334,62.6591666667,61.2596666667,63.6291666667,61.6413333333,58.2379166667,68.4798333334,61.7048333333,53.4033333333,48.759625,59.0648333333,75.0874166667,67.2390833333,59.383
231.02,58.8160833333,63.54575,63.6421666666,65.6852916667,62.9020833333,61.2610833334,69.4981666667,64.704,55.148,49.96775,61.3256666666,77.5660208333,68.8225,61.6151666667
231.40,58.19725,63.6734166667,63.3333333333,66.8705833333,62.5510833334,60.1021666667,69.5238333333,65.6461666667,53.3673333333,49.0305416667,61.7006666667,78.4863333333,68.2653333334,62.0749166667
231.78,62.29,67.5069166666,68.5924166666,70.9558333333,65.7211666667,64.1105,73.3541666667,71.2184166667,56.93275,53.01125,65.6515,82.1078958333,71.9886666666,66.5266666667
232.15,60.5244166666,67.3850833333,67.1336666667,71.497875,66.4510833333,63.97275,74.1738333334,71.1924166667,56.8246666667,53.8613333333,65.4451666667,81.4385208333,74.1019166666,67.8520833333
232.53,62.6448333333,69.8188333333,71.5941666667,75.1812083333,70.3624166667,68.6594166667,78.40575,73.116,60.3985,56.3585833333,66.8115,83.8949166667,77.9348333333,71.3408333333
232.90,69.8431666667,76.6068333334,80.7549166667,83.3145833334,77.2049166667,75.6726666667,86.2481666667,79.8954166667,66.4051666667,65.5081666666,73.05675,91.5825833332,85.7248333333,78.4753333333
233.28,69.7446666667,76.8017500001,81.75675,82.3760416667,76.80175,74.8875000001,86.2236666667,78.3408333333,66.9668333333,67.22975,72.2221666667,93.6937291668,85.6606666666,77.8151666667
233.66,62.8099166667,70.3511666667,73.2438333333,74.7761250001,70.28225,68.8015833333,79.3388333333,70.9021666667,60.2616666666,61.0021666667,66.3223333333,87.1212916666,77.9613333333,72.2106666666
234.03,60.9229166667,68.32675,69.1898333333,71.3147916667,68.0278333333,66.0691666667,77.324,66.733,59.1300833334,58.0179583334,64.3425,84.6282291667,74.5350833334,71.0825833333
234.41,60.1449166667,66.3375,68.14875,69.56525,68.676,65.8761666666,76.0541666667,66.2385,57.7404166667,56.6040833333,63.406,82.1970625,72.46375,69.9605
234.78,55.7985,63.2985833333,65.1735833333,66.9965416667,65.65975,63.5763333333,74.23625,64.132,53.8889166667,53.6631666667,59.9998333333,79.409625,68.368,66.5278333334
235.16,47.62375,56.543,57.0964166667,59.8633333333,58.3333333333,55.0129166667,66.95975,56.8360833333,46.3216666667,46.842625,52.474,70.646125,59.1470833333,59.57025
235.54,45.59175,53.8949166667,54.8310833334,57.2614166667,56.1595,55.34425,63.2548333333,55.9179166667,45.471,46.029625,49.849,67.5121458333,57.0349166667,58.8769166667
