wavelength,Back_PorCaef,Belly_PorCaef,Breast_PorCaef,Crissum_PorCaef,Crown_PorCaef,DorTail_PorCaef,Rump_PorCaef,Throat_PorCaef,WingTip_PorCaef
559.55,9.03266666666,36.1234666666,24.8685333333,15.2144666667,8.8028,8.06586666667,11.3029666667,28.2214,10.3675333333
559.89,9.01446666667,36.0766666667,24.84,15.1818666667,8.79600000001,8.05133333333,11.2773333333,28.1874,10.3506
560.23,9.02313333333,36.1014666667,24.8496,15.2205333333,8.80633333334,8.08273333333,11.3087666667,28.2206666667,10.3956
560.58,9.01366666667,36.0794,24.8386666667,15.2004666667,8.81400000001,8.09233333333,11.3145333333,28.2005333333,10.3898666667
560.92,9.009,36.0308666667,24.8189333333,15.1763333333,8.82133333334,8.07733333333,11.3262,28.1720666667,10.3788666667
561.26,8.9902,36.0128,24.829,15.1688,8.82606666667,8.07006666666,11.3095,28.1456,10.3643333333
561.60,8.98713333333,35.9594,24.8102,15.1500666667,8.81880000001,8.05366666667,11.2908666667,28.1106666667,10.3330666667
561.94,9.0336,35.9687333334,24.8633333333,15.2185333333,8.88053333334,8.11133333333,11.3561,28.1612,10.3930666667
562.28,9.06593333333,35.9718,24.8845333333,15.2396666667,8.92660000001,8.13306666666,11.3781,28.2256666666,10.4104
562.62,9.11653333333,35.9924666667,24.9190666667,15.2824,8.96686666667,8.16393333334,11.405,28.2354666667,10.4437333333
562.96,9.13673333333,36.0038,24.9338,15.2915333333,8.95760000001,8.16806666666,11.4114333333,28.2832666667,10.4364
563.30,9.11486666667,35.9941333333,24.9249333333,15.2541333333,8.94433333334,8.13953333333,11.3829666667,28.2828666667,10.4162
563.64,9.165,36.0228666667,24.9542666667,15.2940666667,8.98493333333,8.18006666667,11.4189,28.3161333333,10.4581333333
563.99,9.18113333333,36.0302666667,24.9596,15.2788,8.98620000001,8.16813333333,11.4190666667,28.3068,10.4656666667
564.33,9.20973333333,36.0910666667,25.0082666667,15.3103333333,9.01986666667,8.17779999999,11.4436666667,28.3353333334,10.4996666667
564.67,9.22746666667,36.1132,25.002,15.3437333334,9.02973333333,8.22066666667,11.4471,28.3579333333,10.5465333333
565.01,9.24913333333,36.149,25.0304,15.3724,9.04380000001,8.24606666667,11.4721,28.3943333333,10.5807333333
565.35,9.25486666667,36.1860666666,25.0449333333,15.3870666667,9.05586666666,8.257,11.484,28.4139333333,10.6096
565.69,9.24986666667,36.2118666667,25.0445333333,15.3692,9.05733333333,8.24699999999,11.4711666667,28.385,10.5972
566.03,9.268,36.2279333333,25.0574,15.3862666667,9.06033333333,8.26600000001,11.4751333334,28.3892,10.6198
566.37,9.26626666667,36.2584666667,25.0814,15.3893333333,9.0614,8.27653333333,11.4779666667,28.4244666667,10.6358666667
566.71,9.25273333334,36.2343333333,25.0686666667,15.3814,9.06373333334,8.26766666666,11.4666,28.3938,10.6292
567.05,9.25653333333,36.2417333333,25.0816,15.4014666667,9.08366666667,8.29293333333,11.4737,28.3874,10.647
567.39,9.24386666667,36.2524,25.0847333333,15.3960666667,9.08953333333,8.28099999999,11.4668,28.3961333333,10.6458
567.73,9.23813333333,36.2210666667,25.069,15.3924666667,9.08653333333,8.27520000001,11.4552333333,28.3856,10.6296666667
568.07,9.20093333333,36.2056666667,25.0484666667,15.3573333333,9.06393333333,8.25006666667,11.4242,28.3626,10.5999333333
568.41,9.17766666667,36.2156666667,25.056,15.345,9.06166666667,8.23573333334,11.4104666667,28.3554,10.5615333333
568.75,9.18233333333,36.2028,25.0429333333,15.3408,9.07539999999,8.23766666666,11.4182,28.3470666667,10.5556666667
569.09,9.18466666667,36.1860666667,25.0204666667,15.3350666667,9.06086666666,8.22306666667,11.4065666667,28.3249333333,10.5466
569.43,9.19546666667,36.2115333333,25.054,15.3511333333,9.07533333333,8.24359999999,11.4299666667,28.3641333333,10.5661333333
569.77,9.1872,36.2230666667,25.0534,15.3484666667,9.09053333333,8.25459999999,11.4477333333,28.3357333333,10.574
570.11,9.20086666667,36.2271333333,25.0569333333,15.3816666667,9.11746666667,8.2688,11.4646,28.3293333333,10.5821333333
570.45,9.21866666667,36.2936666667,25.1029333333,15.4114666667,9.14520000001,8.2986,11.4998,28.3814,10.6116
570.79,9.2428,36.2930666666,25.1040666667,15.4200666667,9.15186666667,8.30820000001,11.5257333333,28.3830666667,10.6236666667
571.13,9.25013333333,36.3091333333,25.1017333333,15.4248666667,9.16460000001,8.31786666667,11.5427333333,28.3968,10.6241333333
571.47,9.25866666666,36.331,25.1250666666,15.4229333333,9.17566666667,8.32613333333,11.5557,28.4112,10.6292666667
571.81,9.28793333333,36.3431333333,25.135,15.4544666667,9.20039999999,8.35086666667,11.5906,28.4156,10.6520666667
572.15,9.30253333333,36.362,25.1499333333,15.4446666667,9.208,8.33066666667,11.6023333333,28.4412,10.6598666667
572.49,9.28313333333,36.3712,25.1424666667,15.4319333333,9.18886666667,8.30226666667,11.5710333333,28.4406,10.6479333333
572.83,9.29906666667,36.4037333333,25.1649333333,15.4671333333,9.21600000001,8.33200000001,11.5831666667,28.4875333333,10.6769333333
573.17,9.30700000001,36.4270666667,25.1645333333,15.4856,9.22373333333,8.33320000001,11.5894333334,28.5042666667,10.6760666667
573.51,9.33493333334,36.4218666667,25.1818666667,15.5035333333,9.23879999999,8.34453333334,11.6007666667,28.5554,10.6937333333
573.85,9.3402,36.4264,25.1998666667,15.4883333333,9.25113333334,8.34779999999,11.6099666667,28.5927333333,10.7129333333
574.19,9.35466666667,36.4095333333,25.1964666667,15.483,9.26119999999,8.33400000001,11.6059666667,28.5799333333,10.7106666667
574.53,9.38086666666,36.4495333333,25.2338666667,15.5142,9.30206666667,8.34659999999,11.6276333333,28.6153333333,10.741
574.87,9.38433333333,36.4344666667,25.2416666667,15.526,9.29953333333,8.34653333334,11.6233,28.621,10.7674
575.21,9.3878,36.4312,25.2201333333,15.5156,9.29913333333,8.33433333333,11.616,28.61,10.7694666667
575.55,9.39520000001,36.4398,25.2313333334,15.5253333333,9.30213333333,8.33459999999,11.6036,28.6318666667,10.7686666667
575.89,9.41553333333,36.4482666667,25.2461333333,15.5609333333,9.32486666667,8.37286666667,11.6094666667,28.6348,10.7948
576.22,9.48246666667,36.504,25.307,15.6204666667,9.38580000001,8.44020000001,11.6780666667,28.6966666667,10.8537333333
576.56,9.51193333334,36.5433333333,25.3467333333,15.6275333333,9.41139999999,8.45826666667,11.7132,28.7160666667,10.8640666667
576.90,9.52666666667,36.5147333333,25.3448666667,15.6279333334,9.4214,8.4724,11.7202333333,28.7176666667,10.8792
577.24,9.51673333333,36.5362666667,25.3402666667,15.6198,9.42439999999,8.46546666667,11.7031,28.7091333333,10.8657333333
577.58,9.55233333333,36.5586666667,25.3590666667,15.6458666667,9.42906666667,8.47740000001,11.709,28.7274,10.8723333333
577.92,9.5684,36.6206,25.3798,15.6627333333,9.43419999999,8.48866666667,11.7105,28.755,10.8836
578.26,9.54400000001,36.6127333333,25.3527333333,15.6434,9.39093333333,8.46326666667,11.6765,28.7274666666,10.851
578.60,9.56013333333,36.6348666667,25.3832666667,15.6540666667,9.38406666667,8.47226666667,11.6878666667,28.7382666667,10.8266666667
578.94,9.58066666666,36.6228,25.3957333333,15.6725333333,9.39773333333,8.49186666666,11.7022333333,28.7579333334,10.8353333333
579.28,9.5826,36.6364666667,25.3908,15.6704666667,9.39240000001,8.49660000001,11.7083666667,28.7712,10.8418
579.61,9.59546666667,36.627,25.3862666667,15.6703333333,9.38940000001,8.50299999999,11.7372666667,28.7738666667,10.8515333333
579.95,9.58019999999,36.606,25.37,15.6542,9.39373333334,8.48693333333,11.7203666667,28.765,10.8356
580.29,9.55893333334,36.5240666667,25.329,15.6147333333,9.35719999999,8.43999999999,11.6894333333,28.713,10.8178
580.63,9.54733333333,36.48,25.3088,15.5826666666,9.3434,8.40739999999,11.6471,28.6854666667,10.7864
580.97,9.57640000001,36.468,25.2995333333,15.592,9.35093333333,8.39053333334,11.644,28.6906666667,10.782
581.31,9.57853333333,36.4576666667,25.2744,15.5786,9.35966666666,8.37886666666,11.6431333334,28.664,10.7754666667
581.65,9.59846666666,36.4433333333,25.2715333333,15.5874,9.39646666667,8.40606666667,11.6702666667,28.6762,10.8038
581.98,9.62393333333,36.4365333333,25.3065333333,15.5969333333,9.41600000001,8.42939999999,11.6999,28.7218,10.8214666667
582.32,9.63039999999,36.446,25.3083333333,15.6095333333,9.45926666667,8.43053333333,11.7146333333,28.7428,10.8403333333
582.66,9.61019999999,36.4723333333,25.3006,15.6234666667,9.4466,8.40386666666,11.6919,28.7474666667,10.8277333333
583.00,9.62166666666,36.4630666667,25.2976666667,15.6188666667,9.46393333333,8.40259999999,11.6952333333,28.7599333333,10.8398
583.34,9.63293333333,36.5008,25.3222666667,15.6359333333,9.49826666666,8.41373333333,11.6949666667,28.7779333333,10.8516666666
583.68,9.63973333332,36.4774666667,25.2877333333,15.6184,9.46906666667,8.40199999999,11.697,28.753,10.8326666667
584.01,9.64800000001,36.5234,25.3014,15.6380666667,9.48233333333,8.42086666667,11.6984333334,28.7786,10.8456
584.35,9.68840000001,36.6170666667,25.3704666667,15.6912,9.52706666666,8.45326666667,11.7514333333,28.8493333333,10.8966
584.69,9.69239999999,36.658,25.4256,15.7044666667,9.52933333334,8.46513333333,11.7828666666,28.8908666667,10.9265333333
585.03,9.67340000001,36.6573333333,25.4207333333,15.7104666667,9.52079999999,8.46240000001,11.7864333333,28.9012666667,10.9229333333
585.37,9.68366666665,36.6159333333,25.4182666667,15.7126,9.51766666667,8.47319999999,11.7793,28.8707333333,10.9247333333
585.70,9.70033333333,36.5986,25.3824,15.6897333333,9.54893333333,8.47253333334,11.7696,28.8304666667,10.9341333333
586.04,9.72526666666,36.6012,25.369,15.6825333333,9.54760000001,8.48119999999,11.7679666667,28.8103333333,10.9294666667
586.38,9.75953333333,36.6142666667,25.4146,15.7074666667,9.60900000001,8.53853333333,11.8054666667,28.8280666666,10.9646666667
586.72,9.80579999999,36.6961333333,25.4946666667,15.7741333333,9.67433333333,8.57753333333,11.8477333333,28.8736666667,11.0218666667
587.06,9.77193333334,36.6748666667,25.4895333333,15.7278666667,9.63060000001,8.54613333333,11.8120666667,28.8515333333,10.9814
587.39,9.79093333333,36.7100666667,25.5342,15.746,9.66766666667,8.58319999999,11.8249,28.882,11.04
587.73,9.83993333333,36.8135333333,25.6048,15.8131333333,9.74379999999,8.64020000001,11.8835,28.9838,11.0974666667
588.07,9.83786666666,36.8201333333,25.5986,15.8185333333,9.73553333333,8.62753333333,11.8762,28.9928,11.0797333333
588.41,9.79819999999,36.7499333333,25.5350666667,15.7868666667,9.72286666666,8.60860000001,11.8452333333,28.9193333333,11.0494666667
588.74,9.78633333333,36.7232,25.5595333333,15.7813333333,9.71146666667,8.591,11.8257333333,28.9014666667,11.0335333333
589.08,9.77153333335,36.746,25.5413333333,15.7738666667,9.69526666667,8.55706666667,11.7995666667,28.921,11.0276
589.42,9.80399999999,36.8276666667,25.5838666667,15.8293333333,9.73099999999,8.59453333333,11.8463333333,28.9942666667,11.066
589.76,9.80366666667,36.8224,25.5855333333,15.8442666667,9.73133333333,8.6066,11.8483,28.9868666667,11.0946
590.09,9.85426666665,36.8788666667,25.6338,15.8913333333,9.7746,8.64973333334,11.8937,29.0527333333,11.1376
590.43,9.76713333335,36.7690666667,25.5408,15.7764,9.68366666667,8.57206666667,11.7937333333,28.9693333333,11.0335333333
590.77,9.79600000001,36.7941333333,25.5347333333,15.8254,9.73699999999,8.61513333333,11.8299666667,29.0078,11.0582666667
591.11,9.77266666668,36.7880666667,25.515,15.8221333333,9.70586666667,8.58173333333,11.809,28.9974,11.0180666667
591.44,9.75106666667,36.7316,25.486,15.7774,9.65180000001,8.53806666667,11.7799666667,28.9672,10.9883333333
591.78,9.75813333335,36.7314666667,25.4576,15.77,9.66006666667,8.55759999999,11.7845,28.9518666667,11.0226666667
592.12,9.8192,36.8045333333,25.5216,15.8036666667,9.69153333333,8.61966666666,11.8116,29.0190666667,11.0745333333
592.46,9.84453333335,36.8265333333,25.4920666666,15.8041333333,9.70886666667,8.63939999999,11.8288666667,29.0432,11.1052
592.79,9.87586666667,36.8722,25.5620666667,15.8311333333,9.73153333334,8.6718,11.8704333333,29.0672666667,11.1244
593.13,9.88293333332,36.8452,25.5951333333,15.8438,9.72580000001,8.69266666666,11.8554666667,29.0589333333,11.1495333333
593.47,9.89959999999,36.8959333333,25.6453333333,15.8512,9.74773333334,8.71066666666,11.8751,29.1275333333,11.1595333333
593.80,9.83999999999,36.8566,25.5972,15.7806,9.67393333333,8.64693333333,11.8181666667,29.0784,11.1069333333
594.14,9.91046666667,36.9521333333,25.6593333333,15.8843333333,9.74793333333,8.70426666666,11.8958666667,29.175,11.1795333333
594.48,9.93253333334,36.9453333333,25.7109333333,15.9040666667,9.74793333334,8.71619999999,11.9022333333,29.174,11.2250666667
594.81,9.96706666665,36.9467333333,25.7279333333,15.9354666666,9.77813333333,8.74586666666,11.9223333333,29.1753333333,11.2596666667
595.15,9.97913333334,36.9914666667,25.7803333333,15.9549333333,9.825,8.78879999999,11.9421333333,29.1918,11.2832
595.49,9.995,37.0490666667,25.8288,15.9777333333,9.86013333333,8.80459999999,11.9660666667,29.2212,11.3044666667
595.82,9.99979999999,37.0754,25.8533333333,16.0238,9.89859999999,8.81013333333,12.0029666667,29.228,11.3235333333
596.16,10.024,37.1431333333,25.9085333333,16.0442666667,9.92479999999,8.82339999999,12.0226,29.263,11.3506
596.50,10.0067333333,37.1195333333,25.8929333333,16.0254666667,9.92453333333,8.81386666667,11.9973666666,29.2334666667,11.3386666666
596.83,9.99606666666,37.1603333333,25.8856666667,16.0139333333,9.91033333333,8.79706666667,11.9945333334,29.2332666667,11.3102666667
597.17,10.0162,37.1819333333,25.8914666667,16.047,9.93559999999,8.81253333333,12.0011333333,29.2336,11.3310666667
597.51,10.0721333333,37.2694,25.9659333333,16.1106,10.0056666667,8.86653333334,12.0613,29.2875333333,11.3856666667
597.84,10.0637333333,37.2254,25.9529333333,16.0774666667,9.99693333334,8.8642,12.0464666667,29.2270666667,11.3948
598.18,10.0663333333,37.267,25.9487333334,16.0828666667,10.0081333333,8.86079999999,12.0668,29.2510666667,11.3918666667
598.52,10.0695333333,37.3036666667,25.9774666667,16.0769333333,10.0293333333,8.8578,12.0742333333,29.2710666667,11.3737333333
598.85,10.061,37.2832666667,25.923,16.0528666667,10.0234,8.82786666666,12.0569333333,29.2404,11.3579333333
599.19,10.0564,37.2192666667,25.8846666667,16.0313333333,10.0113333333,8.819,12.0346,29.204,11.3374
599.53,10.0479333333,37.2351333333,25.8793333333,15.9984,9.97826666667,8.78333333334,11.9960333333,29.2280666667,11.3324
599.86,10.0696666667,37.2343333333,25.8974666667,16.0221333333,10.0146,8.81413333334,12.0086666667,29.2454666667,11.3505333333
600.20,10.1260666667,37.284,25.9333333333,16.0717333333,10.0829333333,8.86240000001,12.0746,29.3134666667,11.4248666667
600.53,10.1392666667,37.2489333333,25.9348666667,16.089,10.1201333333,8.88186666667,12.0814666667,29.3072666667,11.4546
600.87,10.1585333333,37.2307333333,25.9325333334,16.071,10.1322666667,8.89566666667,12.0908,29.3157333333,11.4714666667
601.21,10.1866,37.2235333333,25.9350666667,16.0806666667,10.1418666667,8.91420000001,12.1089,29.318,11.5036666667
601.54,10.2216,37.2598,25.9869333333,16.1176666666,10.1866666667,8.95193333333,12.1553,29.3467333334,11.5388666667
601.88,10.2116666667,37.2295333333,25.9712,16.1148666666,10.1717333333,8.93393333334,12.1412666667,29.285,11.5428666667
602.21,10.2295333333,37.2203333333,25.9592,16.147,10.1824666667,8.96420000001,12.1661666667,29.2858,11.5798666667
602.55,10.2914,37.2928,26.0339333333,16.2180666667,10.2406,9.01786666667,12.2218,29.362,11.6178666667
602.88,10.3176,37.3450666667,26.0769333334,16.2630666667,10.2535333333,9.04299999999,12.2352333333,29.4034666667,11.6599333333
603.22,10.353,37.3315333333,26.0934666667,16.2816,10.2908,9.0892,12.2699666667,29.3956666667,11.6944666667
603.56,10.3398,37.3059333333,26.074,16.2659333333,10.293,9.0984,12.2847333333,29.3629333333,11.7138
603.89,10.3379333333,37.3133333333,26.0976,16.2782,10.2876666667,9.11146666666,12.2746666667,29.3548666667,11.7196
604.23,10.3348666667,37.3146666667,26.1145333333,16.2784666667,10.2694666667,9.08933333334,12.2768333333,29.3645333333,11.7078
604.56,10.3412,37.3072,26.1112666667,16.2893333333,10.2641333333,9.06613333333,12.2775,29.3753333333,11.7108
604.90,10.3390666667,37.3169333333,26.108,16.2985333333,10.2750666667,9.06413333332,12.2732,29.4052666667,11.7156666667
605.23,10.3664,37.3760666667,26.1303333333,16.3326666667,10.2823333333,9.07893333333,12.2979666667,29.4549333333,11.7361333333
605.57,10.3890666667,37.4006,26.1472,16.3598666667,10.3122,9.11866666667,12.3088333333,29.4944,11.7726666667
605.90,10.3938,37.4408666667,26.1654,16.3502666666,10.3308666667,9.11960000001,12.2992666667,29.4986666667,11.7778666667
606.24,10.3664,37.3928666667,26.1434,16.3501333333,10.3036666667,9.10219999999,12.2909,29.4609333333,11.7918
606.58,10.3923333333,37.4324666667,26.1826,16.3901333333,10.3567333333,9.13213333333,12.3363,29.4776666667,11.8216
606.91,10.4035333333,37.4709333333,26.2118666667,16.4227333333,10.3788,9.14506666667,12.3589333333,29.5022,11.8300666667
607.25,10.4368,37.5038,26.2421333333,16.4662666667,10.4028,9.15766666666,12.3844,29.5345333333,11.8298666667
607.58,10.4372666667,37.4810666667,26.2048666667,16.4598666667,10.4028,9.134,12.3848333333,29.5463333333,11.8135333333
607.92,10.4480666667,37.4765333333,26.1931333333,16.4624666667,10.4195333333,9.14933333334,12.3892,29.527,11.8376
608.25,10.4605333333,37.4530666667,26.1848,16.467,10.4410666667,9.16799999999,12.3921666667,29.5172,11.8499333334
608.59,10.4989333333,37.4408,26.1955333334,16.5060666667,10.4513333333,9.18793333333,12.4229666667,29.5332,11.9049333333
608.92,10.5071333333,37.3989333333,26.1534666667,16.4910666667,10.4602666667,9.20246666666,12.4105666667,29.5458666666,11.937
609.26,10.5433333333,37.3731333333,26.1516666666,16.4962,10.4825333333,9.2018,12.4262333333,29.5582666667,11.936
609.59,10.5569333333,37.3375333333,26.1484666667,16.5194666667,10.4845333333,9.19173333334,12.4361,29.5692,11.9625333333
609.93,10.6159333334,37.3423333333,26.1638666666,16.5518,10.5310666667,9.25466666666,12.4784666667,29.6054666667,12.0067333333
610.26,10.6236666667,37.3162,26.1356666667,16.5288,10.5019333333,9.25059999999,12.4801333333,29.6180666666,11.9963333333
610.60,10.6399333333,37.2830666667,26.1126,16.5185333333,10.4985333333,9.24666666666,12.4514333333,29.6330666667,11.9994666667
610.93,10.6371333333,37.276,26.0938,16.51,10.5001333333,9.22473333333,12.4387333333,29.6417333333,12.0116
611.27,10.6458,37.2498666667,26.0722666667,16.4912666667,10.4744666667,9.22020000001,12.4161,29.6453333333,12.0105333333
611.60,10.6520666667,37.2271333333,26.0462666667,16.4991333333,10.4830666667,9.21906666666,12.4191333333,29.6470666667,12.0025333333
611.93,10.6606666667,37.2984666667,26.0853333333,16.5045333333,10.4896666667,9.22286666666,12.4122666666,29.6814666667,11.9954666667
612.27,10.6152,37.2628,26.0321333333,16.4246,10.4521333333,9.1814,12.3574,29.6146,11.9219333333
612.60,10.6286,37.2621333333,26.0742666667,16.4377333333,10.4501333333,9.16479999999,12.3654666667,29.5979333333,11.8929333333
612.94,10.5874,37.3180666667,26.0838,16.3941333333,10.4115333333,9.13026666667,12.3389333333,29.6291333333,11.8706
613.27,10.5814666667,37.3165333334,26.0850666667,16.3758,10.4026,9.14,12.3132,29.6307333333,11.8452
613.61,10.5989333333,37.3588,26.1152666667,16.3864666667,10.4356,9.15586666666,12.3234,29.6644666667,11.8612666667
613.94,10.6305333333,37.351,26.1366666667,16.4335333333,10.4809333333,9.19539999999,12.3274333334,29.6790666667,11.8927333334
614.28,10.6597333333,37.3636,26.1633333333,16.4465333333,10.5274666667,9.22686666667,12.3810666667,29.6618,11.9397333333
614.61,10.6705333333,37.3838,26.1892,16.4603333333,10.4919333333,9.24993333333,12.3555333333,29.6688666667,11.9289333333
614.94,10.6978666667,37.4556,26.2474666667,16.5155333333,10.5469333333,9.30873333334,12.4356333333,29.6884,11.9885333334
615.28,10.7913333333,37.5361333333,26.3428666667,16.5843333333,10.6504,9.40013333334,12.5113666667,29.7950666667,12.0924666666
615.61,10.821,37.5345333333,26.3670666667,16.6394666667,10.6862,9.45866666667,12.5764333333,29.7969333333,12.1364666667
615.95,10.8683333333,37.5792,26.4377333334,16.7220666667,10.7775333333,9.55113333334,12.6345333333,29.8852666667,12.2044666667
616.28,10.8636666667,37.57,26.4270666667,16.7342666667,10.7914666667,9.57733333333,12.6439666667,29.8664666667,12.2113333333
616.61,10.9374666667,37.6012666667,26.4744666667,16.8095333333,10.8742,9.65659999999,12.715,29.8674,12.2685333333
616.95,11.0016666667,37.6748,26.5228,16.861,10.9226666667,9.68466666665,12.7627,29.9222666667,12.3172
617.28,10.9983333333,37.6915333333,26.5174666667,16.8467333333,10.9041333333,9.6686,12.7432666667,29.9233333333,12.3062666667
617.62,10.9452,37.6511333333,26.4906,16.7534,10.8622,9.58066666667,12.6914333333,29.8490666667,12.2644666667
617.95,10.9144666667,37.6774,26.4919333333,16.7351333333,10.8439333333,9.55966666667,12.6602333333,29.8532,12.2228
618.28,10.9164,37.624,26.4499333333,16.7214666667,10.8852666667,9.5606,12.6729,29.8174,12.2410666667
618.62,10.939,37.5992666667,26.4334,16.7053333333,10.9043333333,9.56113333334,12.6460333333,29.8182,12.2542666667
618.95,10.8521333333,37.5682666667,26.3628666667,16.6368666666,10.8275333333,9.48773333333,12.5778,29.7267333333,12.1761333333
619.28,10.827,37.588,26.3614666667,16.6107333334,10.816,9.45873333334,12.5577666667,29.7400666667,12.1924
619.62,10.8332666667,37.6124,26.3684666667,16.5782,10.7918666666,9.42080000001,12.5562333333,29.6958,12.1684666667
619.95,10.8282666667,37.602,26.3396666667,16.5395333333,10.7578,9.38446666666,12.5194666667,29.6952,12.1418
620.28,10.7632,37.5390666667,26.2682666667,16.4798,10.6787333333,9.30639999999,12.4338,29.6468666667,12.0715333333
620.62,10.7607333333,37.504,26.2582,16.4845333333,10.6841333333,9.31973333333,12.4453666667,29.6489333333,12.1025333333
620.95,10.7467333333,37.4136666666,26.2246,16.4725333333,10.6798666667,9.29599999999,12.4220333333,29.5988666667,12.0947333333
621.28,10.8018666667,37.4278666667,26.2364,16.5296666667,10.732,9.35546666667,12.4733333333,29.6255333333,12.1399333333
621.62,10.8185333333,37.4130666666,26.2108666666,16.5618666667,10.7317333333,9.37879999999,12.5074,29.6362666667,12.147
621.95,10.8106666667,37.4626,26.2537333333,16.5659333333,10.7462666667,9.40046666667,12.5123666667,29.6881333333,12.1332
622.28,10.7868666667,37.4649333333,26.2516,16.5401333333,10.7349333333,9.36493333334,12.5127666667,29.6956666667,12.093
622.62,10.8485333333,37.499,26.2903333333,16.561,10.7723333333,9.38486666667,12.5457,29.7685333333,12.14
622.95,10.8962,37.4344,26.2701333333,16.5739333333,10.7718,9.3988,12.529,29.7292666667,12.1475333333
623.28,10.9519333333,37.4486666667,26.3051333333,16.6380666666,10.8293333333,9.45126666667,12.5641666667,29.7828666666,12.2012
623.62,10.9889333333,37.5203333333,26.3649333333,16.6952666667,10.8955333333,9.49486666666,12.6113666667,29.8152,12.2687333333
623.95,11.1026,37.6553333333,26.4994,16.811,11.0282,9.62673333333,12.7399666667,29.9298666667,12.4067333333
624.28,11.0936666667,37.6699333333,26.5288666666,16.8116,11.0427333333,9.654,12.7610666667,29.9153333333,12.4033333333
624.62,11.1076,37.7219333333,26.5732,16.8458,11.0473333333,9.68926666666,12.7943333333,29.9195333333,12.4126666667
624.95,11.1364666667,37.7874666667,26.5962666667,16.871,11.0588666667,9.72446666666,12.8302,29.9594666667,12.4174666667
625.28,11.125,37.7949333333,26.5966,16.8594666667,11.0526,9.72266666667,12.7945666667,29.9488666667,12.4169333333
625.61,11.2092666666,37.8432666667,26.6536666667,16.9018,11.0929333333,9.775,12.8444666666,29.9829333333,12.5012
625.95,11.2872,37.9391333333,26.7531333333,16.9702666667,11.1497333333,9.83900000001,12.8896,30.0614666667,12.5752
626.28,11.3030666667,37.9389333333,26.7774,16.9858,11.1565333333,9.84919999999,12.8757333333,30.0438666667,12.5813333333
626.61,11.2838,38.0262666667,26.813,16.9984,11.1738666667,9.83206666667,12.8762333333,30.0933333333,12.5896666667
626.94,11.2191333333,38.0196,26.7810666667,16.9397333333,11.1212666667,9.78233333333,12.8271666667,30.0588,12.5502
627.28,11.1766666667,37.9392,26.7286,16.8838,11.0908,9.75666666667,12.7824666667,30.0162666667,12.5098
627.61,11.1475333333,37.9128,26.6922666667,16.8348666667,11.0605333333,9.7216,12.7617666667,29.994,12.4669333333
627.94,11.157,37.9259333333,26.6734,16.8207333333,11.0638666666,9.71106666666,12.7423333333,29.9804,12.4532666667
628.27,11.1718666667,37.9416,26.6555333334,16.8026666667,11.0781333333,9.7078,12.7419333333,29.9966,12.4476
628.61,11.1857333333,37.9442,26.6949333333,16.8258666667,11.0901333333,9.70940000001,12.7412333333,30.0372666667,12.4938
628.94,11.2332666667,38.0179333333,26.7470666667,16.8504,11.1256666667,9.71586666667,12.7763666667,30.0922666667,12.552
629.27,11.2306666667,38.0056,26.7085333333,16.8578,11.1472666667,9.71073333333,12.7836666667,30.0795333333,12.5486
629.60,11.2308,37.9611333333,26.6564,16.8691333333,11.1301333333,9.70613333334,12.7919,30.0287333333,12.5386666667
629.94,11.241,37.9851333333,26.6736666667,16.8984666667,11.1516666667,9.73940000001,12.8639666667,30.0480666667,12.5634666667
630.27,11.2799333333,37.9716666667,26.6733333333,16.9017333333,11.1681333333,9.78779999999,12.9191,30.0431333333,12.6031333333
630.60,11.3493333333,37.9647333333,26.7028,16.9474,11.2353333334,9.86106666666,12.9645,30.0705333333,12.6683333333
630.93,11.4656666667,38.1248666667,26.8068666667,17.035,11.3369333333,9.9282,13.0698,30.2014666667,12.7596
631.26,11.4811333334,38.1009333333,26.7961333333,17.0538666667,11.3486666667,9.94193333333,13.0764666667,30.1974,12.7749333333
631.60,11.5197333333,38.1401333334,26.8730666667,17.1094666667,11.3625333333,9.96280000001,13.1056333333,30.2684,12.8008666667
631.93,11.5655333333,38.2418666667,26.9695333333,17.1906666667,11.4177333333,9.99559999999,13.1488,30.3514666667,12.892
632.26,11.5435333333,38.2476,26.9444,17.1636666667,11.4212666667,9.99466666667,13.1482666667,30.3164666667,12.8447333333
632.59,11.5616666667,38.2264666667,26.9448666666,17.1999333333,11.4566666667,10.0366666667,13.187,30.2850666667,12.8356
632.92,11.5369333333,38.2382,26.9589333333,17.1675333333,11.4077333333,9.9932,13.1737,30.2778666667,12.8132
633.26,11.502,38.2526,26.9433333333,17.1325333334,11.428,9.98373333334,13.1398333333,30.2622,12.8262
633.59,11.4835333333,38.2328666667,26.9344666667,17.1170666667,11.4251333333,9.98933333335,13.1019,30.2629333333,12.8321333333
633.92,11.4609333333,38.185,26.9107333333,17.1130666667,11.4356666667,9.99033333333,13.0812333333,30.2468,12.8078666667
634.25,11.5004,38.2016,26.9580666667,17.1722666667,11.4729333333,10.0266666667,13.1245333333,30.2594,12.8596666667
634.58,11.4862666667,38.1915333333,26.9769333333,17.2036,11.4713333333,10.0638,13.1210333333,30.2406666667,12.8493333333
634.91,11.4776666667,38.1927333333,26.9749333333,17.2134,11.4599333333,10.0344666667,13.0767333333,30.2211333333,12.8404
635.25,11.4819333333,38.2132666667,26.9578,17.2056,11.4916666667,10.0321333333,13.0823666667,30.2020666667,12.8658666667
