wavelength,Back_DigDuim,Belly_DigDuim,Breast_DigDuim,Crissum_DigDuim,Crown_DigDuim,DorTail_DigDuim,Rump_DigDuim,Throat_DigDuim,WingTip_DigDuim
209.90,-58.6046,-51.0077333333,-55.6589333334,-61.3953333334,-62.0154666667,-37.2092666667,-52.8681555555,-50.6976666666,-115.658833333
210.28,-29.4546000001,-30.7879333333,-32.6061333334,-33.4545333333,-33.2120666667,-11.8787333333,-21.5756740741,-21.9394333333,-75.9394333333
210.66,-34.2223333334,-41.1110666666,-38.9999333334,-37.3333333333,-38.4444666667,-15.7778666667,-26.3950740741,-29.2221666667,-74.6666333333
211.03,-39.2452666666,-52.3270666667,-52.2011999999,-46.415,-37.2327333333,-27.3585,-33.1096814815,-42.3270666667,-95.0944333333
211.41,-122.6192,-142.142866667,-153.3334,-130.000066667,-125.238,-93.5713666668,-116.164044444,-137.9762,-238.333366667
211.79,-214.782533333,-228.695733333,-239.420266667,-202.318866667,-195.652133333,-166.231766667,-193.848629629,-198.6956,-334.058
212.17,-514.545533333,-555.757533334,-591.5152,-491.515133333,-489.696866667,-399.999966667,-481.414192593,-461.5151,-767.8789
212.55,640.666666667,698.000000001,721.333333333,629.333333333,650.0,568.333333333,614.740740742,618.0,939.0
212.92,515.7142,547.619066666,589.0476,506.190466667,519.0476,470.238166667,521.640340741,502.142766667,717.6191
213.30,252.708333333,259.791666667,280.208333333,239.375,250.208333333,222.5,246.064814815,237.604166667,334.6875
213.68,266.0,271.111133333,292.666733333,244.8888,255.333466667,230.222266667,248.715977778,240.666633333,355.4444
214.06,368.772066667,370.526333333,404.210666667,326.666666667,358.947266667,321.403566667,342.261177778,332.105266667,523.684066667
214.44,790.370533334,765.185266666,871.851866667,728.888933333,738.518533333,686.666766667,767.407348149,761.851666667,1091.85186667
214.81,421.777866667,406.2222,484.0,401.3332,414.222133333,375.1111,425.037059259,421.111066667,601.111033333
215.19,535.000066667,473.888866667,551.666733333,464.444533333,528.333133333,430.8334,529.938266667,509.166666667,692.499933333
215.57,541.818133333,475.7576,557.575733333,507.2728,535.1516,451.5152,529.023511111,532.424266667,691.818233333
215.95,610.833333333,586.666666667,702.5,578.333333334,680.0,542.916666667,640.740740741,679.166666667,830.833333333
216.32,351.794933333,343.589733333,417.948733333,367.179466667,387.179466667,327.692333333,370.826214815,398.717933333,482.564033333
216.70,208.641933333,189.876533333,239.012266667,216.790133333,217.037066667,182.592633333,218.902622222,226.0494,258.765366667
217.08,151.7648,149.2158,179.0196,171.372733333,153.1374,146.6667,163.55117037,160.784266667,198.5294
217.46,122.6356,129.457466667,157.2094,144.806133333,126.666733333,133.565966667,150.215325926,137.907033333,159.0697
217.83,126.1404,140.526333333,165.263133333,155.6142,133.157933333,143.070133333,163.391725926,150.1755,177.456233333
218.21,107.999866667,117.818266667,136.4848,131.878733333,112.000066667,115.151533333,134.639792593,121.757533333,138.484933333
218.59,102.963066667,107.301533333,118.518533333,120.846533333,109.312266667,109.047466667,122.727748148,106.031733333,128.148333333
218.97,100.657333333,102.723,110.704266667,111.737,105.1642,99.7183333334,113.90717037,96.1032333333,123.802733333
219.34,105.057333333,115.2872,130.689666667,129.0804,112.069,109.3104,130.459711111,99.8851,138.161033333
219.72,142.941333333,169.6078,194.705866667,177.451,155.490133333,156.470466667,194.684,138.823533333,197.4509
220.10,150.8046,179.540333333,197.471133333,202.298866667,158.620733333,157.471266667,200.8174,156.781733333,223.448266667
220.47,194.933333333,241.333333333,250.133333333,253.6,214.4,199.066666667,267.22962963,215.333333333,281.866666667
220.85,485.833333333,635.0,611.666666666,648.333333333,560.0,481.25,679.444444444,528.75,740.416666666
221.23,611.111200001,791.1112,703.3334,776.666666666,763.333400001,587.777866667,800.000155554,716.111166666,882.222333333
221.61,-82.3656000001,-113.118266667,-97.8494,-105.8064,-115.914,-77.8494999999,-110.561474074,-95.9140000001,-136.451533333
221.98,-198.8236,-238.431266667,-219.215733333,-232.941066667,-264.313666667,-184.706033333,-228.409451852,-211.568766667,-286.862666667
222.36,-31.0144666667,-41.884,-29.8551333334,-39.2753333333,-57.3912000001,-34.7826,-40.6923851851,-40.9420333333,-67.8985666666
222.74,-26.3158000001,-46.3158,-40.7018666667,-38.5964666666,-64.3859333333,-40.6141333333,-40.4483629629,-50.7018666667,-67.0175333333
223.11,-18.2221333333,-37.3334666667,-32.1482000001,-34.2221333333,-45.7777999999,-35.7778333333,-34.0411407407,-47.5556,-45.5556
223.49,-21.7460666667,-35.3968666667,-28.7300666666,-35.3967333333,-50.1587333333,-39.2857666667,-21.0582592593,-53.3333666667,-39.2855666667
223.87,-226.222333333,-220.888866667,-236.4444,-259.555466667,-301.777733333,-246.888833333,-193.135762963,-298.888933333,-286.444466667
224.24,-370.0,-339.166666667,-439.166666667,-413.333333333,-498.333333334,-409.166666667,-312.87037037,-461.25,-460.416666667
224.62,-64.5333333333,-50.1333333334,-94.9333333331,-79.7333333334,-120.533333333,-96.0,-47.3481481481,-108.666666667,-112.533333333
225.00,-35.9594666667,-22.0202666667,-69.2929333333,-43.6363333333,-83.4344000001,-59.5959666667,-16.363637037,-79.2928333331,-78.1817666667
225.38,-33.7142,-21.5237333333,-76.7620000001,-42.2856666667,-80.5714666666,-54.8572,-29.7564666667,-76.8571333333,-91.9047666667
225.75,-109.583333333,-86.25,-193.75,-136.25,-197.5,-146.458333333,-105.046296296,-219.375,-233.958333333
226.13,-15.4074,-14.3704,-47.4074666667,-30.2222,-50.6665333333,-31.4073333333,-24.806562963,-66.6667,-55.4814333333
226.51,-65.9769333333,-58.8504666666,-113.103333333,-66.4367333334,-108.045933333,-69.9997666666,-80.7151407408,-134.827666667,-107.701133333
226.88,-43.3333333333,-41.7544666667,-81.4033333334,-49.2982666667,-75.7894,-55.2632333333,-58.499,-96.3157000001,-78.3333666666
227.26,-25.8730666667,-23.492,-61.4285333334,-32.6985333333,-60.1587333333,-38.5714333333,-35.7847925927,-71.6666666667,-56.5078
227.64,-65.2381333335,-56.9047999999,-110.237933333,-69.5238000001,-123.571466666,-73.3333000001,-99.1797999998,-133.5712,-117.380933333
228.01,-19.7222,-14.5832666667,-32.5000000001,-14.5834,-48.7500666667,-12.1528,-41.6512740741,-50.5554666667,-36.1111
228.39,-10.8333333333,-11.9047333333,-17.381,-5.35713333334,-35.9524,-3.69043333333,-35.4763185185,-42.7381333333,-21.0119666667
228.76,-13.8798,-7.43173333335,-9.50826666667,-2.07659999999,-29.7268,4.31689999999,-30.4795111111,-32.459,-9.5627
229.14,-29.2656,-25.3106666667,-24.9717333333,-14.9151333333,-41.3558666667,-10.8474333333,-51.2492518519,-44.2373333333,-22.0338666667
229.52,-25.6888666667,-19.7334,-18.311,-14.0444666667,-29.6,-9.55546666668,-39.0321111111,-34.0002,-13.9556
229.89,-22.25,-17.5,-17.1666666667,-10.0,-27.4166666667,-8.08333333333,-35.3981481481,-30.0416666667,-12.25
230.27,-15.5814,-9.53493333333,-12.4805333333,-0.5426,-17.9844666667,-1.43423333334,-25.7018814815,-20.3101333333,-5.42626666668
230.65,1.66680000001,1.08973333334,-0.0640666666794,4.93573333333,-3.65380000001,8.26916666667,-9.26642962962,-7.91676666669,8.14110000001
231.02,-13.125,-12.3610666667,-13.8194,-8.81939999999,-16.1111333333,-1.21526666667,-27.5926296296,-22.6388333333,-8.61110000001
231.40,-27.7036666667,-27.8518666667,-29.037,-23.5556666667,-29.1110666666,-12.8887333333,-44.543162963,-37.8519333333,-26.2962333333
231.78,-26.5305333333,-26.0544,-26.5306666667,-22.7210666667,-24.6258,-11.6666333333,-39.6900814815,-36.0885,-26.0545
232.15,-30.4660666667,-32.9750666667,-34.3368666667,-27.1685333333,-26.38,-17.7420666667,-44.587837037,-44.0859333333,-29.6058
232.53,-37.6282,-33.5256666667,-36.8590666667,-30.8975333333,-32.9488666667,-22.7564,-47.5926222222,-44.4231,-33.6218333333
232.90,-68.0658666667,-65.2674666667,-68.3126666667,-63.7860666667,-59.2592,-52.3044333333,-80.0274,-77.7365000001,-64.4856333333
233.28,-56.6666,-54.2276,-55.2030666667,-55.4471333333,-45.1219333333,-42.8455,-63.2519333334,-66.3007999999,-53.1708
233.66,-51.1403333333,-50.6141333334,-55.0,-49.8244666667,-42.7194666667,-30.7457,-54.5419185185,-62.7192,-45.0001
234.03,-50.75,-50.25,-50.0,-53.1666666667,-39.9166666667,-26.625,-54.2592592593,-60.0833333334,-41.2083333333
234.41,-69.3939333333,-69.3938666667,-67.9798,-71.4141999999,-62.7272666666,-41.5151666667,-75.6565555555,-79.5454666666,-64.0907666667
234.78,-124.444533333,-119.477066667,-123.9216,-126.536066667,-117.777733334,-84.3137333333,-132.040733333,-132.0261,-123.0064
235.16,-62.8311333333,-55.9817333333,-64.2009333334,-61.6438666667,-59.9087333333,-34.1553333333,-65.3779851852,-68.0366666666,-60.2740666667
235.54,-60.4386,-50.7894,-59.0349333333,-61.2279333333,-57.9824666667,-33.5088,-60.3118148148,-64.3421333334,-48.5964666667
235.91,-49.8794666667,-42.0080666667,-50.522,-51.3252666667,-50.1206,-26.3453333333,-49.7812666667,-53.1728666667,-33.4939666667
236.29,-27.3468,-20.7483333333,-27.2109333333,-30.8164,-27.8911333333,-10.2722333333,-29.6901481482,-34.0477,-14.6258666667
236.66,-22.9861333333,-20.486,-22.9862,-31.8055333333,-25.3473333333,-8.68053333333,-24.6603407407,-34.7569666667,-14.3402666667
237.04,-10.9333333333,-9.73333333333,-19.6666666667,-23.6666666667,-17.2,-1.0,-16.2370370371,-22.6,-5.0
237.41,-0.277866666659,1.77779999999,-9.66666666666,-12.1667333333,-7.27780000001,10.4999666667,-8.6851037037,-10.6111666667,6.55543333332
237.79,-2.37033333333,0.197533333346,-9.23453333333,-13.3334,-6.32113333333,6.59260000001,-9.95329629629,-10.0000666667,5.55546666666
238.17,-0.85853333332,4.09080000001,-9.09093333333,-7.32320000002,-2.72746666667,5.78286666667,-6.26815555556,-8.56073333333,8.66163333335
238.54,-2.47753333332,1.71166666666,-8.15313333333,-10.0900666667,-0.180133333339,6.46410000001,-4.35433333333,-8.44593333333,9.39183333334
238.92,2.37553333334,6.1304,0.344800000006,-1.724,6.97326666667,11.7239666667,2.24357037037,0.651200000006,17.1648
239.29,-0.5128,1.61166666667,-0.879000000006,-4.54219999999,4.4688,9.59709999999,1.5180962963,-1.95976666667,15.1466666667
239.67,1.37933333333,0.886666666667,0.131333333334,-0.13133333334,5.38586666666,11.5106333333,3.60522222223,-0.935966666667,13.9572333333
240.04,1.855,1.4782,0.23186666666,1.13039999999,5.0146,11.4202,5.00798518519,-1.56516666667,11.4203
240.42,2.829,3.075,0.4182,1.722,4.4772,11.439,5.04026666666,0.3321,10.8363
240.79,4.148,4.4444,1.39673333333,3.32293333333,6.455,12.8464333333,5.56145185185,2.16926666667,12.2432666667
241.17,6.4532,5.74233333333,5.29766666667,6.64879999999,8.16,15.0844,7.49820740741,4.08,13.6620666667
241.54,3.789,1.71073333333,2.46206666666,3.0856,4.55653333333,10.2879,4.19036296295,0.767433333332,9.61626666667
241.92,3.8756,1.56173333333,2.9936,2.86346666667,4.59853333333,10.4482,4.04432592593,0.491800000001,9.45756666667
242.29,3.99993333333,2.21786666667,4.66006666667,2.48193333333,4.7128,11.7755333333,5.01222222222,1.16166666667,9.84813333333
242.67,4.02933333333,2.69826666667,4.09026666667,3.1134,4.77406666667,11.5690333333,4.86497777778,1.0317,9.95113333334
243.05,7.26633333333,6.01993333333,6.51373333333,6.27866666667,7.70140000001,15.0793666667,8.25537037036,3.30986666667,12.0047666667
243.42,7.87780000001,6.8556,7.3668,6.92233333333,8.56666666667,15.9055333333,8.43091111111,4.93896666667,12.9111
243.80,9.45613333333,8.38993333335,9.06833333334,8.19606666667,10.2639333333,17.4098333333,10.2592,6.65046666667,14.3295666667
244.17,9.55513333332,8.132,9.70159999999,7.81773333333,10.5493333333,17.5667666667,10.1134222222,7.27363333333,14.5630666667
244.55,10.1966666667,8.57280000001,10.4689333333,8.59306666667,11.2355333333,18.3559,11.1773185185,8.26520000001,14.8461666667
244.92,9.3314,7.92580000001,9.95600000002,7.9064,10.2782,17.4280666667,10.8160888889,7.81853333333,13.7091666667
245.30,8.02513333333,7.86333333334,9.17673333335,7.36846666667,9.42853333334,16.5000666667,9.7825851852,7.68780000001,12.6853666667
245.67,7.64733333333,8.38073333334,9.58393333334,8.05106666666,9.54266666667,17.1322,9.83734074074,7.84493333333,13.0119
246.05,7.05606666667,8.20926666666,8.78206666666,7.80440000001,8.88873333333,16.4451,9.31398518518,7.42260000001,12.6192666667
246.42,6.3764,7.10246666667,7.21993333334,7.01926666667,7.46893333333,15.4045666667,7.93391851852,6.29659999999,11.1479333333
246.79,6.94633333333,7.4102,8.0012,7.1242,7.77886666666,15.6498666667,8.21177037037,6.69836666667,11.6841
247.17,6.1042,6.6608,7.46346666667,6.05733333333,6.7838,14.3027333333,7.17305185185,5.96063333333,10.8963
247.54,6.26993333333,6.69466666667,7.3484,6.14133333333,6.77273333333,14.0682666667,7.20991111111,5.64403333333,10.9080666667
247.92,6.3234,7.00453333333,7.33173333333,6.259,6.89733333333,14.0198666667,7.05234074074,5.9132,11.0458
248.29,6.3738,7.10073333333,7.03793333333,6.29546666667,6.78693333333,13.8484,7.08208888889,5.9897,11.2679666667
248.67,5.82853333333,6.45993333333,6.5712,5.75986666667,6.23186666667,13.4156,6.61775555556,5.6006,11.0288
249.04,5.9,6.69373333333,6.36433333333,5.9488,6.41273333333,13.5546,6.60736296296,5.82726666666,11.2388666667
249.42,6.40133333333,7.16333333333,6.6498,6.1758,7.05053333333,14.0361333333,7.41745925926,6.17283333333,12.0604333333
249.79,6.9224,7.29373333333,6.6058,6.10646666666,7.44593333333,13.9208666667,7.76525925926,6.27706666667,12.3075333333
250.17,8.24253333333,8.08686666667,8.04153333333,7.19206666667,8.41760000001,14.8670666667,8.81953333333,7.33156666667,13.0836333333
250.54,10.6151333333,10.4654,10.3976,9.41880000001,10.8800666667,16.6667333333,11.0099925926,9.85400000001,15.4604666667
250.92,11.4641333333,11.8906,11.1726666667,10.9167333333,11.9190666667,17.3774666667,11.9915777778,11.0944333333,16.1264666667
251.29,11.5096666667,11.6368,11.0761333333,11.3602666667,11.8234666667,17.0702666667,11.9507037037,11.2069666667,16.3077666667
251.66,11.9439333333,12.3993333333,11.5262666667,11.9894,12.3766666667,17.6422,12.6499703704,11.8146333333,16.845
252.04,11.8526666666,12.8962,11.9218,12.1826666667,12.6198,17.407,12.774162963,11.5380666667,16.8661333333
252.41,11.7839333333,13.3174666667,12.6103333333,13.0473333333,13.0234666667,17.9300666667,13.1745481482,11.5453666667,16.6786333333
252.79,10.9198,13.182,11.6526666667,12.3457333334,12.4650666667,16.9493,12.4703703704,10.4939,15.6671333333
253.16,11.148,13.0335333333,11.7792,12.6626666667,12.2682,16.8363666667,12.6196518519,10.5799,15.4516333333
253.54,10.7784666667,12.3433333333,11.5209333333,12.3592,11.5210666667,16.3992,12.1143777778,9.78853333332,14.8822666667
253.91,11.0517333333,13.2282666667,12.3544,13.1876666667,11.6343333333,17.4879666666,12.6978962963,10.6796666667,15.7080666667
254.28,9.53446666665,12.2125333333,10.6715333333,11.9076666667,10.6468666667,16.2463333333,11.378637037,9.57563333334,14.6517666667
254.66,7.89286666666,9.71486666668,8.83413333333,10.1554,8.70460000001,14.6546333333,9.64110370371,7.61646666666,12.9186666667
255.03,6.7222,8.04626666666,7.50920000001,8.58333333334,7.2038,13.2313666667,8.25931851852,6.04613333333,12.0464
255.41,5.85013333333,7.37746666667,6.56106666666,7.46406666667,6.92613333333,12.7231666667,7.71254814815,5.51413333333,11.0232666667
255.78,5.64726666667,7.02646666667,6.3168,7.04646666667,6.4068,12.4038666667,7.56954074074,5.0274,10.5446333333
256.15,5.98566666667,6.57533333333,6.118,7.3374,6.18893333333,12.4086,7.44124444444,4.9746,10.198
256.53,5.47413333334,5.79666666667,5.14166666667,6.41253333333,5.33726666667,11.7449333333,6.86114074074,4.35963333333,9.32073333333
256.90,6.01126666667,5.9644,5.9738,7.0132,5.29966666667,12.5187666667,7.44586666667,4.63943333333,9.72833333333
257.28,6.2812,6.66653333333,6.41266666667,7.11353333333,5.37886666667,12.9040333333,7.39085185185,4.8664,10.2539666667
257.65,7.2034,7.65466666667,7.29673333334,8.19133333333,6.62,13.8273333333,8.07728888889,5.99783333333,10.9567666667
258.02,7.16726666667,7.58773333333,7.11386666667,7.7078,7.12053333333,13.1964333333,8.13407407407,5.98606666667,10.8675666667
258.40,6.86033333333,7.11226666667,6.95986666667,7.07693333333,6.95986666667,12.7527333333,7.63542222222,5.40313333333,10.7007
