wavelength,Back_RamNigm,Belly_RamNigm,Breast_RamNigm,Crissum_RamNigm,Crown_RamNigm,DorTail_RamNigm,Rump_RamNigm,Throat_RamNigm,WingTip_RamNigm
231.40,-20.5808666667,-20.6916666667,-14.6058666667,-15.7953333333,-22.711,-14.0248,-20.498,-21.7428,-16.4038666667
231.78,-23.1425333333,-24.5521333333,-18.1204666667,-19.4126,-27.2540666667,-16.975,-23.4948666666,-23.3186666667,-19.4126
232.15,-24.8764666667,-26.0184666667,-20.247,-21.2964,-29.2900666667,-19.352,-26.0494666667,-25.4627333333,-21.2963333333
232.53,-27.7556666667,-30.4950666666,-24.3234666667,-24.6533333333,-33.0693333333,-22.7062666667,-31.1552,-28.0858,-24.1584
232.90,-31.1712,-34.054,-30.8828666667,-30.2342,-39.3514,-28.0360666667,-36.5044,-32.6846,-28.5766
233.28,-31.2072,-33.2612,-32.0000666667,-32.5044,-42.0179333333,-29.7297333333,-39.3152666667,-33.1170666667,-29.5134666667
233.66,-25.9701333333,-28.3914,-27.1641333333,-29.4858666667,-37.3797333333,-26.6667333333,-32.7693333333,-28.4576666667,-25.0745333333
234.03,-19.1291333333,-21.4114666667,-21.021,-23.0632,-29.88,-20.9610666667,-27.6876666667,-23.2432666667,-18.138
234.41,-11.2096666667,-14.4084666667,-14.4624666667,-15.0269333333,-21.4786,-13.1452,-19.5698666667,-14.8924666667,-11.2366
234.78,-5.83326666667,-9.43633333333,-9.1422,-9.65693333332,-14.1421333333,-7.20593333333,-14.2402,-8.06373333333,-5.85786666667
235.16,-1.17653333333,-3.92166666667,-3.18086666667,-3.31153333333,-6.57953333334,-1.329,-7.25486666667,-0.740733333333,-0.304933333334
235.54,-1.6058,-4.08546666666,-3.80093333333,-3.5162,-6.78853333333,-1.0164,-6.78846666667,-0.0608666666674,-1.19913333333
235.91,1.65253333333,0.2088,0.436800000001,1.08253333333,-2.24133333333,2.84899999999,-3.20986666667,3.68466666667,2.868
236.29,4.17346666667,3.9704,2.75153333333,3.39786666667,0.923333333333,5.72480000001,-0.627866666667,6.7588,5.11533333334
236.66,8.63486666666,10.0708,7.48233333333,7.89019999999,6.84413333333,11.1526,5.26593333333,11.8617333333,10.7802666667
237.04,13.0376666666,14.9589333333,12.89,13.3825333333,12.8242666667,16.2560666667,11.0346,16.5517333334,15.1066666667
237.41,15.0234666667,17.2144,15.0236,16.1502,15.8215333334,17.5899333333,13.7559333333,17.8874,16.4318666667
237.79,17.7473333333,20.4415333333,17.5647333333,18.9041333333,19.3454,21.1872,16.5753333333,20.6392,19.1626666667
238.17,16.5432,18.8526666667,15.7298666667,17.2984,18.1263333333,19.7386666667,15.2215333333,18.7509333333,17.7341333333
238.54,15.9469333333,18.8120666667,15.6812666667,16.7994,18.4066666667,19.6645333333,14.7867333333,17.6938666667,18.1969333333
238.92,14.1138,17.3148666667,14.2196666667,15.6084666667,17.1164,18.4656,14.3519333333,15.754,17.9628666667
239.29,12.1886,15.9372,11.9622666667,14.3774,15.5219333333,17.0566666666,13.3586666667,13.3960666667,16.5156666667
239.67,12.9223333333,16.7008,12.6598,14.9885333333,15.8676,17.2260666667,13.984,13.5273333333,17.0318666667
240.04,11.8449333333,15.0942666666,11.5304666667,13.4172,14.4234666667,16.0481333333,13.0188,12.0754,15.4297333333
240.42,10.8600666667,12.9614,10.2648666667,12.0130666667,12.6453333333,14.4397333333,11.6968666667,10.7206666667,13.8446666667
240.79,7.35786666667,8.63879999999,6.44753333334,8.3356,8.5376,10.5940666666,7.64426666667,6.74266666667,9.2794
241.17,3.59853333334,4.1444,2.476,4.22126666667,4.09853333333,6.68966666667,3.468,2.9066,5.5978
241.54,2.15693333334,2.6682,0.854266666664,2.62613333333,2.43,5.21006666667,2.402,1.61066666667,4.58
241.92,-0.290999999999,0.213400000001,-1.57786666667,0.497933333334,-0.161666666665,2.813,-0.0517333333332,-0.646666666667,2.328
242.29,-0.986066666667,-0.338733333331,-1.8874,0.193599999999,-0.828799999999,2.38353333333,-0.3328,-0.955866666667,2.03266666667
242.67,-1.61426666667,-0.949933333332,-2.58746666667,-0.407933333333,-1.66666666667,1.7948,-0.845000000001,-1.32873333333,1.492
243.05,-2.097,-1.42446666667,-3.453,-1.17946666667,-2.59826666667,1.02566666667,-1.5784,-1.78926666667,0.689266666665
243.42,-2.00333333334,-1.76413333333,-3.5114,-1.536,-2.99386666667,0.717866666667,-2.13133333334,-1.6694,0.578733333335
243.80,-2.64246666667,-2.4002,-4.12333333333,-1.9652,-3.49026666667,0.203666666666,-2.8242,-2.16893333333,0.1322
244.17,-2.66566666667,-2.1378,-4.06026666667,-1.804,-3.231,0.188533333333,-2.5956,-2.10013333333,0.161599999998
244.55,-3.25733333333,-2.55566666667,-4.48813333333,-2.25186666667,-3.68166666667,-0.198999999999,-3.14226666667,-2.6656,-0.308933333334
244.92,-3.06653333333,-2.0792,-3.85433333333,-1.73526666667,-3.236,0.219533333333,-2.69766666667,-2.16393333333,0.259400000001
245.30,-2.73833333333,-1.53913333333,-3.3358,-1.19933333333,-2.50866666667,0.666133333333,-2.13186666667,-1.677,0.537533333335
245.67,-2.67266666667,-1.3004,-3.01033333333,-1.01333333333,-2.23353333333,0.848599999999,-1.99293333333,-1.37646666667,0.633333333335
246.05,-1.86306666666,-0.421133333333,-2.0868,-0.3832,-1.50246666667,1.4912,-1.23693333333,-0.656466666667,1.42293333333
246.42,-1.48833333333,0.0758,-1.76746666667,-0.151533333333,-1.23,1.75713333333,-1.03353333333,-0.506400000001,1.57793333333
246.79,-1.068,0.432866666667,-1.23613333333,0.358066666666,-0.762933333333,2.08933333333,-0.635133333334,-0.227399999999,1.75933333333
247.17,-0.730866666668,0.751066666668,-0.632666666667,0.8204,-0.4304,2.49273333333,-0.271533333333,-0.0057333333334,1.91213333333
247.54,0.0192000000002,1.44226666667,0.147066666666,1.55366666667,0.149666666666,3.16186666667,0.405533333333,0.584999999999,2.47893333333
247.92,0.4242,1.76753333333,0.599666666667,1.888,0.4268,3.52173333333,0.908599999999,1.01066666667,2.78086666667
248.29,0.737266666667,2.06913333333,0.943999999999,2.20706666667,0.699133333333,3.88326666667,1.1966,1.35986666667,3.11006666667
248.67,1.2316,2.61833333333,1.43266666667,2.74046666667,1.28,4.38153333333,1.80673333333,1.8752,3.4886
249.04,1.29993333333,2.7774,1.40173333333,2.793,1.36506666667,4.43233333334,1.9368,1.84033333333,3.5422
249.42,1.6076,3.21786666667,1.734,3.00893333333,1.6406,4.7678,2.32753333333,2.0912,3.8554
249.79,1.61333333333,3.20633333333,1.8558,3.01913333333,1.59286666667,4.71706666667,2.30006666666,1.91133333333,3.8318
250.17,1.97133333333,3.64813333333,2.38573333333,3.57226666667,2.0408,5.17013333333,2.63886666667,2.1294,4.18293333333
250.54,2.3812,4.11973333333,3.02726666667,4.03846666667,2.56046666667,5.66893333333,3.1322,2.65513333333,4.47833333333
250.92,2.6774,4.436,3.3946,4.33873333333,2.70266666667,6.137,3.46313333333,3.0126,4.68106666666
251.29,2.905,4.618,3.554,4.5764,2.9164,6.48566666667,3.66326666667,3.36166666667,5.02926666667
251.66,2.44213333333,4.09893333333,2.9486,4.11853333333,2.63053333333,6.1916,3.36066666667,2.94846666667,4.60546666667
252.04,1.79293333333,3.37413333333,2.10666666667,3.51253333333,2.0496,5.493,2.46126666667,2.13913333333,4.00973333333
252.41,1.4488,2.73746666667,1.45306666667,2.788,1.40666666667,4.79266666667,1.6972,1.5034,3.57133333333
252.79,1.20506666667,2.29306666667,1.04473333333,2.22786666667,0.910266666667,4.29133333334,1.023,1.127,3.2554
253.16,1.14746666667,1.94053333333,0.814666666666,2.0456,0.5782,3.9508,0.700933333333,0.858533333334,2.93466666667
253.54,1.22006666667,1.84353333333,0.778066666667,2.34766666667,0.667666666666,3.96113333333,0.455466666667,0.844266666666,2.8428
253.91,1.7974,2.25366666667,0.983666666667,2.79906666667,1.07753333333,4.4624,0.854,1.2966,3.2148
254.28,1.215,1.5132,0.160466666667,2.06793333333,0.3438,3.93393333333,0.279800000001,0.990466666666,2.35673333333
254.66,0.995466666667,1.05273333333,-0.435533333333,1.83766666667,0.210533333333,3.70893333333,-0.0909333333334,0.808933333333,2.04353333333
255.03,0.855200000001,0.815066666667,-0.8754,1.58993333333,0.322066666666,3.3208,-0.236466666667,0.573533333333,2.02253333333
255.41,0.778066666666,0.573066666666,-1.17233333333,1.25666666667,0.131399999999,2.83913333333,-0.362799999999,0.263000000001,1.8718
255.78,0.427133333334,0.605599999999,-1.222,1.15713333333,-0.210866666668,2.35733333333,-0.497466666667,0.151399999999,1.57346666667
256.15,0.908599999999,1.1828,-0.7634,1.3388,0.150533333335,2.5862,-0.021533333334,0.387000000001,1.69893333333
256.53,0.929999999999,1.63166666667,-0.259800000001,1.88106666667,0.514399999999,3.03453333333,0.446866666667,0.737733333333,1.90173333333
256.90,0.526333333334,1.54486666667,-0.209599999999,1.98353333333,0.326400000001,3.0752,0.540933333333,0.604266666667,2.0516
257.28,0.882333333333,1.76913333333,0.0449999999998,2.1426,0.540266666667,3.42106666667,0.832599999999,0.994800000001,2.46686666667
257.65,1.2198,2.19866666667,0.339466666667,2.16706666667,0.682866666667,3.65513333333,1.34986666667,1.35386666667,2.771
258.02,1.26813333333,2.28893333333,0.586666666665,2.2516,0.823933333333,3.686,1.51586666667,1.5192,2.818
258.40,1.81406666667,2.984,1.35106666667,2.91793333333,1.56673333333,4.34946666667,2.31146666667,2.07853333333,3.66246666667
258.77,1.80126666667,3.03413333333,1.4592,2.97613333333,1.62513333333,4.42506666667,2.39246666667,2.01753333334,3.86406666667
259.15,1.6946,3.06213333333,1.38753333333,2.81326666667,1.42126666667,4.36226666667,2.22146666667,1.8762,3.7726
259.52,1.58993333333,3.0278,1.31426666667,2.67613333333,1.403,4.3854,2.04893333333,1.78133333333,3.62433333333
259.89,1.65513333334,3.02833333333,1.34413333333,2.7,1.44446666667,4.5268,2.05673333333,1.7594,3.65786666667
260.27,1.79666666667,3.13786666667,1.54486666667,2.8878,1.5652,4.78833333333,2.2264,1.9098,3.93266666666
260.64,1.79666666666,3.00226666667,1.5066,2.7706,1.47746666667,4.7278,2.1814,1.80746666667,3.91253333333
261.01,1.82146666667,2.827,1.37893333333,2.61013333333,1.4062,4.5884,2.0292,1.69946666667,3.7596
261.39,1.9354,2.86373333333,1.5892,2.64206666667,1.58013333334,4.6578,2.10193333333,1.7998,3.7994
261.76,1.6926,2.60986666667,1.4884,2.44553333333,1.45433333334,4.4994,1.88553333333,1.549,3.58393333333
262.13,1.60013333333,2.45926666667,1.40046666667,2.24353333333,1.35846666667,4.37906666667,1.748,1.39653333333,3.4082
262.51,1.55033333333,2.30146666667,1.23146666667,2.05046666667,1.08973333333,4.26026666667,1.49586666667,1.20973333333,3.2492
