wavelength,Back_HemSupf,Belly_HemSupf,Breast_HemSupf,Crissum_HemSupf,Crown_HemSupf,DorTail_HemSupf,Patch10_HemSupf,Patch11_HemSupf,Rump_HemSupf,Throat_HemSupf,WingTip_HemSupf
187.91,102.009708333,96.9607499999,124.70575,101.470583333,124.705916667,88.7254999999,113.7255,106.76475,90.6861666666,113.039166667,68.6274166666
188.29,101.543208333,98.3539999999,120.576083333,103.703666666,121.70775,88.9918333334,113.786083333,103.395083333,87.2429166667,112.654333333,65.1234166667
188.67,97.324625,90.3509166666,107.982416667,93.7719999999,108.859583333,78.772,103.684333333,92.4560833333,80.8773333333,104.122916667,62.8946666666
189.05,98.7963749999,86.6664999999,105.740666667,91.4814166667,103.61125,77.963,103.888666667,88.3331666666,81.2036666666,103.518416667,58.8887500001
189.43,104.166625,84.59925,109.07175,93.1434166666,104.114,75.1054166667,106.540083333,91.4556666666,80.8017499999,108.01675,57.0675833332
189.81,105.502125,80.3417499999,111.43175,87.2863333332,101.81625,73.8248333333,107.051333333,85.3630833333,78.9530000001,109.508416667,53.8461666667
190.19,91.7996666666,72.2516666667,100.886583333,79.2552500001,92.5531666668,65.6029166667,92.64175,76.5070833333,71.0991666666,98.227,48.2268333334
190.57,98.5677083332,80.5554166668,105.295166667,86.9792500001,99.7395833334,70.6596666666,97.0487499999,82.0313333334,79.8610833333,102.864583333,53.4723333333
190.95,104.301041667,85.5735000001,109.49825,94.5339166668,105.64525,73.6559999999,100.448,84.8566666666,85.8423333333,105.1075,57.8853333333
191.33,110.658916667,85.2714166666,113.565916667,95.7364999999,111.1435,73.7404166666,102.519333333,87.9845833333,89.4379999999,110.755833333,58.7210000001
191.71,109.424666667,83.4324999999,114.78175,94.8411666666,112.4005,70.53575,101.488,85.8135,87.7977500001,110.218166667,59.1268333334
192.09,105.170791667,78.9156666667,112.349333333,89.3574166667,106.827416667,66.4659166667,98.2931666664,83.3334166667,87.5500833333,108.534083333,58.1325833333
192.47,105.764875,76.2556666667,113.926833333,80.36525,104.22375,57.8766666667,95.6621666667,82.3059166668,87.1003333334,109.36075,52.2831666668
192.85,123.633916667,84.0163333334,124.86325,85.6559166666,117.076583333,63.2513333333,103.415333333,89.0709166668,93.5792500001,116.939833333,57.9235833332
193.23,135.273,94.6839166666,136.206916667,96.4080000002,130.172333333,71.5516666667,108.477,95.5459166667,96.5515833332,129.885083333,64.0804166666
193.61,144.330708334,104.098416667,135.79225,108.06,131.967166667,84.0165,112.295083333,99.0436666666,102.868916666,135.655833333,71.1748333332
193.99,165.986375,114.45575,141.15625,115.646166667,142.006833333,84.5238333333,112.415,99.8299166667,107.483,142.687,69.3877499999
194.37,200.357208333,123.8095,159.76175,124.047583333,154.047666667,86.6666666667,112.142916667,95.9524166667,116.90475,158.095166666,67.3810000001
194.75,204.012333334,112.037083333,154.938333333,97.8394166665,145.370333333,58.9506666668,83.642,64.81475,84.8763333333,159.567916666,34.8765833333
195.13,243.650791667,134.523833333,188.09525,98.4128333335,172.619,69.4444999999,96.8254166666,78.9682499998,77.7778333333,191.6665,30.9525
195.51,227.916666667,116.25,162.083333333,82.9166666668,147.916666667,55.8333333333,57.9166666667,57.5000000001,32.0833333334,168.333333333,5.41666666667
195.89,329.166666667,60.4166666668,157.291666667,-14.5833333332,76.0416666664,-81.2499999999,-108.333333333,-110.416666667,-176.041666667,227.083333333,-229.166666667
196.27,-1.95113336129e+15,6.1839199429e+14,-1.27943171232e+14,1.10884081734e+15,8.63616405818e+14,1.89782370661e+15,2.46290604622e+15,2.34562480592e+15,3.1985792808e+15,-1.05553116266e+15,3.56108493263e+15
196.65,-225.000000001,130.0,-41.6666666664,195.0,238.333333333,319.999999999,428.333333333,453.333333333,538.333333332,-111.666666667,635.000000001
197.03,30.7291666666,117.708333333,38.0208333336,116.666666667,164.0625,172.916666667,186.458333333,214.0625,227.604166666,32.2916666665,270.833333333
197.40,111.805583333,344.444416666,115.277666667,426.388916667,530.555583333,465.277833332,479.166666667,536.111000001,602.777749999,181.9445,704.166833334
197.78,720.833374999,1133.33341667,561.111166667,1397.22225,1563.88891667,1388.889,1363.889,1511.11116667,1669.44441667,902.777666665,1852.77775
198.16,-1090.27791667,-1475.00008333,-691.666666666,-1708.3335,-1852.77783333,-1627.77775,-1569.4445,-1747.22225,-1913.88891667,-1202.77775,-2052.77775
198.54,-294.318333333,-419.69675,-196.212166667,-479.545333334,-512.12125,-440.908916667,-415.909083333,-462.878833333,-543.181916666,-345.454583333,-551.515166666
198.92,-356.770833333,-570.833333334,-251.041666667,-604.166666666,-708.333333334,-540.625000001,-515.625,-602.083333333,-712.500000001,-462.5,-679.166666666
199.30,-4300.0,-6183.33333332,-3800.0,-6308.33333333,-7450.0,-5966.66666668,-5675.0,-6591.66666667,-7358.33333334,-5316.66666666,-6908.33333334
199.68,427.564125,537.179416667,373.717833333,558.974333333,642.94875,535.25625,466.66675,569.230833333,611.5385,469.230666667,592.307749999
200.06,594.270833333,755.208333333,510.416666667,815.624999999,902.083333333,772.916666666,638.541666666,751.041666667,912.5,719.791666666,826.041666667
200.44,787.499999998,997.618916667,672.619083333,1064.28575,1097.61908333,980.952333333,879.76175,1032.14291667,1153.5715,915.476,1001.1905
200.82,1234.16666667,1543.33333333,1051.66666667,1626.66666667,1600.0,1488.33333334,1391.66666667,1566.66666667,1760.0,1386.66666667,1450.0
201.19,3220.83333334,4054.16666667,2900.0,4462.5,4266.66666666,3812.5,3854.16666667,4129.16666666,4675.0,3529.16666666,3770.83333333
201.57,451.157583333,543.5185,402.31475,562.962916667,545.833166667,512.036916667,516.2035,541.203916667,603.703666667,448.148166667,498.611166667
201.95,300.0,344.791666667,270.052083333,361.71875,346.614583333,333.59375,338.020833334,339.322916667,374.479166666,279.166666667,314.84375
202.33,228.86925,258.33325,218.84925,279.761916667,269.047583333,264.08725,268.253833333,260.51575,288.690416667,212.10325,241.6665
202.71,257.995458333,294.144083333,252.927916666,314.86475,302.027083333,302.477666667,303.828833333,299.324416666,320.4955,234.4595,272.072
203.09,280.952333334,326.190416667,274.523916667,337.619,328.809416666,334.761916667,335.952416667,314.28575,341.190416667,256.428583333,308.571416667
203.47,242.98775,285.569,238.211416667,291.463333333,287.804916666,283.33325,293.089333333,267.4795,288.414666667,221.748,265.040666667
203.85,330.890875,406.8965,324.425416666,409.770166667,407.183833333,404.885083334,420.115,374.712666667,394.8275,314.367833334,361.781666667
204.22,282.995541667,342.79275,282.882916667,342.5675,349.324166666,346.846916667,356.531333334,323.198083333,329.5045,265.5405,307.88275
204.60,201.2755,246.428583333,211.054416667,243.537416667,255.95225,249.83,260.374166667,226.0205,231.972833333,196.258583333,228.571333333
204.98,169.109166667,205.316,184.05175,204.31025,219.97125,209.626583333,220.402333333,181.609333334,194.827416667,164.224083334,193.1035
205.36,157.06225,185.87575,173.304916667,180.226,205.08475,201.271333333,206.779666667,167.514166667,180.226083333,150.847416667,177.26
205.74,148.305,173.16375,168.644,164.12425,191.807916667,193.22025,198.446333333,160.028166666,165.254166667,140.113,163.84175
206.12,147.395791667,176.78575,173.0655,162.648666667,195.53575,198.214416667,198.51175,163.541583333,170.684583333,147.767666667,164.583416667
206.50,140.256416667,165.384666667,158.205083333,147.820333333,177.948666667,181.410083333,174.871833333,151.153833333,160.512916667,138.333416667,152.564
206.87,115.69775,128.100666667,122.5775,111.627916667,138.372083334,138.565916667,131.87975,117.248,127.713166667,108.720916667,120.058
207.25,113.151041667,121.441,117.53475,110.329833333,132.986083334,131.163166666,121.701416667,117.013833333,122.309083333,106.944333333,113.020833333
207.63,116.089041667,122.02975,113.778916667,110.148416667,132.013,132.92075,121.534666667,117.16175,124.340083334,107.673333333,113.44875
208.01,115.055041667,115.251583333,109.66975,106.525166667,130.110083334,128.459,117.531583334,114.937166667,122.8775,102.751583333,113.443333333
208.39,111.160708333,112.2025,104.53875,101.636916667,125.669833333,122.916666667,111.53275,109.52375,120.089333333,98.9582499999,109.970416667
208.77,115.217375,110.289833333,105.36225,107.101416667,125.57975,126.66675,113.550666667,113.260916666,125.144916667,100.2175,112.753583333
209.14,122.005125,116.40625,111.024333333,109.982583333,135.156166667,138.10775,118.923583333,124.479083333,134.375083333,107.72575,119.70475
209.52,118.245625,115.701583333,107.807083333,109.47375,133.42125,132.807,115.263166666,120.000083333,133.245666667,106.49125,117.193
209.90,121.15725,121.481416666,112.037,113.240833333,142.68525,138.79625,118.14825,125.370416667,142.222333333,116.018583333,122.77775
210.28,108.78275,110.212666667,97.46725,100.980333333,123.85625,120.67,101.634,111.601333333,125.735166667,102.205916667,109.477166666
210.66,116.296375,119.907416667,107.129583333,106.851833333,134.259333333,129.722166667,109.814916667,121.574,136.388833333,109.9075,118.518583333
211.03,113.049416667,120.146583333,111.080666667,109.249166667,133.9745,135.439583333,113.095166667,123.626333333,136.721583333,112.820583333,118.68125
211.41,120.244583333,127.536166667,122.916583334,119.20275,138.40575,143.206666667,123.46,132.518,144.837166667,115.398583333,123.550583334
211.79,122.371083333,129.16675,130.853083333,126.58725,141.071416667,150.595333333,125.793666667,142.857166667,144.54375,118.75,125.496083333
212.17,110.937458333,120.075583333,123.390166667,115.435583333,126.230916667,135.7955,108.33325,130.492416667,132.57575,111.3635,109.848416667
212.55,114.509833333,124.313833333,130.490166667,121.3725,132.156666667,141.0785,109.215583333,139.019583333,136.470583333,118.43125,113.627416667
212.92,111.382041667,127.642416667,130.691083333,119.512166667,136.585333333,140.9555,108.028416667,139.0245,136.991916667,122.05275,112.195166667
213.30,113.888958333,129.480333333,128.31525,122.401333333,136.290416666,139.247166666,110.663166667,136.111,138.62025,123.7455,114.60575
213.68,119.430291667,131.632666667,132.14275,126.105416667,136.734583333,139.881,110.79925,137.329916667,138.095333333,126.275416667,116.666666667
214.06,126.573083333,133.418333334,135.289,131.0375,138.94575,144.132583333,115.731333334,140.986333333,141.921833333,128.486583333,120.32325
214.44,143.749958333,143.33325,149.722166667,142.777666667,152.407416667,157.592666667,130.74075,157.870166667,155.18525,138.333333333,131.111
214.81,137.066,132.552,135.243083333,132.118083334,144.8785,143.229166666,121.441083333,145.052083333,143.663333333,124.045166667,124.652833333
215.19,161.317,148.868083333,146.193416667,149.279833333,166.461083333,160.390916667,134.8765,160.699416667,160.391083333,132.407333333,140.020583333
215.57,174.999916667,152.91,150.0,152.645333333,178.835916667,169.17975,135.97875,166.798916667,166.00525,138.09525,149.338416666
215.95,164.404666667,149.523833333,141.7855,138.6905,168.809416667,155.833333334,132.261916667,154.047583333,156.5475,133.095166667,140.238083333
216.32,191.875083333,175.972166667,164.444416667,162.361083333,195.555583334,185.138916667,163.888916667,181.527833333,182.361,155.555583333,165.000083333
216.70,192.964625,175.546416667,159.699583333,162.295083333,187.841583333,185.245916666,171.448,179.781333333,179.781583333,153.6885,162.841583333
217.08,198.588833333,176.075166666,159.005333334,165.725833333,187.096833334,190.322666667,173.118333334,181.451583333,177.822583334,149.193583333,161.693583333
217.46,222.121125,197.424166667,182.424333333,188.6365,202.575666667,208.939333333,195.909083333,204.697083333,191.66675,167.42425,181.666583333
217.83,253.906208333,233.159666667,208.854166666,217.881916666,230.729166667,239.583416666,229.6875,240.277833334,220.83325,193.923666667,215.624916667
218.21,272.619041666,253.968333333,226.1905,232.738,245.83325,252.381166667,242.261833333,261.111083333,235.714333333,207.34125,233.53175
218.59,257.520333333,246.544833334,224.79675,222.560916666,239.430916667,244.512166667,235.366,245.5285,228.658583333,204.471583334,221.544666667
218.97,258.75,248.333333334,236.666666667,223.541666667,232.916666667,257.916666667,242.083333333,252.5,226.875,221.25,216.666666667
219.34,225.340041666,222.619083333,220.918333333,203.23125,211.3945,229.421833333,220.238166667,228.06125,210.714333333,210.374,198.6395
219.72,201.293125,203.87925,199.712583333,183.046083333,195.40225,208.764333333,202.298916667,204.453916667,196.6955,191.37925,177.729916667
220.10,272.91675,262.06125,264.035083333,236.842083333,263.596416666,272.807,262.938583333,269.737,265.350916667,251.0965,229.166666667
220.47,278.728125,255.263083333,264.035,238.157916667,266.228083333,269.956166667,257.45625,269.517666667,258.552583333,250.438583333,229.824583333
220.85,372.596125,337.5,353.846166667,313.461583333,358.333333334,347.435916667,329.807666666,354.16675,342.307666666,326.602583333,295.833333333
221.23,449.62125,400.757583333,427.651666667,367.0455,426.893833333,405.303166667,388.636416667,429.166666667,421.212166667,398.48475,361.7425
221.61,413.768041667,364.492666666,390.941916667,327.174,405.072416666,371.739166667,364.855083334,391.666666667,383.695583333,357.2465,322.826
221.98,340.22425,299.6795,329.16675,267.307666667,333.974416667,310.8975,312.820666667,331.730916666,320.19225,299.358916667,260.576833333
222.36,243.162458333,213.034166667,231.624,194.23075,240.384666666,226.923166667,224.145333333,232.264833333,231.410166667,213.4615,184.828916666
222.74,214.444333333,189.815,206.481416666,172.592666667,212.407416667,204.259333333,199.25925,206.85175,203.148083333,183.703666667,173.33325
223.11,258.796333334,232.4075,247.91675,214.583333333,264.351916667,251.851916667,240.046083333,248.8425,243.75,217.1295,216.89825
223.49,434.791666667,387.5,420.0,347.5,434.166666666,423.333333333,392.916666667,427.083333333,403.333333333,363.333333333,367.083333333
223.87,1195.83345833,1053.5715,1119.0475,922.618916668,1136.90475,1145.238,1078.57133333,1184.52391667,1122.61908333,1000.0,1000.0
224.24,2662.49991667,2394.4445,2491.66658333,2072.22216667,2527.77783333,2686.11133333,2555.5555,2713.88891667,2611.111,2238.88891667,2375.0
224.62,1074.40479167,1011.90483333,1034.52375,836.904833332,1025.0,1148.8095,1076.1905,1135.71433333,1158.33333333,919.047583334,998.809666666
225.00,3379.16666666,3125.0,3191.66666667,2562.5,3195.83333333,3762.5,3445.83333333,3633.33333333,3637.5,2779.16666667,3170.83333333
225.38,-582.954583333,-539.394,-565.1515,-426.515,-550.000083333,-639.393999999,-611.363666667,-612.121333333,-626.51525,-441.66675,-537.878833333
225.75,-127.8125,-103.958333333,-105.208333333,-73.3333333333,-106.458333333,-138.333333333,-120.625,-124.375,-136.458333333,-81.6666666666,-110.208333333
226.13,-128.894916666,-102.717416667,-104.166666667,-76.8115,-104.71025,-135.144833333,-104.347833333,-118.297,-131.3405,-87.4999166667,-104.166666667
226.51,-71.3470416667,-54.3379166667,-57.7626666666,-40.7534166667,-56.1645,-74.4292500001,-60.84475,-68.2648333333,-69.9770833333,-45.77625,-56.6210833333
226.88,-55.7456666667,-36.6666666667,-41.6666666667,-31.9298333333,-42.1054166667,-52.8070833333,-46.1405,-49.4738333333,-51.579,-37.01775,-41.1404166666
227.26,-55.4611666667,-36.4886666667,-45.0646666667,-34.4660833333,-43.4466666667,-49.4335833334,-50.0808333333,-50.72825,-54.4499166667,-38.9968333333,-41.1001666666
227.64,-55.169875,-36.88275,-41.6665833333,-34.4134166667,-45.5249166667,-44.5215833334,-50.38575,-48.4568333333,-54.4753333333,-39.3518333333,-40.04625
228.01,-51.85175,-39.1534166667,-40.0794166667,-35.18525,-46.2300833333,-39.6825,-45.10575,-45.9656666667,-49.9338333333,-38.4259166667,-38.35975
228.39,-40.4989166667,-31.90025,-31.3164166667,-27.12325,-35.085,-29.2994166666,-33.4395,-35.0319166667,-36.25275,-28.1846666667,-28.0785
228.76,-32.302625,-25.35075,-23.5088333333,-20.3508333333,-27.5876666667,-20.4825,-25.5264166667,-27.9386666667,-26.0964166667,-20.3509166667,-20.4385
229.14,-33.354,-28.3829166667,-27.1865,-21.5758333333,-28.7129166666,-19.967,-27.8466666667,-29.2901666667,-28.713,-23.5148333333,-22.9785
229.52,-29.874125,-27.4370833333,-24.8035,-19.8113333333,-26.8473333334,-18.5929166667,-24.84275,-28.7735,-25.7861666667,-23.9780833333,-20.8725833333
229.89,-32.987875,-33.1795833333,-31.56675,-25.192,-32.21975,-22.1196666667,-28.9169166666,-35.90625,-30.2611666667,-29.3778333333,-25.0384166667
230.27,-29.449125,-29.8729166667,-27.5070833333,-22.7753333333,-29.51975,-19.0679166667,-26.0594166667,-32.8743333333,-27.0479166666,-25.9179166667,-22.8815833334
230.65,-27.8525833333,-28.2504166667,-26.2795,-20.9544166667,-27.3168333333,-17.1854166667,-22.6141666667,-30.7745,-26.141,-23.92825,-21.54225
231.02,-26.3774166667,-28.4351666666,-25.7141666667,-19.8640833333,-26.56475,-17.8911666667,-22.0408333333,-31.3265,-25.8844166667,-21.97275,-20.4081666667
231.40,-20.6666666667,-23.0333333333,-20.4,-14.8666666667,-20.6333333333,-13.4333333333,-15.5666666667,-25.5333333333,-20.1666666667,-17.1333333333,-14.0
231.78,-16.84725,-20.2100833333,-18.2085833333,-11.6141666667,-16.798,-11.2860833333,-11.5485833333,-22.0471666667,-16.2400833334,-11.1220833333,-9.941
232.15,-11.6333333333,-13.4666666667,-11.7,-6.23333333334,-10.9666666666,-6.2,-6.6,-15.6333333334,-9.40000000002,-3.83333333333,-3.76666666667
232.53,-13.532375,-16.1871666667,-14.4911666667,-9.43949999999,-13.1268333333,-7.81716666667,-8.48075,-18.9528333334,-11.57825,-6.45283333333,-5.19908333333
232.90,-14.4062916666,-15.64475,-15.0943333333,-10.5738333333,-13.7185,-6.72166666667,-8.17608333333,-19.61475,-12.3034166667,-7.31133333333,-6.32866666667
233.28,-8.51358333334,-7.28725,-9.92066666668,-5.95225,-9.16283333333,-2.81383333333,-3.13841666667,-13.52825,-7.14291666667,-2.12833333333,-0.974083333332
233.66,-2.38333333334,-0.133333333332,-3.1,0.30000000001,-1.8,3.86666666667,3.3,-5.16666666667,-0.433333333331,5.1,5.4
234.03,-4.521375,-1.24116666667,-5.071,0.177249999999,-1.87933333333,2.44691666666,1.52483333333,-5.78033333333,-2.09225,4.78733333332,4.60991666666
234.41,-9.38425000001,-5.66824999999,-9.90974999999,-1.80191666666,-5.74341666666,-0.750833333335,-2.70258333333,-8.55858333333,-6.86933333334,2.89041666667,1.91458333333
234.78,-12.296375,-9.11125000001,-12.3704166667,-4.5925,-9.18508333334,-3.92591666666,-7.48158333334,-11.5185833333,-8.88883333332,1.11108333332,0.629583333335
235.16,-9.16324999998,-6.99166666668,-9.63983333333,-3.35466666667,-7.38000000001,-0.211916666667,-5.22608333334,-8.89833333334,-5.685,2.50716666667,2.29516666667
235.54,-8.85195833335,-8.16591666665,-9.20358333332,-3.68141666667,-8.90233333334,0.26766666667,-6.35866666666,-9.27041666666,-6.66000000001,2.64391666667,0.702833333332
235.91,-7.0575,-4.52183333333,-6.62133333332,-2.71316666667,-7.04125,1.19525,-6.10466666667,-7.71966666666,-4.23116666667,2.87458333333,2.03491666667
236.29,-10.0962916667,-6.82683333334,-11.0575833333,-6.41025,-9.51924999998,-3.07683333333,-9.80766666665,-12.0511666667,-7.33958333333,-1.25016666667,-1.85908333333
236.66,-11.88225,-7.73116666666,-13.2763333333,-8.07983333333,-12.8643333333,-5.86183333334,-11.9770833333,-13.8148333333,-9.56916666666,-4.46775000001,-3.83416666667
237.04,-12.5154166666,-10.7715833333,-15.7715833333,-9.19749999999,-15.2160833333,-9.04325000001,-14.4135833333,-15.3704166667,-11.29625,-6.6665,-4.59883333333
237.41,-15.5204166667,-15.7990833333,-17.8438333333,-12.5774166667,-17.7819166667,-11.9269166667,-17.1933333333,-19.0520833333,-13.8476666667,-9.29366666668,-8.08549999999
237.79,-18.1355416667,-18.5185833333,-20.0830833333,-15.22975,-20.5939166667,-14.9744166667,-20.1788333333,-21.9668333333,-16.7945,-12.7394166667,-10.8555833333
238.17,-13.1602083333,-14.3779166667,-14.31925,-10.9156666667,-16.9601666667,-10.97425,-15.4049166667,-16.6960833333,-11.6491666667,-8.94958333333,-6.33808333332
238.54,-4.65695833333,-6.34683333333,-7.24975,-4.23116666667,-8.82350000001,-3.61191666666,-8.15275000001,-8.90100000001,-3.32816666667,-1.88341666667,0.1805
238.92,2.29570833333,0.64258333333,-0.252583333334,2.45633333333,-0.734666666667,3.83375,-0.045916666666,-0.872333333333,3.92575,4.40766666667,5.50983333334
239.29,3.00979166667,1.2425,0.492583333333,3.23475,0.406916666667,3.98441666667,1.6925,0.921083333332,4.09166666667,5.20558333333,6.57666666666
239.67,1.139875,-0.35375,-1.15958333333,1.63125,-0.452166666668,2.9875,0.727333333333,-0.530583333335,2.88908333333,3.38058333333,5.87658333333
240.04,1.02433333333,-0.875416666667,-1.62808333333,1.59316666667,-0.43775,3.90416666667,1.313,-1.068,2.5735,2.7835,5.54975
240.42,1.09979166666,-0.91375,-1.78116666667,1.61091666667,-0.480083333332,3.93433333334,1.95166666667,-0.666,2.30783333333,2.94291666667,5.1735
240.79,1.73783333333,0.118500000001,-0.223833333334,2.83041666667,1.17183333333,5.08166666667,3.436,0.447583333332,3.17266666667,4.05466666667,6.069
241.17,2.71495833333,1.48608333333,1.14316666667,3.875,2.34333333333,6.68725,4.42375,1.68041666667,3.98941666666,4.8925,6.69875
241.54,3.81470833333,2.91733333333,2.43766666667,5.08975,3.08041666667,7.93558333333,5.19191666666,2.60108333333,5.16116666667,5.5285,8.07825
241.92,3.84683333333,3.17033333333,2.55833333333,4.93133333333,3.272,8.34266666668,5.18183333333,2.5955,5.35783333333,5.56175,7.99033333333
242.29,2.728625,2.60691666667,1.79866666667,3.89283333333,2.58075,7.90774999999,4.2405,1.72058333333,4.53591666667,4.37958333333,7.03
242.67,3.11179166666,3.24308333333,2.84075,4.7535,3.28408333333,8.50566666667,5.06566666667,2.56975,5.10675,4.532,7.52883333333
243.05,1.88208333333,1.8135,1.78916666667,3.33658333333,1.757,7.36608333334,3.61066666667,1.33791666667,3.66716666667,2.73208333333,6.649
243.42,1.86329166667,2.20416666667,2.02966666667,3.57591666666,1.76033333333,7.73074999999,3.5205,1.24491666667,3.86133333333,2.60858333333,6.93775
243.80,2.56775,3.11908333333,3.17425,4.39508333333,2.48108333333,8.31749999999,4.32425,1.85108333333,4.71016666666,3.20558333333,7.57725
244.17,2.44195833333,2.71241666667,2.87708333333,3.73158333333,2.06166666667,7.78450000001,4.01375,1.65416666667,4.54691666667,2.8065,7.31416666667
244.55,3.22416666667,3.41125,4.02175,4.31175,2.53358333333,8.53174999999,4.80766666666,2.38858333333,5.27316666667,3.62483333333,7.92883333333
244.92,3.38158333334,3.34075,3.8815,3.70375,2.41466666667,8.42225,4.58516666667,2.42958333333,5.1925,3.62966666666,7.56291666667
245.30,3.225375,3.14916666667,3.47458333333,3.0385,2.26316666667,7.82125,4.23583333333,2.125,5.10808333334,3.23916666667,7.1705
245.67,2.50058333333,2.61841666667,2.7205,2.40183333333,1.68825,7.12283333333,3.89266666667,1.60541666667,4.45325,2.6885,6.44125
246.05,2.50991666667,2.27858333333,2.46916666667,2.44625,1.39383333333,6.899,3.67808333333,1.47466666667,4.18116666667,2.71216666667,6.41333333333
246.42,3.09495833334,2.80041666667,2.72208333333,2.79516666667,1.90866666667,7.04008333333,3.99983333334,2.00775,4.40133333333,3.39475,6.7795
246.79,3.03091666667,2.82583333333,2.49325,2.53191666667,1.625,6.9395,3.62183333333,1.70233333333,4.10883333333,3.231,6.66966666666
247.17,2.99354166667,2.95533333333,2.48083333333,2.56583333333,1.65675,6.78408333333,3.51508333333,1.6165,4.0345,3.37633333333,6.672
247.54,3.04045833333,2.98525,2.41358333333,2.61266666667,1.87158333333,7.00783333333,3.76858333333,1.87591666667,4.09883333333,3.5525,6.64383333333
247.92,2.95708333333,2.83233333333,2.194,2.53766666667,1.83783333333,6.83541666667,3.56908333334,1.7845,3.84758333333,3.46258333333,6.52408333333
248.29,3.07541666667,2.97141666667,2.37058333333,2.88716666667,2.1985,6.85166666667,3.624,1.818,3.80408333333,3.65991666667,6.64733333334
248.67,2.945625,2.81525,2.1165,2.85533333333,2.1325,6.67875,3.253,1.466,3.58241666666,3.26108333333,6.6145
249.04,3.10875,3.03891666667,2.16533333333,3.31375,2.30883333333,6.87325,3.37108333334,1.57475,3.814,3.46966666666,6.98825
249.42,3.65358333333,3.71183333333,2.897,4.18175,2.87125,7.52283333333,4.13866666667,2.19875,4.41033333334,4.25508333333,7.85058333333
249.79,4.15966666667,4.01666666667,3.398,4.61225,3.40716666666,7.97775,4.50133333334,2.62233333333,4.74141666667,4.77375,8.32866666667
