wavelength,Back_DubTaem,Belly_DubTaem,Breast_DubTaem,Crissum_DubTaem,Crown_DubTaem,DorTail_DubTaem,Patch10_DubTaem,Patch11_DubTaem,Rump_DubTaem,Throat_DubTaem,WingTip_DubTaem
539.69,10.8877333333,44.3624333333,44.366,28.0422,15.3551333333,7.01606666667,16.7496666667,24.1655333333,10.8344666667,4.3848,7.57613333333
540.03,10.8632,44.4233666667,44.4256666667,28.0398333333,15.2987333333,7.00293333333,16.6943333333,24.1731333333,10.8042,4.3582,7.5436
540.37,10.8565333333,44.465,44.4769666667,28.0540666667,15.2724666667,7.01863333333,16.6594666667,24.1968,10.7926,4.3568,7.54606666667
540.72,10.8296,44.5112666667,44.5106,28.0595666667,15.2326,7.01226666667,16.6216,24.1937333333,10.7816666667,4.35753333334,7.5354
541.06,10.8257333333,44.5703666667,44.5385666667,28.0822,15.2142,7.01743333333,16.6146666667,24.206,10.7812,4.37693333333,7.53733333333
541.40,10.7975333333,44.5956666667,44.5672333333,28.0846333333,15.1836,7.01506666667,16.5778,24.2071333333,10.7693333333,4.3708,7.52793333333
541.75,10.7914666667,44.6336,44.6073333333,28.0948,15.1604666667,6.9973,16.5523333334,24.2106666667,10.7665333333,4.37626666667,7.51846666667
542.09,10.7996,44.6850666667,44.6472333333,28.1240666667,15.1616,7.00506666667,16.5319333333,24.2384666666,10.7806,4.39966666667,7.532
542.43,10.7864,44.7424,44.7010333333,28.1356666667,15.1518,7.0008,16.5166666667,24.2554666667,10.7694,4.41353333333,7.53493333333
542.78,10.7778666667,44.8012666667,44.7610333333,28.1392666667,15.137,6.993,16.5016666667,24.2662666667,10.765,4.40646666667,7.52553333333
543.12,10.7848666667,44.8688333333,44.8147666667,28.1665333333,15.1434666667,7.00316666667,16.4942,24.2994,10.7796,4.416,7.5296
543.46,10.7810666667,44.9406666667,44.8591666667,28.1841,15.1368,7.00653333333,16.4754,24.3109333333,10.7836666667,4.41746666667,7.53166666667
543.81,10.8096,45.0346333333,44.9219333333,28.2412333333,15.1782666667,7.05306666667,16.4926,24.3626,10.8238666667,4.46593333333,7.58613333334
544.15,10.8156,45.1668333333,45.0153333333,28.3019666667,15.1954,7.05716666667,16.4851333333,24.4060666667,10.8359333333,4.47766666667,7.6078
544.49,10.7922,45.2027666667,45.0618666667,28.3099333333,15.1897333333,7.05316666667,16.4676,24.4112666667,10.8086666667,4.46486666667,7.60513333333
544.84,10.7791333333,45.2598666666,45.1155333333,28.3158666667,15.1619333333,7.05526666667,16.4133333333,24.4342,10.7954666667,4.44386666667,7.59726666666
545.18,10.779,45.3480333333,45.1939333333,28.3433666667,15.1487333333,7.0324,16.3926666667,24.4486666667,10.7758666667,4.4262,7.5974
545.52,10.7710666667,45.4183333333,45.2489666667,28.3705,15.1294,7.04553333333,16.3614666666,24.4661333333,10.7586666667,4.4296,7.59553333333
545.87,10.7724,45.5222,45.369,28.4073666667,15.1133333333,7.04736666667,16.3575333333,24.5246,10.7554,4.4236,7.58433333333
546.21,10.7656666667,45.5917,45.395,28.426,15.0980666667,7.04826666667,16.3304666667,24.5482666667,10.7469333333,4.41466666667,7.5738
546.55,10.8009333333,45.6956666667,45.4839333333,28.5018333333,15.1082,7.0679,16.3268666666,24.5895333333,10.7592,4.42133333333,7.58593333333
546.90,10.784,45.765,45.5511666666,28.5404,15.0997333333,7.07523333333,16.3011333333,24.6136,10.7632666667,4.4202,7.60466666667
547.24,10.7992666667,45.8575666667,45.6540333333,28.6164666667,15.1122666667,7.06743333333,16.2889333333,24.6944666667,10.7674666667,4.4234,7.60346666667
547.58,10.8043333333,45.9351333333,45.7300666667,28.6610666667,15.0902666667,7.05296666667,16.2724,24.7399333333,10.7526,4.41626666667,7.5842
547.92,10.8182,45.9479666667,45.7438,28.6783333333,15.0632,7.0686,16.2544,24.7489333333,10.7608666667,4.41733333333,7.58073333333
548.27,10.8536,46.0729666667,45.8137333333,28.7418,15.0505333333,7.0905,16.2396,24.8217333333,10.7871333333,4.428,7.60473333333
548.61,10.8474,46.1294,45.8794333333,28.7894,15.0376666667,7.06936666667,16.229,24.8416,10.7863333333,4.42533333333,7.61513333333
548.95,10.8703333333,46.2569666667,45.9932333333,28.8833666667,15.0501333333,7.09536666667,16.2207333333,24.9334,10.8209333333,4.45653333333,7.62113333333
549.29,10.9159333333,46.4308666667,46.1657333333,29.0088666667,15.11,7.1163,16.2702666667,25.0743333333,10.8684666667,4.47386666667,7.6726
549.64,10.9260666667,46.5221333333,46.2159666667,29.0684666667,15.1259333333,7.12293333333,16.2352666667,25.0964666667,10.8673333333,4.47266666667,7.70013333333
549.98,10.9392666667,46.6353666667,46.3297,29.1272666667,15.1226666667,7.1425,16.2284666667,25.1502666667,10.8689333333,4.47186666667,7.7018
550.32,10.9562,46.7537333333,46.4398333333,29.1944666667,15.131,7.16683333333,16.2444,25.2273333333,10.8954,4.49473333333,7.74606666667
550.66,10.9846,46.7743,46.5321333333,29.2311333333,15.1315333333,7.19463333333,16.2484666667,25.2816,10.9186666667,4.51013333333,7.76746666667
551.01,11.0135333333,46.8790666667,46.6597333333,29.314,15.1509333333,7.25626666667,16.2840666667,25.3447333333,10.9634,4.5634,7.81333333333
551.35,11.0268666667,46.9531666667,46.7608333333,29.3798,15.1563333333,7.29776666667,16.3041333333,25.4018,10.997,4.5968,7.862
551.69,11.0374,47.1067333333,46.8911333333,29.4477666667,15.1901333333,7.28593333333,16.3204666667,25.5263333333,11.0254666667,4.62573333333,7.866
552.03,11.052,47.0713,46.9049333333,29.4773666667,15.2012,7.29883333333,16.3135333333,25.5500666667,11.0227333333,4.64166666666,7.87906666667
552.38,11.0840666667,47.1497333333,46.9651,29.5028666667,15.2084666667,7.3255,16.2925333333,25.6250666667,11.0562666667,4.6738,7.87626666667
552.72,11.08,47.1721333333,47.007,29.5087666667,15.2090666667,7.34803333333,16.2972,25.6256666667,11.0524666667,4.69853333333,7.8882
553.06,11.051,47.1609333333,46.9879666667,29.5194333333,15.1656666667,7.34516666667,16.2552666667,25.5986,11.0400666667,4.69966666667,7.86946666667
553.40,11.0498,47.1926,47.0322333333,29.5416666667,15.1584666667,7.3561,16.2623333333,25.6436666667,11.0652,4.7226,7.86153333333
553.74,11.0364666667,47.1880666667,47.0589333333,29.5863333333,15.1420666667,7.33973333333,16.2499333333,25.6634,11.0714,4.7278,7.8846
554.09,10.9982666667,47.1077666667,46.9553333333,29.5367333333,15.0933333333,7.33,16.1881333333,25.6369333333,11.0420666667,4.73406666667,7.84553333333
554.43,10.9636,47.1559666667,46.9497333333,29.5439666667,15.0603333333,7.29073333333,16.1447333333,25.6303333333,11.0083333333,4.72533333333,7.81093333333
554.77,10.9296,47.1595,46.9177,29.5455666667,15.0292,7.26266666667,16.0876,25.6135333333,10.9685333333,4.68073333333,7.77546666667
555.11,10.8785333333,47.1219666667,46.9086666667,29.5247666667,14.9948,7.21163333333,16.0035333333,25.5673333333,10.9218666667,4.63586666667,7.7162
555.45,10.8332,47.0560666667,46.853,29.5294,14.9552666667,7.21346666667,15.9567333333,25.5066,10.8806666667,4.62086666667,7.70546666667
555.80,10.8219333333,47.1293,46.9466,29.5802,14.9351333333,7.21626666667,15.9275333333,25.5281333333,10.8885333333,4.6266,7.70113333333
556.14,10.8172,47.1638666667,46.9484333333,29.6117,14.9235333333,7.21573333333,15.9165333333,25.5477333333,10.8748666667,4.63173333334,7.71406666667
556.48,10.8338,47.2332666667,47.0047333333,29.6714,14.8936,7.21723333333,15.894,25.6244,10.8814,4.60806666667,7.722
556.82,10.8668,47.3067666667,47.0793666667,29.7218666666,14.9152666667,7.26116666667,15.9148,25.6872666667,10.9104,4.641,7.75873333333
557.16,10.8872666667,47.3623,47.1212,29.8127333333,14.9011333333,7.27943333333,15.9244,25.7321333333,10.9234666667,4.65886666667,7.81726666667
557.50,10.9014666667,47.3861333333,47.1636666667,29.8042333333,14.8966666667,7.29296666667,15.8976666667,25.7485333333,10.9272,4.67113333333,7.8104
557.85,10.9056,47.4775,47.2872666667,29.8472,14.9034,7.27493333333,15.8991333333,25.7697333333,10.935,4.64266666667,7.8304
558.19,10.9036666667,47.4688333333,47.2588333333,29.8244,14.8533333333,7.25896666667,15.8446,25.7682,10.8952666667,4.61626666667,7.78533333333
558.53,10.8974666667,47.5226,47.3116666667,29.8197333333,14.8378,7.27343333333,15.8189333333,25.7898,10.8790666667,4.6086,7.80033333333
558.87,10.9239333333,47.6180333333,47.3818666667,29.8642666667,14.8353333333,7.28966666667,15.8274,25.8732,10.901,4.62213333333,7.84033333333
559.21,10.9165333333,47.6514,47.4793333333,29.8765,14.7972,7.28843333333,15.7942666667,25.8882,10.8946666667,4.60746666667,7.83533333333
559.55,10.9295333333,47.7571333333,47.5902,29.9228333333,14.8034,7.28833333333,15.8224,25.9669333333,10.9026666667,4.6246,7.847
559.89,10.9326,47.8359,47.7231666667,29.991,14.8094666667,7.2991,15.826,26.008,10.8932,4.60866666667,7.8488
560.23,10.9376,47.8619666667,47.7646,30.0128666666,14.8256,7.31816666667,15.8432666667,26.0213333333,10.9038,4.6312,7.86626666667
560.58,10.8703333333,47.8280333333,47.7524,29.9801666667,14.7520666667,7.2476,15.7543333333,26.0050666667,10.8492,4.57366666667,7.79746666667
560.92,10.8172,47.8064333333,47.7419666667,29.9504,14.7019333333,7.2088,15.6932,26.0013333333,10.8142666667,4.52006666666,7.72826666667
561.26,10.8359333333,47.8603,47.7579333333,29.9759666667,14.6917333333,7.2239,15.682,26.0622666667,10.8391333333,4.5404,7.76413333333
561.60,10.8586,47.9714,47.8356,30.0794666667,14.7248666667,7.2693,15.7102,26.1750666667,10.8694666667,4.58046666667,7.7796
561.94,10.9379333333,48.1177666667,47.9825666667,30.2236,14.8258666667,7.39293333333,15.7976,26.3243333333,10.9932666667,4.67793333333,7.89346666667
562.28,10.9772,48.1911333333,48.0563,30.3101333333,14.8754,7.4245,15.8522,26.3853333333,11.0487333333,4.74813333333,7.9492
562.62,10.9782666667,48.1743666667,48.0469,30.3317333333,14.8703333333,7.43896666667,15.8606,26.4134,11.0419333333,4.7554,7.95206666667
562.96,10.9631333333,48.2205333333,48.0594,30.3475666667,14.8467333333,7.40956666667,15.8518,26.4643333333,11.0386,4.7442,7.93186666667
563.30,10.9138666667,48.1667333333,48.0098,30.3248333333,14.7910666667,7.38213333333,15.7567333334,26.4002666667,10.9882,4.69933333333,7.89626666667
563.64,10.9055333333,48.2113333333,48.0485,30.3722333333,14.7812,7.3547,15.7061333333,26.4140666667,10.9710666667,4.67113333333,7.87566666667
563.99,10.8576,48.1744666667,48.0075,30.3555666667,14.7260666667,7.315,15.6307333333,26.3988666667,10.9292,4.62806666666,7.836
564.33,10.8815333333,48.2059,48.0161666667,30.3858,14.7446,7.35936666667,15.6226666667,26.431,10.9504,4.64953333333,7.85613333333
564.67,10.9254,48.3004666667,48.1028,30.4495,14.7750666667,7.40453333333,15.6367333333,26.4735333333,10.977,4.69653333333,7.90686666667
565.01,10.9415333333,48.3763666667,48.2105666667,30.5352333333,14.7881333333,7.42683333333,15.6562,26.5289333333,10.9987333333,4.72333333333,7.9172
565.35,10.906,48.3356666666,48.1893666667,30.5125,14.7360666667,7.40156666667,15.5832,26.4906,10.9704,4.70566666667,7.8892
565.69,10.8866666667,48.3375666667,48.218,30.5392,14.6876666667,7.35686666667,15.5515333333,26.4936666667,10.9403333333,4.6692,7.8834
566.03,10.8561333333,48.2957333333,48.2139666667,30.5383,14.6335333333,7.3305,15.491,26.4713333333,10.8986666667,4.6324,7.8614
566.37,10.7959333333,48.2764,48.1813333333,30.5046666667,14.5474666667,7.26263333333,15.3780666667,26.4009333333,10.8298666667,4.5666,7.79533333334
566.71,10.7921333333,48.2950333333,48.1863333333,30.5226333333,14.5218666667,7.25383333333,15.3119333333,26.3947333333,10.8073333333,4.54,7.78993333333
567.05,10.8217333333,48.3864666667,48.2741666666,30.5757,14.5438666667,7.28243333333,15.3392,26.4904,10.8563333333,4.56453333334,7.8036
567.39,10.8438,48.351,48.2780666667,30.5806666667,14.5574666667,7.3489,15.361,26.5426666667,10.8814,4.62406666667,7.8596
567.73,10.8526,48.3958666667,48.3375333333,30.6288,14.5489333333,7.36453333333,15.3487333333,26.5814,10.8733333333,4.64026666667,7.85853333334
568.07,10.8382666667,48.4337666667,48.3785,30.6523333333,14.5336666667,7.36043333333,15.3394666666,26.5987333333,10.8685333333,4.63973333333,7.88893333333
568.41,10.8352,48.4485666667,48.4283,30.6825,14.5207333333,7.36093333333,15.3144666667,26.6026666667,10.8645333333,4.63466666667,7.89266666666
568.75,10.7884666667,48.3663,48.3967,30.6386,14.4822666667,7.33206666667,15.2505333333,26.5799333333,10.8102666667,4.58526666667,7.87206666667
569.09,10.8134,48.3739,48.4338333333,30.6693666667,14.4756666667,7.35373333333,15.2214,26.6222666667,10.8242,4.5822,7.90113333333
569.43,10.7658,48.3446,48.4174,30.6298333333,14.4212,7.31446666667,15.1657333333,26.6018,10.7874666667,4.5296,7.8658
569.77,10.7491333333,48.3374,48.4332333333,30.6415666667,14.4026666667,7.30343333333,15.1293333333,26.6452666667,10.7850666667,4.5112,7.8398
570.11,10.8111333333,48.4236666667,48.5662333333,30.7312,14.4638,7.37,15.2038666667,26.7552666667,10.8509333333,4.58346666667,7.90853333333
570.45,10.8450666667,48.4933,48.6375,30.7999666667,14.5161333333,7.41553333333,15.2586,26.823,10.8984666667,4.63153333333,7.95946666667
570.79,10.8362666667,48.4499666667,48.6036,30.7807,14.4800666667,7.39976666667,15.2156666667,26.7982,10.8825333333,4.6278,7.9834
571.13,10.7803333333,48.4326666667,48.5686,30.7581666667,14.4184,7.36186666667,15.1518666667,26.7654666667,10.8436666667,4.5864,7.9256
571.47,10.7707333333,48.4065,48.5528333333,30.7497,14.425,7.35643333333,15.1316666667,26.7651333333,10.8489333333,4.59093333333,7.937
571.81,10.738,48.3428666667,48.4987666667,30.7311,14.3701333333,7.30816666667,15.0566666667,26.7351333333,10.8043333333,4.5594,7.9
572.15,10.7311333333,48.3993333333,48.5361333333,30.7514333333,14.3613333333,7.30806666667,15.0726,26.8005333333,10.7975333333,4.55513333333,7.89686666667
572.49,10.7406666667,48.4974666667,48.6184,30.8238,14.3586,7.32143333333,15.0745333333,26.8608666667,10.8309333333,4.58533333333,7.9146
572.83,10.691,48.5079666667,48.6337,30.8283,14.3206,7.2837,15.0618,26.8554666667,10.7926666667,4.55706666667,7.8884
573.17,10.7507333333,48.6940333333,48.8167333333,30.9655333333,14.3854,7.33743333333,15.1038,26.9548666667,10.8490666667,4.62446666667,7.93293333333
573.51,10.7904666667,48.7483666667,48.8721666667,31.0107333333,14.3938,7.3788,15.1324,26.9860666667,10.8706666667,4.67813333333,7.9876
573.85,10.8054666667,48.8206,48.9331,31.085,14.3971333333,7.41706666667,15.1254,27.0576,10.9048,4.696,8.01066666667
574.19,10.8068666667,48.8458,48.9511666667,31.0908666667,14.3750666667,7.41466666667,15.1020666667,27.0764666667,10.8957333333,4.70033333333,8.01873333333
574.53,10.7895333333,48.882,48.9858666667,31.1641,14.3584,7.4063,15.0944,27.1166666667,10.8962666667,4.696,8.01793333333
574.87,10.8118,48.9905333333,49.0973,31.2355,14.3861333333,7.407,15.1310666667,27.1602666667,10.9321333333,4.71186666667,8.061
575.21,10.8336,49.0956666667,49.1891333333,31.28,14.3631333333,7.41303333333,15.1098666667,27.2306,10.932,4.713,8.08193333333
575.55,10.8576666667,49.1654,49.2811333333,31.3481333333,14.3794666667,7.4465,15.1443333333,27.2871333333,10.9634,4.7394,8.09113333333
575.89,10.8482,49.1227,49.2281,31.3163,14.3306666667,7.41123333333,15.0867333333,27.2584,10.9369333333,4.71086666667,8.06373333333
576.22,10.8128666667,49.1208,49.2089666667,31.3033666667,14.2879333333,7.39726666667,15.0367333333,27.2572666667,10.9033333333,4.6694,8.02893333334
576.56,10.8424666667,49.1674333333,49.2299666667,31.3271333333,14.2872666667,7.40423333333,15.0338666667,27.2867333333,10.9241333333,4.708,8.04153333334
576.90,10.7772,49.0097,49.0698666667,31.2611,14.2190666666,7.36136666667,14.9708666667,27.2414,10.8750666667,4.6564,8.00786666667
577.24,10.725,49.0571,49.0817,31.2634333333,14.1921333333,7.32916666667,14.922,27.2587333333,10.8669333333,4.61346666667,7.9844
577.58,10.6872,49.0050666667,49.0257333333,31.2219333333,14.1391333333,7.27036666667,14.8502,27.2106666667,10.8104,4.55373333333,7.95413333333
577.92,10.6527333333,48.9997333333,49.0899,31.2464666667,14.0967333333,7.24683333333,14.8096,27.248,10.7901333333,4.51513333333,7.92486666667
578.26,10.6714,49.0376,49.1288333333,31.227,14.1026,7.249,14.7838,27.2660666666,10.7917333333,4.5094,7.89293333333
578.60,10.702,49.0535,49.1535666667,31.2960333333,14.1076,7.28453333333,14.7824,27.3536,10.8144,4.561,7.93986666667
578.94,10.6982666667,49.0643666667,49.2032666667,31.3607,14.1022,7.30193333333,14.7962,27.3813333334,10.8499333333,4.57853333334,7.9524
579.28,10.7569333333,49.2046666667,49.322,31.4434333333,14.1344666667,7.36953333333,14.8527333333,27.4921333333,10.9197333333,4.638,8.03233333333
579.61,10.7863333333,49.302,49.4425333333,31.5556,14.1928666667,7.42296666667,14.8550666667,27.5923333333,10.9897333333,4.6932,8.09306666667
579.95,10.7984,49.3095333333,49.4180666667,31.5585,14.1850666667,7.3988,14.8495333333,27.5926666667,10.9940666667,4.69826666667,8.11333333333
580.29,10.8461333333,49.3882666667,49.5251333333,31.6868666667,14.2419333333,7.46633333333,14.8955333333,27.6818666667,11.0365333333,4.7292,8.18906666667
580.63,10.8986666667,49.4950666667,49.6303666667,31.7756,14.2737333333,7.5235,14.939,27.7597333333,11.0759333333,4.78646666666,8.24873333334
580.97,10.9397333333,49.4807,49.6405666667,31.8076,14.2797333333,7.54206666667,14.9418,27.8095333333,11.1009333333,4.8094,8.25533333333
581.31,10.8956666667,49.4897666667,49.6206,31.7950333333,14.2475333333,7.5163,14.9248,27.7905333333,11.0746666667,4.80906666667,8.249
581.65,10.9269333333,49.5239666667,49.626,31.8529333333,14.2930666667,7.55866666667,14.9628,27.8332666667,11.1385333333,4.88746666667,8.31353333333
581.98,10.9556,49.5758333333,49.6951333333,31.9368,14.3398666667,7.63096666667,14.9956,27.8968,11.1640666667,4.94406666667,8.38606666667
582.32,10.9152,49.582,49.7083666667,31.9254,14.3019333333,7.61323333333,14.9371333333,27.8584,11.1523333333,4.90326666667,8.36973333333
582.66,10.8862,49.5726,49.6471666667,31.9165,14.2833333333,7.58506666667,14.9033333333,27.8578,11.1373333333,4.88573333333,8.35853333333
583.00,10.8449333333,49.5594666667,49.645,31.9311666667,14.256,7.52533333333,14.8258,27.8156,11.0788,4.8228,8.29186666667
583.34,10.8465333333,49.5629333333,49.6407333333,31.9576333333,14.2689333333,7.529,14.842,27.8147333333,11.0522,4.8432,8.3036
583.68,10.8243333333,49.6389666667,49.7022333333,32.0206333333,14.2683333333,7.5383,14.8228,27.8403333333,11.0372,4.84646666667,8.27026666667
584.01,10.7642666667,49.5983333333,49.6463333333,31.9510666667,14.2213333333,7.5221,14.7889333333,27.8341333333,11.0157333333,4.821,8.23186666667
584.35,10.6773333333,49.5118666667,49.5761333333,31.8772333333,14.1342,7.42443333333,14.6474666667,27.7297333333,10.8980666667,4.7074,8.11426666666
584.69,10.5581333333,49.4484666667,49.5296,31.8263,14.0183333333,7.32603333333,14.5264,27.6353333333,10.7696666667,4.589,7.99753333333
585.03,10.6250666667,49.5104333333,49.6192,31.9104666667,14.0481333333,7.3682,14.5651333333,27.7182666667,10.8252,4.64766666667,8.02573333333
585.37,10.5869333333,49.5559333333,49.6629333333,31.8959,13.9915333333,7.3408,14.5078666667,27.6946,10.7711333333,4.58066666667,7.95
585.70,10.528,49.5237333333,49.6405,31.9153666667,13.9315333333,7.3103,14.4756,27.6904,10.7486666667,4.52086666667,7.909
586.04,10.5405333333,49.5237,49.6544666667,31.9171333333,13.8947333333,7.2941,14.4386666667,27.7378666667,10.7234,4.4974,7.863
586.38,10.5428,49.5424666667,49.6959666667,31.9601,13.8936,7.3137,14.3998666667,27.7266,10.7014,4.4932,7.83933333333
586.72,10.5795333333,49.5451666667,49.7462666667,32.0072,13.9406,7.32913333333,14.4219333333,27.8172666667,10.7206666667,4.50933333333,7.86253333333
587.06,10.4357333333,49.4843666666,49.7310666667,31.907,13.7743333333,7.19683333333,14.2642666667,27.729,10.6145333333,4.39726666667,7.72973333333
587.39,10.4420666667,49.4537,49.8155666667,31.9640666667,13.7828,7.2068,14.2585333333,27.7482,10.6124666667,4.40133333333,7.7556
587.73,10.4773333333,49.5171,49.8945333333,32.0424333333,13.7756666667,7.2142,14.2276666666,27.7958,10.6128666667,4.39193333333,7.75833333333
588.07,10.5578666667,49.6546333333,50.0443666667,32.1286666667,13.8551333334,7.2899,14.2984,27.9384666667,10.7091333333,4.50266666667,7.8534
588.41,10.6411333333,49.7406333333,50.1318333333,32.2380666667,13.9378,7.3714,14.3672,28.0676666667,10.8078666667,4.60046666667,7.95166666667
588.74,10.5766,49.7186666667,50.1029,32.2073,13.8746,7.34986666667,14.2914666667,28.0599333333,10.7477333333,4.53973333333,7.90553333333
589.08,10.6138,49.6825666667,50.0786666667,32.2337,13.8906,7.40816666667,14.2975333333,28.1168666667,10.7771333333,4.596,7.96586666667
589.42,10.6866,49.7020666667,50.0954666667,32.2489666667,13.8794666667,7.40906666667,14.2856666667,28.1612666667,10.7931333333,4.64046666666,8.02053333333
589.76,10.6864,49.749,50.1145666667,32.2909333333,13.9122,7.42156666667,14.3312,28.1988666667,10.8057333333,4.65946666666,8.03893333333
590.09,10.7056666667,49.7838333333,50.1976333333,32.3360666667,13.946,7.45316666667,14.3646,28.2365333333,10.8602,4.67526666667,8.0812
590.43,10.6236666667,49.7376666667,50.1381666667,32.2758,13.8174666667,7.41863333333,14.2836,28.1864,10.8100666667,4.66433333333,8.067
590.77,10.6908,49.7226,50.1443333333,32.3418,13.8584,7.5106,14.3458,28.2726666667,10.8662,4.70226666667,8.1252
591.11,10.7352,49.7694333333,50.1956,32.3841333333,13.8829333333,7.5483,14.3854666667,28.3432666667,10.9138,4.72646666667,8.17433333333
591.44,10.7049333333,49.7371,50.1839,32.3554666667,13.8606,7.5045,14.3391333333,28.3510666667,10.8886666667,4.70406666666,8.16733333333
591.78,10.6807333333,49.7162333333,50.1299,32.3620666666,13.8294,7.50403333333,14.3396666667,28.3463333333,10.8782,4.70586666667,8.15386666667
592.12,10.6866,49.7022333334,50.1847666667,32.3838666667,13.784,7.51596666667,14.3296,28.3261333333,10.8830666667,4.70873333333,8.14413333333
592.46,10.73,49.7371333333,50.2530333333,32.4176333333,13.842,7.5165,14.3362,28.3735333333,10.9239333333,4.74266666667,8.17533333333
592.79,10.7164,49.7343,50.2575,32.4311,13.8233333333,7.4367,14.2748,28.378,10.8981333333,4.69786666667,8.14646666667
593.13,10.6117333333,49.7480666667,50.2906,32.4339666667,13.7959333333,7.36633333333,14.2086,28.3658,10.8275333333,4.6206,8.07946666667
593.47,10.5368666667,49.6581,50.2546,32.3854333333,13.7226,7.2904,14.0966,28.2945333333,10.7479333333,4.5252,7.99526666667
593.80,10.4717333333,49.5389666667,50.1437666667,32.2919,13.6055333333,7.1973,14.0152666667,28.2916,10.6379333333,4.45353333333,7.91246666667
594.14,10.5205333333,49.539,50.1814333333,32.3587333333,13.6482666667,7.25303333333,14.0504666667,28.3284666667,10.6645333333,4.4622,7.93366666667
594.48,10.5416,49.6292,50.2443666667,32.4243333333,13.6836,7.2715,14.0714666666,28.3900666667,10.6938666667,4.48166666667,7.96406666667
594.81,10.5675333333,49.5878333333,50.1702333333,32.4258333333,13.682,7.2799,14.0522,28.4073333333,10.689,4.49853333333,7.96273333333
595.15,10.6002666667,49.6147333333,50.2112333333,32.4818,13.6844,7.33073333333,14.0863333333,28.4542,10.718,4.56233333333,7.97613333334
595.49,10.5694666667,49.5103333333,50.1782,32.4529,13.6552666667,7.29433333333,14.0343333333,28.4436666667,10.6998,4.5276,7.94706666667
595.82,10.5666,49.5066333333,50.1556666666,32.4444666667,13.6562,7.27593333333,14.0052,28.4705333333,10.6908666667,4.5338,7.96873333333
596.16,10.6014666667,49.5717666667,50.2525666667,32.5115333333,13.6692666667,7.3336,14.0288666667,28.5283333333,10.7208666667,4.54466666667,7.97513333333
596.50,10.597,49.6565666667,50.3091333333,32.5509666667,13.6503333334,7.3418,14.0392,28.5495333333,10.7142,4.5424,7.97006666667
596.83,10.6238666667,49.6350666667,50.2928666667,32.5643,13.6144666667,7.35726666667,14.0326666667,28.5526,10.7211333333,4.54726666667,7.95426666667
597.17,10.6672,49.6882666667,50.3258666667,32.5999333333,13.6011333333,7.38886666667,14.0340666667,28.5904666667,10.7514666667,4.59406666667,8.0076
597.51,10.6801333333,49.7413666667,50.3610333333,32.6250333333,13.6089333333,7.40343333333,13.9938666667,28.5910666667,10.7672,4.6074,8.03313333333
597.84,10.6848666667,49.8190333333,50.4289,32.6411,13.6266,7.41796666667,13.9896666667,28.6351333333,10.788,4.6346,8.05666666667
598.18,10.6725333333,49.7634666667,50.4106666667,32.6521666667,13.6143333334,7.38673333333,13.9662,28.622,10.7766,4.62286666667,8.0396
598.52,10.7175333333,49.8865666667,50.5564333333,32.7427,13.6704666667,7.43416666667,14.0022666667,28.7060666667,10.8342666667,4.66893333333,8.09353333333
598.85,10.7278666667,49.9314,50.6240333334,32.7569666667,13.6741333333,7.40476666667,13.9856666667,28.7246,10.85,4.66506666667,8.10486666667
599.19,10.7300666667,49.984,50.6672333333,32.7672666667,13.6335333333,7.4024,13.9671333333,28.7449333333,10.8499333333,4.66213333334,8.11406666667
599.53,10.7462666667,50.0078,50.7150666667,32.7825333333,13.6274,7.40393333333,13.9704666667,28.7616666667,10.8601333333,4.67433333333,8.12366666667
599.86,10.6910666667,49.8833,50.5944,32.7327,13.5377333333,7.33306666667,13.9010666667,28.7112,10.7964,4.63653333333,8.11453333333
600.20,10.6645333333,49.7641666667,50.5654666667,32.7198666666,13.475,7.32273333333,13.8604,28.676,10.7595333333,4.6166,8.0976
600.53,10.7287333333,49.8225333333,50.6821,32.7870666667,13.5332,7.3935,13.9184,28.7575333333,10.8408,4.69626666667,8.15753333333
600.87,10.8216666667,49.8931666667,50.7956,32.9317,13.661,7.52716666667,14.0202666667,28.9335333333,10.9763333333,4.83,8.28233333333
601.21,10.8705333333,49.9522333333,50.8494333333,33.0114666667,13.6861333333,7.55816666667,14.0836,29.0281333333,11.0344666667,4.87373333333,8.32273333333
601.54,10.8523333333,49.9159,50.7902333333,33.0028666667,13.6434,7.523,14.0220666667,29.0272,11.0078666667,4.81813333333,8.28753333333
601.88,10.8807333333,49.9932666667,50.8210333333,33.0389666667,13.6611333333,7.54546666667,14.0154666667,29.0906666667,11.0338666667,4.84273333333,8.30713333333
602.21,10.8362666667,49.9242666667,50.7979,33.0384666667,13.5807333333,7.50883333333,13.9806666667,29.0980666666,11.0103333333,4.82,8.29066666667
602.55,10.8395333333,49.9578666667,50.8469333333,33.0744666667,13.5869333333,7.5695,13.9838666667,29.1582,11.032,4.83126666667,8.33886666666
602.88,10.8928,50.0537,50.9915,33.1752,13.6454,7.5955,14.0287333333,29.211,11.0582666667,4.87453333333,8.36853333333
603.22,10.899,50.0419333333,50.9695333333,33.1901,13.6388,7.62413333333,14.0354,29.2480666667,11.0642666667,4.90426666667,8.37493333334
603.56,10.9432666667,50.1391333333,51.0534333333,33.2586666667,13.6916666667,7.68633333333,14.0749333333,29.3064666667,11.1216666667,4.95226666666,8.4028
