wavelength,Back_ThrCypm,Belly_ThrCypm,Breast_ThrCypm,Crissum_ThrCypm,Crown_ThrCypm,DorTail_ThrCypm,Patch10_ThrCypm,Patch11_ThrCypm,Rump_ThrCypm,Throat_ThrCypm,WingTip_ThrCypm
366.02,13.044,30.908,26.6394,16.2908666667,16.5347333333,13.3192666666,20.6080666667,37.5808,16.0854,25.6699333333,8.03159999999
366.38,13.1554666667,31.0572666667,26.7624,16.4648666667,16.6996666667,13.3546,20.6416,37.5531333333,16.1506,25.794,8.08033333334
366.75,13.2506666667,31.1328,26.8848,16.5647333333,16.8094666667,13.473,20.6577333333,37.4661333333,16.2272,25.9008,8.15140000001
367.11,13.2954,31.1363333333,26.9400666666,16.5716666667,16.8658,13.4620666667,20.6768666667,37.3967333333,16.3062666667,25.9816,8.24093333333
367.47,13.4298666667,31.3870666667,27.0661333333,16.6548,17.0040666667,13.5016,20.7364,37.4416666667,16.4197333333,26.1993333333,8.26480000001
367.84,13.4698666667,31.4870666667,27.1613333333,16.8278,17.0843333333,13.5643333333,20.7911333333,37.3388666666,16.4871333333,26.3341333333,8.40833333333
368.20,13.575,31.6579333334,27.2866,16.9782666667,17.2200666667,13.6346,20.7736,37.3962666667,16.5682666667,26.4831333333,8.51206666666
368.56,13.5172666667,31.6932666667,27.2318666667,16.8822666667,17.1030666667,13.5397333333,20.6396,37.15,16.4878,26.4295333333,8.44066666667
368.93,13.5259333333,31.6937333333,27.218,16.9224666667,17.116,13.5717333333,20.6084666666,37.1079333333,16.4608,26.4852,8.39800000001
369.29,13.428,31.6506,27.1588666667,16.8934666667,17.0830666667,13.5361333333,20.5545333333,36.9037333333,16.3541333333,26.4972666667,8.33133333334
369.65,13.6054,31.8947333333,27.2778666667,17.0769333333,17.2648666667,13.6384666667,20.7334,36.9426,16.4694666667,26.6687333333,8.4534
370.01,13.5288,31.8196,27.2300666667,17.0262,17.1739333333,13.6268666667,20.5793333333,36.7683333333,16.4808,26.7004,8.3578
370.38,13.4903333333,31.8210666667,27.255,16.9202666667,17.1202,13.6531333333,20.4746666667,36.6434666667,16.4464666667,26.7422666667,8.391
370.74,13.4539333333,31.7830666667,27.2410666667,16.7982666667,17.0394666667,13.5684666667,20.3762,36.4736666667,16.4018,26.7899333333,8.3374
371.10,13.4348666667,31.8842,27.2882,16.8908666667,17.1152666667,13.5894,20.3876,36.4878666667,16.3592666667,26.9189333333,8.28113333333
371.46,13.463,31.8344666667,27.2922,16.9612,17.0851333333,13.6804,20.4032666667,36.3386666667,16.3509333333,26.8754,8.41640000001
371.83,13.5157333333,31.8157333333,27.3758,17.1096666667,17.1484,13.7881333333,20.4397333333,36.2832,16.4204,26.9427333333,8.47246666667
372.19,13.4886666667,31.7750666667,27.3582666667,17.0056666667,17.0548,13.7482,20.447,36.0404,16.2983333333,26.9509333333,8.36606666667
372.55,13.6578,31.8890666666,27.5244,17.2175333333,17.2429333333,13.9507333333,20.5565333333,36.2182,16.4620666667,27.1236,8.5276
372.92,13.6522,31.9572666667,27.5136666667,17.2655333333,17.2636,13.8866666667,20.5272,36.1406666667,16.4325333333,27.1248,8.54593333333
373.28,13.7372,32.0106,27.509,17.3188,17.2916666667,13.8868666667,20.5029333333,36.1510666667,16.4604666667,27.221,8.57106666667
373.64,13.7058,31.9677333333,27.475,17.3318,17.3075333333,13.8889333333,20.4077333333,36.0796666667,16.4596666667,27.2835333333,8.67713333333
374.00,13.7162666667,32.016,27.52,17.3892666667,17.3138666667,13.883,20.4695333333,36.0498666667,16.4346,27.3478666667,8.70473333333
374.37,13.7984,32.1659333333,27.6103333333,17.5034,17.4093333333,13.9819333333,20.5827333333,36.1112,16.5122666667,27.5317333333,8.71566666667
374.73,13.6843333333,32.1514666667,27.5049333333,17.4945333333,17.3844,13.8341333333,20.4637333333,36.0183333333,16.345,27.4761333333,8.5866
375.09,13.6117333333,32.1418666667,27.4742666667,17.476,17.2597333333,13.7846,20.3608666667,35.9557333334,16.3076,27.4512666667,8.51866666667
375.45,13.5806666667,32.1282,27.5044,17.4750666667,17.2504,13.7548666667,20.2847333333,35.8644,16.2465333333,27.5660666667,8.4446
375.81,13.451,32.0540666666,27.317,17.2820666667,17.1277333333,13.6274,20.1559333333,35.7052,16.1092666667,27.4950666667,8.38326666667
376.18,13.4086666667,32.1011333333,27.2992,17.3676666667,17.109,13.5436,20.0695333333,35.7559333333,16.1230666667,27.5304,8.36226666667
376.54,13.1385333333,31.8907333333,27.0127333333,17.0788666667,16.8807333333,13.2931333333,19.8175333333,35.375,15.9011333333,27.3332,8.11513333334
376.90,13.0820666667,31.7984,26.9891333333,17.011,16.8048666667,13.2646,19.7244,35.2199333333,15.8834,27.3182,8.05126666667
377.26,13.0097333333,31.7728666667,26.9768666667,16.9708666667,16.7668,13.2162,19.6906,35.1073333334,15.8426,27.2344666667,8.0094
377.63,12.9588666667,31.8024666666,26.9764,16.9580666667,16.6974,13.1446,19.6555333333,35.0639333333,15.8159333333,27.2597333333,7.91320000001
377.99,12.9765333333,31.7919333333,26.9788666667,16.9576,16.6838666667,13.1118666667,19.6040666667,34.9795333333,15.7951333333,27.3012666666,7.888
378.35,12.9714,31.6971333333,26.9122666667,17.0406666667,16.6546666667,13.0372,19.5590666666,34.8904666667,15.7671333333,27.2666,7.89526666667
378.71,12.9309333333,31.6571333333,26.8370666667,17.0304666667,16.5852,13.0553333333,19.5094,34.7600666667,15.7622,27.2709333333,7.89233333333
379.07,12.7546,31.3919333333,26.6138666667,16.8134666667,16.4076666667,12.8048666667,19.2762666667,34.4291333333,15.5651333333,27.138,7.70593333334
379.44,12.6417333333,31.3642,26.4666,16.6906666667,16.2952,12.6474666667,19.1882666667,34.3886666667,15.462,27.0904,7.5806
379.80,12.5982,31.3637333334,26.4748,16.693,16.2778666667,12.6182,19.0928,34.3082666666,15.4620666667,27.0504666667,7.47013333333
380.16,12.5696,31.2974666667,26.5388666667,16.642,16.2158666667,12.6213333333,19.03,34.2598666667,15.4216,27.0561333333,7.45933333333
380.52,12.7000666667,31.4016666667,26.5979333333,16.7502,16.3142,12.6841333333,19.0718,34.275,15.5235333334,27.1760666667,7.56973333333
380.88,12.7131333333,31.4636,26.5848666667,16.7575333333,16.3896,12.6635333333,19.0951333333,34.2832,15.4966,27.2688666666,7.555
381.24,12.7567333333,31.5000666667,26.5537333333,16.7802,16.3827333334,12.6498,19.0012,34.3163333333,15.5417333333,27.3636,7.5286
381.61,12.6190666667,31.3361333333,26.3533333333,16.5746,16.2128,12.4592,18.7412666667,34.1171333333,15.3222666667,27.2332,7.32726666667
381.97,12.5367333333,31.2706,26.1746666667,16.5176666666,16.1205333333,12.3955333333,18.6448666667,34.0034,15.2868666667,27.1608666667,7.31266666667
382.33,12.4042,31.2526666667,26.0938,16.3581333333,16.0033333333,12.3172666667,18.4936,33.9363333333,15.2074,27.1205333333,7.18966666667
382.69,12.2961333333,31.1488666667,25.988,16.2622666667,15.8981333333,12.1581333333,18.3318666667,33.8446666667,15.1048666667,27.0302666667,7.0696
383.05,12.3708,31.2243333333,26.0324,16.3062,15.9633333333,12.2077333333,18.3206,33.9453333333,15.1251333333,27.0803333333,7.133
383.41,12.4815333333,31.2161333333,26.0750666667,16.4538,16.0093333333,12.2924666667,18.3409333333,33.9194666667,15.2231333333,27.1187333333,7.29506666667
383.77,12.4616,31.1511333333,26.008,16.4638,15.9394,12.2616666667,18.2858666667,33.8269333333,15.1935333334,27.1247333333,7.29573333333
384.14,12.3456,30.9887333333,25.7898666667,16.3668,15.8685333333,12.1674666667,18.1544,33.5862,15.0738,26.9975333333,7.18233333333
384.50,12.3014,30.8928666667,25.7188666667,16.3514666667,15.8016666667,12.1286,18.0958666666,33.5402666667,15.0128666667,26.9636,7.11886666667
384.86,12.2133333333,30.8659333333,25.6231333333,16.3153333333,15.6622666667,12.0789333333,17.9666666667,33.4282,14.9826,26.896,7.07893333333
385.22,12.0558,30.7536666667,25.5554,16.2484666667,15.5642666666,11.9954,17.9108666667,33.2938,14.8917333333,26.8341333333,6.99666666667
385.58,12.0907333333,30.8158666667,25.5911333333,16.3412,15.6152,12.094,17.9617333333,33.3328,14.969,26.911,7.03986666667
385.94,11.9446,30.7078,25.5260666667,16.2504666667,15.5341333333,11.9439333333,17.803,33.2788,14.8356666667,26.8304666667,6.8694
386.30,11.8671333333,30.5633333333,25.337,16.1544,15.4605333333,11.8257333333,17.6304,33.0798,14.7288666667,26.7404,6.80066666667
386.66,11.9108666667,30.6,25.3642666667,16.1972,15.4564666667,11.8588666667,17.6336,33.0662,14.7183333333,26.8026666667,6.83646666667
387.03,11.9986666667,30.6846666667,25.4344,16.3072666667,15.5258,11.9476,17.6985333333,33.0816666666,14.8215333333,26.897,6.9414
387.39,11.8456666667,30.5756666667,25.283,16.1700666667,15.4374,11.8306666666,17.5343333333,32.9096,14.7054666667,26.7906666667,6.83713333333
387.75,11.7564666667,30.4872666667,25.1662,16.0245333333,15.3394666667,11.7016666667,17.4064,32.8516666667,14.6168666667,26.7256666667,6.7316
388.11,11.7972,30.5576666667,25.2463333333,16.0878666667,15.3543333333,11.7452,17.4532,32.9290666667,14.6824666667,26.8528666667,6.76546666667
388.47,11.7663333333,30.5934666667,25.2461333333,16.0926,15.3684,11.6776666667,17.3942666667,32.9223333333,14.6496666667,26.8876,6.73646666667
388.83,11.8172,30.5634,25.234,16.1963333333,15.4307333333,11.6900666667,17.3736,32.8944,14.6896,26.8991333333,6.783
389.19,11.8049333333,30.4996666667,25.1191333333,16.1838666667,15.3765333333,11.6200666667,17.2954666667,32.7988666666,14.6362,26.8423333333,6.78333333334
389.55,11.7188666667,30.389,24.9866666667,16.1154666667,15.2746,11.525,17.2282,32.6686,14.5716,26.7488,6.75666666667
389.91,11.7134666667,30.3510666667,24.9242666667,16.1133333333,15.2392,11.5207333333,17.2104666667,32.5731333333,14.5276666667,26.7069333333,6.789
390.27,11.7441333333,30.3846,24.951,16.1974666667,15.2632666667,11.5216,17.2020666667,32.6254,14.5383333333,26.7595333333,6.82293333333
390.63,11.6668666667,30.3290666666,24.8830666667,16.1553333333,15.2354,11.4851333333,17.1354666667,32.5757333333,14.5312666667,26.695,6.79406666667
391.00,11.5154666666,30.1476,24.6958666667,16.065,15.0729333333,11.3575333333,16.9831333333,32.3794,14.4225333334,26.5708,6.64106666667
391.36,11.5339333333,30.1800666667,24.7029333333,16.1225333333,15.0781333333,11.3595333333,16.9942,32.4119333333,14.4476666667,26.6004666667,6.60726666667
391.72,11.5737333333,30.2241333333,24.7173333333,16.2273333333,15.1421333333,11.3902666666,17.0291333333,32.4263333333,14.4607333333,26.6887333333,6.6578
392.08,11.5313333333,30.1652666667,24.5909333333,16.2116666667,15.0784666667,11.3076,16.9195333333,32.3168666667,14.3859333333,26.5589333333,6.62793333333
392.44,11.4546,30.0934666667,24.5002,16.1937333333,15.0012,11.265,16.8352,32.2148666667,14.3510666667,26.4872,6.598
392.80,11.3195333333,29.9934666667,24.3995333333,16.0622,14.8485333333,11.1521333333,16.7147333333,32.1170666667,14.2371333333,26.4234,6.47253333333
393.16,11.3397333333,29.9959333333,24.4341333333,16.1166,14.8742666667,11.1930666667,16.6863333333,32.1334,14.2439333333,26.4574,6.4766
393.52,11.3624666667,29.9484,24.4614666667,16.1443333333,14.8565333333,11.1872666667,16.6378666667,32.1178,14.2370666667,26.4741333333,6.43626666667
393.88,11.4233333334,30.002,24.4967333333,16.2344666667,14.8811333333,11.2659333333,16.6434,32.1436,14.3169333333,26.5774,6.50326666667
394.24,11.4151333333,29.988,24.5054666667,16.2456,14.8362666667,11.2623333333,16.6317333333,32.1125333333,14.3116666667,26.61,6.4838
394.60,11.4552666667,30.0532666666,24.5389333333,16.3352,14.8522,11.2758666667,16.6353333333,32.1014,14.3582,26.6650666667,6.5242
394.96,11.4909333333,30.1042666667,24.5502666666,16.3782666667,14.9078666667,11.3242666666,16.6130666667,32.1438,14.3924,26.7223333333,6.5932
395.32,11.3586666667,29.9481333333,24.368,16.2506,14.779,11.2028,16.4185333333,31.9855333333,14.2499333334,26.6266666667,6.4578
395.68,11.3146666667,29.9025333333,24.2978,16.2478666667,14.6865333333,11.1464,16.3531333333,31.924,14.2031333333,26.5723333333,6.42386666667
396.04,11.2078,29.8309333333,24.2079333333,16.1505333333,14.5968,11.0480666667,16.2576,31.8718666667,14.1008666667,26.5428,6.33106666667
396.40,11.2230666667,29.8363333333,24.2285333333,16.1628,14.5597333333,11.0818666667,16.2259333333,31.9038666667,14.065,26.5688666667,6.3462
396.76,11.3208,29.9560666667,24.2864,16.3284,14.6352666667,11.1951333333,16.3216,31.9978666667,14.1466666667,26.6976,6.46293333333
397.12,11.2614666667,29.9771333333,24.2394666667,16.2746666667,14.587,11.1394666667,16.2751333333,31.9572,14.1108,26.6954,6.4368
397.48,11.1368666667,29.9678,24.128,16.2346,14.4938666667,11.0693333334,16.1519333333,31.8715333333,14.0408666667,26.6229333333,6.41986666667
397.84,11.0887333333,29.9832,24.1404666667,16.1995333333,14.4867333333,11.0031333333,16.1068666667,31.8782666667,13.987,26.589,6.37606666667
398.20,11.0813333333,29.9845333333,24.1329333333,16.2276,14.4972666667,11.0373333333,16.0921333334,31.8384666667,13.9846,26.5538,6.43366666667
398.56,11.0827333334,29.9076,24.0534,16.1851333333,14.4206,11.0101333333,16.0081333333,31.8122666667,13.9173333333,26.4914,6.37706666667
398.92,11.0495333333,29.8899333333,24.0215333333,16.1716666667,14.3331333333,10.9330666667,15.9612666667,31.7568,13.8507333334,26.4614666667,6.30226666667
399.28,11.1766,30.0078666667,24.1554666667,16.3033333333,14.41,11.0133333334,16.0258,31.8683333334,13.9248,26.5694666667,6.45246666667
399.64,11.1198,29.9775333333,24.1136666667,16.2357333333,14.2925333333,10.957,15.8904666667,31.7970666667,13.8632,26.5220666667,6.37346666667
400.00,11.2508,30.1294666667,24.2096666667,16.3724666667,14.378,11.0809333333,15.9421333333,31.9074666667,13.9988666667,26.6694,6.5082
400.36,11.2411333333,30.1348,24.1394,16.3556,14.3347333333,11.0378666667,15.8762,31.8794666667,13.9824,26.6564,6.47013333333
400.72,11.2192,30.1088666667,24.0954666667,16.3291333333,14.3152666667,11.0010666667,15.7665333333,31.8774666667,13.9245333333,26.6242,6.45153333334
401.08,11.1987333333,30.0972,24.0136666667,16.2821333333,14.246,10.9372666667,15.6613333333,31.8515333333,13.8537333333,26.5636,6.3702
401.44,11.2761333333,30.1433333333,24.0233333333,16.329,14.284,10.9678,15.6532666667,31.8856666667,13.8711333333,26.602,6.4044
401.80,11.2512666667,30.0594,23.8917333333,16.29,14.2137333333,10.9190666667,15.567,31.7839333333,13.8074666667,26.5818666667,6.37146666667
402.16,11.1896666667,30.0259333333,23.8370666666,16.2352666667,14.1325333333,10.853,15.4784666667,31.7762666666,13.7592,26.5718,6.29186666667
402.52,11.1537333333,30.0582,23.8284666667,16.2483333333,14.1324666667,10.8442666667,15.4526666667,31.8004666666,13.7413333333,26.6130666667,6.325
402.88,11.1364,30.0644666667,23.8142,16.2328,14.0881333333,10.8376666667,15.4021333333,31.8432,13.7472,26.5897333333,6.33666666667
403.24,11.0434,30.0022,23.7434,16.1754,13.9988,10.7985333333,15.3369333333,31.7772,13.675,26.5146,6.27026666667
403.60,11.1260666667,30.0575333333,23.794,16.2651333334,14.1456666667,10.9140666667,15.4548,31.8621333333,13.7436666667,26.6144666666,6.41953333333
403.95,11.1254666666,30.0474,23.8172666667,16.3126666667,14.1717333333,10.9253333333,15.4728666667,31.8648666667,13.7384,26.6034,6.4352
404.31,11.1376666667,30.0516666666,23.851,16.3332,14.185,10.9662666667,15.4739333333,31.8871333333,13.7148,26.6408,6.47533333333
404.67,11.1394,30.0388666667,23.8382666667,16.3288666667,14.1789333333,10.981,15.4368666667,31.8614,13.7285333333,26.6407333333,6.4724
405.03,11.1068,29.9772,23.8338,16.3276,14.1436666667,10.9779333333,15.393,31.8764666666,13.7123333333,26.671,6.4888
405.39,11.1889333333,30.0953333333,23.9643333333,16.4366666667,14.2363333333,11.0727333333,15.4956,32.0426666667,13.812,26.8066666667,6.59326666667
405.75,11.2608666667,30.1929333333,24.0572666667,16.5334,14.3182,11.1476666667,15.5357333333,32.1865333333,13.8954,26.884,6.6736
406.11,11.2844,30.2013333333,24.0175333333,16.5536666667,14.3420666667,11.1672,15.521,32.2312,13.8917333334,26.8968,6.71806666667
406.47,11.3862,30.2908,24.1109333333,16.6399333333,14.4064666667,11.2488,15.5743333333,32.3188666667,13.9703333333,27.0118,6.78266666667
406.83,11.4651333333,30.345,24.1946,16.7242,14.49,11.3082,15.6164666667,32.4086666667,13.9961333333,27.0945333333,6.86533333333
407.19,11.4720666667,30.3986666667,24.1810666667,16.7612,14.4992666667,11.3402,15.6176,32.4708,14.015,27.1357333333,6.88573333333
407.55,11.4686666667,30.4533333333,24.1804666667,16.7664,14.4576666667,11.3262,15.5496,32.5318666667,14.0129333333,27.1472666667,6.86273333333
407.90,11.502,30.4883333333,24.1969333334,16.7969333333,14.4487333333,11.3708666667,15.5374,32.6195333333,14.0329333333,27.2224,6.9354
408.26,11.511,30.5357333333,24.2014,16.8399333333,14.4737333333,11.3786,15.5406,32.6722,14.0599333333,27.2570666667,6.96826666667
408.62,11.5461333333,30.5725333333,24.259,16.8697333333,14.4834666667,11.3872666667,15.5852666667,32.7521333333,14.0637333333,27.2996666667,7.01206666667
408.98,11.6199333333,30.6915333333,24.3318666667,16.9872,14.5431333333,11.4245333333,15.6565333333,32.8196,14.115,27.37,7.098
409.34,11.5576666667,30.6481333334,24.2342666667,16.9598666667,14.4707333333,11.3741333333,15.541,32.7554,14.0348666666,27.316,7.05193333333
409.70,11.5828,30.6788666667,24.2642666667,17.031,14.4655333333,11.4004,15.5643333333,32.8008,14.0594,27.3733333333,7.09873333334
410.06,11.64,30.7770666667,24.369,17.1,14.4851333334,11.4258666667,15.6058,32.8994666667,14.1162,27.4451333333,7.1422
410.42,11.6096,30.7765333333,24.3020666667,17.1112666667,14.4556,11.4002666667,15.5409333333,32.9309333333,14.0878666667,27.4116666667,7.14246666667
410.77,11.5476,30.7777333333,24.2372,17.1049333333,14.3952,11.3658,15.4844,32.8948666667,14.0260666667,27.3884666667,7.09433333333
411.13,11.5838666667,30.7847333333,24.2678,17.1136666666,14.3740666667,11.3472666667,15.4488666667,32.9351333333,14.0138666666,27.4172666667,7.11946666667
411.49,11.5866,30.7942,24.2875333333,17.1582,14.3714,11.3402,15.4333333333,32.9601333333,13.9905333334,27.4428,7.1318
411.85,11.4829333334,30.7477333333,24.1807333333,17.0923333333,14.2702666667,11.2136,15.287,32.8749333333,13.864,27.3734666667,7.0176
412.21,11.4062,30.6738,24.1175333333,17.0408666667,14.1512,11.1227333333,15.1589333333,32.8367333333,13.7870666667,27.3022666666,6.9088
412.57,11.3926666667,30.6994666667,24.0992666667,17.0699333333,14.1331333333,11.1024666667,15.1094666666,32.8775333333,13.7486666667,27.3436666667,6.91426666667
412.92,11.4795333333,30.7944,24.1519333333,17.1356,14.1745333333,11.2234,15.1496,32.985,13.7873333333,27.4148,7.0082
413.28,11.5102,30.8362666667,24.1802666667,17.1712666667,14.1689333333,11.2370666667,15.1736666667,33.0512666667,13.7896,27.4474666667,7.02986666667
413.64,11.4244,30.7615333333,24.0785333333,17.0715333334,14.0511333333,11.143,15.0344,32.9773333334,13.6928666667,27.3594,6.95826666667
414.00,11.4137333333,30.776,24.051,17.0866666667,14.0412,11.1510666667,14.9974,32.9808666667,13.681,27.3708,6.9972
414.36,11.3537333333,30.7376,24.0375333333,17.056,13.9896,11.0943333333,14.9601333333,32.977,13.6348,27.3228666667,6.9686
414.72,11.3442666667,30.7253333333,24.0228666667,17.0185333333,13.9510666667,11.0978,14.9304,33.0197333334,13.6222666667,27.2968,6.97126666667
415.07,11.3451333333,30.774,23.9942666666,17.0556,13.927,11.1009333333,14.9562,33.0968666667,13.6356,27.2974,6.9798
415.43,11.2752,30.6976,23.9028666667,16.9734666667,13.8092,11.03,14.8688,33.0522666667,13.5723333333,27.2106,6.92486666667
415.79,11.3294666667,30.7424666667,23.9465333333,17.0274666667,13.8234666667,11.1113333333,14.9284666667,33.1794,13.6316666666,27.2404666667,6.97886666667
416.15,11.375,30.7946,23.9391333333,17.0719333333,13.8417333333,11.1609333333,14.9681333333,33.2514666667,13.6794,27.28,7.0454
416.51,11.3754,30.8142,23.9185333333,17.0749333333,13.8194,11.1806666667,14.9447333333,33.3124,13.7238666667,27.2654,7.06426666667
416.86,11.2822666667,30.7476,23.8446,17.0371333333,13.7332,11.1147333333,14.8716,33.3197333333,13.6829333334,27.1898,6.99506666667
417.22,11.1844666667,30.703,23.7818,16.9704,13.6149333333,11.0364,14.7862,33.31,13.6135333333,27.1160666666,6.93406666667
417.58,11.1796666667,30.7516666667,23.7768,16.9933333333,13.6046666667,11.0748,14.8084666667,33.3907333333,13.6349333333,27.1311333334,6.973
417.94,11.1307333333,30.7421333333,23.7316666667,16.9804666667,13.5572,11.0428666667,14.8042,33.4326666667,13.5961333333,27.1294,6.93466666667
418.29,11.0738,30.6967333333,23.6571333333,16.9227333333,13.4716666667,10.9912666667,14.7485333333,33.4418666667,13.5236666667,27.0747333333,6.90486666667
418.65,11.0055333333,30.6860666666,23.5972666667,16.8816666667,13.3946666667,10.9297333333,14.6833333334,33.4506666667,13.4917333333,27.0426666667,6.86813333333
419.01,10.9456666667,30.6354,23.564,16.8263333333,13.3486,10.8850666667,14.6208,33.4519333333,13.4476,27.0180666667,6.8658
419.37,10.9044666667,30.6278,23.5356666667,16.8104,13.3254666667,10.8753333333,14.595,33.4670666667,13.4477333333,26.9828666667,6.87093333333
419.73,10.8362,30.5522666667,23.4692666667,16.7362666667,13.2540666667,10.8022666667,14.5278,33.4111333333,13.3939333333,26.902,6.83606666666
420.08,10.7750666667,30.5276,23.4447333333,16.693,13.1816,10.7576666666,14.4872666667,33.4281333333,13.3471333333,26.8719333333,6.81866666667
420.44,10.7112666667,30.4949333333,23.399,16.6483333333,13.1138,10.7014,14.4502666667,33.426,13.2832,26.8238666667,6.77753333334
420.80,10.6719333333,30.4965333333,23.3640666667,16.6175333333,13.062,10.6603333333,14.4099333333,33.4260666667,13.2441333333,26.7988666667,6.75953333333
421.16,10.6458666667,30.4512666667,23.3112666667,16.5887333333,13.0426,10.6393333333,14.3775333333,33.4271333333,13.2343333333,26.7733333333,6.75113333333
421.51,10.6164666667,30.4442,23.2926666667,16.5718666667,13.0113333333,10.5915333333,14.3486666667,33.4520666667,13.2077333333,26.7657333333,6.7244
421.87,10.5412666667,30.4060666667,23.2148666667,16.5118666667,12.9152,10.5132,14.2477333333,33.4402666667,13.1418,26.6874,6.6686
422.23,10.5366,30.4392666667,23.2252666667,16.5296666667,12.9044666667,10.5196,14.2516,33.4872666667,13.1552666667,26.7101333333,6.6778
422.58,10.5443333334,30.4550666667,23.2248,16.5482,12.9050666667,10.5326,14.2678,33.5426,13.1522,26.7212,6.68993333333
422.94,10.5213333333,30.4602666666,23.1998,16.5504,12.8685333333,10.52,14.2395333333,33.5636666667,13.1455333333,26.7079333333,6.66386666667
423.30,10.5388666667,30.4948666667,23.2003333333,16.578,12.8660666667,10.5260666667,14.2483333333,33.6204666667,13.1646,26.7271333333,6.68786666667
423.66,10.5470666667,30.5396666667,23.1984,16.5986,12.8527333333,10.528,14.2464,33.6946666667,13.1782,26.7486,6.6836
424.01,10.5634,30.5624666667,23.1991333333,16.6280666667,12.8703333333,10.542,14.2524,33.7280666667,13.1951333333,26.7404,6.69526666667
424.37,10.5757333333,30.6122,23.2204,16.6529333333,12.8754666667,10.5394,14.2637333333,33.7836,13.2142,26.7500666667,6.70833333333
424.73,10.6064666667,30.6422,23.2319333334,16.6848,12.8974,10.5686,14.2902,33.8428,13.2454666666,26.7759333333,6.74073333334
425.08,10.6555333333,30.7340666667,23.3138,16.7564666667,12.9471333333,10.6153333333,14.3419333334,33.953,13.2964,26.8380666667,6.8088
425.44,10.6291333333,30.711,23.2769333333,16.7556666667,12.9072,10.6004,14.3170666667,33.9649333333,13.2778,26.806,6.79273333333
425.80,10.6643333333,30.7267333333,23.3,16.7817333333,12.9285333333,10.6402666667,14.3523333333,33.9986,13.315,26.8027333334,6.83186666667
426.16,10.6554666667,30.7180666667,23.2776,16.7744666667,12.9138,10.627,14.3304666667,34.0178666667,13.3142666666,26.7924,6.80993333333
426.51,10.6412666667,30.7021333333,23.2533333333,16.7791333333,12.8970666667,10.6093333333,14.2882666667,34.0255333333,13.2978666666,26.784,6.80906666667
426.87,10.662,30.7829333333,23.2911333333,16.8159333333,12.9197333334,10.6052,14.314,34.1102,13.3140666667,26.8137333333,6.82313333333
427.23,10.6317333333,30.8035333333,23.2858666667,16.8234,12.8779333333,10.5834,14.3077333334,34.158,13.2798666667,26.8248666667,6.78833333333
427.58,10.6214666667,30.8168666667,23.2683333333,16.8382666667,12.8583333333,10.571,14.2999333333,34.1854,13.2856,26.8180666667,6.80293333333
427.94,10.5812666667,30.8381333333,23.2420666666,16.8470666667,12.8093333334,10.5284,14.2771333333,34.2555333333,13.2537333333,26.8100666667,6.77806666667
428.30,10.5774,30.8417333333,23.2247333333,16.8660666667,12.7827333333,10.5430666667,14.2586666667,34.2998666667,13.2594,26.7924,6.78973333333
428.65,10.4881333333,30.8063333333,23.1715333333,16.8076,12.6988,10.4532666667,14.1538666667,34.2891333333,13.2046666667,26.7173333333,6.70233333333
429.01,10.4633333333,30.8208666667,23.0940666667,16.7926666667,12.6404,10.4286,14.1262666666,34.3088,13.1849333333,26.6799333333,6.651
429.37,10.4860666667,30.8868,23.1314666667,16.8093333333,12.6468,10.4308,14.1204,34.3781333333,13.2042,26.6851333333,6.6522
429.72,10.5058666667,30.957,23.1656,16.8622666667,12.6661333333,10.4539333333,14.1356,34.4891333333,13.2407333333,26.7320666667,6.67546666667
430.08,10.5096666667,31.0238,23.1898666667,16.9016666667,12.6501333333,10.4552666667,14.1414666667,34.5903333334,13.2583333333,26.7227333333,6.70133333333
430.44,10.5157333333,31.0662,23.1972666667,16.8965333334,12.6192,10.4372666667,14.1536666667,34.6699333333,13.2919333333,26.6714,6.6982
430.79,10.5792,31.1278,23.2544666667,16.9715333333,12.6685333333,10.5164666667,14.1974,34.7672666666,13.3720666667,26.7119333333,6.77646666667
431.15,10.6234666667,31.1891333333,23.2866,17.0066666667,12.6795333333,10.5401333333,14.2208,34.8705333333,13.4194666667,26.7214666667,6.79993333333
431.50,10.6137333333,31.2320666667,23.3141333333,17.0154,12.6562,10.5264666667,14.2214,34.9514666667,13.4186666667,26.7318666667,6.7978
431.86,10.6148666667,31.2562,23.3156666667,17.01,12.6336,10.5205333333,14.2110666667,35.0128,13.4461333333,26.7208,6.77773333333
432.22,10.5516666667,31.1982666667,23.262,16.9623333333,12.5718666667,10.4407333333,14.1671333333,35.0274,13.4086666666,26.673,6.70593333333
432.57,10.5950666667,31.2409333333,23.2772666667,17.0037333333,12.5850666667,10.481,14.2213333333,35.1056,13.4395333333,26.7054666667,6.74506666667
432.93,10.5318666667,31.1831333333,23.2260666667,16.9320666667,12.5098,10.4025333333,14.1552666667,35.1138,13.3886,26.6372666667,6.69206666667
433.29,10.4990666667,31.1771333333,23.1884666667,16.9029333333,12.4667333333,10.3579333333,14.1459333333,35.1639333333,13.3612,26.6150666667,6.66206666667
433.64,10.5088666667,31.2054,23.187,16.9074,12.4658666667,10.337,14.1547333333,35.2265333333,13.361,26.5960666667,6.64993333333
434.00,10.5114,31.2362666667,23.1818666667,16.9126666667,12.4590666667,10.3135333333,14.1380666667,35.2844,13.358,26.596,6.61886666667
