wavelength,Back_ConSpam,Belly_ConSpam,Breast_ConSpam,Crissum_ConSpam,Crown_ConSpam,DorTail_ConSpam,Patch10_ConSpam,Patch11_ConSpam,Patch12_ConSpam,Rump_ConSpam,Throat_ConSpam,WingTip_ConSpam
531.42,7.73677777778,56.4721111111,46.0677777778,44.4301,5.03144444444,5.08944444445,49.8044444444,7.0833888889,31.4406666667,14.3437777778,4.011,5.65122222222
531.77,7.76238888889,56.5357777778,46.1038888889,44.4526388889,5.05577777778,5.12166666667,49.8611111111,7.11280555555,31.4878888889,14.3856666667,4.03755555556,5.69222222222
532.11,7.77600000001,56.5896666667,46.0982222222,44.4812111111,5.07566666667,5.13155555556,49.862,7.12858333335,31.4992222222,14.3831111111,4.04055555555,5.70011111111
532.46,7.77633333333,56.5937777778,46.1013333334,44.4719833333,5.07433333333,5.13288888889,49.8731111111,7.13786111111,31.4994444444,14.3778888889,4.04144444444,5.71266666667
532.80,7.78566666667,56.6117777778,46.125,44.5015388889,5.08722222222,5.12933333333,49.9233333334,7.15291666668,31.519,14.398,4.05422222222,5.71455555556
533.15,7.79750000001,56.6638888889,46.1596666667,44.5236444444,5.08566666667,5.13111111111,49.9624444444,7.16130555557,31.5504444444,14.4101111111,4.05677777778,5.74933333333
533.49,7.79777777778,56.7144444444,46.1802222222,44.5473611111,5.08355555556,5.125,49.9951111111,7.17583333333,31.5702222222,14.4211111111,4.06277777778,5.74933333333
533.84,7.79894444444,56.7215555556,46.1632222222,44.5323611111,5.09233333333,5.13666666667,49.9675555556,7.17341666668,31.568,14.4236666667,4.06011111111,5.75488888889
534.18,7.81444444446,56.7972222222,46.2238888889,44.6116277778,5.118,5.16177777778,50.0043333334,7.18961111111,31.6356666667,14.4502222222,4.08333333333,5.779
534.52,7.81533333333,56.8326666667,46.2377777778,44.6447777778,5.13711111111,5.17755555555,50.029,7.20419444443,31.6691111111,14.4741111111,4.10488888889,5.78266666667
534.87,7.83299999999,56.848,46.2592222222,44.6831722222,5.14944444444,5.20211111111,50.0478888889,7.22683333333,31.7013333333,14.4827777778,4.12888888889,5.78044444445
535.21,7.84394444444,56.911,46.3304444445,44.7708277778,5.16922222222,5.21588888889,50.07,7.2463888889,31.7502222222,14.499,4.14288888889,5.80088888889
535.56,7.85333333333,56.9578888889,46.3728888889,44.8192944444,5.16922222222,5.20777777778,50.0725555556,7.25158333334,31.781,14.5006666667,4.14166666667,5.78233333333
535.90,7.87283333334,56.9997777778,46.4302222222,44.8512444444,5.19444444444,5.23266666667,50.0862222222,7.26422222221,31.8325555556,14.5327777778,4.16877777778,5.80688888889
536.25,7.89461111112,57.0504444444,46.4653333333,44.8924166666,5.22,5.26477777778,50.105,7.2918888889,31.8526666667,14.5586666667,4.18411111111,5.81455555556
536.59,7.90572222223,57.1396666667,46.5158888889,44.9325888889,5.23666666667,5.29888888889,50.1368888889,7.31255555556,31.886,14.5875555556,4.20444444444,5.83811111111
536.93,7.92094444443,57.2045555556,46.5504444444,44.9801222222,5.239,5.29866666666,50.1546666667,7.31302777778,31.9337777778,14.6082222222,4.215,5.83544444444
537.28,7.95722222223,57.2446666667,46.5981111111,45.0290277778,5.25411111111,5.33355555555,50.1507777778,7.33588888889,31.9723333334,14.6273333333,4.23488888889,5.85966666667
537.62,7.98127777779,57.3512222222,46.688,45.1142555556,5.26766666667,5.35244444444,50.2468888889,7.35266666667,32.0346666667,14.6666666666,4.248,5.89444444444
537.97,7.97972222223,57.3274444444,46.6837777778,45.0679611111,5.27122222222,5.34688888889,50.2233333333,7.34599999999,32.0223333333,14.6728888889,4.25466666667,5.89722222222
538.31,7.97772222223,57.3111111111,46.6336666667,45.0053555555,5.24855555556,5.32266666667,50.1827777778,7.32641666667,31.9814444444,14.662,4.23144444444,5.88977777778
538.65,7.96544444446,57.3364444444,46.64,44.9786944445,5.22933333333,5.31722222222,50.2208888889,7.32102777777,32.0103333333,14.6732222222,4.228,5.90011111111
539.00,7.97644444443,57.3392222222,46.6334444444,44.9402388889,5.223,5.31977777778,50.2583333334,7.30863888889,31.9938888889,14.682,4.21988888889,5.90944444444
539.34,7.96766666668,57.3261111111,46.5877777778,44.9048222222,5.21966666667,5.31588888889,50.2616666667,7.29466666668,31.9751111111,14.678,4.20455555556,5.90811111111
539.69,7.94872222223,57.3295555556,46.5763333333,44.86965,5.194,5.28433333333,50.2798888889,7.275,31.9561111111,14.6506666667,4.18888888889,5.90322222222
540.03,7.91333333333,57.294,46.5116666667,44.8169555556,5.17933333333,5.25411111111,50.2654444445,7.24772222223,31.9714444445,14.6254444445,4.17922222222,5.88677777778
540.37,7.89950000001,57.2497777778,46.4401111111,44.7455055556,5.16633333333,5.24488888889,50.2487777778,7.23872222223,31.937,14.5954444444,4.16777777778,5.86444444445
540.72,7.8658888889,57.1713333333,46.355,44.6720388889,5.155,5.24722222222,50.1733333333,7.2321388889,31.8545555556,14.5703333333,4.15322222222,5.837
541.06,7.85099999999,57.161,46.3262222222,44.6194944444,5.15244444444,5.23833333333,50.1702222222,7.21391666668,31.8347777778,14.5651111111,4.14644444445,5.82111111111
541.40,7.84322222223,57.141,46.3033333333,44.59655,5.15288888889,5.23011111111,50.1432222222,7.20869444445,31.812,14.5424444444,4.135,5.80166666667
541.75,7.8425,57.1494444445,46.3085555556,44.6297777778,5.15322222222,5.23222222222,50.1032222222,7.21525000001,31.79,14.5252222222,4.13111111111,5.79255555555
542.09,7.84844444445,57.1805555556,46.33,44.6664055556,5.16922222222,5.24588888889,50.0865555556,7.22125000001,31.8051111111,14.5217777778,4.14033333334,5.78933333333
542.43,7.86783333333,57.1752222222,46.3335555556,44.6752277778,5.17288888889,5.24322222222,50.0328888889,7.21116666668,31.8054444444,14.506,4.13733333333,5.785
542.78,7.8471111111,57.1846666667,46.3403333333,44.6834555556,5.15388888889,5.22133333333,49.9895555556,7.20841666667,31.7856666667,14.4834444445,4.12455555555,5.77055555555
543.12,7.82261111111,57.248,46.3818888889,44.7260333333,5.128,5.20766666667,49.9676666667,7.18202777777,31.7857777778,14.4474444444,4.09755555556,5.75188888889
543.46,7.81911111112,57.2418888889,46.3847777778,44.7528388889,5.13044444444,5.22144444444,49.9028888889,7.18336111112,31.7747777778,14.4486666667,4.09377777778,5.74522222222
543.81,7.82372222221,57.3053333333,46.45,44.8136777778,5.12711111111,5.21233333333,49.9042222222,7.1751388889,31.7814444444,14.447,4.07122222222,5.73311111111
544.15,7.83205555556,57.3512222222,46.5217777778,44.87885,5.14144444444,5.21077777778,49.8917777778,7.16958333333,31.8035555555,14.453,4.07222222222,5.75011111111
544.49,7.88416666667,57.4487777778,46.6424444445,44.9740611111,5.19055555555,5.22555555556,49.9562222222,7.19222222222,31.8838888889,14.4906666667,4.107,5.78855555556
544.84,7.88950000001,57.4832222222,46.6927777778,45.0413166667,5.18877777778,5.236,49.9572222222,7.19833333333,31.9178888889,14.4926666667,4.10433333333,5.79333333333
545.18,7.89449999999,57.5281111111,46.7202222222,45.0560444444,5.193,5.24122222222,49.9742222222,7.20661111111,31.9262222222,14.4946666667,4.125,5.80744444445
545.52,7.89166666667,57.6305555555,46.7557777778,45.0969388889,5.17933333333,5.24622222222,50.0924444445,7.19541666667,31.9752222222,14.5236666667,4.11466666667,5.81311111111
545.87,7.87550000001,57.6847777778,46.8285555555,45.1357722222,5.16777777778,5.23622222222,50.1431111111,7.17552777778,32.0017777778,14.5205555556,4.10666666667,5.81833333333
546.21,7.865,57.8357777778,46.9425555555,45.2418611111,5.16977777778,5.24311111111,50.2547777778,7.18472222222,32.0592222222,14.5565555555,4.10522222222,5.82477777778
546.55,7.92083333332,58.0188888889,47.062,45.3620944444,5.231,5.27966666667,50.3606666667,7.22272222222,32.186,14.6276666667,4.147,5.86377777778
546.90,7.98272222222,58.1118888889,47.1475555556,45.46975,5.28566666667,5.335,50.4436666666,7.29225000001,32.2606666667,14.6988888889,4.20933333333,5.91488888889
547.24,8.0291111111,58.2482222222,47.2297777778,45.5478111111,5.33433333333,5.36522222222,50.5388888889,7.31594444443,32.3364444444,14.7365555555,4.25811111111,5.97044444444
547.58,8.091,58.3524444444,47.2758888889,45.6248777778,5.382,5.429,50.5605555555,7.38475,32.376,14.7921111111,4.331,6.04922222222
547.92,8.10233333332,58.4996666667,47.3323333333,45.7026333333,5.376,5.43111111111,50.6016666667,7.39055555554,32.4246666667,14.822,4.33488888889,6.072
548.27,8.08994444443,58.5937777778,47.3533333333,45.7520333333,5.33511111111,5.40777777778,50.6051111111,7.38866666666,32.4321111111,14.8088888889,4.31788888889,6.05388888889
548.61,8.117,58.6501111111,47.4006666667,45.8173722222,5.35333333333,5.40733333334,50.6344444444,7.3956388889,32.4441111111,14.7944444445,4.31844444445,6.046
548.95,8.11994444443,58.7381111111,47.4538888889,45.9081888889,5.31533333333,5.39744444444,50.6262222222,7.38397222222,32.4925555556,14.8045555556,4.277,6.02211111111
549.29,8.15422222221,58.818,47.5245555556,45.9504222222,5.327,5.39977777778,50.6098888889,7.40708333333,32.5401111111,14.8042222222,4.30077777778,6.03722222222
549.64,8.19722222223,58.936,47.5681111111,46.03605,5.36266666666,5.44222222222,50.6827777778,7.46830555554,32.6222222222,14.8453333333,4.331,6.07255555555
549.98,8.23488888888,58.8577777778,47.5156666667,45.9981166667,5.39711111111,5.47577777778,50.5863333333,7.49602777779,32.6096666667,14.8491111111,4.35733333333,6.10966666667
550.32,8.18233333335,58.7862222222,47.4397777778,45.9523111111,5.34922222222,5.45111111111,50.5435555556,7.46425000001,32.5573333333,14.7864444444,4.321,6.06288888889
550.66,8.13211111111,58.777,47.4215555555,45.8764444444,5.31455555556,5.39488888889,50.5228888889,7.41252777777,32.5653333333,14.7598888889,4.27766666667,6.01733333333
551.01,8.10344444445,58.7868888889,47.4275555555,45.8781277778,5.26266666667,5.36066666667,50.5562222222,7.41805555554,32.5867777778,14.7438888889,4.24566666667,5.99644444444
551.35,8.11044444443,58.8095555556,47.4706666667,45.8895,5.26011111111,5.36433333333,50.6085555555,7.42102777778,32.6056666667,14.7364444444,4.25088888889,6.00233333333
551.69,8.14694444444,58.7766666667,47.4877777778,45.8927,5.30022222222,5.39377777778,50.6214444445,7.46672222223,32.6394444444,14.7404444444,4.28322222222,6.03344444445
552.03,8.13205555557,58.7552222222,47.5185555556,45.8698611111,5.32188888889,5.39422222222,50.6485555556,7.45011111112,32.6556666667,14.7284444444,4.27477777778,6.04611111111
552.38,8.12777777779,58.8424444445,47.5358888889,45.8732777778,5.32122222222,5.40511111111,50.7116666667,7.47241666666,32.722,14.7825555556,4.29433333333,6.09955555556
552.72,8.15227777779,58.906,47.6085555556,45.9037722222,5.39133333333,5.442,50.7937777778,7.51358333334,32.7948888889,14.8303333333,4.36011111111,6.14444444445
553.06,8.12305555557,58.8795555556,47.5575555556,45.9013111111,5.37555555556,5.42433333333,50.8046666667,7.49377777778,32.7768888889,14.8228888889,4.34344444444,6.13577777778
553.40,8.09850000001,58.8614444444,47.5185555556,45.8593166667,5.35122222222,5.40988888889,50.7904444445,7.45011111112,32.7445555556,14.7904444444,4.32233333333,6.10833333333
553.74,8.06716666668,58.926,47.5866666667,45.8986888889,5.32833333333,5.38111111111,50.84,7.40588888889,32.7723333333,14.7801111111,4.29444444444,6.057
554.09,8.09394444445,59.0027777778,47.6627777778,45.9491944444,5.32477777778,5.38866666667,50.8962222222,7.41227777779,32.8055555555,14.7927777778,4.29011111111,6.04977777778
554.43,8.13411111111,58.9901111111,47.6702222222,45.9512777778,5.33155555556,5.39833333333,50.8561111111,7.42511111112,32.7844444445,14.7964444445,4.30944444444,6.04644444444
554.77,8.12200000001,59.0302222222,47.7337777778,45.9574777778,5.31588888889,5.40511111111,50.8555555556,7.37755555557,32.749,14.7938888889,4.30533333333,5.981
555.11,8.10644444444,59.1621111111,47.8025555556,46.0093611111,5.30222222222,5.37044444444,50.9232222222,7.3573611111,32.8288888889,14.7844444444,4.28122222222,5.96188888889
555.45,8.10677777777,59.2686666667,47.8423333333,46.0476888889,5.306,5.37677777778,50.9872222222,7.335,32.8715555556,14.7987777778,4.27077777778,5.95366666667
555.80,8.10822222222,59.2592222222,47.8121111111,46.0797,5.31033333333,5.41411111111,50.9752222222,7.36508333333,32.8744444444,14.8118888889,4.29233333333,5.94644444445
556.14,8.10405555554,59.248,47.7914444445,46.04015,5.31044444444,5.39188888889,50.9203333333,7.35080555557,32.844,14.766,4.27522222222,5.91844444444
556.48,8.09916666668,59.278,47.7728888889,46.0472722222,5.27777777778,5.38911111111,50.9246666667,7.33722222222,32.8234444445,14.7243333333,4.23277777778,5.92111111111
556.82,8.13561111112,59.3567777778,47.8928888889,46.0956666667,5.31144444445,5.42011111111,50.9515555556,7.36527777778,32.8528888889,14.7684444444,4.269,5.94166666667
557.16,8.17194444443,59.4756666667,48.0395555556,46.2012166667,5.32255555556,5.45333333333,51.0204444444,7.41177777778,32.9226666667,14.8141111111,4.29322222222,5.96988888889
557.50,8.20394444443,59.5566666667,48.0996666667,46.2565166667,5.37433333333,5.48622222222,51.072,7.4768888889,32.9637777778,14.8513333333,4.34322222222,6.04111111111
557.85,8.2205,59.5102222222,48.074,46.2717777778,5.40288888889,5.517,51.0344444444,7.48430555556,32.9842222222,14.8658888889,4.39788888889,6.11288888889
558.19,8.14644444446,59.5566666667,48.0974444444,46.2722333333,5.35788888889,5.49022222222,51.0661111111,7.43730555557,32.99,14.8113333333,4.344,6.11111111111
558.53,8.14094444444,59.5385555556,48.0342222222,46.2590444444,5.35922222222,5.48277777778,51.0293333333,7.45863888888,33.01,14.7945555555,4.32911111111,6.14533333333
558.87,8.10566666667,59.4746666667,47.9587777778,46.2269111111,5.34277777778,5.48366666666,50.9585555556,7.41866666666,32.9468888889,14.7814444445,4.306,6.12277777778
559.21,8.04972222223,59.5063333333,47.9422222222,46.2171833333,5.28688888889,5.44244444444,50.9396666667,7.39688888888,32.9316666667,14.7627777778,4.27755555555,6.06155555555
559.55,8.04983333332,59.6588888889,48.0173333334,46.2673,5.305,5.42644444444,51.049,7.36947222222,32.9971111111,14.7741111111,4.24044444445,6.07211111111
559.89,8.0428888889,59.6838888889,48.0295555556,46.2919777778,5.29944444445,5.43633333333,51.0836666667,7.36086111111,33.013,14.7931111111,4.24655555556,6.09911111111
560.23,8.0058888889,59.6976666667,48.0437777778,46.2850111111,5.27433333333,5.41255555555,51.0127777778,7.33224999999,33.0165555556,14.7703333334,4.26133333333,6.09544444444
560.58,7.97111111111,59.6917777778,47.9863333333,46.2580111111,5.25477777778,5.37888888889,50.9653333333,7.31344444444,33.0028888889,14.7076666667,4.23277777778,6.08433333333
560.92,7.90244444443,59.662,47.9312222222,46.2306611111,5.23777777778,5.33744444444,50.9094444444,7.27333333333,32.9624444445,14.6562222222,4.20177777778,6.04033333333
561.26,7.90077777779,59.6416666667,47.8917777778,46.18405,5.22411111111,5.33666666667,50.8842222222,7.26133333333,32.928,14.649,4.189,6.03933333333
561.60,7.89938888889,59.7112222222,47.9483333333,46.2209277778,5.23155555555,5.33633333333,50.9098888889,7.28083333333,32.9577777778,14.6531111111,4.191,6.03033333333
561.94,7.97816666666,59.8031111111,48.009,46.2993166666,5.30333333333,5.38888888889,50.9663333333,7.35411111112,33.0398888889,14.7602222222,4.26066666667,6.07011111111
562.28,7.97966666668,59.7851111111,48.0241111111,46.2779,5.32511111111,5.39944444444,50.9856666667,7.37808333333,33.0423333333,14.7796666667,4.28277777778,6.08977777778
562.62,8.04133333332,59.8201111111,48.0987777778,46.2833388889,5.38822222222,5.45733333333,51.0193333333,7.45508333333,33.0968888889,14.8215555555,4.33866666667,6.13255555556
562.96,8.03544444444,59.7113333333,48.0305555555,46.2282555556,5.395,5.46033333333,50.937,7.46011111111,33.0437777778,14.7984444444,4.34166666667,6.15211111111
563.30,8.08200000001,59.7,48.0668888889,46.2033166667,5.39844444444,5.48744444444,50.9176666667,7.50319444444,33.0451111111,14.8274444444,4.39444444444,6.16388888889
563.64,8.07461111112,59.7476666667,48.1027777778,46.1900222222,5.40422222222,5.48322222222,50.9126666667,7.48858333335,33.0317777778,14.8351111111,4.39244444445,6.12822222222
563.99,8.09094444444,59.7462222222,48.0883333333,46.1634777778,5.41566666667,5.48655555556,50.9541111111,7.51447222223,33.026,14.8603333333,4.37077777778,6.11844444444
564.33,8.14083333334,59.8038888889,48.1756666667,46.2030111111,5.45433333333,5.53233333333,51.0182222222,7.52825000001,33.0627777778,14.9226666667,4.36766666667,6.16377777778
564.67,8.18199999999,59.7676666667,48.1346666667,46.1324888889,5.46166666667,5.55422222222,51.0012222222,7.53533333332,33.0382222222,14.9646666667,4.39488888889,6.20577777778
565.01,8.23366666666,59.8028888889,48.2021111111,46.19735,5.50044444444,5.57666666667,51.0543333334,7.55558333333,33.0903333333,14.9864444445,4.42766666667,6.22677777778
565.35,8.26283333333,59.8903333333,48.2561111111,46.2187722222,5.52288888889,5.60266666666,51.1252222222,7.58138888889,33.1173333333,15.0431111111,4.43766666667,6.24588888889
565.69,8.28794444446,59.9108888889,48.2257777778,46.2196277778,5.55411111111,5.64088888889,51.1346666667,7.61316666666,33.1258888889,15.0455555556,4.47588888889,6.29844444445
566.03,8.31772222222,59.9746666667,48.2884444445,46.2959944444,5.596,5.67444444444,51.1698888889,7.63872222221,33.1775555556,15.0837777778,4.50177777778,6.31544444444
566.37,8.2806111111,59.9827777778,48.2701111111,46.2794444444,5.57088888889,5.63822222222,51.1616666667,7.60872222221,33.1241111111,15.0748888889,4.48944444444,6.30055555556
566.71,8.32594444443,60.063,48.3573333334,46.35905,5.58911111111,5.67788888889,51.2197777778,7.6281111111,33.193,15.1214444444,4.51155555555,6.31022222222
567.05,8.32538888889,60.0808888889,48.36,46.3852611111,5.59977777778,5.68966666667,51.2177777778,7.63516666666,33.2006666666,15.1404444445,4.53355555555,6.34433333333
567.39,8.33766666667,60.0126666667,48.296,46.3348388889,5.61066666667,5.69644444445,51.1536666667,7.67538888889,33.1973333333,15.1232222222,4.553,6.374
567.73,8.34277777779,60.0004444444,48.2491111111,46.3490333333,5.607,5.70311111111,51.1303333333,7.65508333334,33.1931111111,15.1352222222,4.56355555556,6.35855555555
568.07,8.31127777779,59.9907777778,48.2068888889,46.3222333333,5.56422222222,5.68266666667,51.1028888889,7.65475,33.1892222222,15.1096666667,4.55933333333,6.29366666667
568.41,8.3193888889,60.0941111111,48.2841111111,46.4285944445,5.56588888889,5.67766666667,51.1752222222,7.66563888889,33.2741111111,15.1252222222,4.55022222222,6.29888888889
568.75,8.2831111111,60.1037777778,48.2432222222,46.37885,5.52122222222,5.676,51.1743333333,7.65447222223,33.2697777778,15.1238888889,4.54044444444,6.29277777778
569.09,8.25422222221,60.067,48.1881111111,46.3547611111,5.50588888889,5.66144444445,51.127,7.61858333332,33.2734444444,15.0923333333,4.52233333333,6.27544444444
569.43,8.20094444443,59.99,48.1581111111,46.2745944444,5.44466666667,5.59788888889,51.0547777778,7.55699999999,33.2141111111,15.0335555555,4.46666666667,6.20077777778
569.77,8.18466666665,59.9784444444,48.0928888889,46.20235,5.41244444444,5.57566666667,51.0206666667,7.53202777779,33.1691111111,15.0248888889,4.43977777778,6.183
570.11,8.18788888888,59.9856666667,48.061,46.1934777778,5.41555555556,5.587,51.0084444444,7.52827777779,33.1924444445,15.0175555556,4.42844444445,6.17311111111
570.45,8.19949999999,60.0031111111,48.0125555556,46.1445111111,5.43077777778,5.58422222222,51.029,7.53233333332,33.1842222222,15.0148888889,4.42288888889,6.18733333333
570.79,8.17838888888,59.9402222222,47.9495555555,46.0620944444,5.422,5.56144444445,50.9561111111,7.5151388889,33.1448888889,14.969,4.38711111111,6.15044444444
571.13,8.17972222221,59.9977777778,47.9663333333,46.1305666667,5.398,5.55744444444,51.0317777778,7.4995,33.165,14.9821111111,4.35211111111,6.123
571.47,8.21288888888,60.0662222222,48.0477777778,46.1690722222,5.43155555556,5.58388888889,51.1097777778,7.54183333332,33.2046666667,15.0077777778,4.37577777778,6.15811111111
571.81,8.255,60.0706666667,48.0618888889,46.19755,5.48233333333,5.60888888889,51.1274444445,7.57669444445,33.2292222222,15.0131111111,4.42088888889,6.23055555556
572.15,8.28005555556,60.0802222222,48.0727777778,46.1877166667,5.52555555555,5.63211111111,51.1328888889,7.59927777778,33.2337777778,15.0232222222,4.43744444445,6.24155555556
572.49,8.26733333332,60.1002222222,48.0765555556,46.1895666667,5.53033333333,5.62566666667,51.1253333333,7.58519444444,33.2198888889,15.0071111111,4.41866666667,6.22011111111
572.83,8.26577777778,60.1148888889,48.1101111111,46.1816722222,5.50688888889,5.61388888889,51.1421111111,7.57399999999,33.2145555556,15.005,4.41366666667,6.2
573.17,8.25816666667,60.13,48.1361111111,46.2238277778,5.50566666667,5.62133333333,51.1698888889,7.56522222221,33.2373333334,15.015,4.39655555556,6.19922222222
573.51,8.26411111111,60.2228888889,48.2291111111,46.2984722222,5.50088888889,5.60088888889,51.2551111111,7.56524999999,33.3021111111,15.0,4.39777777778,6.19166666667
573.85,8.25800000001,60.1404444444,48.2332222222,46.2588388889,5.48022222222,5.58244444445,51.1971111111,7.55566666667,33.2617777778,14.9904444445,4.389,6.18255555556
574.19,8.22777777779,60.1464444444,48.2853333333,46.2661722222,5.47088888889,5.57577777778,51.1927777778,7.55308333334,33.2721111111,14.9907777778,4.39644444444,6.17344444444
574.53,8.1913888889,60.2042222222,48.3034444444,46.3032166667,5.40944444445,5.54,51.2228888889,7.50305555555,33.2738888889,14.9804444445,4.37,6.16055555556
574.87,8.18894444446,60.2565555556,48.3966666666,46.3569166666,5.42011111111,5.54166666667,51.2385555555,7.49780555557,33.31,14.9817777778,4.38688888889,6.14711111111
575.21,8.19161111111,60.209,48.4056666667,46.3597888889,5.42622222222,5.556,51.1911111111,7.48788888888,33.3227777778,15.0017777778,4.394,6.18677777778
575.55,8.16733333334,60.3458888889,48.4823333333,46.4323277778,5.41433333334,5.55077777778,51.2747777778,7.48824999999,33.3803333333,15.0396666666,4.37988888889,6.17144444444
575.89,8.1443888889,60.2945555555,48.4498888889,46.3817777778,5.38522222222,5.53077777778,51.2053333333,7.46122222221,33.3553333333,15.0153333333,4.37755555555,6.15155555555
576.22,8.16872222221,60.3121111111,48.4502222222,46.4091888889,5.39677777778,5.53044444445,51.1695555556,7.45791666668,33.3597777778,15.0487777778,4.37955555555,6.12955555555
576.56,8.16916666667,60.2836666667,48.4514444445,46.3826722222,5.40677777778,5.53155555556,51.0911111111,7.45363888888,33.321,15.0458888889,4.404,6.14122222222
576.90,8.22127777779,60.3654444444,48.5057777778,46.4526222222,5.45411111111,5.575,51.1413333333,7.51447222221,33.3543333333,15.0893333334,4.47166666667,6.19411111111
577.24,8.25433333333,60.4687777778,48.5657777778,46.5379722222,5.47944444444,5.61533333333,51.1697777778,7.53780555557,33.3748888889,15.1207777778,4.48333333333,6.21055555555
577.58,8.26488888888,60.628,48.6425555556,46.6512555555,5.50655555556,5.64855555555,51.2781111111,7.56244444446,33.4693333333,15.1373333334,4.50688888889,6.21311111111
577.92,8.26672222223,60.7087777778,48.6952222222,46.6880277778,5.48033333333,5.63522222222,51.2843333333,7.54447222223,33.4761111111,15.1382222222,4.50733333333,6.20111111111
578.26,8.36772222221,60.8413333333,48.834,46.8320111111,5.59055555556,5.73411111111,51.4045555556,7.64936111112,33.6131111111,15.2257777778,4.58766666667,6.27188888889
578.60,8.40094444446,60.9287777778,48.8521111111,46.8627888889,5.61022222222,5.71822222222,51.4198888889,7.66758333332,33.6551111111,15.2515555556,4.60344444445,6.32211111111
578.94,8.35422222222,60.9923333333,48.8503333333,46.8750611111,5.57955555556,5.65677777778,51.4298888889,7.6398888889,33.635,15.1772222222,4.56966666667,6.26555555556
579.28,8.32661111112,60.8835555556,48.7645555556,46.7776777778,5.54444444444,5.62444444444,51.2934444444,7.58894444443,33.5586666667,15.1091111111,4.53611111111,6.21233333333
579.61,8.38605555557,61.0072222222,48.8515555555,46.8919,5.58022222222,5.63455555555,51.375,7.62852777777,33.5901111111,15.143,4.55611111111,6.24955555556
579.95,8.36944444443,61.0771111111,48.9172222222,46.9228666667,5.58566666667,5.65077777778,51.4402222222,7.65547222221,33.6794444444,15.1336666666,4.56377777778,6.34744444444
580.29,8.34633333332,61.1336666667,48.88,46.9526833333,5.55555555556,5.61822222222,51.4952222222,7.64944444443,33.6923333333,15.0827777778,4.52255555556,6.32855555556
580.63,8.35649999999,61.1288888889,48.8684444444,46.9595388889,5.56488888889,5.62133333333,51.4425555556,7.65069444443,33.7366666667,15.0763333333,4.53111111111,6.35111111111
580.97,8.35616666667,60.9842222222,48.7588888889,46.8421111111,5.58633333333,5.64888888889,51.3112222222,7.65730555556,33.7062222222,15.0768888889,4.56888888889,6.40333333333
581.31,8.37822222222,60.9374444444,48.7431111111,46.8243055556,5.61033333333,5.67344444444,51.2505555556,7.65658333334,33.7038888889,15.1118888889,4.57833333333,6.45211111111
581.65,8.34527777779,60.9286666667,48.7316666667,46.8627611111,5.57477777778,5.63622222222,51.2457777778,7.61052777778,33.7021111111,15.024,4.51155555555,6.40544444444
581.98,8.30183333334,60.8855555556,48.7004444445,46.8580444445,5.54277777778,5.60588888889,51.2244444444,7.56480555557,33.6857777778,14.9981111111,4.50277777778,6.36944444444
582.32,8.34361111111,60.8803333333,48.7387777778,46.8925277778,5.619,5.71466666667,51.2561111111,7.62022222223,33.6994444445,15.0405555556,4.57188888889,6.44788888889
582.66,8.43116666667,60.9975555555,48.8462222222,46.9695888889,5.712,5.79,51.3373333333,7.70558333334,33.832,15.1382222222,4.647,6.54666666667
583.00,8.4905,61.0352222222,48.8927777778,47.0190388889,5.77555555555,5.864,51.3963333333,7.76241666668,33.8713333334,15.2087777778,4.71766666667,6.61955555556
583.34,8.43322222221,61.0012222222,48.9002222222,47.0031111111,5.74211111111,5.85855555555,51.4193333333,7.73522222223,33.8832222222,15.2002222222,4.70522222222,6.61988888889
583.68,8.48233333334,60.9636666667,48.9001111111,46.9893833333,5.766,5.86788888889,51.3907777778,7.77913888889,33.8694444444,15.2176666667,4.75755555556,6.62588888889
584.01,8.54949999999,60.9752222222,48.9688888889,47.00895,5.84666666667,5.92866666666,51.4054444445,7.86019444445,33.9611111111,15.3113333333,4.836,6.70888888889
584.35,8.51916666667,61.0251111111,48.9875555556,47.0318833333,5.85577777778,5.917,51.4417777778,7.83861111111,33.9611111111,15.3168888889,4.82244444444,6.68422222222
584.69,8.50872222223,61.1238888889,49.0498888889,47.1277055556,5.85611111111,5.94688888889,51.5362222222,7.83749999999,33.9995555556,15.3415555555,4.80844444444,6.67722222222
585.03,8.52133333335,61.2378888889,49.1047777778,47.1711722222,5.84266666667,5.93733333333,51.596,7.83766666667,34.0668888889,15.3485555556,4.79777777778,6.65955555556
585.37,8.57683333333,61.1911111111,49.0995555555,47.1437888889,5.94522222222,6.01677777778,51.5868888889,7.92227777777,34.1016666667,15.4477777778,4.90811111111,6.75044444444
585.70,8.60555555555,61.1946666667,49.0243333333,47.1110888889,5.99155555556,6.03111111111,51.5353333333,7.97591666667,34.0663333333,15.486,4.90822222222,6.76522222222
586.04,8.5796111111,61.0635555556,48.9695555555,47.0286611111,5.94466666666,5.94944444445,51.4404444444,7.91836111112,34.0365555555,15.4295555556,4.871,6.70877777778
586.38,8.52822222223,60.8975555556,48.7931111111,46.9096333333,5.876,5.93555555556,51.2876666667,7.84669444444,33.8787777778,15.3653333333,4.84266666666,6.66944444445
586.72,8.52538888888,60.8734444444,48.7376666667,46.8676055556,5.83977777778,5.87855555556,51.2077777778,7.8126388889,33.8346666667,15.3382222222,4.80655555556,6.65366666667
