wavelength,Back_CatDiaf,Belly_CatDiaf,Breast_CatDiaf,Crissum_CatDiaf,Crown_CatDiaf,DorTail_CatDiaf,Patch10_CatDiaf,Rump_CatDiaf,Throat_CatDiaf,WingTip_CatDiaf
213.30,69.7142,32.9524666667,28.5714666667,47.8095333334,47.2381333333,100.952333333,49.1427333333,57.9048,16.7619333333,61.9047333333
213.68,59.6395333333,24.8649333333,21.4414,39.9998666666,40.7206666666,86.3061333333,46.4865333333,49.0090666667,14.4146,51.3512666667
214.06,65.2382,21.4286,19.7619333333,40.2380000001,42.8573333334,96.1905333334,48.8095333333,54.0476666667,5.47613333334,62.1428
214.44,54.7618666667,13.5714666667,12.619,24.9999999999,32.6190666667,86.6666000001,43.8094666667,47.6191333333,-6.19053333332,57.8571333333
214.81,53.0434,-0.28986666666,-3.18846666666,17.3912666666,25.2174666666,84.9275333333,35.0722666666,40.8695333333,-26.6666666666,44.6376666667
215.19,44.4444,-3.88873333334,-7.50000000002,10.5554666667,21.1110000001,74.4445333334,31.1112,37.7777333333,-33.3333333333,33.0554666667
215.57,37.7778,-4.69140000002,-2.2222,12.8395333333,15.3086666667,67.1603999999,24.1976,35.3087333333,-24.6913333333,28.8889333333
215.95,32.0988,-9.87653333333,-7.40746666668,8.88879999992,10.6171333333,64.1976666667,22.9628666667,29.1359333333,-28.642,26.4197333333
216.32,16.9444,-29.4444000001,-25.2776666667,-0.83333333326,-11.3889333333,58.3334,11.3889333333,16.3888666667,-41.3887999999,11.1110666667
216.70,19.2157333333,-49.0196666667,-39.2156666667,-1.96073333326,-24.7059999999,70.5881333333,9.41166666666,25.0981333334,-49.8040666667,9.80393333333
217.08,3.33346666665,-88.8889333334,-67.2222666667,-10.5556000001,-50.5554666667,81.6666666667,5.00006666668,19.4443999999,-78.889,-9.44453333333
217.46,-24.2424,-113.939466667,-89.6970000001,-36.9697333333,-68.4848666668,70.3029999999,-9.09086666672,9.09093333325,-107.878733333,-30.9091333333
217.83,-42.8570000001,-192.380933333,-179.047666667,-100.000066667,-114.285733333,113.333333333,-29.5238666666,4.76186666674,-182.8572,-47.6190000001
218.21,-22.2222666666,-110.555466667,-113.3334,-63.8888666668,-64.9998666668,54.4444666667,-2.77766666654,-10.0000000001,-108.333333333,-52.2220666667
218.59,-102.666666667,-308.0,-336.0,-185.333333333,-173.333333333,77.3333333333,-28.0,-65.3333333334,-289.333333333,-182.666666667
218.97,-165.5556,-298.888866667,-321.111133333,-204.4444,-181.111133334,34.4444666667,-71.1109999999,-102.222333333,-265.555533333,-178.889
219.34,-152.0,-314.666666667,-330.666666667,-202.666666667,-180.0,77.3333333333,-40.0000000001,-109.333333333,-254.666666667,-161.333333333
219.72,933.333333333,1726.66666667,2093.33333333,1440.0,1193.33333333,20.0000000007,366.666666667,873.333333333,1733.33333333,1073.33333333
220.10,580.0,980.0,1110.0,846.666666668,723.333333333,160.0,333.333333335,510.0,1033.33333333,643.333333333
220.47,196.2964,302.2222,310.370266667,285.1852,234.8148,125.185266667,157.777866667,191.111133333,313.333333333,229.629666667
220.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.23,-191.666666667,-393.333333333,-480.0,-433.333333333,-388.333333333,-90.0,-140.0,-248.333333333,-570.0,-321.666666667
221.61,-77.7778666665,-198.888933333,-273.3334,-244.444466666,-228.888933333,-5.55546666668,-68.8888666666,-130.0,-300.0,-179.999866667
221.98,15.7144000001,-26.6666666667,-51.9045999999,-44.2857333333,-52.3809333333,24.7619333333,10.0,-14.2856666667,-83.3334000001,-44.2856
222.36,20.3510666668,-8.77186666668,-21.0526666667,-15.4386666667,-19.6491333333,28.0702,9.82459999994,8.07013333334,-49.1227999999,-21.4036
222.74,22.1212,-7.27266666666,-14.5454,-10.9090666667,-15.4544666667,28.1818666667,6.96966666666,11.2121333333,-29.697,-13.0304
223.11,37.6666666667,-3.33333333332,-11.3333333333,-4.0,-9.33333333331,24.0,15.6666666667,11.6666666667,-30.3333333333,-9.33333333333
223.49,40.0,-5.9258,-15.1852,-2.96300000001,-11.4815333333,23.3333333333,14.4442666666,10.0000000001,-35.9260000001,-4.44439999999
223.87,38.0952000001,-23.3333333333,-35.2381333334,-17.6189333332,-23.3333333334,21.4285999999,-0.4762,-9.9998666668,-51.9049333335,-20.9525333334
224.24,53.9394666666,-19.3939333334,-35.7573999999,-16.3637333333,-19.9999999999,39.9998666667,10.9090666667,1.21213333326,-44.8484666666,-23.0302666667
224.62,70.0000000001,9.99999999992,-34.6666666667,15.3333333334,11.3333333334,58.6666666667,27.3333333335,17.3333333333,-15.9999999999,-13.3333333333
225.00,58.0952666667,-23.8094666666,-78.0952666666,-8.5713333334,27.6190000001,35.2381333334,2.85720000008,8.57153333348,-25.7143333334,-59.0477333334
225.38,76.6666666667,-88.3333333333,-166.666666667,-40.0000000001,73.3333333335,35.0,13.3333333334,26.6666666667,-59.9999999999,-135.0
225.75,-13.3333333333,228.888866667,340.0,155.555666667,-40.0000666668,66.6667333334,26.6667333332,108.888733333,246.666666667,295.5556
226.13,33.9999999999,108.0,163.333333333,91.3333333332,24.6666666665,58.0000000001,54.0,78.0000000001,118.0,119.333333333
226.51,35.8026,61.2346,91.1111333333,57.037,36.2962,45.1852666667,44.6912666667,56.7900666667,66.1728000001,65.6788666667
226.88,29.1954666667,57.0115333333,84.138,52.6437333333,35.6320666667,45.9769333333,40.6895333334,58.6205999999,66.8965333333,66.8966
227.26,30.8771333333,51.7543333333,69.8245333333,51.4036,36.4912666667,42.4561333333,41.4034666667,52.2806666667,61.7543999999,60.5263333333
227.64,34.7286666667,51.938,64.186,52.4032,34.8837333333,44.0310666667,39.8448666667,48.6821333333,58.7595333333,61.0852666667
228.01,34.4218,50.204,59.4557333333,49.9319333334,37.0068,45.0340666667,39.0477333333,46.6666666667,56.8708666667,58.9116666667
228.39,37.0115333333,49.5402666667,61.0346666667,50.3448,37.4712,45.5172,43.6782,49.1952666667,55.9770666667,58.6207333333
228.76,35.5206666667,47.2914666667,55.7290666667,47.7080666667,37.7082,44.9998666667,41.0416,45.729,54.9996666667,51.25
229.14,33.9216,45.098,52.5490666667,46.7648,36.4705333333,42.0588,40.4902,46.4706,54.2157333333,47.9411333333
229.52,35.2380666666,42.7618666667,50.9524,45.8095333333,38.0952666667,42.3809333333,40.3808666667,48.0,51.9048666666,46.6667333333
229.89,36.3888,42.3146666667,49.8146666667,45.2778,39.074,43.6109333333,41.8519333333,48.1482666667,49.0742,45.8332
230.27,38.1981333333,42.7028,48.4684666667,46.036,38.6486,42.2523333333,41.1710666667,49.4593333333,48.4684666667,44.0540666667
230.65,31.6189333333,36.7618,39.4285333334,39.7142,30.3809333333,35.0474666667,32.9524666667,44.2856666667,41.6190666667,36.9524
231.02,31.5238,34.8572666667,35.8094,35.9046666667,28.0952,33.7142,31.238,41.9048666667,40.0953333333,33.4285333333
231.40,24.7918,25.9376666667,27.0836,26.146,18.2292666666,24.6876,21.2500666667,33.7501333333,29.7918,24.0626666667
231.78,20.4166666667,23.0208666667,25.3126666667,24.1668666666,17.5,23.6460666667,18.9584666667,33.9584666667,27.7083333333,20.0001333333
232.15,12.3808,12.7380666667,12.6190666667,12.738,4.40466666666,12.2618,7.50013333333,23.4524,15.1190666667,7.85706666668
232.53,-5.30306666668,-7.27266666667,-11.0606,-7.8788,-18.4847333333,-9.84853333334,-15.9092,8.78793333334,-5.30299999999,-11.2120666667
232.90,-19.8291333333,-25.2992,-27.3503333333,-22.906,-38.4615333333,-30.5984,-31.4531333333,-5.47013333334,-23.0769333333,-26.6666
233.28,-22.9823333333,-30.1754666667,-32.8069333333,-25.0876666667,-44.7367333333,-34.2104666667,-37.193,-12.9824,-30.8772,-30.1754666667
233.66,-23.4345333333,-35.7576,-41.4142666667,-26.0605333333,-55.7576,-44.0403333333,-44.4444,-18.3839333333,-38.1817333333,-38.3838666667
234.03,-35.6988666667,-50.7526666667,-58.2796,-38.2796,-70.7526666667,-57.6344,-56.7741333333,-30.7525333333,-50.5376,-47.0967333333
234.41,-40.625,-52.5,-63.75,-41.0416666667,-74.375,-58.75,-61.875,-36.25,-56.875,-45.625
234.78,-48.0000666667,-70.4444666667,-71.111,-49.3333333333,-84.8888666667,-72.8888666667,-73.3333333333,-50.2222666667,-66.4444000001,-53.5556666667
235.16,-41.1428,-62.2856,-58.8570666667,-39.6190666667,-73.7142666667,-64.1904666667,-62.6666,-41.7142666667,-55.0478,-45.3332666666
235.54,-24.8333333333,-41.5,-39.1666666667,-16.5,-50.8333333333,-43.6666666667,-39.1666666667,-21.1666666667,-34.8333333333,-24.6666666667
235.91,-25.7656666667,-50.6306,-44.3242666667,-20.3604666667,-58.919,-55.1350666667,-38.5585333333,-27.5675333333,-40.7207333333,-25.7657333333
236.29,-14.7967333333,-36.7478666667,-29.5934,-7.80479999999,-45.691,-43.9024,-25.5284666666,-17.5609333333,-25.3659333333,-9.5934
236.66,1.22453333331,-13.7416,-7.34700000001,9.11553333333,-22.3128666667,-16.3265333333,-5.57833333332,0.816266666674,-4.62573333335,7.07480000001
237.04,0.724600000006,-12.3188666667,-6.23193333334,11.5942666667,-20.0,-10.4348666667,-4.49286666666,4.34780000001,-2.31886666667,13.6232
237.41,-4.65106666667,-18.2945333334,-10.6976,2.01553333333,-25.5814,-15.0386666666,-12.2480666667,2.48059999999,-4.34093333333,9.45733333333
237.79,-6.79726666667,-14.1176,-7.18953333333,1.04573333333,-21.6994,-11.2418666667,-7.58173333332,2.74506666667,-0.653466666666,11.1110666667
238.17,-2.64366666665,-11.0345333333,-3.79313333334,4.13786666667,-18.161,-10.1150666667,-4.48266666666,3.67813333333,0.919666666658,10.6898666667
238.54,3.13133333332,-6.36366666666,0.404133333334,7.07060000001,-12.3232,-7.07086666667,-1.31326666667,6.66666666667,5.15153333333,13.7373333333
238.92,10.5128666667,5.4702,8.29059999998,16.3248,0.341933333328,4.52993333333,6.9232,15.3846,13.0768666667,21.2820666667
239.29,10.238,4.52373333333,8.5714,17.3016,1.1906,4.28573333333,6.19039999999,12.1428,10.3174666667,21.3491333333
239.67,8.31540000002,2.15053333333,5.23293333334,13.1183333333,-1.00353333333,2.50893333333,3.51259999999,6.88173333332,7.59866666667,19.0682666667
240.04,9.58333333334,5.23820000001,6.96426666667,12.0237333333,1.7262,4.4644,2.26179999999,7.85700000001,8.03560000001,18.75
240.42,2.72226666666,-1.05553333334,0.611066666654,5.49986666668,-3.44446666667,0.555533333334,-4.11119999999,2.55559999999,1.94453333333,12.9444666667
240.79,1.63173333333,-3.63646666666,-2.14453333334,2.75066666667,-3.82286666667,-1.25873333333,-6.15380000001,-0.55953333332,-0.0465999999986,10.0698666667
241.17,2.288,-3.78693333333,-2.60366666667,2.4458,-3.43186666667,-1.8936,-5.79886666666,-0.276066666672,-0.3944,9.03373333333
241.54,2.8524,-1.99,-1.592,3.2502,-1.6916,-0.596999999998,-3.6486,0.596933333327,0.0663333333347,9.7512
241.92,1.46786666667,-3.24166666667,-2.997,1.19266666667,-2.81333333333,-1.62093333333,-5.22933333333,-1.83506666667,-1.8044,8.13440000001
242.29,0.643133333336,-4.0936,-4.06433333333,0.0293999999992,-3.91813333333,-1.81286666667,-6.7252,-3.07026666666,-2.8654,6.959
242.67,1.14373333333,-3.5424,-3.15193333333,0.334600000001,-3.09626666667,-0.585733333332,-5.55086666667,-2.34306666666,-2.11993333333,8.00566666665
243.05,0.055,-4.7736,-4.36213333333,-1.45413333333,-4.6914,-1.61866666667,-6.0906,-3.20986666667,-3.40186666667,7.05066666668
243.42,0.690666666668,-3.74506666667,-3.69186666666,-0.849933333333,-3.5858,-0.743799999998,-4.80726666667,-1.91226666667,-2.0716,7.8088
243.80,1.36946666667,-2.63566666667,-2.6098,0.077533333334,-2.71326666667,0.180933333334,-3.69506666667,-0.568466666668,-1.4212,8.26873333333
244.17,1.78113333333,-2.23926666667,-2.112,1.47586666667,-2.2138,1.32313333333,-1.98473333333,0.483399999999,-0.229066666666,9.33846666667
244.55,3.76513333333,0.0480666666674,0.119933333331,3.2614,-0.167866666667,3.78886666666,0.599533333335,2.58993333333,1.7506,10.8632666667
244.92,3.25200000001,0.487733333334,0.4414,3.647,-0.278599999999,4.2044,0.906000000002,3.25193333333,1.81186666667,11.0569333333
245.30,3.30066666666,0.917866666666,1.66106666667,4.26233333333,0.153,5.1804,1.90173333333,3.47546666667,2.42633333333,11.4534666667
245.67,2.3824,0.0836,1.2956,4.09606666667,-0.689666666667,4.30506666667,1.045,2.65413333333,1.48373333333,10.6583333333
246.05,3.71006666667,1.48786666667,3.1074,5.98853333333,0.753266666666,6.064,2.73066666667,4.57626666667,3.05086666667,11.9209333333
246.42,4.41053333333,2.71406666667,4.39353333333,6.90406666667,1.93373333333,6.75146666667,3.8846,5.39426666667,4.17293333333,12.7904666667
246.79,4.72613333333,3.44293333333,4.63226666667,7.51166666666,2.6136,7.29266666666,4.288,5.69646666667,4.52273333333,12.8639333333
247.17,5.51426666667,4.2012,5.19333333333,8.03793333333,3.5156,7.70226666666,4.88686666667,6.2728,4.98906666667,13.3771333333
247.54,5.57666666667,4.1896,5.237,7.7848,3.24133333333,7.60086666667,4.81246666667,6.19946666666,4.62846666667,13.2484666667
247.92,5.5602,4.09406666667,5.40806666667,7.48273333334,3.2642,7.77326666667,4.61966666667,6.238,4.661,13.1812666667
248.29,5.91659999999,4.1306,5.75293333334,7.38906666667,3.44906666667,8.07073333334,4.82593333333,6.2438,4.60786666667,13.3468
248.67,7.03253333333,5.02713333333,6.63953333334,8.38760000001,4.53926666667,8.60446666666,5.88073333333,6.95126666667,5.36593333333,14.2005333333
249.04,8.44920000001,5.979,7.84560000001,9.58600000001,5.54373333334,9.38933333333,7.17193333333,7.9438,6.4282,15.2982
249.42,9.67833333333,7.1636,8.71339999999,10.7602,6.4328,10.0438,8.30406666667,9.13746666667,7.45626666667,16.6229333333
249.79,11.3103333334,8.21453333333,10.3449333333,12.1532,7.80066666667,11.4484,9.90046666665,10.4521333333,8.98080000001,18.3756
250.17,12.6436666667,9.35960000001,11.8390666667,13.5468,9.06413333333,12.2330666667,11.3464,11.6090666667,10.0822666667,19.8850666667
250.54,13.1210666667,9.63753333333,12.1660666667,13.8814666667,9.69046666667,12.6436666667,11.6711333333,11.8304,10.0442666666,20.3714666667
250.92,12.6666666667,8.62973333333,11.8333333333,12.7592666667,9.00000000001,11.7963333333,11.0556,11.1850666666,9.33326666668,19.5555333333
251.29,11.0310666667,6.86686666667,10.1702666667,11.0712,6.887,10.2102,9.2894,8.96900000001,7.58766666667,17.8578666666
