wavelength,Back_TacLucf,Belly_TacLucf,Breast_TacLucf,Crissum_TacLucf,Crown_TacLucf,DorTail_TacLucf,Patch10_TacLucf,Rump_TacLucf,Throat_TacLucf,WingTip_TacLucf
228.01,-4782.22213333,-4522.2222,-4520.00006667,-4633.33326667,-4342.22233333,-5064.4444,-4712.22223333,-4640.00013333,-4478.33318333,-5060.00006666
228.39,-257.550933333,-242.585066667,-242.993133333,-244.217666667,-225.578333333,-267.483,-248.3673,-245.442133334,-243.503425,-268.2992
228.76,-146.6666,-137.201533333,-140.0,-136.1318,-124.526866667,-150.040933333,-138.148166667,-139.3416,-138.446516667,-151.193333333
229.14,-104.112266667,-95.2648666666,-100.2492,-95.0778666665,-85.6698666667,-106.6668,-94.8286333333,-98.3177999999,-92.9828333332,-106.168066667
229.52,-81.7066666667,-71.84,-78.2933333333,-75.8933333333,-64.96,-83.3066666666,-73.28,-78.1866666667,-72.0666666667,-81.6
229.89,-64.0277333333,-58.6109333333,-61.852,-59.676,-51.2960666667,-66.3426666667,-55.9027333333,-64.8146,-57.887775,-62.9166666667
230.27,-41.4734,-37.4584,-40.5525333333,-37.1272,-31.3445333333,-43.8676,-35.2854666667,-43.315,-37.3987833333,-39.4107333333
230.65,-34.7138666667,-30.0,-33.8720666667,-30.9763333333,-25.8249333333,-37.1381333333,-29.8317333333,-36.1616666667,-30.5177583333,-32.5252
231.02,-30.9918666667,-26.3088666667,-31.6746666667,-28.4878,-23.6423333333,-33.1707333333,-26.6340666667,-31.935,-26.7642,-28.5852666666
231.40,-26.1262666667,-19.6696,-25.1051333333,-23.8737333333,-18.9489333333,-27.4474,-20.6455666667,-23.7837333333,-21.0623166667,-22.8528
231.78,-26.9669333333,-20.2101333333,-24.4445333333,-25.2852666667,-20.3604,-28.4384,-21.6667,-23.4234,-21.8243416667,-24.4144666667
232.15,-19.8198,-16.4262666667,-20.9609333333,-21.7416666667,-16.6666,-24.024,-15.7357666667,-19.4295333333,-18.1680916667,-19.5796
232.53,-19.3968666667,-17.0158666667,-20.1904666667,-21.9682,-17.3967333333,-25.7142666667,-16.4762,-18.5713333333,-17.2658083333,-21.0476
232.90,-17.8396666667,-15.5556,-17.3766,-21.1728666667,-17.284,-24.5679333333,-15.1234,-17.2529333333,-16.643575,-21.605
233.28,-13.8238666667,-12.1212,-12.6694666667,-18.0087333334,-16.1038666667,-19.6536666667,-13.0880666667,-13.016,-13.7266,-20.1734
233.66,-9.03766666666,-7.085,-6.91766666666,-12.608,-12.3012,-13.4726666666,-8.9261,-6.33186666667,-8.12069999999,-15.1186666667
234.03,-8.15693333333,-5.20266666667,-5.7254,-11.3465333333,-10.6405333333,-11.8169333333,-8.95429999998,-4.60133333333,-7.61437499999,-13.8039333333
234.41,-11.9010666667,-11.0936666667,-9.84373333333,-16.8489333333,-15.9114666667,-16.3802,-13.6980666667,-9.19273333333,-12.591125,-19.5834
234.78,-12.5322,-13.4107333333,-11.292,-18.0878666667,-16.6409333333,-17.4418,-15.3489333333,-10.9562666667,-15.5587583333,-19.8707333334
235.16,-12.7777333333,-13.9394666667,-10.7070666667,-16.5656,-17.0454666667,-16.2120666667,-15.5301666667,-11.0604666667,-16.9477833333,-18.6868
235.54,-12.3810666667,-15.4954,-10.4761333333,-16.242,-17.2974,-15.2896,-15.7657333333,-11.8405333333,-17.692975,-19.2792666667
235.91,-10.6360666667,-15.9542,-11.6794,-14.7838,-15.0382,-13.1553333333,-14.0203333333,-10.9924,-17.232875,-17.7354666667
236.29,-13.5848666666,-16.9308666667,-13.2328,-16.5282666667,-16.4024666667,-14.2892666667,-16.1760666667,-12.5031333333,-17.9467166667,-19.1445333333
236.66,-14.3781333333,-16.7911333333,-14.9253333333,-17.8854666667,-16.9901333333,-15.0248666667,-17.1765666667,-14.6517333334,-17.68035,-19.0549333333
237.04,-13.3841333334,-16.5140666667,-15.1398,-17.9388666667,-16.1832666667,-14.5292666667,-17.4427333333,-14.6819333333,-16.6189833333,-18.2188666667
237.41,-15.36,-19.84,-18.72,-19.9733333333,-16.5333333333,-16.9066666667,-20.0266666667,-17.92,-20.2266666667,-18.96
237.79,-15.2021333333,-20.0758666667,-19.293,-20.3788,-15.3030666667,-17.1717333333,-18.6112,-18.5857333334,-20.798475,-19.4192666667
238.17,-16.3209333333,-21.3333333333,-20.6172,-22.1481333333,-16.2962,-17.0122666667,-18.9011666667,-19.2098,-21.8826833333,-20.9382
238.54,-11.9588666667,-15.3722666667,-14.7766,-16.7468666667,-10.2862666667,-10.3550666667,-12.7606333333,-13.5852,-15.1374083334,-14.5247333333
238.92,-9.86419999999,-11.6404666667,-10.5538,-13.0616,-7.79513333333,-6.68759999999,-8.03549999999,-10.8256,-10.7497416667,-11.6615333333
239.29,-8.35206666666,-10.4496,-9.43813333333,-12.0975333333,-5.97373333333,-5.74906666667,-5.33703333333,-9.32586666667,-8.118125,-10.6741333333
239.67,-4.2394,-5.88986666667,-6.60206666666,-8.18766666667,-3.1716,-2.57273333334,-1.69096666667,-5.42079999999,-3.81478333333,-5.64733333333
240.04,-2.72033333334,-3.4392,-4.1156,-5.93366666666,-2.241,-1.12753333333,-0.549633333331,-3.59406666667,-1.659575,-3.43893333333
240.42,-1.61793333333,-2.0682,-2.84666666667,-4.67146666667,-1.2652,0.182600000002,0.699566666667,-2.59133333334,-0.267666666667,-2.33593333333
240.79,0.5752,0.862933333333,0.164400000002,-1.65373333333,1.19153333333,3.30773333333,3.35376666667,0.379999999999,2.15056666667,0.390266666668
241.17,1.7608,2.10273333333,1.54186666667,0.219000000001,2.2602,4.91453333333,4.7921,1.8308,3.27738333333,2.47926666666
241.54,2.71573333333,3.15306666666,2.56233333333,1.25813333333,2.73113333333,5.5006,5.63106666667,2.8538,4.43614166667,3.70533333333
241.92,2.3884,3.04873333333,2.57806666667,1.1944,1.8896,5.2194,5.52866666667,2.90146666667,4.14563333333,3.58273333333
242.29,3.37233333333,4.26893333333,3.7882,2.5666,2.62513333333,6.1858,6.54643333333,4.13253333333,5.29636666667,4.61986666667
242.67,3.20093333333,4.34606666667,3.66253333333,2.49913333333,2.35766666667,5.9158,6.25733333333,4.24753333333,5.03763333333,4.45673333333
243.05,3.93966666667,4.96893333333,4.23526666667,3.07586666666,2.9044,6.64293333333,6.57796666667,5.11086666667,5.57149166667,5.11093333333
243.42,4.14273333333,5.572,4.63853333333,3.7396,3.23253333333,7.06413333333,6.736,5.4394,5.85120833333,5.43373333333
243.80,3.14393333333,4.83653333333,4.2054,2.8916,2.53006666667,6.43153333333,5.8863,4.58966666667,5.099625,4.49806666667
244.17,2.70786666667,4.3488,3.79813333333,2.3924,1.8188,6.02986666667,5.4273,3.97013333333,4.65499166666,4.11373333334
244.55,2.36233333333,4.0488,3.6684,2.3452,1.60706666667,5.7752,4.97446666667,3.64006666667,4.460425,4.15666666667
244.92,2.25173333333,3.5408,3.3582,1.9918,1.3886,5.2558,4.52286666666,3.11466666667,4.0229,4.24893333333
245.30,1.63393333333,2.84366666667,2.73366666667,1.30393333333,1.02633333333,4.29426666667,3.92763333333,2.54513333334,3.53761666667,3.7864
245.67,1.08093333333,2.32333333333,2.30846666667,0.860866666667,0.924400000001,3.88853333333,3.47033333333,2.37233333333,3.08454166667,3.41393333333
246.05,0.189533333333,1.00206666667,1.0066,-0.149066666666,0.018,3.00613333334,2.27706666667,1.142,2.02701666667,2.64506666667
246.42,-0.736133333333,-0.124,-0.0703333333334,-1.2034,-0.810600000001,2.03066666667,1.47436666667,-0.177733333333,0.865558333333,1.87753333333
246.79,-1.03806666667,-0.649733333332,-0.638066666665,-1.5608,-1.24566666667,1.69933333333,1.30723333333,-0.7996,0.405141666667,1.59173333333
247.17,-1.57133333333,-1.22613333333,-1.28006666667,-1.93813333333,-1.66466666667,1.04273333333,1.03023333333,-1.28013333333,-0.112408333334,1.02846666666
247.54,-1.9764,-1.65726666666,-1.6538,-2.32286666667,-2.0722,0.723933333332,0.734233333333,-1.6058,-0.485883333333,0.844066666668
247.92,-1.73573333333,-1.42266666667,-1.39613333333,-1.88246666666,-1.76573333333,0.952933333334,1.0561,-1.1894,-0.129475,1.3292
248.29,-1.74673333333,-1.351,-1.4228,-1.78606666667,-1.56686666666,0.9682,1.16926666667,-0.964933333333,-0.0123000000002,1.364
248.67,-1.86306666667,-1.4538,-1.52253333333,-1.81386666667,-1.61433333333,0.880933333332,1.37366666667,-0.988733333334,-0.073325,1.24426666667
249.04,-2.3866,-1.95406666667,-2.02513333334,-2.22446666667,-1.9608,0.517266666667,1.19343333333,-1.47073333334,-0.435241666667,0.649133333333
249.42,-2.67806666667,-2.13886666667,-2.3032,-2.4602,-2.29946666667,0.517933333333,1.0337,-1.732,-0.590083333334,0.325
249.79,-3.54606666667,-2.9136,-3.13586666667,-3.3392,-3.16273333333,-0.176399999999,0.390999999999,-2.6872,-1.190825,-0.567333333333
250.17,-2.53626666667,-1.74506666667,-2.0712,-2.4016,-2.04273333333,0.717666666666,1.48226666667,-1.8144,-0.210491666666,0.183400000001
250.54,-2.06546666667,-1.2158,-1.79086666667,-1.913,-1.42473333333,1.22013333333,1.9151,-1.27226666667,0.606266666667,0.496733333333
250.92,-1.71486666667,-0.8666,-1.3848,-1.412,-0.742733333333,1.4122,2.27193333333,-0.829866666666,1.19664166667,0.94
251.29,-1.80633333333,-0.847666666665,-1.17053333333,-1.4162,-0.804466666667,1.46433333333,2.1604,-0.977733333335,1.53174166667,1.25253333333
251.66,-1.12846666667,-0.0399333333326,-0.359533333333,-1.01393333333,-0.144866666665,2.17226666667,2.88886666667,-0.499333333332,2.323925,1.63806666667
252.04,-1.59986666667,-0.656133333333,-0.6006,-1.6402,-0.575333333332,1.69573333333,2.34426666667,-1.23146666667,1.78083333333,0.847799999999
252.41,-1.91653333333,-0.891399999999,-0.540999999999,-1.8752,-0.484333333333,1.5456,2.29016666667,-1.61766666667,1.850175,0.592533333335
252.79,-1.75533333333,-0.6616,-0.208399999999,-1.71886666667,-0.218866666667,1.74986666667,2.26023333333,-1.4584,2.02535833333,0.739533333334
253.16,-2.0512,-1.05206666667,-0.369933333333,-1.9562,-0.703266666667,1.3006,1.85576666667,-1.52253333333,1.69126666667,0.528666666667
253.54,-1.67186666667,-0.920533333334,0.121600000001,-1.61893333333,-0.386200000001,1.4444,2.16666666667,-1.4286,1.89805833333,0.5608
253.91,-0.398666666665,0.053866666666,1.43353333333,-0.344866666665,0.894666666666,2.67313333333,3.37376666667,-0.0538666666668,2.98765833333,2.02633333333
254.28,-1.39213333333,-0.814933333334,0.435866666666,-1.13193333333,0.124466666667,1.84486666667,2.343,-0.6734,2.40725,1.33546666667
254.66,-1.87566666667,-1.4636,0.1136,-1.80406666667,-0.633266666667,0.967733333333,1.63673333333,-1.1708,1.859275,0.854466666666
