wavelength,Back_TacLucf,Belly_TacLucf,Breast_TacLucf,Crissum_TacLucf,Crown_TacLucf,DorTail_TacLucf,Patch10_TacLucf,Rump_TacLucf,Throat_TacLucf,WingTip_TacLucf
522.45,9.1766,37.6656666666,24.3388,29.2551333333,8.4202,7.4858,11.3701666667,11.7118,25.71205,7.36486666667
522.79,9.2002,37.7711333333,24.3675333333,29.3456,8.4418,7.4954,11.3803333333,11.7350666667,25.7212916667,7.3792
523.14,9.2106,37.8741333333,24.3978666667,29.3930666667,8.455,7.48846666667,11.3854666667,11.7406666666,25.7076083333,7.36906666667
523.48,9.23906666667,37.9882666667,24.4514666667,29.4760666667,8.46886666667,7.5096,11.4117666667,11.7674,25.720725,7.3834
523.83,9.25160000001,38.0460666667,24.4921333333,29.5315333333,8.4706,7.52393333333,11.4150666667,11.7903333333,25.7203916667,7.38746666667
524.17,9.26686666667,38.1351333333,24.5350666667,29.618,8.4724,7.54213333333,11.4437333333,11.8167333333,25.7284583333,7.40326666667
524.52,9.29526666666,38.2594,24.6077333333,29.7235333333,8.50286666667,7.5672,11.4751,11.8543333333,25.7640166667,7.41573333333
524.87,9.29793333334,38.3168,24.6279333333,29.7562666667,8.50673333333,7.57053333333,11.4855,11.8686,25.7482416667,7.421
525.21,9.2974,38.3881333333,24.6476,29.8109333333,8.49193333333,7.58446666667,11.4897333333,11.8601333333,25.7406166667,7.42113333333
525.56,9.28959999999,38.4678,24.6708,29.8424666667,8.4874,7.57713333333,11.4901333333,11.8764,25.7257333333,7.4176
525.90,9.31026666666,38.5923333333,24.7218,29.9213333333,8.49933333333,7.59806666667,11.5083666667,11.8996,25.736325,7.435
526.25,9.33226666667,38.7407333333,24.7995333333,30.0243333333,8.52233333334,7.62146666667,11.54,11.9446,25.7648,7.45673333333
526.59,9.3618,38.9072666667,24.8981333333,30.1534666667,8.5318,7.66066666667,11.5853,11.983,25.8233583333,7.4934
526.94,9.36913333334,39.0351333333,24.9644666667,30.2632,8.52926666667,7.67233333333,11.6068333333,12.0095333333,25.854625,7.50286666667
527.28,9.36333333334,39.1499333333,25.0104666667,30.3432666667,8.52146666666,7.67366666666,11.6102666667,12.007,25.8805083333,7.50253333333
527.63,9.36846666667,39.2667333333,25.0695333333,30.4275333333,8.51446666667,7.67353333333,11.6289666667,12.0171333333,25.903325,7.50246666667
527.97,9.37286666667,39.3512,25.111,30.4857333333,8.51106666667,7.66746666667,11.6348666667,12.0252,25.9293083333,7.4904
528.32,9.36666666666,39.3966,25.1315333334,30.5304,8.49806666667,7.64853333333,11.6302333333,12.0256,25.925725,7.48293333334
528.66,9.3626,39.4417333333,25.1616,30.573,8.48473333333,7.6372,11.6271333333,12.0254,25.928875,7.4738
529.01,9.3674,39.5034,25.1942666667,30.627,8.4872,7.636,11.634,12.0459333333,25.9450416667,7.47986666667
529.35,9.37406666667,39.5488666667,25.224,30.6816666667,8.48626666667,7.63713333333,11.6338333333,12.0485333333,25.9559666667,7.4886
529.70,9.36686666667,39.5694,25.2364666667,30.7071333333,8.47153333333,7.622,11.6234666667,12.0357333333,25.9517083333,7.47353333333
530.04,9.3602,39.5902,25.2543333334,30.7350666667,8.4598,7.61513333333,11.6172,12.0232,25.9535916667,7.46693333333
530.39,9.35220000001,39.6034,25.2555333333,30.7582,8.45393333333,7.59513333333,11.5964,12.012,25.9262166667,7.44846666667
530.73,9.34873333334,39.6257333333,25.2714,30.7775333333,8.4406,7.5908,11.5763,12.0008,25.9025333333,7.4338
531.08,9.36520000001,39.6797333333,25.3123333333,30.8343333333,8.44886666667,7.59946666667,11.5786,12.0268,25.9014333333,7.44333333333
531.42,9.38993333334,39.7298666667,25.3540666667,30.8932666667,8.47426666667,7.61653333333,11.5803,12.0476,25.900525,7.4616
531.77,9.39800000001,39.7768,25.3799333333,30.9422666667,8.48546666667,7.62833333333,11.5857666667,12.065,25.8882083333,7.48486666667
532.11,9.42486666666,39.8842,25.4492,31.0239333333,8.49286666667,7.6482,11.6045,12.0854,25.9190916667,7.49686666667
532.46,9.44773333334,39.9790666667,25.4966666667,31.1012666667,8.51226666667,7.6744,11.6336666667,12.1169333333,25.9416,7.51940000001
532.80,9.46226666667,40.0325333333,25.5251333333,31.1387333333,8.5118,7.67493333333,11.6411666667,12.1279333333,25.9475166667,7.52693333333
533.15,9.47240000001,40.1330666667,25.5809333333,31.2113333333,8.52353333333,7.68913333333,11.6637,12.1478,25.9666083333,7.5306
533.49,9.5044,40.2010666667,25.6275333334,31.274,8.54906666667,7.7154,11.6964666667,12.1822,25.99285,7.55946666667
533.84,9.50913333335,40.2806666667,25.6655333333,31.3374666667,8.55466666667,7.72253333333,11.7148,12.2014,26.014125,7.55800000001
534.18,9.5108,40.3474666667,25.7156,31.3870666667,8.5444,7.72433333333,11.7292333333,12.213,26.0365916667,7.55566666667
534.52,9.52513333333,40.4280666666,25.7562666667,31.4695333333,8.56446666667,7.7288,11.7518666667,12.2392,26.0755333333,7.57340000001
534.87,9.51913333334,40.4463333333,25.7704666667,31.4958666667,8.55246666667,7.71373333333,11.757,12.2272666667,26.0721166667,7.56466666667
535.21,9.51346666666,40.5182666667,25.7983333333,31.5352666667,8.54293333334,7.71326666667,11.7658,12.2345333333,26.0964,7.57033333333
535.56,9.53699999999,40.5920666667,25.8460666667,31.5889333333,8.5498,7.7302,11.7760666667,12.2502666667,26.121875,7.57933333334
535.90,9.54373333334,40.6490666667,25.8706666667,31.6438,8.57633333333,7.75766666667,11.7904666667,12.2840666667,26.1410833333,7.61026666667
536.25,9.57186666667,40.7244,25.9203333333,31.6964,8.58813333333,7.76426666667,11.8062333333,12.3022,26.162825,7.62413333333
536.59,9.58893333332,40.8241333333,25.9896,31.7672666667,8.60726666667,7.78693333333,11.8302666667,12.3326666667,26.2035666667,7.63813333333
536.93,9.62373333333,40.8890666667,26.0285333333,31.8212666667,8.62346666667,7.80433333333,11.8496,12.3639333333,26.2315333333,7.66606666668
537.28,9.62980000001,40.9819333333,26.0786,31.9065333333,8.6262,7.80906666667,11.8559333333,12.3898666667,26.2527333333,7.672
537.62,9.6462,41.0157333333,26.1036,31.9454666667,8.62333333333,7.8198,11.8497333333,12.3989333333,26.2422583333,7.67320000001
537.97,9.66633333333,41.0928666667,26.1321333334,32.0057333333,8.64753333333,7.84053333333,11.8619,12.4232,26.25045,7.69220000001
538.31,9.70913333332,41.1391333333,26.1676666667,32.0486,8.6786,7.8758,11.9039666667,12.4706,26.2571166667,7.73213333333
538.65,9.73553333333,41.2353333333,26.2187333333,32.1093333333,8.69246666667,7.89386666667,11.9104333333,12.4984666667,26.2702833333,7.73513333333
539.00,9.75533333333,41.2872,26.2428666667,32.1792666667,8.70746666667,7.90353333333,11.9234333333,12.532,26.271675,7.74413333333
539.34,9.76879999999,41.4022666667,26.2958,32.2856666667,8.7252,7.9146,11.9374666667,12.5642,26.3012583333,7.76673333333
539.69,9.7466,41.4178666667,26.2842,32.2689333333,8.693,7.88033333333,11.9023,12.5262,26.259875,7.72666666666
540.03,9.72573333334,41.4491333333,26.2832666667,32.2981333333,8.6744,7.87326666667,11.8828,12.5284,26.23975,7.71466666667
540.37,9.74313333333,41.5058,26.3144666667,32.3420666667,8.68033333333,7.88613333333,11.8824333333,12.5352666667,26.2529916667,7.72513333333
540.72,9.73946666667,41.5266666667,26.3202666667,32.3638666667,8.6736,7.88393333334,11.8791,12.5271333333,26.2452083333,7.7198
541.06,9.72506666667,41.5518666667,26.3224,32.3814,8.66413333333,7.88566666667,11.8762333333,12.5150666667,26.2392416667,7.72966666667
541.40,9.74979999999,41.6602,26.379,32.4706,8.6866,7.90213333333,11.8993666667,12.5392666667,26.287475,7.7648
541.75,9.74940000001,41.69,26.3993333334,32.4898666667,8.68313333333,7.90313333333,11.9018333333,12.5456,26.2960083333,7.77146666666
542.09,9.75146666668,41.7653333333,26.4459333333,32.547,8.6802,7.91046666667,11.9044666667,12.5464666667,26.3249583333,7.7594
542.43,9.76526666667,41.8302666667,26.4777333333,32.6188666667,8.68846666667,7.92633333333,11.9228666667,12.5614666667,26.3602166666,7.7812
542.78,9.77446666667,41.8982,26.5134666667,32.6662666667,8.69786666667,7.94026666667,11.9363,12.5702,26.3773166667,7.79893333333
543.12,9.78140000001,41.9382666667,26.5371333333,32.6898666667,8.68733333333,7.9504,11.9402,12.5654,26.381925,7.7992
543.46,9.81306666665,42.0330666667,26.6002,32.7867333333,8.7086,7.98513333333,11.9789666667,12.6020666667,26.442725,7.83786666667
543.81,9.80406666666,42.0964666667,26.6182,32.8312,8.69906666667,7.98926666667,11.9815,12.5923333333,26.4580916667,7.82333333334
544.15,9.7998,42.1514666667,26.6454,32.894,8.69566666667,7.99286666667,11.9926666667,12.6028666667,26.453175,7.8242
544.49,9.81626666668,42.2615333333,26.7094,32.9912,8.71586666667,8.01506666667,12.0155333333,12.6322,26.4995833333,7.84006666667
544.84,9.82173333333,42.3460666667,26.7598,33.0549333333,8.73313333333,8.02553333333,12.0124333333,12.6658,26.533675,7.843
545.18,9.83113333332,42.3687333333,26.798,33.0926,8.74006666667,8.03466666667,12.0245666667,12.6954,26.5407166667,7.84713333333
545.52,9.85680000001,42.4348,26.8446666667,33.1721333333,8.75533333333,8.05186666667,12.0515666667,12.7246,26.5748,7.86880000001
545.87,9.84153333333,42.4389333333,26.8372,33.1910666667,8.73593333333,8.0346,12.0332666667,12.7058666667,26.5542416667,7.86640000001
546.21,9.83846666666,42.4676666667,26.8582666667,33.2128666667,8.737,8.035,12.0325666667,12.7129333333,26.5447916667,7.85906666667
546.55,9.8538,42.5361333333,26.9158666667,33.3032,8.73633333333,8.05766666667,12.0354,12.7259333333,26.5848666667,7.85753333333
546.90,9.86273333332,42.5698,26.9491333333,33.3523333333,8.75646666667,8.06646666667,12.0630666667,12.7482,26.606175,7.871
547.24,9.88279999999,42.6341333333,26.9934,33.4101333333,8.777,8.0834,12.0898,12.7704666667,26.62615,7.89220000001
547.58,9.95306666667,42.7267333333,27.0914666666,33.5192,8.83666666667,8.14726666667,12.1419666667,12.827,26.7184833333,7.96360000001
547.92,9.98986666667,42.768,27.1395333333,33.5860666667,8.88253333333,8.18273333333,12.168,12.8744666667,26.7780333333,8.00900000001
548.27,9.98113333333,42.7847333333,27.1552,33.6137333333,8.86473333333,8.18113333333,12.1491,12.8662,26.7743083333,8.01206666667
548.61,10.0746,42.9158,27.2636,33.7526,8.918,8.24913333333,12.2416,12.9233333333,26.8679,8.06399999999
548.95,10.0879333333,42.9534,27.2861333333,33.779,8.92513333333,8.26113333334,12.2398,12.922,26.88515,8.06246666666
549.29,10.1017333333,43.0516,27.3585333333,33.8838666667,8.9324,8.28566666667,12.2557,12.9305333333,26.9171333333,8.05106666667
549.64,10.1236,43.1808666667,27.4312,33.9971333333,8.95406666667,8.3098,12.2958333333,12.9801333333,26.9908166667,8.06206666666
549.98,10.1255333333,43.2420666667,27.4720666667,34.0534666667,8.95046666667,8.31533333333,12.3039666667,12.9986666667,27.00145,8.05373333333
550.32,10.1086,43.2780666667,27.4821333333,34.0756666667,8.93166666667,8.27433333333,12.3048666667,13.0044,26.988875,8.02080000001
550.66,10.1059333333,43.3495333333,27.4976,34.1158666667,8.9246,8.27826666667,12.2842,13.0018666666,26.98045,8.00173333333
551.01,10.0828666667,43.4062,27.5194,34.1598666667,8.89873333333,8.28326666667,12.2811,13.0198666667,26.989825,7.98299999999
551.35,10.0251333333,43.3902666667,27.4983333333,34.136,8.85093333333,8.23373333333,12.2312666667,12.9792,26.9242916667,7.94453333333
551.69,10.0029333333,43.4117333333,27.4882,34.1485333333,8.7996,8.20333333333,12.2197666667,12.9368666667,26.918475,7.9082
552.03,10.0292666667,43.4529333333,27.5345333333,34.2094,8.82806666667,8.23006666667,12.2471,12.9771333333,26.9333583333,7.92706666667
552.38,9.94159999999,43.3946666667,27.4646,34.1658,8.75193333333,8.1532,12.1573,12.9134,26.8391,7.86739999999
552.72,9.91946666667,43.4319333333,27.4825333334,34.2360666667,8.7256,8.134,12.1552,12.9088,26.8448583333,7.86386666666
553.06,9.96206666667,43.4917333333,27.5148,34.2782,8.7474,8.1676,12.1899666667,12.9648,26.8810833333,7.90800000001
553.40,10.0028666667,43.5579333333,27.5665333333,34.3240666667,8.769,8.20153333333,12.2203333333,12.9784666667,26.8942083333,7.9394
553.74,10.0270666667,43.6364666667,27.6128,34.389,8.80006666667,8.24753333333,12.2492,13.0150666667,26.9431583333,7.98799999999
554.09,10.0518666667,43.6551333333,27.6184,34.3938666667,8.8162,8.286,12.2596333333,13.0150666667,26.9626333333,8.00813333333
554.43,10.1366,43.7240666667,27.7051333333,34.4928,8.8848,8.3526,12.3282333333,13.0756666667,27.0594833333,8.08553333333
554.77,10.2188666667,43.7986,27.7836,34.5775333333,8.9502,8.402,12.3815,13.1360666667,27.1110083333,8.15466666667
555.11,10.3135333333,43.9444,27.9024666667,34.7076666667,9.02913333333,8.49046666667,12.4549333333,13.2220666667,27.2025916667,8.23413333333
555.45,10.3594666667,44.0529333333,27.998,34.7934,9.06613333333,8.52273333333,12.4958666667,13.2742,27.238,8.26826666667
555.80,10.3803333333,44.129,28.0423333333,34.845,9.08866666667,8.55533333333,12.5197666667,13.2802666667,27.2864166667,8.29726666667
556.14,10.4614666666,44.2323333333,28.1481333333,34.9412666667,9.17373333333,8.63233333334,12.6213666667,13.3446,27.3627916667,8.37699999999
556.48,10.503,44.2856,28.1603333333,34.9523333333,9.202,8.6744,12.6376,13.3580666667,27.366575,8.40100000001
556.82,10.4860666666,44.3136666667,28.1875333333,34.9959333333,9.19746666667,8.6698,12.6246333333,13.3425333333,27.3792166667,8.3966
557.16,10.4423333333,44.289,28.1734,35.0062,9.19533333333,8.65733333333,12.5916,13.3578666667,27.3722916667,8.40066666666
557.50,10.4756666667,44.3171333333,28.1970666666,35.056,9.22606666667,8.65853333333,12.6171,13.3697333333,27.391225,8.41953333334
557.85,10.5222666666,44.4009333333,28.2530666667,35.1703333333,9.27180000001,8.68566666667,12.6664333333,13.4374,27.424475,8.4718
558.19,10.4168,44.3925333333,28.1934,35.1561333333,9.18726666667,8.59733333333,12.5954,13.3631333333,27.336425,8.38753333333
558.53,10.3424,44.3837333333,28.1478666667,35.1352666667,9.10913333333,8.53253333333,12.5205666667,13.3020666667,27.2579833333,8.30893333334
558.87,10.2834,44.3055333333,28.0764,35.1007333333,9.04653333333,8.4698,12.4842666667,13.2611333333,27.1982,8.24766666666
559.21,10.2976,44.3447333333,28.1026666667,35.1475333333,9.07173333334,8.50146666667,12.4949333333,13.2620666667,27.225525,8.27686666667
559.55,10.3136,44.4048,28.1406666667,35.2203333334,9.07673333333,8.51626666667,12.5426666666,13.3124,27.2411666667,8.29826666666
559.89,10.3532666667,44.5002666667,28.1954666667,35.3078666667,9.093,8.5358,12.5479333333,13.3636666666,27.2941833333,8.30813333334
560.23,10.3289333333,44.5395333333,28.2497333333,35.3569333333,9.07646666667,8.53746666667,12.5592666667,13.3633333333,27.324125,8.30333333333
560.58,10.3012666667,44.5274666667,28.2379333333,35.3472666667,9.05746666667,8.51373333333,12.5451,13.3291333333,27.2879666667,8.28579999999
560.92,10.3345333334,44.6248,28.2821333333,35.4174,9.06226666667,8.53706666667,12.5708333333,13.3503333333,27.3074916667,8.30873333333
561.26,10.3331333333,44.6629333333,28.3087333333,35.4578666667,9.05793333334,8.563,12.5688333333,13.3738666667,27.3178833333,8.32633333333
561.60,10.2963333333,44.663,28.3150666667,35.4400666667,9.04153333333,8.557,12.5373,13.3499333333,27.3055083333,8.32046666667
561.94,10.344,44.7393333333,28.3633333333,35.5274666667,9.0754,8.611,12.566,13.3910666667,27.3849,8.358
562.28,10.3422666667,44.7721333333,28.3820666667,35.5868666667,9.0726,8.62466666666,12.5875333333,13.3748666667,27.415225,8.36273333333
562.62,10.3776666667,44.8864,28.4684,35.679,9.10573333333,8.64646666667,12.6272333333,13.4012666667,27.4649416667,8.38786666667
562.96,10.3478,44.9114,28.4728666667,35.7210666667,9.07933333333,8.62266666667,12.6148333333,13.3972,27.4389,8.34526666667
563.30,10.3433333333,44.9509333333,28.4995333334,35.7371333333,9.05286666667,8.6058,12.5949666667,13.3745333333,27.4571583333,8.32813333333
563.64,10.3055333333,45.0004666667,28.4918,35.7479333333,9.01533333333,8.59193333333,12.5956,13.3354666666,27.4354833333,8.31879999999
563.99,10.3392,45.0784666667,28.5084666667,35.8101333333,9.04793333333,8.6244,12.6261,13.3793333333,27.4441,8.35406666667
564.33,10.3609333333,45.1271333333,28.5166666667,35.8435333333,9.0768,8.64326666667,12.6267,13.4014666667,27.446475,8.36660000001
564.67,10.3665333334,45.1596,28.5296666667,35.8752,9.0634,8.62966666667,12.6343333333,13.3962666667,27.4393,8.37160000001
565.01,10.3632,45.1743333333,28.5238,35.8762666667,9.05206666667,8.61766666666,12.6253,13.3873333334,27.4240583333,8.35680000001
565.35,10.4118,45.2959333333,28.6085333333,35.9943333333,9.08433333333,8.66713333333,12.6810666667,13.4451333333,27.4973833333,8.39873333333
565.69,10.4410666667,45.3494666666,28.6634666667,36.0306666667,9.09146666667,8.6778,12.7034333333,13.4893333333,27.50025,8.42560000001
566.03,10.5326666667,45.3974666667,28.7414666667,36.1016666667,9.183,8.75946666667,12.792,13.5934666667,27.563,8.50113333333
566.37,10.5513333333,45.4330666666,28.7479333333,36.1291333333,9.19586666667,8.75893333333,12.7838333333,13.6028,27.5565166667,8.51153333334
566.71,10.5526,45.4486666667,28.7545333333,36.1365333333,9.22106666667,8.7684,12.7849,13.6102666666,27.5549,8.51919999999
567.05,10.5119333333,45.4666666667,28.7331333333,36.1603333333,9.2052,8.74986666667,12.7658333333,13.5862666667,27.5325166667,8.49513333334
567.39,10.5086666667,45.4293333333,28.7293333333,36.1670666667,9.1958,8.75966666667,12.7467,13.598,27.5104333333,8.47593333333
567.73,10.4942,45.4360666667,28.7332666667,36.1700666667,9.1816,8.7272,12.7228,13.5712666667,27.4951666667,8.46973333333
568.07,10.5046,45.5104666667,28.8040666667,36.216,9.18280000001,8.73173333333,12.7551333333,13.5957333334,27.531075,8.48860000001
568.41,10.5480666667,45.5602666667,28.8631333333,36.238,9.22973333333,8.79913333334,12.7735666667,13.6524666667,27.5725416667,8.53126666666
568.75,10.5795333333,45.6189333334,28.9138,36.2841333333,9.25959999999,8.82993333333,12.8087333333,13.6935333333,27.6002166667,8.55506666667
569.09,10.5494,45.5874666667,28.8795333333,36.2246666667,9.22726666666,8.80606666666,12.7621666667,13.6481333333,27.5386083333,8.5188
569.43,10.5175333333,45.5698666667,28.8764666667,36.2173333333,9.20846666667,8.80506666666,12.7423333333,13.6427333333,27.5247,8.492
569.77,10.4581333333,45.5788666667,28.8486,36.1948,9.15013333334,8.74219999999,12.6684333333,13.5732,27.4823833333,8.46186666667
570.11,10.4400666667,45.6301333333,28.852,36.2325333333,9.1298,8.73346666666,12.6773,13.5680666667,27.4883166667,8.4436
570.45,10.4572,45.645,28.8759333333,36.2448666667,9.10986666667,8.7396,12.6894,13.5682,27.4767416667,8.44253333333
570.79,10.4996666667,45.6876,28.8991333333,36.2779333333,9.14193333333,8.77679999999,12.7216666667,13.6248,27.5203083333,8.48653333333
571.13,10.5129333333,45.6861333334,28.8984,36.2818666667,9.14486666667,8.76666666665,12.7204333333,13.6254666666,27.5246416667,8.50086666667
571.47,10.5166,45.6989333333,28.9146,36.3205333333,9.14106666667,8.78126666667,12.7331333333,13.64,27.5293,8.48846666666
571.81,10.5413333333,45.7372666667,28.9245333333,36.3819333333,9.155,8.80126666666,12.7443,13.6331333333,27.5516,8.4938
572.15,10.4848,45.6798,28.8725333333,36.3572,9.1118,8.73720000001,12.7113666667,13.5877333333,27.507025,8.44126666667
572.49,10.4442,45.6849333334,28.8596666667,36.3585333333,9.06826666667,8.70486666666,12.6810333333,13.5366666667,27.4710916667,8.41020000001
572.83,10.4516,45.6880666667,28.8634,36.4072666666,9.06586666667,8.68679999999,12.6945333334,13.5277333333,27.4830833333,8.40873333333
573.17,10.4532666667,45.7324,28.8578,36.4315333333,9.0696,8.67186666667,12.7081,13.5254,27.476875,8.41526666666
573.51,10.4930666667,45.7898666667,28.9198,36.4982666667,9.11773333333,8.72000000001,12.7504333333,13.5802,27.498175,8.43766666666
573.85,10.5184666667,45.8227333333,28.9808,36.5553333333,9.15606666667,8.77066666665,12.7946333333,13.6218,27.5557416667,8.48273333333
574.19,10.5292,45.8941333333,29.0144666667,36.6381333333,9.16946666667,8.78659999999,12.8122666667,13.6484,27.5919583333,8.51853333334
574.53,10.5106,45.8641333333,29.0244,36.6478666667,9.14386666667,8.76586666667,12.7835,13.6184,27.5454,8.48773333334
574.87,10.5108,45.9384666667,29.081,36.6958,9.15753333333,8.7684,12.8081333333,13.6328666667,27.5773083333,8.50106666667
575.21,10.5226,45.9958666667,29.1131333333,36.7308666667,9.16240000001,8.77359999999,12.8238666667,13.6284666667,27.606875,8.52413333333
575.55,10.4999333333,45.9869333334,29.0972,36.7256666667,9.11893333333,8.7526,12.7836333333,13.6365333333,27.574525,8.5102
575.89,10.5140666667,46.09,29.1692666667,36.8307333333,9.12879999999,8.782,12.7959666667,13.6502666667,27.6089833333,8.53486666667
576.22,10.5342,46.0988666667,29.2011333333,36.8892,9.15146666666,8.80193333333,12.8044333333,13.6718,27.6327,8.5526
576.56,10.5538,46.1719333333,29.2781333333,36.9824666667,9.16013333334,8.83759999999,12.8319666667,13.6996,27.676675,8.58039999999
576.90,10.62,46.2616,29.3826666667,37.0696,9.21353333334,8.90713333333,12.8916,13.7426666667,27.7335,8.64886666667
577.24,10.6215333333,46.3164,29.401,37.1276666667,9.19593333333,8.91566666665,12.8902,13.7344,27.764925,8.66346666667
577.58,10.6202,46.2479333333,29.3723333333,37.0788,9.15886666666,8.89946666667,12.8559666667,13.7184,27.7024083333,8.64706666666
577.92,10.6428,46.3296,29.4273333333,37.1474666667,9.15420000001,8.91159999999,12.8648666667,13.7358666667,27.762025,8.65566666667
578.26,10.6856666667,46.3922666667,29.4570666667,37.1616666667,9.19066666667,8.9366,12.8923,13.7778,27.8128416667,8.69666666667
578.60,10.7190666667,46.4042666667,29.4862666667,37.195,9.19446666667,8.97226666666,12.8839666667,13.7772,27.8230666667,8.71326666666
578.94,10.7549333333,46.4845333333,29.5602,37.3016,9.23933333333,9.03133333333,12.9131666667,13.8306,27.9024583333,8.75993333333
579.28,10.8179333333,46.58,29.6264666667,37.4146666667,9.29193333333,9.08566666665,12.9824,13.8914,27.97075,8.81179999999
579.61,10.8503333333,46.5577333333,29.6339333333,37.3878,9.28360000001,9.10173333335,13.0020666667,13.9023333333,27.9707,8.81706666667
579.95,10.8809333333,46.6598,29.7112666667,37.4640666667,9.3134,9.15753333333,13.0295666667,13.9525333333,28.0289833334,8.86833333333
580.29,10.8985333333,46.6822,29.7111333333,37.4418666667,9.33479999999,9.17480000001,13.0270666667,13.9808,28.024225,8.90153333333
580.63,10.8622,46.6485333333,29.6873333333,37.4572,9.28873333333,9.15053333334,12.9983333333,13.9516666667,28.0084166667,8.86493333333
580.97,10.8604666666,46.6410666667,29.6810666667,37.4486,9.28066666666,9.14386666666,12.9828666667,13.9670666667,27.9907083333,8.85680000001
581.31,10.8703333333,46.7536,29.7286,37.5441333333,9.28946666666,9.18186666666,13.0091333333,13.9755333333,28.0448,8.87613333333
581.65,10.8753333333,46.7165333333,29.6825333333,37.5284,9.32533333333,9.20540000001,13.0145,13.9726666667,28.0033333333,8.88960000001
581.98,10.9243333333,46.8313333333,29.7592,37.6756,9.36299999999,9.27326666667,13.0881,14.0366666666,28.0521583333,8.94433333334
582.32,10.9511333333,46.9656666667,29.8147333333,37.8118,9.39260000001,9.319,13.1449,14.0874666666,28.1353083333,8.97533333334
582.66,10.9252666667,46.8878,29.756,37.7411333334,9.36400000001,9.27226666665,13.1138,14.0680666667,28.0698416667,8.95400000001
583.00,10.8707333333,46.8648,29.7445333333,37.7288666667,9.35293333334,9.26606666668,13.0903666667,14.0335333333,28.0515666667,8.91866666666
583.34,10.8546,46.9060666667,29.7464,37.7940666667,9.37673333333,9.25453333333,13.0822333333,14.0288,28.064325,8.91140000001
583.68,10.8499333333,46.8779333333,29.6938666667,37.7778666667,9.34600000001,9.2204,13.0555,14.0044,28.0560083333,8.89573333334
584.01,10.8492666666,46.9632,29.7308666667,37.8506666667,9.37166666667,9.23793333335,13.0946333333,14.0176,28.1007583333,8.90933333333
584.35,10.8256,46.9939333333,29.7228666667,37.8663333333,9.37686666667,9.22800000001,13.0479,14.011,28.0867916667,8.89413333334
584.69,10.7654666667,46.9922666666,29.6957333333,37.836,9.32593333334,9.17119999999,13.0312,13.9285333333,28.075225,8.84393333333
585.03,10.7382666667,46.9729333333,29.6924666667,37.8366,9.33846666667,9.14426666667,13.0122666667,13.9188,28.07615,8.85473333333
585.37,10.786,47.0066666667,29.7728666667,37.8577333333,9.3622,9.19,13.0790666667,13.9755333333,28.135875,8.93333333333
585.70,10.799,47.0279333333,29.8002666667,37.8608666667,9.37886666667,9.20573333334,13.0865,13.9641333333,28.1561166667,8.97613333333
586.04,10.7916,46.9868,29.7844666667,37.8284666667,9.35860000001,9.17633333333,13.0854333333,13.9787333333,28.12735,8.98686666666
586.38,10.8180666666,47.1024,29.8512,37.9182666667,9.35159999999,9.217,13.1125666667,13.9971333334,28.1760833333,8.97633333333
586.72,10.8676666667,47.1471333333,29.8924666667,37.9416,9.39119999999,9.252,13.1545666667,14.0457333333,28.2018583333,9.02640000001
587.06,10.8464,47.1448,29.8667333333,37.9406,9.36533333335,9.27226666667,13.1666333333,14.0494666667,28.173325,9.01733333333
587.39,10.8904666667,47.225,29.9565333333,38.0237333334,9.40853333335,9.32186666666,13.2235333333,14.1121333333,28.2092166667,9.04499999999
587.73,10.8662,47.2412,29.96,38.0374,9.3848,9.30273333334,13.2104,14.1210666667,28.2050583333,9.03226666666
588.07,10.8856,47.2207333333,29.9553333333,38.0293333333,9.38279999999,9.30700000001,13.2460666667,14.1424,28.208,9.06279999999
588.41,10.9276666667,47.2543333333,29.9906,38.1067333333,9.40666666667,9.3312,13.2456666667,14.2005333333,28.2265333333,9.08499999999
588.74,10.9514,47.2918,30.0086,38.1236666667,9.40159999999,9.37206666667,13.2718666667,14.2176666667,28.2198916667,9.08960000001
589.08,10.9146666667,47.2554,29.9478,38.1170666667,9.3716,9.33526666666,13.2014333333,14.1817333333,28.1641333333,9.02373333333
589.42,10.8746,47.2726,29.9164666667,38.1399333333,9.31813333333,9.29593333335,13.1562,14.1428,28.109,8.95933333334
589.76,10.8864666667,47.3348,29.9676666667,38.1914666667,9.34826666667,9.33879999999,13.1683,14.1554666667,28.1443666666,8.97826666666
590.09,10.8937333333,47.3190666667,29.9535333333,38.2016666667,9.37079999999,9.33526666665,13.1671,14.1828,28.119375,8.97986666667
590.43,10.8342666667,47.355,29.9434666667,38.2245333333,9.30326666667,9.2738,13.1067,14.1322666667,28.1088666667,8.93700000001
590.77,10.8617333333,47.4431333333,30.0048,38.2883333333,9.32766666666,9.29666666666,13.1133,14.1497333333,28.1466166667,8.97673333333
591.11,10.8044,47.4524666667,29.9664666667,38.2933333333,9.28033333334,9.27286666667,13.0962333333,14.1006,28.1400833333,8.95160000001
591.44,10.7704,47.3637333333,29.9107333333,38.2322666667,9.23399999999,9.24066666667,13.0663333333,14.0754666667,28.0689583333,8.93233333334
591.78,10.7936666667,47.4556666667,29.9713333334,38.3022,9.24919999999,9.2704,13.0814333333,14.0768666667,28.0860583333,8.9512
592.12,10.8381333333,47.5888666667,30.0533333333,38.4025333333,9.28033333333,9.33246666667,13.1647,14.1382666667,28.1336083333,9.02526666667
