wavelength,Back_ParCapm,Belly_ParCapm,Breast_ParCapm,Crissum_ParCapm,Crown_ParCapm,DorTail_ParCapm,Rump_ParCapm,Throat_ParCapm,WingTip_ParCapm
187.91,110.337666667,156.540166667,138.185666666,153.7975,160.7595,143.459833333,146.2025,133.122333334,163.924166667
188.29,101.356333333,149.806166667,134.302333334,146.705166666,151.938166666,130.620166667,140.116333333,121.511666666,155.2325
188.67,90.7406666667,146.851666667,131.851833333,143.333333334,142.778,125.370333334,127.592666667,114.999833333,152.5925
189.05,87.3333333333,137.0,123.5,135.0,131.333333333,114.5,120.0,107.833333333,148.333333333
189.43,98.8371666665,156.589,137.015666667,153.2945,143.7985,127.906833334,132.1705,121.317666667,172.480666667
189.81,97.1698333335,144.811166667,129.245333333,142.9245,131.132,118.239,120.754666666,116.5095,156.132166666
190.19,94.8378333335,140.412833333,130.826,145.427666667,125.516,119.0265,117.404166667,123.008833333,151.179833333
190.57,87.5938333334,128.1955,123.183,131.954666667,109.398666667,108.521333333,107.142833333,112.782,138.5965
190.95,78.6975,117.108166666,112.914,117.66,97.7926666667,98.234,96.6888333333,95.1433333335,118.543
191.33,83.7398333333,117.581333333,120.020333333,117.988,97.6626666669,98.7805,97.5608333333,95.4268333335,116.057
191.71,79.4175,113.554166667,112.248833334,113.755166667,92.1688333333,90.964,90.3615,92.7709999999,109.739
192.09,71.1865,102.1655,102.730666667,97.7401666666,80.226,80.9793333333,76.648,85.1225,98.2109999999
192.47,72.5775,104.166666666,102.906833334,100.194,78.1008333333,84.6896666666,78.8758333334,89.6318333334,98.7404999998
192.85,83.766,119.4805,120.238166666,115.692666667,87.8786666668,94.3721666667,90.2596666667,101.406833333,108.982833333
193.23,85.357,128.214166667,122.738166667,121.0715,90.119,94.7618333333,94.0475,106.904833333,113.5715
193.61,81.2628333333,115.6315,109.627,105.797166667,84.5753333331,86.0246666667,85.7143333333,92.0288333333,102.898666667
193.99,76.0681666667,114.209333333,107.051333333,101.068333333,82.6923333332,81.3035,84.9356666667,87.8203333333,101.282
194.37,73.5231666667,114.557,108.439,97.8901666669,82.5949999999,79.9576666666,84.3881666666,84.3883333333,100.421833333
194.75,75.7368333334,122.789166666,110.6575,99.3196666665,89.9091666666,81.7458333333,88.6621666666,87.188,101.360666667
195.13,74.2325,121.162333333,107.127333333,98.2456666667,84.4296666665,79.2763333334,87.1713333333,89.4736666667,100.7675
195.51,62.031,113.024166667,92.7153333334,89.956,77.3728333331,71.9646666667,79.4701666667,80.0218333334,90.8388333333
195.89,61.0375,110.816833333,92.0530000002,90.6181666665,75.1656666667,75.1656666666,79.9116666667,76.7108333333,96.4679999999
196.27,63.226,112.5805,93.0106666668,96.344,74.9461666667,76.0215,83.3331666667,76.6666666667,102.795666666
196.65,58.6581666666,112.554166667,91.4503333333,93.9395000002,74.1343333333,70.1298333333,79.4371666667,73.4846666667,103.463333333
197.03,48.026,102.083333333,78.2895,84.3201666667,67.1053333333,59.101,71.1623333333,64.6926666666,97.4781666665
197.40,48.3333333333,94.8958333333,73.8541666667,79.375,66.0416666667,57.8125,67.8125,59.4791666667,94.5833333331
197.78,43.651,96.2581666669,73.129,82.4261666667,61.678,59.1836666666,69.0475,63.6055,96.2586666665
198.16,45.8333333333,95.8333333333,71.875,84.0625,62.6041666667,64.7916666667,70.9375,68.4375,94.3749999998
198.54,44.6668333333,95.2223333335,68.111,84.3331666667,60.5556666667,60.3333333333,69.889,65.5555,93.7778333331
198.92,41.7211666666,91.6121666666,62.3095,81.6993333333,53.2681666667,56.7535,64.597,59.6948333333,88.9978333335
199.30,44.286,96.1905000001,64.8806666667,84.881,58.095,57.6188333333,68.6905,60.2378333333,97.6189999998
199.68,57.1236666667,105.779666667,71.1021666666,93.4139999999,61.4246666666,62.0966666666,77.2848333333,68.683,113.172166667
200.06,59.6573333333,116.1995,75.5451666667,95.3268333332,60.9033333333,61.0591666667,80.6855,76.1681666666,116.510833333
200.44,64.9208333333,121.269666667,76.8251666667,97.1430000001,62.5395,64.4443333333,82.8573333333,85.2381666665,116.508
200.82,55.4053333333,104.204333334,62.3121666667,86.6366666667,53.7536666666,58.8588333333,72.2223333333,76.4263333335,104.504333333
201.19,50.8771666666,98.6841666667,53.5086666667,80.8478333333,48.3918333333,54.9706666667,65.2046666667,73.2456666668,98.6843333331
201.57,48.8506666666,93.5346666666,56.178,82.1838333333,40.3735,52.5861666667,61.2068333334,76.7241666666,96.1206666668
201.95,48.5508333333,90.7248333334,60.5796666666,82.4638333333,36.6665,49.855,56.0868333334,75.0726666665,94.6376666665
202.33,36.4685,78.3828333333,51.6501666667,70.462,14.3563333334,31.3533333334,41.0893333333,61.5511666666,86.9636666669
202.71,34.628,75.0808333334,55.3398333334,66.8285,8.2525,34.4661666666,39.3203333333,62.7831666666,89.3203333332
203.09,34.815,75.9258333333,63.3331666667,67.037,8.7038333333,35.0,39.0741666667,65.1849999998,101.296333333
203.47,19.7135,63.9785,58.7815,54.301,-1.613,26.7023333333,32.7958333333,57.8853333333,87.9928333334
203.85,7.09233333331,58.688,56.0283333333,46.8086666666,-4.25533333335,24.8228333333,28.1913333333,52.4823333333,81.7375
204.22,15.071,63.6523333334,62.4115,57.2695,1.24116666665,31.5601666667,38.4751666666,54.61,91.1346666665
204.60,-4.22216666667,64.0001666667,63.7778333333,52.2223333334,-12.6666666667,21.7778333333,33.7776666666,58.4443333335,98.4444999998
204.98,-17.7966666667,77.9661666666,81.356,46.3276666667,-32.4858333334,10.1695,33.0508333333,64.9716666668,110.452166667
205.36,-20.7648333333,74.8635,86.8851666667,40.4371666667,-36.3388333335,11.7485,32.5138333333,64.2076666667,96.7211666666
205.74,-36.0606666667,79.6969999998,86.0608333335,26.0606666667,-44.5453333331,13.0305,27.8786666666,61.2121666665,92.7271666665
206.12,-46.6666666667,94.8148333332,88.1481666665,31.8518333334,-45.5553333335,19.2593333333,36.6666666667,79.9999999998,121.4815
206.50,-59.596,137.373833333,89.8988333333,44.9495,-58.0810000001,35.3535,54.0405,110.101,162.626333333
206.87,-83.3333333333,136.5385,55.7693333334,18.5896666667,-96.154,2.5641666667,60.8976666666,101.923166667,155.7695
207.25,-137.5,132.5,5.0,4.16666666665,-203.333333333,-34.1666666669,34.1666666667,98.3333333331,163.333333333
207.63,-1775.0,466.666666667,-916.666666669,-566.666666667,-2816.66666667,-1083.33333333,-633.333333333,483.333333335,1016.66666667
208.01,650.0,-46.6666666665,370.0,293.333333334,1283.33333333,570.0,393.333333334,-143.333333333,-246.666666666
208.39,1950.0,375.0,1316.66666667,1233.33333334,3625.0,1883.33333333,1716.66666667,-150.0,-16.6666666665
208.77,-1950.0,-416.666666667,-1200.0,-1150.0,-3725.0,-1958.33333333,-1883.33333333,-208.333333335,166.666666665
209.14,-3.08129804051e+15,-1.34340329794e+15,-2.38827252967e+15,-2.0151049469e+15,-5.52288022486e+15,-3.02798838583e+15,-3.23056507361e+15,-9.5957378424e+14,-6.61039718030e+14
209.52,805.5555,458.333333334,594.4445,572.222333334,1438.88883333,880.555499998,897.222333333,352.777666665,177.778
209.90,-3.26255086642e+15,-2.15371004907e+15,-2.55886342464e+15,-2.21768163469e+15,-5.90670973855e+15,-4.05153375568e+15,-3.53976107076e+15,-1.62061350228e+15,-8.74278336752e+14
210.28,-716.666666667,-566.6665,-669.047333333,-623.809666666,-1411.905,-1050.0,-880.952333334,-507.143,-383.333333333
210.66,-302.941333333,-250.980333333,-238.2355,-250.980333334,-564.705666667,-441.1765,-363.725333333,-210.784333333,-142.156833334
211.03,-530.303,-412.121166667,-307.5755,-419.697166667,-884.8485,-690.909333333,-657.576,-378.788,-239.393833333
211.41,-484.6155,-374.358833333,-285.897333333,-425.641,-797.436,-650.000166667,-564.1025,-352.564333333,-274.358833334
211.79,-433.3335,-297.436,-229.487166667,-405.128,-747.436,-612.8205,-489.7435,-324.359166667,-255.128333333
212.17,-360.784166667,-235.294333333,-199.0195,-321.568833333,-597.058666667,-495.098,-385.294333333,-284.313666667,-198.039166667
212.55,-218.0,-118.0,-71.3333333333,-173.333333333,-374.0,-298.666666666,-190.666666667,-152.666666666,-87.3333333332
212.92,-133.3335,-86.6666666668,-39.524,-121.428666667,-249.047666666,-190.476333334,-116.666833333,-96.1904999998,-55.2381666668
213.30,-91.25,-69.5833333331,-10.4166666667,-87.9166666667,-189.583333333,-140.416666667,-85.8333333331,-63.3333333335,-24.1666666667
213.68,-60.0575,-39.9421666667,-7.75866666665,-57.7586666667,-137.931166666,-85.0574999998,-56.0345,-35.6321666666,-7.75866666665
214.06,-77.8985,-57.2465000001,-2.89866666667,-92.3911666667,-186.231833333,-103.260666667,-78.6233333333,-51.8113333335,-14.8551666666
214.44,-58.1873333333,-32.4561666667,21.345,-61.9881666667,-152.046833333,-71.345,-55.5555,-24.8535,2.3393333333
214.81,-32.8125,-14.3228333333,45.3125,-44.271,-126.041833333,-55.4688333335,-33.3333333333,-1.302,7.55183333331
215.19,-17.9486666667,-11.111,45.2991666667,-32.6923333333,-96.3675,-38.2476666667,-22.0086666667,9.829,15.812
215.57,-8.72099999999,-4.26333333335,59.1086666667,-18.7981666667,-71.3176666666,-22.4805,-15.6976666667,21.3178333333,31.3953333333
215.95,0.0,0.1736666667,60.9375,-9.89583333334,-57.639,-14.5835,-16.1458333333,21.875,36.4583333333
216.32,10.9968333334,8.24750000002,68.213,3.26466666665,-45.3606666667,-0.0001666667,-9.96566666665,35.0515,46.7353333333
216.70,-1.31083333334,-12.547,55.618,-8.98883333332,-62.5466666666,-12.3596666666,-31.2735,27.1535,39.3258333333
217.08,-7.55550000001,-24.4443333333,62.0,-10.6665,-84.6666666667,-20.4445,-44.6666666667,26.6663333333,38.0
217.46,-23.2238333334,-45.6285,64.481,-23.4973333333,-121.038166666,-35.7923333333,-60.3826666667,14.481,38.7978333333
217.83,-45.1853333333,-83.7036666667,70.3703333333,-43.7036666667,-170.740666667,-72.2223333335,-88.148,-1.85183333335,31.1108333333
218.21,-45.679,-73.4566666667,45.6788333333,-30.5555,-135.185333334,-62.6543333332,-74.3828333333,-5.86433333335,23.1481666667
218.59,-57.639,-97.5693333331,38.8886666666,-47.917,-160.069333333,-80.9026666668,-92.3610000001,-20.1388333334,16.6668333333
218.97,-89.4309999999,-131.300833333,15.447,-74.7968333333,-202.439333334,-114.2275,-136.585333333,-48.3739999999,1.2193333333
219.34,-83.3333333335,-102.6515,4.9241666667,-59.091,-194.318166667,-114.772666667,-123.484833334,-40.5303333334,-4.54533333335
219.72,-96.8993333331,-103.100666667,-8.1395,-62.403,-205.813833333,-120.930333334,-128.682166666,-52.7131666669,-19.7675
220.10,-123.863666666,-123.863666666,-32.9543333334,-76.1363333333,-221.969833333,-135.984833333,-127.273,-65.1516666668,-35.9848333335
220.47,-125.177333333,-128.723166666,-45.745,-96.4539999998,-215.248166667,-138.297833333,-129.432666667,-81.5603333331,-59.5745000002
220.85,-110.457666667,-100.980333333,-33.3333333333,-83.66,-181.3725,-116.013166667,-100.6535,-73.8561666665,-51.9608333331
221.23,-94.7368333333,-80.1171666665,-35.0878333333,-69.0058333333,-153.216333333,-102.339166666,-80.1170000002,-59.3566666669,-47.6608333332
221.61,-61.0328333333,-38.263,-15.258,-37.5586666666,-102.347333333,-70.1878333333,-53.2865,-25.3521666666,-29.3428333334
221.98,-54.1153333334,-28.1893333333,-13.5803333333,-31.4816666666,-91.5636666667,-48.148,-45.679,-16.2551666666,-21.6051666667
222.36,-49.1341666667,-19.4806666667,-7.5758333333,-24.0258333333,-95.238,-48.9178333333,-43.0738333333,-11.4716666667,-16.0173333334
222.74,-67.8163333333,-22.1263333333,-7.47133333335,-28.4481666666,-122.701166667,-64.0803333331,-62.6436666665,-20.977,-18.3906666667
223.11,-84.0,-33.3333333333,-16.6666666666,-34.6666666667,-143.666666667,-75.9999999999,-82.0,-35.6666666667,-23.3333333332
223.49,-104.4715,-38.6178333333,-11.3823333334,-34.9591666666,-163.414666667,-82.5203333331,-95.5283333335,-40.6506666665,-21.9511666667
223.87,-72.5693333333,-23.9583333333,10.0696666667,-23.6111666667,-131.25,-63.5416666665,-67.0138333335,-25.0,-4.514
224.24,-80.4878333334,-10.9756666667,30.0813333334,-18.699,-148.780166667,-62.6016666665,-73.1706666665,-26.016,-9.75616666665
224.62,-59.5236666667,8.84366666665,49.6596666667,1.70066666666,-109.183666666,-37.0748333333,-41.4965,-1.36033333335,18.0271666667
225.00,-41.2566666666,14.754,46.9946666667,4.37166666667,-87.1583333333,-18.5791666667,-36.8851666667,5.4645,27.3223333333
225.38,-59.1666666667,1.38883333335,41.1111666667,-12.5,-101.666666666,-33.0555,-51.9446666667,-11.6668333333,18.3333333333
225.75,-43.9391666667,-3.53533333335,43.687,-4.79816666666,-96.2123333333,-24.2423333334,-36.8688333334,-5.5556666667,24.7475
226.13,-36.4583333333,-8.0731666667,44.0105,0.0,-96.875,-20.3126666667,-36.1978333333,-4.6875,22.3956666667
226.51,-31.3008333333,-8.33316666665,34.9593333334,-4.26816666666,-75.0,-11.7886666667,-28.0486666667,-2.84566666665,14.8373333333
226.88,-32.3898333333,-14.7798333334,18.7105,-1.88666666666,-65.4088333333,-14.9371666667,-19.654,-4.40233333335,11.7925
227.26,-30.1333333334,-14.2666666667,15.0666666667,-2.66666666665,-59.0666666667,-9.73333333333,-15.7333333333,-2.26666666665,10.4
227.64,-17.8715,-8.83550000001,14.5583333333,-1.60633333333,-40.6626666666,-3.21300000002,-10.6426666667,4.6185,13.3535
228.01,-14.489,-8.37516666669,10.9715,-0.67,-33.417,-1.08883333334,-8.37516666665,3.9363333333,11.3901666667
228.39,-9.7795,-7.78216666667,8.95316666668,0.619833333335,-24.4488333334,2.4105,-6.19833333332,4.5455,15.5646666667
228.76,-10.6178333333,-8.68733333335,3.98983333335,-0.901,-23.874,-0.708,-7.97950000002,4.3115,14.2856666667
229.14,-5.324,-3.472,5.84483333333,3.87716666665,-16.609,2.48833333333,-1.44666666667,8.85433333335,17.0716666667
229.52,-0.207166666667,1.294,9.83466666665,7.66033333332,-10.4036666667,6.936,2.74316666666,12.7846666667,19.8241666667
229.89,3.13683333333,7.20983333332,12.5936666667,10.8146666667,-3.27733333333,10.2526666667,7.06933333335,15.1686666667,22.5656666667
230.27,4.768,10.6736666666,14.7856666667,13.4295,0.481333333335,10.6301666667,10.4548333333,16.1853333334,24.4095
230.65,3.802,8.709,13.4395,13.5278333333,-0.00016666667,7.95733333335,9.23949999998,16.0035,24.4473333333
231.02,6.01733333333,11.3853333334,14.8485,13.6796666667,3.07366666666,10.2165,10.9958333333,17.8786666667,24.5021666666
231.40,6.18666666666,11.953,15.278,14.5203333334,5.261,10.7745,13.2576666667,18.9815,25.042
231.78,5.62866666666,11.5653333333,14.1601666667,15.8311666666,4.79333333334,10.2463333333,14.6876666666,18.2058333334,25.2856666666
232.15,4.32983333333,11.2661666667,12.8026666667,16.9925,3.3985,8.19383333334,13.5008333333,19.1341666667,25.2791666667
232.53,7.95883333331,15.0281666667,16.9943333333,20.5058333333,6.03916666667,9.36333333335,16.2453333333,23.8765,26.3575
232.90,8.72383333333,16.9883333333,19.9721666667,21.2581666667,6.24416666666,9.91766666666,16.3451666667,24.3801666667,26.7676666667
233.28,6.98333333331,14.2458333333,18.0633333334,19.2273333333,3.49166666667,7.49533333334,13.4078333333,22.3463333333,23.6035
233.66,5.09916666666,12.5118333333,15.864,19.1691666666,1.6525,6.75150000002,13.031,20.113,22.1906666666
234.03,2.15533333334,9.09949999998,13.9366666666,16.619,-1.58033333334,4.11883333334,9.91383333332,16.6186666667,19.0615
234.41,5.42116666667,11.2456666667,16.8905,18.0553333333,1.83683333333,6.362,11.3796666667,18.3241666667,21.7293333333
234.78,7.5915,12.8498333333,18.9143333333,18.787,3.944,10.3053333333,13.6555,18.8293333334,21.9253333333
235.16,7.33,11.7116666667,18.5503333333,17.8951666667,2.78483333333,9.29566666665,12.1621666667,18.1818333333,20.7208333333
235.54,8.47266666665,13.5641666666,19.3316666667,18.377,3.97766666666,10.5011666667,12.0525,18.775,21.4798333333
235.91,8.63633333333,14.015,20.038,18.4468333333,3.788,10.9091666667,12.1211666667,19.4696666666,21.1361666666
236.29,11.6773333333,16.3481666667,22.5051666667,19.1438333334,7.077,13.6943333334,15.2511666667,21.4081666667,23.7791666667
236.66,8.76083333332,14.3518333333,20.3348333333,16.5955,5.057,12.3218333333,12.9985,18.4828333333,21.5098333334
237.04,8.12233333331,13.6076666667,18.9523333333,16.8073333333,4.43033333333,12.3065,13.2206666667,17.4401666667,20.1126666667
237.41,6.26333333335,13.319,19.5825,16.7745,3.49166666667,11.591,12.1311666667,16.5946666667,19.5465
237.79,7.5915,16.218,22.0843333334,18.1161666667,6.004,12.9055,12.3531666666,18.3573333333,21.0146666667
238.17,5.89433333335,14.5326666666,19.6138333334,16.87,4.43783333333,11.3481666667,9.45116666668,17.3103333334,19.038
238.54,5.46866666665,14.4858333333,18.522,16.634,3.5155,11.4258333333,9.66783333334,17.806,18.4895
238.92,6.24250000002,16.0825,17.466,17.3738333333,3.5055,10.7935,8.73316666665,17.5893333333,18.6963333333
239.29,6.66083333331,16.1763333333,16.8973333334,17.5318333333,5.30566666667,11.9956666667,9.60216666666,17.0413333333,19.233
239.67,4.25516666667,13.2296666667,13.6116666666,15.3026666667,2.755,9.329,7.11966666667,13.366,16.9395
240.04,2.59916666667,10.7798333333,10.8561666667,13.4811666667,1.42716666667,7.67083333333,5.55549999998,10.3721666667,14.424
240.42,1.474,9.34233333335,9.36533333333,13.1065,0.952333333335,7.64183333334,4.71666666666,9.47866666665,12.7891666667
240.79,4.6405,11.6588333333,10.6343333333,14.6558333333,3.82816666667,10.151,7.23116666665,11.8133333333,14.6561666666
241.17,5.00666666667,11.558,10.3188333333,13.985,4.36183333333,10.1833333333,6.9585,11.8465,14.613
241.54,5.90816666667,11.5225,10.2883333333,13.5216666666,4.89416666667,11.214,7.40733333333,11.949,14.7266666666
241.92,5.6135,10.2778333333,9.15533333331,12.5635,3.90283333333,10.9996666667,6.42883333333,10.973,13.9668333333
242.29,5.31433333334,9.65583333335,8.59516666665,11.6266666667,3.20616666667,10.6288333333,6.125,10.2045,13.7475
242.67,4.43083333334,8.68366666668,7.579,10.4063333333,2.32833333333,9.65783333333,4.56166666667,8.43433333335,12.604
243.05,4.55683333333,8.86133333331,8.08066666666,10.2846666667,2.76633333333,9.91733333331,4.97016666667,8.60883333331,12.4998333333
243.42,4.7445,9.38883333335,8.47766666668,10.6221666667,2.989,10.1221666667,5.03333333333,9.03333333335,12.3666666667
243.80,5.50133333333,10.1106666667,9.39333333335,11.198,3.74,10.8391666667,5.50116666667,9.87166666668,12.5788333333
244.17,5.71,10.4296666667,9.71333333332,11.1251666666,3.877,10.7776666667,5.38333333333,9.70283333335,12.9898333333
244.55,5.78366666667,10.6136666667,9.32833333333,10.4995,3.58633333334,10.427,5.0065,9.14166666665,12.7901666667
244.92,4.61583333333,9.81733333334,8.36800000001,9.68816666668,2.462,9.40033333335,3.89116666667,7.89166666667,11.6438333333
245.30,4.02566666666,9.20783333332,7.792,9.09683333332,1.749,8.81950000001,3.39633333333,7.126,10.9198333333
245.67,3.412,8.825,7.1915,8.52583333333,1.2485,7.85016666666,2.71933333333,6.2425,10.099
246.05,3.23633333333,8.87283333335,7.09016666667,8.57566666667,1.13366666666,7.6845,2.822,6.2775,9.63116666668
246.42,3.67933333333,9.2585,7.41533333333,8.83316666667,1.524,8.01783333333,3.09766666666,6.57883333333,9.57033333334
246.79,3.76766666666,9.21633333335,7.29333333334,8.79116666666,1.8055,8.18283333334,3.21166666666,6.6785,9.37983333332
247.17,3.432,8.86983333334,6.73616666667,8.443,1.585,8.12016666666,2.84083333333,6.49233333333,9.30866666665
247.54,3.08033333333,8.509,6.2075,7.94083333334,0.901833333334,7.76516666667,2.278,6.0435,8.98916666666
247.92,2.71783333333,8.0565,5.78933333333,7.44533333334,0.422333333333,7.38833333333,1.867,5.54416666667,8.66733333333
248.29,2.63766666667,7.93516666667,5.76616666666,7.41,0.446166666666,7.6075,1.68866666667,5.7155,8.50566666667
248.67,2.235,7.56166666666,5.51983333333,7.2555,0.124833333334,7.23833333333,1.25383333333,5.30966666667,8.356
249.04,1.84583333333,6.88666666667,5.08216666666,6.75083333334,-0.3965,6.70333333333,0.574000000001,4.72133333334,8.07016666666
249.42,2.113,7.11783333333,5.36016666667,7.04316666666,-0.012333333333,6.9995,0.853833333332,4.762,8.29583333334
249.79,2.55633333334,7.42916666667,5.7935,7.6625,0.480666666667,7.50233333333,1.248,5.40633333333,9.00400000002
250.17,2.44783333333,7.3005,5.81316666666,7.80616666667,0.758333333335,7.48116666667,1.1625,5.481,9.29383333331
250.54,2.58266666667,7.554,6.25083333334,8.26733333333,1.1245,7.833,1.3805,5.75466666667,9.78716666665
250.92,2.28566666667,7.68266666666,6.49816666666,8.68366666667,1.01766666667,7.62416666666,1.39316666666,5.74733333333,10.1185
251.29,1.79166666666,7.18483333333,6.422,8.4795,0.5235,6.84766666666,0.816,5.07366666666,9.73916666668
251.66,1.99333333334,7.2455,6.8815,8.8205,1.0105,6.754,1.08316666667,5.0245,10.0673333333
252.04,2.10183333334,7.3425,6.87966666666,8.73133333335,1.0,6.46316666666,1.22216666667,4.99066666667,9.99999999999
252.41,2.514,8.07916666666,7.00550000002,9.00200000002,1.45916666667,6.629,1.72333333333,5.21666666666,10.273
252.79,2.77616666666,8.33816666666,7.29833333334,9.27299999999,2.07033333334,7.02166666667,1.98433333333,5.791,10.3701666667
253.16,2.86,8.7895,7.66833333335,9.66383333335,2.67033333333,7.51616666666,2.55633333333,6.11933333333,10.4525
253.54,1.82483333333,8.33816666666,6.808,8.90716666667,1.962,6.73916666666,1.51066666667,5.51316666667,9.78033333333
253.91,0.665833333332,7.839,5.8515,7.87933333331,1.23083333333,5.791,0.443833333335,4.40866666667,8.91849999999
254.28,0.1245,7.76816666666,5.27883333333,6.8555,0.414833333333,4.8435,0.083,3.96166666666,8.31783333335
254.66,-0.968166666668,6.76666666666,4.50383333333,5.74416666667,-0.903000000002,3.405,-1.2835,2.92633333334,7.37616666667
255.03,-1.2785,6.17783333334,4.01683333333,5.137,-1.19933333333,2.51183333333,-1.99133333334,2.8175,6.5625
255.41,-1.07333333333,6.26316666667,4.06916666667,5.35516666667,-1.0615,2.3355,-1.675,2.79533333333,6.5225
255.78,-0.919666666666,6.66916666667,4.38183333333,5.507,-0.701833333333,2.42066666666,-1.24666666667,3.38916666667,7.06833333333
256.15,-0.563166666667,7.5485,5.48783333335,6.674,0.455333333334,3.45066666667,-0.527,4.44516666667,8.03966666669
256.53,-1.08366666666,7.0745,5.21,6.42183333333,0.128,3.11183333333,-0.885999999998,3.95116666667,7.7855
256.90,-1.03766666667,7.33933333334,5.133,6.05066666667,-0.022,3.30916666667,-0.688166666665,3.65866666667,7.40516666667
257.28,-1.019,6.89083333333,4.69116666667,5.468,-0.615333333334,3.25866666667,-1.06933333334,3.43016666666,6.89066666667
257.65,0.603666666668,7.77783333333,5.67783333334,6.42166666667,0.551166666667,4.812,0.105,4.33933333333,7.944
258.02,1.44916666667,8.03083333331,6.14816666667,6.75333333334,0.978666666668,5.401,1.0905,4.76633333333,8.14266666667
258.40,2.17533333333,8.23816666665,6.32933333333,7.06733333334,1.38666666667,6.11316666667,1.444,4.98733333333,8.33983333334
258.77,2.28016666667,8.16133333334,6.369,7.15166666667,1.62566666666,6.35283333333,1.7365,5.071,8.29433333333
259.15,2.82866666667,8.36783333333,6.69016666667,7.44283333333,1.879,7.10366666667,2.27766666667,5.44566666667,8.61866666666
259.52,3.11066666667,8.67683333335,6.95733333333,7.74316666667,2.18616666667,7.66233333333,2.59433333334,5.94316666667,8.87433333334
259.89,3.12133333333,8.5125,6.8445,7.77533333333,2.13133333334,7.76266666666,2.59033333333,5.86716666666,8.66416666667
260.27,3.00633333333,8.29466666666,6.54933333334,7.44866666666,1.81033333334,7.54216666667,2.29416666667,5.60166666667,8.35566666666
260.64,2.986,8.23716666667,6.48416666666,7.41283333333,1.83716666667,7.47266666667,2.1815,5.49566666667,8.32933333334
261.01,3.06783333333,8.28116666667,6.693,7.5515,1.83683333333,7.60733333333,2.29366666667,5.6785,8.542
261.39,3.36316666667,8.5615,7.13883333334,7.93116666666,2.06166666667,7.87033333333,2.64783333333,5.92216666666,8.92133333333
261.76,3.20116666667,8.25183333333,7.005,7.74566666666,1.66116666667,7.51533333333,2.45616666667,5.72,8.68266666667
262.13,3.17516666667,8.231,6.92816666667,7.83983333333,1.47633333333,7.4575,2.24566666667,5.732,8.53333333333
262.51,3.35666666667,8.43016666667,7.2015,8.135,1.7315,7.5935,2.33133333333,5.8475,8.764
