wavelength,Back_SpoSchm,Belly_SpoSchm,Breast_SpoSchm,Crissum_SpoSchm,Crown_SpoSchm,DorTail_SpoSchm,Patch10_SpoSchm,Patch11_SpoSchm,Rump_SpoSchm,Throat_SpoSchm,WingTip_SpoSchm
518.99,9.73980000001,54.7108,17.0505333333,50.9890666667,8.09920000001,8.42486666667,22.0125333333,22.2406,10.5674666667,12.6264,7.73313333333
519.33,9.71533333333,54.7202,17.0302,50.9820666667,8.09326666667,8.42173333333,21.9983333333,22.2241333333,10.5528,12.6134,7.72226666667
519.68,9.70593333335,54.736,17.0126666667,50.9609333333,8.08166666666,8.42093333333,21.9851333333,22.2186,10.5374666667,12.5993333333,7.72
520.02,9.71999999999,54.8216666667,17.0242666666,51.0165333333,8.09446666667,8.41853333333,21.9930666667,22.2484666667,10.5546,12.6174,7.73753333333
520.37,9.7062,54.8394,17.0062,51.029,8.09253333334,8.40453333333,21.977,22.2394,10.5368666667,12.5880666667,7.7276
520.72,9.68693333335,54.8774,17.0205333333,51.0738666667,8.08366666667,8.3822,21.9765333333,22.2559333333,10.5299333333,12.5866,7.72206666667
521.06,9.68799999999,54.8953333333,17.0278,51.0887333333,8.08220000001,8.3756,21.9837333333,22.2702,10.5278666666,12.5783333333,7.71506666667
521.41,9.67386666666,54.9154,17.0201333334,51.1085333333,8.07486666667,8.3584,21.976,22.2683333333,10.5203333333,12.5732,7.7006
521.75,9.67653333333,54.9650666667,17.0298666667,51.1581333333,8.07260000001,8.35173333333,21.9976666667,22.278,10.5123333333,12.5722,7.7148
522.10,9.69346666667,54.9592,17.0453333334,51.1887333333,8.09193333333,8.36386666667,22.0132,22.2838,10.5278,12.5896666667,7.72666666667
522.45,9.70806666666,54.9665333334,17.0668,51.2181333333,8.09753333333,8.37966666667,22.0318,22.3043333333,10.5338666667,12.6044666667,7.73293333333
522.79,9.71799999999,54.9384,17.0742,51.1969333333,8.09779999999,8.38746666667,22.0383333333,22.2901333333,10.5332666667,12.6075333333,7.74953333333
523.14,9.72960000001,54.969,17.098,51.2426,8.1194,8.4048,22.0875333333,22.3108,10.5495333333,12.6178666667,7.76373333333
523.48,9.75060000001,54.9032666667,17.1233333333,51.2210666667,8.13566666667,8.42733333333,22.0809333333,22.3183333333,10.5571333333,12.6336,7.77526666667
523.83,9.76073333334,54.8948666667,17.1347333333,51.2278,8.1426,8.45486666667,22.1238666667,22.3304,10.5604,12.6537333333,7.78146666667
524.17,9.78239999999,54.9352666667,17.1590666667,51.2616,8.15060000001,8.46820000001,22.1575333333,22.3388,10.5856,12.6764666667,7.7964
524.52,9.78426666667,54.8777333333,17.1526,51.2135333333,8.1518,8.48826666666,22.1623333333,22.3087333333,10.5832666667,12.6771333333,7.8048
524.87,9.78213333335,54.8304,17.1422666667,51.193,8.14866666667,8.48253333334,22.1493333333,22.2904,10.5707333333,12.6728,7.80686666667
525.21,9.78399999999,54.7844,17.1374666667,51.1507333333,8.14286666667,8.4864,22.1530666667,22.269,10.5609333333,12.6583333333,7.82033333333
525.56,9.78613333333,54.7258666667,17.1306666667,51.0832,8.14980000001,8.49666666667,22.1304,22.2548666667,10.5627333333,12.6494,7.82026666666
525.90,9.77566666665,54.722,17.1343333333,51.0790666667,8.1428,8.51166666667,22.1258666667,22.2577333333,10.5556666667,12.6408,7.82086666667
526.25,9.77146666668,54.7907333333,17.1557333333,51.1502666667,8.14140000001,8.51546666667,22.1695333333,22.2843333333,10.5444666667,12.6326,7.81986666667
526.59,9.74200000001,54.8449333334,17.1586666667,51.2136666667,8.12206666667,8.50093333334,22.1706666667,22.3005333333,10.5208666667,12.6186666667,7.799
526.94,9.73886666667,54.9310666667,17.1844666667,51.2984666667,8.09446666667,8.50940000001,22.1902,22.3306666667,10.5127333333,12.6236,7.798
527.28,9.72486666667,55.0072,17.1842,51.3624666667,8.08473333334,8.50340000001,22.2086666667,22.3414666667,10.5036666667,12.6203333333,7.78753333333
527.63,9.72206666665,55.0392666667,17.1831333333,51.3842666667,8.08053333333,8.49640000001,22.1998,22.3541333333,10.5077333333,12.6112,7.787
527.97,9.69579999999,54.9962,17.1568,51.3610666667,8.05666666667,8.47386666667,22.1643333333,22.3365333333,10.4856666667,12.5904666667,7.7626
528.32,9.69753333333,55.0480666667,17.1566,51.4095333333,8.06153333333,8.47406666667,22.1662666667,22.3622,10.483,12.6011333333,7.76493333333
528.66,9.70293333334,55.0736666667,17.1575333333,51.4282,8.06866666667,8.49426666667,22.1718,22.3806,10.4967333333,12.6156,7.77733333333
529.01,9.68066666666,55.0726,17.1343333333,51.4185333333,8.05273333334,8.47699999999,22.1436,22.3737333333,10.4842,12.6094,7.76393333333
529.35,9.66613333333,55.1011333333,17.1220666667,51.4469333333,8.04686666666,8.47046666667,22.1422666667,22.3816,10.4766,12.6062666667,7.75326666666
529.70,9.65980000001,55.1342666667,17.1075333333,51.4592666667,8.03859999999,8.45213333333,22.1374666667,22.385,10.466,12.5988666667,7.74913333333
530.04,9.65493333334,55.1080666667,17.0859333333,51.4208,8.04066666668,8.44966666667,22.1014666667,22.3748,10.469,12.6032,7.75666666667
530.39,9.67713333333,55.1380666666,17.0930666667,51.4294,8.06146666667,8.46593333334,22.1108,22.3887333334,10.4928666667,12.6248666667,7.77793333333
530.73,9.68533333333,55.0932666667,17.0779333333,51.3811333333,8.09046666667,8.46733333333,22.0943333333,22.3889333333,10.5032,12.6293333333,7.7886
531.08,9.68586666667,55.0658,17.0604,51.3425333333,8.1026,8.47773333333,22.0853333333,22.3880666667,10.5128666667,12.6288666667,7.80686666667
531.42,9.6842,55.0158666667,17.0528666667,51.2958666667,8.10039999999,8.48513333334,22.0772,22.3674,10.5077333333,12.6275333333,7.80566666667
531.77,9.69733333333,55.0693333333,17.066,51.3239333333,8.11713333333,8.50393333333,22.1086,22.3912,10.5147333333,12.6311333333,7.82673333333
532.11,9.67653333333,55.0108666667,17.0454666667,51.2644666666,8.09593333333,8.49133333333,22.0807333333,22.3592666667,10.4925333333,12.6057333333,7.80766666667
532.46,9.66713333332,54.9991333333,17.0381333333,51.2510666667,8.07833333334,8.46953333333,22.0704,22.3449333333,10.4782,12.5977333333,7.7958
532.80,9.688,55.0352666667,17.0752666667,51.2914666667,8.1,8.4922,22.112,22.3677333333,10.4966666667,12.6148,7.8122
533.15,9.694,55.0310666667,17.0875333333,51.2822,8.0898,8.48620000001,22.1204666667,22.3763333334,10.4967333333,12.6224666667,7.82093333333
533.49,9.69579999999,55.0194,17.096,51.2890666667,8.09026666666,8.48859999999,22.126,22.3870666666,10.5081333333,12.6304666667,7.8212
533.84,9.69513333335,55.0437333333,17.0896666667,51.2818666667,8.0876,8.48466666667,22.1388666667,22.4002666667,10.5082,12.635,7.81713333333
534.18,9.67113333334,54.9752666667,17.0632,51.2192,8.06833333334,8.4694,22.1230666667,22.3773333333,10.4909333333,12.6203333333,7.80906666667
534.52,9.66086666667,54.942,17.0425333333,51.1689333333,8.04906666667,8.44593333333,22.0972666667,22.3528,10.4661333333,12.6015333333,7.79526666667
534.87,9.68606666666,54.9918666667,17.0710666667,51.2229333333,8.05853333334,8.45480000001,22.1064,22.3831333333,10.4826666667,12.6244,7.80613333333
535.21,9.67826666668,55.0012666667,17.0702666667,51.2372666667,8.05566666666,8.4566,22.0956,22.3822666666,10.4832666667,12.6269333333,7.81186666667
535.56,9.69526666667,55.0128666667,17.0884,51.2442666667,8.07373333333,8.47646666667,22.1032666667,22.4114,10.5011333333,12.6572666667,7.83113333333
535.90,9.72806666667,55.0898,17.1264666667,51.3180666667,8.10466666666,8.49393333333,22.1483333333,22.4588666667,10.5329333333,12.6834,7.872
536.25,9.7278,55.1251333333,17.1471333333,51.3458,8.12360000001,8.50613333333,22.1675333333,22.4919333333,10.5422,12.6792,7.88266666667
536.59,9.73653333333,55.1536,17.1471333333,51.3559333333,8.12853333333,8.51579999999,22.1721333333,22.4968,10.5416666667,12.6772666667,7.88606666667
536.93,9.7418,55.1318,17.1510666667,51.3628666667,8.1402,8.53019999999,22.1678666667,22.5001333333,10.5404,12.679,7.89326666667
537.28,9.75900000001,55.1583333333,17.1786,51.3731333333,8.14913333334,8.5524,22.1894,22.519,10.5414,12.7009333333,7.9152
537.62,9.78126666667,55.1641333333,17.2131333333,51.4151333333,8.15986666667,8.56426666666,22.2009333333,22.5284666667,10.5529333333,12.7066666667,7.93893333333
537.97,9.79466666667,55.2148,17.2379333333,51.4814,8.16773333334,8.57433333333,22.2046666667,22.5457333333,10.5586,12.7132,7.9442
538.31,9.80726666667,55.2392,17.2679333333,51.4951333333,8.18766666666,8.62799999999,22.2469333333,22.5792,10.5866,12.7468,7.97626666667
538.65,9.80539999999,55.1921333333,17.2562666667,51.4435333333,8.18773333334,8.62546666666,22.2536666667,22.5650666667,10.5842,12.7471333333,7.97673333333
539.00,9.81819999999,55.2076,17.2681333333,51.4429333333,8.20926666667,8.6478,22.2783333333,22.5892,10.5922666667,12.767,7.993
539.34,9.80786666665,55.18,17.2520666667,51.4305333333,8.19239999999,8.646,22.2862,22.5637333333,10.5665333333,12.754,7.98306666667
539.69,9.78633333333,55.1689333333,17.2488666667,51.4218666666,8.18226666667,8.64999999999,22.29,22.5473333333,10.5613333333,12.7522666667,7.974
540.03,9.78533333335,55.1119333333,17.224,51.4094666666,8.16853333333,8.66306666667,22.29,22.5077333333,10.5508666667,12.7525333333,7.96313333333
540.37,9.79186666667,55.1356666667,17.2418666667,51.4434,8.16806666666,8.67513333333,22.3035333333,22.5281333333,10.5486666666,12.7650666667,7.98273333333
540.72,9.78940000001,55.1491333333,17.2506666667,51.4416,8.16660000001,8.67519999999,22.3086,22.5318,10.5506666667,12.7481333333,7.9826
541.06,9.775,55.1205333334,17.2229333333,51.4174666667,8.15726666667,8.67133333334,22.2916666667,22.5128,10.5416,12.7352,7.96713333333
541.40,9.76686666666,55.1141333333,17.2228,51.4182666667,8.15760000001,8.68166666667,22.2885333333,22.5118666667,10.5424666667,12.7442,7.97186666667
541.75,9.78093333335,55.1206,17.2248666667,51.4068,8.16519999999,8.68513333334,22.3059333333,22.5187333333,10.5532,12.7464,7.99093333333
542.09,9.77133333333,55.135,17.2066,51.4187333333,8.15073333333,8.66980000001,22.2833333333,22.5146666667,10.5316666666,12.7250666667,7.974
542.43,9.74973333333,55.1188666667,17.201,51.4146,8.13686666667,8.66213333333,22.2710666666,22.4998,10.5136666667,12.712,7.97433333333
542.78,9.75353333335,55.1578666667,17.2070666667,51.4643333333,8.12966666667,8.65846666666,22.2762,22.522,10.511,12.7052666667,7.97726666666
543.12,9.75213333334,55.1666,17.2244,51.4715333333,8.14299999999,8.65986666667,22.2699333333,22.538,10.5221333333,12.7144,7.9836
543.46,9.76333333334,55.1761333333,17.2212666667,51.4888666667,8.1424,8.65966666667,22.2782666667,22.5537333334,10.5238666667,12.7208666667,7.98973333333
543.81,9.76673333333,55.2212,17.2342666667,51.5064666667,8.15306666667,8.64606666667,22.2878666667,22.5913333333,10.5221333333,12.7228666667,8.0156
544.15,9.76146666666,55.2218666667,17.2403333334,51.5232666667,8.16253333333,8.64486666667,22.2845333333,22.5976,10.5298666667,12.7335333333,8.01486666667
544.49,9.76466666667,55.289,17.2534666667,51.572,8.1726,8.65393333334,22.3002,22.6185333334,10.5422,12.7607333333,8.03106666667
544.84,9.79386666666,55.3278,17.3011333333,51.6200666666,8.20340000001,8.6716,22.3390666667,22.6558666666,10.5839333333,12.7952666667,8.06693333333
545.18,9.80253333333,55.3444,17.3056666667,51.6194,8.20379999999,8.66133333333,22.3588,22.675,10.5739333333,12.796,8.06866666667
545.52,9.81879999999,55.374,17.3496666667,51.6634666667,8.21739999999,8.68719999999,22.3801333333,22.7117333333,10.5813333333,12.8368666667,8.083
545.87,9.82333333335,55.3764666667,17.3686666667,51.6724,8.22160000001,8.67586666666,22.3972,22.7102,10.5930666667,12.8526666667,8.0966
546.21,9.82293333333,55.4014,17.3728666667,51.6840666667,8.23513333333,8.68406666667,22.3984666667,22.722,10.6022,12.8662,8.09913333334
546.55,9.82973333333,55.4064666667,17.3922,51.6891333333,8.25226666667,8.68866666666,22.4120666667,22.7164,10.6020666667,12.8962,8.10953333333
546.90,9.85179999999,55.4579333333,17.4232,51.7329333334,8.25893333334,8.70119999999,22.4257333333,22.7396,10.6188666667,12.9084,8.1238
547.24,9.86666666666,55.5597333333,17.46,51.8079333333,8.28320000001,8.72966666667,22.4456,22.7743333334,10.6413333334,12.9196666667,8.1524
547.58,9.89106666668,55.6368666667,17.5004,51.8692,8.31026666667,8.75573333333,22.4764,22.8078666667,10.6832666667,12.9365333333,8.16593333333
547.92,9.93493333333,55.715,17.5235333333,51.9072666667,8.33693333334,8.79006666667,22.5249333333,22.8636666667,10.7334,12.9654666667,8.1984
548.27,9.96926666665,55.7222,17.5242,51.9482666667,8.35793333334,8.81633333334,22.5319333333,22.8722,10.7586,12.9963333333,8.2186
548.61,9.99533333333,55.7766666666,17.5538666667,51.9966,8.39313333333,8.85293333333,22.5702666666,22.9032,10.7728666667,13.0242666667,8.2558
548.95,10.0088666667,55.837,17.5711333333,52.0606666667,8.4126,8.88606666665,22.5989333333,22.9139333333,10.798,13.0434666667,8.2688
549.29,9.98659999999,55.897,17.5346,52.1108666667,8.40646666667,8.85353333334,22.5976,22.9063333333,10.779,13.0200666667,8.25293333333
549.64,9.96786666667,55.9180666667,17.4994666667,52.1588,8.36920000001,8.83953333333,22.5851333333,22.8978,10.7442666667,12.9870666666,8.2432
549.98,9.9878,56.0096666667,17.5228,52.2488,8.34920000001,8.83013333333,22.6305333333,22.9396666667,10.7350666667,12.9915333333,8.25113333333
550.32,9.96793333333,56.0132666667,17.493,52.2517333334,8.32713333334,8.82813333334,22.6408,22.9432666667,10.7301333333,12.9692666667,8.2372
550.66,9.93839999999,55.9960666667,17.454,52.2504666667,8.29306666666,8.81506666667,22.6512666666,22.9136,10.6973333333,12.9506,8.223
551.01,9.93933333333,55.9319333333,17.4332,52.2082666667,8.28493333333,8.82393333333,22.6529333333,22.887,10.6974666667,12.9785333333,8.2044
551.35,9.92466666667,55.9480666667,17.4338,52.2204666667,8.28086666667,8.8428,22.6671333333,22.8925333333,10.686,12.9980666666,8.21653333333
551.69,9.88793333333,55.9026,17.4071333333,52.1683333333,8.26993333333,8.8276,22.6309333333,22.8396,10.6484,12.9798,8.2048
552.03,9.88326666667,55.8942,17.4262,52.1446,8.27493333334,8.83006666667,22.6566,22.8549333333,10.6354666667,12.9637333334,8.21493333333
552.38,9.83499999999,55.9433333333,17.3694,52.1539333333,8.20686666667,8.78926666667,22.6226,22.8301333333,10.5881333333,12.9106666667,8.1528
552.72,9.83966666667,55.9417333333,17.3778,52.1536,8.22826666667,8.80240000001,22.6179333333,22.8561333333,10.5976,12.9230666667,8.16513333333
553.06,9.84506666669,55.9586,17.3901333333,52.162,8.22839999999,8.83086666666,22.6243333333,22.8656,10.5978,12.9177333333,8.16093333333
553.40,9.8776,56.0359333333,17.4532666667,52.209,8.2858,8.8806,22.6694666667,22.9316,10.651,12.9756666667,8.19533333333
553.74,9.86680000001,56.0379333333,17.4591333333,52.1978,8.29946666666,8.90419999999,22.6536,22.9255333333,10.6687333333,12.974,8.18846666667
554.09,9.85246666667,56.1030666667,17.4521333333,52.2456,8.28999999999,8.89659999999,22.6633333333,22.9226,10.6637333333,12.9852666667,8.19813333333
554.43,9.84693333333,56.0928666667,17.4258,52.2302,8.28820000001,8.88219999999,22.6594,22.9166666667,10.668,12.9876666667,8.1994
554.77,9.85320000001,56.1476,17.4390666667,52.2956,8.28453333334,8.90240000001,22.6954,22.9616666667,10.6887333333,12.9839333333,8.22753333333
555.11,9.85886666668,56.1613333333,17.4344,52.2579333333,8.29033333333,8.89299999999,22.6911333333,22.9629333333,10.6777333333,12.9889333333,8.21826666667
555.45,9.83793333333,56.1752666667,17.4325333333,52.2716666667,8.27173333333,8.87893333333,22.6927333333,22.9808,10.6708666667,12.9830666667,8.19913333333
555.80,9.8324,56.2846666667,17.4594,52.3780666667,8.27806666666,8.8994,22.7256,23.0304,10.6784,13.0125333333,8.20106666667
556.14,9.86513333334,56.2978666667,17.5251333333,52.4596,8.33453333334,8.94553333333,22.7811333333,23.0845333333,10.7108,13.0774,8.254
556.48,9.90133333333,56.3533333334,17.5508666667,52.5166666667,8.35533333333,8.97966666667,22.8336666667,23.1240666667,10.7352666667,13.1162,8.29193333333
556.82,9.93206666666,56.3054,17.5778666666,52.4858,8.4012,9.01313333333,22.8448,23.1582666667,10.7733333333,13.1472,8.3458
557.16,9.93233333334,56.2973333333,17.5638666667,52.4882,8.42440000001,9.01206666665,22.8490666667,23.1339333333,10.7800666667,13.1496,8.35986666667
557.50,9.93806666667,56.2528666667,17.5535333333,52.4596666667,8.43726666666,8.99373333332,22.8406666667,23.1270666667,10.7562,13.1253333333,8.36146666667
557.85,10.0148666667,56.3086,17.6382,52.5461333333,8.5004,9.04239999999,22.8916666667,23.2176,10.8216666667,13.1771333333,8.43126666667
558.19,10.059,56.3542,17.6974,52.5946666667,8.55933333333,9.0902,22.908,23.275,10.8513333334,13.2190666667,8.47406666667
558.53,10.0555333333,56.3826666667,17.7304666667,52.6032666667,8.58453333333,9.07453333335,22.8908,23.2871333333,10.826,13.218,8.4674
558.87,10.0372666667,56.3288666667,17.7,52.6074,8.54986666667,9.056,22.8816666667,23.2508,10.8160666667,13.187,8.448
559.21,10.0647333333,56.3122666667,17.6932,52.6121333333,8.553,9.04380000001,22.8893333333,23.2469333333,10.8064666666,13.2,8.46646666667
559.55,10.0724666667,56.2434666667,17.6522666666,52.5182,8.52486666667,9.03293333334,22.8665333333,23.21,10.8073333333,13.1824,8.4556
559.89,10.0719333334,56.2160666666,17.6188,52.4319333333,8.50133333334,8.99526666667,22.7892,23.1743333333,10.7736666667,13.1428666667,8.4428
560.23,10.0408666667,56.1620666667,17.5882666667,52.3670666667,8.47160000001,8.95039999999,22.7232666667,23.1172666667,10.7471333333,13.0922666667,8.39266666667
560.58,9.99360000001,56.1534,17.5671333333,52.3424666667,8.44513333333,8.93406666667,22.6966,23.0710666667,10.7140666667,13.063,8.36266666667
560.92,10.0121333333,56.171,17.5858,52.3563333333,8.43313333333,8.94960000001,22.7276666667,23.1132666667,10.7221333333,13.0670666666,8.35906666667
561.26,10.0127333333,56.1676666667,17.5784666667,52.3568,8.40933333333,8.95373333334,22.7301333333,23.1112,10.7346,13.0811333333,8.37133333333
561.60,9.94433333332,56.0746666667,17.5140666667,52.2185333333,8.34726666666,8.91586666666,22.6471333333,23.0011333333,10.6672666667,13.0076,8.30473333333
561.94,9.92546666667,56.0393333333,17.4952,52.1838,8.31386666667,8.9004,22.6302,22.9920666667,10.6460666667,12.9884666667,8.30253333333
562.28,9.9132,55.9292,17.4414,52.0653333333,8.30620000001,8.90540000001,22.6167333333,22.9385333333,10.6574,12.973,8.305
562.62,9.93413333335,55.9405333333,17.4709333334,52.0512666667,8.35113333334,8.96386666667,22.6306,22.9799333333,10.6798,12.9907333333,8.34053333333
562.96,9.93766666667,55.9608,17.4953333333,52.0432,8.35686666667,8.9944,22.6485333334,23.0026666667,10.6932,12.9859333333,8.35693333333
563.30,9.93680000001,56.0572,17.5494,52.1118666667,8.3814,8.99993333334,22.6868,23.0231333333,10.6961333333,13.0066666667,8.37686666667
563.64,9.94693333333,56.0872666667,17.5866666666,52.1684,8.40786666667,9.04413333333,22.771,23.0508,10.7342666667,13.0431333333,8.41133333334
563.99,9.97866666667,56.1636666667,17.6441333333,52.2698,8.44113333334,9.0886,22.8514666667,23.1282,10.7748666667,13.0927333333,8.46553333333
564.33,9.98800000001,56.1647333333,17.6480666667,52.2878666666,8.42720000001,9.08013333333,22.8879333333,23.1406666667,10.7846,13.1012666667,8.45986666667
564.67,9.98753333332,56.1384666667,17.6573333333,52.2629333333,8.43513333333,9.0984,22.8941333333,23.1383333333,10.7816666667,13.1066666667,8.47693333333
565.01,10.0168,56.1286666666,17.6895333333,52.2614666667,8.4742,9.14986666667,22.9085333334,23.1614,10.804,13.1347333333,8.5146
565.35,10.0373333333,56.1339333334,17.7144,52.2768666667,8.50366666667,9.17953333334,22.9344666667,23.2161333333,10.8302666666,13.1652666667,8.54073333333
565.69,10.058,56.2292,17.7540666667,52.3390666667,8.53440000001,9.21613333333,22.9878666667,23.2592,10.8539333333,13.1878666667,8.5522
566.03,10.0692666667,56.2305333333,17.7706,52.3821333333,8.51866666667,9.20439999999,22.9890666667,23.2744666667,10.8354666667,13.2118,8.5506
566.37,10.0578666667,56.2476666667,17.7616666667,52.3952666666,8.48686666667,9.17933333333,22.9885333333,23.2577333333,10.842,13.2190666667,8.54766666667
566.71,10.0498666667,56.2662666667,17.7718666667,52.4314666667,8.50113333334,9.18493333335,22.9787333333,23.2679333333,10.8547333333,13.2191333333,8.54653333333
567.05,10.0390666667,56.2256666667,17.7497333333,52.4208666667,8.5102,9.19026666667,22.976,23.2645333334,10.8582666667,13.2180666667,8.54913333333
567.39,10.0315333333,56.2456,17.7414,52.4504666667,8.51239999999,9.19526666667,22.9624666667,23.2856,10.8511333333,13.2042,8.53893333333
567.73,9.98433333334,56.1936666667,17.7043333333,52.3986,8.47240000001,9.1482,22.9231333333,23.2274666667,10.7870666667,13.1488666667,8.4984
568.07,10.0232,56.2714666667,17.7293333333,52.4669333333,8.50633333333,9.17839999999,22.9470666667,23.2629333333,10.8002666667,13.181,8.53366666667
568.41,10.0183333333,56.2888,17.7148666667,52.5046,8.47753333333,9.17000000001,22.9130666667,23.2454666666,10.7769333333,13.163,8.535
568.75,10.018,56.3397333334,17.7422,52.5666,8.49146666667,9.17766666666,22.9546666667,23.2855333333,10.7796666667,13.1682,8.54113333333
569.09,10.0145333333,56.2866666667,17.7236666667,52.5335333333,8.47893333334,9.16666666666,22.9530666666,23.2482666667,10.7680666667,13.1464,8.5046
569.43,9.97433333333,56.1899333333,17.6749333333,52.4690666667,8.43666666667,9.1262,22.8892,23.1826,10.7243333333,13.0902,8.48933333333
569.77,9.95040000002,56.2396666667,17.6786666667,52.4778,8.40493333333,9.11906666666,22.8816,23.1676,10.6962666667,13.0608,8.47346666667
570.11,9.97266666666,56.2827333333,17.7281333333,52.5216666667,8.43866666667,9.15386666668,22.9282666667,23.2201333333,10.7062666667,13.0841333333,8.49226666667
570.45,9.97539999999,56.2841333333,17.7263333333,52.5312,8.42313333334,9.1556,22.9435333333,23.2092666667,10.6829333333,13.0713333333,8.49733333333
570.79,10.0158,56.2769333334,17.7407333333,52.5365333333,8.43086666666,9.17779999999,22.9515333333,23.2335333333,10.693,13.0866666667,8.53673333333
571.13,10.0274,56.2110666667,17.7389333333,52.4839333333,8.43159999999,9.17920000001,22.9222,23.2147333333,10.7083333333,13.0894,8.54126666667
571.47,10.0566666667,56.2269333333,17.744,52.4804666667,8.46126666667,9.2112,22.9385333333,23.2482666667,10.752,13.1320666667,8.57033333333
571.81,10.0394666667,56.2560666667,17.7568666667,52.5124,8.46233333333,9.22733333335,22.9364666667,23.2610666667,10.7503333333,13.1322666667,8.56973333333
572.15,10.0322,56.2436,17.7578,52.4786,8.48293333333,9.22880000001,22.9534666667,23.2676666666,10.7655333333,13.1383333333,8.57066666667
572.49,10.0152666667,56.2946666667,17.7331333333,52.4978,8.46060000001,9.21173333332,22.9437333333,23.2649333333,10.7522,13.1249333333,8.5556
572.83,10.0130666667,56.3621333333,17.7295333333,52.5538,8.46220000001,9.18873333333,22.9553333333,23.2978,10.7362666666,13.1319333333,8.57846666667
573.17,10.0552666667,56.4454,17.7692,52.6177333333,8.51640000001,9.22533333333,23.0218666667,23.3488,10.7885333333,13.2022666667,8.60146666667
573.51,10.0776666666,56.4473333333,17.7793333333,52.6035333333,8.55053333334,9.24033333333,23.0349333333,23.3813333333,10.8326666667,13.2072,8.62886666667
573.85,10.0392666667,56.3537333334,17.7221333333,52.5380666667,8.52166666667,9.21520000001,23.0009333333,23.3402,10.7971333333,13.1735333333,8.6
574.19,10.0729333333,56.3851333333,17.7493333333,52.5628666667,8.54640000001,9.22006666667,23.0083333333,23.3708,10.8324,13.2092666667,8.62226666667
574.53,10.0519333333,56.3821333333,17.7395333333,52.5351333333,8.52653333333,9.20153333333,22.9799333333,23.3524,10.8118666667,13.1795333333,8.57806666667
574.87,10.0541333333,56.4536,17.7487333333,52.5658,8.51319999999,9.20453333333,23.0381333333,23.379,10.8057333333,13.1903333333,8.58473333333
575.21,10.0064666667,56.4778,17.7424,52.5752666667,8.46253333333,9.18173333333,23.0162666667,23.3556666667,10.7762666667,13.1500666667,8.55153333333
575.55,9.97886666667,56.4083333333,17.695,52.4906,8.42313333334,9.14813333333,22.9889333334,23.3322,10.7561333334,13.1168,8.52293333333
575.89,9.97473333333,56.3979333334,17.6983333333,52.4788666667,8.41266666666,9.15279999999,22.9832,23.3452,10.7528,13.1180666666,8.52693333333
576.22,9.97233333333,56.3279333333,17.6934666667,52.4024666667,8.40373333334,9.14093333333,22.97,23.3211333333,10.7528,13.1216,8.5202
576.56,9.98006666667,56.2920666667,17.7266666667,52.3666666667,8.41433333333,9.16973333333,22.9731333333,23.3047333333,10.7804666667,13.1298666667,8.54593333333
576.90,9.9696,56.2254666667,17.7085333334,52.3208,8.38426666666,9.16046666667,22.958,23.2898,10.7518666667,13.1126,8.53306666667
577.24,9.96740000001,56.2459333333,17.7029333333,52.3502666667,8.40286666667,9.15279999999,22.9575333333,23.2704,10.7429333333,13.1306666667,8.52773333333
577.58,10.0051333334,56.2737333333,17.7618,52.3815333333,8.42886666667,9.18426666666,22.9395333333,23.2932,10.7834666667,13.1492,8.5646
577.92,9.98333333334,56.2342666667,17.7177333333,52.3402,8.42273333333,9.19473333332,22.9374666667,23.2504666667,10.7605333333,13.1328,8.5604
578.26,9.97206666668,56.2446666667,17.7172,52.3613333333,8.42780000001,9.20899999999,22.9514,23.2558,10.7764666667,13.1438666667,8.5824
578.60,9.96940000001,56.1962666667,17.7004,52.3327333333,8.46,9.20813333333,22.9310666666,23.2274,10.7626666667,13.1492666667,8.5996
578.94,10.0438666667,56.1991333333,17.7288,52.3948666667,8.53340000001,9.2526,22.9872,23.2796666666,10.8155333333,13.2178,8.68466666667
579.28,10.0848666667,56.1662666666,17.7610666667,52.376,8.56833333333,9.276,22.9996666667,23.2712666667,10.8255333333,13.2358666667,8.723
579.61,10.1387333333,56.1845333333,17.8027333333,52.4154,8.6078,9.29646666667,23.0478,23.2922,10.8489333333,13.2825333333,8.75133333333
579.95,10.2052,56.2926666667,17.8625333333,52.5822666666,8.68246666667,9.37626666667,23.1252,23.3586666667,10.9093333333,13.3687333333,8.82866666667
580.29,10.1738666667,56.2622,17.816,52.5578666667,8.658,9.34313333332,23.1003333333,23.3406666666,10.8748666667,13.3578666667,8.80300000001
580.63,10.158,56.2866,17.8150666667,52.5744,8.679,9.34813333335,23.0824666667,23.3538666667,10.8766666667,13.3453333333,8.81473333333
580.97,10.2138,56.2650666667,17.858,52.5942666667,8.72613333333,9.42873333333,23.1394,23.4312,10.9245333333,13.3853333333,8.88406666667
581.31,10.2274666667,56.3504666667,17.8459333333,52.6446,8.76046666667,9.42086666667,23.203,23.4719333333,10.9404,13.4390666667,8.91113333333
581.65,10.2034666667,56.349,17.8737333333,52.6336,8.74113333333,9.39820000001,23.2072,23.4776666667,10.9352,13.4316666667,8.89286666667
581.98,10.2133333333,56.3853333333,17.8874666667,52.6628666666,8.75326666667,9.41659999999,23.2392,23.5015333333,10.9397333333,13.4664,8.90439999999
582.32,10.1927333333,56.4015333333,17.8985333333,52.6991333333,8.74900000001,9.42726666667,23.2294666667,23.5116,10.939,13.4406666667,8.89100000001
