wavelength,Back_AniSomf,Belly_AniSomf,Breast_AniSomf,Crissum_AniSomf,Crown_AniSomf,DorTail_AniSomf,Patch10_AniSomf,Patch11_AniSomf,Patch12_AniSomf,Rump_AniSomf,Throat_AniSomf,WingTip_AniSomf
567.73,1.21655555556,53.5390555556,47.1451666666,48.8512777778,24.9641666667,4.92422222222,22.0192222222,7.19670781892,7.88166666667,3.69033333333,49.7923333333,4.04544444444
568.07,1.19855555556,53.6387777778,47.1913333334,48.8595,24.9471388889,4.87144444444,21.9262222222,7.16288477368,7.83916666667,3.65977777778,49.8037777778,4.0025
568.41,1.21111111111,53.6782777778,47.2153333334,48.878,24.9562777778,4.84911111111,21.834,7.15247325102,7.84227777778,3.649,49.836,3.97477777778
568.75,1.22622222222,53.7364444444,47.2465,48.8892222222,24.9591388889,4.85333333333,21.7274444444,7.14997530866,7.82433333333,3.656,49.9156666667,3.96783333333
569.09,1.23666666667,53.8347777778,47.376,48.962,25.0314166667,4.87566666667,21.7032222222,7.15607818931,7.85388888889,3.68344444445,50.0148888889,3.97588888889
569.43,1.245,53.8989444444,47.455,49.0241111111,25.0644444445,4.90866666667,21.6593333333,7.18211522632,7.86761111111,3.70455555556,50.0258888889,3.98872222222
569.77,1.25266666666,54.0199444444,47.5563333333,49.1190555556,25.083,4.91255555556,21.6006666667,7.18851851852,7.85933333333,3.73366666667,50.096,3.99383333333
570.11,1.27966666667,54.1697777778,47.716,49.2198333333,25.1430555556,4.96955555556,21.6194444445,7.21604115228,7.89077777778,3.782,50.1663333334,4.01472222222
570.45,1.31177777778,54.2197777778,47.828,49.2433333333,25.1478333334,4.99888888889,21.548,7.22437037037,7.92144444444,3.80788888889,50.2104444444,4.04011111111
570.79,1.31655555555,54.1747222222,47.8016666667,49.2235555556,25.1765833333,5.01388888889,21.5024444444,7.24071604939,7.96055555556,3.84,50.1776666667,4.04444444445
571.13,1.35011111111,54.161,47.9398333333,49.2665,25.21025,5.044,21.4588888889,7.25287654321,7.95694444445,3.88088888889,50.2033333333,4.07944444445
571.47,1.41422222222,54.2996666667,48.0573333334,49.3648333333,25.3161111111,5.09977777778,21.4915555556,7.32729629631,8.01088888889,3.94633333333,50.319,4.14155555556
571.81,1.41633333333,54.3353888889,48.168,49.3929444445,25.3445555555,5.12411111111,21.4592222222,7.32834979423,8.01244444445,3.95933333333,50.3862222222,4.15666666667
572.15,1.46333333333,54.4046666667,48.2563333333,49.4589444444,25.4070277778,5.16788888889,21.4698888889,7.36516460905,8.05538888889,4.00788888889,50.4964444444,4.21005555555
572.49,1.47444444445,54.5108888889,48.3325,49.5332222222,25.4336944444,5.18211111111,21.4347777778,7.35365020578,8.04638888889,4.02077777778,50.5453333333,4.21016666667
572.83,1.47611111111,54.5298333333,48.3276666667,49.523,25.4229166667,5.19166666667,21.3411111111,7.34384773662,8.03705555556,4.01677777778,50.54,4.20916666667
573.17,1.48,54.5801666667,48.3385,49.5181111111,25.4216944444,5.16844444444,21.272,7.3080946502,7.99533333333,4.004,50.5572222222,4.20611111111
573.51,1.46477777778,54.4871111111,48.2745,49.4755,25.3836666667,5.16544444445,21.1442222222,7.25673251028,7.97555555555,3.97688888889,50.4854444444,4.19094444444
573.85,1.43388888889,54.5552777778,48.2761666666,49.5174444444,25.4248611111,5.12266666667,21.0545555556,7.2311563786,7.92861111111,3.95588888889,50.5256666667,4.17888888889
574.19,1.40755555556,54.6483333333,48.2573333334,49.5520555556,25.4551388889,5.11722222222,20.9947777778,7.21417695473,7.88794444444,3.93366666667,50.5577777778,4.14705555556
574.53,1.38011111111,54.7522222222,48.3101666666,49.5933333333,25.4548055555,5.12011111111,20.8895555556,7.2051728395,7.86316666667,3.92411111111,50.6033333333,4.13872222222
574.87,1.36188888889,54.7960555556,48.287,49.5981666667,25.45175,5.11144444444,20.7962222222,7.2134855967,7.83861111111,3.91377777778,50.5613333333,4.13155555556
575.21,1.33455555556,54.7211111111,48.1868333333,49.5488333333,25.4112222222,5.08522222222,20.6713333333,7.1593127572,7.80983333333,3.87555555556,50.4904444445,4.11711111111
575.55,1.34133333333,54.7105555556,48.1911666666,49.5854444444,25.3924722222,5.07855555556,20.5733333333,7.14668312758,7.79633333333,3.87733333333,50.4864444444,4.11677777778
575.89,1.27066666667,54.6717777778,48.1253333333,49.5106111111,25.3236388889,5.01855555555,20.4081111111,7.07267901233,7.71566666667,3.80955555556,50.3451111111,4.06272222222
576.22,1.23177777778,54.6337222222,48.101,49.4654444445,25.2931111111,4.96655555555,20.2907777778,7.05315637859,7.68494444445,3.77433333334,50.3233333333,4.03161111111
576.56,1.154,54.6227222222,48.047,49.4762222222,25.2511111111,4.87888888889,20.139,6.97486831274,7.60377777778,3.71111111111,50.2684444445,3.97072222222
576.90,1.08833333333,54.5346666667,47.9631666666,49.4461666667,25.1758888889,4.83211111111,19.9781111111,6.93293004117,7.53372222222,3.68311111111,50.191,3.94394444444
577.24,1.01077777778,54.6106666667,47.9711666666,49.4452777778,25.1310555556,4.71533333333,19.8646666666,6.88065020576,7.43494444444,3.60977777778,50.1786666666,3.88622222222
577.58,0.957666666667,54.4983333333,47.8525,49.3788888889,25.0539444444,4.63322222222,19.7231111111,6.7929218107,7.36011111111,3.53488888889,50.1055555556,3.83733333333
577.92,0.895888888887,54.4052222222,47.8823333334,49.3443333333,24.9643888889,4.56288888889,19.5754444445,6.71582716048,7.29283333333,3.47322222222,50.0281111111,3.80344444444
578.26,0.834555555557,54.3126666667,47.8271666667,49.3021111111,24.9042222222,4.47211111111,19.4284444445,6.64377777778,7.21127777778,3.39866666667,49.9418888889,3.75266666667
578.60,0.765444444443,54.3335555556,47.7753333334,49.3328888889,24.89175,4.40977777778,19.3311111111,6.56542386831,7.15838888889,3.33677777778,49.9816666667,3.69133333333
578.94,0.650444444443,54.3578333333,47.741,49.3503333333,24.8088055556,4.29577777778,19.2011111111,6.45421399177,7.022,3.24733333333,49.9126666667,3.55977777778
579.28,0.503777777777,54.3595555556,47.604,49.3506666667,24.7352222222,4.16233333333,19.0143333333,6.3241563786,6.91022222222,3.12088888889,49.8503333333,3.426
579.61,0.383333333333,54.3733888889,47.5723333334,49.4094444445,24.6603611111,4.06111111111,18.8684444445,6.22288888888,6.79283333333,3.05022222222,49.839,3.33022222222
579.95,0.286444444443,54.2441666667,47.4801666666,49.3751666667,24.6041111111,3.97533333333,18.709,6.1130617284,6.66061111111,2.96477777778,49.7634444444,3.23888888889
580.29,0.267444444443,54.2040555556,47.4478333334,49.3129444444,24.5547777778,3.96088888889,18.6275555556,6.08296707819,6.59533333333,2.95488888889,49.6492222222,3.20238888889
580.63,0.22388888889,54.2095,47.4211666666,49.3140555556,24.5463888889,3.90411111111,18.5477777778,6.05379012344,6.56572222222,2.89166666667,49.6956666667,3.12144444445
580.97,0.176777777777,54.1572222222,47.3925,49.3056111111,24.51975,3.89355555556,18.4306666667,5.99972016461,6.52283333333,2.85311111111,49.6712222222,3.07255555556
581.31,0.09222222222,54.0855,47.3686666667,49.2354444444,24.4389722222,3.85855555556,18.2628888889,5.9454855967,6.43627777778,2.79755555556,49.5604444444,2.99183333333
581.65,0.0335555555567,54.1767222222,47.3406666667,49.2627222222,24.4683888889,3.79577777778,18.1833333333,5.9098765432,6.40455555556,2.74577777778,49.5981111111,2.92966666667
581.98,-0.0252222222233,54.1873333333,47.3246666667,49.2929444445,24.4496388889,3.752,18.0713333333,5.85065020576,6.34627777778,2.69511111111,49.5824444445,2.865
582.32,-0.14422222222,53.978,47.2813333334,49.1798333333,24.3047222222,3.63344444444,17.8854444445,5.7243744856,6.22677777778,2.59288888889,49.4226666667,2.7475
582.66,-0.186222222223,53.9498333333,47.2915,49.1331111111,24.2961666666,3.62433333333,17.775,5.68816460906,6.18877777778,2.55811111111,49.42,2.73888888889
583.00,-0.198333333333,53.8588888889,47.3105,49.1187777778,24.2611388889,3.62611111111,17.6624444444,5.65125102882,6.13538888889,2.53833333333,49.3732222222,2.74905555556
583.34,-0.22311111111,53.7953333333,47.2456666666,49.0480555556,24.2510555556,3.59811111111,17.5726666667,5.60813168723,6.08466666667,2.50755555556,49.3561111111,2.73083333333
583.68,-0.202666666667,53.8458333333,47.2111666667,49.0686111111,24.2758611111,3.60166666667,17.5417777778,5.62902469136,6.11044444444,2.52355555555,49.3492222222,2.77222222222
584.01,-0.230666666667,53.9542222222,47.2935,49.1206666667,24.2988888889,3.61355555555,17.4758888889,5.62245679011,6.10222222222,2.50411111111,49.4587777778,2.77561111111
584.35,-0.258222222223,53.9761666667,47.3756666667,49.0436666667,24.3259166667,3.62444444445,17.3583333333,5.56812345679,6.08372222222,2.49066666667,49.4098888889,2.77594444444
584.69,-0.287555555557,53.9777777778,47.3708333334,48.9934444444,24.3355,3.59455555555,17.2777777778,5.54081481481,6.02827777778,2.46155555556,49.4174444444,2.72983333333
585.03,-0.298333333333,53.9812222222,47.3335,49.0133333333,24.2989166667,3.53433333333,17.1948888889,5.49969135802,6.00033333333,2.40966666667,49.4726666667,2.67427777778
585.37,-0.32677777778,53.8842222222,47.2641666666,48.9256111111,24.2621111111,3.51411111111,17.0967777778,5.44920987654,5.95261111111,2.37766666666,49.4145555556,2.64605555555
585.70,-0.324,53.8778333333,47.225,48.8563888889,24.2277777778,3.48011111111,17.0227777778,5.43291358024,5.91427777778,2.36722222222,49.3951111111,2.62672222222
586.04,-0.266555555557,53.9770555556,47.2133333333,48.8870555555,24.2896666667,3.51522222222,17.036,5.47714814814,5.949,2.41622222222,49.4651111111,2.69366666667
586.38,-0.23311111111,54.0785,47.3905,48.9755555556,24.3155,3.53077777778,17.0292222222,5.50233744856,5.97883333333,2.43444444444,49.5436666667,2.70833333333
586.72,-0.151333333333,54.1958888889,47.5111666666,49.0419444444,24.4795833333,3.61277777778,17.1748888889,5.62634567901,6.0955,2.54533333333,49.6783333333,2.81594444444
587.06,-0.0493333333333,54.2838888889,47.6088333334,49.0878888889,24.507,3.66922222222,17.1006666667,5.70338271604,6.15766666667,2.59922222222,49.7515555556,2.87933333333
587.39,0.00822222222,54.3812222222,47.7016666666,49.1692222222,24.5491388889,3.689,17.0521111111,5.72287242799,6.20738888889,2.61633333333,49.8533333333,2.89544444444
587.73,0.0295555555567,54.3523333333,47.7685,49.2227222222,24.5570555556,3.64,16.9942222222,5.69325514403,6.22177777778,2.61044444444,49.8612222222,2.91238888889
588.07,0.06311111111,54.4873888889,47.8576666666,49.3898333333,24.5863888889,3.64933333333,16.9804444445,5.70666666667,6.23994444445,2.63677777778,49.9825555556,2.94133333333
588.41,0.149555555557,54.4999444444,48.0161666667,49.4807777778,24.6912777778,3.72577777778,16.9955555556,5.77851851853,6.349,2.71822222222,50.0424444445,3.028
588.74,0.24077777778,54.7215,48.2541666667,49.6688333333,24.8016388889,3.81644444444,17.0466666667,5.86763374485,6.45155555556,2.83844444445,50.2324444444,3.14483333333
589.08,0.295,54.8918333333,48.4081666667,49.7847777778,24.8541944445,3.88977777778,17.025,5.94332921811,6.49522222222,2.92533333333,50.3292222222,3.22861111111
589.42,0.335777777777,55.0293333333,48.5376666666,49.9036111111,24.9532222222,3.94477777778,17.0137777778,5.96832921811,6.526,2.95877777778,50.4452222222,3.27127777778
589.76,0.340666666667,55.0137222222,48.6355,49.9234444445,24.9658611111,3.99677777778,16.9745555556,5.97714814813,6.54622222222,2.97266666667,50.4281111111,3.27733333333
590.09,0.326222222223,55.0546666667,48.585,49.8881111111,25.0118055556,3.98833333333,16.9065555556,5.97437860082,6.538,3.0,50.4478888889,3.29688888889
590.43,0.305666666667,55.0968333333,48.5433333333,49.8912777778,24.9362222222,3.94966666667,16.7027777778,5.94751851852,6.47961111111,2.96033333333,50.4646666666,3.26422222222
590.77,0.272666666667,55.0661111111,48.4855,49.8695,24.9974166667,3.94077777778,16.6956666667,5.94336213993,6.44727777778,2.94922222222,50.4034444444,3.24822222222
591.11,0.215666666667,55.0759444444,48.5455,49.8897777778,24.9515555555,3.91033333333,16.5938888889,5.91999176956,6.39111111111,2.903,50.3274444444,3.22305555556
591.44,0.197555555557,55.1115555556,48.5948333333,49.9545555556,24.9726666666,3.93233333333,16.5175555556,5.90375308641,6.34355555555,2.88333333333,50.3404444445,3.2095
591.78,0.135444444443,55.0730555556,48.495,49.8825555555,24.9281666667,3.903,16.4016666667,5.83750205761,6.26255555556,2.82311111111,50.3271111111,3.14105555556
592.12,0.05377777778,55.1831666667,48.4943333333,49.8924444444,24.8463333333,3.84666666667,16.2404444444,5.74406995885,6.15005555556,2.784,50.3366666667,3.08305555556
592.46,-0.01577777778,55.1051111111,48.471,49.8226111111,24.8261388889,3.81677777778,16.1305555556,5.67268724281,6.11505555556,2.71288888889,50.2512222222,3.02611111111
592.79,0.0145555555533,55.0116111111,48.5018333333,49.8798333333,24.8166111111,3.81444444444,16.0748888889,5.64700823046,6.12438888889,2.69155555556,50.2765555556,3.02844444444
593.13,0.00211111111,54.9571111111,48.4925,49.8507777778,24.8241111111,3.80077777778,16.0103333333,5.6514526749,6.11366666667,2.69222222222,50.337,3.02533333333
593.47,0.00855555555667,55.0371111111,48.5523333333,49.8161666667,24.8678611111,3.81344444445,15.9222222222,5.64515226338,6.09672222222,2.72288888889,50.3568888889,3.03527777778
593.80,0.06122222222,55.1916111111,48.6681666666,49.9607222222,24.9410833333,3.91411111111,15.9352222222,5.70093004116,6.15488888889,2.77877777778,50.4331111111,3.08061111111
594.14,0.103,55.1652222222,48.7205,49.9691666667,24.9865277778,3.94733333333,15.9317777778,5.7091399177,6.18122222222,2.83666666667,50.4321111111,3.08783333333
594.48,0.148555555557,55.3332777778,48.8893333333,50.0282777778,25.0339444444,3.99344444445,15.9474444444,5.72574074076,6.23472222222,2.9,50.5715555555,3.14922222222
594.81,0.249666666667,55.5033333333,48.9668333333,50.1108333333,25.1436944445,4.12188888889,16.0376666667,5.82697530866,6.35255555556,3.04522222222,50.7553333333,3.26627777778
595.15,0.355777777777,55.5976111111,49.0213333334,50.1766111111,25.2377777778,4.21888888889,16.1015555556,5.91784773663,6.46122222222,3.15811111111,50.8472222222,3.396
595.49,0.478666666663,55.6845555556,49.1946666667,50.2547222222,25.3174166667,4.328,16.1154444444,6.03031275721,6.56261111111,3.28422222222,50.8953333333,3.51805555555
595.82,0.572111111113,55.7421111111,49.2526666667,50.3246111111,25.398,4.40744444444,16.178,6.09815226337,6.65416666667,3.34355555555,50.9367777778,3.5985
596.16,0.672,55.8256666667,49.3528333333,50.3504444444,25.4603055556,4.49366666667,16.1988888889,6.20391358026,6.71722222222,3.42944444444,50.9763333333,3.68866666667
596.50,0.65288888889,55.8714444444,49.3015,50.2957777778,25.4515277778,4.46311111111,16.1113333333,6.20047736626,6.68744444444,3.42444444445,50.955,3.64627777778
596.83,0.67111111111,55.94,49.331,50.2972777778,25.4348055555,4.471,16.0335555555,6.21743209878,6.69355555556,3.44466666667,50.8952222222,3.64838888889
597.17,0.70466666667,55.9881111111,49.3046666667,50.3480555556,25.4664444444,4.48611111111,15.9917777778,6.24950617284,6.71616666667,3.46377777778,50.9611111111,3.67172222222
597.51,0.69222222222,55.8298888889,49.2075,50.2368333333,25.3625555556,4.43233333334,15.8473333333,6.19247736624,6.68344444445,3.42988888889,50.8621111111,3.64338888889
597.84,0.66988888889,55.8812222222,49.1951666666,50.2434444445,25.3237777778,4.41877777778,15.745,6.13117695472,6.65588888889,3.36255555556,50.846,3.63061111111
598.18,0.643666666667,55.8421666667,49.1618333334,50.2786666667,25.2758333333,4.40577777778,15.6144444444,6.0801893004,6.63711111111,3.31611111111,50.7961111111,3.59038888889
598.52,0.53622222222,55.6730555556,49.0685,50.2091111111,25.1858888889,4.26944444445,15.4207777778,5.94481893003,6.50738888889,3.19011111111,50.6837777778,3.459
598.85,0.373444444443,55.5186666667,48.9271666667,50.058,24.9949722222,4.11222222222,15.1786666667,5.78960493828,6.34527777778,3.04,50.593,3.25538888889
599.19,0.250666666667,55.4243888889,48.747,50.0041666667,24.9131388889,3.95033333333,15.0074444444,5.65917695472,6.24511111111,2.91633333333,50.4688888889,3.13205555556
599.53,0.084,55.2736111111,48.6108333334,49.8868888889,24.7868333333,3.77655555556,14.7591111111,5.51468312755,6.0895,2.74933333333,50.3441111111,2.97177777778
599.86,-0.0831111111133,55.2003888889,48.4275,49.8272777778,24.6748333333,3.63666666667,14.556,5.34408230452,5.95005555556,2.61866666667,50.2652222222,2.83572222222
600.20,-0.147888888887,55.1437222222,48.3493333334,49.7805,24.6613888889,3.59666666667,14.4453333333,5.24283950618,5.89266666667,2.58066666667,50.2261111111,2.80572222222
600.53,-0.164111111113,55.0623888889,48.34,49.8278333333,24.69225,3.59255555556,14.4122222222,5.21406584362,5.88044444444,2.56511111111,50.2858888889,2.806
