wavelength,Back_SicCitm,Belly_SicCitm,Breast_SicCitm,Crissum_SicCitm,Crown_SicCitm,DorTail_SicCitm,Patch10_SicCitm,Patch11_SicCitm,Rump_SicCitm,Throat_SicCitm,WingTip_SicCitm
720.84,20.6422,50.1813333333,32.4625333333,51.0611,29.3228666667,14.2537,14.8338,43.3141333333,24.2924666666,43.4370333333,20.9678761905
721.16,20.7048,50.3239333333,32.6389,51.2920333333,29.501,14.3777666667,15.1381333333,43.5231333333,24.5289,43.6378333333,20.9892285714
721.48,20.349,49.9289333333,32.352,50.9824666667,29.3228,14.1965333333,14.8392666667,43.3632666667,24.1976666667,43.4411,20.6899714286
721.79,20.3612,50.2751333334,32.5698333333,51.339,29.3637333333,14.1282,14.7553333333,43.3916,24.0798833334,43.8311,20.7174095238
722.11,20.2414666667,50.2379333333,32.6174333333,51.2572,29.3028666667,14.0669333333,14.8120666667,43.1938666667,23.9020333333,43.6684333333,20.664352381
722.43,20.6886666667,50.962,33.1251,52.1642666667,29.9868666667,14.5345666667,15.3803333333,43.9166666667,24.52955,44.2787666667,21.4103809524
722.75,20.9060666667,50.8965333333,33.2896333333,52.2523333333,30.0166,14.7114,15.4506666666,43.7922666667,24.7314333333,44.3434666667,21.5990190476
723.07,20.807,50.7062666667,33.3593666667,51.9104666667,29.9680666667,14.7633666667,15.4219333333,43.7449333333,24.7673833334,44.1994666667,21.5514952381
723.39,20.8603333333,50.6828,33.2033666667,51.7064666667,30.0274666667,14.7540666667,15.5022666666,43.8326666667,24.8920666667,44.3237333333,21.5139809524
723.71,21.0868,50.9475333334,33.6647,52.2120333333,30.3873333333,15.0921666667,15.8813333333,44.0304666667,25.1138166667,44.6406,21.8600857143
724.03,21.1579333333,50.8283333333,33.6619,51.9992333333,30.5258,15.1791,16.1384666667,44.0884,25.3598,44.4346666667,22.0366761905
724.35,21.0536,50.4832666666,33.4555333333,51.5907666667,30.3890666667,15.091,15.9882,43.7837333333,25.0366333333,43.9848,21.8153809524
724.67,20.9376,50.3234666667,33.4367,51.5048,30.2954,14.9719333333,15.9025333333,43.542,24.89735,43.8221,21.8117047619
724.98,21.0619333333,50.7066666667,33.6718333333,51.9363666667,30.4471333333,14.8909666667,15.9551333333,43.8347333333,25.0536666667,44.0849,21.8656571429
725.30,20.9785333333,50.7263333333,33.6712666667,51.8313666667,30.4329333333,14.9853666667,16.1117333333,43.9072,25.2047833333,43.9974666667,21.9376190476
725.62,20.779,50.6088666667,33.3379666667,51.6246333333,30.1562666667,14.7131666667,15.8782,43.8116,25.12945,43.7987666667,21.7785714286
725.94,20.5416,50.5392666667,33.2832666667,51.4446,30.0743333334,14.6675,15.644,43.7448,24.9569666667,43.667,21.5371047619
726.26,20.5012666667,50.6626,33.4505,51.4571666667,30.0662,14.6235666667,15.7396,44.0514666667,25.1014833333,43.7928333333,21.5892190476
726.58,20.699,51.0402,33.5767,51.9238666667,30.2515333333,14.7185,15.8430666667,44.293,25.2670333333,43.9562666667,21.6474
726.90,20.6838666667,51.0714666667,33.6433666667,51.9665666667,30.3101333333,14.6955666667,15.8412,44.209,25.1557333333,43.8006666667,21.7135809524
727.21,20.4981333333,51.1333333333,33.4830666667,52.0355333333,30.192,14.3362666667,15.5609333333,44.3683333333,25.0530666667,43.8155666666,21.5693904762
727.53,20.5082,51.1104,33.5466333333,52.1414,30.1144666667,14.3461,15.4837333334,44.3075333333,25.04245,43.9115666667,21.5627142857
727.85,20.8656666667,51.4717333333,33.9483,52.6846333333,30.6262666667,14.8051,15.9842666667,44.9241333333,25.5689,44.4116666667,22.1696952381
728.17,21.0246666667,51.8076666667,33.9421333333,52.957,30.918,15.0927666667,16.1218,45.2332,25.7459166667,44.6083666667,22.3175047619
728.49,21.3216666667,51.7925333333,33.9931,52.8547666667,31.2025333333,15.4166666667,16.4301333333,45.296,26.0575,44.7591,22.6603714286
728.80,21.7072666667,51.9881333333,34.1420666667,53.1929,31.4768666667,15.7649666667,16.7171333333,45.4815333333,26.2211833333,45.0251666667,22.9634285714
729.12,22.0442666667,52.3012666667,34.4224,53.5693,31.8665333333,16.144,17.0136,45.8430666667,26.4976333333,45.3491,23.2210095238
729.44,22.3539333333,52.2699333333,34.6762666667,53.6718666667,31.9118,16.3675,17.2814,45.8893333333,26.81565,45.5279333334,23.3298285714
729.76,22.5892666666,52.3891333333,34.7759,53.7022,32.0539333333,16.5762666667,17.3956666667,45.8702666667,26.8512166667,45.5796666667,23.6108095238
730.08,22.4236666667,52.2399333334,34.6114,53.4592666667,32.0724,16.3123,17.1088666667,45.7210666667,26.58615,45.5363666667,23.4614
730.39,22.0114,51.7758,34.25,53.1290333333,31.6410666667,15.8672333333,16.683,45.3936666667,26.2605166667,45.1656333333,23.2433809524
730.71,22.0994,51.5103333333,34.1923,52.8535666667,31.6537333333,15.9671,16.956,45.2549333333,26.3127333333,44.9185333333,23.237247619
731.03,22.0078666667,51.7156666667,33.9943333333,52.9795666667,31.5755333333,15.7704666667,16.9049333333,45.2345333333,26.2822,44.9486666667,22.9223428572
731.35,21.7902666667,51.4765333333,33.8193,52.7090333333,31.1177333333,15.4803,16.557,44.7497333333,25.9305833334,44.6367,22.4839428572
731.67,21.8394666667,51.3252666667,33.9417,52.5619,30.9068,15.4940666667,16.5322,44.5666666667,25.9437833333,44.6597,22.4977142857
731.98,21.7957333333,51.3712666667,34.1287,52.5677,30.8681333333,15.499,16.5238,44.5618,25.8950833333,44.7024666667,22.5693904762
732.30,21.7076,51.4537333333,34.0215,52.4742333333,30.7721333333,15.1892333333,16.2538,44.5593333333,25.8587166667,44.6945,22.4633714286
732.62,21.4914666667,51.2862666667,34.0305666667,52.2935666667,30.5014,14.9166,16.098,44.3405333333,25.6679166667,44.5838,22.357352381
732.94,21.4108,51.3216,34.0115333333,52.2904666667,30.4049333333,14.7530333333,15.9352,44.3695333333,25.5361333333,44.52,22.4211619048
733.25,21.0828,51.0182666667,33.7861666667,52.0661333333,30.1852666667,14.3681333333,15.7515333333,44.1717333333,25.3864166667,44.1532,22.2428476191
733.57,21.0864666667,51.1000666667,33.9970333333,52.2167,30.2026666667,14.4152666667,15.8827333333,44.3643333333,25.4781333333,44.3218666667,22.4449333333
733.89,21.7332666667,51.6677333333,34.7036666667,52.7439666667,30.8406666667,15.2184333333,16.5900666667,45.0125333333,26.1597,44.9650333333,23.0191714286
734.21,21.6516,51.6862666667,34.9553,52.6065333333,30.9063333333,15.2368,16.6435333333,44.9944,26.0375,45.0356666667,23.103247619
734.52,21.8650666667,51.7554,35.2718,52.5780666667,31.09,15.4059666667,16.795,45.1074,26.12795,45.0140666667,23.3616095238
734.84,22.1826,51.9114,35.4290666667,52.7485,31.3931333333,15.7215666667,17.2182666667,45.4302666667,26.3688166667,45.2329333333,23.6983809524
735.16,21.8880666667,51.7372,35.1312,52.7396,31.314,15.4913333333,17.0219333333,45.3846,26.2142666667,44.9357,23.5728857143
735.48,21.8592,51.6124,35.0716666666,52.7148666667,31.2122,15.6297,17.1038666667,45.0962666667,26.1907333333,44.8222666667,23.5653714286
735.79,21.9625333333,51.3608,35.2659333333,52.8066666667,31.3233333333,15.9801333333,17.4133333333,45.0286,26.2414833333,44.8413,23.520847619
736.11,22.3486666667,51.9924,35.776,53.374,31.7914666667,16.364,17.7405333333,45.6159333333,26.6761166667,45.3881,23.7916380952
736.43,22.1392666667,51.8464,35.4674,53.2268,31.8644,16.3522,17.7375333333,45.4597333333,26.4489166667,45.1567,23.6892666667
736.74,22.3169333333,52.3429333333,35.8287666667,53.6566,32.2282666667,16.4438,17.9412,45.8560666667,26.5826166666,45.675,23.7671238095
737.06,22.4526,52.2525333333,35.9574333333,53.5125666667,32.1121333334,16.6744333333,18.2670666667,45.7468666667,26.6776666667,45.4404,23.7360285714
737.38,21.9072,51.9920666667,35.2508333334,53.0411333333,31.6622,15.9515,17.7944666667,45.2732,26.2561833333,44.8957666667,23.0209904762
737.69,21.9225333333,52.2336,35.1212666667,53.3636,31.6639333333,15.9888333333,17.7981333333,45.5326666667,26.5032833333,45.1939666667,23.1264761905
738.01,21.6032,52.2046,34.8305,53.2789333333,31.4256,15.8028,17.6178666667,45.4160666667,26.2585833333,45.2953333333,22.9843714286
738.33,21.6459333333,52.3850666667,35.1152,53.5091,31.6179333333,15.8223333333,17.5842,45.7450666667,26.3810333333,45.544,23.1615619048
738.64,21.6048666667,52.2068,35.0511333333,53.1660666667,31.3431333333,15.7127,17.4784,45.5162,26.0295166667,45.4124,22.8931619048
738.96,21.9275333333,52.3108666666,35.3116,53.0531,31.4218,15.8898666667,17.5677333333,45.8763333333,26.2521333333,45.3504666667,22.8940952381
739.28,21.5030666667,51.9209333333,34.8911333333,52.2400666667,30.9786666667,15.4146,17.1566,45.5240666667,25.9805333333,44.9312333333,22.6618952381
739.59,21.3642666667,51.6006,34.4733666667,51.9996666667,30.6554,15.1368,16.9484666666,45.0648,25.7622833333,44.5508666667,22.4791238095
739.91,21.4569333333,51.2769333333,34.5899666666,51.891,30.4461333333,15.1222333333,16.8441333333,45.0324,25.89175,44.6506333333,22.2695238095
740.23,21.529,51.0207333333,34.3920666667,51.9291,30.3046666667,15.2865,16.7032,44.9369333333,25.8565833333,44.3432333333,22.1981809524
740.54,21.39,51.1616,34.2664333333,51.9846,30.2861333333,15.2890333333,16.3610666667,44.8719333334,25.9006833333,44.4825333333,22.1641809524
740.86,21.9159333333,51.29,34.7895333333,52.2868333333,30.6672,15.7047333333,16.6943333333,45.252,26.1862666667,44.9308,22.6990190476
741.18,22.1758666667,51.3581333334,34.8935,52.2118333333,30.7035333333,15.9119666667,16.6262,45.1428666667,26.1554666666,44.6691666667,22.6998380952
741.49,22.4900666667,51.506,35.1803666667,52.4195,30.8685333333,16.2041666667,16.8415333333,45.2172,26.3479333333,44.8307333333,22.8631809524
741.81,21.8018666667,51.0654,34.3415666667,51.6901666667,30.2618,15.7128333333,16.2076666667,44.5646,25.90385,43.9396333333,22.2487428571
742.12,22.1428,51.3414,34.5718666667,51.9120666667,30.6475333333,15.9391333333,16.4778666667,44.9188,26.359,44.1260333333,22.6940857143
742.44,21.8554666667,51.3482,34.2124,51.8834,30.5987333333,15.5723,16.3008666667,44.8908666667,26.1224833333,44.0648666667,22.7442857143
742.76,22.6912,52.0371333333,34.9093666667,52.7795666667,31.3156666667,16.1532666667,16.8867333334,45.7595333333,26.7204666667,44.8719333334,23.3477428571
743.07,23.1353333333,52.3053333333,35.5480333333,53.0173,31.9213333333,16.7754666667,17.4028,46.3188666667,27.2001666667,45.1384333333,23.8743238095
743.39,23.9054666667,53.185,36.1868333333,53.4801333333,32.5672,17.6066666667,18.1289333333,46.9420666667,27.7194166667,45.5617,24.7770761905
743.70,24.3166,53.3454666667,36.4989666667,53.3953333333,32.8107333333,18.0428,18.5228,47.0654666667,28.0305666666,45.8798333333,25.0587428571
744.02,24.8397333333,53.5723333333,36.8451666667,53.5466333333,33.2243333333,18.5268333333,19.1862666667,47.4319333333,28.4982833333,46.1493666667,25.6045142857
744.34,24.5408,53.5944,36.705,53.4380333333,32.9000666667,18.4885,19.0076666667,47.1612,28.2357666667,46.0062,25.1938380952
744.65,24.5368,53.7724,36.9064333333,53.8797666667,32.9472666667,18.423,19.0502666667,47.358,28.468,46.4456,25.2396380952
744.97,24.2625333333,53.3832,36.6665666667,53.5314666667,32.9091333334,18.0249,18.7182666667,47.2091333333,28.2039666667,45.9774333333,25.1596952381
745.28,24.7058666667,53.6315333333,37.1513333333,53.8964333333,33.3646,18.1678666667,19.0213333333,47.6611333333,28.4714166667,46.5788666667,25.6406666667
745.60,24.3782,53.6449333333,36.9106,53.8085,33.0153333333,17.8847333333,18.8256666667,47.3432666667,28.2726833333,46.3787666667,25.1242857143
745.91,24.3348,53.785,37.2149333333,53.9919666667,33.1247333333,18.2985,18.8436,47.2606666667,28.31275,46.6003333333,25.2156
746.23,23.6448,53.2542666667,36.8073666667,53.5403666667,32.4641333333,17.7983,18.4543333333,46.556,27.9169166667,45.9315333333,24.7619238095
746.55,23.0173333333,52.7677333333,36.1546666667,53.1883,31.8355333333,17.2985,17.9147333333,45.9019333333,27.3371166667,45.5704666667,24.1394761905
746.86,22.4318666667,52.3270666667,35.6445,52.7983333333,31.3906,16.7236333333,17.473,45.2731333333,26.7556,45.3188333333,23.485352381
747.18,21.4207333333,51.6921333333,34.9170666667,51.9986666667,30.7024,15.6944666667,16.6314,44.572,25.8964666667,44.6122,22.7210380953
747.49,20.5312,50.7824666667,34.0374666667,51.1954666667,29.707,14.6806333333,15.5928,43.5780666667,24.864,43.8790666667,21.7273619048
747.81,20.6499333333,50.7053333333,33.8816,51.0317,29.6844666667,14.5966,15.5619333333,43.5156666667,24.9539,43.8295,21.8908
748.12,20.1728,50.1241333333,33.3569,50.2059333333,29.2346,14.1962333333,15.1688666667,42.9230666667,24.55835,43.1778333333,21.3604571428
748.44,20.3962,50.0974666667,33.6414666667,50.5645333333,29.2769333333,14.3395666667,15.2546666667,43.1668,24.8191666667,43.6038333333,21.4758
748.75,20.0974,50.1274,33.5895333333,50.5156333333,28.9704666667,14.1287,15.0779333333,42.8381333333,24.5159333333,43.4544,21.0337142857
749.07,20.1263333333,50.0617333333,33.515,50.4836666667,28.9172666667,14.0478,14.9928666667,42.9777333333,24.4019,43.5974333333,21.0784
749.38,20.2197333333,49.7943333333,33.2531666667,50.1803333333,28.6952666667,13.7476,14.8124,42.8701333333,24.3845333333,43.1151333333,20.8815333333
749.70,20.4145333333,50.1661333333,33.5549,50.6297333333,29.0871333333,13.7999666667,14.9436666667,43.0818,24.4675833334,43.2591,20.973447619
750.01,20.4512,49.8722,33.3427333333,50.3233,28.9194666667,13.5415,14.7846666666,42.8143333334,24.21595,42.8822666667,20.9158571428
750.33,20.3212666667,49.7678,33.2045666667,50.1718,28.9186,13.2013333333,14.5611333333,42.9581333333,24.2175166667,42.7989333333,20.8561047619
750.64,20.9704,49.8213333333,33.4266666667,50.6654666667,29.1892,14.0541333333,15.0055333333,43.1547333333,24.70125,43.0710333333,21.189952381
750.96,21.9242666667,51.0050666667,34.3621666667,51.8685,30.3244666667,14.8808666667,15.8556666667,44.3798,25.6878833333,43.7849666667,22.001247619
751.27,21.8893333333,51.1728,34.3893666666,52.1143666667,30.5791333333,15.2195,16.0076666667,44.5795333333,25.7021833333,43.8741666667,22.0123809524
751.59,22.1306,51.5035333333,34.6849,52.6088666667,30.9212666667,15.6380333333,16.3020666667,44.7473333333,25.7621833333,44.2130333333,22.3682571429
751.90,22.126,52.041,34.8212,52.9869333333,31.124,16.0527333333,16.5656,44.9254666666,26.0701666667,44.3964666667,22.5627047619
752.22,22.3281333333,51.9718666667,34.7672,53.1085333333,31.0854,16.3647,16.6122,44.9838666667,26.3473166667,44.4798,22.7367619048
752.53,22.4772666667,51.9752,35.0996666667,53.4274666667,31.4904,16.6331,16.9487333333,45.1076666666,26.6260833333,44.5943,23.0543333333
752.85,22.4335333334,52.1966666667,35.2961666667,53.6344,31.5113333333,16.569,17.2718,45.0849333333,26.67235,44.8414666667,22.9157904762
753.16,22.6204,52.2466666667,35.3769,53.3175333333,31.4734,16.9694333333,17.4492666667,44.9778666667,26.8092166667,44.9873333333,23.2128952381
753.47,23.2005333333,52.704,36.0342,53.7383,31.9543333333,17.6392,18.0518666667,45.6704666667,27.4913166667,45.7099666667,23.6398380952
753.79,23.3457333333,52.6673333333,36.1210333333,53.8602333333,31.8730666667,17.9612333333,18.2676666667,45.5941333333,27.6554,45.4707,23.8000190476
754.10,23.3632,53.2732666667,36.6366666667,54.0920666667,32.1975333333,17.8339,18.4191333333,46.0387333333,27.7630666667,45.8227666667,24.1453238095
754.42,22.7924666666,52.7103333333,36.0214,53.2907666667,31.6128666667,17.3704666667,18.0865333333,45.2182666667,27.07305,45.3827666667,23.7349238095
754.73,22.6565333333,52.5560666667,36.0982,53.018,31.4572666667,16.9422,17.9456,45.0709333333,27.0018166667,45.1090333333,23.5355428572
755.05,22.9084666667,52.551,36.2001,53.0431333333,31.7364,16.9679,18.2588,45.4768666667,27.2359166667,45.0680666667,23.7244285714
755.36,22.9925333333,52.6551333333,36.0955333333,52.9829333333,31.8403333333,16.6390333333,18.2699333334,45.6117333333,27.1429666667,45.2059666667,23.9264
755.67,23.2990666667,52.9214,36.4951,53.3791666667,32.2772,16.8122333333,18.5908666667,45.7053333333,27.4203,45.6906666667,24.212952381
755.99,23.7568,53.2841333334,36.7866,53.3630333333,32.5124,17.2645333333,18.8802,45.8424,27.7134,46.0246666667,24.5570285714
756.30,23.8894,53.3068,36.6716333333,53.5384666667,32.7375333333,17.5139666667,18.8943333333,45.9153333333,27.6654833333,46.0908,24.828047619
756.62,24.2226666667,53.3835333333,36.8506,53.9302,32.9722666667,17.5507,19.1072666667,46.3857333333,27.74825,46.237,24.7990952381
756.93,24.0241333333,53.3065333333,36.4821666667,53.6168666667,32.8806666667,17.3859666667,18.7960666667,46.0866666667,27.4951166667,46.0497333333,24.7285047619
757.24,23.8434,53.1408,36.2395333334,53.2202666667,32.8199333334,17.2797,18.6355333333,45.8933333333,27.3725666667,46.0689333333,24.485952381
757.56,23.8332666666,53.2011333333,36.1550333333,53.2332333333,32.7029333333,17.3325666667,18.6002666667,45.6633333333,27.3631,46.1447,24.2845714286
757.87,24.3540666666,53.4992666667,36.4922666667,53.5771,33.0320666667,17.7651,18.9130666667,46.2367333333,27.8778333333,46.5752666667,24.6385047619
758.18,24.5652,53.5672666667,36.7413333333,53.8314,33.3064,17.9800333333,18.8781333333,46.5414666667,27.8537666667,46.9157333333,24.8990666667
758.50,24.3522,53.1812,36.3558666667,53.4618666667,32.7556,17.8356333333,18.4998666666,45.9807333333,27.5435833333,46.7055,24.5616095238
758.81,24.1671333333,52.7686666667,36.0784666667,52.949,32.264,17.8681,18.2556,45.407,27.1662166667,46.1470666667,23.9961238095
759.13,24.1648666667,52.9076666667,36.0811666667,52.9025666667,32.0591333333,17.8526,18.33,45.5321333333,27.0316833333,45.9447666667,24.0683238095
759.44,23.9047333333,52.8135333333,35.8620666667,52.7937,31.5774666667,17.6079,18.1409333333,45.3639333333,26.8607,45.6705,23.8175142857
759.75,24.1049333334,52.8909333333,35.9779,52.7245333333,31.4836666667,17.6829333333,18.1836,45.4457333333,26.9718333333,45.9830333334,23.8664095238
760.07,23.9596666666,52.7648,35.8354333333,52.5829,31.3106,17.8069,18.0894666667,45.1461333333,27.0575666667,45.9197,24.0253428571
760.38,23.8523333333,52.6808,35.8577333333,52.9542666667,31.3165333333,17.9056666667,18.2829333333,45.1670666667,27.1017833333,45.8658,23.9773809524
760.69,23.546,52.3422666667,35.6378333333,53.0960666667,31.0237333333,17.4878666667,17.9524,44.9034666667,26.7655833333,45.5756666667,23.6234476191
761.01,23.8714666667,52.3178,35.7322333333,53.5944666667,31.1493333333,17.6042,18.3253333333,45.1576666667,27.0487,45.5524,23.8324095238
761.32,23.4593333333,51.745,35.4208,53.2657333333,30.596,17.3302666667,18.0952666667,44.5376666667,26.6711333334,45.1721333333,23.3184476191
761.63,23.6918666667,51.6579333333,35.2013666667,53.0628,30.6055333333,17.4897333333,18.3304,44.4590666667,26.9011,45.0631333333,23.3211047619
761.94,23.8760666667,52.1634,35.5982666667,53.4405,30.8357333333,17.549,18.6356,44.6172666667,27.20655,45.3840666667,23.621
762.26,23.8377333333,52.1846,35.6836666667,53.4937666667,31.1029333333,17.5229666667,18.7620666667,44.7113333333,27.3307,45.4516666667,23.733952381
762.57,23.5756,52.0695333333,35.4939333333,53.1405333333,31.1100666667,17.3533,18.5221333333,44.6596666667,27.1696,45.3155,23.5141904762
762.88,23.6436666667,52.2463333333,35.5138333333,53.2282,31.3923333333,17.2875,18.4213333333,44.7383333333,27.12845,45.4035666667,23.4899809524
763.20,23.6326666667,52.4645333333,35.6508666667,53.3641333333,31.6282,17.4685666667,18.614,44.917,27.3817666667,45.4516666667,23.6280857143
763.51,23.4300666666,52.6030666666,35.6363666667,53.4567666667,31.7482,17.2852333333,18.6476,44.8904666667,27.34175,45.4784,23.5876380952
763.82,23.393,52.5824,35.5546666667,53.167,31.7852,17.1916666667,18.6486,44.7660666667,27.3356833333,45.2923333333,23.6502285714
764.14,23.9966666667,53.1972,36.0946666667,53.5993333333,32.3154,17.9056333333,19.3537333333,45.2187333334,27.7970333334,45.8479333333,24.2510666667
764.45,23.6517333333,53.0287333333,35.7908666667,53.1797666667,31.9682,17.6501333333,18.9445333333,44.8482,27.5275666666,45.6545666667,23.9301238095
764.76,23.9354666667,53.2721333333,36.0887,53.481,32.4094,17.7471666667,19.1752666667,45.1343333333,27.8426,45.9208666667,24.2854857143
765.07,23.7939333333,53.3333333333,36.1239,53.6470666667,32.3536,17.5799333333,19.0919333333,44.988,27.6768,45.7399333333,24.2189333333
765.39,23.6873333333,53.2468,35.8500666667,53.5241666667,32.2322666667,17.3313666667,18.8322,45.1196666667,27.45395,45.6273333333,23.8934190476
765.70,23.9101333333,53.3480666667,35.9436666667,53.5330333333,32.1148,17.3026333333,18.8702,45.1966,27.4379,45.7364,23.9912761905
766.01,23.6335333333,53.0661333333,35.6152,53.4544,31.6675333333,16.6807666667,18.3310666667,44.7338,26.9833833333,45.4454666667,23.5841047619
766.32,22.9980666667,52.5462,35.3276666667,53.0899,31.2221333333,16.0414333333,17.9190666667,44.4854,26.5158166666,45.2793333333,23.2262857143
766.64,23.2108,52.4229333333,35.3010333333,53.3404,31.306,15.9385,17.9096666667,44.4991333333,26.5948833333,45.4813333333,23.3548857143
766.95,23.6040666667,52.5210666667,35.1959,53.5218,31.3466,16.1651666667,18.0717333333,44.7420666667,26.8304,45.8729333333,23.3004571429
767.26,23.4195333333,52.6086666667,35.0892,53.5191666667,30.8721333333,15.7811333333,17.6346,44.6768666667,26.5555166667,46.0053666667,22.7848
767.57,22.8468,52.4005333333,34.6421666667,53.1745,30.1890666667,14.9658666667,16.6786666667,44.4069333333,26.0524,45.7116,22.0460666666
767.88,22.933,52.3875333333,34.468,52.8499,30.4542666667,14.8619333333,16.6729333333,44.7584,25.9625333333,45.4863333333,21.9575619048
768.20,22.6171333333,52.384,34.3212333333,52.7410333333,30.1604666667,15.0568666667,16.3353333333,44.7681333333,25.78905,45.3217333333,21.8967428571
768.51,22.9904666667,53.0812,35.1889333333,53.2161,30.6347333333,15.658,16.8812,45.4676666667,26.3800833333,46.1070333333,22.4203428571
768.82,23.3016,53.1885333333,35.6987333333,53.6068,31.1127333333,16.3319666667,17.2773333333,45.7757333333,26.7673,46.3725666667,22.7932285714
769.13,23.1878,53.1485333333,35.7750333333,53.7975333333,31.4022,16.8607,17.4496666667,46.006,26.9301,46.2853666667,22.8441238095
769.44,22.6166666667,52.4517333333,35.5303333333,53.5315333333,31.3531333333,16.9189333333,17.5294666667,46.0254666667,26.8480666667,45.9358666667,22.4293619047
769.76,22.9366,52.4306666667,35.4999666667,53.6683,31.2329333333,17.3413333333,17.9567333333,45.6401333333,27.1131833333,45.4859,22.3589428571
770.07,22.1868666667,51.877,34.7388,52.5448666667,30.3724,16.4850333333,17.0586,44.5669333333,26.2057833333,44.4993333333,21.4624190476
770.38,22.2207333333,51.9269333333,35.2923,52.3636,30.5798666667,16.3385666667,16.9750666667,44.6089333333,26.17445,44.2807,21.7454952381
770.69,22.4178666667,51.4676666667,35.2363333333,52.1715666667,30.5473333333,16.5023333333,17.1043333333,44.3831333333,26.3122333333,44.0921666667,21.8010190476
771.00,23.028,51.442,35.7334333333,52.338,31.2931333333,16.7958,17.8158666667,44.557,26.83045,43.8147666667,22.5542761905
771.32,24.0818666667,52.1655333333,37.3428,53.4879333333,32.3952,18.0338666667,18.9322,45.4791333333,28.0513333333,44.6807333333,23.9337238095
771.63,24.6446666667,52.1471333333,37.6951666667,53.6613333333,33.003,18.0731666667,19.6296666667,45.8458,28.5661333333,44.6847666667,24.2820857143
771.94,24.3665333333,51.8065333333,37.2391666667,53.6718,32.7684,17.7150666667,19.3436666667,45.6692666667,28.4720666667,44.4505,24.2159523809
772.25,23.5278666667,51.227,36.5525333333,52.7912,31.9118666667,16.7781666667,18.3241333333,44.7782,27.4954666667,44.0415333333,23.2388380953
772.56,23.7380666667,51.4932,36.7717666667,52.9337333333,32.2028666666,16.6218,18.3806,45.0367333333,27.96265,44.4269666667,23.393352381
772.87,25.3049333333,52.8686666667,37.9045666667,53.7607666667,33.3492666667,17.9679,19.4616,46.0808,29.2953833333,45.3523,24.7083809524
773.18,25.7854,53.8902,38.6968666667,54.3983333333,34.4091333333,18.7373333333,19.8162666667,47.3587333333,29.9851666667,46.5909333333,25.8331809524
773.50,25.7112,54.3768,39.1954,54.8681333333,34.8711333333,19.4042,20.5710666667,48.0836,30.28015,47.1553666667,26.3420857143
773.81,25.2511333333,54.2882,38.8147333333,54.6376333333,34.7708666667,19.1507333333,20.1664666667,48.1209333333,30.0360833333,46.8694,25.9530380952
774.12,25.8261333334,55.23,39.4776333333,55.8743666667,35.5536,19.6875666667,20.477,48.7676,30.4173833333,47.8476333333,26.9505714286
774.43,25.1701333334,55.2522666667,38.7206,55.6249333333,35.0352666667,18.8526666667,19.9823333334,48.6444,29.8314333333,47.9988666667,26.2089142857
774.74,24.3288666667,54.8401333333,37.2077333333,54.9325666667,34.2841333333,17.5874666667,19.1270666667,47.5337333333,29.0881666667,47.6051666667,25.5357809524
775.05,23.4597333333,54.7702,36.4846666667,54.7980333333,33.2656,16.7129,18.0079333333,46.6852666667,28.2209166666,47.3048333333,24.5927714286
775.36,23.8438666667,54.9984666667,36.4376666667,54.9582333333,33.098,16.8185333333,18.1429333333,46.5303333333,28.24355,47.4529333333,24.4939333333
775.67,24.6436666667,55.7235333333,36.9965666666,55.6957333333,34.2234,17.7715,19.3028,47.4384666667,29.2576666667,47.9801666667,25.8727333333
775.98,24.2069333333,55.1308,36.1936333333,55.3799666667,33.3523333333,17.2628333333,18.6565333333,46.6919333333,28.2560166667,47.4392333333,25.2087904762
776.30,23.5138,54.6882,35.4986,54.8940333333,32.599,16.4957666667,18.0879333334,46.0018666667,27.4390166667,47.1477666667,24.6343238095
776.61,23.1759333333,53.6987333333,34.8898,54.2879,31.7706,15.8318333333,17.9331333333,45.0220666667,27.0305166667,46.5943,23.9317904762
776.92,23.2922,52.6243333333,34.5424666667,54.2071,31.3452,15.258,17.4422,44.9634666667,26.6302833333,46.0239333333,23.5797809524
777.23,23.3751333333,52.3003333333,34.5299666667,54.8286,30.6577333333,14.9535,17.5296666667,44.7353333333,26.23355,46.1566333333,23.1880761905
777.54,22.6022666666,51.7165333333,34.2896666667,53.8327,30.087,14.2673333333,17.0498666667,44.4508666667,25.5328333333,45.3173,22.1339809524
777.85,23.0380666667,51.8818,35.0738666667,54.1263333333,30.2698,15.4333333333,17.2254666667,44.8812,26.29405,45.3918666667,23.0186761905
778.16,22.6666,51.4718666667,34.8404,53.9098666667,29.8292666667,15.7358,17.1852,44.8309333333,26.0355,45.2752666667,22.7247904762
778.47,23.0745333333,51.7418,35.0847,53.5346666667,30.5337333333,16.6028,17.8395333333,45.5162666667,26.5005166667,45.7271333333,23.526352381
778.78,23.2186666667,51.7208,35.1784,53.6043,31.1918,17.2051666667,18.0816,46.1312666667,26.7289166667,46.0675666667,24.2111809524
779.09,23.2110666666,52.0142666667,35.4506,54.0861,31.2227333333,17.3101666667,17.9020666667,46.2227333333,26.8483833333,46.3801666667,24.1818761905
779.40,22.2655333333,51.3598666667,35.414,53.4145666667,30.9963333333,16.5790666667,17.1956,45.8940666667,26.4053333333,45.6702333334,23.7509047619
779.71,23.0179333333,51.6988,36.2450666667,53.8610666667,31.7502666667,17.5419666667,18.1274,46.5058,27.236,46.1585,24.4935428571
