wavelength,Back_SicCitm,Belly_SicCitm,Breast_SicCitm,Crissum_SicCitm,Crown_SicCitm,DorTail_SicCitm,Patch10_SicCitm,Patch11_SicCitm,Rump_SicCitm,Throat_SicCitm,WingTip_SicCitm
343.43,10.0338666667,16.6734666667,11.4826,16.5653,14.6025333333,6.95693333333,6.34933333334,27.5307333333,11.75185,18.4033,11.0254095238
343.79,10.0381333333,16.7314,11.4669,16.6724666667,14.727,6.95876666667,6.5356,27.6869333333,11.8011,18.5208333333,11.1815142857
344.16,10.022,16.8573333333,11.5386333333,16.8851666667,14.764,6.9971,6.60126666667,27.7403333333,11.8438166667,18.6497666667,11.2036666667
344.52,10.2294,17.2829333333,11.8391,17.1874333333,15.1049333333,7.26933333333,7.07426666667,27.9392666667,12.1813833333,18.9897333333,11.5188571429
344.89,10.2564666667,17.4284666667,11.9636666667,17.1924,15.2082666667,7.3333,7.19413333333,28.0476,12.3080333333,19.0689333333,11.5601809524
345.25,10.4832666667,17.8022666667,12.2835,17.6294333333,15.4425333334,7.6396,7.39986666667,28.2029333333,12.4757166667,19.2980666667,11.8002
345.62,10.5481333333,17.9253333333,12.3920333333,17.8356666667,15.4591333333,7.64456666667,7.4222,28.359,12.5517333333,19.3497,11.7685714286
345.99,10.5694666667,18.0316666667,12.5505333333,17.9633333333,15.6726,7.73766666667,7.53153333333,28.5458,12.6936333333,19.5214,11.8362190476
346.35,10.7928,18.3512,12.8431,18.2969666667,15.9533333333,7.9369,7.825,28.7459333333,13.02225,19.7601333333,12.0371714286
346.72,10.7040666667,18.3874666667,12.7842333333,18.3743,15.9963333333,7.88376666667,7.7908,28.7,12.9501,19.7626333334,12.0382666667
347.08,10.4135333333,18.2632666667,12.5007,18.3082333333,15.8880666666,7.651,7.62233333333,28.5874666667,12.8179666667,19.6295333333,11.7942380952
347.45,10.208,18.1479333333,12.4010666667,18.2262333333,15.8136,7.671,7.42973333333,28.4830666667,12.6571333333,19.5758666667,11.8033428572
347.81,10.169,18.2301333333,12.4911666667,18.2884666667,15.8992666667,7.63333333333,7.3226,28.5394,12.69835,19.6137,11.8087142857
348.18,10.2794666667,18.3349333333,12.6482666667,18.3763666667,16.0066666666,7.66863333333,7.38293333333,28.6673333333,12.8101666667,19.804,11.9349809524
348.54,10.1788666667,18.1084666667,12.4635666667,18.2586666667,15.8603333333,7.4979,7.01173333334,28.6666,12.5894833333,19.5781,11.7594857143
348.91,10.3089333333,18.1907333334,12.4457333333,18.4213,16.0028,7.53946666667,7.017,28.7576666667,12.67095,19.6419,11.8485047619
349.27,10.3738,18.27,12.624,18.3685666667,16.1302,7.58633333333,7.17346666667,28.8879333333,12.8019166667,19.8381,11.9503714286
349.64,10.3590666667,18.244,12.5061666667,18.1826666667,16.2187333333,7.6644,7.21673333333,28.8462666667,12.6995833333,19.9804666667,11.9080857143
350.00,10.3567333333,18.2395333333,12.4237333334,18.1557333333,16.1267333333,7.5376,7.24993333333,28.7450666667,12.5477166667,19.9163333333,11.8278285714
350.37,10.187,17.9564,12.1733,17.8947333333,15.868,7.2644,7.01266666667,28.5511333334,12.2539833333,19.7784333333,11.6097142857
350.73,10.2543333333,17.8558666667,12.2384333333,17.8833333333,15.7925333333,7.3107,7.01526666667,28.4193333333,12.3161833333,19.7411333333,11.6422
351.10,10.1632666667,17.6716,12.1615,17.8036666667,15.5757333333,7.2236,6.712,28.2639333333,12.08415,19.6268,11.5369238095
351.46,10.2862,17.818,12.2537,17.8790333333,15.7418,7.26473333333,6.74813333333,28.5239333333,12.1612,19.8104333333,11.5845047619
351.83,10.2230666667,17.6405333333,12.1454,17.7396666667,15.5346666667,7.15696666667,6.6532,28.3426,12.0741333333,19.7665,11.4488952381
352.19,10.2632,17.6720666667,12.1344,17.6984333333,15.557,7.08763333333,6.59813333333,28.4128666667,12.0079833333,19.7196333334,11.3727619048
352.55,10.0960666667,17.5521333333,11.9882,17.5551333333,15.4324666667,6.88616666667,6.44353333334,28.3178666667,11.8595166667,19.5535666667,11.1464285714
352.92,10.0612666667,17.5108666667,12.1099666667,17.4554333333,15.4054,6.86796666667,6.46106666667,28.1700666667,11.7760166667,19.5479666667,11.097
353.28,9.96313333333,17.4187333333,11.9907333333,17.4475666667,15.2828,6.69133333333,6.3378,28.1000666667,11.6902,19.3929333333,10.9756571429
353.65,10.1106666667,17.5991333333,12.1485333333,17.685,15.4079333333,6.7461,6.47366666667,28.297,11.9107,19.3544666667,11.2037428572
354.01,10.1746,17.6019333333,12.2201666667,17.8455333333,15.4005333333,6.9018,6.48513333333,28.3640666667,12.0934166667,19.3230333333,11.2720285714
354.38,10.0715333333,17.666,12.264,17.8955333333,15.4915333333,6.90923333333,6.44126666667,28.4688666667,12.0797166667,19.2654,11.2961142857
354.74,10.1108,17.9531333333,12.3805666667,18.1032666667,15.6018666667,6.99973333333,6.56606666667,28.7162666667,12.2160833333,19.4535,11.3359619048
355.11,10.3394,18.2958,12.5887333333,18.2660333333,15.8837333333,7.19213333333,7.0066,29.0588,12.514,19.6984666667,11.6188
355.47,10.2184666667,18.2617333334,12.4809333333,18.2271666667,15.7168666666,7.0399,6.9112,29.0462666667,12.5103166667,19.6156,11.4969142857
355.83,10.1915333333,18.3327333333,12.5117666667,18.2153666667,15.7646666666,6.93783333333,6.97666666667,29.1108,12.4974833333,19.5778,11.4869619047
356.20,10.1389333333,18.2432666667,12.4780333333,18.2627,15.8040666667,6.89786666667,6.9904,29.1398,12.5075166667,19.5714333333,11.5092
356.56,10.1652,18.2776,12.5964666667,18.4325666667,15.8481333333,6.9726,7.11773333333,29.2132,12.6419166667,19.627,11.6227142857
356.93,10.0754,18.2732666667,12.4167666667,18.4096,15.8118,6.8471,7.02626666667,29.3792,12.6508,19.5511666667,11.5857904762
357.29,10.0540666667,18.2456666667,12.4241333333,18.3868333333,15.8691333333,6.86493333333,6.98726666667,29.3972,12.6501333333,19.4940333333,11.5498190476
357.66,9.97106666667,18.0728,12.3585666667,18.2861,15.7775333333,6.8012,6.79613333333,29.3130666667,12.5435333333,19.4737,11.4003333333
358.02,10.0741333333,18.2742,12.4315333333,18.357,15.9607333333,6.94056666667,6.95413333333,29.4528,12.6662833333,19.7183666667,11.5214285714
358.38,10.1840666667,18.3144666666,12.4202,18.3550333333,15.9326,7.00736666667,6.99586666667,29.4889333333,12.6598666667,19.7945333333,11.4945333333
358.75,10.1238,18.1226,12.2788,18.121,15.7985333333,6.93246666667,6.84806666667,29.3289333333,12.4707166667,19.6619,11.3748190476
359.11,9.93553333333,17.9180666667,12.1271333333,18.0298666667,15.6874,6.79506666667,6.58073333333,29.2522666666,12.2799333333,19.4730666667,11.229847619
359.48,10.0293333333,17.9823333333,12.2841666667,18.1165666667,15.7819333333,6.896,6.6634,29.3677333333,12.3389666667,19.5176666667,11.3135904762
359.84,10.0412666667,18.0094666667,12.2581,18.1941333333,15.8612666667,6.9672,6.6174,29.5281333333,12.3838166667,19.5834,11.3946952381
360.20,9.98773333334,18.0364666667,12.2214666667,18.0983666667,15.7881333333,6.9596,6.5384,29.4396666667,12.3237,19.5358666667,11.3657714286
360.57,10.1396,18.1785333333,12.3019666667,18.0641333333,15.9414666667,7.07226666667,6.60126666667,29.6220666667,12.3723833333,19.7121333333,11.5031142857
360.93,10.1970666667,18.2521333333,12.4301,18.1033,15.9762,7.13683333333,6.70146666667,29.6507333333,12.4058166667,19.7947,11.5342
361.29,10.2430666667,18.2659333333,12.3326333333,18.0788,15.9355333333,7.13796666667,6.74106666667,29.6900666667,12.4224833333,19.8325666667,11.5477809524
361.66,10.1461333333,18.2090666667,12.2812333333,18.0333333333,15.9135333333,7.06276666667,6.7156,29.6765333333,12.37635,19.7311,11.5382095238
362.02,10.0658666667,18.0438,12.2220666667,17.9732,15.8382666667,6.92073333333,6.6054,29.6514666667,12.29535,19.6292,11.4759238095
362.39,10.1167333333,18.0964666667,12.3372,18.0602,15.9088,7.0537,6.7172,29.6789333333,12.4090833333,19.6874666667,11.6006
362.75,10.1804666667,18.1357333333,12.4062333334,18.2249,16.0004,7.09616666667,6.836,29.8920666667,12.52305,19.7929,11.7447333334
363.11,10.2484666667,18.2026,12.4066,18.2485,16.027,7.15203333333,6.9026,29.8884666667,12.6098,19.8602333333,11.8024095238
363.48,10.2127333333,18.1300666667,12.2675,18.1363333333,16.0066666666,7.1096,6.85693333333,29.7827333333,12.5652833333,19.8097666667,11.8099238095
363.84,10.2428666667,18.1654666667,12.2939333333,18.2228666667,16.0112,7.18633333333,6.91566666667,29.8230666667,12.6129166667,19.7742666667,11.8106095238
364.20,10.3090666667,18.1426,12.3003,18.3302,16.0485333333,7.22373333333,7.01553333333,29.859,12.6446333333,19.7524666667,11.8488285714
364.57,10.2954,18.1064666667,12.2497666667,18.4130333333,16.0452666667,7.1953,7.03873333333,29.836,12.6472666667,19.6581666667,11.8526571429
364.93,10.4094,18.1772666667,12.3217666667,18.5478666667,16.1533333333,7.29516666667,7.1352,29.8988666667,12.7284833333,19.7059333333,12.0139238095
365.29,10.446,18.1542666667,12.3680333333,18.5694666667,16.2248,7.39296666667,7.08053333333,29.9552,12.6886666667,19.6985333333,12.1001047619
365.66,10.4362,18.1574,12.3421333333,18.5677666667,16.1835333333,7.38473333333,7.09193333333,29.983,12.6758666667,19.6725,12.0925428571
366.02,10.5445333333,18.2496,12.4228,18.6299666667,16.2477333333,7.50456666667,7.18926666667,30.0698,12.7207333333,19.6804,12.2027333333
366.38,10.6233333333,18.2453333333,12.4244666667,18.6845333333,16.3636666667,7.48776666667,7.23946666667,30.1778666667,12.7641166667,19.7005666667,12.2690857143
366.75,10.5749333333,18.2125333334,12.3631333333,18.5783,16.397,7.49386666667,7.18206666666,30.1506666667,12.6722833333,19.6069666667,12.2883333333
367.11,10.6014666667,18.2328,12.4099666667,18.6726,16.4362666667,7.54626666667,7.2572,30.2131333333,12.67125,19.6696,12.2870571429
367.47,10.6482,18.3144,12.5126666667,18.8081333333,16.5754666667,7.63586666667,7.42233333333,30.333,12.7336333333,19.7834,12.3754666667
367.84,10.637,18.2291333334,12.5373,18.7209666667,16.5747333333,7.60196666667,7.39566666667,30.2877333333,12.6438833333,19.7441,12.3531619048
368.20,10.5944666667,18.2278666667,12.5059666667,18.6422,16.6341333333,7.61363333333,7.33113333333,30.4036666667,12.6468166667,19.7205333334,12.3783428571
368.56,10.4648666667,18.0833333333,12.3821,18.5084333333,16.5152,7.50563333333,7.2496,30.2883333333,12.5503666667,19.5667666667,12.3063904762
368.93,10.336,17.8693333333,12.2097333333,18.3312,16.4391333333,7.36213333333,7.1004,30.2498666667,12.4325333333,19.4439,12.2005142857
369.29,10.2181333333,17.8025333333,12.2068666667,18.2379333333,16.4244,7.1899,7.10366666667,30.2302,12.42005,19.4319666667,12.1608095238
369.65,10.1754666667,17.7334,12.0724333333,18.1549,16.4227333333,7.10236666667,7.02153333333,30.2461333334,12.3481,19.4152666667,12.1334380953
370.01,9.89193333333,17.4518666667,11.7673,17.8568666667,16.216,6.81243333333,6.75606666667,30.0928666667,12.1153666667,19.1300333333,11.8524666667
370.38,9.71,17.2781333333,11.5965,17.6542333333,16.1040666667,6.60486666667,6.60486666667,30.0697333333,12.0181666667,18.9219666667,11.7274952381
370.74,9.84326666666,17.333,11.6991,17.7598,16.2112666667,6.62486666667,6.6854,30.1341333333,12.1588,19.0336,11.7815047619
371.10,9.825,17.1547333333,11.5932666666,17.5501,16.1659333333,6.49686666667,6.6316,30.1418666667,12.1408666666,18.9211666667,11.7830761905
371.46,9.84640000001,17.0352666667,11.5182,17.4789666667,16.1118,6.4459,6.54833333333,30.1409333333,12.05755,18.8289,11.6758666667
371.83,9.9644,17.0698666667,11.4665333333,17.4486333333,16.1904666667,6.50656666667,6.6792,30.1817333333,12.13055,18.8406,11.7885619048
372.19,9.95560000001,16.9398,11.3727666667,17.34,16.1314666667,6.4749,6.6102,30.1831333333,12.0717166667,18.8139,11.7391619048
372.55,9.91913333333,16.8794666667,11.3416666667,17.3345666667,16.0818666667,6.45343333333,6.52713333333,30.1821333333,12.0647333333,18.7677333333,11.7131428571
372.92,9.96853333333,16.8744666667,11.3611,17.2982,16.1290666667,6.5184,6.54933333333,30.2564,12.1149833333,18.7075,11.7651047619
373.28,10.1608,16.8812,11.4731333333,17.4083666667,16.2324,6.73916666667,6.65606666667,30.4155333333,12.2533,18.6908,11.9134571429
373.64,10.4751333333,17.0399333333,11.7020333333,17.6287333333,16.5036,7.04133333333,6.97106666667,30.7107333333,12.5283333333,18.8457,12.1682095238
374.00,10.5088,16.9645333333,11.6313,17.5425666667,16.4973333333,7.02536666667,6.95933333333,30.6869333333,12.4712833333,18.7561,12.1807142857
374.37,10.5866,16.9556666667,11.6529333333,17.5670666667,16.4794,7.16393333333,7.0072,30.7484666667,12.4673833333,18.7252666667,12.2506571429
374.73,10.4921333333,16.8438,11.5055666667,17.3973,16.3418666667,7.20016666667,6.93526666667,30.7672666666,12.3693333333,18.5287333333,12.1831714286
375.09,10.564,16.9586,11.6100666667,17.4748666667,16.5013333333,7.36233333333,7.00493333333,30.9271333333,12.4939833333,18.5498333333,12.2845809524
375.45,10.5857333333,16.8801333333,11.5362,17.3676666667,16.4432666667,7.34346666667,7.0058,30.9418666667,12.5213166666,18.3885666667,12.2792857143
375.81,10.5708666667,16.7289333333,11.5347333333,17.3192666667,16.4473333333,7.34796666667,6.99466666667,30.9724,12.4843666667,18.2687666667,12.2729809524
376.18,10.5971333333,16.6945333333,11.5308,17.3109,16.509,7.33113333333,7.0522,31.0426666667,12.5028333333,18.1854666667,12.3391809524
376.54,10.6544,16.6452666666,11.5398,17.1984,16.5621333333,7.40333333333,7.17533333333,31.1278666667,12.5215666667,18.1947666667,12.3664095238
376.90,10.6803333333,16.597,11.542,17.2046333333,16.5996,7.37696666667,7.219,31.1890666666,12.5334333333,18.1709666667,12.4076095238
377.26,10.6116,16.5402,11.4473666667,17.1217666667,16.6038,7.30513333333,7.2226,31.213,12.5044,18.1185,12.4146190476
377.63,10.4074,16.3433333333,11.3184,16.8910333333,16.4364,7.21586666667,7.07726666667,31.0225333333,12.3459333333,17.8941,12.3623523809
377.99,10.5238,16.3895333333,11.4565666667,17.0232333333,16.5654666667,7.322,7.19253333333,31.2044,12.46505,18.0069,12.5175047619
378.35,10.5029333333,16.2747333333,11.3863333333,16.9552333333,16.5555333333,7.24356666667,7.165,31.216,12.4464833333,17.9244,12.4806190476
378.71,10.5757333333,16.2690666667,11.431,16.9515333333,16.6809333333,7.26226666667,7.2526,31.3484666667,12.5135833333,17.9554666667,12.5448476191
379.07,10.5681333333,16.1032,11.3297666667,16.821,16.636,7.1979,7.2446,31.3420666667,12.4112333333,17.8454333333,12.5160571429
379.44,10.4907333333,15.976,11.2756,16.7581,16.6720666667,7.1906,7.2072,31.3773333334,12.3387,17.7893,12.5502190476
379.80,10.4033333333,15.9381333333,11.2144,16.6685,16.6151333333,7.10726666667,7.091,31.4384666667,12.2917666667,17.7783333333,12.4903809524
380.16,10.4926666667,15.9769333333,11.2855333333,16.7502666667,16.6802666667,7.20473333333,7.21406666667,31.5014666667,12.3671166667,17.8724,12.5696285714
380.52,10.579,15.9960666667,11.324,16.7821666667,16.7681333333,7.2483,7.25073333333,31.6038,12.4310833333,17.8921333333,12.6756476191
380.88,10.6332,15.9536,11.3632,16.7472,16.8276,7.34903333333,7.28513333333,31.6797333333,12.4861333333,17.8731333333,12.7486761905
381.24,10.6464666667,15.8530666666,11.2766666667,16.6843333333,16.8244666667,7.36933333333,7.2206,31.7102,12.4544666667,17.7691,12.6797047619
381.61,10.7107333333,15.8253333333,11.2428333333,16.6888333333,16.8940666667,7.37013333333,7.273,31.869,12.48665,17.8438333333,12.6636857143
381.97,10.6309333333,15.6822666667,11.1017666667,16.585,16.7912666667,7.30436666667,7.20786666667,31.8420666667,12.4266,17.7207333333,12.5934857143
382.33,10.6716666667,15.7023333333,11.0791,16.5742333333,16.7915333333,7.3866,7.26693333333,31.8298,12.4808333333,17.6904666666,12.6128285714
382.69,10.7090666667,15.6626,11.0638,16.5244333333,16.8272,7.41856666667,7.28213333333,31.8860666667,12.5164666667,17.6557666667,12.6514761905
383.05,10.7326,15.684,11.111,16.5645333333,16.8699333333,7.49246666667,7.30386666667,31.9643333333,12.5877833333,17.6481333333,12.718352381
383.41,10.7706666667,15.6726,11.0594,16.5361,16.8788,7.48513333333,7.34353333333,32.0320666667,12.6240166667,17.5670333333,12.7643333333
383.77,10.8374,15.6052666667,10.9947333333,16.4794,16.9130666667,7.55113333333,7.37753333333,32.0642666667,12.66035,17.4944,12.8053619048
384.14,10.7159333333,15.4517333333,10.8194666667,16.3237333333,16.8254666667,7.44976666667,7.26166666667,32.0442,12.5625666667,17.3172333333,12.7230666667
384.50,10.6400666667,15.3111333333,10.7031666667,16.2498,16.7974,7.40483333333,7.1504,32.0067333333,12.4407833333,17.1613,12.6444380952
384.86,10.5554,15.2115333333,10.5713,16.1699333333,16.7026,7.3438,7.11493333333,31.9652666667,12.36755,17.0792666667,12.5355714286
385.22,10.571,15.1714,10.5935333333,16.1187666667,16.7101333333,7.34556666667,7.21446666667,31.9776666666,12.3937666667,17.0646333333,12.6309523809
385.58,10.5499333333,15.0995333333,10.5655,16.0796666667,16.7174,7.27743333333,7.1824,31.9951333333,12.3624833333,16.9892,12.6530285714
385.94,10.5573333333,15.0654,10.5395666667,15.9814,16.7460666667,7.30493333333,7.19773333333,32.0378666666,12.3662166667,16.9580333333,12.6528
386.30,10.6130666667,15.0810666666,10.6016333333,16.0028666667,16.8723333333,7.37086666667,7.2778,32.162,12.4266333333,17.0076666667,12.7774857143
386.66,10.4916,14.9682666667,10.4860666667,15.9217666667,16.7635333333,7.27006666667,7.20333333333,32.0511333334,12.3194,16.8713666667,12.7054952381
387.03,10.5566,14.9528666667,10.5012333333,15.9472333333,16.8040666667,7.29786666667,7.30613333333,32.1135333333,12.3453,16.8672333333,12.742647619
387.39,10.6597333333,14.9744666667,10.6214,15.9879,16.9037333333,7.44683333333,7.41133333333,32.1975333333,12.4792333333,16.9589333333,12.8106666667
387.75,10.6310666667,14.9520666667,10.6466333333,16.0409666667,16.8983333333,7.41666666667,7.42766666667,32.2548,12.4701833334,17.0057666667,12.844752381
388.11,10.7445333333,14.9423333333,10.7277333333,16.0566,17.01,7.52216666667,7.51373333334,32.3580666667,12.5386333333,17.0407666667,12.9287333333
388.47,10.8363333333,15.011,10.7947333333,16.1106666667,17.0890666667,7.63283333333,7.64806666666,32.4522,12.6754833333,17.1138666667,13.0609809524
388.83,10.8474,14.9341333333,10.733,16.0184333333,17.0846666667,7.57346666667,7.61933333333,32.4706666667,12.6294833333,17.0322,13.0446761905
389.19,10.7956666667,14.8787333333,10.6696,15.9548,17.0469333333,7.55736666667,7.5574,32.4776,12.5810333333,16.9689,12.9471904762
389.55,10.8280666667,14.8798666667,10.6734,15.9298666667,17.0633333333,7.64826666667,7.59693333333,32.4818,12.6385166667,16.9261,12.9778952381
389.91,10.9480666667,14.9434666667,10.7547333333,15.969,17.1916666667,7.75346666667,7.68793333333,32.6234,12.7365333333,16.9827,13.1210380952
390.27,10.8516666667,14.7578,10.6216,15.7985666667,17.1343333333,7.67076666667,7.58306666667,32.5566,12.6010333333,16.8297,13.0297809524
390.63,10.9241333333,14.6997333333,10.6023666667,15.736,17.1773333333,7.68303333333,7.58146666667,32.6339333333,12.6389833333,16.7869666667,13.0430190476
391.00,10.8426666667,14.6107333333,10.4645,15.5648666667,17.1020666667,7.61006666667,7.46513333333,32.5915333334,12.5613833333,16.696,12.9371714286
391.36,10.7504,14.4803333333,10.3415,15.4425333333,17.025,7.48223333333,7.3472,32.5772666667,12.4586166667,16.5666,12.8876571429
391.72,10.7719333333,14.4016,10.2572333333,15.3345333333,17.033,7.48523333333,7.33086666667,32.5870666667,12.4568666667,16.4306666667,12.8784952381
392.08,10.6440666667,14.2435333334,10.1009666667,15.1572666667,16.9337333333,7.37896666667,7.21553333333,32.4949333333,12.3624666667,16.2561666667,12.8027523809
392.44,10.5269333333,14.0231333333,9.95506666667,14.9376,16.8401333333,7.23086666667,7.0762,32.5065333333,12.2586333333,16.0893666667,12.7142952381
392.80,10.4649333333,13.9022666667,9.8935,14.8197333333,16.7989333333,7.22406666667,7.03006666667,32.4799333333,12.23195,16.0152,12.6879619048
393.16,10.4690666667,13.7904666667,9.82806666665,14.7089333333,16.7931333334,7.205,7.00306666667,32.4656666667,12.20945,15.9459,12.6797047619
393.52,10.4177333333,13.6107333333,9.73976666667,14.5216333333,16.7386666667,7.08936666667,6.9342,32.4465333333,12.0863333333,15.8029,12.6154666667
393.88,10.3220666667,13.4017333333,9.61263333333,14.3576666667,16.638,6.99586666667,6.85993333333,32.3506666667,11.9639666667,15.6403666667,12.5129047619
394.24,10.2986,13.2788666666,9.55826666667,14.1983333333,16.5734666667,6.96913333333,6.81453333333,32.3629333333,11.9334,15.5378666667,12.4963714286
394.60,10.2803333333,13.1637333333,9.51826666667,14.0629333333,16.5737333333,6.9473,6.8116,32.3753333333,11.8626333333,15.4473333333,12.5199238095
394.96,10.1948666667,12.9186666667,9.41156666667,13.9143,16.5128,6.84386666667,6.71646666667,32.3029333333,11.7677166666,15.2264,12.4943809524
395.32,10.1748,12.7642666667,9.31503333333,13.7769,16.4827333333,6.80743333333,6.69606666667,32.2902,11.6817166667,15.0651,12.4846952381
395.68,10.1940666667,12.6507333333,9.2721,13.7026666667,16.4756,6.8336,6.72413333333,32.2718666667,11.66685,14.9691333333,12.4837142857
396.04,10.3202,12.6687333333,9.3422,13.7227,16.5687333333,6.93836666667,6.8374,32.4112,11.75265,15.0136666667,12.5895523809
396.40,10.3710666667,12.5836,9.3515,13.6455666667,16.6169333333,6.97043333333,6.90513333333,32.4644,11.7397,14.9213,12.6273333333
396.76,10.4205333333,12.5369333333,9.32396666667,13.5945666667,16.6915333333,7.014,6.94253333333,32.5878666667,11.7617666667,14.8369666667,12.7293142857
397.12,10.4464666667,12.4335333333,9.2792,13.5207333333,16.7595333333,7.01646666667,6.9608,32.7220666667,11.7708333333,14.7251,12.8231333333
397.48,10.5045333333,12.4044,9.2193,13.5225333333,16.7859333333,7.14723333333,7.01846666667,32.7748666667,11.8474333333,14.6957,12.8962380952
397.84,10.5096666667,12.3349333333,9.16696666667,13.4556,16.8178,7.1656,7.05313333333,32.8350666667,11.88455,14.6289666667,12.9277047619
398.20,10.5453333333,12.2845333333,9.15096666667,13.4287,16.8828,7.154,7.07666666667,32.9122,11.9140333333,14.5694333333,12.9676190476
398.56,10.4829333333,12.208,9.0915,13.3793,16.8867333333,7.1227,7.043,32.9448,11.9113333333,14.4616666667,12.9626761905
398.92,10.5235333333,12.2068666667,9.11576666667,13.3462,16.9618666667,7.1839,7.11426666667,33.0709333333,11.9846333333,14.4740666667,13.0404285714
399.28,10.5668,12.1909333333,9.142,13.3215,16.9978,7.27693333333,7.1852,33.0806666667,12.0371833333,14.4745666667,13.0723809524
399.64,10.5258666667,12.0960666667,9.10353333333,13.2041666667,17.0168666667,7.2503,7.156,33.1176,12.0127,14.3565666667,13.0549238095
400.00,10.4795333333,11.9943333333,9.02763333333,13.0860666667,16.9805333333,7.19466666667,7.08893333333,33.1040666667,11.9474166667,14.2227333333,13.023152381
400.36,10.466,11.9922666667,8.9123,13.0408333333,16.9906666667,7.20556666667,7.07373333333,33.1114,11.9710666667,14.1717333333,13.0258
400.72,10.5004,11.9542,8.93713333333,13.035,17.0341333333,7.2238,7.131,33.1696666667,12.0164333333,14.1406,13.0629238095
401.08,10.4928,11.9178,8.8997,12.9762666667,17.0080666667,7.20606666667,7.13433333333,33.1641333333,11.9941333333,14.0709333333,13.0616666667
401.44,10.4865333333,11.8244666667,8.90386666667,12.9124333333,17.0379333333,7.14843333333,7.12493333334,33.2264,11.9875166667,13.9946333333,13.075247619
401.80,10.4807333333,11.7432,8.85133333333,12.8557333333,17.0204,7.13476666667,7.10126666667,33.2403333333,11.9504333333,13.8656333333,13.0662285714
402.16,10.5009333333,11.6993333333,8.7933,12.8282666667,17.0514666667,7.20996666667,7.13526666667,33.3094,11.9823166667,13.8381333333,13.1032
402.52,10.5558666667,11.6443333333,8.7689,12.7944333333,17.0472666667,7.27796666667,7.1704,33.3317333333,12.0109666667,13.8415666667,13.126647619
402.88,10.5791333333,11.6108666667,8.73756666667,12.7344,17.0366,7.2999,7.17833333333,33.3265333333,11.9812,13.8171333333,13.0994571429
403.24,10.5899333333,11.5698666667,8.69906666666,12.7069,17.0732666667,7.27333333333,7.16193333333,33.4284,11.96805,13.7934333333,13.1214095238
403.60,10.6707333333,11.6211333333,8.6981,12.7664666667,17.1496666667,7.34283333333,7.22893333333,33.5589333333,12.0271166667,13.8579,13.2198952381
403.95,10.6394666667,11.5272666667,8.65766666667,12.6915333333,17.1077333333,7.30843333333,7.23286666666,33.5531333333,12.0234333333,13.7872,13.2016
404.31,10.5993333333,11.4126,8.6305,12.6234,17.068,7.26933333333,7.1694,33.5198,11.9406666667,13.7095,13.1292761905
404.67,10.5952,11.3792,8.61743333333,12.5976,17.0464,7.2815,7.13533333333,33.4990666667,11.9090833333,13.6757,13.1041714286
405.03,10.5482,11.2958666667,8.57433333333,12.5367333333,17.0024,7.26903333333,7.1018,33.4422,11.8707833333,13.6209333333,13.0570666667
405.39,10.5676,11.3058,8.556,12.5029666667,17.0424666667,7.3083,7.1184,33.4974666667,11.8771,13.5889666667,13.0879238095
405.75,10.5270666667,11.2273333333,8.48903333333,12.4266333333,16.9948,7.29823333333,7.06373333333,33.4149333333,11.8351333333,13.5215333333,13.0405809524
406.11,10.582,11.2312666667,8.52086666667,12.4576,17.0200666667,7.32256666667,7.10106666667,33.4190666667,11.84265,13.5143,13.0606857143
406.47,10.5392,11.1566,8.47983333333,12.3891333333,16.9814666667,7.2767,7.0562,33.3996666667,11.76985,13.4431333333,13.0167333333
406.83,10.5524,11.1178666667,8.48763333333,12.3946333333,17.0296,7.32113333333,7.04966666666,33.4868,11.7636833334,13.3931333333,13.0717142857
407.19,10.5528666667,11.0850666667,8.45906666667,12.3571,17.0585333333,7.32553333333,7.0408,33.4892666667,11.7813166667,13.3401666667,13.0936857143
407.55,10.5100666667,11.0282,8.47786666667,12.2623,17.0378666667,7.32523333333,7.0338,33.3858666667,11.7353333333,13.2723,13.0654476191
407.90,10.5534666667,11.0598666667,8.50003333333,12.2957,17.1076666667,7.37583333333,7.03813333333,33.4964666667,11.7598833333,13.2951333333,13.1210190476
408.26,10.6864666667,11.1568666667,8.6328,12.3891666667,17.2176,7.52663333333,7.17286666667,33.6324666667,11.9114166667,13.4062333333,13.2859904762
408.62,10.6515333333,11.0878666667,8.58606666667,12.3033666667,17.214,7.4619,7.1358,33.6463333333,11.87225,13.3375333333,13.2748476191
408.98,10.7038,11.1186666667,8.59556666667,12.3331666667,17.2498666667,7.49386666667,7.18106666667,33.7345333333,11.8889666667,13.3477333333,13.3241428571
409.34,10.7040666667,11.0811333333,8.5748,12.3232333333,17.2375333333,7.44296666667,7.16033333333,33.7159333333,11.9015,13.2968666667,13.3176
409.70,10.8188666667,11.213,8.72656666667,12.4363,17.4105333333,7.54706666667,7.2902,33.8969333333,12.0057,13.4257666667,13.4652380952
410.06,10.8095333333,11.2253333333,8.7187,12.4279,17.448,7.55316666667,7.3118,33.9807333333,12.0284666667,13.4154333333,13.5130476191
410.42,10.8391333333,11.2559333333,8.74813333333,12.4380333333,17.5128666667,7.5785,7.36146666667,34.0264666666,12.07955,13.4254666667,13.5560571429
410.77,10.7950666667,11.2102666667,8.691,12.3993,17.4582,7.49736666667,7.33706666666,33.9610666667,12.0692166667,13.4046,13.5238285714
