wavelength,Back_SpoCinm,Belly_SpoCinm,Breast_SpoCinm,Crissum_SpoCinm,Crown_SpoCinm,DorTail_SpoCinm,Patch10_SpoCinm,Rump_SpoCinm,Throat_SpoCinm,WingTip_SpoCinm
187.15,-19.192,-80.1347777778,-20.202,34.6799999999,16.8348888889,-58.249,16.1617777777,-23.2321111111,39.7307777778,32.9967777779
187.53,14.4781111111,-51.1785555556,26.936,57.5755555554,58.2489999999,-45.1177222222,26.9358888888,24.2423333333,51.5152222223,68.3502222222
187.91,-6.09300000002,-68.1001111111,20.7884444443,61.6489999999,40.86,-81.1829999999,1.792111111,7.16844444444,16.4875555554,62.0072222221
188.29,13.948,-31.6785555556,23.1678888889,57.4468888889,45.8628888889,-36.9977222222,27.4231111111,29.5507777778,33.8062222223,65.7210000001
188.67,26.4957777778,-4.78633333332,25.4702222222,50.2562222222,45.9828888889,-9.0597222222,30.4274444443,42.2222222222,37.607,64.7863333333
189.05,31.6497777778,0.673555555543,28.7877777778,49.8318888889,46.8012222222,-7.32316666667,26.5993333332,48.6531111111,44.2761111111,68.0134444445
189.43,33.9623333333,-17.61,30.3984444445,46.1215555556,52.8301111111,-8.59561111113,22.4320000001,52.8303333333,42.3481111111,75.0525555555
189.81,62.1314444444,-7.93633333333,50.1132222223,58.5036666666,63.7187777778,7.9366111111,41.4966666668,67.8003333334,60.0907777777,108.616777778
190.19,50.2924444445,-54.9707777778,39.1811111112,38.3041111111,42.9825555556,-23.0993888889,35.6725555557,57.309888889,43.5671111111,112.573111111
190.57,38.5803333333,-63.8888888889,39.1975555554,26.2345555555,47.2222222222,-6.9445,27.7777777777,63.8888888889,22.8396666667,102.777555556
190.95,41.9444444444,-21.1111111111,53.3333333332,36.9444444444,70.0,33.4722222222,45.2777777778,92.2222222223,44.7222222221,110.277777778
191.33,46.8375555556,10.5982222222,51.2818888889,40.0002222222,55.5554444444,47.6068333333,58.8032222222,82.0513333334,38.9744444446,81.8804444443
191.71,49.9194444444,16.7472222222,39.7745555556,41.7068888889,49.5974444444,53.6233888889,63.2851111111,76.0065555556,41.3847777778,78.2606666666
192.09,51.897,21.1382222222,41.8698888889,39.5663333333,55.1492222222,65.7182222222,62.466111111,78.4553333336,54.4714444445,75.6097777778
192.47,58.954,30.4572222222,49.1503333333,47.5816666667,57.9086666667,76.2745555556,69.9346666667,87.8430000002,60.523,81.5686666667
192.85,67.5676666668,32.5827777778,53.1532222222,56.9067777778,61.2613333333,88.2882222222,80.3304444445,96.2463333332,69.9697777779,93.994
193.23,69.6115555557,40.9638888889,53.8153333333,60.5086666667,61.5794444444,87.6172777778,87.8180000001,95.4483333333,65.328111111,93.9757777779
193.61,71.9098888888,45.8178888889,52.9337777778,63.5455555556,63.4207777778,81.3358333333,84.1447777777,97.0037777778,66.6670000001,94.382
193.99,54.4768888889,37.2166666667,42.3947777778,50.7014444444,54.3688888889,64.0775555555,70.6578888888,82.4166666668,53.5061111111,73.7863333334
194.37,57.3447777778,41.3371111111,46.2335555556,54.3314444444,53.7664444444,64.8305555555,70.0566666667,80.2261111112,52.5423333333,74.6704444444
194.75,53.0554444444,39.5371111111,38.5184444444,51.9445555556,47.2222222222,58.6571666667,66.4814444444,72.4073333333,49.3516666667,72.6852222222
195.13,50.0452222222,31.9783333333,34.2365555555,49.4128888889,39.1147777778,53.2521111111,63.6857777778,67.3894444445,44.8057777778,69.3766666667
195.51,51.9156666667,36.4941111111,31.9923333333,54.5977777778,40.2298888889,56.0822777778,61.6856666666,69.0613333333,51.7242222222,72.1263333334
195.89,49.1666666667,33.3332222222,30.6481111111,51.9445555556,38.6111111111,55.9721666667,65.1851111112,69.0741111112,50.7405555556,71.2036666667
196.27,42.8568888889,29.7616666667,25.3971111111,44.1468888889,30.4562222222,50.8928888889,62.9959999999,61.5078888889,40.8731111111,63.8888888889
196.65,37.3186666667,23.0676666667,15.7005555555,41.4252222222,20.1691111111,45.2295555556,62.5602222222,58.4541111111,30.5555555556,66.1834444444
197.03,25.4137777778,16.6666666667,11.4656666667,38.0615555555,13.3571111111,32.3875555556,49.9998888889,52.7186666667,17.376,53.428
197.40,21.9667777778,10.9834444445,4.4698888889,44.5721111111,8.93999999999,34.4190555556,42.5286666667,47.7647777778,12.6435555555,48.659
197.78,15.3634444444,5.34977777777,-2.60644444443,43.0727777778,-3.42933333332,34.2935,40.6034444444,43.0727777778,7.13322222223,44.3071111111
198.16,25.1543333334,14.9691111111,2.62355555553,56.4815555556,-7.56155555556,50.9257777778,50.9257777778,55.8643333333,20.8332222222,54.1668888889
198.54,27.0062222222,17.4383333333,5.09277777777,58.0247777778,-3.24077777777,55.555388889,51.2346666668,60.6481111111,29.4753333333,50.9258888889
198.92,32.5,17.7777777778,12.3611111111,58.0555555556,2.91666666668,53.0555555556,54.5833333333,65.0,33.4722222222,55.8333333333
199.30,37.0851111111,21.5006666667,11.2554444445,59.596,6.34922222222,59.5958888889,60.7503333334,65.9452222222,33.0447777778,56.8544444444
199.68,31.7462222222,8.80244444447,5.05044444443,51.2265555556,4.04044444447,51.3709444446,58.7302222222,57.5757777778,14.2857777778,49.6392222222
200.06,27.85,5.62788888887,1.73155555553,41.4142222222,-4.18466666669,49.0620555556,45.4545555555,50.2165555556,3.89599999999,46.7533333333
200.44,35.0876666667,-2.72899999999,-8.77188888887,40.3508888889,-23.0017777778,50.8772777777,51.8517777778,60.2341111111,2.92422222221,56.5301111112
200.82,34.9998888889,7.59255555553,-11.2962222222,31.2962222222,-19.8147777778,46.7591111112,55.7406666668,59.6296666666,5.55555555556,50.5555555556
201.19,27.2031111111,-2.29899999999,-29.502,16.8583333333,-38.6972222222,40.4213333333,57.4713333333,53.2568888889,-4.02277777777,40.0382222222
201.57,26.4705555556,-1.14366666666,-26.7974444445,8.00655555556,-36.9281111111,29.575,55.392,50.4902222222,-2.94133333332,33.1698888889
201.95,22.3905555556,-4.20877777777,-46.1278888889,-3.53533333333,-56.229,18.2659444444,45.286,39.8991111111,-15.9932222222,21.5487777778
202.33,-0.411555555557,-35.8025555555,-97.5307777778,-39.3004444444,-93.4156666668,-12.4483888889,22.0163333333,15.2262222222,-58.4362222222,-9.46500000003
202.71,-16.4023333334,-59.2592222222,-142.328,-77.7775555556,-135.449888889,-31.8782222222,22.2222222222,5.55566666667,-105.026666667,-21.9576666667
203.09,-54.1666666665,-114.351666667,-293.518555556,-175.925777778,-281.944555556,-77.0831666667,9.72233333333,-30.0925555554,-217.592777778,-87.4998888887
203.47,-90.5982222223,-229.914666667,-571.794888889,-323.077111111,-576.068444444,-163.247722222,-26.4957777778,-81.1965555554,-398.290555555,-195.726555556
203.85,308.888888889,644.444444444,1555.55555556,1015.55555555,1622.22222222,490.0,215.555555556,268.888888889,1120.0,664.444444444
204.22,67.1604444444,104.444444445,219.259333333,155.308555556,222.222111111,107.283777778,65.4321111111,69.6296666667,165.185111111,114.568
204.60,103.472222222,141.666666667,310.069444444,191.666666667,299.305555555,146.180555556,96.875,85.7638888889,236.458333333,159.027777778
204.98,138.095333333,203.703777778,455.555555556,261.375888889,440.740666667,183.068833333,133.333222222,104.761888889,360.846666667,219.047555556
205.36,90.2776666665,140.740888889,353.240777778,200.925777778,338.888777778,121.527777778,82.4072222223,67.1295555557,281.481555556,138.425888889
205.74,59.2592222223,84.8147777779,259.259333333,141.111222222,246.666777778,82.963,49.6295555554,42.5925555555,201.111222222,87.7777777778
206.12,66.6666666668,95.1688888889,303.381555556,161.835777778,287.439777778,83.0918888888,19.3237777777,36.7147777779,224.637777778,81.6424444443
206.50,73.0994444446,78.3625555553,328.070333334,169.005888889,322.222222222,87.7192222222,15.2045555557,20.4680000001,240.935555556,63.7426666668
206.87,57.8704444446,37.5001111113,267.592555556,123.148222222,249.074,74.3054444444,25.463,31.9443333333,182.407222222,47.6852222222
207.25,56.888888889,55.5555555557,255.555555556,122.222222222,230.666666667,81.1111111112,25.3333333334,34.2222222222,187.555555555,54.6666666667
207.63,149.206222222,119.047666667,720.634888889,350.793555555,649.206333333,216.666722222,39.6824444443,25.3966666667,611.111222222,87.3015555555
208.01,644.444555554,544.444333333,1833.33333333,877.777666667,1792.59244444,770.370222222,377.777777778,340.740777778,1537.03711111,207.407333333
208.39,-44.0000000001,-15.5555555557,-153.333333333,-26.2222222222,-151.555555556,-28.6666666667,-7.9999999999,11.1111111111,-124.888888889,30.2222222222
208.77,-74.2423333333,-42.9292222223,-208.080666667,-82.8283333332,-201.515111111,-54.2928888889,-47.4748888889,-55.5555555556,-173.737222222,-13.6365555556
209.14,-203.030222222,-123.232444444,-434.343333333,-227.272888889,-416.161666667,-138.383666667,-189.899,-174.747444445,-331.313,-77.7776666663
209.52,-3200.0,-2344.44444444,-6222.22222222,-3755.55555556,-5755.55555555,-2550.0,-3644.44444444,-3288.88888889,-4577.77777778,-2133.33333333
209.90,224.867666667,185.714333333,347.618888889,262.433777778,346.031666667,192.592611111,256.613888889,252.91,300.000111111,178.835888889
210.28,158.496666667,118.300777778,224.509777778,188.888777778,223.856111111,127.124055555,184.640333334,166.993555555,204.901777778,129.738777778
210.66,156.018444444,97.2224444444,253.240888889,212.499888889,264.814666667,112.037222222,191.666777778,168.055555556,224.073777778,119.907555556
211.03,136.467222222,99.7153333333,182.051333333,174.928777778,203.703888889,101.994333333,158.974222222,140.740666667,168.661111111,116.239333333
211.41,139.197444444,97.5307777778,187.037111111,182.716,206.790111111,95.5246666667,177.160555556,154.321,158.024666667,123.147888889
211.79,135.833333334,88.3333333333,183.611111111,170.555555555,204.722222222,91.9444444444,154.444444444,155.277777778,148.055555556,115.833333333
212.17,108.695555555,68.3574444444,158.454,142.512111111,161.352555556,59.541,122.946888889,126.811444444,113.768333333,99.2753333333
212.55,115.873222222,84.3914444445,182.275111111,164.814888889,191.005333334,64.4181111111,117.989444444,140.476111111,123.809555556,130.159
212.92,79.5795555555,47.1472222222,154.354444444,140.240333333,176.876777778,31.5316666667,78.9790000001,109.309222222,95.7957777777,99.3993333334
213.30,82.3232222222,48.7374444444,144.696777778,131.818111111,164.141222222,47.4747222222,84.0908888888,99.2423333333,101.515,97.4746666668
213.68,78.0555555555,49.4444444444,141.944444444,140.0,168.333333333,49.0277777778,71.3888888888,90.0,97.7777777778,104.444444444
214.06,107.037222222,52.5924444444,191.481555556,180.370333333,215.555666667,57.0371111111,88.1483333333,105.185,104.444444444,118.888888889
214.44,88.888888889,39.3163333333,194.017,181.196444444,223.504111111,68.5899444445,76.4956666667,96.5813333331,102.136777778,121.367333333
214.81,95.1388888888,47.9166666667,176.388888889,150.347222222,196.875,79.8611111111,72.5694444446,106.597222222,105.902777778,116.319444444
215.19,92.0,45.3333333334,194.666666667,151.555555556,210.222222222,86.4444444444,68.4444444446,112.0,98.2222222223,128.888888889
215.57,88.2352222221,40.1961111111,149.673111111,120.914888889,161.764777778,81.6992222222,60.1306666666,89.8694444444,97.3856666667,111.111222222
215.95,72.7463333332,39.413,107.337555556,87.002,108.595333333,73.4800555555,57.4424444446,74.8428888889,75.8909999999,92.243111111
216.32,67.4897777779,30.4527777778,96.2963333334,75.5141111111,109.259222222,78.0865,48.3538888889,73.0453333333,73.8683333333,93.2100000001
216.70,61.2053333333,21.469,79.8494444444,67.0433333333,89.453888889,64.7835,49.3408888889,59.1336666667,62.9002222222,69.3031111111
217.08,78.1195555555,36.7521111111,88.7180000001,73.1623333333,92.4786666666,70.5128333333,63.0770000001,62.7348888889,73.3332222222,77.7777777778
217.46,62.6263333333,36.3638888889,78.6194444444,50.3367777778,75.0842222222,58.2492222222,41.5825555554,54.3771111111,55.8925555555,66.1615555556
217.83,57.1896666667,28.1047777778,73.0392222222,37.4183333333,69.4443333333,52.6961666667,39.0523333333,49.5096666667,44.7713333333,57.353
218.21,49.091,21.4143333333,72.7272222222,33.5352222222,69.6968888889,43.1315555555,36.9696666667,42.4243333333,44.6464444444,60.606
218.59,58.772,23.9765555555,86.2574444444,39.1812222222,89.766111111,46.0526666667,38.0117777779,51.1696666667,44.1518888889,70.1754444444
218.97,100.925777778,83.7964444445,143.055666667,92.1295555557,158.333222222,81.2499999999,84.2592222223,94.9073333335,96.7593333333,137.037
219.34,118.518333333,80.7407777778,209.629777778,85.185111111,222.222333334,64.4442777777,72.5926666667,91.8517777779,151.111222222,196.296444444
219.72,141.414222222,126.262555556,312.121333333,104.040333333,297.979888889,102.020277778,128.282888889,122.222222222,179.798111111,252.525333333
220.10,733.333333333,1238.88888889,1966.66666667,850.0,1905.55555556,730.555555556,955.555555553,677.777777778,1294.44444444,1305.55555556
220.47,433.333333333,936.111111111,1100.0,688.888888888,994.444444447,508.333333333,583.333333333,447.222222222,666.666666667,697.222222222
220.85,263.492111111,517.460333333,649.206444445,360.317555556,577.777888889,303.968333333,314.285666667,312.698333333,425.396888889,469.841333333
221.23,247.222222222,473.611111111,588.888888889,362.5,522.222222222,276.388888889,272.222222222,313.888888889,359.722222222,416.666666667
221.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.98,-2022.22222222,-3455.55555556,-4322.22222222,-4288.88888889,-5044.44444444,-2000.0,-3533.33333333,-2844.44444445,-3522.22222222,-3566.66666666
222.36,-1255.55555556,-1883.33333333,-2205.55555556,-2066.66666667,-2616.66666667,-1322.22222222,-1833.33333333,-1527.77777778,-1855.55555556,-1955.55555556
222.74,-888.88888889,-1472.22222222,-1800.0,-1594.44444445,-2016.66666667,-563.888888889,-1494.44444445,-1094.44444444,-1605.55555556,-1572.22222222
223.11,108.772111111,145.614222222,178.362555556,153.801333333,203.508666667,66.0819444446,185.964777778,91.227888889,136.842,174.268777778
223.49,121.367444444,129.059666667,185.47,188.034,236.752222222,36.7521111111,214.529777778,41.0255555557,92.3077777779,174.358888889
223.87,-17.0941111112,41.8804444443,-21.3673333333,-68.376,-105.982888889,119.230666667,-47.0084444446,94.0168888889,42.735,-41.0256666667
224.24,38.3333333332,128.333333333,52.7777777779,5.0,-11.1111111111,141.944444445,43.3333333334,136.111111111,85.5555555554,23.8888888889
224.62,56.6307777778,142.652444444,62.724,49.8206666667,26.5233333333,132.616333333,67.025111111,129.390777778,82.4373333332,44.8026666667
225.00,63.3836666666,113.636444444,75.2524444444,51.7676666667,37.3736666667,117.550333333,66.6665555556,110.100888889,89.6467777778,61.1108888889
225.38,59.829,83.077,60.6838888889,46.325,41.5386666667,88.0341666667,55.8975555556,85.4702222223,75.8974444445,52.8205555555
225.75,62.0252222222,76.3712222221,64.1348888889,54.9927777778,47.5387777778,80.3094444444,58.9311111111,81.7158888889,78.9027777778,55.2742222222
226.13,48.6714444444,68.5991111111,49.3961111111,53.9855555556,47.9467777778,65.5797222222,57.7293333333,69.5653333333,64.9757777778,44.6861111111
226.51,50.8642222222,71.4814444444,53.5801111111,55.1851111111,52.3456666667,64.9998888889,62.4691111111,72.8393333333,68.1481111111,50.6172222222
226.88,37.4201111111,59.8981111111,39.4635555556,48.0205555556,38.8251111111,46.7431666667,50.1916666667,60.7917777778,58.7482222222,42.2732222222
227.26,32.8451111111,59.585,35.6532222222,44.9328888889,33.5774444444,40.4762777778,44.9327777778,45.177,52.503,36.7523333333
227.64,22.2222222222,48.1883333333,24.7584444444,34.4204444444,24.7583333333,30.3138888889,30.6762222222,25.7246666667,39.3722222222,22.4637777778
228.01,17.8932222222,42.857,18.0376666667,36.6524444444,15.44,28.2827777778,25.1083333333,20.2018888889,38.961,22.7992222222
228.39,11.1108888889,37.1274444445,13.6854444444,30.3522222222,17.8861111111,28.7939444444,21.9513333333,7.317,31.3006666667,18.2924444444
228.76,-12.5731111111,16.8127777778,2.33922222223,12.573,0.87722222222,12.9386111111,1.02311111112,-17.6901111111,6.72511111112,2.33922222222
229.14,-41.6252222222,-11.277,-24.7098888889,-17.7448888889,-23.0514444444,-25.4558333333,-22.0563333333,-44.7761111111,-19.5686666667,-24.544
229.52,-71.0317777778,-27.3811111111,-46.6268888889,-29.762,-51.7858888889,-40.7737777778,-49.0078888889,-71.2301111111,-49.4048888889,-47.0238888889
229.89,-114.550444444,-54.7621111111,-87.566111111,-56.0846666666,-85.1852222223,-67.7248333333,-91.5345555555,-116.666555556,-90.4761111113,-86.7725555555
230.27,-149.462333333,-83.1541111111,-114.336888889,-77.778,-114.337111111,-84.0501111111,-115.412111111,-153.763666666,-117.562666667,-108.243777778
230.65,-104.558333333,-56.9801111111,-88.8887777779,-49.5726666667,-82.336111111,-62.6781666667,-81.1966666667,-119.373222222,-84.0457777779,-80.0569999999
231.02,-52.6315555556,-22.4173333333,-36.6471111111,-22.2221111111,-42.8848888889,-28.9473888889,-33.5283333333,-66.4716666667,-44.8341111111,-41.3255555555
231.40,-51.8518888889,-27.8754444444,-35.4775555556,-22.807,-45.2243333333,-29.0446666667,-22.8068888889,-58.0896666667,-40.5457777778,-37.6217777778
231.78,-55.9668888889,-37.6543333333,-38.066,-26.5432222222,-53.9095555556,-37.5514444444,-19.1358888889,-53.498,-44.8561111111,-35.3907777778
232.15,-155.555666667,-135.483888889,-123.297555556,-122.222111111,-152.688111111,-137.276111111,-104.659555556,-151.971333333,-140.143222222,-131.183
232.53,-106.432555556,-98.538,-77.1928888888,-80.4093333334,-131.578888889,-102.485166667,-73.3917777778,-101.462111111,-86.2573333333,-99.122777778
232.90,-40.0795555556,-48.8094444444,-31.5475555556,-26.1903333333,-65.8731111111,-44.0477777778,-24.4047777778,-37.6985555556,-30.1587777778,-38.889
233.28,-20.4508888889,-27.3753333333,-15.9421111111,-2.89855555553,-38.0032222222,-16.0225,-12.7213333333,-17.8742222222,-22.7054444444,-16.7471111111
233.66,-0.904444444443,-8.26844444443,6.58922222221,6.33088888887,-11.1112222222,-1.67955555553,7.8811111111,6.20166666667,4.52211111111,3.61766666666
234.03,7.15066666666,0.550222222233,11.111,10.3411111111,-3.74044444445,6.27055555557,16.2817777778,15.6216666667,11.8812222222,12.761
234.41,12.5102222222,7.57211111113,15.2262222222,14.9794444444,2.46911111111,11.5638333333,16.6254444444,17.037,14.7325555556,16.9546666667
234.78,10.1586666667,5.3967777778,14.2063333333,12.6986666667,1.90477777777,14.0872777778,15.7936666667,19.2063333333,12.857,14.2061111111
235.16,-5.92588888888,-10.9258888889,-3.148,-5.4628888889,-14.1665555555,1.15738888889,-1.7591111111,5.55555555556,-3.33333333333,-2.03688888888
235.54,-12.7111111111,-19.7333333333,-15.2,-15.9111111111,-18.4888888889,-4.93333333333,-9.68888888889,-3.28888888889,-17.2444444445,-9.59999999999
235.91,-6.06044444444,-11.655,-10.4118888889,-11.9658888889,-12.8205555555,-0.194166666667,-6.21588888888,-0.155444444443,-10.2565555556,-5.20599999999
236.29,-1.29966666667,0.195,-1.10466666667,-0.519777777777,-1.55933333332,6.43272222222,2.33922222221,6.62766666668,-2.469,1.75444444445
236.66,-8.53177777778,-4.69566666668,-7.80444444443,-6.6801111111,-6.21699999999,0.297666666667,-4.36488888889,2.97622222221,-9.32544444443,-2.11644444444
237.04,-9.75455555554,-0.387555555557,-8.26866666669,-7.62277777779,-5.23255555555,1.42133333334,-3.876,3.29444444444,-7.23522222222,-2.5841111111
237.41,-4.28755555555,5.97822222223,-2.47588888889,-1.81177777778,-2.3548888889,7.63877777778,2.35522222222,8.87677777777,1.99277777778,2.41555555556
237.79,-8.91477777778,4.06955555556,-9.2377777778,-3.61744444446,-7.752,4.19911111111,-2.45488888888,2.00277777778,-6.07244444443,-0.387555555557
238.17,-13.4738888889,-1.72411111111,-12.8352222222,-9.25911111111,-11.3665555555,1.18155555553,-8.55700000001,-4.08688888889,-8.8762222222,-4.21466666668
238.54,-19.851,-4.47155555556,-15.9212222222,-16.4632222222,-15.9891111111,-3.65838888888,-13.7533333333,-8.53666666667,-14.7021111111,-8.94311111112
238.92,-18.2926666667,1.89699999999,-13.8212222222,-13.1436666667,-16.057,-0.338555555567,-12.8727777778,-9.28177777779,-12.3305555555,-5.691
239.29,-15.8823333333,5.75166666668,-10.4574444445,-7.58144444446,-10.2615555555,3.85627777777,-7.77777777779,-4.1831111111,-7.255,-1.17644444443
239.67,-12.6804444444,7.90955555554,-5.9008888889,-4.89644444444,-6.21466666667,4.70822222222,-4.39422222222,-0.941555555557,-3.45233333333,2.32277777778
240.04,-14.6102222222,4.97233333334,-6.32266666667,-5.34055555556,-7.12111111111,2.48616666666,-6.56855555557,-3.86744444445,-9.69933333332,2.33266666667
240.42,-9.4631111111,4.67833333334,-3.82777777779,-3.98744444445,-5.95422222223,2.95061111111,-2.977,-3.18977777779,-8.1871111111,6.32633333333
240.79,-5.82666666666,4.69733333334,-1.17444444445,1.30988888889,-2.16811111111,6.0298888889,-0.226,-1.53555555556,-6.36866666668,8.6721111111
241.17,-3.15244444444,4.57511111111,2.53744444445,6.68955555555,1.73,6.22833333333,3.15266666667,0.34611111111,-1.99933333333,10.8805555556
241.54,-9.57211111112,-0.63822222222,-4.01655555556,0.712888888887,-2.70277777778,0.206444444443,-2.21488888889,-6.38133333332,-7.69511111112,4.95488888889
241.92,-8.99155555556,-2.359,-4.03422222222,-0.547,-3.72644444444,-0.0342222222223,-1.53844444444,-5.74366666666,-7.17944444446,5.12822222222
242.29,-5.91144444444,-0.18588888889,-0.711999999997,1.94966666667,-1.39288888889,0.928499999999,3.095,-2.75444444445,-5.72600000001,7.52077777778
242.67,-1.17555555556,2.26722222222,2.491,5.23355555556,2.54688888889,4.75777777778,7.30477777779,0.671666666667,-1.00744444445,10.2713333333
243.05,-1.21688888889,0.423333333333,1.77255555556,3.75666666667,2.67188888889,3.20105555556,7.35466666667,0.0530000000022,-1.61355555556,10.1323333333
243.42,1.06655555555,2.976,3.96822222222,5.28288888889,4.14188888889,5.15877777778,8.95333333335,1.46344444445,0.843,11.5575555556
243.80,1.71322222222,3.42644444444,3.74455555556,5.67788888889,3.49977777778,6.24088888889,8.73711111111,1.51744444445,0.807777777777,11.8453333333
244.17,1.30722222222,3.12266666667,3.728,5.68866666667,3.72788888889,7.01994444444,8.76311111112,1.69444444445,1.71855555556,11.91
244.55,2.31777777778,3.178,3.15422222222,5.63911111111,3.94266666667,9.05616666666,9.3188888889,2.89144444444,2.89133333333,12.7597777778
244.92,4.36177777778,5.53266666667,4.06333333333,4.91277777778,4.38488888889,9.33194444443,10.675,4.06333333334,5.39477777778,14.1186666667
245.30,3.68133333333,4.70755555556,2.07511111111,2.34266666667,1.56188888889,9.52688888889,8.813,3.30211111111,3.65911111111,13.0075555556
245.67,7.59222222222,8.33811111111,5.43133333333,6.33022222222,5.527,12.6888888889,11.7422222222,6.71255555556,6.52144444444,15.8728888889
246.05,9.50233333332,10.8765555556,7.39066666666,8.24533333333,7.94366666667,14.8735555556,13.5413333333,8.32911111111,8.39611111111,16.8427777778
246.42,8.33711111111,10.0501111111,6.23,7.88255555556,7.36700000001,14.3246111111,11.9448888889,7.852,7.38211111111,15.3402222222
246.79,6.72366666667,8.27622222222,4.40177777778,6.99455555556,5.95455555556,13.5183333333,10.2136666667,6.95155555555,5.38477777778,13.8176666667
247.17,5.68966666667,7.421,3.77055555555,6.52188888889,4.804,13.2045555556,8.60155555554,6.49488888889,4.62944444444,12.5603333333
247.54,5.35044444445,6.83866666667,3.36155555556,6.71022222222,4.70877777778,12.4518888889,7.634,6.12022222222,3.96455555555,12.484
247.92,6.408,7.71377777778,4.79988888889,7.90711111111,5.88822222222,13.5170555556,8.91066666665,7.097,5.58555555555,13.7588888889
248.29,6.15877777778,7.56188888889,4.58122222222,7.92155555556,5.96144444445,13.1815555556,8.58277777779,6.49522222222,5.93822222222,13.4541111111
248.67,5.24566666667,7.04766666667,3.81066666667,7.30022222222,5.45222222222,11.9662777778,7.94299999999,5.47522222222,4.75222222222,12.3966666666
249.04,4.26888888889,5.82222222222,2.57322222222,6.65244444445,4.69588888889,11.2412777778,6.68788888889,4.71977777778,3.46277777778,11.1704444445
249.42,4.23388888889,5.70244444445,2.55766666667,6.74255555556,5.44533333334,10.6645555555,6.64444444444,4.50322222222,3.68333333333,11.05
249.79,3.80355555555,4.54611111111,2.17533333333,5.71844444444,4.61122222222,9.71105555556,5.57511111111,3.60833333333,3.36044444445,10.4336666666
250.17,1.445,2.13844444444,-0.317777777777,4.00233333333,3.251,7.50605555555,3.46777777778,1.38711111111,1.53133333333,8.53933333334
