wavelength,Back_SalCinf,Belly_SalCinf,Breast_SalCinf,Crissum_SalCinf,Crown_SalCinf,DorTail_SalCinf,Patch10_SalCinf,Rump_SalCinf,Throat_SalCinf,WingTip_SalCinf
201.19,-96.8925833333,-45.19775,-119.774083333,-80.6499166667,-105.225916667,-81.9209166666,-32.9095,-78.5310000001,-72.7401666666,-58.4745833333
201.57,-73.0466666666,-36.458,-103.906166667,-63.4111666667,-87.3697500001,-65.2341666667,-21.3539166667,-58.0728333333,-57.4216666667,-45.0518333333
201.95,-80.7795833333,-45.2956666667,-115.994583333,-79.4354166666,-99.0591666667,-70.0269999999,-34.0054166667,-59.9463333333,-70.4301666667,-53.8978333333
202.33,-46.4445000001,-22.4443333333,-80.0000833334,-55.0,-66.8888333333,-43.6665,-13.77775,-30.3331666667,-46.33325,-31.9999166667
202.71,-40.3845,-19.1238333333,-76.8163333334,-47.3290833333,-63.5682500001,-39.31625,-8.86766666667,-30.0213333333,-45.0855,-27.4571666667
203.09,-49.7835000001,-24.1341666666,-82.684,-54.00425,-68.3981666667,-41.775,-11.14725,-43.3983333334,-47.40275,-31.2770833333
203.47,-49.2336666666,-24.4253333333,-73.9464166667,-43.9653333333,-61.68575,-38.2184166667,-8.62075,-37.83525,-38.3141666667,-26.6284166667
203.85,-47.043,-23.6559166667,-68.2795833334,-42.2043333333,-57.7061666667,-37.276,-8.42283333336,-33.1540833334,-36.9175,-25.0
204.22,-40.2910833333,-19.1745833333,-62.7831666666,-35.5986666667,-51.2945,-34.6278333333,-5.09724999998,-28.6406666667,-34.8706666667,-21.9255
204.60,-29.40775,-11.7768333333,-47.314,-22.934,-36.226,-21.281,2.06616666668,-17.1489166666,-25.0688333333,-13.4985833333
204.98,-19.5048333333,-3.50258333333,-34.058,-9.84299999999,-24.33575,-11.1714166667,10.8090833333,-7.36716666667,-13.6474166667,-5.25366666665
205.36,-16.48925,-0.23641666665,-30.26,-1.47766666667,-19.208,-8.80616666665,13.4751666667,-4.43275000001,-10.87475,-3.48700000001
205.74,-19.08775,-1.23883333332,-28.8288333333,-2.58991666667,-19.53825,-10.1350833333,10.6419166666,-6.36266666666,-12.72525,-5.68708333333
206.12,-10.8284166667,6.58691666667,-18.5129166667,7.78433333334,-8.78233333332,-3.14383333333,17.1156666667,-1.19741666667,-2.79441666667,2.34516666667
206.50,-16.9810833333,2.568,-24.3186666667,4.7695,-12.264,-7.18025,13.9414166667,-6.81358333333,-7.75675,-2.41083333334
206.87,-13.4375,7.96875,-18.6458333333,9.16666666667,-4.37499999999,-1.40625,17.7604166667,-2.29166666666,-0.260416666668,1.40624999998
207.25,-1.91575,19.54025,-6.08233333334,19.2049166667,6.99233333335,9.77008333333,26.5324166667,7.95,8.81216666666,11.5421666667
207.63,-1.80924999999,23.35525,-8.05916666668,19.8464166667,5.75641666665,11.4583333333,28.6185,7.78508333332,6.30466666666,13.761
208.01,-3.03033333334,26.69,-7.57575,20.39625,6.46850000003,12.2961666667,28.84625,9.49891666666,6.17716666668,12.4709166666
208.39,-5.67908333332,25.679,-8.88883333333,18.642,3.02475,8.45683333334,26.6668333333,7.83958333334,6.41966666666,10.1851666667
208.77,-19.1595833333,16.8804166667,-22.6493333333,9.40158333333,-7.83483333334,-6.41024999999,18.0199166666,-5.98300000002,-4.20225,-1.78041666668
209.14,-30.3968333333,7.85716666667,-31.111,1.50783333333,-10.9524166667,-14.0475833333,11.7460833333,-13.9680833333,-13.7301666667,-8.33333333333
209.52,-35.436,1.09041666667,-35.5141666667,-6.62000000001,-16.433,-17.5234166667,4.90658333332,-20.1715,-19.4705,-14.95325
209.90,-41.14025,-2.98241666664,-45.1755,-8.33333333334,-23.2456666667,-24.73675,1.57891666667,-28.1579166667,-21.5790833333,-20.5264166667
210.28,-46.627,-4.16666666665,-53.7696666667,-12.8966666667,-30.9524166667,-30.85325,-2.87699999999,-34.8215,-26.6866666667,-25.0
210.66,-41.38575,3.74533333333,-47.3781666667,-12.0786666667,-29.02625,-27.3409166666,-4.02624999998,-31.4605833333,-22.8463333333,-17.3221666667
211.03,-44.7279166667,-4.33683333332,-51.3604166667,-16.8369166667,-34.52375,-30.7823333333,-9.26866666666,-32.483,-27.04075,-18.7924166667
211.41,-64.1025833334,-23.9011666667,-71.6115833333,-31.8681666667,-53.2050833333,-48.0769166666,-27.2895,-47.0695833333,-44.7801666667,-37.3625833333
211.79,-54.6826666667,-22.1428333333,-60.2381666667,-26.7460833333,-43.8095833333,-40.9524166667,-25.3968333333,-39.3651666667,-38.09525,-35.8730833333
212.17,-49.2355,-19.4189166666,-53.2875,-20.4129166666,-38.7615,-33.9450833333,-19.87775,-34.8625,-29.8930833333,-30.2751666667
212.55,-56.1729166666,-25.61725,-56.2500833333,-25.6171666667,-42.9014166667,-33.79625,-23.3795,-41.7438333333,-36.18825,-32.0215833334
212.92,-51.66675,-21.8841666667,-48.8404166667,-21.3041666667,-39.5651666667,-26.0869166667,-18.40575,-37.5363333333,-31.3769166666,-26.5216666667
213.30,-49.9305,-22.6389166667,-48.9584166667,-24.3055,-43.4721666667,-25.20825,-19.72225,-39.7916666667,-31.4584166667,-25.27775
213.68,-53.9085,-28.68725,-52.5074166667,-30.3834166667,-50.95875,-29.4984166667,-24.5575,-45.649,-38.2743333333,-27.58125
214.06,-49.3951666667,-25.1344166667,-45.02675,-32.1909166667,-45.2286666666,-25.5375833333,-18.8844166666,-42.6746666666,-37.3655,-24.1934166667
214.44,-79.7275,-53.4455833333,-72.2755833333,-59.21475,-71.4743333333,-47.03525,-42.3078333333,-71.7146666667,-66.2661666667,-52.0834166667
214.81,-106.862833333,-80.7843333334,-95.3921666666,-72.7450833333,-95.0980833334,-63.7255833334,-57.3529166667,-93.0390833333,-91.4705833333,-77.74525
215.19,-127.430416667,-99.1897499999,-110.764,-89.1205000001,-116.782333333,-83.3333333334,-74.1896666667,-113.194416667,-117.013833333,-100.6945
215.57,-112.927166667,-86.0042499999,-95.5128333334,-78.09825,-105.128083333,-77.9915,-65.1708333333,-100.9615,-105.448666667,-91.3461666667
215.95,-121.111083333,-97.4445833335,-103.888833333,-88.0,-115.444333333,-92.1111666668,-69.6668333333,-114.88875,-117.111083333,-102.555666667
216.32,-145.955916667,-123.284416666,-131.617666667,-108.21075,-142.5245,-117.76975,-93.2598333332,-143.75,-143.995166667,-124.142
216.70,-105.62775,-87.2294166667,-96.5368333333,-72.0778333333,-102.381,-83.6580833333,-63.8529166667,-102.922166667,-102.380833333,-85.8224166667
217.08,-68.9023333333,-57.2154166667,-67.0731666667,-45.63,-71.3414166667,-54.06525,-42.7846666666,-70.02025,-76.42275,-55.7925833334
217.46,-73.1481666667,-65.8730833333,-80.0263333333,-51.7195833333,-82.8041666667,-61.9047499999,-50.7935833333,-88.62425,-92.3280833332,-72.0899166666
217.83,-107.118083333,-93.0554999999,-115.97225,-76.0416666668,-116.840166667,-91.3194999999,-74.3054999999,-131.250083333,-126.736,-108.507
218.21,-80.7188333334,-63.0719166666,-94.1175833333,-40.1961666667,-84.9672499999,-66.5032500001,-57.8433333333,-99.3465,-99.50975,-80.0653333333
218.59,-42.0634166667,-25.13225,-53.4391666667,-8.59791666665,-46.164,-32.4075833333,-25.6613333333,-55.5556666667,-57.0105833333,-38.8889166667
218.97,-52.4010833333,-38.2769166667,-73.5876666666,-35.7345,-64.8304999999,-52.6835833334,-46.3276666667,-77.9660833333,-79.3784166667,-54.9435833333
219.34,-52.0833333333,-41.5278333334,-71.9444166668,-43.0555,-64.3055833333,-51.9443333334,-40.5556666667,-75.2776666667,-82.3611666666,-53.33325
219.72,-66.66675,-59.1953333333,-86.2068333333,-61.0633333333,-74.42525,-67.3850833333,-48.9941666667,-88.6493333333,-96.6952500002,-64.9425833333
220.10,-64.0210833333,-56.3491666667,-78.7035833333,-57.672,-66.4020833333,-62.3015833334,-44.4445,-77.6455,-86.9048333333,-53.0424166667
220.47,-36.7425,-31.7233333333,-42.6136666667,-31.4395,-35.9848333333,-34.3750833333,-21.0228333333,-41.47725,-52.7463333333,-29.8294166667
220.85,-40.4121666667,-35.84225,-47.9390833333,-39.2473333333,-40.3225,-43.45875,-27.7776666667,-43.1004166666,-60.3045833333,-39.6953333333
221.23,-57.143,-51.1905,-63.8279166667,-54.9450833333,-55.403,-58.5163333333,-40.65925,-56.8681666667,-74.6335833334,-56.3188333333
221.61,-53.2875,-42.2018333333,-53.59325,-46.1773333333,-49.6940833334,-50.1529166667,-35.0153333333,-44.8011666667,-63.4556666667,-47.0948333333
221.98,-40.6863333333,-28.4314166667,-41.3165833333,-32.9830833333,-33.6834166666,-35.0840833334,-25.0,-28.7814166667,-49.1596666667,-35.154
222.36,-51.22325,-43.6544166667,-51.9878333333,-44.1895833333,-46.942,-46.1775833333,-32.3395,-38.5320833334,-61.3914166667,-45.2599166666
222.74,-46.1538333334,-39.245,-47.5070833333,-41.2393333334,-44.7294166667,-38.4613333333,-27.3504166667,-35.399,-53.7036666667,-41.5241666667
223.11,-37.3105,-29.0405,-35.4796666667,-31.06075,-35.3535,-26.6414166667,-17.9293333333,-26.8309166667,-39.2045833333,-29.4824166667
223.49,-39.7203333333,-30.1701666667,-40.0241666667,-29.0145833333,-37.0439166667,-27.4938333333,-20.6813333334,-30.4135833333,-39.7809166667,-30.4744166667
223.87,-40.3408333333,-31.1869166666,-42.4873333333,-27.778,-38.8888333334,-25.56825,-19.8863333333,-32.13375,-40.7196666666,-31.43925
224.24,-45.2185833333,-32.44525,-46.9261666667,-28.21025,-42.2813333333,-25.2049166667,-22.06275,-34.97275,-45.56,-36.407
224.62,-64.6635,-47.4358333333,-71.71475,-46.6346666666,-61.5384166667,-43.6699166666,-38.5415833333,-55.9295833333,-68.6698333333,-52.64425
225.00,-96.3854999999,-74.0963333333,-106.325416667,-72.18875,-94.478,-65.763,-64.3575,-88.8555833334,-102.510083333,-79.3174166667
225.38,-118.723083333,-94.4805,-134.091,-89.5020833334,-119.264,-87.6623333334,-81.0605833332,-114.718583333,-125.10825,-99.3504999999
225.75,-133.568,-112.08925,-153.755916667,-99.0610833334,-133.098666667,-103.403666667,-91.6666666668,-130.164416667,-139.319083333,-109.507
226.13,-129.605166666,-109.978083333,-150.438583333,-95.9430833333,-132.565833333,-102.9605,-91.4474166665,-127.521916667,-136.184083333,-103.618333334
226.51,-121.486,-100.100416667,-134.939833333,-93.3734166667,-124.196833333,-91.5663333334,-90.2611666666,-116.666583333,-124.196666667,-95.8836666666
226.88,-112.407333333,-90.1851666668,-121.203583333,-84.1666666666,-111.574,-87.4073333332,-84.35175,-100.740833333,-113.24075,-85.3703333334
227.26,-105.175333333,-82.1929166667,-115.087666667,-77.8946666667,-102.10525,-80.9649166666,-77.4560833333,-92.1930833333,-107.105166667,-79.64925
227.64,-88.9423333333,-67.7885,-97.9968333332,-69.5513333334,-88.3814166667,-65.7851666667,-66.0255833333,-77.96475,-90.7853333333,-66.7468333333
228.01,-58.5241666667,-39.8855833333,-66.5395,-44.5928333334,-57.6335833334,-39.44025,-40.9034166667,-49.2366666667,-62.27725,-41.2850833333
228.39,-32.7070833333,-19.99025,-40.9440833334,-23.65125,-33.7669166667,-19.9903333333,-20.3756666667,-29.1426666667,-35.9826666667,-19.9903333333
228.76,-24.4336666667,-13.10675,-29.2070833333,-16.424,-26.05175,-11.89325,-12.2975833333,-22.5729166666,-25.8494166667,-14.44175
229.14,-23.82525,-12.6285,-26.7986666666,-16.1526666667,-24.6328333333,-12.9955833333,-10.57275,-21.8795833333,-23.4581666667,-14.31725
229.52,-19.3993333333,-8.13083333333,-18.927,-11.6395833333,-17.8139166667,-8.26566666666,-6.57908333333,-15.5195,-17.1051666667,-8.97433333332
229.89,-14.77975,-4.088,-13.8679166667,-9.05666666667,-12.6415,-5.34583333334,-4.11941666667,-11.4780833333,-13.45925,-5.22016666667
230.27,-11.994,-2.5595,-12.0238333333,-8.03566666667,-10.1489166667,-4.49408333334,-2.08341666667,-10.3274166667,-11.131,-3.33324999999
230.65,-8.58341666667,-0.888916666667,-10.2778333333,-5.08325,-7.41683333334,-3.16666666666,0.916666666668,-8.19450000001,-9.11125000001,-2.02766666667
231.02,-8.05166666668,-2.73091666667,-12.4155,-5.65883333333,-8.13625,-4.44825,0.253500000002,-10.9796666667,-10.9515,-3.99774999999
231.40,-11.2006666667,-6.2125,-15.0835833333,-7.79566666667,-10.7526666667,-7.64633333334,-2.18041666667,-13.6795833333,-14.337,-6.63091666666
231.78,-14.5911666667,-9.71708333333,-18.3019166667,-10.44025,-13.4278333333,-11.4465833333,-4.93716666667,-16.3205833333,-18.33325,-9.7485
232.15,-28.6111666667,-23.71525,-30.6250833333,-22.7430833333,-27.8473333333,-24.9654166667,-18.4723333333,-30.1735833333,-30.4860833333,-21.7709166666
232.53,-43.9969166667,-39.218,-47.0379166667,-38.34925,-44.4709166667,-39.4945,-31.5560833334,-43.7600833333,-45.02375,-36.9666666667
232.90,-43.6565833333,-40.7131666667,-49.5025,-39.1378333333,-44.5274166666,-41.2106666666,-33.7479166666,-42.0398333333,-45.7710833333,-37.8939166667
233.28,-37.0325833333,-35.0078333333,-41.8614166667,-31.6199166666,-38.0451666667,-33.5670833333,-28.2321666667,-34.2289166667,-39.0186666667,-31.6978333333
233.66,-35.6758333333,-34.7541666667,-42.4345833333,-32.1044166666,-39.47775,-34.0246666667,-28.3025833333,-34.52375,-39.6696666667,-32.7955833334
234.03,-39.2089166667,-37.4423333333,-46.467,-34.3318333334,-42.66525,-34.831,-30.5683333334,-38.8633333333,-42.5498333333,-37.404
234.41,-48.0619166666,-46.8605,-54.4961666667,-41.16275,-50.1549166667,-41.9379166667,-38.4108333333,-45.1936666667,-50.3100833333,-45.3876666667
234.78,-55.00775,-52.4648333333,-61.3458333334,-46.24425,-55.2035,-48.2783333333,-43.58375,-49.7653333333,-55.6729166667,-51.52575
235.16,-47.8319166667,-43.6991666667,-52.3373333334,-38.44825,-46.5785,-40.1761666666,-35.36575,-42.7505833334,-46.8834166666,-43.3265
235.54,-38.16725,-33.4519166667,-43.2086666667,-30.4863333333,-36.981,-31.7318333333,-26.4828333334,-34.3415833333,-37.30725,-34.134
235.91,-35.8953333333,-30.884,-40.9909166667,-27.6465,-35.2196666666,-29.1104166666,-23.84575,-33.5305,-34.2905833333,-31.1936666667
236.29,-26.2601666667,-21.785,-32.2530833333,-20.3446666667,-25.43725,-20.3446666666,-15.8436666667,-25.3858333333,-26.106,-22.5051666667
236.66,-21.41425,-17.5320833333,-26.6073333333,-15.3561666667,-20.1780833333,-16.4935,-12.9821666666,-21.637,-21.88425,-18.3729166667
237.04,-22.0445,-16.4485833334,-25.02425,-14.68025,-19.91275,-16.2065,-11.9185833333,-21.1481666666,-21.3179166666,-17.5628333333
237.41,-21.0270833333,-16.3274166667,-25.89625,-15.8674166666,-20.71225,-16.23075,-12.2578333333,-21.31775,-22.5048333333,-17.4663333333
237.79,-19.3804166667,-14.9855833334,-24.1835833334,-13.8329166667,-18.7560833333,-14.2891666667,-10.7588333333,-19.95675,-21.5178333333,-16.0181666666
238.17,-17.54875,-13.4865833333,-22.28425,-12.14025,-17.92025,-13.324,-7.84591666667,-16.8524166667,-20.8913333333,-14.4384166667
238.54,-14.5385833334,-10.2375833333,-18.5706666667,-9.43091666666,-15.74825,-10.64075,-4.59225,-14.3144166667,-18.3241666667,-12.4551666667
238.92,-13.3333333333,-10.0,-17.6666666667,-9.54166666667,-14.7291666667,-10.0625,-4.47916666667,-14.0416666667,-17.7083333333,-11.2708333333
239.29,-13.4900833333,-10.3134166667,-17.4298333333,-10.1896666667,-14.934,-10.3341666667,-4.70291666666,-13.73775,-17.96625,-11.1593333333
239.67,-11.8669166667,-10.1850833333,-15.1170833333,-9.42924999999,-13.3220833333,-9.25933333335,-4.025,-12.9628333333,-15.8919166667,-10.204
240.04,-10.78425,-9.21225000002,-13.7594166667,-8.84050000001,-10.9535,-8.53600000001,-2.75516666667,-11.4941666667,-14.4693333333,-9.71933333334
240.42,-10.6673333333,-8.64741666667,-12.9264166667,-8.19883333333,-9.90425000001,-7.98925,-1.81025,-10.9665,-13.2854166666,-9.02149999999
240.79,-9.56458333334,-6.856,-10.705,-6.46716666667,-8.33333333332,-5.897,0.09075,-9.38308333332,-11.1845833333,-6.60958333333
241.17,-6.15608333333,-4.47608333333,-7.32758333333,-3.82408333333,-4.88508333333,-2.67475,3.26041666666,-6.6755,-7.95766666668,-3.34891666667
241.54,-5.03316666667,-3.02583333334,-5.73841666667,-2.63408333333,-3.07483333333,-1.52775,4.58275,-5.63058333334,-6.1105,-1.81175
241.92,-3.55133333333,-1.84125,-4.27575,-1.42233333333,-1.623,-0.532333333332,5.94241666667,-4.17966666666,-4.56366666667,-0.471166666668
242.29,-2.48541666666,-0.876833333332,-3.15316666667,-0.514833333333,-0.788249999999,0.530916666668,6.48333333333,-3.26575,-2.944,0.595333333332
242.67,-1.18841666667,0.627833333334,-1.65166666667,0.889333333332,0.493333333334,1.8835,7.66808333333,-1.60691666667,-1.39766666667,2.14491666667
243.05,0.145916666667,2.39858333333,0.0581666666657,2.52258333333,1.96841666667,3.45583333333,9.50708333333,-0.328166666667,0.284499999999,3.55791666667
243.42,0.481333333334,2.80166666667,0.6035,2.80891666667,2.27008333334,3.72866666667,9.89208333335,-0.00725,0.495916666667,3.97975
243.80,0.824833333334,3.51958333333,1.19441666667,3.66183333334,2.574,4.33741666667,10.4735,0.490666666667,0.838999999999,4.55066666667
244.17,2.43766666667,5.10833333333,2.82108333333,5.35466666667,3.588,5.7725,11.7776666667,2.02,2.26641666667,6.2655
244.55,3.45491666667,6.13466666667,3.82241666667,6.23491666666,4.13658333333,6.78291666667,12.704,3.04075,3.1075,7.23741666667
244.92,4.34158333333,6.68691666666,3.97275,6.5155,4.70366666667,7.27166666667,13.0750833333,3.61675,3.54675,7.56424999999
245.30,3.88433333333,6.5185,3.3685,6.215,4.01175,7.12541666667,12.8428333333,3.35616666667,3.13783333334,7.18608333333
245.67,4.21691666666,6.53408333333,3.76575,6.46175,4.14441666667,7.57575,13.2965833333,3.7545,3.34216666667,7.5925
246.05,4.03716666667,6.40358333333,3.45808333333,6.16983333333,3.86958333333,7.67333333334,13.3048333334,3.6005,3.42775,7.61208333333
246.42,3.8145,6.13216666667,3.30166666667,6.011,3.7495,7.50316666667,13.4723333333,3.29708333333,3.18516666667,7.45658333333
246.79,3.73366666667,5.883,2.894,5.74941666667,3.5615,7.32125,13.4885,2.91108333333,2.85108333334,7.20925
247.17,3.65258333333,5.725,2.78691666666,5.55825,3.35458333333,7.23375,13.33575,3.04516666667,2.62416666667,7.174
247.54,3.60775,5.67516666666,2.64691666667,5.3275,3.22275,7.18941666667,13.38425,2.8375,2.50116666667,6.96875
247.92,3.61808333333,5.50275,2.40983333333,5.1755,3.0895,7.01683333333,13.2679166666,2.76933333333,2.29825,6.72558333333
248.29,3.06241666666,4.90825,1.71075,4.51691666666,2.54991666667,6.46241666666,12.8255,2.09475,1.74283333334,6.07841666667
248.67,2.84783333334,4.84125,1.4345,4.4105,2.45625,6.1655,12.7045833333,1.94716666666,1.54141666667,5.84516666666
249.04,2.42616666666,4.73841666666,1.26791666667,4.18116666666,2.11808333333,5.83408333333,12.6465,1.86158333333,1.19466666667,5.59225
249.42,2.45541666667,4.74616666667,1.086,4.11666666667,2.08725,5.61691666667,12.5384166667,1.738,1.07825,5.47125
249.79,2.5235,5.04658333333,0.943249999999,4.2955,2.09066666667,5.57333333333,12.498,1.77625,1.18825,5.43433333334
