wavelength,Back_CatHomm,Belly_CatHomm,Breast_CatHomm,Crissum_CatHomm,Crown_CatHomm,DorTail_CatHomm,Rump_CatHomm,Throat_CatHomm,WingTip_CatHomm
530.04,7.59066666667,11.913,9.9292,8.19973333333,5.3742,7.8392,7.84673333333,9.49893333335,7.47666666667
530.39,7.59453333333,11.9082,9.91220000001,8.21596666667,5.35826666667,7.8278,7.85293333333,9.48833333334,7.49093333333
530.73,7.6198,11.9462,9.94580000001,8.25386666667,5.38993333333,7.8654,7.8728,9.51366666666,7.5366
531.08,7.68233333333,12.0049333333,9.99006666667,8.3368,5.44053333333,7.91726666667,7.90633333333,9.54833333332,7.5752
531.42,7.68586666667,12.0202,9.99466666667,8.36493333334,5.43733333333,7.90973333333,7.933,9.5478,7.56573333333
531.77,7.71786666667,12.0565333333,10.0282,8.3935,5.46533333333,7.9126,7.96293333333,9.57733333334,7.59673333333
532.11,7.739,12.0744,10.0602666667,8.44526666667,5.49193333333,7.93786666667,7.98353333333,9.59386666666,7.62826666667
532.46,7.7602,12.1240666667,10.1289333333,8.5115,5.53893333333,8.00913333333,8.03566666667,9.65886666668,7.68573333333
532.80,7.76253333333,12.1383333333,10.1474,8.51863333333,5.55593333333,8.02893333333,8.03886666667,9.68726666666,7.67886666667
533.15,7.78466666667,12.1588,10.1684,8.5299,5.56846666667,8.02666666667,8.0422,9.70333333332,7.6674
533.49,7.7822,12.1801333333,10.195,8.56373333333,5.56453333333,8.04526666667,8.02573333333,9.72513333333,7.6632
533.84,7.7662,12.1704666667,10.1792,8.55773333333,5.54706666667,8.0274,7.99933333333,9.69779999999,7.65626666667
534.18,7.7386,12.1738,10.1709333333,8.55343333333,5.52446666667,8.0058,7.96346666667,9.69646666665,7.6148
534.52,7.74493333334,12.166,10.1622,8.59473333333,5.5426,8.0164,7.97426666667,9.69113333334,7.5976
534.87,7.72486666667,12.1634,10.1494,8.59823333333,5.53333333333,8.00526666667,7.98106666667,9.68899999999,7.59146666667
535.21,7.786,12.2299333333,10.2018,8.67576666667,5.5884,8.07693333333,8.00513333333,9.73913333333,7.64526666667
535.56,7.76506666667,12.2394666667,10.2237333333,8.69496666667,5.57086666667,8.08206666667,8.0144,9.72893333333,7.64593333333
535.90,7.75953333333,12.2606,10.2326,8.70206666667,5.5826,8.1068,8.01846666667,9.72959999999,7.6416
536.25,7.7256,12.2500666667,10.1774,8.6777,5.54426666667,8.0266,7.971,9.65546666667,7.57726666667
536.59,7.74393333333,12.2667333333,10.1939333333,8.73196666667,5.56073333333,8.0416,7.98346666667,9.63886666666,7.59826666666
536.93,7.74106666667,12.2670666667,10.1962,8.78546666667,5.5746,8.1004,7.9716,9.65479999999,7.60553333333
537.28,7.728,12.2486,10.1832,8.77613333333,5.5782,8.1148,7.9682,9.63473333335,7.60273333333
537.62,7.7462,12.2808666667,10.1897333333,8.79946666667,5.59626666667,8.12633333333,7.9842,9.66506666666,7.59853333333
537.97,7.81606666667,12.3227333333,10.2602666667,8.871,5.67233333333,8.19346666667,8.039,9.70286666667,7.65233333333
538.31,7.8012,12.3402,10.2853333333,8.8635,5.6476,8.21013333333,8.03673333333,9.71539999999,7.6528
538.65,7.77366666667,12.3218666667,10.2648666667,8.8708,5.6096,8.17753333333,8.01053333333,9.67833333333,7.63913333333
539.00,7.7258,12.2395333333,10.2152666667,8.85236666667,5.5812,8.13266666667,7.98366666667,9.62440000001,7.591
539.34,7.677,12.1592,10.1334,8.8179,5.54293333333,8.10126666666,7.90926666667,9.56646666667,7.54953333333
539.69,7.64393333333,12.0882,10.0672666667,8.7974,5.4924,8.04753333333,7.84433333334,9.49480000001,7.4806
540.03,7.65686666667,12.0867333333,10.0654,8.80726666667,5.49313333333,8.0608,7.83353333333,9.50793333332,7.4946
540.37,7.635,12.0554666667,10.0456666667,8.8095,5.48293333333,8.03353333333,7.8022,9.52246666667,7.48686666667
540.72,7.6112,12.0267333333,10.0180666667,8.81186666667,5.45986666667,7.9824,7.7712,9.48633333333,7.46866666667
541.06,7.58793333333,12.0249333334,10.0056666667,8.81603333333,5.43533333333,7.94406666667,7.76546666667,9.46253333333,7.4742
541.40,7.59926666667,12.0142,10.0008666667,8.8468,5.43913333333,7.93966666667,7.75786666667,9.45813333332,7.4746
541.75,7.59413333333,11.9939333333,10.0016666667,8.87343333334,5.4372,7.94473333333,7.75986666667,9.4604,7.47506666667
542.09,7.5708,11.9656666667,9.97306666667,8.8788,5.41146666667,7.90946666667,7.74426666667,9.44779999999,7.42686666667
542.43,7.5176,11.9127333333,9.93733333335,8.81476666667,5.35713333333,7.84673333333,7.6872,9.41439999999,7.36266666667
542.78,7.47193333333,11.9006666667,9.93499999999,8.78373333333,5.32666666667,7.8038,7.63873333333,9.39786666666,7.32126666667
543.12,7.5142,11.9761333333,9.99086666665,8.8555,5.39313333333,7.8426,7.70293333334,9.45066666667,7.3626
543.46,7.52806666667,12.0357333333,10.0252666667,8.90713333333,5.42586666667,7.85693333333,7.7418,9.52860000001,7.40633333333
543.81,7.4878,12.0124666667,9.99753333334,8.90006666667,5.39166666667,7.8366,7.6988,9.51673333334,7.38846666667
544.15,7.5084,12.0762,10.0345333333,8.9345,5.42753333333,7.89626666667,7.7384,9.56160000001,7.4298
544.49,7.49906666667,12.0828666667,10.0385333333,8.9284,5.4348,7.90366666667,7.7224,9.56280000001,7.43473333334
544.84,7.54393333333,12.0903333333,10.0581333333,8.955,5.4588,7.92066666667,7.71046666667,9.58159999999,7.4532
545.18,7.49213333333,12.0461333333,10.04,8.90816666667,5.3964,7.87386666667,7.635,9.53480000001,7.39693333333
545.52,7.48686666667,12.1018,10.0594,8.90263333333,5.3794,7.85613333333,7.61766666667,9.57086666667,7.40933333333
545.87,7.49106666667,12.1464666667,10.0572,8.96353333333,5.3828,7.87753333333,7.614,9.56253333333,7.44986666667
546.21,7.5828,12.265,10.1344666667,9.12173333333,5.4922,8.018,7.70766666667,9.66919999999,7.5634
546.55,7.672,12.3570666667,10.1962666667,9.23966666667,5.57206666667,8.09993333333,7.79126666667,9.74826666668,7.67013333333
546.90,7.67113333333,12.3390666667,10.1767333333,9.25133333333,5.51,8.0822,7.72286666667,9.74053333334,7.67306666667
547.24,7.6724,12.3336,10.1937333333,9.26866666667,5.50726666667,8.08873333333,7.69926666667,9.72706666666,7.63946666667
547.58,7.6716,12.3584666667,10.2306,9.31963333333,5.53146666667,8.09053333333,7.73073333333,9.7134,7.62446666667
547.92,7.62466666666,12.3035333333,10.1697333333,9.29256666667,5.4722,8.00153333333,7.6582,9.61666666667,7.5976
548.27,7.6844,12.3731333333,10.2237333333,9.39576666667,5.52,8.06593333333,7.72993333333,9.6526,7.64326666667
548.61,7.69833333333,12.4361333333,10.252,9.4746,5.5492,8.10166666667,7.76733333333,9.70160000001,7.65206666667
548.95,7.83173333334,12.5782,10.4022,9.63593333333,5.71313333334,8.2638,7.9338,9.85973333333,7.8222
549.29,7.79613333333,12.5548,10.3794666667,9.7104,5.7254,8.30033333333,7.9238,9.8208,7.80466666667
549.64,7.69466666667,12.4479333333,10.2984666667,9.5841,5.63746666667,8.20286666667,7.82193333333,9.73760000001,7.67833333333
549.98,7.6538,12.3970666667,10.2471333333,9.5427,5.5738,8.12266666667,7.75953333333,9.67266666668,7.6398
550.32,7.6186,12.3760666667,10.1711333333,9.5072,5.51826666667,8.06826666667,7.66,9.63506666667,7.59666666666
550.66,7.6604,12.3838666667,10.2002666667,9.591,5.5924,8.09586666667,7.724,9.64106666665,7.6174
551.01,7.6476,12.3721333333,10.1671333333,9.63943333334,5.5982,8.08126666667,7.722,9.62639999999,7.63966666667
551.35,7.6658,12.3067333333,10.1493333333,9.6268,5.58926666667,8.06113333333,7.69186666667,9.61846666667,7.65266666667
551.69,7.654,12.2860666667,10.1421333333,9.65513333333,5.5412,8.04513333333,7.67346666667,9.58653333333,7.59653333334
552.03,7.53586666666,12.1864,10.0132666667,9.54886666667,5.4202,7.9274,7.55306666667,9.48940000001,7.4902
552.38,7.44226666667,12.0450666667,9.88953333334,9.45726666667,5.28426666667,7.78886666667,7.41346666667,9.35053333333,7.37693333333
552.72,7.36493333333,11.9643333334,9.78193333333,9.4314,5.18746666667,7.67553333333,7.33866666667,9.25913333334,7.26273333333
553.06,7.43773333333,11.9931333333,9.80266666665,9.45196666667,5.18913333334,7.64113333333,7.39686666667,9.26,7.28453333333
553.40,7.51133333333,12.0922666667,9.85513333333,9.51316666667,5.23013333333,7.69746666667,7.4076,9.34293333333,7.37173333333
553.74,7.49673333333,12.0192666667,9.83646666666,9.53006666667,5.2132,7.68706666667,7.39193333333,9.33086666667,7.3478
554.09,7.56373333333,12.0962,9.9432,9.63473333333,5.29553333333,7.7778,7.49453333333,9.42806666666,7.4228
554.43,7.50186666667,12.0468,9.87546666667,9.57473333333,5.20533333333,7.75786666667,7.43446666667,9.43926666665,7.41253333333
554.77,7.40033333333,11.9215333333,9.7888,9.45683333333,5.07353333333,7.67666666667,7.30133333333,9.33946666667,7.34466666667
555.11,7.39993333333,11.9490666667,9.75906666667,9.47416666667,5.06646666667,7.66153333333,7.2864,9.35253333333,7.3374
555.45,7.40033333333,11.9210666667,9.71333333333,9.45666666667,5.05553333333,7.63233333333,7.2792,9.41779999999,7.35693333333
555.80,7.35206666667,11.8591333333,9.707,9.44016666667,5.0104,7.55633333333,7.2994,9.40953333333,7.3652
556.14,7.4552,12.0368666667,9.86946666666,9.6212,5.18866666667,7.752,7.44626666667,9.58286666667,7.51866666667
556.48,7.37186666666,11.9676666667,9.79833333333,9.55466666667,5.15906666667,7.67673333333,7.34346666667,9.51886666668,7.49426666667
556.82,7.28226666667,11.9237333334,9.71566666667,9.5174,5.11906666667,7.64853333333,7.29566666667,9.49633333333,7.4802
557.16,7.2616,11.8562,9.68426666668,9.53936666667,5.114,7.5608,7.27693333333,9.4306,7.4716
557.50,7.2894,11.9184666667,9.72220000001,9.55736666667,5.1252,7.57933333333,7.3046,9.45666666666,7.49706666667
557.85,7.04073333333,11.6043333333,9.43806666666,9.2965,4.81453333333,7.26713333333,7.01773333333,9.15773333333,7.2316
558.19,6.89606666667,11.4669333334,9.30779999999,9.16066666667,4.731,7.13953333333,6.9316,8.95666666667,7.06406666667
558.53,6.93313333333,11.5304,9.3302,9.24183333334,4.78986666667,7.15626666667,6.9962,8.95913333333,7.09473333333
558.87,6.8394,11.5074,9.26213333333,9.18876666667,4.67893333333,7.08766666667,6.9396,8.88433333333,7.03986666667
559.21,6.75593333333,11.4249333333,9.20580000001,9.17196666667,4.61686666667,7.0006,6.86513333333,8.7504,6.90846666667
559.55,6.83653333333,11.5198666667,9.26080000001,9.24013333333,4.67706666667,7.08753333333,6.90706666667,8.8018,6.95453333333
559.89,6.73226666667,11.3659333333,9.10726666667,9.08896666667,4.53593333334,6.91246666667,6.8118,8.66286666667,6.85133333333
560.23,6.7488,11.3888,9.13426666667,9.1212,4.51386666667,6.9418,6.86293333333,8.66593333333,6.89633333333
560.58,6.75493333333,11.3138666667,9.11493333333,9.1143,4.4708,6.90233333333,6.79,8.59653333333,6.87353333333
560.92,6.67886666667,11.2253333333,9.01386666667,9.064,4.347,6.85093333333,6.72906666667,8.50806666667,6.81906666667
561.26,6.60913333333,11.1530666667,8.9424,9.00216666667,4.2714,6.77413333333,6.656,8.4034,6.75446666667
561.60,6.76146666667,11.3144666667,9.11766666666,9.17276666667,4.446,6.91953333333,6.78866666667,8.5486,6.86993333333
561.94,6.8478,11.4012,9.1688,9.2428,4.46753333333,6.95326666667,6.7814,8.6078,6.89446666667
562.28,6.98186666667,11.5438,9.28986666667,9.35996666667,4.58166666667,7.0858,6.90646666667,8.74553333333,7.07526666667
562.62,7.14533333333,11.6536,9.45333333334,9.51393333333,4.71013333333,7.23653333333,7.00166666667,8.86846666667,7.21406666667
562.96,7.16306666667,11.6896666667,9.46206666665,9.52300000001,4.7244,7.26853333333,7.0308,8.87806666667,7.2968
563.30,7.0918,11.6097333333,9.36399999999,9.46686666667,4.65033333333,7.1916,6.94473333333,8.85346666667,7.21666666667
563.64,7.122,11.6144,9.38913333333,9.56696666666,4.65846666667,7.25066666667,6.99193333333,8.90473333333,7.24213333333
563.99,7.18286666667,11.6925333333,9.40940000001,9.69943333333,4.70806666667,7.30913333333,7.0866,8.95546666667,7.28766666667
564.33,7.20366666667,11.7262666667,9.44440000001,9.75216666667,4.7448,7.3708,7.13726666667,8.99566666667,7.3032
564.67,7.43206666667,11.9404666667,9.72959999999,10.0114333333,4.98033333333,7.61186666667,7.33193333333,9.24393333333,7.52266666667
565.01,7.4616,11.9867333334,9.78259999999,10.071,5.01426666667,7.64766666667,7.3712,9.28539999999,7.55453333333
565.35,7.458,11.9968,9.78373333333,10.1199666667,5.01446666667,7.69506666667,7.38846666667,9.29246666666,7.6022
565.69,7.48726666667,12.0283333333,9.82333333334,10.1992,5.059,7.72113333333,7.44433333333,9.35073333333,7.6652
566.03,7.33406666667,11.839,9.66939999999,10.0784,4.90613333333,7.60546666667,7.29433333333,9.2194,7.49106666667
566.37,7.23053333333,11.7368666667,9.56759999999,10.0370333333,4.82666666667,7.54686666667,7.24066666667,9.14479999999,7.4138
566.71,7.23113333333,11.7511333333,9.56353333334,10.0462,4.82606666667,7.54473333333,7.21446666667,9.17180000001,7.38466666667
567.05,7.34186666667,11.8670666667,9.68806666667,10.1852,4.9316,7.6494,7.34186666667,9.22886666667,7.50913333333
567.39,7.44666666667,12.0100666667,9.77106666667,10.2637666667,5.02386666667,7.73513333333,7.413,9.30666666666,7.61213333333
567.73,7.40493333333,11.9601333333,9.73266666667,10.1778666667,5.00526666667,7.7022,7.32773333333,9.23966666667,7.55606666667
568.07,7.382,11.9555333333,9.72679999999,10.2026,4.98293333333,7.67353333333,7.296,9.27419999999,7.54813333333
568.41,7.30573333333,11.8692666667,9.6398,10.1335666667,4.9156,7.6246,7.22873333333,9.22006666666,7.47453333334
568.75,7.41973333333,11.9672,9.6828,10.2234333333,4.966,7.68233333333,7.30373333333,9.29353333333,7.55433333333
569.09,7.4602,12.0050666667,9.68860000001,10.2341666667,4.95033333333,7.66153333333,7.33206666667,9.28060000001,7.56146666667
569.43,7.40386666667,12.0038666667,9.6538,10.1906333333,4.87306666667,7.60306666666,7.28793333333,9.19093333333,7.5344
569.77,7.52273333333,12.1144,9.80873333333,10.3510333333,4.9428,7.67793333333,7.39346666667,9.27373333333,7.62706666666
570.11,7.57226666666,12.1307333333,9.8668,10.4129333333,4.988,7.71613333333,7.42026666667,9.32919999999,7.67633333333
570.45,7.62313333333,12.185,9.96946666666,10.5036333333,5.03553333333,7.782,7.4936,9.35713333334,7.71093333333
570.79,7.6098,12.1947333333,9.9662,10.5279666667,5.01926666667,7.789,7.45326666667,9.326,7.70013333333
571.13,7.59526666667,12.1433333333,9.97146666665,10.5608,4.9932,7.77866666667,7.4388,9.33933333333,7.67933333333
571.47,7.64113333333,12.2049333333,10.0357333333,10.6411666667,5.0124,7.83573333333,7.51533333333,9.45559999999,7.75073333334
571.81,7.6676,12.2012666667,10.0398666667,10.6532,4.9886,7.84173333333,7.52413333333,9.41793333335,7.7572
572.15,7.717,12.2524666667,10.047,10.7274,5.018,7.845,7.5732,9.43640000001,7.81566666667
572.49,7.5726,12.1316,9.96253333333,10.6616,4.957,7.7944,7.4694,9.33540000001,7.7106
572.83,7.504,12.1092,9.96313333332,10.6936,4.96413333333,7.799,7.434,9.35053333334,7.68066666667
573.17,7.50433333333,12.1236666667,10.0195333333,10.7598,4.98066666667,7.86166666667,7.45333333333,9.41893333333,7.67933333333
573.51,7.51146666667,12.1101333333,9.97006666667,10.7246,4.9772,7.88606666667,7.44433333333,9.38900000001,7.64446666667
573.85,7.41926666666,12.0467333333,9.8914,10.6586333333,4.9272,7.7954,7.35746666667,9.33379999999,7.58693333333
574.19,7.39853333333,11.9632,9.88493333333,10.6293333333,4.87693333333,7.78926666667,7.33,9.32246666667,7.61133333333
574.53,7.34606666667,11.8925333333,9.86833333333,10.6093666667,4.81746666667,7.7344,7.3272,9.29486666667,7.5516
574.87,7.30713333333,11.8759333333,9.84473333333,10.5604666667,4.77346666667,7.7122,7.28806666667,9.2386,7.4938
575.21,7.27833333333,11.8381333333,9.85260000001,10.5943,4.78073333333,7.66393333333,7.25133333333,9.16826666666,7.4504
575.55,7.32353333333,11.9266666667,9.91673333333,10.6770333333,4.88353333333,7.74046666667,7.31693333333,9.25619999999,7.51766666667
575.89,7.2778,11.9048,9.85286666667,10.6520333333,4.83806666667,7.7206,7.29933333333,9.20286666667,7.441
576.22,7.42366666667,11.9792666667,9.96793333331,10.8273666667,4.9682,7.8336,7.43866666667,9.32706666667,7.5602
576.56,7.41926666667,11.9232666667,9.94820000001,10.8242333333,4.9076,7.7768,7.41806666666,9.29066666667,7.52166666667
576.90,7.5394,11.9532,9.99433333333,10.8992,5.0258,7.80446666667,7.5108,9.33499999999,7.59526666667
577.24,7.59753333333,12.0514,10.104,11.0517666667,5.1074,7.8454,7.61086666667,9.44173333333,7.7274
577.58,7.64153333333,12.1462666667,10.1523333333,11.1645,5.13246666667,7.87513333333,7.6962,9.4534,7.74766666667
577.92,7.74453333333,12.3068,10.2492,11.3434,5.2618,7.96113333333,7.799,9.55933333333,7.8318
578.26,7.78446666667,12.3256,10.2687333333,11.4366666667,5.36066666667,8.01886666667,7.83706666667,9.66113333334,7.8768
578.60,7.73766666667,12.2950666667,10.2606666667,11.498,5.4018,7.97546666667,7.87933333333,9.63006666667,7.88426666667
578.94,7.7574,12.2625333333,10.1811333333,11.5233333333,5.38886666667,7.99133333333,7.8694,9.58146666667,7.876
579.28,7.6908,12.1654666667,10.1429333333,11.4814666667,5.3228,7.90113333333,7.82593333333,9.53406666667,7.8208
579.61,7.53386666667,12.011,10.1678666667,11.4061333333,5.2664,7.75886666667,7.72586666667,9.43926666667,7.72946666667
579.95,7.5292,12.0905333333,10.1806,11.3706333333,5.21073333333,7.72453333333,7.70533333333,9.43933333333,7.71753333333
580.29,7.58006666667,12.1807333333,10.2520666667,11.4584666667,5.3262,7.78906666667,7.81786666667,9.48160000001,7.84813333333
580.63,7.5096,12.1899333334,10.2415333333,11.4365,5.29173333333,7.7938,7.81366666667,9.46366666667,7.86773333333
580.97,7.41313333333,12.0576666667,10.1305333333,11.3324,5.21406666667,7.67946666667,7.71406666667,9.37500000001,7.7854
581.31,7.41153333333,12.0459333333,10.1388666667,11.3139666667,5.22106666667,7.6598,7.7112,9.38666666668,7.75913333333
581.65,7.19706666667,11.8182,9.90886666668,11.1353333333,5.03433333333,7.4094,7.49666666667,9.14206666666,7.52286666667
581.98,7.08133333333,11.6902,9.78706666667,10.9677,4.8466,7.27326666667,7.34313333333,8.9392,7.36953333333
582.32,7.0334,11.6329333333,9.70079999999,10.9062333333,4.748,7.1986,7.18546666667,8.897,7.2898
582.66,6.97786666667,11.5692666667,9.76713333331,10.8468,4.7346,7.19353333333,7.16686666667,8.95173333333,7.27186666666
583.00,6.96766666667,11.5566,9.73353333333,10.9018666667,4.7344,7.22073333333,7.19946666667,8.93253333333,7.26486666667
583.34,7.119,11.7376,9.78459999999,11.1259333333,4.8514,7.3636,7.26473333333,9.0506,7.43146666667
583.68,6.99,11.6206,9.72566666668,11.1198,4.8206,7.26233333333,7.15646666667,8.95760000001,7.36626666667
584.01,6.9306,11.5346666667,9.64333333333,11.0667666667,4.68673333333,7.23193333334,7.0528,8.9184,7.26746666667
584.35,6.91,11.4923333333,9.65746666666,11.1481,4.67353333333,7.21893333333,7.0072,8.9014,7.19113333333
584.69,7.06493333333,11.6168,9.76706666667,11.2743666667,4.81493333333,7.33566666667,7.0848,9.03026666667,7.25806666667
585.03,7.12366666667,11.6431333333,9.79053333333,11.3795666666,4.88833333334,7.40253333333,7.09366666667,9.08273333334,7.34426666667
585.37,7.3264,11.8560666667,9.95306666667,11.5411666667,5.11346666667,7.59806666667,7.29026666667,9.29733333333,7.53233333333
585.70,7.48793333333,12.127,10.1375333333,11.7684666667,5.31893333333,7.78913333333,7.4482,9.53339999999,7.70733333333
586.04,7.6728,12.2595333333,10.3308666667,11.9068,5.51706666667,7.9218,7.61506666667,9.68519999999,7.86813333333
586.38,7.67173333333,12.3641333333,10.2846666667,11.99,5.56413333333,7.96426666667,7.66966666667,9.66573333334,7.87853333334
586.72,7.72473333333,12.4402666667,10.3858666667,12.1002333333,5.61446666667,7.98333333333,7.63913333333,9.73373333332,7.94546666667
587.06,7.65893333333,12.3748,10.3448,12.0457333333,5.60126666667,7.93953333333,7.61333333333,9.73613333335,7.87226666666
587.39,7.71693333333,12.4011333333,10.35,12.0607333333,5.62046666667,7.98046666667,7.6778,9.84453333333,7.94693333333
587.73,7.9516,12.6146666666,10.5427333333,12.2477333333,5.92473333333,8.2014,7.9048,10.0664666667,8.15473333333
588.07,7.977,12.7259333333,10.5626666667,12.2674333333,5.9832,8.21846666667,7.92246666667,10.1266,8.20873333333
588.41,7.70253333333,12.4809333333,10.3547333333,12.0527,5.7834,7.97506666667,7.75093333333,9.91786666667,7.983
588.74,7.6954,12.3964666667,10.3621333333,12.0134666666,5.72406666667,8.01333333333,7.74333333333,9.93486666667,7.9522
589.08,7.77453333333,12.4032666667,10.4649333333,12.0808333333,5.72333333333,8.14966666667,7.7936,9.98473333334,8.07893333333
589.42,7.79266666667,12.3787333333,10.5114666667,12.1548333333,5.79986666667,8.21173333333,7.8498,10.0353333333,8.20046666667
589.76,7.89533333333,12.5105333333,10.6056666667,12.3018333333,5.96186666667,8.40373333333,7.97906666667,10.1924,8.31613333333
590.09,7.98366666667,12.5050666667,10.6956666666,12.3629333334,5.97773333334,8.415,7.9568,10.2834666667,8.3386
590.43,8.11033333333,12.6210666667,10.7724666667,12.4396333333,6.088,8.53433333333,8.01686666667,10.3559333333,8.43106666667
590.77,8.21493333333,12.6829333333,10.8833333333,12.5361333333,6.16586666667,8.66946666667,8.12293333333,10.4096666667,8.495
591.11,8.3666,12.7880666667,11.0186,12.706,6.3004,8.78866666667,8.20673333333,10.5501333333,8.61140000001
591.44,8.29993333333,12.7631333333,10.9746666667,12.7397333333,6.2128,8.7052,8.16206666666,10.4937333333,8.56953333334
591.78,8.3654,12.7548,11.0056666667,12.8187666667,6.25506666667,8.75566666667,8.17513333333,10.5532,8.60806666667
592.12,8.7156,13.1054666667,11.2865333333,13.1932,6.5556,9.09533333333,8.4292,10.8618,8.91613333334
592.46,8.673,13.0913333333,11.1866,13.1186333333,6.4988,9.0242,8.345,10.7592,8.8212
592.79,8.7534,13.2166,11.1786,13.1813666667,6.58486666667,9.05293333333,8.40093333333,10.8750666667,8.80000000001
593.13,8.7498,13.1992666667,11.0445333333,13.1517333333,6.56366666667,8.99440000001,8.39633333333,10.8640666667,8.72853333333
593.47,8.783,13.2178,11.0842,13.2111666667,6.54346666667,8.99866666667,8.3806,10.8262,8.756
593.80,8.8844,13.3371333333,11.1535333333,13.3295,6.64953333333,9.08173333334,8.46706666667,10.8993333333,8.91479999999
594.14,8.87766666667,13.3949333333,11.1222666667,13.3846,6.6406,9.10880000001,8.51966666667,10.9714,8.96346666667
594.48,8.8768,13.4042,11.0687333333,13.3324666667,6.63026666667,9.08740000001,8.55333333333,10.9740666667,8.97146666667
594.81,8.80346666667,13.4342666667,11.0587333333,13.3589333333,6.63666666667,9.13593333334,8.584,10.949,8.92726666667
595.15,8.821,13.4575333333,11.098,13.4161666667,6.68733333333,9.22800000001,8.602,10.984,9.01939999999
595.49,8.9158,13.5374,11.1600666667,13.5367333333,6.79333333333,9.336,8.7286,11.1144666667,9.11006666666
595.82,8.76573333333,13.4674666667,11.0984,13.3995,6.69146666667,9.23426666667,8.6566,11.0455333333,9.03566666666
596.16,8.89426666667,13.61,11.2415333333,13.6214333333,6.89246666667,9.36406666666,8.82873333333,11.1679333333,9.19886666667
596.50,8.923,13.6216666667,11.3261333333,13.7294,6.95013333334,9.3988,8.871,11.1860666667,9.29133333333
596.83,8.86606666667,13.5520666667,11.3410666667,13.7338666667,6.87233333333,9.33426666667,8.79433333333,11.1128,9.31153333333
597.17,8.731,13.4496,11.2000666667,13.6667333333,6.76653333333,9.2488,8.7278,11.0101333333,9.21593333334
597.51,8.66033333333,13.3614666667,11.0756666667,13.5409333333,6.6816,9.16840000001,8.6338,10.9709333334,9.07360000001
597.84,8.56273333333,13.2472,10.9564666667,13.4125333333,6.5974,9.04693333333,8.52386666666,10.8198,8.91699999999
598.18,8.55053333333,13.2865333333,10.967,13.4565333333,6.58666666667,9.01679999999,8.50546666667,10.8647333333,8.93879999999
598.52,8.44653333333,13.1012,10.8031333333,13.3574333334,6.45573333333,8.84126666667,8.35153333333,10.6511333333,8.82506666667
598.85,8.322,12.9960666667,10.6184,13.2357,6.3016,8.67013333333,8.20953333333,10.5392666667,8.62219999999
599.19,8.21133333333,12.8704666667,10.4705333333,13.1286333333,6.19433333333,8.53906666667,8.04006666667,10.3638,8.56
599.53,8.14653333333,12.7578666667,10.3152,13.1130333333,6.1224,8.43593333333,7.91733333333,10.315,8.44586666666
599.86,8.1976,12.7886,10.3489333333,13.1106,6.1696,8.48793333333,7.95513333333,10.4166,8.52373333333
600.20,8.099,12.7660666667,10.1729333333,13.0144666667,6.08526666667,8.43086666667,7.84553333333,10.3701333333,8.40066666667
600.53,8.1402,12.7958,10.1629333333,13.0042666667,6.10506666667,8.452,7.8664,10.3482666667,8.36953333334
600.87,8.22673333333,12.9428,10.2394666667,13.0329,6.18193333333,8.56906666667,7.90413333333,10.4796,8.41293333333
601.21,8.3286,13.0894666667,10.4030666667,13.2733333333,6.358,8.7062,8.10646666667,10.5996666667,8.65113333333
601.54,8.37613333333,13.0984,10.4995333333,13.3371,6.39533333333,8.77473333334,8.21053333333,10.669,8.74579999999
601.88,8.38713333333,13.0994666667,10.5582666667,13.3623,6.37506666667,8.84526666667,8.20386666666,10.6198666667,8.69946666666
602.21,8.56453333333,13.4144666667,10.801,13.5965666667,6.63606666667,9.12853333333,8.51773333333,10.9848,8.96633333333
602.55,8.78586666667,13.5747333333,11.0544,13.8379666667,6.8994,9.33653333334,8.75626666667,11.2039333333,9.20453333333
602.88,8.70526666667,13.5163333333,11.0545333333,13.7954,6.8162,9.2732,8.71706666667,11.1234,9.13546666667
603.22,8.682,13.5130666667,11.0222666667,13.7849,6.8038,9.32233333333,8.72453333333,11.0533333333,9.14913333333
603.56,8.66146666667,13.5692666667,11.0164666667,13.8723,6.807,9.39006666666,8.74753333333,11.0532,9.13486666666
603.89,8.66173333333,13.5729333333,11.0499333333,13.9182,6.82006666667,9.43233333333,8.79806666667,11.05,9.20513333333
604.23,8.71673333333,13.6864666667,11.1712666667,14.0458666667,6.88773333333,9.50386666667,8.89866666667,11.1558666667,9.24713333333
604.56,8.7446,13.6902,11.1886,14.1053666667,6.89306666667,9.48486666666,8.96953333334,11.1717333333,9.34966666667
604.90,8.69213333333,13.7168666667,11.1981333333,14.0847333334,6.84513333333,9.51873333333,9.00353333334,11.142,9.34326666667
605.23,8.64706666667,13.7220666667,11.1624,14.1132666667,6.86353333333,9.53100000001,8.95333333333,11.1355333333,9.28833333332
605.57,8.76066666667,13.8022666667,11.1956,14.2817333333,7.01106666667,9.62880000001,9.06620000001,11.2782666667,9.44446666665
605.90,8.66886666667,13.7048,11.0458666667,14.1677,6.84086666667,9.4832,8.92573333333,11.0907333333,9.3422
606.24,8.62853333333,13.7019333333,11.0471333333,14.1215,6.74986666667,9.49133333333,8.86286666667,11.0539333333,9.33513333334
606.58,8.73506666667,13.8397333334,11.1216,14.2819,6.84466666667,9.61813333334,9.01513333333,11.194,9.43680000001
606.91,8.86666666667,13.9714,11.2016666667,14.4246666667,6.8962,9.6994,9.09633333334,11.2857333333,9.56086666667
