wavelength,Back_CatHomm,Belly_CatHomm,Breast_CatHomm,Crissum_CatHomm,Crown_CatHomm,DorTail_CatHomm,Rump_CatHomm,Throat_CatHomm,WingTip_CatHomm
193.99,-81.9047333333,-119.523933333,-1.99996463834e-11,-14.0475333333,-15.7142666667,-88.0953333334,-36.1904666667,20.4762666668,-73.8096666667
194.37,-47.1430000001,-95.7141999999,20.4762,21.9047,13.8094666667,-59.0475999999,-0.95220000006,38.5713333335,-45.7143333333
194.75,-121.666666667,-197.5,-4.16666666666,15.0000000001,-15.8333333333,-135.0,-34.1666666668,24.9999999999,-115.833333333
195.13,-181.111,-276.666733333,-30.0000666667,-27.7777666666,-23.3332666667,-207.7778,-37.7776666667,-12.2221999998,-194.4444
195.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.89,297.142866667,377.1428,139.999933333,164.285666667,156.1904,330.476133333,142.857066667,158.095266667,310.476133333
196.27,159.5556,186.2222,92.4445333335,97.1111333333,97.7778000001,181.333466667,82.2222,99.5554666667,163.5556
196.65,118.947333333,135.087933334,63.8595333334,67.8947333334,62.8069333334,133.333466667,55.0876666666,64.2104666667,112.280666667
197.03,146.25,165.0,80.4166666668,88.7500000001,82.5000000001,171.666666667,65.4166666667,80.4166666667,129.166666667
197.40,136.25,165.833333333,93.75,96.4583333333,86.2500000001,169.583333333,61.6666666667,77.0833333334,123.75
197.78,128.666666667,163.666666667,102.666666667,106.166666667,99.0,166.666666667,71.6666666667,90.3333333332,122.666666667
198.16,141.568733333,180.3922,121.1764,119.411666667,117.2548,198.431333333,78.8235333333,106.274466667,147.059066667
198.54,150.333333333,178.0,137.0,134.5,128.333333333,203.333333333,95.3333333333,118.666666667,165.0
198.92,172.8888,211.111133333,155.111133333,146.444566667,141.7778,237.777733333,94.6666666667,124.000066667,200.4444
199.30,198.4614,239.487066667,176.9232,165.641,158.461533333,261.025666667,118.461533333,130.256533333,218.974466667
199.68,202.0,278.0,194.666666667,173.333333333,166.0,291.333333333,120.0,140.666666667,236.0
200.06,385.0,641.666666667,413.333333333,357.5,296.666666667,605.0,221.666666667,263.333333333,516.666666667
200.44,-693.333333332,-1240.0,-776.666666667,-641.666666666,-520.0,-1093.33333333,-393.333333333,-456.666666668,-910.000000001
200.82,-577.777933333,-948.888933333,-655.555666667,-491.110933334,-431.111133333,-855.5556,-408.889,-464.444666667,-708.888866666
201.19,635.5556,959.999866665,680.0,545.555466667,491.111133333,842.222266667,448.888799999,544.444333334,777.777866666
201.57,-593.3334,-817.777800001,-540.0,-437.7778,-431.111066666,-755.555533333,-386.666599999,-459.999933333,-702.222266666
201.95,-856.666666666,-1070.0,-763.333333333,-518.333333333,-573.333333334,-983.333333334,-420.000000001,-566.666666666,-890.0
202.33,940.000000001,1183.33333333,820.0,653.333333334,683.333333334,1036.66666667,483.333333333,666.666666666,940.0
202.71,-886.666666666,-1200.0,-709.999999999,-610.0,-570.000000001,-970.0,-433.333333334,-606.666666667,-753.333333334
203.09,-235.555466667,-358.888933333,-198.888866667,-150.555566667,-148.8888,-284.4444,-88.8889333333,-150.0,-211.111
203.47,-228.0,-380.0,-236.0,-162.0,-184.0,-298.666666667,-63.9999999999,-190.666666667,-245.333333333
203.85,-249.999933333,-347.777733333,-272.222266667,-211.666666667,-212.222266667,-285.555666666,-106.666666667,-220.0,-227.7778
204.22,-1720.0,-2193.33333333,-1726.66666667,-1496.66666667,-1386.66666667,-2106.66666667,-786.666666667,-1693.33333333,-1460.0
204.60,1766.66666667,2146.66666667,1726.66666667,1573.33333333,1306.66666667,2093.33333333,720.000000001,1720.0,1526.66666667
204.98,-136.666666667,-166.666666667,-115.0,-127.916666667,-83.3333333332,-160.833333333,14.9999999999,-134.166666667,-96.6666666667
205.36,-82.3809999999,-86.6666666666,-64.2857333333,-64.7618999999,-33.8094666667,-90.0000666667,23.3332666666,-58.5714,-46.1903999999
205.74,-40.8333333333,-57.0833333334,-36.2500000001,-31.2500000001,-1.9998225298e-11,-59.9999999999,48.75,-29.1666666667,-16.6666666666
206.12,-4.92746666667,-19.4202666667,6.66666599997e-05,-7.24643333332,22.6087333333,-18.2608666667,44.3478666666,-6.0868666666,2.8986
206.50,-9.38273333334,-17.7777333333,-7.65433333334,-13.8271666667,13.0864,-18.5185333333,27.1605333333,-4.19740000004,-1.48153333332
206.87,11.4943333333,7.12646666666,13.1034666667,3.10336666667,24.5978,3.44833333335,45.5171333333,13.7931333333,15.6322
207.25,1.111,9.99999999998,10.2778,-11.6667666667,25.2778,-0.83333333334,44.9999333333,-0.27779999994,18.6111333333
207.63,-18.9474,-11.579,-4.5614,-35.7894333333,17.5438,-27.7192666667,35.0877333333,-22.4562666667,5.614
208.01,1.56859999998,-1.9608666666,14.1176666667,-21.5687000001,32.9410666666,-27.0587333333,53.3334666666,-10.1961999999,15.2942000001
208.39,33.5632666667,34.7126666666,39.3103333333,27.8161333333,50.1149333333,23.9082,64.5976000001,36.5517333333,44.5978
208.77,49.6968666667,48.4848,54.3434666667,42.0202,62.4242666666,39.596,71.9192000001,48.6867333333,56.5656666666
209.14,33.913,25.2174,32.1739333333,23.7681666667,44.6376,9.85519999999,55.9421333333,28.9856,40.8696
209.52,52.5333333334,32.2666666667,39.4666666667,24.9333333333,50.9333333333,18.1333333333,54.6666666667,33.8666666667,47.7333333333
209.90,62.9630000001,37.4074,40.0000666666,26.4814333333,63.7038,20.3704,65.9258666667,37.7777333333,61.1111333333
210.28,56.8421333333,44.5614,41.0527333334,35.2631,60.0,24.9122666667,68.4209999999,45.2631333333,64.2105999999
210.66,49.5237333333,31.9047333333,25.2380666667,33.8093666667,58.0952666667,10.4762000001,81.4284666667,34.762,62.3808666668
211.03,30.1958666666,12.9412000001,4.70579999999,23.5294,38.8236,-5.88253333327,56.4704666666,27.4510666668,48.6275333333
211.41,38.0,9.33333333335,8.66666666665,31.5,35.3333333333,-7.66666666667,54.0000000001,33.9999999999,40.0
211.79,34.6154666667,11.2821333333,17.436,27.0513333333,28.9744666667,-1.795,46.923,34.1026000001,34.8718666666
212.17,35.6191333333,24.7618,25.1428666667,34.4761,34.2858,14.6666,49.9048,39.6191333333,39.8095333333
212.55,17.9166666667,6.04166666667,8.54166666668,13.0208333333,15.625,-6.87500000001,31.4583333333,18.125,18.9583333333
212.92,14.7058666667,-1.37253333333,3.9216,6.96080000002,4.90193333335,-7.64706666665,22.5490666667,11.9608666667,13.5295333333
213.30,30.8694666667,16.0869333333,21.4493333333,21.9565666667,24.7825333333,15.3623333333,34.9276,27.5362666667,27.681
213.68,30.074,17.0371333333,22.5185333333,25.4074666667,26.6665333334,20.0,39.2592666667,27.2593333333,31.7035333333
214.06,29.6296,20.2469333333,22.9630666667,22.9629333333,26.0493333333,22.9628666667,37.0371333333,27.6542666667,28.3951333333
214.44,28.9308,15.2200666667,18.6164,16.3521666667,21.7609333333,17.8616,33.4590666667,24.151,23.1446666667
214.81,39.7814666667,26.3388666667,31.5846,26.8853,32.2405333333,29.2896,37.7049333333,33.2240666667,33.3333333333
215.19,41.0752,25.6990666667,29.4624,23.0645333333,31.8280666667,31.5054,34.9463333333,30.4301333334,29.3547333333
215.57,42.3280666667,28.1482,30.7936666667,22.3809,31.2168,36.0846666667,34.8147333333,31.4284666667,31.8518666667
215.95,44.1935333333,30.2150666667,29.2474666667,24.5162,31.8278666667,37.7419333333,36.2365333333,33.0108666667,34.4086666667
216.32,45.5756666667,26.9090666667,27.5151333333,21.5757666667,28.7272666667,37.0909333334,33.2120666667,31.3939333333,31.8788666667
216.70,48.6420666667,29.0123333333,29.0124666667,24.8148,31.358,40.2468666667,37.1606,35.5556,36.9136
217.08,51.3888666667,30.8333333333,27.3611333333,25.0,33.8888,40.0000666667,38.1944666667,38.0556666667,42.5
217.46,52.1666666667,29.5,21.8333333333,21.8333333333,27.1666666667,32.8333333333,38.1666666667,36.5000000001,41.5
217.83,50.0953333333,29.9049333333,13.9047333333,18.6667,18.8572666667,28.5714,39.4286,35.9999333333,37.7142
218.21,58.2794666667,33.5484,20.2152,26.1290666667,25.5915333333,32.4730666667,45.8064,46.8816666666,50.3225333334
218.59,51.7333333333,20.2666666667,4.79999999999,15.3333333333,11.7333333333,18.6666666667,33.6,34.4000000001,41.8666666666
218.97,50.6666666667,8.33333333331,-10.6666666667,2.66666666668,-4.00000000002,3.0,38.0,25.9999999999,38.3333333333
219.34,67.4999999999,27.0833333333,6.24999999998,20.625,4.99999999994,9.58333333333,63.3333333333,44.5833333333,68.3333333332
219.72,54.9019333333,20.3921333333,0.784400000014,20.9802333333,-1.17653333326,-3.13726666667,56.4705333334,36.8627999999,62.7450666667
220.10,55.2382,14.7618666667,-14.2858,23.5715,-17.6189333333,-18.0952666667,55.2381333333,27.1428000001,66.1905333333
220.47,62.6666666667,21.7778,-5.77773333332,33.5555333333,-2.66666666658,-4.88893333333,62.2220666667,31.9999999999,82.6667333333
220.85,93.3332666666,35.7574,-11.5151333333,41.2122000001,-15.7574666666,-9.69693333332,83.0302000001,37.5757333335,87.8788666666
221.23,91.3333333333,32.6666666667,-6.66666666674,30.6666666667,-20.0000000001,-32.6666666667,86.0000000001,16.6666666667,67.3333333334
221.61,122.962933333,57.0370000001,30.3704666667,55.9257999999,17.7777333335,17.7777333333,133.333133333,45.1850666666,111.111066667
221.98,102.4242,36.3636000001,27.8787999999,39.3940666666,32.7273333333,17.5757333333,100.606066667,35.7576,84.2424
222.36,110.370333333,30.3703999999,17.0369333333,30.7407333332,9.62953333326,10.3703333333,99.9998666665,11.1109999998,74.8147333334
222.74,124.761866667,78.5714,71.4283999998,69.7620666668,62.8570666667,69.0476666666,121.904733333,75.7142000001,107.142733333
223.11,135.0,90.5554666667,68.8889333333,63.6111333333,64.4443999999,68.3332666666,128.888933333,81.6666666666,112.777733333
223.49,157.777733333,88.1480666666,80.7407333333,72.2221999999,79.9999333333,68.8888666667,151.851866667,97.7778666667,119.2594
223.87,203.333333334,116.666666667,117.5,95.4166666667,118.333333333,117.5,185.833333333,120.0,137.5
224.24,142.8572,93.3333333333,109.047733333,73.8095666667,105.238066667,114.285666667,132.381,111.428666667,109.523866667
224.62,219.166666667,134.166666667,179.166666667,117.5,170.0,190.833333333,212.5,179.166666667,169.166666667
225.00,215.0,124.166666667,182.5,126.25,185.833333333,205.0,210.0,167.5,195.0
225.38,153.333266667,91.5152000001,135.151533333,111.2121,144.242466667,171.515133333,154.545466667,145.454533333,147.878866667
225.75,113.333333333,57.4358666667,103.5898,75.1282333333,105.640866667,125.128266667,109.230733333,113.846266667,90.7692666667
226.13,246.666666667,93.3333333333,232.0,106.0,186.666666667,261.333333333,198.666666667,218.666666667,132.0
226.51,-430.0,-79.9999999998,-393.333333333,-50.0000000002,-296.666666667,-450.0,-436.666666667,-350.0,-69.9999999998
226.88,-47.9999999999,20.6666666667,-42.6666666667,14.0,-39.3333333333,-58.0,-62.0,-34.6666666667,12.0
227.26,-29.0196,7.45099999999,-38.4314,-6.8628,-34.9018666667,-44.7058666667,-38.8235333333,-33.3332666666,7.84313333332
227.64,-18.6666666667,4.33333333335,-30.6666666667,-1.16666666668,-23.6666666667,-36.0,-29.3333333333,-21.3333333333,11.6666666667
228.01,8.00006666668,19.5554666667,-1.77780000001,16.2222333333,-1.55553333332,-3.11119999999,-6.889,2.88893333333,26.2221333333
228.39,13.9394666667,18.6362666667,4.54546666667,15.6819666667,2.27273333332,6.8182,-0.303000000006,9.09106666667,26.6667333333
228.76,11.4894,14.8938666667,4.25533333333,15.7448,1.56033333332,10.0708666667,0.283599999993,7.65960000001,26.6666666667
229.14,18.0790666667,18.7569333333,11.5254666667,21.5817666667,9.37846666667,17.4011333333,7.23159999998,12.8814,30.9604
229.52,21.3724666667,22.353,17.9412,26.9608,16.9607333333,24.1175333333,13.7256,21.2746,35.9804
229.89,22.9535333333,21.6878666666,19.8312666667,26.498,17.6370666666,25.9072,17.0464,24.2193333333,34.1772
230.27,24.6666666667,20.1666666667,20.25,23.5416666667,16.0,25.6666666667,16.4166666667,23.3333333333,31.25
230.65,25.2844666667,19.9187333333,19.6748,23.1706666667,14.4715333333,24.0650666667,17.561,23.0081333334,28.6179333333
231.02,25.2814666667,19.3074666667,19.6535333333,22.0347666667,14.4588666667,24.9350666666,18.9611333334,26.7532,29.1774666667
231.40,26.3768666667,19.6136,19.3236,23.2367,12.3670666667,26.1835333333,18.3574,29.9516666667,28.889
231.78,23.0768,17.6410666667,18.0512,20.7178666667,9.23073333335,24.3076666667,16.3076,28.6154,28.2051333333
232.15,21.5874,17.1429333333,17.1428,21.0053,9.84113333334,23.2804,17.5660666667,30.7936666667,27.8306666667
232.53,19.1665333333,17.6038666667,17.4998,21.1458666667,11.2498,24.2708,20.3122666667,31.5622666666,27.0832
232.90,23.0769333333,20.4102,21.2306666667,26.2051,14.0514666667,25.2308,23.3846666666,35.4871333333,31.3847333333
233.28,20.9836,18.9070666667,17.8141333333,23.6066666667,9.61740000001,22.4044,21.858,33.6613333333,29.8359333333
233.66,13.1148666667,11.694,8.19673333334,14.4809,0.109400000015,12.5684,13.6610666667,25.5738666667,20.8744
234.03,2.88893333333,1.22213333333,-3.66666666667,3.99999999999,-9.33333333335,1.0,3.77766666667,15.8889333333,11.7778
234.41,-4.7458,-7.11866666666,-13.5593333333,-1.80793333334,-16.6102666667,-5.53666666666,-3.95493333334,11.6384,5.98860000001
234.78,5.15159999999,4.64640000001,-4.3434,8.23250000001,-5.55559999999,6.06066666667,8.68686666667,19.3939333333,16.9696666667
235.16,4.90180000001,5.88240000001,-4.80386666667,10.2941333333,-4.70593333333,5.98039999999,7.25486666667,15.1961333333,19.2156666667
235.54,5.68626666667,6.66673333335,-0.09793333334,11.0782333333,-0.490199999993,8.33333333333,7.45106666666,16.8626,23.6276
235.91,15.2000666667,14.3999333333,9.42226666666,19.4665666667,9.06666666667,17.3333333333,15.2,25.1555333333,32.1776666667
236.29,16.3414666667,15.0406666667,10.5691333333,19.1056333333,8.61779999999,17.3172,14.4715333333,21.7074,30.9756
236.66,14.8648666667,12.4324666667,9.81966666667,17.117,4.41446666667,15.3153333333,10.6305333333,19.9099333333,32.8828666667
237.04,16.3636,14.2857333333,10.3029333333,17.4893333333,6.14726666666,16.4501333333,12.3810666667,20.0,33.9394
237.41,17.8632666667,16.5811333333,13.9316,20.7693,9.23080000002,21.4530666667,15.9828,22.6496,38.1195333333
237.79,24.6586,21.1244666667,19.0361333333,24.2570666667,15.2610666667,27.9518666667,20.4016666667,25.9438666667,41.0441333333
238.17,30.4762666667,28.1746666667,26.7459333333,29.4841333333,21.8253333333,36.1110666667,26.6667333333,31.9841333333,46.9841333333
238.54,29.3649333333,28.6508,26.6667333334,27.1032333333,20.1588,36.3492,27.5398,28.8888666667,46.4284
238.92,21.4635333333,21.7885333333,23.3334,18.6992,13.7398,31.0568,19.9187333333,22.3577333333,40.7318
239.29,20.2174,19.71,24.7101333333,18.2609666667,12.8986,29.2029333333,20.5072,23.8406666667,37.3912666667
239.67,19.19,19.003,21.7447333333,17.6946666667,11.9626666667,27.539,20.0623333333,23.8628,33.7072
240.04,10.3188666667,11.5942,13.3332666667,9.79716666667,4.40573333333,19.8841333333,12.5796666667,15.4784666667,24.4638
240.42,6.72000000001,8.0,9.38666666667,5.60000000001,1.76,16.96,9.49333333335,12.32,19.84
240.79,7.67546666666,8.55280000001,8.77193333333,7.23686666667,3.28933333333,16.7543333333,9.386,12.2806,17.4562666666
241.17,3.06413333333,3.31259999999,4.22366666667,2.443,-2.07033333333,13.1676666666,4.38933333333,7.49493333334,13.0847333333
241.54,0.219733333335,0.036733333334,0.183066666667,-0.1282,-4.28566666667,8.90106666667,0.586266666667,3.84613333333,8.75473333333
241.92,-2.00346666667,-2.107,-1.62346666667,-0.828999999998,-6.5284,7.39200000001,-1.45073333334,1.93426666667,7.32300000001
242.29,-3.4616,-3.9102,-3.6858,-2.41986666667,-8.26919999999,4.77553333333,-3.78213333335,-0.769266666666,5.2564
242.67,-1.96066666667,-1.41773333333,-0.995333333332,-0.105699999999,-5.64106666667,6.78733333333,-1.7496,1.65913333333,7.54126666667
243.05,-3.8222,-3.8518,-3.88146666667,-2.66673333333,-7.76286666667,4.53333333333,-4.02966666667,-0.740733333332,5.06660000001
243.42,-2.9566,-2.8116,-3.6232,-2.4638,-6.34793333333,5.33340000001,-3.59413333333,0.0290666666674,5.97100000001
243.80,-3.71006666667,-3.99986666667,-4.75366666667,-3.44926666667,-7.39126666667,3.76813333333,-4.17413333333,-1.82606666667,5.36233333333
244.17,-3.30466666667,-3.82193333333,-5.2586,-2.9598,-7.04026666667,4.08053333333,-4.25286666668,-1.954,5.20106666667
244.55,-3.38886666667,-4.13886666667,-5.5556,-3.86113333333,-8.0,3.33326666667,-5.05566666667,-2.8334,4.24993333333
244.92,-3.22573333333,-4.22046666667,-5.83346666667,-4.664,-7.71499999999,2.87646666667,-4.75820000001,-3.01066666667,4.2206
245.30,-0.238999999998,-1.40973333333,-2.84353333333,-2.0311,-4.22926666667,4.8028,-1.8876,-0.382266666666,5.87813333333
245.67,1.52013333333,0.108533333334,-0.999066666667,-1.52,-3.0184,5.29853333334,-0.347466666668,0.955466666667,6.71006666667
246.05,1.57433333333,0.466599999999,-0.622,-1.32163333333,-2.72113333333,4.8202,-0.174866666665,1.30226666667,6.39446666667
246.42,2.04446666667,1.13773333333,0.497666666665,-0.1601,-1.8844,5.29773333333,0.764533333333,2.43553333333,7.1288
246.79,1.37293333333,0.397133333333,-0.479666666666,-0.827133333333,-2.26653333333,4.10253333333,-0.148799999999,1.37293333333,6.1704
247.17,2.15506666667,1.28686666667,0.403066666667,0.364399999999,-1.02326666667,4.77526666666,0.496133333334,2.3256,6.88373333334
247.54,1.74813333333,0.962933333333,-0.325933333335,0.0073666666654,-1.71853333333,4.56306666667,-5.99897909126e-13,1.6148,6.19246666667
247.92,2.29893333333,1.29313333333,0.057533333334,0.258566666666,-1.2932,5.04306666667,0.186799999999,1.89666666667,6.25006666667
248.29,2.06106666667,0.6966,0.113799999999,-0.1991,-1.8622,4.29286666667,-0.398,1.64886666667,6.09806666667
248.67,2.30893333333,1.11113333333,0.707066666667,0.642200000001,-1.0102,4.86286666667,0.3174,2.36653333334,6.92633333333
249.04,1.31833333333,0.299533333334,-0.045066666666,-0.187233333334,-1.7976,4.28453333333,-0.7342,1.9926,6.30713333333
249.42,-0.5958,-1.40086666667,-1.81973333333,-2.0049,-3.5588,2.8502,-2.76973333333,0.805,5.02413333333
249.79,-1.198,-2.15293333333,-2.72566666667,-2.54343333333,-4.132,2.86453333333,-3.5418,0.572866666667,4.861
250.17,-1.981,-3.40953333333,-4.0382,-3.89516666667,-5.39053333333,1.8476,-4.43820000001,-0.704799999999,3.92386666667
250.54,-1.3772,-3.07373333333,-3.93206666667,-3.5329,-4.81026666666,2.7944,-3.81226666666,-0.299466666667,4.471
250.92,-0.736066666667,-3.00726666666,-3.47006666667,-3.32266666667,-4.64773333333,4.01686666667,-3.19666666667,0.294266666667,4.9422
251.29,-0.808866666666,-3.1694,-3.69393333333,-3.21306666667,-5.24593333334,4.3278,-3.14753333333,0.240533333334,4.93986666667
251.66,-0.599933333333,-3.8224,-3.2444,-3.06676666667,-4.99986666667,4.37773333333,-2.8,0.266733333333,4.7334
252.04,-1.2486,-4.66,-3.70126666666,-3.87943333333,-5.66319999999,3.902,-3.50053333333,0.0892000000006,4.32546666666
252.41,-1.758,-5.0458,-4.22373333333,-4.8173,-5.93613333334,4.08666666667,-3.653,-0.525133333333,3.81293333333
252.79,-1.9444,-5.1388,-4.537,-5.26603333333,-6.088,4.0742,-3.58793333333,-0.671333333332,4.07393333333
253.16,0.299933333334,-3.73693333333,-2.8604,-3.79453333333,-4.429,5.81313333333,-1.52246666666,0.507533333334,5.92846666667
253.54,2.0746,-2.28433333333,-1.53853333333,-2.6225,-3.58986666667,6.89966666667,-0.1398,1.44526666667,6.82979999999
253.91,0.483066666666,-3.7198,-2.65693333333,-4.1909,-5.38653333333,5.41053333333,-1.93233333333,-0.531333333333,5.43480000001
254.28,0.740733333334,-2.66673333333,-2.17286666667,-4.12346666667,-5.1852,5.95066666667,-1.9506,0.246866666665,6.04933333333
254.66,-0.940866666666,-4.56993333333,-4.7044,-6.38433333333,-7.82253333333,3.89786666667,-4.54306666667,-2.1774,3.89786666667
255.03,-2.6496,-6.21073333333,-6.92306666667,-8.00556666667,-10.0855333333,1.05413333333,-7.23653333333,-4.53,1.6808
255.41,-2.92966666667,-7.0852,-7.11493333333,-9.19276666665,-11.0910666667,0.568066666668,-7.44393333335,-5.38106666666,1.46493333334
255.78,-3.98766666667,-7.47653333333,-7.78820000001,-10.2181666667,-12.3988,-0.187066666668,-9.03419999999,-6.32406666666,0.996800000001
256.15,-3.8006,-7.13406666667,-7.97506666665,-9.93756666667,-12.2742,-0.280399999998,-9.18993333335,-7.47653333333,0.560733333341
256.53,-1.85006666667,-5.11013333333,-6.37286666667,-7.38616666667,-9.72093333335,1.1748,-6.87226666667,-5.60953333333,2.58439999999
256.90,-1.97833333333,-5.3118,-6.74793333334,-7.41196666667,-10.0814,0.352266666666,-8.34686666667,-6.12473333334,2.05973333333
257.28,-3.5206,-5.71786666667,-7.44066666668,-7.84029999999,-11.0113333333,-1.47313333333,-9.38820000001,-7.66553333333,0.773933333333
257.65,-2.96046666667,-4.5174,-5.943,-6.1404,-9.34206666667,-0.394666666665,-7.50006666666,-6.2938,1.90786666667
258.02,-1.76033333333,-2.95886666667,-4.663,-4.52243333333,-7.0972,1.23593333334,-5.61793333333,-4.21333333333,2.52806666667
258.40,-0.348399999999,-2.15353333333,-2.99286666667,-2.7791,-4.76633333333,2.83453333333,-3.43633333333,-2.77126666667,3.373
258.77,-0.705333333332,-2.296,-2.83546666667,-2.90456666667,-4.21846666667,2.66946666667,-3.02906666667,-2.4758,3.18126666667
259.15,-0.221799999999,-1.9962,-2.18113333333,-2.5263,-3.58586666667,3.19166666667,-2.1196,-1.82373333333,3.49973333334
259.52,0.0111333333334,-1.5994,-1.7114,-2.37146666667,-2.897,3.03146666667,-2.02466666667,-1.3424,3.35566666667
259.89,0.0315333333346,-1.5854,-1.6904,-2.3884,-2.5616,2.9816,-1.83733333334,-1.25973333333,3.42253333333
260.27,-0.194133333333,-1.89893333333,-1.77646666667,-2.73093333333,-2.7258,2.76666666667,-1.6948,-1.266,3.33826666667
260.64,0.625066666666,-1.121,-0.7738,-1.8404,-2.01386666667,3.77973333333,-0.882866666668,-0.2182,3.93853333333
261.01,0.277799999999,-1.4782,-0.892866666668,-2.12783333333,-2.14273333333,3.53186666667,-0.684533333332,-0.317466666669,3.39293333334
