wavelength,Back_ParDomm,Belly_ParDomm,Breast_ParDomm,Crissum_ParDomm,Crown_ParDomm,DorTail_ParDomm,Rump_ParDomm,Throat_ParDomm,WingTip_ParDomm
193.23,-4.20621481482,-11.6071333333,-13.5714,7.12125454541,7.29158333334,-5.29766666666,-5.35706666669,21.0714666667,10.5953333333
193.61,10.8916592592,6.41963333332,1.11106666667,18.5297454546,21.0801833333,7.28393333332,8.39513333331,41.2346,32.8395333333
193.99,-3.68950370371,-0.32056666666,-12.8205333333,6.85314545454,16.1219,1.28210000002,1.15379999998,26.7948666667,23.3334
194.37,-30.1185185185,-27.4666666667,-34.8,-17.3696969697,-12.5666666667,-23.0,-27.3333333333,4.93333333334,-3.46666666666
194.75,-22.2223111111,-17.2042333333,-25.8063333333,-10.2540727273,-10.91395,-14.2474,-18.9247333333,10.0,-1.72039999999
195.13,-25.4236222222,-24.3503333333,-38.5311333333,-14.9873212121,-16.2428833333,-20.113,-28.0225333333,5.53679999998,-9.15233333333
195.51,-31.8082666666,-27.2549,-50.3268666666,-17.1598,-18.0392833333,-23.7255666667,-43.1372666667,4.9673333334,-7.71253333333
195.89,-33.6183185185,-19.8077333333,-40.3845999999,-22.4475818182,-18.6217333333,-17.1154333333,-34.4872666667,9.23080000008,-11.5386666667
196.27,-35.3638074074,-15.2297333333,-40.5747333333,-25.203769697,-25.1436166667,-24.3678333333,-36.8965333333,3.44833333341,-18.6206
196.65,-12.2271555555,2.13336666668,-17.1555333333,0.08078181818,-2.13321666666,-3.24443333333,-11.9112,17.6000666667,-1.68886666665
197.03,-21.4813777778,-7.41303333333,-20.6964,-10.3934363636,-10.7461833334,-4.17926666666,-20.8956,15.5223999999,-1.29353333334
197.40,-27.5512444444,-12.6865333333,-17.9104666666,-14.3827030303,-15.2237333334,-7.51263333334,-23.5820666667,12.4378,-3.1842
197.78,-87.9758074075,-65.5812666667,-68.9924000001,-61.6350787879,-65.8527333333,-53.4107333333,-77.8294000001,-22.4805333333,-50.0774666667
198.16,-243.434244444,-211.6668,-216.0606,-209.311163636,-208.712133333,-180.606066667,-240.909,-107.2728,-178.787733333
198.54,-186.827674074,-157.826133333,-157.681266667,-164.005212121,-159.20285,-118.840633333,-183.188333333,-67.5362666667,-130.434666667
198.92,-253.259259259,-200.833333333,-208.666666667,-223.090909091,-209.833333333,-171.0,-237.0,-108.666666666,-175.333333333
199.30,-338.436214815,-239.4444,-250.7408,-273.198709091,-271.388966667,-235.370333333,-295.925933333,-158.518533333,-215.555666667
199.68,-1730.18518519,-1235.0,-1288.33333333,-1375.0,-1377.08333333,-1231.66666667,-1436.66666667,-889.999999999,-1115.0
200.06,-897.037037037,-731.25,-722.500000001,-796.818181819,-777.291666667,-725.416666667,-819.166666667,-610.0,-618.333333333
200.44,-1463.40740741,-1300.66666667,-1332.0,-1423.03030303,-1289.33333333,-1270.0,-1460.0,-1056.0,-1068.0
200.82,2157.77777778,1884.16666667,1973.33333334,2179.39393939,2010.0,1946.66666667,2135.0,1598.33333333,1606.66666667
201.19,9788.14814815,8539.99999999,9426.66666668,9925.45454546,9179.99999999,9503.33333334,9759.99999999,7800.00000001,7833.33333333
201.57,557.518518519,490.5,554.0,568.575757576,533.833333333,567.166666667,568.666666667,485.333333333,488.333333333
201.95,430.925992593,369.1667,430.238133333,429.090848485,419.2261,440.7144,448.571533333,382.1428,380.476333333
202.33,608.538162963,515.087766667,608.772066667,594.194472727,610.614,632.9824,623.508733333,531.579066667,525.965066667
202.71,406.786222222,342.9033,417.634466667,398.357830303,418.548516667,430.860166667,427.957066667,368.387133333,360.215
203.09,256.949874074,223.791066667,270.326866667,255.686418182,271.699333333,276.209,264.575266667,237.124133334,238.169866667
203.47,260.655266667,231.538433333,280.1282,266.584987879,282.49995,282.756433333,270.128266667,243.974266667,255.897266667
203.85,245.136666667,231.9672,268.961733333,254.455769697,275.81955,273.6613,261.311533333,240.765066667,250.3824
204.22,229.629607407,215.384633333,261.435866667,231.272709091,257.8462,252.769233333,251.897533333,222.4616,232.820466667
204.60,163.787718519,148.6254,179.312666667,160.231266667,181.769783333,175.979433333,176.975866667,159.037866667,165.360866667
204.98,161.497392593,147.275866667,178.709733333,159.902266667,177.957083333,173.835166667,178.852933333,160.501933333,159.856466667
205.36,176.113451852,157.7366,192.181133333,172.458018182,197.880683333,185.967133333,196.460933333,176.296266667,175.061733333
205.74,194.256637037,173.4299,212.173933334,188.651642424,219.2271,210.338266667,217.101533333,194.879266667,187.343066667
206.12,249.024985185,230.2041,275.7824,251.614218182,288.8434,274.2858,281.360533333,257.006866667,235.782333333
206.50,254.475303704,229.305566667,270.972266667,248.005054546,285.520816667,279.6528,288.0554,267.639,236.388933333
206.87,259.420266666,225.797133333,266.521666667,244.282012121,283.949333333,274.855033333,285.3622,263.478266667,230.579733333
207.25,325.162037037,277.8125,342.291666666,299.242424242,367.083333334,361.354166667,373.333333333,348.541666667,281.041666667
207.63,319.101955556,274.646566667,332.929533333,300.661145455,352.9292,355.6566,370.303,356.767666667,266.060333333
208.01,351.507933333,286.309533333,348.571533333,334.805193939,371.250033333,374.285866667,404.285866667,387.857066667,264.285733333
208.39,289.015933333,242.7618,270.095333334,279.186175758,307.476116667,308.190333333,315.999933333,316.3808,214.666666667
208.77,482.045829629,412.5396,422.857066667,456.046242424,495.714266666,503.6507,505.0794,509.523666667,337.777733333
209.14,456.562962963,391.866666667,378.666666667,405.987878788,457.666666667,455.733333333,458.933333334,467.466666667,332.8
209.52,316.856718519,275.3153,269.3694,285.356115152,314.729866667,315.6758,313.3334,316.036,217.6576
209.90,289.698666667,244.108466667,240.31,258.632824242,284.689916667,277.752033333,284.9612,278.7596,198.1396
210.28,219.502059259,176.994733333,176.721333333,191.15750303,209.726816666,213.1147,211.9126,208.961666667,156.1748
210.66,212.718081482,170.056433333,175.4802,194.864018182,208.954766667,205.819266667,208.587333333,206.7796,146.8926
211.03,182.098740741,156.6205,160.3704,173.004945455,180.300833333,180.3241,186.944333333,182.870333333,131.111066667
211.41,170.538088889,144.523766667,145.873066667,159.098030303,165.952383333,160.3969,170.1588,161.904733333,125.793533333
211.79,151.639192592,130.141866667,132.978733333,138.845981818,150.212816667,145.532,154.255333333,138.865333333,114.3974
212.17,150.575666667,134.3232,139.274,139.753933333,154.950483333,149.934233333,157.755933333,137.953733333,119.669933333
212.55,167.036970371,144.960433333,152.9366,152.272557576,172.301533333,170.3967,180.7938,151.0318,136.1112
212.92,150.526703704,132.4073,142.888866667,138.060666666,164.31485,155.6296,170.000066667,139.1852,128.073866667
213.30,147.348607408,130.606166667,145.530266667,137.837442424,165.511366666,156.477433333,167.803066667,134.469666667,125.7576
213.68,162.274007407,140.658966667,158.372133333,146.575151515,179.7674,172.713133333,184.186066667,149.612266667,145.813933333
214.06,162.623133333,138.980366667,160.8628,145.803890909,179.294166667,171.843,183.7648,151.0588,157.568733333
214.44,162.431281481,142.705766667,160.705866667,146.331593939,177.235366667,164.549033333,183.7648,148.941266667,163.0588
214.81,195.191081482,164.3386,190.687733333,163.925054545,208.571383333,194.444466667,214.709,164.232733333,199.788466667
215.19,417.718518518,308.133333333,400.0,337.406060606,454.466666667,415.733333333,446.666666667,340.533333333,445.066666667
215.57,1170.27777778,867.5,1163.33333334,984.09090909,1314.375,1181.66666667,1311.66666667,994.166666668,1262.5
215.95,-1393.58038519,-982.222266666,-1335.5556,-1168.08078788,-1616.38875,-1376.6668,-1527.7778,-1198.88893333,-1553.33333333
216.32,-256.481437037,-126.944366667,-217.5,-182.727248485,-301.805516667,-237.777833333,-277.777866667,-206.944333333,-285.555466667
216.70,-411.990740741,-180.0,-350.416666667,-284.469696969,-463.333333333,-349.791666667,-427.083333333,-328.75,-401.666666667
217.08,-217.828925926,-76.7816,-189.6552,-155.360515152,-233.79305,-182.6435,-214.7126,-168.965466667,-209.655066667
217.46,-174.920785185,-47.8095333333,-142.2856,-125.800963636,-186.00005,-136.666666667,-167.999933333,-136.0,-171.809533333
217.83,-103.280518519,-7.30166666669,-79.0477333333,-79.0331696971,-125.872916667,-81.0317333333,-96.9841333334,-75.2381333333,-96.8253333333
218.21,-94.925925926,-2.08333333334,-67.3333333333,-72.1515151515,-122.583333333,-69.75,-90.3333333335,-68.6666666667,-70.3333333334
218.59,-62.6612148148,6.85203333332,-46.6666000001,-47.0258606061,-85.5555500001,-50.5557,-56.7899999999,-48.8889333333,-34.5681333333
218.97,-102.420955556,-12.5203333333,-74.7967333333,-84.878030303,-133.902516667,-90.8129999999,-95.2844666667,-96.7480666666,-71.3820666667
219.34,-111.1112,-20.7206666666,-67.2070666667,-90.5652060606,-138.333333333,-100.2703,-101.441533333,-101.4414,-69.5496666667
219.72,-81.6162296297,-7.0455,-40.1514666666,-58.7741090909,-101.74235,-84.8485666668,-71.6666666668,-73.3333333333,-43.1818666667
220.10,-61.6596814815,-4.19763333335,-34.6913333333,-48.3164787878,-74.5679333333,-73.1481333333,-59.2592666667,-61.8519333334,-24.4444666667
220.47,-61.045111111,-6.3095,-31.0714,-47.2078,-67.52975,-67.7975999999,-53.5714666667,-62.7380666666,-30.0001333333
220.85,-45.7730148148,-1.85163333334,-22.5395333333,-34.4588424242,-52.7249666667,-57.2487333334,-38.9418,-48.9946666667,-24.3386666667
221.23,-48.2029777778,10.4939333333,-15.3084666667,-36.3523878788,-57.8396166667,-68.7035333333,-41.4813333333,-54.6913333333,-25.0616666666
221.61,-71.4905185186,-3.41459999999,-39.6747333333,-66.666678788,-93.7805833332,-115.691066667,-68.6178,-92.3576000001,-54.7968666667
221.98,-124.316748148,-32.5287999999,-89.4251999999,-122.152642424,-159.7701,-188.275766667,-132.873466667,-170.5746,-117.471266667
222.36,-69.6295555555,9.41176666666,-42.1569333333,-71.3904484849,-105.588216667,-128.7254,-72.1568666666,-121.7646,-81.9608
222.74,-96.8592592594,-1.19999999994,-64.5333333332,-105.042424242,-157.0,-186.533333333,-119.466666667,-183.466666667,-125.6
223.11,-94.5954,-25.1852333333,-89.8765333333,-123.142818182,-177.469116667,-200.617333333,-142.963,-189.1358,-123.209866667
223.49,-104.444377778,-51.8888333333,-114.888933333,-133.596090909,-194.722233333,-211.666633333,-161.777733333,-209.555466667,-142.4444
223.87,-250.936770371,-142.156833333,-268.627466667,-300.534824242,-394.999883333,-437.058633333,-352.156866667,-429.8038,-304.7058
224.24,-156.225785185,-74.1269666666,-192.380933333,-206.839709091,-295.714416667,-319.365033333,-251.1112,-305.714266667,-193.015866667
224.62,-230.762585185,-148.627566666,-292.549066666,-322.816272727,-429.705883333,-456.862833333,-361.568733333,-423.9216,-272.156866667
225.00,-416.498229629,-294.8484,-463.0304,-558.732836364,-725.454599999,-746.060733333,-600.6062,-712.727266667,-479.999933333
225.38,-199.06597037,-162.1739,-243.768,-256.020975757,-332.2464,-348.550766667,-294.203,-344.057866667,-223.768066667
225.75,-71.4578074075,-54.3971333333,-100.9928,-101.972872727,-128.120533333,-146.5248,-127.234,-138.297866667,-78.0141333333
226.13,-51.9712962963,-40.9139666667,-71.7204,-73.313769697,-87.3924666666,-105.430033333,-93.0106666667,-95.8063999999,-56.8816666667
226.51,-68.9331333333,-60.3979333333,-90.2486666667,-94.4277090911,-101.64185,-121.741533333,-115.621866667,-112.2388,-65.5722
226.88,-42.387762963,-34.7451,-62.9019333333,-66.0676606061,-69.6472000001,-84.7451333333,-81.6469333333,-77.4117999999,-43.1370666667
227.26,-42.6516296296,-29.6211,-59.6211333333,-62.6652181819,-64.9620833333,-75.2652333333,-76.1362666666,-72.1969333333,-42.5755333333
227.64,-42.2133703704,-27.9519333333,-59.1968,-61.7889272727,-64.9598333333,-71.6466,-78.7148,-73.5743333333,-39.8394
228.01,-16.3636666667,-6.42423333333,-29.6362666667,-32.9476666667,-33.4241666667,-35.5154,-44.788,-40.0606666667,-17.9999333333
228.39,-27.7116296296,-18.3334666667,-33.2143333334,-39.6483272727,-37.79745,-40.8630333333,-53.3332,-49.8810666667,-28.4524
228.76,-23.5720666666,-13.4745333333,-29.4350666667,-31.730769697,-30.2683,-34.8589333333,-44.5764,-42.7682666667,-22.147
229.14,-12.2223407407,-2.23813333334,-18.7142,-20.8138181818,-18.0833833333,-20.1665333333,-28.9999333333,-28.5714666667,-8.95253333334
229.52,-9.70612592593,-1.72033333334,-14.8386,-17.9355515152,-20.4839166667,-17.4623333333,-24.8602,-24.4299333333,-7.0108
229.89,-11.1611777778,-3.64013333331,-13.9878,-18.0366666667,-22.2187666667,-18.4865666667,-24.867,-25.5623333333,-7.3212
230.27,-12.4972666667,-3.43086666667,-15.2436666667,-16.5336363636,-22.5535333333,-17.8752333333,-23.3138,-24.9512666667,-7.21233333332
230.65,-6.52704444445,0.83776666668,-8.41186666667,-8.10732727273,-14.7380166667,-9.24956666667,-13.9965333333,-14.9040666667,-2.05926666667
231.02,-6.60534814813,0.25913333334,-7.87573333331,-5.97576969698,-14.83595,-7.34026666667,-12.4696666667,-13.2642666667,0.483533333334
231.40,-6.86968148147,-2.63966666666,-8.66333333332,-5.73456363636,-14.4416666667,-7.37726666665,-13.3333333333,-12.0473333333,1.96273333333
231.78,-7.04468148148,-3.06123333333,-8.0612,-6.70078787879,-12.9762,-8.4863,-11.7346666667,-10.2720666667,2.65313333333
232.15,-10.439962963,-5.19333333333,-11.0864666667,-9.02063636362,-17.6334333333,-11.2523333333,-14.7696666667,-14.8434666666,1.14173333333
232.53,-3.72666666667,2.0276,-6.01373333333,-3.3396,-12.7577833333,-4.05506666667,-5.66999999999,-6.49486666666,6.39166666666
232.90,-5.31199259259,-0.449166666666,-8.0828,-6.23317575756,-14.9912333333,-6.33853333333,-8.87726666667,-8.70473333333,2.48693333334
233.28,-10.5096518518,-8.15416666666,-14.337,-11.042769697,-19.8567166667,-13.1541666667,-15.3404666667,-14.9820666667,-4.58759999999
233.66,-12.4555555555,-11.9845,-16.2620666667,-14.3317939394,-18.62235,-14.1425333333,-16.686,-16.8400666667,-5.66466666667
234.03,-11.8518888889,-12.1739333333,-14.4099333333,-11.7447393939,-18.7162833333,-12.8570666667,-13.3332,-15.9834,-4.88619999999
234.41,-9.74377037037,-8.82483333333,-9.829,-11.7986969697,-15.4378333333,-10.171,-9.53,-14.829,-2.30773333335
234.78,-11.6948592593,-8.23396666667,-10.3312,-14.7904242424,-18.1237833333,-13.1568,-10.1544,-17.0419333333,-5.4304
235.16,-4.21456296296,-1.5135,-2.87353333333,-5.8550909091,-8.93671666667,-7.10746666667,-2.87346666668,-9.96160000001,1.57080000001
235.54,-6.2750148148,-3.16099999999,-5.21073333334,-8.14361212121,-11.6187666667,-9.86596666666,-4.40613333333,-13.3718,-0.34486666666
235.91,-1.18042222223,0.868199999998,-4.02773333333,-5.38173939393,-8.93230000001,-6.00669999999,-0.902799999994,-9.65273333334,3.36833333334
236.29,-0.642518518534,0.098,-2.51633333334,-5.16929090909,-8.35785,-5.29416666667,-1.96086666667,-8.66019999999,3.95439999999
236.66,-0.24074074074,-0.016666666666,-2.20000000001,-4.94545454547,-7.25,-6.08333333334,-3.36666666666,-9.06666666667,3.39999999999
237.04,3.01922222222,4.0067,0.269400000006,-0.220424242417,-4.36871666667,-2.64303333333,0.875333333326,-6.22900000001,7.8114
237.41,3.79105185185,3.86323333334,0.581133333341,-0.07767272728,-3.76916666667,-3.74363333333,0.205266666667,-6.46153333333,6.56433333333
237.79,3.71446666667,4.93593333333,1.85886666667,-0.568151515166,-2.3719,-3.17316666667,1.15379999999,-6.34613333334,6.28193333334
238.17,2.45171111111,5.13313333335,1.09546666665,-1.19221818181,-2.33183333333,-2.75443333334,-0.813666666674,-7.38653333332,6.41626666666
238.54,6.61296296296,6.74200000001,4.31373333334,2.36385454547,0.49785,0.06033333334,1.96073333333,-4.58533333333,9.2308
238.92,7.87428148149,8.65546666666,5.88233333333,4.23981818183,2.507,2.241,3.02526666665,-2.24073333333,13.2492666667
239.29,6.16222962962,8.8361,5.66086666667,2.02717575759,0.768683333332,2.06896666667,1.58033333334,-3.36220000001,10.8907333333
239.67,8.95352592593,10.9259666667,9.33866666669,5.26935151516,3.86246666667,4.9866,5.34386666667,-0.132199999998,12.5132666667
240.04,9.11677037038,12.4787333333,11.8193333333,7.74113333333,6.96578333333,9.08410000001,7.64353333333,1.63613333333,13.7484666667
240.42,9.7929111111,12.5878666667,10.5044666667,7.65163636363,6.15125,9.26529999999,8.77193333333,2.39033333333,13.2676
240.79,8.43840740741,11.2670666667,8.92786666667,5.83386666667,4.54675,8.13833333334,6.29613333334,0.643200000001,12.4173333333
241.17,7.80265185185,10.1828,9.12719999999,5.4211939394,4.3974,7.86383333333,5.71913333333,0.2992,12.9177333333
241.54,8.20235555555,10.5161333333,9.30473333332,6.65883636365,4.87088333333,8.4659,6.85306666667,1.80646666667,15.1826
241.92,9.8302962963,12.2092,10.9681333333,9.09099393939,6.1664,10.0909666667,8.17406666666,4.80833333333,17.5436666667
242.29,10.9184444445,13.3507666667,11.3690666667,10.3522787879,6.9757,11.0170666667,9.43959999999,6.6782,18.1050666667
242.67,10.6562518519,13.0868,11.0612,10.8545818182,6.92398333333,11.5112,9.29260000001,6.96686666667,17.9315333333
243.05,10.3610666667,11.6380333333,10.2034666667,10.9849636364,6.70315,11.445,8.74286666666,6.82306666667,16.8283333333
243.42,10.0842,10.4864,9.57426666665,10.7203272727,5.92703333334,10.9372,8.26759999999,6.35253333333,16.7374666667
243.80,10.5052518519,10.7611,9.7512,11.8289636364,5.7339,11.2437,8.388,6.4676,17.6616
244.17,9.72572592594,9.50053333333,8.28999999999,11.0967575758,4.44041666667,9.4524,7.16626666667,5.65813333333,16.8682666667
244.55,9.20715555555,8.4551,7.95873333333,10.9804727273,4.29071666667,8.99816666667,6.0206,5.63673333333,16.7415333333
244.92,9.74277037036,8.84243333333,8.75560000001,11.7881454545,4.7542,9.87376666667,7.22373333334,6.62313333334,16.9625333333
245.30,10.4436740741,9.50946666667,8.99086666666,12.2877818182,5.31361666667,10.4019333333,7.72819999999,7.60766666667,17.2818
245.67,9.7218,9.32746666667,9.12046666667,12.0379454545,5.10711666666,10.8943666667,7.4354,7.44280000001,16.785
246.05,8.6173037037,7.89510000001,7.90186666666,10.9505272727,4.04841666667,10.3624666667,6.566,5.98853333333,15.7234666667
246.42,8.00354814814,6.85423333333,7.31693333333,10.0671030303,3.52396666667,10.1503,5.4472,4.9406,15.1030666667
246.79,7.6823925926,6.45903333333,7.01866666667,9.35272727273,2.76765,9.24686666667,4.6754,4.28853333334,14.8167333333
247.17,7.86791851853,6.93133333334,7.2448,9.37766666667,2.86588333334,9.41646666667,4.8514,4.31113333333,15.2999333333
247.54,7.74978518519,7.00049999999,7.2572,9.27781212121,3.16126666667,9.51963333333,4.96646666667,4.36573333333,14.6945333333
247.92,7.94585185186,7.37243333334,7.66346666667,9.27752727272,3.71585,9.91123333334,5.28986666667,4.3918,14.6954
248.29,8.19202222222,8.09946666667,8.47466666667,9.93666060605,4.26301666667,10.5140666667,5.95513333333,4.87333333333,15.0342
248.67,8.27060740739,8.4589,8.60880000001,10.0948787879,4.50843333333,10.7704333333,6.37673333333,4.92746666666,14.9178
249.04,7.7595111111,8.2414,8.29933333334,9.88386666667,4.25306666667,10.3476666667,6.10726666667,4.4444,14.6633333333
249.42,7.72461481482,8.29610000001,8.77726666667,10.1281212121,4.564,11.0180333333,6.42746666666,4.42313333333,14.673
249.79,7.01987407407,7.36963333333,7.7854,9.17955757576,3.55696666667,10.3327,5.55353333333,3.02346666667,13.5856666667
250.17,6.8767037037,7.35126666667,7.565,8.7674909091,3.08381666667,9.5879,5.13626666667,2.373,12.9553333333
250.54,7.10308888889,8.11423333334,8.10446666667,8.99889090908,3.45255,9.67,6.01966666667,2.64053333333,13.2158666667
250.92,8.05088888887,9.62396666667,9.36500000001,10.3852606061,5.01723333333,11.1595666667,7.66733333333,3.74046666667,14.2995333333
251.29,7.95285185185,9.94666666667,9.56939999999,10.3936,5.59945,11.0315666667,7.90466666665,3.83493333333,13.9524666667
251.66,8.71294074073,10.9942333333,10.0578,10.4844121212,6.33586666667,11.4135,8.55386666667,4.59146666667,14.953
252.04,8.6062962963,11.3778333333,10.0804,10.3609030303,6.44936666667,11.4510666667,8.64760000001,5.1098,14.9562666667
252.41,8.36763703705,10.7510666667,9.46346666668,9.80049090911,5.95258333333,10.9176,8.16133333333,4.55066666667,14.2654
252.79,7.36271851851,10.0911666667,8.70913333333,8.75203636364,5.3266,10.3834666667,7.50959999999,3.6142,14.0774
253.16,6.80411851852,9.33626666668,7.75739999999,7.86646060605,4.73311666667,9.89703333333,6.65886666667,2.9442,13.6157333333
253.54,6.99672592593,9.78669999999,7.8638,7.72156363636,4.6895,9.7007,6.94360000001,3.5764,13.8196666667
253.91,7.88556296295,10.8181666667,8.5076,8.72652121213,5.57,9.90913333333,7.70466666665,4.87113333333,14.6665333333
254.28,8.04654074074,11.5717666667,9.29940000001,9.4751939394,6.23893333333,10.3561666667,8.285,5.5904,15.0446
254.66,8.36085925925,11.3252333333,9.06666666665,9.6769939394,5.88696666667,9.86253333333,7.93533333333,5.39793333333,14.9657333333
255.03,6.77474074073,9.12730000001,6.89646666667,7.62721818181,3.76121666666,7.80763333333,5.93433333333,3.53346666666,12.8820666667
255.41,6.8125925926,8.63759999999,6.3404,7.12674545454,2.91668333333,7.57506666667,5.50246666667,2.61906666667,12.6455333333
255.78,5.79058518518,7.796,5.26673333333,6.76693939395,2.13196666667,6.57196666667,4.58006666667,1.45446666667,11.9694
256.15,5.56318518518,7.45596666667,5.21413333333,6.73165454545,2.09313333333,6.2923,4.10466666667,1.68693333333,12.2507333333
256.53,6.69621481481,8.89033333333,6.7464,7.69300000001,2.87585,7.82486666667,5.39346666667,3.2716,13.7400666667
256.90,8.18724444444,10.1188,8.6018,9.19890909091,4.264,9.0036,7.0602,5.0184,14.5632
257.28,8.84317037038,11.1186333333,9.41260000001,10.1853939394,4.95518333333,9.82053333334,7.95366666667,6.1054,15.0766
257.65,9.10611851853,10.5623,9.00266666667,10.4864060606,5.28783333333,9.76553333333,7.82466666667,5.984,15.5956666667
258.02,10.1781407407,11.5205333333,10.292,11.1761333333,6.29574999999,10.8647,9.1008,7.23373333333,16.6782
258.40,9.7022148148,10.5845666667,9.34906666669,10.5156060606,5.76768333333,10.4890333333,8.62186666667,6.69126666666,16.0894666667
258.77,8.67142222222,9.62656666666,8.77873333333,9.9074,5.25113333333,10.1394333333,7.89433333333,5.95406666667,15.3468
259.15,8.72902962964,9.75636666666,9.02946666667,10.1128727273,5.46893333333,10.4929,7.95546666667,6.15646666666,15.7689333333
259.52,8.54493333332,9.73663333334,9.27513333333,10.1521454546,5.63193333333,10.5283666667,8.04293333333,6.51933333334,15.6117333333
