wavelength,Back_SalGrof,Belly_SalGrof,Breast_SalGrof,Crissum_SalGrof,Crown_SalGrof,DorTail_SalGrof,Rump_SalGrof,Throat_SalGrof,WingTip_SalGrof
194.37,50.8570666667,48.1904666667,23.0475999999,29.7143333333,89.9047333333,14.8571999999,61.3332666666,105.904866667,61.3333333333
194.75,45.5783333333,44.626,33.8775333333,32.1088,71.9728000001,25.9864666667,52.3809333333,94.1496666667,54.1497333334
195.13,53.1972666667,60.1360666667,42.8570666667,48.9796666667,74.4218000001,36.1904666666,60.8161333334,110.204133333,66.3945333333
195.51,77.6576666666,83.7836666668,55.1350666667,84.8649333333,96.0359333333,55.8558,89.0090666665,152.6126,101.981933333
195.89,80.3509333335,80.8187333333,56.1403999999,87.0174666667,83.7426666668,66.6667333333,89.7076000001,125.2632,88.1871999999
196.27,75.7671333333,73.5449333333,54.7089333333,88.6772666667,80.7408,66.4550666667,88.0423333333,117.883733333,85.8200666667
196.65,64.2254000001,54.4602,47.0422666667,80.3756666667,67.6056000001,56.8075333334,77.8404,101.596266666,72.8638666666
197.03,60.614,52.0175333333,51.3158666667,74.5613333333,66.7543333334,53.5088666668,73.5087333333,94.6491333333,65.7895333334
197.40,64.5833333333,65.1666666667,66.5,86.0833333333,81.1666666667,65.4166666667,81.5833333333,102.25,76.1666666667
197.78,71.7216,69.3772666667,71.9411999999,91.2819333334,85.5678000001,70.4029333333,83.8828666666,104.468733333,77.2161333334
198.16,71.4074666666,73.3334000001,71.7037333333,96.2961999999,91.3333333333,75.4074000001,85.9259333333,107.185333333,80.0000000001
198.54,62.6666666666,69.0833333334,70.0833333333,95.6666666666,90.8333333334,77.5833333333,84.75,104.5,78.8333333333
198.92,64.9734666666,71.2167333333,72.3811333334,104.232933333,101.904733333,84.2328,97.1428666668,109.312133333,84.5502
199.30,68.0209333334,71.5626,76.3543333334,106.875066667,103.8542,84.4791999999,100.729133333,111.0418,88.3332666667
199.68,62.0431999999,66.6666666667,72.7958,94.1935333333,99.0323333332,77.9570000001,95.2687333333,104.516,76.8817333334
200.06,67.7776666667,80.1589333333,89.2064,107.301733333,127.143,88.7301999999,111.587266667,133.8094,96.8254666668
200.44,79.2380666667,106.4762,111.4286,121.904733333,151.4286,111.238066667,125.523666666,165.3334,123.619066667
200.82,86.5040666667,123.577266667,119.837466667,123.9024,155.609666667,119.512266667,126.016266667,165.203333333,125.3658
201.19,117.471333333,161.379333334,154.942466667,161.1494,202.298866667,157.0114,155.402333333,212.413733333,167.586266667
201.57,138.840533333,174.4928,163.768066667,173.623133333,224.6378,171.014533333,159.999933333,240.579733333,178.260866667
201.95,146.666666667,191.8182,169.090933333,166.363733333,226.3636,188.1818,162.121133333,231.515066667,193.030333333
202.33,147.1112,175.555533334,166.666733333,166.6666,194.0,176.0,153.333466667,219.777733333,185.111266667
202.71,163.636466667,183.4344,180.606,171.111066667,199.191866667,168.080866667,162.828266667,229.494933333,198.787866667
203.09,157.948733333,178.8034,176.068466667,159.487133333,182.222266667,159.999933334,158.6324,216.752133333,186.3248
203.47,144.0,160.266666667,152.666666667,142.266666667,166.0,145.466666667,143.866666667,181.6,159.333333333
203.85,136.307733333,149.9486,147.0768,137.025666667,154.359,135.794666666,134.461466667,164.718,147.692266667
204.22,140.190533333,150.571466667,151.428533333,141.999933334,156.952266667,138.4762,137.523733333,162.8572,145.619133333
204.60,139.909866667,144.684733333,147.8378,140.990866667,151.5314,137.747733333,136.936866667,156.756666667,137.927933333
204.98,135.473333334,135.8026,141.8106,136.0494,143.045266667,133.086466667,137.6132,146.9136,133.827333333
205.36,127.4074,130.7408,138.370333333,136.740733333,139.333333333,133.777666667,137.037066667,146.6666,130.963
205.74,123.9584,127.6388,132.777733334,134.166666667,134.0972,131.388866667,135.486133333,141.25,127.430666667
206.12,122.1986,124.397133333,132.624333333,134.8228,134.7518,130.851066667,136.312133333,146.453933333,125.177333333
206.50,131.440266667,135.473266667,148.312733334,144.033,147.818866667,141.4816,148.065733333,158.354066667,134.1564
206.87,131.022266667,144.177733333,153.511266667,150.9334,151.7332,145.955466667,150.666666667,159.111066667,133.8668
207.25,131.4666,146.933266667,155.822066667,154.9332,154.4002,147.822333333,151.3778,161.688933333,138.8444
207.63,134.747333333,149.797933333,164.141466667,162.222133334,162.121266667,160.505066667,154.8484,173.434333334,147.575733333
208.01,141.6666,156.666466667,173.095133333,182.618933334,171.190533333,177.619,170.119,193.809466667,161.4286
208.39,123.825,138.251333333,149.6176,162.185933333,150.928933333,158.032733333,151.584666667,172.2404,145.7924
208.77,127.6,151.066666667,163.6,179.066666667,170.8,171.2,163.733333333,195.066666667,165.466666667
209.14,138.947333333,175.789466667,184.2104,209.1226,191.7544,197.017533333,182.631533333,237.543866667,188.5966
209.52,111.212133333,140.303,144.545466667,168.030266667,152.121266667,156.666666667,144.545466667,183.939466667,149.697
209.90,115.789533333,157.894733333,164.210466667,190.5264,168.596533333,181.9298,162.631533333,204.385866667,172.631466667
210.28,122.988533333,181.149333333,197.9312,229.425266667,187.126333333,205.977066667,193.333266667,233.5632,201.379333333
210.66,107.027,152.432333333,172.792933333,195.315333333,157.1172,176.036066667,167.207133333,193.6936,167.387466667
211.03,106.1438,133.986866666,155.2942,168.2352,146.797266667,157.7778,160.130733333,172.418266667,148.7582
211.41,110.068066667,135.374066667,154.013666666,175.102133333,156.3266,164.897933333,170.3402,178.231266667,149.659933333
211.79,137.9048,175.238066667,197.142733333,225.714266667,200.5714,202.4762,229.714266667,222.4762,179.809533333
212.17,145.976933333,191.494266667,220.919466667,235.6322,222.7584,212.4138,255.862,232.413933333,190.574733333
212.55,158.4848,232.727266667,273.333333333,282.424333334,257.272733333,247.575733333,322.121133333,283.0304,222.7274
212.92,122.745133333,167.647066667,195.098,200.0,178.6274,174.5098,233.333333333,199.215733333,151.372666667
213.30,131.034533333,182.528666667,219.770066667,226.436866667,204.8274,193.103466667,267.126333333,215.402333333,167.356333333
213.68,158.494666667,212.258066667,243.225866667,243.440866667,228.602133334,220.6452,297.6344,243.871066667,194.1934
214.06,137.4604,174.4444,205.873066667,192.381,188.7304,173.015866666,244.7618,203.174666667,161.111066667
214.44,120.3334,143.999933333,167.5556,154.777866667,156.3334,144.444466667,194.777933333,165.1112,134.222266667
214.81,135.640933333,159.999933333,176.923,172.820533333,174.8718,157.564066667,216.282066667,182.435866667,144.1024
215.19,190.101,215.555533333,243.6362,245.8586,244.444466667,220.606066667,300.8082,257.575733333,193.333266667
215.57,229.444466667,264.166733333,293.3334,296.666666666,292.5,262.7778,369.444466667,317.499866667,229.722133333
215.95,187.8432,213.9216,228.431333333,230.7844,225.882333333,209.215733333,278.627333333,256.0784,186.078266667
216.32,159.8484,178.0302,183.939333333,194.848466667,191.5152,176.515066667,231.969733333,214.091,159.697
216.70,233.827066667,243.4566,266.1728,281.975133333,285.432133334,252.592533333,337.5308,303.703733333,231.851866667
217.08,830.476133333,825.714199999,899.999933334,964.761866668,1008.57146667,892.381,1146.6666,1023.80946666,795.2382
217.46,2033.33333333,1975.5556,2106.66673333,2233.33333333,2388.88893333,2157.77786667,2646.6666,2340.00006667,1906.66666667
217.83,-716.666666666,-653.333333334,-698.333333333,-789.166666666,-825.833333333,-722.5,-890.833333333,-805.833333333,-655.833333333
218.21,-229.4444,-215.555533333,-209.166666667,-248.8888,-275.000066667,-237.222266667,-273.333466667,-252.7778,-213.333333333
218.59,-111.746,-106.9842,-98.4126666665,-120.158733333,-144.762,-120.3174,-131.587266667,-122.6984,-109.365
218.97,-125.528466667,-119.3496,-118.6992,-131.0568,-161.463333333,-137.073266667,-141.951133333,-129.918666667,-129.268266666
219.34,-189.375,-192.708333333,-188.125,-191.666666667,-232.5,-199.375,-211.666666666,-192.708333333,-197.083333333
219.72,-223.777733333,-240.2222,-244.444533333,-226.222333333,-274.2224,-239.777733333,-253.333266667,-224.4444,-243.3334
220.10,-183.232333333,-195.353466667,-203.636333333,-186.8686,-229.697066667,-202.6264,-215.9596,-179.797866667,-209.494866667
220.47,-110.8334,-121.249866667,-130.833266667,-113.333266667,-141.1112,-126.527733333,-135.138933333,-110.2778,-127.361133333
220.85,-171.9192,-205.656533333,-205.8586,-186.262533333,-224.8484,-204.6466,-211.111,-188.484866667,-205.050533333
221.23,-268.116066667,-329.565266667,-322.608666667,-288.4058,-349.275466667,-311.304266667,-333.913133333,-299.710266667,-317.101466666
221.61,-164.4444,-208.888933333,-197.407533333,-172.2222,-213.1482,-186.481466667,-207.222066667,-190.5556,-191.111066667
221.98,-162.222333333,-214.7474,-206.666733333,-163.4344,-216.363666666,-190.101,-212.121266667,-191.111,-187.8788
222.36,-132.548866667,-169.607733333,-174.509866667,-130.980466667,-171.5688,-146.862733333,-172.941133333,-150.196066667,-146.4706
222.74,-101.441533333,-135.1352,-143.063,-108.2884,-131.711733333,-108.828866667,-143.063133333,-116.035933333,-105.045066667
223.11,-66.3248000001,-101.538466667,-102.905933333,-71.9657999999,-89.7435333333,-71.6239333333,-114.017066667,-80.0,-65.9828666666
223.49,-62.9166666667,-95.8333333333,-98.5416666667,-67.2916666668,-82.9166666666,-68.5416666666,-119.375,-77.0833333333,-55.0
223.87,-103.508666667,-155.087666667,-154.0352,-105.614066667,-138.596533333,-115.789333333,-198.245533334,-131.579,-81.0527333333
224.24,-148.717933333,-240.512866667,-246.666533333,-142.564133333,-201.025666667,-160.0,-294.358866667,-204.6154,-106.666666667
224.62,-717.777800001,-1211.11106667,-1231.11113333,-682.222266667,-1011.1112,-742.222133334,-1293.33333333,-922.222066666,-664.444466667
225.00,-292.5,-423.333333333,-460.0,-267.5,-345.833333333,-292.5,-472.5,-310.833333333,-249.166666667
225.38,-111.555466667,-190.2222,-202.666666667,-119.555533333,-122.666666667,-117.7778,-205.3334,-116.444266667,-100.4444
225.75,-416.0,-674.666666667,-733.333333333,-512.0,-498.666666667,-454.666666667,-700.0,-452.0,-444.0
226.13,-113.333333333,-181.851866667,-193.7036,-140.7408,-121.111133333,-93.7037333333,-176.6666,-111.8518,-125.555533333
226.51,-80.6349999999,-165.0794,-152.698333333,-123.174533333,-96.8254666667,-77.7777999999,-159.365,-91.7461333333,-106.0318
226.88,-46.9046666667,-111.666733333,-101.9048,-78.8094666667,-66.9047333333,-47.381,-112.619133333,-60.9522666668,-76.4285333333
227.26,-34.6968666667,-81.0606666667,-73.1818666667,-60.7575333333,-56.8180666667,-35.0000666667,-78.4848000001,-50.606,-60.7576
227.64,-13.6000666667,-47.3778,-41.3333333333,-32.4443333333,-35.9111333333,-19.2889333333,-44.8,-26.6666666667,-33.9554666667
228.01,1.0526,-18.7133333333,-16.7836,-12.5146,-14.2104666667,-0.99406666668,-20.0,-7.01746666667,-9.47373333335
228.39,6.66680000001,-5.46586666667,-5.38313333334,-3.7266,-1.9876,6.37686666667,-6.33539999999,2.27746666667,0.041466666674
228.76,10.2432,2.77773333333,2.04866666667,3.0902,5.03466666665,11.3542,1.1806,6.80546666667,6.63193333333
229.14,11.3084,3.92533333333,4.01879999999,6.7912,6.04373333335,13.7072,3.11513333333,8.09966666665,9.34580000001
229.52,9.3272,3.64726666666,1.64433333333,5.05226666667,4.305,11.8685333333,2.1824,6.51713333334,7.53353333335
229.89,5.00006666667,0.977,-2.47126666667,1.4656,0.3448,7.75860000001,-1.09186666667,3.18966666667,3.7356
230.27,6.63973333334,2.36560000001,-0.698933333328,2.07,0.779600000006,6.98926666666,0.0806,3.87086666667,4.89246666666
230.65,7.92586666667,6.5432,3.28386666667,5.43213333333,4.0,9.53093333335,4.88886666667,7.5802,8.54326666667
231.02,3.48866666666,4.22933333333,1.74433333333,3.1302,1.67253333333,6.37986666667,3.65586666667,6.02153333334,6.28413333333
231.40,5.56686666666,7.74406666667,4.5792,5.881,5.477,9.4726,6.50953333333,8.97866666665,10.0560666667
231.78,8.75553333333,11.7999333333,8.13333333334,9.26666666668,10.2000666667,13.7332,10.6444666667,12.6222,14.0221333333
232.15,4.75846666667,7.65693333333,4.25106666667,4.83093333333,6.83580000001,10.2174,7.72953333333,9.32366666665,9.541
232.53,-0.4066,1.27373333333,-0.13566666667,-0.5148,-0.406533333332,4.95933333334,2.5204,4.95946666666,4.41733333333
232.90,-1.92833333333,-2.03846666667,-1.73553333334,-3.00280000001,-3.71900000001,1.73553333333,0.578533333332,3.3884,1.81826666666
233.28,-3.80166666667,-4.628,-4.95853333333,-6.17073333333,-6.14319999999,-0.991733333332,-3.1128,0.0276,-1.07446666667
233.66,-3.43826666667,-3.41199999999,-3.2284,-4.85573333333,-5.17053333333,-0.183599999994,-2.96593333333,0.524866666658,0.997333333334
234.03,2.87146666667,2.09733333334,4.61926666666,1.72286666667,2.397,6.26726666668,2.67173333333,7.11606666667,8.68906666667
234.41,1.38886666667,-0.580733333334,3.33333333333,2.04546666667,2.12126666667,6.16159999999,1.23726666667,6.7172,8.53540000001
234.78,1.18686666667,-3.00486666666,1.5152,0.0252666666674,1.2122,5.10093333333,-1.1364,5.47973333333,7.09600000001
235.16,3.69273333333,-2.57746666667,2.57733333333,1.2142,2.9492,6.493,-0.371999999999,5.601,7.33580000001
235.54,0.151466666666,-6.3636,-0.6062,-1.1618,-0.858666666667,3.48486666667,-2.298,2.37366666667,2.80306666668
235.91,-1.53653333333,-8.32720000001,-1.48693333333,-1.31353333333,-2.70133333333,3.12273333334,-3.3458,0.966800000001,0.198266666666
236.29,0.337733333332,-5.38293333333,0.8334,0.247733333335,-0.878333333332,4.32426666666,-2.2298,2.22973333334,2.00453333333
236.66,2.06393333333,-2.5594,1.69233333333,1.60993333333,1.52733333333,5.84093333333,-0.536800000001,2.68306666666,3.52946666667
237.04,0.825666666668,-3.17846666667,-0.681199999999,-0.247666666667,0.866866666668,4.58206666668,-2.53873333333,1.19713333333,2.43546666667
237.41,1.50406666667,-2.29666666667,0.955200000001,0.670599999998,2.2968,5.36599999999,-1.11793333333,2.64226666667,3.15046666667
237.79,0.410133333336,-4.88206666667,-0.041066666668,0.0410666666654,0.964133333332,4.77953333334,-2.52313333333,1.21026666667,0.6358
238.17,-2.6914,-7.82613333333,-4.38926666667,-2.40153333334,-2.75366666667,1.7804,-4.7826,-2.42233333333,-3.49893333333
238.54,-2.79253333333,-6.23406666667,-4.3854,-3.18586666666,-3.30386666667,1.08173333333,-3.77586666667,-3.44153333333,-3.91346666667
238.92,-6.27433333333,-8.55260000001,-8.1606,-5.901,-7.09606666667,-2.33426666667,-6.27453333333,-6.87199999999,-7.0028
239.29,-4.2096,-6.7696,-6.83853333333,-4.39853333333,-5.63580000001,-0.309266666668,-4.39873333333,-4.15806666667,-4.347
239.67,-3.0902,-5.77246666667,-5.47459999999,-4.0314,-4.4234,-0.329533333333,-3.73326666667,-2.8392,-2.36853333333
240.04,-3.04933333333,-5.142,-5.0312,-4.94813333333,-3.93626666667,-0.6792,-3.5204,-2.45326666667,-1.788
240.42,-2.6156,-4.36746666667,-4.33100000001,-4.05106666667,-3.28466666667,0.340733333333,-2.10453333333,-1.73966666667,-0.875866666665
240.79,-2.508,-3.88,-3.36553333333,-3.7406,-3.07606666667,0.653733333332,-1.6078,-1.24333333333,-0.160733333333
241.17,-0.787466666666,-1.6484,-0.970666666667,-1.54773333333,-1.04386666666,2.738,0.357133333333,0.4946,2.03293333333
241.54,-0.472000000001,-0.683733333335,-0.553533333333,-0.993133333333,-0.651066666666,3.13386666667,0.781333333333,0.952466666667,2.84906666667
241.92,0.872333333335,0.857933333332,0.676199999998,0.130866666667,0.719866666665,4.22393333333,1.9194,2.45,4.48553333333
242.29,1.88773333333,1.78213333333,1.90746666667,0.8118,1.9604,5.20793333333,2.792,3.4784,5.55766666667
242.67,2.71486666667,2.37493333334,2.66546666667,1.62033333333,2.5726,6.1966,3.24053333333,4.31053333333,6.4256
243.05,3.55046666667,3.17573333333,3.66326666667,2.5276,3.5326,7.0592,3.96666666667,5.10253333333,7.23753333333
243.42,2.93946666667,2.817,3.10286666667,2.11726666667,3.16706666667,6.41573333333,3.4996,4.29286666667,6.67246666667
243.80,2.1104,2.2088,2.359,1.775,2.359,6.0018,2.72913333333,3.48646666667,5.8918
244.17,2.49073333333,2.50786666667,2.53646666667,2.2736,2.7078,6.18113333334,3.11346666667,3.81033333333,6.1468
244.55,2.41413333333,2.2296,2.1962,2.2968,2.44766666667,5.90113333333,2.90586666667,3.4422,6.06313333333
244.92,3.43133333333,3.35726666667,3.07666666667,3.62186666667,3.29893333333,6.79393333333,3.8708,4.51666666667,6.99513333333
245.30,3.11613333333,3.00633333333,2.5668,3.236,2.67653333333,6.8216,3.3608,4.30453333333,6.74653333333
245.67,3.94586666667,3.5946,3.3064,3.99106666667,3.3424,7.7252,4.13493333333,5.06326666667,7.34233333333
246.05,4.1148,3.67933333333,3.56133333333,4.12293333333,3.38233333333,8.02213333333,4.306,4.97753333333,7.5296
246.42,4.41366666667,4.1072,3.77833333333,4.46926666667,3.54933333333,8.37673333333,4.60206666667,5.37033333334,7.98153333334
246.79,4.22686666667,4.15126666667,3.701,4.32633333333,3.47766666667,8.27153333333,4.49153333333,5.3712,8.00000000001
247.17,4.2064,4.09706666667,3.5248,4.21913333333,3.38006666667,8.191,4.2354,5.36753333333,7.89186666667
247.54,3.97926666667,3.84853333333,3.31366666667,4.0432,3.2254,8.047,3.952,5.25933333333,7.6182
247.92,4.53993333333,4.35293333334,3.792,4.4318,3.84173333333,8.513,4.45806666667,5.84293333333,8.104
248.29,4.5102,4.20993333333,3.6266,4.3186,3.74666666667,8.46566666667,4.49026666667,5.8716,8.0222
248.67,4.80793333333,4.45413333333,3.84113333333,4.6438,4.03113333333,8.76426666667,4.75613333333,6.37026666667,8.3268
249.04,4.3888,3.91246666667,3.3556,4.14773333333,3.66533333333,8.4382,4.34426666666,5.87766666667,7.88453333333
249.42,4.34986666667,3.74173333333,3.33326666667,4.08166666667,3.64826666667,8.1292,4.26566666667,5.82473333333,7.8172
249.79,4.157,3.47866666667,3.0076,3.7394,3.43866666667,7.78286666667,3.92653333333,5.62066666667,7.54533333333
250.17,3.71673333333,3.17173333333,2.35773333333,3.3206,3.03366666667,7.26606666667,3.50946666667,5.51866666667,7.00453333333
250.54,3.2548,2.7052,1.77066666667,3.00353333333,2.54813333333,6.79633333333,2.93673333333,5.07653333334,6.36426666667
250.92,3.45873333333,2.49653333333,1.6738,3.1338,2.67313333333,6.7736,2.9858,5.09553333333,6.23066666667
251.29,3.62906666667,2.65213333333,1.81226666667,3.24333333333,2.712,6.9966,3.18333333333,5.14993333333,6.27253333333
251.66,3.68,2.64886666667,1.81326666666,3.21773333333,2.63546666667,6.99113333333,3.2266,5.15106666667,6.21766666667
252.04,3.77893333334,2.76033333333,1.9826,3.38786666667,2.62393333333,7.035,3.3288,5.04773333333,6.24393333333
252.41,3.1192,2.3618,1.63253333333,2.85566666667,2.1408,6.70433333333,2.57346666667,4.46013333333,5.8574
252.79,3.20033333333,2.59753333333,1.8898,2.96786666666,2.38833333333,7.0464,2.6162,4.6344,5.97346666667
253.16,3.85793333333,3.3286,2.61313333333,3.5956,2.8516,7.5824,3.2046,5.6748,6.6858
253.54,4.1882,3.89686666667,3.24733333333,4.20726666667,3.5626,8.13753333333,3.87773333333,6.194,7.10113333333
253.91,4.1738,4.1496,3.52386666667,4.53566666667,3.68526666667,8.39686666667,4.19353333333,6.40766666667,7.3216
254.28,4.94653333333,4.8616,4.2732,5.54473333333,4.42293333333,9.13986666667,4.93626666667,7.00066666667,8.03280000001
254.66,5.29926666666,5.26313333333,4.92266666667,5.9442,4.7886,9.4996,5.485,7.47686666667,8.44179999999
255.03,5.2032,5.55553333333,5.2846,5.98906666667,4.61786666667,9.66953333333,5.57733333333,7.85346666667,8.3794
255.41,4.9162,5.513,5.3708,5.95626666667,4.48993333333,9.622,5.6324,8.03646666667,8.51366666667
255.78,5.03253333333,5.64366666667,5.52613333333,6.04933333333,4.3268,9.73553333332,5.72026666667,8.17166666667,8.68313333333
256.15,5.03833333333,5.68133333333,5.3452,5.72866666667,4.3126,9.52206666667,5.64613333333,8.3128,8.41893333333
256.53,5.63013333333,6.33246666667,5.7548,6.5082,4.79753333333,9.90086666667,6.1512,8.7056,8.95486666667
256.90,5.42893333333,6.178,5.67326666667,6.20446666667,4.46226666667,9.40766666665,5.86446666667,8.2444,8.68533333333
257.28,5.17153333333,6.14206666667,5.34306666667,5.86766666667,4.47073333333,9.25006666667,5.71566666667,7.63226666667,8.43139999999
257.65,4.8076,5.5206,4.7332,5.188,3.88893333333,8.50400000001,5.26246666667,7.0736,7.95706666667
258.02,4.71213333333,5.21973333333,4.4734,4.90906666667,3.73866666667,8.22726666667,5.08706666667,6.78026666667,7.76133333333
258.40,4.61553333334,5.1292,4.33286666667,4.53113333333,3.65993333333,8.04146666667,5.0252,6.47493333333,7.74246666666
258.77,4.26313333333,4.64666666667,3.86546666667,3.9542,3.36486666667,7.53073333333,4.50633333333,5.99993333333,7.25893333333
259.15,3.9888,4.26426666667,3.46346666667,3.63173333333,3.1394,7.05933333333,4.1318,5.45273333333,7.034
259.52,4.29853333333,4.42426666667,3.70773333333,3.92886666667,3.4916,7.1876,4.29386666667,5.592,7.25753333333
259.89,4.41773333334,4.65773333333,3.9398,4.10193333333,3.77993333333,7.29593333333,4.4892,5.74546666667,7.4884
260.27,4.45273333333,4.58373333333,4.04773333333,4.1246,3.76946666667,7.25446666667,4.46106666667,5.70713333334,7.55553333333
260.64,4.58693333333,4.60553333333,4.1814,4.14866666667,3.84913333333,7.3476,4.58706666667,5.82453333333,7.62693333334
261.01,4.5504,4.5608,4.12626666667,4.11393333333,3.87313333333,7.2626,4.5954,5.81773333333,7.56453333333
261.39,4.46506666667,4.3928,4.09846666667,3.98733333333,3.8286,7.10953333333,4.42793333333,5.7234,7.478
261.76,4.51926666667,4.441,4.13333333333,4.0462,3.80853333333,7.2566,4.3902,5.78186666667,7.48773333333
262.13,4.58893333333,4.58446666666,4.24453333333,4.12446666667,3.87773333333,7.22433333333,4.41106666667,5.87786666667,7.5356
262.51,4.5648,4.42286666667,4.2422,4.0664,3.78486666667,7.0736,4.22526666667,5.8264,7.3842
262.88,4.79246666667,4.60786666667,4.46033333333,4.2864,3.9646,7.207,4.37593333333,5.95753333333,7.59193333333
263.25,5.384,5.28806666667,5.02966666667,4.78606666667,4.52186666667,7.8884,4.91953333333,6.59126666667,8.12653333333
263.63,5.16466666667,5.2566,4.83846666667,4.6484,4.31246666667,7.72173333333,4.84806666667,6.4924,7.91493333333
264.00,4.71153333333,4.6326,4.1886,4.13013333333,3.57246666667,7.17946666667,4.3606,6.01606666667,7.33086666667
