wavelength,Back_ThrSaym,Belly_ThrSaym,Breast_ThrSaym,Crissum_ThrSaym,Crown_ThrSaym,DorTail_ThrSaym,Patch10_ThrSaym,Patch11_ThrSaym,Rump_ThrSaym,Throat_ThrSaym,WingTip_ThrSaym
213.30,-157.916666667,-98.9583333333,-105.833333333,-30.8680555555,-49.1666666667,-121.25,-122.291666667,-111.041666667,-98.3333333333,-61.0416666667,-58.75
213.68,-112.280733333,-74.5613333333,-83.1578000001,-8.32362592593,-32.6315666666,-91.9296666667,-90.7017333335,-73.5087333333,-71.7544,-33.1579333333,-36.1402666667
214.06,-100.854666667,-55.0427333333,-75.0427999999,-1.4244703703,-29.4018,-75.8974666667,-80.8548666668,-55.3846666667,-64.7862666667,-14.8718,-24.2736
214.44,-31.9792666667,-1.56266666667,-18.7501333333,20.1328925926,1.82283333331,-23.8542666667,-24.7919333334,-7.5002,-10.7293333334,14.7916,11.1458666667
214.81,-28.6110666667,-2.12966666667,-21.6666666667,9.31082962963,-0.87960000002,-20.1853333333,-24.9073333333,-13.2408,-15.3703333333,7.40733333333,8.05553333332
215.19,-35.6165333333,-10.5936,-27.7626,2.42532962962,-12.1461333333,-22.3744666667,-32.9680666667,-21.5524,-23.6528666667,3.83573333333,6.66666799997e-05
215.57,-27.4459333333,-5.45446666667,-21.2122666667,2.51087777777,-10.2165,-14.8918666667,-26.4068666667,-19.3074,-22.8570666667,8.8312,-1.99146666668
215.95,-7.17393333334,12.1013333333,-3.18846666667,13.2126592593,7.06533333334,1.95653333334,-7.17393333335,-2.31886666667,-4.05793333333,20.3623333333,13.3332666667
216.32,-8.94980000001,14.3378666667,-9.86300000001,16.3114703704,9.31516666667,2.4658,-7.21453333332,-2.55686666668,-4.56613333333,22.5570666667,16.621
216.70,-8.54146666667,17.0834666667,-5.20826666666,14.3577074074,10.3646666667,7.91673333334,-5.62486666666,4.16679999999,-2.39580000001,29.8960666667,22.2917333333
217.08,-23.9766666666,12.5146666667,-8.42093333333,-0.90954074074,6.54976666668,-4.44453333334,-16.7252,-6.78366666668,-5.26320000002,17.7777333333,14.8539333333
217.46,-44.074,-12.0987333333,-25.3086666667,-25.6172666667,-8.76553333334,-26.5431333333,-40.8640666667,-27.5309333333,-20.9876,-3.58033333333,-1.97539999998
217.83,-68.4126,-26.1904,-37.9365333333,-41.3315518519,-13.9683,-44.6030666667,-62.6985333333,-49.8411999999,-41.2698666667,-20.3174,-5.07939999999
218.21,-77.2649333333,-28.3761333333,-33.6752666667,-39.8100074074,-14.9572666667,-49.5725333333,-63.2477999999,-48.7178,-44.7863333334,-12.9914666667,-7.3504
218.59,-71.3130666667,-6.46460000001,-23.2324,-21.1784703704,14.3433333333,-37.9799333333,-51.5152666667,-29.8991333333,-31.5152000001,2.42433333336,12.7270666666
218.97,-250.909133333,-47.2727333334,-128.484866667,-91.7507925925,-4.24243333327,-138.787733333,-204.848333333,-119.393866667,-130.908933333,-53.3331999999,7.87873333326
219.34,704.0,250.666666667,438.666666667,359.481481481,146.666666667,408.0,594.666666667,421.333333333,469.333333333,230.666666667,160.0
219.72,-146.666533333,-4.70586666666,-59.6078666666,-44.9672814814,26.4705666667,-45.0979999999,-107.451,-61.5684666668,-92.9410000001,4.31366666654,18.0392666667
220.10,-105.6,6.4,-38.9333333333,-21.4222222222,17.8666666667,-42.9333333334,-84.2666666666,-54.6666666668,-73.6000000001,4.53333333333,2.93333333342
220.47,-67.2916666667,20.8333333333,-15.8333333334,13.9583333333,21.25,-6.24999999998,-41.25,-26.25,-46.4583333332,22.2916666667,5.83333333335
220.85,-29.9047333333,48.9524,11.0476,44.1270444444,38.5714,25.1428,-6.28553333334,7.42866666667,-17.3332666666,48.1904666667,26.2856666667
221.23,0.425466666659,55.6028666667,27.8014,54.3183962963,47.4468666667,38.1560666667,8.36893333334,34.0424666666,8.08500000002,65.1065333333,32.9078
221.61,3.25206666667,60.4878,20.9755333333,58.382937037,48.8618,40.4878,-3.08959999999,33.1707333333,5.85373333334,60.6504666667,33.496
221.98,10.5376,42.9031333333,19.8925333334,41.5292185185,31.8816333333,29.7849333333,4.19366666667,27.6343333333,10.215,42.2580666667,28.8172
222.36,22.2222666667,41.1494666667,26.8199333333,45.9941962963,35.8239333333,32.4904,19.2337333333,32.4904666667,21.6858666666,47.1266,33.0267333333
222.74,23.9847333333,42.9884666667,28.1225333333,47.948037037,35.1340333334,31.3412,22.4518666667,35.5555333333,28.1992666667,44.751,36.0152666667
223.11,29.3976,47.8716,31.8072,56.7917296296,38.2730333333,35.9037333333,28.9157333334,40.8836,33.494,47.2289333333,37.6705333333
223.49,33.8271333333,47.8189333333,31.6048666667,56.9547185185,42.9217666667,39.7531333333,32.5101333333,45.7613333333,37.5308666666,46.0906,45.3497333333
223.87,33.4128,45.0,27.6984666666,52.3809592592,40.6745333334,36.6669333333,29.9206666667,43.9682,36.1111333333,44.6032,46.1904666667
224.24,28.8888666666,41.5079333333,24.1269333333,48.2937555555,38.0952666667,34.7618666667,27.7778,40.8730666666,31.8254,38.3332,47.1428666667
224.62,27.0732,35.1220666667,20.3252,43.7082740741,31.3820666667,32.7642,29.6748,36.504,26.9918666667,30.0813333333,45.6096
225.00,33.4035333333,38.5964,31.2279333333,44.2027444445,37.7895666667,36.9825333333,36.6315333333,41.6141333333,32.0,38.5964666667,46.2457333333
225.38,30.4348,36.9566,32.1739333333,42.1659,38.6231666667,37.6086666667,38.5508666667,36.4492,32.6085333333,39.3479333333,47.6088
225.75,31.4694,42.6524,36.2724666667,41.1031666667,39.3906666667,43.656,41.8638666667,36.7741333333,37.5628666667,38.9246666667,50.3224666667
226.13,23.6735333333,33.6055333333,28.0271333333,32.3733407408,32.8571666667,35.8503333333,32.3809333334,28.7075333333,29.5239333333,31.7006,41.1566
226.51,13.8774666667,23.9456,17.4828666667,18.6432481481,23.7415,22.585,21.7007333333,17.1429333333,22.381,24.1496666667,31.5646
226.88,16.1905333333,21.4602,20.1904,20.4620259259,21.0159666667,24.4444666667,23.4919333333,15.4920666667,21.7777333333,25.7142666667,31.1745333333
227.26,8.53573333334,12.1495333333,12.1496,11.9314666667,13.3021666667,17.134,17.1962,6.66653333334,12.8348,19.2524,22.9906666667
227.64,6.14493333333,7.8842,8.81166666667,10.6312,8.23189999999,12.1739333333,14.6087333333,-0.811666666667,11.8841333333,17.2174,15.4202
228.01,3.51426666667,6.92506666667,7.54533333333,8.82566296296,7.80373333333,8.88886666667,10.3358666667,-4.2378,10.5942,15.7622666667,12.5581333333
228.39,3.1654,6.283,6.81053333333,10.5382407408,6.09113333334,10.3118666667,10.9830666667,-5.13193333333,12.1823333333,14.7721333333,15.7314666667
228.76,7.58333333333,9.45833333333,8.08333333333,13.8958333333,6.81249999999,13.125,11.625,-0.833333333336,13.5833333333,15.7916666667,15.4166666667
229.14,8.05553333333,10.3571333333,7.53953333333,12.8152037037,6.90473333333,12.8967333333,10.0397333333,0.793733333332,13.6905333333,14.6826,15.3174
229.52,10.2564666667,13.4517333333,10.4536666667,16.3860814815,7.61346666665,15.3451333333,12.3866,3.78693333333,15.3056,17.1992,17.9880666667
229.89,12.3162666667,16.9868666667,13.8607333333,19.6046481481,8.45580000001,19.5856,15.3673333333,6.70433333332,18.0416,18.6440666667,21.017
230.27,13.9682666667,21.3757333334,17.1782,21.5365185185,11.6403333333,22.1166,17.9894,12.0988,19.8237333333,20.5644666667,19.0124
230.65,19.2592,25.9932,24.4108666667,26.5824703704,16.6497666667,25.6228666667,23.4344,18.8888,24.5792,23.973,25.5892
231.02,21.9690666667,29.0156,29.1882666667,29.9078962963,21.6407666667,28.9465333333,25.9756,24.4215333333,27.0466,26.8048,31.4334666667
231.40,19.5857333333,27.5328666667,29.4161333334,29.6296111111,20.3767333333,26.8927333333,24.4444,24.8964,25.0095333333,24.7834,30.9603333333
231.78,16.2015333333,26.3178,28.4109333333,28.959862963,20.2132,25.1163333333,23.6821333333,25.7751333333,23.8372,22.752,27.8295333333
232.15,14.4872,24.4871333333,28.8034,27.7588148148,20.3206666667,24.359,24.1453333333,25.641,23.8462,21.6240666667,28.4614666667
232.53,10.7793333333,20.2598,27.0995333333,26.3299444444,17.7922,18.7877333333,21.3854,21.2986666667,19.394,18.7445333333,23.8528
232.90,13.1716666667,18.2222,25.0101333333,23.977562963,19.5555333333,19.1918,20.2828,20.2424666667,18.5049333333,17.6970666667,22.7475333333
233.28,8.69913333334,11.0975333333,20.8942666667,17.7890740741,15.8333333333,13.4553333333,14.2276666667,16.7072666667,13.7398666667,13.6178666667,18.8211333333
233.66,2.47500000001,3.95213333333,13.6128,11.4658,10.3992333333,6.42733333333,9.06186666667,9.54086666667,9.42113333333,6.42693333333,16.1678
234.03,-1.43426666668,0.155066666668,7.36433333332,7.11028518518,5.42639999999,1.27886666666,3.876,2.71313333333,3.99213333333,2.28673333333,9.8062
234.41,-5.42640000001,-3.17833333333,1.66660000001,1.82383333333,0.155066666667,-2.79073333333,0.309933333332,-2.67440000001,-2.36426666666,-2.17046666667,4.18593333333
234.78,-0.523533333342,2.58286666666,4.71206666667,4.82455185184,4.4678,2.79233333333,5.93373333333,1.0472,1.9196,3.17626666667,9.14473333333
235.16,4.7344,6.60233333333,7.2464,7.22143703703,6.66659999999,6.02253333333,8.37353333333,3.67146666666,4.12233333333,7.72946666667,14.2029333333
235.54,6.91466666667,8.46519999999,8.0,9.05082962963,7.19383333335,8.58919999999,9.08519999999,6.63553333334,4.31,9.55033333335,15.7518666667
235.91,7.77279999999,8.43046666667,7.44386666666,7.96532592592,7.0403,9.53653333334,9.80559999999,8.43046666667,5.142,9.62633333334,16.7414
236.29,6.25733333333,6.95913333333,6.52046666667,6.4766111111,5.52639999999,8.85973333335,10.9941333333,6.98833333332,3.56726666667,10.0293333333,13.9473333333
236.66,10.3671333333,12.8248666667,10.6496666667,12.0733111111,9.19503333335,12.9096666666,15.1976,10.9322,6.61013333333,12.5425333333,16.1017333333
237.04,14.5832666667,16.3988,14.4048,16.4435370371,12.6786333333,16.9048,17.8273333333,15.3274666667,9.34519999999,18.2439333333,19.5833333333
237.41,17.642,19.7087333333,17.1469333333,18.7708481482,16.1716333333,21.1352666667,21.1644666667,19.0684,14.6432666667,22.0961333334,22.9985333334
237.79,20.3466666667,22.0266666667,19.3866666667,21.2148148148,19.2933333334,23.76,24.56,21.2266666667,19.04,24.88,24.5333333333
238.17,22.388,23.0846,21.7412666667,23.2255259259,21.4552,26.2438,26.2935333333,23.2836666666,22.2388,26.8904666667,26.1442666667
238.54,22.5263333333,23.6023333333,22.8772,23.6023259259,22.4796666667,26.8069333333,27.0176,24.3510666666,23.4854666667,26.9239333333,25.3331333333
238.92,22.0412,23.9305333333,23.9088,22.8230111111,23.0728,25.1900666667,26.8621333333,23.5614666667,23.4528,26.2108,24.7993333334
239.29,19.9591333333,21.5746,21.6564666667,20.6113185185,21.3701,23.3743333333,24.4991333333,20.9816,21.186,24.4375333334,23.0265333333
239.67,18.6086666667,21.0627333333,21.2947333333,20.1547,20.2899,22.1641333333,22.6861333333,20.0773333333,20.8889333333,22.57,22.8984
240.04,17.8324666666,19.7085333333,19.9088666667,18.9556851852,19.9544,20.9836666667,21.6758,19.4534666667,20.4554666667,22.3678666666,22.9508666667
240.42,15.7911333333,17.9598,17.526,17.192362963,18.2248,18.9557333333,19.7108,17.494,18.0561333333,20.4015333334,20.9476666667
240.79,13.5391333333,15.1441333333,14.9794,15.6204111111,16.0150666667,16.1729333334,16.694,15.6652,14.4580666667,17.5446,18.6422
241.17,11.0216,12.7952,12.6482666667,13.1600407407,13.3210333333,13.5535333333,13.6513333333,13.4556,11.8042666667,14.9234,16.4770666667
241.54,9.32686666666,10.9554666667,10.5104666666,10.6725666667,10.7873,11.2376666667,10.9228,11.2920666667,9.72859999999,12.3453333333,13.366
241.92,7.52493333333,8.78233333333,8.58293333333,8.74472592593,8.8923,9.58086666667,8.92220000001,9.82033333334,7.55493333333,10.1797333333,11.0678
242.29,6.45626666667,7.95600000001,7.17853333333,7.95549629629,7.67266666667,8.57806666667,7.41666666667,9.07180000001,6.29166666667,9.35526666667,10.1143333333
242.67,7.32906666667,8.91713333332,8.30579999999,9.23529629629,8.47996666666,9.58813333333,8.1018,9.9108,7.31213333333,10.0721333333,11.2186666667
243.05,8.0306,9.58840000001,8.88613333334,9.88527407407,9.03553333333,10.0162,8.547,10.6699333333,7.74013333333,10.6861333333,12.3083333333
243.42,6.8312,8.2178,7.83386666667,8.72346666667,7.64963333333,8.98546666666,7.4188,9.86293333333,6.7294,9.38513333335,11.2182
243.80,7.4902,8.39213333333,8.49406666666,9.02774074075,7.53323333333,9.56846666667,7.72533333333,10.2274,7.2078,9.41960000001,11.7255333333
244.17,8.42226666667,9.40126666667,9.38506666666,9.35999999999,7.54453333333,10.283,8.2686,10.6309333333,8.19580000001,9.78953333335,12.4433333333
