wavelength,Back_SpoSimm,Belly_SpoSimm,Breast_SpoSimm,Crissum_SpoSimm,Crown_SpoSimm,DorTail_SpoSimm,Patch10_SpoSimm,Patch11_SpoSimm,Rump_SpoSimm,Throat_SpoSimm,WingTip_SpoSimm
549.64,12.8065,49.6393333333,29.33275,41.101,10.9055,13.8111666667,39.9164166667,27.19975,18.6617916667,27.4885833333,10.7345
549.98,12.8179166667,49.6488333333,29.35975,41.1175833333,10.9493333333,13.841,39.9130833333,27.21775,18.696625,27.4989166667,10.7356666667
550.32,12.7985,49.6826666667,29.3558333333,41.1143333334,10.92775,13.8255,39.8714166666,27.24875,18.6835,27.49975,10.6915833333
550.66,12.8164166667,49.71075,29.3768333333,41.1424166667,10.9504166667,13.845375,39.94275,27.3093333333,18.712375,27.5138333334,10.7200833333
551.01,12.8458333334,49.76375,29.4136666667,41.1480833333,10.96,13.85475,40.0035,27.3804166667,18.72625,27.5441666667,10.73725
551.35,12.90525,49.8414166667,29.46675,41.1675833333,11.00075,13.931,40.0203333333,27.4760833333,18.7548333333,27.58925,10.77775
551.69,12.93,49.8963333334,29.4931666666,41.18875,11.0373333333,13.9697083333,40.0306666666,27.5488333334,18.81925,27.6331666667,10.8033333333
552.03,13.00075,49.9855833334,29.5314166666,41.26675,11.0966666667,14.0199166667,40.112,27.61875,18.8777916667,27.6899166667,10.855
552.38,12.9875833333,50.0055,29.53375,41.2565833333,11.0930833333,14.0407083334,40.1176666667,27.6645,18.8724166667,27.6895,10.8439166666
552.72,12.9671666667,49.98575,29.53125,41.2623333333,11.0838333334,14.0597083334,40.1334166667,27.6724166667,18.859,27.67775,10.8548333333
553.06,12.9741666666,50.0418333333,29.58075,41.2863333333,11.097,14.065625,40.1646666667,27.7279166667,18.89625,27.7129166667,10.8741666667
553.40,12.9995,50.0788333333,29.6286666667,41.314,11.139,14.0969166667,40.2193333333,27.7675,18.92125,27.76475,10.9164166667
553.74,13.004,50.1049166666,29.6434166667,41.3505,11.1304166667,14.1030833333,40.2654166666,27.8048333333,18.929375,27.7875833333,10.9394166667
554.09,13.0338333333,50.1643333334,29.6861666667,41.3939166667,11.1655833333,14.1297083333,40.3031666667,27.8415833333,18.969,27.8273333333,10.9905833333
554.43,13.0571666667,50.1966666667,29.7283333333,41.44525,11.1748333333,14.143,40.308,27.8695,19.0055,27.8458333334,11.0010833333
554.77,13.0714166667,50.1750833333,29.7774166667,41.47475,11.1853333334,14.18375,40.3083333333,27.8905,19.022375,27.85625,11.0121666667
555.11,13.0726666667,50.1651666667,29.80875,41.5140833334,11.17225,14.1544583333,40.3325833334,27.8875,19.0223333333,27.8453333333,10.9933333333
555.45,13.0791666667,50.1518333333,29.8338333333,41.54875,11.1805833334,14.1485416667,40.3388333333,27.9036666667,19.0082916667,27.8310833334,11.00825
555.80,13.0743333333,50.1239166667,29.85875,41.536,11.1865833333,14.1519583333,40.3056666666,27.9346666666,18.9947083334,27.84725,11.01825
556.14,13.1305,50.2666666666,29.9564166667,41.6656666667,11.2301666667,14.1895,40.4205833333,28.00125,19.0637083334,27.9464166667,11.0690833333
556.48,13.1533333333,50.2974166667,29.97675,41.7055833333,11.237,14.1980833334,40.429,28.0171666667,19.0964166667,27.9779166667,11.078
556.82,13.1449166666,50.2880833333,29.9953333334,41.7034166667,11.2155833333,14.2079583333,40.431,28.0029166667,19.0872916667,27.9678333333,11.0580833333
557.16,13.17375,50.3728333333,30.05025,41.77575,11.2351666667,14.241375,40.4894166667,28.0693333333,19.1335,27.9963333333,11.067
557.50,13.1635833333,50.3984166667,30.0809166667,41.79725,11.2323333333,14.2367916667,40.4641666667,28.0854166667,19.1448333334,27.9840833334,11.0345833333
557.85,13.22575,50.4291666667,30.1325,41.8641666667,11.3009166667,14.2880833333,40.5203333334,28.1575833333,19.210375,28.03975,11.0966666667
558.19,13.2500833333,50.4775833333,30.1545,41.8828333333,11.3314166667,14.2917083333,40.5404166667,28.2094166667,19.2339583333,28.09,11.1109166667
558.53,13.2725833333,50.5474166667,30.1915833333,41.93075,11.3745833333,14.283875,40.57575,28.2749166667,19.27375,28.1245833333,11.1281666666
558.87,13.2806666667,50.6175833333,30.2285833333,41.9749166667,11.40025,14.3079583333,40.6258333333,28.307,19.3144583333,28.17625,11.1391666667
559.21,13.2801666667,50.5751666666,30.2064166667,41.95575,11.3711666667,14.3241666667,40.6109166667,28.2828333333,19.2855833333,28.1589166667,11.1279166667
559.55,13.327,50.71725,30.2801666667,42.067,11.4046666666,14.35775,40.7300833333,28.3539166667,19.3540416667,28.2263333333,11.1570833333
559.89,13.34725,50.6630833334,30.30875,42.042,11.4359166667,14.3964583333,40.69475,28.3399166667,19.3752083333,28.1960833333,11.1906666667
560.23,13.3965833333,50.7930833333,30.41625,42.1405,11.4854166667,14.4265833334,40.79975,28.44325,19.4126666667,28.2580833334,11.2289166667
560.58,13.4490833333,50.8384166667,30.4405,42.1705,11.53925,14.444625,40.8265,28.5069166667,19.4669166667,28.306,11.2821666667
560.92,13.46575,50.8128333333,30.44725,42.1880833333,11.5419166667,14.4424583333,40.7905833333,28.5301666667,19.4823333333,28.3275,11.3001666667
561.26,13.5163333333,50.9484166667,30.54975,42.2373333333,11.5834166667,14.5123333333,40.8695,28.6263333333,19.5306666667,28.4023333334,11.3485
561.60,13.4525,50.8958333333,30.4883333333,42.17975,11.5065,14.45075,40.8061666667,28.5494166667,19.4432916667,28.3125,11.2629166667
561.94,13.4375,50.8586666667,30.4846666667,42.166,11.4903333333,14.44625,40.7875,28.4973333333,19.40975,28.29025,11.2455
562.28,13.43825,50.8110833333,30.4783333333,42.1491666667,11.48025,14.468875,40.765,28.48475,19.4050833333,28.2938333334,11.2351666667
562.62,13.464,50.8911666667,30.52675,42.1909166666,11.502,14.485125,40.78625,28.5609166667,19.4377916667,28.3005833333,11.268
562.96,13.4779166667,50.91925,30.5584166667,42.2230833333,11.5138333334,14.509125,40.8195833333,28.59675,19.4665,28.3176666667,11.2658333333
563.30,13.4579166667,50.8243333333,30.53825,42.1658333333,11.50425,14.5138333333,40.7464166667,28.5675833333,19.44525,28.2606666667,11.267
563.64,13.4436666667,50.8704166667,30.5579166667,42.1878333333,11.5004166667,14.5185416667,40.7873333333,28.63225,19.4354166666,28.2799166667,11.2585833333
563.99,13.465,50.8615,30.5723333333,42.1696666667,11.5218333333,14.5676666667,40.7865,28.6410833333,19.4387916667,28.3020833333,11.2816666667
564.33,13.4685833334,50.863,30.5776666667,42.2006666667,11.5148333333,14.57125,40.8004166667,28.6461666667,19.4234166666,28.2865,11.2673333333
564.67,13.4795833333,50.855,30.58125,42.177,11.5205,14.596375,40.8245833333,28.6338333334,19.415625,28.2825833334,11.26225
565.01,13.4760833333,50.762,30.55175,42.1296666667,11.4980833333,14.5925833333,40.7800833333,28.6008333333,19.401875,28.2481666667,11.2648333333
565.35,13.4849166667,50.8158333333,30.6199166667,42.1383333334,11.5193333333,14.635,40.7935833333,28.6319166667,19.4423333333,28.3164166666,11.28175
565.69,13.4825833333,50.8320833333,30.6380833333,42.1355833333,11.51725,14.6444166667,40.7828333333,28.6561666667,19.4515833333,28.2989166667,11.2839166667
566.03,13.4818333334,50.9195833333,30.6809166667,42.1968333333,11.5151666667,14.6579166667,40.8274166667,28.68525,19.4846666667,28.30375,11.30425
566.37,13.4675833333,50.86925,30.66875,42.169,11.51575,14.6419166667,40.81975,28.6395,19.4625,28.28475,11.2948333334
566.71,13.48875,50.9295,30.7329166667,42.222,11.5476666667,14.6435833333,40.8688333333,28.6501666667,19.5165833333,28.322,11.3194166667
567.05,13.4988333333,50.9588333333,30.7911666667,42.279,11.566,14.6642916666,40.931,28.6985833334,19.528375,28.3629166667,11.3385
567.39,13.5123333333,50.9559166666,30.8036666667,42.2785,11.58625,14.6593333333,40.9174166666,28.6933333333,19.5403333333,28.3426666667,11.3395833333
567.73,13.5116666667,50.9139166667,30.8084166667,42.28975,11.5764166666,14.6317083333,40.89875,28.68975,19.5662083333,28.3061666667,11.332
568.07,13.5063333333,50.9246666666,30.8531666667,42.2735,11.593,14.6509583333,40.8790833333,28.7033333333,19.5819166667,28.3176666667,11.3301666667
568.41,13.4766666667,50.88225,30.8494166667,42.2415833333,11.562,14.614625,40.82275,28.6886666667,19.556375,28.25675,11.305
568.75,13.4830833333,50.9435833333,30.8765,42.303,11.5696666667,14.6107083333,40.848,28.7078333333,19.5429166667,28.2448333333,11.2980833334
569.09,13.5261666667,50.9955833333,30.9151666667,42.362,11.6145,14.6695833333,40.8780833333,28.7458333333,19.5858333333,28.26475,11.3480833333
569.43,13.54075,50.99575,30.91675,42.3568333333,11.61125,14.6728333334,40.8995,28.7640833333,19.59575,28.2864166667,11.3569166667
569.77,13.56325,51.014,30.9354166666,42.35,11.6281666667,14.7007916667,40.905,28.7726666667,19.5906666667,28.3095,11.348
570.11,13.5428333333,50.9754166667,30.9099166666,42.3055833334,11.59775,14.70275,40.8644166667,28.7895,19.5798333333,28.26725,11.335
570.45,13.5324166667,50.9334166667,30.8859166667,42.2460833333,11.5825,14.6870416666,40.8075,28.8081666667,19.5154583333,28.2513333333,11.3298333333
570.79,13.5421666667,51.0160833333,30.8975,42.268,11.5905833334,14.7009166667,40.8055833333,28.8375,19.5489583333,28.2775833334,11.3326666667
571.13,13.5379166667,51.0136666666,30.9063333333,42.2721666667,11.5803333333,14.7272916667,40.8269166667,28.8640833333,19.568125,28.3120833333,11.3305
571.47,13.5273333333,51.0605,30.9081666667,42.2769166666,11.56825,14.7247916666,40.8621666667,28.8805833333,19.5485416666,28.35275,11.3066666667
571.81,13.5201666667,51.0710833333,30.9015833333,42.2956666667,11.547,14.7354583333,40.8658333333,28.8756666667,19.5426666666,28.37525,11.3115
572.15,13.5670833334,51.1425,30.95625,42.3501666667,11.5881666667,14.7917083333,40.909,28.92775,19.59725,28.4430833333,11.37075
572.49,13.5610833334,51.12675,30.96325,42.3091666667,11.5900833333,14.7918333333,40.9009166667,28.9213333333,19.601375,28.451,11.3668333333
572.83,13.5628333333,51.1710833333,30.9943333333,42.3260833333,11.6020833333,14.7697083333,40.9220833333,28.97375,19.623375,28.44925,11.3745
573.17,13.6324166667,51.29,31.1130833333,42.4490833333,11.6698333333,14.8514583333,41.0171666667,29.0770833333,19.6928333333,28.5328333333,11.4396666667
573.51,13.6651666667,51.2946666667,31.1519166666,42.4900833333,11.7223333333,14.8909166667,41.07275,29.1516666667,19.7542083333,28.5941666667,11.5075833334
573.85,13.7440833333,51.37775,31.2305833333,42.5948333333,11.78025,14.9630833333,41.12975,29.2089166667,19.8265416667,28.69975,11.5998333333
574.19,13.7639166667,51.39475,31.27125,42.638,11.8084166667,15.0025833333,41.1733333334,29.249,19.8874166667,28.7448333333,11.63325
574.53,13.779,51.36675,31.2883333333,42.6249166667,11.8138333334,15.0145833333,41.1761666667,29.2750833333,19.90225,28.7336666666,11.6466666666
574.87,13.7951666667,51.4456666666,31.3380833333,42.6726666667,11.8155,15.0081666667,41.1859166667,29.2865,19.9103333333,28.745,11.6731666667
575.21,13.8106666667,51.48625,31.41475,42.7319166667,11.8461666667,15.0437083333,41.1834166667,29.3198333333,19.9381666666,28.7586666667,11.7275
575.55,13.8409166666,51.56275,31.4824166666,42.807,11.89675,15.0740833333,41.2365833333,29.3895833333,19.9800416667,28.7928333333,11.74675
575.89,13.803,51.56525,31.48875,42.8328333333,11.88925,15.0662083334,41.2381666667,29.41625,19.9626666667,28.7768333334,11.7119166667
576.22,13.81225,51.57825,31.4976666667,42.8895833333,11.9078333334,15.0837083333,41.2246666667,29.4740833333,19.9814583333,28.8129166667,11.7413333333
576.56,13.8735833334,51.5619166667,31.5539166667,42.9318333333,11.9243333333,15.133,41.27325,29.4920833333,20.0060833333,28.8365,11.7885
576.90,13.8501666667,51.5255,31.5646666667,42.9311666667,11.9433333333,15.135,41.2420833333,29.4489166667,20.0037083333,28.8449166667,11.7940833334
577.24,13.8598333333,51.5988333333,31.6141666667,42.98925,11.94475,15.1505,41.2466666667,29.4545833333,20.0011666667,28.8551666667,11.79225
577.58,13.83,51.6183333333,31.6365833333,42.9946666667,11.9649166667,15.1505,41.23925,29.4666666667,19.998375,28.8284166666,11.7615
577.92,13.86875,51.6958333333,31.6770833333,43.05325,11.99175,15.1748333333,41.22525,29.4778333333,20.0313333333,28.86225,11.7630833334
578.26,13.8575833334,51.7715833333,31.7275,43.1479166667,11.9843333333,15.1886666667,41.2421666667,29.49325,20.0431666666,28.9031666667,11.7571666667
578.60,13.8798333333,51.73125,31.7388333334,43.1575,12.00225,15.2249166667,41.1995833333,29.525,20.0482916667,28.89825,11.7589166667
578.94,13.9040833333,51.7069166667,31.7100833333,43.1466666666,12.0250833333,15.216375,41.1688333333,29.51925,20.0525416667,28.8858333333,11.7319166667
579.28,13.9736666667,51.672,31.7431666667,43.1545833333,12.0825,15.2475833333,41.1705833333,29.5793333334,20.1019166666,28.88575,11.7999166667
579.61,14.0556666667,51.71525,31.7938333334,43.2133333334,12.1281666666,15.2863333334,41.1959166667,29.6213333333,20.1400416667,28.9366666667,11.85425
579.95,14.1034166667,51.7374166667,31.87175,43.2634166667,12.1643333333,15.3234583333,41.2301666667,29.6286666667,20.197875,28.9245,11.8455
580.29,14.038,51.7335,31.83025,43.2455,12.13225,15.26025,41.1533333333,29.6055,20.1210416667,28.8924166667,11.7735833333
580.63,14.0395833333,51.7381666667,31.7996666666,43.229,12.1003333333,15.2184166667,41.1570833333,29.654,20.1169583333,28.8680833334,11.7451666667
580.97,14.0076666666,51.6360833333,31.7540833333,43.15425,12.0525,15.1573333333,41.0350833334,29.6068333333,20.0522083333,28.7890833333,11.6796666667
581.31,14.0049166667,51.6693333333,31.8048333334,43.16175,12.0430833333,15.147625,41.07625,29.6356666667,20.0707083333,28.8016666667,11.6660833333
581.65,13.9781666667,51.7193333333,31.82075,43.2083333333,12.017,15.15375,41.1560833333,29.6984166667,20.0699166667,28.8083333333,11.66475
581.98,13.9686666667,51.60575,31.7595,43.0918333333,12.0031666666,15.1170416667,41.1011666667,29.6451666667,19.9858333333,28.71425,11.6216666667
582.32,14.02525,51.6778333333,31.8011666667,43.1395833333,12.07925,15.1590416667,41.179,29.6865,20.0584166667,28.7713333333,11.6659166667
582.66,14.0385833333,51.70625,31.8246666666,43.15675,12.0835,15.222625,41.18525,29.749,20.0826666666,28.7923333333,11.71275
583.00,13.9974166667,51.6476666667,31.79075,43.0765833334,12.044,15.178125,41.1184166667,29.6619166667,20.0318333334,28.74325,11.6779166667
583.34,13.9916666666,51.7218333333,31.8511666667,43.1268333333,12.0415833333,15.20325,41.16775,29.6793333333,20.093625,28.7714166667,11.6810833333
583.68,14.00925,51.8345,31.866,43.2115,12.0659166667,15.2247916667,41.2438333333,29.7639166666,20.1185833333,28.8536666667,11.752
584.01,14.0554166667,51.8140833333,31.9199166667,43.1989166667,12.1188333333,15.2838333333,41.2559166667,29.8311666667,20.181875,28.8951666667,11.8035
584.35,14.0628333333,51.7270833334,31.9234166666,43.1620833333,12.1086666667,15.2865416667,41.1718333333,29.8154166667,20.1920416666,28.8771666667,11.8036666666
584.69,14.0780833333,51.8179166666,31.9643333333,43.208,12.1160833333,15.3065833333,41.2710833333,29.886,20.233125,28.9145,11.8458333333
585.03,14.1021666667,51.8150833334,31.9865,43.264,12.1356666667,15.350125,41.2565833333,29.9425,20.2212916667,28.9181666667,11.8681666667
585.37,14.1815,51.8280833333,32.0406666666,43.2665833333,12.21375,15.39025,41.2433333333,29.991,20.2604583333,28.92975,11.9418333333
585.70,14.22325,51.9513333334,32.1196666667,43.3650833333,12.2709166667,15.4647916667,41.30625,30.0615,20.3606666667,29.0184166667,12.0235833333
586.04,14.2270833334,51.9680833333,32.1765833333,43.4195,12.2709166667,15.478875,41.35575,30.08775,20.3577083333,29.0258333333,12.05275
586.38,14.20625,52.00575,32.2304166667,43.4793333333,12.29025,15.4502916667,41.4318333333,30.1263333334,20.363375,29.0726666667,12.0505833333
586.72,14.3251666667,52.11775,32.3533333333,43.5946666667,12.3648333333,15.5813333333,41.5600833333,30.2841666667,20.479625,29.2096666667,12.1545833333
587.06,14.2820833333,52.046,32.2904166667,43.51975,12.3485,15.550625,41.50975,30.26975,20.4140833333,29.14775,12.10725
587.39,14.3095,51.9551666667,32.2720833333,43.42975,12.3903333333,15.54825,41.46875,30.226,20.431125,29.1314166667,12.1158333334
587.73,14.2948333334,51.9963333333,32.2694166667,43.4846666667,12.3845,15.5286666667,41.4941666667,30.24725,20.437625,29.1510833333,12.094
588.07,14.2778333333,52.0694166666,32.28,43.5371666667,12.37675,15.5527916667,41.527,30.2420833333,20.4180833333,29.1666666667,12.0600833333
588.41,14.35225,52.13675,32.33175,43.6396666667,12.4411666667,15.635125,41.5680833333,30.3300833333,20.5021666666,29.2433333333,12.1169166667
588.74,14.3893333333,52.104,32.3084166666,43.55975,12.4571666667,15.659875,41.5404166667,30.2821666667,20.5298333333,29.2515,12.1234166666
589.08,14.39825,52.2078333333,32.38275,43.6365833334,12.4468333333,15.6904583333,41.61575,30.3270833333,20.560375,29.2905,12.1041666667
589.42,14.41175,52.1684166667,32.39125,43.6120833333,12.4464166667,15.6642916666,41.58725,30.3296666667,20.5440833333,29.2834166667,12.1065833334
589.76,14.38325,52.20125,32.405,43.6335833333,12.41175,15.6735833334,41.5610833333,30.357,20.5281666666,29.3021666667,12.0663333333
590.09,14.4363333333,52.251,32.4238333333,43.63625,12.4239166667,15.7403333333,41.5555833333,30.3728333333,20.559375,29.2973333333,12.0848333333
590.43,14.3286666667,52.2769166667,32.3711666667,43.6210833333,12.3425833333,15.6504583333,41.5005833334,30.32375,20.477375,29.1958333333,11.9755833333
590.77,14.4193333333,52.35325,32.4874166667,43.71,12.4326666667,15.7465416667,41.55175,30.42075,20.5807916667,29.3019166667,12.07675
591.11,14.4194166667,52.4615,32.5778333333,43.7839166667,12.4451666666,15.7887916667,41.6075833334,30.48925,20.6215416666,29.3523333333,12.1046666667
591.44,14.48375,52.5555833334,32.654,43.8175,12.5144166667,15.8470416667,41.6468333333,30.5255,20.6797916667,29.401,12.1671666667
591.78,14.5755,52.6208333333,32.766,43.89325,12.5949166667,15.9279166667,41.7474166667,30.6345,20.7629166667,29.49175,12.267
592.12,14.5986666667,52.60375,32.8038333333,43.8641666667,12.6256666666,15.9434166667,41.7600833333,30.6388333334,20.76575,29.5053333333,12.271
592.46,14.59225,52.6655,32.8269166667,43.90525,12.624,15.9344166667,41.779,30.6765,20.7621666666,29.5115833333,12.2785
592.79,14.5391666667,52.5653333333,32.7753333333,43.8365833333,12.6000833333,15.8862083333,41.6905,30.5943333333,20.7180416666,29.4576666666,12.25075
593.13,14.5846666667,52.642,32.8243333333,43.9040833333,12.646,15.9745416667,41.7995,30.64625,20.7682083333,29.5155833333,12.2721666667
593.47,14.62425,52.6004166666,32.8121666667,43.85,12.6934166667,15.9620833333,41.7374166666,30.65975,20.7835833334,29.5001666666,12.2845833333
593.80,14.64125,52.5564166667,32.83525,43.8358333333,12.70775,15.97525,41.7066666667,30.6935,20.7744166667,29.4933333333,12.2900833333
594.14,14.6831666667,52.5315,32.86025,43.7841666667,12.7275833334,16.00025,41.7095,30.6748333334,20.8029583333,29.5364166667,12.3098333333
594.48,14.6875833334,52.5214166667,32.8904166666,43.7924166667,12.7213333333,16.002375,41.7460833333,30.6814166667,20.8064166667,29.5313333333,12.3169166667
594.81,14.6855,52.5329166667,32.8619166667,43.8049166667,12.6878333333,15.9855833333,41.7665,30.69325,20.777875,29.5184166666,12.292
595.15,14.63725,52.5108333333,32.8095,43.79925,12.62175,15.9559583333,41.7695833333,30.6654166667,20.73125,29.45775,12.2350833333
595.49,14.6235833333,52.5594166667,32.8135833333,43.81625,12.6019166667,15.9394583333,41.7679166667,30.6784166667,20.741875,29.42075,12.2245
595.82,14.5940833333,52.5406666667,32.818,43.8095833333,12.57775,15.9416666667,41.7615,30.66375,20.750375,29.399,12.2375
596.16,14.6154166667,52.5654166667,32.8545,43.8675,12.59375,15.9498333333,41.82475,30.699,20.790875,29.4510833333,12.2611666667
596.50,14.6139166667,52.5506666667,32.8296666667,43.83475,12.60125,15.9544583333,41.81825,30.7245833333,20.8011666667,29.4535833333,12.2530833334
596.83,14.6083333333,52.5926666667,32.87275,43.8758333333,12.5995833333,15.941375,41.7798333333,30.7488333333,20.8056666667,29.4889166666,12.251
597.17,14.6184166667,52.63225,32.9145,43.9108333333,12.5800833333,15.951625,41.8608333333,30.7435833334,20.82775,29.4963333333,12.2651666667
597.51,14.6215,52.666,32.93425,43.9309166667,12.5674166667,15.9175833333,41.8926666667,30.7186666667,20.841875,29.5026666667,12.2640833334
597.84,14.6174166667,52.6808333333,32.91625,44.0000833333,12.583,15.9245416667,41.87175,30.709,20.836,29.499,12.2741666667
598.18,14.6138333333,52.6761666667,32.8864166667,43.9469166667,12.5433333333,15.9020416667,41.8356666667,30.6949166667,20.8130833333,29.5015833333,12.2359166667
598.52,14.6498333333,52.6320833333,32.8960833333,43.9408333333,12.5595833333,15.9569583333,41.8008333333,30.7005833334,20.8261666667,29.5059166667,12.274
598.85,14.6634166667,52.6715833333,32.9320833333,43.9639166667,12.5765,15.9737083333,41.8043333333,30.7568333333,20.854125,29.5569166667,12.3063333334
599.19,14.71475,52.7075833334,32.9789166667,43.9590833334,12.6231666667,16.0165,41.8021666667,30.802,20.8801666667,29.5984166667,12.3440833333
599.53,14.7026666666,52.6700833333,32.9673333333,43.9250833334,12.6253333333,15.975625,41.75325,30.7755833333,20.85625,29.58375,12.31725
599.86,14.7264166667,52.7026666667,33.0313333333,43.9573333334,12.6389166667,16.0184583333,41.7748333333,30.8306666666,20.857875,29.603,12.3264166667
600.20,14.8085,52.75175,33.10075,44.0231666667,12.7055,16.072625,41.81075,30.8643333333,20.8829166667,29.6238333333,12.3995833333
600.53,14.8495,52.7190833333,33.1170833333,44.02425,12.7356666667,16.1040416667,41.8554166667,30.9380833333,20.92425,29.6063333333,12.442
600.87,14.8565,52.7215,33.117,44.0250833333,12.7658333333,16.146125,41.8804166666,31.015,20.9683333333,29.6414166666,12.47075
601.21,14.8453333333,52.7298333334,33.1246666667,44.0005,12.8150833333,16.2410833334,41.8813333333,31.0588333333,21.034,29.6763333334,12.4939166667
601.54,14.9273333333,52.7933333333,33.2095,44.0381666666,12.857,16.316,42.00425,31.2174166667,21.121125,29.7531666667,12.5685
601.88,15.00725,52.9491666667,33.3068333333,44.1805,12.9538333333,16.445625,42.11475,31.30825,21.2064583333,29.8306666667,12.6676666667
602.21,15.0444166667,53.0133333333,33.3966666666,44.2143333333,13.0276666667,16.497875,42.1785833333,31.34725,21.2664166667,29.8908333333,12.7145
602.55,15.0945833334,52.99425,33.44625,44.25875,13.0678333334,16.5600833333,42.21,31.37325,21.2957083333,29.95225,12.778
602.88,15.0903333333,52.9083333333,33.42575,44.1954166667,13.0579166667,16.5845416667,42.2010833333,31.3436666667,21.2717083333,29.9190833333,12.763
603.22,15.1596666667,53.0145,33.4815,44.2151666667,13.0794166667,16.6220833333,42.2689166667,31.4066666667,21.31025,29.9963333333,12.8229166667
603.56,15.168,53.03325,33.4933333333,44.192,13.0671666667,16.6339166667,42.2801666666,31.41825,21.32,29.9815,12.8193333333
603.89,15.135,53.06975,33.53275,44.2050833334,13.04025,16.636,42.2843333333,31.41825,21.3051666667,29.9756666667,12.7926666667
604.23,15.1243333334,53.1038333333,33.56725,44.1873333333,13.0580833333,16.6297916667,42.3116666667,31.4074166667,21.2896666667,29.9850833333,12.7803333333
604.56,15.0946666666,53.1094166667,33.5768333334,44.1808333333,13.04625,16.6269166667,42.2836666667,31.3768333333,21.236125,29.9761666667,12.7763333333
604.90,15.14875,53.142,33.623,44.2286666667,13.06325,16.6190833333,42.2950833334,31.4121666667,21.235,30.0126666667,12.8194166667
605.23,15.1186666667,53.1378333333,33.6446666666,44.2473333333,13.0625,16.602875,42.2569166667,31.3921666667,21.2165416667,30.0254166666,12.8055833333
605.57,15.1079166667,53.1685833333,33.679,44.2923333334,13.0406666667,16.5597083333,42.2656666667,31.414,21.21025,29.9968333333,12.8104166667
605.90,15.0925,53.2043333333,33.6840833333,44.2986666667,12.999,16.548875,42.2646666667,31.4174166666,21.1892083333,29.9756666667,12.7543333333
606.24,15.0301666667,53.1698333333,33.63975,44.2126666667,12.9459166667,16.4659166667,42.2055,31.371,21.1580416667,29.8644166667,12.6759166667
606.58,15.0091666666,53.2655,33.6818333333,44.2955,12.9481666666,16.4382916667,42.24575,31.4091666667,21.187625,29.86475,12.6846666667
606.91,14.9990833333,53.288,33.7048333334,44.3669166667,12.96,16.4790833334,42.25125,31.4311666667,21.202875,29.8519166666,12.66875
607.25,15.00425,53.3308333333,33.7290833333,44.4309166667,12.9894166667,16.4982916667,42.2448333334,31.44475,21.223375,29.8894166667,12.6835833333
607.58,15.0390833333,53.34075,33.73525,44.4843333333,13.023,16.54875,42.27375,31.4993333333,21.2836666667,29.9216666667,12.746
607.92,15.0663333333,53.3544166667,33.7245833333,44.49625,13.0283333333,16.6112083333,42.2504166666,31.48575,21.3510833333,29.9361666667,12.7926666666
608.25,15.1631666666,53.4168333333,33.77025,44.5785,13.0776666667,16.69175,42.30325,31.5783333333,21.4549166667,29.9855833333,12.8318333333
608.59,15.138,53.34675,33.72275,44.5324166667,13.0756666666,16.6745,42.2139166667,31.556,21.4337083333,29.9256666667,12.7984166667
608.92,15.1300833334,53.2980833333,33.70975,44.4703333333,13.0945,16.6857083334,42.1635833333,31.5055,21.4419166667,29.8563333334,12.8028333333
609.26,15.121,53.1935,33.6375833334,44.3661666667,13.1113333334,16.6969583333,42.0919166667,31.462,21.4392083333,29.8513333333,12.7808333333
609.59,15.1224166667,53.1625,33.6461666667,44.3799166667,13.10675,16.68475,42.0459166667,31.43775,21.4395416667,29.85075,12.8049166666
609.93,15.1565833333,53.1870833333,33.67575,44.416,13.1499166667,16.7619583333,42.0543333333,31.47025,21.4689583334,29.9041666666,12.846
610.26,15.17275,53.2004166667,33.671,44.4101666667,13.19475,16.772375,42.0434166667,31.5055833333,21.4552916666,29.9268333333,12.8794166667
610.60,15.1945833333,53.2106666667,33.7124166667,44.4068333334,13.2124166667,16.7529583333,42.0343333334,31.5374166666,21.47375,29.9189166666,12.8886666667
610.93,15.2018333333,53.1645833333,33.69975,44.3733333333,13.23875,16.7464583333,41.99025,31.5085833333,21.4699583333,29.8810833334,12.915
611.27,15.2389166667,53.13675,33.71725,44.3375833333,13.2711666667,16.756625,41.9653333334,31.52125,21.507125,29.915,12.92725
611.60,15.2293333334,53.049,33.6955,44.321,13.2731666667,16.7155416667,41.9035,31.5309166667,21.4650833333,29.87725,12.9178333333
611.93,15.1574166667,52.9144166666,33.6168333333,44.154,13.2454166666,16.635625,41.79,31.4348333333,21.3714166667,29.7895,12.8934166667
612.27,15.141,52.8989166667,33.6315833333,44.1564166667,13.21575,16.637375,41.8226666667,31.4029166667,21.3729583333,29.7626666667,12.90375
612.60,15.20325,52.9719166667,33.6870833333,44.2488333333,13.2490833334,16.694375,41.8865,31.486,21.4239166667,29.8280833334,12.9189166667
612.94,15.2291666667,52.9994166667,33.76125,44.3239166667,13.2678333333,16.7073333333,41.8905,31.5031666666,21.4326666667,29.8514166667,12.9503333333
613.27,15.2601666667,53.0095,33.7698333334,44.2948333333,13.2924166667,16.7485,41.9051666667,31.5618333333,21.4639166667,29.8453333333,12.972
613.61,15.3195833333,53.0848333333,33.8511666667,44.3495,13.3350833333,16.7947083334,41.9841666666,31.62425,21.488,29.88575,13.0293333333
613.94,15.322,53.052,33.8564166667,44.3476666666,13.30125,16.8434583334,41.9319166667,31.571,21.5375,29.8975833333,13.00175
