wavelength,Back_ChlCalf,Belly_ChlCalf,Breast_ChlCalf,Crissum_ChlCalf,Crown_ChlCalf,DorTail_ChlCalf,Patch10_ChlCalf,Patch11_ChlCalf,Patch12_ChlCalf,Patch13_ChlCalf,Rump_ChlCalf,Throat_ChlCalf,WingTip_ChlCalf
316.64,5.6345,16.9870833333,13.88625,11.1280833333,6.87366666667,5.80824679487,12.3080833333,10.975,3.09283333333,6.594,5.48141666666,12.1264166667,8.19641666666
317.01,5.98483333333,17.371,14.2731666667,11.5254166667,7.25441666666,6.18027884615,12.5634166666,11.3124166667,3.43983333333,6.857,5.73708333333,12.5,8.61783333333
317.38,6.28183333333,17.6659166666,14.5741666667,11.8525833333,7.47191666666,6.40733653846,12.683,11.5954166667,3.7185,7.11433333333,5.90558333333,12.8249166667,8.77933333333
317.75,6.41741666666,17.83025,14.8085833334,11.9048333333,7.54375000001,6.46283333334,12.7975833333,11.6236666667,3.74508333333,7.09125,5.89041666667,12.8740833333,8.98858333333
318.12,6.25416666667,17.74375,14.5128333333,11.68025,7.34775000001,6.31236217948,12.60775,11.3669166667,3.536,6.8435,5.6275,12.6328333333,8.72116666667
318.49,6.30033333333,17.965,14.6149166667,11.78725,7.51358333332,6.43661538462,12.63425,11.5501666667,3.68291666667,6.79975,5.73658333333,12.7715,8.75791666667
318.85,6.429,18.1121666667,14.6475,11.8710833333,7.50091666667,6.51860576923,12.67625,11.5580833333,3.77358333333,6.91491666667,5.872,12.82225,8.85066666667
319.22,6.58075,18.2781666667,14.8508333333,12.0091666666,7.70141666668,6.70539102564,12.9171666667,11.6510833333,3.88433333333,7.1305,6.06883333333,13.06025,9.00741666667
319.59,6.70316666667,18.4683333333,14.8520833334,12.00675,7.70858333333,6.87008974359,12.94475,11.6170833333,3.936,7.19208333333,6.11225,13.0695833333,9.08924999999
319.96,6.93733333334,18.71375,14.9983333334,12.1146666667,7.79075,7.14086538462,13.0255,11.8211666667,4.0815,7.32475,6.26066666667,13.1255833334,9.22075000001
320.32,7.00108333333,18.8721666666,15.1614166666,12.06125,7.80583333334,7.2773974359,13.101,11.8349166667,4.251,7.3085,6.26216666667,13.14375,9.15541666667
320.69,7.07033333334,19.0421666667,15.1980833334,12.0959166667,7.88750000001,7.29543910257,13.243,11.84275,4.34566666667,7.302,6.29666666667,13.1463333333,9.27883333333
321.06,7.18058333333,19.1566666667,15.2971666667,12.1156666667,7.86316666667,7.33063461538,13.2599166667,11.79175,4.37725,7.30941666667,6.43775,13.1976666667,9.28433333333
321.43,6.9415,19.0894166666,15.14825,11.862,7.5515,7.05415705128,13.14875,11.5013333334,4.21808333333,7.08125,6.23066666667,13.0304166666,9.17958333334
321.80,6.93633333333,19.3585833333,15.13975,11.8174166667,7.51983333332,7.13946794872,13.08025,11.57475,4.25925,7.06408333333,6.35925,13.1484166667,9.12349999999
322.16,6.68108333333,19.36675,15.1798333334,11.5508333333,7.258,6.94748717948,12.95925,11.4913333333,4.1975,6.89108333333,6.1805,12.98675,8.942
322.53,6.62058333333,19.3244166667,15.0501666667,11.3131666667,7.06833333333,6.84665064102,12.9211666667,11.3760833333,4.1195,6.76291666667,5.97883333334,12.82325,8.75800000001
322.90,6.74533333334,19.5633333334,15.2194166667,11.5500833333,7.21208333333,7.03323397436,13.1076666667,11.5276666666,4.27883333333,6.8535,6.08483333333,13.028,8.81633333334
323.27,6.504,19.56375,14.9905,11.3498333333,6.87966666667,6.83386217949,12.9383333333,11.3515833333,4.08025,6.673,5.86775,12.9304166667,8.57783333334
323.63,6.5565,19.662,15.1294166667,11.47925,6.97958333333,6.96799679487,13.0030833333,11.5045,4.1195,6.83475,5.93283333334,12.9798333333,8.65766666667
324.00,6.45816666666,19.7415,15.0754166667,11.3989166667,6.90783333333,6.97763141026,13.00675,11.4946666667,4.07925,6.74216666667,5.79816666667,12.94475,8.60991666667
324.37,6.3915,19.84875,14.9940833333,11.4385,6.9375,6.96352884615,13.0670833333,11.5354166667,4.02833333333,6.75425,5.87491666667,12.9405833333,8.67041666666
324.74,6.38983333333,19.9960833334,15.0615833333,11.5165,6.91025,7.05361217949,13.1019166667,11.6449166667,4.08125,6.77983333333,5.96566666667,13.111,8.73766666667
325.10,6.18233333333,19.9870833333,14.9133333333,11.3879166667,6.75908333333,6.93071474359,12.94825,11.4765833333,3.96508333333,6.63733333334,5.78591666666,13.0664166667,8.56275
325.47,6.25416666667,20.0543333333,15.0169166667,11.3798333333,6.77516666667,7.05926602564,12.8989166666,11.49525,4.02425,6.5935,5.84691666667,13.0295,8.54708333333
325.84,6.17891666667,19.9301666667,14.95825,11.2571666667,6.65341666666,6.91659935898,12.814,11.3985,3.94766666667,6.52858333333,5.68933333333,12.9188333333,8.48991666668
326.21,6.50066666666,20.0804166667,15.1215,11.4333333333,6.88941666667,7.16342307692,12.9360833334,11.5135,4.21875,6.76508333334,5.955,13.1550833333,8.78725
326.57,6.34408333333,19.9595833333,15.05675,11.3683333333,6.81583333334,7.02883333334,12.8485833333,11.3278333334,4.05975,6.644,5.88033333333,13.1110833334,8.82116666667
326.94,6.356,19.9745833333,15.0695833333,11.3260833334,6.81258333333,7.02439423077,12.84525,11.3228333333,4.04558333334,6.6435,5.86366666666,13.0614166667,8.85500000001
327.31,6.45133333334,20.0859166667,15.23725,11.3391666667,6.86141666667,7.05409935897,12.81775,11.2968333333,4.04666666666,6.60833333333,5.83708333333,13.0905833333,8.90183333333
327.67,6.50833333333,20.18175,15.2663333333,11.4303333333,6.82758333333,7.03407371795,12.8949166667,11.3103333333,4.06958333333,6.54633333334,5.89966666667,13.1829166666,8.90275
328.04,6.70375,20.2241666666,15.3803333333,11.47625,6.88616666666,7.06864423076,13.0065833333,11.2724166667,4.15083333334,6.67383333334,6.02241666667,13.3644166667,8.99149999999
328.41,6.67533333333,20.1365833333,15.3433333333,11.4031666667,6.68375,6.95452884615,12.9023333334,11.174,4.04208333333,6.62683333333,5.94258333333,13.3273333333,8.90383333334
328.78,6.48225,20.0343333333,15.1095,11.0898333334,6.45158333333,6.74945833333,12.7300833333,10.8484166666,3.70383333333,6.32941666666,5.65858333334,13.1105833334,8.53891666666
329.14,6.28708333333,19.83775,14.79775,10.7638333333,6.11491666667,6.49521794872,12.5585,10.6775,3.41383333333,6.04425,5.369,12.786,8.31591666667
329.51,6.2605,19.859,14.6778333333,10.6841666667,6.09766666667,6.37102884615,12.542,10.5880833333,3.30958333333,6.0315,5.32466666667,12.7675833333,8.32283333333
329.88,6.10933333333,19.7204166667,14.5258333333,10.4795,5.943,6.18577564102,12.4450833334,10.3875,3.11375,5.81033333333,5.16091666667,12.6753333334,8.16891666667
330.24,5.75025,19.5175833333,14.2129166667,10.0770833333,5.531,5.80805769231,12.2179166667,10.06425,2.56333333333,5.32416666667,4.7905,12.313,7.69158333333
330.61,5.7285,19.568,14.13775,9.92941666668,5.38508333333,5.70991025641,12.1493333333,9.91141666666,2.49466666667,5.23316666667,4.662,12.2324166667,7.50191666667
330.98,5.39858333333,19.2965,13.8058333333,9.50749999999,4.92783333334,5.35185897436,11.8308333333,9.549,2.14283333333,4.88458333333,4.36691666667,11.9029166667,7.11575
331.34,5.10891666667,19.0121666666,13.403,9.27116666666,4.62308333333,5.03998397436,11.60225,9.28183333333,1.81325,4.58216666667,4.17316666667,11.5523333334,6.83825
331.71,5.21191666667,19.1559166667,13.48875,9.15133333334,4.68633333333,5.01591346154,11.5943333333,9.28758333334,1.82525,4.58891666666,4.25783333334,11.6918333333,6.9045
332.08,5.02091666667,19.0193333333,13.2825,8.94033333333,4.56841666666,4.8628974359,11.4086666666,9.17008333334,1.61066666667,4.37383333333,4.13166666666,11.5384166667,6.79475
332.44,5.01558333333,18.95175,13.271,8.79591666667,4.62066666667,4.84182051282,11.2975833334,9.09566666667,1.55575,4.28091666667,4.092,11.5245833333,6.80008333333
332.81,4.79233333333,18.6896666666,13.1120833333,8.60366666668,4.40025,4.6176025641,10.9709166667,8.92025,1.4685,4.0615,3.88841666667,11.2926666667,6.61675
333.18,4.80716666667,18.7355,13.1945,8.49591666666,4.33608333333,4.57587179487,10.88675,8.86025,1.46408333333,4.06341666667,3.90741666667,11.3478333333,6.61341666667
333.54,4.59883333333,18.52375,13.0256666667,8.24158333333,4.1115,4.36465384615,10.7011666667,8.6905,1.28308333334,3.803,3.68108333334,11.2384166667,6.446
333.91,4.4795,18.5420833333,12.9584166667,8.09983333333,4.00283333333,4.28555448718,10.5565833333,8.56508333333,1.18208333333,3.72808333333,3.59058333334,11.184,6.36316666667
334.28,4.44883333334,18.56325,12.9681666667,8.06091666667,3.92875,4.23180128205,10.4501666667,8.59583333333,1.13658333333,3.71175,3.57316666667,11.22325,6.4025
334.64,4.25583333333,18.42725,12.8335833333,7.90066666667,3.80566666667,4.14419230769,10.17125,8.53891666667,1.02091666667,3.53891666667,3.52933333333,11.18725,6.30741666667
335.01,4.22158333333,18.4284166667,12.7790833334,7.80216666667,3.82083333333,4.13405448718,10.0298333333,8.55108333334,1.00966666667,3.4965,3.52025,11.3035,6.35516666667
335.38,4.3085,18.4901666667,13.0085833333,7.78833333333,3.9005,4.32599038462,10.0765,8.63083333333,1.21416666667,3.56966666667,3.62325,11.5535,6.51925
335.74,4.06625,18.308,12.82925,7.62466666667,3.73133333333,4.27317307692,9.84716666668,8.49675,1.126,3.40883333333,3.40583333333,11.392,6.42866666667
336.11,3.92666666667,18.2379166667,12.80625,7.43966666666,3.55941666667,4.13533974359,9.61141666668,8.38875,1.04491666667,3.16883333333,3.24441666667,11.2691666666,6.31891666667
336.47,3.872,18.1619166667,12.7964166667,7.3345,3.5115,4.18286858974,9.50766666666,8.30416666667,1.00525,3.08525,3.15258333333,11.2428333333,6.27141666667
336.84,3.86716666667,18.2403333334,12.8478333333,7.307,3.49291666667,4.27249358974,9.48708333334,8.33316666667,0.984,3.06075,3.14416666667,11.3183333333,6.41416666667
337.21,3.7935,18.0915,12.8225,7.18883333333,3.459,4.16883974359,9.38,8.16658333333,0.8745,2.8725,3.0285,11.27,6.343
337.57,3.81116666667,18.15575,12.8793333333,7.16333333333,3.48616666667,4.2419775641,9.32166666666,8.19183333333,0.962833333334,2.82608333333,3.0525,11.2830833333,6.36141666667
337.94,4.06183333333,18.25425,13.043,7.29616666667,3.6695,4.39939102564,9.39991666667,8.37608333333,1.24816666667,2.94058333333,3.23716666666,11.45825,6.50825
338.31,4.07691666667,18.2964166667,13.0971666667,7.26708333333,3.75333333334,4.46221794872,9.39375,8.34516666667,1.39566666667,2.99166666667,3.29158333333,11.5703333333,6.57425
338.67,3.98691666667,18.2205,12.9924166667,7.13733333334,3.61133333333,4.38153205128,9.34283333333,8.20566666666,1.33533333333,2.89525,3.18566666667,11.4838333333,6.5445
339.04,3.79983333333,18.10225,12.8349166667,6.85975,3.42991666667,4.22273717949,9.17108333333,7.94891666667,1.26475,2.68425,2.99991666667,11.2763333333,6.40066666667
339.40,3.64708333333,17.9318333333,12.5649166666,6.5695,3.22433333333,3.96097115385,8.95424999999,7.73133333333,1.09758333334,2.46775,2.75791666667,11.0695,6.20808333333
339.77,3.54016666667,17.78475,12.4114166667,6.358,3.07741666667,3.78693269231,8.77283333333,7.5285,1.002,2.23625,2.65258333333,10.9294166667,6.04033333333
340.14,3.54666666667,17.8345,12.3489166667,6.34858333334,3.0895,3.83490064102,8.75033333333,7.53225,1.04433333333,2.30716666667,2.71841666667,10.9366666667,6.06675
340.50,3.44758333333,17.8081666667,12.2698333333,6.20958333333,2.91108333334,3.64486217949,8.65466666667,7.39975,0.969333333333,2.1755,2.62858333333,10.8731666667,5.98425
340.87,3.41233333333,17.6694166667,12.20175,6.10675,2.79908333333,3.53331730769,8.528,7.27675,0.917250000002,2.1485,2.62716666667,10.803,5.91908333333
341.23,3.3435,17.6218333333,12.18875,6.031,2.78208333334,3.553125,8.42775,7.2485,0.976083333333,2.14716666667,2.631,10.7300833333,5.904
341.60,3.33808333333,17.5813333333,12.20425,6.01466666666,2.78291666667,3.59518589743,8.42141666666,7.188,0.967666666666,2.22208333334,2.62341666667,10.7708333333,5.93783333333
341.96,3.01258333333,17.2395833333,11.9479166667,5.64183333334,2.41208333334,3.35891025641,8.11041666667,6.86366666666,0.653083333334,1.92083333333,2.31925,10.5155833333,5.68208333334
342.33,2.95375,17.0633333334,11.89625,5.47116666667,2.28841666667,3.24346474359,7.9695,6.75908333333,0.552,1.81125,2.17125,10.3901666667,5.621
342.70,3.05325,17.1053333333,12.0061666666,5.45708333333,2.36366666667,3.33854807692,7.97383333333,6.80266666666,0.648,1.8525,2.23091666667,10.4220833333,5.66916666667
343.06,3.17533333333,17.1369166666,12.1014166667,5.55466666666,2.45716666667,3.47033012821,8.08541666667,6.91825,0.729833333332,2.00791666667,2.35566666666,10.54025,5.726
343.43,3.11266666667,17.00925,12.0655833334,5.47816666667,2.42725,3.45456410257,7.91833333334,6.88625,0.730583333334,1.98241666667,2.30191666667,10.41025,5.65008333333
343.79,3.18158333333,17.1020833333,12.2178333333,5.5415,2.52958333334,3.60154487179,7.94875,7.01883333333,0.770583333334,2.1065,2.35741666667,10.4895833333,5.77975
344.16,2.99216666666,16.887,12.0809166667,5.39775,2.35908333334,3.42973397436,7.73666666667,6.8505,0.634416666666,1.941,2.16508333333,10.3675833333,5.63958333334
344.52,2.93958333333,16.8493333333,12.0735833333,5.38008333334,2.40958333334,3.45252564102,7.699,6.85725,0.646833333333,1.96766666667,2.20733333333,10.399,5.66925
344.89,2.84791666667,16.8183333334,12.023,5.27458333334,2.35641666666,3.43073397436,7.69483333333,6.86575,0.649583333333,1.91008333334,2.11591666667,10.4025,5.60975
345.25,2.85308333333,16.84975,12.026,5.31766666667,2.40591666667,3.4618525641,7.73208333333,6.91108333333,0.695249999999,1.9625,2.14083333333,10.4949166667,5.6575
345.62,2.65208333333,16.6375,11.7621666667,5.10008333333,2.20716666667,3.30297435897,7.53975,6.72625,0.504500000001,1.78683333333,1.98858333333,10.3194166667,5.478
345.99,2.72233333333,16.8135,11.8778333333,5.26983333333,2.38125,3.43112179487,7.67041666667,6.88966666667,0.679833333334,1.92458333333,2.15158333333,10.4326666667,5.60141666667
346.35,2.747,16.8384166667,11.9054166667,5.349,2.433,3.47467628205,7.7235,6.90825,0.738833333333,1.91191666667,2.21016666667,10.4863333333,5.65566666667
346.72,2.71825,16.8098333333,11.9728333333,5.3655,2.47233333333,3.46990064103,7.71075,6.93641666667,0.7745,1.96466666667,2.21433333333,10.6013333333,5.71416666666
347.08,2.64583333333,16.7516666667,11.96475,5.30133333333,2.45125,3.40411538462,7.55933333334,6.88383333333,0.787666666668,1.85816666667,2.16941666667,10.62325,5.69866666667
347.45,2.581,16.746,11.94875,5.292,2.43625,3.40725,7.5935,6.83616666667,0.798083333334,1.88058333334,2.20116666667,10.767,5.75475
347.81,2.48575,16.551,11.8369166667,5.14333333333,2.29166666666,3.32595833333,7.52708333333,6.70225,0.799999999999,1.80775,2.13608333333,10.7095833333,5.652
348.18,2.62566666666,16.597,12.00825,5.20283333333,2.387,3.46061217949,7.72308333333,6.79425,0.985833333333,1.95683333333,2.28508333333,10.898,5.82808333333
348.54,2.65533333333,16.6155833333,12.0775,5.225,2.41033333334,3.47941346154,7.68133333334,6.82891666667,1.04408333333,2.01933333333,2.36291666667,10.9326666667,5.8595
348.91,2.69716666667,16.5775,12.1275,5.24308333333,2.46775,3.48130128206,7.61691666667,6.7815,1.06975,2.01666666667,2.39108333333,10.919,5.88275
349.27,2.73616666666,16.5390833333,12.2003333333,5.25558333333,2.48983333334,3.47876282052,7.59333333333,6.805,1.10408333333,2.04808333333,2.39208333334,10.9865,5.94508333333
349.64,2.80008333333,16.5635,12.33225,5.335,2.56791666667,3.49198397436,7.56991666667,6.85941666667,1.19491666667,2.065,2.44133333333,11.0745833333,6.00641666667
350.00,2.77,16.4485833334,12.3339166666,5.2275,2.55908333333,3.43476282051,7.47908333333,6.78891666667,1.13,2.05908333333,2.41208333334,11.07625,6.01666666667
350.37,2.58241666667,16.28525,12.1916666667,4.97108333334,2.43366666667,3.3308974359,7.206,6.63825,1.02725,1.989,2.30583333333,10.9643333333,5.85458333333
350.73,2.58375,16.18475,12.1610833333,4.88708333333,2.411,3.31420192308,7.07458333333,6.55766666666,1.01108333333,1.95575,2.28658333333,10.882,5.82925
351.10,2.59883333333,16.13,12.2448333333,4.80866666667,2.40658333333,3.30185576923,6.98233333333,6.50308333333,0.989499999999,2.02,2.34058333334,10.9035,5.90258333334
351.46,2.69991666667,16.1929166667,12.4035833333,4.85708333333,2.52983333334,3.39300641026,6.98816666667,6.612,1.07616666667,2.15591666667,2.48566666667,10.9548333333,6.00466666667
351.83,2.64508333334,16.2614166667,12.4633333333,4.835,2.52408333333,3.38448397436,6.93616666667,6.55341666667,1.08425,2.1625,2.4945,11.0351666667,6.097
352.19,2.52316666666,16.1775833333,12.4416666667,4.71541666667,2.47375,3.32906410256,6.6635,6.37575,1.05125,2.07658333333,2.45958333333,10.91675,6.01641666667
352.55,2.72908333333,16.31825,12.6520833333,4.79425,2.65666666667,3.58794230769,6.80575,6.531,1.34533333333,2.24858333333,2.60166666667,11.1768333333,6.23758333333
352.92,2.94033333333,16.42625,12.8163333333,4.89233333334,2.86766666667,3.83760576923,6.94108333333,6.70525,1.61775,2.52316666666,2.85733333333,11.4425,6.51566666667
353.28,3.0555,16.5109166667,12.9495833333,4.94033333333,2.9385,4.02213141025,6.95575,6.82483333334,1.8255,2.69308333333,3.05333333333,11.5945833333,6.65891666667
353.65,3.04083333333,16.4676666667,12.9655,4.7955,2.91166666667,4.08331410256,6.84083333334,6.74075,1.82991666667,2.71816666667,3.095,11.5845833334,6.67783333333
354.01,3.13025,16.45975,13.0295833334,4.839,2.94958333334,4.1977724359,6.78708333334,6.70733333333,1.94241666667,2.76283333333,3.191,11.6770833333,6.76825
354.38,3.29308333333,16.585,13.20475,5.01858333333,3.055,4.36797115384,6.88708333333,6.80083333333,2.13491666667,2.877,3.31133333333,11.90475,6.96233333333
354.74,3.39683333333,16.6805833333,13.33175,5.083,3.14466666667,4.54941025641,6.95408333333,6.92291666667,2.32658333333,3.01508333333,3.46316666667,12.0593333334,7.09516666666
355.11,3.50466666667,16.8161666667,13.47775,5.21558333333,3.26416666667,4.74865384616,7.05608333333,7.08325,2.46575,3.17508333333,3.61641666667,12.1839166666,7.23075
355.47,3.63308333333,16.8723333333,13.6413333333,5.34791666667,3.38858333333,4.91650320513,7.1025,7.1415,2.66208333334,3.275,3.758,12.3501666667,7.435
355.83,3.64491666667,16.8135,13.64425,5.323,3.40908333333,4.92596474359,6.923,7.11708333333,2.63658333333,3.24825,3.75091666666,12.345,7.42883333333
356.20,3.75383333333,16.8565833334,13.70925,5.376,3.49066666667,5.04599358974,6.97058333334,7.20925,2.70783333333,3.33508333334,3.84575,12.4666666667,7.58783333333
356.56,3.65408333333,16.7735833333,13.6688333333,5.27566666667,3.35141666667,4.93017628205,6.70108333333,7.09216666667,2.57366666667,3.24058333333,3.76766666666,12.3804166667,7.58841666667
356.93,3.49408333333,16.7218333333,13.6195,5.18158333334,3.21725,4.82122115385,6.49666666667,6.93841666667,2.49958333333,3.12225,3.67741666667,12.32175,7.48716666667
357.29,3.29975,16.5421666667,13.4925,4.98725,3.0525,4.64418589744,6.24766666667,6.71925,2.31208333333,2.89791666667,3.48566666667,12.1508333334,7.339
357.66,3.52966666667,16.7103333333,13.7441666667,5.2375,3.25583333333,4.82875961539,6.4,6.94575,2.57133333334,3.08641666667,3.675,12.4003333333,7.57533333333
358.02,3.604,16.8135833333,13.83,5.30825,3.30175,4.89922115384,6.42058333333,7.03525,2.66591666666,3.16033333334,3.74466666667,12.5153333334,7.66916666666
358.38,3.60458333333,16.757,13.8554166667,5.25908333333,3.28366666666,4.85862179487,6.32975,7.02025,2.65941666667,3.19516666667,3.77625,12.43675,7.6555
358.75,3.53591666667,16.68975,13.8175833334,5.18875,3.21025,4.76156410256,6.22183333333,6.87408333334,2.58725,3.14466666667,3.72583333333,12.3433333333,7.55933333333
359.11,3.5835,16.658,13.8053333333,5.22983333333,3.2155,4.80030128205,6.19833333333,6.8215,2.61325,3.1435,3.72075,12.3681666667,7.58691666667
359.48,3.58841666667,16.6665833333,13.7804166667,5.18816666667,3.173,4.78528846154,6.105,6.7925,2.58766666667,3.1205,3.69983333333,12.3275,7.58241666666
359.84,3.777,16.7769166667,13.9465,5.32616666667,3.32708333333,4.94627564103,6.24966666667,6.95333333333,2.78708333334,3.33533333333,3.8845,12.4679166666,7.73141666667
360.20,3.81475,16.79225,13.995,5.35358333333,3.36591666667,4.9902051282,6.26408333333,6.97033333333,2.87875,3.41325,3.94366666667,12.4960833334,7.72383333333
360.57,3.79225,16.7304166667,13.9704166667,5.35966666666,3.33358333333,4.9745,6.25683333333,6.90441666667,2.88125,3.40583333333,3.9205,12.453,7.64066666667
360.93,3.98166666667,16.7808333333,14.12975,5.46825,3.46575,5.11557051282,6.4,7.05866666667,2.99525,3.546,4.03016666667,12.5501666667,7.779
361.29,4.10783333333,16.8663333333,14.2328333333,5.57675,3.555,5.23545833333,6.53875,7.173,3.1265,3.6825,4.16125,12.6779166667,7.92491666667
361.66,4.03491666667,16.8015833333,14.1698333333,5.48975,3.48975,5.21261538461,6.52666666667,7.12375,3.07233333333,3.6325,4.10908333333,12.634,7.856
362.02,4.03125,16.7718333333,14.17125,5.46083333333,3.49533333333,5.22480769231,6.5145,7.13,3.08058333333,3.6385,4.11416666667,12.636,7.854
362.39,4.04833333333,16.8153333334,14.1860833333,5.48016666667,3.53066666666,5.32099358974,6.55666666666,7.16408333334,3.14225,3.652,4.14233333334,12.7206666667,7.91075
362.75,4.12733333333,16.8969166667,14.2648333333,5.55766666666,3.6055,5.39946794872,6.64566666667,7.269,3.1995,3.72275,4.2095,12.8209166667,8.02308333333
363.11,4.10016666667,16.8659166667,14.2724166666,5.51108333333,3.58941666667,5.34523397436,6.63658333334,7.29566666667,3.19991666667,3.69225,4.19275,12.806,7.98025
363.48,4.103,16.8159166667,14.249,5.51383333333,3.57583333334,5.37461858974,6.64,7.3325,3.17475,3.709,4.18741666667,12.8213333333,7.95466666667
363.84,4.13208333333,16.8105833333,14.2314166667,5.53158333333,3.59858333333,5.42267307693,6.67275,7.33075,3.21641666667,3.73508333333,4.22483333333,12.8525,7.95933333334
364.20,4.22341666666,16.923,14.3570833334,5.63733333333,3.68366666667,5.52332371795,6.75616666667,7.48533333333,3.28133333334,3.81066666667,4.32025,12.9861666667,8.05975000001
364.57,4.30433333333,16.9850833333,14.43075,5.73666666667,3.83733333333,5.64732692308,6.89358333334,7.63591666667,3.39941666667,3.90983333333,4.45233333333,13.0809166666,8.18224999999
364.93,4.27925,16.9679166667,14.4130833334,5.771,3.8355,5.66814423077,6.85758333333,7.6235,3.3895,3.93708333333,4.48008333334,13.0793333333,8.17191666667
365.29,4.31916666667,16.9535,14.3834166667,5.78766666667,3.84541666667,5.67690705128,6.84175,7.62175,3.35541666667,3.93508333333,4.49116666667,13.064,8.13616666666
365.66,4.37141666667,16.9521666667,14.4044166667,5.84283333333,3.83925,5.70198717949,6.84408333333,7.63575,3.3795,3.965,4.544,13.0551666667,8.22508333334
366.02,4.38508333333,16.9856666667,14.4426666667,5.91291666666,3.86183333333,5.73816346154,6.88833333333,7.68091666667,3.38041666667,4.03016666667,4.59816666667,13.0836666667,8.25775
366.38,4.48516666667,16.99425,14.51175,6.03183333333,3.94208333333,5.78967628205,6.981,7.8055,3.4445,4.15825,4.69183333333,13.1411666667,8.34608333334
366.75,4.53641666667,17.0115833333,14.5226666667,6.13708333333,3.99783333334,5.84243269231,7.01566666667,7.87591666666,3.49783333333,4.20841666667,4.77991666667,13.23475,8.42508333333
367.11,4.57641666667,16.9786666666,14.5481666667,6.223,3.97358333333,5.85105128205,7.01333333333,7.85308333333,3.53533333333,4.23541666667,4.80275,13.2314166667,8.47241666666
367.47,4.56866666667,16.998,14.5495833334,6.25533333333,3.97508333333,5.80837179487,7.0625,7.82408333333,3.57541666667,4.23733333334,4.84316666666,13.2836666667,8.48849999999
367.84,4.48958333333,16.92475,14.5116666667,6.21591666667,3.88791666667,5.74128846154,6.99825,7.796,3.53983333333,4.14741666667,4.808,13.19375,8.43775
368.20,4.40833333334,16.76075,14.3801666667,6.14141666667,3.76325,5.65124358974,6.92608333333,7.68,3.47658333333,4.04816666667,4.71291666667,13.057,8.34875000001
368.56,4.4285,16.7175,14.3486666667,6.08775,3.67458333334,5.60836858974,6.86175,7.64683333333,3.41658333334,4.04091666667,4.684,13.0450833333,8.3185
368.93,4.36016666667,16.6675833333,14.2669166667,6.0205,3.56741666667,5.47301602564,6.755,7.57741666667,3.33025,3.91983333333,4.611,12.9705833333,8.27425
369.29,4.41416666667,16.692,14.3138333333,6.08258333333,3.56333333333,5.51140705128,6.76691666667,7.62283333333,3.41408333333,4.0055,4.66375,13.05175,8.33908333333
369.65,4.36108333334,16.6676666667,14.2621666667,6.057,3.52358333333,5.44109294872,6.68583333334,7.56091666666,3.35816666666,3.99658333333,4.59141666667,13.0464166667,8.27908333333
370.01,4.27666666667,16.62225,14.17,5.97691666666,3.38908333333,5.34675641026,6.55891666667,7.47233333333,3.28841666667,3.90025,4.49533333333,12.9510833333,8.21308333333
370.38,4.15058333333,16.5268333333,14.02,5.81858333333,3.18391666667,5.21496794872,6.37675,7.32033333333,3.1745,3.7435,4.35375,12.8549166667,8.0705
370.74,4.02116666667,16.3913333334,13.901,5.63658333334,3.02275,5.08758974359,6.20975,7.17,3.05916666667,3.62816666666,4.19333333333,12.6980833333,7.981
371.10,3.98058333333,16.395,13.87775,5.57591666667,2.972,5.08464102564,6.16933333334,7.15183333334,2.97358333334,3.58266666667,4.11658333333,12.7436666667,7.98891666667
371.46,4.01758333333,16.4130833333,13.93,5.57716666667,2.96825,5.15024038461,6.124,7.19075,3.02708333333,3.61483333334,4.10475,12.7526666667,8.00458333333
371.83,3.96475,16.3990833333,13.9011666667,5.477,2.87183333333,5.09178846154,6.02858333333,7.13008333333,2.93225,3.55575,4.01108333333,12.7605833333,7.99925
372.19,3.916,16.37025,13.8923333333,5.41008333333,2.80183333333,5.03748397436,5.93325,7.08808333333,2.87958333333,3.51041666666,3.95416666666,12.7631666667,7.99491666667
372.55,3.94216666667,16.3395833333,13.8841666666,5.44233333333,2.84608333333,5.04519551282,5.91533333333,7.09758333333,2.95525,3.53516666666,4.00883333333,12.81525,8.041
372.92,3.97983333334,16.3589166667,13.9084166667,5.41883333333,2.85341666667,5.10605128205,5.89533333333,7.07991666667,2.99791666667,3.57241666667,4.01941666667,12.8678333333,8.04266666667
373.28,3.91075,16.2953333334,13.88025,5.318,2.80958333333,5.06912820513,5.82241666667,7.01475,2.914,3.50041666667,3.96458333333,12.8188333333,7.96958333333
373.64,3.99175,16.3449166667,13.9724166667,5.33366666667,2.85133333333,5.1373974359,5.84008333334,7.06275,3.03,3.5535,4.091,12.9400833333,8.062
374.00,3.99366666666,16.2774166667,14.00925,5.25216666666,2.84525,5.11559935898,5.80233333333,7.00858333334,3.01883333333,3.5435,4.08758333333,12.9295833333,8.05508333334
374.37,4.03308333333,16.25775,14.08725,5.29716666667,2.96016666667,5.1981025641,5.8115,7.05541666667,3.07916666666,3.59875,4.15283333333,12.9728333333,8.153
374.73,3.95891666667,16.2239166667,14.1136666667,5.22491666667,2.89616666667,5.17422435898,5.74075,7.02483333333,3.06891666667,3.53983333333,4.12791666666,12.9845,8.08758333334
375.09,3.91391666667,16.1448333334,14.08475,5.11183333333,2.86733333333,5.14529807692,5.63391666667,6.96558333333,3.00658333333,3.47675,4.12583333333,12.9728333333,8.02566666666
