wavelength,Back_TanFasf,Belly_TanFasf,Breast_TanFasf,Crissum_TanFasf,Crown_TanFasf,DorTail_TanFasf,Patch10_TanFasf,Patch11_TanFasf,Patch12_TanFasf,Rump_TanFasf,Throat_TanFasf,WingTip_TanFasf
188.67,-27.3583333333,-46.5406666667,-1.258,-73.2703333333,-35.849,-79.2453333333,8.49066666667,-28.9306666667,-19.1823333333,-19.497,15.0943333333,-78.6163333333
189.05,-29.085,-52.2876666667,0.653333333333,-66.013,-35.294,-81.3726666667,8.17,-35.294,-24.183,-22.2223333333,8.17,-83.6603333333
189.43,-28.7036666667,-58.0246666667,-0.617333333333,-64.5063333333,-35.185,-76.5433333333,7.40733333333,-37.9626666667,-25.0,-17.9013333333,4.62966666667,-77.7776666667
189.81,-27.576,-54.2423333333,3.33333333333,-59.394,-31.515,-67.576,5.75733333333,-27.8786666667,-23.9393333333,-14.8483333333,1.51533333333,-70.3033333333
190.19,-17.3076666667,-59.295,10.8976666667,-64.1026666667,-25.9613333333,-68.59,10.577,-33.654,-28.846,-10.2563333333,1.92333333333,-67.9486666667
190.57,-20.3703333333,-61.1113333333,18.148,-69.6293333333,-24.074,-79.6296666667,9.62966666667,-39.6296666667,-32.963,-17.4073333333,0.370666666667,-75.5556666667
190.95,-12.549,-48.6276666667,22.7453333333,-67.059,-20.392,-65.0983333333,24.3136666667,-31.3723333333,-24.3136666667,-6.27433333333,1.56866666667,-74.902
191.33,-11.6466666667,-48.5943333333,29.719,-57.831,-13.253,-63.454,36.9476666667,-41.3656666667,-20.482,2.008,8.434,-69.0763333333
191.71,-19.6583333333,-71.3673333333,23.077,-62.8206666667,-30.769,-70.94,26.9233333333,-52.1366666667,-31.197,-14.1023333333,-3.84633333333,-84.1876666667
192.09,-16.4503333333,-72.7273333333,34.199,-58.0086666667,-32.4676666667,-56.71,35.0646666667,-51.9483333333,-23.3763333333,-9.091,-0.000333333333336,-79.6533333333
192.47,-29.4683333333,-89.855,30.435,-59.9033333333,-31.401,-60.8696666667,33.8163333333,-62.802,-30.4346666667,-11.111,3.5527136788e-15,-89.8553333333
192.85,-21.858,-96.175,43.716,-59.563,-27.8686666667,-54.6446666667,59.0163333333,-70.492,-31.694,-10.3823333333,2.186,-96.7213333333
193.23,-15.0233333333,-72.77,48.8263333333,-43.1923333333,-18.7793333333,-41.3146666667,64.789,-39.9063333333,-22.0656666667,-0.469666666667,8.92033333333,-64.3193333333
193.61,-18.0953333333,-63.3333333333,39.524,-24.2853333333,-18.5716666667,-26.1903333333,70.0,-30.4763333333,-19.0476666667,-0.476,8.57133333333,-57.619
193.99,-10.7693333333,-52.8206666667,50.2563333333,-18.4616666667,-11.282,-20.0,91.2823333333,-34.359,-14.8716666667,4.61566666667,22.0513333333,-58.4616666667
194.37,-25.7576666667,-45.9596666667,55.5553333333,4.54533333333,-7.57566666667,-5.55566666667,86.8686666667,-23.7373333333,-11.111,7.07066666667,17.1716666667,-56.5656666667
194.75,-42.1766666667,-102.041,45.5783333333,3.40133333333,-46.939,-12.925,105.442333333,-80.9523333333,-42.177,-4.08166666667,-20.408,-92.517
195.13,-40.7406666667,-90.1233333333,37.037,-1.85166666667,-27.1606666667,-6.173,97.531,-79.0126666667,-46.9136666667,-1.23433333333,-12.3456666667,-79.0123333333
195.51,-31.4466666667,-98.7423333333,23.899,-2.516,-27.673,-22.0126666667,81.761,-77.987,-64.151,-13.2076666667,-30.8176666667,-86.1636666667
195.89,-61.6163333333,-187.878666667,21.212,-17.1713333333,-43.4346666667,-90.909,96.9693333333,-162.626333333,-140.404,-43.4343333333,-66.6666666667,-147.474666667
196.27,-57.576,-179.798,40.404,10.101,-28.2826666667,-97.98,120.202,-130.303,-116.161666667,-19.1923333333,-72.7273333333,-137.373666667
196.65,-42.857,-176.190666667,54.2856666667,16.1906666667,-30.476,-75.238,119.999666667,-126.666333333,-104.761666667,-21.905,-82.857,-112.381
197.03,-64.1973333333,-209.876666667,51.8516666667,33.3333333333,-27.1603333333,-97.5306666667,112.345333333,-151.851666667,-158.024666667,-40.741,-138.271666667,-130.864333333
197.40,-245.833333333,-712.5,216.666666667,145.833333333,-25.0,-275.0,354.166666667,-620.833333333,-508.333333333,-75.0,-537.5,-391.666666667
197.78,350.0,700.0,-173.333333333,66.6666666667,113.333333333,330.0,-230.0,610.0,553.333333333,66.6666666667,563.333333333,396.666666667
198.16,180.303,363.636666667,-16.6666666667,57.576,107.575666667,178.788,-45.4546666667,328.787666667,278.788,72.727,336.363666667,213.636333333
198.54,133.333666667,240.404333333,-4.04033333333,39.3936666667,68.687,93.9393333333,-50.5053333333,239.394,174.747333333,11.111,245.454666667,124.242333333
198.92,118.919,183.783666667,-24.3243333333,19.8196666667,44.1443333333,31.5313333333,-50.4503333333,167.567666667,154.955,1.802,189.189333333,78.3786666667
199.30,91.6666666667,151.190666667,5.95266666667,27.381,55.3573333333,36.3093333333,-11.9046666667,134.524,113.095,17.8573333333,157.738,58.9286666667
199.68,73.4233333333,109.459666667,4.50433333333,27.027,41.4413333333,23.4233333333,-20.7206666667,102.702333333,79.7296666667,2.252,123.873666667,42.793
200.06,65.104,102.083333333,-13.5416666667,20.8336666667,36.979,-10.4166666667,-57.2916666667,94.271,60.9373333333,-25.521,136.979,42.7083333333
200.44,69.863,88.5846666667,2.283,25.5706666667,43.8356666667,-14.1553333333,-27.3973333333,94.5206666667,71.233,-9.13233333333,129.223666667,49.3146666667
200.82,69.0196666667,80.0,16.4706666667,21.569,48.2353333333,-7.45066666667,-16.0786666667,80.7843333333,66.6666666667,-7.451,120.392,43.9216666667
201.19,63.6363333333,81.0606666667,17.0453333333,21.9696666667,49.9996666667,-8.712,-19.3183333333,84.091,59.0906666667,-9.84833333333,116.666666667,35.606
201.57,58.5583333333,83.3333333333,12.6126666667,21.6216666667,59.9096666667,-22.072,-30.18,75.6756666667,63.063,-19.3693333333,124.324333333,30.1803333333
201.95,54.0406666667,74.2423333333,12.1213333333,3.53533333333,54.5453333333,-41.919,-36.8683333333,71.717,57.5756666667,-21.717,132.828333333,15.6566666667
202.33,63.4616666667,81.4103333333,-14.1026666667,-45.5126666667,48.077,-79.4873333333,-82.0513333333,60.8973333333,54.4873333333,-56.4103333333,129.487333333,-22.436
202.71,64.2856666667,97.619,-115.476333333,-161.905,33.3333333333,-180.952333333,-189.285666667,50.0,57.143,-154.761666667,161.904333333,-78.5716666667
203.09,160.606333333,230.303,-269.697,-424.242333333,87.8786666667,-363.636333333,-557.575666667,193.939666667,57.576,-518.181666667,390.909333333,-163.636666667
203.47,466.666666667,288.889,-1177.77766667,-2000.00033333,-44.4443333333,-1711.11133333,-2566.66666667,188.889,-11.1113333333,-2633.33333333,1033.33333333,-944.444333333
203.85,506.666666667,380.0,-533.333333333,-1186.66666667,166.666666667,-1013.33333333,-1293.33333333,120.0,106.666666667,-1306.66666667,806.666666667,-466.666666667
204.22,-866.666666667,-600.0,988.888666667,2388.88866667,-444.444666667,1700.0,1988.889,22.2223333333,-300.0,1977.778,-1177.77766667,933.333333333
204.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.36,1077.77766667,655.555666667,-955.555333333,-2200.0,455.555666667,-1666.66666667,-1377.778,77.7776666667,444.444333333,-2122.222,922.222,-788.889
205.74,220.29,140.58,-40.5796666667,-263.768333333,82.6086666667,-147.826,-102.898333333,102.898666667,100.0,-215.942,189.855,-2.36847578587e-15
206.12,176.389,100.0,-58.3336666667,-265.277666667,61.111,-131.944333333,-93.0556666667,61.111,70.8333333333,-222.222333333,184.722333333,12.5003333333
206.50,143.478333333,60.8696666667,-68.116,-266.666666667,-8.69566666667,-160.869666667,-104.348,52.174,63.768,-260.869666667,191.304333333,-14.4926666667
206.87,95.3846666667,65.641,43.5896666667,-38.9746666667,52.8206666667,-14.872,5.12833333333,58.9743333333,66.667,-43.077,119.999666667,31.795
207.25,86.8423333333,64.035,35.5263333333,-34.2106666667,32.4563333333,-12.281,7.895,54.386,60.088,-29.8243333333,112.719,20.6143333333
207.63,82.9366666667,73.4126666667,32.5396666667,-26.9843333333,39.2856666667,-11.9046666667,26.587,59.127,55.1586666667,-8.73033333333,117.063333333,25.7936666667
208.01,86.3246666667,73.9316666667,30.7693333333,-29.9146666667,35.47,-21.795,31.624,62.8203333333,54.7006666667,-20.94,115.384666667,14.9576666667
208.39,76.3563333333,64.729,28.2943333333,-10.853,19.38,-20.9303333333,31.3953333333,55.039,47.2866666667,-27.907,101.550333333,-1.93833333333
208.77,82.9166666667,75.8333333333,26.25,-17.5,18.75,-23.75,25.0,58.3333333333,59.5833333333,-26.6666666667,110.833333333,-7.91666666667
209.14,71.4283333333,73.1603333333,30.3026666667,-23.8093333333,20.3463333333,-34.632,12.987,53.6796666667,44.1556666667,-29.0043333333,116.450333333,-10.8226666667
209.52,88.7326666667,76.0563333333,26.291,-43.1923333333,16.4316666667,-36.6193333333,11.2676666667,55.399,46.479,-35.2113333333,129.108,-22.535
209.90,86.6663333333,81.4813333333,37.0373333333,-15.5556666667,33.7036666667,-15.926,18.5183333333,50.7406666667,57.037,-21.4816666667,121.852,-11.111
210.28,91.228,90.1753333333,41.0526666667,-10.1756666667,40.0,-15.0876666667,19.649,56.842,58.5963333333,-21.7543333333,113.684,-12.2806666667
210.66,86.6043333333,84.4236666667,38.0063333333,-4.98433333333,50.4673333333,-13.3956666667,24.6106666667,54.8286666667,54.8286666667,-14.9533333333,102.492333333,-3.73833333333
211.03,91.4893333333,93.9713333333,37.5886666667,-2.48233333333,48.2266666667,-12.766,27.6596666667,60.6383333333,62.0566666667,-27.6593333333,111.702,-2.12766666667
211.41,93.3336666667,89.4116666667,40.7843333333,0.784333333333,47.451,-21.1763333333,24.706,48.6276666667,63.9216666667,-29.4116666667,111.764666667,-7.843
211.79,89.0243333333,89.4306666667,36.9916666667,3.65866666667,42.683,-19.106,19.9186666667,41.4633333333,72.3576666667,-24.7966666667,98.7803333333,-13.008
212.17,77.9223333333,78.355,29.8703333333,-9.09066666667,35.9306666667,-24.6753333333,10.8223333333,35.4976666667,62.3376666667,-33.7663333333,98.7013333333,-21.6446666667
212.55,88.7443333333,78.7876666667,39.8266666667,-16.0176666667,51.515,-18.6146666667,23.3763333333,48.485,64.935,-20.779,112.554,-12.554
212.92,70.0,56.6666666667,27.5,-22.9166666667,44.5833333333,-30.4166666667,16.6666666667,40.8333333333,38.75,-25.4166666667,90.0,-25.8333333333
213.30,80.4876666667,61.3823333333,38.2113333333,-24.39,46.748,-26.016,24.7966666667,47.9673333333,52.8453333333,-26.8293333333,95.5286666667,-26.4226666667
213.68,63.8296666667,51.773,35.461,-17.376,43.617,-23.759,16.6666666667,45.7446666667,46.099,-25.177,74.4683333333,-22.6946666667
214.06,57.7113333333,49.7513333333,15.4226666667,-57.214,46.7663333333,-66.1693333333,-0.995,40.796,31.3433333333,-52.2386666667,78.1096666667,-54.7266666667
214.44,45.771,46.269,16.4176666667,-56.219,52.2386666667,-62.189,0.0,40.7963333333,27.8606666667,-52.239,78.607,-65.174
214.81,45.9596666667,51.01,18.182,-45.9593333333,53.5353333333,-66.1616666667,2.02,38.889,33.3336666667,-51.515,82.3233333333,-63.636
215.19,34.7416666667,33.3333333333,16.432,-56.8073333333,41.784,-72.3003333333,-11.737,31.9246666667,19.2486666667,-49.765,64.7886666667,-82.629
215.57,35.1853333333,50.0,26.8516666667,-53.2406666667,50.9256666667,-68.5186666667,4.16666666667,46.2963333333,18.9816666667,-50.9256666667,75.463,-68.0556666667
215.95,20.115,26.4366666667,9.19566666667,-91.954,36.2066666667,-102.298666667,-10.345,37.931,-20.6896666667,-98.2756666667,75.862,-105.747
216.32,1.852,20.9876666667,2.469,-108.024666667,29.0123333333,-124.074333333,-23.4566666667,24.074,-35.185,-113.580333333,69.753,-116.666666667
216.70,-6.06066666667,24.8483333333,3.63633333333,-84.8486666667,23.6363333333,-126.060666667,-23.0303333333,26.6666666667,-29.6966666667,-112.121333333,70.3026666667,-98.1816666667
217.08,14.4656666667,33.9623333333,20.1256666667,-62.264,43.396,-104.402666667,-6.91833333333,47.1696666667,-11.9496666667,-106.289333333,95.5973333333,-64.151
217.46,-3.92133333333,28.1046666667,20.915,-41.83,50.327,-92.1566666667,-3.268,54.2486666667,-30.0653333333,-107.843,98.6926666667,-59.4773333333
217.83,-19.1666666667,35.0,19.1666666667,-53.3333333333,42.5,-122.5,2.5,55.8333333333,-60.0,-133.333333333,125.833333333,-95.0
218.21,7.971,31.1593333333,52.174,-20.2896666667,29.71,-73.1883333333,31.1593333333,81.159,-34.058,-98.5506666667,127.536,-58.6953333333
218.59,15.1516666667,34.3433333333,57.576,-28.283,27.2726666667,-112.121333333,26.2626666667,124.242333333,-43.4343333333,-141.414,161.616,-72.7273333333
218.97,30.7693333333,21.3676666667,64.1023333333,-30.7693333333,28.205,-78.6323333333,27.3503333333,121.367333333,-23.9316666667,-115.384666667,148.718,-55.5556666667
219.34,41.2696666667,50.7936666667,74.6033333333,-11.9046666667,42.0636666667,-61.1113333333,57.143,103.968,-21.4286666667,-71.4283333333,142.063333333,-26.984
219.72,33.3333333333,19.3333333333,45.3333333333,-34.0,41.3333333333,-57.3333333333,38.0,64.6666666667,-14.6666666667,-72.6666666667,99.3333333333,-36.6666666667
220.10,60.965,45.1753333333,71.4913333333,4.386,55.7016666667,-11.4033333333,43.4213333333,77.6316666667,38.158,-10.9646666667,94.2986666667,8.772
220.47,82.051,56.923,88.205,4.61533333333,65.641,-6.154,52.3076666667,108.205333333,60.5126666667,-13.846,117.948666667,9.74366666667
220.85,75.8066666667,53.7633333333,87.6343333333,-8.60233333333,64.516,-18.2796666667,37.6346666667,102.688333333,53.7636666667,-22.5806666667,106.451666667,-3.76333333333
221.23,60.234,62.5733333333,83.626,-26.9006666667,50.2923333333,-43.2746666667,25.1463333333,90.0583333333,50.2923333333,-36.2573333333,105.263,-15.7893333333
221.61,47.0586666667,47.7123333333,62.0916666667,-60.7843333333,41.8303333333,-68.6273333333,-0.653333333333,79.7386666667,34.6406666667,-50.3266666667,93.464,-33.987
221.98,50.9436666667,46.5406666667,62.264,-53.459,38.365,-61.006,-1.887,69.182,45.283,-52.2013333333,83.019,-31.4463333333
222.36,33.3333333333,50.0,52.8986666667,-78.261,46.377,-86.9563333333,-19.565,49.2756666667,43.478,-70.29,73.1886666667,-39.1303333333
222.74,50.909,58.788,71.515,-43.6363333333,60.0,-40.0,1.212,50.303,50.9093333333,-30.9093333333,89.091,-9.09066666667
223.11,45.4543333333,62.8783333333,86.3633333333,-53.788,84.091,-25.7576666667,-8.333,47.7273333333,41.6666666667,-50.7573333333,93.182,-10.606
223.49,52.7776666667,41.6666666667,62.963,-93.5186666667,86.111,-37.037,-44.4446666667,53.704,62.037,-89.815,114.814666667,-21.296
223.87,58.8886666667,53.3333333333,76.667,-102.222,94.4446666667,-56.6666666667,-66.6666666667,72.222,56.6663333333,-84.4446666667,142.222333333,-22.2223333333
224.24,43.59,61.5383333333,17.949,-289.743666667,169.230666667,-184.615333333,-230.769,89.7433333333,-2.564,-297.436,274.359,-141.025666667
224.62,42.5926666667,53.7036666667,23.148,-56.4816666667,96.296,-45.3703333333,-65.7406666667,38.8893333333,16.6666666667,-77.7776666667,101.852,7.40733333333
225.00,66.667,60.606,15.1516666667,-71.717,118.181666667,-25.2526666667,-68.687,41.414,28.283,-84.8483333333,118.182,9.091
225.38,56.8183333333,26.515,12.1213333333,-42.4243333333,84.8486666667,3.788,-43.182,25.0,19.697,-54.5456666667,81.0603333333,-0.757666666667
225.75,71.4286666667,20.0,16.1903333333,-41.9046666667,82.857,9.524,-27.6193333333,21.9046666667,30.4763333333,-62.8573333333,91.4286666667,13.3333333333
226.13,150.877333333,61.4036666667,24.5613333333,-73.6843333333,198.245333333,80.7016666667,-57.8946666667,66.6663333333,85.965,-112.280333333,217.544,85.965
226.51,149.123,15.7896666667,21.053,-63.158,161.403333333,108.772,-91.228,91.228,47.3683333333,-108.771666667,226.316,77.1933333333
226.88,144.444666667,-350.0,-333.333333333,-600.0,100.0,-16.6666666667,-611.111,-111.111,-199.999666667,-627.777666667,272.222333333,-205.555333333
227.26,-123.809666667,347.619,490.476,552.381,166.666666667,200.0,595.238333333,138.095333333,233.333333333,514.285666667,-176.190333333,247.619
227.64,8.33333333333,164.583333333,245.833333333,258.333333333,43.75,91.6666666667,233.333333333,50.0,160.416666667,214.583333333,-33.3333333333,104.166666667
228.01,29.1666666667,115.278,180.555666667,170.833333333,36.111,20.8333333333,180.555666667,47.2223333333,120.833333333,162.5,9.72233333333,68.0556666667
228.39,47.2223333333,87.5003333333,134.722,147.222333333,12.5,-25.0,137.500333333,52.7776666667,138.889,136.111333333,-18.0556666667,36.111
228.76,29.365,60.3173333333,80.159,92.8573333333,9.524,-19.8413333333,73.016,26.1903333333,86.508,86.508,2.381,57.9363333333
229.14,7.5,40.0,56.6666666667,59.1666666667,-3.33333333333,-44.1666666667,48.3333333333,6.66666666667,72.5,63.3333333333,-17.5,33.3333333333
229.52,6.79033333333,18.5186666667,54.9383333333,64.1973333333,-13.58,-22.2223333333,29.6296666667,-4.321,58.642,42.5923333333,-21.6046666667,25.3086666667
229.89,-8.13,-18.6993333333,60.1623333333,85.3656666667,-41.4633333333,-47.1546666667,52.8456666667,-7.317,64.2273333333,47.1546666667,-21.1383333333,40.6503333333
230.27,36.9566666667,33.333,83.3333333333,104.347666667,-7.24633333333,-1.44933333333,81.8843333333,21.0146666667,107.970666667,75.3623333333,21.0143333333,78.9853333333
230.65,40.8043333333,38.5056666667,91.3793333333,90.8043333333,-13.793,22.414,75.287,31.6093333333,89.655,70.6893333333,30.46,88.5056666667
231.02,41.3333333333,12.0,92.6666666667,81.3333333333,-54.6666666667,8.0,62.6666666667,6.0,82.6666666667,70.6666666667,2.66666666667,56.0
231.40,55.5556666667,-4.27366666667,88.0343333333,100.0,-107.692333333,-6.83766666667,79.4873333333,0.854666666667,111.111,88.0343333333,-1.70933333333,52.9916666667
231.78,50.3543333333,3.546,63.1203333333,91.4893333333,-65.9573333333,14.8933333333,79.4326666667,24.1136666667,99.2903333333,89.3616666667,0.709333333333,68.7943333333
232.15,10.7843333333,-12.745,44.1176666667,84.3136666667,-121.568666667,11.7643333333,53.9213333333,21.5683333333,111.765,95.098,-37.255,48.039
232.53,19.5403333333,-1.14966666667,78.1606666667,108.046,-136.781666667,58.6206666667,79.3103333333,22.9886666667,125.287,141.379333333,2.299,75.862
232.90,52.941,35.2943333333,96.0786666667,121.568666667,-103.921333333,99.0196666667,114.705666667,66.6666666667,140.196,139.215666667,13.7253333333,53.9216666667
233.28,84.314,66.6666666667,133.333333333,148.039333333,-43.1373333333,113.725333333,141.176333333,89.2156666667,168.627666667,165.686333333,58.8236666667,68.6273333333
233.66,101.754333333,100.0,118.421,125.438666667,3.50866666667,116.666666667,149.123,115.789666667,174.561333333,164.912333333,95.614,82.456
234.03,80.769,100.641,93.5896666667,87.8203333333,0.641,107.692333333,107.051333333,80.7693333333,135.256,125.641,51.2823333333,58.9743333333
234.41,66.6666666667,85.5553333333,84.4443333333,79.4443333333,10.0,96.6666666667,97.2223333333,76.111,109.444333333,109.444666667,37.2223333333,47.778
234.78,59.1546666667,69.4836666667,66.667,78.8733333333,19.2486666667,79.3426666667,87.7936666667,76.526,98.5913333333,93.8966666667,38.4976666667,43.1923333333
235.16,62.6373333333,77.289,72.161,82.0513333333,36.9963333333,76.1903333333,88.2783333333,72.1613333333,97.0693333333,88.6446666667,52.0143333333,56.7766666667
235.54,57.3883333333,76.6323333333,69.0723333333,81.0996666667,46.048,73.5396666667,76.6323333333,67.0103333333,85.567,75.258,46.392,52.2336666667
235.91,53.7876666667,82.576,70.076,78.03,43.9393333333,70.076,76.8943333333,67.0453333333,91.288,72.7276666667,43.1816666667,37.5
236.29,59.864,78.2313333333,74.1496666667,73.8096666667,41.1563333333,69.0476666667,76.5303333333,58.5036666667,86.7346666667,63.2653333333,41.4966666667,40.476
236.66,44.0,68.5333333333,65.3333333333,64.0,38.9333333333,54.6666666667,59.7333333333,54.6666666667,69.3333333333,49.6,33.6,33.3333333333
237.04,41.3436666667,66.925,72.3513333333,60.9816666667,45.7363333333,49.871,61.4986666667,51.4213333333,71.5763333333,48.062,33.5916666667,36.6926666667
237.41,42.361,68.2866666667,71.9906666667,64.3516666667,41.6666666667,55.5553333333,63.1943333333,53.0093333333,69.213,47.454,31.0186666667,42.361
237.79,34.6846666667,59.6846666667,69.144,61.2613333333,35.5856666667,52.7026666667,63.964,49.3243333333,59.91,45.721,21.6216666667,33.333
238.17,29.3333333333,55.111,66.2223333333,60.667,33.778,47.3333333333,54.0,45.5556666667,52.0,40.4446666667,19.7776666667,26.6666666667
238.54,17.1566666667,45.3433333333,59.3136666667,50.245,24.0196666667,39.4606666667,43.3823333333,33.3336666667,46.0783333333,28.9213333333,16.667,17.892
238.92,10.0253333333,42.3556666667,58.396,45.3636666667,23.8096666667,36.341,44.3606666667,23.0576666667,44.361,27.0676666667,15.539,9.02266666667
239.29,-2.11633333333,35.45,47.3546666667,31.217,18.254,31.746,38.36,13.2273333333,37.3016666667,16.6666666667,3.439,-1.32266666667
239.67,-12.737,22.764,41.1923333333,16.802,-0.271,25.474,28.726,0.813,30.3523333333,12.195,-10.027,-9.214
240.04,-0.838333333333,28.0923333333,47.17,20.9643333333,3.564,28.721,35.2203333333,4.612,32.7046666667,18.6583333333,0.838333333333,2.725
240.42,-1.76333333333,25.3966666667,38.448,19.9296666667,3.17466666667,22.2223333333,33.686,3.52733333333,27.337,20.4586666667,0.881666666667,4.93833333333
240.79,2.054,27.1723333333,36.019,19.1153333333,2.37,21.169,36.335,0.316,29.6996666667,18.0093333333,-0.474,3.63366666667
241.17,0.956333333333,17.623,27.5953333333,13.2513333333,-1.093,12.022,29.7816666667,-4.50833333333,25.5463333333,14.4806666667,-2.73233333333,0.956333333333
241.54,0.000333333333333,12.7273333333,24.3636666667,10.3026666667,-4.36366666667,7.273,28.0,-7.99966666667,24.485,14.1816666667,-2.909,-0.484666666667
241.92,0.433,13.3116666667,20.0216666667,7.90033333333,-6.92633333333,4.87033333333,26.4066666667,-8.11666666667,24.134,14.069,-4.97833333333,1.299
242.29,0.406333333333,15.3453333333,19.7153333333,8.63833333333,-4.16666666667,4.97966666667,31.1993333333,-7.41866666667,27.6423333333,15.6503333333,-3.86166666667,3.04866666667
242.67,1.555,19.242,21.9633333333,11.176,-4.85933333333,4.27633333333,32.75,-6.997,30.6123333333,16.3263333333,-3.40166666667,3.20666666667
243.05,4.087,19.8003333333,22.1616666667,10.7176666667,-5.08633333333,6.903,30.972,-4.087,30.5176666667,15.9853333333,-0.817666666667,6.63066666667
243.42,2.22833333333,19.5186666667,21.3906666667,12.2996666667,-7.13033333333,5.793,31.3723333333,-4.278,29.501,15.419,-0.445666666667,5.08033333333
243.80,4.929,23.6426666667,22.4726666667,14.6203333333,-2.33933333333,6.51633333333,33.918,-1.00233333333,30.827,18.4626666667,4.01,7.853
