wavelength,Back_TiaBicf,Belly_TiaBicf,Breast_TiaBicf,Crissum_TiaBicf,Crown_TiaBicf,DorTail_TiaBicf,Rump_TiaBicf,Throat_TiaBicf,WingTip_TiaBicf
190.19,64.56625,88.6179166667,76.5242499999,70.0203333333,78.2519166667,91.006,63.2001759258,77.2355833334,91.5651666667
190.57,67.2078611111,89.7185833332,80.5194166668,78.7879166667,86.0389166666,95.23825,66.2097592593,80.9525,96.2661666667
190.95,66.5241388889,90.9187500001,82.9059166668,80.5554166667,91.7735833334,96.6345833333,74.4776944445,84.6154166667,98.3440833332
191.33,70.4073333333,100.555583333,93.4444166667,90.1110833333,106.777833333,105.888791667,85.7036666666,96.8887499999,106.611166667
191.71,76.0483611111,119.496833334,111.792333333,107.547083333,137.264166667,119.811208333,104.612037037,118.5535,123.506208333
192.09,95.5127499998,147.649416667,153.846083333,136.752083333,180.983,144.444458333,130.674333334,142.307666667,161.431583333
192.47,106.362027778,165.322583333,192.204416667,168.817166667,218.279666667,159.677458333,160.453833333,162.903166667,208.60225
192.85,101.666638889,168.611,211.111,180.277666667,220.833416667,150.277666667,175.895,166.944333333,218.055416667
193.23,123.379611111,221.180666667,257.986333334,230.5555,278.8195,177.604166667,232.908962963,223.263916667,259.895833333
193.61,87.9627777777,145.299333333,181.196666667,155.128083333,183.546833333,125.10675,164.506212963,163.675333333,163.140958333
193.99,105.555527778,168.749833333,206.713,163.888916666,203.703666667,145.370291667,198.276722222,186.111333333,179.1665
194.37,117.695555556,196.605,247.8395,187.037083333,234.567833333,159.259375,239.917694444,221.605083334,204.938208333
194.75,140.849777778,243.627416667,328.43125,215.196083333,299.51,190.441083333,318.464055556,279.901916667,256.862708333
195.13,96.0524722224,145.613916667,181.578916667,130.482333333,162.938583333,126.096541667,175.779648148,153.289583333,145.833291667
195.51,88.8271111113,139.4445,160.18525,122.962916667,153.888916667,122.129708333,163.744916667,145.185083333,132.685166667
195.89,92.9824444445,139.619833333,147.660666667,117.982583333,145.760166667,122.587666667,150.698546297,142.105083333,123.464791667
196.27,117.400388889,161.949583333,167.295666666,142.295583333,172.641583333,154.009375,174.930138889,169.182333333,154.874333333
196.65,116.481388889,161.111083333,178.70375,139.444416667,172.77775,163.70375,181.316861111,180.370416667,165.833416667
197.03,148.275888889,208.333333333,235.344833333,172.701166667,220.114916666,214.224166667,236.494342593,233.6205,233.908041667
197.40,143.518527778,220.486083334,245.13875,186.805583333,216.66675,211.11125,238.503,262.5,262.152875
197.78,136.111138889,227.4305,251.389,194.791666667,210.069416667,201.736166667,225.578935185,264.236166667,259.722083333
198.16,90.3152777776,154.955,168.693666667,140.990833333,135.360583333,138.626083333,154.654675926,191.4415,178.716291667
198.54,104.340277778,232.8125,261.979166667,193.75,191.666666667,202.34375,245.543981481,340.625,305.729166666
198.92,74.2591666668,193.888916667,228.3335,142.22225,153.333416667,171.666541667,219.691296296,307.22225,270.277708333
199.30,-16.2038055557,118.055583333,172.22225,45.1389166665,106.25,87.8473333334,187.731509259,267.361333333,214.58325
199.68,883.333333333,12.5000000008,-291.666666667,720.833333335,145.833333334,141.666666667,-394.444444445,-741.666666668,-189.583333333
200.06,571.296194444,-91.6666666667,-63.8889166659,461.111083333,83.3333333335,19.4443333333,-297.222351851,-413.888833333,-105.5555
200.44,-112.5,81.6666666667,86.6666666667,-27.5000000003,47.5,59.1666666666,168.055555556,198.333333334,65.0000000001
200.82,-48.148138889,85.5555,75.5554166666,-23.3333333335,71.1110833333,58.0555833334,129.876675926,111.666666667,30.5555416666
201.19,-102.777888889,54.5454166668,39.3939166667,-68.9393333333,57.5758333333,49.2424166667,161.700268519,120.454583333,-40.530375
201.57,510.185166667,-55.5554999999,11.1110833332,444.444333333,-69.4444166657,-15.27775,-433.641916667,-61.1111666665,287.5
201.95,-110.069444444,112.5,121.875,-44.7916666667,108.333333333,120.3125,264.236111111,88.5416666667,-1.04166666665
202.33,-333.333333334,68.7500000001,170.833333333,-122.916666667,41.6666666665,130.208333333,366.435185185,-2.08333333317,-141.666666667
202.71,165.277694445,32.7381666667,4.16666666683,86.3094999999,71.4285833334,3.8689166665,-48.9417129629,79.7618333333,97.9166666668
203.09,550.925861112,241.666666667,186.110916667,322.222166667,333.333333333,237.499875,68.0555462963,404.166666667,389.5835
203.47,212.268444445,129.51375,111.458416667,144.791666667,154.861166667,138.715416667,83.2947777777,177.430583333,168.0555
203.85,145.625,85.8333333334,81.4583333335,109.583333333,104.166666667,107.916666667,65.9027777777,127.916666667,115.104166667
204.22,135.047305555,84.3971666666,76.4184166665,98.4040833334,92.9080000001,104.344208334,65.4254259259,117.376,106.294291667
204.60,123.306277778,70.1219999999,59.1462499999,90.2439166668,72.1545,93.2927083333,53.7263518518,114.63425,85.1625833332
204.98,122.720888889,70.7264166667,59.6153333335,92.735,73.0768333333,87.6067916667,53.1339166667,108.760583333,87.4999999999
205.36,118.402694444,81.4235833334,72.0485,95.3125000002,84.2013333334,97.743125,67.5927407407,106.9445,95.7465
205.74,109.580416667,70.2380833332,65.3061666667,87.585,85.0341666667,95.068125,64.9281018519,101.020333333,82.9932083333
206.12,115.929583333,81.8027500001,69.2177499999,92.8570000001,94.5578333334,110.203833334,76.662861111,115.986416667,89.7107916666
206.50,101.339277778,72.4702499999,60.5654166667,78.7202499999,86.4583333333,96.8749166667,65.8730185184,95.2380833334,72.6934166666
206.87,132.347583333,89.7850000001,58.6022500002,102.68825,119.354916667,131.048291667,82.0788703704,133.064583333,93.5484166668
207.25,130.938666667,105.747166667,72.9884166669,114.36775,137.068916667,130.316166667,95.8812129631,142.52875,118.390875
207.63,143.948416667,118.45225,86.0119166668,138.095166667,169.642833333,133.184458333,110.052814815,152.678416667,139.732375
208.01,135.347222222,110.0,82.7083333334,123.75,155.625,118.4375,98.7268518517,124.166666667,126.5625
208.39,114.506305556,97.2223333334,73.45675,102.469,129.320916667,108.179041667,90.3806203704,103.858,108.487583333
208.77,109.198666667,91.3935000001,75.5465833334,96.0382499999,122.540916667,100.3415,84.0163333333,101.092833333,98.1557916667
209.14,112.786611111,91.9311666666,79.365,100.661416667,122.75125,105.092541667,79.4533611111,92.3279166667,101.388875
209.52,111.296333334,88.6109166665,84.7221666666,102.361166667,124.444416666,105.069458333,82.1913611111,86.1112500001,104.09725
209.90,108.0555,85.0000833332,80.6944166668,101.388916667,118.1945,101.527875,84.0893888889,84.4443333333,107.986125
210.28,93.2431666667,74.6620833333,70.4955,87.2747499999,98.8737499999,86.8805833333,72.9981203704,69.7070833333,90.3152916667
210.66,98.7117222223,77.0530833333,70.5313333334,89.4929166667,104.589333333,86.6545416666,74.9731203704,71.9808333333,91.3042083334
211.03,91.9008888888,72.6908333332,67.8715,77.3091666667,93.1725833334,80.1204166667,72.813537037,68.07225,81.7772916667
211.41,99.7968333332,78.9633333333,76.42275,83.1300833332,98.0690833334,88.6179166668,84.5753240742,80.1830833333,89.73575
211.79,106.339138889,79.7009166666,83.11975,89.6366666667,105.982916667,93.2693333333,90.1829166666,86.9659166668,99.0384166667
212.17,93.1506666666,68.493,75.45675,81.2784166666,96.5753333333,85.5021666667,83.9167685185,76.14175,92.294625
212.55,88.8492777777,70.1190833334,74.9999999999,83.6904166667,96.1905000002,80.7737083335,87.434,78.8094166667,91.9643333333
212.92,90.769138889,68.2051666667,74.2309166666,81.9230000001,100.51275,83.2692083333,84.9714629629,76.5385,93.8460833332
213.30,82.8502777779,60.7486666667,64.6136666667,69.8066666668,87.6810833333,76.2076666668,69.1761111111,68.1158333333,84.2994166667
213.68,82.2071388889,64.18925,64.527,66.2162500001,85.0224166667,74.8873333333,69.6696759259,69.1441666667,84.1216249999
214.06,81.6510833332,64.6715,61.2678333333,62.7935833334,78.6385,75.9388333333,68.6882037037,67.4883333333,84.6242916667
214.44,90.0298055557,73.0653333333,65.3274166666,67.1130833333,90.7739166666,80.3571666668,74.6693703704,79.3155833333,95.9821666667
214.81,100.173666667,81.2500833333,82.118,76.3889999999,107.638916667,93.0557083333,84.9537407408,89.236,108.941
215.19,134.979388889,116.66675,120.679083333,91.3580833334,153.395,128.240791667,107.167527778,128.395166667,137.34575
215.57,186.111027778,159.52375,149.999833333,133.730166667,218.254,165.47625,153.394888889,182.14275,184.920583333
215.95,196.560888889,153.174666667,150.396666667,138.095416667,225.793583333,179.762041667,160.582074074,186.90475,187.896916667
216.32,171.014555556,138.40575,122.1015,102.53625,190.217416667,121.014458333,147.785787037,160.50725,144.927583333
216.70,240.432055556,200.463,168.0555,156.94425,273.148166667,140.046416666,220.781944444,215.277666667,191.203791667
217.08,300.0,256.25,226.041666667,209.375,334.895833333,186.197916666,265.625,252.604166667,236.979166667
217.46,260.978805556,217.063416667,224.603166667,200.396833333,290.872916667,154.365,235.449574074,217.063416667,195.039666667
217.83,312.326388889,254.166666666,279.166666667,278.125,355.729166667,184.375,289.525462963,268.75,227.604166667
218.21,178.47225,140.77375,154.46425,155.952416667,207.737916667,89.137,158.862481481,162.7975,125.892833333
218.59,161.711694444,131.531583333,134.909916667,156.081,180.630666667,91.8919166668,147.397342593,147.5225,129.166666666
218.97,169.058638889,141.20375,147.685083333,163.19425,189.120166667,99.4213333335,153.960851852,150.231583333,139.930416667
219.34,184.232055556,164.706,169.852833334,177.941,199.019666667,107.598041667,172.004333333,169.11775,157.597916667
219.72,219.841277778,201.488083333,219.047583334,227.976166667,233.631,148.214375,217.328037037,211.309666667,205.654666667
220.10,271.693083333,238.888916666,282.53975,290.476166667,281.746166667,187.896875,277.425185185,285.71425,268.0555
220.47,4800.0,3425.0,4983.33333333,4866.66666667,4916.66666667,2745.83333334,5025.92592593,5450.0,4837.5
220.85,-163.888861111,-101.087083333,-159.057916667,-156.52175,-171.739,-84.6014583334,-165.459018519,-195.289916667,-160.869416667
221.23,-108.870888889,-56.1828333332,-110.483833333,-87.9033333334,-102.957,-45.0268333333,-100.298657407,-105.914,-102.956958333
221.61,-104.600694444,-57.03125,-97.3958333333,-81.7708333335,-87.2395833332,-44.5312499999,-96.2673611112,-73.4374999999,-95.4427083332
221.98,-83.2563333335,-37.2685,-74.7685,-47.45375,-56.9445,-22.1065833333,-73.1224814815,-53.2409166667,-70.1389583333
222.36,-108.333333333,-50.5208333334,-95.5729166667,-58.3333333333,-66.6666666668,-24.7395833333,-82.9282407409,-74.2187499999,-94.921875
222.74,-86.0339444444,-35.8796666667,-74.3056666666,-36.8055833333,-53.7038333333,-18.1711666667,-62.1397499999,-58.3333333333,-82.870375
223.11,-35.9337222222,4.78733333332,-24.2909166667,3.72341666667,-14.5389166667,21.8972083333,-10.9534351852,-19.32625,-32.9786666667
223.49,-13.2599722222,16.9810833333,-2.98733333333,21.8553333333,-0.157083333333,29.4024583333,5.57305555558,-2.67308333332,-4.87420833334
223.87,-42.72025,-1.72425,-29.0230833334,5.74700000001,-33.046,25.430875,-14.9105833333,-36.4943333332,-30.8907083333
224.24,-90.2776666667,8.881784197e-16,-63.0951666667,22.0236666667,-82.7382499999,49.9999583333,-47.2222685185,-103.571416667,-88.6904166667
224.62,-116.898194444,-12.5000833333,-55.5555833332,31.2502499998,-96.5277499999,20.4862083333,-58.410527778,-164.58325,-129.86125
225.00,-12.6633611111,24.9999166666,6.37258333335,41.9118333333,1.71566666668,23.6520833333,0.76260185185,-47.304,-14.3381666667
225.38,-27.4444444444,35.6666666666,5.33333333335,54.6666666666,-7.00000000003,6.33333333333,-12.1851851852,-62.9999999999,-31.0
225.75,0.000138888875,44.6759166667,26.6203333333,60.8795833333,15.2778333333,9.60654166667,3.39512962965,-22.45375,14.1202916667
226.13,-22.1264444444,39.08025,16.092,58.9079999998,2.87358333332,2.15520833335,-9.13149074073,-41.9541666667,16.8103333334
226.51,-130.065361111,-48.5293333332,-66.6665833333,-13.2353333332,-104.41175,-106.372458334,-127.233222222,-170.588083333,-72.05875
226.88,-106.140277778,-25.4386666666,-56.5789999999,-23.2456666667,-82.4560833333,-74.5615833334,-101.754444445,-129.824666667,-71.7105
227.26,-32.317,3.04891666665,-9.14633333332,3.252,-25.60975,-22.2560833332,-32.0234907407,-38.2113333333,-16.8697916666
227.64,-20.3188333333,2.93216666667,-2.31483333333,-0.3085,-15.4319166667,-12.3457083333,-21.5878518518,-19.29025,-7.63883333332
228.01,-0.2701388889,16.4351666666,15.0463333333,10.0696666667,-1.62033333333,10.4167083333,-2.34051851852,-2.66225,7.23370833333
228.39,-9.25927777778,2.67091666665,1.06833333332,-5.76925000002,-18.26925,4.16670833332,-9.80523148148,-13.3546666667,-6.67745833334
228.76,3.06066666667,8.41041666667,8.02475,-1.54324999999,-7.79325,14.85325,-0.33428703702,-2.70075,5.09254166666
229.14,2.94408333334,6.90891666667,7.97733333333,-3.20508333333,-8.33324999999,16.4173333333,-0.917861111092,-2.63533333333,1.282
229.52,8.20597222222,11.70475,14.3766666667,2.35374999999,0.190833333318,20.1017916667,5.90186111111,2.48091666667,7.37916666668
229.89,7.91469444444,12.2716666667,13.12775,5.87891666667,2.39716666667,19.0925833333,5.94234259259,4.56608333333,10.8162083333
230.27,8.35124999999,12.8495,12.58075,9.51616666666,3.11825,17.688125,6.9772037037,5.91408333333,11.4784166667
230.65,6.84294444444,10.5691666667,10.1625833333,9.34966666665,5.03041666667,16.5904166667,4.40382407408,7.26625,10.8740416667
231.02,3.57377777778,9.02341666666,6.104,6.90024999999,3.02541666666,12.8715833333,2.03476851852,3.29091666666,8.33320833334
231.40,-5.01991666667,-1.72625,-5.71425000001,-1.60716666665,-8.15483333334,3.86895833333,-7.46038888889,-2.79783333334,0.327333333332
231.78,0.463055555555,2.83333333333,-0.44441666667,3.55558333333,-5.38883333332,3.58329166667,-3.49391666666,2.55558333332,3.05545833333
232.15,0.240694444443,2.00008333333,0.166666666675,5.72224999999,-5.83325000002,1.80566666667,-1.90749074073,2.66666666667,1.97229166667
232.53,2.39091666666,4.64124999999,2.10966666666,7.59483333334,-2.05683333333,4.43016666667,0.509749999993,6.17100000001,6.46083333333
232.90,2.87711111111,4.76183333333,1.88500000001,7.53966666667,-2.03358333333,4.34033333333,-0.705425925928,5.65466666667,7.81241666666
233.28,3.18377777778,5.79916666666,4.48333333334,7.40741666668,0.536083333333,4.312875,3.42218518518,6.23766666667,7.67545833333
233.66,3.03041666667,4.54541666667,4.01066666667,5.88241666666,1.0695,3.85475,2.43620370369,6.06066666666,6.84041666667
234.03,4.65277777778,6.83333333333,6.91666666666,7.79166666666,2.99999999999,6.47916666667,5.74537037036,7.33333333333,8.47916666666
234.41,0.907583333335,1.8565,4.16658333333,5.52808333334,-0.742583333325,3.13520833334,2.69528703705,4.373,6.00245833333
234.78,-1.3825,2.22725000002,3.68666666667,5.722,1.26725,2.40016666667,2.18476851852,1.49766666667,6.24045833332
235.16,2.60733333333,6.83483333333,10.4166666667,10.16075,7.89483333335,10.8185416667,7.22471296297,4.861,10.92825
235.54,3.65752777778,8.26391666665,10.2779166667,10.3816666667,9.99999999999,10.8162083333,7.64280555557,6.00675000002,11.5104583333
235.91,4.37608333333,9.35850000002,10.0858333333,10.9458333333,10.74725,10.4001666667,8.18991666666,5.75391666665,10.780625
236.29,0.817055555555,5.39225000001,5.88225,9.01958333333,6.66666666666,7.35304166667,4.33193518518,3.33325000001,6.56858333333
236.66,0.340277777777,3.55733333333,3.19516666667,8.39924999999,3.12908333333,6.32408333333,0.186620370367,0.625749999993,4.54537500001
237.04,-0.760750000002,2.21283333333,2.00541666667,7.84941666667,1.14108333333,5.51529166667,-2.12069444443,-3.04291666666,4.51254166667
237.41,0.793638888888,3.60858333333,1.89733333333,8.48216666667,0.632583333335,5.52466666666,-2.21563888889,-3.05058333333,6.32445833334
237.79,2.89444444444,6.58266666666,2.59108333333,9.34875,3.04625,7.668,-0.64202777777,-1.01524999999,6.82783333334
238.17,5.08269444444,7.58858333333,2.97858333334,10.6739166667,2.80133333333,8.42204166667,-0.831379629633,1.4185,7.35816666666
238.54,0.945166666667,3.73458333333,-2.69725,6.6735,-1.38308333333,2.749,-5.43272222223,-1.76350000001,4.82370833333
238.92,1.51816666666,4.116,-1.72049999999,7.08499999999,-0.371166666667,4.23433333333,-5.68301851853,-1.92299999999,6.055875
239.29,-2.04555555556,1.53425,-3.03349999999,3.5915,-3.69591666667,1.691,-9.21285185184,-5.05575,4.72454166666
239.67,1.8055,4.29475,-0.961583333323,4.13458333333,-1.53858333333,4.08658333333,-5.92585185186,-3.91016666667,6.47429166667
240.04,8.75422222222,11.055,6.14483333333,10.101,5.94841666666,10.0450833333,2.06065740741,2.6655,13.7765833334
240.42,10.1373611111,12.1646666667,7.32750000001,10.77575,7.83058333333,12.3203333333,5.63532407409,5.43558333333,14.5474583333
240.79,10.5219166667,11.8493333333,8.11949999999,11.48025,8.08100000001,12.6263333333,7.08149074075,6.25483333333,13.6170833333
241.17,10.3704166666,11.0436666667,8.01350000001,10.99325,7.07066666667,12.5925833333,6.88362962965,6.49833333334,13.4259166667
241.54,9.88425000001,10.2474166667,8.09775000001,9.79091666667,6.65475,12.9563333333,7.04897222222,6.22791666667,13.6557083333
241.92,9.56358333334,9.81475,7.60583333333,9.2595,6.56075,12.9165833333,7.17238888889,5.6615,12.949625
242.29,9.65669444444,10.16925,7.88033333333,9.43008333334,6.66441666667,12.798,7.38619444444,5.96083333333,12.947125
242.67,10.2946944445,10.08775,8.01233333333,9.8845,7.67016666668,13.0349583333,7.76162962963,6.53616666667,13.0188333333
243.05,10.0015,9.95699999999,8.24083333333,9.84375000001,8.01474999999,12.8597083333,7.86529629629,6.93583333333,12.8184583333
243.42,7.46319444444,7.751,5.97391666667,7.12849999999,5.78316666667,10.7980416667,5.69487962963,5.33125,9.91962499997
243.80,6.16675,6.35691666667,5.02233333334,5.766,4.08525,8.95466666667,3.80430555556,3.97308333333,8.40445833332
244.17,4.15419444445,4.27925,2.94941666667,3.48566666667,2.32733333333,6.82658333333,1.28457407408,1.88766666667,6.44575
244.55,5.35919444444,5.73741666667,3.58875,4.16683333334,3.534,7.29175,1.90510185185,2.367,7.411625
244.92,6.34,6.984,4.37175,4.97625,3.98325,7.162125,2.40457407408,2.28841666666,7.799125
245.30,7.23405555556,8.00025,5.29541666666,5.86775,4.39041666667,7.78716666666,3.08994444444,3.21483333333,8.84829166667
245.67,6.01647222222,6.49925,4.00666666667,4.618,2.79341666667,6.59795833333,2.32849074074,2.248,7.74525
246.05,5.51313888889,5.97775,3.46083333333,4.20908333334,1.77716666666,6.00341666667,2.09743518519,1.61575,7.27466666667
246.42,5.20488888889,5.474,3.45925,3.82958333334,1.511,5.907375,2.03705555555,1.56291666667,7.58145833334
246.79,5.89336111111,6.2985,4.264,4.758,2.4505,6.685375,3.14744444445,2.2945,8.80108333333
247.17,6.28755555556,6.49575,4.51916666667,5.25883333333,2.98766666667,7.18045833334,3.9580462963,2.72766666667,9.42562499999
247.54,7.37033333333,7.43983333333,5.63208333333,6.3585,4.16416666667,8.145125,5.28440740741,3.85566666667,10.6165833333
247.92,7.01705555556,7.05166666666,5.73541666666,6.25991666667,4.1815,8.11804166667,5.2422037037,3.74625,10.4092916667
248.29,6.77375,6.73833333334,5.39925,6.26941666667,4.20025,7.78,5.12524074074,3.7845,10.1654166667
248.67,6.77033333333,6.43316666667,5.36341666666,6.23275,4.04466666667,7.38325,4.97264814815,3.644,10.1041666667
249.04,6.97011111112,6.40441666667,5.61741666667,6.61,4.17175,7.57725,5.1222037037,3.5545,10.5145
249.42,7.5051388889,6.78858333333,5.9695,7.14616666667,4.73833333333,8.20979166667,5.64276851852,4.18316666667,11.0295
249.79,8.56402777777,7.76166666667,6.68483333333,8.26116666667,5.67391666667,8.99816666668,6.56837037037,4.80141666667,11.7600416667
250.17,9.14988888888,8.09566666667,7.138,8.49849999999,6.08833333334,9.35029166666,6.63616666667,5.05808333333,11.803375
250.54,9.00744444443,8.35508333333,7.19958333334,8.28991666667,6.06575,9.12029166667,6.1992037037,5.01166666667,11.5830833333
250.92,8.06230555555,7.93841666666,6.69925,7.62083333333,5.19666666667,8.569625,5.46791666667,4.33691666667,10.6876666667
251.29,8.39194444445,8.1415,7.09375,7.7975,5.07033333333,8.44141666667,5.72433333334,4.75058333333,10.8885
251.66,8.16116666667,7.88975,6.95375,7.30066666667,4.72733333334,8.66791666666,5.53863888889,4.558,10.7010833333
252.04,7.39055555556,7.51366666667,5.80183333333,6.36458333333,3.93775,8.50195833333,4.89312037037,4.17066666667,9.928625
252.41,7.29566666666,7.77466666667,5.61133333333,6.0025,3.98308333333,8.35316666667,4.65438888889,4.13466666667,9.52262500001
252.79,7.06225,7.48316666667,5.43358333333,5.521,3.51133333334,7.78129166667,3.94294444445,3.55083333333,9.29445833334
253.16,7.01425000001,7.50383333333,5.20533333333,5.4345,3.69675,7.63833333333,4.04687962963,3.80733333334,9.37991666667
253.54,7.11875000001,7.49758333333,5.15258333333,5.86658333333,3.74066666667,7.71258333333,4.25998148148,4.26008333333,9.89941666668
253.91,7.96433333332,8.28341666667,5.5445,6.87633333333,4.64533333333,8.59145833333,5.14478703703,5.45283333333,10.61425
254.28,9.26697222223,9.26116666667,6.23,8.236,5.92958333333,10.1712916667,5.85315740741,6.27433333333,11.9785416667
254.66,9.54147222223,9.46591666667,6.08725,8.50333333333,6.191,10.5655,5.86199074074,6.22883333333,11.8772916667
255.03,10.6436388889,10.563,6.79991666667,9.72566666667,7.40516666667,11.3398333333,6.55419444444,7.68783333333,12.7168333333
255.41,12.2291666667,12.2708333333,8.76041666667,11.6875,9.66666666667,13.015625,8.33564814815,9.23958333333,14.375
255.78,12.0016944445,12.1649166667,8.41866666666,11.5794166667,9.52533333332,12.681125,8.41031481482,9.37641666667,14.4795416667
256.15,10.8148333333,11.6216666667,7.63716666667,10.7968333333,9.11516666666,12.3016666667,8.2821111111,9.01875,13.58175
256.53,10.0498333333,10.9135,7.657,10.4973333333,8.51016666667,12.1829166667,7.56823148148,8.53108333334,12.8224166667
256.90,9.20072222222,10.0681666667,6.96875,9.56150000001,7.7875,11.4035833333,6.70464814815,7.5535,12.114875
257.28,9.59013888888,9.971,7.52333333333,9.82708333333,8.09016666667,11.8565,7.22042592593,7.32533333333,12.5584166667
257.65,8.76891666668,9.0755,6.96200000001,8.52708333333,7.13941666667,10.5438333333,6.81411111111,6.90558333333,11.774
258.02,8.37524999999,8.697,6.51575,7.94875000001,6.49475,9.875,6.44736111111,6.33391666667,11.6715
258.40,7.90550000001,8.04358333333,6.23975,7.53491666667,5.64225,9.30333333334,5.93997222222,5.47675,10.9475416667
258.77,7.3106111111,7.17891666666,5.42741666667,6.98166666667,4.89566666666,8.40166666667,5.22706481481,4.70833333333,10.320375
259.15,7.49972222222,7.01725,5.57016666667,6.93425,5.02808333334,8.50370833334,5.38456481482,4.5645,10.3379583334
259.52,7.83919444444,6.93666666667,5.8785,7.10008333334,5.17816666667,8.48120833333,5.57927777778,4.56741666667,10.4400416666
259.89,7.62669444445,6.92591666667,5.82516666666,6.86183333334,4.99841666667,8.34925,5.58523148148,4.56383333334,10.207375
260.27,7.83236111112,7.19166666667,6.11675,7.0545,5.05891666667,8.72683333333,5.89550925926,4.79775,10.4594583333
260.64,7.38033333333,6.72266666667,5.6435,6.49116666667,4.42091666667,8.23879166667,5.31094444445,4.33291666667,10.0400416667
261.01,7.47513888889,6.72633333333,5.704,6.44716666667,4.43783333333,8.19045833333,5.20262037037,4.28516666667,10.07175
261.39,7.46041666668,6.73208333333,5.70458333333,6.40858333333,4.52366666667,8.18825,5.13561111111,4.31008333333,10.0865
261.76,7.4183611111,6.7025,5.76408333333,6.13308333333,4.61841666667,8.0925,5.12522222222,4.37241666667,10.27
262.13,7.37494444443,6.76675,5.88291666667,5.91333333334,4.70725,8.19866666666,5.14798148148,4.43791666667,10.2147916667
