wavelength,Back_TiaBicf,Belly_TiaBicf,Breast_TiaBicf,Crissum_TiaBicf,Crown_TiaBicf,DorTail_TiaBicf,Rump_TiaBicf,Throat_TiaBicf,WingTip_TiaBicf
523.83,12.9381666667,34.4949166666,16.8998333333,29.3884166667,11.1163333333,11.0789583333,13.8007314815,10.0685833333,12.8320416667
524.17,12.9324722222,34.5295,16.9114166666,29.4265833333,11.1295833333,11.0806666667,13.79975,10.0445833333,12.847
524.52,12.9019444444,34.5238333333,16.87875,29.40975,11.0738333334,11.0598333333,13.7670925926,9.99458333333,12.8228333333
524.87,12.8931388889,34.47275,16.8598333334,29.3850833333,11.0403333333,11.04625,13.7518981481,9.98883333334,12.8325416667
525.21,12.9006944445,34.4501666666,16.8600833333,29.3903333333,11.0325833333,11.0484166667,13.76,9.99499999999,12.8506666667
525.56,12.9043055556,34.4154166667,16.8711666666,29.3789166666,11.0538333333,11.0704583333,13.7679351852,10.026,12.85975
525.90,12.9209166667,34.4285833333,16.8665833333,29.37225,11.0385833333,11.06725,13.7653981482,10.0130833333,12.87225
526.25,12.9184444444,34.4261666667,16.8583333334,29.3554166667,11.0258333333,11.0664166667,13.7474351852,9.9985,12.8622916667
526.59,12.9221666667,34.4528333333,16.8840833333,29.3778333333,11.032,11.085375,13.7676666667,10.0053333333,12.891
526.94,12.9221111111,34.4739166667,16.90875,29.3868333334,11.03075,11.091625,13.7856018519,10.0138333333,12.8963333333
527.28,12.9385555555,34.51025,16.9185,29.4144166667,11.04575,11.1235,13.8212129629,10.0419166667,12.9302916667
527.63,12.9598333333,34.5335833333,16.9420833333,29.4370833333,11.0641666667,11.1475416667,13.8520555555,10.0624166667,12.9604166667
527.97,12.9764166667,34.56525,16.95875,29.45675,11.0786666667,11.1652916667,13.8648333333,10.0624166667,12.96925
528.32,12.9895,34.6105833334,16.9735833333,29.4753333333,11.09,11.1822083333,13.8793888889,10.0596666667,12.988125
528.66,13.0045,34.6470833333,16.9868333333,29.4984166667,11.0988333333,11.1963333333,13.9034351852,10.0560833333,13.0154583333
529.01,13.0156388889,34.6415,16.9880833333,29.5078333333,11.1141666667,11.20425,13.9087314815,10.0616666667,13.0244166667
529.35,13.0168055556,34.6756666667,16.997,29.5356666667,11.1265,11.2070833333,13.9316481481,10.063,13.0385416667
529.70,13.0213055556,34.6611666667,16.98725,29.51925,11.1324166667,11.203125,13.9253333333,10.0695,13.03425
530.04,13.0328055556,34.6759166666,16.9875,29.5385,11.1444166666,11.2212083333,13.9301481481,10.0635,13.0475833334
530.39,13.0375833333,34.67375,16.9935,29.5275833334,11.1358333333,11.213,13.9206666667,10.0615,13.0425
530.73,13.04525,34.6720833334,16.9974166667,29.5471666667,11.1593333334,11.2290416667,13.9182222222,10.0684166667,13.044875
531.08,13.0396111111,34.6561666667,16.9879166667,29.5390833333,11.1575,11.2334583333,13.9132777778,10.0695833333,13.0394166667
531.42,13.061,34.6723333334,17.0033333333,29.5724166667,11.1758333333,11.2535,13.9283240741,10.09525,13.0511666666
531.77,13.0591388889,34.68825,16.9978333333,29.5923333333,11.17175,11.261125,13.9195277778,10.0851666667,13.03825
532.11,13.0580277778,34.71675,17.0083333333,29.5999166666,11.1586666666,11.2644583333,13.9213425926,10.088,13.037875
532.46,13.064,34.7010833333,17.0215,29.6055833333,11.1673333333,11.2827083333,13.9436666667,10.1070833333,13.0508333333
532.80,13.0894722222,34.75275,17.057,29.6629166667,11.1981666667,11.319375,13.9860185185,10.1184166667,13.0865
533.15,13.1060555556,34.7596666667,17.05425,29.6678333333,11.20575,11.3275,14.014212963,10.1431666667,13.1067916667
533.49,13.12525,34.7553333333,17.0660833334,29.6989166667,11.2340833334,11.356625,14.0332870371,10.16025,13.1275833333
533.84,13.1270277778,34.7435833333,17.0535833333,29.6831666667,11.23575,11.3545833333,14.0278425926,10.1458333333,13.12675
534.18,13.1570277778,34.7765833334,17.07075,29.71775,11.257,11.3742916667,14.0541388889,10.1555,13.1550833333
534.52,13.1480555556,34.7776666667,17.0730833333,29.7230833333,11.2613333333,11.3877083333,14.0550740741,10.1405833333,13.1585416667
534.87,13.1547777778,34.77225,17.08725,29.7338333333,11.2638333333,11.4150833333,14.0687037037,10.1579166667,13.170875
535.21,13.1590277778,34.7686666667,17.0940833333,29.7400833333,11.2704166667,11.4335833333,14.090212963,10.1575833333,13.1949166667
535.56,13.1986666667,34.7883333333,17.1158333333,29.7645833333,11.2923333334,11.467625,14.1009259259,10.1715,13.2162083333
535.90,13.1988888889,34.8069166666,17.1185833333,29.7910833333,11.277,11.473625,14.1110277778,10.1701666667,13.218875
536.25,13.18925,34.7824166667,17.1058333333,29.8040833333,11.2624166667,11.4927083333,14.0937685185,10.1548333333,13.209125
536.59,13.1771388889,34.8000833334,17.1065,29.8133333334,11.27325,11.5027916667,14.0979907407,10.1464166667,13.2125833333
536.93,13.2257222222,34.8593333333,17.157,29.86625,11.3048333334,11.54225,14.1581111111,10.1885,13.2809583334
537.28,13.2335277777,34.874,17.1845,29.88775,11.3173333333,11.570875,14.1898148148,10.2090833333,13.312875
537.62,13.2392222222,34.8783333333,17.1861666666,29.8895833333,11.3135833333,11.578375,14.1990740741,10.2031666667,13.3169583333
537.97,13.2571388889,34.8925,17.1944166667,29.8935,11.32375,11.576875,14.226,10.20375,13.3297083334
538.31,13.2878611111,34.92075,17.2104166667,29.9373333333,11.36975,11.5989583333,14.2480833333,10.2200833333,13.353
538.65,13.2995833333,34.9734166667,17.2205833333,29.9658333333,11.4129166667,11.621875,14.2498981482,10.22575,13.3815
539.00,13.3062777778,34.9456666666,17.2098333334,29.92225,11.4236666666,11.620625,14.227287037,10.21425,13.362625
539.34,13.2830277778,34.96925,17.1918333334,29.9081666667,11.40575,11.59225,14.2007685185,10.1939166667,13.3487916666
539.69,13.2660833333,34.9551666667,17.1659166666,29.8894166666,11.365,11.57325,14.1773518518,10.1716666667,13.3329166667
540.03,13.2305833333,34.9444166666,17.13625,29.8789166667,11.325,11.5541666667,14.1320370371,10.1511666667,13.2970416667
540.37,13.2316111111,34.9593333333,17.1365,29.8955833333,11.3173333333,11.555875,14.1282407407,10.1455,13.29225
540.72,13.2431944444,34.9971666667,17.15875,29.92575,11.3348333333,11.5555416667,14.1532777778,10.1723333333,13.312125
541.06,13.2354166667,34.97875,17.1604166667,29.9168333333,11.33825,11.5590416667,14.1568055556,10.1796666667,13.3183333333
541.40,13.2201944444,34.9793333333,17.1426666667,29.9121666667,11.3035,11.544375,14.1459537037,10.148,13.306125
541.75,13.1868611111,34.9415833333,17.1003333334,29.8865833333,11.2440833333,11.513,14.1133981482,10.1004166667,13.2715833333
542.09,13.1825833333,34.9638333333,17.1033333333,29.9365,11.2325833333,11.5405,14.1227314815,10.0973333333,13.3007083333
542.43,13.2113888889,34.9858333334,17.1309166667,29.9620833334,11.2619166667,11.5715,14.1467037037,10.0966666667,13.3352916667
542.78,13.2341666667,35.0089166667,17.1478333334,29.9813333333,11.28375,11.5975833333,14.1603611111,10.10225,13.35975
543.12,13.2624166667,35.0618333333,17.1875833333,30.03425,11.3245833334,11.6407083333,14.1988148148,10.1213333333,13.3994583334
543.46,13.2498611111,35.06,17.17925,30.0226666667,11.32075,11.6359166667,14.1835092593,10.1011666667,13.3905416667
543.81,13.2501111111,35.0354166667,17.16275,30.00875,11.3125,11.64025,14.1789444444,10.08225,13.39575
544.15,13.2746111111,35.1175833333,17.18725,30.0896666667,11.3375,11.68225,14.2015555556,10.102,13.4349583333
544.49,13.3070833333,35.1291666667,17.2215833333,30.1448333334,11.38775,11.7476666666,14.2347685185,10.14725,13.4757083333
544.84,13.3583055556,35.1598333334,17.2755833333,30.1830833334,11.4449166667,11.803375,14.2850833334,10.1993333333,13.5120833334
545.18,13.3456111111,35.148,17.2534166667,30.1535,11.447,11.7727083333,14.270787037,10.2025,13.4969583333
545.52,13.3536388889,35.1904166667,17.2710833333,30.1975833333,11.4671666667,11.7760416667,14.297462963,10.2394166667,13.5144583333
545.87,13.3694722222,35.2075833334,17.2963333333,30.2248333333,11.4795,11.8049583333,14.3337962963,10.2540833333,13.5452916667
546.21,13.3546111111,35.20025,17.2585,30.2196666667,11.4539166667,11.7875833333,14.3139074074,10.2340833333,13.509375
546.55,13.4068333333,35.2844166667,17.31525,30.2945,11.5003333333,11.8454583333,14.3836111111,10.2805833333,13.574625
546.90,13.4360277778,35.3478333334,17.344,30.3824166666,11.5173333333,11.903625,14.3976481481,10.3025,13.601625
547.24,13.4196666667,35.33775,17.3109166667,30.37275,11.497,11.8846666667,14.3748240741,10.2576666667,13.57925
547.58,13.4033055556,35.381,17.3170833333,30.3996666666,11.48475,11.8778333334,14.3827685185,10.2445,13.5690416667
547.92,13.3847777778,35.4558333333,17.3150833333,30.4401666667,11.478,11.8869583333,14.4055,10.2460833333,13.5863333333
548.27,13.4329166667,35.4925833333,17.358,30.5008333333,11.5236666667,11.9436666667,14.4583425926,10.2849166667,13.6260833333
548.61,13.4522222222,35.51225,17.3784166667,30.5348333333,11.5355,11.9992083333,14.4808148148,10.3286666667,13.6480833333
548.95,13.4734722222,35.5888333333,17.391,30.6181666667,11.5761666667,12.0248333333,14.4926111111,10.3705833333,13.6774166667
549.29,13.512,35.6211666666,17.479,30.6485833334,11.6353333333,12.075125,14.5591296296,10.40175,13.7370833334
549.64,13.5018055556,35.6069166667,17.46675,30.6819166667,11.62525,12.0774583333,14.5329259259,10.4053333333,13.716625
549.98,13.4919166667,35.599,17.4808333333,30.6225,11.62675,12.0634166666,14.5412592593,10.3998333333,13.7169583334
550.32,13.5755277778,35.6543333333,17.54725,30.6790833333,11.6779166667,12.1260416666,14.5988888889,10.4733333333,13.7890416667
550.66,13.6205,35.72775,17.57875,30.7246666667,11.7190833333,12.1545833334,14.6136944444,10.503,13.848
551.01,13.6831111111,35.8043333333,17.6679166667,30.7950833333,11.7834166667,12.2069583334,14.6618333333,10.5670833333,13.9212083333
551.35,13.69925,35.8470833333,17.6943333333,30.82475,11.7619166667,12.2007916667,14.6767685185,10.5309166667,13.9354166667
551.69,13.6998888889,35.8669166667,17.676,30.81325,11.7543333333,12.206125,14.6481759259,10.48,13.928125
552.03,13.7033333333,35.8364166667,17.6794166667,30.7908333333,11.7175833333,12.1788333333,14.6515185185,10.45425,13.9032916667
552.38,13.7204444444,35.8690833333,17.67,30.7978333333,11.7144166666,12.1914583333,14.6539074074,10.46375,13.921875
552.72,13.6811111111,35.8315,17.6323333333,30.7475833334,11.7035833333,12.1424166667,14.6409537037,10.4213333333,13.8999583333
553.06,13.7166666667,35.8865,17.668,30.8251666666,11.7373333333,12.1655,14.6689907408,10.4504166667,13.9327083333
553.40,13.70375,35.9109166667,17.6715833333,30.8489166667,11.7665,12.1626666667,14.6786018518,10.4515833333,13.9171666667
553.74,13.6813055556,35.8446666666,17.6648333333,30.8019166667,11.73575,12.156,14.6389166666,10.4329166667,13.9007916667
554.09,13.698,35.8281666667,17.6774166667,30.8473333333,11.7798333334,12.1757916666,14.6510648148,10.4451666667,13.8999583333
554.43,13.7111388889,35.82875,17.67925,30.8414166666,11.8036666667,12.2014583333,14.64875,10.5118333333,13.8987916667
554.77,13.7233611111,35.8426666666,17.7096666667,30.8438333333,11.8116666667,12.20025,14.6664351852,10.5249166667,13.906
555.11,13.7698055556,35.907,17.7323333333,30.9235833333,11.8608333333,12.2642916666,14.7015740741,10.5585,13.9335416667
555.45,13.7538611111,35.84875,17.6833333333,30.9321666667,11.8535833333,12.2337916667,14.6810462963,10.5185833333,13.8922916666
555.80,13.8364722223,35.9170833333,17.7439166667,30.9824166666,11.9100833333,12.3039166667,14.724037037,10.5908333333,13.9733333334
556.14,13.8661388889,35.91625,17.7484166667,30.99125,11.9391666667,12.3667916667,14.765787037,10.6308333333,14.0109583334
556.48,13.9335555555,35.95975,17.8411666667,31.06075,11.9976666667,12.4570416667,14.8101111111,10.7139166667,14.0871666667
556.82,13.9815,36.0440833333,17.8850833333,31.1165,12.0719166666,12.517875,14.9064259259,10.7739166667,14.1249166667
557.16,13.9432222222,35.9853333333,17.8414166667,31.0495,12.03175,12.5002083333,14.8900648148,10.7631666667,14.12275
557.50,13.9587222222,36.0481666666,17.89825,31.0866666667,12.06675,12.5201666667,14.8958333333,10.7620833333,14.1847083333
557.85,13.9390555556,35.9978333333,17.8590833333,31.0653333333,12.0408333333,12.49525,14.8710925926,10.7156666667,14.1700416667
558.19,13.9276666666,36.00725,17.8690833334,31.0229166667,12.0383333333,12.494625,14.8814259259,10.7210833333,14.1998333333
558.53,13.9039166667,36.0186666667,17.86025,31.0090833333,12.0355,12.5125416667,14.8668981482,10.7273333333,14.215875
558.87,13.8961388889,36.03275,17.86425,31.0425,12.0359166666,12.540125,14.8865833333,10.7166666667,14.2115
559.21,13.8493333333,35.9985833333,17.837,31.0120833333,12.0031666666,12.4918333333,14.8261111111,10.656,14.172375
559.55,13.7736666667,35.9741666666,17.7694166667,30.9568333333,11.9330833333,12.4053333333,14.7813796296,10.5371666667,14.113875
559.89,13.7683333334,36.0101666667,17.7438333334,31.0084166667,11.905,12.376875,14.7607777778,10.52225,14.0943333333
560.23,13.7763055555,36.0660833333,17.7338333333,31.02475,11.8736666666,12.3525833333,14.7319722222,10.47625,14.1005416667
560.58,13.7779722222,36.0835833333,17.6930833333,31.0804166666,11.8926666667,12.363125,14.750037037,10.4461666667,14.0874166667
560.92,13.7871944444,36.0698333333,17.70375,31.1135833333,11.8931666667,12.3957916667,14.7820185185,10.4649166667,14.0915833333
561.26,13.8002777778,36.0613333333,17.68975,31.1515833334,11.8919166666,12.40875,14.7652407407,10.4681666667,14.0840833333
561.60,13.8148055556,36.1011666667,17.7300833333,31.1730833333,11.90025,12.4264166667,14.7842962963,10.4739166667,14.095125
561.94,13.7842777778,36.067,17.6875833333,31.1071666667,11.8753333333,12.3762083333,14.7367685185,10.4383333333,14.0623333333
562.28,13.7789166666,36.0431666667,17.6675833333,31.094,11.8429166667,12.336625,14.7058981482,10.3965,14.0294583333
562.62,13.7690555556,35.9668333333,17.6050833333,31.0616666667,11.81075,12.3014583333,14.6619166667,10.407,14.026
562.96,13.8116666667,35.9648333333,17.6439166667,31.0613333333,11.8255833333,12.3307916667,14.6761111111,10.4323333333,14.0800416667
563.30,13.7884722222,35.93625,17.639,31.0570833333,11.8205,12.3524583333,14.6674444445,10.4118333333,14.0732916667
563.64,13.7773611111,35.87525,17.6448333334,31.0143333333,11.7754166666,12.3443333333,14.6508796296,10.399,14.05375
563.99,13.8076388889,35.8855,17.6658333333,31.0090833333,11.8066666666,12.3649166667,14.6618240741,10.3939166667,14.074625
564.33,13.8156111111,35.9124166667,17.69325,31.0195,11.81975,12.3895833334,14.7047962963,10.3820833333,14.1257916667
564.67,13.8711388889,35.94275,17.7621666667,31.1335833333,11.8673333334,12.457375,14.7741018519,10.4270833333,14.2210416667
565.01,13.89525,36.0209166666,17.8168333333,31.20675,11.9123333333,12.50425,14.8213518518,10.43575,14.2769166666
565.35,13.989,36.1040833333,17.89075,31.2968333334,12.0204166667,12.624875,14.9189907408,10.5461666667,14.3945
565.69,14.0367222222,36.245,17.9693333333,31.3806666667,12.0680833333,12.691,14.9876388889,10.5841666667,14.4484583334
566.03,14.0020833334,36.2130833333,17.9654166667,31.3599166667,12.0623333333,12.7080416667,14.9894907407,10.5778333333,14.4400416667
566.37,14.0909444444,36.2711666666,18.0235,31.4003333333,12.111,12.76025,15.0663611111,10.6263333333,14.5037083333
566.71,14.0991111111,36.2970833333,18.03575,31.4001666667,12.1324166667,12.7814583333,15.0870185185,10.64925,14.55925
567.05,14.1032222222,36.3413333334,18.0558333334,31.4421666667,12.1365,12.799625,15.09875,10.6721666667,14.5915
567.39,14.088,36.3279166667,18.04875,31.4139166666,12.13725,12.7736666666,15.0557685185,10.6723333333,14.5497916667
567.73,14.0846944445,36.31325,18.02825,31.3545,12.1235833333,12.7575,15.0286666667,10.6553333333,14.5540833333
568.07,14.1173611111,36.28625,18.0391666667,31.3249166667,12.12725,12.7825833334,15.0434351852,10.69525,14.5738333333
568.41,14.0653611111,36.2743333333,17.999,31.259,12.0564166666,12.7420416667,15.0303240741,10.652,14.5410833333
568.75,14.06925,36.2386666667,18.0040833333,31.2809166667,12.056,12.772,15.0485833334,10.6610833333,14.5461666667
569.09,14.0677222222,36.2331666666,17.9695,31.2755,12.057,12.7502916667,15.032787037,10.6173333333,14.5222083333
569.43,14.0632222223,36.2895,18.0039166666,31.3383333333,12.0705833333,12.7652916667,15.0548518518,10.6390833333,14.5217916667
569.77,14.0850277778,36.3075,18.0044166667,31.3370833333,12.097,12.766,15.0589814815,10.6423333333,14.5224166667
570.11,14.16,36.3764166667,18.07875,31.3945,12.1746666667,12.848375,15.1281388889,10.7058333333,14.5902916667
570.45,14.2382777778,36.4354166667,18.1379166667,31.4809166667,12.2546666667,12.9276666667,15.2381018519,10.8011666667,14.6906666666
570.79,14.2627222222,36.5086666667,18.1815,31.5466666667,12.29325,12.949875,15.2905555556,10.8305833333,14.7127916667
571.13,14.2526388889,36.5266666667,18.1635,31.5500833333,12.296,12.9589166667,15.3046759259,10.8545,14.722875
571.47,14.2792777778,36.56025,18.1839166666,31.5966666667,12.3326666667,13.012375,15.309537037,10.84775,14.7302916667
571.81,14.2812222222,36.5860833333,18.2033333333,31.5749166666,12.3489166667,13.019375,15.3048888889,10.835,14.7613333334
572.15,14.316,36.6193333333,18.24075,31.5776666667,12.375,13.0627916667,15.3483518519,10.8683333333,14.8094166667
572.49,14.2801944444,36.5295,18.2105833334,31.514,12.3726666667,13.039875,15.3196851852,10.8266666667,14.7867916667
572.83,14.2679166667,36.5575,18.2169166667,31.55325,12.3720833333,13.058,15.3387407407,10.8388333333,14.7972916667
573.17,14.2391388889,36.55125,18.2085833333,31.5365,12.3595,13.0206666666,15.324787037,10.82775,14.7570833333
573.51,14.2058055556,36.5589166667,18.1884166666,31.5024166667,12.3038333333,12.983125,15.2542962963,10.7459166667,14.6937083334
573.85,14.1907777778,36.542,18.1519166666,31.4554166667,12.2885833333,12.9745,15.2158981481,10.7465,14.67
574.19,14.2025,36.55975,18.1883333333,31.4873333334,12.2986666666,12.977125,15.206574074,10.7286666667,14.6588333333
574.53,14.2133055556,36.513,18.2078333333,31.4613333333,12.3180833333,12.9522083334,15.2174907407,10.7591666667,14.707375
574.87,14.25075,36.5194166667,18.2173333333,31.50625,12.3590833333,12.980125,15.2528333333,10.7850833333,14.7329166667
575.21,14.2762222222,36.5563333333,18.24625,31.56125,12.3725833334,13.0005,15.2513518518,10.8174166667,14.740375
575.55,14.30625,36.6113333333,18.2506666667,31.6105833334,12.3731666667,13.0349166667,15.2247592593,10.836,14.7529583333
575.89,14.2863611111,36.5904166667,18.246,31.5911666667,12.3741666667,13.019875,15.2078240741,10.7920833333,14.7252916667
576.22,14.2908888889,36.58575,18.241,31.596,12.3863333333,13.0467916667,15.2078981482,10.7824166667,14.7660416667
576.56,14.2670555555,36.57475,18.22875,31.6013333333,12.38275,13.054375,15.2020370371,10.7953333333,14.7635416667
576.90,14.2779444444,36.5755,18.2319166667,31.64575,12.3898333333,13.0895,15.226287037,10.7800833333,14.7888333333
577.24,14.2290555556,36.52,18.1818333333,31.6486666667,12.3480833333,13.066875,15.1969629629,10.7400833333,14.775
577.58,14.2239722222,36.5925,18.1791666667,31.7025833333,12.3235,13.0955833333,15.1961851852,10.7388333333,14.7515
577.92,14.2029444444,36.6015,18.1801666667,31.66125,12.2808333333,13.0678333333,15.1587592593,10.71925,14.7416666666
578.26,14.1851388889,36.5769166666,18.1491666667,31.6968333333,12.2693333333,13.054125,15.1517407407,10.6796666667,14.757875
578.60,14.1325555555,36.4794166666,18.0735833334,31.6175833333,12.20425,12.9834166667,15.1074722222,10.6246666667,14.7225416667
578.94,14.2159166666,36.5330833333,18.1388333333,31.6886666667,12.223,13.0635833333,15.1471481482,10.7028333333,14.8075416667
579.28,14.2193888889,36.5379166666,18.1131666666,31.7065833334,12.20475,13.0612083333,15.1208518519,10.7054166667,14.7975833333
579.61,14.2261388889,36.5199166666,18.0960833333,31.7539166667,12.20675,13.071375,15.1123425926,10.6913333333,14.813875
579.95,14.1518611111,36.4341666667,18.0409166667,31.63075,12.1475,13.0036666667,15.0337407407,10.6666666667,14.7316666666
580.29,14.1880277778,36.44975,18.0428333333,31.6449166667,12.1293333333,13.0108333333,15.0153888889,10.6555,14.7450416666
580.63,14.2226111111,36.4540833333,18.0735,31.6641666666,12.1649166667,13.0235416667,15.0609814815,10.6758333333,14.7718333333
580.97,14.21375,36.41725,18.0393333334,31.672,12.15325,13.0317083334,15.0415740741,10.6909166667,14.75225
581.31,14.1662222222,36.4555,18.0044166666,31.6300833333,12.12675,13.0090833333,15.0056574074,10.6649166666,14.727875
581.65,14.18275,36.56075,18.0434166667,31.7136666667,12.1664166667,13.0996666667,15.0557685185,10.6983333333,14.7713333334
581.98,14.1918611111,36.5495,18.0259166667,31.7558333333,12.17125,13.119125,15.0890925926,10.7371666666,14.7697916667
582.32,14.1910555556,36.5911666667,18.03875,31.7885833333,12.1705833333,13.1131666667,15.1251296297,10.7413333333,14.7932916667
582.66,14.2298333334,36.60325,18.0749166667,31.782,12.18325,13.1532083334,15.2007037037,10.7850833334,14.8244166667
583.00,14.3569722222,36.8031666667,18.1835,31.9608333333,12.2759166667,13.2287916667,15.3094074074,10.8545833333,14.9736666667
583.34,14.3791388889,36.8749166666,18.1914166666,31.9675833333,12.3278333334,13.267625,15.3689444444,10.8938333333,15.0381666667
583.68,14.3356388889,36.9025,18.2063333334,32.00675,12.3101666667,13.255875,15.3576666667,10.8581666667,15.0127083333
584.01,14.31,36.9175833333,18.2094166667,32.0473333333,12.32925,13.260625,15.3519444444,10.815,14.998375
584.35,14.3843055556,36.967,18.3188333333,32.1085,12.3860833333,13.3704166667,15.4240740741,10.9016666666,15.060875
584.69,14.5098333334,37.1383333333,18.4570833333,32.251,12.48525,13.466,15.5576111111,11.0315,15.1689583333
585.03,14.532,37.1788333333,18.4975,32.2265833333,12.5213333333,13.5445833333,15.5654259259,11.0126666667,15.196625
585.37,14.5151388889,37.1915,18.4749166667,32.2448333334,12.5138333333,13.5562916667,15.5330648148,10.9805,15.185375
585.70,14.4765277778,37.1496666667,18.4531666667,32.1613333333,12.51475,13.5595833333,15.4840092593,10.9225833333,15.1743333333
586.04,14.4296944444,37.0191666667,18.3958333334,32.09925,12.4498333333,13.5632916667,15.4606296297,10.8561666667,15.1189583333
586.38,14.5037222222,37.0579166667,18.4920833333,32.1408333334,12.5210833333,13.6479583333,15.508287037,10.9285,15.1374166667
586.72,14.5616666666,37.0685833333,18.4664166667,32.14075,12.6101666667,13.7337083333,15.5488240741,11.00775,15.1955416667
587.06,14.7015555555,37.1014166667,18.6055833334,32.1680833333,12.7005,13.8663333333,15.6743148148,11.132,15.3352916667
587.39,14.5948333333,36.982,18.4275,32.0531666667,12.5909166666,13.6785416667,15.5548518518,10.9974166667,15.183375
587.73,14.5191666667,36.8711666667,18.3774166667,31.9886666667,12.5553333333,13.6017083334,15.467212963,10.9048333334,15.1245
588.07,14.4916388889,36.8841666667,18.3606666667,32.0076666667,12.5800833334,13.5378333334,15.4786018518,10.8990833333,15.1277916667
588.41,14.5165277778,36.9531666667,18.45775,32.0486666666,12.6279166667,13.585375,15.5584074074,10.97475,15.15525
588.74,14.5324166667,37.0485,18.4825,32.1535833333,12.6444166667,13.594625,15.5686851852,11.0063333333,15.167875
589.08,14.5610833333,37.1491666667,18.5433333333,32.23075,12.7026666667,13.64475,15.5536944445,11.0804166667,15.192875
589.42,14.5096944444,37.1199166666,18.4958333333,32.2485833333,12.6354166667,13.64075,15.5126111111,11.0019166667,15.1823333333
589.76,14.4523055556,37.10625,18.494,32.2695,12.575,13.5705,15.4418518519,10.9268333333,15.1355833333
590.09,14.37025,37.1290833333,18.4006666667,32.2866666667,12.5329166666,13.5102916666,15.3506203704,10.8570833333,15.0637083334
590.43,14.4912777778,37.25425,18.5683333334,32.4286666667,12.6675833333,13.6744583333,15.4980648148,10.9794166667,15.2186666667
590.77,14.4629722222,37.1921666666,18.5055833333,32.3279166667,12.6150833334,13.638125,15.4719074074,10.9263333333,15.18475
591.11,14.4031111111,37.1048333333,18.4224166667,32.2315,12.5014166667,13.5887083333,15.3631481481,10.85575,15.104
591.44,14.4560277778,37.09825,18.4184166666,32.2549166667,12.5365,13.662125,15.3854722222,10.8723333333,15.1543333333
591.78,14.4815,37.0821666667,18.4581666667,32.2830833333,12.568,13.7069583333,15.4231944444,10.86,15.19825
592.12,14.5338611111,37.0944166667,18.4904166667,32.2821666667,12.6349166667,13.7717083333,15.4893611111,10.897,15.245375
592.46,14.5176111111,37.132,18.49725,32.3199166667,12.6413333333,13.745,15.4794074074,10.9568333333,15.2172916667
592.79,14.5836388889,37.1674166667,18.5201666667,32.3103333333,12.6173333334,13.8042916667,15.5073888889,10.9798333333,15.2473333333
593.13,14.5337222222,37.06225,18.4630833333,32.21225,12.5573333333,13.7462916667,15.4890185185,10.92025,15.2034166667
593.47,14.5253888889,37.0425833333,18.4539166666,32.1775833333,12.55075,13.7455416667,15.4432777778,10.9200833333,15.2034166667
593.80,14.582,37.1173333333,18.49925,32.2651666666,12.5931666666,13.8480833333,15.5016851852,10.984,15.31025
594.14,14.7554166667,37.30525,18.6806666666,32.4345833333,12.7729166667,14.0164583333,15.6852592592,11.1085833333,15.47925
594.48,14.7446944445,37.2615,18.65625,32.3835833334,12.75075,13.981625,15.6569166666,11.0740833333,15.4719583333
594.81,14.7405,37.2093333333,18.63225,32.2913333333,12.7154166667,13.9673333334,15.6205462963,11.07275,15.4470416666
595.15,14.72825,37.1795,18.5976666667,32.2281666666,12.6805833334,13.9113333333,15.5928888889,10.9830833333,15.4452916667
595.49,14.8193888889,37.244,18.69225,32.2696666667,12.7571666667,13.9916666667,15.6732037037,11.0098333333,15.5814166667
595.82,14.8317777778,37.2984166667,18.7371666667,32.3365833333,12.8145833334,14.0252083334,15.7394351852,11.0813333333,15.6327083333
596.16,14.9595,37.3711666667,18.837,32.44575,12.90425,14.1364166667,15.8185277778,11.19975,15.7614583333
596.50,15.0268333333,37.4749166667,18.89625,32.535,12.93075,14.213375,15.9059074074,11.2130833333,15.8499166667
596.83,14.9933611111,37.4591666666,18.8708333333,32.49075,12.9059166667,14.1727083333,15.8696851852,11.2216666667,15.8052083333
597.17,14.9152222222,37.3821666667,18.8025,32.4374166667,12.8156666667,14.1209583333,15.8011296296,11.1785,15.7425416667
597.51,14.9039444444,37.4230833333,18.7936666667,32.449,12.8028333333,14.1249166667,15.7804351852,11.1673333333,15.7297083333
597.84,14.8964722222,37.458,18.76325,32.5073333333,12.8279166667,14.1361666667,15.7897592593,11.1911666667,15.7256666667
598.18,14.9250555555,37.4919166666,18.7964166667,32.60625,12.8445833333,14.2020833334,15.8184907408,11.29025,15.7481666667
598.52,14.9583333333,37.5448333333,18.8400833334,32.6610833333,12.89775,14.2517916667,15.8748888889,11.34125,15.7664583334
598.85,14.9530277778,37.50275,18.8225833333,32.5901666666,12.8885833334,14.268,15.8382685185,11.2978333333,15.7835416667
599.19,14.8432222222,37.5274166667,18.7655833333,32.54225,12.8204166667,14.2268333333,15.760287037,11.1885833333,15.6705833333
599.53,14.7610833334,37.4241666667,18.698,32.4715,12.7946666667,14.1541666667,15.6644351852,11.1183333333,15.536375
599.86,14.7992222222,37.4790833333,18.7381666666,32.51825,12.839,14.18475,15.6936481482,11.105,15.543875
600.20,14.8049722222,37.504,18.74575,32.5429166667,12.8615833333,14.1702916667,15.6716944445,11.112,15.523375
600.53,14.8364444444,37.4769166667,18.7661666667,32.55275,12.8899166667,14.193625,15.6981388889,11.1479166667,15.5635
