wavelength,Back_RamMelf,Belly_RamMelf,Breast_RamMelf,Crissum_RamMelf,Crown_RamMelf,DorTail_RamMelf,Rump_RamMelf,Throat_RamMelf,WingTip_RamMelf
193.99,-8.1818666666,2.72720000008,50.3030666665,45.7575333333,5.1514666666,98.4848666669,5.15140000008,23.0302666666,111.2122
194.37,-321.333333333,-180.0,4.0,-73.3333333333,-217.333333333,196.0,-219.999999999,-165.333333333,159.999999999
194.75,-200.606066667,-104.2424,-3.0301999998,-93.9394000001,-110.909,50.9090666666,-152.121266667,-86.0608000002,16.3636666666
195.13,-188.484866667,-86.0606666666,35.7576000001,-104.848333333,-81.8181999999,59.9999999999,-115.757466667,-44.8484666665,34.5454666666
195.51,-375.237933333,-184.761933333,-17.1427999999,-267.619066667,-206.6668,11.4284666666,-258.095266666,-162.857133333,13.3334
195.89,4.40977463513e+15,2.50768615615e+15,1.26237262282e+15,3.52270198126e+15,2.56739296939e+15,5.97068132415e+14,3.42887698903e+15,2.50768615615e+15,3.83829513696e+14
196.27,1391.11113333,839.999933333,555.555533334,1142.22213333,915.555599999,337.7778,1206.66673333,977.777800001,217.777866667
196.65,1115.0,661.666666666,461.666666667,923.333333333,740.0,291.666666667,936.666666666,818.333333333,156.666666667
197.03,4280.0,2620.0,2040.0,3400.0,3146.66666667,1060.0,3859.99999999,3300.0,760.0
197.40,594.285733333,399.047666666,303.809533334,522.857066667,451.428466667,174.285866667,546.666666667,497.142933333,137.142733333
197.78,211.2122,160.303,117.878866667,200.606066667,162.1212,91.5151333333,188.4848,192.727133334,53.9394666666
198.16,292.820533333,225.128333333,142.564066667,286.153933333,222.0514,102.564,255.8974,280.5128,27.6922
198.54,-158.4616,-136.923,-20.5128000001,-168.2052,-106.666666667,11.7949333335,-135.384666667,-175.897333333,104.102466667
198.92,-85.4166666667,-88.75,16.2499999999,-97.5000000001,-53.7500000001,59.5833333333,-84.1666666667,-117.916666666,110.833333333
199.30,-21.4815333333,-40.2468666667,26.1728,-24.4444,-8.64206666666,61.9751999999,-32.3456666667,-59.5061333334,61.4813999998
199.68,9.16666666666,-6.49999999994,39.0,12.3333333333,14.0,65.3333333335,-8.0,-18.0,57.3333333334
200.06,15.4762,3.57153333334,35.2381333333,17.3809333333,15.4761333334,52.8571333333,0.83333333338,-8.33333333334,41.1904000001
200.44,14.7692,10.4615333333,35.4872,18.5641333333,14.9744666667,50.2563333333,3.69233333334,-6.15393333334,36.4101999999
200.82,15.0428666667,13.3334666667,31.2820666667,16.3248,13.8462,42.2222666667,3.84613333334,-3.67506666665,28.5470666667
201.19,3.87386666664,5.31533333334,22.8829333333,1.89180000001,5.58566666666,31.0810666666,-3.42339999998,-16.0360666667,18.4685333333
201.57,-2.44133333334,5.25813333334,21.8779333333,-4.88273333335,-0.845133333326,30.3286,-11.0798,-22.4414,12.5821333333
201.95,13.6111333333,17.7777333333,30.0,10.7638666667,10.4166666667,35.9029333334,6.11106666666,-7.98620000001,15.6248666667
202.33,13.5606666667,20.0757333334,30.9848666667,7.42426666667,11.5152,39.7727333334,8.03026666665,-11.8939333333,13.2576
202.71,15.2381333333,24.2858,32.6983333333,12.3808,13.9682,45.5555333334,7.53966666666,-12.4603333333,15.2382666667
203.09,14.4329333333,21.2370666667,30.2404,12.9211333333,13.3332666667,38.2130666667,8.59106666667,-11.2714,15.3264666667
203.47,3.36826666666,13.965,19.2982,0.98246666668,0.91240000002,25.7544,-2.24559999999,-21.0526666667,8.28066666665
203.85,-6.13039999999,6.89653333332,15.1725333333,-9.27179999999,-6.43686666666,18.3908,-8.81226666666,-34.5594,-0.53646666668
204.22,-2.27453333333,8.86266666666,19.7648,-7.92153333335,-4.62739999998,18.5099333333,-7.60773333333,-35.3725333333,1.41173333334
204.60,5.7936,10.1586,29.9206666667,-1.8254,4.28566666664,19.3649333333,0.238066666666,-28.4126666666,6.19059999999
204.98,12.5489333333,13.8823333333,38.1960666667,6.74513333334,12.0786000001,23.4508666667,6.35293333333,-22.5881333333,15.6861333333
205.36,25.0525333333,25.6842666667,49.2632,20.0702,25.7543999999,35.4385333333,17.1227333333,-6.87713333332,28.3508666667
205.74,34.9531333333,30.6542,53.6448666667,31.2149333333,35.7632666666,41.3085333333,26.1681333333,5.04686666667,36.5732666667
206.12,30.1832,28.2784,52.2344,29.5238,33.7729333333,40.5128666667,15.5312666667,1.68493333335,38.9743333334
206.50,33.657,30.8090666667,52.2978,33.7863333333,35.5987333333,42.0064,17.2168,7.76706666667,43.1069333333
206.87,29.6572,31.1526666667,48.349,32.0870666666,34.0810666666,36.7602,17.3831333333,7.78813333333,42.4922666666
207.25,29.7278666667,34.8299333333,50.3401333333,31.2924,34.4897999999,39.3197333333,16.8027333333,5.44226666668,45.5782666667
207.63,33.1183333333,39.2115333333,55.8424,36.1291333333,38.9964,45.6631333333,18.9248,6.37993333335,51.1828666667
208.01,33.5354,40.1347333333,53.6028666667,37.7106,38.2490666667,45.1177333334,20.0000666667,8.21560000001,52.5250666667
208.39,39.2793333333,48.3484,58.6787333334,46.6667333333,45.5856000001,51.111,30.0901333333,19.4592,60.4203333334
208.77,39.6077333333,48.2913333333,54.1176666667,43.4735333333,42.857,51.6527333334,27.675,18.9916666667,58.3752666667
209.14,38.8889333333,48.2456666667,50.4677333333,39.5320666667,39.883,51.1110666667,23.4502,16.6667333333,56.9590666667
209.52,33.8720666667,48.2154,47.6768666667,33.9394,34.8147333333,49.2929333332,17.9124,8.55219999999,56.5656
209.90,25.8946666667,43.8595333333,41.8244666667,23.579,25.9649333333,44.3508666667,10.6666,0.421066666646,50.2457999999
210.28,33.9934,49.3068666667,47.5908,26.7326,34.1254666666,49.0430000001,21.9142666667,6.66659999999,53.0693333333
210.66,27.1152666667,41.1536666667,41.0257333333,19.9359333333,27.9485333333,41.6667333335,16.0897333333,0.769266666666,43.4615999999
211.03,30.0935333333,37.8816666667,42.5545333333,20.0622666667,30.2182,40.7474666667,16.9470666667,2.86606666667,39.9377999999
211.41,34.0606666667,36.7272,43.0302666667,22.0606666666,33.6969333333,40.6060666667,18.6060666667,5.45460000001,36.4242666667
211.79,36.1310666667,35.4167333333,43.6308666667,21.9642666667,38.2738,41.6667333334,21.7857333333,8.27373333335,35.1784
212.17,35.9759333333,33.6938,44.9248666667,21.2612,38.1380666667,42.6425333333,21.5015333334,9.54946666667,32.9729333333
212.55,29.8412666667,28.0634666667,38.2222,12.0636,30.2222,39.4286,14.7301333333,1.65080000001,24.1904666666
212.92,28.5802,26.1728,36.7283333333,12.6543333333,29.568,37.5308,15.4320666667,2.46920000001,23.1480666666
213.30,28.8504666667,25.2873333333,37.2986666667,16.3219333333,31.092,35.1148666667,16.7241333333,5.11479999999,23.1034
213.68,28.0314,22.5721333333,36.0104666667,16.588,32.0734,32.5983333333,18.0578,6.77173333332,21.26
214.06,25.9504,21.0467333333,35.3167333333,17.8513333333,31.9559333333,31.2948,19.6144,5.3994,20.2756666667
214.44,16.0784,11.6526666667,27.8432666667,11.0924,22.353,21.4565333333,10.6442666667,-2.68906666666,12.2130666667
214.81,15.1352666667,11.9518666666,26.7267333333,9.18926666666,21.6816666667,18.6786666667,8.10806666665,-2.6426,11.2312
215.19,15.1746,14.3492666667,30.2858,9.26986666667,21.6508666667,22.7301333333,8.82540000002,-0.952533333326,13.3330666667
215.57,17.0588666667,20.3268666667,37.9084666667,15.5556666666,27.5164666667,31.1111333333,14.7058666667,6.47073333334,23.3988
215.95,16.5731333333,22.8660666667,40.5607333333,21.0592666667,26.3551333333,32.8349333333,17.2585333333,10.0935333333,25.4827333333
216.32,24.6718666667,31.391,42.8871333333,26.7715333333,34.5931333333,34.8031333333,24.7244666667,17.6378,31.2862666667
216.70,26.0051333333,32.2646666667,41.7303333333,27.3282666667,37.8116,32.3666,25.5471333333,17.9644,31.145
217.08,24.5144,30.9185333333,41.1548666667,26.4042666667,35.6955333333,31.4961333333,24.9869333333,17.0603333333,29.6062666667
217.46,22.0386666666,31.4049333333,39.7245333333,24.8485333333,34.1597333333,33.1680666667,25.0688666667,15.7575333333,28.0440666667
217.83,19.7682666667,30.0290666666,37.8550666667,23.0724,29.6232,32.0,23.0143333334,11.3622666667,26.4926666667
218.21,26.8436,35.0442,44.9558666666,27.3158,33.9233333333,35.9882,25.5456666667,16.2832,32.7434666667
218.59,31.453,39.6011333333,48.5470666667,29.0598,38.0056666667,42.2222,30.3703333333,23.3048666666,36.1253333333
218.97,32.0431333333,40.3762,48.5484,29.8387333333,37.3654666667,44.4086666667,35.9676666667,25.4838,37.1505333333
219.34,33.6042666667,39.8372666667,45.3116,29.214,37.8860666667,44.1734666667,36.5312,23.5771333333,33.767
219.72,32.0,38.5000666667,41.9444666667,25.8888666667,33.0000666667,40.2777333333,34.0554666667,20.3888666667,27.4445333333
220.10,35.7052,41.5383333333,45.3204666667,25.9616,33.5897333333,41.4742666667,35.2564,22.3076,28.7820666667
220.47,34.3750666667,39.3749333333,46.3194666667,24.9999333333,30.2776666667,42.4306,34.1667333333,24.0972,28.1944
220.85,35.4166,40.9721333333,49.5832666667,28.1251333333,27.2917333334,43.6806,32.7083333333,28.611,30.5554666667
221.23,33.6,42.1333333333,47.6,26.0,26.1333333333,40.2666666667,30.6666666667,28.8666666666,30.3333333333
221.61,36.4705333333,43.0719333333,48.1699333333,27.7125333333,27.1243333333,39.8038666667,33.9869333333,29.4771333333,34.3138
221.98,43.1153333333,45.7321333333,51.5888,35.0155333333,33.2086666667,44.5482666667,36.6977333333,35.8879333333,37.7570666667
222.36,39.0124666667,42.6542,43.6420666667,32.3456,30.6173333333,40.6790666667,33.7654666667,33.7036666667,30.9877333333
222.74,43.9875333333,47.3518666667,45.3583333333,38.6915333333,31.0280666667,43.3021333333,35.9501333333,36.6354666667,34.5794
223.11,48.0585333333,48.8645333333,48.5714666667,43.4432666666,33.9926666667,44.6888,31.3552,38.5347333333,36.7764666666
223.49,38.1666666667,43.1666666667,40.5,37.1666666667,22.3333333333,34.0,19.5,30.5,28.0
223.87,36.1798,41.5730666667,36.4794,38.2770666667,22.5468666667,33.0336666667,19.4008,28.9888,29.3634
224.24,30.8592,35.6013333333,27.4914,30.6529333333,16.0136666667,29.3471333333,12.7834666667,22.2680666667,24.261
224.62,27.0683333333,30.9237333333,18.9558666667,24.8995333333,10.2810666667,25.5421333333,7.46986666667,15.6626666667,18.3132666667
225.00,22.1367333333,23.8462666667,12.0512666667,19.0598666667,5.98293333335,23.5898,4.44446666666,11.1110666667,11.966
225.38,17.2139333333,17.5124,7.66166666665,12.5372666667,3.6816,20.199,-1.69153333336,5.37313333334,6.26866666667
225.75,-7.32246666664,-3.82513333333,-11.2568,-10.0546,-13.8797333333,-3.16946666666,-25.5737333333,-12.5683333333,-18.5792666667
226.13,-16.7295333333,-7.16973333331,-15.3458666667,-18.7420666666,-20.3772666667,-10.5660666667,-35.3458666667,-15.7233333333,-22.1382
226.51,-11.4707333333,-5.49013333334,-7.84326666664,-14.7058,-13.6272666667,-7.74506666668,-26.4704666667,-11.0783333333,-12.255
226.88,-17.0084666666,-11.1965333333,-13.1624666667,-20.0,-14.1881333333,-14.017,-29.2306666666,-14.9572666667,-19.4018
227.26,-25.7724,-17.8860666667,-22.1138,-29.9188,-23.0893333333,-17.561,-32.6016,-23.0894,-24.3902
227.64,-11.3016,-7.30166666665,-10.2222,-18.2858,-9.46039999998,-2.60313333333,-14.9206666667,-6.85713333333,-5.52373333333
228.01,-7.7778,-8.98973333333,-10.2019333333,-18.6868666667,-7.92926666666,-3.18193333332,-15.101,-5.75753333334,-4.34353333334
228.39,-1.06493333335,-2.01186666667,-3.31353333334,-10.1775333333,0.276199999993,2.09073333333,-6.15386666667,-0.907266666654,2.68246666666
228.76,0.397933333326,1.194,-0.198866666672,-7.62853333333,0.961866666666,5.17420000001,-3.01819999999,0.265399999993,5.73806666667
229.14,2.59099999999,3.84279999999,1.9214,-4.77433333333,1.83393333333,6.55006666666,0.0289999999994,1.97966666667,7.56906666667
229.52,6.61540000001,8.61553333333,5.46166666666,0.666666666665,4.07673333333,9.69226666665,3.69226666667,5.43599999999,10.1026
229.89,9.20293333333,10.9178666667,7.00473333333,4.08213333333,5.67633333333,12.2706,6.40106666667,7.5604,11.6426
230.27,6.59533333333,8.2326,3.27400000001,1.5658,2.13526666667,8.58840000001,4.17553333334,3.8434,8.20873333333
230.65,6.85053333333,9.42526666666,4.32193333333,1.56313333333,2.20673333334,9.35646666669,4.64360000001,4.4598,8.68979999999
231.02,5.92586666665,9.71933333333,4.35473333333,2.02026666666,2.1774,9.89906666667,4.75860000001,4.06266666666,9.96640000001
231.40,11.3026,15.6102666667,10.1538,7.5488,7.69233333333,14.2564,8.96400000001,9.39479999999,14.4409333333
231.78,12.0821333333,16.5202,12.3168,9.09086666666,9.36459999999,14.8192,9.50153333334,10.8896,15.3666
232.15,12.4243333333,18.404,14.3433333333,10.7070666667,10.2627333333,15.1918,11.2122,12.5655333333,16.6465333333
232.53,12.2961333333,17.8835333333,14.4761333333,10.3915333333,9.50266666667,14.2856666667,10.8994666667,12.2752,16.5290666667
232.90,15.2115333333,20.3096,16.6562,13.4985333334,12.1362666667,16.0578,13.3331333333,15.9339333333,18.8234
233.28,15.8613333333,21.2844666667,16.8196,13.5372,13.1703333333,16.2079333333,13.8838666667,16.5137333334,19.8166666667
233.66,12.914,17.7358,14.1929333333,9.97906666668,10.0838,13.3544,12.4318666667,13.7316,17.9875333333
234.03,11.3761333333,15.7799333333,12.7420666666,8.03246666667,7.58413333334,11.682,10.8053333333,11.3967333333,16.4932666667
234.41,13.2571333333,17.8856666667,15.4667333333,10.6666,9.86660000001,14.6476,13.3143333333,14.1143333333,17.9999333333
234.78,13.1627333333,17.4052,14.9242,10.9848,9.79173333333,14.4318,13.0113333333,13.7310666667,17.5945333333
235.16,14.4189333333,17.1048,15.3714666667,11.5048,10.3619333333,14.5524666667,13.8286666667,14.5906,18.1526
235.54,12.3678,13.7233333333,13.0175333333,9.768,8.11513333333,12.3120666667,12.6834,12.9249333333,16.1561333333
235.91,11.1362,12.2818,10.8732,8.13133333333,6.34746666667,10.1972666667,11.2487333333,11.2488,14.4224666667
236.29,10.9737333333,11.985,9.26959999999,7.64046666666,6.14233333333,10.1873333333,10.5806,10.5619333333,13.6515333333
236.66,11.644,13.3515333333,9.91833333335,8.95546666669,6.93919999999,12.0798666667,11.0626,11.8256666667,14.4959333333
237.04,10.5806,11.4418666667,8.46453333333,7.39693333334,5.58060000001,10.5243333333,10.2808666667,9.55053333334,12.8463333333
237.41,8.13106666666,8.42006666666,6.41613333333,5.10593333333,3.1214,8.82466666667,7.86119999999,6.8786,10.6358
237.79,9.19173333333,9.08260000001,7.33873333333,7.21159999999,4.81393333334,10.0636,7.93826666667,8.01086666667,11.753
238.17,10.0933333333,9.82200000001,7.9898,8.29513333334,6.22559999999,11.4674,8.44786666666,9.43173333332,13.4182
238.54,9.71613333334,9.19706666666,7.72099999999,7.62366666667,6.27726666666,11.6788666667,7.41273333334,9.06720000001,14.0308666667
238.92,10.3058666667,9.64946666667,8.30713333333,7.87466666667,6.74126666667,12.4832,7.80006666667,8.93366666667,14.4668666667
239.29,10.1826,9.38473333333,8.4922,7.23473333333,6.6126,12.4274,7.62686666667,7.93773333334,13.6850666667
239.67,9.0414,8.21273333334,7.34693333334,6.07313333333,5.92453333333,11.8243333333,6.2834,5.98646666667,12.6406
240.04,8.64919999999,7.27666666666,7.06986666666,5.84966666667,5.22880000001,11.6014,5.8496,4.94566666667,11.5034666667
240.42,7.70133333333,5.8526,6.56139999999,4.98066666667,4.59773333333,10.8428666667,5.19153333333,3.51533333333,10.7088666667
240.79,6.37713333334,4.3082,5.577,3.627,3.5248,9.15293333334,4.07833333333,2.20513333333,9.16986666667
241.17,5.11213333334,3.19886666667,4.38726666666,2.63093333333,2.61586666667,8.13906666667,2.6606,1.75633333333,8.01940000001
241.54,5.45886666667,3.65666666666,4.52146666667,3.17473333333,3.1814,8.27073333333,2.8382,2.29033333333,7.75586666667
241.92,5.6664,3.7736,4.30066666667,3.18053333333,3.2644,8.54146666666,2.95906666667,2.31206666667,7.595
242.29,5.17033333333,3.149,3.81906666667,2.67446666667,2.7862,8.04573333333,2.46793333333,1.85933333333,6.83953333333
242.67,4.76413333333,2.577,3.15146666667,2.07646666667,2.30833333333,7.2042,2.1608,1.4334,6.3294
243.05,4.34946666667,2.14926666667,2.62786666667,1.6706,1.82326666667,6.6972,1.86906666667,1.22226666667,5.8822
243.42,4.91333333333,2.87273333333,3.02626666667,2.24873333333,2.1546,7.19166666666,2.35773333333,1.84753333333,6.29006666667
243.80,5.2668,3.3088,3.2696,2.71673333333,2.26633333333,7.2296,2.99073333334,2.46213333333,6.61786666667
244.17,5.93346666667,4.1052,3.835,3.24173333333,2.92806666667,7.75693333332,3.6854,3.23686666667,7.46273333333
244.55,6.0142,4.5202,4.08033333333,3.3192,2.95973333333,7.877,3.7212,3.87246666666,7.65966666667
244.92,6.1186,4.94566666667,3.9448,3.4104,3.08886666667,8.01173333334,4.00353333333,4.20733333333,7.74446666667
245.30,6.15813333333,5.1618,4.04786666667,3.48033333333,3.19453333333,7.93186666668,4.19093333334,4.1656,7.46946666666
245.67,6.0,5.04213333333,3.98466666667,3.34473333333,3.0536,7.78533333334,4.01913333333,4.19166666667,7.51346666667
246.05,5.837,5.147,4.11066666667,3.41373333333,3.1512,7.58406666667,3.9146,4.36286666666,7.61566666667
246.42,5.74466666667,5.14693333333,4.0322,3.42813333333,3.184,7.441,3.82973333333,4.4112,7.5888
246.79,5.8408,5.30306666667,4.14426666667,3.65106666667,3.38086666667,7.76,3.88606666667,4.59006666667,7.79253333333
247.17,6.05026666667,5.55873333333,4.40106666667,4.01786666667,3.7484,8.10206666667,4.10926666667,4.89786666667,8.08273333334
247.54,5.6386,5.1536,3.98793333333,3.654,3.442,7.692,3.71493333333,4.61306666667,7.69753333334
247.92,5.37386666666,4.88973333333,3.748,3.3102,3.26666666667,7.43473333333,3.2898,4.3754,7.3554
248.29,5.0278,4.6142,3.48466666667,3.08866666666,3.03073333333,7.15333333333,2.89953333333,4.173,7.0524
248.67,5.248,4.8396,3.63653333333,3.431,3.22053333333,7.2858,3.1454,4.39853333333,7.1906
249.04,5.1394,4.63633333333,3.6224,3.38753333333,3.10893333334,7.1904,3.00566666667,4.3266,7.1466
249.42,5.0008,4.511,3.5234,3.21973333333,2.87513333333,7.02506666667,2.73286666667,4.21013333333,7.2056
249.79,4.8658,4.27953333333,3.4158,3.0828,2.7616,6.89653333333,2.69373333333,4.0436,7.2766
250.17,5.08786666667,4.4348,3.56946666667,3.224,2.96413333333,7.12946666667,2.86246666667,4.36826666667,7.54166666667
250.54,5.64033333333,5.06626666667,4.16926666667,3.7514,3.55086666667,7.75053333333,3.4386,4.94386666667,8.14466666666
250.92,5.788,5.18193333333,4.27833333333,3.90526666667,3.63993333333,7.79633333333,3.66146666667,5.05293333333,7.93966666666
251.29,5.74186666667,5.12273333333,4.31113333333,3.74846666667,3.4768,7.52373333334,3.66186666667,4.94526666667,7.7502
251.66,5.7198,5.21146666667,4.45473333333,3.8456,3.64766666667,7.6328,3.81446666667,5.033,7.87333333333
252.04,6.28693333333,5.80026666667,4.98513333333,4.54986666667,4.3244,8.32046666667,4.3086,5.4838,8.42333333333
252.41,6.8392,6.2654,5.4472,5.0982,4.92173333333,8.84873333333,4.96186666667,5.8804,9.0574
252.79,6.7412,6.23626666667,5.508,4.92033333333,5.0198,8.98413333333,4.98246666667,5.6984,8.95100000001
253.16,6.75833333333,6.329,5.59926666667,4.89893333334,5.1824,9.16419999999,5.04073333333,5.83273333333,8.99733333333
253.54,6.89293333333,6.40273333333,5.74913333333,5.24613333333,5.39286666667,9.5118,5.36346666667,6.10086666667,9.15579999999
253.91,7.30540000001,7.04733333333,6.25626666667,5.7402,5.73606666667,9.88593333332,5.72773333333,6.48473333333,9.38233333333
254.28,7.283,7.1398,6.18493333333,5.77693333333,5.53806666667,9.87420000001,5.79866666666,6.32813333333,9.24919999999
254.66,7.36566666667,7.16126666667,5.95413333334,5.75446666667,5.44586666667,9.87966666668,5.74093333333,6.20386666667,9.07640000001
255.03,8.12959999999,7.91193333334,6.56233333333,6.3968,6.00373333333,10.4261333333,6.19313333333,6.9034,10.1136
255.41,8.47053333334,8.23526666666,6.73533333333,6.80393333333,6.4264,10.6224666667,6.26493333333,7.34306666667,10.5440666667
255.78,9.02873333332,8.74900000001,7.25093333333,7.23613333333,6.9064,10.9614666666,6.6916,7.70033333333,10.9362
256.15,8.57346666666,8.4988,6.90053333333,6.81613333333,6.3828,10.4306666667,6.38786666667,7.47326666667,10.4654666667
256.53,7.90620000001,8.03946666667,6.37533333333,6.33086666667,5.82213333333,9.85686666667,5.74826666667,7.05693333334,9.69386666667
256.90,6.95713333333,6.90193333333,5.33333333333,5.40253333334,4.7566,8.69193333334,4.52126666667,6.08986666667,8.69673333333
257.28,6.54313333333,6.42366666667,4.75713333333,5.11926666667,4.30086666667,8.1288,3.99406666667,5.46466666667,8.42713333333
257.65,6.15506666667,6.18513333333,4.64646666666,4.8872,4.2062,7.91566666667,3.8638,5.1918,8.17906666667
258.02,5.5384,5.4924,4.06733333333,4.23553333334,3.76386666667,7.45166666667,3.43073333333,4.61806666667,7.48473333333
258.40,4.91733333333,4.76193333333,3.51846666667,3.54673333333,3.34606666667,6.80226666667,2.8204,4.0752,6.8756
258.77,4.35626666667,4.21773333333,3.14413333333,3.06253333333,2.86453333334,6.45153333333,2.4688,3.7156,6.4316
259.15,3.8244,3.84873333333,2.749,2.6688,2.4644,6.131,2.18673333333,3.3088,5.96873333333
259.52,3.3842,3.52026666667,2.3678,2.244,2.03453333333,5.86993333333,1.8862,2.83733333333,5.63406666667
259.89,3.3476,3.56053333333,2.38526666667,2.32813333333,2.07513333333,5.94006666667,1.9782,2.90246666667,5.6928
260.27,3.61426666667,3.83553333333,2.67,2.606,2.30026666667,6.2018,2.2802,3.13846666667,6.0592
260.64,3.6784,3.9284,2.7418,2.60773333333,2.30746666667,6.3182,2.40033333333,3.08666666667,6.1286
261.01,3.90346666667,4.13206666667,3.00986666667,2.78813333333,2.49133333333,6.5648,2.73106666667,3.28153333333,6.37006666667
261.39,4.0114,4.21446666667,3.07733333333,2.8222,2.57253333333,6.55533333334,2.80613333333,3.3738,6.37733333333
261.76,4.10946666667,4.27606666667,3.042,2.86046666667,2.5646,6.48346666667,2.7884,3.36733333333,6.45013333333
