wavelength,Back_ThrEpim,Belly_ThrEpim,Breast_ThrEpim,Crissum_ThrEpim,Crown_ThrEpim,DorTail_ThrEpim,Patch10_ThrEpim,Patch11_ThrEpim,Rump_ThrEpim,Throat_ThrEpim,WingTip_ThrEpim
583.00,26.2971333333,44.7954666667,39.1167333333,39.4344,35.9911333333,14.668,16.9378666667,66.988,40.2068,41.9036,11.1052
583.34,26.2635333333,44.7684,39.0843333333,39.4252666667,35.9460666667,14.68,16.9001333333,66.9730666667,40.1555,41.8794,11.1240666667
583.68,26.1778,44.6538666667,38.9624,39.2717333333,35.8078,14.5888,16.8209333333,66.8574,40.0788333333,41.7561333333,11.0824
584.01,26.1406666666,44.5692666666,38.8746,39.1996666667,35.7620666667,14.5972,16.7566666667,66.8804,40.0113666667,41.7090666667,11.0625333333
584.35,26.036,44.3981333333,38.7014666667,39.0410666667,35.6324666667,14.5284666667,16.6344666667,66.7354666667,39.9057666667,41.5785333333,11.0237333333
584.69,25.9629333333,44.2692,38.6093333333,38.9657333333,35.5237333333,14.4696666667,16.5639333333,66.6153333333,39.7874666667,41.5195333333,10.9971333334
585.03,25.8980666667,44.2294,38.5929333333,38.9057333333,35.4796,14.4211333333,16.5414,66.6328666667,39.7362666667,41.5076,10.9685333333
585.37,25.8938,44.1534666667,38.5366,38.8927333333,35.3802,14.4373333333,16.5272,66.5441333333,39.6917,41.4404,11.0121333333
585.70,25.8612666667,44.1068666667,38.5047333333,38.8516,35.3380666667,14.4434666666,16.4845333333,66.5372666666,39.6609666667,41.4248666667,11.0437333333
586.04,25.7845333333,44.0291333333,38.4237333334,38.828,35.2416666667,14.4236,16.3851333333,66.5752,39.6068,41.3642,11.0266666667
586.38,25.7615333333,43.9826,38.4230666667,38.8072,35.1698,14.4046666666,16.3601333333,66.5815333333,39.6077333333,41.3033333333,11.0398666667
586.72,25.7712,43.9452666667,38.4048666667,38.7928666667,35.1662,14.4462666667,16.4212,66.5119333333,39.6091666667,41.3154,11.1588666667
587.06,25.6684,43.9366666667,38.3687333333,38.7231333333,35.0544666667,14.3006666667,16.3128,66.6126666667,39.5627666667,41.2968666667,11.0523333333
587.39,25.5936666667,43.891,38.2868,38.6600666667,34.9639333333,14.2369333333,16.2289333333,66.5657333333,39.4826333333,41.2281333333,11.0398666667
587.73,25.5309333333,43.9066666667,38.2767333333,38.5948666667,34.8993333333,14.2115333333,16.2221333333,66.5196,39.4461,41.1897333333,11.0471333334
588.07,25.5112,43.9298666667,38.3055333333,38.6222666667,34.8691333333,14.2130666667,16.1935333333,66.5896,39.4270666667,41.2085333333,11.0704666667
588.41,25.4738666667,43.9401333333,38.2897333333,38.5872,34.8069333333,14.2222,16.1598666667,66.5708,39.4247666667,41.1676666667,11.1116666667
588.74,25.4800666667,43.9381333333,38.2656666667,38.59,34.7472666667,14.201,16.1358666667,66.5940666667,39.4251333334,41.1246,11.1437333333
589.08,25.4422666667,43.9678,38.2711333333,38.5736666667,34.73,14.1816666667,16.0992,66.6108666667,39.4056666667,41.1124666667,11.1480666667
589.42,25.4288,43.9389333333,38.228,38.5438666667,34.6830666667,14.1881333333,16.0808,66.5941333333,39.3932666667,41.0817333333,11.1628
589.76,25.4267333333,43.9532666667,38.2386,38.5496,34.6959333333,14.2284,16.1246,66.542,39.4054,41.0866,11.2050666667
590.09,25.4039333333,43.9552666667,38.2286,38.5180666667,34.6468666667,14.2247333333,16.1574,66.5414,39.3804,41.1071333333,11.2354666667
590.43,25.2818,43.8512,38.0980666667,38.4072,34.5243333333,14.1364666667,16.0109333333,66.4798,39.2385666666,41.0188666667,11.1466
590.77,25.2120666667,43.7052,37.9806666667,38.3260666666,34.4225333333,14.1534666667,15.9628666666,66.2968666667,39.1667,40.8928,11.1673333333
591.11,25.1307333333,43.5654,37.8844,38.2425333333,34.3075333333,14.0904666667,15.8806,66.2175333333,39.07,40.8431333333,11.1316666667
591.44,25.0532,43.4701333333,37.8291333333,38.2124,34.2344666667,14.0642,15.8074,66.2104,39.0366333334,40.8091333333,11.1065333333
591.78,24.9704,43.3818,37.7322,38.1180666667,34.1457333333,13.9862,15.7233333333,66.1252666667,38.9849333333,40.7221333333,11.0148666667
592.12,24.9118,43.3436,37.6714,38.0793333333,34.1018666667,13.9456,15.6564666667,66.1280666667,38.9473333334,40.6922666667,10.974
592.46,24.869,43.3007333333,37.6247333333,38.0307333333,34.0337333333,13.9487333333,15.585,66.1140666667,38.9199666667,40.6788666667,10.9775333333
592.79,24.7648666667,43.2176666667,37.5082666667,37.9262666667,33.9224666667,13.8939333333,15.473,66.0492666667,38.8048333333,40.6148666667,10.9424
593.13,24.7327333333,43.2688,37.5254,37.9588666667,33.9091333333,13.8674,15.4642,66.1143333333,38.8133666667,40.6480666667,10.9844666667
593.47,24.6698666667,43.1696666667,37.4210666667,37.8936666667,33.7832,13.808,15.3778666667,66.0436,38.7201666667,40.6270666667,10.9685333333
593.80,24.5664,43.0922,37.3315333333,37.8564666667,33.6756,13.7744666667,15.267,66.0018666667,38.6395333334,40.5165333333,10.9420666667
594.14,24.5644666667,43.116,37.333,37.8587333333,33.6625333333,13.7502666667,15.273,66.0634,38.6340333333,40.4788666666,10.9550666667
594.48,24.516,43.1461333333,37.314,37.8486,33.6320666667,13.7444,15.2463333333,66.1296666667,38.5990333333,40.5022666666,10.9733333333
594.81,24.5496,43.2412666667,37.358,37.8733333334,33.6389333333,13.7703333333,15.2526666667,66.2399333333,38.6319333333,40.5638666667,11.0152
595.15,24.5192666667,43.2298666667,37.3127333333,37.8128666667,33.5774666667,13.7389333333,15.214,66.2663333333,38.5760666667,40.514,10.9973333334
595.49,24.4848666667,43.2242666667,37.291,37.7828666667,33.5039333333,13.7093333333,15.1799333334,66.2176666667,38.5392333333,40.4838,11.0455333333
595.82,24.4678666667,43.2462,37.2827333333,37.7747333333,33.4717333333,13.7285333333,15.1941333333,66.2415333333,38.5307,40.5093333333,11.1128
596.16,24.3939333333,43.2525333333,37.2175333334,37.7196,33.4078666667,13.7080666667,15.1679333333,66.2531333333,38.4882,40.4679333333,11.0874666667
596.50,24.3316,43.1918666667,37.1727333333,37.6817333333,33.317,13.6562666667,15.1346666666,66.2395333333,38.4605,40.4074,11.0826666667
596.83,24.2392666667,43.0812666667,37.0665333333,37.6012666667,33.2085333333,13.6314,15.0899333333,66.1126666667,38.3593333334,40.3170666667,11.0642666667
597.17,24.1714,43.1044,37.0635333333,37.5834666667,33.1626666667,13.6152666667,15.0653333333,66.1695333333,38.3426666667,40.2894,11.0669333333
597.51,24.1332,43.0836,37.0222666667,37.5338,33.0912666667,13.5654666667,15.0315333333,66.1549333333,38.3107,40.3021333333,11.0468
597.84,24.0403333333,43.026,36.9429333333,37.4778666667,32.9527333333,13.5574,14.9886666667,66.0638666667,38.2543333333,40.2555333333,11.0558
598.18,23.9854,42.9586666667,36.897,37.4096666667,32.8685333333,13.562,14.9528,65.993,38.2037,40.2042,11.0766
598.52,23.8554666667,42.8742,36.8044,37.3422,32.7578666667,13.5191333333,14.9068666667,65.887,38.1720333333,40.1136666667,11.0464666667
598.85,23.7618,42.799,36.7051333333,37.2980666667,32.6704,13.4859333333,14.8766,65.7162666667,38.1374333333,40.0625333333,11.0748
599.19,23.739,42.7794666667,36.7012,37.2914666667,32.6824666667,13.5404,14.9161333333,65.7342,38.1114,40.0642,11.1407333333
599.53,23.6213333333,42.6290666667,36.5666,37.1618,32.5559333333,13.4875333333,14.8317333333,65.528,37.9713,39.9056666667,11.1107333333
599.86,23.5997333333,42.5658666667,36.5631333333,37.1797333333,32.5137333333,13.4955333333,14.8248,65.4882,37.9521666667,39.9064666667,11.1557333333
600.20,23.5478666667,42.5135333333,36.5275333333,37.1205333333,32.4544,13.4778666667,14.7656,65.4201333333,37.9089666667,39.874,11.1228666667
600.53,23.4737333333,42.4621333333,36.4796666667,37.0298666667,32.3909333333,13.4312,14.6510666667,65.4227333333,37.8545333333,39.8312666667,11.089
600.87,23.4147333333,42.3612666667,36.4240666666,36.9428666667,32.3236666667,13.346,14.5573333334,65.3422,37.7714,39.7634666667,11.0524666667
601.21,23.3631333333,42.3487333333,36.4017333333,36.9256,32.3068666667,13.3905333333,14.5392,65.3487333333,37.7607333333,39.7388,11.1088666667
601.54,23.3416,42.3409333333,36.4188,36.9069333333,32.2978666667,13.3457333333,14.4989333333,65.3901333333,37.7466666667,39.7284666667,11.0746666667
601.88,23.3606,42.375,36.4146,36.9242,32.3158,13.338,14.5368,65.4529333333,37.7621333333,39.7398,11.0872
602.21,23.3691333334,42.3631333334,36.4312,36.9292666667,32.3544,13.3806666667,14.5549333333,65.5255333333,37.7431666667,39.7600666666,11.1796666667
602.55,23.3634,42.3872,36.4556,36.9192,32.3362,13.4276,14.5492,65.5532666667,37.6952666667,39.7549333333,11.2054
602.88,23.3128666667,42.3739333333,36.4232666667,36.8883333334,32.2636,13.3865333333,14.4982,65.5347333333,37.6679333333,39.7184,11.1800666667
603.22,23.3114,42.4116666667,36.4623333333,36.9034,32.2074,13.4019333333,14.4997333333,65.6234,37.7042333333,39.7614,11.2183333333
603.56,23.2468666667,42.3798666667,36.4098666667,36.8538,32.1322,13.3422666667,14.4282666667,65.6160666667,37.6794333333,39.7321333334,11.1740666667
603.89,23.1904,42.3556,36.3476,36.8338,32.0872666667,13.3644,14.4182666667,65.5970666667,37.6316333333,39.6894666667,11.2116666667
604.23,23.1540666667,42.3284666667,36.3058,36.8120666667,32.0236666667,13.3098,14.3876666667,65.6009333333,37.5928666667,39.6438666667,11.1895333333
604.56,23.1221333333,42.3122666667,36.2428666667,36.7862,31.964,13.3082666667,14.3556666667,65.5918666667,37.581,39.6054,11.2057333333
604.90,23.1123333333,42.2667333333,36.2074,36.7368,31.9057333333,13.3066,14.357,65.5616,37.5669666667,39.5961333333,11.2230666667
605.23,23.0947333333,42.2816,36.2064,36.7534,31.8800666667,13.3358,14.3433333333,65.6382,37.5845,39.6148666667,11.2560666667
605.57,23.0106,42.1793333333,36.1340666667,36.6618,31.7833333333,13.2824666667,14.2691333333,65.5402666667,37.4853,39.5340666667,11.2424666667
605.90,22.9232666667,42.1298666667,36.0579333333,36.6138666667,31.6632666667,13.2432666667,14.2289333333,65.4528666667,37.4200666667,39.4748,11.2159333333
606.24,22.9928,42.2174,36.1444666667,36.7004,31.7029333333,13.2534,14.2837333333,65.6312,37.5364333333,39.5522,11.28
606.58,22.8991333334,42.0744,36.0114666667,36.5807333333,31.5674666667,13.2267333333,14.2180666667,65.5219333333,37.4289,39.4518666667,11.2607333333
606.91,22.8998666667,42.0447333333,36.0119333333,36.5556,31.561,13.2208666667,14.1973333333,65.5322666667,37.4103666667,39.4407333333,11.2802
607.25,22.8948666667,42.0428,36.0129333333,36.5486,31.5471333333,13.2657333333,14.2321333333,65.4828666667,37.3717666667,39.4156,11.3724666667
607.58,22.8552666667,41.9808666667,35.9684666667,36.4672,31.4306,13.2199333333,14.1632666667,65.3675333333,37.3181333333,39.3491333333,11.3340666667
607.92,22.795,41.901,35.8904666667,36.4,31.363,13.2089333333,14.1450666666,65.2862666667,37.2821333333,39.2713333333,11.3354666667
608.25,22.7490666667,41.9134666667,35.9080666667,36.3343333333,31.3330666667,13.2115333333,14.1374,65.2523333333,37.2644,39.2666666667,11.3427333334
608.59,22.6026,41.7594,35.7837333333,36.1969333334,31.1995333333,13.1024666667,14.03,65.0724666667,37.1129666667,39.0903333333,11.2728666667
608.92,22.532,41.6549333333,35.6476,36.0549333333,31.0924666666,13.0370666667,13.9749333333,64.8995333333,37.0190666667,38.9691333333,11.2312666667
609.26,22.4860666667,41.5872666667,35.5685333333,35.9769333333,30.9925333333,13.0294666667,13.9613333333,64.7644666667,36.9820666667,38.9199333333,11.2426
609.59,22.478,41.5285333333,35.5219333333,35.9212666667,30.9650666667,13.0096666667,13.9138,64.6706666666,36.9253333333,38.8607333333,11.2517333333
609.93,22.4228666667,41.3982,35.3763333333,35.8125333333,30.86,13.0022,13.8746666667,64.5014666667,36.807,38.7566,11.2640666667
610.26,22.333,41.3502,35.2713333333,35.7215333333,30.7984666667,12.9637333333,13.8276,64.3746,36.7157,38.6648666667,11.2471333333
610.60,22.2430666666,41.2442,35.1416,35.6509333333,30.6967333333,12.9051333333,13.7925333333,64.2501333333,36.6131666667,38.5434666667,11.1994666667
610.93,22.1528666667,41.1098,35.0198,35.5216,30.5606,12.8168666667,13.6868666667,64.1456,36.5019,38.4432,11.1216666667
611.27,22.1764,41.1209333333,35.0262,35.5498,30.6158,12.8526666667,13.7322,64.2251333334,36.5396666667,38.4730666667,11.1876
611.60,22.1638,41.1267333333,35.0144666667,35.5316,30.5729333333,12.8582,13.6890666666,64.2228,36.5048,38.4526666667,11.2029333334
611.93,22.1074666667,41.0005333333,34.8896666667,35.4644666667,30.4689333333,12.8093333333,13.6572666667,64.1474,36.3928,38.3174,11.1879333334
612.27,22.1367333333,41.0735333334,34.8946666667,35.4886,30.4598,12.7986,13.6735333333,64.2243333333,36.4086666666,38.3712,11.2342666667
612.60,22.162,41.0744,34.9102666667,35.5058666667,30.4928666667,12.8458666667,13.6894,64.2049333333,36.3915,38.3951333333,11.3002
612.94,22.1047333333,41.0492666667,34.8739333333,35.5221333333,30.4614,12.8368666667,13.5889333333,64.3115333333,36.3559,38.3766,11.2536666667
613.27,22.0109333333,41.0366,34.8266,35.4378,30.3863333333,12.8126666667,13.5122666667,64.3642,36.3052333333,38.3464,11.1642666667
613.61,21.8256,40.9478666667,34.7504,35.3268,30.2764,12.7089333333,13.358,64.281,36.1685333333,38.2604,11.0575333333
613.94,21.8830666667,41.0362666667,34.8794666667,35.4223333333,30.2951333333,12.7514666667,13.3814666667,64.4407333333,36.2627666667,38.3634,11.1110666667
614.28,21.8468,41.0222666667,34.8630666667,35.3708,30.2746666667,12.7783333333,13.3210666667,64.4484666667,36.2421666667,38.3786,11.1152666667
614.61,21.8853333333,41.0532,34.8974,35.4055333334,30.3054,12.8768,13.3935333333,64.4271333333,36.2919333333,38.4466,11.199
614.94,21.7581333333,40.966,34.7704,35.2775333333,30.1872666667,12.8166,13.3131333333,64.2819333333,36.1604333334,38.3740666667,11.19
615.28,21.6848,40.9061333333,34.7184,35.2483333333,30.114,12.771,13.2622,64.2324666667,36.0874666667,38.3380666667,11.1432
615.61,21.6580666667,40.9379333333,34.7623333333,35.2649333333,30.0886,12.791,13.2940666667,64.2266,36.1192,38.3445333333,11.1727333333
615.95,21.5887333333,40.8885333333,34.7552666667,35.2594666667,30.0699333333,12.7778,13.2468,64.2874,36.0964666667,38.3705333333,11.1262
616.28,21.4839333333,40.8902666667,34.7337333333,35.2295333333,29.9852,12.6802666667,13.1431333333,64.3764666667,36.0781333333,38.3468666666,11.0507333333
616.61,21.5397333333,40.9950666667,34.8472666667,35.2986,30.0258,12.6840666667,13.2072,64.4906,36.1541666667,38.4231333333,11.1064666667
616.95,21.4646,40.9162666667,34.7854666667,35.2002,29.8855333333,12.6108,13.1661333333,64.2532,36.0618,38.3125333333,11.1122666667
617.28,21.4621333333,40.9418,34.7980666667,35.2356,29.8788,12.6272666667,13.1944666667,64.3000666667,36.1036333333,38.3378666667,11.1568666667
617.62,21.4978,40.9616,34.8249333333,35.2767333333,29.9178666667,12.6547333333,13.2314,64.4028,36.1659,38.3753333333,11.1902666667
617.95,21.4491333333,40.9824666667,34.816,35.2930666667,29.894,12.6066666667,13.2303333333,64.4355333333,36.1893666667,38.3496666666,11.1724
618.28,21.3992666667,40.9923333333,34.8044,35.2886,29.8644666667,12.5532,13.2140666667,64.4314666667,36.1660333333,38.3006666667,11.1470666667
618.62,21.4597333333,41.075,34.9282,35.4001333333,29.9026,12.6206,13.2924666667,64.5641333333,36.2482,38.3594,11.1556666667
618.95,21.542,41.1288,34.9776,35.4418,29.9554,12.7558666667,13.4334666667,64.5597333333,36.3322333333,38.4248,11.3372666667
619.28,21.5693333333,41.1400666667,34.9628666667,35.4578666667,29.9645333333,12.7821333333,13.4382,64.5298,36.3056,38.4509333334,11.4087333333
619.62,21.6522,41.2355333333,35.0096,35.4952666667,30.0088666667,12.8658666667,13.4987333333,64.5065333333,36.3389333333,38.4574,11.5222666667
619.95,21.6766,41.2509333333,35.0296,35.5189333333,30.0446666666,12.938,13.596,64.5102,36.3906333333,38.4875333333,11.6431333333
620.28,21.5933333333,41.1616,34.9058,35.4222,29.9636666667,12.8932,13.5484,64.338,36.3025333333,38.3946666667,11.6615333334
620.62,21.6393333333,41.1494,34.9125333333,35.4969333333,30.0125333333,12.9448666667,13.6188666667,64.4444,36.3682666667,38.4448666667,11.7437333333
620.95,21.5864,41.0605333333,34.8514,35.4345333333,29.9397333333,12.9074666667,13.5478666667,64.3783333333,36.3500666667,38.3374666667,11.7274666667
621.28,21.5147333333,41.0225333333,34.8086,35.3713333333,29.9240666667,12.913,13.4925333333,64.2911333333,36.3175666667,38.3421333333,11.7498666667
621.62,21.5108,41.0294,34.8415333333,35.4029333333,29.9147333333,12.9126,13.4582666667,64.3429333333,36.3070333333,38.3764,11.7802666667
621.95,21.4544,41.0469333333,34.8068666667,35.3205333333,29.8632666666,12.9111333333,13.3864666667,64.4262666667,36.2577666667,38.3692666667,11.7688666667
622.28,21.4162666667,40.9786,34.7389333333,35.2037333333,29.8162,12.8552666666,13.3156666667,64.3612666667,36.1738,38.305,11.7686
622.62,21.3705333333,41.0024,34.7236,35.1562,29.7902666667,12.8075333333,13.2615333333,64.3637333333,36.1392666667,38.2803333333,11.7385333333
622.95,21.3783333333,41.0118666667,34.7200666667,35.1610666667,29.7679333333,12.7746,13.1820666667,64.488,36.1573666667,38.3511333333,11.6786666667
623.28,21.3349333333,40.9291333333,34.6552,35.1289333333,29.7059333333,12.7602,13.1576,64.4212,36.1494333333,38.2937333333,11.6571333333
623.62,21.2931333333,40.8956666667,34.6574,35.0855333333,29.6332666666,12.7406666667,13.1022,64.3249333333,36.0732,38.2884666667,11.5921333333
623.95,21.2555333334,40.914,34.6784,35.0613333333,29.626,12.7724666667,13.0428666667,64.3269333333,36.0728333333,38.3004,11.5773333333
624.28,21.2806666667,41.0287333333,34.7337333333,35.1329333333,29.6864,12.8260666667,13.0767333333,64.439,36.1262,38.3552666667,11.6029333333
624.62,21.2829333333,41.1144,34.7837333333,35.1598666667,29.6966666666,12.8267333333,13.0861333333,64.5208666667,36.1182,38.4826,11.6182666667
624.95,21.2093333333,41.0167333333,34.6957333333,35.0668,29.5694,12.7416,13.0328,64.4157333333,36.0063,38.3510666667,11.5334666667
625.28,21.1834666667,40.9864666667,34.6460666667,35.0046,29.5126,12.7566,13.076,64.3219333333,35.9746,38.2750666667,11.5620666667
625.61,21.14,40.9258,34.6175333333,35.032,29.4762666667,12.7192,13.0460666667,64.2914666667,35.9435333333,38.2337333333,11.5505333334
625.95,21.0386,40.8382,34.5264,34.9622666667,29.3660666667,12.6567333333,12.9972666667,64.195,35.8740333333,38.1618666667,11.4908
626.28,20.9745333333,40.7946,34.5570666667,34.9591333333,29.3210666667,12.6182,12.9462666667,64.2751333333,35.8985333333,38.1869333333,11.4716666666
626.61,20.9456,40.8252666667,34.5969333333,35.0025333333,29.3476666667,12.6762,12.9904,64.2791333333,35.9279,38.1864,11.5667333333
626.94,20.9171333333,40.8511333333,34.6184,35.0286,29.3360666667,12.6678,12.9768,64.3756,35.917,38.2079333333,11.5837333333
627.28,20.8849333333,40.8074666667,34.5479333334,34.9972,29.2986,12.6664666667,12.9596666667,64.3732666667,35.8928333333,38.1420666667,11.6232666667
627.61,20.8758,40.7775333333,34.5370666667,35.0148666667,29.2728,12.6652666667,13.0236,64.4034666667,35.8794,38.1258666667,11.6580666667
627.94,20.8174666667,40.7016,34.4571333333,34.9551333333,29.2024,12.6114666667,12.9784666667,64.3263333333,35.8111,38.0234,11.6642666667
628.27,20.7280666667,40.6060666667,34.3652,34.8766,29.1006666667,12.5744,12.9406666667,64.2186666667,35.7517,37.8794666667,11.6516
628.61,20.6953333333,40.6134,34.3516,34.8504,29.0391333333,12.5588666667,12.9362,64.2312,35.7270666667,37.8770666667,11.716
628.94,20.6966666667,40.6039333333,34.3569333333,34.8508666667,29.0335333333,12.5916,12.9288,64.1964666667,35.7158666667,37.9034666666,11.7384
629.27,20.5978666667,40.4985333333,34.2412666667,34.7047333333,28.9339333333,12.5028666667,12.8848666667,64.0266,35.6483333333,37.7668666667,11.7279333333
629.60,20.6457333333,40.5562666667,34.3129333333,34.7978666667,28.9858666667,12.5626666667,12.9171333333,64.1386,35.6896666667,37.7947333333,11.8238
629.94,20.6074666667,40.5144,34.2112,34.7414,28.9592,12.5711333333,12.9101333333,64.0387333333,35.5886666667,37.6939333333,11.8372
630.27,20.5286,40.4211333333,34.1098,34.5788666667,28.8552,12.5307333333,12.885,63.8635333333,35.4896333333,37.5589333333,11.7913333333
630.60,20.5162,40.4029333333,34.0726666667,34.5120666666,28.8026666667,12.5045333333,12.8440666667,63.8041333333,35.4824333333,37.5545333333,11.7552666667
630.93,20.4922,40.3464666667,33.9858666667,34.4308,28.7566,12.4854666667,12.8431333333,63.6813333333,35.4324,37.4882,11.7534
631.26,20.4773333333,40.3524666667,33.9772,34.4249333333,28.762,12.4540666667,12.8425333333,63.6779333333,35.4522333333,37.486,11.7573333333
631.60,20.4336,40.3788666667,34.0039333333,34.3876,28.7282666667,12.4552,12.8219333333,63.6646666667,35.4640333333,37.5274666667,11.7542
631.93,20.5075333333,40.4308666667,34.1139333333,34.4099333333,28.835,12.5457333333,12.8748666667,63.7808666667,35.5204333333,37.6163333333,11.7988
632.26,20.4981333333,40.4201333333,34.0893333333,34.4752,28.9001333333,12.5473333333,12.8689333333,63.8292,35.5631666667,37.6296666667,11.7779333333
632.59,20.4210666667,40.4238666667,34.0576,34.4917333333,28.8548,12.5196666667,12.8234,63.9338666667,35.5582,37.6435333333,11.7353333333
632.92,20.5385333333,40.5330666667,34.2017333333,34.6639333333,28.9790666667,12.6934666667,12.9305333333,64.0686,35.6630333333,37.7939333333,11.8363333333
633.26,20.4381333333,40.5234666667,34.1025333333,34.5876666667,28.8715333333,12.6310666667,12.837,64.0068666667,35.6280666667,37.7716666667,11.7728
633.59,20.4372,40.4824,34.0654666667,34.5758666667,28.8358,12.6120666667,12.803,63.9753333333,35.5941333333,37.7415333333,11.7462666667
633.92,20.3837333333,40.4182,34.0383333333,34.5622,28.7401333333,12.5500666667,12.7076666667,64.0560666667,35.5305333333,37.7376,11.6862666667
634.25,20.3661333333,40.4381333333,34.0786666667,34.5761333333,28.7779333333,12.5762,12.7477333333,64.1084666667,35.5284,37.7125333333,11.7621333333
634.58,20.3928666667,40.5672666667,34.2242,34.6886666667,28.8467333333,12.6857333333,12.8158,64.3119333333,35.6431333333,37.8537333333,11.8395333334
634.91,20.3845333333,40.5328,34.1744666667,34.6804,28.7758,12.7245333333,12.7715333333,64.2855333333,35.5661333333,37.8608666667,11.8256
635.25,20.3908666667,40.5560666667,34.1746666667,34.6806666666,28.7491333333,12.7342666667,12.7658666667,64.365,35.5550333333,37.8816,11.8416
635.58,20.3162,40.5557333333,34.0904,34.6684,28.6072,12.7044666667,12.7134,64.3051333333,35.5037333333,37.8199333333,11.8416
635.91,20.2909333333,40.5707333334,34.1011333333,34.6435333333,28.5431333333,12.7300666667,12.7305333333,64.2848666667,35.4481666667,37.8466,11.8746666667
636.24,20.2869333334,40.5127333333,34.0741333333,34.5619333333,28.5244,12.7119333333,12.7166666667,64.2104,35.4277333333,37.7983333333,11.9524
636.57,20.2558,40.5534,34.0994,34.5581333333,28.4698,12.648,12.6732666667,64.2307333333,35.4208,37.8252,11.9567333333
636.90,20.2494,40.5532,34.1244666667,34.5464,28.4924666667,12.6483333333,12.7004666667,64.2635333334,35.3992333333,37.8232666667,11.9969333334
637.23,20.1745333333,40.5592,34.088,34.4498666667,28.417,12.5947333333,12.6292,64.2011333333,35.3669666666,37.7859333333,11.9990666667
637.56,20.2284,40.641,34.1439333333,34.5378666667,28.4940666666,12.6372666667,12.7048,64.2014,35.4790333333,37.8806,12.1027333333
637.90,20.1675333333,40.5991333333,34.0451333334,34.4853333333,28.4218,12.6391333333,12.6822,64.0714,35.4382,37.8310666667,12.0901333333
638.23,20.1161333333,40.5126666667,33.9800666667,34.4376,28.3497333333,12.5178666667,12.6120666667,63.9756666667,35.3564666667,37.8023333333,12.0666666667
638.56,20.1598,40.5751333334,34.0438,34.4226,28.4422666667,12.5300666667,12.6697333333,64.0332666667,35.4045,37.7572666667,12.1387333333
638.89,20.1283333333,40.5072666667,34.0274,34.4275333333,28.4338666667,12.5450666667,12.6049333333,63.9471333333,35.3513666667,37.7258666667,12.1508
639.22,20.1393333334,40.4770666667,34.0102666667,34.4055333333,28.4925333333,12.5038666667,12.5904666667,63.9380666667,35.3249666667,37.7437333333,12.1746
639.55,20.0997333333,40.4113333333,33.9612,34.3612666667,28.4578666667,12.4700666667,12.4942,63.8988,35.3418,37.6282,12.1538666667
639.88,20.0963333333,40.4801333333,33.9762,34.3674666667,28.4440666667,12.4442666667,12.4777333333,63.9147333333,35.2917,37.6016,12.1092
640.21,20.0806666667,40.3457333333,33.8647333333,34.2383333333,28.3812,12.4145333333,12.5148,63.8521333333,35.2221,37.4772666667,12.102
640.54,19.9499333333,40.2033333333,33.6766,34.0754666667,28.2026666667,12.2575333333,12.399,63.6483333333,35.1070666667,37.3318666666,11.9396
640.87,20.0204,40.2420666667,33.748,34.1923333333,28.2909333333,12.3929333333,12.5355333333,63.7554,35.1745333333,37.4493333333,12.0219333333
641.20,19.9575333334,40.2102666666,33.7375333333,34.1742666667,28.2864,12.3888666667,12.5092666667,63.7281333333,35.1174,37.3543333333,11.9966666667
641.53,19.9258666667,40.1099333333,33.6874,34.1493333333,28.2585333333,12.3966,12.508,63.6726666667,35.0386333333,37.2996,12.0356
641.87,19.9196,40.0640666667,33.6329333333,34.1290666667,28.2256666667,12.396,12.4828666667,63.6111333333,34.9969333333,37.1954666667,12.0093333333
642.20,19.8661333333,40.0145333334,33.5721333333,34.0793333333,28.1487333333,12.3824666667,12.4287333333,63.5417333333,34.9684333333,37.2000666667,11.991
642.53,19.8987333333,40.0036,33.5504666667,34.0709333333,28.1140666667,12.3749333333,12.4639333333,63.6034666667,35.0049333333,37.2158,11.9332
642.86,19.8748,39.975,33.5831333333,34.0578,28.0981333333,12.4469333333,12.5055333333,63.6226,35.0783333333,37.2366,11.9508666667
643.19,19.9195333333,40.1105333333,33.6458666666,34.0920666667,28.1494,12.4994,12.6307333333,63.7579333333,35.0898333333,37.328,12.0104
643.52,19.9246,40.0458,33.6348666667,34.1098,28.1346666667,12.5767333333,12.6470666667,63.6806,35.1296333333,37.3648,12.0692
643.85,19.7679333333,39.9264666667,33.5543333333,33.9994,28.0301333333,12.5390666667,12.5254666667,63.5918666667,35.0395333333,37.2590666667,11.9825333333
644.18,19.9085333333,40.0237333333,33.7068666667,34.1583333333,28.2014666667,12.7396666667,12.6564666667,63.6946666667,35.1820333333,37.4281333333,12.1802
644.51,19.8964,40.0358666667,33.6974,34.1552666667,28.1628,12.6652,12.6112666667,63.6415333333,35.2331,37.4255333333,12.1645333333
644.84,20.0127333333,40.1315333333,33.7397333333,34.1616666667,28.2274666667,12.7575333333,12.6844,63.6676,35.2977666667,37.4899333333,12.2557333333
645.17,19.9812666667,40.1520666667,33.76,34.1239333333,28.1693333333,12.7427333333,12.6093333333,63.6698666667,35.3277,37.4867333333,12.2261333333
645.50,19.8711333333,40.0906666667,33.6765333333,34.0076,28.0656,12.6800666667,12.5248,63.6057333333,35.2793333334,37.4281333333,12.2109333333
645.83,19.8360666667,40.1406666667,33.7629333333,34.0436666667,28.0842,12.6652,12.5185333333,63.6902666667,35.3342,37.4465333333,12.2528666667
