wavelength,Back_HemFrom,Belly_HemFrom,Breast_HemFrom,Crissum_HemFrom,Crown_HemFrom,DorTail_HemFrom,Patch10_HemFrom,Rump_HemFrom,Throat_HemFrom,WingTip_HemFrom
371.10,6.12106666666,10.5451333333,9.69846666667,6.55926666667,4.63553333333,6.20613684211,5.06013333333,4.79213333333,11.306,7.38329166667
371.46,6.13626666667,10.5804,9.73706666667,6.62366666667,4.6724,6.25584078947,5.0664,4.86473333333,11.3671333333,7.43908333333
371.83,6.06426666667,10.4912,9.66719999999,6.58693333333,4.59613333334,6.19685526316,4.97793333333,4.76453333333,11.2968,7.37554166667
372.19,5.93086666667,10.3198,9.51606666666,6.42653333333,4.42673333333,6.05773969298,4.79106666667,4.61046666667,11.1206666667,7.22104166667
372.55,5.90293333333,10.2910666667,9.48320000001,6.37606666667,4.45393333333,6.00740986842,4.74133333333,4.64093333333,11.0900666667,7.19720833334
372.92,5.8254,10.315,9.47166666667,6.3658,4.451,5.96368574562,4.68533333333,4.62453333333,11.0342,7.17275
373.28,5.78873333333,10.3376,9.42826666666,6.34806666667,4.40133333333,5.93714057017,4.61866666667,4.60993333333,11.0064,7.12241666667
373.64,5.796,10.3766,9.43993333333,6.398,4.43,5.93254561404,4.6486,4.64706666667,11.0693333333,7.2085
374.00,5.79486666666,10.3202,9.38166666667,6.3496,4.37146666667,5.91018815789,4.64026666667,4.6374,11.0316,7.206625
374.37,5.78793333333,10.2850666667,9.36199999999,6.30233333333,4.30933333333,5.88621337719,4.6226,4.5724,11.0138666667,7.13891666667
374.73,5.81786666667,10.3229333333,9.37706666667,6.32353333334,4.27713333333,5.93163684211,4.6382,4.54353333333,11.016,7.13191666667
375.09,5.757,10.3098666667,9.29546666667,6.2784,4.16966666667,5.86643859649,4.62426666667,4.44626666667,10.9738666667,7.05454166667
375.45,5.7496,10.3209666667,9.30446666667,6.27273333333,4.127,5.80645745614,4.5912,4.40013333333,10.9600666667,6.9995
375.81,5.85766666667,10.4207,9.39206666666,6.32693333333,4.21366666667,5.89623684211,4.6884,4.51033333333,11.0448666667,7.10229166667
376.18,5.90653333333,10.5146,9.47313333334,6.43846666667,4.28766666667,5.94587653509,4.78246666667,4.57053333333,11.0981333333,7.20670833334
