wavelength,Back_SpoIntf,Belly_SpoIntf,Breast_SpoIntf,Crissum_SpoIntf,Crown_SpoIntf,DorTail_SpoIntf,Rump_SpoIntf,Throat_SpoIntf,WingTip_SpoIntf
187.91,91.228,99.1228333334,108.771916667,119.517583333,87.9385833333,92.5437500001,68.9693333333,87.7192499999,81.4693333334
188.29,99.3975000002,102.409583333,116.06425,120.281083333,96.78725,97.6906666666,81.6265,96.6867499999,89.7589166667
188.67,92.7419166668,100.627083333,114.336833333,109.319083333,91.4873333334,90.4121666666,76.8816666667,93.7274166664,85.0358333334
189.05,93.0920833334,104.8245,123.684166667,112.938666667,91.7763333333,85.5263333333,74.6710000001,98.4649166667,84.2105
189.43,99.2424166668,113.257583333,134.848416667,117.5505,102.272666667,83.83825,75.7574166666,103.787833333,83.4595000001
189.81,102.049333333,103.41525,146.994583333,116.12025,108.743166667,81.8305000001,77.4589166666,106.8305,91.9398333332
190.19,102.18575,104.09825,151.502833333,114.207666667,107.786833333,81.9672500001,81.0109166667,105.874333333,90.3006666666
190.57,73.9129999999,76.9323333333,118.478166667,86.83575,79.95175,60.26575,58.4541666666,88.6472500001,71.7390833333
190.95,60.59675,59.7737500001,101.028833333,79.4239166666,70.0616666667,48.9714166667,53.0864166667,74.1769166667,66.4608333334
191.33,60.3375833333,62.6581666666,105.37975,88.7131666667,77.4261666667,52.5316666667,55.90725,75.8437499999,70.1478333334
191.71,63.1868333334,69.5970000001,95.6959166666,86.9963333334,82.1429166667,53.0221666667,54.3956666667,75.5495000001,72.25275
192.09,71.7055,87.3061666667,111.046333333,100.096916667,93.1200833333,57.7520833333,68.3140000001,94.3799166667,87.8875833332
192.47,88.0950833332,110.119083333,146.279833333,127.529666667,111.755916667,64.7320833334,75.8928333332,121.57725,114.881166667
192.85,95.915,122.385666667,159.477166667,152.614416667,125.653666667,76.7974166667,89.2156666667,140.032666667,127.287666667
193.23,107.42425,129.393916667,159.242583333,161.363666667,134.242333333,85.4545,103.030333333,141.212,135.303166667
193.61,114.930583333,154.340333333,166.666666667,183.15975,151.215416667,85.2430833333,122.5695,162.673666666,155.382
193.99,135.9195,224.712666667,204.885,261.207,187.068916667,90.5172499999,158.333166667,239.367833333,200.287333333
194.37,101.282,208.653916666,162.8205,242.628166667,173.397416667,64.4230833334,138.461583333,235.2565,190.384583333
194.75,151.923083333,355.769333334,233.9745,410.256416667,316.666666667,54.4871666667,208.33325,367.948833333,313.461416667
195.13,-21.4285833332,-413.095166667,-184.523833334,-465.47625,-304.761833333,151.1905,-92.85725,-403.57125,-342.857166667
195.51,-27.7776666667,-529.166583334,-172.222249999,-473.611166667,-340.277916668,197.222333333,-88.8889166667,-441.6665,-395.833333333
195.89,74.3590833332,-41.6666666667,28.5256666668,-10.2564166668,0.640916666425,128.205166666,52.5640833333,-27.5640833333,-29.4871666667
196.27,121.874916667,16.3194166668,96.1804999999,48.6110833333,43.7500833332,182.291666667,102.0835,37.5000833334,17.0139166667
196.65,303.787916666,22.7273333333,235.605916667,94.6969999998,51.5151666668,415.909083334,186.3635,103.788,54.5455
197.03,210.666666667,71.3333333334,201.333333334,122.0,96.0,275.0,152.666666667,125.666666667,78.6666666666
197.40,227.777833333,79.0123333331,202.777833333,159.567833334,133.950666667,271.9135,172.531,145.06175,102.777916667
197.78,209.166583333,77.22225,167.222166667,149.72225,125.5555,235.5555,156.944416666,129.444416667,86.6666666665
198.16,161.458333333,53.3333333333,116.875,120.208333333,89.7916666666,171.25,121.041666667,98.125,68.1250000001
198.54,116.081916667,47.66075,88.7426666666,92.5438333335,80.5557500001,130.994,95.9064166668,77.6314166666,51.6081666668
198.92,100.260333333,34.6355,69.0105833334,79.6875833333,76.3021666666,119.270916667,82.2916666667,62.7605833333,48.5677500001
199.30,77.2134999999,9.6355,54.6874166666,63.151,54.5573333333,104.0365,54.29675,41.66675,25.2604166667
199.68,74.8995833334,22.6908333333,53.5140833332,59.5382500001,56.526,95.4819999998,52.3093333333,48.3935833334,33.0321666667
200.06,86.5078333333,15.47625,57.53975,57.8041666666,63.889,110.317416666,53.8360833333,51.5873333333,27.6455000001
200.44,94.8611666665,23.75,70.4167499999,73.3334166667,77.6389166668,126.9445,61.9444166666,59.3055833334,38.3335
200.82,79.4870833334,34.2949166667,64.3160833333,66.4529999999,75.748,105.769416667,57.4785833333,57.158,33.8675833332
201.19,75.7291666667,37.5,55.9375000001,66.9791666666,71.25,99.0624999999,53.5416666667,59.4791666667,28.5416666666
201.57,83.5443333334,45.6750833333,57.9113333333,69.5149166667,70.0420833334,105.69625,57.4894166667,66.7721666667,32.8058333334
201.95,74.1758333334,42.3076666667,49.8168333333,58.8826666666,59.43225,94.2305,50.6410833333,64.37725,32.326
202.33,70.7913333332,47.8114166667,53.6195833333,59.1751666667,61.027,93.6868333333,53.367,68.1819166667,33.0809166667
202.71,73.5577500001,48.3173333333,53.8460833333,61.859,60.4968333333,95.8331666667,54.6474166667,69.15075,39.1827499999
203.09,84.8333333334,58.75,64.0,71.25,67.75,101.5,65.3333333333,80.0833333334,44.3333333333
203.47,87.2169166666,61.1651666667,66.505,72.9773333334,70.9549166667,97.8963333332,71.5210833333,82.4433333332,50.1619166668
203.85,96.1110000001,68.3333333333,76.1110833333,78.7302500001,80.3175833333,103.492,80.0793333334,88.9681666666,58.1745833334
204.22,84.4444166668,62.22225,69.568,68.0245833333,70.4938333333,88.70375,73.3950833333,76.9135,55.8024166667
204.60,77.42325,51.4185,61.82025,58.21525,64.3616666666,77.305,66.903,71.5720833334,46.8676666667
204.98,82.2139999999,50.4974166667,63.1840833333,62.9351666667,66.9154166667,84.2661666667,68.9678333333,73.63175,48.0100000001
205.36,85.9376666667,52.4089166667,69.0104166667,64.1277500001,73.5026666667,86.97925,71.6146666667,74.935,50.4557499999
205.74,84.2656666666,57.634,73.951,67.6574166668,78.1468333333,85.1980833333,73.6596666666,76.1654166667,51.4568333333
206.12,96.8599166666,70.2898333334,88.5264999998,81.1594166667,95.8937499999,99.3960833333,87.5605,87.6206666667,61.9564999999
206.50,99.4445000002,68.7655833333,90.6172499999,81.8519166667,96.1111666667,100.494,85.0000000001,88.0246666666,62.4073333333
206.87,97.6448333333,65.3986666667,85.8090833333,79.71,94.6861666668,96.7994166667,79.3478333332,88.3455,60.4469166667
207.25,94.4445833334,57.5756666667,82.9546666666,75.5681666666,90.5302500001,92.803,73.8005833333,86.4266666667,55.1769166666
207.63,104.508083333,67.8278333333,94.0573333334,84.2212499999,101.297833333,104.986333333,81.0791666667,98.7703333333,61.5436666667
208.01,100.14375,67.95975,95.40225,86.7097499999,102.155166667,106.465666666,81.2499166666,98.2040833334,59.2672500001
208.39,101.13625,73.9393333333,98.3333333332,93.1818333332,105.98475,113.030416667,81.4393333333,102.3485,62.9545000001
208.77,102.371333333,80.2845,99.7290833333,94.1055833333,104.945833333,112.263,85.23025,100.06775,67.8861666667
209.14,112.83175,95.2801666667,114.822916667,105.825916667,118.731583333,124.705083333,100.663833333,113.643,81.3421666667
209.52,107.456166666,90.4970833332,109.722166667,102.193,112.426833333,119.078833333,95.5409166666,108.84525,77.2661666667
209.90,97.5665,76.9911666667,98.5989166666,93.0677499999,99.3362499999,107.522083333,83.9969999999,100.073833333,71.0913333333
210.28,86.5531666668,69.1919999999,88.1945833333,85.4165833334,87.4368333333,95.7070833335,77.5885,90.0884999999,65.7198333332
210.66,93.0555000001,76.1805833332,91.8055833334,90.2776666666,95.6249166666,101.944416667,86.6666666666,97.2916666669,68.6804999999
211.03,103.571416667,85.7143333333,107.142833333,102.9365,102.857083333,109.206416667,94.9205833335,105.000083333,73.1745
211.41,112.617,100.389083333,122.6635,118.22425,116.744583333,121.729,108.177583333,118.457833333,87.3051666666
211.79,110.176166667,101.041666667,119.791583333,117.948666667,115.785166667,121.5545,106.971166667,116.185833333,87.1795833333
212.17,112.285166667,106.701,119.67375,120.017083333,117.61175,124.140916667,108.1615,120.274916667,86.6838333334
212.55,111.648833333,103.405083333,120.071666667,124.55175,121.863833333,121.595,109.229333333,123.387083333,83.9606666668
212.92,119.288416667,112.453083333,124.438166667,139.23225,130.805166667,131.367083333,114.793916667,133.614333333,94.1009166667
213.30,113.583333333,103.833333333,116.25,131.833333334,118.916666667,118.916666667,106.166666666,130.333333334,89.5833333333
213.68,109.547083333,101.941666667,111.731333333,133.171583333,116.019416667,109.546916667,103.398166667,128.640916667,90.0484999999
214.06,133.020833333,127.708333333,141.875,163.229166667,146.145833333,131.041666667,123.854166667,158.4375,105.625
214.44,172.30775,166.282083333,182.1795,209.230666667,185.256416667,166.025583334,157.8205,202.051166667,140.769333333
214.81,201.602583334,188.782083333,215.384666667,248.237166667,223.237166667,194.871666667,182.532,240.544916667,166.346
215.19,195.0,184.333333333,207.5,245.833333333,228.5,193.666666667,183.833333333,233.666666667,163.166666667
215.57,166.666666667,155.952416666,164.285666667,198.214333333,192.113166667,155.059416666,153.124916666,190.029916667,127.976083333
215.95,124.22475,114.72875,120.7365,144.283,141.666583334,115.407,117.63575,137.693666667,98.4495833334
216.32,117.508416667,101.346833333,111.616083334,135.52175,130.555583334,104.629833334,107.9965,129.461416667,93.8551666667
216.70,123.958333333,106.944333333,112.760416667,140.53825,134.809083333,110.850666667,115.53825,138.1945,101.64925
217.08,125.68625,109.705666667,116.76475,146.96075,140.098,114.117666667,117.353,144.608,101.862916667
217.46,120.294166667,105.196166667,111.862666667,139.41175,137.255,109.901833333,114.313833333,133.8235,96.2744166667
217.83,106.649,89.0071666667,95.7447500001,118.528416667,119.5035,104.432666667,99.2907500001,118.439666667,82.4467500001
218.21,106.61225,86.3224166667,92.2101666666,115.8515,121.648416666,106.249916667,108.876833333,116.123166667,84.9636666666
218.59,105.416666667,79.6874999999,84.6874999999,114.0625,122.708333333,102.708333333,113.958333333,119.583333334,79.7916666668
218.97,101.2375,76.5675833334,85.7260833334,108.9935,111.881,96.2871666666,108.33325,110.643583334,80.2805
219.34,109.901083333,79.5379166666,90.2640833332,113.118916667,114.851583334,101.56775,115.264,120.462083333,84.8185833333
219.72,112.5,82.9082499999,95.7484166667,116.836833333,119.047666666,106.462416667,118.36725,125.76525,87.4148333333
220.10,149.523833333,106.5475,124.761916667,149.523916667,154.404666667,139.404833333,157.14275,169.285833333,113.095083333
220.47,171.131,119.940416667,136.3095,165.1785,172.76775,157.142833333,184.6725,188.690416667,129.46425
220.85,184.640583333,124.51,149.019416667,173.366166667,183.333333333,165.359416667,193.790916667,194.771333333,134.6405
221.23,201.736083334,127.77775,157.986166667,173.78475,192.013916667,171.701333333,205.555583333,208.854166667,148.611083333
221.61,259.596,153.5355,197.979833334,220.454583334,254.798083333,221.212,276.76775,279.798,192.17175
221.98,424.166666666,279.583333333,337.5,372.5,427.083333333,361.25,476.666666667,464.166666667,329.166666667
222.36,317.528666667,222.9885,261.49425,296.551666667,309.482833333,273.850666667,326.724083333,342.816083333,258.045833333
222.74,215.03625,163.224666667,184.239166667,200.5435,216.123083333,193.297083333,204.529,233.695666667,184.782583334
223.11,293.677916666,232.471166667,239.0805,266.37925,287.068916667,268.39075,280.747083333,336.7815,260.057416666
223.49,328.205166667,272.7565,277.884583333,292.94875,333.01275,304.487166667,323.077,366.987083333,303.525916667
223.87,357.333333334,279.0,284.666666667,305.666666667,357.666666667,318.333333333,345.0,386.333333333,331.666666666
224.24,572.618916667,433.9285,436.309583333,505.952333333,588.690416667,509.523833333,532.142916667,607.142916667,536.309333333
224.62,682.57575,515.1515,538.636333333,612.878749999,743.939416667,649.242416667,607.575833333,729.545416666,642.424083333
225.00,775.000083333,645.370333333,603.703666666,716.666666666,903.703666666,790.740750001,727.777666666,889.814916667,755.5555
225.38,-1919.4445,-1647.22225,-1388.88891667,-1855.55558333,-2258.33333334,-1911.11108333,-1986.11091667,-2180.55558333,-1841.66675
225.75,-1148.33333333,-928.333333334,-796.666666667,-1118.33333333,-1240.0,-1035.0,-1026.66666667,-1195.0,-1060.0
226.13,-339.0625,-256.770833333,-234.895833334,-316.145833333,-352.083333334,-283.854166667,-278.125,-335.416666667,-307.8125
226.51,-123.03925,-89.70575,-66.4215833334,-104.411666667,-130.637333334,-102.451166667,-101.4705,-130.147,-98.5294166666
226.88,-56.2500833333,-34.0773333333,-23.2143333333,-47.6190000001,-58.6309166667,-42.26175,-49.8511666667,-54.0178333334,-32.2916666668
227.26,-27.9850833334,-11.194,0.248749999975,-27.612,-38.05975,-22.7611666667,-19.7761666667,-24.2536666667,-9.70150000003
227.64,-12.3874166666,-3.15308333332,9.57208333333,-18.919,-20.8333333333,-14.0765833333,-8.89633333332,-13.9639166667,-3.94141666665
228.01,-0.767416666667,-0.328999999992,14.4735,-12.9385833333,-11.4035,-7.78499999998,-2.41233333332,-3.83766666666,0.219249999975
228.39,-8.33333249972e-05,-3.38983333334,8.61575000003,-22.8814166666,-21.3275833333,-11.01675,-8.19216666667,-9.03949999999,-6.35575000003
228.76,6.1765,10.2940833333,17.1569166667,-6.17658333335,-2.64716666669,9.31358333331,-1.96083333333,4.31375,5.09808333332
229.14,4.30391666668,15.7509166666,18.4980833333,-0.7325,4.48724999999,17.2160833333,2.38083333334,11.9965,7.05124999999
229.52,-7.97616666668,13.6905,12.5,-8.33325000002,-7.02366666666,9.28575000001,-3.57141666668,5.71425000001,-3.57141666666
229.89,-2.45908333332,22.541,22.67775,-3.55191666667,-2.86883333333,11.7485833333,-1.77591666667,12.56825,1.77591666667
230.27,1.44925,27.7776666667,25.4830833333,-4.34783333333,4.46850000001,9.90325,0.120833333335,17.2706666667,4.46841666668
230.65,-5.51291666668,21.0255833334,19.35875,-13.9741666667,-0.256333333343,6.79491666665,-8.84616666665,16.923,-6.79475
231.02,9.02783333335,35.1389166667,32.0833333334,-4.58341666667,5.27783333332,17.5000833333,6.66658333333,29.8610833333,-6.66674999999
231.40,-6.48141666667,26.54325,19.29,-16.5125,-2.16049999999,14.8146666667,-7.8705,19.7530833333,-14.506
231.78,8.33325000001,42.3610833333,27.9166666667,5.27783333333,14.9999166667,35.4165833333,6.66675000001,31.3888333333,2.50008333333
232.15,20.2205833333,56.6175833333,38.4805,24.755,31.1274166667,49.01975,28.554,40.9314166667,23.03925
232.53,19.40925,54.8524166667,43.1434166666,31.01275,35.9704166667,54.5358333333,31.6455833333,46.5191666667,25.3165
232.90,11.7815833334,49.5689166667,35.9196666667,21.12075,26.5805,54.0229999999,29.0229166667,48.8505833334,12.7873333333
233.28,4.89408333333,37.3015833333,24.7355833333,8.59791666666,12.1693333333,38.8888333333,23.5449166667,35.053,0.793583333325
233.66,11.7116666667,35.4729166667,25.4505,9.79725000002,15.9911666666,38.964,26.9145,33.5584166667,3.60366666666
234.03,0.392083333325,21.4705,11.0785833334,-0.49025,6.76483333333,28.7254166667,15.2940833333,20.0000833333,-5.58816666666
234.41,4.01950000002,16.961,10.196,5.39216666666,3.82350000001,34.5099166667,19.2156666667,21.5685833333,-5.09791666665
234.78,9.75383333335,26.2310833333,13.9204166667,14.0151666667,7.67058333332,36.8371666667,29.2615,28.3144166667,4.16675000002
235.16,18.8550833333,34.8484166666,26.6835833333,27.7778333333,22.3905833333,45.8755,36.6161666667,34.5118333333,19.6128333334
235.54,30.178,45.0646666667,35.6795833334,40.1293333333,33.4951666666,53.9644166667,44.49825,47.1681666667,28.15525
235.91,26.0833333333,42.0833333333,34.0833333333,35.4166666667,29.0,47.3333333333,41.0,47.0833333333,26.5833333333
236.29,11.25,29.0833333333,23.25,16.6666666667,18.5,35.8333333333,23.1666666667,36.6666666667,10.8333333333
236.66,16.3461666667,29.6473333333,26.2820833334,17.7084166667,24.0385,35.4166666667,24.4390833334,39.1025833333,14.984
237.04,20.032,32.7725,28.4454166667,19.7115,28.36525,35.6570833333,27.9646666667,42.1474166667,18.4295833333
237.41,29.5751666667,38.64375,35.8659166667,24.67325,38.2353333333,46.7319166667,34.15025,46.9770833333,25.5718333333
237.79,35.124,41.46,36.9835,29.0633333333,39.945,48.0715833333,32.989,49.03575,31.6803333333
238.17,39.1948333333,43.2910833333,38.9830833333,32.5565833333,42.0903333333,47.1045,36.9349166666,51.83625,32.2034166667
238.54,38.1173333333,44.4445833333,37.1140833333,30.3241666667,43.3643333333,43.5956666667,35.108,51.3889166667,31.09575
238.92,43.47825,46.3769166667,37.4999999999,30.97825,47.3730833333,43.116,32.7895833334,53.1701666667,28.0795833333
239.29,25.8823333333,29.4118333333,18.0390833333,12.74525,31.7648333334,26.4705,11.1764166667,44.01975,5.88225000001
239.67,21.3333333333,22.3333333333,15.75,9.66666666667,23.1666666666,18.6666666667,6.66666666667,34.0833333333,-1.75000000001
240.04,26.62425,25.0,19.7033333333,14.4066666667,25.2825833334,23.0225833333,12.9945,34.18075,1.20066666667
240.42,32.4209166667,26.9463333333,23.1144166667,19.769,27.0073333333,25.8515833333,21.2896666667,37.7738333333,6.08266666668
240.79,31.7805833333,29.0890833333,22.46375,21.739,24.94825,26.8633333333,23.4990833334,35.4035833333,8.69549999999
241.17,30.6371666666,29.902,24.67325,24.3465833334,26.30725,28.3496666667,26.1846666667,33.1289166666,14.134
241.54,28.8984166667,31.7596666667,24.9285,26.6810833333,27.5035833333,29.2203333333,27.9685,34.5850833333,18.1688333333
241.92,22.8070833334,27.0919166667,20.4791666666,22.301,22.5034166667,23.718,25.236,27.6654166667,14.9121666667
242.29,20.3188333333,24.1368333333,17.9945833333,19.3226666667,21.5470833333,22.1114166667,21.9785833333,25.7968333333,14.0438333333
242.67,19.5350833333,25.6945,20.5918333333,21.6788333333,23.6414166667,23.8828333333,22.61475,26.9625,14.2510833333
243.05,16.4414166667,23.9020833333,18.7781666667,20.1858333333,21.4245,22.635,21.1991666667,24.85925,11.54275
243.42,17.2413333333,24.4775,19.2005833333,21.2120833333,22.0220833333,23.3541666667,21.186,23.7199166667,12.9049166667
243.80,12.861,20.4444166667,12.8889166667,16.38875,17.6389166667,19.6944166667,17.1945,19.9165833334,9.1945
244.17,10.601,19.2076666667,10.9016666667,13.74325,15.5738333334,17.5683333334,13.6339166667,17.8963333334,7.18574999999
244.55,13.1448333333,20.6845,12.1528333333,15.6994166667,18.0804166667,17.5843333333,13.988,18.5266666667,10.1191666667
244.92,9.29499999999,15.6364166667,8.63108333333,12.8435,14.6978333333,13.5989166667,10.783,13.5303333333,7.98983333333
245.30,8.5,14.0416666667,8.0625,11.8125,13.3958333333,13.6458333333,9.52083333334,11.7291666667,7.56250000001
245.67,8.15058333333,12.3539166667,6.54233333333,10.1243333333,11.3121666667,11.62275,7.85808333334,9.61249999999,6.65216666668
246.05,8.73658333334,12.3825,6.85475000001,10.0974166667,11.5088333333,13.1385,8.46783333333,10.0134166667,6.83808333335
246.42,10.461,14.1105,8.46641666668,10.7269166667,11.1999166667,15.322,9.84050000002,10.727,9.30833333333
246.79,9.88375,12.5413333333,6.79674999999,8.73483333335,9.26091666666,14.3135,8.70708333334,9.24683333334,9.26075
247.17,10.2080833333,13.0585,7.66558333333,8.93674999999,9.656,15.4595833333,8.92400000001,9.77149999998,11.31225
247.54,10.3274166667,12.8754166667,7.29933333332,8.038,9.03491666665,15.2265,9.60108333333,10.2535,12.1121666666
247.92,11.3720833333,13.8616666667,9.1515,9.17475000002,10.3435833333,17.0055833333,11.0681666667,11.23175,13.6395833333
248.29,11.2615833333,13.2985833334,8.40291666667,9.16666666666,10.6018333333,16.89825,11.6550833333,11.27325,14.38675
248.67,9.7575,12.17025,7.66233333333,8.40383333334,8.87483333332,16.3019166667,10.452,9.79283333333,13.6535
249.04,11.136,13.3634166667,8.79641666666,9.29675,10.2350833333,17.79275,11.2363333334,10.8609166667,14.60225
249.42,9.922,12.3855,7.20249999999,7.91599999999,8.93925000001,16.24925,10.0700833333,10.0969166667,13.2470833333
249.79,10.4900833333,13.1306666667,8.23058333333,8.49475000002,9.85908333333,17.6203333334,11.0769166666,10.8274166667,14.11375
250.17,8.88458333333,11.5154166667,5.98616666668,6.86816666667,8.08116666667,16.0365,10.1920833333,9.53058333334,13.3426666667
250.54,5.756,8.62533333333,2.38825,4.3815,5.91074999999,12.8865833333,7.9725,7.21666666667,10.3435833333
250.92,5.89066666666,8.74625000001,2.19116666667,4.56166666667,6.30391666667,13.021,7.956,7.04016666667,10.8655833333
251.29,6.10616666666,8.25908333333,1.22491666667,4.89975,6.75583333333,13.1588333333,8.64875,6.58866666667,10.7088333333
251.66,4.8785,7.30833333333,-0.341583333317,5.33416666667,6.52991666666,12.18675,8.06749999999,4.97358333333,9.77591666666
252.04,3.65433333333,6.34183333332,-2.93899999999,4.17633333333,5.20108333333,9.47425000002,6.7285,3.73175,8.12075000002
252.41,3.29858333333,5.8835,-2.52699999999,4.32091666667,4.80325,9.47125,7.34958333333,3.2985,7.85108333333
252.79,4.39541666666,7.31908333334,-2.10825000002,4.61408333334,6.02633333333,10.7598333333,9.10883333334,4.43533333333,8.96975000001
253.16,3.79858333332,7.94574999999,-2.90683333335,4.24416666666,5.31008333333,10.3101666667,9.34108333332,4.86433333333,9.08908333332
253.54,3.39574999999,6.86966666665,-4.31300000002,3.31775,4.17625,9.34816666666,8.27483333334,3.90325,8.46991666667
253.91,-0.414749999997,4.10741666667,-8.11625,0.493666666668,0.908333333332,6.16116666667,4.917,1.83658333333,6.27966666669
254.28,-2.14408333333,3.19574999999,-8.85916666667,-0.303499999999,-0.323833333335,4.42974999999,2.953,0.242749999999,5.27908333334
254.66,-0.102666666667,4.24883333333,-6.97858333333,2.62716666667,1.53941666667,5.2545,4.023,0.738833333335,6.50658333334
255.03,-0.522166666668,3.88466666668,-7.47708333332,2.46458333333,0.814583333333,5.01241666666,3.75941666666,0.20875,5.40941666667
255.41,-2.34116666667,2.27649999999,-9.21391666665,0.300666666667,-1.63241666667,2.40558333333,1.84716666667,-2.10483333333,3.15724999999
255.78,-2.39333333333,2.00183333333,-8.98616666668,-0.391666666667,-2.48041666667,3.00258333333,2.63258333333,-2.89383333333,3.08958333333
256.15,-2.52375,1.78425,-7.22358333334,1.15333333333,-1.67533333333,4.96083333334,3.525,-3.65533333333,5.135
256.53,-5.989,-0.38375,-9.52666666668,-0.447333333333,-4.561,2.72800000001,-0.383666666666,-7.35299999999,2.11
256.90,-9.76591666665,-4.31816666666,-13.84175,-4.35825,-9.52375000001,-0.26225,-4.45925,-12.0256666667,-1.10974999998
257.28,-8.49808333334,-3.57141666667,-12.7471666667,-3.40666666667,-9.89008333332,0.8425,-4.04758333333,-11.7034166667,-0.384666666658
257.65,-6.46233333333,-1.87116666667,-9.68566666668,-1.27358333333,-7.0125,3.17591666666,-2.8145,-9.85858333333,1.43099999999
258.02,-3.09016666667,0.369833333332,-6.27308333333,0.726333333334,-4.39775,5.49391666668,-0.132166666668,-7.26358333334,3.05058333334
258.40,-1.05141666667,1.5435,-4.26175,1.62183333333,-3.42283333333,6.75616666667,1.09625,-5.29075,3.792
258.77,0.129583333334,2.24291666666,-3.17,1.81425,-3.07033333333,7.91474999999,1.884,-4.41583333333,4.60533333333
259.15,0.289166666668,2.03358333333,-2.56691666667,1.84375,-2.70258333333,7.73699999999,2.06083333333,-4.22091666667,4.97108333334
259.52,0.553416666667,1.91608333333,-2.20516666666,2.2465,-2.42816666667,7.94500000001,2.197,-3.85691666667,5.33516666667
259.89,0.172333333333,1.24525,-2.67858333333,1.57425,-2.85866666667,7.44833333334,1.26883333333,-4.11966666667,4.91075000001
260.27,0.559166666667,1.78291666667,-2.42516666667,1.20883333333,-3.00691666667,7.47191666667,1.564,-3.91341666667,4.86550000001
260.64,1.46508333333,2.18625,-1.50925,1.50158333333,-2.30416666667,8.01683333332,2.29691666667,-3.16558333333,5.89658333334
261.01,2.57525,3.37825,0.123,3.01641666667,-0.925833333333,9.38958333333,3.3855,-1.888,7.10349999999
261.39,3.23791666667,3.88841666666,0.643166666667,3.58483333333,-0.065166666665,9.61991666666,3.94625,-1.61175,7.73349999999
261.76,3.8605,4.36833333334,1.07525,4.06958333333,0.209000000001,9.87150000001,4.71933333334,-1.18733333333,8.45275
262.13,2.73758333333,3.16433333333,-0.144916666668,2.93883333333,-1.37683333334,8.70375000001,3.08391666667,-2.85025,7.47974999999
262.51,3.50683333333,3.42716666667,0.115,3.70175,-1.0805,8.99758333334,3.61316666666,-2.59475,8.20058333333
262.88,2.34383333333,2.63308333333,-0.598083333332,3.50125,-1.5335,8.044,2.6525,-3.56866666667,8.11141666667
