wavelength,Back_SpoIntf,Belly_SpoIntf,Breast_SpoIntf,Crissum_SpoIntf,Crown_SpoIntf,DorTail_SpoIntf,Rump_SpoIntf,Throat_SpoIntf,WingTip_SpoIntf
531.08,12.6431666667,38.1853333334,22.37475,29.96125,10.33,11.9548333333,14.3175,24.4915,11.6469166667
531.42,12.6344166667,38.1884166667,22.3845833334,29.9806666666,10.3303333333,11.9475,14.3168333334,24.5056666667,11.63675
531.77,12.6589166667,38.24975,22.4329166667,30.049,10.3695833333,11.9866666667,14.3553333333,24.5613333333,11.6826666666
532.11,12.6836666667,38.29225,22.4591666667,30.0935,10.386,11.9955833333,14.384,24.5999166667,11.6986666667
532.46,12.6876666667,38.3101666667,22.4766666667,30.1305,10.3853333333,11.99675,14.38825,24.6214166667,11.6861666667
532.80,12.69525,38.3354166667,22.49975,30.1419166666,10.38875,12.0081666667,14.3939166667,24.6271666667,11.69975
533.15,12.6986666667,38.35275,22.5013333334,30.145,10.37875,11.99675,14.3820833333,24.63775,11.6868333333
533.49,12.7204166667,38.3798333333,22.5394166666,30.18475,10.3915833333,12.0109166666,14.396,24.68625,11.7065
533.84,12.6946666667,38.37275,22.5241666667,30.178,10.3655833333,12.00525,14.388,24.689,11.7080833334
534.18,12.7004166666,38.4026666667,22.5400833334,30.2078333333,10.3566666667,12.0029166667,14.3980833333,24.713,11.70825
534.52,12.6996666667,38.443,22.5691666666,30.2448333333,10.3426666667,11.9849166667,14.4014166667,24.751,11.67875
534.87,12.7440833333,38.512,22.6430833333,30.31525,10.3895,12.0245,14.46575,24.83775,11.7169166667
535.21,12.7648333333,38.5666666667,22.70125,30.372,10.4178333333,12.05425,14.5030833333,24.9118333333,11.752
535.56,12.7805,38.5854166667,22.70325,30.38,10.4270833333,12.062,14.5134166667,24.9523333333,11.7544166667
535.90,12.8025833333,38.664,22.7681666667,30.4560833333,10.44125,12.0889166667,14.544,25.0313333333,11.8073333333
536.25,12.8131666667,38.7188333333,22.7969166667,30.4851666667,10.4705,12.1253333333,14.5728333333,25.08375,11.83775
536.59,12.8260833333,38.7420833333,22.8168333334,30.5250833333,10.4918333333,12.1385833333,14.5994166667,25.1246666667,11.8449166667
536.93,12.8036666667,38.7175833333,22.79975,30.529,10.4606666667,12.12,14.5948333333,25.1231666667,11.8361666667
537.28,12.7678333334,38.7058333333,22.771,30.4975833334,10.4471666667,12.1058333333,14.5830833333,25.1011666667,11.7988333334
537.62,12.7963333333,38.7618333333,22.7981666667,30.5419166667,10.46525,12.11675,14.6051666666,25.1463333333,11.8165
537.97,12.8050833333,38.7848333334,22.81325,30.5695,10.4945833333,12.1365833333,14.633,25.1558333333,11.85
538.31,12.7955833333,38.73375,22.796,30.5549166667,10.4855,12.125,14.6275,25.1419166666,11.849
538.65,12.794,38.7241666667,22.77675,30.5595833333,10.48325,12.1271666667,14.6148333333,25.1288333333,11.8579166667
539.00,12.7974166667,38.7004166667,22.7645833333,30.558,10.4868333333,12.1311666666,14.6026666667,25.10175,11.8436666667
539.34,12.7855833333,38.6963333333,22.78875,30.57275,10.4559166667,12.118,14.6174166667,25.0849166667,11.8370833333
539.69,12.75525,38.6498333333,22.7579166666,30.5251666667,10.4286666667,12.1101666667,14.5975,25.0354166667,11.7970833333
540.03,12.7558333333,38.61325,22.77325,30.5154166667,10.4075833334,12.0998333334,14.5918333333,25.03075,11.7996666667
540.37,12.7478333333,38.581,22.7670833333,30.5116666667,10.3846666667,12.0734166667,14.5709166666,25.01625,11.7825833333
540.72,12.7550833333,38.591,22.77225,30.5121666667,10.3928333333,12.0560833333,14.5719166667,25.0055833333,11.7843333333
541.06,12.7743333333,38.606,22.8045,30.56975,10.4161666667,12.0725,14.5961666667,25.0336666667,11.8030833333
541.40,12.785,38.6278333333,22.8440833333,30.5846666667,10.4205833333,12.09475,14.5985833333,25.0605,11.8055833333
541.75,12.7871666667,38.6319166666,22.86125,30.6021666667,10.4271666667,12.0959166666,14.5944166666,25.1035833333,11.793
542.09,12.8175833334,38.7054166666,22.9213333333,30.65725,10.4650833333,12.14075,14.6290833333,25.1718333333,11.8265
542.43,12.82425,38.7353333333,22.9433333333,30.68025,10.4708333333,12.1443333333,14.6384166667,25.2098333333,11.8238333334
542.78,12.8270833333,38.7779166667,22.9734166667,30.7083333334,10.47525,12.1549166667,14.65775,25.2556666667,11.84325
543.12,12.8409166666,38.78775,22.98625,30.7248333333,10.4940833333,12.1525833333,14.6589166667,25.3014166667,11.8518333334
543.46,12.8751666667,38.8143333333,23.0351666667,30.7675,10.5300833333,12.16775,14.6940833333,25.3835833333,11.8864166667
543.81,12.8699166667,38.88925,23.041,30.8106666667,10.5355833333,12.1675833333,14.6974166666,25.4153333333,11.87625
544.15,12.88475,38.94875,23.0904166667,30.8490833333,10.5493333334,12.1903333334,14.7368333333,25.4784166666,11.9201666667
544.49,12.9146666667,38.9909166667,23.1460833333,30.9201666666,10.5675833333,12.2265833333,14.7735833334,25.5505,11.9475833333
544.84,12.88675,39.0208333333,23.1510833333,30.9135833333,10.51625,12.20075,14.7460833333,25.5759166667,11.9275
545.18,12.9209166666,39.0426666666,23.1735,30.9525833333,10.5279166667,12.1965,14.78725,25.6048333333,11.9501666667
545.52,12.94225,39.0771666667,23.207,30.9820833333,10.5275833333,12.23475,14.8068333333,25.6264166666,11.9746666667
545.87,12.9896666667,39.1264166667,23.281,31.04775,10.5739166667,12.277,14.8651666666,25.6909166667,12.0185
546.21,13.00975,39.1824166667,23.32725,31.1146666667,10.5955833333,12.2996666667,14.8964166667,25.7614166666,12.04325
546.55,13.009,39.2095833333,23.3289166667,31.1425833333,10.58125,12.2805,14.8905,25.7784166666,12.0211666667
546.90,13.0019166667,39.2460833333,23.34925,31.1716666667,10.5908333333,12.28725,14.8843333333,25.7918333333,12.0191666667
547.24,12.9735833333,39.305,23.3715,31.2116666667,10.5843333333,12.2948333333,14.8583333334,25.8000833333,12.0041666667
547.58,12.9890833333,39.3319166667,23.421,31.2696666667,10.6040833333,12.30875,14.8788333334,25.8694166667,12.0248333333
547.92,13.0078333333,39.38125,23.443,31.3061666667,10.6314166667,12.335,14.8744166667,25.8928333333,12.0316666667
548.27,13.0396666667,39.4140833333,23.4744166667,31.3176666667,10.672,12.3625833333,14.87125,25.9470833333,12.026
548.61,13.089,39.43725,23.5148333333,31.35225,10.72625,12.4099166667,14.9016666667,26.0161666667,12.0785
548.95,13.083,39.4685833333,23.5340833334,31.3851666667,10.76575,12.444,14.8951666667,26.0693333333,12.1071666667
549.29,13.0309166667,39.4565,23.49925,31.3451666667,10.7298333333,12.3461666667,14.8489166667,26.05625,12.0439166667
549.64,13.009,39.4590833333,23.4819166667,31.3281666666,10.70025,12.30875,14.8208333334,26.06775,12.0326666667
549.98,12.955,39.4295,23.501,31.2916666667,10.64,12.255,14.7715833333,26.02475,11.98175
550.32,12.92675,39.4126666667,23.4839166667,31.2458333333,10.5810833333,12.1905833334,14.71725,25.9875,11.9394166667
550.66,12.96725,39.4568333333,23.5329166667,31.2526666667,10.5916666667,12.2248333334,14.7365833333,26.0453333334,11.9765
551.01,13.0181666666,39.448,23.5919166667,31.3221666667,10.5976666667,12.2266666667,14.75325,26.0541666667,12.00175
551.35,13.0855,39.4609166667,23.6566666667,31.3855,10.63975,12.3001666667,14.8005833333,26.0695,12.05175
551.69,13.0875833333,39.4809166667,23.6964166667,31.4238333333,10.6645833333,12.3093333334,14.80525,26.1104166667,12.0631666666
552.03,13.0701666667,39.5183333333,23.7446666667,31.4518333333,10.6449166667,12.29675,14.8043333333,26.1435,12.11875
552.38,13.1355833333,39.5890833333,23.8534166667,31.5955833333,10.7063333333,12.3501666667,14.8620833334,26.2181666667,12.1768333333
552.72,13.1639166667,39.6893333333,23.9185,31.68025,10.7184166667,12.3433333333,14.8883333333,26.2679166667,12.1795833333
553.06,13.3014166667,39.8681666667,24.0608333333,31.8645833333,10.827,12.4819166667,15.0048333333,26.4068333333,12.33025
553.40,13.3125,39.8499166667,24.0573333334,31.85775,10.8311666667,12.4650833333,14.9695833333,26.4008333333,12.32325
553.74,13.38,39.9274166667,24.1095,31.9405,10.893,12.50925,15.02025,26.4859166667,12.3845833333
554.09,13.4119166667,39.9188333334,24.1681666667,31.9765833333,10.9855,12.5804166667,15.0655833333,26.53875,12.4213333333
554.43,13.48375,40.0356666667,24.2885833334,32.1154166666,11.0891666667,12.6345,15.1336666667,26.64275,12.4541666667
554.77,13.5115,40.152,24.3434166667,32.12525,11.1181666666,12.65375,15.1925833333,26.7096666667,12.4749166666
555.11,13.5069166667,40.1993333333,24.36425,32.1393333333,11.11075,12.6330833334,15.1758333333,26.7411666667,12.4720833333
555.45,13.5013333333,40.2014166667,24.3935833334,32.1545,11.1035,12.6001666667,15.18725,26.73225,12.4519166667
555.80,13.536,40.2434166666,24.4483333333,32.1963333333,11.1345833334,12.6433333333,15.2415,26.7476666667,12.44825
556.14,13.5155833333,40.28475,24.44175,32.1435,11.1186666667,12.6169166667,15.2245,26.732,12.42525
556.48,13.5363333334,40.2583333333,24.4423333333,32.1083333333,11.10725,12.6325833334,15.214,26.7264166667,12.41725
556.82,13.4850833333,40.2345,24.4145833333,32.0771666667,11.0391666667,12.558,15.1335,26.67925,12.3359166667
557.16,13.5413333333,40.3586666667,24.4955,32.1638333333,11.0835,12.5991666666,15.1933333333,26.7413333333,12.365
557.50,13.57225,40.36375,24.50525,32.164,11.1035,12.6095833333,15.1924166667,26.7420833333,12.3653333333
557.85,13.5934166667,40.4608333333,24.5920833333,32.2394166667,11.1455833333,12.6498333333,15.2734166667,26.856,12.4566666667
558.19,13.5390833333,40.4061666667,24.498,32.16875,11.049,12.5960833333,15.2048333333,26.81325,12.4204166667
558.53,13.58825,40.43975,24.5339166667,32.2336666667,11.09925,12.6378333333,15.23175,26.8698333334,12.4824166667
558.87,13.58475,40.36975,24.54525,32.1705,11.1129166667,12.6305,15.2269166667,26.8765833333,12.4868333333
559.21,13.578,40.4375833333,24.562,32.1785833333,11.10875,12.6474166667,15.1988333333,26.9171666667,12.4946666667
559.55,13.65125,40.5235,24.5643333333,32.26825,11.14,12.6961666667,15.2278333334,26.989,12.5393333333
559.89,13.6134166667,40.4838333333,24.5181666667,32.2219166667,11.1105833334,12.6543333333,15.1725833333,26.9476666667,12.4845833333
560.23,13.5750833333,40.4930833334,24.5139166667,32.2443333333,11.1130833333,12.6324166667,15.1574166667,26.9566666667,12.4838333334
560.58,13.6006666667,40.4755833333,24.5505833333,32.1926666667,11.17325,12.6881666666,15.2113333333,26.9565,12.5013333333
560.92,13.5924166667,40.4944166667,24.57775,32.24525,11.1788333333,12.7269166667,15.2389166666,26.99,12.5155
561.26,13.6069166667,40.5585,24.6159166667,32.3005,11.1959166667,12.7885833333,15.2579166667,27.0109166667,12.5713333333
561.60,13.7265,40.64475,24.6629166666,32.3883333333,11.24425,12.86675,15.294,27.05725,12.6079166667
561.94,13.6863333333,40.6479166666,24.6595,32.3535833334,11.2235,12.8505,15.267,27.0114166667,12.5668333334
562.28,13.6494166667,40.56025,24.6126666667,32.2650833333,11.16375,12.80625,15.193,26.9721666667,12.4704166667
562.62,13.6769166667,40.65275,24.64575,32.3379166667,11.19325,12.8638333333,15.24,27.011,12.5056666667
562.96,13.7560833333,40.6455833334,24.7158333333,32.41025,11.2358333333,12.907,15.32475,27.0616666667,12.5580833333
563.30,13.7391666667,40.6355,24.775,32.4125,11.2495833333,12.91475,15.3509166667,27.05,12.5573333333
563.64,13.8024166667,40.6659166666,24.84375,32.4858333334,11.3201666667,12.9921666667,15.424,27.1161666667,12.6275
563.99,13.8666666667,40.7449166667,24.9326666667,32.572,11.377,13.0613333333,15.5238333333,27.18175,12.6891666667
564.33,13.8634166667,40.7618333333,24.97875,32.6306666667,11.3720833333,13.04575,15.53975,27.2075833334,12.709
564.67,13.9038333334,40.7649166667,25.01875,32.6390833333,11.4031666667,13.0705833333,15.5930833333,27.2314166667,12.738
565.01,13.9415,40.7729166667,25.04025,32.6255833333,11.438,13.0853333334,15.62625,27.2513333333,12.7515
565.35,13.8789166667,40.7184166667,25.0066666666,32.57475,11.386,13.02725,15.6063333333,27.2055833333,12.6925
565.69,13.9756666667,40.7904166667,25.06775,32.6635833333,11.4841666667,13.1316666667,15.7003333333,27.2991666667,12.7934166666
566.03,14.03,40.889,25.1303333333,32.759,11.5524166667,13.1945833333,15.78625,27.3761666667,12.89075
566.37,14.0309166667,40.8596666666,25.1366666667,32.7335,11.55175,13.1581666667,15.782,27.373,12.859
566.71,14.0065833333,40.8785,25.1405,32.7075833333,11.5589166666,13.15475,15.7890833333,27.3916666667,12.8526666667
567.05,14.0093333333,40.8804166666,25.1469166667,32.6993333333,11.5848333333,13.1526666667,15.7944166667,27.3911666667,12.8579166667
567.39,14.0435,40.94675,25.1861666666,32.726,11.61,13.154,15.8068333333,27.4245833333,12.8779166667
567.73,14.03925,40.9615833333,25.1924166667,32.7165833333,11.6031666667,13.1425833333,15.7795,27.4268333333,12.862
568.07,14.1233333334,41.0265833334,25.2500833333,32.7848333334,11.6588333333,13.1938333333,15.8435,27.50525,12.9331666667
568.41,14.0785833333,40.995,25.2045,32.7391666667,11.6391666667,13.1544166667,15.811,27.4713333333,12.88125
568.75,14.146,41.0685,25.2798333333,32.8434166667,11.6896666667,13.2063333333,15.8965,27.59,12.9241666667
569.09,14.20025,41.1463333334,25.3450833334,32.9305833333,11.7455,13.26625,15.95775,27.6590833333,12.99275
569.43,14.1663333333,41.1163333333,25.3510833333,32.9465833333,11.7080833334,13.23575,15.92175,27.6454166667,12.9364166667
569.77,14.1248333333,41.0786666667,25.32325,32.905,11.6704166667,13.2190833333,15.8978333333,27.5859166667,12.8838333333
570.11,14.1215833333,41.0999166667,25.3336666667,32.9361666666,11.6698333333,13.2376666667,15.8900833333,27.5948333333,12.8908333333
570.45,14.1201666667,41.0734166667,25.3155833333,32.9298333333,11.6414166667,13.23425,15.8763333334,27.5474166667,12.8606666667
570.79,14.08575,41.0778333334,25.3040833334,32.9053333333,11.6095833334,13.2380833333,15.8515833333,27.56525,12.8446666666
571.13,14.045,41.061,25.2900833333,32.905,11.558,13.2304166667,15.8669166667,27.552,12.805
571.47,14.0525833334,41.0313333333,25.2750833333,32.9000833333,11.5396666667,13.2405833333,15.851,27.5645,12.7968333333
571.81,14.015,40.9943333333,25.2398333333,32.8884166667,11.53225,13.2424166667,15.8311666667,27.5536666667,12.7568333334
572.15,14.045,40.9931666667,25.22675,32.9290833334,11.5335833334,13.2605833333,15.8424166666,27.5546666667,12.79175
572.49,14.0218333333,41.0028333333,25.2386666667,32.9425833333,11.5171666667,13.28375,15.8453333333,27.5475833333,12.79775
572.83,14.0413333333,41.03275,25.2524166667,32.9496666667,11.5249166667,13.3054166667,15.86525,27.5420833333,12.81025
573.17,14.0673333333,41.0591666667,25.2914166667,32.9758333333,11.5448333333,13.3216666666,15.9289166667,27.5675833333,12.8638333333
573.51,14.0503333334,41.0705833333,25.2721666667,32.9610833333,11.5330833333,13.3130833333,15.9194166666,27.5491666666,12.8461666666
573.85,14.0839166667,41.1275,25.32425,33.018,11.5670833333,13.3616666667,15.9644166667,27.6098333333,12.8798333333
574.19,14.13475,41.235,25.3894166667,33.122,11.6361666667,13.4083333333,16.0225833333,27.7016666666,12.9209166666
574.53,14.1311666667,41.2384166667,25.3863333333,33.1610833333,11.6303333334,13.3709166667,16.009,27.722,12.8865833333
574.87,14.1945,41.32225,25.4806666667,33.2681666666,11.70325,13.4374166667,16.0695833333,27.8378333333,12.9755833334
575.21,14.2041666666,41.319,25.49625,33.2803333334,11.738,13.4444166667,16.1271666667,27.85425,12.9943333333
575.55,14.2215,41.3675833333,25.5360833333,33.2851666666,11.7475,13.462,16.1550833333,27.8696666667,13.0201666666
575.89,14.1948333334,41.4100833333,25.5865833333,33.2799166667,11.7430833334,13.45775,16.1326666666,27.9150833333,13.00525
576.22,14.1711666666,41.3648333333,25.55575,33.2308333333,11.743,13.4215833333,16.09575,27.8894166667,12.9740833333
576.56,14.1743333333,41.3636666666,25.576,33.23625,11.7480833333,13.40725,16.1118333333,27.93175,12.993
576.90,14.1536666667,41.3735833333,25.5560833333,33.233,11.7443333333,13.4100833334,16.0776666667,27.9335833334,12.9714166667
577.24,14.2040833333,41.4095833333,25.6473333333,33.3653333334,11.7765,13.4575833333,16.1155833333,28.0596666667,13.0255833333
577.58,14.22675,41.4219166667,25.6664166667,33.3840833333,11.8031666667,13.4650833333,16.16275,28.1006666667,13.044
577.92,14.2605833333,41.3938333333,25.6884166666,33.3926666667,11.81325,13.5018333333,16.2229166667,28.1368333334,13.1008333333
578.26,14.3454166667,41.4850833333,25.782,33.4546666667,11.8909166666,13.6275833333,16.3296666666,28.2308333333,13.2036666667
578.60,14.3399166667,41.4199166666,25.69275,33.3705833333,11.8611666666,13.6109166667,16.2968333333,28.1746666667,13.1425833333
578.94,14.3038333333,41.4108333333,25.6569166666,33.3333333333,11.798,13.5946666666,16.2558333333,28.16925,13.12375
579.28,14.3130833333,41.4188333333,25.6130833333,33.3486666667,11.823,13.6074166667,16.28575,28.2183333333,13.13775
579.61,14.27375,41.4221666667,25.588,33.3568333333,11.7945833333,13.6041666667,16.3035833333,28.2078333333,13.1513333333
579.95,14.27825,41.4518333334,25.5880833333,33.3631666667,11.7668333334,13.59475,16.35,28.2281666667,13.1623333333
580.29,14.2554166667,41.471,25.6268333333,33.41825,11.7611666667,13.6419166666,16.3705833333,28.30425,13.1705833334
580.63,14.3220833333,41.58625,25.7155,33.5085,11.798,13.7346666666,16.4871666667,28.44425,13.28525
580.97,14.4089166667,41.6980833333,25.7570833333,33.5693333333,11.8511666667,13.7606666667,16.5723333333,28.4858333333,13.3510833334
581.31,14.3905833333,41.6818333333,25.7394166667,33.5705,11.8148333334,13.7745,16.5861666667,28.491,13.3884166667
581.65,14.3368333333,41.64975,25.6454166667,33.5266666667,11.7111666666,13.713,16.4829166667,28.4521666667,13.299
581.98,14.4015833333,41.73775,25.6946666667,33.6464166666,11.7404166666,13.7511666667,16.5445,28.5480833334,13.366
582.32,14.4968333334,41.7894166666,25.7599166667,33.6945,11.8426666667,13.8425,16.6489166667,28.6006666666,13.5036666667
582.66,14.594,41.9085833334,25.9006666667,33.8550833334,11.9701666667,13.9845833333,16.7834166667,28.7220833333,13.6240833333
583.00,14.6091666666,41.8461666667,25.87725,33.86375,11.909,13.9909166667,16.7823333333,28.6863333333,13.59925
583.34,14.7448333333,41.8786666667,25.9730833334,33.9855833333,12.0523333333,14.089,16.9048333333,28.77825,13.7025
583.68,14.7483333333,41.8764166667,25.9726666667,34.0296666667,12.0625833334,14.1125,16.9208333334,28.8195833333,13.72325
584.01,14.7929166667,41.8211666667,25.8994166667,34.0159166667,12.0754166667,14.1285,16.897,28.7486666666,13.7224166667
584.35,14.8153333334,41.7208333334,25.8736666667,33.9965833334,12.1075,14.0929166666,16.894,28.70375,13.68475
584.69,14.758,41.62,25.8403333333,33.9175833334,12.09025,14.0890833334,16.8595,28.6803333333,13.6776666667
585.03,14.7685,41.67975,25.832,33.9851666667,12.0626666667,14.0514166667,16.8545,28.7055,13.6383333333
585.37,14.8685,41.79525,25.9996666667,34.0766666667,12.2223333334,14.1921666667,17.002,28.8369166667,13.8035
585.70,14.792,41.64125,25.9328333334,33.9683333334,12.1700833334,14.1529166667,16.95675,28.7285833333,13.7963333333
586.04,14.7353333333,41.6328333333,25.9331666667,34.0179166667,12.131,14.11,16.9306666667,28.746,13.7765
586.38,14.6610833333,41.5620833333,25.80625,33.9361666667,12.0401666667,14.01725,16.8563333333,28.6418333333,13.7384166667
586.72,14.7041666666,41.646,25.936,34.0040833333,12.1160833333,14.0644166667,16.9228333333,28.7283333333,13.8510833333
587.06,14.60575,41.6126666667,25.8665,33.9281666667,11.9875833333,13.9594166667,16.80625,28.6724166667,13.75925
587.39,14.6565833333,41.6375833334,25.9040833333,33.9969166667,12.01125,13.9930833333,16.8108333334,28.6744166667,13.77825
587.73,14.65325,41.7164166667,25.9324166667,34.01175,11.9760833334,13.9730833334,16.7875,28.6736666666,13.7860833333
588.07,14.64775,41.793,25.9483333333,34.0233333333,11.939,13.9565,16.8028333333,28.7076666666,13.8071666667
588.41,14.711,41.8164166667,25.9804166667,34.0816666667,11.9590833333,14.004,16.8498333333,28.7289166667,13.8465
588.74,14.7488333333,41.80625,26.0143333333,34.0449166666,12.00425,14.0618333333,16.8909166667,28.7459166667,13.873
589.08,14.66975,41.7930833333,25.9760833333,34.04925,11.9204166667,13.9686666667,16.81175,28.70375,13.82575
589.42,14.7015,41.8154166667,26.0129166667,34.0893333333,11.9470833334,13.9676666667,16.8538333333,28.7105833333,13.8001666667
589.76,14.7154166667,41.8826666667,26.0546666667,34.0896666667,11.95975,13.97075,16.8590833333,28.76225,13.8135833333
590.09,14.7709166667,41.86425,26.13575,34.123,12.0163333333,13.99175,16.9023333334,28.80825,13.8504166667
590.43,14.7880833333,41.84925,26.1216666667,34.133,12.0325833334,13.9724166667,16.87175,28.8113333333,13.8325
590.77,14.839,41.8886666666,26.2,34.1981666667,12.0496666667,14.0009166667,16.877,28.8944166667,13.8525833333
591.11,14.7615,41.8983333333,26.1901666667,34.1455833334,11.97125,13.9345,16.78175,28.8485,13.8174166667
591.44,14.7385833334,41.84175,26.2049166667,34.1075,11.9485833333,13.8760833333,16.7748333333,28.8843333333,13.7604166667
591.78,14.6979166667,41.8204166667,26.186,34.1154166666,11.8985,13.8495833333,16.6845,28.8361666667,13.6751666667
592.12,14.6505,41.8065833333,26.1896666667,34.0956666666,11.8675833333,13.8349166667,16.6400833333,28.8313333333,13.6265
592.46,14.6486666667,41.8514166667,26.2268333333,34.1623333333,11.91175,13.8879166667,16.6466666667,28.8298333333,13.6525833333
592.79,14.67875,41.8051666667,26.2353333333,34.1575,11.96775,13.9420833333,16.6831666667,28.7786666667,13.6776666666
593.13,14.653,41.8273333333,26.2293333333,34.1655,11.939,13.9201666667,16.64325,28.8048333333,13.6788333333
593.47,14.5906666666,41.6846666667,26.13375,34.0875,11.8176666667,13.8435,16.55225,28.7211666667,13.5853333333
593.80,14.5705,41.73725,26.16,34.1079166667,11.79025,13.82325,16.5265833333,28.7545833333,13.56825
594.14,14.499,41.6755833333,26.15125,34.0785,11.6825,13.7740833333,16.4555833333,28.6245833333,13.5201666667
594.48,14.5773333333,41.7830833333,26.2181666667,34.1469166667,11.7410833333,13.8768333333,16.543,28.6208333333,13.59975
594.81,14.6075,41.788,26.28125,34.1814166667,11.811,13.9115833333,16.6161666667,28.6339166666,13.6245
595.15,14.5790833333,41.851,26.3358333333,34.2335,11.81275,13.9301666666,16.63225,28.63675,13.6499166667
595.49,14.5365,41.8355833334,26.3403333333,34.2006666667,11.8119166667,13.8855,16.6181666667,28.60625,13.6321666667
595.82,14.5143333333,41.89875,26.3334166667,34.2365833333,11.8195,13.8690833333,16.5968333333,28.61075,13.6263333333
596.16,14.5078333333,41.89975,26.35625,34.2243333333,11.7796666667,13.8155,16.5641666667,28.5634166667,13.6385833333
596.50,14.4671666667,41.8535,26.3126666666,34.169,11.7169166667,13.75675,16.49325,28.5255833333,13.5450833333
596.83,14.5081666667,41.7968333334,26.3170833333,34.1870833334,11.7673333333,13.7831666667,16.51475,28.5316666667,13.56875
597.17,14.5298333333,41.90875,26.387,34.2264166667,11.8185,13.8235833333,16.52175,28.5443333334,13.5739166667
597.51,14.5139166667,41.9646666667,26.4249166667,34.274,11.8555,13.8605833334,16.5493333333,28.5865833333,13.5829166667
597.84,14.5101666667,42.042,26.4280833333,34.273,11.9165,13.891,16.5535833333,28.6543333333,13.5705
598.18,14.4529166667,42.023,26.4205,34.27,11.9094166667,13.86,16.5254166666,28.7273333333,13.5415833333
598.52,14.4779166667,42.0656666667,26.4380833333,34.3196666667,11.9579166667,13.8750833333,16.5324166667,28.8118333333,13.5789166667
598.85,14.5415833333,42.08425,26.5154166667,34.3931666667,12.07225,13.9589166666,16.59625,28.88425,13.6859166666
599.19,14.6199166667,42.1160833333,26.5635833333,34.4579166667,12.10825,14.0285,16.6239166667,28.9699166667,13.7465
599.53,14.691,42.1104166667,26.6584166667,34.4679166667,12.22625,14.0906666666,16.6785833333,29.0423333333,13.82175
599.86,14.76475,42.1633333334,26.728,34.4870833333,12.3183333333,14.1546666666,16.7263333333,29.1684166667,13.86775
600.20,14.8474166667,42.3014166666,26.8613333333,34.5846666667,12.3881666667,14.2429166667,16.8071666667,29.3096666667,14.0024166667
600.53,14.82425,42.36025,26.9059166667,34.54625,12.34825,14.1981666666,16.7005,29.3449166667,13.9573333334
600.87,14.8416666666,42.3348333333,26.93025,34.5618333334,12.3661666667,14.2053333333,16.7205833333,29.3719166667,13.9834166667
601.21,14.905,42.34425,26.9270833333,34.5745,12.3545833333,14.21725,16.7330833333,29.3685833333,13.9771666667
601.54,14.9779166666,42.3913333333,27.0025833333,34.6974166667,12.4150833333,14.2888333333,16.8124166667,29.4816666666,14.0676666667
601.88,14.9856666667,42.3491666666,26.97875,34.6596666666,12.4155,14.2963333334,16.8141666666,29.43675,14.0775
602.21,14.9610833333,42.3613333333,27.02425,34.6748333334,12.38825,14.3215833333,16.83225,29.44925,14.081
602.55,14.9478333333,42.3298333333,26.9938333333,34.6304166667,12.3495833334,14.2840833333,16.806,29.392,14.0129166667
602.88,14.8988333333,42.3235,26.9928333333,34.5925833333,12.3723333333,14.2539166667,16.7755,29.3343333333,13.9725833333
603.22,14.8465833334,42.31125,26.9585833333,34.562,12.2835,14.17575,16.6859166666,29.3111666667,13.8739166667
603.56,14.7503333333,42.2333333334,26.8886666666,34.5398333333,12.24225,14.0978333333,16.62575,29.2369166667,13.7893333333
603.89,14.7255,42.2249166667,26.8674166667,34.5161666667,12.266,14.06075,16.5955,29.1770833334,13.7315833333
604.23,14.72275,42.2880833334,26.9143333333,34.5683333333,12.3208333333,14.1266666666,16.6555833333,29.191,13.7594166667
604.56,14.7795833333,42.2931666667,26.9799166667,34.6041666667,12.3785833333,14.1679166667,16.7115,29.2291666667,13.8121666667
604.90,14.6900833333,42.2029166666,26.9254166667,34.5208333333,12.3358333333,14.0909166666,16.6241666667,29.1809166667,13.7413333333
605.23,14.6249166667,42.1813333333,26.9065,34.4714166667,12.2931666667,14.0735,16.5585,29.115,13.6778333333
605.57,14.6354166667,42.22675,26.9601666667,34.5160833333,12.3401666667,14.0724166667,16.5605833333,29.1493333333,13.68
605.90,14.60025,42.1865833333,26.9433333333,34.4498333333,12.3529166666,14.02575,16.5445833334,29.1026666667,13.641
606.24,14.613,42.307,26.9831666667,34.5258333333,12.39275,14.1051666666,16.553,29.2104166667,13.6851666666
606.58,14.7154166667,42.3383333334,27.06625,34.6021666666,12.4934166667,14.225,16.6708333334,29.3243333333,13.7644166667
606.91,14.72675,42.34625,27.0968333333,34.6100833333,12.54025,14.2848333333,16.7333333333,29.3099166667,13.8183333333
607.25,14.8231666666,42.40125,27.1504166667,34.6794166666,12.5913333333,14.3685,16.78925,29.4096666667,13.9068333334
607.58,14.938,42.4688333333,27.22725,34.7869166667,12.6651666667,14.4773333333,16.8611666667,29.55375,14.0209166667
607.92,14.979,42.48675,27.2119166667,34.85,12.63525,14.4945833333,16.9006666667,29.5918333333,14.0470833334
608.25,14.949,42.5720833333,27.2059166667,34.9096666666,12.6106666667,14.4984166667,16.88175,29.6179166667,14.0399166667
608.59,15.0463333334,42.6368333333,27.2939166666,34.9844166667,12.7095,14.59425,16.97325,29.6876666667,14.1026666667
608.92,15.0491666666,42.5989166667,27.2885833333,34.93675,12.6833333333,14.56375,17.0061666666,29.7224166667,14.1140833333
609.26,15.0551666667,42.56325,27.2619166667,34.9214166667,12.6935,14.6104166666,17.0264166667,29.7299166667,14.1198333333
