wavelength,Back_TanIctm,Belly_TanIctm,Breast_TanIctm,Crissum_TanIctm,Crown_TanIctm,DorTail_TanIctm,Patch10_TanIctm,Patch11_TanIctm,Rump_TanIctm,Throat_TanIctm,WingTip_TanIctm
582.32,8.33606666666,51.3406666667,36.0940666667,47.1276,35.1076,8.1338,14.017,15.9518,45.6912333333,36.6534,9.82726666666
582.66,8.32146666667,51.4018,36.1095333333,47.1681333333,35.0976666667,8.1354,13.9726,15.9246,45.7479666667,36.6438,9.84126666666
583.00,8.34619999999,51.4446,36.1090666667,47.1756,35.0867333333,8.1652,13.9622666667,15.939,45.7583666667,36.5934,9.88433333335
583.34,8.31273333334,51.4617333333,36.0911333333,47.1842666667,35.1018666667,8.1632,13.9124666667,15.9384666667,45.8382,36.5571333333,9.88246666667
583.68,8.34479999999,51.5564666667,36.1201333333,47.2221333333,35.1264,8.19626666667,13.921,15.9816,45.8758666667,36.5914666667,9.94353333335
584.01,8.34413333334,51.5876,36.1282,47.2106666667,35.1164666667,8.1838,13.875,15.9833333333,45.8940333333,36.5566666667,9.92273333333
584.35,8.33446666666,51.5494666667,36.0862666667,47.2026,35.1442666667,8.17626666667,13.8122666667,15.9279333334,45.8473,36.4865333333,9.92639999999
584.69,8.35166666667,51.5836666667,36.0969333333,47.2513333333,35.1274666667,8.18666666667,13.7474,15.8866,45.9024666666,36.4794,9.91426666666
585.03,8.34326666667,51.6020666667,36.1016,47.2779333333,35.1327333333,8.1756,13.7201333333,15.8824,45.9428666667,36.4742,9.94226666665
585.37,8.34840000001,51.6197333333,36.1186,47.3112,35.1088666667,8.17426666667,13.67,15.8552666667,45.9628,36.4875333333,9.95646666668
585.70,8.30720000001,51.5419333334,36.0749333333,47.3278666667,35.0342666667,8.13146666667,13.6044,15.7959333333,45.9399333333,36.4216666667,9.93460000002
586.04,8.27659999999,51.5704,36.0762666667,47.3569333333,35.0143333333,8.11466666667,13.5211333333,15.7562,45.9890666667,36.3587333333,9.90293333334
586.38,8.23073333333,51.5209333333,36.0014,47.315,34.9609333333,8.09306666667,13.4525333333,15.7006666667,45.9488333333,36.2876,9.88319999999
586.72,8.21486666667,51.4508,36.0029333334,47.3042666667,34.9156666667,8.09,13.4216666667,15.7252666667,45.9673,36.2657333333,9.88379999999
587.06,8.21706666667,51.5302,36.021,47.4032,34.9265333333,8.12493333333,13.3687333333,15.6992666667,46.0431,36.2812,9.88313333333
587.39,8.16733333333,51.4436,35.9631333333,47.3170666667,34.8670666667,8.1074,13.2692,15.6381333333,45.9716,36.1865333333,9.85953333333
587.73,8.17706666666,51.4283333333,35.927,47.3632666667,34.8356666667,8.12593333333,13.2383333333,15.6014,45.9926333333,36.1807333333,9.8456
588.07,8.14426666666,51.5024,35.9882666667,47.4638,34.8555333333,8.09406666667,13.1942,15.6317333333,46.0616333333,36.1953333333,9.82220000001
588.41,8.11726666667,51.5170666667,35.945,47.4142666667,34.8113333333,8.06393333333,13.1431333333,15.6074666667,46.0254666667,36.1212666667,9.8388
588.74,8.10133333333,51.6046,36.0004,47.4542,34.8004,8.064,13.1176666667,15.6014,46.0630666667,36.1031333333,9.82006666667
589.08,8.02953333333,51.6017333333,35.9216666667,47.4382,34.751,7.98766666667,13.0327333333,15.532,46.0394,36.0436,9.77133333333
589.42,8.11573333334,51.7293333333,36.0042666667,47.5426,34.8602,8.03926666667,13.0836666667,15.5966666667,46.1305666667,36.0939333333,9.82786666667
589.76,8.11840000001,51.7726,36.0055333333,47.5828,34.8894,8.02466666667,13.1291333333,15.5794,46.1796333333,36.1001333333,9.862
590.09,8.1466,51.8240666667,36.0659333333,47.6446666667,34.9268,8.06793333333,13.1272,15.6136,46.2073333333,36.1043333333,9.86833333333
590.43,8.10386666667,51.8880666667,36.0842,47.6954,34.9465333333,8.0352,13.0646666667,15.5505333333,46.2474333333,36.0671333333,9.84533333333
590.77,8.08706666667,51.7955333333,36.0010666667,47.5985333333,34.8814,7.98606666667,13.0338,15.5313333333,46.1204666667,35.9783333333,9.85593333334
591.11,8.095,51.8020666667,36.0004666667,47.6257333333,34.8869333333,7.98606666667,13.0240666667,15.5477333333,46.1521333333,35.9385333333,9.86473333333
591.44,8.09239999999,51.7793333333,36.0039333333,47.5849333333,34.8785333333,8.01613333333,12.9972666667,15.5478,46.1134,35.8832,9.89019999999
591.78,8.12133333334,51.7562,35.973,47.576,34.8576,8.03706666667,12.9730666667,15.5269333333,46.0739666667,35.8636666667,9.931
592.12,8.11699999999,51.7355333333,35.9497333333,47.6084666667,34.8562666667,8.04326666667,12.9398,15.5184,46.0761,35.8739333333,9.94893333333
592.46,8.15486666666,51.7480666667,35.924,47.6639333333,34.8638666667,8.07193333333,12.9278666667,15.5182666667,46.1052,35.8596666667,10.0002666667
592.79,8.16926666667,51.769,35.9648,47.6591333333,34.8767333333,8.10013333333,12.9240666667,15.5312666667,46.1210333333,35.8574666667,10.0014
593.13,8.11246666666,51.7237333333,35.8994,47.6206,34.7366666667,8.07766666667,12.8354,15.4482,46.0173,35.7736,9.98873333334
593.47,8.09886666667,51.685,35.8569333333,47.5459333334,34.6636666667,8.11453333333,12.7836,15.4324,45.9742,35.7086666667,9.99286666667
593.80,8.09126666667,51.6786,35.8223333333,47.5626,34.6224,8.05513333333,12.7208,15.4177333334,45.9732333333,35.6864666667,10.0078666667
594.14,8.16140000001,51.733,35.8053333333,47.6068666667,34.6144,8.1102,12.7278666667,15.4398666667,45.9902,35.7254666667,10.0680666667
594.48,8.18186666666,51.8299333333,35.8923333333,47.6679333333,34.6314,8.15153333333,12.7,15.477,46.091,35.7819333333,10.1017333333
594.81,8.235,51.9667333333,35.9663333333,47.7626,34.6574,8.1908,12.712,15.4643333333,46.2044,35.8166666667,10.1374
595.15,8.2076,52.0362666667,35.9873333333,47.8494,34.6291333333,8.18166666667,12.6598,15.4597333333,46.3,35.8464666667,10.1439333333
595.49,8.18519999999,52.0490666667,35.9586,47.8722,34.5754,8.1618,12.6405333333,15.4272666667,46.3569333333,35.7870666666,10.1241333333
595.82,8.17206666667,52.1826666667,36.0239333333,47.9731333333,34.631,8.17713333333,12.6191333333,15.4451333333,46.4558666667,35.8338,10.1220666667
596.16,8.12646666666,52.1732666667,36.0238,47.9858666666,34.64,8.14133333333,12.5509333333,15.4158666667,46.4241,35.8050666667,10.085
596.50,8.17686666668,52.2103333333,36.0442,48.041,34.6358666667,8.2004,12.5767333333,15.4552,46.4882666667,35.7875333333,10.1508666667
596.83,8.18266666667,52.2438666666,36.0554,48.0564,34.6703333333,8.20993333333,12.5846666667,15.4417333333,46.5608,35.7988666667,10.1844666667
597.17,8.20906666666,52.2916666667,36.0796666666,48.1114666667,34.6703333333,8.2148,12.5452666667,15.4458,46.5789666667,35.8291333333,10.2032
597.51,8.16326666667,52.3055333333,36.0297333333,48.0685333333,34.6402666667,8.204,12.5049333333,15.4072,46.5777333333,35.7728666667,10.1802666667
597.84,8.07339999999,52.276,36.0155333333,48.0530666667,34.6038,8.12146666667,12.4062,15.3342666667,46.5665,35.7424,10.1240666667
598.18,8.0192,52.2144,35.9292,48.0113333333,34.5328666667,8.02526666667,12.3598,15.2107333333,46.4647666667,35.6433333333,10.0506666667
598.52,7.98046666667,52.1746,35.8845333333,47.9927333333,34.5019333333,7.9962,12.319,15.2089333333,46.3868333333,35.6220666667,10.0365333333
598.85,8.0034,52.2208666666,35.8605333333,48.011,34.5469333333,7.97613333333,12.3194,15.1787333333,46.3634333333,35.5953333333,10.0467333333
599.19,8.01906666667,52.208,35.8090666667,47.9879333333,34.5192,7.966,12.2493333334,15.142,46.3288666667,35.5695333333,10.0432666667
599.53,8.03940000001,52.1526,35.7618,47.9369333333,34.4598666667,7.95826666667,12.2224,15.1411333333,46.2960333333,35.5055333333,10.0550666667
599.86,8.07080000001,52.2374666667,35.7976,47.9474,34.4423333333,8.00486666667,12.2569333333,15.1546666667,46.3506666667,35.529,10.1014666667
600.20,8.06573333334,52.1922666667,35.7269333333,47.9346,34.4030666667,7.99006666667,12.2186666667,15.0943333333,46.2961,35.4795333333,10.0971333333
600.53,8.10406666666,52.1964666667,35.7044666667,47.929,34.3816,8.0166,12.2172,15.1504,46.2765666667,35.4405333333,10.0921333333
600.87,8.12453333333,52.2632666667,35.7523333333,48.0238666667,34.4199333333,8.0404,12.2265333333,15.1764,46.3465,35.4421333333,10.1292666667
601.21,8.15553333333,52.2804666667,35.7811333333,48.0499333333,34.3856,8.0948,12.2596,15.1583333333,46.3578,35.4335333333,10.1929333333
601.54,8.2208,52.4352,35.8865333333,48.1567333333,34.4253333333,8.17453333333,12.3358666667,15.2240666667,46.4312666667,35.4904666667,10.2542666667
601.88,8.30133333334,52.6483333333,36.0255333333,48.3442666667,34.5463333333,8.2928,12.3544666667,15.334,46.6152,35.6227333333,10.3767333334
602.21,8.30173333333,52.7596,36.1044,48.4731333333,34.5561333333,8.3048,12.3564666667,15.3406666667,46.7536,35.6812,10.4134
602.55,8.31813333334,52.8140666667,36.1602,48.556,34.5446666667,8.346,12.3669333333,15.3536666667,46.8027333333,35.7151333333,10.439
602.88,8.32726666666,52.9353333333,36.2278,48.626,34.5644,8.38566666667,12.3843333333,15.3506666666,46.8602,35.7513333334,10.4846
603.22,8.32893333334,52.9823333333,36.231,48.6452666667,34.588,8.39886666667,12.3619333333,15.3175333333,46.8616333333,35.7424,10.5106666667
603.56,8.30366666667,52.983,36.2156,48.6616,34.5826666667,8.38606666667,12.3425333333,15.2788666667,46.8766666667,35.7205333333,10.5038666667
603.89,8.29186666666,53.0312,36.2422666667,48.699,34.5678666667,8.3658,12.3178666667,15.2504,46.9243666667,35.7506666667,10.4960666667
604.23,8.30559999999,53.0658,36.2829333333,48.7278,34.5876,8.38233333333,12.2845333333,15.2483333333,46.9468,35.7818,10.4968
604.56,8.30220000001,53.0474,36.2469333333,48.7227333333,34.5598,8.3758,12.2658666667,15.2262666667,46.9163,35.7822,10.5061333333
604.90,8.36499999999,53.1003333333,36.2782,48.8018666666,34.6084,8.421,12.2885333333,15.2824666667,46.9416,35.8221333333,10.5728
605.23,8.40653333333,53.1124666667,36.2669333333,48.8075333333,34.633,8.45546666667,12.3096666667,15.287,46.9567666667,35.8165333333,10.5994
605.57,8.39166666667,52.9980666667,36.2041333333,48.7322,34.5514,8.44566666667,12.296,15.2584,46.8877333333,35.7272666667,10.574
605.90,8.35553333334,52.9508666667,36.1216,48.6627333333,34.5308,8.41453333333,12.2334666667,15.2115333333,46.8236,35.6747333334,10.5387333334
606.24,8.28893333332,52.8499333333,36.0145333333,48.5612,34.4588,8.3462,12.1306666667,15.1464,46.7202,35.5746666667,10.4882
606.58,8.24319999999,52.7985333333,36.012,48.5511333334,34.4395333333,8.30826666667,12.0798666667,15.1353333333,46.7051,35.5465333333,10.4578
606.91,8.20926666667,52.7856666667,36.0036,48.5266666667,34.3890666667,8.30166666667,12.0153333333,15.0934,46.6522666667,35.5466666667,10.4459333333
607.25,8.20673333333,52.7534666667,35.9308,48.4844,34.3251333333,8.27686666667,11.9370666667,15.0621333333,46.6285,35.5129333333,10.4139333333
607.58,8.15226666667,52.7075333333,35.887,48.4112,34.2364,8.2696,11.8687333333,15.0304,46.5235333333,35.4322,10.3763333333
607.92,8.13619999999,52.6983333333,35.8388,48.4063333333,34.1792,8.26093333333,11.8263333333,14.9932666667,46.5234666667,35.4006,10.4036666667
608.25,8.18206666667,52.6812666667,35.8144,48.3491333333,34.1448,8.30333333333,11.838,15.0278,46.4862666667,35.3785333333,10.4494
608.59,8.1202,52.5707333333,35.7234,48.214,34.0071333333,8.2584,11.7598666667,14.9318666667,46.3776,35.2696666667,10.3576
608.92,8.04146666666,52.3787333333,35.5965333333,48.0767333333,33.8529333333,8.20513333333,11.6223333333,14.8257333333,46.2373666667,35.1659333333,10.2948666667
609.26,8.02893333334,52.2992,35.5120666667,47.9748666667,33.7581333333,8.18326666667,11.5804666667,14.7868,46.1019666667,35.1112666666,10.3122
609.59,7.99413333334,52.1844,35.4232,47.8792666667,33.6592,8.18106666667,11.5086666667,14.7139333333,45.9817,35.0181333333,10.3064
609.93,8.05799999999,52.1622666667,35.4469333333,47.8410666667,33.6316,8.2544,11.5586,14.7546,45.9614333333,35.0133333334,10.3922
610.26,8.06693333334,52.0242666667,35.2914,47.69,33.5486666667,8.2646,11.5288666667,14.6944,45.8154,34.9225333333,10.3794666667
610.60,8.08986666667,51.9518,35.2588,47.6693333333,33.4995333333,8.28353333333,11.5435333333,14.6964,45.8041333333,34.8564666667,10.4044
610.93,8.08013333333,51.8468,35.2060666667,47.6023333333,33.4185333333,8.30233333333,11.5188,14.6596666667,45.7005,34.7732,10.4191333333
611.27,8.11553333333,51.7671333333,35.1751333333,47.5703333333,33.4234666667,8.32193333333,11.5382,14.6610666667,45.6244333333,34.7429333333,10.4766666667
611.60,8.04573333333,51.7304,35.0973333333,47.5223333333,33.375,8.3018,11.5006666667,14.5698,45.4979,34.6808,10.4237333333
611.93,7.98513333333,51.6978,35.0396666667,47.4690666667,33.3150666666,8.26533333333,11.4218666667,14.4819333333,45.4173666667,34.6335333333,10.3749333333
612.27,8.07673333333,51.8289333333,35.1555333333,47.6026,33.4398,8.33573333333,11.4734666667,14.5561333333,45.5078,34.7174,10.4756
612.60,8.06486666666,51.9286,35.1772,47.6632,33.4748666667,8.32833333333,11.4623333333,14.5794666667,45.5155,34.6869333333,10.4967333333
612.94,8.02819999999,52.0154666667,35.1612,47.7395333333,33.5050666667,8.31066666667,11.4355333333,14.5314666667,45.6032333333,34.6613333333,10.461
613.27,8.09466666666,52.1616666666,35.2512,47.8596666667,33.5804666667,8.32386666667,11.5082666667,14.5821333333,45.6923333333,34.731,10.5097333333
613.61,8.12599999999,52.3206,35.3268666667,47.9908,33.6624,8.36766666667,11.5,14.5923333333,45.7994,34.7886,10.5389333333
613.94,8.20526666667,52.4574666667,35.4885333333,48.1402666667,33.7466666667,8.4704,11.5571333333,14.6516,45.9194666667,34.8656,10.6256666667
614.28,8.24946666666,52.4833333333,35.4888666667,48.2028666667,33.7679333333,8.498,11.5592666667,14.6629333333,45.928,34.9055333333,10.6593333333
614.61,8.26266666667,52.5964666667,35.5782,48.303,33.8515333333,8.51146666667,11.5614666667,14.6661333333,46.0097,34.986,10.6912666667
614.94,8.21893333334,52.6696,35.5956666667,48.3744666667,33.8448666667,8.46806666667,11.4741333333,14.5764666667,46.0804,35.012,10.6382666667
615.28,8.32953333333,52.7280666667,35.7081333333,48.4196666667,33.8772666667,8.4886,11.5227333333,14.672,46.1858333333,35.0897333333,10.7302666667
615.61,8.36653333333,52.785,35.7864666667,48.5504666667,33.9560666667,8.5048,11.5576,14.699,46.3057,35.1119333333,10.7828
615.95,8.28893333333,52.7752,35.778,48.5700666667,33.9334666667,8.44893333333,11.4423333333,14.6335333333,46.2816333333,35.0730666667,10.7164666667
616.28,8.36359999999,52.8306666667,35.8334,48.6559333333,33.9681333333,8.53593333333,11.4711333333,14.6614666667,46.3924666667,35.1608,10.7802666667
616.61,8.34966666667,52.8498,35.9229333333,48.6730666667,33.9933333333,8.55046666667,11.4003333333,14.6796,46.4114,35.1912666667,10.7810666667
616.95,8.35566666666,52.8609333333,35.933,48.6484666667,33.9806,8.58966666667,11.4138,14.7000666667,46.4277666667,35.1749333333,10.8205333333
617.28,8.27606666667,52.7565333333,35.8302,48.5688,33.8520666667,8.53206666667,11.3330666667,14.5956666667,46.3232333333,35.0846,10.758
617.62,8.17766666667,52.8435333333,35.8149333333,48.6151333333,33.8146666667,8.43693333333,11.2126666667,14.5434,46.3167666667,35.0614,10.6985333333
617.95,8.20579999999,53.0290666667,35.9405333334,48.774,33.901,8.47453333333,11.2545333333,14.5972,46.4314666667,35.1462666667,10.7432666667
618.28,8.239,53.0318666667,35.9067333333,48.7994,33.8502,8.4856,11.2856666667,14.6276,46.4249,35.103,10.7645333333
618.62,8.28700000001,53.0356,35.8894,48.7845333333,33.8428666667,8.498,11.3092,14.6964666666,46.3829333333,35.116,10.8458666667
618.95,8.21620000001,53.1565333333,35.8907333333,48.9196,33.8992666667,8.49126666667,11.2292,14.6429333333,46.4390666667,35.1396,10.7985333333
619.28,8.193,53.2329333333,35.9054666667,48.9585333333,33.9014666667,8.50046666667,11.1744,14.6286666666,46.4654333333,35.1328666667,10.7930666667
619.62,8.20473333334,53.2644,35.8916,49.003,33.8819333333,8.5012,11.1786,14.6489333334,46.4978,35.1553333333,10.8394666667
619.95,8.22206666666,53.2954666667,35.9282666667,48.9995333334,33.8788,8.523,11.1888666667,14.6480666667,46.4756,35.1301333334,10.8609333334
620.28,8.22839999999,53.4957333333,36.0096,49.1626666667,33.9452666667,8.5574,11.2178,14.6526666667,46.5813333333,35.1906,10.8926666667
620.62,8.14733333334,53.4336,35.9460666667,49.1342,33.8694666667,8.47126666667,11.0934666666,14.5492666667,46.5093333333,35.0711333333,10.794
620.95,8.12939999999,53.5736666666,36.0318,49.2464,33.9458666667,8.4586,11.0832666667,14.5696666667,46.5973,35.1764,10.7956666667
621.28,8.17353333333,53.6008,36.0912666667,49.3304,33.9846666667,8.4694,11.1022666667,14.6026,46.6717666667,35.2074,10.8578
621.62,8.15120000001,53.5493333333,36.0358,49.2814,33.9503333333,8.44586666667,11.0781333333,14.5693333333,46.6336333333,35.1590666667,10.8473333333
621.95,8.13666666667,53.567,36.051,49.298,33.9647333334,8.461,11.0094666667,14.562,46.633,35.1652666667,10.8426
622.28,8.04706666667,53.5166,35.9936666667,49.2220666667,33.9153333333,8.4096,10.9182666667,14.444,46.5758,35.0866,10.7371333333
622.62,8.01006666666,53.4746666667,35.9794666667,49.2,33.8613333333,8.38826666667,10.8808666667,14.4374666667,46.5650666667,34.9934,10.7318
622.95,7.96139999999,53.4042,35.9118,49.1108,33.7562666667,8.3384,10.8296666667,14.3526,46.4663,34.9400666667,10.6693333333
623.28,7.9872,53.5257333333,35.9754,49.1784666667,33.8330666667,8.36706666667,10.8541333333,14.3456,46.5549333333,35.0216666667,10.7012
623.62,7.96100000001,53.5559333333,35.9305333333,49.1944666667,33.8152666667,8.29326666667,10.8018666667,14.3127333333,46.5362333333,34.9936,10.7154666667
623.95,7.9768,53.5170666667,35.9408,49.1548666667,33.7391333333,8.26373333333,10.8088666666,14.2984,46.5093333333,35.01,10.7544666667
624.28,8.02420000001,53.6245333334,36.0461333333,49.3022,33.7871333333,8.32073333333,10.8306666667,14.3706666667,46.5997333333,35.1223333334,10.8526
624.62,8.03299999999,53.6254,36.0502666667,49.3101333333,33.7547333333,8.29913333333,10.8171333333,14.3559333333,46.5746333333,35.0567333333,10.8817333333
624.95,8.09106666666,53.7196666667,36.134,49.3762666667,33.7639333333,8.35326666667,10.8788,14.3862,46.5865666667,35.1202666667,10.9393333333
625.28,8.01253333333,53.656,36.0829333333,49.275,33.6219333333,8.278,10.7604,14.2392,46.4851666667,35.0308666667,10.8619333333
625.61,7.98100000001,53.7909333333,36.2008,49.4224,33.6565333333,8.25026666667,10.7835333333,14.2530666667,46.5661,35.0932666667,10.8975333333
625.95,8.01993333333,53.8748,36.2554666667,49.5064,33.6740666666,8.31606666667,10.8402,14.3078666667,46.6125333333,35.1062,10.9547333333
626.28,8.09993333333,53.848,36.2888,49.4754666667,33.6580666667,8.3796,10.9139333333,14.3588,46.5843,35.1431333333,11.0364666667
626.61,8.10826666667,53.8711333333,36.2863333333,49.5484,33.6794666667,8.39053333333,10.9338,14.3646666667,46.6066,35.1506,11.0749333333
626.94,8.07526666667,53.872,36.3071333333,49.5661333333,33.6518,8.3616,10.9029333333,14.3363333333,46.6034333333,35.1184,11.0349333333
627.28,8.05473333334,53.8567333333,36.3182,49.6018666667,33.6166,8.37606666667,10.8612,14.324,46.6011333333,35.112,10.9818666667
627.61,8.0446,53.7678,36.2136666667,49.5499333333,33.5954,8.38666666667,10.8266,14.2788,46.523,35.0555333333,10.9266
627.94,8.07580000001,53.8142666667,36.2153333333,49.5496666667,33.6262,8.43353333333,10.8726,14.2850666667,46.5452666667,35.0896,10.9305333334
628.27,8.06586666667,53.7772,36.1822666666,49.5408666667,33.5796666667,8.456,10.8741333333,14.2904,46.5103,35.1146,10.9400666667
628.61,8.01073333334,53.7524,36.1431333333,49.488,33.5446666666,8.41233333333,10.8296,14.2610666667,46.5043666666,35.0828,10.8864666667
628.94,7.99593333333,53.8246,36.2065333333,49.5605333334,33.6174,8.43706666667,10.8466,14.2928666667,46.5778,35.0962666667,10.8934666667
629.27,7.99393333334,53.7681333333,36.1231333333,49.4636,33.5745333333,8.4096,10.7945333333,14.2290666667,46.5330666667,35.0562,10.8556666667
629.60,7.99853333333,53.8750666667,36.1855333333,49.5685333333,33.634,8.42146666667,10.7864666667,14.2506666667,46.6257666667,35.1026666667,10.8731333333
629.94,7.91320000001,53.8702,36.1184,49.5446,33.5796666667,8.3416,10.7142,14.1618,46.6105,35.057,10.7836
630.27,7.90293333334,53.9795333333,36.1934,49.5640666667,33.5902,8.3804,10.738,14.2014666666,46.6722333333,35.1155333333,10.7912666667
630.60,7.91619999999,53.9773333333,36.1642,49.5549333333,33.5420666667,8.43173333333,10.7144,14.2259333333,46.6447666667,35.0994666667,10.8658
630.93,7.94926666667,54.0334666666,36.1915333333,49.5840666667,33.6026,8.4656,10.7972666667,14.2503333333,46.6975,35.1389333333,10.9358
631.26,8.0552,54.1756666667,36.3152,49.7293333333,33.6773333333,8.5262,10.8723333333,14.3480666667,46.8579666667,35.2228666667,11.0316666667
631.60,8.07339999999,54.2104666667,36.3773333333,49.8352666667,33.6736666667,8.5364,10.8904,14.3575333333,46.9039,35.2384666667,11.069
631.93,8.11246666667,54.3204666667,36.4372666667,49.8876666667,33.7492,8.56713333333,10.898,14.3618,47.0138333333,35.309,11.0764
632.26,8.10453333333,54.2622,36.3888,49.8597333334,33.6920666667,8.59086666667,10.8771333333,14.3247333333,46.9766,35.2522666667,11.092
632.59,8.17646666666,54.2713333333,36.3405333333,49.8656,33.6631333333,8.60833333333,10.8846666667,14.4020666667,46.9824333333,35.2818666667,11.1582
632.92,8.20266666668,54.2784,36.3824666667,49.9216,33.6798,8.6594,10.893,14.4552,46.9839666667,35.2902666667,11.2102
633.26,8.25413333334,54.2769333333,36.4303333333,49.9426666667,33.6698666667,8.71313333333,10.9264,14.5183333333,47.0505666667,35.3456,11.2850666667
633.59,8.32660000001,54.3297333333,36.5482666667,50.0528,33.7330666667,8.78686666667,10.9696666667,14.5787333333,47.1424333333,35.4006,11.3967333333
633.92,8.29953333333,54.2674,36.5104,50.0820666667,33.6904666667,8.69153333333,10.8899333333,14.4935333333,47.1119,35.3209333333,11.3664666667
634.25,8.25673333333,54.2498,36.4829333333,50.0747333333,33.6931333333,8.64566666667,10.8673333334,14.4507333333,47.0721666667,35.2975333333,11.324
634.58,8.16473333333,54.2451333333,36.4862666667,50.0582666667,33.6246,8.4954,10.7301333333,14.3296,47.0659666667,35.272,11.2581333333
634.91,8.09446666666,54.2505333333,36.4592,50.0759333333,33.5934666667,8.4658,10.6544,14.2726666667,47.004,35.2538666667,11.2654
635.25,8.08246666667,54.1711333333,36.3986666667,49.9888666667,33.5503333333,8.45226666667,10.5886,14.2675333333,46.924,35.1681333333,11.2696666667
635.58,8.06006666667,54.1081333333,36.3814666667,49.9642666667,33.4740666666,8.41526666667,10.546,14.2340666667,46.8464666667,35.0726,11.2340666667
635.91,8.14033333334,54.2307333333,36.4762,50.0588,33.5714666666,8.4394,10.6127333333,14.2984666667,46.9347333333,35.1519333333,11.3045333333
636.24,8.17106666666,54.4006,36.5892,50.208,33.6648666667,8.49766666667,10.6622,14.3318666667,47.0682666667,35.2254666667,11.3731333333
636.57,8.20806666666,54.5267333333,36.6319333333,50.2776666667,33.7138,8.5244,10.688,14.3484666667,47.1269666666,35.2841333333,11.3878666666
636.90,8.1852,54.6144,36.6578666667,50.3218,33.745,8.50306666667,10.7024666667,14.3142666666,47.138,35.3116666667,11.3667333333
637.23,8.20966666667,54.7112,36.6436,50.3676,33.8151333333,8.4906,10.7177333333,14.3224666667,47.1550666667,35.3532666667,11.3586
637.56,8.30200000001,54.8599333333,36.7638666667,50.4379333333,33.9308666667,8.59833333333,10.764,14.4164666666,47.2288666667,35.4332,11.4149333333
637.90,8.43026666667,54.8302666667,36.7834666667,50.4952666667,33.9099333333,8.70146666667,10.8662666667,14.4947333333,47.3003,35.4795333333,11.4731333333
638.23,8.6174,54.9468666667,36.9001333334,50.6090666667,34.0432,9.0024,11.0928666667,14.7153333333,47.4039,35.6097333333,11.6809333333
638.56,8.66560000001,55.0802666667,37.0252666667,50.7026666667,34.1263333333,9.0862,11.1521333333,14.7731333333,47.5648,35.6882,11.7356
638.89,8.67453333333,55.2799333333,37.1049333333,50.8321333333,34.1893333333,9.0874,11.1694,14.7870666667,47.7026,35.8378,11.7372666667
639.22,8.7592,55.4522666667,37.2009333333,50.9863333333,34.3177333333,9.15626666667,11.2396,14.8681333333,47.8542,35.9814,11.8236666667
639.55,8.80000000001,55.5987333333,37.282,51.1803333333,34.413,9.2422,11.269,14.9446,47.9986,36.1216,11.8752
639.88,8.78293333333,55.5833333333,37.2980666667,51.2316,34.3929333333,9.2416,11.2236,14.9458666667,47.9829666667,36.1336666667,11.8638
640.21,8.74006666667,55.417,37.2587333333,51.1223333333,34.3244,9.22393333333,11.1928,14.8929333334,47.9261333333,35.9932,11.8772
640.54,8.79020000001,55.3430666667,37.2330666667,51.143,34.3125333333,9.20966666667,11.1788,14.9316666667,47.929,36.0142666667,11.8905333333
640.87,8.80706666667,55.2714,37.2400666667,51.143,34.2634666667,9.26766666667,11.1921333333,14.9504,47.8895666667,35.9733333333,11.9581333333
641.20,8.79693333334,55.1936,37.1848666667,51.1171333333,34.2318666667,9.27606666667,11.17,14.9500666667,47.9085333333,35.9944,12.0209333333
641.53,8.74006666667,55.2983333333,37.2533333333,51.1737333333,34.3042666667,9.21439999999,11.0636666667,14.9066666667,47.9703666667,35.9888666667,12.0152666667
641.87,8.64359999999,55.2785333333,37.1986,51.0914666667,34.2233333333,9.03933333333,10.9156666667,14.8216666667,47.9159333333,35.9476666667,11.8908
642.20,8.69539999999,55.1618666666,37.1462,50.9632666667,34.1619333333,9.0326,10.9343333333,14.8283333333,47.7782333333,35.8656,11.8890666667
642.53,8.65059999999,55.0536666667,37.0590666667,50.8565333334,34.0761333333,8.945,10.8446,14.7368666667,47.6806333333,35.7383333333,11.8596
642.86,8.62686666667,55.0336666667,37.0856666667,50.8342,34.0503333333,8.95506666667,10.8262,14.7651333333,47.6315666667,35.6844666667,11.8579333333
643.19,8.53233333333,54.7757333333,36.9290666667,50.5256,33.8678666667,8.85573333333,10.7224,14.6329333333,47.4174333334,35.4686666667,11.7854
643.52,8.51706666667,54.6540666667,36.8431333333,50.3969333333,33.7986,8.79573333333,10.6926,14.5760666667,47.3435666667,35.3863333333,11.7404666667
643.85,8.56626666667,54.7247333333,36.8722,50.4399333333,33.8206,8.80966666667,10.7244,14.6327333333,47.4008,35.5074666667,11.7412666667
644.18,8.71079999999,54.8746666667,37.0277333333,50.5499333333,33.9218,8.96166666667,10.8189333333,14.7218666667,47.5091,35.6174666667,11.8907333333
644.51,8.69946666668,54.8919333333,37.008,50.5563333334,33.9342,8.965,10.7974666667,14.677,47.5130666667,35.6506666667,11.905
644.84,8.67353333334,54.9224666667,37.0729333333,50.5982666667,33.9156666667,8.93973333333,10.7986,14.625,47.4852,35.6485333333,11.9168
645.17,8.589,54.789,36.9434,50.4328666667,33.7396666667,8.9002,10.7297333333,14.5328666667,47.2694,35.5299333333,11.8616666667
645.50,8.57046666667,54.7620666667,36.9784,50.4982,33.7304666667,8.90993333333,10.7357333333,14.5173333333,47.2976333333,35.5080666667,11.9124666667
