wavelength,Back_TanIctm,Belly_TanIctm,Breast_TanIctm,Crissum_TanIctm,Crown_TanIctm,DorTail_TanIctm,Patch10_TanIctm,Patch11_TanIctm,Rump_TanIctm,Throat_TanIctm,WingTip_TanIctm
195.89,387.450866667,530.5882,473.7254,521.176466667,522.352933333,535.6864,405.098,379.2156,561.568566667,364.313733333,229.0196
196.27,471.428533333,590.952333334,577.619066667,606.666733333,586.666599999,633.333333333,450.000066667,429.5238,650.000033333,406.6666,287.142933333
196.65,644.242333333,768.484866668,779.393866667,816.363733333,720.606,848.484866667,573.333266666,560.0,867.878766667,516.363666667,418.787733333
197.03,590.302933333,703.030333333,752.121133334,781.818133334,627.8788,780.605999999,533.939466666,478.1818,828.181799999,466.666666667,306.666733333
197.40,1413.33333333,1743.33333333,1933.33333333,1896.66666667,1451.66666667,1950.0,1343.33333333,1166.66666667,2057.5,1043.33333333,613.333333333
197.78,-4606.66666667,-6026.66666666,-7040.0,-6720.0,-4453.33333333,-7013.33333334,-4553.33333333,-3720.0,-7446.66666667,-3493.33333333,-1953.33333333
198.16,-600.000066666,-848.888933334,-1061.11106667,-1001.111,-568.888799999,-1031.11113333,-617.777733335,-496.666800001,-1145.00003333,-429.999933333,-217.7778
198.54,-475.238,-641.904733333,-818.095200001,-820.000000001,-390.476133334,-845.714333334,-469.523799999,-310.4762,-889.523799999,-279.999999999,-144.761866667
198.92,-443.333399999,-557.777866667,-861.111133335,-760.000000001,-295.555600001,-832.222266667,-366.666666667,-222.222266668,-859.444466666,-124.444466666,45.5555333334
199.30,-199.393933333,-262.424266667,-441.212133333,-383.6364,-103.030266667,-389.090866667,-130.303,-97.5757333332,-430.909,-37.5758,92.7272666668
199.68,-113.846266667,-201.0256,-352.820533333,-283.077,-44.1025333334,-255.384666667,-37.4357333334,-51.7947333333,-316.4102,0.51279999974,128.717933333
200.06,-83.9999999999,-226.0,-423.333333334,-310.666666667,9.333333333,-327.333333333,8.6666666668,-12.0,-359.666666667,60.0000000001,244.0
200.44,-124.0,-554.666666666,-852.000000001,-609.333333333,-5.3333333334,-686.666666667,-6.666666666,-29.3333333332,-793.333333334,92.0000000006,521.333333334
200.82,71.1110666674,835.555733334,1200.0,857.777799998,-59.9999333332,986.666666667,-182.222133335,-115.555466667,1166.66676667,-157.777666667,-1144.4444
201.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.57,-53.333333332,2140.0,3073.33333333,2193.33333333,173.333333336,2373.33333333,-1486.66666667,-260.000000001,3306.66666667,-640.000000001,-3326.66666667
201.95,60.0000000001,205.416666667,244.583333333,190.416666667,78.3333333334,200.833333333,-72.9166666666,60.8333333332,260.833333333,-5.41666666674,-165.833333333
202.33,92.1666666667,149.5,160.5,138.0,101.0,138.666666667,30.1666666667,90.3333333334,166.5,64.6666666667,-4.66666666666
202.71,112.072133333,178.198266667,199.639733333,165.405266667,128.108066666,156.2162,42.8828666666,120.000066667,198.4685,88.2883333335,3.96413333332
203.09,184.927533333,287.2464,322.3188,279.130466667,221.159466667,251.304333333,89.8549333333,200.289933333,326.811566667,145.217333333,13.9131333335
203.47,701.333333334,1126.66666667,1305.33333333,1046.66666667,868.0,946.666666667,224.0,707.999999998,1246.66666667,493.333333333,-160.0
203.85,775.999999999,1146.66666667,1348.0,1090.66666667,924.0,1044.0,305.333333333,746.666666668,1333.33333333,576.000000001,-70.6666666669
204.22,-175.897466667,-314.359,-401.5384,-291.794866667,-233.333266667,-245.1282,-17.4357999999,-161.538466667,-386.4103,-116.4102,117.435933333
204.60,-177.3332,-269.777866666,-360.0,-236.888933333,-190.666533333,-196.888866667,-5.77786666666,-147.111066667,-318.888866667,-116.4444,97.3333333333
204.98,-621.111066667,-842.222266666,-1091.11113333,-721.111133333,-637.777933334,-673.333133333,-223.333533333,-574.444466667,-959.999999999,-467.777800001,45.5555333332
205.36,-778.333333334,-1130.0,-1491.66666667,-886.666666667,-726.666666667,-878.333333333,-178.333333334,-631.666666666,-1295.83333333,-554.999999999,163.333333334
205.74,-225.128266667,-306.153866667,-427.692266667,-226.153933333,-180.512933333,-253.846133333,-37.9488,-116.923066667,-357.9488,-131.282,127.1794
206.12,-85.0000000003,-122.0,-220.333333333,-87.3333333335,-56.3333333335,-107.0,20.9999999999,14.0000000001,-175.166666667,-34.0000000001,132.333333333
206.50,38.2539333334,24.7618666666,-32.2222666666,26.3491333332,53.1745333333,17.1429333333,75.7140666667,90.4762000001,-8.17466666665,52.0634,138.7302
206.87,59.8551333333,44.7826000001,-1.01453333333,49.8549999999,76.8115333333,37.9711333333,90.0,110.144933333,20.0000666666,64.2029333333,150.579533333
207.25,68.6666666667,40.8333333332,-4.00000000007,55.6666666666,82.1666666667,34.3333333333,96.6666666667,123.666666667,24.1666666667,67.3333333333,164.833333333
207.63,105.161333333,68.1720666667,5.37646666659,76.9891999999,119.354933334,57.2043999999,131.828066667,173.118333333,35.1612999999,97.2042666667,213.1182
208.01,115.686266667,86.8627333332,30.7842666667,82.9411333334,127.058933333,76.8629333333,138.039266667,177.255,56.5685666667,112.941266667,210.392133333
208.39,145.333333333,96.8,37.6000000001,95.2000000001,157.333333333,74.1333333333,178.933333333,225.6,60.2666666667,150.4,286.133333333
208.77,217.8948,143.157933333,63.8596666666,121.754533333,199.999866667,104.912266667,246.315866667,311.5788,88.5966000001,201.052666667,361.7542
209.14,229.206266667,172.0636,90.7936666665,151.746066667,218.4126,124.127133333,262.222333333,324.4444,119.2064,225.396733333,361.269733333
209.52,200.000133333,164.8276,99.3102666666,141.6092,196.091933333,122.5286,222.988533333,267.356266667,124.252833333,194.4828,288.2758
209.90,287.0176,227.7194,119.298133333,194.736666667,289.1228,163.5086,305.263066667,369.473666666,154.0351,290.526333333,409.1228
210.28,209.885066667,170.8046,100.919466667,151.953933333,203.448333333,122.988333333,217.701266667,250.115066667,121.264433333,214.023,277.931
210.66,246.031733333,191.746,107.936466667,199.682533333,241.269733333,159.6824,274.603133333,308.571466667,135.396866667,273.3334,344.761733333
211.03,677.333333333,592.000000001,205.333333333,581.333333333,712.0,473.333333333,922.666666666,1021.33333333,310.666666667,893.333333333,1193.33333333
211.41,3513.33333333,3426.66666667,1806.66666667,3180.0,4180.0,2900.0,5520.0,5679.99999999,2063.33333333,4820.00000001,6313.33333333
211.79,-3100.0,-3306.66666667,-2113.33333333,-2913.33333333,-4153.33333333,-2493.33333333,-5313.33333333,-5440.0,-1933.33333333,-4966.66666667,-5973.33333334
212.17,698.889000001,721.110933333,554.444333333,705.555533333,831.110933333,533.333466667,1044.44453333,1086.6666,490.000133333,1008.88893333,1121.111
212.55,678.888866667,781.111066666,581.111066667,743.333333333,862.222199999,593.333466666,1016.66666667,1099.99993333,510.555566665,1026.66673333,1105.55573333
212.92,790.666666667,958.666666666,766.666666667,1024.0,1104.0,761.333333333,1230.66666667,1370.66666667,637.333333333,1329.33333333,1433.33333334
213.30,667.619066667,742.857133333,629.523799999,816.190666667,864.761800001,674.285733333,960.000066667,1098.09526667,522.8571,1036.19046667,1110.47626667
213.68,278.431333333,280.3922,255.294066667,336.8628,341.568666667,270.980333333,379.2156,431.372533333,223.333233333,405.490066667,446.6666
214.06,163.518466667,161.481533333,155.555533334,185.1852,183.1482,169.259333333,215.925866667,225.370333334,136.388866667,207.037066667,242.037066667
214.44,240.6348,234.285733333,230.476133333,277.7778,299.682466667,265.079333333,316.507933333,354.6032,199.365133333,312.063466667,391.1112
214.81,279.259333333,280.370333333,287.777666667,327.7778,365.185133333,297.7778,367.037133333,415.555533334,232.962966667,382.5926,472.962866667
215.19,182.037,177.407333333,185.9258,213.7038,228.148133333,188.703866667,218.333466667,242.7778,154.3519,238.148066667,265.925866667
215.57,173.859666667,162.6314,170.526266667,205.7896,211.228066667,176.666733333,203.684333333,225.613866667,137.368366667,230.3508,241.754466667
215.95,180.740733333,152.962933333,168.333133333,211.111066667,216.111066667,188.518466667,219.073933333,232.963,137.129666667,227.963,249.6296
216.32,225.333333333,174.4,198.666666666,260.533333333,281.333333333,266.4,281.6,293.066666667,164.4,284.533333333,327.2
216.70,207.6192,165.714266667,176.9048,242.142866667,260.0,245.4764,261.190533333,268.8094,161.547666667,253.3334,297.619066667
217.08,166.095266667,136.952333333,132.190466667,186.666666667,205.714333333,203.0476,208.952333333,212.761733333,131.619033333,195.0476,227.0476
217.46,156.9106,130.406533333,131.7074,168.292733334,189.268266667,186.991866667,189.593666667,189.431,125.934866667,173.9838,199.6748
217.83,221.975333333,188.394933334,197.283866667,244.938266667,270.3704,277.531,286.173,278.271666667,172.3458,245.679066667,282.4692
218.21,235.362266667,189.5652,206.376866667,266.3768,295.362333333,299.7102,302.608666667,313.043533333,174.927466667,262.608666667,281.449266667
218.59,160.0,135.416666667,143.125,190.0,204.375,216.875,226.458333333,228.541666667,130.0,186.666666667,195.833333333
218.97,171.494266667,138.620733333,144.827533333,187.816133333,204.137866667,225.517266667,239.3102,247.586333333,129.310366666,174.942466667,187.815933333
219.34,290.588133333,223.529333333,227.843133333,289.019666667,306.274466667,365.097933333,387.4508,415.6864,214.509966667,265.882466667,292.1568
219.72,2500.0,2046.66666667,1836.66666667,2396.66666667,2566.66666667,3060.0,3120.0,3473.33333333,1850.0,1973.33333334,2553.33333333
220.10,-335.384733333,-300.5128,-215.384533333,-310.7692,-331.282066666,-408.7178,-403.589666667,-467.179466667,-257.179566667,-236.4102,-362.0512
220.47,-104.999933333,-101.6666,-61.1906000001,-104.285733333,-103.0952,-130.238066667,-147.3808,-170.000066667,-76.4285333333,-66.4286000001,-131.904733333
220.85,-123.2,-112.533333333,-78.1333333333,-112.8,-114.666666667,-137.066666667,-180.8,-193.6,-93.0666666665,-73.3333333333,-153.866666667
221.23,-126.436933333,-119.310333333,-95.1724000001,-107.586133333,-114.482866667,-117.7012,-178.850533333,-182.758733333,-99.8851333332,-82.2989333335,-153.793266667
221.61,-106.4516,-109.247333333,-74.4086666666,-84.3011333333,-88.6020666667,-96.129,-157.6346,-149.892533333,-84.8386666668,-63.4408666667,-128.172
221.98,-67.3683333332,-74.5613333333,-37.193,-49.4736,-56.4912666668,-54.2105999999,-104.034866667,-98.2455999998,-48.4210666667,-37.5437333333,-93.8594666668
222.36,-53.7588000001,-68.7942666666,-31.0638,-34.6098666667,-44.9646,-33.7587333333,-85.8156,-68.6525333333,-35.1774333334,-28.0852,-81.4184666667
222.74,-82.9411333332,-102.549066667,-59.8039333333,-54.9018666667,-71.5686666667,-43.9217333333,-129.411866667,-89.4118000001,-50.5881666667,-48.4313999999,-123.529333333
223.11,-121.538466667,-146.923066667,-87.1794666667,-95.8973999999,-132.051333333,-73.0770666667,-181.025666667,-127.948733333,-93.2051333333,-97.1795333333,-188.205133334
223.49,-124.4446,-155.873,-100.634933333,-109.5236,-163.809533333,-74.2857333334,-201.904866667,-138.730133333,-100.793533333,-117.142733333,-248.254
223.87,-130.416666667,-142.083333333,-97.9166666667,-113.333333333,-185.833333333,-67.9166666666,-225.0,-145.0,-95.4166666667,-113.75,-280.416666667
224.24,-200.0,-172.666666667,-143.333333333,-183.333333333,-304.666666667,-106.0,-336.0,-239.333333333,-113.0,-184.666666667,-370.666666667
224.62,376.666666667,359.166666667,296.666666667,373.333333333,576.666666667,278.333333333,523.333333333,453.333333333,282.083333333,387.5,569.166666667
225.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.38,278.787866667,250.303066667,229.090933333,298.181733333,462.424333333,284.2424,347.8788,332.727266667,228.4849,286.6668,411.515266667
225.75,2180.0,1600.0,1920.0,2520.0,4820.0,2020.0,3053.33333333,3246.66666667,1656.66666667,2566.66666667,4046.66666667
226.13,-200.000066667,-114.073933333,-175.5556,-232.592533333,-491.111133333,-158.518533333,-345.925866667,-352.5926,-143.333333333,-219.259133333,-403.703666667
226.51,3.61906666668,26.8572000001,13.3332666667,-17.1428666667,-68.5713333333,13.3332,-39.2382666667,-46.8572666667,15.6190333333,-4.9524,-41.5237333334
226.88,7.15146666666,24.9696666667,12.7272666667,-9.33319999999,-36.7272666667,13.091,-16.9696,-28.4848666667,15.0301666667,5.33326666668,-13.6969333333
227.26,16.8204,28.8206,16.923,-0.102466666673,-13.8461333333,15.2820666667,-9.74360000001,-18.0511333334,19.5385,15.1794666667,1.43600000002
227.64,13.3333333333,19.0833333333,19.0833333333,0.916666666654,-8.91666666666,15.25,-8.16666666666,-13.0833333333,19.375,15.5833333333,11.1666666667
228.01,8.00006666667,7.85966666665,11.228,-3.29819999999,-12.8422,8.77180000002,-11.8596,-11.4385333333,12.0349666667,5.47373333333,4.77173333332
228.39,1.79479999999,-1.79486666667,4.48726666666,-11.6666,-19.6154,1.66666666666,-17.8845333333,-16.7307333333,3.58970000001,-2.56413333333,-4.61533333335
228.76,7.3384,4.23759999998,10.1292,-3.10073333334,-9.25073333334,10.0777333333,-10.4910666667,-7.18340000001,9.04393333333,5.11613333333,1.75713333334
229.14,7.25366666667,3.85753333335,10.4821333333,-2.18033333333,-7.04406666665,10.5659333333,-8.25993333334,-5.15726666666,9.16136666667,7.33746666667,5.07340000001
229.52,9.47919999999,7.53466666667,13.4026666667,2.361,-1.0766,13.4720666667,-0.86813333334,-0.451533333334,12.1179666667,8.43746666668,8.05546666667
229.89,2.2928,0.987666666674,9.45326666668,-4.76193333333,-4.90306666665,7.16046666666,-5.07933333333,-4.656,7.23096666666,1.65773333333,3.28053333334
230.27,0.622733333333,-1.39193333333,8.05846666667,-7.21619999999,-7.21620000001,3.80939999999,-5.64093333334,-6.37366666667,3.07696666667,-3.0036,2.60080000001
230.65,-9.59533333334,-10.2119333333,-2.3506,-15.6840666667,-18.2274,-8.40079999999,-15.8382,-16.8784666667,-9.22930000001,-13.95,-7.4758
231.02,-10.8426666667,-11.2821333333,-2.01466666667,-15.0550666667,-19.2307333333,-7.28926666665,-16.6666,-17.3260666667,-9.35906666667,-14.2857333333,-6.26393333333
231.40,-13.2976666667,-13.2977333333,-3.3512,-14.9733333333,-21.533,-6.09613333334,-17.7182666667,-16.6488666667,-9.59003333333,-15.2941333333,-7.20140000001
231.78,-13.1206,-12.8724,-4.07806666667,-15.6028,-21.773,-5.7804,-18.1559333333,-16.6665333333,-9.37943333335,-13.5106,-9.64546666665
232.15,-9.87526666668,-8.59180000001,-1.14066666666,-11.7290666667,-16.1498,-1.03413333333,-14.2959333333,-12.5846,-4.81290000001,-9.697,-6.31013333333
232.53,-11.5532666666,-9.21466666667,-3.56026666667,-11.3438,-15.4276666667,-1.39620000001,-15.323,-12.042,-3.78713333334,-10.2269333333,-6.77133333334
232.90,-11.2666666667,-8.13333333333,-3.96666666666,-9.73333333333,-12.7666666667,-0.4,-13.4333333333,-10.7,-1.90000000001,-7.5,-4.43333333333
233.28,-6.30180000001,-4.11286666667,0.7298,-3.61526666667,-7.79433333333,4.67653333333,-8.4576,-6.43446666666,3.89723333333,-4.6766,-0.165933333333
233.66,-6.29646666666,-5.6902,1.21206666666,-3.09773333333,-7.97980000001,6.59926666667,-10.4713333333,-5.31999999999,2.62636666667,-3.8048,0.707133333332
234.03,-2.96286666667,-2.57653333333,3.86473333333,1.51373333333,-5.21733333333,9.33966666667,-7.63286666667,-2.64080000001,4.07413333333,1.77133333333,4.7342
234.41,-1.04353333333,-0.405666666665,4.84060000001,4.78259999999,-1.24633333333,10.6956,-4.232,0.057933333326,5.99989999999,4.34786666667,5.91306666666
234.78,-1.40353333333,0.467800000001,4.09353333333,4.76600000001,-1.28653333334,12.2514,-3.01186666667,1.1696,7.77766666667,4.82453333333,5.26326666666
235.16,-1.97306666667,0.298866666667,2.60093333333,4.873,-1.46486666667,10.6128666667,-3.31846666667,1.22580000001,7.21976666667,4.60386666667,3.07933333333
235.54,-1.431,0.129999999999,1.69099999998,3.67466666667,-1.8536,10.7966,-4.16253333333,1.0406,7.54473333333,3.70726666666,1.43073333333
235.91,-3.11106666667,-0.820333333332,-2.1538,1.7094,-5.02553333333,9.50413333333,-6.32453333333,-1.16246666667,5.31633333333,-1.36746666667,0.888800000001
236.29,-5.24066666667,-3.49380000001,-4.91973333332,-2.74493333333,-10.2675333333,5.38333333333,-9.69706666667,-3.99286666668,2.12123333333,-3.8144,-1.3192
236.66,1.72833333333,2.89240000001,1.7636,3.91533333334,-4.51493333333,11.2875333333,-2.29286666667,1.86946666665,8.85353333333,3.66846666667,5.92606666667
237.04,-2.18333333332,-1.20853333332,-2.57313333333,-1.13066666667,-10.6823333333,5.96493333334,-5.69206666667,-2.57313333334,4.28859999999,-2.26113333333,1.16966666667
237.41,-9.84493333333,-6.2016,-9.96119999999,-8.99220000001,-17.5968,-0.891466666674,-9.41866666668,-8.02333333334,-1.7636,-7.94573333332,-3.56593333333
237.79,-7.74566666667,-2.15800000001,-8.51640000001,-6.7436,-15.183,1.54126666667,-4.27726666667,-5.70326666667,3.1791,-6.51253333333,-1.54146666667
238.17,-1.94873333333,3.07706666667,-4.99159999999,-2.22213333333,-11.1453333333,5.74353333333,0.922866666674,-1.5384,7.29903333332,-2.90606666667,3.07686666667
238.54,-7.53020000001,-2.83246666667,-10.6044,-10.8464,-20.8636,1.10526666667,-4.04139999999,-7.6338,3.8342,-8.29026666667,-2.52173333333
238.92,-5.20933333334,-3.1938,-7.22486666667,-8.24813333332,-17.7364666667,2.8838,-2.13953333333,-5.14726666667,4.89926666667,-6.48066666666,-0.46513333332
239.29,1.78486666667,2.30973333333,-0.157533333333,-1.52233333334,-9.92133333334,7.42793333333,4.0422,2.09979999999,9.68503333335,-0.105,5.77433333333
239.67,4.90133333333,4.83906666666,3.36453333333,3.2814,-5.29586666666,8.90960000001,8.20360000001,4.42360000001,9.90659999999,3.40599999999,9.82360000001
240.04,4.85966666667,5.386,4.71933333333,4.87713333333,-2.64913333333,9.8422,9.22800000001,5.84219999999,10.3596666667,5.38593333333,11.7193333333
240.42,4.56386666667,5.36919999999,4.74273333333,5.90593333333,-1.53613333333,10.1268,9.12766666666,5.01126666667,10.0074,5.29459999999,12.2892666667
240.79,2.34593333333,2.95566666667,2.42546666667,3.20753333333,-3.1146,8.29666666667,7.14373333333,2.45193333333,7.27633333333,2.62413333333,9.76806666667
241.17,2.8138,3.29253333334,2.97726666667,3.491,-2.06646666667,8.8618,7.06366666667,2.6506,6.8302,3.65433333333,10.3560666667
241.54,4.11786666667,3.68613333333,3.8652,4.4972,-0.326533333333,9.20473333333,6.91953333333,3.6124,7.18283333333,4.24406666667,11.0795333333
241.92,3.27026666667,2.7172,3.02766666667,3.68746666667,-0.815199999999,8.03486666667,6.00693333333,2.32906666667,5.90973333333,3.69726666667,10.4998666667
242.29,0.102933333334,-0.758333333333,0.280866666666,0.542999999999,-4.37266666667,5.0092,2.73413333333,-1.02993333333,2.37826666667,0.533799999999,7.22839999999
242.67,0.969866666667,0.052866666666,1.09346666667,1.50786666667,-3.22753333333,5.54666666667,3.58906666667,-0.141000000001,2.7867,1.38453333333,8.21866666667
243.05,0.6438,0.194933333331,0.9488,1.04193333333,-3.2952,5.235,3.202,-0.575999999998,2.0032,1.74493333333,7.58999999999
243.42,-0.650000000001,-0.825000000001,0.033333333332,0.1,-4.0,4.69166666667,2.53333333333,-1.83333333333,0.616666666667,0.416666666665,6.13333333334
243.80,-1.38026666667,-1.1628,-0.209133333334,-0.343133333333,-3.89793333333,4.55053333333,1.78146666667,-2.2584,0.342933333333,0.108666666666,5.52886666667
244.17,-0.519666666666,-0.381533333334,0.422266666668,0.470933333333,-3.19113333333,5.31073333333,2.3388,-1.85933333333,0.548133333333,0.527799999998,5.70033333333
244.55,-0.260999999999,-0.427066666667,0.308466666667,0.150199999999,-3.1394,5.14033333333,2.1036,-1.8346,0.367866666669,0.427,5.08499999999
244.92,0.165933333333,0.588266666667,0.950333333335,0.874933333334,-2.52626666667,5.63353333333,2.65473333333,-1.2594,0.697766666667,1.3048,5.78426666667
245.30,0.783133333332,1.21286666667,1.56626666667,1.3168,-2.03753333333,5.939,3.45113333333,-0.603000000001,1.3791,1.75326666667,6.01526666667
245.67,1.7094,2.08293333333,2.10826666667,1.7664,-1.53853333333,6.63506666667,4.4698,0.316599999999,1.96266666667,2.55146666667,6.57166666667
246.05,2.6882,2.892,2.66533333333,2.3598,-0.430066666666,7.3232,5.15573333333,1.50533333333,2.87776666667,3.0446,7.43073333333
246.42,3.9846,4.0814,3.88806666667,3.61313333333,1.27733333333,8.51386666667,6.40206666667,2.9974,4.2444,4.17293333333,8.97713333334
246.79,4.56646666667,4.51086666667,4.39966666667,4.18166666667,1.87293333333,8.71573333333,6.7084,3.45853333333,4.6824,4.37653333333,9.36473333333
247.17,4.936,4.33566666667,4.3446,4.29666666667,2.07873333333,8.78886666667,6.8668,3.69213333333,4.88586666667,4.23126666667,9.6846
247.54,5.57,4.85533333333,4.81826666667,4.75253333333,2.70693333333,9.3242,7.27446666667,4.39093333333,5.56373333333,4.929,10.4786
247.92,6.01513333333,5.22846666667,5.10526666667,5.0138,3.03953333333,9.72193333332,7.60833333333,4.708,6.06476666667,5.3834,10.7985333333
248.29,5.733,4.9344,4.7556,4.67613333333,2.88833333333,9.51126666666,7.3778,4.553,5.88793333333,5.28006666667,10.5802
248.67,5.56226666667,4.8876,4.8674,4.751,2.78313333333,9.61046666666,7.63853333333,4.50206666667,5.89766666667,5.35333333333,10.8995333333
